-0.0016968-0.00096643i,-0.0010804-0.0010091i,-0.001117-0.0020643i,-0.0022941-0.0020051i,-0.0028158+5.5668e-05i,-0.0020681+0.0017344i,-0.0011026+0.0023843i,-0.00084662+0.00259i,-3.7206e-05+0.001781i,0.00098902+0.0013856i,0.00081338+0.00065604i,1.9494e-05-0.00017405i,2.7352e-05+9.5461e-05i,0.0010139+0.00065105i,0.00065018+0.00058452i,-0.00038783+0.00022531i,-0.0008109-0.0010488i,-0.00040521-0.0015429i,-0.00011305-0.00066012i,-0.00084304-0.00013821i,-0.00085439-0.00038444i,-0.00035657-0.00034136i,2.3881e-05+0.0001374i
-0.00067716-0.00070491i,-0.0013742-0.001003i,-0.0015963-0.0015198i,-0.0016977+0.00036488i,-0.0013958+0.0019996i,-0.00099387+0.0018494i,-0.00092367+0.0013512i,-0.0010013+0.0012848i,-0.00059578+0.001216i,-0.00054084+0.0008348i,-0.00085359+0.00019957i,-0.00061419-3.8358e-05i,-0.00015491+0.00038615i,0.00036519+0.00069079i,0.00017906+0.00029169i,-0.00020418-0.00021962i,0.0001975-0.00027529i,0.00042202-6.0574e-05i,0.00080026-0.00074156i,0.00056002-0.00078071i,0.0001536+0.00050989i,0.0002801+0.00069908i,0.00039207+0.00025507i
-0.00068936+0.00032206i,2.2116e-05-0.0005239i,-0.00044317-0.0008127i,-0.0010707-0.00075129i,1.3003e-06-0.0005827i,0.001236-0.00058734i,0.00089576-0.00062767i,-0.00057197-0.0005686i,-0.001214-0.00040098i,-0.0008996-0.00033608i,-0.00026833-0.00036859i,0.00059419-0.00024959i,0.0010734+0.00018608i,0.00047411+0.00044522i,-0.00015458+0.00011057i,-0.00054248-0.00071912i,-0.00082299-0.0011048i,-0.00081622-0.00039182i,-0.00037816+0.0005429i,6.0526e-05+0.00054497i,0.00028877-0.0003301i,0.00027181-0.000357i,-0.00013476-0.00081027i
0.0017873+7.4899e-05i,0.0013889-0.00039572i,0.0019332-0.0017859i,0.0018968-0.0017799i,-4.4485e-05+7.8908e-05i,-0.00068387+0.00045265i,-8.8936e-05-3.7461e-05i,-0.00064447-7.0341e-05i,-0.00085106-0.00052438i,-6.741e-05+0.0003672i,0.00029766+0.00091644i,-0.00031152+0.00030106i,-0.0006789+0.00017297i,-0.00028875+8.4027e-05i,-0.00031622-0.00027282i,-0.001088-0.00045968i,-0.0012845-0.00032798i,-0.00075831-0.00032006i,-0.00048046-0.00076878i,0.00010275-0.0010917i,0.00061065-0.00068668i,-7.5442e-05-0.00042109i,-0.00014591-0.00071748i
-0.0014314+0.00067096i,-0.0021286+0.00012376i,-0.0023555+0.00064349i,-0.0023102+0.0018355i,-0.0015161+0.0023231i,-7.7388e-05+0.0017495i,0.00036109+0.00039761i,-0.00041867+0.00032454i,-0.00030914+0.00089098i,0.00019884+0.00093584i,0.00043489+0.0013419i,0.00040018+0.00079838i,0.0003503+0.00081685i,4.6795e-05+0.00056651i,-0.00013842-0.00021937i,-0.00032863-0.00079796i,-0.00093187-0.00097474i,-0.00059968-0.00054537i,-0.00024809+0.00025572i,-0.0010408+0.00047153i,-0.0014951+0.00015143i,-0.00080637-0.00019007i,0.00016655-7.0245e-05i
0.0023997+0.0008174i,0.0014159+0.00038107i,0.00014789-0.00030556i,-0.0003293-0.00099174i,0.00028497-0.00077202i,0.00066444+8.6616e-05i,-0.00055495-0.00031001i,-0.0014584-0.0014073i,-0.00072561-0.00040439i,0.00016483+0.00043789i,0.00021264-4.2119e-06i,-0.00022327-0.000564i,0.00011516-0.00078288i,0.00068519-0.0007826i,5.496e-05-0.00020584i,-0.00056022+0.00016271i,-0.00013163-0.00025739i,0.00028636+4.6629e-06i,0.00055411+9.2418e-05i,0.00094175-0.0002168i,0.00061513-4.1877e-05i,0.0006328+0.00031219i,0.0010871+0.0005509i
-0.00060885+4.1907e-05i,-0.00066612-1.413e-06i,0.00049038-0.0010788i,0.00077882-0.00050348i,-0.00012327+0.00082272i,0.00019884+0.00049099i,0.00077906+2.4131e-05i,4.997e-05-0.00038001i,-0.00027731-0.00040509i,-5.687e-05-0.00029918i,-0.00020458+0.0001059i,-0.00028087+0.00019342i,-0.00016314+1.136e-05i,-0.00028454+8.6456e-06i,-0.00091803-0.00029851i,-0.0011257-0.00062503i,-0.00095189-0.0007889i,-0.00050356+1.9971e-05i,-6.5271e-06+0.0004461i,0.00055738+0.00013902i,0.00036778+0.00026739i,-0.00024169+0.00051154i,-0.00020455+0.00071438i
0.00035281+0.00040469i,0.0016432+0.0013657i,0.001304+0.0020835i,0.00084189+0.0015989i,0.00049284+0.00096835i,0.00097299+0.00065865i,0.00085991+0.00014948i,-7.2429e-05-0.00020914i,-0.00020835+0.00050375i,0.00048663+0.0010362i,0.00028033+0.00073504i,-0.00033914+0.00016833i,-6.4887e-05-0.00022874i,0.00061468-0.00072992i,0.00066673-0.00096457i,0.00021185-0.0012063i,-0.00049156-0.00094597i,-0.0013376-0.00048522i,-0.0013847-0.00042727i,-0.00069787-0.00016105i,-0.00021862-0.00038099i,2.6821e-05-0.00021606i,0.00015988+3.9131e-05i
0.00074523+0.0014618i,0.00037133+0.00016607i,0.00095026+0.00019228i,0.0011424-0.00042581i,0.0010489-0.0012382i,0.00041697-0.0014494i,-0.00013491-0.0014517i,-0.00065656-0.0010108i,-0.00081055+0.00034003i,8.7399e-05+0.0014451i,9.8486e-05+0.0012356i,-0.00016825+0.00083901i,-0.00011515+0.00015387i,-0.00079446-0.0010554i,-0.0015904-0.0012328i,-0.0013231-0.0010497i,-0.00087002-0.00063124i,-0.00089303+3.4425e-05i,-0.00081895+0.00022235i,-5.002e-05-0.00039586i,0.00092933-0.00057495i,0.00097789-9.9449e-05i,0.00040915-0.00027798i
0.0008116+0.0010018i,0.00084863+0.0012401i,0.0015109+0.00012091i,0.0011435-0.00047088i,0.00023494-0.00088983i,-0.00044987-0.00020364i,-0.00057781+0.00057703i,-0.00041708+0.0010094i,-0.00042298+0.00098108i,-0.0003858+0.00085954i,-0.00053235+0.00036721i,-0.00064486-0.00067269i,-4.6091e-05-0.00042327i,0.00025533-0.00017563i,0.00025221-0.0007538i,0.00024168-0.00031229i,-0.00011376+0.00043686i,7.3923e-05+0.00014523i,0.00040485+6.6831e-05i,-0.0001884+0.00013253i,-0.00057646+0.00066958i,-0.00034926+0.00040299i,-0.00046503-0.00017878i
-0.0010221-0.00081219i,-0.0015407-0.0023487i,-0.0038708-0.0016797i,-0.0040116+6.8583e-05i,-0.0023058+0.0015474i,-0.00073473+0.00090795i,0.00018031-0.00032114i,9.5422e-05-0.00028336i,-5.5985e-05+2.3612e-05i,-0.00033348+0.00074246i,2.6404e-05+0.00071523i,0.0011476+7.5128e-05i,0.00085791+0.00032725i,-0.00031512+0.00099431i,-0.00014996+0.00020202i,0.00042972-0.00012125i,-7.4908e-05+0.00028572i,-0.00044192+4.7046e-05i,4.6534e-05-0.00029588i,0.00068806-0.00035068i,0.00092407-0.00054564i,0.0010403-0.00048285i,0.00058957-0.00050346i
0.0016904-0.00025184i,0.00093812-0.00071559i,0.0014319-0.0019254i,0.00128-0.0025585i,0.0010915-0.001543i,0.00064275-0.0010909i,6.837e-05-0.0014124i,0.00046123-0.00083573i,0.00061908-1.218e-05i,-7.7738e-05+0.00035155i,-0.00068522-9.9241e-05i,-0.00046885-0.00010993i,-0.00046568+0.00045818i,-0.00054335+0.00071274i,2.8977e-05+0.0007902i,5.4854e-05+0.00062278i,-0.0002077-0.00019367i,-0.00034592-0.00059041i,-0.0008042-0.00099097i,-0.00065983-0.0015258i,-0.00010907-0.0010401i,-0.0007328-0.00055804i,-0.001215-0.00065397i
-0.0017303+0.0009257i,-0.0017054+0.00060197i,-0.0015808+0.00058133i,-0.00099425+0.0010179i,0.00016934+0.0010739i,0.0010595+0.0014902i,0.0010584+0.0015445i,0.00017608+0.00029519i,-0.00067888-0.00049385i,-0.0011013-0.0004229i,-0.001078-0.00012064i,-0.00066177+0.00059269i,-0.00043379+0.00087721i,-0.00088957+0.00026958i,-0.00045642-0.00047163i,0.00039365-1.1615e-05i,0.00032602+0.00024388i,1.5799e-05+0.00089001i,0.00010551+0.00093653i,0.00038409+0.00026768i,0.00073451+0.00037508i,0.00085961+0.00077683i,-0.00032958+0.00050856i
-0.0009484-0.0015861i,-0.0021135-0.0018034i,-0.0037937-0.0026505i,-0.0034008-0.0015462i,-0.0021044-0.00033941i,-0.00060393+0.00016183i,0.00046753+0.00067764i,0.00053028+0.00087386i,0.00035576+0.00047563i,0.00021107+0.00041673i,0.00054015+0.0011674i,-0.00052572+0.0010389i,-0.00093894-5.4313e-05i,-0.0002379-0.00042914i,0.00029229-0.00011745i,0.00035878-0.0004118i,0.00022707+0.0001474i,0.00048831+0.00017922i,0.00021475-0.00020121i,-0.00019592+8.0325e-05i,-4.659e-05+0.00030177i,-0.00032785+0.00089551i,-0.00044877+0.00031903i
-0.00012046-0.00094362i,-0.00019537-0.0009519i,-0.00053657-0.00063476i,-0.0020186-3.4358e-05i,-0.002478+0.00032069i,-0.0013302+0.00037229i,-0.00071345+0.00047104i,-0.0004441+0.00035467i,-0.00025449+0.00095298i,-1.3279e-05+0.00066762i,0.00023734+0.0001448i,0.00024698+0.00021077i,0.00037407-0.00023702i,8.436e-05+3.4307e-06i,6.408e-05+0.00018697i,0.00070887-0.00049438i,0.00078266+0.00028158i,0.00043426+0.0010407i,0.00018116+0.00061635i,0.0003483+0.00056482i,0.00048007+0.00049286i,0.00011735+0.00039225i,6.9336e-05+0.00038175i
0.00058068+0.00017938i,0.00083287+0.00040796i,0.00078742-0.0012359i,-0.00010065-0.0017347i,-0.00053981+0.00022407i,-0.00018412+0.00094124i,0.00061572+0.00012289i,0.00088509+0.00015221i,0.0006501+0.00096144i,0.00083883+0.001234i,0.00061764+0.0011427i,1.6028e-05+0.00071851i,-0.0002517+7.2185e-05i,-0.00020643-0.00026392i,-0.00047588-0.00043913i,-0.00059111-0.00073912i,-0.00021801-0.00080684i,8.6047e-05-0.00068252i,-7.2218e-05+2.0771e-05i,7.5884e-05+0.00015343i,1.261e-06+0.0001397i,-0.00031881-0.00029578i,-0.00075061-0.00068897i
0.00045601+0.001001i,0.00033617-0.00043442i,-0.00038488-0.00055837i,-0.00035933-0.00033819i,-0.0001024+0.00037709i,-0.0002145+0.00037922i,-0.0003871-0.00048753i,-0.001048+0.00028251i,-0.0010838+0.00098959i,-7.8478e-05+0.00071025i,0.00054409+0.00037582i,0.00033746+0.00073405i,-0.00011046+0.00090505i,-0.00062456+0.00069999i,-0.00057974+0.00019927i,-0.00013099-0.00091257i,7.0687e-06-0.00083733i,-0.00049924+7.8608e-05i,-0.00050826+0.00051898i,5.9368e-05+0.00033273i,0.00040191-0.00045467i,0.00026336-0.00064106i,-0.00023141-0.00017984i
-0.00057703-0.0010031i,4.0641e-05-0.0013346i,0.0012468-0.0021609i,0.001201-0.0018044i,0.00022571-0.00083037i,2.3187e-05-0.00078939i,2.7314e-05-0.0010966i,-0.00011051-0.00080387i,-0.00034243-0.00015492i,-0.00077817+0.00020034i,-0.0012977+0.00029184i,-0.0011605+0.00033704i,-0.00011738+0.00018278i,0.00088657-0.00025797i,0.00067813-0.0003938i,-0.0001806-0.00044113i,-0.00062741-0.00035905i,-0.0009576-0.00036993i,-0.00088331-2.9568e-05i,-6.383e-05+0.00052504i,-0.00013665-9.6979e-06i,-0.0004917-0.00043987i,-0.00050786-0.0002851i
4.5557e-05-0.0016584i,-0.00084634-0.0015857i,-0.0012459-0.0019007i,-0.0014-0.001369i,-0.00098185-0.00048579i,-0.0011043+2.339e-05i,-0.0011269-0.00020846i,-0.001506-0.00034807i,-0.0015031+0.00032504i,-0.00096447+0.00041822i,-0.0005945-7.0492e-05i,-0.0005168-0.00012701i,-0.00029371+0.00056226i,0.00010084+0.00042621i,-0.00079245+8.9231e-05i,-0.0011302-0.00017119i,-0.00074932-0.00045713i,-0.0010195-0.00051899i,-0.0012587-0.0011634i,-0.00041628-0.00086706i,0.00031961-0.00035848i,0.00019188-0.00046238i,-5.218e-05-0.00010374i
-0.0023799-0.0019331i,-0.0025043-0.0010322i,-0.002959-0.00069671i,-0.0030837+0.00024383i,-0.0030801+0.0013259i,-0.0016766+0.0016512i,-0.00042823+0.0010036i,-0.00038601+0.00055805i,-0.00036971-0.00010121i,4.5351e-06+0.00023474i,-0.00041485+0.00039397i,-0.00058244-0.00062666i,-0.00024067-0.00039847i,-0.00023043-0.00016861i,5.8792e-05-0.001091i,-0.00015916-0.0013955i,-0.00024535-0.00069517i,-0.00025544-0.00053674i,-0.00045967-0.00074138i,2.5793e-06-0.00066513i,0.00033472-0.00044232i,0.0002516-8.7309e-05i,4.198e-05+0.00040935i
0.0014591-0.00085132i,0.00043551-0.00076961i,-0.0011667-0.00056213i,-0.0014752-0.00017508i,-0.0008994+0.00044174i,0.00022458+0.00076141i,0.00024548+0.00071019i,-0.00011351+0.0009413i,-0.00045993+0.00062694i,-7.3857e-05-0.00059024i,-0.00020532-0.00067243i,-0.00072261-0.00014424i,-0.00045195+0.00022299i,0.00022416+0.00044416i,0.00014749-0.00015902i,-0.00066853-0.00075822i,-0.0010693-0.00064572i,-0.00031323-0.00054015i,0.00038333-0.00030126i,0.00041984+3.8749e-05i,0.00044564+0.00030818i,0.00097078+0.00042492i,0.00071913+0.00047302i
0.00078724-0.0012275i,0.0009004-0.0012236i,0.0012341-0.0019875i,0.00019202-0.001117i,-0.0010799+0.00032231i,-0.00067586+0.00068753i,0.00015049+0.00038388i,-0.00032659+0.00013253i,-0.00090193-0.00014783i,-0.0011953-0.0002214i,-0.00065936-7.4629e-05i,0.00014829+9.6699e-05i,8.6308e-05+0.00011217i,-0.00022556+0.00050945i,0.00011953+0.00024802i,-0.00010011-0.00027i,-0.00066358-0.00055313i,-0.00064923-0.00047918i,-0.00030305-0.00022184i,0.00065222-0.0001085i,0.0004899-0.00031416i,-0.00064862-0.00012746i,-0.0010928+0.00073426i
0.00044804+0.0011935i,0.0002472-0.00042892i,2.9386e-05-0.0017307i,6.4711e-06-0.0018533i,0.00010048-0.00095835i,0.00044192-0.00066788i,-5.1863e-05-0.00072026i,-0.00048922-0.00062603i,-0.00036227-0.00010734i,-0.0002135+0.00070471i,0.0004482+0.00016759i,0.00037866-7.6191e-05i,7.3485e-05+0.00057105i,0.00033838+0.00034626i,-0.00045951-0.00074327i,-0.00077356-0.00095663i,-0.0006354-0.00069373i,-0.00097826-0.0008928i,-0.00064935-0.0006004i,-0.00017657-0.00075494i,-0.00048025-0.00082768i,-0.00019786+3.258e-05i,0.00022704-2.4e-06i
-0.0012593+0.0027157i,-0.0010161+0.0021721i,-0.00051822+0.0012859i,-9.7229e-06+0.00079582i,0.00099339+0.0016603i,0.00092376+0.0018408i,-0.00012777+0.00046594i,-0.0005019+0.00016253i,5.2323e-05+0.00080039i,0.00038658+0.00047201i,0.00019847+0.00011345i,7.7297e-05+0.00038649i,0.00094083+0.00062594i,0.001935-0.00015843i,0.0015712-0.00087234i,0.00087459-0.00076792i,0.00057137-0.0007341i,-0.0001857-0.00036038i,-0.00070639-0.00053664i,-0.00067527-0.00048259i,-0.0011786-0.00032132i,-0.0010095-0.00048866i,-0.00017512-0.00058901i
0.00034478+0.00055224i,0.0016816+0.00010233i,0.0018996+0.00052668i,0.0010122+0.00051033i,0.00018599-0.00012966i,-0.00059362-0.00019465i,-0.00062285-0.00042009i,-0.00053256-0.00026494i,-0.00036938-0.00015847i,0.00031187-7.8198e-05i,0.0005897-0.00024909i,0.00076493-0.00090961i,0.00060957-0.0010279i,0.00035198+0.00053568i,0.00015551+0.00055442i,-1.9977e-05-0.00059125i,0.00020516-0.00058142i,3.1134e-05-0.00071811i,-0.00030527-0.00081092i,0.00017173-0.00030889i,0.00048731+0.0004998i,-4.5072e-05+0.0006979i,-0.00074276+1.1732e-05i
-0.002005+0.0011753i,-0.0020371+0.00098285i,-0.0023422+0.0012299i,-0.0014132+0.0017465i,0.00023583+0.0027695i,0.0012317+0.0020744i,0.00083666+0.00015729i,0.00012822-0.00027104i,-0.00061578+0.00032828i,-0.00071438+0.00018996i,0.00048614-0.0003265i,0.0013259+0.00020754i,0.00097107+0.00059901i,0.00049313+0.00012977i,0.0003403-5.9865e-05i,-0.00030099+6.5878e-05i,-0.00059008+0.00025155i,-0.00066775+2.9061e-05i,-0.00063673-0.00074149i,-0.00029234-0.00039452i,0.00017412+0.00064218i,0.0003586+6.4094e-05i,-0.00010551-0.00072259i
0.00029849+0.00077409i,0.00022623+0.00060694i,-5.1647e-05+0.00097875i,-0.00039585+0.00056696i,-0.00039343+5.9769e-05i,0.00027706-0.00070317i,0.00044707-0.00072765i,2.7136e-05+2.3781e-05i,0.00037417+0.00061526i,0.0011005+0.00065104i,0.0017915+7.9945e-05i,0.0017697+0.00011716i,0.001823+1.0668e-06i,0.001874-0.00092136i,0.0010879-0.0013709i,0.00027457-0.0015188i,0.00034809-0.0014693i,0.00041826-0.0007119i,0.00077892-0.00025046i,0.0015833+0.00014632i,0.00075472+0.00028711i,0.00052883-8.439e-05i,0.0010151-0.00056219i
4.0313e-05+0.0013502i,0.0012067+0.00057161i,0.0013505+0.00063162i,0.0011869-8.983e-05i,0.0013782-0.0005069i,0.00062711-0.00038845i,-0.00022309-0.00015353i,-0.00075895-0.00032974i,-0.0012494+8.8063e-05i,-0.00058142+0.00097938i,0.00083938+0.00058899i,0.0012901-0.00053435i,0.00093239-0.00071271i,0.00077872-0.00031805i,0.00038737+8.1703e-06i,-0.00011848+2.1832e-05i,3.1671e-05-9.0801e-05i,0.00062586-0.00027758i,0.0013524-0.00015663i,0.0010876-0.00048762i,0.0007146-0.00073096i,0.00075103-0.000563i,0.0002232-0.00059031i
-0.0032376+0.0015828i,-0.0029739+0.0018921i,-0.0025031+0.0012727i,-0.00177+0.0016311i,-0.00028859+0.0025403i,0.001674+0.0019428i,0.0010522+0.0008072i,-0.0004085+0.00064811i,-0.00054638+0.00065604i,3.2057e-05+0.00036046i,0.00015766+0.00020618i,0.00036967+0.00029414i,0.001005+0.00046612i,0.00079126-3.8071e-05i,0.00034212-8.5245e-05i,0.00017383+0.00074183i,2.9885e-05+0.00023792i,-0.00067149-0.00055068i,-0.00057255-0.00016325i,0.00023955+0.00063415i,0.00048902+0.00071055i,0.00060061+0.00069081i,0.00091646+0.0010545i
-0.0016987-0.00042923i,-0.0018954-0.00022492i,-0.0019687+0.0010684i,-0.00099913+0.0017765i,0.00069959+0.0019421i,0.0011574+0.0016589i,-0.00010709+0.0005443i,-0.00016781-0.00091583i,0.00066703-0.00061603i,0.00065625+0.0013959i,0.00082894+0.0019089i,0.0011235+0.0013169i,0.00042882+0.00022679i,4.1751e-05-0.00042512i,6.5768e-05-0.00050481i,-0.00028648-0.00078964i,-0.001001-0.00036177i,-0.00069534-6.7964e-05i,0.00036444-0.00067173i,0.00041217-0.0010202i,-0.00023269-0.00064804i,0.00013057-0.0007231i,0.0010735-0.00051932i
0.0010048-3.8084e-05i,0.001071-0.00057995i,0.00023269-0.0009652i,-0.001213-0.0011644i,-0.001382-0.00026827i,-0.00023829+0.0010072i,-0.00038263+0.00079479i,-0.00096741+1.6618e-06i,-0.0005012-0.00042902i,0.00012621+1.824e-05i,0.0010345+0.00073707i,0.0014194+0.00041336i,0.00051987-0.00056011i,0.00020184-0.0012467i,0.00098695-0.00082255i,0.00097879-0.00094194i,0.00049301-0.00092476i,1.3854e-05-0.00038671i,-0.00012067-0.00020303i,0.00030483-0.00016558i,0.00018853-0.00046894i,0.00027114-0.0010589i,0.0007193-0.00082711i
-0.00012487-0.002584i,-0.00073383-0.0023529i,-0.0009312-0.0015009i,-0.0011794-0.0012511i,-0.00060282-0.001516i,0.00083157-0.00098459i,0.0012416-0.00033882i,0.0010043+0.00048197i,-0.00033929+0.0007298i,-0.00085436+0.00027304i,-0.00026679-0.00015143i,1.6916e-05+1.0458e-05i,0.00046718+0.00034804i,0.0004578+0.00038854i,-0.0003056+0.00011155i,-0.00026717-0.00013681i,-0.00021184-0.00021041i,-0.00058884+2.4895e-05i,-0.0012877-0.00033199i,-0.0014937-0.0005037i,-0.00080635+0.00018792i,0.00012784+0.00012351i,0.00023474-9.9933e-05i
0.0041002-0.0020525i,0.0029327-0.0033871i,0.0024117-0.0048738i,0.0017644-0.00447i,0.00024115-0.002737i,-0.001704-0.0010616i,-0.0026173-0.00049343i,-0.0016538-0.00040556i,-0.0003001-0.00016659i,-8.3165e-05+1.9552e-05i,-0.00019153-0.0002286i,-0.0006437-0.00041117i,-0.000361-0.00068414i,0.00034071-0.00049306i,0.00018526+5.5622e-05i,-9.7638e-05+0.0001882i,0.00027701-0.00010763i,0.00053633-0.0010379i,0.00027919-0.0013197i,0.00021587-0.00049239i,0.00028136-0.00014582i,0.00022207+7.3793e-06i,0.0001722+0.00022059i
0.00083319-0.00016874i,0.0009643-0.00059181i,0.00078309-0.0010232i,-0.00054852-0.0011479i,-0.00046649-2.6306e-05i,0.0011158+0.0024398i,0.00077927+0.0025904i,0.00015555+0.0011587i,0.00098216-4.3122e-05i,0.0016906-0.00064485i,0.0010187+0.00016432i,-0.00021746+0.0010036i,-0.00076986+0.00092393i,-0.0004337+0.00042147i,-0.00047456-0.00026352i,-0.00010466-0.00081117i,-4.6307e-05-0.00033274i,-0.00078734+0.00055986i,-0.00088184+0.00027582i,-0.00027267-0.00077243i,-0.00044715-0.00045127i,-0.00045587+0.00042311i,4.9347e-06+0.00073616i
0.001991+0.0024083i,0.0018443+0.0010687i,0.0018808+0.00025842i,0.0015374+0.00014385i,0.00066808+7.6808e-05i,-0.00014281-0.0011767i,-0.00026499-0.001324i,-0.00038437-0.00021516i,-0.00043929+0.00056838i,-0.00015492+0.00037861i,0.00038839+1.86e-05i,0.00082501+0.00015199i,0.0003943-0.00034672i,-0.00075649-0.0011231i,-0.00067435-0.0012499i,-0.00034477-0.00037829i,-0.00090307-9.5445e-05i,-0.00062901-0.00018623i,0.00053343-0.00023992i,0.00043556-0.0009731i,-0.0001229-0.0011625i,0.00027637+1.2188e-05i,0.00070019+0.0002795i
0.00041779-0.0010712i,0.001468-0.00097169i,0.0010019-0.0011145i,-0.00040786-0.001165i,-0.0016364-0.00077988i,-0.0014688+0.00048069i,-0.00069973+0.00056678i,0.00043981+0.0001114i,0.00070236+0.00017948i,0.00044396+0.00031074i,0.00040111+0.00058625i,0.00015681+0.00019246i,0.00024446-0.00049159i,5.5911e-05-0.00029758i,-0.00036078+0.00031676i,-0.00050594+0.0001013i,-0.00048022-0.00016774i,-6.0133e-05+0.00015528i,-0.00034703+8.5907e-05i,-0.00091714-0.00020789i,-0.00018009+6.4128e-05i,0.00022771+0.0002023i,-0.00042828+0.00010988i
0.00025476-0.00050322i,0.00031311-0.00023833i,0.00044813-0.0005661i,-7.1583e-05-5.4414e-05i,-0.0006659+0.00057622i,0.00030668+0.00098079i,0.0011475+0.001144i,0.0011128+0.00099103i,0.00071806+0.00051123i,0.00022403+4.3117e-06i,0.00041607+0.00032566i,2.1719e-05+0.00033963i,-0.00027519+0.00057843i,-2.2758e-05+0.00092974i,0.00096172+0.00070878i,0.00070878-8.4348e-06i,-0.00065162-0.0006104i,-0.0004239-0.0004099i,2.4073e-05-9.1707e-05i,-0.00011196+0.00016545i,0.00032614+0.00034736i,-0.00038227-8.6238e-06i,-0.0012972-0.00049379i
0.0016052-0.00045613i,0.0010514-0.00022493i,0.00019542-0.00059366i,-0.0014046-0.00095386i,-0.0019061-0.00049453i,-0.0011915+0.0004405i,-0.00062548+0.00032428i,-0.00020639-0.00052324i,-0.0002344+5.3201e-05i,-0.0009177+0.00078006i,-0.0011742+0.0003239i,-0.001037-1.1788e-05i,-0.0011124-1.4588e-05i,-0.00091218-0.00043978i,-0.00089109-9.6136e-05i,-0.00045157-5.1839e-05i,-3.274e-05-0.00015972i,0.0004294+8.9947e-05i,0.00093505+0.00075628i,-8.8933e-06+0.00071823i,-0.00077018-0.00043288i,-5.0479e-05-0.0012458i,0.00017212-0.0013239i
0.0014018-0.00079417i,0.0014808-0.0004987i,-0.00050917-0.00094959i,-0.0017109-0.00052483i,-0.0010179+0.00036122i,-0.00029731+0.00078335i,0.00062133+0.00050589i,0.00018237+0.00038509i,-0.0005538+0.00027317i,-0.00012236-1.5029e-05i,-0.0001964+0.0004102i,-0.00031391+0.00057766i,0.00053414+0.00039913i,0.00043634-8.2504e-05i,-0.0005108-0.00039604i,-0.00045959-0.00085271i,0.00026923-0.00099485i,0.0005811-0.0006988i,-3.7693e-05-0.00016977i,0.00023381+0.00010225i,0.00061776-1.155e-05i,0.00099341+0.00061792i,0.00076596+0.00024103i
0.0010947+8.2118e-05i,0.0016903-0.00024677i,0.0011817-0.00075906i,0.00056537-0.0005017i,0.00052725+0.00043899i,2.7958e-05-4.285e-05i,-0.00051981-0.00072828i,-0.00078901-0.00023174i,-0.00051993+0.00024366i,-0.00026124+0.00015558i,-0.00015069-9.4057e-05i,2.2847e-05-0.00028012i,-0.00035736-0.00011702i,-0.00084055-0.00012274i,-0.0012775-0.00064978i,-0.0009584-0.0012213i,-0.0011008-0.0011363i,-0.0011506-0.0010287i,8.8384e-05-0.00034519i,8.6128e-06+0.000101i,-0.00061728-6.6828e-05i,-0.00021479-0.00028753i,0.00012701-1.6522e-05i
-0.0011087+0.00024429i,-0.0010257-0.00038052i,-0.0011494-0.0012065i,-0.00063081-0.00047421i,-8.1746e-06+0.00032431i,0.00012961+0.00044823i,-0.0004141-6.6014e-05i,-0.0008516-0.00031502i,-0.00096907+1.9082e-05i,-0.00037339+0.00040868i,0.00015089+0.00043584i,3.2657e-05-0.0003706i,3.7779e-05-0.00079004i,0.0011326-0.00016631i,0.0018841-0.0003013i,0.00096254-0.00054824i,-0.00011535+0.00012597i,-0.00015693+0.00029142i,-0.00027408-0.00016146i,-0.00060961-0.00054388i,-7.5576e-05-0.00038828i,0.00071257-0.00019091i,0.0014714+0.0001144i
0.0002677+0.0017103i,0.00035836+0.00073898i,0.00052287-0.00013703i,0.00050198-0.00013272i,0.00021497-0.00016586i,0.00061286-0.00043852i,0.00027165-7.3041e-05i,-0.00063597-1.1071e-05i,-0.001142+8.6072e-05i,-0.00096858+0.00031505i,0.00011647+0.00036003i,0.00050248+0.00042394i,0.00039254+7.5759e-05i,0.00022417-0.0004598i,6.0283e-05-0.00037235i,0.00013314-0.00010576i,0.00027532-4.4734e-05i,0.00010396+7.03e-05i,0.00043463+9.4165e-05i,0.00062161+0.00017416i,-0.00010159+0.00029145i,-0.00056898+0.00024436i,-0.00070443-5.0841e-05i
-0.0021063+0.00035799i,-0.0013457-0.00032771i,-0.0018374+0.00045043i,-0.0013196+0.0016814i,0.00041942+0.002198i,0.00080731+0.0023292i,-0.00059824+0.0013156i,-0.00074174+0.00057597i,-0.00048252+0.0010543i,-0.0004527+0.0017016i,0.00018691+0.0012116i,0.00045454+0.00028229i,0.00010101-0.00026883i,0.00056088-0.00049045i,0.00090495-0.00058798i,-0.00011252-0.00024066i,-0.00084644-0.00072282i,-0.0015851-0.00080353i,-0.0022438-0.00033843i,-0.0013153-0.00047017i,-0.00012026+7.4293e-05i,-0.000394+0.00033037i,-0.0011523+0.00058859i
