-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
-0.0013761-0.00013873i,-0.0014111-0.0006183i,-0.00028205+0.00070947i,0.0013837+0.0016914i,0.0021053+0.0012616i,0.0013501-0.00025296i,0.00011788-0.0012394i,-0.00076264-0.00013563i,-0.0011843+0.0010467i,-0.00096127+0.00066925i,0.00030652+0.00039369i,0.001611+0.00025696i,0.0017832+0.00013205i,0.0013132+0.00037629i,0.00086518+0.00040835i,0.00060234+6.1915e-05i,0.00054509-0.00013251i,0.00069118+4.796e-05i,0.00034256+0.00031525i,0.00015066+3.2098e-05i,0.00051295+0.00012145i,0.00028978+5.2726e-06i,-1.7864e-05-0.00022392i
0.00088482+0.00080232i,-0.00097674+0.00068882i,-0.00049777+0.00036757i,0.00097764+0.0003814i,0.001988-0.00036818i,0.0016221-0.0013339i,-0.00011952-0.00065594i,-0.0013884+0.00077025i,-0.0014195+0.00050741i,-0.0004504-5.868e-05i,-5.5575e-05-0.00022476i,0.00071808+0.00014927i,0.0016973+0.00078572i,0.0014313+0.0007955i,0.00075376+0.00027517i,0.0010691-0.00034373i,0.0014032-4.9269e-05i,0.0010062+0.00039304i,0.00025074-0.00011439i,-0.00019758-0.00047731i,0.00030389-0.00042192i,0.00061118-0.00022731i,-0.00016927-9.3318e-05i
-0.0015446-0.00056472i,-0.0011201+4.5551e-06i,-0.00078475+0.00044451i,-0.00030598+0.00057488i,0.00031276+0.00052597i,-6.7461e-05+5.0929e-05i,-7.3984e-05-5.952e-05i,0.00021102+0.00048744i,-0.00032826+0.00080708i,-0.0002923+0.00079932i,0.00017857+0.0012308i,0.00034314+0.001163i,0.00039257+0.00079791i,0.00013525+0.00053158i,0.00042688+0.00020791i,0.00089952-0.00010728i,0.00067301-0.0001973i,0.00032285-0.00044049i,-0.00012793-0.00067184i,-0.00014983+6.0565e-05i,1.1551e-05+0.00045142i,-7.0262e-05+0.00020799i,-0.00081634+0.00036574i
-0.0019091-0.00038893i,-0.0018872+0.00043905i,-0.0012597+0.0016664i,0.0003482+0.0017823i,0.0017289+0.00051013i,0.0012612-0.0011915i,0.00018191-0.0015359i,0.0002835-4.2361e-05i,0.0004876+0.00028879i,0.00021001-0.00029342i,0.00010738-9.4629e-05i,0.00028127-0.00015939i,-5.75e-05-0.00032778i,-0.00057593-0.00020512i,-0.00043472-0.00017553i,0.00011164-0.00038823i,0.00036198-0.00080563i,-0.00065754-0.00042393i,-0.0010705-5.9329e-05i,-0.00077145+0.00024452i,-0.00041327+0.00038849i,-0.00025119+0.0005487i,-0.00053949+0.00051385i
-0.00020665+0.00069056i,0.00052363+0.0011304i,0.0011991+0.00085889i,0.0014129+0.00052022i,0.000653-0.0001854i,-0.0007454-0.0010162i,-0.0009858+6.8318e-05i,-0.00061512+0.00085687i,-3.1778e-06+0.00058257i,0.00040032+0.00069217i,0.00025784+0.00078706i,4.1324e-06+0.00011744i,0.00022326+0.00012378i,-0.00021328+0.00046916i,-0.00075393-0.000199i,-8.501e-05-0.00013635i,0.00095017+4.9272e-05i,0.00090953-0.00032518i,0.00043668-0.00022258i,-9.1233e-05-0.00044426i,-0.0006184-0.00076175i,-9.1778e-05-0.00092239i,0.00067018-0.00052972i
-0.00055774+0.00055537i,-0.00084813+0.00089048i,-0.00052846+0.0010785i,-0.00015615+0.0014183i,-7.2815e-05+0.0014436i,-0.00028423+0.00042232i,-0.00052903-7.0637e-08i,0.00053814+0.00019956i,0.0019647-0.0002224i,0.0018632-0.00055547i,0.00095684-0.00016943i,0.00018758-3.6573e-05i,-0.00050093+1.4361e-05i,-0.00069225-0.00052808i,-0.00011345-0.00080091i,-0.00039832-0.00044217i,-0.00054498-0.00029055i,0.00017511-0.0003385i,0.00018198+1.7548e-05i,0.00027297+0.000308i,0.00070816+0.00012384i,0.00086047+0.00043969i,0.00064137+0.00041238i
-0.00051496-0.00073108i,0.0006477+0.00042384i,0.0011172+0.00067394i,0.00072323+0.0010667i,0.0011603+0.00086039i,0.0017985+2.8017e-05i,0.0013419-1.7248e-05i,0.00092869-0.00037363i,0.00074707-0.0011001i,0.00045834-0.0011688i,-0.00055397+9.7378e-06i,-0.00070575+0.00027566i,-0.00021902-0.00053084i,-0.00033514-0.00034598i,0.00033689-0.0001402i,0.00049543-0.00048355i,-0.00035884-7.0872e-05i,-0.000395+0.00026737i,-0.00010615-3.3593e-05i,0.00040956+0.00023477i,0.00022141+0.00044498i,-0.0005436+0.000635i,-0.00048807+0.0010961i
-0.00089592-0.00035755i,-0.00097066-0.00057718i,0.00013525-0.00020448i,0.00061245+0.0008016i,-0.00022022+0.0013941i,-0.00057638+0.0015821i,-3.2626e-05+0.0011786i,0.00031272+0.00030319i,0.00049627+0.00010339i,0.00043912+0.00026334i,-0.00038877+0.00055534i,-0.00074465+0.00086839i,0.00017721+0.00075732i,0.00085203+0.00033033i,0.00035712+1.579e-06i,0.00039647-0.00054509i,0.0005422-0.00040782i,0.00061473+4.1245e-05i,0.00091441-0.00012201i,0.0015297-0.00029976i,0.0017126-0.0001038i,0.00070181+0.00037061i,-5.5752e-05+0.00034905i
-0.00052035-0.0011954i,8.6034e-05-0.001042i,-4.8877e-05+0.00018715i,2.4855e-05+0.0016972i,0.0011333+0.0021701i,0.0015991+0.00091057i,0.00080322+9.2343e-05i,2.7718e-05+0.00010261i,0.0001916-0.00026376i,-0.0001445-0.00053948i,-0.00068627+7.477e-05i,-0.00037195+0.00029699i,0.00048844-5.9798e-05i,0.00057709+0.00025006i,-0.00035711+0.00086948i,-0.0005322+0.00037383i,0.00050799+0.00011037i,0.0013866+0.00039408i,0.0005943-1.929e-05i,0.00026331-0.00049102i,0.00092188-0.00042879i,0.00062045-0.00075101i,0.00038098-0.00079412i
-0.0011772+6.0212e-05i,-0.0016567+0.00047841i,-0.0010249+0.0014784i,-0.00013155+0.00097753i,0.0011096+0.00073704i,0.0011062+0.00083773i,0.00013446+0.00021647i,4.2253e-05+2.1769e-05i,-0.00021813+8.1181e-05i,-0.00058472-6.8026e-05i,-0.00045569-0.0007314i,-0.00026659-0.00077191i,0.00043235-0.00039102i,0.0003759-0.00026903i,-0.00021282+6.884e-05i,-0.00024177+0.00024723i,0.00035538-0.00025653i,0.0011753-0.00028979i,0.00094826+6.2624e-05i,0.0005552+0.00061107i,0.0010979+4.6936e-05i,0.0012063-0.00069927i,0.00040521-0.00068709i
-0.00063483-0.00052741i,-0.0006474+0.0011635i,-0.00065469+0.0021725i,1.3028e-05+0.0022701i,0.0012636+0.00091784i,0.001566-0.0006987i,0.00053415-0.00067538i,-0.00047204-3.8616e-05i,-0.00073851+4.5804e-05i,-0.00050546+0.00040245i,-0.00051782+0.00042226i,-0.00038351-6.2265e-05i,-0.00014747-0.00029434i,0.00023923-0.0002375i,0.00044014-0.00023904i,-3.967e-05-0.00026127i,6.7107e-05-0.00032456i,0.00016874-0.00012464i,-1.5765e-05-6.0709e-05i,3.6886e-05-0.00034049i,3.2541e-05-0.00064279i,-0.00034296-0.00027302i,-0.00031725+0.00020077i
-0.0005582+0.001167i,-0.00082535+0.0011555i,0.00071481+0.0010828i,0.002282+0.00071672i,0.0021627-0.00081475i,0.00097795-0.0015182i,0.00082769-0.00060287i,0.00069431+0.00032638i,0.00022583+0.0004255i,-0.00014523+0.00064499i,-0.00021754+0.00096208i,-5.6965e-05+0.001194i,-0.00046457+0.001274i,-0.00015139+0.00071885i,0.00054489+9.4729e-05i,0.0003498+0.0003276i,0.00012388+0.00068105i,0.00054031+0.00092652i,0.00047713+0.00076419i,0.00041848+0.00035652i,-2.1005e-05-0.00011083i,-0.00052761-0.00050887i,-0.00024806+0.00024077i
-0.0020933-0.00043681i,-0.0013665+0.00035612i,-0.0010505+0.0010152i,6.2549e-05+0.00087362i,0.0012609+0.00033979i,0.0023488-0.00094433i,0.0023464-0.0012349i,0.00028511-0.00074883i,-0.00071897-2.8853e-05i,-0.00026525+0.00096768i,1.7002e-05+0.0014609i,9.1519e-05+0.00060325i,-0.00012084+0.00028429i,-1.4344e-05+7.3473e-05i,-0.00021236-0.0002251i,-0.00032924-0.00014754i,0.00039365-0.00029163i,0.00039085-0.0010779i,0.00050518-0.0012881i,0.00063245-0.000158i,0.00047364+0.00056068i,0.00011395+0.00051181i,-0.00078883-0.00021312i
-0.00092958+0.00081804i,-0.00096358+0.00037281i,8.372e-05+0.00063035i,0.0010385+0.00061726i,0.0013392+0.00012484i,0.00085829-0.00049678i,0.00011413-0.0003939i,-0.00017491-0.00045939i,0.00026964-0.00052716i,0.00055633-0.00027894i,-0.00022283+0.00026506i,-0.00063306+0.0006234i,0.00014002+0.0007557i,0.00036434+0.00019876i,0.00014144-0.0003439i,0.00054937+0.00025673i,0.00066247+0.00070664i,0.00046542-7.9969e-06i,0.00049021-0.00088363i,4.5812e-05-0.00094385i,-0.00071729-0.00037561i,-0.0011322-1.6052e-05i,-0.0012106-0.00037653i
-0.0016869+0.00015791i,-0.0020229+0.00011777i,-0.0014837+0.00079564i,-0.00028757+0.0012898i,0.00096562+0.0013712i,0.00039558+7.4357e-05i,-0.00086285-0.00091313i,-0.00045797-0.00094152i,0.0011019-0.00048649i,0.0016739-1.2131e-05i,0.0016098+9.8296e-05i,0.001524+0.00018089i,0.00082574-0.00047891i,-2.8962e-05-0.00026562i,-0.0002222+0.00017588i,9.4438e-05-0.00011224i,0.0005556-0.00055474i,0.0013529-0.0013934i,0.0011748-0.0015089i,-0.00012802-0.00082482i,-0.00057765-0.00075448i,-0.00013489-0.00080327i,0.00024235-0.00046696i
-0.0010511-0.00059494i,-0.0011266+0.00036685i,-0.00011774+0.00097855i,0.00053858+0.00084067i,0.00020081+0.00037597i,-0.0001387-0.00036123i,-0.00024704-0.00061226i,4.4557e-05-0.00073389i,0.00025022-0.0011562i,0.00076831-0.00078182i,0.00086165-0.00035918i,0.00042658+1.3986e-05i,0.0008335+0.00027892i,0.00067408-0.00049124i,-1.8539e-05-0.0014093i,-0.00015234-0.0011885i,1.8766e-05-0.00094892i,-0.00016172-0.00066002i,-0.00076037-0.0007082i,-0.00081449-0.0015339i,-0.00066835-0.0013784i,-0.00072469-0.00032229i,1.714e-05-0.00024917i
-0.00026697-0.0010992i,-0.00068744+0.00063771i,-0.00041302+0.00051833i,-0.00011679+0.0006003i,-0.00045545+0.00083024i,-0.00080669+0.00058582i,-0.0014355+0.00030788i,-0.0015424-0.00023494i,-0.00075114-0.0010343i,-0.00029843-0.001122i,-0.0004197-0.00066106i,-0.00031882-0.0006085i,-0.00026081-0.00048478i,0.00019197-0.00055713i,0.00012649-0.00042314i,0.00037254-0.00040071i,0.0007305-0.00018485i,-0.00023327+0.00033194i,-0.00061465+8.0689e-05i,0.00020047+8.5394e-05i,0.00051684+0.00057776i,-0.00073551+0.00094128i,-0.00083691+0.00032347i
0.00040748-0.00074676i,0.0005275-0.00029486i,0.00076358+0.0010087i,0.001319+0.0016355i,0.0008915+0.00084475i,5.2599e-05+0.00014082i,-0.00077073+0.00042906i,-0.00082259+0.00073633i,-0.00059529+0.00021499i,-0.00043631+0.00012285i,-0.00026791+0.00032564i,-0.00031132+0.00054767i,-0.00059169+0.0004852i,-0.00090976+0.00022149i,-0.00046264+0.00025159i,-9.5319e-05-3.4133e-05i,0.00029091-0.00026477i,0.00070835-0.00055019i,0.00010376-0.0008737i,-0.0002546-0.00065599i,-0.0002715+0.0005297i,-0.00031008+0.0010531i,-0.00033005+0.00047381i
-0.0012818-0.0003394i,-0.00095474+0.00043459i,-0.00037239+0.0015185i,0.00011048+0.00094552i,0.00051301+0.00064251i,0.00062573+0.00084205i,0.00022611+0.00042164i,-3.0835e-05-0.00038677i,-0.00026396-0.00095171i,-0.0002574-0.0002117i,0.00037335+0.00030626i,0.00053826+0.00048624i,0.00038892+0.00022221i,0.0005147-0.00042426i,0.00097297+4.1382e-05i,0.00096879+0.00070332i,0.00061252+0.0001642i,0.00093615+3.0068e-05i,0.00095521-2.3325e-06i,0.00074733-8.6566e-05i,0.00028795-0.00025609i,-0.00031404-0.00041007i,-0.00010994-0.00035959i
0.00029792-0.00087561i,0.00061271+0.00059781i,0.00086272+0.001223i,0.0014146+0.0019259i,0.0023031+0.0010197i,0.0019027+5.7192e-05i,0.00086067+0.00039206i,0.00043361+0.00047397i,-0.00034137+0.00034856i,-0.0006566+0.00072548i,-0.00057649+0.00079088i,-0.00011919+7.395e-05i,-0.00037878-0.00027178i,-0.00081+0.00014689i,-0.00028773+0.00016469i,-5.411e-05+5.3661e-05i,-0.00039416+0.00026622i,-0.00027554-0.00022618i,0.00057894-0.00070473i,0.00080533-0.00014538i,0.00019486+0.00034394i,-0.00037969+0.00017388i,-0.00025343-0.00017246i
-0.00035405+0.00049983i,0.00026855+0.0007246i,0.00053283+0.0004979i,0.0011586-3.5365e-05i,0.0012568-0.00080214i,0.00059726-0.0015396i,0.00064892-0.0013038i,0.00019029-0.00024448i,-0.00010549+0.00057153i,-5.3727e-05+0.00074881i,-0.00033968+0.00095022i,-0.00046718+0.00080983i,-0.00069563+0.00044655i,-0.00080542-0.00038464i,-0.0001231-0.00045649i,0.00080539+0.00017835i,0.00030119+0.00078228i,-0.00028243+0.00014133i,-9.9606e-05-0.00082185i,0.00015018-0.0008457i,0.00029013-0.0006453i,0.00038965-0.00072208i,0.00021992-0.00073598i
-0.0028138+0.00054772i,-0.0029365+0.00044864i,-0.0021403+0.0010815i,-0.00011978+0.0017328i,0.0016295+0.0015678i,0.0024145-2.3897e-05i,0.0019834-0.0012312i,0.0010318-0.0013273i,0.00061109+1.8847e-05i,0.00060886+0.00154i,0.00051156+0.0012913i,0.00064596+0.00046143i,0.0005365+1.5769e-05i,-0.00053119+0.00011795i,-0.0016192-0.00030212i,-0.00085077-0.0010871i,0.00032144-0.0011924i,0.00024843-0.00096805i,0.00056567-0.0011924i,0.00016758-0.0011229i,-0.00038457-0.00061429i,-0.00025219-0.0003403i,-0.00040461-0.00017035i
-0.0018925+0.0009857i,-0.0013468+0.00085462i,-0.00023724+0.0010714i,0.0010267+0.0013757i,0.0022986+0.0010501i,0.0020525-0.00017405i,0.00048864-0.00046042i,-7.8307e-05+8.3805e-05i,0.00028784+0.00086014i,0.00045338+0.00082343i,-9.3601e-05+0.00074102i,-0.00042314+0.00084841i,-0.00045927+0.00075974i,-0.00042502+0.00093987i,-0.00086702+0.00067305i,-7.2502e-05+4.6058e-05i,0.00036059+0.00018349i,-0.0012528-2.6227e-05i,-0.0014633-0.00078785i,-0.00054891-0.00025077i,0.00025684+6.3481e-07i,0.00054729-0.00027027i,0.0003942+0.00044453i
-0.0016026-0.00017358i,-0.002081+0.0016347i,-0.0012966+0.0021186i,0.00062293+0.0014803i,0.0019013-0.00010158i,0.0014714-0.0014626i,0.00034543-0.0010206i,-0.00031014-0.00016813i,0.0001642-0.00043972i,0.0013449-0.00026326i,0.001235+0.00025575i,0.00053478-4.3608e-05i,-0.00023431-8.9842e-05i,-0.00048153+0.00087704i,0.00028238+0.0013041i,-4.3135e-05+0.00060721i,-0.00074992-0.00030685i,-0.0007657-0.00058936i,-0.00060919-1.9846e-05i,-0.00068681+0.00033511i,-0.00063058+0.00031882i,-0.00051186+0.00026129i,-0.0009341+0.00032742i
0.00011153-0.00058604i,-0.00033572+0.0006025i,-0.00049085+0.001931i,0.00064554+0.0019914i,0.0014576+0.00075792i,0.0017615-0.00049835i,0.0014589-0.00063714i,0.00085045-3.4383e-05i,0.00020816+0.00011425i,-0.00095532-0.00021691i,-0.00047377+0.00013172i,0.00077639+0.00058394i,0.00098861+0.00044347i,0.00055207+0.00073577i,0.00073796+0.0007291i,0.0012636+0.00041744i,0.0012953+0.00040386i,0.00049587+0.00064858i,5.213e-05+0.00047828i,0.00017106-2.1576e-05i,-0.00012692-0.00011306i,-0.00056512+8.4898e-05i,-0.00056303+5.1915e-05i
-0.0017195+0.00018477i,-0.0014615+0.00076962i,-0.00077753+0.0017753i,0.00038302+0.0018737i,0.0011749+0.0013359i,0.00064565-0.0002294i,-0.00012341-0.0013624i,-0.00093321-0.0013784i,-0.0007178-0.0002083i,0.0003241+0.0010028i,0.00048126+0.00069798i,0.0002656-0.00021203i,0.00024004-0.00060542i,0.00047976-0.0003447i,0.0011258+0.00027875i,0.0014638+0.00054138i,0.00067858+0.00068545i,0.00073145+0.00043635i,0.0017733-0.00025893i,0.0018132-2.6173e-05i,0.0014616-0.00028461i,0.00047039-0.0010728i,-0.00065996-0.0011324i
-0.0012863+0.00065539i,-0.00072407+0.0011961i,-0.00044319+0.0019744i,0.00064722+0.0012643i,0.0012752-0.00035767i,-1.7898e-05-0.0012749i,-0.00082003-0.00071041i,-0.00029597+5.4836e-05i,-0.00011821-0.00014103i,-0.00063671+0.00022908i,-0.00086829+0.00080207i,-0.00032605+0.0014295i,0.00023958+0.00089287i,0.00028526-2.6205e-05i,0.00088927+0.00031115i,0.00081554+6.0834e-05i,3.592e-05-6.6494e-05i,-0.00040126+0.0001868i,-0.00051124-0.00088831i,-0.00018085-0.00098776i,9.1743e-05+0.00025776i,9.0236e-05+0.00099306i,0.0005803+0.00011334i
-0.00055165-0.00052892i,-0.0010853+0.0004947i,-0.00088675+0.0006704i,-0.00013399-0.00025933i,0.00024416-0.00084153i,-0.00028586-0.00050148i,-0.00035672+0.0011085i,0.00062818+0.0015407i,0.00087763-6.3274e-05i,5.9499e-05-0.00077919i,-0.00029068-0.00045804i,0.0004888-0.00064382i,0.0014521-0.0013887i,0.00099979-0.00076606i,0.00041137-0.00013168i,0.00064166-4.7611e-05i,-0.00019986-0.00049983i,-0.00041497-0.00095286i,0.00037864-0.00026444i,0.00056981+0.00022772i,0.00059301+0.00038577i,0.0001584-8.4335e-05i,-0.00020588-0.00061601i
-0.00030915+0.00014678i,-0.0013547+0.0015922i,-0.0011411+0.0017504i,0.00017404+0.00097974i,0.00086397+0.00038555i,-0.00043532+0.00056881i,-0.0011365+0.00014968i,0.00041119-0.00013134i,0.0016146-5.8063e-05i,0.00089975-0.00015563i,2.946e-06-0.00011816i,-0.00037093-0.00028062i,-0.0005698+0.00011636i,-0.00082687+0.00046411i,-0.00013323+0.00010788i,0.00033502-7.6855e-06i,-1.7298e-05+0.00010008i,-0.00043693+0.00031231i,-0.00071122+0.00019853i,-0.0001395+0.00015679i,0.00025728+0.00027674i,0.00066044+0.00061885i,0.00063352+0.00048667i
-0.00017222-0.001234i,-0.00052204-0.0012619i,-0.00051143-0.00071159i,-0.0003886+0.00057069i,0.00015753+0.00092537i,-3.9103e-05-6.3172e-05i,-0.00043727-0.00069904i,0.00041448-0.00088604i,0.00029383-0.00014769i,-0.00021365+0.00031245i,-7.6519e-05+6.1724e-05i,0.00017983+0.00065907i,0.00077012+0.00094699i,0.00051015+0.0010079i,0.00064611+0.00079029i,0.0008496-0.00015635i,0.00062428+4.4343e-05i,0.00069464+0.00044521i,0.00045013+0.0004054i,0.00010803+0.00053904i,-0.00013457+0.00015131i,0.00037852-3.1263e-05i,0.00050927-0.00015707i
0.00013127+0.0011223i,-0.00087002+0.0016285i,-0.0016979+0.0021092i,-0.00077443+0.0020891i,-5.4526e-05+0.0014046i,0.00024183+0.00070682i,0.00043918+0.00047067i,0.00096383+0.00062379i,0.0011661+7.124e-05i,0.0010811-0.00091784i,0.00089067-0.00084958i,0.00067449+0.00012966i,3.6429e-05+0.00021263i,-0.00010188-0.00040907i,0.00054907-0.00058437i,0.00017422-0.00057249i,-0.00020332-0.00066935i,-0.00013748-0.00089435i,-0.00061947-0.00048437i,-0.00026732-0.00030553i,0.00019534-0.0001844i,-0.00050417+0.00058097i,-0.0011753+0.00038137i
-0.0024554+0.00059158i,-0.0018937+0.00026185i,-0.00077131+0.0012066i,0.00054743+0.0017165i,0.0019275+0.0010886i,0.0023974-0.00018875i,0.0016639+0.00012587i,0.00039275+4.8708e-05i,1.7198e-05-0.00070472i,0.00042697-1.8975e-05i,0.00044612-0.0003228i,-0.00045547-0.00055211i,-0.00076013-0.0001428i,-4.1426e-05-9.5111e-05i,0.00022261+0.00011246i,0.00053406+0.00031927i,0.00023731-0.00018718i,0.00023818-0.001072i,0.00087421-0.00083715i,0.00059203-0.00043996i,0.00033491-0.00022374i,0.00028788-0.00012553i,-0.00014354-0.00054029i
-0.0003151+0.00038898i,-0.00045415+0.0009337i,-0.00063577+0.0018136i,6.632e-05+0.0021206i,0.00098679+0.0014562i,0.0007356+0.00078588i,-0.00032388+0.00090983i,-0.0011994+0.0008841i,-0.0012509+0.00010029i,-0.00074104-0.00055797i,-0.00041859-0.00080143i,-0.00061308-1.3354e-08i,-0.00042492+0.0009255i,0.00049252+0.00080232i,0.00071889+0.00013027i,0.00044866-0.00025827i,0.00064688-0.00036931i,0.00066537+3.2151e-05i,0.00012765-0.00012768i,0.00030622-0.00046099i,1.913e-05-0.00069342i,-0.00079333-0.00065409i,-0.00064122-0.00069371i
-0.00037778-0.00068696i,-0.00028356-0.00020815i,0.00082935+0.00054392i,0.0021827+0.0014378i,0.0025692+0.00076236i,0.0017407-0.00021792i,0.00076565-0.00062573i,9.4239e-05-0.00039181i,0.00022462+8.5044e-05i,0.00034183+0.00030764i,0.000101+0.00063126i,0.00010511+0.00077235i,-0.00029734+0.00087174i,-0.00081978+0.0007005i,-0.00018545+0.00062228i,-0.00043458+0.00053712i,-0.00066952+0.00022634i,-0.00029488-0.00028958i,-0.00020707-0.00036481i,6.1276e-05+0.00023953i,-0.00024914-0.00043869i,-0.00091611-0.00047365i,-0.00087204+0.00010416i
-0.00020547-0.0011432i,-0.00069927-0.00046083i,-0.0010847+0.00068065i,0.00011992+0.00095707i,0.00083426-0.00010073i,0.00083147-0.0010318i,0.00062292-0.00084065i,0.0003967-0.00023054i,0.00020153-0.00056077i,-0.00065665-0.00043334i,-0.00079494+0.00071137i,4.3202e-05+0.0010034i,7.4481e-05+6.771e-05i,0.00052447-0.00088343i,0.0011907-0.00081713i,0.00059983-0.00022459i,0.00033942-0.00072068i,0.0012064-0.00078949i,0.001067+0.00023214i,0.00026952+0.00032089i,-0.0001669+0.00038077i,0.0002074+0.00084385i,0.0004003+0.0010973i
-0.00017787+0.00017469i,-0.00026592+0.00071805i,0.00096099+0.001339i,0.0016425+0.0011166i,0.0021883-0.00054276i,0.0014127-0.0011761i,-0.00045708-0.00023786i,-0.00060369+0.00099008i,-0.00034704+0.0013958i,-0.0010607+0.0010498i,-0.001362+0.00050122i,-0.0003099+0.00062473i,0.0010119+0.0011906i,0.0011773+0.00078991i,0.00068425-0.00014277i,0.00031366-0.00075008i,0.00042444-0.00088697i,0.0011382-0.00095396i,0.0007228-0.00050917i,-0.00041518-0.00036654i,-0.00043923-0.00012591i,4.5868e-05+0.00056088i,0.00014555+0.00081119i
-0.00077021+0.00064807i,-0.0010844+0.0009393i,-0.00082198+0.00073135i,3.5179e-05+0.0017028i,0.00099736+0.0009116i,0.0013106-0.00038389i,0.00069109+0.00015435i,-4.0315e-05+0.00068376i,-2.0236e-05+0.00024808i,-0.00057702-0.00052366i,-0.0010705-0.00047232i,8.9627e-06+0.00017994i,0.0006365+8.3772e-05i,0.00052901+0.00019253i,0.00012719+0.00018837i,0.00036039-3.4634e-06i,0.00069572+5.8431e-05i,0.00048288-0.00022191i,0.00041521-0.00052918i,0.00010822-0.00044554i,6.0005e-06-0.0002152i,0.00019232-9.3102e-05i,0.00023256-0.00015044i
-0.00086821-4.7056e-05i,-0.00087033+0.00082318i,-9.8916e-05+0.0011545i,0.0012919+0.0011208i,0.001425+0.0002412i,0.00095831-0.00031956i,0.00030637-0.00038285i,-0.00017736-0.00037876i,3.0964e-05-0.0002337i,0.00020328-0.00026186i,0.00044611+1.57e-05i,0.0004543-8.3405e-05i,-0.00039866-0.0010521i,-0.00038085-0.00085988i,0.00088854-0.00092773i,0.00077632-0.00094529i,-1.1989e-05-0.00057911i,-0.00021725-0.0001364i,8.8585e-06-0.00015198i,0.00066334-0.00027053i,0.0010799-0.00047024i,0.0011395-0.00041576i,0.0010151+1.7095e-05i
-0.000924-0.0013159i,-0.00094883+9.3689e-05i,-0.0010196+0.00081549i,-0.00090021+0.00091328i,-0.00024352-9.1761e-05i,-0.00025699-0.00035832i,-0.00035843-0.00010259i,0.00079456+0.0001032i,0.00088619+7.9376e-05i,-0.00043681-0.00018833i,-0.00045762-0.00044638i,0.00049115-0.00060161i,0.00012499-0.00034586i,-0.00047387+0.00013699i,-0.00024464+0.00022505i,6.2019e-05-0.00013932i,0.00022254-0.0001991i,0.00036737-0.00027029i,0.00030921-0.00038548i,0.00026914+0.0001095i,0.00067364+0.000471i,0.00079555+0.00035406i,0.00026143+0.00042989i
0.00042637-0.0011897i,0.00018416-0.00051354i,-8.2299e-05+0.00098697i,-0.00022543+0.0016838i,4.288e-05+0.0010347i,0.00075061+0.00082221i,0.00091996+0.00066059i,0.00037275-3.3152e-05i,-0.0003805-0.00019491i,-0.0011343+0.00025687i,-0.00091158+0.0002104i,9.9452e-05+1.4742e-05i,0.00084845-0.00017001i,0.0007662-0.00036097i,0.00018354+0.00011648i,-0.00029038+0.00027627i,-0.00013354+0.00037352i,0.00019659+0.00069961i,0.00029524+0.0011377i,0.00034033+0.00081756i,0.00039038+5.5557e-05i,0.00086948+2.9938e-05i,0.0010309-0.00040129i
-0.0020621-0.0008025i,-0.0019323+0.00010736i,-0.00097395+0.00061327i,-0.00023468+0.00082834i,0.0001503+0.0013719i,-0.00059926+0.0010324i,-0.00095122+0.00049741i,-0.00042264+0.00035398i,-5.1557e-05-7.0818e-05i,0.00014064-0.00048335i,-3.8671e-05-0.00033261i,-0.00060199-0.00058329i,-0.00026679-5.3757e-05i,0.00023612+0.00067414i,0.00071196+0.00057943i,0.00052422+0.00018725i,0.00011632+7.2435e-06i,0.00061601+0.00032582i,0.00057676+0.00029349i,0.00070818-0.00052354i,0.00038022-0.00083783i,0.00015151-0.00029448i,0.00018783+7.7292e-05i
-0.00065227+0.00058728i,0.00056769+0.0005689i,0.00039017+0.00068687i,0.00042923+0.0016885i,0.00083521+0.0014303i,0.00075965+2.3959e-05i,0.00020487-0.00019383i,0.00028453-0.00060667i,0.00083632-0.00098802i,0.00020189-0.00040048i,-0.0008353-7.4997e-05i,-0.0011437-4.0313e-05i,-0.00097081+0.0005027i,-0.00058704+0.00031801i,-0.00012573-0.00013026i,4.3409e-05-0.00038747i,0.00051317-0.00077034i,0.00099033+3.5599e-07i,0.0012738+0.00056578i,0.0013978+0.00049417i,0.00081026+0.00017572i,0.00067251-0.00037562i,0.00082019+0.00012449i
-0.0026312-0.0011457i,-0.0026312-0.0008482i,-0.0019088+0.00022888i,-0.0010254+0.00068132i,0.00029471+0.00025372i,0.00063559-0.00043069i,0.00047009-0.0011201i,0.00063211-0.00068553i,0.0003753-0.00040042i,6.6381e-05-0.0008005i,6.0827e-05-0.00049372i,-0.0002973-0.00011682i,-0.00035961-0.00025532i,0.00049414-0.00022997i,0.0010503-0.00023046i,0.0010958-0.00016587i,0.0012277+6.2489e-05i,0.00074325-1.2899e-05i,0.00050577-0.00043559i,0.0010533-0.00045566i,0.00095548+0.0003948i,0.00040624+0.00022962i,0.00019032-0.00067458i
