-0.0016569+0.00045078i,-5.0301e-05+0.00021646i,-0.00075011+0.00048149i,-0.0008662+0.00027009i,-0.00059515+0.0014652i,-0.00067006+0.0020583i,-0.0006518+0.0022142i,0.00024978+0.00287i,0.00073864+0.0023122i,0.0011655+0.0012507i,0.0014087+0.00051832i,0.00082093+3.2924e-05i,0.00038093-8.2856e-05i,0.00052483-0.00016361i,-2.5396e-05-7.9e-06i,-0.00050484-0.00023741i,3.7232e-05-0.00098947i,0.00054949-0.00065623i,0.00039097-0.00025004i,-0.00041632-0.00096902i,-8.1686e-05-0.0011182i,0.00037672-0.00078261i,7.9479e-05-0.00041032i
0.0019478+0.00052686i,0.002402+1.2574e-05i,0.0034226-0.00084344i,0.0023662-0.0020086i,-0.00040046-0.0023949i,-0.0013956-0.001745i,-0.000656-0.00059588i,0.00043495+0.000495i,0.00095559+0.00061342i,0.00092712-7.8226e-05i,0.0003991-0.0004309i,-3.8308e-06-0.00025035i,0.00024396+0.00031729i,0.00010224+0.0010521i,7.8518e-06+0.00057118i,0.00062516-0.00020863i,0.00056902-0.00070046i,-0.00089331-0.00083833i,-0.0012925-0.00027108i,-0.00040313-0.00024232i,6.3401e-05-0.00010106i,6.3438e-05-0.00010092i,0.00086039+3.8024e-05i
0.0018018+0.0028733i,0.0023895+0.0014714i,0.0026496-6.8487e-05i,0.0014793-0.00090862i,0.00057554-0.0014807i,-0.00059107-0.0014503i,-0.00075725-0.00078879i,0.00019418-0.00053533i,0.00074747-0.00014234i,0.0013099-0.00043525i,0.0018001-0.0011847i,0.0011916-0.00072601i,-0.0007686-0.00040372i,-0.0016263-0.00037451i,-0.00064811-0.00030238i,-0.00013313-0.00057813i,0.00019871-1.7645e-05i,0.00073083+0.00045559i,0.0010031+0.000325i,0.00078758-0.0002146i,0.00053848-0.00020052i,0.00084828+0.00079162i,0.00043285+0.00053641i
0.00018253-0.0019096i,-0.00022159-0.0011651i,-0.0016733-0.00097103i,-0.0016452-7.5075e-05i,-0.00047915+0.00017551i,-0.00064293+0.0006323i,-0.00064602+0.00091877i,-0.00019119+0.00024981i,-0.00022633-0.00015313i,0.0003756-0.00040157i,0.00070781-5.6766e-05i,0.00064988+0.00055844i,0.0006271+3.7979e-05i,0.00055479-0.00058881i,0.00086301-0.00028293i,0.00070863-0.00047455i,-0.0001243-0.00086973i,-0.00045797-0.0012523i,-0.00016382-0.0011872i,-4.1858e-05-0.00099754i,-0.00064909-0.0003725i,-0.00096456-0.00033107i,-0.00047906+0.00031422i
-0.00052828-0.001268i,0.0008946-0.0011087i,0.00090616-0.00049915i,0.00040399+0.00029377i,-0.00062545+0.0010428i,-0.00019318+0.0010793i,-0.00020294+9.578e-05i,-0.00058337-0.00035464i,0.00040886-0.00065086i,0.0015191-0.00052472i,0.0016031+0.00021992i,0.00057923+0.00019366i,-0.00016437+0.00022264i,-6.317e-05+0.00031468i,1.6105e-06+0.00018504i,8.3409e-06+0.00040081i,-7.9819e-05+0.00034369i,-0.0004985+0.00014813i,-0.00072169+0.00035615i,-0.00095217-0.00022182i,-0.00023291-0.00040515i,0.00036826-5.1244e-05i,-0.00033191-6.7131e-05i
0.001402+0.0016053i,0.0022816+0.00074522i,0.0030519-0.0014783i,0.0018288-0.0025958i,-0.00034658-0.002257i,-0.0014629-0.00056089i,-0.0013767+0.0012117i,0.00050771+0.0014676i,0.002212+0.00065225i,0.0023927-1.3099e-05i,0.0021456-0.00029524i,0.0016765-0.00013507i,0.00059861-0.00032357i,-0.00031917-0.00014197i,-0.00040594+0.0003756i,0.00010522+0.00052444i,0.00048276+0.00023175i,0.00031823+0.00085483i,5.4057e-05+0.0011295i,-0.0004833+0.00011519i,-0.00060859-0.00035919i,-0.00027749+0.0001092i,2.1967e-05+0.0010381i
0.0017471-0.00025503i,0.00185+0.00029404i,0.0022039-0.00017231i,0.00077256-0.0016976i,-0.00027704-0.0023475i,-0.00092917-0.00015076i,-0.00086102+0.0034841i,0.00074226+0.0052676i,0.0031858+0.0046818i,0.0044748+0.0023642i,0.0034375+0.00014962i,0.0020847-0.00031897i,0.0011435+5.0919e-05i,0.00058065+0.0003069i,-8.3096e-05+0.00043771i,-0.0006598+0.00059463i,0.00013697+0.00070047i,0.0007617+0.00062181i,0.00092098+0.00059352i,0.0010681+0.00039308i,0.00072741-0.00070042i,0.00072358-0.0013557i,0.0002177-0.0010136i
0.0028244-0.0013288i,0.0022552-0.0013695i,0.0009698-0.00056615i,-0.00049402-0.00056304i,-0.00051599-0.00126i,-0.00016326-0.0014247i,-3.5764e-05-0.002324i,-0.00078805-0.0032843i,-0.002013-0.0039212i,-0.0023476-0.0029242i,-0.0017276-0.0003113i,-0.0011703+0.0011047i,-0.00048049+0.00057061i,0.00080573+0.00027863i,0.001669+0.00035937i,0.0016722-0.00036988i,0.0007339-0.00075643i,0.00019614-0.00062556i,0.00011213-0.00044064i,1.762e-05-1.7377e-05i,0.00048351+0.00018926i,0.00072962+0.00066205i,0.0013559+0.00090089i
-0.00053407+0.00050407i,0.00025861+0.0016115i,-0.00089291+0.00032159i,-0.0013007-0.00083274i,-0.0004841-0.0011027i,0.00014141-0.0009942i,0.000299-0.0019121i,-0.00030149-0.0027182i,-0.0011036-0.0016392i,-0.0013903-0.00078266i,-0.00085955-0.00061588i,0.00037418-0.00034692i,0.00055251-0.00042076i,-0.00019168-0.00024746i,0.00039146-0.00021306i,0.000921-0.00038233i,0.00024846+5.8611e-05i,-7.12e-05+0.0004022i,-0.00059315+0.00036624i,-0.00087173+0.00063058i,-0.00038349+0.00059317i,-0.00015652+0.0002672i,4.8612e-05-0.00046095i
0.00066878-7.461e-05i,0.00049831-0.00043905i,0.00093259+0.000385i,0.0011054+0.00071697i,-0.00030656+0.00035513i,-0.0016664+7.0067e-05i,-0.0017326-0.00043853i,-0.00070552-0.0013693i,-7.7651e-05-0.0016562i,-0.00043202-0.00069119i,-0.0011929+0.00089893i,-0.0008401+0.0012772i,0.00016058+0.00033668i,0.00058681-0.00024109i,0.00068872-0.0003729i,0.00041505-0.00031478i,0.00088908-0.00027138i,0.0010166+0.00029852i,0.00061492+0.00044957i,0.00030089+0.00019344i,0.00010284+0.00017739i,0.00026668+9.2583e-05i,-0.00024686+0.00027879i
0.00035494+0.0025213i,0.0022922+0.0019625i,0.0015599+0.0013248i,0.00012629+0.00079602i,0.00029713+0.0011332i,0.00021506+0.00014716i,-0.00090435-0.0017397i,-0.0019961-0.0021788i,-0.0014153-0.0017867i,-7.4053e-05-0.0014262i,0.0010597-0.0010909i,0.0014324+1.7434e-05i,0.0009343+0.00075878i,0.00045119+0.00011228i,0.00016194-0.00040859i,-0.00045477-0.00023796i,-0.00083372+0.00041382i,-0.0004385+0.0011702i,-0.00019831+0.00078356i,-0.00053008+0.00022583i,-0.00065703+0.00057663i,-0.00060804+0.00058068i,-0.00039038+0.00019118i
0.0017316+0.0010292i,0.0015558+0.0011308i,0.0010584-3.6868e-06i,0.00036607-0.00093447i,-0.0004779-0.00062138i,-0.0007027-0.000203i,0.00045458-0.00068435i,0.00084085-0.001476i,0.00071285-0.0017517i,0.00068087-0.0010668i,0.00029604-0.0001918i,0.00016123+2.7002e-05i,0.0006001+0.00077818i,0.00049151+0.0011317i,4.3777e-05-0.00018345i,0.00028726-0.00057005i,0.00031962+0.00074633i,0.00068272+0.0011109i,0.00068667+0.00038627i,0.00021725+0.00020584i,7.6333e-06-0.00024043i,-0.00024257-0.00032123i,-0.00044996-2.1834e-05i
-5.5884e-05+0.001358i,-0.00020107+0.00049399i,3.8416e-05-0.00029589i,-0.00035998-0.0012998i,-0.00099934-0.0020956i,-0.0016646-0.0018641i,-0.0019328-0.0017739i,-0.00090586-0.001735i,-0.00044864-0.0012224i,-0.00081684-0.00081365i,-0.00095684-0.00059153i,-0.00077316-0.00094401i,0.00026604-0.00059423i,0.00095224+0.00050581i,0.00099953+0.0005927i,0.00074785+0.00011567i,0.00054076+0.00014804i,0.00033391+0.00038908i,0.00055021+0.00066592i,0.00089022+0.00094461i,0.00028651+0.0010636i,0.00015449+0.00019428i,0.00073105-0.00010393i
0.00026308-0.00054284i,0.001723+0.00030256i,0.0011409+0.00044321i,-0.00065628-0.00015997i,-0.00087348-0.00028936i,0.00014282-9.1034e-05i,0.00023024-0.00016374i,0.00050983-0.00059158i,0.0004207-0.00020174i,-0.00016395+0.00028831i,4.1408e-05+9.0771e-05i,0.00027256-9.3294e-05i,0.00047539-0.00023113i,0.00048066-0.00016758i,0.00039867-0.00025191i,0.0013217+0.0004596i,0.0019306+0.00041991i,0.0013973-0.0005502i,0.00097106-0.00025147i,0.00029605+0.00042497i,-0.00010821+3.8979e-05i,-0.00048772+0.00030923i,-0.0008995+0.0007273i
0.0023483-0.00019766i,0.0038772+0.00052609i,0.0035737-0.00065476i,0.0015203-0.0012093i,-0.00048304-0.00022476i,-0.00049499-1.5126e-05i,-0.00036437-0.00047178i,-0.00052337-0.00096485i,0.00040168-0.00075764i,0.00083389+4.0467e-05i,0.00061031+4.3144e-06i,0.00043339-0.0004017i,0.00047079+0.00026429i,4.013e-05+0.00049997i,-0.00090859+0.00024138i,-0.00042208-0.00043509i,9.2638e-05-0.0005651i,-6.7658e-06+0.00033902i,1.4379e-05+0.00041457i,-8.6479e-06+0.00011194i,0.00021584+0.00051865i,0.00014068+0.00052048i,-0.00010838+0.00020547i
0.00096966+0.0016959i,-0.00016176+0.0018818i,0.0003511+0.00031733i,0.0011004-0.00071163i,9.5219e-06-0.0011946i,-0.0010618-0.0010462i,-0.0005193-0.00046769i,0.00042794+2.3639e-05i,0.00053351+0.00053798i,-3.6158e-05+0.00037385i,-0.00056262-1.9385e-05i,-0.00012975+0.00057879i,0.00080684+0.00097724i,0.0008355+0.00036573i,0.00062529+0.00055277i,2.0986e-05+0.0011417i,-0.00067246+0.00016128i,-0.00059732-0.00092826i,7.1157e-05-0.0013945i,0.00067868-0.00086039i,0.00076406-8.6056e-05i,0.00045386-0.00041757i,6.6244e-05+1.7429e-05i
0.00070228-0.00026573i,-0.00028163-0.0016127i,-0.00058957-0.0026812i,-0.00011092-0.0026468i,-0.0002118-0.0018895i,-0.00094237-0.00049006i,-0.0010896+2.1489e-05i,-0.00059525-0.001029i,4.0108e-05-0.00087686i,0.00011228-0.00044342i,-9.2494e-05-0.00061471i,-0.00053725-0.00011508i,-0.00030036+0.00066969i,0.0001259+0.00068233i,-0.00029135+0.00040893i,-0.00059822-8.0552e-05i,-0.00070595+0.00059293i,-0.0002576+0.00091029i,-0.00010801+2.8693e-05i,-0.00018726-0.0001286i,0.00025974-0.00017616i,-0.00038483-0.00089715i,-0.00088751-0.0010157i
0.0015231-0.001578i,0.0013309-0.001565i,0.00049203-0.00051105i,-0.00032952-0.00051888i,-0.00056469-0.00084148i,-0.00041126-0.00063276i,-0.00037775-0.00037869i,-0.00010539+4.5542e-05i,-4.6731e-05-0.00014749i,-0.00032019-0.00024531i,-0.00030666+0.0001681i,-0.00042971+0.00030856i,-0.00037474+0.00028068i,0.00033136+0.0003379i,0.0010527+5.2486e-05i,0.001391-0.00073639i,0.0007332-0.00072389i,0.0002654+0.0004065i,0.00010391+7.6679e-05i,0.00077967-2.1073e-05i,0.00052161+7.0499e-05i,-0.00060943-3.9968e-05i,-0.00081959+0.00030851i
0.0018595+0.0024343i,0.0017969+0.0018201i,0.0015776+0.0013269i,0.001726+0.00047225i,0.0015898-0.00082404i,0.0014696-0.00097759i,6.3418e-05-0.0010783i,-0.00011699-0.0015306i,0.00024945-0.0014403i,5.6743e-05-0.0012888i,-0.00012606-0.00036266i,0.00014797-0.00012373i,0.00038526-0.00068168i,0.00056164-0.00085678i,0.00027742-0.00074566i,-0.00027294-0.00010798i,-0.00031022-5.2688e-05i,-0.00027788-8.072e-05i,-0.00057761-0.00019901i,-0.00097176-0.00075956i,-0.00026501-0.00038118i,0.0003714+0.00027314i,-0.0003469+0.00045388i
0.00079198+0.00052529i,0.00028477+7.9924e-05i,0.00017227-0.00090148i,0.00017882-0.0014785i,1.4042e-05-0.00089298i,-0.00027101-0.00018347i,-0.00027632-0.00064028i,-0.00064231-0.00061175i,-0.00045441-0.00052184i,0.00042905-0.00088034i,-0.00026054-0.00074807i,-0.00049137-0.00036085i,0.0004122+0.00039737i,0.00011546+0.00079543i,-0.00081993-0.00013023i,-0.00069497+6.7692e-06i,-0.00067174+0.00087259i,-0.00017571+0.0011188i,0.00019492+0.0011896i,-0.00015871+0.00058516i,-0.00089166+0.0001831i,-0.00084023-0.00030554i,-0.0009862-0.00084884i
0.00080861+0.00097965i,0.0016426-0.0005438i,0.00073324-0.00012144i,0.0003931+0.00079572i,0.00029514+0.00023699i,-0.00047419-0.00053382i,-0.00070946-0.00041542i,-0.00031331-0.00030428i,-0.00026329-0.0002697i,0.00095238-7.0344e-05i,0.0012654+8.4066e-05i,-4.1262e-05-0.00018137i,-0.0004445-0.00013279i,-0.00014163+0.00037595i,0.00043295+0.00071971i,0.00067492+0.00043959i,6.6701e-05-0.00019589i,0.00010647-8.7546e-05i,0.00052281-0.000138i,0.00053844-0.00056429i,9.2175e-05+2.3124e-05i,-0.00098044+0.00059877i,-0.0014087+0.00048041i
0.0010205-0.0016139i,0.0015673-0.00077381i,0.0013425-0.0017498i,-0.00022064-0.0024974i,-0.0015742-0.0022945i,-0.00073045-0.0018108i,0.00051475-0.0012267i,-0.00055842-0.00097395i,-0.0015237-0.00025021i,-0.0013822+0.00013231i,-0.00069979+9.0244e-05i,-0.0004354+0.00087342i,-0.00018839+0.0012139i,0.00050418+0.00070857i,0.00054635-0.00017567i,-0.00013713-0.00033865i,-0.00060583-0.00068859i,-0.00022566-0.00072586i,1.3947e-05-0.00066385i,0.00027372-0.00020068i,0.00061751+0.00078895i,-2.3439e-05+0.00072606i,-0.00076279+0.00030724i
0.0013558-0.0012553i,0.0011641-0.0002183i,0.00070373-0.00025795i,-0.00013798-0.00034896i,-0.0010271+0.0010693i,-0.0013007+0.0012577i,-0.00089072+0.00022594i,-0.00037587-0.00053532i,-0.00032055-0.00079839i,-0.00097888-0.00031909i,-0.0013085+5.332e-05i,-0.00060576+0.0005463i,0.00082121+0.00032196i,0.0016547-8.1136e-05i,0.0017907+0.00016489i,0.0024688+0.00064181i,0.0023194+0.00091166i,0.00097851+0.00055838i,0.00023286+0.00012689i,0.00061885+0.00014209i,0.00064287-0.00011631i,-3.5842e-05-0.00017703i,-0.00011986+9.5703e-05i
5.5309e-05-0.00042822i,0.00049724+3.8342e-05i,-0.0010744+0.00061365i,-0.0027249+0.0015956i,-0.0028081+0.0016144i,-0.001586+0.00064384i,-0.0010332-0.00015527i,-0.0013961-0.00074928i,-0.0011358-0.00055992i,-0.00070489+0.00012409i,-0.00053724-0.00017318i,-0.00051631-0.00045883i,-0.00018631+0.00027425i,0.00044161+0.00022442i,0.00025526-0.00049716i,-0.00042976-7.1682e-05i,-0.00059514+0.00048774i,-3.0164e-05+0.00047327i,0.00035551+0.0003977i,3.4457e-05+0.00045269i,4.5119e-05+0.00071533i,0.00014475+0.00062639i,-0.00030389+0.00052185i
0.00054153+0.0009767i,0.0015003+0.0021655i,0.0023612+0.0017514i,0.0024527+0.00037351i,0.0016753-0.00062538i,0.0012912-0.0014741i,0.0004702-0.0015788i,-0.00044106-0.00083136i,0.00022851-0.00056202i,0.00090773-0.0012055i,0.00056994-0.0010819i,0.00031535-0.00020279i,0.00097204+0.00059952i,0.00056163+0.0008315i,-0.00039502-0.00040618i,0.00018522-0.0011959i,0.0012287-0.00018408i,0.0010111+0.00082874i,0.0001+0.00034436i,-0.00013472-0.00055579i,-0.00028438-0.00059299i,-0.00013105-0.00027889i,0.00026627+0.00017398i
0.00090243-0.0012009i,0.0015223-0.00097248i,0.00021519-0.00079512i,-0.0015255-0.0012681i,-0.0023505-0.00046699i,-0.0010907+0.00037809i,0.00051891+0.00085063i,0.00071948+0.00064924i,0.00082055-0.0007238i,0.00063624-0.000453i,-4.1787e-05+0.00069431i,-0.00021767+0.0010277i,0.00010346+0.00051608i,0.001001-0.00027762i,0.0014477-0.00077312i,0.0012918-0.00020381i,0.00049058+0.00050059i,-0.00037554+0.00032423i,7.2858e-05+0.0001931i,0.00078753+0.00045206i,6.6336e-05+0.000331i,-0.00029997+6.4115e-05i,-0.00012207+0.00038995i
0.00034687-0.0015599i,8.2262e-05-0.0014895i,-0.00058261-0.00041131i,-0.0022831-0.00020984i,-0.0026191-0.00039222i,-0.00051634+0.00015897i,0.00057661+1.9516e-06i,-0.00013052+0.00011102i,-3.2e-05-5.8506e-05i,0.00061855-0.00042343i,0.00043577-3.4463e-05i,0.00017603-0.00041222i,0.00077874-0.00088812i,0.0014052+5.309e-05i,0.0014408+0.00024072i,0.00087218+0.00035834i,0.00051591+0.00092962i,0.00045588+0.00046583i,0.00042978+0.00021056i,-6.9731e-07+0.0003026i,-0.00059077+0.00039722i,-0.00041799+0.00034151i,-0.00013202-0.00020013i
0.00050486-0.001059i,0.0017845-0.00079367i,0.0021484-0.0012305i,0.0010941-0.00074135i,0.00038148+0.00014793i,-1.3236e-05+1.3649e-05i,-0.00030915-0.00059702i,-0.00049334-0.00087336i,-0.0013178-0.00056105i,-0.0011405+0.0001643i,-0.00028749+0.0011336i,0.00011821+0.001177i,0.00023877+0.0012663i,0.00050994+0.0013268i,0.00052278+0.00022878i,0.00019964-0.00099007i,-0.00013986-0.0012931i,-0.00014269-0.00061805i,0.00030699+0.00012506i,5.9945e-05-3.3376e-05i,-0.0011529-0.00013435i,-0.0012797+0.00027823i,-0.00038389+0.00043375i
0.0010625+0.00071589i,0.0008916+0.00088994i,0.00073318+0.00029946i,0.00014839-0.00039301i,-0.00065093-0.0012394i,-0.00045537-0.0013524i,0.00022889-0.0005617i,0.00051-0.00021526i,0.00010577+0.00047587i,-0.00053714+0.0014182i,-0.00025926+0.0018781i,-5.3945e-06+0.0012653i,0.000228+0.00072384i,0.00032089+0.00053396i,0.00041477+8.2498e-05i,0.00069232+0.00016755i,0.00070763-1.1911e-05i,0.00039267-0.00029069i,-0.00022294-0.00019724i,0.00013388-0.0008515i,0.00058972-0.00073737i,0.00013862-0.00055743i,0.00013145-0.00024506i
0.00033051-0.00071221i,0.001353-0.00060887i,0.00077748-0.0016074i,0.00047093-0.0026049i,0.000491-0.0012739i,-4.2881e-05-0.00025205i,-0.00031056+0.00038868i,-0.00092557+0.0012259i,-0.001583+0.00040705i,-0.00077315+0.00030501i,0.00023013+0.00079151i,0.00035239+0.00057094i,0.0010895+0.00058302i,0.0013867+0.00029369i,0.00022925+0.00069405i,-0.00014976+0.00095997i,0.00018374+0.00027297i,5.8662e-05+0.00038609i,0.00013018+0.00086342i,-5.3428e-05+0.00084921i,-0.00068561-0.00011609i,-0.00037488-0.00048245i,0.00046972+0.00011858i
0.0010385+1.0499e-05i,0.0028918+0.00064598i,0.002539+0.00020531i,0.00086565+4.5406e-05i,-0.00061669-8.873e-05i,-0.000872-0.00079992i,-0.0010688-0.0012455i,-0.00099712-0.0013844i,-0.00022521-0.00052727i,9.2429e-05-0.00029157i,-0.00017609-0.00017445i,-0.0007706-0.00012263i,-0.00048989-4.3576e-05i,0.00016074+0.00046334i,-0.00021117+0.00026961i,-0.00076958+7.2288e-05i,-0.0007169+0.00028658i,-0.00018189-0.00024346i,0.00058624-0.00080182i,0.0007008-0.00020134i,0.00042858+0.00019626i,-4.8831e-05+0.00067745i,-0.00043186+0.0007436i
0.00039864+0.0015031i,0.00080609+0.0012583i,0.0012458+0.00078277i,0.00087293-0.00060727i,0.00072131-0.0016548i,-0.0001513-0.0014548i,-0.00048475-0.0007114i,-0.00024303+0.00027161i,0.00015768+0.00045655i,0.00051443+0.00036191i,0.00046206+0.0002351i,0.0004968+7.9934e-05i,0.00051088+0.00049969i,0.0012945+0.00059762i,0.0010782+0.00058873i,5.0499e-06-8.2835e-05i,-0.00020729-0.00042609i,0.00018008+0.00010246i,0.00059787-0.00018692i,0.001147-0.0010081i,0.00080856-0.0010834i,-0.00030956-0.00075072i,-0.00035085-0.00051762i
0.00098444+0.00074343i,0.00028575+0.00051248i,-0.0013246-5.3376e-05i,-0.0018708+0.00028769i,-0.0012875+0.00068917i,-0.00020906+0.0010136i,0.00036896+0.00087271i,0.00016098+0.00017787i,0.00038636+0.00016782i,3.5468e-05+0.00085228i,-0.00048523+0.00081933i,0.00034997+0.0004547i,0.00051342+0.00044406i,0.00059625+0.00046028i,0.0011233-0.00015496i,0.00079211-0.00044797i,-6.9767e-05-0.00066685i,-0.0005639-0.00050436i,-0.00049846-0.00062429i,-0.00021331-0.0004806i,-0.00020864+0.00035773i,0.00027343+0.00064888i,0.00078684+0.0001476i
0.00053027+0.00035463i,0.00094275+0.0013082i,0.00058084+0.0010848i,-0.00028572-0.00025195i,-8.7173e-06-0.00038575i,0.00082876+0.00012564i,0.00059442-0.00053625i,0.0004405-0.0012433i,0.00038394-0.00050276i,-0.00010523+4.4842e-05i,-3.9249e-05-0.00037009i,0.00046153-0.00059571i,0.00056849-0.00026763i,-0.00012914-0.00021552i,-0.00081536+0.00016278i,-0.00081832+0.00099413i,-0.00010846+0.00082958i,0.00052858+0.00031099i,-4.0649e-05+0.00022052i,-0.00054645+0.00050184i,-0.00035099-4.4923e-05i,-0.00063146-0.00047619i,-0.00098518+0.00010748i
0.0017745-0.00035769i,0.0029144+0.00056227i,0.0028085-0.00029319i,0.00098262-0.0025796i,-0.00053993-0.0013651i,-0.0010435-0.00048931i,-0.00095628-0.0015681i,-0.00081199-0.0011351i,-0.00029939-0.00014923i,0.00025187-0.00011086i,0.00073103-0.00022906i,0.00088686+0.00065072i,0.00057012+0.00099407i,0.00094389+0.0013179i,0.0011729+0.00093514i,0.0005583-0.00024825i,-0.00033808-0.00026577i,0.00013926+0.00048318i,0.0003004+0.00097077i,-0.00065457+0.00033188i,-0.0013914-0.00072644i,-0.00099826-0.00054707i,4.6259e-05+2.8522e-05i
0.00069272+0.0026051i,0.00024101+0.0020114i,-5.4824e-05+0.0011648i,-0.00061718+0.00047911i,-0.00098208-0.00021117i,-0.00044263-0.00052513i,-0.0007184-0.00066545i,-0.0019498-0.00069307i,-0.0010735+0.00016213i,0.00051386+0.0011277i,0.0010783+0.00057732i,0.00067715+0.00042482i,-0.00055004+0.0001517i,-0.0010904-0.00028284i,-0.00042892+1.6896e-05i,0.00020048-0.00015249i,0.00061607-0.00045831i,4.1851e-05-0.00028592i,-0.00069171-0.00077718i,-6.4201e-05-0.00070088i,1.2179e-05-0.00029872i,9.277e-05-0.00020126i,-7.7962e-06+0.00013575i
0.00041139-0.00037883i,0.0011251+0.00061084i,0.00041872+0.0010373i,0.00034259+0.00082949i,0.0014661-0.00016491i,0.00085041-0.00095672i,-0.00035612-0.00065865i,-0.00036223-0.00032055i,1.3404e-05-0.00073622i,0.00020906-0.00095063i,6.8853e-05+4.2532e-05i,-0.00012039+0.00048218i,-7.6771e-05+0.00051061i,0.00019986+0.00024458i,0.00029602-0.00033515i,0.00028524-0.00079687i,0.00037758-0.00056439i,5.4364e-05+0.00023847i,-0.00026005+0.00051321i,-9.6444e-05+0.00057432i,-0.0002385+0.00057015i,-0.00066789+7.5099e-05i,-0.00056802+0.00022344i
0.00055809+0.00073865i,0.001779-0.00093673i,0.0021226-0.00080143i,0.0013137-0.0002922i,0.0010713-0.00011469i,0.00016272-0.00041555i,-0.00082581-0.00056996i,-0.00055495+0.00013202i,-0.00023039+0.0005777i,-0.00024315-8.6254e-05i,-0.00052802-0.00053473i,-0.00051137-0.00018371i,-0.00027696+0.00029627i,-0.00012966+6.7784e-05i,0.00021845+0.0002171i,0.00042128+0.00033672i,0.0001934-0.00023063i,0.0004933-0.00081869i,0.00020188-0.00059626i,-0.00028114-0.00065985i,-0.00046617-0.00076615i,-0.00038289-0.00035842i,0.00021011+0.00028798i
0.0014612+0.00061174i,0.0016483+0.00087245i,0.000788-0.00077235i,-0.0013205-0.0027675i,-0.0029561-0.0025521i,-0.0026533-0.0010193i,-0.0015447-0.00057021i,-0.0010231-0.0012483i,-0.0010689-0.00098698i,-0.001139-0.00078828i,-0.0009166-0.00030616i,-2.9651e-05+9.6032e-05i,0.00027948+0.000274i,0.00015312+0.00034425i,7.9151e-05+0.00060405i,-5.4322e-05+0.000621i,-0.00038207+0.00075517i,-3.7271e-05+0.00057363i,0.00038264-0.00017442i,0.00058564-0.00053343i,0.0009684-0.00043376i,0.00044094-0.00024648i,0.00014426-0.00063488i
1.6178e-05-0.00066739i,9.8269e-06+0.00033797i,-2.4597e-05-5.7008e-05i,-0.00020505-0.00043405i,2.4011e-05+0.00013746i,0.00032841+0.0010412i,-0.00014024+0.0010633i,-0.00041458+0.00040504i,-0.00034314-0.0005286i,-0.00069728-0.0010478i,-0.00039158+0.00019839i,0.00040998+0.0013914i,0.00066616+0.00088134i,0.00069977+0.00059212i,0.0010463-9.2618e-05i,0.001514-0.00060531i,0.0013363-0.00022428i,0.0008251+0.00080976i,4.2356e-05+0.0016455i,-0.00020497+0.0010957i,-0.00030092+0.00042036i,-0.0012154+0.00021139i,-0.0014255+8.4758e-06i
0.00020304+0.00084486i,0.001652+0.0011379i,0.0017079+0.0010355i,0.00092145+0.0001191i,0.00026962-0.00019325i,0.0003718-0.00037464i,0.00057372-0.00076427i,0.00013386-0.0010737i,0.00029401-0.0013531i,0.00057846-0.0011089i,0.00072633-0.00060458i,0.00054945-0.00014748i,-0.00015812+1.672e-05i,-0.00016539-0.00040748i,0.00036187-0.00047951i,0.00024126-0.0001119i,0.00052363+0.00025253i,0.00047294+4.7919e-05i,0.00062669+0.00037099i,0.0005063+0.0006511i,0.00050785+5.6228e-05i,0.00088918-0.00038973i,0.00030151-0.00012387i
0.0008701+0.00021073i,0.0010505-0.00042171i,0.0010407-0.0014815i,0.00010816-0.0017504i,-0.001277-0.0013299i,-0.0018062-0.00048964i,-0.00075044-0.00013829i,0.00028267+0.00043544i,2.1352e-05+0.00074869i,-0.00037006+0.00066849i,0.00020044+3.0631e-05i,0.00076048+1.2228e-05i,0.0003081+0.00070803i,-0.00042745+0.00043246i,-0.00050603-0.0002887i,-0.00033532-0.00093377i,0.00022567-0.00028069i,0.00053094+0.0006685i,-0.00052576+0.00031137i,-0.00093113-0.00052064i,-0.00081757-0.00064106i,-0.00067283+0.00046003i,-0.00029617+0.00058454i
0.0018886-0.0005346i,0.0011612-0.00034042i,0.00020753-0.0022982i,-0.000538-0.0021636i,0.00040179-0.00016931i,0.00066546+0.00056676i,0.00021547-0.00026211i,6.6567e-05-0.00050315i,-1.169e-05-0.00056872i,-0.0002392-0.00048772i,-0.0005535+3.6092e-05i,-0.00033847+9.8795e-05i,0.00049686-0.00016416i,0.0006953+7.5864e-06i,0.00017242-0.00018184i,0.00040576-0.00030185i,0.00031757+0.00045012i,-0.00012089+0.0009124i,-0.00014668+0.0011766i,0.00019871+0.00073358i,0.00064617+0.0004544i,0.00029563+0.00076681i,0.00025694+0.00049397i
-5.9087e-05+0.0007818i,0.00063179+0.0016755i,0.0007628+0.0017267i,-0.00042783+0.00057677i,-0.0013797+0.00027974i,-0.00135-0.00030094i,-0.00062179-0.0011131i,0.00031806-0.0007983i,0.00054279-0.00031333i,0.00060281-0.00021017i,3.5608e-05-0.00053403i,-0.00027828+0.00018962i,-0.00016843+0.00044015i,-0.00046497-0.0004942i,-0.00052146-0.001155i,-0.00058088-0.001095i,-0.0005168-0.00074288i,0.00023586-0.0001901i,0.00070005+0.00024228i,0.00018961+0.00020083i,-5.922e-05+0.00021484i,0.00037836+0.0004293i,0.00030235+0.00010658i
