-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
-0.12937-0.21612i,-0.10474-0.21242i,-0.063838-0.12003i,-0.025692-0.016159i,0.043562+0.049613i,0.099783+0.029214i,0.10386-0.072442i,0.12613-0.13796i,0.17104-0.13272i,0.12447-0.10274i,0.0059002-0.024665i,-0.053666+0.07625i,-0.03832+0.10306i,-0.014415+0.053367i,-0.025736-0.0025699i,-0.070493-0.01331i,-0.11344+0.0046881i,-0.1501+0.0010497i,-0.18093-0.020121i,-0.15992-0.022205i,-0.07582+0.00045888i,0.010801+0.0050635i,0.039419-0.02264i
0.2328+0.071302i,0.20063+0.093534i,0.10207+0.045051i,0.032981-0.06455i,-0.0089987-0.18337i,-0.057269-0.21277i,-0.12616-0.13654i,-0.1873-0.092759i,-0.18769-0.10367i,-0.11957-0.069197i,-0.017522-0.0028986i,0.068749+0.019644i,0.088626+0.0024944i,0.049705-0.0082046i,0.018394+0.010663i,0.025431+0.035482i,0.042511+0.045984i,0.051886+0.067139i,0.055805+0.10163i,0.045342+0.10337i,0.02303+0.055798i,-0.0006749+0.0088074i,-0.018621+0.0033533i
-0.23258+0.097396i,-0.226+0.074286i,-0.16495+0.064558i,-0.18339+0.10596i,-0.27365+0.17256i,-0.26861+0.21731i,-0.13809+0.2374i,-0.053862+0.26569i,-0.063479+0.26714i,-0.0461+0.19092i,0.0044232+0.061958i,0.023815-0.039137i,0.017165-0.075756i,-0.0082547-0.069584i,-0.030301-0.044949i,-0.030981-0.023696i,-0.030608-0.011136i,-0.028848-0.0046186i,-0.013601-0.012437i,0.001868-0.021036i,0.0029301-0.014447i,0.0032419-0.0038379i,0.015763+0.003415i
0.13349-0.21777i,0.18029-0.19797i,0.20436-0.116i,0.25386-0.018602i,0.31684+0.10348i,0.32059+0.18291i,0.29624+0.13557i,0.30709+0.022082i,0.30193-0.053918i,0.20874-0.086642i,0.068162-0.08902i,-0.034129-0.079785i,-0.077351-0.068686i,-0.065094-0.025724i,-0.016078+0.015928i,0.02102+0.011906i,0.033613-0.0085778i,0.0407-0.021883i,0.042082-0.031042i,0.031434-0.026941i,0.022091-0.011532i,0.01907-0.009602i,0.009024-0.026211i
0.036164+0.22888i,-0.031329+0.19312i,-0.1271+0.047006i,-0.18371-0.099777i,-0.14798-0.20699i,-0.081164-0.26175i,-0.087175-0.23559i,-0.12013-0.17427i,-0.11485-0.12144i,-0.10089-0.045669i,-0.071951+0.045085i,-0.038262+0.099303i,-0.025704+0.11945i,-0.0045789+0.10841i,0.014054+0.070555i,0.0050294+0.047314i,-0.016269+0.045945i,-0.050231+0.042655i,-0.09107+0.040469i,-0.093715+0.043376i,-0.054978+0.032808i,-0.027642+0.012092i,-0.023715+0.010867i
-0.18987-0.14756i,-0.15322-0.1249i,-0.050423+0.0068104i,0.031856+0.13286i,0.024492+0.15531i,-0.03633+0.1051i,-0.081381+0.051624i,-0.13218+0.024419i,-0.18133+0.023226i,-0.14447+0.036995i,-0.052079+0.022504i,0.0021067-0.0066325i,0.02756-0.013086i,0.043783-0.020909i,0.047988-0.034732i,0.063591-0.04191i,0.095911-0.051241i,0.12216-0.050524i,0.12804-0.035612i,0.10221-0.024229i,0.051662-0.014262i,0.014787+0.0035023i,0.011596+0.0092493i
0.23254+0.0038291i,0.22186+0.023158i,0.13759-0.00055651i,0.088764-0.050719i,0.10342-0.070553i,0.096915-0.049422i,0.04521+0.01333i,0.047293+0.11105i,0.12357+0.16156i,0.15791+0.10139i,0.10558+0.021357i,0.058608-0.010994i,0.049783-0.028107i,0.030367-0.03055i,-0.0027986-0.026085i,-0.044086-0.043229i,-0.095457-0.058507i,-0.12326-0.049945i,-0.10618-0.028769i,-0.0626-0.0099499i,-0.015075-0.00307i,0.017555-0.0080706i,0.026115-0.013482i
-0.17184+0.13549i,-0.16583+0.11696i,-0.062686+0.051277i,0.024395-0.030974i,0.012939-0.10483i,-0.032646-0.087023i,-0.00013179+0.0088191i,0.070262+0.028368i,0.050215-0.026385i,-0.027216-0.030879i,-0.055828-0.0050552i,-0.052576-0.0077368i,-0.046897-0.025414i,-0.029417-0.038848i,-0.024618-0.03475i,-0.039138-0.0040644i,-0.042386+0.030991i,-0.026133+0.041712i,-0.0083614+0.027458i,-0.0022814+0.01106i,-0.0030275+0.00062029i,-0.0048379-0.014649i,-0.013609-0.028749i
0.054818-0.22272i,0.076014-0.23484i,0.027214-0.19597i,-0.075639-0.16718i,-0.1534-0.12373i,-0.14709-0.057058i,-0.083674-0.040905i,-0.043453-0.07565i,-0.029849-0.084987i,-0.007492-0.050032i,0.019476-0.008677i,0.033826+0.0054758i,0.021562-0.0034845i,-0.0015063-0.0088978i,-0.010405+0.0042443i,-0.0048632+0.029793i,0.00060534+0.047692i,-0.013515+0.046541i,-0.038233+0.036159i,-0.047536+0.025484i,-0.044063+0.014466i,-0.043017+0.0096814i,-0.036831+0.020048i
0.083527+0.20824i,0.052334+0.2193i,0.0021297+0.16491i,-0.022234+0.13681i,-0.028426+0.15281i,-0.01867+0.15378i,-0.0028238+0.11731i,-0.0063193+0.0789i,-0.016146+0.06729i,0.0011378+0.053653i,0.021212+0.010299i,0.011211-0.030118i,-0.0098566-0.040876i,-0.0262-0.031296i,-0.024056-0.0094031i,0.012512+0.0034907i,0.058067-0.0067538i,0.080834-0.015349i,0.080814-0.01153i,0.067006-0.0053462i,0.047674+0.0066799i,0.03792+0.022334i,0.037281+0.021404i
-0.20257-0.10328i,-0.20027-0.13695i,-0.1484-0.13977i,-0.11714-0.13583i,-0.078342-0.12035i,-0.016906-0.10849i,-0.0074753-0.092162i,-0.036827-0.039516i,-0.035626+0.001076i,-0.03127-0.015158i,-0.064858-0.037252i,-0.10373-0.020172i,-0.11172+0.01896i,-0.083881+0.056035i,-0.038151+0.063664i,-0.022366+0.02796i,-0.048851-0.013293i,-0.066679-0.024525i,-0.05329-0.016042i,-0.030114-0.0094764i,-0.008455-0.011438i,0.0066951-0.017205i,0.008259-0.019017i
0.21869-0.052986i,0.20674+0.010959i,0.10653+0.12086i,0.034006+0.21966i,0.0086149+0.22499i,-0.0045859+0.15792i,0.018844+0.09473i,0.058282+0.041451i,0.049055+0.02049i,0.016481+0.057091i,0.020744+0.10048i,0.052137+0.10752i,0.075877+0.084686i,0.077167+0.04446i,0.056205+0.0079538i,0.026132+0.0065179i,0.0089127+0.0361i,0.0062923+0.049113i,0.0026518+0.032435i,-0.0060882+0.021067i,-0.0082593+0.018221i,-0.0036145+0.0035287i,-0.00032215-0.01282i
-0.12498+0.17548i,-0.11471+0.13191i,-0.022322+0.011031i,0.065929-0.084964i,0.093146-0.092904i,0.054699-0.039566i,-0.023226+0.0069694i,-0.073276+0.029834i,-0.048214+0.020771i,5.9491e-05-0.018236i,0.019402-0.039213i,0.02884-0.036137i,0.033679-0.029865i,0.03329-0.017736i,0.041075-0.0077055i,0.054327-0.01033i,0.062466-0.021796i,0.049328-0.026533i,0.018642-0.015315i,-0.00073872-0.0037615i,-0.0059558-0.0046855i,-0.012355-0.0056939i,-0.019469+0.0017038i
0.0052479-0.21346i,0.031841-0.18482i,0.050615-0.06837i,0.057826+0.006741i,0.047757-0.0062198i,0.031232-0.030669i,0.044463+0.0023294i,0.080162+0.039289i,0.079604+0.025038i,0.044372-0.0045151i,0.02235-0.030238i,0.014199-0.059023i,0.0067401-0.074703i,-0.0055457-0.071621i,-0.027778-0.060285i,-0.046537-0.050816i,-0.053274-0.046338i,-0.047173-0.03611i,-0.027998-0.019357i,-0.0069525-0.0063355i,0.0063042+0.0033038i,0.013829+0.011465i,0.018917+0.010893i
0.13256+0.16303i,0.10743+0.13233i,0.048656-0.0030379i,-0.00018261-0.12184i,-0.026343-0.12096i,-0.013761-0.060502i,0.015351-0.054791i,0.013832-0.07727i,-0.018978-0.055922i,-0.045101-0.011646i,-0.057774+0.015011i,-0.070248+0.026244i,-0.066866+0.033301i,-0.036596+0.03434i,-0.0097138+0.027463i,-0.012584+0.017694i,-0.029987+0.0090426i,-0.031455+0.0019636i,-0.012944-0.00076562i,0.002408-0.0033664i,0.0052639-0.010021i,0.0041414-0.01352i,0.0013745-0.0072325i
-0.22054-0.055298i,-0.21593-0.061109i,-0.16081-0.012581i,-0.10639+0.040316i,-0.047479+0.025874i,-0.022143-0.023965i,-0.038847-0.026926i,-0.043606-0.0084951i,-0.030218-0.007678i,-0.010514+0.0059268i,0.020733+0.021061i,0.03974+0.011074i,0.03051-0.0082452i,0.0065554-0.01919i,-0.01449-0.0070567i,-0.015949+0.031462i,-0.0014787+0.071178i,0.0055746+0.081221i,-0.0015194+0.05963i,-0.011499+0.035991i,-0.011419+0.023085i,-0.0010282+0.0086347i,0.0097374-0.010419i
0.19144-0.090802i,0.18807-0.062886i,0.11362-0.048282i,0.030027-0.067466i,-0.037286-0.060124i,-0.064464-0.014838i,-0.057506+0.01818i,-0.049994+0.03294i,-0.029466+0.045518i,0.00089357+0.026681i,0.0023967-0.0097503i,-0.0096134-0.018022i,-0.0079719-0.012066i,-0.0025741-0.010809i,0.011849-0.012866i,0.036344-0.03016i,0.051824-0.056987i,0.048002-0.069047i,0.028963-0.055969i,0.010202-0.031771i,-0.001699-0.015986i,-0.012263-0.010684i,-0.02545-0.0078364i
-0.090651+0.18585i,-0.12306+0.17575i,-0.10206+0.15006i,-0.059973+0.13666i,-0.041969+0.076885i,-0.043493+0.021104i,-0.036306+0.037324i,-0.012896+0.071239i,-0.0039312+0.066928i,-0.014603+0.053843i,-0.017878+0.045759i,-0.017233+0.027736i,-0.023098+0.012472i,-0.029848+0.014439i,-0.035212+0.022688i,-0.044255+0.021831i,-0.059225+0.014515i,-0.06842+0.014934i,-0.056875+0.023427i,-0.029625+0.027123i,-0.0042353+0.025368i,0.0094827+0.022678i,0.013563+0.023038i
-0.025953-0.19652i,0.044512-0.20373i,0.10203-0.17218i,0.09366-0.14131i,0.038307-0.066479i,-0.00090699+0.024369i,0.016346+0.034572i,0.036833-0.017111i,0.034468-0.046788i,0.029215-0.051248i,0.012897-0.045427i,-0.0074715-0.023044i,-0.014922-0.00231i,-0.0072502+0.0041138i,0.0097124+0.0019995i,0.016733+0.0013277i,0.015065+0.003355i,0.018987-0.0025929i,0.023305-0.016649i,0.018389-0.027146i,0.0073968-0.028383i,-0.0014348-0.020416i,-0.0018811-0.011209i
0.12364+0.13005i,0.065878+0.15884i,-0.024095+0.12957i,-0.069543+0.093793i,-0.052704+0.074481i,0.0017721+0.052089i,0.041838+0.053993i,0.059383+0.066855i,0.053218+0.047986i,0.027+0.025685i,0.021129+0.029049i,0.038+0.032558i,0.045955+0.029821i,0.040994+0.027763i,0.034386+0.022325i,0.029349+0.020299i,0.021184+0.029221i,0.0090259+0.040866i,-0.0011714+0.043697i,-0.0049864+0.036643i,-0.00054751+0.025814i,0.01212+0.01328i,0.023238+0.0021552i
-0.16587-0.025018i,-0.13956-0.093623i,-0.050407-0.13151i,0.0096271-0.12127i,0.016699-0.073753i,0.016068-0.034302i,0.018248-0.067529i,-0.00037906-0.10566i,-0.017525-0.074543i,-0.013762-0.029401i,-0.011421-0.023643i,-0.012395-0.037353i,-0.006591-0.045672i,-0.0043976-0.04263i,-0.012796-0.037161i,-0.017264-0.039528i,-0.007072-0.047753i,0.0037228-0.051509i,0.0022569-0.041314i,-0.0041952-0.020499i,-0.0064023-0.0047143i,-0.010428-0.0028222i,-0.020395-0.0081516i
0.13838-0.07516i,0.12857-0.01404i,0.024228+0.068837i,-0.043333+0.1231i,0.010466+0.10152i,0.056838+0.024443i,0.0094889+0.0018174i,-0.044983+0.033912i,-0.055265+0.042071i,-0.044475+0.038876i,-0.021875+0.040077i,-0.0085623+0.02385i,-0.011228+0.0061222i,-0.0082856+0.0021756i,0.0005786+0.005899i,-0.0054796+0.012372i,-0.026506+0.019361i,-0.036194+0.025395i,-0.021163+0.024213i,0.00051237+0.014469i,0.007805+0.0052631i,0.0063159+0.0028702i,0.0080926+0.0071095i
-0.068387+0.14283i,-0.08812+0.12342i,-0.014999+0.042162i,0.059575-0.052809i,0.027142-0.1018i,-0.045291-0.083796i,-0.063468-0.044011i,-0.036709-0.029131i,-0.0098482-0.027523i,0.0076114-0.030304i,0.0041748-0.035504i,-0.015998-0.026113i,-0.025685-0.010172i,-0.022408-0.0055267i,-0.016811-0.0035087i,-0.0055732+0.0027246i,0.011408+0.0035506i,0.017928-0.0059191i,0.0059399-0.016068i,-0.008208-0.016231i,-0.0071956-0.0096966i,0.0011423-0.0052672i,0.0021504-0.0073509i
-0.031218-0.14824i,-0.0035058-0.14528i,-0.0046235-0.040807i,-0.0023382+0.053405i,0.024433+0.041092i,0.022929+0.010625i,-0.0043236+0.04838i,-0.0050441+0.098297i,0.0087032+0.090535i,0.0082409+0.051653i,0.0094499+0.027865i,0.018901+0.017557i,0.023457+0.0083587i,0.018254-0.0014086i,0.01172-0.0083285i,0.0057955-0.007832i,-0.0011286+0.00012742i,-0.0066171+0.010601i,-0.0094966+0.016085i,-0.010605+0.012691i,-0.010661+0.0038142i,-0.0071956-0.0030584i,-0.0018737-0.00099765i
0.11714+0.10796i,0.13209+0.116i,0.12832+0.0046436i,0.076543-0.1307i,-0.034693-0.14238i,-0.094556-0.056411i,-0.031992-0.0068664i,0.03436-0.024785i,0.036928-0.030373i,0.023362-0.014147i,0.009381-0.011813i,-0.0078314-0.01137i,-0.014643-0.00772i,-0.016125-0.0023033i,-0.01625+0.0071203i,-0.010314+0.0061831i,-0.0040505-0.006654i,0.0011249-0.011919i,0.0066748-0.0024276i,0.01205+0.011361i,0.015972+0.018i,0.014148+0.014874i,0.011006+0.0048772i
-0.15504-0.042886i,-0.18707-0.071778i,-0.17105-0.049092i,-0.13897+0.012452i,-0.080912+0.066857i,-0.0032277+0.080366i,0.02744+0.064807i,0.016268+0.048304i,-0.0054875+0.029847i,-0.031049+0.02361i,-0.0349+0.03312i,-0.018178+0.03167i,-0.010572+0.019707i,-0.0089785+0.012378i,-0.0034652+0.0089791i,-0.0010209+0.010573i,-0.0049818+0.013966i,-0.0079976+0.0097592i,-0.0049778-0.0014395i,-0.0034503-0.010032i,-0.0082395-0.011024i,-0.012477-0.0074234i,-0.014992-0.0028594i
0.14846-0.050248i,0.17577-0.049679i,0.12463-0.050118i,0.041664-0.054302i,-0.02117-0.038464i,-0.032265-0.01868i,-0.0022217-0.049972i,0.011022-0.094833i,0.011772-0.085138i,0.029426-0.050608i,0.037398-0.036742i,0.028292-0.033542i,0.017556-0.026424i,0.011516-0.012088i,0.013661-0.0026847i,0.015106-0.0051194i,0.0096472-0.0078254i,7.6267e-05-0.0053979i,-0.0088921-0.0025376i,-0.0064962-0.0020123i,0.0041099-0.0035243i,0.012871-0.0056453i,0.017139-0.0071167i
-0.10239+0.13986i,-0.15232+0.15037i,-0.17032+0.14386i,-0.12931+0.16269i,-0.018039+0.15571i,0.050912+0.095027i,0.0069682+0.061966i,-0.045996+0.080378i,-0.039854+0.084029i,-0.022951+0.056866i,-0.018193+0.037346i,-0.013609+0.027981i,-0.0082325+0.021777i,-0.0046105+0.015502i,-0.0052651+0.0085845i,-0.0060883+0.0042249i,-0.0061279+0.0021015i,-0.0059088+0.0036674i,-0.0068278+0.0066581i,-0.014164+0.0098093i,-0.020585+0.011953i,-0.019805+0.0092534i,-0.019038+0.0073642i
0.0040203-0.15574i,0.05102-0.14843i,0.11774-0.090838i,0.1549-0.068434i,0.10881-0.087251i,0.036851-0.098211i,0.0093385-0.081183i,0.006578-0.056091i,0.0018075-0.037711i,0.005081-0.032915i,0.0085979-0.041112i,0.00081904-0.044182i,-0.0015972-0.037727i,0.0029098-0.031334i,-9.2352e-05-0.025494i,-0.0092231-0.015657i,-0.010273-0.0032752i,-0.003666+0.0033423i,0.0042771+0.0024518i,0.014922+0.0002779i,0.021334+0.0015213i,0.019226+0.0058154i,0.018439+0.004006i
0.086148+0.11782i,0.047745+0.13796i,-0.019562+0.12569i,-0.035771+0.11121i,-0.002049+0.083i,0.0098609+0.059225i,-0.010649+0.07428i,-0.0077711+0.088969i,0.0026457+0.059937i,-0.012759+0.037282i,-0.018933+0.044417i,-0.0069837+0.045549i,-0.0025369+0.032281i,-0.0046039+0.020166i,-0.001187+0.017992i,0.0076309+0.01832i,0.0097994+0.011446i,0.0074008+0.0035008i,0.0061557+0.0013346i,0.0020404+0.0014927i,0.0013818+0.00018409i,0.0048055+0.00023972i,0.0032369+0.0064287i
-0.12111-0.041722i,-0.060725-0.086072i,0.060923-0.14593i,0.1144-0.21453i,0.050267-0.23478i,-0.031307-0.17397i,-0.01698-0.096947i,0.032241-0.063719i,0.036639-0.043101i,0.025286-0.024716i,0.016947-0.026694i,0.0039476-0.028237i,-0.0073524-0.019535i,-0.011222-0.011422i,-0.008743-0.0077082i,-0.006883-0.006752i,-0.0060991-0.0054399i,-0.0098379-0.004243i,-0.01838-0.0025747i,-0.019331-0.00065736i,-0.010337-0.0034115i,0.0011867-0.01223i,0.011186-0.025169i
0.1174-0.042541i,0.08113-0.0036548i,-0.022778+0.040265i,-0.10963+0.076669i,-0.10965+0.11867i,-0.054339+0.13635i,-0.024794+0.11164i,-0.025206+0.068529i,-0.024168+0.039068i,-0.017116+0.030915i,-0.0085214+0.030612i,0.0028573+0.021871i,0.010661+0.0098041i,0.012719+0.003977i,0.013668+0.0029234i,0.013089+0.00075246i,0.0068806-0.0037672i,0.0031918-0.0044452i,0.0088532-0.0017795i,0.0097581-0.001258i,-0.00047432-0.0028628i,-0.015338-0.0051413i,-0.028059-0.0013308i
-0.063249+0.096268i,-0.072767+0.040024i,-0.035159-0.049795i,-0.0063263-0.12013i,-0.029484-0.14334i,-0.036792-0.11084i,-0.0026215-0.086185i,0.0096886-0.076928i,0.0024037-0.049276i,0.0055617-0.02962i,0.0015085-0.031965i,-0.013248-0.031037i,-0.020399-0.022972i,-0.021024-0.015823i,-0.02175-0.01116i,-0.022835-0.0071522i,-0.021572-0.0009223i,-0.019451+0.0035338i,-0.017254+0.0042784i,-0.011881+0.0060697i,-0.005151+0.012058i,0.0016413+0.019759i,0.00924+0.019911i
-0.010439-0.11067i,0.0011113-0.076757i,-0.05354+0.025276i,-0.10723+0.15444i,-0.052664+0.22646i,0.016765+0.18948i,0.0024169+0.12032i,-0.03387+0.085366i,-0.035939+0.054972i,-0.026875+0.026657i,-0.016744+0.020392i,-0.0026271+0.018998i,0.0065544+0.012785i,0.0068393+0.0077374i,0.0062353+0.0064423i,0.0094833+0.0069854i,0.014374+0.0058386i,0.018136+0.0016222i,0.017451-0.0047804i,0.011214-0.010732i,0.0052214-0.013594i,0.0016769-0.01339i,-0.0029579-0.0088133i
0.07036+0.082262i,0.052549+0.10568i,0.079732+0.051514i,0.11294-0.051428i,0.078483-0.11699i,0.035098-0.12463i,0.030512-0.09374i,0.041803-0.052075i,0.040417-0.021476i,0.025829-0.0054588i,0.011186+0.0027985i,0.0009195+0.0077607i,-0.0043956+0.01266i,-0.0011933+0.01948i,0.0031498+0.019243i,-0.0018866+0.010642i,-0.014092+0.0033736i,-0.025356+0.0052316i,-0.027991+0.016957i,-0.017587+0.028069i,0.0017575+0.030408i,0.017624+0.024136i,0.024839+0.013278i
-0.088129-0.035528i,-0.09251-0.068448i,-0.081659-0.0067787i,-0.038378+0.095114i,0.018255+0.11413i,0.016875+0.085231i,-0.022181+0.080616i,-0.030439+0.081836i,-0.018268+0.059962i,-0.012251+0.036305i,-0.0055626+0.02316i,0.0036344+0.0070872i,0.0055702-0.010517i,0.0023426-0.016857i,0.0023049-0.010817i,0.0083328-0.00065995i,0.017903+0.0040059i,0.025608-0.0011956i,0.025148-0.013301i,0.013696-0.02268i,-0.0023174-0.027006i,-0.015471-0.027315i,-0.023241-0.020629i
0.096007-0.01124i,0.15413+0.01278i,0.17597-0.041311i,0.1382-0.14518i,0.063699-0.18745i,0.013593-0.1543i,0.024764-0.11005i,0.043619-0.087135i,0.036333-0.063085i,0.028901-0.037023i,0.027345-0.027811i,0.018594-0.023696i,0.012005-0.012591i,0.013387-0.0066333i,0.012823-0.010737i,0.0021527-0.016056i,-0.013491-0.014178i,-0.023867-0.0032186i,-0.020173+0.0089647i,-0.0032458+0.014591i,0.012707+0.012758i,0.021287+0.0077618i,0.024349+0.00092562i
-0.0774+0.050485i,-0.14847+0.037195i,-0.1664+0.039867i,-0.13612+0.057629i,-0.10634+0.077456i,-0.086812+0.093686i,-0.066797+0.093469i,-0.043484+0.06744i,-0.028737+0.033603i,-0.025442+0.012927i,-0.026708+0.0040174i,-0.02606-0.0014445i,-0.024076-0.0063811i,-0.024127-0.0086209i,-0.021086-0.0017069i,-0.0080052+0.0067971i,0.0089825+0.0047482i,0.018369-0.0061319i,0.010434-0.016659i,-0.010897-0.01978i,-0.02676-0.014617i,-0.031798-0.0078211i,-0.032457-0.00082998i
0.038648-0.07564i,0.10364-0.10453i,0.12009-0.12629i,0.080834-0.13632i,0.043214-0.12058i,0.040345-0.094018i,0.039284-0.082417i,0.016187-0.065605i,-0.0047126-0.03597i,-0.0039941-0.017472i,-0.0006312-0.014371i,-0.0044873-0.0098501i,-0.0053464-0.0027111i,-0.0017496-0.00068287i,-0.0028214-0.0058796i,-0.01473-0.010065i,-0.029969-0.0040944i,-0.037816+0.0093621i,-0.027454+0.023016i,-0.0019448+0.025643i,0.019465+0.01799i,0.030334+0.010161i,0.034281+0.0041252i
-0.0066961+0.072076i,-0.075812+0.12248i,-0.14405+0.15124i,-0.16638+0.16548i,-0.1372+0.16583i,-0.096205+0.15305i,-0.066356+0.13117i,-0.042475+0.095841i,-0.02368+0.055864i,-0.018642+0.034216i,-0.015967+0.033315i,-0.0054356+0.031176i,-0.00055475+0.020506i,-0.0046738+0.016454i,-0.0019048+0.024729i,0.01374+0.029557i,0.028696+0.019506i,0.03237+0.0019444i,0.020338-0.011403i,-0.0041023-0.011641i,-0.022233-0.00096543i,-0.029136+0.0072775i,-0.03011+0.0093977i
-0.025009-0.060778i,0.020396-0.11541i,0.084522-0.13985i,0.12683-0.13324i,0.13555-0.12734i,0.11652-0.12914i,0.079001-0.10745i,0.046062-0.05578i,0.032377-0.0095915i,0.027854+0.0031887i,0.019045-0.0017728i,0.0095568-0.0053025i,0.0080586-0.0060028i,0.010561-0.011355i,0.0055154-0.020746i,-0.009344-0.023429i,-0.022617-0.013311i,-0.024416+0.0030449i,-0.010996+0.013878i,0.009557+0.012002i,0.023048+0.0016878i,0.02718-0.0080764i,0.025166-0.015406i
0.04677+0.037441i,0.025498+0.11039i,-0.024493+0.17i,-0.066154+0.18536i,-0.083413+0.16511i,-0.075415+0.13651i,-0.049797+0.10803i,-0.023231+0.066751i,-0.016209+0.024947i,-0.018449+0.011784i,-0.0061884+0.012786i,0.0079244+0.0061605i,0.0084181+0.0012104i,0.0068952+0.0080326i,0.015405+0.017728i,0.029178+0.017036i,0.037591+0.0049835i,0.034229-0.010492i,0.016343-0.018522i,-0.004607-0.0099385i,-0.011805+0.0046109i,-0.010116+0.0094965i,-0.0081638+0.0098928i
-0.039504-0.0076947i,-0.033074-0.081489i,0.023846-0.15673i,0.092568-0.20037i,0.11059-0.20906i,0.078814-0.18176i,0.047988-0.13145i,0.037626-0.076367i,0.03878-0.038512i,0.033037-0.026997i,0.014875-0.026098i,-0.0034219-0.021109i,-0.011851-0.015178i,-0.01668-0.016071i,-0.026561-0.020896i,-0.040147-0.021555i,-0.049766-0.013873i,-0.047272-0.0010015i,-0.027365+0.007465i,-0.0011752+0.0011256i,0.011446-0.012843i,0.01139-0.019043i,0.006466-0.017794i
0.03258-0.0099779i,0.059115+0.04257i,0.025014+0.099658i,-0.046267+0.13925i,-0.084168+0.15809i,-0.084573+0.14627i,-0.065469+0.11393i,-0.046348+0.06434i,-0.041434+0.025868i,-0.028383+0.018081i,-0.0061854+0.010318i,0.0033386-0.004853i,0.0061383-0.0095787i,0.013158-0.0036734i,0.021701+0.0063547i,0.029464+0.012783i,0.032945+0.010417i,0.025212-0.00077875i,0.0053537-0.0091844i,-0.010651-0.0027773i,-0.012408+0.0094692i,-0.008767+0.015471i,-0.0052216+0.016415i
-0.014493+0.019562i,-0.056095-0.011832i,-0.037731-0.085849i,0.010624-0.16734i,0.024615-0.18579i,0.027981-0.14106i,0.026653-0.099085i,0.019226-0.064411i,0.021572-0.035292i,0.01432-0.023931i,-0.0065993-0.0099024i,-0.019166+0.0090609i,-0.021607+0.017381i,-0.022405+0.013771i,-0.026821+0.0060113i,-0.03506+0.0031653i,-0.040162+0.0087444i,-0.030921+0.020402i,-0.0089631+0.024511i,0.0045765+0.011358i,0.0016693-0.0046966i,-0.0023287-0.010694i,-0.0021652-0.012121i
0.0030903-0.017723i,0.030944-0.024389i,0.0037293+0.044661i,-0.034259+0.14287i,-0.032786+0.16231i,-0.034318+0.13025i,-0.034823+0.10952i,-0.030128+0.084596i,-0.037133+0.055703i,-0.034313+0.036127i,-0.019217+0.015787i,-0.0063571-0.00054502i,0.0046909-0.0097976i,0.012157-0.012007i,0.022874-0.0059992i,0.039211-0.00015423i,0.049232-0.0045211i,0.039398-0.014621i,0.012862-0.014934i,-0.00561-0.00044329i,-0.0047479+0.01293i,0.0038133+0.01375i,0.009845+0.0089377i
-0.0017913+0.017398i,-0.0048757+0.049523i,0.00815-0.011469i,0.0039564-0.10344i,0.0024787-0.10697i,0.033704-0.080237i,0.039829-0.075936i,0.023237-0.054039i,0.022708-0.030626i,0.01889-0.01977i,0.012019+0.00027886i,0.011627+0.015756i,0.0082672+0.018601i,-0.00050472+0.016158i,-0.014084+0.0098546i,-0.031696+0.0033793i,-0.041906+0.0026024i,-0.031975+0.0062752i,-0.0072291+0.0064392i,0.008309-0.00061012i,0.0063853-0.0076548i,-0.00013298-0.0092102i,-0.0049034-0.008904i
-0.0060382-0.028859i,-0.042001-0.055047i,-0.052177+0.018611i,-0.0093205+0.10244i,0.0032824+0.080589i,-0.034904+0.051362i,-0.03249+0.071221i,-0.00073526+0.068784i,0.0037787+0.053303i,0.003766+0.045375i,0.0088208+0.022083i,0.0068738-0.0064865i,0.0030918-0.021341i,0.0031865-0.02186i,0.012215-0.013431i,0.027588-0.0090313i,0.03343-0.014003i,0.019492-0.018536i,-0.0021955-0.012324i,-0.0093226+0.0024772i,-0.00013548+0.011202i,0.0077272+0.0078316i,0.0079563+0.0025409i
0.025256+0.027616i,0.098515+0.030493i,0.10779-0.052812i,0.038364-0.11018i,0.016686-0.069273i,0.049881-0.050525i,0.036879-0.074943i,0.0056631-0.066013i,0.004164-0.046584i,0.0041232-0.035197i,0.0044044-0.018459i,0.0067037-0.0063956i,0.0054666+0.0034713i,0.0045413+0.011028i,-0.0047675+0.0084704i,-0.02535+0.0071062i,-0.038151+0.013549i,-0.027954+0.016681i,-0.0071644+0.0079072i,0.0014677-0.0056305i,-0.0038618-0.010421i,-0.0096959-0.0055212i,-0.011598-2.0985e-07i
