-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
0.00023391+0.0014165i,-0.00029222+0.0012416i,-0.00089612+0.0012295i,0.00016899+0.00041114i,0.001283-0.00058614i,0.00099978-0.0015942i,-3.8054e-06-0.0011673i,-9.8166e-05+0.00013642i,0.00053567+0.00074994i,0.00072442+0.00077597i,0.00025487+0.00026439i,-0.00022515-0.00042502i,-0.00032424-0.0001516i,0.00030277+4.5245e-05i,0.00074868-0.0002504i,0.00027052-0.00049449i,0.00017361+0.00024556i,0.00082445+0.00058025i,0.0013845+0.00026857i,0.0010157-6.5967e-05i,0.00012478-0.00053492i,-0.00064138-0.0001001i,-0.0011579+0.00026532i
-0.0026096-0.00011485i,-0.0022805+0.00033991i,-0.001075+0.00091926i,-0.00036357+0.00065628i,-9.7469e-05+0.00086927i,0.00057431+9.6834e-05i,0.00057798-0.00050924i,0.00020922-0.00019141i,-0.00027014-0.00031712i,-0.00019687-0.00032507i,-0.00020327-0.00010749i,-0.00025203+9.2519e-05i,0.00044187+0.00019196i,0.00079936+0.00021505i,7.6296e-05+0.00036339i,-0.00071371+0.00039837i,-0.00072412+0.00064721i,-0.000116+0.00050126i,-1.6883e-07-0.00029126i,-0.00043524-0.00064253i,-0.00036037-0.00049141i,-0.0002163-0.00084438i,-0.0002334-0.00048696i
0.00068563-0.0013284i,0.00045215-0.0013521i,-0.00042264-0.0012999i,-0.00076495-0.00063936i,-0.00054209+9.7852e-05i,-0.00041618-0.00017187i,0.00019503-0.00040006i,0.0006934-0.00094616i,7.102e-05-0.00086741i,-0.000461-0.00026731i,-0.00035485-6.7318e-05i,0.00031195-0.00019561i,0.00063767-0.00010849i,0.00013262+0.0003423i,0.00034835+0.00017562i,0.0006958-0.0003819i,0.00049698-0.00027405i,0.00089196+0.00022357i,0.0010185+0.00067833i,0.0001392+0.00080988i,-0.00052166+0.00020035i,-7.1298e-05-0.00014554i,5.6493e-05+0.00040579i
-0.00054498+4.2861e-05i,-0.00088648+0.00034113i,-0.00057457+0.00024209i,-0.00073385+0.00046463i,-0.00065372+0.0010325i,0.00025569+0.00072376i,0.00043582+0.00049489i,0.00047844+1.497e-06i,0.00047092+2.6586e-05i,5.883e-05+0.00027628i,-0.00040556+0.00081057i,-0.00036634+0.001131i,0.0001876+0.00049849i,0.00024128-0.00052513i,0.00022734-0.00089646i,0.0002563-0.00031457i,1.2058e-05+0.0002549i,0.00056111-3.5276e-05i,0.00093502-0.00057887i,0.00054971-0.00038254i,0.00015901+9.9828e-05i,0.00040296-0.00043173i,0.0010627-0.00046953i
0.0031237-0.0015915i,0.0021316-0.0033872i,0.0014409-0.0030822i,0.0010363-0.0030493i,0.00052985-0.0036852i,-0.00090613-0.0024978i,-0.0015665-0.00089446i,-0.00058188-0.00054849i,-0.00041961-0.00085357i,-0.00021973-0.0010822i,-0.00012055-0.0001397i,-0.00027334+0.00074814i,0.00054211+0.00088276i,0.00031245+0.00076607i,-0.00051293+6.323e-05i,-0.00017523-0.00043178i,0.00025085-0.00054636i,0.00021712-0.0002518i,1.5083e-05-0.00037804i,3.7555e-05-0.0014208i,0.00066692-0.0014003i,0.00089248-2.6868e-05i,0.00020936+0.00035701i
0.00050742+0.0015926i,0.00066675+0.0017888i,0.00060804+0.0019107i,0.0017743+0.000941i,0.0026143-0.00036438i,0.0016748-0.00085735i,0.0005598-0.0011159i,0.00023711-0.00093003i,-5.881e-05+0.00010399i,-0.00013771+0.00083304i,7.31e-05+0.00070616i,0.00029799-0.00012247i,-7.4321e-05-0.00078602i,-0.00069737-0.00052585i,-0.00022319-6.7504e-05i,0.00075208-1.8936e-05i,0.00082723+0.00025796i,4.0065e-05+0.0010612i,1.4984e-05+0.0010243i,0.00063384+8.3478e-05i,0.00066447-0.00046125i,5.2925e-05-0.00028232i,-0.00039073-0.00040878i
0.00022932+6.9786e-05i,0.00059364-0.00057777i,0.0015848-0.0020491i,0.0013617-0.0016248i,4.5768e-05-0.0014761i,-0.00076591-0.0020649i,-0.00032204-0.0017187i,-6.7783e-05-0.00024573i,-6.177e-05-0.00011135i,-0.00054544-0.00065859i,-0.00067871-0.000514i,-2.7609e-05-0.00022431i,7.0847e-05-0.00095098i,0.00027474-0.0019265i,0.0003692-0.0013051i,0.00011479-0.00024142i,-0.0005431+0.00052544i,-0.00067633+0.0010857i,-0.00043163+0.00085024i,-0.00011746+0.00026487i,-0.00023655-0.00015605i,-0.00019001-0.00035779i,0.00039152-0.00067202i
0.0010146+0.002772i,0.0012526+0.0024894i,0.0014175+0.0016619i,0.0019702+0.00097429i,0.001908+0.00011619i,0.0011565-0.00087179i,0.00061741-0.00082291i,-0.00042258-0.00047182i,-0.00081921-0.00032006i,2.3192e-05+0.00020474i,0.00028955+0.00012859i,0.00067522-0.00024869i,0.00099462+0.00013511i,-0.00042796+2.4417e-05i,-0.0015499-0.00043058i,-0.00093517-0.00061842i,-8.4896e-05-0.00044598i,0.00050175+6.1814e-05i,0.00059832+0.00011658i,-0.00014452-0.00024325i,-0.00030965-0.00032726i,-0.00047367-0.00029182i,-0.00087274-0.0003327i
-0.0018807+0.00032072i,-0.0021627+0.00069313i,-0.0031195+0.0014127i,-0.0028946+0.0020191i,-0.00094809+0.00204i,0.0011122+0.0011601i,0.0012642-0.00038148i,0.00031295-0.00076245i,-3.2455e-05+0.0001388i,-0.00027298+0.00038111i,-0.00024309+0.0002802i,0.00013629+0.00066191i,-0.00013326+0.00037787i,0.00056876-0.00089826i,0.0014479-0.0020254i,0.00073321-0.001856i,0.0005623-0.00085312i,0.00028271-0.00023001i,9.6017e-05-8.616e-05i,0.00020756-0.00025968i,-0.00020314-0.00088679i,0.00020304-0.00020363i,0.00083078+0.00055956i
-0.0020616-3.6678e-05i,-0.0011471+0.00056184i,3.8739e-07+0.0010461i,0.00049967+0.00086795i,0.00069291+0.00024498i,0.00033121-1.7557e-05i,-0.00012099+9.8491e-05i,-0.0004364-0.00034896i,-0.00070085-0.00054966i,-0.00042496-0.00020016i,0.00025575+0.00011834i,0.00075886+1.3942e-05i,0.00011013-0.00031061i,-0.0012167-0.00050625i,-0.0013466-0.00064675i,-0.0011077-0.00020391i,-0.00076842-0.00010886i,0.00085224-0.00043262i,0.0011742-0.00040343i,0.00067748+0.00016871i,0.00026823+0.00057226i,-5.6186e-05-0.00039587i,-0.00049766-0.00060001i
0.0007706-0.00035211i,0.00023361-0.00074473i,-0.0011657-0.00044382i,-0.0018255+5.6399e-05i,-0.0016842+0.0012134i,-0.00049481+0.0016396i,0.00092462+0.00031126i,0.0011149-0.0010401i,0.00083378-0.0012645i,0.00028017-0.00010689i,-0.00031426+0.00049791i,-0.0002279+0.00049095i,0.00099773+1.81e-05i,0.0012846+0.00018617i,0.00061985+0.00041302i,0.0001471+0.00055467i,-0.0002839+0.00017145i,-0.00023974-0.00042336i,0.0005019-0.00063974i,0.00094678-0.00059657i,0.00057521-0.00027771i,0.00032469+0.00025746i,-0.00054887+0.00054347i
-0.00070592+0.0016413i,8.3672e-05+0.0019909i,0.00020308+0.0017443i,0.00045156+0.0019191i,-9.8115e-05+0.00077222i,-0.00023903-0.00051459i,0.0003028-0.00088926i,1.6539e-05-0.00048122i,-0.00075111-0.00010483i,-0.00021725+0.00038312i,0.00026109+0.00082167i,-0.00069942+0.00083325i,-0.0012427+0.00069661i,-0.0011051-9.5831e-05i,-0.00079307-0.0013067i,0.00041188-0.0012082i,0.00060384-8.3058e-05i,-0.00026183-0.00037571i,-0.00068242-0.0010591i,-0.00057365-0.00094004i,7.6842e-05-0.00085199i,0.00040485-0.00031709i,1.5612e-05+0.00023632i
0.00088869+0.00074519i,0.00062452+0.0012323i,0.00019302-0.00033144i,0.00025396-0.0018586i,-3.8129e-05-0.0010015i,-0.00077599+0.0008263i,-0.00050895+0.0013251i,-3.7396e-05+0.00097545i,-0.00028134-6.8875e-05i,-0.00055117-0.0007995i,-0.00023092-0.000288i,-3.9646e-05+0.00033148i,0.00014902+0.00046245i,0.00041075+0.00036346i,0.00024783+6.4011e-05i,-7.6657e-05+0.00022517i,1.892e-05+0.00012143i,0.00029278-0.00023832i,0.00040052+2.9567e-05i,0.00089983+0.00014071i,0.00061989-0.00045319i,-0.00053017-0.00061009i,-0.00028587+0.00034182i
0.0004581+0.00026433i,0.00060202+0.00050769i,0.00095366+0.00020241i,0.0011503-0.00017296i,0.0011404-0.00097667i,0.00072546-0.00085793i,-0.00025007-0.00059385i,-0.00069449-0.0013802i,0.0003161-0.0012342i,0.00073483-0.0005495i,0.00023375+0.00029945i,-7.9532e-05+0.00089175i,0.00035193+0.00020665i,0.00056838-0.00066287i,0.00026859-0.0001348i,0.00067069+0.00038604i,0.00087991+1.1475e-05i,0.00069616-0.00026117i,0.0010196-3.2508e-05i,0.0010341+0.00012157i,0.00058067+0.00047736i,0.00048866+0.00084148i,3.5661e-05+0.00044843i
-0.00086716+1.3802e-05i,-0.00086883-0.0001893i,-0.00082379-0.00014724i,-0.00084988+0.0004419i,-0.0015251+0.00033092i,-0.0013127-0.00025101i,-5.2568e-06-0.00067945i,0.00033716-0.00068642i,-0.00063813-0.00042115i,-0.0009443-0.00016722i,-0.00034057+0.00047957i,3.2361e-05+0.00075784i,-8.3166e-05+0.0005273i,-0.00055019-2.7541e-06i,-8.7054e-05-0.00028914i,0.00059575-0.00034652i,-9.7534e-05+0.00028086i,-0.00062605+0.0001045i,-0.00059933-0.00069966i,-9.1718e-05-0.00061469i,0.00042676+3.477e-05i,0.00015166+1.0981e-05i,-8.1654e-05-0.00042439i
0.0021818-0.00174i,0.0010638-0.0021775i,0.0011649-0.0012499i,0.00052938-8.9296e-05i,-0.00071902+0.00037401i,-0.0012601-0.00050221i,-0.0013513-0.0013086i,-0.00051494-0.0010405i,0.0003502-0.00061995i,-0.0001379+0.00044481i,-0.00060911+0.00055632i,-0.00032877-0.00035064i,0.00042114-0.00071975i,-0.00023678-0.00066936i,-0.00087875-0.00072323i,-9.387e-05-0.00071963i,0.00072643-0.0002311i,0.00097618+0.00050516i,0.00083526+0.0002305i,-0.00018568+0.00014379i,-0.00069624+0.0003839i,-0.00028978+0.00031075i,-0.00065459+9.8856e-05i
0.00036917+0.002306i,0.00072459+0.0011394i,0.00032677+0.00019863i,-0.00024983-0.00076172i,3.5654e-05-0.0013876i,0.000459-0.0011875i,0.00040866-0.00061565i,-1.8917e-05-0.0010942i,6.8246e-05-0.0016536i,-6.8699e-05-0.0014319i,-0.00019532-0.00077478i,0.00051262+2.6842e-05i,0.0013078-0.00012i,0.0015942-0.00087942i,0.00079092-0.00093828i,0.00044103-0.00073012i,0.00065236+7.5809e-05i,0.00020589+9.3267e-05i,-0.00034323-0.0012535i,-0.00030506-0.0017725i,0.00014576-0.00095751i,0.0001179-0.0001645i,-0.00043542-0.00027354i
-0.00061495+0.00022932i,-0.00053277+0.0010817i,-0.0011674+0.0015649i,-0.0018915+0.0018277i,-0.0016793+0.00082498i,-0.00022911-0.00028597i,0.00045116-0.00046711i,0.0004041-0.00058155i,0.00040963-0.00055373i,0.00043419-0.00083206i,0.00011481-0.00037637i,0.00029466+0.00058962i,0.00045458+0.00012186i,6.1173e-05-0.00052192i,-0.00037007+2.466e-05i,-0.00055141+0.00054874i,-0.00088444+0.00064328i,-0.00036357+0.00050197i,0.00053967-0.00033246i,0.00065192-0.00075654i,0.00012924-0.00050819i,-0.00052479-0.00040543i,-0.00053656-0.00031501i
0.0014244+0.0010195i,0.0019117-0.0010188i,0.0015109-0.0026556i,0.00055718-0.0017463i,-0.00017548-0.00036378i,-0.00036824+0.00029466i,-0.00020397+0.00010479i,-6.7287e-05-0.00018301i,-0.00013885+5.6275e-05i,-0.00040031+0.00026147i,-1.2539e-05+5.7915e-05i,0.00031689-0.00029199i,-0.00010835-0.00029814i,-0.0005113-0.00025253i,0.00012857+0.00019645i,3.1896e-05+0.00081701i,-0.0002105+0.00045278i,8.3945e-05+0.0003482i,-0.0004884+0.00059098i,-0.00089087+0.00043183i,-0.00032066+0.00056869i,-0.00052508+6.3744e-05i,-0.00067199-0.00031157i
-0.00088639+0.00021899i,0.00013037-0.00013297i,-1.9463e-06-0.00012739i,-0.00013688-0.0002517i,0.0006364-0.00048485i,0.0014134-0.00071657i,0.0012897-0.00027845i,0.00036344-8.4679e-05i,1.7142e-05-0.00089815i,-4.485e-05-0.00053476i,-6.8869e-05+0.00053974i,0.0004671+0.00084783i,0.00097861+0.00023145i,0.00089958-0.00037151i,1.7308e-05-0.00055944i,-0.00071852-0.0011127i,-0.00086468-0.00097784i,-0.0011729-0.00069599i,-5.8534e-05-0.0011857i,0.000248-0.001151i,-0.00066231-0.00097848i,-0.00019351-0.00042362i,0.00038564+0.00041769i
0.00062413+0.00055662i,0.0018002+0.00088835i,0.0018915+0.00011892i,0.00067799-0.00033702i,-0.00034198-0.00054768i,-0.0006282-0.00088645i,-0.00065297-0.00046143i,-0.00056217-0.00029377i,-0.00015938+0.00048173i,0.00027841+0.0012967i,0.0002241+0.0012549i,9.7697e-05+0.0011867i,0.00042666+0.00098064i,0.00045287+0.00082318i,0.00058118+5.9377e-05i,0.00049066-0.00055287i,0.00076828-0.00075122i,0.0012279-0.00050752i,0.0012714+0.00016654i,0.00032425+0.00075752i,-0.0003165+0.00010386i,-0.00046897-0.00022666i,-0.00095618-8.3963e-05i
-0.0010225-0.0034708i,-0.003009-0.0013763i,-0.0042866-0.00087009i,-0.0039076+0.00017549i,-0.002754+0.0023693i,-0.00054403+0.0024011i,0.00083214+0.00092905i,0.00073187-0.00043937i,0.000294-0.0005705i,-0.00012471-2.1743e-05i,-5.7015e-05+0.00014946i,0.0002377+0.00040118i,0.00012189+0.00091742i,0.00055546+0.00089463i,0.00063557+1.4698e-05i,0.00024154-0.00023663i,0.00011763-1.085e-05i,5.3956e-05+0.00011238i,9.7905e-06+9.2753e-05i,0.00093489-0.00012956i,0.0010486-0.00021599i,0.00015394-0.00032463i,-0.00027912-0.00060628i
0.0018863+0.0012479i,0.0021902+0.0012114i,0.0025113+0.00024342i,0.0023601-0.00096139i,0.0011562-0.0015112i,-0.00023429-0.0010818i,-0.00063493-4.3069e-05i,-0.00033923+0.00055192i,-3.5492e-05+0.001136i,7.7465e-05+0.0011514i,0.00034741+0.0015441i,3.3038e-05+0.0015986i,-0.00095882+0.00043077i,-0.0017666-0.00031601i,-0.0015321+0.00052532i,-0.001134+0.0012114i,-0.00044751+0.0007413i,0.00029537-5.7677e-05i,-3.2414e-05-0.00041876i,-0.0004892-5.4425e-05i,-0.00037233+0.00032474i,-0.00011947+0.0005464i,0.00036798+0.0006828i
-0.00090943+1.414e-05i,-0.00070372+0.0005668i,-0.00020041+0.00024758i,-0.00022488-0.00023818i,-0.0015106-0.0005672i,-0.0016436-0.0012418i,-0.0011079-0.00059201i,-0.00025998+8.8058e-05i,0.0013574+0.0006208i,0.0013059+0.00053418i,0.00014302+0.00051935i,-0.00022868+0.00056864i,0.00010592+0.00035423i,-0.00031863+0.00074667i,0.0002821+0.00031995i,0.00083359-9.2679e-05i,0.00036587-6.0615e-05i,0.00038738+3.477e-05i,-0.00011768+0.00015839i,-0.00044943+0.00024909i,-0.00039514+9.7778e-05i,9.4875e-05-0.00044167i,-1.6102e-05-0.00088953i
-0.002165-0.00076937i,-0.0024346-0.00034515i,-0.0023124+2.833e-05i,-0.00091205+0.0011921i,0.00066866+0.0018946i,0.00095062+0.0015645i,-7.319e-05+0.00034692i,-0.00073406-0.00059772i,-0.0013845-0.00011854i,-0.0023106+0.0005043i,-0.0014214+0.00057684i,-0.00017568+0.00068834i,0.00073393-0.00010568i,0.00028563-0.00081868i,-0.00096173-0.00097587i,-0.00024627-0.0014592i,0.00088064-0.0013383i,0.0003578-0.00029182i,-1.8565e-05-0.00036865i,0.0005882-0.00029294i,0.00062173+0.00060462i,0.00015822+0.00079139i,0.00042567+0.00097816i
0.0018248+0.0016621i,0.0018097+0.00093156i,0.0016632-0.00019195i,0.0013868-0.0011607i,2.6783e-05-0.0012629i,-0.0012091-0.00091343i,-0.0011491-0.0012064i,-0.00043631-0.0012294i,0.00093125-0.00086581i,0.0012953-1.0677e-06i,0.00093637-0.00023511i,0.00086737-0.00037339i,0.0010412-2.3603e-05i,0.00064013+0.00025982i,-0.00022965+0.00019737i,0.00029858+0.00039722i,0.00097134+0.0012535i,0.00070193+0.0011143i,0.00063507+0.00042429i,0.0010313+9.0446e-05i,0.0001514-9.4006e-05i,-0.00041626+0.00032722i,-7.0174e-05+0.00057935i
-0.0008826+0.0022207i,-0.00012916+0.0023032i,0.0010396+0.0030141i,0.0012121+0.0024235i,0.0011722+0.00090833i,0.00090757-0.00035864i,0.00018861-0.00029705i,0.00050318-0.00058415i,0.00073907-0.00066044i,0.00085169-0.00096668i,0.0009519-0.00023984i,0.00054873+0.0005852i,0.00062039+0.00026238i,0.0011058-0.00073088i,0.00092433-0.00027845i,0.00062386+0.0007169i,0.00072852+0.0001792i,0.00044992-0.00048276i,-2.164e-05+0.00013709i,-0.00015268+0.00073282i,8.7001e-05+0.00010698i,9.8507e-05-0.00021968i,-0.00036973-4.5068e-05i
-0.00021028-0.00053988i,-0.0012198-0.00024282i,-0.0013169-0.0004967i,-0.0012571-0.00092648i,-0.00066797-0.00041877i,0.00028292+4.4872e-06i,0.00065491-0.00018571i,0.00051915+5.8495e-05i,-3.9549e-05+0.00057728i,8.2379e-05+0.00070753i,0.00079608+0.00047749i,0.00083429+7.8701e-05i,0.00072229+0.00021605i,0.00091518+0.00014067i,0.00028925-0.00019749i,-0.00016415-0.00011298i,-0.00042021-0.00027254i,-0.00033124-0.00057909i,0.00025907-0.00054151i,-7.0521e-05-0.00076475i,-0.00034878-0.00066995i,0.0001726-0.00070101i,0.0011166-0.00074649i
0.0013835+0.0011256i,0.0007303+4.499e-05i,0.00088115+0.00063736i,0.00083663+0.00071022i,0.00021415-0.00064645i,9.2814e-05-0.0013436i,0.0003192-0.0010797i,0.00010379-0.00038759i,0.00026288-0.00058639i,0.00020379-0.0006098i,0.00023566-7.7261e-05i,0.00065586-0.00030076i,0.00014505-0.00023283i,-0.00087353-0.00022538i,-0.0011105+0.00014189i,-0.0004126-0.00042374i,0.0005029-0.00052152i,3.4701e-05+0.00019338i,-0.00067773+0.00021848i,-0.0005279-0.00042786i,0.00033844-0.0010925i,0.00063238-0.0011278i,-4.1036e-05-0.00057475i
-0.0025644+0.00065652i,-0.0013172+0.001341i,-0.00080221+0.0020641i,-0.00039831+0.0011238i,0.00073923+0.00025102i,0.0014942-7.3245e-05i,0.0010856+0.00010608i,-0.00037405-0.00027953i,-0.0013001-0.0011049i,-0.00012834-0.0010768i,0.00019688-0.00024342i,-0.00031341-0.00011723i,0.00088078+9.987e-05i,0.0013043-0.00029143i,2.5285e-05-0.00018544i,-0.00026384-7.1009e-05i,6.4005e-05-0.00053346i,0.00028015+0.00019973i,0.00077611+0.00078479i,-0.00024794+0.00046588i,-0.0011601+0.00017715i,-0.0010397-9.9717e-05i,-0.0011144-0.00027816i
0.00042378-0.002446i,8.1032e-05-0.001712i,-0.00060496-0.00082404i,-0.0012448-0.00052823i,-0.0015181+0.00029162i,-0.0010445+0.0010278i,-0.00014695-0.00097052i,-0.00020075-0.0025943i,-5.9105e-05-0.0019394i,4.7148e-05-0.00038614i,-0.0002007+0.00083574i,0.00015539+0.001194i,0.00078845+0.0012996i,0.00044068+0.0010328i,2.809e-05+0.00089831i,2.7459e-05+0.00044651i,0.00014284-9.8523e-05i,-0.00042724+0.00014355i,-0.00056948+0.00066486i,-0.00022375+0.00058591i,-5.2659e-05+0.00075572i,0.00027086+0.00071904i,-1.0137e-05+6.3497e-05i
0.00021517+0.0022602i,0.00053661+0.0014705i,0.0012415+0.00042647i,0.0010016+0.00023231i,0.00049707-0.00012879i,0.00038257-0.00038184i,-0.00015037-0.00046263i,-4.4218e-05-0.0013087i,0.0003626-0.0013939i,4.1304e-06-6.7743e-05i,-0.00049554+0.00079571i,-7.3631e-05+3.2722e-05i,0.00073661-0.0007315i,0.00060146-0.00055554i,-0.00062252+7.8893e-05i,-0.00030721+0.00044106i,0.00094701+0.00017273i,0.0015664-0.00032424i,0.0012689-0.0002739i,0.00086266-0.0006254i,0.0010393-0.00043979i,0.00023832+0.00069758i,-0.00047808+0.00077926i
-0.001744-0.00064855i,-0.0011297-0.00043961i,-0.00080783+0.0002307i,-0.00098738+0.00092691i,-0.00045287+0.00018792i,0.00012477-0.0010969i,4.1251e-05-0.00027298i,2.6096e-05+0.00039168i,0.00021557-0.00020313i,0.0004734+4.2187e-05i,0.00061785+0.00062455i,0.00055412+0.00079929i,-0.00011306+9.1204e-05i,-0.00097374-0.0014086i,-0.00069216-0.0011834i,0.00030462-0.00029655i,0.00074204-0.000356i,0.0004662-0.00067904i,0.00048718-0.00061153i,0.00056957+0.00060307i,0.00021706+0.0012317i,-0.00028545+0.00072592i,-6.2721e-05+0.00066643i
0.0010915+0.0010973i,0.0015467+0.0002082i,0.00192+0.00029414i,0.0011129+0.00090244i,0.00048025+0.00069214i,0.00067005-6.9226e-05i,0.0011927-0.00095954i,0.0010291-0.0015953i,0.00013846-0.0011805i,-0.00014237-0.00043107i,0.00033955-3.8645e-05i,0.00034126+0.00023674i,-0.0006158+4.1995e-05i,-0.00064732+6.8383e-07i,0.00031227+0.00010265i,0.00021562+0.00044019i,-0.00055394+0.00059411i,-0.00094153+2.9186e-05i,-0.0003708-0.00042077i,-3.5611e-05-0.0001438i,0.00012717+0.00024529i,0.00054377-0.00054748i,0.00079695-0.0007953i
0.00087359+0.00046778i,0.00083112-0.00034056i,0.0011493-0.00069701i,0.0017494-0.00063199i,0.00095638-0.001195i,-0.00030601-0.0017532i,-0.00025975-0.0013402i,0.00088848-0.00088987i,0.0016934-0.00063327i,0.00099784-0.00048308i,3.1782e-05-0.00022023i,-0.00065675+0.00071685i,-0.00053693+0.00079059i,-0.00017014+6.0574e-05i,-0.00032804-0.00051772i,-0.00065878-0.00036473i,-0.00076506-7.0115e-05i,-0.0001122+1.6163e-05i,0.00024879-1.7312e-05i,0.00027474-0.00065153i,0.00095905-0.00045512i,0.0011893+0.00029325i,0.00039888-0.00034277i
0.0012854-0.00079187i,-0.00012046-0.00062256i,0.00022097-0.0008958i,-5.7922e-06-0.0011077i,-0.00030493-0.0010451i,0.00033511-0.00025947i,0.00032973+0.00011966i,-0.0002183-0.00016184i,-0.00040626-0.00017252i,-0.00012096+0.00027118i,7.7648e-05+0.00050654i,-0.00069819+7.8927e-05i,-0.0011712-0.00039826i,7.3103e-05+0.00012466i,0.00082356+0.00064586i,0.0005468+0.00061547i,0.00061069+0.00089837i,0.001415+0.00049392i,0.0011428-9.3685e-05i,0.00057291+2.8069e-05i,0.00030487+0.00037641i,-0.00026637+0.00033268i,-6.9448e-05+0.0001886i
-6.0644e-05-0.00078866i,-0.0005977-0.0020568i,-0.00082962-0.0023919i,-0.00064136-0.00050257i,-0.0016826+5.9647e-05i,-0.0019333-0.00073095i,-0.0012941-0.00026687i,-0.00078652-0.00022496i,-0.00041173-0.001342i,-0.00074944-0.0017447i,-0.00078152-0.0004955i,-0.00051046+0.00098648i,-8.8809e-05+0.0011924i,0.00045971+0.00024513i,0.00088911-0.00011691i,0.0010584+0.00027948i,0.00025786+0.00031042i,2.7569e-05+4.7328e-05i,0.00066647-0.00052904i,0.00086312-0.00071731i,0.00036409-0.00054958i,0.00015243-0.00051515i,0.00011361-0.00027572i
-0.00035242+0.0016341i,0.00018565+0.0015056i,0.00055595+0.0025043i,0.0014918+0.0016089i,0.0020946+0.00077055i,0.00077863-0.00014287i,-0.00011462-0.00056886i,-0.00042386-0.00012533i,-1.2815e-05+0.0004347i,0.00088245+0.00055033i,0.0011479+0.00030718i,0.00096659+0.00057623i,0.00088972+0.00035607i,0.00065237-0.00019949i,0.00026572-0.00022593i,-0.00010364-0.00048004i,-0.00054692-0.00021721i,-0.00038725-6.1454e-05i,-0.00010105-0.00039399i,0.00029695-0.00058942i,0.00039293-0.00029093i,-0.00091325-0.00023345i,-0.0022311-0.00043765i
-0.00032439+0.00036332i,-0.0006384+0.0013554i,-0.0010483+0.0013566i,-0.0010573+0.00038514i,-0.00059529+0.00023733i,-0.00073599+0.0011312i,-0.000885+0.00084435i,-0.00045772-0.00033211i,-0.00074623-0.00033564i,-0.00098042+0.00067653i,-7.5603e-05+0.00057776i,0.00011378+0.00013642i,0.00017194+0.00016472i,0.00066506-1.1678e-06i,0.00046854+4.0507e-05i,-9.2295e-05+0.00028404i,-0.00025809+0.00033637i,-0.00068827+0.00047249i,-0.00096592+7.209e-05i,-0.00054155-0.00075829i,0.00027415-0.0010841i,0.00043247+0.00012007i,-6.5221e-05+0.00055147i
0.0016369-0.00051301i,0.00089622-0.0010866i,0.00014375-0.0016334i,8.7402e-05-0.0017886i,3.1924e-05-0.0018583i,-0.00034917-0.0018137i,4.0637e-06-0.0008967i,-2.3465e-07-0.00037115i,-0.00074727-0.00030979i,-0.00072639-0.000728i,-0.00053429-0.0012783i,-0.00054003-0.00093816i,-0.00020225-0.000547i,-6.4417e-05+0.00011184i,-0.00022415+0.00033907i,-0.0003985-0.00046476i,-0.0003273-0.00099443i,-0.00070199-0.00046656i,-0.00056155+2.4137e-06i,0.00011656-0.00024642i,-0.00025348-0.00013i,-0.00080408+5.8648e-05i,-0.00017519+3.2453e-05i
-0.00058271-7.0122e-05i,-0.00071716+0.00058191i,-0.00049346+0.0014544i,-0.00060859+0.0017673i,-0.00096919+0.0014622i,-0.00058278+0.00099882i,-0.00030252+9.6964e-05i,-0.00039394-0.00057856i,-0.00023966-0.0012385i,0.00032089-0.0011739i,-0.00020908-0.00045662i,-0.00073355-0.00035488i,3.3969e-05+0.00012644i,0.00077535-0.00028298i,0.00082721-0.00077173i,5.6547e-05-0.0002051i,-1.8544e-05-0.00014649i,0.0006738-0.00030979i,0.00035153-0.00098409i,0.00013526-0.0014247i,0.00062553-0.00082022i,0.0002149-0.00061731i,-0.00092312-0.00055435i
-0.0019494-0.00085813i,-0.00083133-0.00082989i,-0.00099768-0.00020243i,-0.0012183+0.00097033i,0.0001161+0.001728i,0.00096607+0.00090518i,0.00039777-0.000158i,0.00029776-0.0003764i,0.00078231+5.0492e-06i,0.0005996+0.00041411i,0.00045861+0.00050118i,0.000435-0.00010886i,0.00012059-5.6027e-05i,-0.0004486+0.00024067i,-0.00056148-0.00018476i,-0.0010611+0.00035594i,-0.0011215+0.00083442i,-9.2706e-05+0.00029377i,0.00016396-0.00023662i,0.00063786-0.00017221i,0.0010841-6.2985e-05i,0.00077993+6.1712e-06i,0.00013642+0.00035787i
