-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
-0.0012043-0.00061753i,-0.0016085+0.0001056i,-0.0017659+0.00052119i,-0.00048064+0.0012239i,0.0012589+0.0019369i,0.0014228+0.00087743i,0.0004895+6.6767e-05i,-0.00026603+0.00043762i,-0.00051265+0.0004955i,-0.00053465-3.9457e-05i,-0.00075257-0.00071725i,-0.00054329-0.00076602i,-0.00027625-0.00057337i,-0.00024329-0.00010719i,-0.00013909+0.00061495i,-0.00041546+0.00016684i,-0.00081441-0.00023369i,-0.0011321+0.0002879i,-0.00081529-0.000526i,-0.00021935-0.0012465i,-1.3596e-06-0.0001378i,0.00050632+0.00030873i,0.0008688+2.3805e-05i
-0.0019712+0.0033962i,-0.00075503+0.0039871i,0.00055091+0.0050664i,0.0019199+0.0044285i,0.0022953+0.0020363i,0.0013055-0.00076816i,0.00047486-0.0016761i,3.1333e-05-0.00098283i,-0.00028282+3.1528e-05i,-6.8564e-05+0.00013059i,0.00079747-0.0002643i,0.0010557+0.00017779i,0.00067409+0.0006369i,0.00048857+0.00013344i,0.00052394-0.00058123i,0.00070618-0.00083944i,0.00039606-0.00056977i,9.6741e-05-0.00025757i,-0.00012845-0.00056493i,-0.0002454-0.00040789i,-5.6405e-05-0.00015103i,4.9089e-05-0.00062668i,0.0005207-0.00054572i
0.0016457+0.0016151i,0.0023097+0.001837i,0.0031076+0.0026592i,0.0037874+0.0026755i,0.0035162+0.00102i,0.0014763-0.0010022i,-0.00051887-0.0013954i,-0.0010184-0.0014196i,-0.00023604-0.0011465i,0.00019939-0.00020144i,-0.00024174+0.00012362i,-3.6162e-05-0.0010438i,0.00050888-0.0014769i,0.00040353-0.0011106i,0.00019236-0.00093138i,3.1112e-05-0.0010135i,-0.00038864-0.00096034i,-0.00043705-0.00032469i,1.269e-05+0.00045428i,0.00027969-0.00080457i,-2.5198e-05-0.0015547i,-0.00064712-0.00052588i,-0.0012631-0.00013952i
-7.8532e-05+0.0035006i,-0.00070447+0.0042076i,0.00061514+0.0040657i,0.0019303+0.0025724i,0.0020752+0.00051086i,0.00058249-0.00066025i,-0.0010701-0.000732i,-0.00083386+0.00011563i,-0.00020484+8.3915e-05i,0.0004106-0.00032116i,-7.9833e-05-0.001161i,-0.00052629-0.0011366i,0.00028048-8.4899e-06i,-5.7457e-05+0.00028829i,-0.00047875+0.00052389i,-0.000695+0.00090103i,-0.00058533+0.00018496i,0.00025116-0.00069373i,0.0011176+4.4415e-05i,0.0012211+0.00085085i,0.0013462+0.0004238i,0.0011629-0.00012233i,0.00053186-0.00058475i
0.0010953+0.00094076i,0.00089015+0.00047157i,0.00065199+0.00034178i,0.0014801+0.0004519i,0.0018037+0.00052338i,0.00023675+0.00033171i,-0.00013504-4.3011e-05i,-0.00039918-0.00039192i,-0.0010149-0.00050566i,-0.0007252-0.0004878i,-0.00023474-0.00038203i,-6.6902e-05-0.00058852i,6.4638e-05-0.00069031i,0.0004373-0.00091818i,0.00058481-0.00087455i,0.0010397-0.00069104i,0.0012283-0.00016071i,0.00011236+0.00022235i,0.00032171-0.00016142i,0.00081423-0.00039944i,0.00092809+8.9994e-05i,0.0011239+0.00017715i,0.00066646-0.00074935i
0.0006977+0.00088521i,0.0010654+0.00030418i,0.00056776+1.5067e-05i,0.00075831+0.00012312i,0.00022318-0.00013662i,-0.00042715-0.0004743i,-0.00072179-0.0011031i,-0.0014004-0.0017056i,-0.0014422-0.00067553i,-9.8858e-05-3.4827e-05i,0.00075037-7.7575e-05i,8.2141e-06+0.00015252i,-0.00018825+0.00043541i,0.00020003-6.8685e-05i,0.00022896-0.00062031i,-0.00051919-0.00054411i,-0.0009834-5.8229e-05i,0.00012829+0.00019874i,0.0008254+0.0002584i,0.00019541+6.7159e-05i,0.00061988+2.1416e-06i,0.0010429+0.00057891i,0.00041457+0.00051997i
0.0007696+0.0020368i,0.00012355+0.0016487i,0.0018757+0.0017799i,0.0029488+0.0010164i,0.0029013+8.9307e-05i,0.001224-0.0001224i,-4.5606e-06-0.00033959i,-0.00081692-0.00031072i,-0.0010331+0.00014884i,-0.00088808+0.00039529i,-0.00054236+4.9482e-05i,7.728e-05+0.0001423i,9.5609e-05+0.00035243i,0.00011053+0.00010342i,-5.5476e-05-9.0634e-05i,-0.00093462-0.00055278i,-0.00093934-0.00044481i,-0.00012298-6.6595e-05i,0.00028268-0.00034947i,0.00077067-0.00060115i,0.00073435-0.00026334i,-3.8263e-05-4.0225e-05i,-0.00039051-0.00092306i
0.0030298+0.00092587i,0.0032902+0.0012386i,0.0047139+0.00056794i,0.0049262-0.00048571i,0.00249-0.0015835i,-0.00038005-0.0020392i,-0.0012549-0.0011783i,-0.0012165-0.00078042i,-0.00041623-0.0012227i,-0.00012-0.0012766i,-0.00016511-0.00077008i,5.4483e-05-0.0004093i,-1.789e-05-9.1917e-05i,-0.00032337-0.00029966i,4.952e-05-0.000283i,3.8701e-05+2.4559e-05i,0.00018404+0.00060257i,0.00086746+0.00051226i,0.00067227-0.00012663i,0.00046604-4.4322e-05i,-0.00024199+0.00027818i,-0.00044397-0.00080385i,0.00074633-0.0014452i
-0.00023296+0.0010264i,-0.00030465+0.0012401i,-0.00086111+0.001726i,0.00010247+0.0026127i,0.0017221+0.0020261i,0.0011143+0.0010455i,-0.00066873-0.00017766i,-0.0016977-0.00066739i,-0.001182-0.00060973i,-0.00067872-0.00074519i,-0.00059326-0.0002814i,-7.4643e-05-0.00016586i,0.00034461-0.00041472i,0.0003888-0.00091714i,0.00035417-0.00061552i,0.00048283+0.00036201i,0.0015575+2.296e-05i,0.0015134-0.00064682i,0.00038156-0.00029088i,6.5156e-05-7.3437e-05i,0.00033924-0.00047423i,0.00031926-0.00036618i,6.8763e-05+7.7009e-05i
0.0011002+0.0018038i,0.0015569+0.0022172i,0.0022287+0.0018688i,0.0027887+0.00092636i,0.0022498-0.0003341i,0.00039917-0.00115i,-0.0012289-0.00086434i,-0.00092648-0.00011077i,3.588e-05-0.0001309i,-0.00047254-0.00069748i,-0.00048816-0.0013533i,0.00022658-0.00098633i,0.00046334-0.00042075i,0.00032014-0.0006528i,0.00029741-0.0010775i,-0.00016429-0.00061607i,-0.0011412-0.00021939i,-0.00094492-0.00039206i,-0.00033077-0.00041773i,0.00019329-0.00028318i,0.00016524+8.666e-05i,3.4556e-05-0.00038069i,-8.6352e-06-0.0010652i
-0.00085686-0.0041943i,-0.0023469-0.0030663i,-0.0035234-0.0025067i,-0.0028217-0.001104i,-0.0014793+0.00085852i,2.7164e-05+0.00062055i,0.0010245-0.00084358i,0.00050792-0.00093742i,-0.0010142-0.0010185i,-0.001936-0.0011437i,-0.0018614-0.000281i,-0.0010398+0.00039731i,-0.0011455+0.00052335i,-0.00085257-2.8535e-05i,-0.0006714+0.00038377i,-0.00049893+0.00051268i,-0.00023923-0.0001598i,-0.00011529+0.00025507i,-0.00017037+0.00025225i,0.00011757+9.3448e-05i,0.00071733+0.0002823i,0.00028158-5.542e-05i,0.00010319-0.0001827i
0.0012705+0.00083594i,0.0024048+0.0018997i,0.0030057+0.0028694i,0.0026498+0.0017255i,0.0014079-0.00057991i,0.00069026-0.0013977i,0.00015662-0.0013377i,-0.00055235-0.0013877i,-0.0017904-0.0012705i,-0.0027264-0.0008263i,-0.0015376-0.00018076i,-5.1628e-05+0.0003552i,0.00029018+0.00062718i,0.00033103+0.00071131i,0.00051739+0.00055474i,0.00013509-6.7131e-05i,-0.00048969-0.00032928i,-0.00064795-8.6219e-05i,-4.9346e-05+0.0002751i,0.00073515+0.0002931i,0.0010578+0.00035156i,0.00077983+0.00018398i,-0.00020341-0.00061353i
0.0019071+0.00074295i,0.001098+0.00029263i,0.001749-0.00049721i,0.0024769-0.00075297i,0.0029214-0.000525i,0.0025219-0.0016419i,0.0018661-0.0040552i,0.00069962-0.0063861i,-0.001331-0.0069356i,-0.0028196-0.0057011i,-0.00327-0.0030973i,-0.0027361-0.0010095i,-0.0019694-0.00013281i,-0.0011322+0.00029708i,-0.00025806+0.00048364i,0.00030259+0.0003147i,0.0005967+0.00016114i,0.00068618-0.0004472i,0.0011795-0.00064544i,0.00090855-3.0013e-05i,0.0001813+0.00032223i,0.00045295+5.8417e-05i,0.00086356+0.0003861i
-0.0016462-0.0002677i,-0.00088702-0.00020305i,-0.0013446+0.0018197i,-3.6533e-05+0.0028422i,0.00080879+0.0019752i,-0.00062444+0.0014049i,-0.0022343+0.0016854i,-0.0015765+0.0030422i,0.0002836+0.0037351i,0.0022656+0.0026331i,0.0026747+0.00080071i,0.0017588-1.4893e-07i,0.0014269-3.5201e-05i,0.0010767-0.00023186i,-4.9467e-05-0.00036442i,-0.000722-0.00040251i,-0.00056353+0.0001025i,0.00026163+0.00029535i,0.00056307+4.6551e-05i,0.00058439+0.00038703i,0.00092596+0.00048305i,0.00064357+8.9103e-05i,0.00042584+0.00014549i
-0.0003992-0.00091809i,0.00021479-4.5599e-05i,-3.5529e-05+0.00091862i,-0.00040775+0.0017599i,-0.00049759+0.0021566i,-0.00044905+0.00096451i,-0.000225+0.00015521i,-0.00048144+0.0004218i,-0.00065331+0.00022535i,1.957e-05-0.00014459i,0.00031531+0.00068064i,7.942e-05+0.00081394i,-0.00025366-0.00051832i,-0.0001509-0.0012237i,0.00039779-0.00066834i,2.5446e-05-0.00034544i,-0.00021571-0.00011981i,-3.5772e-05-0.00044865i,0.0005554-0.00065709i,0.00081755-0.00034545i,0.00061919-0.00076897i,0.00038427-0.0012298i,0.00069111-0.00071175i
0.00066152-0.0010908i,0.001392-3.8741e-05i,0.00089367-0.0005644i,-0.00046161-0.00081683i,-0.0013336-0.00019036i,-0.0011693-4.568e-06i,-3.8484e-05+0.0003432i,0.00025988+0.0006422i,-0.00044365+0.00053421i,0.00021138+3.4198e-05i,0.00045692-0.00043842i,-0.00015752-0.00038684i,-3.5493e-06-0.00011167i,-0.00055739-8.0578e-05i,-0.0013599-0.00011705i,-0.001706+5.1978e-06i,-0.0012768+0.00059226i,-0.00071078+0.00079024i,-0.00036524+0.00031326i,-4.9625e-05-0.00025139i,0.00053079-0.00042945i,0.0001116-0.00095138i,-0.00049766-0.00018557i
0.00087902+0.0010123i,0.0015574+0.0011386i,0.0017604+0.00014593i,0.0013384-0.00014549i,0.0012066+0.00019552i,0.0011407+0.00040658i,0.00014945+6.8502e-05i,-1.9618e-05+2.9266e-06i,0.00053836-0.00027172i,0.00028785-0.00023473i,0.00040161+1.3509e-05i,0.0004728-0.00017067i,0.00034717-0.00061647i,0.00032989-0.00063947i,-0.00017968-0.000723i,-0.0012188-0.00083099i,-0.00096592-0.00037285i,4.1441e-05-0.00034506i,0.00075345-0.00034432i,0.00068688+8.1628e-05i,0.00042257-0.00016047i,0.00085544-0.00013544i,0.00091617-7.9565e-06i
0.00070505+0.00042327i,0.0008769-4.563e-05i,0.00091223+0.00056798i,0.00067075+0.0012457i,-7.0825e-05+0.0011017i,-0.00047868+0.00040348i,-0.00067547-7.9804e-05i,-0.00057824-0.00036733i,-0.00050999+6.6865e-05i,-0.00010134+0.0003022i,-7.0681e-05+0.00034917i,-0.00033237+0.00013179i,-0.00017176-0.00062752i,-0.00051044-0.00049422i,-0.00049594+4.161e-05i,-0.00019611-0.00023396i,0.00032101-0.00044519i,0.00081194+0.00025518i,0.0008942+0.00010906i,0.0015365-0.00067392i,0.00089603-0.00078262i,-0.00035113-0.00097782i,-0.00039528-0.00043774i
0.00096424+0.0039878i,0.0010453+0.0039332i,0.00061472+0.004215i,0.0013459+0.001888i,0.0024732-2.9628e-06i,0.001165-0.00073518i,-0.00050113-0.00071063i,-0.00089837-5.6301e-05i,-0.00059646+0.00063455i,-0.00048784+0.00093863i,-0.00067039+0.00036004i,-8.1814e-05+1.8017e-05i,0.00071825-0.00020277i,0.00092052-0.00068887i,0.00036071-0.00046184i,-0.00022599+0.000399i,-0.00064062+0.00076534i,-0.00032873+0.00058261i,0.00081311-0.00013767i,0.00044698-0.00042659i,-0.00028774-0.00024446i,-0.00051428+7.5889e-05i,-0.00043034+3.1497e-05i
-3.2615e-05+0.0016697i,-0.00069661+0.0014911i,9.7239e-05+0.0024389i,0.0012158+0.0016982i,0.0017085+0.00037066i,0.0013044-0.00053582i,0.00088807-0.0014759i,0.00027926-0.0015099i,-0.00056951-7.8654e-05i,-0.00019707+0.00094679i,-3.8683e-05+0.00084358i,-0.00032321-3.6099e-05i,-1.6035e-05-0.00093432i,-0.0001361-0.0011866i,-0.00015568-0.00012279i,-0.00021756+0.00088594i,0.00036877+0.00094997i,0.0011805+0.00058185i,0.0013807-0.00013775i,0.00076104-4.4992e-05i,1.5455e-05-0.00015687i,0.00012162-0.00015086i,-0.00029617-0.0002415i
0.001349-0.0012573i,0.0013565-0.001629i,0.00091139-0.00039732i,0.00021786+0.00075602i,5.5885e-05+0.00077856i,-0.00029797-6.2721e-05i,-9.9746e-05-0.00061583i,-0.00042186-3.0298e-05i,-0.00099882-8.5357e-05i,-0.0014299-0.00089854i,-0.00088841-0.0014051i,8.8465e-05-0.00096789i,6.2484e-05-0.0006613i,-0.00022607-0.00084329i,-0.00040826+0.00026389i,-0.00035007+0.00034001i,-7.7185e-05-0.00075527i,0.0005142-0.0019051i,0.0009446-0.0016281i,0.00061203-0.00071673i,0.00042838-0.00032166i,0.00062412-7.9568e-05i,0.0005519-3.0242e-05i
0.0015504+0.001634i,0.0010708+0.0017434i,0.0012479+0.00093902i,0.00080378-0.00095104i,0.0006144-0.001883i,0.00059953-0.0005161i,0.00022653+0.00044391i,0.00064849+3.3343e-05i,0.00044737-0.00010622i,1.1484e-05-0.00014411i,4.191e-05+5.1355e-05i,0.00025303-0.00031287i,0.00056537-0.00019729i,3.6935e-05+0.00059497i,-0.00026196+0.00048433i,0.0007+0.00035118i,0.001028+4.8969e-05i,0.00018653+3.9216e-05i,-0.0007167+0.00027501i,-0.00071788-4.2643e-05i,-0.00013998-0.00068627i,0.00062645-0.0010966i,0.00048754-0.00091667i
-0.00024928-0.0010782i,-0.0014889-0.00049225i,-0.0019414+0.0007667i,-0.0013525+0.0018911i,-0.00052863+0.0014258i,-0.00041534+0.00011506i,-0.00025812-0.0006133i,0.00047916-0.00067876i,-7.0773e-05-0.0012304i,-0.00094966-0.0010212i,-0.00074749-0.00038705i,0.00033249-0.00033675i,0.00035246-0.00062655i,-0.00048725-0.001027i,-0.00027155-0.0010422i,0.00025748-0.00054249i,8.4327e-05-0.00081275i,-2.9902e-05-0.00048875i,0.00041736-0.00021009i,0.00046101-0.00045319i,0.00010073-0.00038686i,1.6667e-05+1.3978e-05i,3.8324e-05-5.6402e-05i
-2.4815e-05+0.00059601i,0.00061386+0.00077601i,0.00117+0.0005463i,0.00055063-0.00017923i,0.00046642-0.00012982i,0.0001266-0.00010775i,-0.00044202-0.00063681i,-0.00048146-0.00049985i,0.00015304+0.0001847i,-6.5532e-05-0.00021289i,-0.00023476-0.00022744i,9.5682e-05+0.00013728i,0.00014498-0.00060145i,3.7506e-05-0.00094495i,-0.00051979-0.00048023i,-0.00070287-0.00028246i,0.00012662+0.0005065i,0.00079834+0.0013588i,0.00076672+0.00062112i,0.00045102-0.00084236i,0.00053732-0.00063214i,0.00021745-0.00031036i,-0.00025371-0.00047593i
-0.0012346+0.00023572i,-0.00080083+0.0017248i,0.00016752+0.0022045i,0.00067709+0.0015776i,0.00093842+0.00094418i,0.00096489+0.00012577i,0.00045012-0.0001563i,-0.00014742-0.00027097i,0.00034332-6.6806e-05i,0.00085734+0.001009i,0.00027154+0.0015511i,0.00053331+0.00054874i,0.0012764-2.9102e-05i,0.001833+0.00065508i,0.0015448+0.00056325i,0.00075404-0.00020341i,0.00061219+0.00013468i,0.00080452+0.0001052i,0.00051441-0.00038587i,-0.00018466-0.00064982i,-0.00041244-0.00048561i,0.00048981-0.00031406i,0.00095872+0.00013396i
0.00022163-3.1186e-05i,-0.0001024-0.00085692i,0.0017112-0.0010573i,0.0026488-0.00035172i,0.0015251-0.00014269i,-6.9614e-07-0.00042004i,-0.00056147-0.00040598i,-0.00083218-0.00018632i,-0.0010272+0.00011489i,-0.0010002-0.00074171i,-0.00083237-0.00093131i,-0.00065063-0.00036744i,-0.00021303-7.6658e-05i,0.00012933+3.7546e-05i,0.00035374+6.5777e-05i,0.0001076-0.00051504i,-0.00027546-0.00056807i,-0.00014327-0.00044881i,0.00077831-0.00017877i,0.0014695+3.7022e-06i,0.0014032-1.6139e-05i,0.00049946-0.00022183i,-0.00045485-0.00031533i
-0.0015195-0.00096686i,-0.0012279+0.00044266i,-0.0010047+0.0010615i,-0.0012086+0.0020729i,-0.00080177+0.0014636i,0.00017616+0.00034136i,0.0001395-1.5251e-05i,-0.00025786+1.458e-06i,-0.00016943+2.9187e-05i,-0.00064583+0.00016923i,-0.0015159+0.00020785i,-0.0011608-2.8002e-05i,-0.00033135+0.00021759i,0.00029427+0.0011015i,0.00077861+0.00083556i,0.00042002-0.00031209i,0.0001621-0.00055555i,0.00044689-0.00081091i,0.00030774-0.00049044i,0.00028111+0.00056373i,-5.3826e-05+0.001144i,-0.00070391+0.00098615i,-0.00074747+0.00027569i
-3.4666e-06+0.0017662i,0.0017793+0.0022021i,0.002512+0.0019431i,0.0025238+0.00076621i,0.0024322+0.00016928i,0.001118-0.0010613i,0.00027342-0.0018625i,0.00021456-0.0011931i,0.00049358-0.0010204i,0.00072603-0.00061611i,0.00063076+0.00057717i,0.00056221-0.00029221i,0.00063043-0.0010706i,-3.8674e-05-0.00096525i,-0.00025876-0.0011047i,-0.00047601-0.00084285i,-0.00032235+1.0415e-05i,0.00021442+0.00044743i,0.00045172-0.000123i,0.00042876+0.00016719i,-7.1001e-05+0.00017435i,-0.00040349-0.00063576i,5.7676e-05-0.00054512i
0.0001872+0.0017726i,4.665e-05+0.0015536i,0.0008384+0.0011428i,0.0016271+0.00046167i,0.0020552+0.00019147i,0.00079468-5.7128e-05i,-0.00041257-0.00020771i,-0.00030161+1.5394e-05i,-9.0966e-05+0.00043835i,-6.9379e-05+0.00042306i,9.9166e-05+0.00013832i,0.0003502+0.00052265i,0.00040872+0.0006834i,-0.00016645+0.00022456i,-8.8933e-05-0.00013928i,0.00043987+0.00044473i,0.00016829+0.00082084i,-0.00038784+0.00066176i,0.00026424+0.0010971i,0.00061051+0.00063173i,4.5129e-05-0.00060542i,0.00022844-0.0010345i,0.0001343-0.0012933i
0.00039115+0.00015884i,-0.00063868+0.00049708i,-0.00039958+0.00087244i,0.00048638+0.0012705i,0.00098408+0.00083163i,1.4955e-05+5.0231e-05i,-0.00059848-0.00011588i,-0.0011262-1.8967e-05i,-0.001416-0.00019629i,-0.00077716+0.00048358i,-0.00068226+0.00063659i,-0.00061854-0.00019624i,-0.00062776-0.00041951i,-0.00071942-0.00021539i,-0.00036875+0.00034619i,-0.00017453+0.00095526i,-0.00014534+7.257e-05i,0.00032455-0.00022733i,0.00056406+0.00068576i,0.00058418+0.00054331i,0.00038473-0.00034997i,0.00017594-0.00076823i,0.00034795-0.00031065i
0.0017261+0.00033295i,0.0020946+0.00097401i,0.0026754+0.0006697i,0.0021894+0.00047087i,0.0011604+0.00056125i,0.00060452-0.00030167i,0.00014955-0.00067619i,-0.00018168-0.00081013i,0.00026569-0.0012286i,0.00055578-0.00086333i,0.00035782-0.0006922i,0.0003492-0.00092192i,0.00017428-0.0011294i,0.00043172-0.0010032i,0.00058318-0.00092362i,0.00031742-0.00099156i,0.00046879-0.00098792i,0.00059021-0.00095553i,0.00061621-0.00071412i,0.00049945-0.00035394i,0.00069641-2.5053e-05i,0.00075679+0.0001496i,0.00024601-0.00038504i
0.00070763-0.00055413i,0.00071523-4.8727e-05i,-0.00015544+0.0004748i,0.00038239+0.00032698i,0.0012586+0.00032491i,0.00034571+0.00015799i,-0.00080253+0.00033485i,-0.00070864+0.00040282i,0.0001168+0.00043531i,-5.9243e-05+0.00077951i,-0.00065757+0.00091915i,-0.001085+0.00057317i,-0.00049766-0.00072908i,0.00087718-0.0010948i,0.0012168-0.00049613i,0.00061867-0.00037726i,0.00020954-0.00045864i,-0.00012953-0.00057351i,-0.00048634-0.00052048i,-0.00053647-0.00097327i,-0.00018445-0.0014527i,-2.9884e-05-0.00083644i,-0.0002927-0.00020039i
-4.7533e-05+0.00050383i,0.00031622+0.0014494i,0.00011546+0.0021294i,0.00041096+0.0012619i,0.0010302+0.00012457i,0.00042574-0.00048432i,8.9169e-05-0.00057116i,0.00027424-2.4687e-05i,-0.00010965+0.00015315i,-0.00012922-0.00019123i,-0.0002119+0.00020544i,3.9975e-05+0.0007223i,0.00045476+0.00013058i,0.0002707-0.00040409i,0.00028225-0.00038592i,0.00015469-0.00034175i,-0.00026606-0.00016749i,9.5589e-05-0.00011955i,0.00045774+0.00044743i,0.00029993+0.0003921i,0.00048182-0.00012095i,0.00018358-0.00019193i,-4.2392e-05+4.0914e-05i
-0.0023406-0.00025777i,-0.0023276-0.00033041i,-0.00098816+0.00084775i,0.00062468+0.0018983i,0.0015545+0.0018104i,0.0007786+0.00050078i,6.4707e-05-0.00045965i,-0.00020672-0.00045599i,-0.00044413-0.0011668i,-0.00017626-0.0010364i,-0.00048632+0.00010629i,-0.00041565+0.00010005i,5.9557e-05-0.00047412i,0.00021631-0.00060419i,0.00024536-0.00027657i,2.9939e-05-0.00048879i,-0.00046598-0.00069465i,-0.00076326+0.00035226i,-0.00015006+0.00045958i,0.00011412-0.00016051i,0.00020906-0.00065378i,0.00042389-0.00045019i,0.00047566+0.00010841i
0.0020301+0.0004979i,0.0028746+0.001437i,0.002514+0.0016448i,0.0015754+0.00060179i,0.00082739-0.00067545i,0.00026993-0.00057675i,-0.00056792+0.00025846i,-0.00044493+0.00041431i,-0.00019843+0.00013201i,-0.00025069-0.00061284i,2.8822e-05-0.0010622i,0.00032101-0.00031666i,0.000507+0.00029548i,-4.2931e-05-0.00025998i,-0.00052298-0.00029283i,0.0001462+0.00013998i,0.00087319+0.00045144i,0.00055809+0.00043458i,0.00041642+0.0002858i,0.00046684+0.00071719i,0.00062479+0.00075065i,0.00021607+0.0002538i,-0.00033335-0.00032504i
3.6342e-05+0.0011794i,0.00076266+0.0022323i,0.0014066+0.0021215i,0.0015545+0.001693i,0.00080621+0.00097856i,-8.965e-05+0.0002843i,-0.000652+0.00018402i,-0.00041837-0.00023347i,-0.00016851-0.0010474i,-0.00062908-0.0013452i,-0.0010269-0.00073264i,-0.00052317-0.00071326i,0.00060009-0.00014948i,0.00077474+0.00039213i,0.00023262-2.0013e-05i,-0.00025868-4.0478e-05i,-0.00010617-0.00010809i,-0.00012656-0.00024326i,0.00030874-0.00054205i,0.00086433-0.00045566i,2.273e-05+1.7589e-07i,-0.00044151+0.00068625i,-0.00025629+0.00084518i
0.00095604-0.0015177i,0.00069181-0.0014413i,0.0010699-0.0014135i,0.00073306-0.0010528i,-4.6059e-05-0.00058536i,-0.00081238-0.00024603i,-0.0015008-8.8962e-06i,-0.0012886-0.0003819i,-0.00060886-0.00072895i,-0.00036524-0.0010067i,0.00015745-0.00095514i,0.00065451-0.0010389i,8.8146e-05-0.0013554i,-0.00015585-0.0010294i,9.6679e-05-0.00070581i,0.00025677+2.1147e-05i,0.00055202+0.00059731i,0.00074105+0.00028058i,0.00061894-0.0003048i,0.00068532-0.00077838i,0.00038881-0.00091656i,0.00012785-0.00017674i,0.00037347+0.00026818i
0.0043981+0.0001563i,0.0034064+0.00077407i,0.0031162-0.00084585i,0.0023087-0.0022321i,0.00090299-0.0027912i,-0.00058811-0.0018168i,-0.00090526-0.00083481i,-0.00049105-0.0010763i,-0.00043241-0.0010116i,-0.00037846-0.00069501i,-0.00054067-0.00077498i,1.6294e-06-0.00025691i,0.00056846-0.00040126i,0.00035295-0.0012643i,-7.6768e-05-0.00099079i,-0.0001055-0.00039313i,-0.00022662-0.00059655i,0.00012802-0.0010901i,0.00056668-0.00095062i,-6.1525e-05-0.0004747i,-0.00086564-0.00033688i,-0.0010789-0.0010042i,-0.00032133-0.0015228i
0.002954-0.00054709i,0.0029492-0.0010739i,0.0031017-0.0020736i,0.001978-0.0027212i,0.00091202-0.0019977i,0.00026967-0.00051992i,-0.00067378+0.00032417i,-0.000472+4.8488e-05i,-0.00029038-0.00044793i,-0.00063915-0.00056626i,-0.00027443-0.00078232i,0.00011529-0.00086971i,-0.00031504-0.00050652i,-0.0012073-0.00078213i,-0.00060662-0.0016172i,0.00012231-0.00088684i,-0.00063244+0.0002117i,-0.0010062+0.00059026i,-0.00078099+0.00036608i,-3.1405e-05+0.000394i,0.00062418+0.00030131i,0.00036468-0.0001352i,0.00057602-0.00027803i
-0.0008383-0.0011094i,-0.00056375-0.00059004i,-0.00032562+0.00054153i,0.00086302+0.0023073i,0.00099109+0.0021847i,-0.00019206+0.00098081i,-0.0012953+0.00035231i,-0.00098457-3.8931e-05i,-0.00045279-0.00034924i,-0.00085552-0.00060638i,-0.00038508-0.00041051i,0.00073235+0.00014744i,0.00043692+0.00040414i,-0.00037185+0.00048024i,-0.00033385+0.00053666i,0.0002053+0.00021671i,0.00012091-0.00049223i,-5.2562e-05-0.0012263i,0.00075149-0.0014924i,0.00074725-0.0012439i,-0.00015911-0.0011423i,-0.00032482-0.00094828i,0.00034134-0.0005115i
0.0012179-0.0010596i,0.00062308+0.00056092i,-0.0004012+0.000448i,-0.0010607+0.00019382i,-6.5008e-05+0.00063615i,0.00046862+0.00022532i,-0.00047209-0.00081866i,-0.00070851-0.0010248i,-0.00048115-0.0011206i,-0.00022332-0.0012563i,0.00025718-0.00079809i,0.00025172-0.00057883i,0.00018391-0.00058096i,0.00029719-6.021e-05i,-6.2469e-05-6.2107e-05i,-0.00022727+0.00017109i,0.00042383+0.00025554i,0.00088345-4.7285e-05i,0.0010329-0.0012931i,0.00056345-0.0020508i,-0.00033299-0.0010322i,-0.00035415-0.00016306i,0.00010014+0.00023822i
0.0022369-0.0006033i,0.0016686-0.00047991i,0.0023725-0.00044307i,0.0011018-0.0007276i,-0.00061962-0.0012629i,-0.0010412-0.00072629i,-0.000898+0.00012813i,-3.9941e-05+0.00068445i,0.00046104+0.00026338i,-0.00039586-0.00016714i,-0.00056883-0.00020303i,0.00042714+0.00019651i,0.00069753+0.00050622i,0.00051037-5.0749e-05i,0.00018606-0.00051188i,-6.8131e-05-0.00066696i,0.00014327-0.00082587i,0.00019133-0.0001935i,0.00016951+0.00017353i,0.00018949+0.00012629i,0.00015361+0.00038771i,0.00018544+0.00041739i,0.00027654+8.4438e-05i
0.00040411+0.00061035i,-7.5774e-05-3.0135e-06i,-0.0010569-0.0012899i,-0.001021-0.0010629i,0.00015243+2.4819e-05i,-0.0001475+0.00027121i,-0.00066142+0.00068179i,-0.00042261+0.00026486i,2.4123e-05-0.00075622i,0.00039156-0.001199i,0.0001545-0.0015488i,-0.00011709-0.0018266i,0.00023764-0.0010339i,0.00025668-4.2617e-05i,-0.00021731+6.3012e-05i,-3.2276e-05-0.00058499i,0.00030595-0.00096973i,0.00014291-0.00043976i,0.00010916-0.0003655i,0.00012508-0.0003611i,-0.00028278+0.00036661i,-0.00028888+0.00021071i,-0.00022612-0.00056065i
