-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
-0.0010323+0.00051845i,-0.0014965+0.0010591i,-0.00099233+0.0025185i,0.00036255+0.0017749i,0.0020959-0.00015834i,0.0015859-0.0007595i,0.00041263-0.00063456i,-0.00038635+0.00019708i,-0.00058593+4.9719e-05i,0.00022108-0.00038831i,1.2115e-05+0.0001064i,-0.0003742+0.00018008i,-0.00083268+0.00053108i,-0.0015142+0.00055697i,-0.001516+5.0278e-06i,-0.0013732-0.00058566i,-0.0008686-0.00068368i,-0.00040383-4.5913e-05i,-9.7217e-05+0.00040027i,-0.00013863+9.7039e-05i,-0.0002622-0.00078673i,-0.00020203-0.0012795i,-0.00021502-0.00061637i
-0.0010998+0.0017268i,-0.00016656+0.001771i,0.00070122+0.0030061i,0.0011479+0.0036368i,0.0017043+0.0029461i,0.0013499+0.0010151i,-0.00047573-0.00052277i,-0.0016684-0.00063018i,-0.001563-0.00070658i,-0.00059774-0.0007498i,0.0006711+0.00017464i,0.0011014+0.00050152i,0.00015335-0.00061949i,-0.00051881-0.0011434i,-0.00048847-0.00022515i,-0.00021726+0.00010839i,-0.00029998-0.00082596i,-0.00023678-0.00035958i,-0.0005093+0.00048775i,-0.00083388-7.1861e-05i,-0.00095144-0.0002651i,-0.00052282+0.00017924i,-0.00017335-0.0002888i
-0.0020368-4.286e-06i,-0.0031249-0.00025563i,-0.0038665+0.00018283i,-0.001821+0.0023915i,0.0008957+0.0031562i,0.0015449+0.0018421i,0.00032389-0.00011937i,-0.00047042-0.00069799i,-0.00017358-3.4222e-05i,-0.00042096+0.00082557i,-0.0010317+0.00091308i,-0.00044003+0.00084006i,-0.00056244+8.264e-05i,-0.00084477-0.0009893i,-0.00030959-0.00050275i,-0.00017198+0.00050908i,-0.00020893+0.00072185i,-0.00048838+0.00030498i,0.00025136-0.00013982i,0.00076079-0.00038989i,-0.00041072+0.00014252i,-0.00066167+0.00045467i,-0.00031799+5.9114e-05i
0.0012905-0.0006613i,0.00071582-0.00070608i,-0.00013492-0.0007143i,-0.00067927+0.00018241i,-0.00043377+0.0013868i,0.00075254+0.00097336i,-0.00019517-0.00053887i,-0.0011516-0.00033045i,-0.00046864+0.00037371i,-0.0001871-0.00035743i,-0.0003992-0.0006379i,1.9228e-05+0.00014607i,0.00032714+0.0013408i,0.00025543+0.0012281i,-0.00024885+0.00032842i,-0.0004778+0.00021268i,0.00013055+0.00036464i,0.0003606+0.00029095i,0.0003633+0.00037092i,-0.00025818-0.00031397i,-0.00077161-0.001134i,-0.00094261-0.00038435i,-0.00044106-0.00041815i
-0.003131-0.00072579i,-0.0041079-0.00037209i,-0.004968+0.00067144i,-0.0028591+0.00241i,-0.00056838+0.0037119i,0.00018631+0.0019597i,-0.0005589-0.00091053i,-0.00052987-0.0009514i,0.00011231+0.00094184i,7.3734e-05+0.00062724i,-0.00024126-8.9929e-05i,-0.00062814+2.4682e-05i,0.00042724+0.00017788i,0.00099661+0.0003651i,0.00030244-0.00051218i,-0.00055201-0.0010384i,-0.00014937-0.00048554i,0.0002406-9.6136e-05i,-0.0002269+0.00020218i,-0.00039068+0.00061195i,-0.00022878+0.0005018i,-0.0004432+0.00031048i,-0.00036934+0.00023515i
-0.00045228-0.0013877i,0.00033186-0.0016596i,0.00015518-0.00059382i,-0.00067896+0.0011214i,0.00029053+0.0027003i,0.0010444+0.0018228i,3.2196e-05-0.00039111i,-0.0010638-0.00081893i,-0.0008916-0.00057527i,-0.00060112-0.00051935i,-0.00070472+0.00010899i,-0.00035071+0.00070376i,0.00010649+0.00062205i,0.00042467-5.8009e-05i,0.00032763-0.00026202i,3.6779e-05+0.00015922i,0.00031285+0.00015576i,-9.7325e-05+0.0003093i,-0.00084293+0.00060756i,-0.00060566+0.00028979i,1.593e-05-0.00020875i,-9.1511e-05+0.00026635i,-0.00045785+0.00040979i
-0.00099001-0.00027528i,-0.0019257+0.001193i,-0.0034008+0.0024562i,-0.0034139+0.0032929i,-0.0013521+0.0024678i,-8.0227e-07+0.00065542i,-0.000456-0.00021774i,-0.00027018+0.00035612i,0.0004022+0.00023259i,-5.097e-05-0.00053874i,-0.00089832-0.00081954i,-0.00083448-5.7751e-05i,-2.6083e-05+0.00018136i,0.0001365-0.0005829i,-0.00056098-0.00094993i,-0.00081065-0.00032095i,-0.0010996+0.00043257i,-0.00072662+0.00043005i,0.00020823+0.00051532i,0.00039778+0.00031101i,0.00031151-5.9355e-05i,7.6489e-05+0.00014i,4.4833e-05-0.00013705i
0.0023155+0.00075209i,0.0016716+0.00062946i,0.00064612-0.00012666i,0.0005461+0.00088848i,0.0011309+0.0020041i,0.00081199+0.00045054i,-0.0012776-0.0015092i,-0.0023988-0.0011546i,-0.0013646-0.00064716i,-0.0008236-0.00082711i,-0.0010671-0.00038986i,-0.00047926-0.00035964i,0.00033404-0.00064481i,0.00013697-0.00050475i,-0.00044451-0.00013748i,-9.6204e-05-0.00053367i,0.00023899-0.00094828i,-0.00054348-0.00092222i,-0.00092658-0.00071575i,-0.00043144-0.00040825i,6.77e-05+0.00028541i,0.00052964+0.00076333i,0.00084327+0.00032478i
-0.00071519-0.00015134i,-0.0010851-0.0013591i,-0.00168-0.0014978i,-0.0011101+0.00059455i,0.00019613+0.0021321i,0.00061832+0.0013033i,4.467e-05+0.00021588i,-0.00053722+0.00018032i,-0.00020284-4.3151e-05i,9.5287e-05-5.3147e-05i,-0.0001981+0.00011127i,0.00011279-0.00016363i,-0.00011276-0.00020207i,-0.0004404-1.5336e-05i,-0.00014656+0.00010524i,0.00010025+8.8007e-05i,-8.5536e-05+3.0164e-05i,-0.00042825-0.00037767i,-0.00046941-0.00080486i,-0.00057756-0.00031063i,-0.00030814+0.00050385i,-9.2766e-05+0.00077735i,-0.00034465+0.00049358i
0.00029509-0.0005715i,-0.00041291+0.00020978i,-0.0013934+0.0012874i,-0.0013889+0.0021612i,-0.00016497+0.0019445i,-0.00011076+0.001013i,-0.0010234+5.9616e-05i,-0.00073749+8.2819e-05i,0.00016981+0.00023873i,-8.2718e-05-0.0003099i,-0.00099483-0.00019552i,-0.00055623+2.7909e-05i,0.00030647-0.00059387i,-5.3503e-05-0.0002489i,-0.00070257+0.0002766i,-0.00060947-0.00019489i,-0.00034779-0.00073005i,8.2637e-05-0.00094559i,-0.00021454-0.0010521i,-0.0004065-0.00027265i,0.00010218+0.00038127i,0.00011052+0.00057522i,0.00019963+0.00027758i
-0.0018816-0.0016802i,-0.0012555-0.00012235i,-0.0016998+0.0013698i,-0.0010374+0.0026115i,0.00080588+0.0033717i,0.0012709+0.0019727i,0.000452+0.00039963i,-0.00053607+0.00025038i,-0.0013359+0.0003845i,-0.0011823+0.00052022i,-0.00071616-7.0669e-05i,-0.00054901-0.00029394i,-0.00036421-0.00051742i,2.4371e-05-0.00062711i,-1.4736e-05-0.00035723i,-0.0001705-0.0006661i,-0.00035527-0.00067317i,-0.0004604-0.00015823i,0.00012227+0.00022482i,0.00015721+0.00026483i,0.00011076+0.00046136i,-0.00057024+2.69e-05i,-0.0014334-0.00068133i
-0.0012034-0.0013113i,-0.001935-0.0017272i,-0.003166-0.00072614i,-0.0026212+0.00068712i,-0.00075612+0.0022757i,0.00099882+0.0012904i,0.00070924-0.00011373i,-0.0010394+1.159e-05i,-0.0017533-0.00057138i,-0.0016227-0.00081468i,-0.0013308-3.2443e-05i,-0.00017716+0.00088374i,0.00070538+0.00061516i,1.4765e-05+0.00023997i,-0.0010893+0.0004843i,-0.00054797+2.1714e-05i,-0.00020468-0.0003343i,-0.0010306-0.00045098i,-0.00091283-0.00083402i,0.00045511-0.00056338i,0.00099835-0.00023499i,0.0007857-0.00028821i,0.00037329-0.0003836i
0.00027264+0.0024294i,0.00025163+0.0024288i,0.0012012+0.0013328i,0.0017838+0.00038123i,0.0022533+6.207e-05i,0.0015413-0.00080165i,0.0001115-0.00057547i,-0.00082167-0.00010108i,-0.00082257+0.00029565i,-0.00076416+0.00026162i,-0.001101-0.00012764i,-0.0010118+0.00043079i,-0.00082559+0.00047664i,-0.00093692-9.5826e-05i,-0.0017821+0.00018501i,-0.0014572+0.00046516i,0.00032726+0.00082364i,0.0016845+0.0011428i,0.0014642+0.00063919i,1.4042e-05-0.00069011i,-0.0002102-0.0011421i,0.00072137-0.00081657i,0.00099496-0.00025434i
-0.00067445-0.001247i,-0.0023393-0.00066815i,-0.0034678+0.00056951i,-0.0024926+0.00209i,-0.00040794+0.0023745i,-3.7529e-05+0.0016913i,-0.0011702-0.00042366i,-0.0017203-0.0012985i,6.2084e-05-0.00057128i,0.00052434+0.00015945i,-0.00073971+0.00049461i,-0.0010589+0.0002928i,-0.00025565+0.00046617i,0.00067876+0.0005362i,0.00026584-0.00039263i,0.00023482-0.00081112i,-0.00029157-2.4535e-05i,-0.00091562+0.00033487i,-0.00024982+7.0734e-05i,4.6213e-05-4.9627e-05i,-6.2805e-05-0.0002616i,-0.00023888-7.5822e-05i,0.00022226+0.0004841i
0.0009925-0.00042856i,0.0013489+0.00090987i,0.0011233-9.7055e-05i,0.00034208-0.0005478i,-8.4708e-05+0.00050445i,-0.00033315+0.00049246i,-0.00063428-0.00033074i,0.00021106-0.00020152i,0.00046593+0.00056635i,-0.00049138+0.00033987i,-0.0012422-9.6765e-05i,-0.00095801+0.0003332i,-0.00042396+0.00046411i,-0.00053792+0.00020954i,-0.00053389+0.00055687i,-2.0764e-05+0.00073963i,-7.2367e-05+0.00052867i,-0.00026256+7.1319e-05i,-0.00069277-0.00043788i,-0.00086759-0.00067i,-0.0002925-9.4072e-05i,-9.4042e-07+0.00056432i,0.00010242+0.00087215i
0.00077914-0.0002059i,-0.00060144-0.00038277i,-0.0029084+0.00030373i,-0.0025719+0.0017364i,-0.0002842+0.0026943i,0.001379+0.0010303i,0.00024757-0.00093981i,-0.00099473-0.00036429i,-0.00077094+0.0008464i,-0.00078574+0.00067242i,-0.00040787+0.00015118i,-0.00023019-0.00014373i,-0.00083339+0.00041623i,-0.00095379+0.00076921i,-0.00082169+0.00034834i,-0.00085855+0.00031904i,-0.00025536+0.00082814i,0.00063033+0.00081256i,0.0008828+0.00032321i,0.0010568+0.00024223i,0.00039658+0.00067197i,-0.00081944+0.00044479i,-0.00087931-7.1744e-05i
0.0024137-0.00055914i,0.0016772-0.0010139i,0.00064541-0.001907i,-0.00030509-0.0017494i,0.00024622+0.0003848i,0.00014855+0.00054441i,-0.0006144-0.0013512i,-0.00096035-0.0015262i,-9.9643e-05-0.00092059i,0.00020766-0.00055871i,-0.00023955+0.00021664i,0.00040153+0.00043459i,0.00049761-0.0002412i,-4.6394e-05-0.00048437i,-0.00036058-9.5817e-05i,-7.6356e-05-5.548e-05i,0.00043016+1.3836e-06i,-0.00023514+6.1858e-06i,-0.00085969+0.00079054i,-0.00051206+0.0011455i,0.00018724+0.0010024i,-0.00015628+0.00048408i,-0.00042513-0.00024253i
-0.00061871+5.9934e-05i,-0.0015686-0.0002158i,-0.0030301-0.00085105i,-0.0023613+0.00016054i,-0.00044075+0.0006621i,-0.00023906-0.0005993i,-0.00092429-0.0013378i,-0.001094-0.001147i,-0.00090872-0.00055641i,-0.0014428-0.00081248i,-0.00097394-0.00053759i,-0.00060245+0.00042356i,0.00011443+0.00091055i,0.00031709+0.00061095i,-0.00094576-0.0001822i,-0.0010667-0.00034913i,-0.00028486-0.00017588i,-0.00014816-6.1485e-06i,-9.7343e-06+5.6244e-05i,0.00022793-0.00052086i,-0.00040986-0.00026427i,-0.00064287+0.0003877i,-0.00014865+0.00045258i
4.2033e-05+0.00064496i,-0.0001396+0.000507i,0.0001346+0.0014654i,0.0014731+0.0021484i,0.0023531+0.0027257i,0.0015315+0.0018102i,0.00045588+0.00028866i,-0.00035031+3.5259e-05i,0.00033548+0.00055465i,0.00080819+0.00052538i,-0.00083514+0.00072195i,-0.0011325+0.00075066i,-0.00065337+0.00036124i,-0.00060385+0.00027313i,-0.00086035-0.00011082i,-0.00065984+0.00013122i,5.9898e-05+0.00061747i,0.00025525+0.00035123i,0.000246+0.0006019i,0.00017135+0.00057105i,-0.00018582+0.00035471i,-0.00058999+0.00017767i,-0.00047092-0.00035101i
-0.00050908-0.0019362i,-0.00099062-0.0021636i,-0.002891-0.0015146i,-0.0029911-0.00024885i,-0.00040089-2.5596e-05i,0.0005563-0.0008741i,-0.00037881-0.00069208i,-0.00090962+5.9924e-05i,-0.00042533+0.00025759i,-0.00013069+0.00031291i,-0.00084191+0.00091849i,-0.0011553+0.00099009i,-0.00030565+5.7489e-05i,-5.0043e-06-0.00034253i,0.00011648+0.00048858i,0.00028484+0.00046437i,-0.00040671+0.00030515i,-0.00040928+0.00025492i,-0.00013335+7.0708e-05i,-7.4967e-05+0.00028477i,0.0004142+0.00041562i,0.00073262+0.00073283i,0.00055273+0.00049728i
-7.8789e-05+0.0027403i,-0.0013993+0.0024211i,-0.00031687+0.0018732i,0.0015141+0.0020377i,0.0014805+0.0011905i,0.0010244-4.8716e-05i,-3.1901e-05-0.00055397i,-0.00092119-0.00095963i,-7.7047e-05-0.0010645i,0.00044516-0.00058903i,-3.6667e-05-0.00041651i,-0.00042022-0.00092782i,-0.00050897-0.0015959i,-0.00029359-0.0017679i,-6.7348e-05-0.00076027i,4.2239e-05-4.2073e-05i,-9.1852e-05+0.00063173i,-0.0003443-0.00010044i,-0.00043954-0.0012452i,-8.2526e-05-0.00056747i,0.0001488+0.00018566i,-0.00012301+0.0004548i,-0.00019553+0.00053923i
-0.0016863-0.0021334i,-0.0012627-0.0024901i,-0.0015643-0.0019236i,-0.0015019-2.9929e-05i,-0.00030166+0.00036776i,0.0007566-0.00098931i,0.00077656-0.0010184i,-0.00074888-0.00031711i,-0.00097408-0.00036566i,-0.00098024-0.00049298i,-0.0011976-2.0085e-05i,-0.00065395+0.00026147i,-0.00033458+0.00033299i,-0.00039809+0.00039083i,-0.00018485+0.00018471i,-0.0001472-0.0006809i,-3.9938e-05-0.0011191i,0.00065479-0.00069244i,0.00070202-0.00014705i,0.00029244+0.00030288i,0.00026409+0.00032996i,0.00012743+1.8305e-05i,-0.00021925+0.00027596i
0.00071591-0.00051472i,0.00058489-0.00020237i,-0.00021645+0.0006731i,0.00013395+0.0013632i,0.00038894+0.00084883i,-0.00024354-1.454e-05i,-0.00062292-0.00022673i,-0.0007937+0.00022317i,-0.00057035+0.00061545i,-0.00078437+0.00018581i,-0.00074984+0.00023319i,-0.00080375+0.00024296i,-0.00037087-0.00024969i,0.0001079-0.00054244i,0.00023489-0.00010473i,-0.00023095-0.00017348i,-0.00014459-3.1205e-05i,-0.00020403+0.00052577i,-0.00079099+0.00011167i,-0.0014103-5.8424e-05i,-0.00077759+1.197e-05i,0.00039282-0.00035368i,0.00033964-0.00046885i
0.00098598+0.00047182i,-0.00032167-0.00033109i,-0.00084497-0.00043688i,-0.0010655-0.00063988i,-0.00026687-0.00067925i,0.00047319-0.00087989i,-0.00039515-0.0013312i,-0.00085305-0.00046001i,0.00034689-0.000218i,0.00041004-0.0017187i,-0.0010237-0.0016766i,-0.0013322-0.00046184i,-0.0011559+0.00019416i,-0.0010145+0.00012074i,-0.00064441-0.00013934i,-0.001066+0.00048865i,-0.00076879+4.0053e-05i,-0.00016586-0.00098247i,-0.00016073-0.0011327i,-0.00037856-0.00051198i,-0.00040939+0.00026485i,-0.00017189+0.0007642i,-0.00015247+0.00053523i
-0.0016849-0.00087171i,-0.0012148-0.0013855i,-0.0013646+0.00020512i,-0.00056442+0.0018195i,0.0010582+0.0019176i,0.0011084+0.00022796i,-0.00033481-0.0010057i,-0.001094-0.00047717i,-0.00066606+0.00064522i,-0.00023957+0.00071054i,-1.5265e-05+0.00025471i,-6.0607e-05+0.00029163i,0.00031562+2.0032e-06i,0.00045218-0.00026751i,-0.00019994-7.2139e-05i,-0.00060901+0.00011583i,-0.0005482+0.00032486i,-9.2893e-05+0.00064932i,0.00018635+0.00071952i,-4.2916e-05+7.4059e-05i,-0.0010743-0.00044378i,-0.0011419-0.00027969i,-0.00067087+0.00044543i
0.00021674-1.202e-05i,-0.0011075+6.7185e-06i,-0.0020972-0.00064317i,-0.0019601+0.00027443i,-0.00060436+0.00098738i,-9.7884e-05+0.00024235i,-0.00067985-0.00084471i,-0.00053417-0.0013926i,2.5934e-05-0.0013727i,-0.00069345-0.00032199i,-0.0013167+0.00018904i,-0.0011741+0.00056507i,-0.00086745+0.00077199i,0.00029129-0.00031967i,0.00026357-0.00060353i,-0.00043712-0.00066904i,-0.00084716-0.00036494i,-0.00062243-9.8651e-05i,-3.0379e-05+0.00021204i,-0.00055601-0.00020598i,-0.0006261-0.00076875i,8.9961e-05-0.00059092i,0.00060428+0.00024238i
-0.0027679-0.0014796i,-0.0033109-0.0013692i,-0.0028871+0.00035268i,-0.0013953+0.0029968i,0.00080013+0.0036984i,0.0016206+0.0011528i,0.00065316-0.00063294i,-0.00016257+0.00039261i,-0.00041558+0.00079168i,-0.00090506-1.7735e-05i,-0.00044806-0.00020889i,0.00059826+0.00020574i,0.00040786+0.00025328i,-0.00026713-0.00043912i,-0.00037594-0.00063999i,-0.00046712-2.9597e-05i,-0.00026755+0.00038194i,0.00048356+0.00067798i,0.0005878+0.00063822i,0.00017998-3.2201e-05i,0.00058667-0.00048429i,0.00063578-9.7028e-05i,4.2336e-05+0.0001263i
0.0018809+0.0022105i,0.0019195+0.0019274i,0.0015554+0.0012086i,0.0013454+0.00027734i,0.001146+7.5036e-05i,0.00083922-0.00039044i,-0.00072656-0.0012458i,-0.0010782-0.00063823i,-0.00025212+0.00065245i,0.00042762+0.0007748i,0.0002955+0.0005148i,0.00018565+0.00040141i,0.00027196+0.0015251i,0.00044501+0.0020382i,0.00084095+0.0012117i,0.00033523+0.00070514i,0.0001699+0.00038472i,0.00046763+6.1938e-05i,7.7188e-05-4.3833e-05i,-0.00090781+1.1364e-06i,-0.0006601-0.00030434i,0.00033353-0.00041958i,0.00055145-0.00034158i
-0.0024811-0.0013298i,-0.0024813-0.0014636i,-0.0024394+0.00034505i,-0.001243+0.002431i,0.0013387+0.0024482i,0.0019531+0.00098645i,-7.3788e-06-0.00031422i,-0.0012236-0.00035309i,-0.0006722-0.0007198i,-0.0007346-0.00073075i,-0.00086208+0.00039353i,-6.2315e-05+0.0007578i,0.00055592-0.00013452i,-0.00020909-4.26e-05i,-0.00091202+0.00081165i,-0.00035124+0.00054797i,-0.00021321-0.00044324i,-0.00016354-0.00029763i,0.00041233-0.00018171i,0.00023089-0.00029225i,-5.9664e-05+0.00016557i,-0.00062231+0.00036476i,-0.0014588+0.00033884i
-0.0017158+0.00073919i,-0.0024937+0.00062291i,-0.0033997+0.0013749i,-0.0021404+0.0017952i,0.00015922+0.001183i,0.00080151-0.00014004i,-0.00021925-0.0012987i,-0.0010265-0.00082682i,-0.00065105+0.00028352i,2.201e-05+0.00018626i,0.00019233-0.00024303i,0.0003967-0.00022356i,0.00083793-0.00043219i,-0.00014271-0.00055563i,-0.0015861+0.00027144i,-0.0018007+0.001067i,-0.00093914+0.00084223i,-9.1364e-05-1.8337e-05i,0.00038872-0.00026855i,-7.7078e-05-0.0007268i,-0.00088993-0.0010317i,-0.0010937-0.00062216i,-0.00077197-0.00037506i
0.00085601-0.0019746i,0.0001064-0.0023995i,-0.00080637-0.0018541i,-0.0011673+0.00014634i,-2.7376e-05+0.0019073i,0.00081043+0.0015304i,0.00048876-0.00039184i,-0.00020551-0.0010264i,-0.00068612-0.00088986i,-0.00096219-0.00050141i,-0.00060993+0.00041471i,0.00033523+0.00048738i,0.0010145-0.00029642i,0.00039128-7.0665e-05i,-0.00063598+7.0559e-06i,-0.0006875+0.00016558i,-0.0010582+0.0003394i,-0.0013933-0.00038951i,-0.0013991-0.00015343i,-0.00094125+3.8965e-05i,-0.00056988+6.8654e-06i,-0.00053404-0.00062458i,-0.00044659-0.00070326i
0.0004884+0.0017706i,-8.9298e-05+0.0022847i,-6.2176e-06+0.0019342i,0.00026376+0.0015889i,0.0010217+0.00082703i,0.0010297-0.0006861i,-0.00033043-0.0015896i,-0.00088841-0.00056257i,-0.00048576+0.00014418i,-8.2692e-06-7.65e-05i,-7.0698e-05-0.0001269i,-0.00034208+0.00044186i,0.00012912+0.00082076i,0.00055646+0.00066715i,4.8734e-05+0.00035942i,-0.00072506-0.00013898i,-0.00044802-0.00015587i,-3.0474e-05+0.00057906i,-2.1111e-05+0.00055021i,0.00028095+9.0899e-06i,-0.00018112-0.00047454i,-0.0006839-0.00069322i,-0.00020376-0.00063198i
-0.0030888+0.0008943i,-0.0025804-0.00027503i,-0.00064958+6.9304e-05i,0.00012466+0.0015024i,0.0011661+0.001341i,0.00091398+0.00053222i,-0.00044197-0.00042315i,-0.0011268-0.00076565i,-0.0010107-0.00015143i,-0.00073787-8.2363e-05i,-5.1739e-05-0.00041506i,7.7746e-05-0.00051269i,-0.00032537-0.0005501i,-0.00039271-0.00049751i,-0.0011681-6.3942e-05i,-0.00087817+7.6129e-05i,-4.7789e-05-0.00033i,8.309e-06-0.00036366i,-0.00028622-0.00053497i,0.00016999-0.0010043i,0.00037099-0.0011719i,-0.00065804-0.00066203i,-0.00081978+0.00076835i
0.001925-0.00027625i,0.00071192+0.00071834i,-7.6639e-05+0.001941i,0.00023351+0.0026892i,0.0008396+0.0017685i,0.0010654-0.00014304i,0.00026841-0.00050361i,-7.4128e-05+4.8607e-05i,0.00040488+0.00016807i,0.00077079+0.00018714i,0.00074241+3.8114e-06i,0.00090701-1.1982e-05i,0.0010044-8.7459e-05i,0.00050387-0.00036115i,0.00030159-0.00032792i,0.00034992-0.00035963i,0.00027852-0.00011603i,0.00010604+0.00019535i,0.0004456-0.00010474i,0.0001112-0.00030548i,-0.00039342-0.00040634i,-0.00049135-9.0223e-06i,-0.0009427-1.2932e-05i
-0.002514+0.0021318i,-0.0012934+0.0025003i,-0.00051742+0.003825i,0.00093818+0.0041115i,0.0025013+0.0029372i,0.0015911+0.00074063i,5.8514e-05-0.00084483i,-0.00080171-0.00086518i,-0.0002872-0.00030619i,0.00094311+0.000418i,0.00091658+0.00051132i,0.00052538-0.00018145i,8.1991e-05-0.00016411i,-0.00057095-0.00058784i,-0.00063549-0.00054109i,-0.00014357+0.00033712i,0.00048127+0.00045517i,0.00047735+0.00088107i,-0.00020704+0.00087703i,-0.00054266+0.00013441i,-0.00072809-1.6866e-05i,-0.00025182-0.000646i,0.00036684-0.00061748i
-0.00058852-0.00063709i,-0.0016326-0.00081521i,-0.00097036+0.00096103i,-0.00026816+0.0012687i,0.0011867+0.00089046i,0.0016712+0.00030463i,0.00045529-0.00049705i,-0.00033386-0.00056493i,-0.00096824-0.00019089i,-0.000759-0.00011939i,-0.00060741+9.0782e-05i,-0.00086536-0.00044342i,-0.001455-0.00072088i,-0.0017783+4.3898e-05i,-0.0013029+0.00040128i,-0.00087472+0.00071995i,-0.00042881+0.00048232i,0.00012398+0.00019583i,0.00029297+3.6458e-05i,0.00012441-0.00019374i,-0.00055078-0.00028832i,-0.00031012-0.00035856i,0.00056694-0.00024696i
0.00029624+0.00099854i,-0.00027039+4.5267e-05i,-0.00044069+0.0012123i,-0.00043173+0.0022343i,-3.5849e-05+0.0018978i,0.00039461+0.00012765i,-0.00027898-0.0012294i,-0.0012107-0.00083236i,-0.00048919+0.00027277i,0.00037212+0.00064164i,0.00043788+0.00078475i,0.0010334-0.00014932i,0.00065767-0.00039519i,-0.00025906-8.2176e-05i,-0.00057651+8.0332e-05i,-0.00067885+0.00035934i,-0.00028508+3.9947e-05i,-1.7193e-05-3.0965e-05i,-0.00025007+4.7797e-05i,-0.00051885-0.00042971i,-0.0011211-0.0014313i,-0.0010141-0.00026835i,-0.00070754+0.0012067i
-0.00078851-0.00092045i,-0.0018505-0.00064439i,-0.0029089-0.00093492i,-0.0017528+0.00016428i,0.00033042+0.0014781i,0.00093811+0.00096152i,-2.5698e-06-0.0006011i,-0.00050985-0.00065259i,-0.00022213-1.4753e-05i,-0.00097472+7.1684e-05i,-0.0016571+0.00010618i,-0.00083777+0.00051912i,-0.00010957-4.4057e-05i,-0.00063886-0.00057151i,-0.00087522-0.00058891i,-0.00080026+0.00025567i,-0.00013838+0.00070171i,0.0008285-0.00014856i,0.0009659-0.00077269i,0.00069653-0.00057933i,0.00066337-0.00021794i,-7.9215e-05-5.1835e-05i,-0.00099737-0.00015073i
-0.00046078-0.00093172i,-0.0019838-0.0017028i,-0.0038788-0.0010398i,-0.0034104+0.0011853i,-0.001112+0.0025508i,4.3988e-05+0.0010624i,0.00039124-0.00050111i,-0.00014394-0.00025305i,-0.00066868+0.00022841i,-0.00087658+0.00071184i,-0.001036+0.00066437i,-0.00065063+0.00032815i,-0.00010124+0.0003422i,0.00033-0.00051581i,0.00032991-0.0015023i,0.00051621-0.00080814i,0.0004764-0.00013331i,-0.00061704-0.00040936i,-0.0011715-0.00069526i,-0.00037138-0.00076155i,0.00046469-0.00015884i,1.7973e-05-0.00045487i,-0.00071271-0.00083106i
-0.0011881+0.0022506i,-0.00065665+0.0023273i,-9.4007e-05+0.0026088i,0.00073476+0.0019141i,0.0017524+0.0020378i,0.0018922+0.0012695i,0.00038162-0.00043403i,0.0002414-0.00072887i,0.00086885-0.00032412i,0.00056161-0.00072894i,0.00018675-0.00087815i,8.8859e-05-0.00022099i,-0.00034328-6.6397e-05i,-0.00076247-0.0010175i,-0.00080244-0.0015464i,-0.00080313-0.00081196i,-0.00026492+0.00011395i,-0.00021278+0.00064413i,-0.00040591+0.00021985i,0.00020337-0.0010305i,0.00054414-0.0012619i,0.00046165-0.00022025i,0.00021323-1.3896e-05i
-0.00015224+0.00014689i,-0.00094941-0.0005588i,-0.0020702-0.00012959i,-0.0012963+0.00089417i,0.0016258+0.0016132i,0.0017649+0.00018391i,-2.9524e-05-0.0014774i,-0.00085592-0.0014017i,-0.00067063-0.00082478i,0.00018642-0.00025776i,-1.0411e-05+0.00068414i,-0.00042855+0.0011231i,-0.00057641+0.00010383i,-0.00010369-0.00024903i,0.00043592+0.00034762i,-0.00020239+0.00027943i,-0.00040114+0.00026391i,-0.0009105+0.00036679i,-0.0010534+0.00017918i,1.1039e-05-0.00025732i,0.00038532-6.9443e-05i,8.9424e-05+0.00020429i,0.0002698+0.00023379i
-0.0018313+0.00067214i,-0.0021835+0.00074051i,-0.0012616+0.0019136i,-0.00065094+0.0027389i,0.00039069+0.0025368i,0.00091387+0.0007409i,0.00048516-0.000552i,-6.6746e-05+4.3828e-05i,-0.00058704+0.001113i,-0.00062725+0.0010078i,-0.00069849+0.0010886i,-0.00047904+0.001087i,0.00048937+0.00022724i,0.00059728-0.00059528i,5.8431e-05-0.00038142i,-2.4948e-05+0.0005311i,0.0006999+0.00015676i,0.0010901-0.00017472i,0.00061653+0.00015866i,8.4836e-06+0.00027491i,-0.00020258+0.00015828i,-0.0001058-0.00011924i,0.00033215+5.3361e-05i
