-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
-0.00086078+0.00134i,-0.00083741+0.002067i,-0.00028423+0.0018239i,-0.00028602-1.8582e-05i,-0.00076016-0.0014899i,-0.00044694-0.0014697i,6.4393e-05-0.00055409i,4.1723e-05+0.00046375i,-0.00030587+0.0015428i,-0.00057374+0.0012487i,-0.00055113+0.0001065i,-0.00044345-0.00011906i,-0.00031505-4.5955e-05i,-0.0002616+7.9203e-05i,0.00014295+0.00051885i,0.00057193+0.0013679i,0.00064533+0.0010922i,0.0002502+0.00027014i,1.6128e-05-3.8744e-05i,0.00010989-6.0632e-05i,0.00038725+0.00054151i,0.00031559+0.00075237i,-0.00047762+0.0007898i
0.001256+0.00030974i,0.0020701+5.3522e-05i,0.0019049-0.00051206i,0.00056836-0.00044314i,-0.00052034-0.00020511i,-0.00054345-0.00014018i,0.00049627+0.00030103i,0.00029139-0.00025254i,-0.00036421-9.9333e-05i,-0.00037045+0.00054673i,0.00016748+0.00061596i,0.00030609+0.00028872i,0.00018505+4.2851e-06i,0.00014791+0.00043391i,-0.00043709+0.00067036i,-0.00019099+0.00086192i,0.00016289+0.00076793i,-0.00018403+0.00063131i,9.39e-06+0.00019328i,3.3174e-05-0.00042654i,-2.3791e-05-0.00054548i,0.00085255-0.00013561i,0.00082652+0.00019553i
-0.00089222+0.0012754i,0.00023636+0.00227i,0.00065008+0.0019123i,0.00057329+0.0010604i,-0.00031626+0.00076758i,-0.00052665+0.00041564i,-0.00050653-0.00065061i,-0.00072762-0.00018156i,-0.00059086+0.00061154i,-0.00033383+2.8178e-05i,0.00032776-0.0001404i,0.00080522-0.00023698i,0.001241-0.0002694i,0.0014422-0.00011771i,0.00084404-0.00012633i,0.00061037-0.00037338i,0.00063732+2.6459e-05i,0.00047293+0.00041389i,0.0002913-0.00011417i,0.00018584-0.00057755i,0.00052234-0.00040923i,-0.00024562-0.00024889i,-0.00061741-0.0003333i
0.0006014-0.00050193i,0.00083983-0.00059683i,0.0011068-3.624e-05i,-4.7268e-05-0.00044506i,-0.00098629-0.00074949i,-0.00074497+4.2212e-05i,4.0019e-05+0.0003723i,-0.00067055-6.4389e-05i,-0.00069286-0.00026535i,0.00028174-0.00022955i,0.00054698+0.00065534i,0.00067474+0.0011974i,-0.00031142+0.00055717i,-0.00034197-0.00042458i,0.00069226-0.00049823i,0.0010226+0.00021779i,0.00046225+0.00043653i,-0.00038353+0.00054673i,-0.00046766+7.7934e-05i,0.00032454-0.0001681i,-5.9611e-05-0.0003601i,-0.00085898-6.9898e-05i,-0.00029136+6.6605e-05i
-0.00063295+0.0014085i,-0.00021123+0.0012549i,0.0004061+0.00036971i,0.00010743-8.8524e-05i,-0.00019886-0.00045839i,0.00028242-0.00040215i,0.00047395-0.00029659i,-0.00054334-0.00024374i,-0.001712+0.00018703i,-0.001547+0.00048531i,-0.00017617+9.8593e-05i,0.0010946-6.1256e-05i,0.00072763+0.00034464i,-0.00033036+0.00043622i,-0.00085232+7.0763e-05i,-0.0012368-2.4472e-05i,-0.001293+0.00035536i,-0.0012863+0.00079012i,-0.00070632+0.0010836i,0.00019704+0.0004205i,-5.2543e-05-0.00028351i,-3.3794e-05-5.8151e-05i,0.00018261-0.00021163i
0.0013274-0.00021429i,0.0014308+0.00069693i,0.00036369+0.0010711i,-0.0007437-0.00050419i,-0.0010934-0.00162i,-0.0007154-0.00075211i,-0.00035449+5.9311e-05i,-0.00071283+0.00027832i,-0.00085666+0.00068278i,-0.00025072+0.00072996i,0.00019851+0.00042161i,-9.4858e-05+0.00018293i,-0.00021938+0.0005265i,-0.00079798+0.0012723i,-0.00057508+0.0012197i,0.00067216+0.00072158i,0.00086596+0.00065118i,-8.8695e-05+0.00048791i,0.00040898-0.00012736i,0.00062677-0.00036561i,0.00074816-0.00051623i,0.00089892-0.0005097i,7.021e-05-0.00042715i
-0.00073527+0.00072444i,-4.2285e-05+0.00026316i,0.00082181+0.00010635i,0.00034109-0.0013549i,-0.00049275-0.0022211i,-0.0012702-0.0015856i,-0.0010902-0.000822i,-0.0010295-0.00024298i,-0.0013693-0.00027536i,-0.00084924-0.00075112i,-0.00041734-0.00057672i,-0.00011935+0.00067793i,-0.00035911+0.0012848i,-0.0009023+0.0012255i,-0.0012374+0.0012601i,-0.0016562+0.000985i,-0.001041+0.00068217i,0.00011098+0.0002971i,0.00024986+0.00035094i,8.2484e-05-5.3958e-05i,0.00055402-0.00019348i,0.00054607-0.00034067i,-0.00070362-0.0013909i
0.00052565-0.001007i,0.0011406-0.00084186i,0.00038089-0.00057763i,-0.00036453+0.0005882i,-0.00090338+0.0012216i,-0.00089636+0.00070958i,-0.00081745-0.00027445i,-0.00029772-0.00057866i,-0.00039835-0.00037974i,-0.00065489-0.00018217i,0.00047452+0.00029915i,0.001533+0.0003669i,0.0012548+8.0239e-05i,0.00098574-0.00011609i,0.00048799+0.0001183i,-0.00028379+0.00059006i,-0.0004707+0.0010306i,-0.00064758+0.00058829i,-0.0007295+0.00050511i,-0.00022398+0.00073433i,-1.7269e-05+0.00033127i,-0.00054239-3.4807e-05i,-0.00033218-0.00043287i
0.00082508+0.001147i,0.0007548+0.0015342i,0.00069876-0.00043773i,-3.3484e-05-0.002661i,-0.00067706-0.0027975i,-0.00032273-0.00098976i,5.4876e-05-2.1899e-05i,0.00044352+0.00015196i,0.00041973+0.00044153i,0.00025329+0.00087066i,0.00042291+0.00042732i,0.00039862+4.3019e-05i,0.00066539+0.00046539i,0.00086518+0.00046781i,0.00033743+0.00036917i,-0.00021027+0.00040519i,-0.0002011+0.001181i,0.00018756+0.0013992i,0.00017704-0.00014855i,-7.33e-05-0.00062802i,9.0674e-05-0.00023741i,8.7507e-05-2.0382e-05i,0.0001625+0.00010764i
0.00079732+0.00078573i,0.00072828+0.00054184i,0.0010865-0.00056205i,0.00043426-0.00087452i,-0.00083843-0.0013262i,-0.0009573-0.00084171i,-0.00055636-0.00012245i,-0.0006215-0.00011948i,6.4905e-05-0.0001922i,0.00077124+1.2432e-05i,0.0002958-3.445e-05i,0.00082654+0.00016299i,0.0011022+0.00086008i,-4.1004e-05+0.00056013i,-0.00012218+0.00026231i,0.00013191+0.00039239i,0.00014909+0.00065455i,-0.0006648+0.0012535i,-0.0010965+0.0014247i,-0.00027772+0.0014867i,0.0005363+0.0010072i,0.00087144+0.00054394i,0.00015285+0.00032378i
0.0021766+0.00069656i,0.0025043+0.0015892i,0.0019525+0.00055033i,0.00060144-0.0012468i,-0.00069805-0.0023239i,-0.00075222-0.0016638i,-0.00017449-0.00044776i,-0.00021128+0.00061523i,-0.00069403+0.0011498i,-0.00040503+0.0009714i,0.00071337+0.00023965i,0.0010689-0.00041858i,0.00057547-0.00021333i,-0.00039097+1.4915e-05i,-0.00054309+0.00019983i,0.00032664+0.00048475i,0.00073337+0.00073356i,5.4098e-05+0.00099267i,-0.00024143-7.7576e-06i,-0.00044529-0.0013062i,-0.00023581-0.00059016i,0.00049262+0.00059619i,0.00022275+0.00044706i
-0.0015647-3.0235e-05i,-0.00087528+0.00054871i,-0.00033367-0.00031457i,-0.00077482-0.0010378i,-0.0011883-0.00055509i,-3.1072e-05-7.0327e-05i,0.0008347+0.00032837i,-1.8963e-05+0.00055973i,-0.0012141+0.00056703i,-0.0011919+0.00099132i,-0.00049803+0.0012827i,0.00054723+0.00095144i,0.0011482+0.00045792i,0.00011114-0.0004089i,-0.0010982-0.00080495i,-0.00065663+0.00021879i,0.0002426+0.0013237i,0.00021055+0.0013017i,-0.00016449+0.00094973i,2.0417e-05+0.00083593i,0.00087201+0.00082677i,0.0014633+0.00080608i,0.00085825+0.00045508i
0.0012708+0.0002364i,0.0011871+0.00057263i,-0.00011505+0.0003497i,-0.0011049-0.00024013i,-0.0010201-0.00017673i,-0.00097275+0.00029635i,-0.00097143-0.00015206i,-0.00014647-0.00029406i,0.00018617+0.00012808i,-0.00024107+0.00033942i,-0.00013461-5.3385e-05i,0.00042022-0.00051856i,0.00022496-0.00035474i,0.0004096-5.7494e-05i,0.001236-5.6868e-05i,0.00050017+4.5235e-05i,-0.00057245+0.00038978i,-0.00038457+0.0007243i,4.915e-05+0.00044012i,0.0002268-0.00065972i,2.9549e-05-0.0011059i,0.00011165-0.00059928i,8.8338e-05+8.8041e-05i
-0.00091486+0.0010257i,-0.00017133+0.0012679i,-0.00034425+0.00063895i,-0.00080037-0.0012727i,-0.0014181-0.0015972i,-0.00078473-0.00027392i,0.00038695+0.00029103i,0.00046596+0.00021697i,0.00019298-8.6314e-05i,-0.00043432+0.00036673i,-0.00045697+0.00049323i,-0.0002853+0.00026182i,-0.00014043+0.0003192i,-2.3887e-05+0.00016412i,-0.00027185+0.00051804i,-0.00029555+0.0010353i,-4.9352e-05+0.0011255i,0.00024559+0.00065677i,0.00026349+0.00037187i,-0.00014203+0.00064367i,-0.00022963+0.00061764i,-0.00054733+0.00025862i,-0.00076922+0.00019899i
-0.00042836-0.00023896i,-0.00012035+0.00060883i,0.0004898+0.0008373i,0.00074599+0.00028575i,0.00065542-6.9756e-05i,0.00052652+3.9074e-05i,-0.0004967+0.00047336i,-0.00057307+0.00048181i,-0.00055294+0.00020763i,-0.00051394+0.0006514i,0.00038545+0.00094258i,4.8639e-06+0.00025456i,-0.0012572-0.00011749i,-0.001729+0.00033795i,-0.001287+0.00051104i,-0.0011542+0.00071218i,-0.0010286+0.00093515i,-0.00057526-0.00032153i,-0.00032939-0.00098745i,-0.00093239-0.00084551i,-0.00092566-0.00073981i,-0.00055706-0.00059393i,-0.00036577+0.00016517i
-0.00014728+0.0017828i,0.00034716+0.00097145i,0.0012059+0.00058968i,0.001219-3.2186e-05i,0.0002652-0.00014146i,-0.0005033-0.00064215i,-0.00043189-0.0012012i,-9.8298e-05-0.00061974i,-0.00081262+0.00027359i,-0.00085473+0.00067215i,0.00025978+0.00084113i,0.000312+0.0010755i,-0.00043737+2.4324e-05i,-0.00055636-0.0012245i,-0.00038313-0.00070625i,-0.00013234+6.1011e-05i,0.00036669+4.2828e-05i,0.00047044+9.4438e-05i,0.0002605-2.2223e-05i,-0.0001489-0.00054028i,8.6156e-05-0.00077125i,0.00018706-0.0011366i,-0.00034375-0.0012427i
0.00089828-0.0014566i,0.0010422+7.3072e-05i,0.00075899+0.0007217i,-0.00036422-0.00056023i,-0.0015267-0.0011455i,-0.0016512-0.00049325i,-0.00085116+0.00025535i,-0.00059723-0.00027737i,7.1176e-05-0.00065789i,0.000645-0.00015754i,-2.4205e-05-0.00012577i,-0.00057793-7.0832e-05i,-0.00045914+0.00018534i,-6.6472e-05+0.00048835i,0.00014304+0.00031555i,0.00013573-0.00032782i,0.00016471+0.00019772i,-3.972e-05+0.00088206i,-0.00033472+0.00029221i,0.00028073-0.00028372i,0.00064183+1.3633e-05i,0.00048295+0.00013267i,-0.00015256+0.00033471i
-0.00010169+0.00074232i,-0.00021599+0.00060275i,0.00052796-0.00016915i,0.00014212-0.00083182i,-0.0004533-0.0019839i,-0.00017705-0.0012737i,0.00032125+4.2815e-05i,0.00014627+0.00048502i,-0.00027129+0.0010291i,-0.00053868+0.0014968i,-0.00018318+0.0013193i,0.00031048+0.00068937i,-0.00010147+0.00058516i,-0.00017094+0.00062229i,0.00016232+0.00019536i,-9.9984e-05-7.6852e-05i,2.6553e-05+2.5762e-05i,9.7665e-05+5.757e-05i,-3.7995e-05-0.00010348i,-0.00012955-0.00041766i,-6.1193e-05-0.0001773i,-9.586e-05-0.00035485i,0.00015086-0.00044033i
0.00020156-0.00079775i,0.00097759+0.00027362i,0.0011182+0.00069346i,0.00046091+0.00025274i,5.452e-05+0.00054842i,0.00034761+0.0014822i,0.00031956+0.0016257i,-0.00058842+0.0011114i,-0.00088616+0.00094324i,-0.00069932+0.00078091i,-0.0011752+0.00098245i,-0.00088532+0.00056256i,-0.00048983+0.00016806i,-0.00044991+0.00033716i,-0.00015998+0.00059527i,-6.8227e-05+0.00027819i,5.4975e-05-0.00024054i,-1.4277e-05+0.0003489i,-0.00076147+0.00087747i,4.9107e-05-2.2042e-05i,0.0012049-0.00025521i,0.0009094-0.00025755i,0.00070913-0.00037127i
0.001436+0.0016173i,0.0022082+0.00026398i,0.0020805-0.00089184i,0.0004669-0.0015796i,-0.00039231-0.0015701i,-0.00035538-0.001685i,-0.00077793-0.001329i,-0.00073193-0.00048767i,-0.00054553+0.00046022i,-0.00070052+0.00060405i,-0.00032383+0.00051457i,0.00013176-0.00011222i,-4.5577e-06+0.00064182i,-0.00010901+0.0017951i,0.00025221+0.0017462i,0.00032834+0.00083525i,0.00054063+0.00029386i,0.00051581+0.0010242i,4.3273e-07+0.0011953i,0.0002951+0.00069531i,0.0010888-2.232e-05i,0.0012797-0.00027746i,0.00052017-0.00026125i
-0.00027892-0.00024687i,-0.00064141+0.00098089i,-0.0002045+0.00029189i,-5.0278e-05-0.00034635i,-0.00075155-0.00044209i,-0.00093132-0.00021607i,-0.00012705-0.00023845i,0.00055119-0.000567i,4.5344e-05-0.00032302i,-0.0004274+0.00021491i,0.00022661+0.00068013i,0.00038352+0.00081194i,0.00017625+0.00034144i,0.00020403+0.00065193i,6.045e-05+0.0012581i,-0.00046403+0.00082174i,-0.00068457+0.00074567i,-0.00066563+0.00077192i,-0.00015031+0.00063923i,0.00037835+0.0011231i,-0.00030313+0.00099666i,-0.00051839+0.00060397i,-0.00041639+0.00029414i
1.5134e-05+0.0020918i,-0.00038858+0.0010033i,-4.3731e-05+0.00057498i,-3.3051e-05-0.00016723i,0.00016416-0.0015377i,0.00015094-0.0018816i,-0.00057565-0.0017792i,-0.00058148-0.0012024i,-0.00051625+0.00032443i,8.2992e-06+0.00079881i,0.0010398+0.00040641i,0.00060106+0.00067484i,-0.00025016+0.0011299i,-0.00038562+0.00081408i,2.6223e-05+0.00040683i,0.00071505+0.0002287i,0.00082014+0.00092228i,0.0005919+0.0013303i,0.00027818+0.00057678i,-0.0001064-0.00021172i,-5.0825e-05-0.00096658i,0.00016183-0.0010647i,-0.00029107-0.00078377i
-0.0027247+0.0013256i,-0.00084224+0.0011859i,-0.00068369+0.0006596i,-0.0012373-0.00012323i,-0.0013947+0.00024431i,-0.001024+0.00076164i,-0.0008267+0.0006964i,-0.00029745-2.3494e-05i,-0.00026374+2.47e-05i,-0.00027592+0.00073996i,0.0004634+0.00090897i,0.00078838-0.00014217i,0.00012406-0.00012369i,2.8319e-05+0.00027414i,6.5465e-05-0.00016498i,-0.00043152+0.00021006i,-0.00056344+0.00081267i,-0.00022677+0.00058347i,0.00050994+0.00022665i,0.0008471+0.00034869i,0.00011599+0.00020755i,-4.1965e-05-0.00037084i,0.00047948-0.00038711i
0.0013937+0.00016261i,0.00095267+1.4153e-05i,0.0013767-0.00093329i,0.00063578-0.0015713i,-0.00048019-0.0014592i,-0.00051515-0.00056754i,-0.00019309-0.0002681i,0.0001463-0.00099816i,0.00011548-0.00049454i,-0.00046284+0.00035009i,-0.00048834-0.00032393i,0.00015808-0.0007814i,0.00043799-0.0010024i,0.00068383-0.00058482i,0.00010866+0.0008371i,-0.00087141+0.00061454i,-0.0006552+0.00022179i,-0.00014953+0.00084541i,-8.261e-05+0.00044901i,-0.00054833-0.00051319i,-0.00060777+0.00013173i,-0.00016392+0.00035504i,0.00067857-0.00048375i
0.0012969+0.0013737i,0.00016866+0.001914i,-4.3011e-05+0.0012755i,-0.00031143-0.00033351i,-0.00090497-0.0010429i,-0.0015089-0.00052024i,-0.0010974-0.00014865i,-0.00033665+0.00011434i,-0.00025189-0.00033003i,-0.00060586-3.8806e-05i,-0.00027534+0.00082106i,0.00012718+0.00037695i,7.751e-05-0.00052432i,0.0002275-0.00022682i,0.00051795+0.00073227i,0.00037156+0.0014052i,0.00025541+0.0014419i,0.00060924+0.00099282i,0.00039281+0.00057248i,-0.00011492-2.4024e-05i,-0.00074013-0.00043713i,-0.00020054+0.00026035i,0.00031312+0.0007028i
0.00081056-0.0016733i,0.0004014-0.00029471i,-0.00026642+6.7001e-05i,-0.0011892+0.00011207i,-0.00092585+0.0010486i,-0.00015785+0.0013118i,-0.00014196+0.00095736i,-0.00033718+8.1977e-05i,-0.00052983-0.00049592i,-0.0007936-0.000657i,-0.00044987-0.00053447i,-0.00019768-0.00025503i,-0.0002267+9.8584e-06i,2.4407e-05+0.00046396i,5.4521e-05+0.00047317i,-0.00055025+0.00063461i,-0.0002471+0.00089604i,0.00013155+0.00072266i,0.00041149+0.000361i,0.0006936+0.00016934i,0.00046298+0.00031816i,-0.00026322+0.00076294i,-0.00073127+0.00082257i
0.0018575+0.00014624i,0.0020803+0.0011553i,0.00095349+0.00011931i,0.00013667-0.00068323i,0.00020198-0.00089209i,-0.00053654-0.00035348i,-0.000295+0.00045763i,-0.00021959+0.00042123i,-0.00075803-0.00013962i,-0.00064446-0.00038489i,-0.00060791-0.0002427i,-0.00038049+0.00049041i,0.00031385+0.00045756i,0.00030076+0.00018098i,3.7804e-05+0.00011996i,0.00011721-4.1474e-06i,-0.00028938+0.00022484i,-0.00018745-0.0001801i,0.0002797-0.00037433i,0.00036812-0.00016416i,4.282e-05-4.6174e-06i,0.00025884+0.00033762i,0.00091694+0.00044235i
-0.001614+0.0008276i,-0.0010309+0.0005417i,-0.00084421+0.00066087i,-0.00087833-0.00038402i,-0.00034152-0.0011438i,4.3454e-06-0.0011853i,0.00052197-0.00050475i,0.0001963+0.00095375i,-0.00066528+0.0016517i,8.4876e-05+0.0015217i,0.00047304+0.00090634i,-0.00041381+0.00053953i,-0.00090326+0.00069376i,-0.00026243+0.00042258i,0.00017936-0.00045626i,-0.00041348-0.00091786i,-0.00039342-2.2507e-05i,-0.00020958+0.00083212i,-4.6563e-05+0.0006996i,-0.00016579+0.00037905i,-0.00073536+0.00084825i,-0.00061694+0.00071787i,-0.00025303+0.00016886i
-0.0018851-2.1912e-06i,-1.3086e-05+0.00047052i,0.0013444+0.0010902i,-0.00013908+0.00044653i,-0.0011983-0.00048775i,-0.00036878-0.0011195i,0.0004455-0.0014771i,-0.00021508-0.00066895i,-0.0012071+0.00084028i,-0.00085612+0.00057158i,0.00031272-6.7281e-05i,0.00087789+0.00010894i,0.00073764+0.00041785i,-0.00018372+0.00053493i,-0.00046791+0.00073884i,-0.00081775+0.0013586i,-0.00071921+0.0010034i,-5.4172e-05+0.00036097i,7.7835e-05-4.119e-05i,0.00019723-5.8457e-05i,0.00062786-0.00045437i,0.00060718-0.0014085i,3.5687e-05-0.0019515i
6.7328e-05+0.00072607i,0.00031917-0.00041677i,0.00098183-0.00051032i,0.0010475-3.4891e-05i,-0.00011386-3.6213e-05i,-0.00078299-0.00037024i,-0.00062285-0.00092547i,-0.00014503-0.00079625i,0.00013216-0.00020139i,-0.00044014+0.00058564i,-0.00072104+0.00046193i,-1.6594e-05-0.00038256i,0.00011418-0.0011226i,-0.00077537-0.0013166i,-0.0012001-0.0010058i,-0.00080701-0.00077268i,-0.00078051-0.00018497i,-0.00056104-0.00015335i,0.00027786-0.0001352i,0.00076816+0.00052922i,0.00061129+0.00063188i,0.00056101+0.00053286i,0.00030643+0.00013948i
0.00089625+0.0026058i,0.0015003+0.0019042i,0.0013724+0.00049491i,0.0004966-0.0014229i,0.00013813-0.0019942i,0.00039789-0.00082902i,0.00013576-0.00034321i,-0.00032398-0.00040583i,-0.00051627+0.00034475i,-0.00083337+5.9349e-05i,-0.00068771-0.00069963i,0.00042371-0.00081931i,0.0012617-0.00012449i,0.0008697+0.00078434i,0.00025746+0.001248i,0.00012389+0.00070373i,0.00036466-0.00015333i,-8.7529e-05-1.7409e-05i,-0.00049916+0.00063657i,2.6251e-05+0.00052369i,-7.3784e-05-0.00022973i,-0.00021551+4.1765e-06i,-0.00019602+0.00070297i
0.00010788+0.00017483i,0.00080034+0.00072013i,0.0016894+0.00011384i,0.0012237-0.0010216i,0.00044908-0.0012827i,-3.9772e-05-0.00070712i,-0.0001955+8.4371e-05i,0.00034992+0.00067863i,0.00031637+0.00087446i,-0.00058207+0.00052253i,-0.00043615+0.00065267i,0.00023109+6.3271e-05i,0.00039574-0.00036672i,0.0003769+4.153e-05i,-0.00011464+0.00055474i,-0.00074063+0.00034383i,-0.00069834+0.00058058i,-0.00038569+0.0013392i,-9.0756e-05+0.0015725i,-0.00086863+0.0011082i,-0.0012503+1.6813e-05i,-0.00035196-0.00072408i,1.757e-05-0.0010163i
0.0023211+0.00148i,0.0016226+0.00050228i,0.00097459-0.00026958i,0.00036458-0.0013855i,-0.00067435-0.0019724i,-0.0011353-0.0012263i,-0.00049881-0.00033475i,-0.00026065-6.9774e-06i,-0.00052516+0.00030538i,-0.00040568+0.00018833i,0.00011929+0.00016411i,0.00060299+0.00038068i,0.00059591+0.00041898i,0.00018906-0.0002847i,4.9135e-05-0.00073255i,-7.4175e-05+1.0999e-05i,-9.273e-05+0.00050488i,-0.00030658+0.00063477i,-0.00033184+0.00058072i,0.00013034-0.00015144i,-0.00013808-0.0003234i,-4.9822e-05+9.3933e-05i,7.4899e-05-0.00040101i
-0.001335+0.00091479i,-0.0014672+0.0012429i,-0.0006458+0.0014543i,-0.00014333+0.00096746i,-0.00028322-0.00014515i,0.00032634-0.00089996i,0.00032536-0.00069287i,-0.00047466-4.8181e-05i,-0.00060437+0.00079215i,-6.0178e-06+0.0012615i,3.4892e-05+0.00069827i,0.00015511+3.5303e-05i,-0.00013708-0.00013203i,-0.00041071+0.00079385i,-0.00025953+0.0013744i,-7.4919e-05+0.0010951i,-0.00028263+0.00081057i,-1.3524e-05+0.00063792i,0.00050181+0.00057781i,0.00011762+0.00015343i,0.00036136+1.3985e-05i,0.00037655+0.00025346i,-9.7379e-05+0.00064858i
0.0010538-0.00029543i,0.00084124+1.5911e-05i,0.00084133+4.3596e-05i,-0.00070097+0.00036546i,-0.001862+8.9604e-05i,-0.00099055-9.2329e-05i,-0.0004529-0.0003017i,-0.00057647-0.00034767i,-0.0012042+0.00019138i,-0.0011846+0.00013688i,-5.4993e-05-6.4588e-05i,0.00036983-0.00029058i,0.0002949-0.00019979i,0.000411+0.00028743i,0.00043678-0.00013089i,0.00045567-0.0003901i,-0.00060818-0.00013234i,-0.00091992+9.8622e-05i,-0.00019714-9.0983e-05i,0.00017646-0.00025175i,0.00011788-0.00018429i,-0.00018297-0.0004355i,-0.0002877-0.00037488i
-0.0018522+0.0021996i,-0.0003873+0.00092384i,0.00082378-0.00010928i,0.00098024-0.0012356i,0.00081227-0.0017991i,0.00047598-0.0014269i,0.0002183-0.00088492i,-0.00030514-0.00021913i,-0.00014284+0.00030817i,0.00031487+0.00036776i,0.00018144+0.00050779i,-3.0962e-05+0.00055146i,8.4419e-05+0.00031304i,-0.0002381+0.00068802i,-0.00097754+0.00036226i,-0.00046498-8.0204e-05i,-0.00025274-2.4745e-05i,-0.00062727-0.00026855i,-0.00015965-0.0008835i,0.00050342-0.0011997i,0.00037371-0.00073137i,0.0003977-2.3415e-05i,0.00069418+0.00090836i
-0.0024244-0.00096195i,-0.00090575-0.00091391i,-0.00021994-0.0001974i,5.0244e-05+0.00010316i,0.00040088+0.00074529i,0.00082122+0.0011057i,0.00031374+6.1778e-05i,-0.00089956-0.00058882i,-0.00129+0.00046776i,-0.00074926+0.0014196i,-0.00011681+0.0010149i,0.00051563-2.8372e-05i,0.00059609-0.00021725i,-0.00026252+0.00015653i,-0.0006337+0.00039942i,-0.00076703+0.0010932i,-0.00099391+0.001217i,-0.00054115+0.00061901i,-7.8853e-05-0.00022027i,0.00041775-0.00043849i,-0.00037881-0.00050998i,-0.0010297-0.00026629i,-0.00069141+0.00011009i
0.00033477+0.0014372i,0.00047737+0.00018213i,0.00056259-0.0011218i,-0.00095379-0.0017821i,-0.0021027-0.0016548i,-0.0010472-0.00039919i,9.9487e-07+0.00034223i,-0.00033687+0.00048837i,-0.0013036+0.0010096i,-0.0018216+0.0020021i,-0.00065155+0.0014848i,0.00093418-6.2035e-05i,0.00064451-0.00012548i,0.00048731+0.00031793i,7.4265e-05+0.00034565i,-0.0003227+0.00025238i,0.00013193+0.00060106i,0.00027822+0.00077778i,0.00084288+0.00088693i,0.0007259+0.00084282i,-0.00024979+0.00010049i,-0.00068567-0.00031306i,-0.00037176-0.00023928i
-0.00031248-0.00013518i,0.00029792+0.00054328i,0.0012675-0.00076212i,0.00067716-0.0012068i,-0.00080359-0.00027132i,-0.0012013-0.00042953i,-0.00049657-0.0012272i,-0.00012862-0.00036856i,-0.00055911+0.0007823i,-0.0010212+0.00079708i,-0.00099716-4.6695e-05i,-0.00071843-0.0003497i,2.9696e-06-0.00023662i,0.00034907+5.2052e-05i,-0.00065284-7.8464e-05i,-0.0012199-0.0001378i,-0.0011036+0.00014705i,-0.00063915-6.8534e-06i,-0.00017565-0.00040593i,-0.00047334-0.00045695i,0.00011514-0.00058265i,0.00066898-0.00062544i,0.00019164-0.00042386i
0.00010704+0.0010366i,0.0014115+0.0012616i,0.0010875-0.00034665i,-0.00025694-0.0023834i,-0.00095912-0.0019977i,-0.0013652-0.00074796i,-0.0011403-0.0010169i,-0.00061848-0.00037481i,-0.00070691+0.00037222i,-0.00043344+0.00023359i,-0.00015797+0.00029929i,0.00021473+0.00016151i,0.00074941-0.00028753i,0.00012156-0.00016064i,-0.00016713+0.00055791i,-0.00022916+0.00099929i,-0.00040542+0.00042603i,-0.00037365+0.00028581i,-0.0004844+0.00074953i,-0.00014572+8.5547e-05i,0.00028611-0.00018389i,0.00032172-0.00038202i,0.001114-0.0010375i
0.0003234+0.00011223i,0.00048483+0.00058173i,0.0010631-5.0049e-05i,0.0011313-0.00059595i,-0.00044374-0.00035994i,-0.0010817+0.0001189i,-0.00067248+0.00043422i,-0.0010893+0.00051929i,-0.00064702+0.0003017i,2.9476e-06+0.00097417i,-0.00012599+0.00082361i,-0.00018064-0.00033892i,-1.0068e-07-0.00013934i,7.8407e-05+0.0010083i,0.00018413+0.0014591i,0.00022311+0.00092859i,-0.00037758+0.00057088i,-0.00094903+0.00055534i,-0.00066711+0.0009883i,0.00014179+0.0012127i,0.00013694+0.0011492i,-6.9411e-05+0.00056035i,-0.00026004-0.00036585i
0.0019337-8.8536e-05i,0.0014464+0.00050005i,0.00032405+0.00019901i,-0.00056494-0.00060087i,-0.0010941-0.00092389i,-0.0013333-0.0010305i,-0.00085491-0.00052978i,0.00017892+0.00034023i,0.00016944+0.00068465i,0.00050343+0.00050848i,0.00085731+0.0002468i,0.00070556+0.00038216i,1.0161e-05+0.00043554i,-0.00030789+0.00079343i,-0.00012048+0.00032382i,0.00011065-0.00013149i,0.00012792+0.00037978i,-0.00029709+0.0001134i,-0.00040282-0.00065944i,-0.0001019-0.00077934i,3.257e-05-0.00065053i,4.6615e-05-0.00095455i,0.00040905-0.00055736i
