0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.0043517-0.00077026i,-0.003491+0.00067398i,-0.0023796+0.0016958i,-0.0027413+0.0024583i,-0.0024513+0.0026731i,-0.0011558+0.0015868i,-0.00011726+0.00041698i,0.00031618-0.0003373i,-8.958e-05-0.00025829i,-0.000375-0.00031454i,-0.001074-0.00032527i,-0.0013694+0.00044277i,-0.0012873+0.00043648i,-0.0011682+0.00034015i,-0.0014113+0.00090424i,-0.0011686+0.00071017i,0.00034416+0.00052643i,0.00080687+0.00047048i,0.00047824-0.00013548i,-0.0001209-0.00016428i,-0.00061435+0.00021827i,-0.00040933+0.00025274i,0.0002601+0.00031545i
0.0021839-0.001658i,0.0019788-0.002782i,0.0022124-0.001888i,0.0029601-0.0015866i,0.0022681-0.0019579i,-1.1139e-05-0.00090338i,-0.00081834+0.00044565i,0.00044352+0.001059i,0.00055065+0.00096664i,-0.00044371+0.00048638i,-0.00062381+0.00067805i,-0.001058+0.00082496i,-0.001862+0.00076313i,-0.00146+0.00077115i,-0.00039283+0.00057205i,0.00053474+0.00055851i,0.00043601+0.0010258i,0.00017977+0.00099146i,6.8145e-05-2.2641e-05i,-0.00013623+6.5926e-06i,0.00073637+0.00028947i,0.0010332-0.00043927i,0.00055725-0.00067947i
-0.0029164+0.0019592i,-0.0019979+0.0011651i,-0.0018137+0.00183i,-0.0010905+0.0030834i,-0.00021307+0.0027614i,0.00026594+0.00082534i,0.00061235+0.00038417i,0.0006237+0.00086566i,0.00053495+3.6904e-05i,0.00023525-0.00015565i,-0.00012626-0.00016916i,-0.00033498-0.00078109i,-0.0013449-0.00073277i,-0.0018344+0.00020871i,-0.00032079+0.00085237i,0.0005217+0.00060469i,-0.00028836-0.00016162i,0.00045913+0.00016044i,0.0012107+0.00060028i,0.00023615+0.00012937i,-0.00050143+0.00050017i,-0.00031614+0.00066173i,0.00049858-0.00011516i
0.0017389-0.0034508i,0.0019954-0.0042437i,0.0015804-0.0035888i,0.00072197-0.0028173i,-0.00051788-0.0020194i,-0.0014313-0.00091919i,-0.0011851+0.0010205i,-0.00021694+0.001414i,-0.0003235+0.00076326i,-0.0011185-0.00034511i,-0.00049574-0.00092085i,0.00034616+0.00037551i,-6.9651e-05+0.00086296i,-0.0007724+0.0006636i,-0.00042214+0.00085585i,0.0001539+0.00043055i,4.1184e-06+0.00020172i,-5.859e-05-0.00014496i,-2.7177e-05-0.0003132i,0.00040826+0.0002439i,0.00071952+0.00078439i,0.00031954+0.0004815i,0.00018691-0.00014295i
0.0033457+0.0023006i,0.002088+0.001095i,0.0020191-0.0001755i,0.00095469-0.00058055i,-0.00083807-0.00093798i,-0.001785-0.00026039i,-0.0017198+0.00043507i,0.00013346+0.00021553i,0.0010419+0.00017565i,-7.3481e-05-3.1042e-05i,-0.0006835+0.00026157i,-0.0003525-0.00015456i,-0.00017993-0.00041814i,-0.00018402+0.00029927i,0.00098239+0.00030888i,0.00203+0.00039529i,0.0012512+0.00074146i,-0.00020896+0.00014818i,-0.00064971-0.00052712i,-0.00037619+0.00011305i,-0.00015341+0.00097007i,-3.7728e-05+0.00026231i,-0.00035694-0.00082438i
-0.0010035-0.001954i,-0.0002276-0.0014664i,8.8071e-05-9.7325e-05i,0.00080222+0.00038887i,0.001435+0.00051626i,0.000962+0.00075405i,0.0003491+0.00047135i,-0.00021004-0.00014649i,-0.00053327-0.0010581i,-0.00046771-0.00084379i,-0.00094963+0.00020892i,-0.0015448+0.00030351i,-0.00065475-1.4214e-05i,0.00022762-0.00045532i,-0.00026262-0.00011463i,-0.00069584+0.00079977i,-0.00055766+0.0013074i,-0.00054881+0.00065014i,-0.0003787+1.608e-05i,-0.00041395-0.00024241i,-0.0001768-0.00051403i,0.00039959-0.00018582i,0.00049027-0.00010957i
0.0024859+0.0016807i,0.0028035+0.00092767i,0.00014358+0.00011746i,-0.0010258-0.0001308i,-0.0011771-0.00024954i,-0.0010946-0.0009501i,-0.00012876-0.0016076i,6.0929e-05-0.0010113i,-0.00031548+2.5978e-05i,-0.00065474+0.00027276i,-0.00087805+0.0011141i,-0.0011643+0.0010579i,-0.0014039+0.00021785i,-0.0013911+0.00038308i,-0.0014221+0.00064086i,-0.00037261+0.00054277i,0.0006459+0.00033334i,0.00066686-0.00012891i,0.00028693+0.00042691i,0.00080611+0.0011042i,0.0015006+0.00063423i,0.00077112+0.00044264i,7.3126e-05+0.00026671i
-0.0036321-0.0013466i,-0.0041565-0.00012727i,-0.0031128+0.00036014i,-0.0015299+0.0010308i,-0.0015137+0.0016775i,-0.0021506+0.0021017i,-0.00074221+0.0022586i,0.00043411+0.0012902i,-0.0003715-8.8676e-05i,-0.00044506-0.001012i,-2.4564e-05-0.00014763i,-0.0010779+0.0011583i,-0.0012473+0.00049542i,0.00032417-0.00022682i,0.00098719-5.7745e-06i,0.00091455+0.00059889i,0.00029687+0.00081734i,9.1143e-05-0.00013243i,0.00049404-0.00041853i,9.6588e-05-0.00056213i,-0.00036173-0.00098082i,-0.00010253-0.0009782i,0.00070819-0.00072241i
0.0038064-0.001657i,0.0044182-0.0020106i,0.0028211-0.0025645i,-0.00014985-0.0018995i,-0.0014276-0.00042394i,-0.00051129+0.00032045i,-0.00022614+0.00047868i,8.4665e-05+4.74e-05i,0.0001469-0.0007709i,-0.00037524-0.0015592i,-0.00048703-0.0010327i,-0.00068166+6.5233e-05i,-0.0002631+0.00023394i,0.00046006+0.00065578i,0.00051731+0.0010234i,0.00077405+0.00076078i,0.00083522+0.00034223i,0.00048326+8.0832e-06i,8.2699e-05+0.0001167i,-5.6898e-05-0.00013296i,0.00024215-0.00091726i,0.00069221-0.00048038i,0.00036381-8.4585e-05i
-0.0025287+0.00049229i,-0.0015033+0.0019349i,-0.00055242+0.0017176i,2.4787e-05+0.0017867i,8.1138e-05+0.0016415i,0.00029031+0.0013088i,0.00053243+0.00081795i,4.1664e-05+0.00045077i,-0.00097886+0.00077697i,-0.00058179+0.00065438i,-0.0003182+0.00052199i,-0.00091513+0.00050144i,-0.00081615-0.0003599i,-0.00052834-0.00059786i,-0.00046366-0.00014704i,-0.00063544+0.00032483i,-0.00070462+0.00031902i,-0.00099054-0.00014643i,-0.0012604-0.00034769i,-0.0011415+0.00042512i,-0.0010274+0.00076552i,-0.00044116-0.00017319i,5.8517e-05-0.0001139i
0.0014935-0.003427i,0.00039211-0.0050782i,-0.00057257-0.0049858i,-0.0022136-0.0026267i,-0.0032105-0.00028155i,-0.0024974+3.4007e-05i,-0.00072361-0.00097833i,0.00062627-0.00076165i,0.0005273-0.00040628i,-0.0004143+0.00013632i,-0.0016464+0.00044059i,-0.00091553+0.00048289i,0.00044693+0.00044342i,0.00062378+9.338e-05i,0.00065944-0.00016151i,0.00097394-3.3875e-05i,0.00074688+0.00014396i,0.00026064+0.00026475i,0.00013092+0.00022526i,0.00019439-2.1311e-05i,0.00011791-0.0002779i,0.00031381-0.0002089i,0.00038899+5.3582e-05i
0.00065277+0.0026683i,0.0021493+0.0037714i,0.0032851+0.0042391i,0.0023414+0.0026897i,0.00085749+0.00070968i,0.00038282-5.4973e-05i,0.00025452+8.539e-05i,5.0781e-05-1.9635e-05i,0.00014306+0.0003219i,-6.8955e-05+0.00084183i,-0.00084222+0.00050805i,-0.0017343+0.00072207i,-0.0017426+0.0010381i,-0.0010849+0.00024501i,-0.00062173-0.00047443i,-0.00062686-1.3638e-06i,-0.00060413+0.00054106i,-9.8115e-05+0.00035594i,0.0002193+0.00029877i,0.00018346+0.00037643i,0.00020576+6.3383e-05i,0.000317-0.00010953i,6.3546e-05+2.5646e-05i
-0.000936+0.0015753i,-0.00078611+0.00092497i,-0.0009645+0.00053709i,-0.00092398+0.00048789i,0.00047115+0.00026213i,0.00088334-0.00093092i,0.00064812-0.00052015i,0.00034905+0.00026635i,0.00043955+0.0003128i,0.0001551+0.00089919i,1.5503e-05+0.0011367i,1.2953e-05+0.00082649i,-0.00064386+0.00061296i,-0.0006865+0.00046007i,0.00030881+0.00038193i,0.00069211+0.000791i,0.00011892+0.00055169i,-0.00020205-0.0002118i,-0.00076396-0.00058002i,-0.00096664-0.00042884i,-0.0001306+0.000424i,0.00023135+0.00026202i,4.392e-05-0.00059591i
0.0019509+0.0021778i,0.0024954+0.0013313i,0.0036205+0.001817i,0.0043004+0.001431i,0.0032588-0.00098078i,0.00059536-0.0018414i,-0.0014824-0.00073794i,-0.0016336+0.00018906i,-0.0011056+0.000526i,-0.00056848+0.00032975i,-0.00029143-0.00063598i,-0.00029456-0.00053085i,-0.0010205+0.00064568i,-0.00099055+0.0013983i,-0.00047915+0.0010004i,-3.882e-05+0.00092986i,0.00062193+0.001505i,0.00092854+0.0012935i,0.00029082+0.00097987i,6.2952e-05+0.00082968i,-6.8964e-05+1.2626e-05i,-0.00024152-0.00049292i,0.00048198-0.00022504i
-0.0014906-0.001057i,-0.0022065+0.00072173i,-0.0033279+0.0012796i,-0.0032731+0.0015897i,-0.0018491+0.0021919i,-0.00045696+0.0026262i,0.0002114+0.0011119i,0.00018272-0.0005947i,-0.00061074-7.0025e-05i,-0.0011504+0.0012471i,-0.0010557+0.0012589i,-0.00056499+0.00036633i,-0.00040988-0.00037124i,-0.00099351-0.00035629i,-0.00053324+0.00031654i,0.00062616-5.966e-05i,0.00078657-0.00070797i,0.00057343-0.0010962i,0.00058408-0.001006i,0.00039515-0.00014474i,2.7694e-05-0.00020623i,0.00036905-0.0011416i,0.00042368-0.00052492i
0.00064922+0.0010294i,0.0014989+0.0013132i,0.0027122+0.0015466i,0.0019289+0.00092721i,0.00028434-0.00026415i,-0.00046959-7.8379e-05i,0.00063708+0.00034084i,0.0013065+0.0005516i,0.00066333+0.00076701i,4.4198e-05-0.00047552i,-0.00069658-0.0010698i,-0.0014967+0.00023061i,-0.0013199+0.0011191i,-0.0014695+0.00035585i,-0.00053596-0.00028797i,0.00074402+0.00071143i,0.00057073+0.0014296i,0.00040091+0.00074413i,0.00012094-0.00021314i,0.00033506-0.00017606i,0.00085313+0.00016743i,0.00059954+0.00058578i,0.00024888+0.00083188i
0.00010356-0.0008369i,-0.00046492-0.002118i,-0.00084437-0.001914i,-0.001898-0.001967i,-0.0025818-0.0018627i,-0.0027546-0.00066707i,-0.0016316+0.00055909i,0.00015026+0.00027543i,9.5736e-05-0.00010993i,-0.00022459-0.00041257i,-0.00069202-5.3834e-05i,-0.00089687+0.00016669i,-3.589e-05+0.00054818i,0.00089826+0.0013684i,0.00059764+0.001187i,0.00051993+0.00048421i,0.00032725+0.00050646i,-0.00063622-6.3705e-05i,-0.0007408-0.00060801i,-0.00024496+6.2851e-05i,0.00071089-3.7786e-05i,0.00036279-0.0001261i,-0.0011107+4.6594e-05i
0.00089695+0.00076878i,0.00093948+0.0011733i,0.0011766+0.0016514i,0.00035174+0.001493i,-0.0004765+0.0013965i,-0.00042972+0.001703i,-9.336e-05+0.0010052i,0.00028664-0.00013659i,-0.00054773-0.00038718i,-0.0016089-2.3841e-05i,-0.0012229-0.00013336i,0.00030994+0.00020785i,-3.8827e-06+0.00075653i,-0.00072144+0.00093601i,0.00034918+0.0011071i,0.00085541+0.0011877i,0.00070734+0.00087395i,0.00050583+0.00048952i,0.00029694+0.00018291i,0.00062923+0.00010843i,0.00077988+0.00043678i,0.00079476+0.00030435i,0.00031523-0.00024473i
-0.002149+0.00023084i,-0.003431-0.0014087i,-0.0024703-0.00081051i,9.3427e-05+0.0015118i,0.00098951+0.0029047i,0.00020526+0.0024022i,-0.0003527+0.0009809i,-9.6943e-05-0.00017856i,-0.00016698-0.00021961i,-0.0010181+0.00047213i,-0.001199+4.3196e-05i,-0.00084033-0.00037421i,-0.00040293-0.00018865i,-9.6333e-05+5.4282e-05i,-9.0611e-05+0.00025448i,-0.00028604+0.00011906i,-3.6165e-05-0.00026644i,-6.6472e-05-7.9982e-05i,-0.00082795+6.3581e-06i,-0.0010615-0.00029526i,-0.00054111-0.00059637i,-0.00035384-0.00033686i,-0.000236-5.302e-05i
0.001795+0.0017993i,0.0020839+0.0016871i,0.0018086+0.0014227i,0.0017141+0.0014289i,0.00039544+0.00084068i,-0.00073818-0.00054474i,-0.00096201-0.0004802i,-0.0005899-9.3328e-05i,3.8763e-05+3.3792e-05i,-2.2169e-05+0.00017476i,-0.00025817+0.00029149i,-0.00022315+0.00042415i,-0.00060878+0.00048177i,-0.00035975+0.00030839i,-3.8224e-05+0.00044107i,-0.00012672+0.00041458i,0.00024349+0.00011706i,0.00075023-0.00054492i,0.0011038-0.00058924i,0.00076032+9.2826e-05i,-3.1719e-05+0.00040712i,-0.00032773-0.00025408i,-0.00011936-0.0005172i
-0.0019662+0.0024702i,-0.0018152+0.0017183i,0.0003006+0.0016161i,0.00067543+0.0014623i,0.00035478+0.00036078i,0.00036368-0.00014357i,0.00062762-5.1037e-05i,0.00079069+0.00054956i,0.00024719+0.00062174i,-0.00016947-0.00054139i,-3.1071e-05-0.001194i,6.057e-05-0.00078353i,-0.00033291-0.00024063i,-0.00040729+0.00026494i,-0.00015473+0.00050991i,0.00011468+0.00030984i,0.00070427+0.00014265i,0.00050737-0.00017021i,-0.0002829-0.00044619i,-0.00061955-0.00011085i,-0.00028733+0.00025679i,0.00035963-0.00045293i,-9.9534e-06-0.0011138i
-0.00029746+0.0013098i,0.00048587+0.0033853i,0.00020373+0.0036394i,0.00060309+0.0026865i,0.00053918+0.001355i,0.00026724+0.00084719i,-8.3747e-05+0.00067952i,-0.0010624+4.9043e-05i,-0.0013684-0.0001168i,-0.0011754+0.00033602i,-0.00081269+0.0011409i,-0.00036629+0.0010919i,-0.00042099+3.5973e-05i,-0.00023733-0.00073442i,-0.00058762-0.0004756i,-0.0007777+0.0005478i,-0.00019537+0.00078192i,0.00019365+0.00058489i,0.00079945+0.00022185i,0.0009009+0.00019795i,0.00059428+0.00021514i,0.0004633-0.00020818i,-0.00031018-0.00039793i
-0.00029989-0.0010172i,-0.00041289-0.0010976i,-0.00046843-0.0014065i,-0.00047782-0.0014552i,-0.001179-0.00075044i,-0.001381+0.00036938i,-0.0002597+0.00066256i,0.00055919+0.00020582i,0.00043997-0.00011107i,-0.00032133+0.00026382i,-0.00080331+0.00032873i,-0.0013418+0.00045911i,-0.0012862+0.00048304i,-0.00048538+0.00061344i,0.00040807+0.00033808i,0.0011302+9.4281e-06i,0.00053026+0.00030314i,-0.00033149+0.00083472i,-0.00016982+0.00054496i,0.00038303+0.00012522i,0.00030088+0.00098031i,0.00055083+0.00093136i,0.00083963+0.00066717i
-0.00072183+0.0010781i,0.0013588+0.0017821i,0.0014447+0.0023308i,-0.00033331+0.0019739i,-0.00061825+0.00094334i,0.00058567+0.00022541i,0.0014236-9.6512e-05i,0.0010535-0.0001294i,-0.00019754+0.00031796i,-0.00081458+0.00048756i,-0.0010962-0.00056999i,-0.0014503-0.00089506i,-0.00061734-4.3925e-05i,1.1861e-05+0.00088309i,7.2102e-05+0.0013777i,-0.00048074+0.0012343i,-0.000566+0.00088338i,7.4798e-05+0.00051188i,0.00012687+0.00027975i,-0.00047882+0.00010169i,-0.00075449-0.00026472i,-0.00067895+0.00010586i,-0.00033733+0.00027703i
-0.00075366-0.00011863i,-0.0021163-0.00040085i,-0.0018033-0.00054983i,-0.00069873+0.00035571i,-0.00097437+0.00096366i,-0.00097704+0.0010723i,0.00022333+0.00054777i,0.00043942-4.2407e-05i,-0.0007336-0.0006251i,-0.0015505-0.00053588i,-0.0013519+0.00013724i,-0.00046337+0.00019732i,-0.00046375-0.00024827i,-0.00032159+0.00065792i,-0.00030603+0.0018503i,-0.00079386+0.0015027i,-0.00084181+0.00064492i,-0.00026707+0.00020225i,0.00018115-7.6257e-05i,0.00039694+0.00062472i,2.06e-06+0.00058573i,-0.00058653-2.3323e-05i,-0.00048098-4.4833e-05i
0.00057001-0.0030089i,0.00065465-0.0027373i,-0.00062375-0.002006i,-0.0021051-0.00043442i,-0.0020098+0.00090989i,-0.00139+0.0015842i,-0.00064501+0.0019697i,-6.5947e-05+0.0014675i,-0.00012215+0.00089844i,-8.0601e-05+0.00045373i,-0.00056862-0.00011574i,-0.00089465+0.00015456i,-0.00032125-8.5037e-06i,0.0004746-0.00059846i,0.00074148-0.00067616i,0.00069947-0.00031062i,0.00067527+0.00086762i,0.00040238+0.0010681i,0.00040311+0.00022491i,0.00029808-0.00011955i,4.7471e-05-0.00015485i,-0.00061696+0.00026652i,-0.00055357+0.00079815i
0.00032252+0.0014009i,-4.7548e-05+0.0021224i,-0.00078771+0.0014334i,-0.00087303+0.00032137i,-0.0014085-0.00012108i,-0.0011344+9.4481e-05i,-3.7463e-05-0.00037827i,0.00019091-0.00067965i,-0.00081744+8.6697e-05i,-0.0010622+0.00037343i,-0.00083338+0.00040387i,-0.0011196-0.00053563i,-0.0017131-0.0012489i,-0.0018831-0.00079524i,-0.0011905+7.9875e-05i,-0.00040923+0.00056337i,-3.3912e-05-9.6538e-07i,0.00025622+0.00010084i,0.00065112+0.00040768i,0.00047729+0.00037651i,0.00029713+0.00075125i,9.2579e-05+0.00077594i,0.00021379-0.00016072i
0.0031268-0.0011032i,0.0026323-0.0027775i,0.0018637-0.0027919i,-0.00017126-0.0022363i,-0.0015955-0.0016657i,-0.0011525-0.00043197i,2.1388e-06+0.00087738i,0.00052063+0.00066492i,0.00033445+0.00017561i,0.00024054+0.00018486i,-7.7387e-05-4.0688e-05i,-0.00055289-0.00092271i,-0.00056317-0.00073459i,-0.00057041+0.00044897i,-0.00057426+0.0011517i,-0.00024739+0.0011066i,0.00033817+0.00037777i,9.7249e-05+0.00019448i,-4.1812e-05+5.5635e-05i,0.00022756-0.00021769i,-3.8401e-05-0.00039679i,-0.00018755+0.00033844i,0.0002282+0.00081892i
-0.00060945+0.0024495i,0.00040737+0.0017825i,0.001354+0.00090646i,0.0011712+0.00097985i,0.0012424+0.00080341i,0.0010813+0.00073267i,0.00072534-0.00015558i,0.000736-0.00035994i,8.2451e-06-5.2158e-05i,-0.0006212-0.0006811i,-0.00065285-0.00052452i,-0.00039297-0.0002094i,-0.00077905-0.00010147i,-0.00080716-0.00026872i,0.0005141+4.1318e-07i,0.0010785+0.0011218i,0.00039181+0.0011722i,-0.00076411+0.00057291i,-0.0008532+0.00061392i,0.00026599+0.00034365i,0.00032389+0.00057977i,-0.00059474+0.00065744i,-0.0005246+6.0041e-05i
-0.00043567-0.0010099i,-0.0001912-0.0014114i,0.00049849-0.0010437i,0.00042909-0.00095418i,0.000531-0.0011796i,0.00065903-0.001172i,0.00011361-0.00041984i,-0.00036904-6.0301e-05i,-0.0007393-0.00011295i,-0.00098259+5.6282e-05i,-0.00056114+0.00050367i,-0.00026818+0.00059536i,8.4604e-05+0.00020911i,0.00037765-0.00020468i,0.00032271-0.00048387i,-0.00030131-0.00033023i,-0.00038785-0.00017952i,0.00044054-0.00032344i,6.8324e-05+1.3842e-05i,-0.00037516+9.5397e-05i,0.00017621-0.00019776i,0.00073073-9.6453e-05i,-0.00017666+0.00041653i
0.0019622+0.0017342i,0.0021229+0.0020368i,0.00082328+0.0018821i,0.00052294+0.00068227i,-9.9597e-05-8.0075e-05i,-0.00053516+0.00017369i,3.7879e-05-0.0001757i,0.00028503-0.00046671i,0.00030753+0.00030297i,-6.0145e-06+0.00022094i,-5.4128e-05-0.0010057i,-0.00015257-0.0012705i,-0.00045167-0.00060224i,-0.00010571+8.5923e-05i,-0.0003111+0.00037482i,-0.00062898+0.00022437i,-0.00059861-0.00026653i,-0.00039665-0.00031651i,0.00036304+3.9353e-05i,0.0005821-2.2183e-06i,0.0008147-0.00052757i,0.0010396-0.00053634i,0.00074868+2.6399e-05i
0.00047889+0.0015331i,0.0016418+0.0010974i,0.0017613+0.0015766i,0.0015853+0.0010724i,0.0019982-0.0002684i,0.0015824-0.0010068i,0.00051877-0.00078518i,-3.0323e-05+9.4515e-05i,-0.00024936-3.0947e-05i,-0.00059079-0.00024826i,-0.0006494-0.0005271i,-0.00035432-0.0005872i,-0.00062265+0.00044515i,-0.00049531+0.00081379i,0.00039798+0.0011071i,0.0011186+0.00080445i,0.0010888-1.8404e-05i,0.00046486-7.3564e-05i,4.4104e-05-0.00033659i,0.00050606-0.001533i,4.0002e-05-0.0021071i,-0.00059376-0.0015363i,0.00010064-0.00082317i
-0.0011549+0.0018393i,-0.0015363+0.0025666i,-0.0011202+0.00185i,0.00025846+0.0012054i,0.00023363+0.00073604i,0.00011585+0.00013235i,0.00033264+5.3276e-05i,0.00035468+0.00025556i,-0.00010225+0.0010184i,-0.00055238+0.001454i,7.8044e-06+0.00095382i,-0.00018746-0.00035666i,-0.00062144-0.00086967i,-0.00038515-0.00038142i,-0.00047623+2.8726e-06i,-0.00056278+0.00025801i,-0.00044367-0.0002923i,0.00045057-0.00050711i,0.001046-0.00066167i,0.00077804-0.00056669i,0.00014739-2.9999e-05i,-7.4173e-05+0.00010454i,-0.00019708+6.7617e-05i
0.00050815+0.00060883i,0.0015596-0.0012956i,0.0019856-0.0023994i,0.00093902-0.0012636i,-0.00020337-0.00095923i,-0.00060085-0.00093934i,-0.00074755-0.00012092i,-0.00049091+0.00025104i,4.8091e-05-0.00023599i,-0.00045297-0.00063432i,-0.0013741-0.0003948i,-0.00094634+0.00016672i,-0.00037401+0.00073014i,-5.8601e-05+0.00069261i,6.6783e-05+0.00049353i,0.00011454+0.00026069i,-1.7025e-05-0.00012124i,0.00023242-5.2687e-05i,0.00024995+0.0006106i,5.4445e-07+0.00089601i,-0.00025479+2.1656e-05i,-4.7611e-05-0.00087327i,-0.00012835-0.00059289i
-0.00017994-0.00058643i,-0.0013143+0.00071546i,-0.0019802+0.0020723i,-0.0015869+0.0011326i,-0.0015384+0.00085467i,-0.0014022+0.00063987i,-0.00036075+0.00014258i,0.00044945+0.00033934i,0.0007302+0.00016451i,0.00026852+9.3068e-06i,-0.00044596+0.00010693i,-0.00053001+0.00011214i,-0.00074023-0.00014526i,-0.00038339+0.00017507i,0.00042489-1.343e-05i,0.00030748-0.00039698i,-0.00036275+0.00035562i,8.1825e-05+0.0010227i,0.00071343+0.0002827i,0.0005894-0.00032571i,0.00038379+9.8556e-05i,0.00019487+4.2225e-05i,0.00051208-0.000921i
-0.00045971+0.0023815i,4.6477e-05+0.00095207i,-7.9128e-05+0.00037633i,0.00065711+0.0007641i,0.002068+0.0011185i,0.0020523-0.00017275i,0.0011032-0.00065928i,0.00041481+0.00022971i,-4.6474e-05+0.00084891i,0.00013824+0.00071997i,-8.6636e-05+0.00035729i,-0.00044307+8.4395e-05i,-0.00087063+0.00019855i,-0.00093238+5.8051e-05i,-0.00038229+0.00026774i,-0.00035583+0.00045287i,-0.00012557-0.00042759i,-8.5795e-05-0.00082848i,-8.8539e-05-0.00029558i,-8.2249e-05+3.7948e-05i,-0.00052504-0.00010409i,-0.0010986+5.9134e-05i,-0.00055591+0.00035423i
-0.00028267-0.0016901i,-0.0012557-0.00026235i,-0.002203+0.0016919i,-0.0011397+0.0010681i,-0.00024764-5.378e-05i,-0.00019078-7.5291e-05i,-5.3724e-05+0.00068519i,0.00015104+0.00074507i,0.00051848-1.2614e-06i,0.00038333+0.00018822i,-0.00043926+0.00031095i,-0.0010277+0.00010238i,-0.00083425+0.0002502i,-0.00089205+0.00042585i,-0.00099796-2.7828e-05i,-0.00042303-0.00035643i,1.4003e-05+5.4077e-05i,0.00022782+0.00021636i,0.00060466-0.00024506i,0.00095035-0.00073001i,0.00068713-0.00026553i,0.00044185+0.00067502i,0.00061606+0.00060108i
0.00035523-0.00076183i,-0.00089186-0.0017818i,-0.00052358-0.0013792i,-0.00084665-0.00055228i,-0.0010722+8.0626e-05i,-0.00085531+0.00090775i,-0.0009913+0.0011244i,-0.00033326+0.00087042i,0.00020105+0.00037618i,2.4624e-06-2.6133e-05i,-0.00030209+0.00025138i,-0.00075088+0.00064068i,-0.00057168+0.00064546i,0.00048039+0.0010563i,0.0007413+0.0013757i,0.00042516+0.0011433i,-0.00027813+0.00091349i,-0.00058914+0.00035336i,-0.00014725-0.00073093i,0.0001498-0.00041941i,0.0002082+0.00061171i,-0.0004169+0.00075192i,-0.00062499+0.0001954i
-0.00036225-0.00053803i,0.00013352-0.00010685i,0.00020084+0.00061197i,-0.00012775+0.0010886i,-6.4714e-05+0.00078788i,-0.00033965+0.00073163i,-0.0013429+0.00093994i,-0.00090442+0.00044729i,0.00058312-1.5727e-05i,0.00063388+4.0603e-05i,-8.7651e-05+0.00029894i,-0.00026681+0.000344i,0.00024178+0.00020443i,0.00064022+0.00023864i,0.0003538+0.00033752i,-0.00013571+8.9694e-05i,0.00012961-6.1746e-05i,0.00051256+0.00016554i,0.00046352+0.00040321i,0.00050315+0.00016133i,4.0281e-05-4.733e-05i,-0.00023696+0.00047004i,0.00042466+0.00029722i
-0.00048005-0.0013134i,-0.00065794-0.0017279i,-0.0012674-0.00082563i,-0.0011057+0.00081034i,-0.00084881+0.0017302i,-0.00066254+0.0019157i,2.8973e-05+0.0017964i,0.0010285+0.00096655i,0.0011258+0.00055339i,0.00076682+0.00040693i,0.00050767+0.00021021i,7.0891e-05+0.00060787i,1.989e-05+0.0011981i,0.00037366+0.00094685i,0.00058838+0.00053015i,0.00024078+0.00062593i,0.00069017+0.0001068i,0.00070882+0.00013233i,-0.00033639-7.6023e-05i,-0.00024725-0.00062852i,0.00066271-0.00039505i,0.0011265+0.00052808i,0.00044269+0.0010409i
-0.0010822+0.00039155i,-0.0019428+0.0010158i,-0.0013682+0.00034872i,-0.00050189+0.00015631i,-0.00074409+0.00055911i,-0.00067011+0.00064279i,-0.00022374+0.001035i,-0.00012645+0.00076886i,-0.00048286+0.00018501i,-0.0002241+0.00020123i,2.4944e-05+0.00035197i,-0.00045906+0.00098716i,-0.00086706+0.0010942i,-0.00023905+0.001066i,0.00058679+0.0010108i,0.00061286+0.00075656i,-0.000232+0.00058153i,-0.00011806+0.00043277i,0.00044754+0.00033275i,-8.6114e-05+0.00017997i,-0.00040783+0.00011501i,-0.00023255+0.00017938i,-0.00014115-0.00041403i
-0.00026082-0.0038229i,-0.0014695-0.003884i,-0.0023838-0.0028788i,-0.0024048-0.0010061i,-0.001953+0.00061763i,-0.0016576+0.0016319i,-0.00087217+0.0013926i,-0.00036024+0.00027483i,-0.00057976-0.00087847i,-0.00073714-0.0011271i,-0.0011824-0.00082797i,-0.0009598-0.00081508i,0.00029629-0.00049707i,0.00031374+0.00057228i,-0.00023863+0.00072262i,0.00058803+0.00026231i,0.00046131+0.00030464i,-0.00027437+0.00063853i,-0.00019749+0.0005419i,-0.00053621+0.0010626i,-0.00041301+0.0011514i,0.00044064+0.0006385i,0.00071086-4.6908e-05i
