-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
-0.0036745-0.00024256i,-0.0012578-0.00017176i,-0.0013628+0.00022541i,-0.00017865+0.000717i,0.0023994+0.0011554i,0.0034062+0.001378i,0.0033472+0.00094443i,0.002684+0.00062391i,0.00082818+0.00016203i,-0.00077396-0.00021753i,-0.0003038+0.00039969i,9.6831e-05+0.00056368i,0.00016551+0.0008887i,-1.0924e-05+0.00086025i,0.00025237-0.00027217i,0.00062641-0.00091392i,0.00029599-0.0015701i,-0.00017216-0.0016841i,-0.00024053-0.00095865i,7.0327e-06-0.0010124i,5.0021e-05-0.0010023i,0.00038535-0.00076486i,0.00034528-0.00071402i
0.00087532-0.0010691i,0.0014611-0.0015876i,0.0014524-0.00082493i,0.0011008-0.0010794i,0.001018-0.002481i,0.00026389-0.0024419i,-8.2347e-06-0.0010188i,0.00011275-0.00022923i,0.0003947-0.00032921i,0.00067868-0.00015891i,0.00047918-0.00056614i,7.3232e-06-0.00065019i,-0.00038851+0.00017945i,-0.00093222+0.000649i,-0.0012522+0.00060752i,-0.0012568+0.00044042i,-0.0003074-6.5976e-05i,0.00079044-0.00029244i,0.00053567-0.00059886i,-0.00041918-0.00055428i,-0.00050967+0.00011373i,-0.00074161+0.00077067i,-0.00093433+0.001399i
0.0023926-0.00045702i,0.001868-0.00013083i,0.0015508-0.00031718i,0.0018891-0.00052691i,0.0017615-0.0012082i,0.0014974-0.00067832i,0.0012509-0.00016312i,8.6549e-05-0.00021041i,-3.1124e-05+0.00040139i,0.0015596+0.00035767i,0.0016088-0.00025604i,0.00051619-0.00070541i,-0.00011354-0.0012274i,-0.0010263-0.0015836i,-0.00076623-0.0014262i,3.1771e-05-0.00087724i,0.00014268-0.00035736i,-0.00013345-0.00028181i,-0.00036571-0.00047842i,0.00067126-0.00030595i,0.00077106-0.0005107i,4.8166e-05-0.00075455i,-0.00014675-0.00073365i
0.0014039-0.00073014i,0.0024409-0.00073011i,0.0027242-0.0014592i,0.001892-0.0029167i,0.0011447-0.0038029i,0.00056743-0.0030259i,-0.00032436-0.0012041i,9.0833e-05+0.00042512i,0.00069748+0.000903i,0.00044263+0.00069823i,-0.00016845-0.00012468i,0.00035593-0.00060416i,0.001004+0.00039633i,0.00045316+0.0008845i,7.8089e-05+0.0010731i,4.8465e-05+0.0011642i,-0.0002364-0.00045434i,0.00039544-0.0015532i,0.00085676-0.0013479i,0.00016216-0.00044616i,-4.9117e-05-0.0001893i,0.00020075-0.00062575i,-0.00022865-1.9224e-05i
0.0028703-0.0016017i,0.0024648-0.00094386i,0.0027459+0.00026176i,0.0031626+0.00025907i,0.0025367-0.00062703i,0.0014265-4.932e-05i,0.00081532+0.0011555i,0.00090025+0.0010529i,0.00083982-0.0005074i,0.00042114-0.0017989i,-3.9226e-05-0.0018481i,-0.00056006-0.00080732i,-0.00084446+6.7773e-05i,-0.00075941-0.00056238i,-0.0003125-0.0011351i,0.0008858-0.00087025i,0.001367-7.2429e-05i,0.00071974+0.00051984i,0.00053114+0.00019826i,0.0007424-0.00085099i,0.001165-0.0012926i,0.00098813-0.0010975i,0.00012049-0.00088119i
0.0011045-0.00096022i,0.0016093-0.0011301i,0.0018581-0.0012923i,0.0022619-0.0015808i,0.001598-0.0016843i,0.00026481-0.0014886i,0.0002702-0.00059192i,0.00047514+0.00067062i,0.00017239+0.0012951i,-0.0003488+0.00092737i,0.00023899+0.00044064i,0.0010528-0.00033064i,0.0011874-0.00091922i,0.00063789+5.2078e-06i,-0.00019743+0.0011359i,-0.00095513+0.0012384i,-0.00097093+0.00041425i,-0.00016305-1.3997e-05i,-6.4853e-05+0.00046416i,-0.00034276+0.0006358i,-0.00088243+0.00032935i,-0.001475-7.0829e-05i,-0.001106-4.0043e-05i
-0.00070625-7.7096e-05i,6.0425e-05-0.00016328i,-0.00037217-0.00028402i,0.00010319+0.00012931i,0.00069176+0.00039563i,0.0006898+0.00070005i,0.00024023+0.0014973i,-0.0010701+0.0012531i,-0.0011861+0.00039288i,-7.1271e-05+0.00089556i,0.00014944+0.00089691i,-0.00015542-0.00025592i,0.00058978-0.00067877i,0.00056545-0.0010313i,-0.00030918-0.0012733i,0.00051308-0.00074095i,0.0010641-0.00035646i,-6.3035e-06-0.00019099i,-0.00084515-0.00079746i,-0.0001159-0.0014124i,0.00095242-0.00075959i,0.0009336+0.00016577i,0.00051198+0.0005285i
-0.00075545-0.0024282i,0.00027153-0.0020994i,0.00099779-0.0019964i,0.0021619-0.001518i,0.0018348-0.0015079i,0.00054447-0.0016867i,0.0005346-0.00096366i,0.00088749-0.00078193i,0.00029123-0.00045728i,-3.2486e-05-0.00075299i,0.00031208-0.0010342i,0.00039909-0.00020009i,0.00020809+0.001018i,0.00028783+0.0020847i,0.00044173+0.0019777i,-3.6792e-05+0.00084308i,-8.2308e-05-0.00035028i,0.00042157-0.00049858i,0.00067833-0.00028145i,8.6644e-05+0.00026299i,-0.00067278+0.00094102i,-0.0010532+0.0011508i,-0.00090009+0.00036118i
-0.002626-0.0017139i,-0.0021753+8.5241e-05i,-0.0021078+0.00081249i,-0.00079608+0.00019027i,-0.00034478+0.00012818i,-0.00019689+0.00029876i,-3.7972e-05+0.00055817i,0.00012537+0.00055553i,-0.0001542+0.00057335i,5.3405e-05+0.00093163i,0.00016183+0.00044515i,-0.00051646-0.00024948i,-0.00078361-5.1148e-05i,-0.00062793-0.00034379i,2.4172e-05-0.00053406i,0.00082272-0.00027472i,0.0012594-4.532e-05i,0.00058167-2.8309e-05i,-0.0001857-0.000471i,0.00016556+0.00011864i,7.2487e-05+0.00025537i,-0.00017818-0.00028538i,0.00010328+6.2248e-05i
-0.0010803+0.0026971i,-0.0017818+0.0022417i,-0.00023551+0.0015092i,0.0018823+0.00071091i,0.0026672-0.00091183i,0.0021112-0.0017466i,0.0015954-0.0014178i,0.0010197-0.00020653i,0.00017414+0.00097044i,-0.00028218+0.0004784i,-0.00014425-0.0004649i,0.00035957-0.00039993i,0.00083691+0.00028961i,0.00090088+0.00081938i,0.00020466+0.00094243i,-0.00066476+0.00087164i,-0.00080816-1.1273e-05i,-0.00083719-0.0004268i,-0.00060466-0.00020228i,-7.1483e-05+2.1286e-05i,-0.00057911+0.00028583i,-0.0008699+0.00031981i,-0.00052803-5.1403e-05i
0.00012283+0.0025281i,0.00077582+0.0027749i,0.0019949+0.0026291i,0.0035265+0.0013751i,0.0028969-0.00016568i,0.00045863-0.00087787i,0.00022088-0.00026098i,0.00057704-0.00023975i,-0.0004792-0.00082938i,-0.00042246-0.00086511i,0.00032724-0.00047065i,9.2125e-05+0.00012216i,-0.00093664+0.00047305i,-0.0008629-0.00012331i,0.0005658-0.00012585i,0.0013124+0.00057111i,0.0010953+0.00045598i,0.00053102+6.5104e-05i,7.936e-05-4.0504e-05i,0.00028883-0.00036273i,0.0009601-0.00059897i,0.0011361-8.1048e-05i,0.0009169+0.00019765i
0.001565+0.0015321i,0.0015996+0.0012504i,0.0034459+0.0020315i,0.0039452+0.00040018i,0.0031151-0.0014828i,0.0026073-0.0011266i,0.0018981-8.2216e-05i,0.0015622+0.00062979i,0.0010239+0.0011598i,0.00031696+0.00081245i,0.00077669-0.00033308i,0.00059856-0.0009172i,0.00077894-0.00049944i,0.00088821+0.00028624i,4.8031e-05+0.00041296i,-0.00083837-0.00015865i,-0.00066533-0.00099709i,0.00019828-0.0007015i,-8.0114e-05+0.00045215i,-0.00055698+0.00085597i,-0.00051707+0.00059988i,-8.4337e-05+0.00022892i,0.00019541+0.0002446i
-0.00061774-0.00020585i,-0.0001296+0.00013097i,0.0014661-0.0011788i,0.0019543-0.0019597i,0.0011764-0.002276i,0.0010974-0.0026382i,0.00054289-0.0012889i,-0.0003773+0.00028986i,-0.00036482+0.00078457i,-0.00057295+0.0005033i,-0.00042946+8.1648e-05i,0.00062496-0.00044892i,0.00076545-0.0010111i,0.00032508-0.00097033i,2.0462e-05-0.00012785i,0.0003177+0.00068012i,0.00045636+0.00049093i,-0.00058432+3.1952e-05i,-0.0012958-0.00057661i,-0.0012884-0.0010015i,-0.0013499-0.00065434i,-0.00074496-0.00013477i,-0.00039173-0.00010236i
-0.0016607-0.00072978i,-0.0016315-0.0002207i,-0.0013882-0.0010577i,-0.00030191-0.0009586i,0.00059849+4.2926e-05i,0.00082256+0.00075675i,0.00087841+0.0008807i,0.00052231+0.00048978i,6.7662e-05+6.5198e-05i,0.00027518+0.00080092i,0.00097217+0.001375i,0.00022287+0.00019443i,-0.0005058-0.00020176i,-0.00042683+0.00020728i,-0.00017325+0.0001135i,-0.00062889-0.00019519i,-0.0005245-0.00097866i,0.00024589-0.00090008i,0.0005275-0.00022272i,0.0002885+0.00086116i,-0.00044078+0.0013735i,-0.00023444+0.00016119i,0.0005785-0.00053209i
0.000724+0.0019559i,3.7246e-05+0.0020757i,0.0014945+0.0021043i,0.0025818+0.0015362i,0.00224+0.00021183i,0.00087913-0.0014382i,8.3609e-05-0.00076622i,0.0003702+0.0010342i,0.00062583+0.0007558i,0.00016893-0.00024071i,-0.00043094-0.00037689i,-0.00080043+4.6307e-06i,-0.00040956-2.0332e-05i,-3.7094e-05-0.0003491i,0.00027459-0.00097562i,0.00055463-0.00081229i,0.00069664-0.00046554i,0.0005721-0.0008681i,0.00028904-0.00068802i,-0.00028955-0.00027538i,-0.00083165-0.0010563i,-0.00065009-0.0010713i,-0.00024752-0.0001983i
0.00074372-0.0016725i,0.0011506-0.0013011i,0.0017548-0.0013653i,0.002598-0.0016004i,0.0025663-0.00081209i,0.0012615+0.00036424i,0.00062898+0.00099341i,0.00041182+0.00075428i,-0.00041324+3.7884e-05i,1.7478e-05+0.00025712i,0.0006532+0.00027101i,0.00024962-0.00051245i,0.00032707-0.00019146i,0.00048938+0.00020657i,0.00015954+0.00016655i,-0.00027242+0.00055337i,-0.00076263-6.7077e-05i,-0.00076703-0.00038939i,0.00032266+0.00039739i,0.00078619+0.00050757i,0.00071386-3.9272e-05i,8.9954e-05-0.00019026i,-0.00058131-0.00036328i
0.00031932-0.00078903i,-0.00021244-0.0012452i,-0.00068031-0.0013114i,-0.00013273-0.0011381i,0.00026906-0.0019464i,-7.7216e-05-0.0014061i,-0.00021019+0.00046778i,-0.00067117+0.00094036i,-0.00067125+0.00085676i,7.167e-05+0.00084607i,0.00066455+0.0010199i,0.00037005+0.00082076i,-0.0008898-3.1859e-05i,-0.00060756-1.7876e-05i,5.0091e-05-0.00048574i,0.00074634-0.001463i,0.0011139-0.00094228i,0.0005275-0.00096416i,0.00017098-0.0014388i,6.2791e-05-0.0012319i,-5.0323e-05-0.00098365i,6.383e-05-0.00088691i,0.00015102-0.00033772i
0.00050817+1.3178e-05i,0.0010572-0.00056254i,0.00099736+0.00018777i,-0.00026046+0.00011738i,-0.00056872+0.00028772i,0.00082942+0.0012289i,0.001244+0.0014506i,0.00085078+0.0012119i,0.00022117+0.00051236i,0.00016296-0.00042145i,0.00026504-0.0010217i,-0.00061057-0.0010616i,-0.00067172-0.00065495i,-0.0004933-0.00086699i,-0.00065901+5.8909e-05i,-5.2979e-05+0.00030124i,-4.6242e-05-0.00050214i,-0.00046886+2.4283e-05i,-0.00011708+0.0003735i,6.1463e-06+0.00043796i,-0.00057505+0.00093855i,-0.00077019+0.00083527i,-0.00028799+0.00020683i
-0.0010189+0.00016979i,-0.0013062+0.00094498i,-2.2025e-06+0.0014023i,0.0023421+0.00085107i,0.0032708-0.00047743i,0.0024864-0.0020707i,0.000894-0.0020097i,-0.00012984-0.00081213i,-0.00011955+0.00017025i,-0.00030356+0.000178i,-0.00070914-0.00091609i,-0.00021624-0.0010849i,-0.00012909-0.0007756i,-0.00012931-0.00034384i,0.00046805+0.0005558i,0.0011983+0.0011227i,0.00087034+0.0014639i,-7.5758e-05+0.00091433i,-0.00051482+0.0004329i,-0.00074586+0.00014164i,0.0002103-0.00016628i,0.00085174-0.00011687i,0.00093475-0.00012691i
6.8095e-05+0.00012706i,0.00067977-0.00016337i,0.001618-0.00024093i,0.0015236-0.00055i,0.00045637-0.00083362i,-0.00016245+0.00027513i,-0.00059446+0.0015313i,-0.00047014+0.0015663i,-3.6732e-05+0.00067861i,0.0006206+0.00019563i,0.0014606+1.9422e-05i,0.0011171-0.00041893i,0.0010872-0.00055581i,0.0012854-0.00073839i,0.00063724-0.00070092i,2.2417e-05-1.987e-06i,-0.00042613-0.0010029i,-0.00049276-0.0018696i,-0.00037212-0.0012422i,0.00014281-0.00058558i,0.00021354-0.00019606i,-0.0003439+0.00026886i,-0.00011963+0.00066738i
-0.0019585+0.00092504i,-0.002618+0.0011395i,-0.0020102+0.0012012i,0.00056661+0.00067436i,0.0018248-0.00030886i,0.001609-0.001537i,0.001084-0.00075065i,0.00032282+0.00085603i,-0.00030176+0.00063777i,-0.00068614+0.00023895i,-0.00038284+0.00031686i,0.00041599+8.7824e-05i,0.0003974-0.0006282i,0.0002151-0.00094453i,0.00065765-0.0001056i,0.00015965+0.00041967i,-0.00079553+0.00015867i,-0.00077616+2.6407e-05i,4.7991e-05-0.00068127i,0.00013143-0.0012267i,-0.00069265-0.00075331i,-0.00014335-0.00027438i,0.00039515-0.00067021i
-0.00089279-0.00059214i,-0.00078846-0.00079794i,-0.0009064-0.00027308i,-2.5023e-05-0.00016997i,0.00049213-0.00018931i,-0.00024035+0.00016796i,-0.00019647+0.00040181i,0.00045696+0.00037359i,0.00025591-6.8686e-07i,0.00015596+7.7291e-05i,0.00046614-7.8906e-06i,0.00024927+9.1532e-06i,-1.8857e-05-8.5625e-05i,-0.00025216+0.00013029i,7.7176e-06+0.00056993i,-0.00017004+0.00043404i,6.9132e-05+0.00013689i,0.0006128-0.00059438i,-0.00013662-0.0010454i,-0.0010698-0.00039533i,-0.0012826-0.00010642i,-0.00043848-0.00010077i,0.00055502-0.00025708i
0.0009876+0.0006253i,0.0011477-0.00022259i,0.0023702-0.001202i,0.0027758-0.00098619i,0.0025334-0.001063i,0.0018891-0.00094207i,0.0010622-3.1644e-05i,0.00071778+0.00021307i,0.00080926+0.00038616i,0.00077135+0.00062189i,0.00051743+0.00022604i,0.00034516-0.00077263i,-0.00019172-0.0011657i,-0.00068954-0.00084279i,-0.00060147-0.00078832i,3.8076e-05-0.00049398i,-0.00011802-0.00042371i,-0.00010222-0.00018515i,0.00081525+0.00058061i,0.00033604+0.00053111i,-0.00035078+0.00018399i,0.00043984-1.8047e-05i,0.00060632+2.7936e-05i
-0.0011204-0.0026525i,-0.0022707-0.0026648i,-0.0020727-0.0022307i,-0.001033-0.0024076i,-0.0004541-0.0022203i,-0.00038032-0.00083604i,-0.00037171-2.4498e-05i,-0.00013304-8.9882e-05i,-0.00013894+0.00010365i,-0.00066492+7.5815e-05i,-0.00076619+0.00047397i,-0.00064721+0.00073103i,-0.00028541+2.3973e-05i,-0.00016148-0.00044392i,-8.2504e-05-0.00026346i,-0.00041302+0.00021456i,-0.00051278-0.00029691i,4.0124e-05-0.0013543i,2.7517e-05-0.0022058i,-9.4772e-05-0.0009485i,-8.5641e-05+0.00022266i,-1.2308e-05-0.00042026i,-0.00044597+7.0443e-06i
0.00078393-7.096e-05i,0.0018075-0.00047706i,0.0017264-1.2136e-05i,0.0016635-0.0002257i,0.0019669-0.0005174i,0.0018934-0.00025635i,0.0011705+0.00027785i,0.0011147+0.00043346i,0.00080742-0.00013346i,-0.00012269-0.00019527i,-0.00040613-0.0003852i,-0.00059183-0.00051317i,-0.00092799+0.00020354i,-0.00058248+0.00095295i,5.0345e-05+0.00028148i,0.00052464-0.00037298i,0.00089148+6.408e-05i,0.00072739+9.5953e-05i,0.00058891-0.00066901i,0.00064749-0.001129i,-0.00014507-0.00060073i,-0.00028396-0.00021442i,0.00044166-0.00029471i
0.0017882+0.00060755i,0.00085544+0.00058038i,0.00091108+0.00020152i,0.00092189-0.00037761i,-0.00029661-0.0020274i,-0.0013134-0.0019379i,-0.00095456-0.00033168i,4.9783e-05+0.00037463i,0.00070925+0.00033957i,0.00083308+0.00036877i,0.00034847+0.00043657i,-0.000228+1.0289e-05i,-0.00060082-0.00063259i,-0.00037715-0.00099829i,-0.00044303-0.0010869i,-0.0007157-0.0009455i,-4.7297e-05-0.00033441i,0.0008117-0.0001996i,0.00098526-0.00021851i,0.00022309-5.1815e-05i,-0.00035718-0.00071441i,0.00053027-0.0012209i,0.00069483-0.00081728i
0.0012614+0.00031489i,0.0016441+0.00043531i,0.002566+0.0010716i,0.002435+0.00062551i,0.0021573-0.00036913i,0.002088-0.00040635i,0.0012707-0.00010729i,0.00028569+0.00017728i,0.0002082+0.00046619i,0.00062225+0.00076891i,0.00018512+0.00068076i,-0.0001307-0.00016734i,0.00052222-0.00060727i,0.0012416-4.9568e-06i,0.00068442+0.00025314i,0.00024274+0.00017792i,0.00069884+0.00026212i,0.00069213-0.00036036i,8.2028e-05-0.0005797i,-0.00018732-6.284e-05i,-9.7351e-05+0.00042615i,-1.5229e-05+0.0007037i,-5.1272e-05+0.00037511i
-6.0024e-05+0.00025453i,-0.00019142+0.00014667i,0.00082483+0.00014871i,0.0012071-0.00010895i,0.00029811-0.00063484i,-0.00051703-0.0016058i,-0.00090253-0.0015282i,-0.00034943-0.00058311i,0.00095175-0.0001847i,0.00050753+0.00010225i,-0.00043495-0.0006996i,-0.0010727-0.0012185i,-0.00090736-0.00074i,-0.00063045-0.00091827i,-0.00050041-0.00099092i,4.0899e-05-0.00095769i,0.00057188-0.00076317i,0.00020589+9.2114e-05i,0.00016854+0.00053571i,0.00013915+0.00048581i,-0.00057231+0.0001396i,-0.0010133+0.00063624i,-0.00087022+0.00085866i
0.001942+0.0015596i,0.0018436+0.001555i,0.0023937+0.00095299i,0.0031458-0.00035658i,0.0030759-0.0009311i,0.0018725+0.00032912i,0.00095606+0.0017613i,0.00021634+0.0014124i,-7.7896e-06+0.00068153i,0.00053403+0.00065665i,0.00078912+0.00012934i,0.00072489-0.00098833i,0.00023101-0.00090335i,-0.00047308-0.00050051i,-0.0013687-8.3469e-05i,-0.0012151+0.00026687i,-0.00042869-0.00031239i,-0.00010217-0.00056754i,0.00030177-0.00011524i,9.1343e-05-0.00023159i,0.00029275+2.8142e-05i,-0.00042518-0.00027515i,-0.00093626-0.0003546i
0.00094869+0.00035852i,0.0013586+4.3153e-05i,0.0014141-0.00040841i,0.0014321-0.0010942i,0.00079113-0.0020637i,0.00041993-0.001304i,0.00079418+0.00012504i,0.00087514+0.00047524i,0.0012946+0.00084161i,0.0010494+0.00082732i,0.0003018+4.1863e-05i,9.3886e-05-3.6236e-05i,-3.3074e-05-0.00043907i,0.00011859-0.0010862i,-0.000113-0.00098837i,-3.947e-05-8.5665e-05i,-0.00032787-0.00057176i,-0.00097702-0.0014694i,-0.00067302-0.0010396i,0.00056229-0.00067928i,0.00077204-0.00089123i,0.00018613-0.00056318i,-0.00016296+0.0003186i
-0.0012667-0.00029507i,-0.0012981-0.00041509i,0.00016436-0.00046589i,0.0013934+0.00028049i,0.0019733+0.00063876i,0.0015107+0.0010592i,0.00019878+0.001239i,-4.6443e-05+0.00057795i,0.00011429-0.00028154i,-2.6465e-05-0.001178i,8.8213e-05-0.00095887i,-0.00030069-0.00030182i,-0.00037793-6.166e-05i,-0.00039952+1.1761e-05i,-0.00037716+0.00092783i,-0.00043694+0.0012707i,-0.00017225+0.00012083i,-2.757e-05-0.00020758i,-1.0641e-05+0.00041359i,-0.00055774+0.00032128i,-0.0013385+5.2704e-05i,-0.0011062-8.8757e-05i,-0.00070007+0.00017429i
-0.0027033-0.0016738i,-0.0027275-0.0015651i,-0.0026177-0.0019321i,-0.0017997-0.0021298i,-0.00094623-0.0021737i,-0.00031303-0.0016631i,9.847e-05-0.00043113i,-1.3366e-05+2.7682e-06i,-0.00017341+0.00043207i,5.8868e-07+0.00021245i,-0.000198-0.00070521i,-0.0010226-0.00069293i,-0.00083275-0.00073177i,-0.001113-0.00049748i,-0.0011479-0.00013453i,6.7915e-05+0.00014887i,0.00021844+0.00029776i,-0.00058318+1.7945e-05i,-0.00081208+0.00021901i,-0.00042181+0.0006151i,-0.00016242+0.0007904i,-0.0002488+0.00032381i,-0.00016691-2.3904e-05i
0.00034063+0.0018465i,-0.00034971+0.0025032i,0.0014139+0.0028745i,0.0026623+0.0019846i,0.0032245+0.00098192i,0.0026344+0.00032972i,0.0011889+0.00035357i,0.00050057+0.0010811i,0.00022965+0.0012805i,-0.00012889+0.0015677i,-0.00093921+0.0014984i,-0.00037033+0.0005157i,0.0011161+0.00042357i,0.0011192-5.5109e-05i,0.00074579-0.00074999i,0.00074546-0.00051558i,0.00063984-0.00018552i,0.0002858-0.00011617i,-0.00023305-9.4238e-05i,-0.00037031+0.00013323i,-0.00033821-0.00030805i,0.00045522-0.00073191i,0.00076261-0.00037574i
-0.00091201+0.00078689i,3.0391e-05+0.00086273i,0.0013588-0.00015878i,0.0026438-0.00046878i,0.0019669-0.0004841i,0.0001856-0.0003732i,0.00023325+0.00011546i,0.00053562+0.00057382i,0.00031399-8.0289e-06i,0.00029194-0.00057733i,1.2451e-05-0.0007962i,0.0006456-0.0006546i,0.0014633+0.0004644i,0.00082885+0.00081515i,0.00047692+0.0011604i,0.0008802+0.0010286i,0.0010689-0.00039919i,0.00046652-0.0007205i,-0.0004125-0.00020939i,-0.00045486-6.9434e-05i,0.00059715-0.00096768i,0.00046342-0.00094394i,-0.00056146-8.3495e-05i
-0.0017888+0.0029483i,-0.0026477+0.0041511i,-0.0016271+0.0049448i,8.7184e-05+0.0026826i,0.0011126+0.00044358i,0.0012482-0.00048615i,0.00065181-0.00026436i,0.00037783+0.00067335i,0.00018072+0.0015877i,0.00044947+0.0013458i,0.00096055-0.0002408i,0.000889-0.0011683i,-7.1089e-05-0.00054428i,-0.00080818-0.00029451i,-0.00073258-0.00029441i,-0.00018789-0.00026102i,-0.00010856-0.00065908i,0.00012377-0.0010843i,0.00074192-0.00094416i,0.00057676-0.00040685i,0.00026177+9.6731e-05i,-0.00010327+0.0004502i,0.00035192+0.00035855i
-0.00028807-0.00059312i,0.00033558-0.00017381i,0.0012146-0.0006201i,0.0022354-0.00052956i,0.002561-0.0016648i,0.0016119-0.0019177i,0.00086648-0.0002923i,0.00057807+0.00092831i,0.00062346+0.0011857i,0.0010047+0.0011109i,0.00099053+0.00074742i,0.00039376+0.00016583i,-8.4618e-05+0.00019204i,9.005e-05+0.00043478i,0.00068513+7.8055e-05i,0.00061289-0.00011399i,-0.00037703-0.00054433i,-0.00032433-0.00023298i,-0.00014451-0.00010215i,-0.0002804-0.00060802i,0.00034429-0.00069344i,0.00068448-0.00047584i,0.00016765-0.00010488i
-0.0039739-0.00082939i,-0.0031998-0.001014i,-0.0032381-0.00076773i,-0.00081196-0.0010646i,0.00098397-0.00038448i,0.00077554+8.7132e-05i,0.00067524+0.00018905i,0.00070187+0.00055708i,0.00072383+0.00010363i,3.3737e-05-0.00018733i,-0.00068476-5.1534e-05i,-0.00066794+0.00025177i,0.00053155+0.00073738i,0.0017333+0.00076646i,0.001574+0.00051131i,0.00088052+0.00063798i,0.00054982+0.00065592i,0.00060729+2.3607e-05i,0.00031399-0.00056193i,-1.1861e-05-0.00054346i,-0.00056433-0.00040968i,-0.00095686-0.00040297i,-0.00094385+4.4849e-05i
0.0009375+0.00026569i,0.0014323+0.00039789i,0.0020406+0.00095657i,0.0015969+0.00072187i,0.0017304-8.0978e-05i,0.0020982-0.00011219i,0.0014289+0.00092741i,0.00092915+0.0011488i,0.0015252+0.00053023i,0.0014792+2.5299e-05i,0.0013275-8.5395e-05i,0.001242-0.0006351i,-7.8391e-05-0.00021357i,-0.0018379+0.00049693i,-0.0017816+0.00028406i,-0.00074968-9.1621e-05i,-0.00032647-0.00057426i,-0.00020507-0.00059579i,-0.00050393-0.00066072i,-0.00054365-0.00022956i,-9.9693e-05+0.00016669i,-1.6953e-05-0.00072167i,-0.00020709-0.00062399i
-0.0015235-0.0017469i,-0.0016509-0.00059412i,-0.00054728-0.00014202i,0.00025975+0.00078334i,4.9726e-05+0.00054215i,-5.8705e-05-0.00059186i,0.0005761-0.00094192i,0.00040749-0.00022955i,-0.00025309+0.00055229i,-0.00012063+0.0010436i,-7.4117e-05-0.00020071i,-0.0001591-0.0013393i,8.0619e-05-0.00043219i,0.00028924+0.00087966i,0.00012831+0.00063897i,-0.0001439+0.00060725i,5.9218e-05+0.00097472i,3.8256e-05+0.00036053i,-0.00060349-1.1097e-05i,-0.0010116+0.00020273i,-0.00065507+0.00050643i,-0.00027198-9.8112e-05i,-9.7441e-05-6.8485e-05i
-0.002464-0.0008638i,-0.0023444-0.00024838i,-0.0014791-0.0014848i,0.00015143-0.001642i,0.0013402-0.00089506i,0.0011935-0.00015359i,0.00069872+0.00072333i,-5.1896e-05+0.00141i,-0.00069822+0.0015359i,-0.0001962+0.0011734i,0.00015874+0.00023492i,5.0938e-05+0.00011595i,0.00057141+0.00027725i,0.0015781+0.00032283i,0.00093654+0.00046803i,-0.00022551-2.7212e-05i,-0.00010886-0.00034021i,-1.9563e-05-0.00053263i,-0.00035329-0.00076494i,-0.0008923-0.00053971i,-0.00094496-0.00023866i,-0.00024834-5.8082e-05i,-9.4277e-05+0.00010807i
0.0018681-0.00024692i,0.0015987+0.00026623i,0.0017797+0.00015133i,0.0016633+0.0002227i,0.00062669+0.00054618i,-0.00025145+0.0005671i,-0.0006005+0.00060461i,0.00059462+0.00019787i,0.0015448-0.00064778i,0.0014358-0.00015485i,0.00055374-1.7055e-05i,-0.00064778-0.00057753i,-0.0010565-0.00042883i,-0.0011978-0.0003771i,-0.00077451-0.00049589i,-0.00027766-0.00012719i,-0.00033841+0.00029465i,-0.00029801+0.00071898i,6.9045e-05+0.00038148i,6.1147e-05-0.00017496i,-0.00026456-0.0001455i,-0.00028922-0.00026758i,0.00056389-0.00058065i
-0.0018915-0.00024382i,-0.00072141+0.00086395i,-0.00055912+0.00032407i,0.00047053-4.3124e-05i,0.0019408-0.00013284i,0.001804-0.0004799i,0.0015474+0.0002473i,0.0010973+0.0010961i,0.00033505+0.00079901i,0.0005106+0.00043602i,0.0007718+0.00051356i,0.00043522-3.1413e-05i,2.0504e-05-0.00037823i,0.0001348-1.0502e-05i,0.00067832-0.00033229i,0.001127-0.00095545i,0.00037325-0.0014451i,-0.00015237-0.0012284i,0.00022753-0.00061041i,0.00042815-0.00036139i,0.00017214-9.4205e-05i,-0.00072871+0.00061696i,-0.00078265+0.00073561i
-0.00067296-0.00049979i,0.0012274-0.00037929i,0.00087706-0.00053815i,0.00081142+0.00024572i,0.0010571-0.00025695i,0.00088668-0.00076318i,-9.2855e-05+7.7465e-05i,-0.00054548+0.00050927i,-0.00047621+0.00034339i,-0.00052809+0.00041273i,-0.0010216+0.00069665i,-0.0013022+0.00038994i,-0.00017695+0.00030178i,-0.00023697+0.00037016i,-0.00046187+0.00052628i,0.00032552+0.00044922i,0.00026162-0.00023203i,-0.00042604-0.001111i,-0.00033854-0.001247i,2.7466e-05-0.001024i,-0.00054717-0.00059996i,-0.00065067-0.00060526i,-4.7592e-05-0.00073215i
