2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
0.0013457-0.00026725i,0.0027797-0.00067536i,0.0028081-0.00078361i,0.0013924-0.00042098i,-6.8754e-05-0.00014617i,-0.00057374+0.00072635i,-2.0348e-05+0.00080176i,0.00068602-0.00017887i,0.0001701-0.00031328i,-0.00072+7.1485e-05i,-0.0011566+0.00035013i,-0.00082383+0.00046382i,-0.00032828+0.00063344i,0.00011887+0.0013026i,0.00027481+0.0011137i,0.00067743+0.00058015i,0.00045092+0.0010759i,-0.00021509+0.00098791i,-0.00028567-0.00029222i,0.00012866+0.00014083i,0.00028587+0.00094845i,0.00023438+0.0010008i,0.00024479+0.00069331i
-0.00088882-0.0001814i,-0.00042408+0.00037524i,-0.0017648+0.00070885i,-0.0025246+0.00072989i,-0.0022896+0.00097876i,-0.0015385+0.00043398i,-0.00021556-0.00076651i,-5.3879e-05-0.00098092i,-0.00039994-0.00040389i,-0.00087446-0.00042703i,-0.00077751-0.00072699i,-8.6769e-05-0.00051486i,0.00022213-0.00041382i,-8.7234e-05-0.00050599i,-0.00047011-0.00010795i,-0.00085812-0.00035932i,-0.00083229-0.00013705i,-0.00040243-0.00012509i,0.0003159-0.00073482i,0.00041754-0.00020583i,0.0006605+0.00018268i,0.00087395-0.00011357i,0.00044132-0.00018506i
0.0010978+0.0018756i,0.00023525+0.0022464i,-0.00074071+0.0017154i,-0.0019981+0.00025604i,-0.0016513-4.3627e-05i,-0.00088361+0.00051181i,-0.00044232+0.00038247i,-0.00048221+0.00034373i,-0.001041+0.00020004i,-0.00089139+0.00072087i,0.00013768+0.00099497i,0.00071939+0.0001725i,0.00065145-0.00025601i,0.00045607+0.00017509i,0.00048763+0.00041798i,0.00018004+0.00011225i,-0.00041865+0.00025485i,0.00011513+7.3461e-05i,0.00069348-0.00066437i,-3.3967e-05-0.00087045i,-0.00015929-0.00024896i,0.00033414-0.00020962i,0.00078218-0.00054471i
0.00074354+0.0013026i,0.00091565+0.0016846i,0.0017522+0.0026008i,0.0014896+0.0018841i,0.00072024+0.00086046i,0.00033911-0.00031022i,0.00026674-0.0013462i,-0.00045804-0.001351i,-0.00085151-0.00088952i,1.9718e-05-0.00041748i,0.00083029+0.00027974i,0.0005779-0.00019745i,0.00057803-0.00066023i,0.00056709-0.00059468i,0.0006405-0.0006459i,0.0011741-0.00041686i,0.0013822-0.00049256i,0.00092907-0.00090196i,0.00031241-0.00017798i,0.0001065+0.00055013i,-0.00025292+0.00018538i,-0.00025312-0.00042039i,0.00012641-0.00041299i
0.0020225+0.00052709i,0.0015904+0.0010124i,0.00094719+0.00046088i,0.00050359+0.00034214i,0.00042226+0.001511i,-0.00010709+0.0021048i,2.5471e-05+0.0013159i,-0.00053832+4.9129e-05i,-0.00085195-0.00043495i,-0.00037331-0.00057452i,-0.00043099-0.00064384i,-0.00030431-0.00060698i,0.00019457-0.00040855i,0.00031339-0.00090494i,0.00060749-0.00095855i,0.0005082-0.00011144i,0.0005314+0.00062232i,0.0003867+0.00053613i,-1.8425e-05+0.00014838i,-0.00024259-1.0994e-05i,-8.4911e-05-0.0003016i,-3.4456e-05-0.00011183i,0.00015188+0.0006123i
-0.00096538-0.0030695i,-0.0014942-0.0028598i,-0.0026723-0.002092i,-0.0034625-0.00021768i,-0.0029294+0.0011422i,-0.0014599+0.00032968i,-0.00042072-0.00086219i,5.7111e-06-0.00048511i,-2.1158e-05+0.00022579i,-0.00090968-0.00011838i,-0.0014532-6.3271e-05i,-0.00059076+0.00017766i,4.7933e-05-0.00012669i,0.00023386+3.4969e-05i,0.00041352+0.0012159i,0.00069683+0.00071492i,0.0011055-0.00039462i,0.00066305-0.00072424i,0.00037426-0.0001521i,0.00092643+0.00029881i,0.00067139-0.00048264i,1.4389e-05-0.0010271i,-7.2202e-05-6.8737e-06i
0.001622-0.00076815i,0.0014961-0.0010963i,0.0020952-0.0014748i,0.0018748-0.0010682i,-0.00069699-0.00057525i,-0.0012542-8.1758e-05i,-0.00018657+0.00042523i,0.00031891-0.00010926i,0.00063116-0.00050476i,3.0164e-05+0.00033323i,-0.0004952+0.00049465i,-0.00044369-5.3222e-05i,-0.00082489+0.00012968i,-0.00046535-0.00015138i,0.00080769-0.00044551i,0.0013871-0.00020146i,0.00027159-0.00034753i,-0.00075396-0.00048345i,-0.00049313-1.2015e-05i,-0.00084095+4.7092e-06i,-0.00075767-0.00037388i,-0.00084533-0.00020099i,-0.0015096-0.00038747i
6.181e-05+8.214e-05i,-0.00012652+0.00019649i,-0.00042143-6.0875e-05i,-0.00079953-0.00025125i,-0.0010082+1.937e-05i,-0.00089954+0.00062109i,-0.00014191+0.0011687i,2.154e-05+0.00094434i,-0.00048355+0.00039391i,0.00023437+0.00028466i,0.00095471-0.00052143i,0.00079643-0.00080128i,-2.3208e-05-0.00012736i,-0.00011573+0.00027221i,0.00027882+0.00031i,-9.7199e-05+0.00029722i,-0.00030346+0.00021563i,-8.5321e-05-9.0037e-05i,-0.00018977+0.00044309i,-0.00017043+0.00054918i,0.00016068-0.00020383i,0.00022364-0.00036405i,-0.00031671+0.00026337i
0.0010926+0.00014284i,1.726e-05+6.4724e-05i,-0.0010227-0.00029057i,-0.00068349+1.5645e-05i,-0.00042821+0.0005714i,-5.3131e-05+0.00093648i,0.00012525+0.00079218i,-0.00010304+0.00010484i,-0.00024614+0.00023157i,-0.0011125-3.4713e-05i,-0.00065923-0.00068859i,0.00031704+4.5969e-05i,-0.00024594+0.00051315i,-0.00076263+0.00027849i,-0.00048761+0.00044767i,-0.00031793+0.00043274i,-0.00060113+0.00079311i,-0.00067465+0.00117i,-0.00011381+0.00098372i,-0.00011124+0.00056617i,0.0002014+0.00031638i,0.00074421+0.00069934i,0.00050419-0.0003039i
0.00032204-0.00014993i,-0.00011518+0.00035338i,-0.00026039-3.8728e-05i,2.5738e-05+5.4349e-05i,-0.00023176+0.00061142i,0.0001688+0.00042794i,0.00045959-1.2011e-05i,-3.0489e-06-0.00048487i,-0.00032108-0.00067671i,-0.0014554-0.00023231i,-0.0018439+0.00015704i,-0.0012554-0.00030396i,-0.0010027-0.00082173i,-0.00028063-0.00068998i,0.00026814+8.9252e-05i,0.00079902+0.00036773i,0.0014221+1.6569e-05i,0.0012469-0.00059928i,0.00088312-0.00035307i,0.0010334+0.00018503i,0.00034511+0.00046702i,0.00011782+0.00042944i,0.00025509-0.00021738i
-0.0018171+0.00070374i,-0.0017975+0.0010587i,-0.00066765+0.0011133i,0.00013613+0.00078982i,-0.00021442+0.0010232i,2.9015e-06+0.00059508i,0.00020213-0.00081191i,0.00010508-0.0008673i,-3.2114e-05-6.5459e-05i,-9.4766e-05+0.00032449i,0.00031996+0.00072377i,0.00098846+0.00079073i,0.00088268+0.00038851i,0.00059945-9.6306e-05i,0.00097267-0.00017698i,0.00049501-0.00057139i,-0.0001969-0.0002436i,-0.00013373+0.00037123i,-0.00015618+0.00051355i,-0.00065624+0.00016654i,-2.9912e-05-0.00012575i,0.00027714-0.00039466i,-0.00046225-0.0005633i
-0.00056989+0.0001569i,-0.00087088+0.00055288i,-0.001625-0.00055736i,-0.0019446-0.00054082i,-0.0019486-7.8746e-05i,-0.0013149-3.3517e-05i,-0.00068655-0.000335i,-0.001012-0.00046234i,-0.0013273-0.00037681i,-0.0019336-0.00056985i,-0.0018602-0.00021636i,-0.00034652+0.00064634i,0.00028814+0.00056214i,-8.8944e-05+0.00027376i,0.00050502+0.00021563i,0.0011792+0.00021414i,0.00061196-5.9991e-06i,0.00028173+0.00027144i,0.00010159+0.00021394i,-0.00038048-0.00027874i,-0.00062535-2.5271e-05i,-0.00066066+0.00013547i,-0.00069951-0.00025429i
-0.00094418+0.0012519i,-0.00046254+0.0013879i,-0.00020266+0.0015121i,-0.00021681+0.0011245i,-0.00010688+0.0011473i,0.0002057+0.00038927i,7.3384e-05-0.00042799i,-0.0004008-0.0010099i,-0.00053175-0.00041749i,-5.4001e-05+0.0002195i,0.00068982+0.00032973i,4.1594e-05+0.00022975i,-0.00093181-0.00032514i,1.7792e-05-0.00021255i,0.00054545+1.6583e-05i,-0.0001686-0.00034318i,-0.00022037-0.00034629i,-0.00065092-6.7964e-06i,-0.00073419+8.9505e-05i,-2.7761e-06+0.00048133i,0.00033323+0.0001475i,0.00015869-0.00026442i,-0.00014131+0.00013693i
-0.0026849+0.0017998i,-0.0028538+0.0016955i,-0.0017993+0.0023996i,-0.00025967+0.002086i,-0.00061934+0.00091746i,-0.0011966-0.00017871i,0.00019465-0.00073349i,5.4372e-05-0.00055178i,-0.00083588+0.00013028i,-0.00033976+0.0013292i,0.00070007+0.0010675i,0.00011189+5.3964e-05i,-0.0013165+5.8181e-05i,-0.0015392+0.00057368i,-0.0011348+0.00045969i,9.7473e-05+8.104e-05i,0.00056205-0.00051921i,0.00025315-0.00085142i,0.00035534+7.5267e-05i,-8.0702e-05+0.00086848i,9.5256e-05+0.00065179i,0.00075995+0.0010935i,0.00064661+0.00095541i
-0.0013075+0.00016048i,-0.0018053-0.00043202i,-0.0016031+0.00063448i,-0.0014595+0.0012798i,-0.0011814+0.0010275i,0.00012848+0.00088367i,0.00099158+0.00057094i,-6.8304e-05-0.0002639i,-0.00086735-6.6355e-05i,-0.00078692+0.0014416i,-0.00067466+0.0013964i,0.00013612+0.00061341i,0.00076931+0.0006966i,0.00096381+0.00057235i,0.00052533+0.00049436i,-0.00055556+0.00041748i,-0.00092148-0.00038296i,-0.00026206-0.00079297i,-0.00015999-0.00011532i,-0.00037855+0.00024618i,-0.00041356-0.00019442i,-0.0001107-0.00057684i,0.00042361-0.00047676i
0.0008618-0.00031245i,0.0012028-0.00080137i,0.00048416-0.00094662i,-0.00070898-0.00072743i,-0.00068822+4.6671e-05i,-0.00072212-2.0736e-06i,-0.00028979-0.00045554i,-0.00013066-0.00050567i,-0.00020611-0.00049944i,-0.0011682-0.00048936i,-0.0013608-0.00011771i,-0.00035543-7.4441e-05i,-0.00090361-0.00060541i,-0.0011079-0.00038036i,-0.00080428-0.00012105i,-0.00094174-0.00029963i,-3.1628e-05-0.00016378i,0.00040409-0.00030355i,0.00019144-0.00048282i,0.00055275+0.00043478i,0.00030144+0.00064173i,6.768e-05+2.3298e-06i,-0.00035+0.00043134i
0.00087829+0.00030218i,0.0018038-9.9683e-05i,0.0020384-0.00037522i,0.0016054-0.00082969i,0.0011731-0.0017807i,0.00038326-0.002299i,0.0005724-0.0017274i,0.00047171-0.0010332i,-0.00063654-0.00041452i,-0.0014268+0.0001114i,-0.00018795+0.00020967i,0.00069201+0.00021657i,-6.7701e-05+0.00012127i,-0.00056226-0.00053998i,-0.00043799-0.0009468i,-0.00023215-0.00085915i,1.4534e-05-0.00038912i,0.00056545-7.6761e-05i,0.00098789-0.00048257i,0.00041473-4.3489e-05i,0.00046352+0.00082045i,0.0010497+0.0010488i,0.0010067+0.00089112i
0.0030202-0.0008938i,0.0016816-0.0013348i,0.00023058-0.0017711i,-0.0015291-0.00062652i,-0.0028634+0.00046054i,-0.0020213+0.00085247i,-0.0012795+0.00036284i,-0.0012527+0.00019206i,-0.00027759-3.1452e-06i,-8.1943e-06-0.00081989i,-0.00058906-0.00043395i,-0.00035414-9.4935e-05i,-0.00037565-0.00042515i,-0.0010882+8.1429e-06i,-0.00091832+0.00063003i,-0.00072585+0.00056565i,-0.00072072-3.1371e-05i,-0.00058663-0.00044017i,-9.8034e-05+3.8607e-05i,0.00053013+0.00046622i,0.00067689+0.00047973i,6.0817e-05+4.0069e-05i,-0.0003611-0.00057039i
-0.00047191+0.001956i,-0.0012559+0.0018989i,-0.0019581+0.0029694i,-0.0019782+0.0029749i,-0.0015686+0.0019332i,-0.0011746+0.0012586i,-0.00057932+0.0010343i,-0.00068635+7.7376e-05i,-0.00034794-3.9722e-05i,8.4178e-05+0.00030414i,0.00022318+0.0004614i,0.00046681+0.00024988i,0.00080495-9.5457e-05i,0.00084102+0.00055439i,0.000855+0.0013337i,0.0012503+0.0016984i,0.00081353+0.0018423i,0.00025095+0.0012436i,0.00042622-0.00010747i,0.0010756-0.00076134i,0.0012798-0.00051513i,0.00031658-0.00011544i,-0.00032428-0.00075504i
0.00095984-0.00106i,0.0017531-0.00014005i,0.0026611+0.00023061i,0.0029206+0.0012564i,0.0016969+0.0019587i,0.0010615+0.0010405i,0.00058311-0.00041143i,0.00011775-0.0011436i,-0.00051035-0.00033487i,-0.0010055+0.0003342i,-0.00027846+0.00043431i,0.00067325+0.00029567i,0.00032268+0.00030008i,8.0721e-05+2.7111e-05i,0.00067598-0.00080767i,0.00017559-0.00053618i,-0.00033452+0.0002363i,5.2601e-05+0.00058739i,-5.1207e-05+0.00026006i,0.00032169+0.00066861i,0.00046749+0.00069272i,0.00026273-0.0003591i,0.00037359-0.0010133i
0.00089036-0.00038364i,0.00042952+0.00020799i,0.00052053-0.00056449i,-4.8144e-05-0.0011956i,-0.0008815-0.00066819i,-0.00083117+0.00033775i,-0.00057897-0.00027013i,-0.00058739-0.0016514i,-0.00053087-0.0010581i,-0.00044241+0.00042893i,-0.00033579+0.00038687i,-3.6346e-05-8.0834e-05i,4.4126e-06-6.6759e-05i,0.0004057+0.00043814i,0.00077241+0.00082179i,0.00017808+0.0013156i,0.00015902+0.00041936i,0.00028759-0.00095484i,-0.00017706-0.00054038i,-0.00059821-0.00022557i,-0.00036474-0.00058428i,7.8853e-05-0.00057287i,0.00011768+6.4109e-05i
-0.00044387+5.4841e-06i,-0.0018493-0.00041114i,-0.0015694-0.0010011i,-0.001632-0.00033132i,-0.002345-0.00010722i,-0.0018157-0.00044457i,-0.00055534-0.00059862i,-3.0866e-05-0.0014393i,-0.00032514-0.0013614i,-0.0012058-0.0003643i,-0.00043093-6.2855e-05i,0.00032068-8.9516e-05i,0.00021849-0.00014301i,0.00026698-0.00053214i,-0.00026784-4.0685e-05i,-0.00080447+0.00033606i,-4.6963e-05+6.4013e-05i,0.00028402-3.8875e-05i,0.00048353-9.0507e-05i,0.00075235+5.0647e-05i,0.00049468+4.11e-05i,0.00068203-0.0003867i,0.00048772-0.00055647i
-0.0018445+0.0020655i,-0.00066535+0.0018084i,-0.00027514+0.0026599i,-0.00091304+0.0029672i,-0.0003608+0.0021462i,-7.6956e-05+0.0011918i,-0.00034134+0.00027889i,-0.0007396-0.00044956i,-0.0006792-0.00022606i,2.7777e-05+0.00077956i,0.00054455+0.00061766i,0.00057368-0.00039855i,-8.8993e-05-0.00090216i,0.00030582-0.0010524i,0.0011179-0.00051536i,0.0007697-0.00036782i,0.00052445-0.00042938i,0.0005816+0.00039149i,-0.00017386+0.00065276i,-0.0005305+0.00041559i,-0.0002515+0.000326i,-1.9704e-06+0.00035927i,0.00012322-0.0004409i
-0.00089572+0.001155i,-0.0020402+0.0012827i,-0.0027836+0.0019677i,-0.0018771+0.0024896i,-0.00080677+0.0020309i,-0.00020662+0.0010619i,0.00041834-0.00058735i,-0.00023401-0.0011767i,-0.0011251-0.00049177i,-0.0013071-6.8612e-05i,-0.00093785+0.00023927i,6.1654e-05+0.0004715i,0.00099577+0.00032016i,0.0013846+0.00044966i,0.00098246+0.00087061i,0.00046678+0.00034146i,0.00054117+0.00035803i,0.00042176+0.00076727i,-0.00013145+0.00029097i,-0.00043906-8.8529e-05i,-0.00034187-0.00038932i,0.0001462-0.00083936i,0.00011409-0.00066415i
0.0003756+0.0011198i,0.00051285+0.0018446i,0.00061241+0.0016647i,0.00068245-0.00035899i,0.00027061-0.0010598i,0.00012616-0.00054455i,0.00015356-0.00058064i,-0.000162-0.00068111i,-0.00065722+2.5266e-05i,-0.00065839-0.00032707i,0.00010401-0.00099854i,0.00049473-0.0001962i,-0.00010945-6.3271e-05i,-0.0006559-0.00072511i,-0.00036308-0.00063772i,0.00018911-0.00029684i,0.00083818-0.00010973i,0.00070845-0.00045453i,0.00073308-0.00053195i,0.00076106-0.0003457i,0.00040597-0.00056548i,0.00077835-0.00011676i,0.00057705-0.00016639i
0.00054575-0.00046212i,-8.9619e-05-0.00035957i,-0.00095948-0.00096069i,-0.0013697-0.00059336i,-0.0009336-0.00011076i,-6.1982e-05-0.00051965i,0.00077432-0.0012559i,0.00074101-0.0014977i,-2.934e-05-0.00073825i,-0.0011659+0.00050393i,-0.00095806+0.00090103i,-0.0003052+0.0009042i,-0.00011258+0.00038354i,0.00014001-0.00027674i,-0.00011263-8.6444e-05i,-0.00028853-0.00016313i,-0.0005311-0.0005451i,-0.00062377-0.00014586i,-0.0002124+0.0010794i,0.00047527+0.0007458i,0.00087345-0.00076534i,0.00044274-0.00079534i,6.2422e-05-0.00041489i
0.0011809+7.6604e-05i,0.0015648+0.00071089i,0.00073699+0.00042717i,-0.00096373+0.0011627i,-0.0014528+0.0017147i,-0.00045913+0.0013345i,9.7419e-05+0.00062607i,-0.00075552-0.00034492i,-0.002178-0.00066354i,-0.0023145-0.00049663i,-0.0016849-0.00042435i,-0.00064161-5.9619e-05i,0.00051397+0.00023981i,0.00058509+0.00042207i,0.00038382+0.00038806i,0.0006592-6.828e-05i,0.00068208-0.00033014i,0.0005992-0.00087234i,0.00026212-0.00020371i,0.0002919+2.0955e-05i,0.00061339-0.00085103i,0.00042939-0.00073376i,-0.00051131-0.00053793i
-0.0005104-0.0014619i,0.00052255-0.0021108i,-0.00046017-0.0014268i,-0.001265-0.00018444i,-0.00083501+0.00048458i,4.8483e-05+0.00057493i,0.00050992-0.00013068i,-0.00017257-0.0014503i,-0.00083683-0.0010759i,-0.00060081-0.00016318i,0.0002086+0.0003072i,0.00056194+3.5626e-05i,0.00038425-0.00047073i,3.1036e-06+8.2478e-05i,0.00019337+0.00052913i,-0.00017697+0.00056339i,-0.00065312+0.00045581i,0.0001108-0.00033729i,0.00080848-0.0012253i,0.00084665-0.0012363i,0.00069871-0.00024877i,-7.6817e-05+0.00035787i,-0.00048872-0.00033999i
0.0002164+0.00068911i,0.00050836+0.0013661i,0.00040832+0.0023504i,-0.00066373+0.0015986i,-0.0012355+0.00084543i,-0.00077417+0.00010175i,-0.0006652-0.00095939i,-0.00096726-0.00083584i,-0.00097088+6.6055e-05i,-0.00038489+0.00046767i,-0.00052463+0.00039828i,-0.00077083+0.00042914i,8.0291e-05+0.00018006i,0.00089741+6.3581e-06i,0.00077928-1.9399e-05i,0.00067251+0.00061734i,0.00058347+0.00045063i,1.8741e-05-0.00034229i,-1.1481e-05+0.00012622i,9.9795e-06+0.00019025i,-1.6701e-05-0.00024673i,-0.00011305-0.0005933i,-0.00040634-0.00048178i
0.00018834-0.00032605i,0.00012887-0.00041575i,-0.00033184-0.00023659i,-0.001388-0.00016753i,-0.001398-0.00016787i,-0.00038363-0.0001311i,-4.3623e-06-0.0001696i,-0.00019911-0.00021719i,-0.00049922-0.00016026i,-0.00031089-0.00014646i,-0.00010388+1.1333e-05i,-0.0003663+3.2175e-05i,-0.00045298+0.00011131i,-0.00022334+2.0822e-05i,0.0005332-0.00074244i,0.0011579-0.00073756i,-6.2455e-05-0.0005189i,-0.00091553-0.00062303i,1.7431e-05-7.973e-05i,5.9699e-05+0.0006075i,-0.00024936+0.00091076i,0.0003209+0.0013146i,0.00024291+0.00092851i
-0.0014534+0.00055243i,-0.00086354+0.00031734i,-0.0008051+0.00085168i,-0.00097489+0.0012876i,-0.00034423+0.00088707i,0.00047858-0.00037632i,0.00067212-0.0014186i,-9.387e-05-0.0010177i,-0.0010987-0.00061424i,-0.0015622-0.00029176i,-0.00038784-0.00038998i,0.0005618-8.202e-05i,0.00019073+0.00097051i,0.00025504+0.0010371i,0.00070388+0.00039908i,0.00044097-9.448e-05i,0.00063033-0.00065484i,0.00092342-0.00074231i,0.0006404+5.2325e-05i,0.00052481+0.00082969i,0.0013844+0.00078732i,0.0021132+0.00039002i,0.001269-0.00042628i
0.00015248-0.00057494i,0.0003329-4.3236e-05i,-0.00014011-0.00032927i,0.000312+0.00049034i,0.0011023+0.0013225i,0.00039982+0.001016i,-7.6488e-05+0.00010013i,-0.00011643-0.00062041i,-0.0006713-0.00067156i,-0.0013376-0.00032394i,-0.0013804+0.00024302i,-0.00069549+0.0005964i,-0.00075133+0.00045362i,-0.00060388+0.00052263i,-0.0004727+0.00020038i,0.00017815-0.00017477i,0.00050433+8.2157e-05i,0.00093883+0.00028448i,0.00066045+0.00077806i,0.00014621+0.00068867i,0.00054521+0.00014596i,0.00086217-0.00035508i,5.6792e-06-0.00014989i
-0.0015242-0.00069593i,-0.0019816-2.2779e-05i,-0.0018742+0.0014308i,-0.0019582+0.0012418i,-0.0017825+0.00089422i,-0.0006495+0.00040508i,0.00037785-0.0010712i,-9.2756e-05-0.0013819i,-0.0015039-0.00023998i,-0.0012197+0.00043948i,0.00079744+0.00048012i,0.00088063+0.0008167i,-0.0006058+0.00064231i,-0.00075419+0.00082994i,0.00031224+0.0010572i,0.00040748+0.00066809i,-0.00018025+0.00026293i,0.00021369+0.00033324i,0.0004285+0.00022117i,-0.00012431+0.00023931i,-0.0001554+0.00045045i,0.00064205+0.00016613i,0.0014805+0.00039449i
0.00011986-0.0002936i,0.00087881-0.00051543i,0.00028046-0.00082002i,-0.0010239-0.0010015i,-0.0017845-0.0013863i,-0.0015476-0.00027544i,-0.00065185+0.00029751i,-4.7326e-05-5.6201e-05i,-0.00010711+0.00042866i,-0.00018534-0.00021111i,8.6997e-05-0.0010278i,-0.00017335-0.00065532i,-0.00018709-0.00026827i,-3.9386e-05+3.4517e-05i,-0.000575+0.00051914i,-0.00048764+0.00011545i,0.00029588-0.00054526i,0.00096055-0.00040138i,0.0010766-0.00016087i,0.00035215-0.0002721i,0.00078635+9.9603e-05i,0.0014124+0.00037625i,0.00054338+0.0003593i
0.00029797+0.0017225i,8.7469e-05+0.0011651i,-4.9163e-05+0.001239i,-0.00043851+0.0010301i,-0.00049952+0.00055681i,0.00025895+0.00055407i,0.00018437+8.8547e-05i,-0.0011524-0.00095183i,-0.0015165-0.0013284i,-0.000808-0.0007129i,-0.0003035-0.00039613i,-0.0005195-0.00035297i,-0.0006524-0.00025502i,-0.00037464-0.00022168i,-0.00017006-0.00039914i,-9.3809e-05+0.00016679i,-0.00046588+0.0011064i,-3.5406e-05+0.00090887i,0.00043082+0.00052334i,0.00056653+0.00019383i,0.00032057-0.00036518i,-0.00049027-0.00055931i,-0.00063406-0.00054889i
0.0016211+0.0023195i,0.0012896+0.0030374i,0.0013681+0.0030523i,0.0010344+0.0032423i,0.00075486+0.0026016i,0.00081169+0.00049162i,0.00043113-0.00051813i,-8.5016e-05-0.00029961i,-0.00048999-0.00042131i,-0.00058585-0.00018455i,-4.2252e-05+0.00039743i,0.0012176+0.0011125i,0.0011584+0.00097756i,0.0005133-0.00013244i,0.00072275-0.00050342i,0.00089525-0.00034234i,0.00055489-0.00017787i,0.00054116-0.00052097i,0.00053528-0.00040721i,0.0001905-0.00049682i,0.00039343-0.00012446i,9.4053e-05+0.000699i,-0.0002077+0.0005596i
0.00071111+0.00061132i,0.00057058+0.00042909i,0.00013317+0.0006612i,0.00011433+0.00054675i,-0.00043099+0.00010258i,-0.0010048-0.00033095i,-0.00055164+0.00010731i,-0.0004567+0.00056916i,-0.00026935+0.00029737i,-5.2715e-05+0.00019183i,-0.00047507+0.00025199i,-0.0010042+0.00020483i,-0.00015449-0.00011786i,9.487e-05-0.00029234i,0.00054323+0.00045236i,0.0004818+0.00041688i,-0.00069481-0.0001188i,-0.0004014-0.00019322i,0.00040161-0.00017961i,0.0005614+0.00039593i,4.9398e-05+0.00074125i,8.9011e-05-6.5622e-05i,0.00023719-0.0005859i
0.0018863+0.0012477i,0.0011341+0.0012524i,0.0019316+0.0016036i,0.00093119+0.00060973i,-0.00034511-0.00051222i,-0.00041482-0.00026706i,-0.00042694+5.6133e-05i,-0.0011598+7.7755e-05i,-0.00095063+0.00010065i,-0.00027094+0.0004083i,-0.00035367+0.0007081i,-0.00041066+0.00042261i,-0.00050855-0.00031416i,7.5936e-05-0.0007935i,0.00061196-0.00047632i,0.00074694-0.00028486i,0.00052697-0.0001168i,-2.2038e-05-4.458e-05i,-0.0009686-0.00054142i,-0.00044486-0.00084484i,0.00025179-0.0003661i,0.00029611+0.00058898i,0.00044247+0.00084397i
0.00017371+0.00023022i,0.00078587+0.00042817i,0.00080697+0.00037137i,-0.00039993+0.00017492i,-0.00082509+7.4681e-05i,-0.00083377-2.6678e-05i,-0.00083819+0.00029347i,-0.00094441+0.00034258i,-0.00094328+0.00029233i,-0.0011241+0.00030995i,-0.00071416-0.00018981i,6.8748e-05+0.00013218i,-0.00034195+6.8031e-05i,-0.00016972-0.00060883i,0.00053637-0.00058381i,0.00026855-0.00052806i,-0.00098447-0.00046199i,-0.0015711-0.00038297i,-0.00068029-0.00048264i,-0.00021638-0.00016056i,-0.00010213+0.00056876i,5.151e-05+0.00026382i,0.00026423-0.0003242i
-0.00037225+0.0028149i,-0.00079662+0.0018286i,-0.001239+0.0023028i,-0.0014256+0.0019172i,-0.00041966+6.6484e-05i,-8.1997e-05-0.00093789i,-0.00035216-0.0009033i,-5.8502e-05-0.00054151i,-0.00032324+0.00040247i,-0.0006709+0.00099207i,-7.6007e-05+8.5405e-05i,0.00059772-0.00048094i,0.0011031-6.0362e-05i,0.00035682+0.00041944i,-0.00032225+0.00081329i,0.00051523+0.00056258i,0.00074761+0.00017139i,2.0113e-05-9.6255e-05i,-0.00056481-0.00017884i,-0.00063134+0.00016549i,-0.00028694+0.00083363i,0.00022071+0.0009989i,0.00024802+0.0001947i
0.00079152-0.00017977i,0.0011331-0.00049401i,0.0020954-0.00088826i,0.00076893-0.0013351i,-0.00064571-0.0013364i,-0.00091092-0.00059676i,-0.0011096-0.00091557i,-0.00084237-0.0014393i,-0.00042197-0.00087636i,-0.0007131-0.00018664i,-0.00088985+0.0002336i,-0.00045121+0.00024103i,0.0001677+0.00012463i,0.00042487-0.00025282i,0.00050598-0.0003875i,0.00031181+0.00036887i,-0.00034583+0.00097015i,-0.00015221+0.00037675i,-0.00024588-0.00016936i,-0.00058912+0.00033769i,-0.00073569+0.00052846i,-6.5488e-05+0.00010497i,0.00067084-0.00053521i
0.00042769+0.00070501i,0.0010206+0.00011952i,0.0018177+0.00038706i,0.0014245+1.0347e-05i,0.00027368-0.00045591i,-0.00017729-0.0011656i,0.00027404-0.0011758i,-9.5928e-05-0.00081354i,-0.00059483-0.0008823i,-0.00080095-0.00036427i,-0.001154+0.0004254i,-0.0007677-0.00021804i,0.00028917-0.00087015i,0.00012474-0.00041014i,-0.00040258-0.00043232i,0.00014118-0.00064629i,0.00081424-0.00051702i,0.0015162-0.00029035i,0.0013514+0.00055563i,0.00066884+0.00050464i,0.00020359+0.00013097i,9.3357e-05-0.00018223i,0.00017503-0.0004938i
