-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
0.0012796-0.0011312i,0.0010879-0.0014973i,0.00075577-0.0012517i,9.2046e-05-0.0011239i,-0.00065314-0.00035231i,-0.00079514+0.00072475i,-0.00026322+0.0010774i,0.00034294+0.0010089i,0.00010749+0.00013741i,-0.00043264-0.00029617i,-0.00013935-0.00030474i,-7.5476e-05+1.9776e-05i,0.0002535+0.000689i,7.7911e-05+0.00062397i,-0.00079402-0.00031584i,-0.0012698-0.00033193i,-0.0013479+9.4435e-05i,-0.00052749-0.00018584i,0.00091289+0.00021121i,0.0013332+0.00041312i,0.0012557-0.00016409i,0.0011899-0.00029568i,-9.7318e-05+3.4853e-05i
-0.00028625+0.00050888i,0.0012698-0.00017075i,0.0015363-0.00012208i,0.00074849+0.00024095i,-0.00039528+0.00025367i,-0.0010364+0.00063577i,-0.00048946+0.00051341i,7.1863e-05-0.00012764i,0.00018829+0.00042682i,0.00031004+0.00076785i,0.00042204+0.00015062i,0.00029492-0.0003625i,0.00038778-1.56e-05i,0.0002187-0.00013612i,0.00037877-0.00033064i,0.00021431+0.00012785i,2.5369e-05+3.4591e-05i,-0.00036654-0.00016684i,-0.00047545-7.9748e-05i,-0.00020962-4.9412e-05i,-0.00050252-0.00038696i,-0.00054111-0.00044532i,-0.00050271+5.6695e-05i
0.00068938-0.0027426i,0.00066245-0.001916i,0.00011845-0.0010354i,-7.8155e-05-0.0006021i,-0.00048-1.8635e-05i,-0.00080496+0.00084713i,-0.00037018+0.0010428i,3.7915e-05-0.00032554i,0.00025084-0.001163i,-1.2942e-07-0.00070087i,-0.00017052-0.0004341i,0.00027616-0.00071278i,0.0012735-0.00066472i,0.00069677-0.00011129i,-0.00020874+0.00029776i,0.00031165+0.00029142i,0.00038095+8.866e-05i,-0.00055107+0.00040108i,-0.00060089+0.00042549i,9.5992e-05+8.167e-06i,5.8826e-05-0.00035193i,8.6699e-05-0.00045669i,0.00012997-0.00063128i
0.00063049-0.0003613i,-0.00010458+0.0011192i,-0.00057476+0.0013223i,-0.00037128+0.00047228i,0.00041125+0.00031471i,0.00064105+0.00083207i,0.0010775+0.0008513i,0.0016322+0.00021754i,0.0015167-9.5361e-05i,0.0001767+0.00012622i,-0.00020709-0.00044023i,0.00066558-0.0005288i,0.00068054+0.00049738i,0.00034294+0.00057896i,0.00045802-0.00018518i,0.0001481-0.00037293i,-0.00040572+7.2022e-05i,-0.00038193+0.00066008i,-6.5149e-05+0.00021899i,-0.00028097-0.000318i,-0.00072365-0.00036602i,-0.00039725-0.00071706i,0.00082813-0.0002746i
-0.00061881+0.001617i,-0.0016448+0.0020647i,-0.0015007+0.0019739i,-0.00097586+0.0010584i,-0.00029667+2.4373e-05i,0.00027838+6.3542e-05i,0.0010176+2.6126e-05i,0.00097824-0.00065936i,-0.00029901-0.00095609i,-0.00077448-0.00044794i,7.3657e-05-0.00067623i,0.00033702-0.00036594i,-0.00030347-0.00027347i,-0.00062062-0.001103i,-0.0004629-0.00092093i,-0.00030972+8.4282e-05i,5.8855e-05-6.4406e-05i,0.00027792-0.00022623i,0.00021956-0.0001253i,-0.00047387-0.00046016i,-6.0728e-05-0.0004442i,0.00071578-3.4463e-05i,0.00052363+0.00020014i
-0.0017034-0.0018412i,-0.0027948-0.0022968i,-0.0020082-0.0023063i,-0.00088917-0.00090774i,-0.00062183+0.00071936i,0.00040526+0.0013443i,0.0012851+0.0012173i,0.0014292+0.00078887i,0.00024844+0.00064415i,3.2202e-05+0.00036993i,0.00026533-0.000262i,-9.6646e-05-0.00041337i,-0.00032313-7.7393e-05i,0.0002198-0.00041188i,0.0013085-6.9346e-05i,0.00072206+0.00011375i,-0.00018733+4.758e-05i,0.00028075-2.6752e-05i,0.00029667+0.00011309i,-0.00045581+0.00078625i,-0.00048875+0.0010808i,-0.00025098+0.00037692i,-0.0010138-3.8407e-05i
0.0003813+0.0003451i,0.00047932-0.0012603i,0.0011976-0.0017788i,0.0010127-0.0005971i,0.00081793+0.00054982i,0.0007715-4.0578e-05i,0.00061706-0.00061873i,0.0002415-7.1932e-05i,0.00011751-0.00019186i,0.00019837+3.001e-05i,-0.0004563+0.00027675i,-0.00067967+8.879e-05i,-0.00016401-0.00063324i,-1.6572e-05-0.00098873i,0.00017236-0.00047906i,0.00042134-4.9858e-05i,0.00031556+6.4239e-05i,-3.465e-05-0.00015315i,-0.00015015+0.00010581i,1.9818e-05+5.3369e-05i,0.00042224-0.00030839i,0.00054574+5.3731e-05i,1.7504e-05+0.00095926i
0.0019751-0.0020121i,0.0018154-0.0029067i,0.0010069-0.0027438i,-7.45e-06-0.0018193i,-0.0002435-0.0009469i,-0.00048184-0.00017335i,-0.00046161+0.00021194i,0.00040595+0.00015913i,0.00041113+0.0001082i,-0.00022564+0.00015877i,-0.00069957+0.00033681i,-0.00090885+0.00063002i,-0.0002823+0.0010548i,6.2886e-05+0.0011106i,0.00018647+0.00051278i,0.00031614+0.00018238i,5.7371e-05-0.00021771i,-9.9005e-06-0.00067571i,-5.7701e-05-0.00067716i,0.0002807-0.00063031i,0.00029562-0.00071908i,-0.00049345-0.00047608i,-0.00028581-0.00047351i
0.002664+0.00024231i,0.0016874-8.7749e-05i,0.0014533-0.0010636i,0.00034387-0.0014652i,-0.0012554-0.001044i,-0.00091157+0.00062583i,3.4954e-05+0.0013263i,-2.6184e-06+0.00021359i,0.00039085-0.0005921i,2.4077e-05-0.00079286i,-0.00060395+2.8968e-05i,-0.00080019+0.00015386i,-0.00087046+0.00071321i,-0.00026986+0.0020222i,-0.00017082+0.0015218i,-0.0011577+0.00030906i,-0.0010262-0.0003572i,-0.00032432-0.00054779i,-0.0001975-0.000555i,-0.00026301-0.00078691i,-0.00021058-0.00067247i,-0.0002579-0.00039703i,-0.00052632-4.6443e-05i
0.0011829+0.0027414i,0.0014677+0.0036736i,8.4523e-05+0.0031737i,-0.0005553+0.0010996i,-0.00077141+0.00013497i,-0.00027229+0.00082774i,0.00023475+0.00020296i,-0.00021565-0.0011263i,-0.0011879-0.00090052i,-0.00081165-0.00046775i,0.00029772-0.00065312i,0.0001021-0.00093805i,-0.00047478-0.00061307i,-0.00067728+0.00065401i,-0.00011722+0.0013482i,0.00031541+0.00079881i,-0.00047988+0.00015162i,-0.001036+0.00013166i,-0.00040854+0.00039835i,0.00021216+0.00046016i,-0.00012826+0.00049431i,-0.00013304+4.7394e-05i,0.00072485-0.00081704i
0.00026116+0.00082029i,0.00063482-0.00057092i,0.0012072-0.0012366i,0.00083575-0.00068653i,0.0011085-0.0001817i,0.0013541+0.0005481i,0.0009261+0.0013669i,0.0009834+0.0013627i,0.00089819+0.00095537i,0.00021967-6.0431e-05i,-0.00041792-0.00085592i,-0.00051961-0.00061254i,-0.00090833+0.00043754i,-0.0019874+0.00091542i,-0.0017134+0.00013039i,-0.00053243-0.00040597i,-3.7444e-05+0.00051081i,-0.00055835+0.00069945i,-0.0010355-4.7685e-05i,-0.0010643-0.0001639i,-0.00077327+3.663e-05i,-0.00022889-7.2616e-06i,0.0002315-3.7429e-05i
-0.0013906+0.00092361i,-0.00080898+0.00084742i,-0.0006843+0.0016612i,-0.00069621+0.0018423i,-0.00098088+0.0011664i,-0.0007887+0.0005971i,4.2944e-05-0.00019469i,-9.8538e-06-0.00072127i,-0.00048352-0.00043008i,-0.00055821-4.9802e-05i,0.00014851+0.00067208i,0.0008324+0.00077341i,0.0013159+7.8552e-05i,0.0013384-0.00015725i,0.00073137+0.00010728i,-0.00025034+0.00010902i,-0.00060617+9.6672e-05i,-0.00033988+0.00029837i,-0.00049721+0.0002301i,-0.00045138-0.00013638i,0.00016896-0.00078895i,0.00024102-0.0004394i,0.00031318-8.8242e-05i
-0.00056246+0.00040996i,-0.0004082+0.000266i,-0.00096097+0.0010387i,-0.0010153+0.00092678i,0.00035887+0.0007479i,0.00091059+0.00075028i,0.0010312+0.00092068i,0.0010414+0.00047183i,0.00074516-0.00022427i,0.00077812-0.00055049i,0.00053928-0.00039474i,-0.00011496-0.00028524i,-0.00016082-0.00068286i,-5.9265e-05-0.00097081i,-7.0107e-05-0.00090542i,-0.00052075-0.00061836i,-0.00034095+7.5298e-05i,-5.1247e-05+0.00024334i,-0.00037589+0.00037164i,-0.0010479-0.00030496i,-0.0011483-0.00091763i,-0.00069198-0.0008395i,-0.00064192-0.00029905i
2.1461e-05-0.00038121i,0.00065591+0.0003715i,0.00078918+0.00032443i,0.00084974-0.00083195i,0.0013455-0.00013533i,0.00129+0.00046815i,0.00014605-8.706e-05i,-0.00067894-0.00084321i,-0.00055818-0.0006584i,4.3856e-05+0.00015725i,0.00012946-0.00013814i,-0.00017262-0.00070849i,0.0006892-0.00019877i,0.0014724+0.00024714i,0.00088117+0.00039726i,0.00014492-0.00038954i,0.00024937-0.00015893i,0.00076614+0.0014265i,0.00054663+0.0012478i,0.00025313-0.00017333i,0.00064221-0.00020815i,3.695e-05+0.00017476i,-0.00044391-0.00033348i
-0.00037026+0.0015987i,-0.0014117+0.0020526i,-0.001342+0.0027746i,-0.00010187+0.0014949i,0.0014056+7.2741e-05i,0.0016908-0.00043227i,0.0014506+0.00014044i,0.00045435+0.0005715i,2.1336e-05+2.2984e-05i,-6.6149e-05-0.00064968i,-9.5868e-05-0.00074071i,7.9562e-05-0.00053225i,-4.5536e-05-0.00043758i,-6.1857e-05-0.00017935i,-0.00066782-0.00055343i,-0.0016077-0.00035931i,-0.0012484+7.2196e-05i,-0.00016752+0.00044881i,0.00017444+0.00081948i,-0.00013224-6.6694e-06i,-0.00023295-0.00054708i,-0.00071677-0.00024335i,-0.0007885-0.00041233i
0.0015764-0.0021801i,0.00068745-0.0029579i,-0.00013648-0.0028983i,-0.00061925-0.0017978i,0.00025632+0.00059452i,0.0010644+0.0017942i,0.0013075+0.00074692i,0.00098517-0.00082123i,1.1e-05-0.00016956i,-0.0003979+0.00072516i,5.0734e-05+0.00042182i,0.00010237+0.00062435i,-7.5013e-06+0.00081382i,8.4889e-05+0.00014273i,0.00024254-0.00041835i,0.0001715-0.00027941i,0.0004536+0.00011025i,0.00073516+0.00031803i,0.00077988-0.00016549i,4.0764e-06-0.0004555i,-0.00054739+7.9128e-05i,-0.00050325+0.00041641i,-0.00043772+0.00034149i
0.00029021+0.001246i,-4.7329e-05+0.0014022i,-0.00026661+0.00083278i,-0.00044405-0.00016234i,-0.00083916-0.00062589i,-0.00037022-0.00067472i,-0.00015334+0.00010099i,-0.00046579+0.00079235i,-2.8953e-05+0.00038006i,0.00040872-9.6626e-05i,0.00012187-0.00013323i,-0.0005111+4.9583e-05i,-0.00070896+0.00045068i,-0.00084894+5.2562e-06i,-0.00083777-0.00056645i,-0.00021718-0.00036836i,4.3412e-05+6.5891e-05i,-0.00032035+0.00028954i,-1.377e-05+0.0005061i,0.00035804+0.00041123i,-0.00035786+0.00031969i,-0.00097723+0.00016579i,-0.00043142-0.00034796i
0.00075725+0.0011593i,0.0018847+0.001679i,0.0020199+0.00095356i,0.0024594+0.00019336i,0.0020439-0.00010881i,0.0020712+0.00027407i,0.0020756+0.00087237i,0.001302+0.00062454i,0.00043136+0.00029987i,-4.7055e-05+0.00038171i,0.00033933-5.1394e-05i,0.00081665+0.00012973i,0.00087932+0.00066665i,-7.5262e-05+0.00012701i,-0.00040779-8.9096e-06i,0.00031019+0.00059598i,-0.00030904+0.00047729i,-0.00066385+0.00012075i,-0.00075954+2.3399e-05i,-0.0013081-4.3724e-05i,-0.00060339+0.00031302i,-0.00021311+7.5079e-06i,-0.00054777-0.00040285i
-0.00089475-0.0010523i,-0.0013758-0.00079139i,-0.0016641+0.00038025i,-0.0018274+0.00077983i,-0.0010485-0.0001749i,0.00045946-1.7178e-05i,0.00072954+0.00031931i,-0.00036521-0.00035585i,-0.0013179-0.00052419i,-0.00073636-0.00024732i,0.00016927-0.00018414i,-0.0003879-0.00031854i,-0.00086474-0.00024976i,0.00019338-0.00035278i,0.00053358-0.00034573i,0.00010171-0.0005837i,0.00022962-0.00071557i,0.00022607-6.0705e-05i,0.00078894-0.00038066i,0.00098769-0.00062347i,6.4907e-05-0.00062104i,-0.00042859-0.00088074i,-0.00053388-0.00034088i
0.00056826-1.1209e-05i,-0.00080138-0.0018238i,-0.0017834-0.0022189i,-0.0017622-0.0011649i,-0.00017945-0.00072725i,0.00033695+0.00011214i,0.00050901+0.00063761i,0.0013834+0.00076704i,0.00085459+0.00020791i,-0.00011182-0.00095238i,-0.00032465-0.0011235i,-0.00062979-0.00062175i,-0.00011801-0.00089245i,0.00074474-0.00073036i,0.00022693-0.00024148i,0.00014586-0.00032166i,0.00046973-0.00012481i,0.00037758+0.0001585i,0.00021246+0.00036309i,0.00043627+0.00034545i,7.9164e-06+0.00040638i,-0.0012599+0.0004874i,-0.0013408-0.00031342i
0.00031399-0.00093872i,0.00078494+5.1357e-05i,0.0014512+0.00035058i,0.0011534+0.00046699i,0.0004604+0.0010966i,0.00078993+0.0018479i,0.0015879+0.0010185i,0.0014374-0.00048769i,0.00099344-0.0011531i,7.6518e-05-0.0012373i,-0.00032311-0.00061679i,2.9541e-05+0.00067922i,0.00074042+0.0009774i,0.0011973+0.00030519i,0.00098286+0.00027451i,0.000182+0.00015336i,-5.6553e-05-0.00024275i,0.00037405-1.5062e-05i,0.00028432-4.0628e-05i,3.3463e-05-3.1464e-05i,-0.00029638+0.00033384i,-8.0566e-05+0.00053442i,0.00044517+0.00058496i
0.00014771-0.0016322i,-0.0017195-0.0010126i,-0.0026735-0.0011564i,-0.0020447-0.00058484i,-0.0012682+9.5825e-05i,-0.00020117+0.00043312i,-0.00052852+0.001049i,-0.00076714+0.00033464i,-1.8086e-05-0.00070886i,0.00012497-0.00037423i,-0.00028986-0.00049109i,-0.00047551-0.0011528i,0.00031153-0.00033665i,0.0010336+0.00096655i,0.00088711+0.00070703i,0.0011874-3.0384e-05i,0.001468+0.00052002i,0.00031476+0.00063046i,-0.00025097-0.00053971i,0.00039907-0.00091994i,0.00027678-0.00024562i,-0.00016257+0.00016488i,-0.00028882+0.00017899i
-0.00079632+0.00081816i,-0.00012997+0.0020143i,2.5329e-05+0.0023217i,0.00078024+0.0016587i,0.00081758+0.0010853i,0.0011613+0.00081596i,0.0027939+0.00025816i,0.0026807+0.00098766i,0.00099025+0.0013773i,2.2283e-05+0.00088523i,-0.00018018+0.00091355i,0.0001249+0.00010851i,0.00075495-0.00090517i,0.0011106-0.00054968i,0.00088601+0.0003415i,0.00013692+0.00045272i,-0.00059306+0.00024058i,-0.00074766+0.0002835i,-0.0008377-0.00025903i,-0.00051813-0.0012104i,0.000193-0.0010458i,0.00080372-0.00035833i,0.00062778-0.0001073i
-0.00055106-0.00036802i,-0.00071921-0.0015293i,-0.0011719-0.0011108i,-0.0010967+0.0005045i,-0.0007247+0.0015305i,8.7467e-05+0.0015675i,0.00033119+0.00052101i,-0.00015655-0.00080833i,-0.00056446-0.0010929i,-0.00077998-0.00012501i,-0.00071863+0.00010485i,-0.00031725-0.00027562i,0.00019613-3.206e-05i,0.00036092+0.00033468i,0.00058853+0.00010122i,0.00060157-0.00023064i,-0.0001016-0.00013156i,3.2366e-06+0.00019053i,-0.00061977+0.0003853i,-0.0012622+0.00077088i,-0.00034044+0.0008191i,0.00043997+0.0008481i,0.00045992+0.00085279i
0.0002557+0.00030161i,0.00079443+0.00057668i,0.00044621+0.00023836i,0.00010457-8.9774e-05i,0.00096691-6.5549e-05i,0.001254+0.0010466i,0.0010141+0.0017364i,0.00089379+0.00093838i,0.00038059-0.00062413i,-0.00016621-0.0013301i,-0.00045674-0.00028106i,-0.00043092+0.001013i,-0.0011732+0.00017727i,-0.00081948+8.3846e-05i,0.00042753+0.00055288i,7.0521e-05-0.00010927i,-0.00079483-0.00025983i,-0.0010581+0.00027242i,-0.00057667-0.00029574i,-0.00022116-0.0011651i,0.00016318-0.0005114i,-0.00032239+0.00034539i,-0.00083813-0.00022606i
-0.00017707-0.00093941i,0.0001215-0.0015716i,0.00061724-0.0026049i,0.00020527-0.0013481i,-0.00077282+0.001046i,-0.001065+0.00248i,-0.00027167+0.0019477i,0.00041457+0.00073877i,-0.00014822+0.00013615i,-0.00054385-8.4831e-05i,4.0781e-05-0.00011923i,-0.00033061-0.00011008i,-0.00072834+0.00067456i,0.00015392+0.00087929i,0.00043461+0.0010638i,0.00029496+0.0018223i,0.00033003+0.00087022i,0.00014187-0.00019763i,-0.00016853-3.8868e-05i,0.00034404-0.00049203i,0.0008116-0.00092214i,0.00052906-0.00057612i,0.0009351+2.5684e-06i
-0.0017347-7.1337e-05i,-0.0020042+0.00080807i,-0.001578+0.001382i,-0.00013964+0.00055693i,0.00075945+6.3386e-06i,0.0004739+0.00095291i,0.00047399+0.0021904i,0.0008397+0.0031669i,0.00036442+0.0022087i,-0.00078234+0.00030375i,-0.00053779+0.00022583i,0.00028096-0.00032823i,-3.3117e-05-0.0014224i,1.8897e-05-0.00051795i,0.00051858+0.00022287i,0.00048797-0.00024831i,0.00040471-0.00016885i,0.0008075+0.00039323i,0.00074699-4.5858e-05i,0.00059383-0.0012567i,0.00015965-0.00093058i,-0.00072982+2.5534e-05i,-0.00066245-4.9611e-05i
-0.0041909-0.009387i,-0.0052508-0.00941i,-0.0090385-0.0073745i,-0.008487-0.0017626i,-0.0055768+0.0040379i,-0.0011163+0.0064392i,0.001811+0.0028128i,0.0010531-0.00093058i,-0.0008972-0.0020576i,-0.0016215-0.00025218i,-0.00073704+0.0014017i,0.0010655+0.0013818i,0.0028214+0.0019138i,0.0039294+0.0028531i,0.0040533+0.003125i,0.002817+0.0017548i,0.0011417+0.00056766i,0.00012502+0.0002158i,0.00010237-0.00096631i,0.00014382-0.0022043i,4.4535e-05-0.0015807i,8.8198e-05-3.8132e-05i,-0.00013278+0.00061234i
-0.00047109+0.0018446i,0.00084838+0.0030962i,0.0020554+0.0031994i,0.0027355+0.00062894i,0.0027398-0.001238i,0.002522-0.0014993i,0.0014305-9.9089e-05i,0.00044743+0.0013901i,0.00042576+0.0019644i,0.00029233+0.0010301i,-0.00041968+0.00011781i,-0.00042028-0.00066134i,0.00012504-0.0021632i,-0.00058056-0.0023669i,-0.00024343-0.001331i,0.00047471-0.00064083i,0.00018161-5.4237e-05i,2.6485e-05+0.0001115i,-0.00051542+0.00031956i,-0.0010366+0.00073926i,-0.00065478+0.00067031i,-0.00038028+0.00023588i,-0.00079866+0.00033975i
0.002975-0.00095016i,0.0014603-0.00014983i,0.00093261+0.00061039i,0.00070541+0.00047252i,-1.2303e-06+0.00011064i,-0.00083627-8.1286e-05i,-0.00096194-5.4299e-05i,-0.00093671-0.00036739i,-0.0004744-0.00022163i,0.00030167-4.1275e-06i,0.00034466-0.0010902i,-0.00066269-0.0018961i,-0.00018403-0.00085177i,0.00019793+0.00010181i,-0.00061382+0.00040171i,-0.00046483+0.00018772i,-0.00032098+0.0001474i,-0.00019442+0.00035491i,9.0243e-05-8.5843e-05i,0.00084907+6.7917e-06i,0.00066567+0.000228i,-0.00015776-0.00018354i,6.8713e-05-0.00023334i
0.00017332-0.00019346i,0.00020476-0.00015706i,-0.00047779-0.00020214i,-0.0014163+0.00026575i,-0.0012608+0.00020812i,0.00047914-0.00014985i,0.0015027+0.00058148i,0.0015612+0.0011037i,0.00067396+0.00079418i,-0.00026046+0.00024566i,-0.0001167-0.00036458i,0.00029473-0.0010749i,7.7095e-05-0.0013058i,-0.00070585-0.00088294i,-0.00071002-0.00038452i,-0.00013066-0.00015486i,-0.00020646-0.00046355i,-8.5066e-05-0.00050018i,0.00018938-0.00016836i,-0.00066243+3.5562e-05i,-0.0012149-1.9211e-06i,-0.00074444-0.00012934i,-2.5515e-05+0.00027473i
0.002329+0.00038842i,0.0028928+0.00020651i,0.0025774-0.00052262i,0.0014031-0.00085412i,0.00086417-0.00070053i,7.2534e-05-1.4126e-06i,-0.00030921-0.00039874i,-7.8024e-06-0.00030545i,0.00072598+0.00097471i,0.0011217+0.0015954i,0.00022811+0.0011584i,-0.00070316+0.00015807i,-0.00021038-0.00037387i,-0.00026049-0.00032247i,-0.0010239+0.00052356i,-0.00096759+0.0016537i,0.00056574+0.00098127i,0.00096989+0.00031533i,0.00017812+0.00075178i,-0.00020707+0.00063905i,0.00014638+0.00027764i,0.00054455-2.4527e-05i,0.000589-2.5307e-05i
-0.00063842+0.0017554i,0.00041964+0.00060811i,0.0013969-0.00033753i,0.00079535-0.00018455i,8.0032e-05-0.00065639i,0.00012484-0.00035384i,0.00092469+0.00061033i,0.00075911+0.00072853i,-0.00040087+0.00050241i,-0.00065049-0.0003349i,0.00047775-0.00046411i,0.00035791-0.00032658i,2.3853e-05-0.0010799i,0.00010638-0.0013552i,0.00016997-0.00090454i,-0.00053794-0.00052424i,-0.0013486-0.00049077i,-0.00061729-0.0007734i,-0.00032584-0.0012872i,-0.00054769-0.0012053i,-0.00035887-0.00068316i,1.5733e-05-0.00019313i,0.00043613-4.12e-06i
-0.00042164+0.00048268i,-0.00059454+0.002142i,-0.00031195+0.0014918i,-0.00021358+0.00063936i,-0.00087374-0.00016353i,5.8515e-05-0.0007025i,0.00080407-0.0011421i,0.00072159-0.0010845i,-0.0001088-0.00042215i,-0.00089195-0.0008352i,-0.00083329-0.00042347i,-0.00088293+0.00023334i,-0.00041964+0.00027998i,0.00020819+0.00048433i,-0.00038142+0.00035683i,-0.001296-5.4775e-05i,-0.00033536-3.6521e-05i,0.00043279-2.9395e-05i,0.00045401-0.00042691i,0.00054678-0.001144i,0.00035499-0.00057592i,3.0065e-05-0.00044021i,5.6184e-05-0.0010779i
0.00086016+0.00016941i,0.00073327+0.00022443i,0.00050746-0.001084i,-0.00031927-0.001245i,-0.00039927-0.00022006i,0.00068724+0.0007826i,0.00090343+0.001452i,0.00098302+0.0013315i,4.4685e-05+0.00116i,-0.00095459+6.8053e-05i,-0.00064112-0.001325i,-0.00051338-0.00098729i,-0.0010303-0.00060406i,-0.00094426-0.0010669i,-0.000426-0.00055658i,-5.0786e-05-2.211e-05i,0.00095832-0.0003204i,0.0017293-6.5047e-05i,0.0011761+0.00041163i,0.00077178-0.0001304i,0.00026643-0.0007704i,0.00016378-0.00065948i,0.00055318-0.00032539i
-0.0010653+0.0021878i,-0.0008646+0.0014159i,-0.00076818+0.00072806i,-0.00031307+0.0006793i,0.00035999+0.0004686i,0.00089242-0.00034157i,0.0011374-0.00039917i,0.00014819+0.00019219i,-0.0004319+0.00039902i,-0.0001866+0.00058275i,-0.00029056+0.00032759i,-0.00018022-0.00043854i,0.00043044-0.0008961i,0.00044626-0.00092883i,-0.00019168-0.00093775i,-0.0002968-0.00011346i,-0.00056385+0.00080441i,-0.00084896+0.00088019i,-0.00051505+0.00060262i,-0.00044928+6.4875e-05i,-0.00070197+2.7812e-05i,-0.00041921+0.00057809i,-1.6625e-05+0.0002524i
0.0007049-0.001231i,7.6716e-05-0.0017074i,-0.00072886-0.0017913i,-0.001257-0.00061624i,-0.00068546-0.00026499i,0.00033965-0.00053627i,0.00061041+3.1552e-05i,0.00087129+0.00030025i,0.00058518+0.00036844i,0.00011792+0.00017925i,0.00036483-0.00011527i,9.0144e-05+2.7349e-05i,-0.00046278-0.00014146i,0.00021049-0.00024546i,0.000841+0.00085092i,0.00026506+0.0010024i,-0.00030995-2.2785e-05i,-0.0010788-0.00016381i,-0.00060398+0.00013388i,-0.00019483-0.00012033i,-0.00055565-0.00036884i,-0.00037721+0.00048712i,-0.00012917+0.00025782i
0.0014387+0.0020719i,0.0025292+0.0013114i,0.0039829+0.00018939i,0.0025756-0.0012995i,0.00052108-0.0013328i,-9.2643e-05+0.00022234i,0.0013282+0.00077309i,0.0014422+0.00021117i,1.6428e-05+4.275e-05i,-7.9202e-05+0.00025025i,-0.00046396-6.9951e-05i,-0.0011247-7.4819e-05i,-0.00069264+0.0001852i,-0.00027782-0.00038547i,0.00044363-0.00064551i,0.00093207-0.00080544i,0.00078067-2.3704e-05i,0.00058631+0.0010136i,2.6948e-05+0.0010795i,-8.2309e-05+0.00050375i,0.00026556-8.235e-05i,0.00043732-0.00022872i,3.7452e-05-0.0005616i
-0.00065791+0.0014794i,-0.00079522+0.002134i,-0.00039644+0.0021687i,-0.0002263+0.0011271i,8.3447e-05-0.00019102i,0.001011+2.8885e-05i,0.00098466+0.00072747i,0.00051429+2.9952e-06i,-0.00032023-0.00038223i,-0.00090218-0.00045135i,-0.00076749-0.00080923i,-0.00060122-0.00077336i,-0.0005149-0.0014093i,-0.00022168-0.0013445i,-5.5619e-05-0.00094867i,-4.6492e-06-0.00074675i,0.00035416-1.7962e-05i,0.00054177+0.00016879i,0.00037822-0.00077167i,-0.00010181-0.0010922i,-0.00018122-0.00054614i,0.00027743-0.00014763i,-3.3881e-05+0.00019923i
-0.0012596+0.0020099i,-0.00059921+0.0013088i,-0.00072048+0.0012546i,3.974e-05-0.0001127i,0.0012787-0.00087949i,0.00071843-0.0010498i,0.00087865-0.00047125i,0.0014412+0.00041375i,0.00085485+0.00010307i,0.00010517-0.00079513i,0.00033526-0.0013221i,0.00044386-0.00088919i,-0.00053734-0.00065935i,-0.00076746-0.00049208i,-0.00013516-0.0006139i,-0.00035978+1.6703e-05i,-0.00098858+0.00035289i,-0.00083867-0.00024304i,-0.00072931+0.00035297i,-0.0010161+0.00060884i,-0.00075426+0.0005328i,-0.00068469-1.1509e-05i,-0.00044375-0.00068995i
0.00040774+0.0014197i,0.0013284+0.00080165i,0.002624+0.00069108i,0.0024544+0.00029348i,0.0015895-0.00015929i,0.0010483-0.0001689i,0.0013242+0.0001482i,0.0013448+0.00050509i,0.0011764+0.00068565i,0.00077764+0.00055634i,-0.00024956+0.00050312i,-0.00037827+0.00050621i,-7.8543e-05+0.00047397i,0.00017278-0.00019319i,-0.00013209-0.0006991i,-0.00065348-0.00013208i,-0.00066908+0.00060152i,-0.00058808+0.00070949i,-0.00012716+6.2894e-05i,0.00073233-0.00018343i,0.00058335-9.0885e-07i,0.00028997+7.5082e-05i,0.00035703-0.00035732i
-0.00048898+0.0014944i,-0.00031874+0.0018331i,-0.00036529+0.0019634i,-0.00057351+0.0017435i,-0.00052595+0.00052697i,0.0003487-0.00019607i,0.00088724+0.0002512i,0.0007804-0.0001286i,0.0003416-0.00013839i,-0.00027218+0.00073865i,-0.00045704+0.00055059i,-3.1489e-05-0.00032198i,0.00029623-0.00035126i,5.8763e-05+0.00027697i,-0.00027914+0.00032143i,-0.0003951+0.00031842i,-2.5978e-06-0.00013996i,9.6822e-05-0.00056872i,0.00010231-1.1909e-05i,-0.00021259-0.00026922i,-0.00061431-0.00085877i,3.4329e-05-0.00013456i,0.0013116+0.00059294i
