-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
0.0013901+0.00298i,0.0019167+0.0044956i,0.0030633+0.0029164i,0.0032622+0.00072647i,0.0017935+7.4911e-05i,0.00042771-0.00014825i,0.00054164-0.00087388i,0.00020766-0.0020194i,-0.0006838-0.0015509i,-0.00028082-0.00046923i,0.00040838-0.00055409i,0.00034099-0.00033594i,-0.00075782+6.3022e-05i,-0.0012831+1.6602e-05i,-0.00085348+0.00034254i,-0.00026777+0.0011628i,0.00084858+0.00071121i,-0.00023385-0.00054011i,-0.0015511-0.00062857i,-0.0011981+0.00071082i,-0.00083787+0.00077838i,-0.00080469-0.00065607i,-0.00046233-0.00077269i
-0.00024465+0.0014281i,-0.00023418+0.0026026i,0.0013622+0.0022649i,0.0014795+0.0007687i,0.00014647+0.00041616i,-0.00040523+0.00087447i,2.8778e-06+0.001034i,-0.00033841+0.00096731i,0.00010576+0.0014911i,0.0011714+0.0013697i,0.00076942-6.1418e-05i,1.202e-06-0.00034426i,-0.0004305+0.00011613i,-7.5825e-05-1.4223e-05i,9.8703e-05-0.00065584i,-0.0003233-0.00013352i,-0.00023823+0.00076944i,6.0308e-05+0.00064868i,1.9965e-05-0.0006743i,0.00030748-0.0015564i,0.00052622-0.00099314i,0.00079242-0.00050609i,0.00056966-0.00080784i
-0.0040412+0.0084886i,-0.0023951+0.010154i,0.0020861+0.0094949i,0.0039445+0.0035222i,0.0050476-0.0017807i,0.0027621-0.0039759i,-0.00013011-0.0027516i,-0.00060391-0.001053i,-0.00016712+0.0005371i,0.00067789+0.00032146i,0.0012122-0.0013112i,0.00044057-0.0015331i,-0.0013793-0.0020264i,-0.0028948-0.0032063i,-0.0039062-0.0025223i,-0.0024554-0.00063199i,-0.00019915+0.00030207i,-5.4285e-05+0.00012195i,-0.0017181+0.00016277i,-0.0016894+0.00085018i,-0.00074581+0.0010012i,-0.0005159+0.00057823i,2.1341e-05+0.00040767i
0.00031842-0.0048867i,-0.00048258-0.0050457i,-0.0022872-0.004901i,-0.0020412-0.0028554i,-0.0021056-0.00044969i,-0.0012681+0.0011303i,-9.2232e-05+0.00074434i,-0.00032917-7.8422e-05i,-0.0014242+7.2207e-05i,-0.0013295+0.00060663i,-0.00071874+0.001274i,0.00026117+0.0014297i,0.0014038+0.0012866i,0.0012138+0.0013189i,0.00075169+0.0012053i,0.00043693+0.00047644i,-4.2625e-05+0.00020499i,-0.00079936+1.0641e-05i,-0.0005068-0.0006515i,-5.0325e-05-0.001181i,3.3451e-05-0.000678i,0.00040393-0.00019034i,0.00077422-0.00038548i
0.0019317-0.0014177i,0.00097159-0.0015249i,-0.0002058-0.0014412i,-0.00059247-0.0006977i,-0.00056709-0.00030094i,-3.3995e-05-0.00070025i,0.00052269-0.00091305i,0.00088411-0.00056503i,0.00029088-0.00096685i,0.00023104-0.00096031i,0.00032347-0.00034535i,-0.00031288-0.00042827i,-0.00042462-0.00032321i,-0.00023382+0.00049703i,-0.00016647+0.0013081i,-4.8473e-05+0.0011265i,-4.6274e-06-0.00040845i,-0.00014132-0.0008623i,-0.00027248+9.8623e-06i,0.00031195+8.2017e-06i,0.00021252-0.00039561i,-0.00018265-0.00072573i,0.00051826-0.00020999i
0.0014482+0.0022002i,0.0018062+0.0019874i,0.0011468+7.9112e-05i,-8.0041e-05+0.00012314i,-0.00058304+0.00088951i,0.00028293+0.0012362i,0.0008123+0.00037798i,0.00066487-0.00073576i,0.00036798-0.00051499i,0.00015057+0.00017641i,0.00023611+0.00012258i,0.00084388-0.00047324i,0.00097406-0.00035658i,0.00084587+0.00095542i,0.00019769+0.0010287i,-0.0005989+0.00080459i,-0.00049488+0.0008991i,0.00036316+0.00090236i,0.00056894+0.00078349i,0.00016221+1.6307e-05i,3.5261e-05-0.00032303i,3.3691e-05-0.00028536i,-0.00076157+0.00033968i
-0.0021035+0.0032497i,-0.0019197+0.0021677i,-0.0010946+0.00081771i,-0.00034353+0.00012948i,0.00037416+0.00031923i,0.0012521+0.0010098i,0.0015212+0.00081332i,0.00099545+0.00063723i,0.00013152+0.0009227i,-0.00015896+0.00045554i,-8.0284e-05-0.00045026i,-6.1015e-05-0.0010563i,-0.00079255-0.00071629i,-0.0007749-0.00012697i,3.3516e-05+0.00038981i,-0.00078274+0.00047241i,-0.00089766+6.6867e-05i,-0.0002933-0.00074921i,-0.000193-0.0010848i,0.00019791-0.00075498i,0.00017991-0.00020606i,-0.00046302-7.6998e-05i,-0.00034051-0.0004157i
-0.0020788-0.0020336i,-0.0032947-0.00092304i,-0.0033822+0.00011508i,-0.0021529+0.00081426i,-0.00064519+0.0012916i,0.00015289+0.0016886i,0.00066877+0.00081504i,0.00078117-0.00041072i,2.8562e-05-0.00060005i,-0.0011019-1.4055e-05i,-0.0014138+0.00027747i,-0.00062768-0.00019428i,0.00029168-0.00044915i,0.00079087-0.0003679i,0.0015742+0.00018664i,0.0014772+0.00039378i,7.5408e-05+0.0006866i,-0.00069406+0.0013368i,-0.00098833+0.00068467i,-0.0007683-0.00015846i,3.2858e-05-3.947e-05i,0.00081461+0.00019879i,0.00015126+0.00041428i
0.00056279-0.0022371i,0.00033051-0.0017886i,-0.00071826-0.0006716i,-0.00098529-0.00050671i,-0.0010691-0.00015523i,-0.00078736+0.00019659i,0.00025316-0.00011306i,0.00033941+0.00013284i,-0.00038038+0.00048483i,-0.00093142+0.000272i,-0.0015447-0.00029091i,-0.0018533-0.00016822i,-0.0011126+0.00063549i,-0.00027764+0.0010728i,-1.6833e-06+0.0011511i,-0.00042012+0.0018961i,-0.00098304+0.0011922i,-0.00049664+0.00021752i,0.00040046-0.00011618i,0.00032971-0.00019507i,-0.00060653+0.00029669i,-0.00075186+0.00058931i,-0.00027065+0.00059205i
0.00059608-0.0013458i,-0.00014706-0.0018001i,-0.00077373-0.0011036i,-0.00020203-3.9731e-05i,9.9478e-05+0.00024017i,0.0011607-0.00035591i,0.0014109-0.00066019i,0.00035444-0.000275i,-0.0001557-0.00014308i,0.00025822-0.00040385i,0.00071581-0.00084267i,0.00098044-0.00060452i,0.00085492+0.00068364i,0.00011909+0.001232i,-0.00027352+0.00070738i,-0.00014439+0.00021314i,-0.0004562-0.00028263i,-0.00030656-0.00025959i,9.5312e-05+5.5519e-05i,-0.00034443+0.00034801i,-0.00048038+0.00015199i,0.00013822-0.00033038i,0.00063892+0.00015074i
0.002596+0.0036704i,0.0027694+0.0030445i,0.002153+0.0011202i,0.0017682-6.2991e-05i,0.00067068-0.0010349i,-0.00037624-0.00085884i,-0.0003631-0.00094418i,-0.00028911-0.0010501i,-0.00050784-0.00066821i,-0.00031881-0.00074213i,3.1586e-05-0.0010469i,-0.00016934-0.00013852i,-0.001061+0.00049679i,-0.0015071+0.0006474i,-0.0012521+0.0011498i,-0.00048019+0.0006011i,0.00035499-0.00033539i,0.00042339-0.00070536i,0.00015977-0.00048789i,0.00027479+0.00026972i,-0.00011294+0.00060516i,-0.00033011+0.00029215i,0.00034923+0.00067538i
-0.0013843+0.0012112i,-0.0022266+0.0016709i,-0.0017342+0.00096619i,-0.00085096+0.00033141i,-0.00068243+0.00076609i,-0.00018371+0.00076791i,0.00061177-4.0145e-05i,0.00043616-0.00033431i,-0.00023833-0.00029049i,-0.00020352+4.7118e-07i,0.00028359+0.00089786i,0.00072632+0.00095779i,0.0010388+3.532e-05i,0.00099657-6.6704e-05i,0.00095387+0.00082323i,0.00065499+0.00075812i,0.00047966+0.00019335i,0.00067115-0.00044834i,0.00061793-0.00070981i,-0.0002461-3.0236e-05i,-0.00051579+0.00051574i,-0.00016426+0.00039539i,-0.00031191+0.00057744i
0.0001963+0.0021078i,2.5659e-05+0.0017105i,0.00046453+0.00030744i,0.00035046-0.00063125i,-0.00052992-0.00098309i,-0.0011341-0.0014582i,2.1847e-05-0.0016939i,0.0010733-0.0011913i,0.00066918-0.0003668i,-0.00020106-7.7035e-05i,-0.00047934-0.00032531i,-0.00066972-0.00030802i,-1.1755e-05-0.0005237i,-9.0004e-05+1.8618e-05i,-0.0006781+0.00043937i,-0.0005011+0.00015274i,-0.00036824+0.00018669i,-6.9443e-05+0.00024885i,-0.00032689+0.00040118i,-8.6499e-05+0.00074155i,0.00078945+0.00064153i,0.0013337+0.00012355i,0.0012415-0.00040374i
-0.00027384-0.00081093i,0.00088466-0.0011339i,0.00098807-0.00030945i,0.0006926+1.4892e-05i,0.0003035-0.000326i,-0.00043438-0.00024116i,-0.0009953-0.00075732i,-0.0015011-0.0012539i,-0.0014499-0.00079593i,-0.00067825-0.00015557i,-0.00056839+8.8098e-05i,-0.00083646+7.8473e-05i,-0.00062122+0.00015356i,-0.00010216+0.00034574i,0.00018416+0.00064948i,0.00019467+0.00054343i,-6.5575e-05+0.00050482i,-0.00015348+0.00033667i,-0.0001215+0.00026612i,-0.00056935+0.00035636i,-0.0010658+0.00029769i,-0.00065378-0.00028028i,-0.00019292-0.00020595i
-0.0030334-9.7038e-05i,-0.0026264+0.0005779i,-0.0014075+0.001432i,-0.00045056+0.00075536i,0.00050684+0.00039245i,0.00050161-0.00035225i,0.00025947-0.0011669i,0.00038983-0.00033207i,0.00070016+0.00090468i,0.0010564+0.0015801i,0.0011787+0.0015026i,0.0014433+0.00047708i,0.0016743-0.00028283i,0.0015668-0.00052177i,0.00044976-0.0004144i,-0.00064125-1.565e-05i,-0.00015931+0.00086492i,0.00034519+0.0011078i,-0.00047678+0.00062133i,-0.00021512+0.00053419i,-0.00011454+0.00058966i,-0.00011808+0.00016331i,0.00034065-0.00036824i
-0.00035604+0.00066254i,0.00013827+0.00060129i,0.00019312+0.0001334i,-1.1737e-05-0.00058029i,0.00016066-0.0013674i,0.00030859-0.0013707i,0.00039498-0.0014471i,-0.00029294-0.001634i,-0.00099717-0.0005746i,-0.0010105+0.00056944i,-0.00040774+0.00027174i,0.00069734-0.00033685i,0.00030169-0.00056506i,-0.00037591+3.7333e-05i,-0.0006969+0.00069929i,-0.00024685+0.00025801i,0.00055735+7.3999e-05i,0.00046885-0.00016018i,0.00038723+0.00025429i,0.00026402+0.00094137i,-3.2526e-05-7.6727e-05i,-0.00061949-0.00083678i,-0.00061884-0.00073747i
-0.00091416+0.00050556i,-0.0010795+0.0011918i,-0.00060745+0.00071632i,-0.00046066-0.0001748i,-0.00070026-8.11e-05i,-0.00021389+0.0003571i,0.00011318+0.00031787i,0.00016027-0.0001957i,-0.00020856-0.00030858i,-0.00040324+6.7651e-05i,9.2285e-05-0.00016958i,0.00055916-0.0006098i,0.00036177+0.00014563i,-0.0003007+0.00072538i,-0.00035184+0.0010349i,-0.0005831+0.00085834i,-0.00063538+0.00093993i,9.618e-05+0.00028046i,0.0003868-0.00065315i,0.00023417-7.8135e-05i,0.00023085+0.00011117i,8.6259e-05-0.00036999i,-4.8487e-05-0.00024109i
-0.00082848+0.00076285i,-0.0012165+0.0011739i,-0.0017616+0.00029135i,-0.00089933+0.00069962i,-0.00054497+0.00084176i,0.0004571-0.00017105i,0.00040666-0.00093147i,-0.0003425-0.00069889i,-0.00099981+3.0975e-06i,-0.00091669-0.00011908i,-0.00013564-0.00035799i,-0.00036393-0.00013331i,-0.00010604+2.9384e-05i,-1.0535e-05+0.00026709i,-0.00035969+0.00064284i,-0.00043663+0.00049779i,-0.00035592-0.00013182i,0.0004094+4.4149e-05i,0.00078361-4.1198e-05i,-7.4673e-05-0.00051687i,-0.00062299+9.9353e-05i,-0.00010852+0.0011822i,-7.434e-05+0.0010831i
-0.0004492+0.00010357i,9.0997e-05+0.00045114i,-1.9544e-05+0.00010961i,-0.00021968-0.00050773i,-0.00010151-0.0011062i,0.00015566-0.00093072i,0.00028519-7.325e-05i,-0.00013311+9.8267e-05i,-0.00037422+0.00038567i,0.00041834+0.0010514i,0.0011977+0.00092247i,0.00093551+0.00027173i,0.00060685+2.7528e-05i,0.00046898+0.00047861i,-0.00048047+0.00032967i,-0.00089203-0.00012536i,-0.00064622+0.00016764i,-9.9575e-05+0.00034804i,8.7283e-05+0.00024698i,0.00030817+0.00015329i,0.00023773+0.00011606i,0.00011525+0.0003086i,-1.6162e-05+0.00049023i
-0.00056802+0.001073i,-0.0010403+0.0008599i,-0.00012096+0.00058228i,0.00027062+0.00017105i,0.00026321-0.00052445i,0.0007997-8.1962e-05i,0.00080431+0.0007518i,0.00087042-0.00035656i,0.0012447-0.00094447i,0.00054793-1.0318e-05i,-0.00032872+9.3544e-05i,0.00035284-0.0002803i,0.0005091-0.00012259i,6.5574e-05-0.00040131i,3.5516e-05-0.00027616i,0.00024457+0.00069014i,0.00038997+0.00072916i,0.00013361-0.00036445i,-0.00060142-0.00031767i,-0.00087315-6.1067e-05i,-0.00063042-0.0007953i,-0.00047301-0.00047975i,-0.00043193-3.9852e-05i
-0.0017877-0.00013482i,-0.0018538+0.0013501i,-0.0017183+0.0018477i,-0.00098418+0.0017738i,-0.00075126+0.00077466i,-0.00014542-0.00048765i,0.00012345-0.00057166i,-0.00048953+0.0004777i,-0.00057972+0.0010093i,-0.00058832+7.5817e-05i,-0.00024339+0.00016876i,6.1332e-05+0.0011049i,8.3267e-05+0.00099245i,-0.00031786+0.000688i,-7.6599e-05+0.00055774i,0.00041011+0.00084295i,0.00044856+0.00060536i,0.00015499-7.9708e-05i,-0.00060601-0.00039388i,-0.0003646+0.00010167i,-9.3142e-05+0.00069752i,-0.00014817+2.0407e-05i,0.00033249-0.00084068i
0.0013541-0.0001292i,0.00076116+0.00060635i,0.00038171-0.00044081i,-1.9653e-06-0.0013073i,-0.00017942-0.00076294i,0.00010108-0.00041077i,0.00056005-0.00092555i,0.0011805-0.00060888i,0.00085701+0.00046628i,-0.0001911+0.0010528i,-0.0007336+0.00077339i,-0.00061059+0.00019503i,7.3124e-05+0.00017407i,0.0002185+0.00063628i,-0.00018328+0.00075023i,0.00012786+0.00090533i,0.00056324+0.001029i,0.00028296+0.00046736i,-9.4517e-05+0.00018137i,0.00043687+0.00041041i,0.00048518+0.00070347i,-0.00011979-0.00011507i,-0.00036902-0.00027301i
0.00052747+0.0015099i,-1.1117e-05+0.0010207i,-0.00040486-0.00025816i,-0.00032288-0.00045149i,0.00022008-0.00027226i,0.0006047-0.00026608i,0.00050972-0.00040556i,0.00079343-0.00042765i,0.0010597-0.00037472i,-0.00020247+0.00027349i,-0.0012813+0.00064596i,-0.0010423+0.0005007i,-0.00055644+9.7406e-05i,2.8355e-05+0.00020391i,-0.00029486+0.00086994i,-5.2977e-05+0.00089553i,0.00046264+0.00057695i,-0.00031226+0.00071839i,-0.00079148+0.00040897i,-0.00018644+4.9096e-05i,0.00034354+3.2091e-05i,0.0003701+0.00054686i,-0.00034914+0.0011009i
0.00019975+0.00012342i,0.00069071+0.0012276i,0.00075178+0.0014978i,0.00012677+0.00095353i,-0.00047115+0.00092952i,0.00087702+0.00014886i,0.0017133-0.00048509i,0.00062189-0.00036219i,-0.00035167-2.9172e-05i,-0.00027139-0.0001643i,0.00046091-1.5459e-05i,0.00065984+0.0010413i,0.00035728+0.00033038i,0.00060268-0.00026012i,0.00042965+0.00031075i,-0.00033153+0.00030874i,-0.00045216-0.00012267i,0.00020558-0.00020673i,0.00089705-7.4195e-05i,0.00069539-0.00032684i,0.00025775-0.00065775i,-6.168e-05-0.00084599i,-0.00012195-0.00039315i
-0.0021433+0.00075759i,-0.0016585+0.0013043i,-0.0016654+0.001557i,-0.0007381+0.00051581i,-0.00030779-0.00057875i,0.00016697-0.00091393i,0.00095743-0.0010686i,7.2014e-06-0.00037882i,-0.00078647+0.00069798i,-0.0003062+0.00083664i,-0.00030402+0.0009425i,-0.00037261+0.00073034i,0.00015652-0.00050844i,0.00070524-0.0011049i,0.00080411-0.00054724i,-0.00012215+0.00016986i,-0.00075449+0.00048867i,-0.00092415+7.6663e-05i,-0.0010022-0.00027456i,-0.00077093-0.00027153i,-0.00074534+0.00050941i,-0.00051489+0.00057038i,7.1557e-05+0.00016833i
-0.00016089-0.00052302i,-0.0002546+0.0009463i,0.00068806+0.00090139i,0.0014178+0.00014518i,0.00048526-0.0006443i,-0.00056919-0.00088698i,-0.00038944-0.0006419i,-4.6149e-05-0.00025621i,-9.4269e-05-0.00018508i,8.3158e-05-0.00048389i,2.2733e-05-0.00015646i,-0.00091318+4.828e-05i,-0.0011204-0.00045812i,-0.0009786-0.0010826i,-0.00079092-0.00090848i,-0.00052026+0.00024185i,-0.00027361+0.00079916i,-0.00024214+0.00041921i,-0.00020268+0.00021139i,9.1173e-05+0.00037284i,0.00028826+0.00080693i,0.00029884+0.00086286i,0.00030842+0.0005336i
0.0010645-0.00091364i,0.00035696-0.00088311i,-0.00054903-0.0016524i,-0.00058946-0.0011354i,-0.00022493-0.0002227i,0.00040218-0.00057402i,0.0010829-0.00045726i,0.00045374-0.00040093i,-9.1321e-05-0.00032931i,-0.00015326-0.00087799i,-0.00042492-0.0010582i,-0.00098824+0.00048884i,-0.0011921+0.0010676i,-0.00011996+0.00063625i,0.0003177+0.0012144i,-0.00023065+0.0015929i,8.6594e-05+0.00086304i,0.00056695-5.4295e-05i,0.00070013-0.00016652i,0.00074168-0.00031916i,0.00057194-0.0010079i,-0.00019158-0.0015737i,-0.00034334-0.00075887i
0.0023297+0.0015408i,0.0016583+0.0010958i,0.0018386-7.8791e-05i,0.0010181-0.0013391i,-0.00048992-0.0017977i,-0.0012147-0.00085949i,-0.0008637-0.00079682i,-0.00057406-0.00079433i,0.00047564-0.00090514i,0.0010725-0.00084416i,0.00024488-0.00038316i,-1.2575e-05+0.00032807i,0.00013854+0.00097761i,0.00042889+0.0012334i,-4.6112e-05+0.0012104i,-5.571e-05+0.00094203i,0.00031178+0.00030659i,0.00014365-0.00013484i,0.00016751+0.00025928i,0.00063715+0.00043256i,0.00069001+0.00026749i,-0.00039793-0.00016691i,-0.0011162-0.00038149i
-0.00092469+0.0018715i,-0.0017706+0.0024403i,-0.00054674+0.0020029i,0.00010711+0.00083779i,0.00033046-0.0010673i,0.0008003-0.0015384i,0.0012625-0.00060586i,0.00099346+0.00074746i,-0.00021154+0.0014203i,-0.00040079+0.0011638i,2.9232e-05+0.00066524i,-0.0004537+0.00048699i,-0.00095327-0.00012207i,-0.00073115-0.00034594i,-8.2383e-05+0.00026197i,0.000315+0.00049963i,0.00023826+0.00073028i,-0.00015754+0.00010225i,-0.00040523-0.00051274i,-0.00032098-0.00050858i,-0.00020438-7.5327e-05i,-0.00039738+0.00047872i,9.5784e-05-7.9756e-05i
-0.0022194+0.0014407i,-0.0015175+0.0015303i,-0.00064936+0.0012201i,0.00066209+0.00056783i,0.0016134-2.9251e-05i,0.001727-0.00044568i,0.00085836-0.00046432i,0.000616-0.00064416i,0.00050223-0.00031107i,0.00033591+0.00038609i,0.0011762+0.00029031i,0.0013245-0.0002022i,0.00049419-0.00035966i,0.00055354-0.00049377i,0.00069345-0.00037935i,0.00070489+7.5559e-05i,5.3689e-05+0.00012929i,-0.00062671-0.00011426i,-0.00058713-0.00030545i,-0.00025403-0.00061484i,0.00027413+0.00023622i,0.00050909+0.00065935i,0.00060567-6.2542e-05i
-0.0003049-0.0014436i,4.2242e-05-0.0016026i,0.00094606-0.0012557i,0.00057999-0.00070918i,3.322e-05-0.00052067i,-0.00039566-0.00040822i,8.7282e-05+4.6741e-05i,0.00053606-2.9893e-06i,-0.00050403+0.00030761i,-0.00089095+0.00070918i,-1.8944e-05+0.00013594i,1.0054e-05-9.1862e-05i,-0.00049832+0.00019647i,-0.00035561+0.00062507i,-0.00056236+0.0017742i,-0.00054934+0.0015643i,4.9086e-05+0.00029771i,-1.3604e-05+0.00021441i,-4.7499e-05-0.00010316i,0.00088784-0.0014984i,0.00079108-0.00097849i,-2.9685e-05+0.00030143i,-0.00017344+5.454e-05i
-5.5728e-05+0.00054037i,-0.00065763+0.00040679i,-0.0013918+0.00072327i,-0.0010601-7.8056e-05i,7.2357e-05-0.001126i,0.00028647-0.0014811i,2.1262e-05-0.0012859i,0.00019027-0.00064788i,0.0009478+7.0586e-05i,0.0014358+0.00062011i,0.00075255+9.5311e-05i,0.00072144+4.1873e-05i,0.00033854+0.00070141i,-0.0001747+0.00076703i,-5.2405e-05+0.00076345i,0.00016804+0.00065412i,-0.0001116+0.00079608i,-4.5823e-05+0.00043594i,0.00053883+2.1173e-05i,-3.8218e-05-0.00028555i,-0.00017241-3.4671e-05i,0.00033272+0.00059344i,0.00080162+0.00081441i
0.00087789-0.0014561i,0.00036832-0.0010215i,1.4389e-05-0.0011087i,-0.00047322-0.00078401i,-0.00067133-0.0004307i,0.00040899-4.7794e-05i,0.0010039-0.00012302i,0.00067684-0.00075272i,0.00045911-0.00039936i,-5.8312e-06+2.7019e-05i,-0.00056132-0.00021865i,-0.00081282-0.00028178i,-0.00095765+0.00094326i,-6.7526e-05+0.00211i,0.00098564+0.0017103i,0.00047305+0.0012853i,-0.00058712+0.001215i,-0.00069441+0.00052951i,-0.00046867-0.00041624i,0.00030538-0.00043618i,0.00043656+6.4373e-05i,-0.00019735-0.00029835i,-0.00017552-0.00045898i
-0.0010177+0.00089414i,-0.0013435+0.0014757i,-0.00057109+0.0011916i,0.000483+0.00075534i,0.00068186-8.2187e-05i,0.00060795-0.00011312i,0.00044911-0.00067438i,-0.00039146-0.0016924i,-0.00050498-0.001693i,-0.00021948-0.00043578i,0.00042236+0.00044851i,0.001049+0.00075974i,0.00076445+0.00029699i,-0.00065787-0.00058791i,-0.0013407-0.00028733i,-0.00054827-0.00022929i,0.00020662-0.00096319i,0.00059043-0.00048385i,0.00038015+4.1817e-05i,-0.00029055-0.00019794i,-0.00030701-0.00018468i,7.3714e-05+0.00018275i,0.00062066-0.00027659i
-0.0018291-0.0017431i,-0.00226+0.00014955i,-0.0026761+0.0016572i,-0.0023049+0.00091664i,-0.00090595-0.00050788i,0.0013189-0.0011923i,0.0021309-0.00092133i,0.00070597-0.00084304i,5.9877e-05-0.00086989i,0.00038379-0.00069988i,6.8261e-05-0.0001945i,0.00042967+0.00030399i,0.00072458+0.00029576i,0.00042128+0.00080879i,-0.00022386+0.00073356i,-0.00041004+0.00021477i,0.00033809+0.00066335i,0.0002221+0.00035228i,0.0001497-0.00010821i,-9.3128e-05+3.1937e-05i,-0.00065586-6.1046e-05i,-0.00031065+0.00061337i,0.00023154+0.00059474i
-0.00073483+0.00099811i,-0.00065638+0.00070309i,0.00019596+0.00031402i,0.00018851+0.0007657i,-3.3876e-05+0.00084114i,-0.00016796-0.00013632i,-0.00059908-0.001i,-0.00050433-0.0002675i,-0.00070896+0.00074049i,-0.00087945+0.00082775i,-0.00021562+0.00031834i,0.00014285+0.00015486i,0.00025096+0.00051381i,3.2033e-05+0.00050287i,-0.00037667+8.0251e-05i,9.5538e-05-5.054e-05i,0.000421-9.8479e-05i,0.00080013-9.9146e-05i,0.0010918+0.00016811i,0.00063139-2.0324e-05i,0.00061233+1.3977e-05i,-0.00014064+0.00061162i,-0.00022554+0.00083901i
-0.001348+0.0015523i,-0.00068458+0.0023332i,-1.4611e-05+0.0024851i,5.938e-05+0.00077417i,-1.9469e-06+0.00063313i,0.00030498+0.0013064i,0.0014308+9.7526e-05i,0.001254-0.00058878i,0.00087547-0.00013592i,0.00075684+0.00015866i,-2.1013e-05+0.0002316i,-6.403e-05+0.00016752i,0.00011821-2.2599e-05i,-3.2639e-05-0.0004861i,0.00046018-0.00086548i,0.00069102-0.000703i,0.00084691-8.6602e-05i,0.00073439+0.00066392i,0.00028192+0.00078276i,-0.00059051+1.9893e-05i,-0.00092366-0.00098347i,-4.214e-05-0.00035824i,-0.0001418+0.00063644i
0.0010042-0.0011694i,0.00013271-0.00087959i,3.1467e-06-0.00062935i,-0.00053607-0.00028789i,-0.0014041-0.00044602i,-0.0017059+0.00029582i,-0.0010366+0.0004886i,-0.001045-0.00033128i,-0.0010173-0.00010466i,-0.0014401+0.0001151i,-0.0017598-0.00023089i,-0.0016461-0.00062822i,-0.0010252-0.00045608i,0.00021195+0.00015239i,0.00053961+0.00049556i,0.00085796+0.00055345i,0.0011742+5.0176e-05i,0.0012262-0.00040732i,0.00070177-0.00017939i,-0.00035511-0.00043969i,-0.00042092-0.00036856i,-0.000127-2.7494e-05i,-1.2378e-05+7.0801e-05i
-0.00067498-0.0017736i,-0.00095508-0.0019171i,-0.0013622-0.0017058i,-0.00098295-0.0013395i,0.00029882-5.3118e-05i,0.00086981+0.00053349i,0.00036925-0.0004444i,0.00043351-0.0002115i,0.00086351+0.00025666i,0.0012058-0.00030832i,0.00067535-0.00091784i,-0.00018206-0.00079948i,-0.00019557-0.00015346i,-0.00011801+0.00034549i,-0.00015247+0.001173i,5.941e-05+0.00098125i,0.00037931-0.00018162i,0.00071169-0.0007669i,0.0006055-0.0001468i,-3.6371e-05+0.000816i,-0.00037728+0.00060867i,-3.202e-05-0.00035803i,0.00024578-0.00037217i
0.0026456+0.0022957i,0.0027023+0.0016805i,0.0027848+0.00071625i,0.0010234+5.5785e-05i,-0.00039655-5.7237e-05i,0.00017656-0.00036907i,0.00062702-0.0010911i,0.00022147-0.00075665i,-6.9412e-05+0.00046156i,-0.00043661+0.0005349i,-0.00039116+0.00031823i,-0.00049658+0.00043003i,-0.00069911+0.00092549i,-2.8697e-05+0.0013759i,0.00062458+0.00086299i,0.00021447+0.00044656i,0.00042898+0.00016375i,0.0010834+0.00021651i,0.00058867+0.00045541i,-3.8513e-05+0.00039056i,-0.00027158+0.00012244i,0.00024412-0.00044465i,0.0009282-0.00036171i
-0.00068438+0.0012589i,0.00053613+0.0015869i,0.0014176+0.0016136i,0.0012986+0.000265i,0.00032024-0.00017032i,0.00051932-0.00018641i,0.00048418-0.00052721i,-0.00019391-0.00040387i,-0.0001523+0.00010803i,0.00020525-0.00054945i,0.00029123-0.0014469i,-0.00045692-0.0012644i,-0.00082313-0.0005754i,-0.0004919-0.00025369i,-0.00056141+6.3387e-06i,-0.00055152+0.00063069i,0.00015998+0.00040749i,0.00021715-0.00021778i,0.00015073-0.00028654i,3.5267e-05-0.00039449i,0.00024126-0.00068883i,0.00071906-0.00022283i,0.00045063+0.00052782i
-0.0013716-0.0014904i,-0.0015189+0.0001099i,-0.0021315+0.0014805i,-0.0016246+0.0013671i,-4.7444e-05-1.9656e-05i,0.00075001-0.00084356i,0.0006461-0.0012584i,0.00054958-0.00083197i,0.00061413-0.00034871i,0.00047495-0.00037376i,3.0349e-05-0.00017908i,-0.00011685+0.00033792i,0.0001285+0.00032703i,-9.7179e-05+0.00044512i,-0.00071943+0.0016611i,-0.00032661+0.0013602i,0.00018138+0.00093619i,-0.00035273+0.00085659i,-0.00067428-0.0001651i,-0.00057121-0.00069628i,8.1618e-05+0.00038987i,0.00092216+0.00094112i,0.00083406+0.00068179i
