-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
0.0010548-0.00023109i,0.0010363-0.00058726i,0.00014723-0.0005468i,-0.00087722+0.0002766i,-0.001346+0.00024662i,-0.00071527-0.00030007i,-0.00014836+0.00075385i,-0.00013444+0.0012356i,7.105e-05+9.3092e-06i,0.00083962+0.00038999i,0.00093792+0.00082849i,0.00044279-1.9393e-05i,0.000387+4.6643e-05i,0.00055383+0.00092715i,0.00069823+0.00077825i,0.00052089+0.0002474i,-0.00017505+0.00039556i,-0.00061402-0.00040093i,7.205e-05-0.00028216i,0.00059846+0.00048435i,-0.00016465+0.00057506i,-0.00024266+7.3218e-05i,-1.875e-05-0.00020229i
0.00030033+0.001912i,0.0011084+0.0017587i,0.0015486+0.0019747i,0.0006448+0.0011763i,0.00027211-0.00012732i,7.1967e-05-4.3656e-05i,-7.0664e-05+0.0011804i,-0.00061549+0.0020826i,-0.00078866+0.0014734i,2.9083e-05+0.00034554i,0.00015296-0.00031001i,-0.00074161-6.8424e-05i,-0.00045104+0.00049881i,0.00028575+0.00043647i,-0.00039309-0.00043528i,-0.00064693-0.00133i,9.1603e-06-0.00091706i,-0.00024449+0.00063614i,-0.00038248+0.0012995i,0.00087218+0.0010468i,0.00082968+0.00082659i,9.1714e-05-0.00033319i,-8.5338e-05-0.00076697i
-0.00013678+0.00085277i,-0.0011776-0.00014925i,-0.0012276-0.0021956i,-0.00040919-0.0021209i,-0.00073938-0.0012926i,-0.0019364-0.00059958i,-0.0011901+0.00019604i,-5.2909e-05+0.00020017i,0.00053172-0.00072099i,0.00050954-0.0010582i,0.00051318-0.00041448i,0.00089037-0.00023023i,0.00017299+0.00012574i,-0.00040932+0.00033532i,-0.00037196+1.0108e-05i,-0.00095107+2.6009e-05i,-0.0010413-0.0002353i,-0.00021483-0.00022598i,0.00032697+0.0002785i,0.00031537+0.00026605i,0.00027094-3.0279e-05i,0.00018305-6.6061e-05i,7.3056e-05-0.00056112i
-0.0023959-0.0014285i,-0.00297-0.0005328i,-0.0025128+0.0011855i,-0.0017448+0.0027664i,-0.0010305+0.0029679i,6.1452e-05+0.0019159i,-7.6556e-05+0.0010379i,-0.00031741+0.00039692i,-0.00032877-0.00032116i,-0.00021614+0.00036063i,0.00046161+0.0012723i,0.00069368+0.00064581i,0.00022006-0.00069984i,0.0001175-0.00078892i,0.00032076-6.3404e-06i,0.00020304+0.00018371i,3.9513e-05+0.00040811i,1.9103e-05+0.00064534i,9.4061e-05+0.00010963i,0.00033899-0.00043706i,0.00053946-0.00024253i,0.0006771+0.00039051i,0.00060495+0.00064199i
-0.001345+0.0017672i,-0.00061814+0.0021916i,0.0003866+0.0020275i,-0.00040247+0.00096171i,-0.00072227-0.00041237i,0.00027442-0.00044677i,0.00055874+0.00018592i,0.00041762+0.00024921i,0.00023119+0.00019081i,-0.00022518+0.00019201i,2.9327e-06+0.00037517i,0.00021203+0.0004354i,0.00028029-0.00051922i,0.00010017-0.00085059i,-0.00042558-0.00067462i,-0.00027291-0.0003356i,-0.00023598-0.00010976i,-0.00022548-0.00029795i,-0.00040263-0.0002187i,7.2535e-05-0.00065419i,0.00016715-0.00028557i,0.00036273+0.00038312i,0.0008286+0.00010948i
0.00042509+3.1714e-06i,0.00027155-0.00051892i,0.00068369-0.00030567i,0.00051644-0.00046776i,-0.00030417-0.00069929i,-0.0018248+6.3884e-05i,-0.0019164+0.0012956i,-0.00032673+0.0011535i,0.00066395+4.2373e-06i,0.00077195-0.00045695i,0.00047064-0.00078459i,2.2426e-06-0.0013484i,-0.00035313-0.00072818i,-0.00061867+3.9363e-05i,-0.0010077+0.00017597i,-0.0011204-6.891e-05i,-0.00095409-0.0004423i,-0.00045915-0.00034266i,0.00037907+4.4729e-05i,0.0010374+0.00058213i,0.0010562-0.00013218i,0.00059884-0.00066452i,0.00012139-0.00012866i
-0.00067478-0.0010304i,-0.002228-0.00045652i,-0.0020972-0.00027172i,-0.0023171-0.00020533i,-0.0023459+0.00053614i,-0.0016808+0.0014286i,-0.00034429+0.0012443i,-0.00031653+0.0009054i,-0.00064125-0.00010373i,-0.00047192-0.00016184i,-0.00014816+0.00032867i,0.00063834+0.00019408i,0.0010518-0.00043576i,0.00074492-0.0010198i,-9.8868e-05-0.00077699i,-0.00043584-0.00097066i,-0.000591-0.0011581i,2.3841e-05-0.00032616i,0.00071092+8.2882e-05i,0.00039927-5.1431e-05i,-0.00064309-0.00012678i,-0.0010287-0.0010234i,-0.0005971-0.001187i
-0.00061231+0.00023447i,-5.7395e-05+0.0012125i,-0.00040967+0.0014791i,-0.0011685+0.00094904i,-0.0014509+0.00018937i,-0.001031+0.0005525i,0.00016154+0.00091354i,0.00076001+0.00046673i,0.00069034+0.00080359i,0.00035652+0.0011509i,0.00053856+0.0011936i,0.00088103+0.0011334i,0.00088854+0.00076044i,0.00039019+0.00041747i,0.00030889+0.00051561i,0.00070432+0.00053167i,0.0007816+0.0002466i,0.00064594-0.00042246i,0.00092152-0.00065207i,0.00065364-0.00028673i,-3.0793e-05-0.00070147i,0.00014609-0.00079456i,0.00036826-0.00024671i
3.7343e-05+0.0007272i,0.0011003+0.00038335i,0.0014094-7.9732e-05i,0.0011063-0.00044761i,-0.00014673-0.00014224i,-0.0011724+0.00029628i,-0.00029401+0.00040688i,0.00019988+0.00030783i,-2.7613e-05-4.7672e-05i,0.00036793+0.00062676i,0.00064394-3.8623e-05i,9.6584e-05-0.0010969i,-0.00082719-0.00028249i,-0.0011859+0.00024854i,-0.00075124+0.00072627i,0.00016992+0.00039738i,-4.4867e-05-0.00051002i,-0.00051191-0.00038097i,-0.00016262-5.9119e-05i,-0.0002329-0.00031215i,-0.00025431+4.6608e-05i,-0.00012157+0.00037938i,-0.00068444+9.2926e-05i
-0.0013984+0.00063455i,-0.0024483+0.00092154i,-0.00276+0.0014237i,-0.0012964+0.0017787i,-0.00058193+0.0013739i,-0.00060877+0.00097603i,-0.00031141+0.00093709i,-0.00013019+0.00045086i,-0.00080638+0.00050742i,-0.00018944+0.00033044i,0.00077288-0.0011175i,0.00077134-0.0019689i,0.000275-0.0019152i,-0.00044974-0.0013804i,-0.00033174-0.00092355i,-0.00048787-0.00080555i,-0.00047042-8.1388e-05i,-4.3348e-05+0.00027585i,-7.0897e-05-0.00015187i,0.00059388-0.0011006i,0.001196-0.0014161i,0.00078028-0.0002244i,0.00016422+0.00033123i
0.00035226-0.0010058i,-0.00045508-0.0001678i,-0.0017075-0.00034156i,-0.002608-0.00053643i,-0.0017459-0.0001174i,-0.00074844+0.00085773i,-0.00034159+0.0013761i,3.9851e-05+0.0011915i,0.00014293+0.0002214i,-7.5029e-06+0.00016637i,0.00069278+0.0006176i,0.001263+9.5045e-05i,0.00058377-0.00031181i,0.0003239+0.00011268i,0.0010434+0.00057248i,0.00056699+0.00015959i,-0.00016424-0.0004689i,-2.0839e-05-0.00019818i,0.00023599-8.0383e-05i,0.00025666-0.00046653i,0.00061344-0.00063996i,0.00091063-0.00032515i,0.00085783+1.1943e-05i
-0.00037895+0.0010084i,-0.00040374+0.0019688i,-0.00062295+0.0024462i,3.4678e-05+0.0019166i,0.00016234+0.0016746i,0.00037652+0.0022198i,0.00054583+0.0025524i,0.00052699+0.0015112i,-9.9394e-05+0.00012312i,-0.0001234+0.00017222i,0.00033527+0.00052668i,0.00091107-0.00038388i,0.00087382-0.00066387i,0.00014726+0.00010325i,0.00050834+0.0007063i,0.00099803+1.6559e-06i,0.00048763-0.00035711i,0.00032541-4.5591e-05i,-0.00044533-0.00050473i,-0.0010344-0.00047826i,-1.0283e-06+2.7784e-05i,0.00088404+0.0001825i,0.00011278+0.0006342i
0.00076795-0.0016658i,0.00051623-0.0025142i,-0.00027211-0.0024691i,-0.0016546-0.0021099i,-0.0025381-0.0012969i,-0.0024646+0.00016166i,-0.0013347+0.00095204i,-0.00021127+0.0011012i,0.00037662+0.00016917i,0.00032127-0.0001333i,0.00044536+0.00014515i,0.00035859+0.0001001i,-0.00069358+0.00054828i,-0.00098891+0.00084407i,-0.00052326+0.0010973i,0.00031275+0.00058835i,0.00040746+0.00012337i,6.3292e-05+1.3029e-05i,0.00038799+0.00043557i,-0.00010016+0.00070501i,-0.00036833+0.00049648i,-6.0742e-05+0.00026236i,-0.0007044+1.4006e-05i
-0.0025671-0.001002i,-0.0024582-0.00089997i,-0.0021182-0.00049047i,-0.0011225+0.00047195i,-0.00063352+0.0016134i,-0.00028155+0.002007i,1.0855e-05+0.0014554i,-0.00042843-0.00016364i,-0.00036101-0.00093126i,0.00013585-0.00039475i,3.548e-05+0.00035774i,-7.8263e-05+0.00083554i,-0.00024814+0.00026354i,-1.4798e-05-0.00047139i,0.00094962-0.00048658i,0.0004786-0.00031655i,-0.00036102-2.8484e-06i,-0.00034962+0.00051544i,-0.00063006+0.0002921i,-0.00028323+0.00013263i,-0.00010438+0.00030426i,-0.0005779+5.5272e-05i,-0.00052319-0.00063021i
-0.00040149-0.00031752i,-0.0016002+0.0013398i,-0.0017225+0.0018791i,-0.001126+0.0014324i,-0.00055164+0.0015772i,-0.00085147+0.002442i,-0.0011751+0.0023962i,-0.00081918+0.00099791i,-0.00056329-8.7363e-05i,-0.00048752-0.00034797i,-0.00043179-0.00020368i,-0.00023734-0.00042485i,-0.0002041-0.0010523i,2.5148e-05-0.00073394i,0.00058659+8.4557e-05i,0.00064816+0.00013192i,0.00021067-0.00023514i,0.0001465-0.00021261i,0.00035758+1.8959e-05i,0.00039329-9.7116e-05i,0.00016941-0.00035481i,5.7408e-06-0.00029839i,0.00048571-0.0004601i
0.00036033-0.00054598i,-9.9137e-05-0.00084926i,3.7331e-05-0.00096947i,-0.00040052-0.001784i,-0.00022694-0.0010847i,0.00054219+0.00076536i,0.00043788+0.0017228i,6.0555e-05+0.0016069i,0.0003657+0.0010355i,0.0012673+0.00029981i,0.0010584-0.00087578i,0.00092258-0.0010945i,0.001171+1.8277e-05i,0.0012033+0.00040149i,0.00026274+0.00016385i,-0.00078852-3.0797e-05i,-0.00094634-0.00011042i,-0.00042266-2.8016e-05i,0.00016258+0.00090051i,-1.5962e-06+0.00051072i,-0.00012756-0.0004392i,-0.00021116-0.00056957i,3.9921e-05-0.0010115i
-0.00024917+0.0021877i,0.00029766+0.0026271i,0.00049083+0.0019486i,0.00083899+0.00094673i,0.0011259+2.7182e-06i,0.00048251-2.4204e-05i,9.0027e-05+0.00088304i,0.001176+0.0012693i,0.0016668+0.0007133i,0.00058806+0.0003513i,6.8865e-05-0.00023309i,0.00037129-0.0008322i,0.00028092-0.00074399i,0.00013988-0.0011214i,-7.2745e-05-0.00079285i,0.00011624-0.00038601i,0.00021221-0.00059641i,0.00022822-0.00074028i,0.00053792-2.0014e-05i,0.00062037+0.00098715i,0.00063622+0.0006127i,0.00022277+5.7982e-06i,5.0271e-06-0.00017299i
-0.0020815-0.00028432i,-0.0026171-0.00027101i,-0.0025942+0.00026267i,-0.001529+0.00034684i,-0.00168+0.0006847i,-0.0011123+0.00062666i,-0.00073701-8.1445e-05i,-0.00026631-0.00035413i,0.00023315+2.0403e-05i,0.00048913+0.00018969i,0.00029356-9.6369e-05i,-0.00039762-0.0012249i,-0.00030644-0.0014279i,0.00018941-0.00078823i,0.00051821-0.00059567i,0.00030843-4.9589e-05i,-0.00018745+0.00036989i,-0.00037159-0.00025647i,-0.0010233-0.00132i,-0.00085216-0.001284i,0.00013985-0.00010045i,0.000223+0.00061179i,-0.00091349+0.00012855i
-0.0013681-0.00080208i,-0.001557+0.00034059i,-0.0022206+0.00077416i,-0.0017485+0.00078905i,-0.0011863+0.001388i,-0.0010116+0.00198i,-0.0015821+0.0017809i,-0.0013183+0.00077726i,-0.00063898+0.00034312i,-0.00052637+0.00058013i,-0.00045533+0.00081319i,0.0002901+0.00077638i,0.00084978+0.00079583i,0.001109+0.00028349i,0.00084471-0.00034008i,0.00049988-0.00039989i,0.00037792-0.00041344i,0.00027045-4.783e-05i,0.00035042-6.6957e-05i,0.00044761-0.00054362i,0.00036449-0.00022856i,-0.00033832-0.00024853i,-0.00074446-0.00041043i
0.0014657-0.001812i,0.00066264-0.0013278i,-0.00012056-0.00078287i,-0.0012696-0.00074463i,-0.0020251-0.00026318i,-0.0017086+0.0012397i,-0.00055921+0.0026643i,-0.0004919+0.0017451i,-0.00079716+0.00052414i,-0.00061579-2.5528e-05i,-0.00040246-0.00029735i,-0.00031119+0.00014302i,-0.000334+0.00065855i,-0.00028782+0.00091319i,0.00022246+0.00029554i,0.00026081+9.3702e-05i,6.7336e-06+0.00016648i,0.00080917+3.8363e-05i,0.0011991+4.8028e-05i,0.00088467-0.00011035i,0.00022713-0.0002958i,0.00015146-0.00035366i,0.00059049+0.00031188i
-0.0010357+0.0002107i,-0.00049024+0.00062112i,3.1097e-05+0.00034335i,0.00010915+0.00081153i,0.00013156+0.0013135i,-0.00082563+4.0406e-05i,-0.0011937-4.9857e-05i,-0.00073715+0.00071461i,-7.268e-05+0.0008226i,-7.0641e-05+0.0011756i,-0.00031362+0.00038295i,-0.00025526-0.00037091i,-3.2832e-05-0.00050036i,0.00077064-0.00026671i,0.00086913+0.00017089i,-0.0002175-0.00012513i,6.4434e-05-0.00011975i,0.00019048-0.00018506i,-0.00038938-0.00082235i,-0.00074109-0.00054609i,-0.00040965+0.00022694i,0.00026611+0.00039392i,0.0002674+0.00020436i
-8.5681e-05-0.0016216i,-0.00033909-0.0016091i,-0.0014892-0.00098899i,-0.0018753-0.0015812i,-0.0014268-0.0017103i,-0.0011577-0.00089615i,-0.00041841-0.00045421i,-4.744e-05-0.00031475i,-0.00049387-0.00038407i,0.00014278-0.0010084i,0.00092875-0.0012677i,0.00037773-0.00070102i,0.00037515+0.00015604i,0.00061009+0.00014218i,0.00044502-0.00011968i,0.00019506-0.00012809i,0.00064632+0.00012071i,0.0004811+0.00051847i,0.00025025+7.1648e-05i,0.00018947-0.00063804i,0.0001266-0.00049207i,0.00012256+0.00023488i,-1.0024e-05+0.00034594i
0.0015811+0.0027309i,0.0013859+0.0021454i,0.0017365+0.0013001i,0.0013168+0.000645i,-0.00010809+9.5248e-05i,-0.0014038-0.00048444i,-0.0010192+0.0002412i,-0.00036112+0.0007131i,0.00038081+0.0004162i,0.00070548+0.00012465i,-0.00019102-0.00060371i,-0.00070092-0.0010872i,-0.00085174-0.0013244i,-0.00091654-0.00089745i,-0.00099404-0.00041448i,-0.00093702-0.00015864i,-0.00051453-0.00047072i,-0.00014697-0.0012596i,2.0981e-05-0.00039621i,-0.00030424+0.00024746i,9.0297e-05-0.00012507i,0.00015265-0.00055895i,-0.00034414+3.4625e-06i
-0.00097758+0.00087921i,-0.0010093+0.00054766i,-0.00064966-8.7758e-05i,-0.00072992-4.8267e-05i,-0.0010313+0.00011364i,-0.0014977+0.00076787i,-0.0013397+0.0016358i,-0.00020816+0.0012993i,0.00089802+0.00024571i,0.00085869-3.9773e-05i,1.2861e-05-0.00011148i,-0.00012595-0.00068652i,-0.00019121-0.0009919i,-0.00028788-0.001045i,-0.00041926-0.0011476i,-0.00058099-0.00084351i,0.0001426-0.00064021i,0.00090164-1.6783e-05i,0.00068061+0.00040581i,0.00052213+0.00022026i,0.00097366+0.00037098i,0.00098974+0.00071614i,0.00064091+0.00078094i
0.00016452+0.00083975i,-0.00089629-0.0001408i,-0.00066281-0.0010351i,0.00067981-0.0015364i,0.0011547-0.0017739i,0.00069101-0.0011697i,0.00016594+0.00033412i,-4.3067e-05+0.0011279i,-0.00018681+0.00066786i,-3.0655e-05-0.00025833i,0.00038786-0.00094875i,0.00031779-0.0011845i,0.0011058-0.0014388i,0.0014781-0.0014509i,-1.2012e-06-0.0010041i,-0.001371-0.0010774i,-0.0014112-0.00117i,-0.0010952-0.00060672i,-0.00089089+0.00054364i,-0.00029354+0.00046175i,0.00023998-8.7001e-05i,0.00029355-0.00024515i,0.00060002-0.00060846i
-0.0014101-0.00068839i,-0.0015596+0.00015648i,-0.0023887+0.00025103i,-0.0023783+0.00012674i,-0.0019884+0.00014736i,-0.0016143+0.00058816i,-0.0010078+0.00014756i,-0.00050502+0.00020527i,-0.00088826+0.00040086i,-0.0007248+0.00080037i,-4.1204e-05+0.00088826i,0.0010535+5.8271e-05i,0.0015138-0.00024176i,0.00053683-0.00028007i,-0.00021979-0.00091698i,-0.00048697-0.0010693i,-0.00043304-0.00059541i,-0.00010325-0.00057672i,-0.00044258-3.8443e-05i,-0.00033738+6.0537e-05i,0.0001069-0.00095084i,0.0006402-0.0007831i,0.0010168+0.00042442i
-0.00096797+0.0010641i,-0.0013757+0.00079473i,-0.0015671+0.00021599i,-0.00091191-0.00027455i,-0.0010136+0.00032793i,-0.0014181+0.0010189i,-0.00091132+0.001656i,-9.05e-05+0.0018588i,0.00040972+0.0009854i,0.00047303+0.00019159i,0.00051403-0.00018012i,0.00077708+0.00010478i,0.00051268+3.2169e-05i,0.00033198-9.3714e-05i,0.00021469-1.316e-05i,0.00016354-0.00058811i,-6.7736e-05-0.0006305i,-0.00093493-0.00048826i,-0.00106-0.00060419i,-0.00055762-0.00020617i,-0.00084488+0.00037635i,-0.00064275+0.00061187i,-0.00017966+0.00023034i
-0.00037461+0.0001611i,-0.0016056-0.00023749i,-0.0013792-0.00013062i,-0.00058023+0.00098102i,-0.00040121+0.0014418i,-0.0002498+0.00046742i,-0.00065454+0.0003787i,-0.0010574+0.00050302i,-0.00048028-0.00011156i,0.00050442+0.00034166i,0.00054893+0.00082733i,0.00018435+4.8847e-05i,0.00035385-0.0002722i,0.00067849+0.00047252i,0.00046982+0.00081031i,-0.00034955+0.00085623i,-0.00046227+0.00080482i,-0.00055791+0.00050584i,-0.0008455-0.00019234i,-0.00029926-0.00032861i,-0.00049279+0.00034821i,-0.00068245+0.0010416i,-0.00028086+0.001207i
-0.0012405-0.00015921i,-5.8957e-05-7.7396e-05i,0.00087468-0.00022779i,3.8805e-05-0.001158i,-0.00025355-0.0013119i,0.00030625-0.00073979i,0.00089049+0.00017034i,0.00058943+0.00057735i,0.00032128+0.00031255i,0.0006692+6.4583e-05i,0.00026825-0.00037796i,0.00062122-9.8231e-05i,0.00088452-0.00034081i,0.00031413-0.0011062i,-0.00042063-0.00088828i,-0.00045378-0.0002178i,6.8084e-05+0.00024994i,5.1039e-05+0.00030923i,0.00033258-0.00019435i,0.00088249-0.00025809i,0.00058151+0.00063482i,-0.00032368+0.0012511i,-0.00079161+0.00098139i
-0.00036903+0.0018873i,-0.00082032+0.0014626i,-0.00079392+0.00056064i,-0.00050974-0.00095676i,-0.0010889-0.0019022i,-0.0021749-0.0008575i,-0.0020595+0.00052276i,-0.00095155+0.00034023i,-0.00025392+0.00023439i,0.00041434+0.00059579i,0.000707+0.00017426i,0.00017218+0.00017483i,5.4618e-05-9.6287e-05i,0.00083929-6.5791e-05i,0.00058352+0.00058685i,-0.00031836+0.00064408i,-0.00058318+6.2014e-05i,-0.00044747+1.907e-05i,-0.00042102-6.1903e-05i,-0.00070175-0.0005205i,-0.00061369-7.6574e-05i,-0.00037671+8.994e-05i,0.00029444+0.00038541i
0.0007491+0.00049326i,-0.00039523-0.00074698i,1.0169e-05-0.0017517i,-6.9869e-05-0.0021919i,-0.0021392-0.0012164i,-0.0026186+0.00038735i,-0.00074555+0.0013372i,-5.0415e-05+0.001626i,3.2577e-05+0.0012353i,0.00012069+0.0013408i,0.00029066+0.0010487i,0.00034603+0.00033725i,-0.00010232+0.00024454i,2.1541e-05+0.00085655i,0.00045803+0.0007854i,0.00037452-0.00027135i,-7.0944e-05-0.00083144i,6.0456e-05-0.00055632i,0.00036579+7.7585e-05i,0.00035763+0.00040471i,0.00018483+0.00011642i,4.8131e-05-0.00064227i,0.00025997-0.00053471i
-0.00019539+0.00093845i,0.00075329+0.0010283i,0.00044736+0.0018582i,0.00014576+0.0017591i,0.00056525+0.0013226i,0.00011115+0.0012127i,-0.00040048+0.0019646i,-0.00040143+0.001318i,0.00021181+0.00097931i,0.00076454+0.00088541i,0.00040737-0.00024033i,0.00019789-0.0013364i,0.00023221-0.0013335i,8.2359e-05-0.00091162i,-0.00028317-0.0012027i,-0.00014073-0.0012192i,0.00078001-0.00011255i,0.00014546+0.00055815i,-0.00055423+0.0004634i,0.00018621+0.00055562i,0.00089013+0.0005063i,0.00038327+0.00047609i,-0.00034833+0.00078709i
-0.0023693-0.00088396i,-0.00088279-0.00071609i,-0.00010903-0.0009065i,-0.00064902-0.00023313i,-0.00071481+0.00037363i,-0.00049108+0.00022737i,-0.00050071+0.00021445i,-0.00035894-0.00016657i,9.9105e-05-0.00070517i,0.00019283-1.3678e-05i,0.0004025+0.0007747i,0.00014538-2.6728e-05i,-1.3046e-05-0.0001589i,0.00044006+0.000276i,0.00017822-0.0003717i,-0.00024455-0.00083957i,-0.00039772-0.00046084i,-0.00064898+2.6422e-05i,-0.00078756-0.00049018i,-0.00077246-0.00050922i,-0.00065834+0.0005026i,-0.00025393+0.00090305i,-0.00022008+0.00077901i
0.00030261-7.887e-06i,0.00096468-0.00042897i,0.00017959-0.0014669i,-0.0012884-0.0018481i,-0.002422-0.0013771i,-0.0026728-0.0001976i,-0.0013004+0.00079441i,-0.0007234+0.00027094i,-0.00048748+0.00010112i,0.00031433+0.0001194i,0.00021405-0.00060424i,-3.6103e-05-0.00041607i,0.00023423+0.00021227i,0.00042137-0.00053031i,0.00012124-0.00033839i,-0.000485+0.00013848i,-0.00049866+0.00012963i,-0.00037801+0.00079926i,-0.00019192+0.00089608i,-0.00032945-0.00034281i,-0.00040191-0.00094888i,-9.6529e-05-0.0006513i,-0.00025327-0.00021869i
-0.0028497+0.0010982i,-0.0012713+0.0019548i,-0.00057789+0.001941i,-0.00091766+0.00079703i,-0.0010823+4.5328e-05i,-0.00078032+0.00053851i,-0.0011079+0.00045611i,-0.0013934+4.2487e-05i,-0.0010107+0.00058481i,-7.6789e-05+0.0013651i,0.00083068+0.0007487i,0.000357-0.00022629i,-0.00075449-0.00012498i,-0.00067261-0.00048886i,0.001014-0.0010085i,0.0012592-0.0010511i,-0.00018644-0.00013573i,-0.00086676+0.00057183i,-0.0006468-6.3671e-05i,-0.0002516-0.00035281i,-0.00027347-5.6014e-05i,-0.0005389-0.00033448i,-0.00032364-0.00053973i
-0.0029046-0.00077915i,-0.00273-0.00078112i,-0.0021754+0.0018254i,-0.0015591+0.0035328i,-0.00067707+0.0041518i,-0.00012247+0.0034341i,-0.00033475+0.0016056i,-0.00039437+0.00074342i,-0.00034762+0.00014149i,0.00013719-3.4455e-05i,0.00030155-0.00014503i,0.00063246+0.00013557i,0.0013798+0.0002886i,0.0011257-0.00063752i,0.00084015-0.0013316i,0.00046511-0.0012775i,0.0002222-0.00087645i,0.0006678-0.00056232i,0.00027732+9.7358e-05i,-0.00040468+0.00014752i,-0.0011597-0.00021251i,-0.0020147+5.2851e-06i,-0.0011258+0.00063272i
-0.00097388-0.00044813i,-0.0008187-0.00052367i,-0.00090816-0.0010849i,-0.00064753-0.00059635i,0.00015809-0.00028793i,0.00038516-6.903e-05i,-0.00033935+0.00054602i,-0.00043483+0.00058436i,-0.00060204+0.00025686i,-0.00018591-0.00025673i,0.00047385-0.00044382i,0.00013422-0.00029213i,0.00016777+0.00033364i,0.0001179+0.00055063i,-0.0001398+0.00033857i,0.00010756-0.00012143i,0.00049152-0.00064267i,0.00058475-0.00022304i,0.00076077-4.3708e-06i,3.3785e-05+0.00012833i,-0.00052534+0.00018782i,-0.00032346-0.00053737i,-0.00058549-0.00044186i
-8.68e-05+0.00089151i,0.00089026+0.00059489i,0.0013928+0.00081662i,0.001007-0.0011291i,0.00024333-0.0019078i,3.9525e-05+0.00027705i,0.00012862+0.0015368i,0.00011582+0.00074246i,-0.00046973+0.00028119i,-0.00089788+0.00011652i,-0.00077175-0.00047757i,-0.00098979-0.0003127i,-0.0012802-0.00061104i,-0.00091292-0.00083712i,-0.00068984+0.00024132i,7.0894e-05+0.00036651i,0.00057492-0.00014535i,-0.00019495-0.0004101i,-0.00056727-0.00026279i,1.5542e-05+0.0005705i,0.00018223+0.00032142i,-0.00061801-6.713e-05i,-0.0010686+0.00031181i
-0.0016802+0.0017833i,-0.0020645+0.0018644i,-0.0023302+0.0028558i,-0.0020912+0.0020824i,-0.0021875+0.0004547i,-0.0023121-1.3356e-05i,-0.0020131+0.00053895i,-0.0018214+0.00094554i,-0.00078755+0.0005572i,4.1389e-05-0.00020054i,4.4903e-05-0.00053463i,0.00026823-0.0005435i,-0.00016733-0.0010197i,-0.00051539-0.0010992i,4.2288e-05-0.00089631i,0.00046268-0.0003545i,0.00096512-0.00035637i,0.00080016-0.00054394i,-0.00019107-0.0002585i,-0.00093025+0.00020186i,-0.00095833+0.000688i,-0.00099857+0.00087235i,-0.00067718+9.9977e-05i
-0.002144+0.00026695i,-0.0015441+7.4015e-05i,-0.0015694-4.2996e-05i,-0.001351+0.00026542i,2.122e-05+0.00035264i,0.00062091+0.0008285i,-0.00038034+0.00068076i,-0.0011364+0.00084773i,-0.000913+0.0012003i,-0.00079408+0.0015406i,-0.00094249+0.0011553i,-0.00054904+0.00065522i,-2.6033e-05+0.00063871i,0.00010368-0.00019904i,-5.3432e-05-0.00090028i,-0.00049282-0.0011939i,-0.0004777-0.00099083i,-0.00036988-0.00082498i,-0.00021308-0.00071252i,-0.00051167-0.00013643i,-0.00079792+0.00023468i,8.8439e-05+0.0003019i,1.8232e-05-3.4932e-05i
-0.00087147-0.00089149i,-0.00032411+0.00013945i,-0.00038931+0.00010576i,-0.00079534-0.0002059i,-0.0012903-0.0003956i,-0.00069739-0.00040345i,-0.00019961+6.3055e-05i,0.00018018+0.00043228i,0.00040477-0.00010096i,0.00013153-0.00025016i,0.00050012+0.00013396i,0.0013999-0.00023039i,0.0015964-0.00074354i,0.0013349-0.00049209i,0.0007563-0.000358i,0.00019176-0.0005565i,-0.00018526-0.0004762i,-0.00051009+7.7053e-05i,-0.00080377-0.00022876i,-0.00070618-0.00051096i,0.00016532-0.00025661i,0.00029374-0.00029579i,-0.00029222-0.00043372i
0.00040781-4.2356e-05i,-0.00035199-0.00030996i,-0.0010478+0.00017664i,-0.00060032-0.00070463i,2.9576e-05-0.00099302i,-2.0615e-06-0.0001445i,-0.00019468+0.00060252i,-0.00017599+0.00099776i,-7.6033e-05+0.0010078i,-0.00055547+0.00052317i,-0.0004172+7.6069e-05i,-2.0627e-05+0.0004356i,0.00013718+0.00032026i,0.00056454+4.8065e-05i,0.00080726-1.9811e-05i,0.00032954+7.0981e-05i,-0.00053753+5.1472e-05i,-0.00044075+0.00011459i,0.00020092-0.00013689i,0.0008019+8.5184e-05i,0.00083637+0.00052113i,-0.00077448+0.00056548i,-0.0018309+0.00023633i
