1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
-0.00094865-0.00088937i,-0.00017141-0.0010194i,-0.00060408-0.0019399i,0.00069059-0.0024492i,0.0019898-0.0027811i,0.001711-0.0026653i,0.00024757-0.0017388i,-0.000198-0.00024552i,-8.6258e-05+0.00065064i,-0.00029542+0.00050871i,-0.00067204-8.6708e-05i,-0.00032932-0.00030805i,0.00065014-6.3141e-05i,0.0013367+0.00066936i,0.0013011+0.0011868i,0.00051776+0.0011341i,-0.0003316+0.00046812i,-0.0008504-3.1449e-05i,-0.00074153-5.1548e-05i,-0.00052031+8.8749e-05i,2.3315e-05-0.00019346i,0.0001524-0.00025097i,-0.00072766+3.7572e-05i
-0.0003094+0.0015717i,-0.00030988+0.0016453i,-0.00019566+0.0010473i,1.0941e-05-0.00068406i,0.001385-0.0013828i,0.0015621-0.0011204i,0.00059948-0.00083355i,0.00022118-0.00051053i,2.3764e-06+0.00053703i,0.00028473+0.00087633i,-8.0997e-05+0.00067403i,-0.00014453+0.00038644i,0.00087844-0.00024173i,0.00082351+8.9907e-05i,-5.267e-05+0.001038i,-0.00026684+0.00084049i,-0.00018939+0.0003337i,-0.00012088+0.00041981i,-0.00018966+0.00017435i,3.9036e-05+0.00043512i,8.5099e-05+0.00089918i,-0.00098441+0.00023248i,-0.00093914-0.0012339i
-0.00022361-0.00052781i,0.00010289-0.00067453i,0.00081904-0.0015187i,0.0011522-0.0024111i,0.00070551-0.0026485i,-0.00016561-0.0023628i,-0.00060111-0.0012136i,-2.8256e-05-0.00012568i,-5.8135e-05+0.00032906i,-7.6273e-05+0.00068485i,0.00015966+0.00070078i,-0.00018554+0.00068519i,-0.00045891+0.00022472i,-0.0001821+0.00010388i,-0.00041994+0.00049103i,-0.00031511-3.8171e-05i,0.00034989-0.00012655i,0.00015341+0.00038464i,-0.0003427+0.00060376i,-0.00044516+0.00012515i,0.00046525-0.00016156i,0.00060909-0.00049012i,-0.00019233-0.00077983i
7.2526e-06+0.0010826i,0.00028603+0.0015282i,0.00062076+0.001239i,0.00058508-9.0238e-05i,0.0011551-0.0014098i,0.0015721-0.0020685i,0.00098616-0.0012371i,0.00020033+0.00045753i,0.0010148+0.0005311i,0.0015011+0.00036058i,0.00078949+0.00063606i,0.00090923-5.4524e-05i,0.00036241-0.00034355i,-0.00026465+1.4092e-05i,-0.00014323-0.00023127i,-6.5351e-05-0.0006475i,-0.00042758-0.00061377i,-0.00025483-0.00016401i,-0.00030294-1.1957e-05i,-0.00048659+0.00010504i,8.7394e-05+0.00068129i,0.00038205+0.0011355i,0.00016627+0.0012469i
-0.0001824-0.0011567i,-0.00050656-0.0012908i,-0.00033359-0.00058979i,0.0010211+0.00029399i,0.0019019-0.00074366i,0.0018025-0.002133i,0.0013148-0.001524i,0.0017422-0.00043959i,0.0020609+0.00058419i,0.00054267+0.001204i,-0.00052017+0.0010693i,-0.00013798+0.00045302i,0.00021403-0.00033544i,0.0002768-4.9747e-05i,0.00021314+0.00072762i,0.00030689+0.00071113i,0.00051445-5.934e-06i,0.00026392-0.00044886i,0.0003247+0.00019519i,0.00069375+0.00067109i,0.0011165+0.00052309i,0.00066171+0.00029409i,0.00017435-0.00023814i
0.001971-0.00074889i,0.0020649-0.0020412i,0.0029643-0.0031586i,0.0017869-0.0026799i,0.00073143-0.0026135i,0.00026889-0.0023361i,-0.00026209-0.0006955i,-0.00033848+0.00029726i,-0.00017255+0.00021813i,-0.00019788-0.00023418i,0.00034017-0.00049678i,0.00050182-0.00028175i,8.1735e-05-0.0002504i,-0.00012012-0.00021709i,-0.00045699-0.00021162i,-0.00053081-0.00045994i,-0.0002591+9.2283e-05i,-0.00021358+9.8199e-05i,-0.00043642-0.00010583i,-0.00094237+0.00031769i,-0.00061732+0.00033751i,0.00045745-0.00027261i,0.00092783-0.0012571i
-0.00047298-0.00017688i,0.00026669-0.00082154i,0.00092395-0.0024662i,0.00088271-0.0034035i,0.00065507-0.0036227i,0.00080263-0.0023642i,0.00043894-0.0009031i,-0.00046551-0.00030341i,-0.00093946-8.0015e-07i,-0.00037917-3.5116e-05i,0.00030222-0.00020492i,0.00032402-0.00014519i,3.9367e-05-0.00067304i,-0.00044119-0.00099131i,-0.00057671-0.00048342i,-0.00048794-0.00037995i,-0.00032231-0.00026885i,-0.00056312+0.0004041i,-0.00053631+0.00056662i,-0.0015396+0.00035872i,-0.0018249-0.0002233i,-0.0014664-0.00026861i,-0.0010331+0.00055542i
0.001774+0.00026705i,0.0015251+0.00050329i,0.0020568+0.00072768i,0.0016992-0.00012662i,0.0012186-0.0013877i,0.00097692-0.0011195i,0.00060638-0.00012976i,0.00048569+0.0002561i,0.0012499+0.00031532i,0.0011024+0.00052935i,-8.9276e-05+0.0006377i,-0.00092012+0.0008897i,-0.00054274+0.00085725i,0.00071207+0.0009148i,0.0009226+0.00085386i,1.9802e-05-5.997e-05i,-0.00095755-0.00049122i,-0.0012231-0.0001015i,-0.00062993+1.9874e-05i,-0.00041415-0.00021338i,-0.00017307-0.00048653i,0.00038107+1.6796e-05i,0.00021806+0.00073405i
-0.0019593+0.00075129i,-0.0023826+0.00012673i,-0.001548-0.00039159i,-0.00064536-0.0012333i,0.00021624-0.0017046i,0.00061198-0.0018852i,0.00029225-0.00078077i,0.0004153+0.00041527i,0.0010198+0.0010317i,0.00058446+0.0011784i,0.00038202+0.00040777i,-3.5551e-05+5.8435e-05i,-0.0005799+0.00065692i,-0.00036919+0.0012876i,-0.00024104+0.0011362i,-0.00055736+0.00053167i,-0.00097397-3.8997e-05i,-0.00028542+5.2451e-07i,0.00033144+0.00063579i,0.00019243+0.00092412i,0.00050823+0.00072014i,0.00047025+0.00096662i,-6.0437e-05+0.00020876i
-0.00048843-0.0017205i,-0.00020221-0.0014413i,0.00080265-0.00016263i,0.001488-2.2787e-05i,0.0014969-0.0012235i,0.00096918-0.0017774i,8.0144e-06-0.0019813i,-0.00023895-0.0011197i,-0.00056778+0.00043646i,-0.0012087+0.00067736i,-0.00067547+0.00032681i,-7.7288e-05+1.8105e-05i,-0.00052087-0.00040949i,-0.00011363-0.00085894i,7.4518e-05-0.00013363i,-9.623e-05+0.00027953i,0.00016426+0.00014996i,-0.00024789+0.00016103i,-0.00043105+0.00028728i,0.00012726+0.00023031i,0.00035939-0.00010921i,0.00047584-0.00016404i,0.00040462-0.00039107i
0.00047073+8.4003e-05i,0.00013841+0.00032019i,-0.00059022+0.00015913i,-0.00029486-0.00036179i,0.00066088-0.0015626i,0.0005364-0.0012552i,0.00017684-0.00064112i,0.00056608-0.00086032i,0.0011527+0.00040764i,0.00065171+0.00098619i,0.00033037-0.00040529i,-3.6242e-05-0.00022253i,-0.00022171+0.00060536i,-0.00012176+0.00024315i,-0.00023165+0.00029063i,-0.00025721+0.00010249i,-4.5172e-05-0.00079012i,0.00034412-0.00070995i,2.4437e-05+0.00035372i,-0.00056626+0.00068917i,-0.00043792+0.00030679i,0.00072665+0.00010236i,0.00059127+0.00039688i
-0.00024986-0.0011763i,0.00024706-0.00087937i,-0.00029173-0.0010413i,-0.0003176-0.0010465i,0.00024113-0.00092356i,0.00089524-0.0013479i,0.0012766-0.0014072i,0.0010596-0.00038196i,0.00023196+0.00057666i,-8.7866e-05+0.00072389i,-0.00044072+0.0004476i,-0.00076302+0.00015255i,-0.00033713-0.00014102i,-6.4782e-05+6.7044e-05i,-0.00024069+0.00020444i,9.6307e-05-0.00023506i,0.00026682-0.00014301i,0.00043439+0.00022355i,0.00097551+8.5915e-05i,0.001166+0.0001226i,0.00060368+0.00064744i,0.00030472+0.00047837i,0.00014141+0.00018779i
0.001373-0.0010578i,0.0010877-0.0015951i,0.0014256-0.0015403i,0.0019997-0.0014676i,0.0024306-0.0015431i,0.0014703-0.00080538i,0.00024489+0.00013379i,-0.00010841+1.2961e-05i,0.00014139-0.00013875i,-0.00040803-0.00027975i,-0.00085003-0.00099662i,0.00011664-0.00080115i,0.00048539-0.00046105i,-0.00055892-0.00063211i,-0.00042362-0.00074367i,0.00019206-0.00061991i,-0.00020604-0.00090339i,-0.00053529-0.0012692i,-0.00027603-0.00035337i,0.00011391+0.0004354i,-0.00019108+8.5282e-05i,-0.00059857-0.00013591i,-0.00063275-0.00038827i
0.0025859-0.00036151i,0.0011416+0.00031741i,0.00047553-0.00016256i,0.00090219-0.00043023i,0.0009935-0.00063381i,1.7302e-05-0.0013789i,-0.00025884-0.00069615i,-0.00016358+0.00049536i,-0.0002348+0.0010906i,9.5992e-05+0.00040235i,0.00033974-7.5048e-05i,0.00012765-7.864e-05i,0.00033575-0.00034869i,0.00056141-8.5804e-05i,0.00020925+0.00026717i,0.00020048+0.00017674i,0.00035159+0.00036113i,1.8938e-05+0.00091747i,0.00026927+0.0015562i,0.00044647+0.0015548i,-0.00023645+0.00045079i,-0.00029599+9.4272e-06i,0.00041774-0.00034523i
-0.00071206+0.00041308i,-0.0017118-0.00024925i,-0.00051383-0.00013917i,0.0007584-0.0013261i,0.0017539-0.0028335i,0.0027104-0.0033458i,0.0012056-0.0025842i,-0.00015359-0.00083046i,3.051e-05+0.00068217i,0.00032955+0.0011099i,-0.00028863+0.00039804i,-0.00096252+0.00035468i,-0.00075122+0.00085559i,-8.6183e-05+0.00088474i,0.00036758+0.00060179i,-0.00021371-5.2917e-05i,-0.0005596-0.00016467i,0.00027149+7.0857e-05i,0.00057862-0.00036106i,0.00064754-0.00085917i,0.00013934-0.00060374i,-0.00057615+0.00022479i,-0.00094542+0.00034179i
0.00051157+0.00089006i,0.00097044+0.0010726i,0.0010663+6.9943e-05i,0.0010211-0.0012217i,0.0010232-0.0025634i,-0.00012308-0.0024003i,-0.0016437-0.0012859i,-0.0013632+3.6234e-06i,-0.000293+0.0010361i,0.00062336+0.00028925i,0.00062611-0.00014594i,-0.00010254+0.00020683i,0.00022381+9.0427e-05i,0.00061318+0.00015933i,0.00039328+0.00017424i,0.00026267-0.00029555i,-0.00031162-0.00067247i,-0.00025001-0.00069312i,0.00013163-0.0010714i,0.00032452-0.00084824i,-0.00028673+8.7272e-05i,-0.0010752+0.0003524i,-0.00080409-0.00017366i
0.00099597+0.00094931i,0.00036121+1.8079e-05i,0.00044251-0.00030584i,0.0010978-0.00084493i,0.0015193-0.0016741i,0.00076439-0.0021693i,-0.00026452-0.0015293i,-0.0010667+0.00018961i,-0.00034633+0.00057925i,0.00076167-0.00019554i,0.00086339-0.00017815i,0.00043504-4.9945e-05i,-0.00035387-0.0004313i,-0.00018729-0.00089387i,0.00017563-0.00068255i,0.00061973-0.00080192i,-2.9829e-05-0.00063437i,-0.00091295-0.00030993i,-0.00073127+0.00025668i,-2.3501e-05+0.00035866i,0.00048702+0.00058516i,0.00022653+0.00080385i,6.1672e-05-0.00020072i
-0.0020126+0.00027808i,-0.0010306-0.00023311i,-0.00051184-0.00069403i,0.00024827-0.0010894i,0.001986-0.0013915i,0.002409-0.0012616i,0.0013507-0.00066389i,0.00049133+0.00027105i,-0.0005103+0.0016454i,-0.00093167+0.0019251i,-0.00011626+0.00059022i,0.001083+6.3089e-05i,0.0012764+0.00047992i,0.00075789+0.00038722i,0.0005282+0.00044791i,0.00019944+0.00018333i,-0.00058279-0.00070687i,-0.0012112-0.00043024i,-0.000505+0.0002508i,-0.00034429+0.00021656i,-0.00054526-5.111e-05i,-0.00025796-8.8791e-05i,-4.3643e-06-0.00012848i
0.0016222-0.0021306i,0.0019511-0.0023586i,0.0017285-0.0016356i,0.0018543-0.00082588i,0.0017748-0.001165i,0.00081501-0.0014i,0.00049108-0.00058514i,0.0005504+0.00043677i,0.00060403+0.00098984i,-4.2394e-05+0.0011918i,-0.0010499+0.00040681i,-0.00076085-0.00046245i,1.738e-05+0.00025778i,0.00035624+0.00062921i,-0.00021864+0.00041547i,-0.0015253+2.6218e-05i,-0.0013757+0.00040906i,-0.00018866+0.0008398i,0.00014408+0.00084442i,0.00027965+0.00058782i,-0.0004298+0.00063396i,-0.00088458+0.00079095i,-0.0003649+6.0112e-05i
0.00094473-0.00066565i,0.0013126-0.00055187i,0.0016004-0.00031421i,0.0013323-0.0012276i,0.0011583-0.0022855i,0.00064677-0.0020846i,0.00015334-0.0015691i,0.00025288-0.00099527i,0.00062603+7.1982e-05i,0.00042568+0.00054151i,0.00026039-1.7884e-05i,0.00067885-0.0003809i,8.9761e-05-1.3192e-05i,-0.00042704+0.00024509i,1.4059e-05+0.00059004i,0.00023665+0.00022531i,-0.00026871-0.00060245i,-0.00078627-0.00032709i,-0.00033744+0.00028624i,7.2153e-05+0.00068629i,-0.00045251+0.00046327i,-0.00014036-4.0711e-05i,6.5501e-05+0.00041235i
-0.0018601-0.0011098i,-0.0013665-0.001054i,-0.00095139-0.0011407i,0.00037398-0.00095484i,0.00057634-0.0004314i,0.00026696-9.5865e-06i,0.00017358-0.00043058i,-0.00039986+9.005e-05i,-0.00088236+0.00090551i,-0.0010478+0.00074096i,-0.00069014+0.00021704i,-0.00037983+0.00029451i,-0.00041233+0.00080406i,-8.0082e-05+0.0005418i,-0.00033088+3.6411e-05i,-8.8029e-05-0.00026617i,0.00031971+8.8404e-05i,0.00021045+0.00014195i,0.00017329+0.00024754i,0.0002711+0.00040669i,0.00022358-0.00026715i,0.00056608-0.00011751i,0.00018475+0.00044943i
-0.0023364+0.00099127i,-0.0018006+0.001049i,-0.0018369+0.001626i,-0.00047301+0.000449i,0.00068527-0.00058191i,0.00056957-0.00094083i,0.00037323-0.00042054i,0.00033616+0.00052176i,0.00057551+0.000795i,0.00091586+4.5515e-05i,0.0006493-0.0005752i,-1.0995e-07-0.00020517i,0.00019507+0.00042056i,0.00024488+0.0010335i,0.00021155+0.0011973i,-0.00015926+0.00055983i,-0.00076352-0.00031814i,-0.00084713-0.00054173i,-0.0011248+6.671e-05i,-0.0014913+0.00087907i,-0.0010003+0.00023032i,-0.00056383-0.00030827i,-0.00033833-0.00027596i
0.0002619+0.00021373i,0.00059622+0.0010117i,0.00147-7.7693e-05i,0.0013736-0.0010986i,0.00055524-0.0014425i,0.00019943-0.0018774i,0.00016281-0.00084241i,0.0005395-1.6654e-05i,0.0010605-0.00057356i,0.00070856-0.0010614i,0.0003571-0.0010403i,0.00031185-0.00025415i,-0.00052634-0.00039749i,-0.00068647-0.00081757i,0.00061666+0.00016563i,0.00095724+0.0004526i,0.00053126+0.0001882i,0.0001877+0.00036494i,-2.7447e-05+7.7929e-05i,-0.00038206+0.00026006i,-0.00014088-5.3666e-05i,0.00036355-0.00084968i,0.00015558-0.00075714i
7.0527e-05+0.0012585i,-0.00026822+0.0016708i,0.00051831+0.00041243i,0.0018165-0.00088688i,0.0019379-0.0018708i,0.0010663-0.0017139i,0.00041691-0.0007827i,0.00028851-1.3657e-05i,0.00061158+0.0013016i,0.00078648+0.0014523i,0.00067552+0.00079012i,0.0005229+0.00046303i,0.00024351+0.00043042i,0.00057946+0.00034633i,0.00018311-0.00021924i,-0.00099466-0.00086175i,-0.0015113-0.0011289i,-0.0011092-0.00030621i,-8.8303e-05+0.00057074i,-7.5019e-05+0.00065514i,-0.0002765+0.00037121i,-0.0006711-0.00030218i,-0.0007921-6.5997e-06i
0.00035827+0.0016426i,0.00090875+0.0012776i,0.0010194+0.00055584i,0.0017432-0.00015835i,0.0021537-0.00075616i,0.0016801-0.0016221i,0.001114-0.0019424i,-0.00012403-0.00054077i,-0.00016938+0.0010569i,0.00043159+0.00080538i,0.00029581-0.000719i,0.00024033-0.00079605i,0.00084026-0.00030853i,0.00087977-5.6878e-05i,0.00043799+7.5204e-05i,-6.9746e-05+0.00012007i,-0.00048217-7.4092e-05i,-0.0006969-0.00063944i,-0.00072996-0.0006199i,-0.00059984-0.00018099i,-0.00019469+0.00038532i,7.5155e-05+0.00078526i,0.00011984+1.1122e-05i
0.00078338-0.00010745i,0.0006265+3.1798e-05i,0.0011361-0.0011938i,0.00064425-0.0017143i,-0.00038277-0.0021379i,-0.0011162-0.0024508i,-0.0011316-0.00095281i,-0.0010818+0.00038859i,-0.00042974+0.00025857i,-0.0001027-7.4912e-05i,-0.00077031+1.0201e-06i,-0.00050462-0.00014887i,-0.00037621-0.0003543i,-0.00052377-0.00018035i,-0.00029549+0.00022147i,-0.00021888+0.00044539i,-0.00029348-0.00041072i,-0.00012301-0.00069135i,-7.9677e-05+0.00023949i,-0.00036105+0.00021791i,-0.0002809-0.00012702i,-0.00022754-0.00056224i,-0.0004284-0.00090021i
-0.0015116+0.001407i,-0.00038052+0.0018432i,0.00046013+0.0026064i,0.0021191+0.00014979i,0.0026848-0.0027689i,0.001919-0.0029935i,0.00060803-0.0022516i,-6.1041e-05-0.0013005i,0.00026999+4.2776e-05i,0.00056174+0.0011241i,0.0006052+0.0011593i,0.00062981+0.0001425i,0.00075797+0.00020023i,0.00067993+0.0011632i,-0.00022136+0.0015273i,-0.00045493+0.00069364i,-0.00015022+0.00021475i,-0.00053921+0.00035485i,-0.00049779+1.9794e-05i,-0.00060483-0.00038354i,-0.00026202-0.00030833i,0.00015844-0.00044752i,8.4665e-05-0.00046574i
-0.00023984+0.00081068i,-0.00030104+9.3429e-05i,0.00034698-0.00051397i,0.0010944-0.00094311i,0.0017557-0.0011773i,0.0014868-0.0008008i,0.00049942-0.00037463i,-0.0001954+0.00018057i,-0.00012014+0.000804i,0.00030484+0.00085422i,0.00047921+0.00078508i,0.00070332+0.00066065i,0.00017983+0.0003369i,-0.00039106-0.00036845i,-0.00018572-0.00089578i,0.00067618-0.00099046i,0.0012703-0.00064174i,0.0010984+0.0001581i,0.00031967+0.00071765i,-0.00010885+0.000446i,2.1848e-05-0.00010913i,-0.00014488-0.0004183i,-0.00057611-0.00047301i
-0.00049856-0.00029405i,-0.0011765-0.00057036i,-0.0012753-0.0016868i,-0.00041203-0.001467i,-0.00011058-0.0011808i,-0.00048678-0.0016686i,-0.0006271-0.0011013i,-0.00073632-9.1165e-05i,-0.00028133+0.0007816i,0.00039077+0.00096183i,0.00041032+0.00077579i,-0.00021531+6.2253e-06i,0.0001928-1.8575e-05i,0.0013011+0.00095898i,0.00066156+0.00058228i,0.00038632-0.00028569i,0.0004592+0.00017756i,0.0004184+0.00067217i,0.0009563-0.00027675i,0.00048392-0.00020488i,-6.7164e-05+0.00057203i,-0.00027252+0.00069986i,3.0994e-06+0.0007749i
-0.00052578-0.0016621i,0.00032369-0.0014072i,0.00073403-0.0010642i,0.0015571-0.0015362i,0.0018624-0.0021616i,0.0011826-0.0015002i,0.00025939-0.00086144i,-0.00030475-0.00024386i,-0.00029671+1.4121e-05i,-0.00048179-0.00030899i,-0.00055183-0.00066695i,-0.000306-0.00076788i,-0.00073172-8.1352e-05i,-0.0013553+7.8683e-05i,-0.00095309-0.00075709i,-0.00019843-0.00065966i,0.00034095+0.00014129i,-0.00010684+0.00044357i,-0.00049427+0.00078762i,-0.00028082+0.0010202i,0.00036065+0.0015223i,0.00061983+0.00087832i,0.00038293-8.3555e-05i
-0.002813+0.00065924i,-0.0019551+0.00069693i,-0.00137+0.0011241i,-0.0008253+0.00042687i,0.00068512-0.00085556i,0.0017816-0.0015033i,0.00085039-0.0013953i,-0.00027164-1.5595e-05i,-0.00078236+0.0008002i,-0.0006079+0.0005334i,-0.00031023+0.0012718i,-0.00072547+0.0015795i,-0.00046122+0.00045425i,-8.058e-05-9.0048e-05i,0.00049567+0.00031579i,0.00015614+6.2678e-05i,-0.00012254+9.2183e-05i,0.00010062+0.00020208i,-0.00043751-0.00028826i,-0.00064516-0.00011379i,-0.00023471+0.00035214i,-0.00029935+0.00026638i,-0.00031673-0.00033637i
-0.00058525+0.0018616i,-0.00025774+0.001179i,7.0459e-05+0.00053708i,0.0012598+0.00035343i,0.0024571-0.00010457i,0.0022764-0.00096941i,0.0014148-0.00083714i,0.00076849+3.8649e-05i,4.0077e-05+0.00062241i,-0.00051886+0.00075036i,-0.00047321+0.0011047i,-0.00076916+0.00081613i,-0.0010749+0.00036879i,-0.00049704+0.00062579i,0.00017814+0.00027589i,0.00027322-0.00097326i,1.1125e-05-0.0006943i,-0.00017746-4.5248e-05i,-0.00023965+0.00017476i,-0.00044873-0.00014061i,-0.00045952-0.00019986i,-0.00041672+0.00051295i,-0.00064364-3.1044e-05i
0.00023519-0.00049554i,0.0011297-0.0010975i,0.002525-0.0010183i,0.001693-0.00092961i,0.00074839-0.0011331i,0.00058119-0.00082181i,0.00057744-0.00083903i,0.00085794-0.00064882i,0.00034985-0.00060872i,-0.00030801-0.00076069i,-0.00075914-0.00056703i,-0.00041342-0.00022736i,-0.0001922-0.00030972i,4.6182e-06-0.00041964i,0.00010896-0.00042849i,-8.9974e-06-0.00077487i,-0.00021143-0.00020743i,-0.00093142+0.00029379i,-0.0011093+3.6572e-05i,-0.00060486+1.5833e-05i,0.00032947+2.6821e-05i,0.00027415+0.00037857i,-0.00052866+0.0008954i
0.00087055-0.00072018i,-0.00019882-0.0010119i,-0.00036995-0.0018985i,0.00064301-0.002772i,0.00087124-0.0029817i,0.00016449-0.0016773i,-0.000508-0.00032652i,-0.00066481+9.9643e-05i,2.8516e-05+0.00039834i,-5.2269e-05+0.00096102i,-0.00086142+0.00062388i,-0.00056015+0.00064552i,0.00052851+0.00038282i,-3.3844e-05-8.542e-05i,-0.00051025-0.00026421i,0.00030116-0.0001544i,0.00056554-2.2021e-05i,-4.8047e-05-7.2274e-05i,-0.00011531+0.00024824i,0.00050401+0.0005522i,0.00031283+0.00033363i,0.00020486+0.00036456i,6.8946e-05+0.00028336i
-0.001609-0.0020046i,-0.00079542-0.0017231i,-0.0016459-0.0025937i,-0.0014394-0.0027382i,0.00032466-0.0016042i,0.00072556-0.00096725i,0.0002899-0.0010465i,-0.00013435-0.00039644i,-0.00042146+0.00073726i,-0.0005464+0.001257i,-0.00023934+0.00042521i,0.00024734-0.00010909i,-0.00047632+0.00021329i,-0.0006634+0.00013705i,4.7617e-05+0.00070257i,0.00023483+0.0007172i,-0.00015876-0.0002657i,-0.00067332-0.00034128i,-0.00028774-0.00023096i,8.1128e-05-0.00038011i,-0.00030686+0.00051689i,0.00012174+0.00063033i,0.0010777+0.00062156i
-0.00046273-0.00096675i,-6.7485e-05-9.4457e-06i,0.00012328+0.00051245i,0.0011898+0.00062414i,0.0019089+0.00032995i,0.0019695-0.00050634i,0.00087148-0.00022961i,-0.00011896+0.00082357i,-3.4628e-05+0.00023645i,0.00029611+7.0267e-05i,-0.00059561-0.00026202i,-0.0013306-0.0006238i,-0.0010139-6.7983e-06i,-0.00017874+0.00015772i,-0.00056855+5.9977e-05i,-0.0019317-3.768e-05i,-0.0014416-0.00060802i,-0.00055459-0.00045061i,-0.00030656+0.00069277i,-0.00065974+0.00092549i,-0.00089489+0.00012021i,-0.00049522+0.0004144i,-0.00015342-0.00017557i
-0.0021877-0.00045204i,-0.0016218+2.9323e-05i,-0.00069003+0.00013225i,-5.3669e-05+0.00062086i,0.00052748+5.1039e-05i,0.0010725-0.0010565i,0.00020586-0.000747i,-0.00047039-0.000699i,0.00043747-0.00020832i,0.00061846+0.0011302i,-0.00042878+0.0015873i,-0.0011915+0.00065015i,8.2207e-05+0.00031208i,0.00085747+0.00065537i,-1.3149e-05+0.00060447i,-0.00053002+0.00021778i,-0.00021757-0.00036382i,-0.00034081-0.00048927i,-0.00028729-1.9563e-05i,-0.00037305+0.00076441i,-0.00063843+0.0011754i,-0.00021028+0.0011109i,-0.00061411+0.00042735i
0.00038245-0.00072433i,0.00050692-0.0011563i,0.0013078-0.00092433i,0.0023463-0.00092008i,0.0023296-0.0015842i,0.0016459-0.0022252i,0.00065307-0.0021083i,2.9323e-05-0.00076467i,0.00057811+0.00075702i,0.00073526+0.0010114i,0.00087827+0.00081779i,0.0011041+0.00031082i,0.00043423+7.4022e-05i,0.00044741-8.9442e-05i,0.00088363+3.6556e-06i,0.00069235+0.00019466i,0.00019486+3.4381e-05i,-0.00011793+3.4241e-05i,-0.00019666+0.00017147i,0.00018696+0.00022731i,0.00088976+0.00031289i,0.00056966-0.00061793i,-0.00010078-0.00066524i
0.00072409+0.0018975i,0.00076111+0.0025462i,0.0025173+0.0026699i,0.0033915+0.0012346i,0.002901-0.00061872i,0.0013448-0.00083077i,-0.00010432-0.00030481i,0.00014063+0.00065281i,-9.4625e-05+0.0011947i,0.00018943+0.00072023i,0.0012571+0.00010969i,0.00086184-0.00055576i,4.1474e-05-0.00058327i,7.3425e-05-0.00034517i,0.00033665-0.00016616i,9.1645e-05-4.6203e-05i,-0.00051511+0.00027691i,-0.00088338+0.00040931i,-0.00075631+0.00032726i,3.3988e-05+0.00012414i,2.5661e-05+0.00058203i,-0.00061948+0.00086877i,-0.00023835+8.5566e-05i
0.00036903-0.0014371i,-0.00028781-0.0014155i,-0.0007623-0.0013626i,-0.00026902-0.001932i,0.0011394-0.0029018i,0.0016309-0.003269i,0.0009217-0.0023964i,0.00017188-0.00077934i,-0.00066126-0.00044334i,-0.00075276-0.00058724i,-1.1609e-05-0.00049535i,0.00037783-0.00013279i,0.00059279+5.9243e-05i,0.0008383-0.00026134i,0.00039362-0.00043092i,-0.00014969-0.00030208i,-0.00018233-0.00019692i,-0.000129-0.0002524i,-0.00029478-0.00068145i,0.00042543-0.0010454i,0.00065403+6.579e-07i,-0.00030926+0.00041132i,-0.00095062-0.00080147i
0.00025962+0.00067993i,0.00093603+0.00068714i,0.0017942-0.00049541i,0.0023102-0.0019175i,0.0025867-0.0024122i,0.0018308-0.0016728i,0.0013227-0.0006296i,0.0011095-9.0113e-05i,0.00062379+0.00058698i,-0.00016591+0.00092392i,-0.00070602+0.00030458i,3.4975e-05-5.9947e-05i,0.00034412+0.00030713i,0.00082845+0.00094751i,0.0015231+0.0013483i,0.00090403+0.0014382i,-0.00022386+0.00096653i,-0.0011422+0.00045433i,-0.00082285-0.00011114i,-0.00035302-7.9165e-05i,-0.00064228+9.3783e-05i,-0.00076194-5.936e-05i,-0.00033612-0.00027439i
-0.0010661+0.00059055i,-0.0013329+0.00070493i,-0.0010885+0.00083109i,0.0002918+0.00056458i,0.0012837+0.00055219i,0.0011026-0.00018778i,0.00019347-0.00074689i,-0.00040827-0.00034365i,-0.00054553+0.00048074i,-0.0010434+0.00080667i,-0.00084485+0.0012493i,-0.00015327+0.0011252i,0.00013529+7.1441e-05i,0.0005826+0.00038402i,0.00072801+0.00062981i,0.00058701+1.1838e-05i,0.00086252-0.00030547i,0.00018733-0.00016657i,-0.0008442+0.00023048i,-0.00023435+0.00025613i,0.00097867+0.00060254i,0.00059519+0.00041068i,-0.00066099+0.00014633i
-0.00054143-0.0017612i,0.00011583-0.00094388i,0.00036643-0.001534i,-0.0002979-0.0020085i,0.0006231-0.0017504i,0.0018069-0.0015829i,0.001263-0.00052459i,0.00023797+0.00016336i,-7.2651e-05+0.000608i,-0.00053166+0.00050109i,-0.00078494-0.00010216i,-0.00057754-0.00041866i,-0.00031967-0.00039923i,-0.00033653-0.00029385i,-8.3393e-05-0.00035287i,-0.00014283+0.00013623i,-0.00032234+0.00052839i,0.00047742-6.6333e-05i,0.00028824-0.00088661i,-0.00033525-0.0011i,-0.00055287-0.0005694i,-0.00049673+0.0001303i,-0.00059368+0.00034294i
