-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
-0.00017598-0.00068003i,0.00082443-0.00022076i,0.00080704-0.000542i,-0.00046798-0.00017465i,-0.0013679+0.00026049i,-0.00050292+0.0006329i,0.00088251+0.00079054i,0.001418+1.2659e-05i,0.00064069-0.00045825i,-0.00022714+0.00011641i,-0.00043176+0.00033752i,-0.00051804+0.0001672i,-0.0005429-0.00056546i,-0.00026707-0.00063955i,0.00061856-0.00014047i,0.00051629-0.00064523i,-0.00029686-0.00076791i,-4.7091e-06-0.00042788i,0.00063193-0.00013607i,0.00016961+0.00027208i,-0.00081165+0.00062387i,-0.00047781+0.00092454i,0.00029721+0.00085849i
-0.00096198+0.00026837i,-0.0016872+0.00034801i,-0.0011565+0.00029378i,0.0001915+0.00043571i,0.00010451+0.00019957i,-0.00015911-0.00089799i,3.688e-05-0.00063236i,-0.00012859-0.00010666i,-0.00055044-0.00070302i,-0.00055431-0.00064222i,-7.1294e-05+0.00030946i,-0.000262+0.0005955i,-0.0010481+0.00055981i,-0.00030625-0.00015995i,0.0010828-0.00037634i,0.0013082-0.00043958i,0.00069147-0.00013214i,-0.0003297+0.00075114i,0.00020967+0.00068927i,0.00062471+0.00012585i,0.00062364-0.00010188i,0.00048947-0.0001469i,0.00031704+0.00054443i
0.0011633+0.00072907i,0.0021411+0.0009019i,0.0024054+0.00014592i,0.00066615-0.00092789i,0.00017265-0.00086031i,0.00034525+0.00016901i,-0.00034081+0.00067903i,-0.00028679+0.00046434i,-0.00022024+0.00028098i,-0.00020438+3.3003e-05i,0.00057618-0.00021493i,0.00042662-0.00013427i,-6.9084e-05+5.4583e-05i,9.5904e-05-1.0306e-05i,-2.2258e-05+0.00026249i,-0.00025268-0.00011225i,-0.00014667-0.00096164i,3.6885e-05-0.0012693i,-0.00021302-0.00081436i,-0.00058951-0.00015964i,-0.00081886-0.00012302i,-0.00069028-0.00024986i,-0.00014247-0.00054196i
-0.0014195-0.00060892i,-0.0016791-6.226e-05i,-0.0012041+0.00038346i,-0.00041263+0.00061945i,-8.6167e-05+0.00066961i,0.000441-0.00014922i,0.00050007-0.00071937i,0.00026808-0.00032993i,-7.3391e-05-5.3685e-06i,0.00021456+0.00040338i,2.636e-05+0.00053296i,-0.00072287+0.00021696i,-0.0003666-0.00030533i,0.00040807-0.00049734i,0.00083269+6.7752e-05i,0.00037009+0.00018643i,-0.00041158+0.00028956i,-0.00055901+0.00054956i,-0.0009771+0.00078021i,-0.00081312-0.00021185i,0.00048081-0.0012732i,0.00071553-0.0011953i,-0.00022267-0.00071438i
0.00043429-0.0025049i,0.0013656-0.0022113i,0.00093474-0.00091592i,0.00049081-0.00023032i,0.00081001-1.4547e-05i,0.00066923+0.00037639i,-0.0006334+1.5388e-05i,-0.00048152-0.00035224i,0.00078148-0.00044821i,0.0013629+0.00012668i,0.0010203+0.0010876i,0.00066151+0.0012528i,0.00033786+0.00035467i,-0.00013392-0.00041751i,-0.00024333-0.0001369i,-7.5776e-05+0.00031092i,-0.00049787+0.00021295i,-0.00083338+0.00011751i,-0.00023907+0.0006804i,0.00031965+0.00032463i,0.00052652-0.00031902i,0.00037946-0.00041784i,0.00040916-0.0003625i
0.00070399+0.0020611i,0.00051545+0.0031459i,0.00077369+0.0019812i,0.00047799+0.0011344i,-0.00054312+0.00040532i,-0.00063839-4.7973e-05i,0.00054801+0.00038594i,0.00054588+0.00023773i,0.00022005-0.00075798i,0.00047655-0.001175i,0.00080835-0.00075132i,0.00045258+2.3024e-06i,-0.00027741+0.00088536i,-0.00014535+0.00023402i,0.00071458-0.0006517i,0.0010256-0.00074603i,0.00076659-0.00044776i,0.00065228-0.00032164i,9.453e-05-0.00023631i,0.00049278-0.00015741i,0.0011895-0.00042461i,0.00042442-4.1527e-05i,-0.00026661+0.000441i
-0.00035561-0.0024159i,-0.00053498-0.0014289i,5.1246e-05-0.00053611i,0.00057373-9.4662e-05i,0.00047383-0.00047353i,-0.00034255-0.00025973i,-0.00064666+0.00054125i,0.00012942+0.00034847i,0.00068356-0.00016819i,0.00091489-8.8484e-05i,0.00066747-8.9384e-05i,0.00046011-0.00088431i,0.00036399-0.0010841i,0.00044567-0.00033039i,0.00053957+0.00022752i,-0.00028348+0.00088965i,0.00048476+0.0009998i,0.0010689-7.8054e-05i,0.00027179-0.00024366i,6.1868e-05+0.00069849i,1.7567e-06+0.00059714i,-8.6819e-05+3.6664e-05i,6.6749e-05-0.00033484i
0.002597+0.0013382i,0.0019378+0.001126i,0.0012037+0.00043126i,0.00053346+0.00029518i,-0.00027528+0.00016427i,-0.0010519+0.00033057i,-0.0011694+0.00038096i,-0.00025084+0.00015028i,0.00079032+0.00039883i,0.0010057+0.00040072i,-7.5478e-05+2.4071e-05i,9.3697e-05-6.295e-05i,0.00021885-0.00046554i,-0.00046714-0.00065368i,-0.0005527-0.00023922i,-0.00016175+0.00030577i,6.0378e-05+0.0005649i,3.1405e-05+0.0010883i,0.00011269+0.00057759i,-0.00026797+0.00052262i,-6.7991e-05+0.00078215i,0.00032758+0.00032484i,0.00021116-9.503e-05i
-0.0018449+0.0023316i,-0.0021241+0.0018696i,-0.0002381+0.0010025i,0.00034611-0.00028722i,-0.00019946-0.00076377i,-0.0001334-0.00078134i,1.1608e-05-0.00013265i,0.0005396+0.00087764i,0.00087309+0.0010533i,0.00099617+0.00042232i,0.00064961-8.8186e-05i,0.00065795-0.00047792i,0.00020039-0.0010044i,-0.00058114-0.0012075i,-5.6681e-05-0.00031672i,-0.00023861+0.00019858i,0.00017645+0.00023243i,0.001119+0.00062716i,0.00069184+0.00027266i,-8.6048e-05+0.00015617i,-0.00034171-0.0001695i,4.2567e-05+0.00030323i,0.0004769+0.00098077i
0.0011129-0.0014342i,0.0012905-0.0008692i,0.00056166-0.00027056i,0.00026231+0.00024585i,-0.00010601+0.00056651i,-0.0003741+0.00029811i,-0.00033684+0.00070265i,-0.00045994+0.0012651i,0.00031435+0.00052747i,0.00060261-0.0004132i,0.00042327-0.00048969i,0.0002203-0.00051926i,-3.6196e-05-0.00010549i,0.000399+1.8138e-05i,0.00062809+1.4154e-05i,0.00041159+0.00017374i,0.00021368+0.00019116i,0.00048547-5.9393e-05i,0.00046297-0.00019215i,0.00029035-0.00063082i,0.00025168-0.00083024i,-8.7909e-05+0.00030153i,2.7461e-05+0.00043325i
-0.0013884+0.0018458i,-0.00078961+0.0019995i,0.00063754+0.0022033i,0.0013002+0.0012558i,0.0015462+0.0002757i,0.0010037-0.00051346i,0.00059315-0.00050916i,0.00095937+0.00017299i,0.00048583-0.00027883i,-0.00063749-0.0008445i,-0.00012448-0.00019372i,0.00013993+0.00038605i,-5.006e-05+6.5002e-05i,0.00011746-0.00045527i,0.00011404-7.3908e-05i,-0.0003678+0.00019171i,-0.0006834-0.00014458i,-0.00044408-0.00042266i,-4.0116e-05-0.00013561i,0.00031558+8.4581e-05i,-0.00047499+0.00050417i,-0.00043135+0.00033156i,0.00014883-0.00016838i
-1.781e-05-0.00046801i,0.00054307-0.00031043i,0.0005008+0.0002604i,0.00063332+0.00031644i,0.00058439+3.1915e-05i,-6.2292e-05-0.0008322i,-0.00020298-0.0012186i,0.00094037-0.00037824i,0.00099623+0.00072405i,0.00028142+0.00037052i,9.1954e-05-0.00054355i,0.00026973-0.00016731i,0.00044752-6.0186e-05i,0.00051301-0.00028639i,0.00071487+9.7749e-05i,0.00015436+0.00041364i,-2.042e-05+0.0004316i,-0.00016626+0.00016721i,-7.1863e-05+0.00051409i,0.00086654+0.00074276i,0.00094003+0.00037898i,0.00047449+0.0002237i,0.00095179-9.7326e-05i
0.00033154+0.00080841i,0.00033096+0.0015505i,0.0012013+0.00044022i,0.00095772-0.00032509i,-0.00031493-0.00069965i,-0.00094486-0.0010079i,-0.00068361-0.0004604i,0.00050007+0.00029017i,0.00061098+0.00060927i,0.0001011-0.00018108i,0.00049441-0.00069165i,0.0005278+0.00027187i,0.00046097+0.00046723i,0.00033737+0.00030614i,9.3298e-05+0.00028943i,0.00057386+0.00020567i,0.00079574-7.9142e-05i,0.00065935-9.9614e-06i,0.00026104+0.00037195i,0.00065354+0.00086524i,0.00081947+0.00092452i,0.00019206+0.00026192i,0.00050579-0.000248i
-0.00096596+0.00059682i,-0.00057817-0.00047346i,0.0002725-0.00020409i,0.00057361+0.00075911i,-0.000198-0.00021006i,-0.00088904-0.0012304i,-0.00084209-0.00089373i,-0.00026585-0.0001886i,4.1256e-05-0.00027917i,0.00048386-0.0004624i,-0.00010145-0.00059845i,-0.00064875-0.0014417i,-0.00053022-0.0010724i,-0.00042329-0.00034294i,0.00023337-7.5889e-05i,0.00088414+0.00089516i,0.0011617+0.0013125i,0.00030964+0.00087785i,-0.00031341+2.0706e-05i,-0.00031395-0.00051518i,-1.1145e-05-0.00043087i,0.00038146+0.00046248i,-0.00013668+0.0010555i
-3.2679e-05+0.00048825i,0.00071287-0.00019568i,0.0017518-3.241e-05i,0.0019825+0.00017333i,0.0011856+3.5137e-05i,0.00032843-0.0012137i,-5.7403e-05-0.0020333i,0.00018881-0.0015205i,0.00083733-0.00042427i,0.0010921+0.00057513i,0.00062947+0.0006305i,-0.00031561-0.00038302i,-0.00023847-0.00076487i,-0.0002644+0.00010009i,-0.00030498+0.00097594i,0.00025413+0.00034537i,0.0010125-0.00023138i,0.00050249-0.00040234i,3.1998e-05-0.0003565i,5.4401e-05+0.0006289i,6.846e-05+0.00055477i,0.00010825+0.00012212i,2.9795e-05+8.0575e-05i
-0.0015165+0.0012111i,-0.001168+0.001435i,-0.0001894+0.0019723i,0.00052776+0.00073194i,0.0010293-8.7301e-05i,0.00032943-0.00026003i,-0.00049915-0.00026077i,-0.00020404-0.00031567i,0.00070184-0.00055414i,0.0010601-0.00010199i,0.00057168+1.2429e-05i,0.0001111-0.00020261i,0.00022538+0.00012345i,-5.4725e-05+0.00021606i,-0.00036318-4.2386e-05i,-0.00043623+0.00027476i,-0.00042017+0.00047364i,0.00085302+0.00019723i,0.00102+0.000339i,0.00050026+0.00024838i,0.00011711+0.00013508i,-0.0004857+0.00019976i,-0.00030054+0.00015094i
-0.00044988+7.2853e-05i,8.7268e-06+0.00083254i,0.00048357+0.0011007i,0.0011908+3.9293e-05i,0.0014769-0.00034489i,0.0015547-0.00068308i,0.00047834-0.00084152i,-0.00058821-0.0003459i,-0.0009713-1.7051e-05i,-0.00084731+0.00026497i,-0.00039866+0.00059832i,-8.6285e-05+0.00074271i,-0.00055668-5.7097e-05i,-0.00090179-0.00055139i,-0.00044046-0.0011454i,-0.00036026-0.0014092i,-0.0011247-0.00036803i,-0.0011983+0.00037775i,-0.00025125+0.00078936i,-7.3665e-05+0.00055423i,0.00012236-0.00032874i,0.00037736-8.1505e-05i,8.5869e-05+0.0004372i
-0.00055988+0.00026661i,-0.0013133+0.00055886i,-0.00014139+0.00071044i,0.00077269+8.2034e-05i,0.00074501-0.0002368i,-0.00034125-0.00025465i,-0.0010529+0.00015558i,-0.00069743+0.00039882i,-8.6688e-05+4.9594e-05i,0.00034543+0.00013865i,0.00044633-0.00023758i,-3.3899e-05-0.0017643i,-0.001152-0.0012073i,-0.0013822-4.9338e-05i,-0.0010315+0.00050382i,-0.00090953+0.00033837i,-0.00028412-0.00022775i,-0.00019994+0.00040343i,-0.00060318+0.00062543i,4.8842e-05+0.00036534i,0.00069665+4.5556e-05i,0.00089769+4.599e-05i,0.00040582+0.00035991i
0.0001155-0.00031886i,0.00029057-0.0007153i,-0.00010512+0.00015783i,-0.00084589+0.0010549i,-0.00095687+0.0011294i,-0.00027904+0.00039495i,-0.0003843-0.00025564i,-0.00090077-0.00045606i,-0.00025698-0.00018585i,0.00042034+0.00076908i,3.6279e-05+0.00072089i,-0.00045025+0.00040443i,-0.00053957+0.00056424i,0.00016801+0.00094093i,0.00051149+0.00039296i,-0.00046375-0.00021799i,-0.00089123+0.00055623i,-0.00069476+0.0014046i,-0.00047736+0.00068482i,-0.00097597+0.00023521i,-0.0015714+0.00033003i,-0.00066606-7.0264e-05i,0.00047786-4.0383e-05i
-0.0015828+0.002485i,-0.00089646+0.0032401i,-0.00025701+0.0020041i,0.00024707+0.00076316i,0.00016117+0.00077375i,0.00043174+5.6558e-05i,0.00072583-0.00078903i,0.00044481-0.00067159i,0.00076664+0.00022428i,0.0010066+0.00068457i,0.00072883-1.8023e-05i,-0.00036958-0.00052924i,-0.00075514-0.0002817i,-0.00028303+0.00010009i,-3.6796e-06+5.3072e-05i,0.00020998-0.00045761i,6.2586e-05-0.00058654i,3.1413e-05-0.00030916i,0.00023895+0.00040281i,-0.00036588+0.0004985i,-0.0010255+7.6532e-05i,-0.00044026-0.00039744i,-0.00038092-0.00078282i
0.0010069-0.002463i,0.00061984-0.0018662i,0.0010433-0.0010994i,0.0013967-0.00053738i,0.00093425-0.00045804i,0.00030072-0.00021261i,-6.7728e-05-0.00057788i,0.00020189-0.00042702i,0.0011678+0.00033038i,0.0014522-9.0146e-05i,0.0003815-0.00036918i,-0.00038091-0.00054017i,-0.00015695-0.00071983i,0.00033798-0.00011482i,0.00087524+0.00057612i,0.0015243+0.00037567i,0.0012253+0.00034013i,0.00045371+0.00086511i,-0.00014512+0.00080211i,-0.00047328+9.961e-05i,-7.9552e-05-0.0006719i,0.00022831-0.00098126i,0.00050633-0.00066571i
0.00073695+0.002107i,0.001314+0.0015006i,0.002224+0.00098568i,0.0028266-0.00019821i,0.0022389-0.0013354i,0.0003293-0.0010343i,-0.00052097-2.4748e-05i,0.00019949-0.00019552i,0.002094-0.00093408i,0.0025786-0.0011563i,0.00050687-0.001001i,-0.00089566-0.00048173i,-0.001061-5.7444e-05i,-0.00017602+0.00098361i,0.00071485+0.0016848i,0.00025629+0.0015586i,-0.0010295+0.00048731i,-0.0014023-0.00049695i,-0.00073505-0.00025721i,-4.2108e-05+0.00013264i,0.00035593-0.00035182i,0.00044782-0.00093705i,0.00013104-0.00056687i
-0.0010375+0.0010902i,-0.001165+0.00076418i,-0.00038483+0.00052572i,-0.00034192+8.8501e-05i,-0.0007463-0.00013999i,-0.00065125-2.9439e-05i,-0.00020463-0.00017844i,0.00052626-0.00035522i,0.00083199+0.0002058i,0.00068432+0.00060282i,-1.8252e-05+0.00035382i,-0.00021371-0.00010388i,0.00035219+0.00011224i,0.00028485+0.00012256i,0.00015605-0.00038292i,0.00033327-0.00078399i,0.00015672-0.00048627i,-0.00024518+0.00013874i,-0.00044496+0.0005712i,-0.00010832+0.00034908i,-0.00026815-0.00050725i,-0.00069967-0.00039234i,-0.00023428-0.00056422i
0.0021039-0.0018028i,0.0019179-0.00095849i,0.0010704-0.00061633i,0.00079443-0.00050208i,-0.00021633-0.00014756i,-0.0012349+0.00012017i,-0.000922+3.6919e-05i,0.00041123+0.00031249i,0.000888+0.00022368i,0.00022334+8.7247e-05i,-2.8527e-05-7.8499e-05i,-0.00060961-0.00049226i,-0.00098175-0.00043907i,-0.00050422-9.2608e-05i,-0.00018307+0.00082574i,0.00010694+0.0012285i,0.0011291+0.00079421i,0.0010699+0.00091247i,6.9592e-05+0.0013503i,-0.00037879+0.00089177i,-0.00013955-0.00015424i,0.00012663-0.00075718i,-5.8844e-05-0.00078025i
-0.00045199-0.00088323i,-0.00023217+0.0014741i,-0.00085353+0.0021422i,-0.00067983+0.0014402i,-0.0001065+0.00085711i,4.2233e-05+0.00058215i,0.0001342+0.00019057i,0.00037787-0.00028031i,0.00070425-0.00051709i,0.00075104-0.00069789i,0.00040051-0.00084131i,0.0006238-0.00081802i,0.00063835-0.00058509i,0.00021232-0.00020133i,0.00028391-0.000109i,0.00032524-0.00020984i,-0.00040954-0.0003744i,-0.00054698-0.00031088i,-0.00023035-0.00013845i,-0.00019433-0.00072919i,0.00014409-0.0010192i,0.00054352-0.00034843i,0.00096075-0.00012744i
-0.00093257+0.0012571i,-0.00021834+0.00031783i,-2.502e-05+0.00066292i,0.00027439+0.000646i,0.00062922-0.00024204i,0.00044193-0.0012788i,-4.9937e-05-0.00075214i,-8.4257e-06-0.00031247i,0.00048682+0.00015386i,0.00019396+0.00036899i,0.00025357+9.2114e-05i,0.00076443-2.4168e-05i,0.00050774+0.00034333i,-0.00028927+0.00047838i,-0.00061519+0.00036971i,-0.00026727-0.00015075i,8.3573e-05-0.0002101i,0.00019862+0.00039524i,0.00018864+0.00068424i,0.00025616-0.00021764i,0.00027514-0.0015015i,0.00030731-0.00085873i,0.00031711+7.1258e-05i
7.2852e-05+0.00053787i,0.00067347+0.00053364i,0.0015326+0.0017033i,0.0015782+0.0012178i,0.00055189+7.1613e-05i,-0.00037749-0.00032591i,-0.00061862-0.00015363i,-0.00016014+0.00060256i,0.00050839+0.00098846i,0.00091779+0.00040733i,0.0011448-0.00049863i,0.00081234-0.00075008i,-0.00011652-3.162e-05i,-0.00065041+0.00018665i,-9.655e-05-6.2227e-05i,0.00034584-1.3082e-05i,0.00071906-0.00021489i,0.0013043-0.0002116i,0.0010445+0.00051784i,0.00014771+0.00070326i,8.0797e-05+0.00024182i,0.00070865-0.00031171i,-5.2656e-05-0.00064134i
0.0010861+0.00015124i,0.00070674-0.00028698i,0.00015073-0.00074882i,0.00062776-0.0011951i,0.00066715-0.0010548i,-0.00011796-0.00060127i,-0.00039322+2.5993e-05i,-0.00035537+0.00038225i,0.00015464-0.00014115i,0.00064899-0.00014773i,0.00018318+2.9447e-05i,4.4028e-05+3.3422e-05i,0.00015153+0.00049525i,0.00039652+0.00077953i,0.00090169+0.00060068i,0.0011657+0.00073095i,0.00074067+0.00077732i,0.00030764+0.00014248i,0.00024783+0.00013226i,0.00038031+0.00073946i,0.00045043+0.00051521i,-0.00040168+0.00021644i,-0.00045348-0.0003991i
-0.001429+0.0022699i,-0.00096473+0.0011301i,4.2167e-05+0.0014791i,0.00047014+0.00071377i,0.00059986-0.00042058i,0.00049691-0.0008557i,-0.00031579-0.0003333i,0.00056698+0.00010644i,0.0026473+0.00024321i,0.0023136+0.00053018i,0.00094623+0.00015249i,0.00069612-5.5831e-05i,0.00014495-9.1153e-05i,-0.00012406-0.00033673i,0.00041017-6.1822e-05i,0.0005467+0.00063155i,0.00061951+0.0010753i,0.0006979+0.00057877i,0.00033949-0.0003118i,-0.00020753-0.00033303i,-0.00018609+0.00025148i,8.5167e-05+0.00039811i,0.00046582+0.00019603i
-0.00094624-0.0016546i,-0.00042386-0.00086251i,0.00073654-0.00016045i,0.00054929+0.00019311i,0.0003202+0.00036381i,8.7939e-06+0.00071724i,-0.00053449+0.00053217i,-0.00049245-0.00033409i,-8.5642e-05-0.00077116i,0.00035835+0.0001692i,0.00057568+0.00117i,0.00017819+0.00047852i,-0.00044934+0.00040985i,-0.00031288+0.00052777i,0.00067037+0.00033744i,0.0011396+0.00093242i,0.0004436+0.00035719i,-0.00023836+0.00012978i,-0.00021747+0.00079968i,-0.00075344+0.0001809i,-0.00074519-0.0001331i,-0.00027403+0.00059947i,9.0858e-05+0.00064568i
0.0017756+0.00098085i,0.0018574+0.00065097i,0.0012452+0.00065672i,0.00027021+0.00022195i,0.00019368-0.0003998i,0.0003765-0.00051322i,-5.7553e-05-0.0004464i,0.00030372+0.0004062i,0.00085737+0.00059166i,0.0004333-0.00015603i,0.00020049-0.00039498i,0.00014667-4.4962e-05i,-0.00044432+0.00015166i,-0.00091783+0.0001153i,-0.00068836+0.0004811i,0.00034914+0.00065401i,0.00035568-1.8011e-05i,-0.00033463-0.00055885i,0.00011793-0.00010915i,0.00060875-8.576e-07i,0.00013846-0.00073979i,-0.00040462-0.0010604i,5.4489e-05-0.00032003i
-0.0024114-0.00048754i,-0.001572-0.00048495i,-0.0014931+0.00012181i,-0.00063927+0.0011016i,0.00020064+0.0012563i,0.00080498-8.4383e-05i,0.001612-0.0005029i,0.0012785-5.1528e-06i,0.00046066+0.00050402i,-0.00014633+0.00057403i,-4.1053e-05+0.00025432i,0.00030096-0.00010338i,0.0008157-0.00043438i,0.0010765-0.00051926i,0.0003103+1.2181e-05i,-2.2219e-05+0.00013149i,8.1909e-05-0.00019704i,-0.00017689-0.00021045i,-0.0006274+0.00016225i,-0.00043631-6.605e-05i,4.0975e-06-0.00041674i,0.00045063-0.00041695i,0.00059847+0.00021665i
0.00048809-0.00037002i,0.00082731+0.00029086i,-0.00030287+0.0017004i,-8.6677e-05+0.0024212i,0.00068175+0.0019728i,0.00074779+0.00038371i,0.00060765-0.001209i,0.0007578-0.00053843i,0.00019958+0.00040924i,0.00016048+0.00080789i,0.00012522+0.00081462i,8.9087e-05+3.9845e-06i,0.00074301-0.00036505i,3.4844e-05-1.0811e-06i,-0.00091553+9.4829e-05i,-0.0001579-0.00018155i,0.0002098+0.00045998i,2.6212e-05-4.945e-05i,0.00011799-0.00051055i,1.5704e-05+0.00028642i,0.00040799+0.00048679i,0.00058005+0.00039045i,0.00048307+9.2271e-05i
-0.00021995+0.001145i,-0.00017575+0.00096217i,0.00018067-0.00018388i,0.00032507-0.00014582i,-0.00026223+3.2557e-05i,-5.0637e-06+0.00029091i,0.00027053+0.00049586i,0.0001399-0.0005931i,0.00024123-0.00092875i,2.152e-05-0.0004483i,-0.00045936-0.00044777i,-0.00015744-0.00038811i,-0.00011339-6.8753e-05i,-0.00075107+0.00023209i,-0.0011203+9.0193e-05i,-0.00061596-0.00045387i,0.00031283-8.1291e-06i,1.2178e-05+0.0008419i,2.479e-05+0.00033708i,0.00023739+0.0002543i,0.00061205+0.00048431i,0.00023338+9.3844e-05i,-8.2162e-05-0.00040747i
-0.0015374-0.00039737i,-0.001328-0.0012579i,-0.00098325+0.00012251i,0.00048481+0.0007939i,0.0017501-0.00018508i,0.00091794-0.00046908i,0.00047599-0.00042113i,0.00073565-0.00066636i,0.00038056-0.00087268i,-0.00016889-0.000336i,1.1322e-05+0.00072318i,0.00026188+0.00042284i,0.00026975-0.00018458i,-7.0251e-05-0.0002151i,-0.00040537-4.1004e-07i,-0.00020608+0.00036913i,-0.00087221-0.0002056i,-0.0014389-0.00039922i,-0.00079201+5.9946e-06i,0.00042908-0.00022551i,0.00021963+7.1664e-05i,-0.00021307-0.0002272i,0.00078963-0.0010736i
0.0015646+0.00058416i,0.00081801+0.00056294i,-0.00035036+5.9464e-05i,-0.00059856-6.3491e-05i,-0.00077615+0.00017426i,-0.00045901+0.0005506i,0.00016239+0.0006699i,9.0036e-05-0.00013506i,0.00049555-0.00075766i,0.00049409-0.00030627i,9.0559e-05-0.00011772i,-8.754e-05+0.0003594i,-0.00030834+0.00014253i,0.00032412-0.00043326i,0.0010211-0.00014579i,0.0010998-9.6055e-05i,0.0010382+1.9638e-05i,0.00084143-0.00022795i,0.00015897-0.00085335i,-0.00031815-0.0012253i,-0.00039004-0.00073777i,-0.00065084+0.00017816i,-0.00044245+0.00079426i
0.000786+0.0014081i,-0.00044306+0.0014081i,-8.2709e-05-0.00031629i,0.000916-0.00080962i,0.00032428-0.00092662i,-0.00029317-0.00022055i,-0.00068815+0.00087604i,-0.00072294+0.00090239i,-2.0922e-05-8.6029e-05i,0.00033142-0.00073732i,0.00065054-0.00032327i,0.00041127-0.00023406i,-0.00043703-0.00080058i,-0.00030706-0.00077224i,0.00026017-0.00077691i,0.00075241-0.0010676i,0.00072756-0.00060201i,0.00021983-0.00023092i,-0.0003665+0.00020571i,-8.7928e-05+0.00073272i,0.0001463+0.00064742i,5.1076e-05-0.00015841i,0.00032918-0.00031381i
0.0021101+0.0013182i,0.0019994+0.0012174i,0.0021732+0.00083244i,0.0021055+6.5298e-05i,0.0016441-0.00014205i,0.00058749+0.00023555i,-0.00010213-6.7251e-05i,-0.00023045-1.4359e-05i,0.00024593-8.8513e-05i,0.00026837-0.00064944i,-4.8522e-06-0.00057259i,-0.00026161-2.2115e-05i,-0.00033914+6.3836e-06i,-0.00013089+0.00013674i,-0.00050358+0.00050198i,-0.0006787+0.00043149i,-0.00036194+0.00043834i,-0.00082594+0.00038316i,-0.00025153-0.00033182i,0.00060668-0.00041431i,-0.00027072-0.00022503i,-0.00030488+4.0079e-05i,0.00052738+0.00054103i
-0.0035759+0.00010768i,-0.0027691-0.00041623i,-0.0020749+0.00031813i,-0.00049959+0.0010103i,0.0010737+0.0006363i,0.0011072-0.00034192i,-7.2972e-05-0.00025821i,-0.00029496-0.00023086i,-0.00024752-0.00034734i,-0.00042565-0.00014173i,3.6484e-05-0.00079372i,0.00096517-0.0004294i,0.00051043+0.00048465i,-2.2492e-05+0.00063062i,-1.2795e-05+0.00051476i,-6.5515e-06+0.00025764i,0.00076618+0.00022889i,0.001002+0.00037502i,-0.00024357+0.00011003i,-0.00048757+8.4659e-05i,0.00047188+0.00068093i,0.00067765+0.0008413i,-9.4461e-05+0.00031262i
0.0013521+0.0003932i,0.0017652+0.00076744i,0.0019695+0.00096717i,0.0015094+0.00018175i,0.00048368-0.0013898i,-0.00068852-0.001896i,-0.0010962-0.00071747i,-0.00047833+0.00035934i,0.00038335-0.00016373i,0.00033347-0.00093954i,-0.00035065-0.00066996i,-0.00060927-8.7033e-05i,-0.00087584+0.00087691i,-0.0005611+0.0012724i,-0.00015624+0.00019019i,7.3529e-05-0.00024415i,0.00043683+0.00018042i,0.00070307+0.00069059i,0.00035882+0.00086731i,0.00035525+0.00041944i,0.00044829-3.2952e-05i,0.00077921-0.00036338i,0.0015476+0.00011555i
-0.00094548+0.0020804i,-0.0012672+0.0013802i,-0.00052702+0.00013758i,0.00018074-3.7874e-06i,0.00019024+0.00024543i,0.00020089+0.00075835i,0.00044939+0.00061955i,0.00016397+0.00050829i,0.00014457+0.00050818i,7.3223e-05-0.00017726i,0.0001446-0.00079908i,0.00085109-0.00064953i,0.00040824+0.00034153i,-0.00051225+0.00059945i,-0.00029236+0.00025068i,-0.00014339+0.00041143i,-2.7471e-05+0.00029046i,0.00032064+8.4394e-05i,0.00041578+7.5133e-05i,0.00087544+0.00039225i,0.00087932+0.00064694i,0.00014683+0.00017175i,-0.00036373-0.00026844i
-0.00068864-0.0015598i,-0.0002325-0.00087595i,-0.00055055+0.00086431i,-0.00016134+0.00073046i,0.00018068+4.7277e-05i,0.00013916+0.00035413i,0.00013628-0.00029535i,0.0002566-0.0006954i,0.00041092+0.00029365i,0.0010817+0.001323i,0.0011636+0.0014331i,0.00083797+0.0013001i,0.00070403+0.0016547i,6.7001e-05+0.0013864i,-0.00025464+0.00030288i,-0.00014148-0.0001365i,-8.0149e-05+0.00021648i,-0.00074312+7.6601e-05i,-0.00074821-1.4078e-05i,-0.00040628+5.4362e-05i,-0.00053032-0.00017345i,-9.962e-05+0.00014278i,0.00036034+0.00079212i
