-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
-0.00032-0.0010726i,-0.00018072-0.00066424i,-0.0012127+0.00094149i,-0.0021251+0.0021799i,-0.0022773+0.0018643i,-0.0010801+0.0012646i,0.00053429+0.00052257i,0.00064867-1.9711e-05i,-0.00012852+0.00034375i,-0.00060276+0.00056524i,-0.00050811+0.00018548i,0.00017582+0.00031652i,-1.7539e-05+0.00040104i,-0.0010825+0.00010399i,-0.00088384-0.00022779i,-0.00019415-0.00040261i,-0.00060222-0.0011123i,-0.0012213-0.00049219i,-0.00060863+0.00040176i,-0.00010665-0.00047184i,-0.00013082-0.00069972i,-0.00013392-0.00088047i,9.5832e-05-0.0017379i
0.0018623-0.0015162i,0.00015644-0.0023182i,-0.0014545-0.0023551i,-0.0020083-0.0010186i,-0.0015585+0.00037957i,-0.0013219+0.00088772i,-0.001354+0.00016737i,-0.0014026-1.8657e-05i,-0.0015712+0.00055146i,-0.00061528+0.001052i,0.001084+0.001377i,0.0011577+0.00032987i,8.9794e-05-0.00040619i,0.00072203-0.00048564i,0.0016177-0.00048904i,0.0011455+4.6582e-05i,0.00094523+0.00052606i,0.00015493+0.00033478i,-0.00055188+0.00047654i,-0.00042643-4.219e-05i,-0.00043335-0.00062599i,-0.00082777+5.5801e-05i,-0.0010173+0.00055988i
-0.001029+0.0019777i,-0.0012765+0.00077622i,-0.00083797+0.0012008i,-0.0008402+0.00091276i,7.7617e-05-0.00034115i,0.00041788-0.0012698i,-0.00077705-0.0013745i,-0.0013877-0.0012352i,-0.0015923-0.00024039i,-0.00078259+0.0010479i,0.00034039+0.0014161i,0.00075963+0.00068317i,0.00072402-0.0001884i,0.00061593-0.00087185i,0.00083729-0.00085157i,0.0012316-0.00049063i,0.001055-0.00029547i,0.00046274+9.4677e-05i,0.00017126+0.00031926i,0.00028135+0.00040953i,-4.2694e-05+0.00026582i,-0.00059027-0.00035413i,-0.00063265-0.0013311i
-0.00037792-0.0035213i,0.00045292-0.0023821i,-0.00067532-0.002211i,-0.0026993-0.00092635i,-0.0035867+0.0012571i,-0.0031578+0.0019236i,-0.0020021+0.0010339i,-0.0009761-0.0003068i,-0.0011171-0.0007651i,-0.0014983-0.00063048i,-0.0016506-0.00015763i,-0.00096215+0.00038352i,-0.00054347+0.00096036i,-0.0002697+0.00076381i,0.00059355+0.00093875i,0.0008452+0.0015159i,0.00061467+0.0015938i,0.0001982+0.0014299i,-0.00053232+0.0010445i,-0.00096915+0.0010454i,-0.00070029+0.001152i,-3.3398e-06+0.00058846i,0.00055891-1.519e-05i
-0.003035+0.00063303i,-0.002302+0.0018131i,-0.0025264+0.0021356i,-0.0024716+0.0032465i,-0.0016803+0.0041343i,-0.00070526+0.0030023i,0.0009019+0.0010138i,0.0010501-0.00033099i,0.00012387-0.00013647i,-0.00093249-4.3814e-05i,-0.00019546+2.2766e-06i,0.0015222-3.1658e-05i,0.0013395-0.00041365i,0.00098122-0.00024915i,0.0012493-0.00015895i,0.0010486-9.8378e-05i,-8.6603e-05-0.00015942i,-0.00082405-2.1416e-05i,-0.00045911-0.00034116i,0.00037319-0.00094547i,0.00071882-0.00044208i,0.00029056+3.5001e-05i,0.0004818+0.00044409i
-0.0014815+0.00011581i,-0.0016955-4.7306e-05i,-0.0021963-0.00067951i,-0.0017102+0.00046363i,-0.0017606+0.0009722i,-0.00079437+8.9114e-06i,0.00051669+2.1493e-05i,0.00043284-0.00015462i,-0.00016073-0.00055101i,-0.0002114-0.00075878i,0.00051077-0.0010731i,0.0012136-0.001411i,0.0010819-0.00028812i,0.00067619+0.00038427i,0.00058828+0.00032729i,0.00042533-0.00010077i,5.3521e-05-0.00013963i,0.00015126+0.0002256i,0.00045508+0.00013592i,0.0004432+0.00018362i,0.00067138+0.00033201i,0.00044483+0.00050558i,0.00092034+5.328e-05i
0.0016857+0.00037638i,0.0012917+1.5807e-05i,0.0014054-0.0009059i,-0.00023344-0.0013405i,-0.00085679-0.0010635i,-0.00046069-0.00041753i,-0.00058371-0.00014651i,-0.00082862-0.0002349i,-0.00050047+0.00020221i,0.0002212+0.001099i,0.0008266+0.0010067i,0.00085662+0.00049514i,-0.00013819+0.00014001i,0.00059366-0.00029173i,0.00099654+0.00024366i,0.00018584+7.4441e-05i,0.00010424-0.00089332i,-1.5914e-05-0.0010254i,4.8738e-05-5.7863e-05i,-0.00020923+0.00084276i,-0.0002797+0.00051463i,-1.6053e-05-0.00026954i,0.00032869+2.7599e-05i
0.0024299-0.00052442i,0.0015935-0.0001791i,0.00049136-0.00063504i,-0.00094188-0.00069447i,-0.0021212-2.5149e-05i,-0.0016357-0.00025502i,0.00012719-0.00081672i,4.3271e-05-0.0011906i,-0.0011252-0.00037843i,-0.00067851+0.0009632i,0.00028288+0.0011791i,0.00048283+0.0004924i,5.3103e-05-0.00021965i,-0.00051375+0.0002147i,0.0004292+0.00098066i,0.0012303+0.00037321i,0.00067439+0.00040604i,-0.00012373-0.00025042i,-0.00067156-0.00049928i,-0.00077301-9.8237e-05i,-0.0010054-0.00044257i,-0.0013513-0.00038042i,-0.0010083+2.0448e-06i
0.00018129+0.0019223i,-0.00016514+0.00085864i,-8.5037e-06-0.00079179i,-0.0005964-0.0014275i,-0.0010868-0.001047i,-0.00063903-0.0004298i,-0.00013848-0.00055248i,-0.0010908-0.00045482i,-0.0012548+8.7828e-05i,-0.00092753+0.00094341i,-0.00096467+0.0013594i,-0.00058669+0.00053713i,-0.0004018-8.8004e-05i,-0.00053138-0.00011543i,2.5372e-05-0.00029416i,0.0013445-0.00023647i,0.0014687-0.00012088i,0.00038172+0.00023252i,-0.00063299+0.00066808i,-0.0005677-2.5949e-05i,-0.00068935-0.00030827i,-0.00046276-0.00061744i,-0.00034379-8.3469e-05i
-0.0010032-0.0009419i,-0.0023402-0.00067713i,-0.0034136+0.00036493i,-0.0035223+0.001963i,-0.0030753+0.0028666i,-0.00063885+0.0015496i,0.00076665-0.00030964i,-0.00024468-0.001243i,-0.0023037-0.0014201i,-0.0031273-0.00045346i,-0.0012643+0.00013808i,0.0014126-0.00042981i,0.0020677-0.00059218i,0.0009026+0.0003477i,0.00040024+0.0007014i,0.00069791-0.00029156i,0.00077497-0.00086835i,7.3437e-05+3.3258e-05i,-6.1723e-05+0.00061552i,-5.8717e-06+0.00077514i,-0.00033209+0.00079439i,2.7966e-05+0.00026566i,0.00013374+2.1143e-05i
-0.00038414-0.0014462i,-0.00013939-0.00046696i,-0.0011518-1.1822e-05i,-0.0012343+0.00014049i,-0.00090589+0.0010905i,-0.00030142+0.0014194i,-0.00035551+0.00073577i,-0.00099601-0.0003406i,-0.00087302-0.00075873i,-0.00066854-0.00058943i,-0.00037753-0.000144i,0.00019257-1.0705e-05i,0.00010474+0.00014595i,-0.0002565-0.00061173i,0.000326-0.0011094i,0.00085007-0.00062086i,5.5427e-05-0.0002487i,-0.00078336-0.0002362i,-0.00079216+0.00017525i,-0.00053285+0.00033669i,-0.00033479-0.00021269i,7.5219e-05-0.00089039i,6.5297e-05-0.00066567i
-0.00035641-0.00074441i,-0.0014679-0.00078619i,-0.0034571-0.0011887i,-0.004143-0.0013445i,-0.0032145-0.00062788i,-0.0016802+0.00016236i,-0.00059683+0.00040863i,-0.00065355+0.00032956i,-0.0011644+0.00046831i,-0.00042868+0.00052225i,0.00068667+0.00062832i,0.00084032+0.0001117i,0.0017602+0.00038308i,0.001797+0.00012256i,0.0011376-0.0012276i,0.0009435-0.0011499i,0.00097544-0.00039705i,0.0010971+0.00050169i,0.00062062+0.0012749i,0.00033281+0.00041279i,0.00040655-0.00033384i,0.00076369+0.0001193i,0.00042939+0.00015635i
-0.0016441-0.00016283i,-0.00047278-0.00070856i,0.00053282-0.00012218i,-0.00043933+0.00063697i,-0.0019687+0.0015003i,-0.0010343+0.0014249i,0.00071802+0.00074745i,0.00091053-9.326e-05i,-2.5326e-05-0.00027802i,-0.00013767+0.00060534i,0.00065193+0.00064369i,0.00049577+0.00038443i,9.5057e-05+0.00049335i,0.0001086+0.00036795i,0.00042148+0.00035466i,0.00046109+0.00049156i,0.00042444+0.00065267i,-0.00024324+0.00074266i,-0.00065548+0.00065849i,0.00021611+0.00043807i,-0.00012596+0.00049357i,-0.001253-3.5608e-05i,-0.0016345-0.00033311i
0.0022446+0.0013229i,0.00091224+0.00027047i,-0.0003182-0.00072574i,-0.00075628-0.00022322i,-0.00050812+0.00072001i,-0.00031317+0.001153i,-0.00099394+0.00039836i,-0.0015786+0.00021785i,-0.0023597+0.00022958i,-0.0017917+0.00078624i,-0.0006608+0.0012364i,0.00016215+0.0013588i,0.0010611+0.0010693i,0.0013052+6.2956e-05i,0.00089088+0.00030635i,0.0006457+0.00042315i,-0.00044411-0.00022979i,-0.0015879-0.00040834i,-0.00097562-0.00049195i,-0.00066935-0.00019465i,-0.00016619+0.00053471i,0.00035168+0.00033464i,-8.0424e-05-0.00061185i
0.0011558+0.0003939i,0.0004412-9.1111e-05i,-0.00070583-0.00068703i,-0.0013575-0.00027968i,-0.0017211+0.00052579i,-0.0009538+0.00059459i,-0.0005794-0.0003944i,-0.001448-0.0016243i,-0.0016122-0.00086574i,-0.0014052+0.00064913i,-0.0012152+0.0014079i,-0.00018487+0.0013345i,0.00048526+0.00012501i,0.0003986-0.00054459i,0.0005635-0.0007084i,0.0007458-0.00066084i,0.00047882-0.00081559i,-3.3924e-05-0.00018157i,-0.00033568+0.00016608i,0.00010527-0.00015118i,-6.5136e-05+0.00038413i,-0.00028276+0.00046115i,1.7031e-05+0.0002541i
-0.0004305+0.00064504i,2.2788e-05-0.00071016i,0.00071357-0.0002961i,0.00014002-7.4007e-05i,-9.6564e-05+0.00043275i,0.00039726+0.0010448i,0.00041877-9.2964e-05i,-0.00067495-0.00081439i,-0.0012943-0.00025139i,-0.00051576+0.00030018i,0.00082388+0.00033296i,0.0012751+0.00041358i,0.00082721+0.0005276i,0.00075523-0.00016248i,0.0012687-0.00061702i,0.0014953-0.00027186i,0.0010911-0.00021469i,0.00065692-0.00072197i,0.00058745-0.00059736i,0.00080371+0.00021381i,0.00085733+0.00058803i,0.00031957+0.0010558i,-0.00017801+0.0010461i
0.0016996+0.0013957i,0.0016997+0.0014889i,0.0011638+0.0016713i,-0.00038952+0.00090732i,-0.0015671+0.00066583i,-0.0013688+0.00059688i,-0.00038199-0.00038346i,-3.0925e-05-0.0012457i,-0.00071854-0.00080533i,-0.00057503+4.0239e-05i,0.00044365+0.00038676i,0.00096567-0.00038069i,0.0011015-0.0011255i,0.0010057-0.0011334i,0.0011911-0.0010503i,0.001289-0.000285i,0.0003324-0.00039588i,-3.2079e-05-0.00083776i,0.00016086-0.00011196i,-2.3524e-05+0.00034611i,0.00028361-0.00037438i,0.000372-0.00086873i,0.00048653-0.00066037i
-0.00071541-0.0016962i,-0.0011097-0.0016809i,-0.0026674-0.0010382i,-0.0028502+0.00025656i,-0.0026185+0.0012047i,-0.001403+0.0013231i,0.00062987+0.001106i,0.00052334+1.5409e-05i,0.00019875-0.00075636i,0.00014613-0.00039552i,-0.00032271+0.000865i,0.00016721+0.00099771i,0.00071726-0.00070926i,0.0005856-0.0012184i,-0.0002457-0.00088658i,-0.0010027-0.00075409i,-0.00032771-0.00033749i,0.00012797+7.2705e-05i,-3.5482e-05+0.00065005i,-3.0319e-05+0.00087685i,-0.00030684+0.00052426i,-0.00075698+0.00057176i,-0.00056397+0.00051394i
-0.00086447-0.0013808i,-0.0015415-0.0014632i,-0.002636-0.001793i,-0.0021377-0.0013469i,-0.0010088+0.00026754i,-8.4005e-05+0.00043022i,0.00022244-0.00043734i,0.0001591-0.00012646i,-0.0010401+0.00072472i,-0.0015358+0.0014641i,-0.00047643+0.0016163i,0.00019539+0.001348i,0.00034713+0.00080059i,0.001285+0.00046983i,0.0014811+0.00099007i,0.00050907+0.00072457i,-0.00029523-0.00018608i,-0.0001715+0.00031689i,-0.00021639+0.0010914i,-0.00088587+0.00054155i,-0.0010202-0.00013673i,-0.00093302-0.00046736i,-0.00094888-0.00012668i
-0.00092696-0.00047654i,-0.0011283-9.0421e-05i,-0.0017638+0.00070091i,-0.0022588+0.001403i,-0.002282+0.0020899i,-0.00094156+0.0019464i,0.00020307+0.0010384i,-0.00020039+0.0005447i,-0.0008268+0.00081697i,-0.00076793+0.001492i,1.8753e-05+0.0012845i,0.00090906+0.00093345i,0.00055794+0.00082816i,0.00054376+0.001075i,0.00068056+0.0015099i,0.00041396+0.001017i,0.00030384-4.6106e-05i,-0.00023139-0.00059129i,-0.00045895+2.0023e-05i,-0.00026413+0.00096737i,0.0001685+0.0005671i,-0.00037569+0.00024743i,-0.0012818-2.632e-05i
-0.0012437+0.00048101i,-0.0020513+1.8052e-05i,-0.0031968+0.0012559i,-0.0027325+0.0023236i,-0.0013096+0.0023658i,6.5391e-05+0.0017955i,0.00051855+0.0010004i,-2.0449e-05+0.00039493i,-0.0012786+0.00072345i,-0.0013482+0.001748i,-0.00064957+0.0016317i,-0.00012344+0.00066059i,0.00048344+0.00038741i,0.00065987+0.0007075i,0.00063653+0.00060791i,0.0010601-0.00013885i,0.00025487-0.00064439i,-0.00068199-0.00045776i,-0.00061113-0.00011333i,-0.00016501+0.00034517i,4.2786e-05+0.00060595i,-0.00038903+4.6373e-05i,-0.00070152-0.00039033i
0.0020017+0.00039373i,0.0013504-0.00064513i,0.0015014-0.0013225i,0.0013242-0.0016199i,-0.00010362-0.0011438i,-0.001018-0.00077932i,-0.0011666-0.0003834i,-0.0018711-0.00010693i,-0.0021143-0.00022271i,-0.0021471+0.00056796i,-0.0011511+0.0014053i,-5.3024e-05+0.001303i,0.0001267-0.00039679i,0.0008756-0.0018967i,0.0007648-0.0010467i,-0.00027593+0.00010606i,-0.00047103-0.00036531i,-0.00015321-0.00083072i,-7.9109e-05-0.00020025i,-0.00036883+3.958e-05i,-0.00070473-0.00044667i,-0.00023446+2.3555e-05i,-6.9518e-05-0.00017513i
-0.0022248-0.0030784i,-0.0030475-0.0021542i,-0.0053282-0.00075883i,-0.0059083-0.00010699i,-0.0047628+0.0016252i,-0.0030161+0.0025933i,-0.001342+0.0014754i,-0.00070743-1.6176e-05i,-0.00094308-0.00088523i,-0.0008065+8.986e-05i,-0.00031891+0.0011404i,0.00046386+6.2531e-05i,0.001386-0.00041676i,0.0016501+4.9153e-05i,0.001427-0.00026i,0.0012685-0.00058638i,0.00088889-0.00072567i,0.00031408-0.0005264i,-0.00057385-0.00019359i,-0.00092947+0.00032363i,-0.0011983+0.00058041i,-0.0011383+0.00096922i,-0.000135+0.00065246i
0.0018254+0.0022012i,0.0020773+0.0014172i,0.0013187+0.000649i,0.0011251+0.00038876i,0.0011248-1.6428e-05i,0.0010853-0.00062858i,0.00099233-0.0011806i,-0.00020535-0.0014016i,-0.0008727-0.00078714i,-0.00036906-4.8438e-05i,7.3037e-05-8.9362e-05i,0.00024698-0.00012806i,0.00063121+0.00047821i,0.0012917+0.001022i,0.0014088+0.00071347i,0.00088474-0.00028132i,0.00017187-0.0011303i,-0.00015786-0.0014044i,-1.6473e-05-0.00028069i,-0.00027963+0.00075565i,-0.00038835+0.00033665i,-0.00049967-0.00035887i,-0.00086415-0.00066024i
-0.0016633-0.00031589i,-0.0017613+0.00033818i,-0.0018441+0.0006317i,-0.0024142+0.00049243i,-0.0018464+0.0010289i,-0.0006834+0.00043137i,-0.00043309-0.00083387i,0.00021045-0.0011873i,0.0002346-0.0013642i,-0.00048504-0.00092i,2.4362e-06-0.00022409i,0.0011848-0.0003898i,0.0010198-0.00044749i,0.00057862-0.00019076i,0.0010846+0.00012757i,0.00073477+0.00025234i,0.00055105+0.0004579i,0.00081788+0.00032681i,2.1612e-05-0.00029232i,-0.00059991-0.00055809i,-0.00048219-0.00063101i,-0.00077869-0.00028675i,-0.0008752+0.00043925i
1.1796e-05+0.00013956i,-0.00041226+0.00037625i,-0.0013064-0.00064649i,-0.0015944-0.00065149i,-0.00078931+0.00050067i,-0.00028835+0.00063472i,-0.00039501-0.00025418i,-0.00047118-0.00028315i,-0.00088668+0.0010875i,-0.0010156+0.0022969i,-7.8882e-06+0.0018272i,0.00050951+0.0008058i,0.00064596+0.00081399i,0.00077527+0.00077943i,0.00062419+0.00015402i,0.00064977-0.00049793i,0.0005199-0.00073091i,0.00043764-0.00057528i,0.00083508-0.0002665i,0.00087584+0.00030721i,0.00034898+0.001163i,-0.00070473+0.00052696i,-0.00074064-0.00025418i
0.0026918+0.00016363i,0.0016784-0.0014361i,0.002882-0.0026009i,0.0022278-0.002545i,-0.00017362-0.0016648i,-0.0014428-0.00050579i,-0.0018776+0.00019498i,-0.0019694+0.00020486i,-0.0012968+0.00040245i,-0.00036881+0.00072679i,-0.00066134+0.0011075i,-0.00041178+0.00035652i,-6.8684e-05-0.00053396i,-0.00037811-0.00067962i,-0.00026513-0.00039676i,-1.4651e-05-0.0011588i,-9.689e-05-0.0010573i,-0.00041212-0.00011253i,-0.0006753+8.2218e-05i,-0.00078466+0.0001889i,-0.00019664-0.00050563i,0.00036724-0.00068894i,-0.00015401-0.0002136i
0.00023921+0.0015544i,0.00027282+0.00058728i,0.0009611+0.00079293i,0.0012898+0.00080303i,0.00090915+5.2671e-05i,0.00034357-0.00061324i,-0.00011881-0.00041173i,-0.00086737-0.00043788i,-0.0013215-0.00044927i,-0.001368+4.7712e-05i,-0.0012395+0.00075954i,-0.00068719+0.0004497i,-0.00029577-0.00035157i,0.00035768-0.00027432i,0.00096549-0.00023043i,0.00093989-0.00048786i,0.00016905-8.417e-05i,-0.00021076+0.00011031i,-0.0002401+0.00055264i,-0.00025808-0.00015794i,-2.0296e-05-0.0013539i,0.00032722-0.00087078i,0.00024063-0.00016332i
-0.00030633+0.0022972i,0.00066974+0.0017155i,0.0013769+0.0024646i,0.00012124+0.001805i,-0.00075311+0.00085051i,-0.0010028+8.52e-05i,-0.00088759-0.00059884i,-0.00085556-0.00082332i,-0.0014195-0.00124i,-0.0010807-0.0010134i,0.0001758-0.00024257i,0.00093842-0.00028292i,0.0012525-0.0007392i,0.0011434-0.00050626i,0.00030906-9.7948e-05i,0.00050184+0.0008494i,0.00025434+0.0011721i,-0.0007483+0.00096255i,-0.0011392+0.001311i,-0.00078863+0.0015753i,-9.1167e-05+0.00066763i,0.00032775-0.00065317i,6.3406e-05-0.0014379i
-0.0010487+0.0013844i,-0.0015115+0.0015067i,-0.0019968+0.0017594i,-0.0015855+0.001664i,-0.00049864+0.00077691i,0.00053787+0.00078835i,0.00055166+0.00062875i,0.00051545-0.00037921i,0.0003811-0.00070048i,0.00031316+8.535e-05i,0.00066184+5.3017e-05i,0.0011513-0.00027679i,0.0015012-0.00046659i,0.001326-0.00083794i,0.0010679-0.00043685i,0.0003919+1.7436e-05i,-0.0001263+0.00021942i,-0.00052627+0.0002834i,-0.00053991-0.00015163i,0.00011037-0.00053673i,0.00013774-0.0006403i,0.00032265-0.00074839i,-0.00010813-0.00027709i
-0.0011606-0.0014919i,-0.0017048-0.0010392i,-0.0022516-0.00021064i,-0.002154+0.0015043i,-0.0011323+0.0028452i,-0.00015288+0.002364i,0.00093766+6.0284e-05i,0.0010715-0.0008077i,-0.00021736+0.00020799i,-0.0002492+0.00066115i,0.00032667+0.00064127i,0.0010521+0.00055053i,0.0014661+0.00071327i,0.0011284+0.00044368i,0.00077313+1.9966e-05i,0.00059355-0.00021719i,9.6168e-05-0.00010297i,-0.00031888-3.167e-05i,6.3964e-05-0.00014086i,0.00017569-0.00013688i,0.00032187-0.00020783i,0.00013429-0.00054574i,-0.00024102-0.0007077i
-0.0013271-0.0002594i,-0.0021148+0.00014041i,-0.0024033+0.00053715i,-0.0023555+0.00087814i,-0.0021231+0.0013464i,-0.00075532+0.0019507i,-0.00017774+0.0015018i,-0.00042417-0.00015127i,-0.00058321-0.00011083i,-0.0010034+0.0011138i,-0.0010569+0.00073218i,-0.00062574-0.00018057i,-0.00012663-0.00039i,0.00067183+5.3789e-06i,0.0014888+0.00046299i,0.0015089+0.00066904i,0.00053416+0.00051501i,0.00030983+0.00052542i,0.00022923+0.00058712i,-0.00048533+0.00093224i,-0.00072779+0.00088472i,9.5463e-05+0.00017276i,0.00030638+5.2929e-05i
-0.0014381+0.00062896i,-0.0014256-0.0004715i,-0.0020737-0.0010658i,-0.0028183-0.0011096i,-0.00273-0.00080431i,-0.00092992-0.0010357i,0.00027667-0.0010922i,-0.00041289+0.00018336i,-0.0009605+0.00099281i,-0.00063562+0.00086732i,-0.00088823+0.00049383i,-0.0011233+8.5064e-05i,-0.00040026+0.00039972i,0.00033311+0.00069812i,0.00063544+0.00052277i,0.00091259-0.00022933i,0.0010272-0.0009371i,0.00087965-0.00095502i,0.00058639-6.328e-05i,0.0007405+0.00052781i,0.00079322+0.00035493i,-0.00014037+0.00087261i,-0.00095723+0.00099128i
0.0014466-0.002038i,0.0026097-0.00027305i,0.0026474+0.0013029i,0.0019122+0.0026102i,0.00076297+0.0032398i,0.00023654+0.0029028i,0.00064788+0.0012206i,-0.00036703-0.00017416i,-0.0013108-8.0686e-05i,-0.0010969+0.0005228i,-0.0008776+0.0010091i,-0.00041346+0.00025971i,-0.00067912-0.00038629i,-5.8483e-05-4.0392e-05i,0.00039909+0.000677i,-0.00051363+0.00051069i,-0.00072736-0.00014169i,-0.0011436-1.3506e-05i,-0.001135+0.00054999i,-0.00082914+0.00032272i,-0.00081622-0.00040046i,-0.00066942-2.8169e-05i,-0.00099623+0.00047163i
-0.00028263+0.00052698i,-0.00027163+0.00080079i,-0.00065627-0.00058773i,-0.001873-0.0014084i,-0.0022579-0.00058676i,-0.0012324+0.00042489i,-0.0003651-0.00021613i,-0.00043005-0.0012508i,-0.00041791-0.0007833i,3.2688e-05+8.4607e-05i,0.00088372+8.8507e-05i,0.001345-0.00046868i,0.00082454-8.9287e-05i,0.00014212+0.00048249i,0.0001265+0.00059381i,0.00081581+0.0002274i,0.0010065-0.00084485i,0.00097343-0.0010302i,0.00078787-0.00056157i,0.00010882-0.00044881i,-0.00020852-0.00022344i,0.0003298+0.00046497i,0.00096044-6.065e-05i
-0.001259-2.0431e-05i,-0.0028088-0.00049467i,-0.0029247-0.0010674i,-0.0026235-0.00065929i,-0.002325+0.00059189i,-0.0010137+0.001282i,-0.00070581+0.0006069i,-0.0006454-0.0003018i,-0.00065726-0.00050688i,-0.00057499+0.00072809i,0.00055001+0.0013723i,0.0016442+0.0002721i,0.001988-0.00095931i,0.0015323-0.0010435i,0.00073039-1.5113e-05i,0.00030255+0.0003144i,0.00063761+5.994e-05i,0.00047312-0.00072692i,-1.0299e-05-0.0011623i,1.6382e-06-0.00068838i,-0.0002132-0.00030674i,-0.00059019-0.00035451i,-0.00035489-0.00037042i
0.0021676-0.0028971i,0.0016145-0.0035403i,-0.00013692-0.0033028i,-0.001628-0.0019204i,-0.0022917-0.00041722i,-0.00098576+0.0004952i,0.00055503+0.00051776i,0.00058327+0.00040288i,-0.00043307-0.00017467i,-0.0012902-0.00015772i,-0.0015483+0.00093754i,-0.00097048+0.00083539i,-0.00071656+0.00010018i,-0.00020946-0.00033659i,0.00052382+3.8935e-05i,0.00069024-0.00028341i,0.00028631-0.0013432i,-9.3028e-05-0.0015342i,0.00031479-0.00061648i,0.00062126+0.00063561i,-2.6907e-05+0.00076483i,-0.0010547-0.00032204i,-0.0013179-0.00030244i
0.0029195+0.001184i,0.0029722+0.0022934i,0.0028275+0.0026642i,0.0022829+0.0014418i,0.0003036+0.00081188i,-0.0010598+0.00080298i,0.00036345+0.0001935i,0.0011043-8.2474e-05i,0.00048722+0.00047982i,0.00022507+0.00074528i,-0.00020149+0.00070843i,-0.00051044+0.00033667i,-0.00020153-0.00015137i,-8.6949e-05-0.00024103i,1.0181e-05-0.0005014i,-0.00026445-0.00069749i,-0.00020764-0.00025176i,4.9577e-05-0.00042914i,-0.00044103-0.000952i,-0.00052129-0.0009714i,-0.0010475-0.00091595i,-0.0012163-0.00053479i,-0.0011815+0.00034599i
-0.0018036+0.0020242i,-0.0029312+0.0014715i,-0.0035926+0.0010668i,-0.0027795+0.001308i,-0.0013703+0.0017683i,-0.001164+0.001442i,-0.00064486+0.00080832i,-0.00031557+0.0007276i,-0.00097418+0.00041119i,-0.00066259+0.00064367i,0.00046184+0.00090073i,0.0009123+0.00043772i,0.0004844+4.3056e-05i,0.00033417-0.00067587i,0.0010773-0.00083557i,0.00095776-0.00058308i,-2.9267e-05-0.00044146i,-0.00041203+0.00030591i,-0.00083939+0.00052428i,-0.00096283+0.00033282i,-0.00046512+0.00034778i,-0.00027516-0.00036925i,-0.00031339-0.00058223i
-0.0013984+1.0562e-06i,-0.00083128-0.00070267i,-0.00097484-0.00034714i,-0.00082193+0.00028015i,-0.00025531+0.00076147i,0.00044398+0.00079946i,0.00081114+0.00011505i,3.2053e-05-0.00071379i,-0.00086901-0.00071005i,-0.00044908+0.00035561i,0.00090868+0.00096476i,0.0011722+0.0011421i,0.00053713+0.00083902i,0.00081166+0.00038973i,0.00074333+0.00022322i,0.00045541-8.0237e-05i,5.9372e-05-2.2109e-05i,-0.00059126+0.00079558i,-0.00057984+0.0014513i,0.00021813+0.00039965i,0.0011129-0.00044592i,0.00098456-0.00040194i,0.00074435-0.00070395i
0.0015125-0.0019597i,0.0016576-0.0017019i,0.00041644-0.0019388i,-0.0021518-0.0014322i,-0.0032383-0.00041378i,-0.0017666+0.00063685i,-2.0528e-05-1.3956e-05i,-0.00030964-0.0011637i,-0.0008254-0.0014332i,-0.00090905-0.0013782i,-0.00030399-0.0011347i,0.00084677-0.0007478i,0.00074482-0.00013234i,0.00018353+0.00019407i,0.0002259-0.00031093i,0.00041474-0.00083683i,-2.6361e-05-0.00066528i,-0.0010084-0.00058756i,-0.00071535-0.0007403i,0.00041052-0.00040883i,0.00061852-0.00053218i,0.00012668-0.0011184i,-0.00039449-0.00087402i
-0.00022567+0.0014785i,0.0005427+0.0014333i,0.00055528+0.0011268i,-0.00075813+0.00036238i,-0.0008457+0.00036803i,-0.000379+0.00029342i,-0.00028286-0.00082114i,-0.00059702-0.0011613i,-0.0012833-0.0010159i,-0.00078806-0.00098999i,-8.0999e-05-0.00053156i,8.1122e-05+0.00010737i,-0.0002817+0.00039429i,-0.00019815+3.4744e-05i,0.00063377-8.8251e-05i,0.00030291-0.0005763i,-0.00010343-0.00062035i,-0.00052258-0.00049287i,-0.0008676-0.00045274i,-0.00059513-0.00019631i,-3.3547e-05-0.00047207i,0.00050536-0.00051129i,0.0004081-0.00018259i
-0.00032028-0.00048126i,-0.0012694-0.00092123i,-0.0026804-0.000263i,-0.0027211+0.0004018i,-0.0022841+0.00025787i,-0.0015308+0.00036239i,-0.00074278+0.00014915i,-0.0010984-0.00033774i,-0.0011649-0.00061231i,-0.00059577-0.00044586i,0.00070874-0.00028164i,0.0012938+0.00019198i,0.0010959+0.00037292i,0.0011127+0.00049779i,0.00072767+0.00046698i,0.0012906+0.00019813i,0.0013402+0.00013646i,0.00010954+0.00026575i,-0.00035438+1.1292e-05i,-0.00050553-0.00047068i,-0.00085415-0.00068459i,-0.00076204-0.0012674i,-0.0001758-0.0014664i
