-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
-0.017349+0.13346i,-0.026794+0.17239i,-0.026439+0.070875i,-0.0070369-0.055852i,0.11223-0.037813i,0.31928+0.0075593i,0.44442-0.0383i,0.4366-0.071132i,0.35124-0.061012i,0.20353-0.037724i,0.10185+0.045771i,0.1143+0.15356i,0.15479+0.18888i,0.13336+0.11086i,0.025772-0.018301i,-0.09268-0.09398i,-0.11648-0.1236i,-0.063817-0.14373i,-0.022125-0.11202i,-0.0013065-0.033706i,0.017314+0.017341i,0.008479+0.023688i,-0.017824+0.02993i
-0.028817-0.13889i,-0.078846-0.18271i,-0.12577-0.094939i,-0.17879+0.024765i,-0.24547+0.016199i,-0.23591-0.076298i,-0.1493-0.17122i,-0.096267-0.23814i,-0.085007-0.20503i,-0.047013-0.10391i,0.021566-0.046877i,0.097744-0.055193i,0.15647-0.095297i,0.1538-0.1336i,0.082686-0.12447i,0.0082279-0.067641i,-0.029873-0.029419i,-0.038119-0.023827i,-0.013552-0.023501i,0.012423-0.025534i,0.016897-0.011224i,0.034552+0.01808i,0.064819+0.020562i
0.043228+0.14489i,0.03711+0.23474i,-0.09035+0.32143i,-0.23412+0.45708i,-0.19401+0.58429i,-0.040804+0.48632i,-0.012203+0.23359i,-0.043015+0.071287i,0.018223-0.035748i,0.065584-0.13185i,0.033037-0.14524i,-0.0028195-0.10701i,-0.025532-0.081934i,-0.056052-0.060633i,-0.080975-0.028702i,-0.085986+0.018084i,-0.075476+0.077321i,-0.054682+0.11718i,-0.023431+0.10634i,0.0025697+0.062536i,0.018579+0.020818i,0.030167-0.014978i,0.0257-0.033558i
-0.079522-0.096995i,-0.080076-0.15723i,0.068342-0.15699i,0.31486-0.11637i,0.42687-0.12544i,0.30529-0.14911i,0.12816-0.12172i,-0.0082367-0.088019i,-0.15872-0.074913i,-0.25676-0.021115i,-0.18189+0.049214i,-0.047691+0.014164i,-0.037912-0.059861i,-0.10922-0.037206i,-0.13227+0.039611i,-0.089839+0.080657i,-0.034637+0.078264i,0.0032192+0.049431i,0.011829+0.013214i,0.0026002-0.0012997i,0.0038599+0.0058231i,0.0075359-0.0017555i,0.0018575-0.021009i
0.12122+0.087177i,0.18776+0.17375i,0.16347+0.22151i,0.02239+0.15197i,-0.12556+0.013507i,-0.17823-0.08213i,-0.16489-0.078456i,-0.10941-0.017176i,-0.018763+0.04688i,0.060676+0.068421i,0.065243+0.027569i,-0.013444-0.0028961i,-0.080412+0.048785i,-0.033326+0.12988i,0.074674+0.15184i,0.13478+0.11182i,0.1328+0.058919i,0.092141+0.012425i,0.035044-0.011608i,0.0087849-0.0091149i,0.0092042-0.01133i,-0.0062485-0.023878i,-0.029802-0.020819i
-0.13384-0.043168i,-0.24842-0.10712i,-0.28332-0.14813i,-0.21186-0.075501i,-0.10589+0.097242i,0.020769+0.1965i,0.10825+0.12359i,0.060918+0.019926i,-0.026417-0.018941i,-0.048372-0.032733i,-0.04089-0.028307i,-0.015369+0.018009i,0.054889+0.052442i,0.12268+0.0042308i,0.13077-0.088076i,0.089599-0.13854i,0.046125-0.13067i,0.032645-0.090364i,0.044427-0.05581i,0.043366-0.048075i,0.014586-0.035858i,-0.0092782+0.0022677i,-0.0081626+0.034392i
0.14437-0.0075746i,0.28766-0.0078956i,0.36097+0.029745i,0.36444+0.074576i,0.36484+0.012493i,0.25199-0.11915i,0.054018-0.14881i,-0.034074-0.06244i,-0.020966+0.028823i,-0.017321+0.044565i,-0.020584+0.02425i,0.0083868+0.013723i,0.044199-0.019653i,0.016521-0.077863i,-0.060291-0.10001i,-0.10311-0.066624i,-0.091145-0.017148i,-0.051808+0.0075658i,-0.010945-0.0024181i,0.0042329-0.017971i,0.0051149-0.014076i,0.024347+0.00041367i,0.048468+0.0053349i
-0.12646+0.063863i,-0.26039+0.1287i,-0.31394+0.11493i,-0.28838-0.014409i,-0.27774-0.10163i,-0.24847-0.033303i,-0.15812+0.0852i,-0.065793+0.10086i,-0.019385+0.049816i,-0.0042246+0.0462i,0.01203+0.054245i,0.018524+0.012231i,-0.022108-0.021022i,-0.072557+0.02249i,-0.081667+0.095461i,-0.054494+0.12209i,-0.024536+0.10191i,-0.016553+0.074393i,-0.028099+0.06158i,-0.023129+0.05531i,0.0045362+0.038194i,0.016428+0.003993i,0.002382-0.024967i
0.094371-0.090982i,0.19507-0.18291i,0.25717-0.18636i,0.24543-0.076308i,0.17677+0.034516i,0.12631+0.073843i,0.12652+0.056661i,0.13004+0.04291i,0.11977+0.02258i,0.10311-0.031464i,0.060669-0.073843i,0.012087-0.062637i,0.0066855-0.029796i,0.039328-0.012479i,0.070098-0.013956i,0.068083-0.014418i,0.039043-0.0035869i,0.016781+0.0065539i,0.014326+0.013009i,0.014354+0.014824i,0.0058282+0.0045938i,-0.0061717-0.0051923i,-0.012555-0.0035438i
-0.061139+0.10427i,-0.11452+0.19456i,-0.16014+0.18716i,-0.18761+0.073674i,-0.16234-0.018264i,-0.11196-0.028581i,-0.059632-0.02374i,0.0040512-0.055291i,0.028728-0.081366i,-0.0039886-0.058995i,-0.030934-0.0075451i,-0.034638+0.01381i,-0.047981+0.0059827i,-0.056567+0.010215i,-0.035267+0.025517i,0.00085023+0.039491i,0.03183+0.054183i,0.043188+0.053688i,0.036562+0.018384i,0.021409-0.024295i,0.0088234-0.037597i,0.0082919-0.026434i,0.014916-0.015242i
0.036795-0.11231i,0.044468-0.22333i,0.014373-0.26662i,-0.048103-0.18545i,-0.087223-0.065683i,-0.054205-0.02272i,-0.02094-0.047505i,-0.046456-0.072358i,-0.066884-0.062286i,-0.042932-0.032991i,-0.014865-0.0068294i,-0.0026597+0.021171i,0.0053944+0.034672i,0.014435+0.0098578i,0.0227-0.03413i,0.029516-0.07277i,0.040625-0.10203i,0.052124-0.105i,0.037334-0.077721i,-0.0032278-0.037687i,-0.0299+0.0021811i,-0.022734+0.021037i,-0.0053445+0.01836i
-0.02583+0.12808i,-0.02236+0.24874i,-0.0092036+0.33329i,0.0078741+0.32951i,0.029781+0.25792i,0.037161+0.12214i,-0.011933-0.018245i,-0.10165-0.052544i,-0.15259-0.0088444i,-0.12006+0.031803i,-0.032711+0.042646i,0.029095+0.020394i,0.028536+0.0044122i,0.0049363+0.017763i,-0.010079+0.030601i,-0.031265+0.019349i,-0.071076-0.00098383i,-0.099311-0.0068805i,-0.079296+0.0062204i,-0.022988+0.018787i,0.01919+0.013142i,0.022929+0.0025326i,0.011113-0.0023235i
-0.010592-0.109i,-0.053327-0.21318i,-0.090071-0.25788i,-0.064035-0.21216i,0.0077864-0.13437i,0.051791-0.044044i,0.06493+0.061905i,0.10146+0.13327i,0.14387+0.1249i,0.1183+0.047501i,0.034451-0.014993i,-0.0087667-0.0050568i,0.016462+0.01682i,0.040476-0.0010928i,0.02891-0.0316i,0.0092004-0.03155i,0.015981+0.00064271i,0.042146+0.02514i,0.0489+0.023391i,0.026986+0.012952i,0.0030189+0.0053798i,-0.00755-0.0017642i,-0.014895-0.0076698i
0.035369+0.10724i,0.090332+0.20877i,0.12474+0.28174i,0.096354+0.28744i,0.041349+0.22512i,0.016777+0.12605i,0.031099+0.037007i,0.055879-0.041971i,0.035488-0.11187i,-0.018153-0.10751i,-0.015392-0.046749i,0.026644-0.033059i,0.028926-0.04949i,0.0045861-0.027751i,-0.012179+0.01757i,-0.020565+0.04923i,-0.032669+0.050373i,-0.050204+0.030331i,-0.047662+0.016207i,-0.017926+0.0066501i,0.00768-0.0089265i,0.010901-0.016129i,0.013004-0.0057619i
-0.042644-0.073831i,-0.090782-0.12773i,-0.080036-0.13564i,0.013949-0.12426i,0.070594-0.13489i,0.014835-0.1348i,-0.058194-0.09471i,-0.08259-0.053182i,-0.07926-0.0061269i,-0.053855+0.038427i,-0.03438+0.023881i,-0.051951-0.011258i,-0.064748-0.013824i,-0.046418-0.013043i,-0.020814-0.012467i,0.010611+0.0080428i,0.050654+0.045007i,0.081295+0.078461i,0.082604+0.066689i,0.049406+0.022862i,0.009755+0.0064197i,-0.0032952+0.009174i,-0.0058691-0.0037541i
0.060801+0.071472i,0.13776+0.097577i,0.18177+0.045764i,0.099849-0.0516i,-0.055954-0.077444i,-0.13349-0.02562i,-0.13506+0.0075327i,-0.14152+0.021014i,-0.11016+0.040055i,-0.020615+0.031041i,0.039778+0.013385i,0.043968+0.016959i,0.028943+0.014383i,0.015042-0.0012688i,0.0086867-0.023344i,0.0027203-0.060082i,-0.0045136-0.1111i,-0.01211-0.14984i,-0.022241-0.13215i,-0.019577-0.067011i,0.0022917-0.017918i,0.016936-0.0011949i,0.015677+0.01321i
-0.063042-0.066107i,-0.13877-0.10716i,-0.19415-0.087492i,-0.16411-0.0025325i,-0.052167+0.081929i,0.069813+0.11769i,0.15711+0.11211i,0.1947+0.093292i,0.16581+0.051666i,0.072789-0.0041361i,-0.010911-0.022668i,-0.022839-0.012865i,-0.010743-0.0088907i,-0.022264+0.0063009i,-0.034135+0.029343i,-0.041682+0.043699i,-0.059712+0.065019i,-0.066477+0.085686i,-0.04662+0.077059i,-0.020183+0.042055i,-0.0099716+0.013788i,-0.0064509+0.0032i,0.0066014-0.0084452i
0.071631+0.043333i,0.13219+0.05546i,0.1437+0.0090476i,0.08983-0.054257i,0.047849-0.077359i,0.039927-0.097151i,0.021923-0.15143i,-0.0036362-0.19442i,-0.026299-0.16468i,-0.028664-0.076829i,-0.0046981-0.0067893i,0.0093705+0.020487i,0.0096136+0.035379i,0.032523+0.038868i,0.069247+0.021415i,0.089034-0.0054307i,0.094609-0.025284i,0.089352-0.032195i,0.06275-0.025297i,0.027445-0.007337i,0.0058994+0.002577i,-0.0044722-0.0030905i,-0.01484-0.008794i
-0.086044-0.047588i,-0.17989-0.04925i,-0.25563+0.010007i,-0.26132+0.094007i,-0.21166+0.12655i,-0.14752+0.11852i,-0.12084+0.12124i,-0.12473+0.12763i,-0.10512+0.10504i,-0.071924+0.066495i,-0.048036+0.042044i,-0.020758+0.022444i,0.0024232-0.00016846i,0.0042988-0.018633i,-0.018235-0.030733i,-0.049018-0.022342i,-0.064129+0.0016571i,-0.057439+0.015528i,-0.034798+0.011598i,-0.012085-0.00041913i,-0.00041168-0.0014632i,0.0045359+0.010723i,0.005747+0.020372i
0.072616+0.04648i,0.15175+0.067797i,0.20371+0.091539i,0.21936+0.11649i,0.21846+0.10304i,0.18163+0.033016i,0.12385-0.012219i,0.088441+0.014255i,0.07348+0.04797i,0.070246+0.038597i,0.073119+0.0073588i,0.052762-0.010257i,0.021548-0.012722i,0.00029738-0.017684i,-0.015601-0.013216i,-0.016507+0.0092421i,0.00041666+0.023921i,0.016421+0.021585i,0.018529+0.013231i,0.015377+0.0031171i,0.014211-0.0067796i,0.014257-0.019064i,0.011404-0.027863i
-0.069144-0.011705i,-0.12224-0.0040584i,-0.11008-0.0055125i,-0.056107-0.065454i,-0.056399-0.14493i,-0.097116-0.14905i,-0.093076-0.095863i,-0.033192-0.080801i,0.02415-0.10404i,0.026267-0.11022i,-0.0038202-0.0858i,-0.0069644-0.05313i,0.0071072-0.032911i,0.0029002-0.0093469i,0.0007114+0.018907i,0.016529+0.021572i,0.026133+0.002849i,0.021672-0.011332i,0.016734-0.011968i,0.018037-0.0074805i,0.016854-0.0075239i,0.0065394-0.0024498i,0.001611+0.010529i
0.073896+0.012255i,0.13862-1.0995e-05i,0.14481-0.010096i,0.071156+0.032147i,0.00081413+0.12074i,-0.0058849+0.15146i,0.0077713+0.10252i,-0.017475+0.037624i,-0.081915-0.006508i,-0.12016-0.016245i,-0.097202-0.010163i,-0.061273-0.018671i,-0.050957-0.027397i,-0.03915-0.022958i,-0.017307-0.026663i,-0.010356-0.037971i,-0.020313-0.036644i,-0.027226-0.022402i,-0.024057-0.0092355i,-0.024517-0.001698i,-0.02628+0.0020517i,-0.017157-0.0025884i,-0.004964-0.017206i
-0.069739-0.0033646i,-0.11792+0.0004946i,-0.089947+0.0013057i,0.013273-0.036609i,0.081725-0.097004i,0.06936-0.10428i,0.043006-0.084368i,0.028206-0.063691i,0.025449+0.0026629i,0.043198+0.076767i,0.046326+0.092221i,0.019741+0.076851i,0.00090775+0.075132i,0.0065086+0.076436i,0.019476+0.064182i,0.024692+0.04512i,0.024299+0.034767i,0.019422+0.032426i,0.0067673+0.024309i,-0.0036259+0.014487i,-0.0056933+0.014327i,-0.0060076+0.01753i,-0.014129+0.019681i
0.060503-0.02097i,0.096489-0.054726i,0.035692-0.095963i,-0.10029-0.085814i,-0.16683-0.011441i,-0.12005+0.059892i,-0.074178+0.081011i,-0.068175+0.082916i,-0.029425+0.065925i,0.024713+0.013896i,0.040325-0.021054i,0.039812-0.017747i,0.04696-0.02481i,0.042871-0.057604i,0.016214-0.07882i,-0.016127-0.068155i,-0.030771-0.046615i,-0.0241-0.034202i,-0.0073593-0.020153i,0.0083419-0.0013376i,0.013769+0.0070984i,0.0134+0.0074454i,0.018163+0.0092025i
-0.063008+0.02627i,-0.12118+0.069318i,-0.11262+0.1271i,-0.027322+0.16055i,0.062619+0.13559i,0.1023+0.057721i,0.10501+0.015455i,0.10643+0.023087i,0.081995+0.0061461i,0.026682-0.018123i,-0.0014837-0.0072747i,0.0028494+0.0058017i,-0.004308+0.0092327i,-0.021606+0.026024i,-0.023483+0.051002i,-0.006919+0.067739i,0.012045+0.071787i,0.025571+0.061213i,0.034231+0.029526i,0.034728-0.0076407i,0.029729-0.023768i,0.023737-0.021306i,0.018582-0.016913i
0.071728-0.019586i,0.12061-0.05187i,0.12328-0.091959i,0.069576-0.11898i,0.010384-0.11953i,-0.033475-0.099396i,-0.062318-0.088024i,-0.065973-0.095666i,-0.062965-0.085734i,-0.066009-0.05691i,-0.060542-0.042495i,-0.03814-0.038457i,-0.010451-0.035676i,0.0041316-0.038547i,0.0063081-0.044435i,0.010741-0.050617i,0.01661-0.059099i,0.018048-0.063222i,0.0079837-0.047549i,-0.0076262-0.018997i,-0.012535-0.0013049i,-0.010427+2.225e-05i,-0.0084085-0.0049645i
-0.062881+0.014952i,-0.11454+0.06125i,-0.13407+0.12175i,-0.11097+0.15741i,-0.087859+0.13104i,-0.062206+0.076914i,-0.028828+0.047049i,-0.018634+0.037829i,-0.019968+0.0246i,-0.017323+0.02251i,-0.010153+0.034784i,-0.010565+0.026933i,-0.0257+0.019565i,-0.030152+0.041524i,-0.018702+0.057772i,-0.01864+0.051523i,-0.033674+0.047593i,-0.046824+0.052383i,-0.041622+0.047026i,-0.024259+0.022226i,-0.012403-0.0012478i,-0.0056936-0.0098607i,-0.004157-0.013339i
0.057874-0.024845i,0.12153-0.062342i,0.16417-0.088207i,0.17368-0.076357i,0.15622-0.038262i,0.105-0.012009i,0.066758-0.018917i,0.059227-0.030259i,0.047984-0.006644i,0.046346+0.017657i,0.046051+0.0028672i,0.027864-0.0061231i,0.021658+0.0021837i,0.0272-0.010013i,0.029275-0.027031i,0.03429-0.026513i,0.046243-0.021932i,0.050492-0.021699i,0.033746-0.014971i,0.011192+0.0023082i,-0.0020662+0.01221i,-0.013354+0.0083166i,-0.025399+0.010176i
-0.058712+0.032752i,-0.10624+0.060285i,-0.1219+0.049857i,-0.12066-0.011155i,-0.12556-0.051654i,-0.10651-0.037103i,-0.087166-0.010302i,-0.080268-0.0038932i,-0.040815-0.020025i,0.0067481-0.041656i,0.018364-0.03542i,0.015039-0.014205i,0.013365-0.008082i,0.0099923-0.0095414i,0.0033259-0.012456i,-0.012199-0.02037i,-0.034851-0.023618i,-0.046214-0.017249i,-0.030511-0.010367i,-0.0032772-0.0090056i,0.0092319-0.0054786i,0.01435+0.0076621i,0.025823+0.018855i
0.049547-0.033483i,0.085173-0.067434i,0.078347-0.062056i,0.046564+0.013463i,0.048939+0.10203i,0.069508+0.12709i,0.07214+0.11327i,0.050833+0.098205i,-0.00416+0.070705i,-0.060826+0.041781i,-0.065075+0.027705i,-0.034329+0.0178i,-0.014124+0.0049576i,-0.015602-0.0077667i,-0.025615-0.0055051i,-0.018122+0.01733i,0.0099467+0.038108i,0.03323+0.035179i,0.029298+0.015302i,0.008238+0.0061707i,-0.0014935+0.015156i,0.0020852+0.015563i,0.0046176-0.0037153i
-0.0481+0.038365i,-0.084382+0.06917i,-0.074579+0.060339i,-0.024738-0.020874i,0.0065464-0.11676i,0.0063718-0.15524i,-0.00099179-0.15825i,-0.0037855-0.13913i,0.014073-0.082731i,0.037685-0.028583i,0.038785-0.006627i,0.026692-0.0034076i,0.015414+0.00040204i,0.015468+0.015922i,0.026932+0.019475i,0.027622-0.0063499i,0.0097804-0.032246i,-0.0049518-0.028005i,0.0021686-0.006106i,0.01968-0.00041677i,0.027135-0.012659i,0.02485-0.017171i,0.019733-0.0075852i
0.048156-0.030101i,0.069007-0.06325i,0.027105-0.048243i,-0.058356+0.035473i,-0.09629+0.10949i,-0.082584+0.1218i,-0.069479+0.11912i,-0.046833+0.11729i,-0.018826+0.079268i,-0.018625+0.032978i,-0.028966+0.018474i,-0.02265+0.013354i,-0.017281-0.00098313i,-0.028332-0.012506i,-0.04391-0.0079235i,-0.050178+0.016684i,-0.036664+0.041302i,-0.01488+0.038774i,-0.0045967+0.012929i,-0.0078352-0.0089468i,-0.014233-0.014603i,-0.015737-0.016978i,-0.017412-0.019116i
-0.042358+0.040979i,-0.059838+0.088256i,-0.01207+0.11012i,0.086135+0.067253i,0.13108-0.0091482i,0.11394-0.061658i,0.11122-0.080267i,0.1103-0.083237i,0.074821-0.067058i,0.04878-0.039497i,0.051135-0.028483i,0.040707-0.026092i,0.020478-0.007652i,0.022234+0.014383i,0.045904+0.017371i,0.062855-0.0019833i,0.054158-0.023427i,0.030944-0.022265i,0.010492-0.0027445i,0.0012764+0.011475i,0.0023929+0.010992i,0.0016853+0.0067621i,-0.0040446+0.0083773i
0.04609-0.039246i,0.070391-0.087418i,0.036934-0.1257i,-0.056676-0.10816i,-0.1205-0.042737i,-0.1244+0.006409i,-0.13041+0.0085228i,-0.14069-0.0053163i,-0.11448-0.0052235i,-0.08161-0.0047875i,-0.075162-0.0075573i,-0.067208-0.0017142i,-0.041104-0.0019111i,-0.025894-0.018397i,-0.035189-0.02976i,-0.047068-0.019773i,-0.040612-0.0033569i,-0.021157-0.0070985i,-0.0089798-0.022386i,-0.0083848-0.019961i,-0.010912-0.0056066i,-0.012769+0.0039683i,-0.0089183+0.0053457i
-0.037468+0.033203i,-0.062028+0.084482i,-0.037089+0.12585i,0.036201+0.12839i,0.081234+0.10028i,0.079079+0.069499i,0.077252+0.059453i,0.071732+0.049906i,0.04569+0.019561i,0.029278+0.0012117i,0.039232+0.007332i,0.043451+0.011356i,0.027836+0.015957i,0.021214+0.029781i,0.032395+0.037227i,0.0425+0.028891i,0.037131+0.012944i,0.014779+0.0090019i,-0.0049314+0.017643i,-0.0068531+0.018887i,5.547e-05+0.012158i,0.0085043+0.0068397i,0.014147+0.0028759i
0.045356-0.037669i,0.074653-0.09723i,0.069123-0.15015i,0.023528-0.15923i,-0.003524-0.12255i,-0.00081887-0.071145i,-0.0011734-0.056652i,-0.0044654-0.052457i,-0.0050281-0.010509i,-0.0043276+0.023564i,-0.012204+0.020225i,-0.011965+0.011087i,0.0038999+0.0011006i,0.0041434-0.015466i,-0.014803-0.028297i,-0.030119-0.029517i,-0.029809-0.019846i,-0.0081034-0.0111i,0.018687-0.011269i,0.027128-0.014942i,0.019218-0.01331i,0.0075155-0.005625i,0.0016358+0.0024763i
-0.044429+0.032575i,-0.085879+0.083064i,-0.11033+0.12915i,-0.096153+0.13468i,-0.069292+0.092302i,-0.049429+0.047943i,-0.037849+0.051286i,-0.017275+0.065392i,0.024205+0.030978i,0.046876-0.015128i,0.045476-0.017822i,0.039938-0.0086274i,0.024298-0.012816i,0.0079114-0.0086191i,0.0039984+0.0075014i,0.0017184+0.020268i,-0.0071526+0.02586i,-0.019486+0.025799i,-0.025414+0.020199i,-0.020179+0.012638i,-0.0089085+0.0066741i,0.005181+0.0011913i,0.013566-0.0061369i
0.035274-0.034657i,0.076083-0.077283i,0.094001-0.10535i,0.079551-0.087824i,0.063741-0.035405i,0.064555-0.005837i,0.074233-0.017879i,0.058216-0.033215i,-0.0032901-0.026492i,-0.057651-0.0053567i,-0.064832-0.0002592i,-0.051012-0.0085583i,-0.038302-0.0080712i,-0.028168-0.0054537i,-0.016531-0.009791i,-0.00049976-0.013728i,0.020136-0.0072538i,0.039083+0.0030907i,0.040558+0.0091673i,0.027457+0.013133i,0.016492+0.010959i,0.0037096+0.0015381i,-0.012654-0.0042178i
-0.039859+0.036921i,-0.081429+0.079301i,-0.10437+0.099315i,-0.10003+0.066866i,-0.090881+0.0045237i,-0.090024-0.05225i,-0.10588-0.077075i,-0.10325-0.060654i,-0.050142-0.02839i,0.0054448-0.013686i,0.016338-0.010322i,0.0025026-6.7331e-05i,-0.00404+0.01239i,0.0055078+0.017364i,0.014981+0.014046i,0.0079011+0.0061031i,-0.012323-0.0076523i,-0.029838-0.023923i,-0.031566-0.031555i,-0.022562-0.030092i,-0.016031-0.025449i,-0.0097771-0.01769i,0.001262-0.0081124i
0.037931-0.033947i,0.077722-0.066185i,0.09828-0.058041i,0.09095+0.0055733i,0.072326+0.069289i,0.056488+0.10944i,0.061499+0.12116i,0.065715+0.084302i,0.031747+0.029956i,-0.0089562+0.00875i,-0.014666+0.013477i,0.00019945+0.012343i,0.0074354+0.0075562i,0.00089927+0.0090251i,-0.0037075+0.012467i,0.0071321+0.016719i,0.024164+0.026694i,0.030838+0.037167i,0.022302+0.035596i,0.0080334+0.026005i,0.0024983+0.019596i,0.0019948+0.014383i,-0.0031905+0.007869i
-0.038174+0.033275i,-0.070751+0.061131i,-0.076536+0.050981i,-0.046864-0.014194i,-0.014943-0.077027i,0.00069018-0.10072i,0.0030588-0.10842i,-0.0092671-0.089318i,-0.0067122-0.036259i,0.018876-0.004955i,0.032026-0.01164i,0.025166-0.016511i,0.02073-0.010592i,0.025535-0.012265i,0.022795-0.023262i,0.0054869-0.037041i,-0.010443-0.053251i,-0.013791-0.063911i,-0.0047515-0.058786i,0.0051497-0.043286i,0.0057502-0.026929i,0.0034018-0.011821i,0.0062841+0.00083073i
0.052402-0.026837i,0.082679-0.056165i,0.078029-0.057213i,0.026651+0.0048639i,-0.012361+0.084285i,-0.02284+0.11308i,-0.029741+0.11774i,-0.013129+0.10775i,0.012174+0.059371i,0.0067237+0.018947i,-0.010058+0.018153i,-0.0063434+0.021366i,-0.001772+0.0057811i,-0.019528-0.0035767i,-0.037965+0.011645i,-0.036395+0.037056i,-0.027337+0.061504i,-0.022216+0.076539i,-0.019936+0.071751i,-0.016356+0.055053i,-0.0097698+0.040383i,-0.0021615+0.028159i,0.0036985+0.010998i
-0.039665+0.021662i,-0.072178+0.050558i,-0.058111+0.046778i,0.0049566-0.01841i,0.040336-0.085928i,0.040735-0.10336i,0.041029-0.097285i,0.021391-0.087722i,-0.012917-0.066367i,-0.020557-0.045998i,-0.0069903-0.039629i,-0.004649-0.034706i,-0.0093295-0.018595i,0.0073557-0.005759i,0.034013-0.014954i,0.043479-0.035765i,0.044155-0.053647i,0.046524-0.061605i,0.046206-0.051066i,0.043001-0.034443i,0.034626-0.030193i,0.019945-0.031895i,0.0057697-0.023331i
0.03671-0.025809i,0.064221-0.058052i,0.035263-0.061844i,-0.048284-0.007768i,-0.092681+0.049156i,-0.071396+0.062803i,-0.051223+0.049191i,-0.036104+0.047636i,-0.0090692+0.057324i,-0.0018142+0.058859i,-0.011395+0.054407i,-0.0079249+0.043611i,0.0023509+0.024996i,-0.0074438+0.01089i,-0.031073+0.013113i,-0.045332+0.026992i,-0.054987+0.042192i,-0.063498+0.048742i,-0.06022+0.037346i,-0.051996+0.020446i,-0.041962+0.017661i,-0.026384+0.022145i,-0.010008+0.017326i
-0.040495+0.025425i,-0.070757+0.063629i,-0.050918+0.092832i,0.03415+0.067019i,0.08554-0.0010351i,0.058525-0.044031i,0.032034-0.045663i,0.025662-0.055538i,0.012135-0.077566i,0.003976-0.082262i,0.0058237-0.070853i,0.0017568-0.053745i,-0.0071709-0.03154i,0.0037079-0.011804i,0.033766-0.01072i,0.05753-0.022765i,0.07228-0.030396i,0.0804-0.030237i,0.071347-0.024184i,0.052508-0.015632i,0.041076-0.014462i,0.032123-0.02163i,0.014033-0.022395i
0.043605-0.023726i,0.080301-0.061755i,0.063247-0.10076i,-0.029001-0.084007i,-0.082131-0.001468i,-0.048091+0.059494i,-0.011557+0.060467i,-0.012764+0.059107i,-0.031219+0.076081i,-0.041528+0.085124i,-0.035069+0.077851i,-0.017761+0.062042i,-0.0033552+0.043294i,-0.010177+0.025373i,-0.040403+0.018331i,-0.068532+0.021489i,-0.080017+0.018112i,-0.081342+0.0069603i,-0.068991-3.096e-05i,-0.050719-0.00098276i,-0.044097+0.0040567i,-0.041396+0.017676i,-0.024005+0.027927i
-0.046404+0.017597i,-0.09279+0.06077i,-0.087646+0.11473i,0.00285+0.12131i,0.070298+0.050139i,0.047805-0.03637i,0.0058899-0.065874i,0.011018-0.063799i,0.048936-0.067103i,0.076166-0.072413i,0.07087-0.071193i,0.043725-0.056807i,0.021016-0.036851i,0.021575-0.020294i,0.045383-0.0048749i,0.071302+0.0084002i,0.083657+0.018118i,0.083324+0.025673i,0.071041+0.025699i,0.056887+0.01901i,0.052577+0.0091469i,0.050343-0.0069024i,0.03717-0.020414i
0.040565-0.018451i,0.096528-0.059254i,0.11214-0.11678i,0.037927-0.13531i,-0.048095-0.064912i,-0.049992+0.047419i,-0.015547+0.09744i,-0.023914+0.084282i,-0.056868+0.06155i,-0.073102+0.054054i,-0.060061+0.057769i,-0.027034+0.050679i,-0.0021432+0.03132i,-0.0046404+0.012338i,-0.026975-0.0072201i,-0.048614-0.027955i,-0.059978-0.043008i,-0.059444-0.049411i,-0.048752-0.044267i,-0.039298-0.031363i,-0.04152-0.019855i,-0.045881-0.0060303i,-0.036528+0.0089616i
-0.049082+0.020777i,-0.11337+0.054618i,-0.15133+0.11368i,-0.087815+0.14752i,0.023998+0.081233i,0.069142-0.046823i,0.055586-0.11293i,0.054553-0.093817i,0.070596-0.052335i,0.07625-0.035576i,0.061746-0.043045i,0.033969-0.049657i,0.011847-0.045351i,0.0092742-0.034838i,0.022412-0.01934i,0.032261+0.0024498i,0.03131+0.026962i,0.023941+0.043133i,0.016191+0.04226i,0.015674+0.034321i,0.027821+0.030414i,0.043485+0.019332i,0.042295-0.0016612i
0.052074-0.0014252i,0.12721-0.022803i,0.18647-0.074902i,0.13601-0.1216i,0.0076336-0.082697i,-0.082285+0.022091i,-0.10025+0.083808i,-0.089648+0.063673i,-0.087213+0.014364i,-0.095897-0.0039512i,-0.09174+0.017723i,-0.063141+0.038329i,-0.037498+0.038015i,-0.034106+0.032567i,-0.040889+0.021296i,-0.042478+5.3504e-05i,-0.035573-0.022135i,-0.021771-0.033022i,-0.0096689-0.030158i,-0.0089194-0.025832i,-0.019152-0.02778i,-0.034449-0.023461i,-0.040674-0.0056415i
