-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
-0.00097881+3.2282e-05i,0.00031541-0.00080219i,0.0011834+0.00098445i,0.0023608+0.0023803i,0.0029982+0.0013898i,0.0029121+0.00033222i,0.0019154-0.00023394i,0.00055235-0.00084498i,0.00035333-7.654e-05i,0.00044308+0.0012545i,0.0002717+0.001082i,-0.00023895+0.00021908i,6.7044e-05-0.00024403i,0.00089653-0.00067659i,0.00097089-0.00083923i,0.00038965-0.0011255i,6.6617e-05-0.00071407i,2.5279e-05+2.8245e-05i,0.00065857+5.4218e-05i,0.00097205+0.00027592i,-9.8271e-05+0.00011949i,-0.00011564-0.00027825i,0.00054239-0.00076825i
0.0018343-0.0010496i,0.0011286-0.00059785i,0.00057054-0.0006356i,0.00010137-0.0011691i,-0.00033928-0.001183i,-0.00026343-0.00025591i,-4.2973e-05-0.000247i,-1.5271e-05-0.00031756i,-0.00062986+0.00020352i,-0.00043115+0.00033902i,0.00030619-0.0003393i,0.00093021-0.00016013i,0.0008789+0.00067749i,0.00043295+0.0005776i,0.00081788+2.5941e-05i,0.00097202-0.00048713i,0.00090915-0.00095188i,0.00041396-0.00083882i,-0.00060525-0.00020591i,-0.00088932+0.00039744i,-0.00084564+0.00038042i,-0.00093063+0.00023021i,0.00021249-0.00018249i
-0.0027557+0.00034997i,-0.0030777-0.00060717i,-0.0024931-0.00070518i,-0.0016088-0.00026813i,-0.00079992+0.00032929i,-0.00049005+8.6459e-05i,-0.00033906-0.0006967i,-0.00043956+5.6673e-05i,-0.00051831+0.00087211i,-0.00034711+0.00068471i,-8.9276e-05+0.0003835i,-0.00027113+0.0011699i,-0.00032495+0.0013423i,0.00049572+0.00021643i,0.00066936-0.00057871i,0.00027604-0.0003786i,-0.00017881-0.00019998i,-0.0003656-0.00010781i,-0.00039917-0.00042955i,-0.00033327-0.00061129i,-0.00063874+0.00012856i,-0.00035344+0.0005093i,0.00061851+0.0002003i
-0.0014343+0.0015746i,0.00073097+0.0025429i,0.0036449+0.0024426i,0.0053233+0.0014233i,0.0044926+7.4424e-05i,0.0024355-0.00039484i,0.00039115+0.00046459i,-0.00045577+0.00066438i,-5.3403e-05+0.00035375i,0.00038861-7.3264e-05i,0.00033389-0.00042897i,-0.0003736-0.00012311i,-0.0011385-0.00020145i,-0.0006002-0.00038683i,0.0005739-8.6661e-05i,0.00084109-0.00049854i,-0.00059363-0.00069061i,-0.00083989-0.00011252i,0.00028069+9.1413e-05i,0.00055347-9.0032e-05i,0.00030226+3.3066e-05i,6.4849e-05-0.00021502i,-8.7973e-05-0.00028415i
0.0019048-0.0012747i,0.0013744-0.00053737i,0.00080799+1.7354e-06i,0.0010203+1.3722e-05i,0.00032-0.00047458i,-5.875e-05+4.5422e-05i,0.00052497+7.4259e-05i,0.00067976-0.00041126i,0.0001381-0.00042054i,-0.00017669-4.9516e-05i,-0.00051555+0.00028617i,-0.00037002+0.00020805i,0.00035786-0.00033909i,0.00071048-0.00083099i,-0.00010761-0.00093156i,-0.0003767-0.0014134i,0.00051226-0.0011979i,0.00089935-0.00022491i,0.0004541+0.00029951i,0.00013299+0.00064035i,0.00012628+0.00030526i,0.0007248+0.00021392i,0.0011953+0.00056811i
0.00024429+0.0019565i,0.00057206+0.00098629i,0.00073489+0.00034874i,0.0016956+0.00044906i,0.0020167-2.5693e-05i,0.0011457-0.00046558i,0.00081748+0.00019995i,0.00056905+0.00078475i,-3.9333e-05+0.0014384i,1.7222e-05+0.0012378i,0.00029887+0.000543i,-5.2961e-05-0.00026478i,-0.00016814-0.0011492i,0.00031007-0.0010339i,0.0011563-0.00058761i,0.0011808-4.8969e-05i,0.00060968-4.6956e-06i,0.00056893+0.00015434i,0.00034437+0.00090517i,0.00016192+0.00019414i,0.00027225-0.00024803i,0.00093827-0.00023271i,0.0015743-0.00016568i
0.00022818-0.00033475i,4.7209e-05-0.00064265i,0.00031908-0.00014862i,0.00015829+0.00050765i,0.00068729+0.00059832i,0.0012575+0.00029837i,0.00046122+9.8808e-05i,4.3241e-05-0.00048714i,-7.6147e-05-0.00013219i,0.00015765+0.00020502i,0.000195-0.00018832i,-8.3785e-05-2.7328e-05i,-2.674e-05-0.00021232i,0.0005358-0.00080033i,0.00057711-0.0001362i,0.00014963-0.00015164i,0.0006648-0.00031144i,0.00068357-0.00010372i,-0.00027981+0.00017171i,0.00023793+0.00026082i,0.0011141+0.00027412i,0.0013625+0.00027572i,0.00048979-0.00021282i
0.0004803+0.00026125i,0.00075747+0.00058216i,0.001533-0.00029286i,0.0016201-0.0018542i,0.001188-0.0013729i,0.001147-0.00054289i,0.00072246-0.00035225i,0.00060267-8.0894e-05i,0.00072376-2.7565e-05i,-0.00014686+0.00035874i,-0.00054035+0.00059428i,5.3833e-05+0.00065075i,0.00053758+0.00061392i,0.00044445-9.9187e-05i,0.00012194-0.00072421i,0.00050158-0.00077253i,0.00052412-0.00048949i,-0.00016931+0.00026314i,-8.9403e-05+0.00054197i,0.00035208+0.00049775i,0.00086726+0.00014973i,0.00035834-0.0002388i,0.00015818+0.00013244i
-3.1194e-05-0.00081242i,0.00025404-4.9789e-06i,-0.00064091+0.00091372i,-0.0001254+0.00090062i,0.0015432+0.00077206i,0.0024696+0.001058i,0.002594+0.0011074i,0.00060749+0.0013818i,-0.0011609+0.0013823i,-0.00031275+0.00084301i,0.00014523+0.00083312i,-3.0537e-05+0.00068819i,9.6018e-05+0.00061643i,0.00051483+0.00061785i,7.1589e-06+0.00015045i,-0.00077398-0.00072849i,-0.00083494-0.0010285i,-0.00043745-0.0004173i,-0.00057655+0.00019255i,-0.0011027+0.00069657i,-0.00067611+0.0013197i,-0.00042932+0.0012231i,-0.00033208+0.00045606i
0.00067272+0.0020436i,0.00093791+0.0025298i,0.0011442+0.0024876i,0.00066807+0.0013668i,0.0011861+0.00046356i,0.0016254+0.0010224i,0.00099334+0.00055508i,0.0003915+0.00049813i,0.00016869+0.0010333i,0.00042817+0.00074267i,0.00042254+9.8438e-05i,-0.00012639-0.0010747i,-8.2327e-05-0.0014053i,-5.6931e-05-0.00048989i,3.5692e-06-0.00012798i,-0.00016621-0.00043922i,-0.00033433+0.00076597i,0.00035862+0.0014767i,0.00067001+0.00057106i,0.00079481+0.00031869i,0.0005511+0.00084891i,-3.6898e-05+0.00071887i,-1.0245e-05+1.7111e-05i
-0.00057202+0.0012023i,0.0011095+0.0012551i,0.0016631+0.00093759i,0.001785+0.00024178i,0.0018302+0.00087739i,0.0012649+0.00078943i,0.00090523+0.00084445i,0.00087185+0.0015418i,0.00085956+0.0018514i,0.00084285+0.0013346i,0.00072062+0.00032382i,0.00051163-9.5404e-05i,-7.8271e-05+0.00034142i,-0.00086305+0.00029429i,-0.0010076-0.0001675i,0.00013109+0.00047521i,0.0003814+0.00082597i,-0.00030217+0.0002013i,-0.00040051-0.00036648i,-9.1433e-06-0.00060065i,0.00060903-0.00028148i,0.00047072+0.00010254i,0.00067772-0.00061004i
-0.00034298-0.00034746i,-0.00056699-0.00084327i,-0.00074774-0.0016017i,0.00036655-0.0011088i,0.0012412+0.00033919i,0.00090564+0.0002529i,0.00034843-0.0011759i,-0.00019691-0.0005296i,-9.6521e-05+0.001182i,0.00049479+0.0018195i,0.00058942+0.0011844i,-1.4436e-05+0.00056218i,-0.00026896+0.00098851i,-0.00040565+0.0008659i,-0.00016736+7.0348e-05i,0.00069693+0.00015189i,0.00069356+0.00012485i,0.00023896+5.7246e-05i,-0.00045883+0.00032612i,-0.00081086+0.00037054i,-0.00034333+0.00030516i,0.00019539+0.00044361i,0.00026219+0.00029364i
-0.00086315+0.0026513i,-0.00049752+0.0022778i,0.00093766+0.0033682i,0.0028511+0.0027639i,0.0035129+0.00056798i,0.0021936-0.0011615i,0.0013691-0.00089131i,0.00036279+0.00071553i,-0.00042981+0.0014369i,0.00033213+0.0010159i,0.0013451+0.00046432i,0.00038786+0.00020285i,-0.00068141-0.00027543i,-0.0004224-0.0009158i,0.0002264-0.00079563i,0.00032096-0.00028921i,-2.2275e-05+0.00019935i,0.00016284+3.7404e-05i,0.00069058-0.0008477i,0.00052049-0.00039935i,7.8658e-05+0.0003595i,-0.00041716-2.5518e-05i,-0.00047013-0.00029199i
0.00039418+0.00044246i,0.00077386+0.00015939i,0.0012994-0.00043637i,0.0022753-0.00101i,0.0023159-0.00084447i,0.002073-0.00087609i,0.00099615-0.00064065i,0.00050856+1.2355e-05i,0.00052627-0.00021072i,0.00031597+0.00027653i,0.00017682+0.00027287i,-0.00013272+1.5421e-05i,0.00014803+9.5268e-05i,3.1691e-05-0.00031899i,-0.00039663-0.00027216i,-0.00053907+6.4381e-05i,-0.00048745-5.2494e-05i,-0.00034937-0.00032341i,-0.00011221+0.00011609i,-0.0002252+0.00021252i,7.164e-05+0.00047941i,0.00036639+0.00050137i,0.00033292+0.00012442i
-0.001459-0.0011759i,-0.0018511-0.00022108i,-0.001599+0.0015305i,-0.0004799+0.0016226i,0.0011122+0.0014627i,0.0017082+0.0012724i,0.0014955+0.00091411i,0.0005175+0.0010743i,-0.00040891+0.0012817i,0.00013018+0.0012062i,0.00063298+0.00081122i,-1.3568e-05+0.00030591i,-7.4248e-05+0.00029168i,0.00033751+0.00053348i,0.00034444-0.0001633i,0.0007791-0.00053489i,0.0010155-0.00064785i,-0.00016355-0.00036977i,-0.0010297+0.00026105i,-0.0010647+0.00057988i,-0.0010795+0.00070386i,-0.00040773+0.0003114i,0.00036288-0.00059044i
-0.0015156+0.00079549i,-0.00082394+0.00038347i,-3.5289e-05+0.00023307i,0.0010185+8.2001e-05i,0.0017547+0.00032187i,0.0018611+0.0004826i,0.001966+0.00028325i,0.00072381-8.5761e-05i,-0.00044724+0.00029071i,-0.00010981+0.0014183i,4.2458e-06+0.0017091i,-0.00020659+0.00088609i,-0.00011126+4.8863e-05i,0.0003696-0.00063188i,0.00026016-0.00055879i,-0.00032138-0.00056978i,-0.00053338-0.00068123i,-0.0006226+7.3624e-05i,9.4639e-05+0.00095766i,0.00043042+0.001232i,0.00029026+0.00095014i,0.00031902+0.00052135i,7.9741e-07-0.00013799i
0.00096313+0.0011477i,0.0011832+0.0016306i,0.0016018+0.002238i,0.0017548+0.0018618i,0.0018956+0.0010892i,0.0011798+0.00021415i,0.00018252-0.00041125i,-9.1056e-05+3.753e-05i,-0.00038094+0.00087962i,-0.00042012+0.0013721i,0.00015046+0.001069i,0.00054255+0.00037573i,0.00024588+0.00028068i,-0.00013622+0.00031184i,-0.00020449+8.6028e-05i,0.00018276-0.00011411i,0.0003422-0.00063148i,-0.0003474-0.00076804i,-0.00097442-0.00066322i,-0.00054455-0.00057674i,0.00014597+0.00028044i,-0.00058421+0.00074028i,-0.00068098+0.00048003i
-0.00010023-0.00037431i,0.00012766+0.00072622i,0.00074932-1.8791e-05i,0.0008741-0.00098061i,0.00099074-0.00089089i,0.0016089+0.00054562i,0.0016562+0.0012011i,0.00018976+0.00096207i,-0.00050828+0.00089335i,0.00032575+0.001176i,0.00087922+0.0016269i,0.00078648+0.0014233i,0.00070523+0.0012646i,0.00067259+0.00092775i,0.00061292+0.000715i,0.00041381+0.00093795i,8.5381e-05+0.00045095i,-0.00023096+0.00026639i,6.2451e-05+0.00015576i,0.00035366+0.00015647i,0.00020181+0.00044022i,-2.138e-05+0.00022235i,3.3019e-05+0.00019401i
-0.00022769+0.00060509i,-3.3417e-05+0.00095915i,0.00032105+0.0017171i,0.00053475+0.0016391i,0.00092506+0.0015695i,0.0013665+0.00065329i,0.0017753-0.00016181i,0.00089751+0.00032628i,-0.000306+0.00098833i,-0.00068851+0.00010098i,-0.00026763-0.00010226i,-0.00061541+0.00021511i,-0.00046149+0.00032522i,0.0005181+0.00047894i,0.00035025+0.00074414i,0.00067635+0.00078663i,0.00070789+0.00045711i,-3.3045e-05+5.1527e-05i,-0.00039778-3.1459e-05i,8.8237e-05+0.00050273i,0.00048552+0.00031919i,-0.00031484-0.0003805i,-0.00048945-3.864e-05i
-0.0021808-0.00091772i,-0.0013419+0.00030931i,-7.1285e-05+0.0011753i,0.00080027+0.0014908i,0.0014926+0.0015477i,0.0016518+0.0014356i,0.0013633+0.00043433i,0.00098168-0.0010279i,0.00042878-0.00098559i,0.0004563+0.00035506i,0.00032728+0.0012838i,3.9042e-05+0.00080096i,0.00018488-0.00033202i,0.00014802-0.00052769i,0.00026914-2.3456e-05i,-0.00019165+0.00026688i,-9.3513e-05-0.00023071i,-0.00044841+0.00023946i,-0.00054678+0.0007858i,0.00071416+0.00081857i,0.00065459+0.00073841i,1.0296e-05+0.00038684i,6.9534e-05+0.00025769i
0.0021599-0.0011766i,0.001581-0.0020434i,0.0013921-0.0021757i,0.00086136-0.0022014i,-0.0005067-0.0025162i,-0.0012669-0.0014502i,0.00025908-0.00029794i,0.00090424+0.00085849i,0.00030118+0.00086987i,3.7476e-05+0.00026366i,0.00023509+0.00040099i,5.8518e-05-6.0553e-06i,-0.00053914+0.00011879i,-0.00092051+0.00089429i,-0.00011724+0.00088445i,0.0011166+8.2395e-05i,0.0010146-0.00025365i,-0.00012211+0.00033127i,-0.00040527+0.00044438i,-0.00012181+0.0002116i,-0.00047028+0.00023853i,-0.0004393+0.0003963i,9.4165e-06+0.00013685i
-0.00022752+0.00044167i,0.00028572+0.0010775i,0.00019962+0.0011325i,0.00034833+0.0012912i,0.00064617+0.0010814i,0.0012437-3.2082e-05i,0.0016423-0.00057738i,0.00071985-0.0001623i,-6.8175e-05+0.00071167i,-6.8658e-05+0.00078253i,-0.0001096-0.00024463i,-0.00017083-0.00042456i,-0.00014131+0.00025307i,-0.00025503+0.00053314i,-0.00016024+0.00043088i,0.00099785-0.00055086i,0.00076387-0.0010066i,0.00013739-7.6893e-05i,-5.7536e-05+0.00061678i,0.00029481+0.00034824i,0.00076861+0.00049083i,0.00020842+0.00070371i,-0.00046571+0.00056064i
0.0006636+0.00066357i,0.0018844+0.00047835i,0.0023604+0.00079564i,0.0024597+0.00010114i,0.0021828-0.0012161i,0.00093706-0.001101i,-2.596e-05+2.7559e-05i,0.0005982-9.6603e-07i,0.00072151+0.00015012i,0.00012398+0.00085483i,0.00026101+0.0011616i,0.00041044+0.00096146i,0.00097715+5.9308e-05i,0.0013603-0.0002303i,0.00059998+0.00037193i,6.5427e-05+0.00031468i,-8.7118e-05-0.00086685i,1.4085e-05-0.001106i,0.00058864-0.00039569i,-0.00036176+0.00054114i,-0.0010898+0.00090282i,-0.00021361+0.00057706i,0.00047343+0.00082838i
-0.0030467+0.00047367i,-0.0029855+0.0016885i,-0.0013821+0.0013078i,0.00045254+0.0014451i,0.00086186+0.0013288i,0.00072394+0.00078234i,0.0005441+0.00037297i,-0.00022399-0.00012068i,-0.00088506+0.0009736i,-0.00067655+0.001322i,7.1394e-05+0.00067584i,0.00043544-0.00028624i,0.00014061-0.0011407i,0.00025215-0.001593i,0.00045686-0.0014424i,0.00028719-0.00074182i,1.385e-05-0.00016584i,9.4914e-06-3.7307e-05i,-0.00052692+0.00014679i,-0.00035474+0.00052659i,9.8132e-05+0.00016465i,8.1806e-05-0.00034062i,-0.00017075-0.0004046i
0.0020644-0.0010784i,0.0017805-0.0015432i,0.0022086-0.0018i,0.0026417-0.0014639i,0.0015897-0.0010867i,0.0011164-0.00086463i,0.0011676-0.00014424i,0.00080108+0.0011218i,0.00028113+0.0019089i,-0.00019105+0.0015532i,0.00022632+0.00058415i,0.00036709-0.00012972i,0.0002978+2.505e-05i,0.00054664+0.00075632i,0.00097989+0.00029967i,0.0013585-0.00037074i,0.00035199-7.2685e-05i,-0.00057195-9.3447e-05i,-0.00012676+4.7821e-05i,0.0004113+0.00090039i,0.00039298+0.00088589i,-0.00030925-0.00015371i,-0.00064878-0.00022493i
0.00066083-0.00062976i,0.0006386-0.0010379i,4.3371e-05-0.0019853i,-0.00040595-0.0018253i,-0.00019836-0.00023405i,0.00055756-2.8349e-05i,0.00099457-5.3823e-05i,0.00034324+2.2198e-05i,-0.00055813+1.8028e-05i,-0.0011115+0.0006974i,-0.00054757+0.0006105i,0.00025375+0.00040205i,-3.3643e-05+0.00090438i,-8.0929e-05+0.0013694i,0.00033735+0.0011257i,0.000616+0.00077095i,0.00012005+0.00064309i,-0.00051346+0.00031577i,-0.00058853+0.00052504i,0.0003251+9.2339e-05i,0.001094-0.00020074i,0.00077782+0.00023362i,0.00013227+9.3827e-05i
0.00091649+0.00071322i,0.0019382-0.0015349i,0.0028603-0.0019362i,0.0030838-0.0008884i,0.0022747+0.00030484i,0.0018733+0.00035934i,0.0017927+0.00032388i,0.0010486+0.00050332i,0.00027416+0.00098777i,0.00044053+0.00084234i,0.00093058+9.7455e-05i,0.00085378+0.00012971i,-5.8808e-05+0.00030283i,-0.0005554+0.00068172i,-0.00019155+0.00080075i,0.00020247-4.12e-05i,0.00030556-0.0007947i,-0.00015705-0.00056315i,-0.00045057-0.00012646i,-0.00021791-0.00020514i,-0.00012374-0.00028144i,2.7184e-05-0.00033403i,-0.00038985-0.00020475i
0.00062305+0.0012618i,0.0026516+0.0020444i,0.0035498+0.0019741i,0.0034157+0.00030892i,0.0029592-0.00051433i,0.0023925+9.4085e-05i,0.0012857+0.00043154i,0.00060374-1.9029e-05i,0.0004468+0.0001518i,7.5948e-05-5.952e-05i,8.8056e-06-0.00056144i,-0.00023571-0.0002342i,-0.00073066-0.00035722i,-0.00051119-0.00060046i,9.7613e-05-0.00052533i,0.00030968-0.00081577i,0.00068432-0.0010218i,0.00031736-0.00096639i,-0.0001262-0.00083381i,-0.00034925-0.00052839i,-4.0594e-05-0.00026555i,0.00031054-6.1269e-05i,0.00031615+0.00011586i
0.00075074-0.00033244i,0.00032473-2.8988e-05i,0.00026754-3.0799e-05i,0.00054935-0.00021074i,0.00074025+0.00025321i,0.00055733+0.00020373i,0.00020915-0.00022665i,-0.00028731-0.00024014i,-0.00058914+0.00020346i,-0.00039527+0.00037505i,0.00024673+0.00042266i,0.00082426+0.00047571i,0.00042602+0.00054737i,-0.00036255+0.0007973i,-0.00018061+0.00023304i,0.00041168-0.00033424i,0.00044248-3.7177e-05i,0.00033964-0.00044686i,0.00018899-0.00069649i,-0.00036931-0.00016609i,5.7429e-05-0.00060915i,0.0008503-0.00067501i,0.00046044-3.4888e-05i
-0.0018926+0.0014173i,-0.0012826+0.0013593i,-0.00072595+0.0021913i,-0.00050587+0.0022899i,0.0011667+0.0013183i,0.0006675+0.0009734i,-0.00048575+0.00055834i,-4.5112e-05+0.00017758i,0.00020506+0.0011227i,-0.00036131+0.0019016i,-0.00034657+0.0015544i,0.00041665+0.00075901i,4.225e-05+0.00051053i,-7.5606e-05+0.00047823i,0.00069025+0.00047303i,0.00014347-9.9314e-06i,-0.00056773+0.00012691i,-0.00080827+0.00051163i,-0.00055104+0.00038101i,-6.2084e-05+0.00047631i,-0.00012856+0.00035073i,-0.00055985+0.00052847i,-0.00021142+0.00072158i
-0.00091276-0.00013799i,-0.00085568-0.0002982i,5.6487e-05-0.0011461i,0.00084246-0.00058653i,0.0014743+0.00010377i,0.0022696+1.8071e-05i,0.0017074+0.00010104i,-7.4625e-05-0.00023181i,-0.00073895-0.00011737i,-0.00048988+0.00046234i,-0.00042613+0.00056417i,9.4831e-05-8.749e-05i,0.00055141-0.00016115i,0.00068919+0.00015999i,0.0006784+0.00026758i,-0.00014117-0.00038796i,-0.00059574-0.00069889i,0.00060644-0.00024187i,0.00063433-0.00017994i,-0.00014208-0.00023524i,0.00017762-0.00041336i,-0.0001195-0.00051601i,-0.0013068-7.1327e-06i
0.00065316-0.00080333i,0.0010081-6.4466e-05i,0.00098957+0.0012866i,0.0012212+0.00073387i,0.00096395-7.3324e-05i,0.00078677+0.00052479i,0.00095853+0.00048335i,0.00037646-0.0002793i,-0.00029274-0.00019991i,-0.00015237+0.00066535i,0.00036236+0.00080503i,9.419e-05+0.00046005i,-0.00040148+0.00058183i,-0.0005404+0.00058025i,-3.5874e-06+0.00017105i,6.1359e-05-0.00013716i,-0.00050803-0.00044764i,-0.00035104-0.00058342i,-0.00069662-0.00045499i,-0.00085977-0.00029057i,-0.00046371+1.4969e-05i,0.00028367+0.00028631i,0.00046959+6.3946e-06i
-0.0011469-0.00064869i,-0.00099944-0.0014551i,-8.8374e-05-0.0018944i,0.00071726-0.0011811i,0.00061538-0.00014246i,0.0016108-0.00068125i,0.0023619-0.00060301i,0.0011715+0.00023345i,-0.0002388+0.00014354i,-0.00050739-0.00030297i,-0.0005203-0.00064466i,5.715e-05-0.0013824i,-0.00025194-0.00093396i,-0.00081373-6.8392e-05i,3.6181e-05-9.7898e-05i,0.00075704-0.00051092i,0.00071873-0.00037743i,0.00022369+0.00055989i,-0.00063047+0.00099113i,-0.00057913+0.00065853i,5.6391e-05-0.0003476i,0.00077523-0.00060994i,0.0005625-0.00024504i
0.00070703+0.00024022i,0.00060029+1.7689e-06i,0.0016208+0.00034019i,0.0020554+0.00048316i,0.0019582+0.00036726i,0.0010389+0.00022348i,0.00019231+0.0004688i,-1.9444e-05+0.00068917i,-0.00021697+0.00091716i,0.0002297+0.0009276i,0.0010726+0.0006614i,0.0010754+0.00031358i,-0.00040431+0.00056244i,-0.00085941+0.00056341i,0.00032415+0.00038464i,0.0012137+0.00053816i,0.0011454+0.0003458i,0.0010626-0.00025367i,0.0011462+1.6066e-05i,0.0014104+0.00041809i,0.0011204+0.00028603i,0.00036836+0.00038703i,0.00013589+0.0010792i
-0.00088379+0.00011034i,-0.00081229-0.00060057i,0.00013939-5.5656e-05i,0.0011466+0.00085984i,0.0012887+0.001044i,0.0021227+0.0012454i,0.0015443+0.00070679i,0.00073336+6.2548e-05i,0.001025-0.00020581i,0.00044602-1.3361e-06i,0.00017853+0.00019735i,0.00033664-0.00046092i,-0.00033202-0.00086205i,-0.00042414-0.00057192i,0.00065439-0.0002255i,0.00034823-0.00059467i,-0.0010996-0.00068552i,-0.0010053-0.00068359i,-0.00052015+9.5833e-05i,-0.00018441+0.0006119i,0.00026511-0.00045076i,-0.00024404-0.00065818i,-0.00021496-0.00022777i
0.00030838+0.00079251i,0.00087992+0.00016582i,0.0017868-0.00053715i,0.0025973+0.00022163i,0.0023492+0.00076319i,0.00081607-0.0003091i,0.00029421-0.00056551i,0.00010218+0.00022808i,0.00022731+0.00062499i,8.7376e-05+0.00071989i,-0.00016216+0.00061229i,5.5786e-05+0.00028657i,0.00026578+0.00013699i,0.00051972-0.00014273i,0.00059125-3.0132e-05i,-9.8201e-05-0.0004781i,-0.00011631-0.0013027i,-5.2325e-05-0.0011353i,-0.00072278-0.0004898i,-0.00075033+0.00028612i,-0.00037017+0.0002397i,-0.00049971-0.00040225i,-0.00096931-0.00045833i
-0.0015619+0.0013445i,-0.00059173+0.0011763i,0.001619+0.001243i,0.0022809+0.0016008i,0.0019289+0.001242i,0.0022035+0.0010494i,0.0018291+0.0016455i,0.0014458+0.0015984i,0.00059654+0.0020515i,0.00028064+0.0016498i,0.0012185+0.00037211i,0.0009078+1.2524e-05i,0.00034186-9.3847e-05i,0.00041436-9.1291e-05i,0.00021423-0.00015533i,-0.00058823-0.00054175i,-0.00097348-0.00062432i,-0.00066062-0.0011277i,-0.00062779-0.0014366i,-0.0001744-0.00048989i,-0.00010435-0.00020643i,0.00025689+0.00011112i,-2.8172e-05+0.00044268i
0.0022357-5.4912e-05i,0.0028044-0.00045155i,0.0029302-0.0016679i,0.0016636-0.0015034i,0.0012298-0.00050698i,0.001557-7.3735e-05i,0.0012992+0.00015183i,0.00095748+0.00021929i,0.00082587+3.389e-05i,0.00036854+0.00011429i,-6.3511e-05-6.8193e-05i,5.4571e-05-0.00055945i,0.00083947-0.00083211i,0.00093634-0.0010054i,0.00075302-0.0010453i,0.00086013-0.00099911i,0.0002998-0.00096289i,9.0487e-05-0.00065615i,0.00040771+3.8871e-05i,0.00067938+0.00092589i,-0.00010964+0.0006515i,-0.00079876-0.00013653i,-0.0013036-0.00049653i
-0.00038758+2.5688e-05i,-0.000399-0.00067101i,0.00040695-0.00023661i,0.0006262+0.00011663i,0.00098172+0.00013688i,0.00098691+0.00056258i,0.00029629+0.00069355i,0.00012713+0.00045897i,0.00018333+0.00063848i,-5.9509e-05+0.0008062i,-0.00038685+0.00032499i,-0.00042814-0.00040432i,0.00014261-0.00054384i,0.00078869-0.00037412i,0.00049319-0.00099373i,0.00040374-0.0015527i,0.00047876-0.00074481i,0.00025453-0.00011339i,0.00015018+0.00015743i,0.00059366+0.00078922i,0.000362+0.0010349i,0.00038929+0.00017874i,0.00057992+0.00025232i
0.0012909-0.0014938i,0.0023207-0.0012661i,0.0021957-0.00024291i,0.00063432-0.0001616i,0.00016827-0.00035212i,-0.00012655+0.00025082i,-0.00093715+7.5626e-05i,-0.00019243-0.0012557i,4.814e-05-0.00093094i,-0.00029437+0.00039586i,0.00060618+0.00079811i,0.00097815+0.0007005i,0.00088122-6.6445e-05i,0.0012074-0.00087631i,0.00057244-0.00074967i,0.0009283-0.00032914i,0.0014773-0.00032518i,0.0008175-0.00041839i,2.5886e-05+0.00024981i,1.1381e-06+0.0011061i,0.00026056+0.00074909i,0.00030411-0.00012064i,0.00017616+0.00021006i
-0.00062152-0.00016387i,-0.00058246+0.00074323i,-0.000713+0.0011439i,0.00055588+0.00067713i,0.0015386+0.00090074i,0.0017785+0.0012602i,0.001907+0.00052538i,0.0017733-4.2857e-05i,0.0012894+0.00048557i,0.0001456+0.00076033i,0.00020798+0.00036266i,0.00026092+0.00049603i,-8.6846e-05+8.2224e-05i,-0.00029463+7.4347e-06i,-0.0007974+0.00024667i,-0.00049233+0.00025835i,-0.00020346+2.3488e-05i,8.6491e-06-0.00040721i,0.00044942+0.00010697i,7.0935e-05+0.00063106i,7.7247e-05+2.5274e-05i,3.9571e-05-5.6211e-05i,2.8344e-05+0.00038784i
-0.00081472+9.4653e-05i,0.00046279-0.00031528i,0.001201-0.0014365i,0.0010611-0.0012719i,0.0012572+0.00043907i,0.0011256+0.00085588i,0.00017844+0.00033172i,-0.00016023+0.00034733i,-0.00065107+0.0006037i,-0.00046378+0.00033526i,0.00040137-0.00027982i,0.00079577-0.00065369i,0.00033276-0.00022031i,0.00054566-0.00012144i,0.00098999-0.00020422i,0.0002765+0.00055602i,-0.00036128+0.00070438i,5.8902e-06+0.00012627i,-7.9259e-05+0.0006462i,-0.00063314+0.00093177i,-0.00045259+0.00058616i,0.00013454+0.00024074i,0.00016672+0.00016553i
0.00028515-0.0012361i,0.0010031-0.00096076i,0.00080191-0.0007381i,0.00025606+5.9332e-05i,0.00021499+0.0010496i,0.00067281+0.00095442i,0.00023956+0.00022284i,-0.00054593+0.0001745i,-0.00042862+0.00027262i,-0.00084544+9.534e-05i,-0.0005566+0.00055648i,0.00011887+0.00048816i,-0.00029278-0.00076939i,0.00038048-0.0011868i,0.00076818-0.00054087i,0.00076857-0.00032051i,0.00070887-0.00025749i,0.00054813+0.00010289i,0.00060273+0.00017032i,0.00018295+0.00030563i,-0.00023725+0.00079914i,-0.00025537+0.00081983i,-0.0002991+0.0011363i
