-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
0.0014499-0.0031917i,0.00066233-0.0030304i,0.00022351-0.0016541i,0.00075297-0.00065785i,0.00032462+0.00023881i,-0.00012497+0.0019723i,0.00074672+0.0020687i,0.00061595+0.00035592i,-0.00051157-0.00063167i,-0.00045639-0.00063116i,8.7841e-05-0.0003104i,0.0001453+0.00024401i,0.00037445-0.00012708i,0.0014068-0.0015908i,0.0011993-0.0018724i,0.00013845-0.0014789i,-0.00015536-0.0009067i,-0.00046924-0.00015188i,-0.00079506-0.00077126i,-0.00018982-0.0011469i,0.00026465-0.00056114i,3.4345e-05-0.00051761i,-4.2506e-05-0.00095317i
-0.00046924+0.0035704i,-0.0016871+0.0016708i,-0.00065641+0.00037068i,0.0013285+0.00048306i,0.0010614-0.00080019i,-0.00049889-0.0019104i,-0.0021236-0.00085321i,-0.0021202+0.00057296i,-0.0011541+0.00094822i,-0.00041019+0.00080032i,0.00059289+0.00034922i,0.00086131+0.00042522i,0.0002691+0.00057331i,0.00010259+0.00030346i,0.0012903+9.8222e-05i,0.0019624+0.00069279i,0.00084333+0.0011458i,0.00032306+0.00051071i,0.0004786+0.00042674i,-0.00031975+0.00031843i,-0.00062477+0.00025279i,-0.000651+0.0003672i,-0.00070323+0.0010794i
-0.00085448-0.001901i,-0.0006198-0.0019554i,-0.00087938-0.0013111i,-0.0016122-0.00042752i,-0.00056392-0.00011611i,0.0006582-0.00058803i,2.9441e-05-0.001334i,-0.0014236-0.0013546i,-0.0014296-0.0012907i,-0.00052596-0.0011847i,-0.00078816-0.001138i,-0.001171-0.00055178i,-0.00041531-0.00034862i,-0.00053003+0.00080053i,-0.0015577+0.0022084i,-0.0010815+0.0016903i,-0.00046619+0.00033979i,-0.00053255-0.00018701i,-0.00030075-2.9732e-05i,0.00018714+0.00010371i,0.00024481-0.00061111i,0.00011052-0.00028702i,-0.00069528+0.00079919i
0.00047579-0.0031201i,-0.0012969-0.0019585i,-0.0028467-0.0027025i,-0.0028161-0.0022524i,-0.0022514+0.0005456i,-0.00059688+0.0029219i,0.001368+0.0015488i,0.001031-0.0011734i,-0.00039827-0.0017162i,-0.00039834-0.00017845i,-0.00030445+0.00079483i,-0.00038996+0.00070959i,-0.00022653+0.00056763i,-0.00047923-0.00020156i,-0.0012966-0.0016515i,-0.001012-0.0020879i,-5.2775e-05-0.00085171i,-0.00043762+0.00017066i,-0.0010315-0.00017996i,-0.0010207-0.00080261i,-0.00053068-7.8974e-06i,-0.00013943-0.00013601i,-0.00059106-0.0004314i
0.00025561+0.0030859i,-0.00035951+0.0015801i,0.00067035+0.00098435i,0.0032276-0.00043209i,0.0030218-0.00083039i,0.00017502-1.876e-05i,-0.00049642+0.0015775i,-9.238e-07+0.0015388i,0.00063398+0.00083483i,0.0010825+0.00069606i,0.00090845-0.00024723i,0.00037117-0.00033518i,0.00043487+0.00032141i,0.00085033+0.00099537i,0.0013253+0.0015805i,0.0017099+0.00083273i,0.0014005+0.00021536i,0.00039353-7.5009e-05i,0.00043958-0.00038273i,0.00077365-0.00031848i,0.00078548+4.039e-05i,0.0006283-0.00042123i,0.00082189-0.0011929i
-0.00033846+0.0020422i,-0.00050148+9.6071e-05i,-0.00051846+0.00039052i,0.0011323+0.0013866i,0.0026931+0.00056909i,0.0023336-0.0010398i,5.1263e-05-0.0012459i,-0.0014218-0.00054106i,-0.00090848-9.9245e-06i,-0.00015581+0.00050503i,-0.00040491+0.00053101i,-0.00049883+0.00018699i,-0.00020558+0.00081691i,-0.00098801+0.0011325i,-0.00087321+0.0013193i,-0.00037416+0.0012873i,-0.00019584+0.00039421i,3.1101e-05+3.1491e-05i,-0.00032308+0.00034275i,-0.00083546+0.00081942i,-0.00073744+0.00078755i,-0.0005514+0.0011308i,-0.00032233+0.0014946i
-0.00055371-0.00053278i,-0.0010234-0.0013502i,-0.0007745-0.0025409i,-0.0007148-0.0026365i,-0.00076121-0.00036337i,0.00086847+0.0012663i,0.0013283-0.00025087i,-0.00058251-0.0016302i,-0.0014122-0.00086699i,-9.3997e-06+8.8567e-05i,0.00075072+0.00012778i,-0.00013869-0.00026076i,-0.0010666-0.0003262i,-1.5984e-05-0.0006822i,-0.00027351-0.00088669i,-0.0017608-0.00092733i,-0.00097314-0.00082531i,0.00066272-0.00053529i,0.00048715-6.8423e-05i,-0.00023683+0.00019949i,-0.00034319-0.00013818i,-0.00050321-0.0003519i,-0.00078188-0.00058525i
-0.00055832-0.00078314i,0.00014388-0.00032083i,0.0017941-0.00063965i,0.0026915-0.0020774i,0.00079135-0.0018438i,-0.00031823+0.0007735i,0.0010768+0.0026256i,0.0011551+0.001339i,-0.00020106+0.00014382i,-0.0010014+5.5219e-05i,-0.0009064-0.00032349i,-0.00064594-0.000898i,-0.00016151-0.00095582i,0.00034173-0.00033325i,0.00073078+0.00011359i,0.00095306-0.00028738i,0.00043264-0.00098879i,0.00011546-0.00057655i,8.022e-05-0.00037499i,-0.0001812-0.0005551i,0.00016683-0.00036251i,0.00046189-0.00018789i,-4.265e-05-0.00052946i
-0.0015507-8.2872e-06i,-0.0012636-0.00020153i,-0.00070251+0.00058827i,0.0015463+0.00099736i,0.0026856+0.00027229i,0.00096107-0.00039238i,-0.00089441+0.00034235i,-0.00079115+0.0010483i,-0.0010785+0.00081516i,-0.0011367+0.00046388i,0.00013053+0.00048647i,0.0009908+7.4004e-05i,0.0011968-0.00043622i,0.0007405-8.054e-05i,0.00079612+0.00031534i,0.00073254+0.00014465i,0.00039108+1.4723e-05i,0.00035251+0.0001097i,-0.00013748+0.00077973i,0.0001647+0.0012653i,0.00049354+0.0012119i,0.00033527+0.00067609i,0.00024007-0.00056579i
0.00038109+0.0007098i,-0.00037528-0.00053658i,-0.00094632-0.00078889i,-0.0017781+0.00087932i,-1.3475e-05+0.0011243i,0.0018771-0.00037918i,0.00062083-0.0014569i,-0.0013647-0.0016319i,-0.0010003-0.00066809i,-0.00014035-9.7768e-05i,-0.00011471-0.0003137i,9.1345e-05+0.00015327i,0.00010155+0.00059712i,0.00016011+0.0005161i,-0.00052131+0.00027878i,-0.0011386-0.00021243i,-0.00039869+0.00026771i,-0.00020529+0.00070992i,-0.00090334+0.00071408i,-0.0013599+0.00057727i,-0.0012447-0.00011216i,-0.00025217-0.00024941i,0.00012544+0.00021703i
-0.00034422-0.00054347i,0.00069839-0.0024438i,0.0011449-0.0035977i,0.00037994-0.0031388i,-0.0013335-0.0012174i,-0.0012632+0.0012141i,0.00068493+0.001426i,0.0014976+0.00029724i,0.0010129+0.00046367i,0.0005431+0.0010303i,-0.00045915+0.00065755i,-0.0010086+0.00047458i,-0.00063032-0.00010301i,-0.00044708-0.001078i,0.00020937-0.0014306i,0.00040545-0.0011736i,-0.00027586-0.00050924i,-0.00046749-0.00068216i,-0.00031066-0.001i,3.1181e-05-0.00056381i,0.00032281-0.0004232i,0.00037261-0.00051619i,-0.00049935+0.00037543i
-0.00069192+0.00010819i,-0.0013397-4.6811e-05i,0.00029201+0.00023451i,0.003338-0.00090713i,0.0037155-0.0025723i,0.0017198-0.001685i,0.00021387+0.00075006i,-0.00029519+0.0012019i,-0.00033603+0.00015284i,-0.0006488-0.00056278i,-0.00036977-0.00072427i,-2.2775e-05-0.00019908i,2.2816e-05+0.00046727i,-8.4356e-05+0.00066341i,0.00020947+0.00080945i,0.00071927+0.00072703i,0.00043573+0.0001842i,-0.00019579+0.00030678i,-0.00046498+0.00079834i,-0.00052728+0.00082833i,-0.00071224+0.00041386i,-0.00029659+2.1967e-05i,0.00044417-0.00036317i
-0.00035364+0.0012022i,-0.0014454+0.00024661i,-0.0012644-9.271e-05i,0.00057514+0.00046155i,0.0027393+0.00068029i,0.0027891+0.00048593i,0.00036044+0.00055004i,-0.00089724+0.00098778i,-0.00048717+0.00064557i,7.5246e-05-0.00048699i,0.00024401-0.00052522i,5.3375e-05-0.00027703i,0.00045383-0.00018471i,-0.00035543+0.0004222i,-0.0014964+0.0011123i,-0.00042746+0.00078591i,0.00059428+0.00014878i,0.00015007-0.00075939i,-0.00041962-0.00057968i,0.00014558+0.00099864i,0.00036507+0.0017231i,-0.0004418+0.0011855i,-0.00014067+0.00066164i
-8.8321e-05-0.00069246i,0.00017177-0.0016949i,-0.00099238-0.0028478i,-0.0019586-0.0026448i,-0.001952-0.0012904i,-0.00082696+0.0001044i,0.00019274-0.00043965i,-0.0005515-0.001152i,-0.0012193-0.00058054i,-0.00021363+0.00068224i,7.0893e-05+0.00065608i,-0.00032447+0.00018672i,2.3833e-05+2.7669e-05i,0.0001124-0.00035704i,-0.00078612-0.00079434i,-0.00073532-0.0010948i,-0.000482-0.00061496i,-0.00046372-0.00027692i,5.4882e-05-0.00013697i,0.0003398-0.00047649i,6.345e-05-0.00030922i,0.00040476+0.0001822i,0.00035029+0.00030555i
-0.00099072-0.00081257i,-0.00012684-0.00053661i,0.0025002-0.00023858i,0.002776-0.0016705i,0.00082424-0.0020334i,2.3944e-05-0.00050374i,0.00032491+0.0006425i,-7.9979e-05+0.000216i,-0.00062222-0.00088753i,-0.00051564-0.0007354i,-0.00026324-0.00042114i,0.00028264-0.00019002i,0.0008753+0.00035028i,0.00089946+0.00060329i,0.0010616+0.00029702i,0.0011151-0.00027399i,0.0011722-0.00061343i,0.0010947+0.00022766i,-0.0001254+4.4118e-05i,-4.1686e-05-0.0006024i,0.0011969+0.00034038i,0.00073551+0.00045478i,-0.00064186-0.00016731i
-0.0011585+0.0025895i,-0.00077102+0.0003007i,-0.00037552+0.00054889i,0.0022463+0.0014478i,0.0050776+0.00055507i,0.0030631-0.0012352i,-0.00029905-0.00050934i,-0.00095833+0.00047123i,-0.00028502-0.00044427i,0.00091961-0.00091742i,0.0014852-0.00049687i,0.0012731+9.4173e-05i,0.0005389+0.00021084i,-0.00019275+0.00024748i,-0.00022726+0.00068103i,-0.00096612+0.001575i,-0.00091799+0.0016341i,-6.6295e-05+0.0014112i,0.00047445+0.0010859i,0.00052543-1.0167e-05i,8.8777e-05-0.00062093i,0.00026516-0.00021178i,0.0005059-0.00036441i
-0.0016194-0.0014739i,-0.0020592-0.0029659i,-0.0024818-0.0020701i,-0.0026205+0.00059925i,-0.0016477+0.0022155i,-0.00053988+0.0014421i,-0.00033398-0.00014896i,-0.0012724-0.00078207i,-0.0018681-0.00048628i,-0.0010583+0.00030918i,-0.00043067+0.00069691i,0.00017845+0.0012564i,0.00055241+0.0012637i,0.00030082+0.00015957i,-0.00055271-0.001046i,-0.0013232-0.0011402i,-0.00090514-0.00081655i,0.00015096-0.00088945i,0.00042297-0.00089183i,0.00024307-0.00083098i,0.00018012-0.00070407i,0.000465-0.00016064i,0.00018304+0.00026947i
-0.0007905-3.2878e-05i,-0.00016702-0.0017662i,0.00080154-0.0034194i,0.00074079-0.0051783i,-0.00024334-0.0039117i,-0.0011087-0.00090558i,-0.00063814-0.00051768i,-0.00093856-0.0016051i,-0.0017455-0.001639i,-0.0013075-1.0279e-05i,-0.00046781+0.00038784i,-0.00020945-0.00036259i,-0.00028346-0.00066286i,4.5459e-05-6.3254e-05i,7.6454e-05-0.00034755i,0.00029129-0.0014692i,0.00065854-0.0015208i,0.00076115-0.00085793i,0.00047356-0.00068732i,-7.7987e-05-0.00085615i,0.00010686-0.00061174i,0.00065707-0.00049506i,6.9552e-05-0.0010739i
0.00073858+0.00089935i,-0.00048439-0.00012976i,0.00034961+0.0010128i,0.0028854+0.00019779i,0.0032988-0.0016769i,0.0014329-0.0014179i,0.00064148-2.9562e-05i,0.00064147+0.00054862i,0.00050703+4.4487e-08i,0.00020716-0.00017143i,-6.2679e-05-0.00037626i,0.00029696+5.4127e-05i,0.0012057+0.00084508i,0.00090684+0.0013632i,-1.1373e-05+0.0015159i,0.00053573+0.0011149i,0.00060815+0.00086745i,0.0001142+0.00025816i,-5.9048e-05-1.4852e-05i,0.0001833+0.00038975i,4.2178e-07+0.00045668i,-0.00044987+0.00029005i,-0.00056655+0.00015212i
-8.4888e-05+0.0022814i,-1.7169e-05+0.0010084i,-0.00058145+0.001404i,5.8068e-05+0.0034425i,0.0023043+0.0036471i,0.0030958+0.0013948i,0.0013465-0.00048955i,-9.4124e-05-0.0002481i,-2.5708e-05+0.00012763i,0.00041223+0.00037953i,-0.00011837+0.0011903i,-0.00051955+0.0014943i,-8.8989e-05+0.00082121i,-0.00014543+0.00017891i,-0.000674-0.00024257i,-0.0010044+1.035e-05i,-0.0011424-4.1587e-05i,-0.00083349-0.0004591i,-0.00056536-4.0795e-05i,-6.7379e-05+6.7962e-05i,0.000115-0.00021406i,-0.00033486-0.00080762i,-0.00041268-0.00017122i
0.0011758-0.002532i,-0.0016328-0.0034738i,-0.003429-0.0046287i,-0.0039909-0.0055239i,-0.0041124-0.0033212i,-0.0028103-0.00031163i,-0.0014187+0.00083957i,-0.0020172+0.00021318i,-0.0022285-0.00014573i,-0.0017541+0.00037608i,-0.001312+0.00064478i,-0.00028473+0.0005441i,-1.6196e-05+0.00068327i,-0.000677+0.00011802i,-0.0011557-0.0012328i,-0.00079767-0.0011503i,-0.00048229-0.001081i,-0.00036287-0.0013352i,-0.00033112-0.00066469i,-7.9196e-05-0.00041148i,7.1234e-05-0.00085286i,5.5244e-05-0.00089331i,0.000535-0.00010038i
0.0033981-7.9509e-05i,0.0025712-0.0019505i,0.0035108-0.0034008i,0.004259-0.0044029i,0.0024903-0.0041366i,0.00040567-0.0027293i,0.00056632-0.00088807i,0.0012814-0.00076328i,0.00046317-0.001664i,-0.00053862-0.0011589i,-0.00022451-0.00049169i,0.00058995-0.00031544i,0.00019205-0.00043151i,0.00018408-0.0009974i,0.00071138-0.0007112i,0.00061899-2.8596e-05i,0.00081323-5.4754e-05i,0.00072275-0.00019571i,-0.00037073+2.8936e-06i,-0.00058556+0.0001753i,0.00029701+0.00070776i,0.00060834+0.00066354i,0.00017083+0.00036252i
-0.0017135-0.0016737i,-0.0011344-0.0014033i,-0.00094174+0.00069204i,0.00038419+0.002989i,0.0017474+0.0029919i,0.0022959+0.00075404i,0.0020102-0.00012967i,0.001268+0.00031342i,0.00080367+0.00049517i,0.00048752+0.00015195i,0.00019035+0.00040234i,-0.00018793+9.5384e-05i,-0.00047393-0.00011388i,-0.00034757+0.00045306i,8.748e-05+0.00026597i,0.0002477-0.00012359i,0.0001869+0.0003471i,-0.00018226+0.00063193i,-0.00060602+0.00041391i,-0.00029001+0.00051301i,-9.0113e-05+0.00031816i,-0.00010882+4.0182e-06i,-0.00032068+0.00018303i
-0.00027649-0.0011324i,-0.0023356-0.00090356i,-0.0038568-0.0016606i,-0.0051084-0.0014418i,-0.0039135-0.00021655i,-0.0014067+0.00039606i,-0.00058946+0.00062334i,-0.00033159+0.00060882i,-0.00049617+0.0011514i,-0.00035927+0.0017009i,-0.0005945+0.0011847i,-0.00039613+0.00064542i,0.00048837-0.00038091i,0.00081592-0.0013114i,0.00052925-0.0014588i,-0.00045254-0.0012155i,-0.0010693-0.00079316i,-0.00099442-2.11e-05i,-0.00039813+0.00036204i,-4.951e-05-1.2368e-05i,-0.00049508-0.00051483i,-0.00066934-0.00086301i,-0.00089668-0.00091345i
0.00078734-0.0028118i,0.00082221-0.0038146i,0.00054683-0.004865i,0.0010777-0.0058969i,0.0007214-0.004887i,0.00044842-0.0014607i,0.0009159+6.595e-05i,0.00044247-0.00087501i,-0.0012301-0.00073479i,-0.0016628+0.00039065i,-0.00059323+0.00060788i,0.00065796+0.00021314i,0.0015176+6.483e-05i,0.0020413+0.00025362i,0.0023226+0.00013851i,0.0016768-0.00014843i,0.00070775-0.00011473i,0.00043542-0.00041492i,0.00013485-0.00018498i,-0.00050252-4.6778e-05i,0.00022565-0.00059744i,0.00040239-0.00045181i,4.3773e-05+7.4533e-05i
-0.002338-0.00040383i,-0.0014349+0.00013408i,0.00016985+0.0022569i,0.002611+0.0021112i,0.0035542+0.00025662i,0.0024421-0.00034664i,0.00065018+0.00011805i,0.0003233+0.00034496i,0.00019068-0.0006084i,0.00028682-0.001069i,0.00047884+0.00027023i,0.00047396+0.000879i,9.1333e-05+0.00021643i,5.2819e-05-0.00017623i,-8.2925e-05-0.00028382i,0.00010465-4.7575e-06i,0.00041184+0.00013333i,0.00012513+0.00022686i,0.00012696+0.00060928i,-5.9728e-06+0.00054467i,-0.00063788+0.00062113i,-0.00086291+0.00070294i,-0.00045798+0.00079905i
0.00143-0.00045002i,0.001268-0.00090692i,-0.00038586-0.0010255i,-0.0025391+0.0011288i,-0.0025188+0.00235i,-0.0014156+0.0017212i,-0.0010652+0.00099922i,-0.0011139+0.00090731i,-0.00037419+0.00083287i,0.00086036+0.00020088i,0.00033634+0.00033929i,-0.00067161+0.00080713i,2.9471e-05+0.00015793i,0.00089878-0.00024722i,0.0004934+0.00034786i,-0.00089758+0.00084207i,-0.0013903+0.00075003i,-0.00078316+0.00098576i,-0.0005344+0.00099041i,-0.00032407+5.4207e-06i,-0.00025551-0.00039523i,-0.0008113-0.00046754i,-0.00058494-0.0008278i
-0.0029518-0.0043842i,-0.0048767-0.0047398i,-0.005052-0.0048424i,-0.004262-0.0046526i,-0.0036312-0.00327i,-0.0022111-0.00082972i,-0.0012342-0.00023054i,-0.001398-0.00082398i,-0.0013899+0.00022584i,-0.00093483+0.0017052i,-0.00012603+0.00097418i,0.0002392+4.7884e-06i,0.00041777+0.00036521i,0.00065932+0.00043977i,0.00023649+0.00029983i,-4.0856e-05+0.00072139i,0.00028117+0.0001181i,8.9163e-05-0.00064349i,-0.00078857-0.00086995i,-0.0001626-0.00028215i,0.0010638+9.978e-05i,0.00095766-0.00049897i,-0.00021465-0.00083771i
0.0016297-0.001234i,0.0021958-0.0008561i,0.0031823-0.00043222i,0.0046654-0.0014334i,0.0043382-0.0024562i,0.0027591-0.0019577i,0.00191-0.0010615i,0.0011826-0.0012467i,0.00026902-0.0015079i,0.00012633-0.0011381i,-0.00028076-0.0010375i,-0.00035486+0.00030422i,0.00041171+0.0012815i,0.00080183+0.00036734i,0.00070582-0.00079155i,0.0006266-0.00051037i,0.0015396-0.00052666i,0.0015624-0.0012043i,0.00056712-0.00069956i,-0.00027209-0.0004467i,-4.5478e-05-0.00070692i,-0.00013544-0.00062382i,-3.1917e-05-0.00052912i
0.00044702-0.00079448i,-0.00026931-0.00084069i,-0.00090305+0.0004193i,-0.001018+0.0022314i,-0.0010102+0.0034848i,-0.00040045+0.0029074i,0.00076645+0.0011969i,0.0010485+0.00016746i,0.00061048+0.00036444i,0.00032415-0.0001625i,0.0006572-0.00077874i,0.0003868-0.00046474i,-0.00011534-0.00050346i,8.8778e-05-0.00055097i,-0.00065749+0.0013843i,-0.0010851+0.0024378i,-0.00017794+0.0020929i,0.00033928+0.0011823i,-2.6586e-05+7.7185e-05i,0.00021305-0.00035399i,0.00041408-0.00035481i,-0.0003807-0.00051712i,-0.0011051-0.0006091i
-0.0020905-0.00049781i,-0.0031013-0.00097906i,-0.0035767-0.0018116i,-0.0028974-0.0021546i,-0.0012958-0.0013703i,-0.00055054-0.0012789i,-0.0017281-0.00098161i,-0.0022727-0.00041456i,-0.0018767+2.8944e-05i,-0.00098214+0.00069985i,0.00019427+0.0010386i,0.00025563-5.5403e-05i,2.5649e-05-0.0002811i,0.00026962+2.6735e-05i,0.00025281-0.000856i,-0.00051966-0.0011224i,-0.0013254+0.00017377i,-0.0012185+0.00097413i,-0.00053169-0.00022614i,0.0001061-0.00052629i,0.00061323-0.00073153i,0.00065366-0.0015827i,0.00013787-0.0013307i
-0.00038021+0.00078977i,-4.3698e-05+0.0003073i,0.0023059-0.0016873i,0.0040074-0.0039221i,0.0034802-0.0037502i,0.0030185-0.0019755i,0.0024088-0.0010242i,0.00079292-0.0013619i,-0.00055808-0.0011072i,-0.0019161-0.00067653i,-0.0018632-0.00043211i,-0.00088747+0.00052219i,-0.00017615+0.0010541i,3.605e-05+0.0010372i,4.6787e-05+0.00051397i,-0.00030071-0.00075156i,-0.00036849-0.0012254i,-0.00033187-0.0008804i,-0.00046621-0.00044382i,-0.00036113+0.0002367i,-0.0001697+0.00043137i,8.9704e-05-0.00026116i,-0.00015696-0.00057745i
0.00015067-0.00013394i,0.0012317-0.00036352i,0.002385+0.0012588i,0.0041571+0.0025371i,0.0045383+0.0024287i,0.0034281+0.0017999i,0.002125+0.0010158i,0.0010255+0.00018703i,0.00018798+0.00035728i,0.00029143+0.00045801i,-0.0001189-4.808e-05i,-0.00023385-0.00018505i,-0.00023584-0.00036946i,-0.00064911-0.00029544i,-0.00049607-0.00012852i,-0.00022356+0.00035607i,-0.00012246+0.00089118i,0.00031043+0.00037055i,-0.00015881-0.00041989i,-0.00020102-0.00037423i,0.00018009+0.00067905i,-0.0005602+0.00091149i,-0.00084085-0.00063078i
-0.0043625+1.0646e-05i,-0.0033016-0.0003042i,-0.0037978-0.00017627i,-0.0046787+0.0010604i,-0.0034528+0.0020247i,-0.001916+0.0012587i,-0.00074437+0.00011794i,-0.00066042+0.00016862i,-0.0010218+0.00089869i,-0.00018955+0.0011736i,0.00093976+0.0010713i,0.0012585-0.00029831i,0.00098298-0.00086783i,0.00014825-0.00018591i,-0.0001167+0.00014703i,-0.0006162+0.00048978i,-0.00097889+0.00047635i,-0.00061172+5.7135e-05i,-0.00067861-0.00018587i,-0.0010831-0.00092142i,-0.00079534-0.001665i,-0.0003842-0.00052213i,3.4036e-05+0.00078763i
0.00098226-0.0014495i,-0.00058709-0.0013601i,-0.00066599-0.0035483i,-0.00063983-0.005502i,-0.0010555-0.0047129i,-0.00067797-0.0024907i,-0.001477-0.0012631i,-0.0025568-0.0010044i,-0.0023069-0.00059152i,-0.0017974-0.00074107i,-0.00060318-0.00041841i,0.00025683+0.0008917i,0.000806+0.0010201i,0.00023172+0.00011887i,-0.00050159-0.00017122i,-0.00033345+0.00040592i,-0.00030938+0.00036872i,-0.0010028+9.0601e-05i,-0.00088918+0.00027584i,0.0003012+5.2479e-05i,0.00065834-3.9541e-05i,-1.9932e-05-0.00034393i,0.00012989-0.00028207i
-0.00089318+0.0037405i,0.0018433+0.001774i,0.0045665+0.00081247i,0.0068113+0.00064054i,0.0072475+0.00056604i,0.0054682+0.0004013i,0.003388+0.00058079i,0.0017801-0.00010791i,6.7139e-05+0.00017003i,-0.00044832-0.00018503i,2.9567e-05-0.00108i,3.148e-06-0.00077634i,0.00030148-0.00086682i,-0.00044144-0.00019927i,-0.0012658+0.0003087i,-0.0006762-6.9504e-05i,0.00038702-0.00021352i,0.0010974-0.00016479i,0.00071808-0.00048596i,7.1576e-05-0.00038096i,-9.6636e-05+0.00046735i,-0.00027502+0.0013518i,3.8309e-05+0.0014843i
-0.0030427-0.00044613i,-0.0029039+0.00059013i,-0.0029372+0.0025619i,-0.0010821+0.0036606i,0.000223+0.0034554i,-0.00056667+0.0029819i,-0.0015868+0.0021363i,-0.0013972+0.0016033i,-0.00089677+0.00083722i,7.183e-05+0.00012953i,0.00051816-4.6423e-06i,-0.00016673-0.00015453i,-0.0004939-0.00080259i,-0.0009485-0.0012397i,-0.00164-0.0010226i,-0.0011705+0.00019955i,-0.00012435+0.00091065i,0.00035184+0.00024951i,-0.00051761-0.00016976i,-0.0015692+0.00030372i,-0.0013842+0.00018317i,-0.00064489-0.00020819i,-0.0011758-0.00034387i
-0.00088698-0.00039429i,-0.0021399-0.00075635i,-0.0040701-0.0016259i,-0.0043724-0.002589i,-0.0026776-0.002396i,-0.0018309-0.0014966i,-0.0019221-0.00045344i,-0.0022981-0.00011311i,-0.0020424-0.00029381i,-0.00038585+0.00013541i,0.0005302+0.00065396i,0.00062151+0.00072989i,0.00019876+0.00020589i,-0.00058677+0.00018245i,-0.00051584+0.00081241i,-0.00018494+0.000588i,-0.00017774-0.00057189i,-0.00025091-0.0003105i,-0.00057038+0.00023433i,0.00017556-0.00019633i,0.0012753-0.00029838i,0.0011762-0.00030223i,0.00044723-0.0002964i
0.0006365-0.0013725i,0.00070375-0.0015891i,0.001404-0.0019898i,0.0024772-0.002862i,0.00253-0.0024786i,0.0022532-0.0011761i,0.0018562-0.00074477i,0.00090108-0.0010238i,-0.00091914-0.00046175i,-0.0014162+7.0691e-05i,-0.00013775+0.00050956i,0.00049558+0.00078123i,4.3685e-05+0.001587i,-0.00031852+0.0018072i,-0.00012867+0.00094987i,0.0002587+0.00040903i,0.00014347+0.00033348i,-0.00086697-0.0003792i,-0.00056833-0.00063685i,4.3314e-05-3.7752e-05i,-0.00078718+7.3328e-05i,-0.00027037-0.00011458i,0.00080548+0.00039896i
-0.0017528-0.00048962i,-0.00056251+0.00066141i,0.00084097+0.0015536i,0.0024001+0.0020807i,0.0025598+0.0024027i,0.0015634+0.0028133i,0.00074081+0.0032103i,0.00029422+0.0018067i,0.00064449+0.00017513i,0.0006447+0.00024793i,-0.00045051-0.00070867i,-8.3823e-05-0.00093381i,0.0010773+1.0067e-05i,0.00050235+5.0849e-05i,-0.00032528-9.7672e-05i,-8.6639e-05+0.00042736i,8.961e-05+0.0012274i,0.0002444+0.00093847i,0.00042981+0.00016325i,-0.00025533+0.00024978i,-0.00057517+0.00037157i,2.4586e-06-7.2389e-06i,-1.9812e-05-0.00021657i
-0.0011481-0.0028965i,-0.0019994-0.001196i,-0.0034412-0.0011272i,-0.0046186-0.00030561i,-0.004572+0.0004267i,-0.003509+0.00079941i,-0.0021398+0.0010042i,-0.0013373+0.00031608i,-0.0015932-0.00083673i,-0.001069-0.00069168i,9.3943e-05+0.00018125i,-0.00031482+0.00061522i,-0.00087863+0.00011348i,0.00014158-0.00050404i,0.00022588-0.0007786i,-0.00057484-0.00084475i,-0.00064026+0.00041959i,-0.0006844+0.00087187i,-0.00040791-0.00019216i,0.00018711-0.00079603i,-2.3721e-05-0.00091421i,0.0002143-0.00059549i,0.00032588-4.1304e-05i
-0.0004161-0.00097718i,-0.00054741-0.0020223i,-0.0013465-0.0027366i,-0.00082046-0.0042505i,0.00049981-0.0040974i,0.00099169-0.0027795i,9.6629e-05-0.0021791i,-0.001046-0.0016354i,-0.0020456-0.00032905i,-0.0022695+0.00040507i,-0.00074894+0.00021544i,0.00039306-2.84e-05i,-1.7281e-05-1.2004e-05i,-0.00076237+8.9571e-05i,-0.00031433+0.0004171i,-4.8468e-05+0.0002872i,-0.00072747-0.00045565i,-0.00066898-0.00031405i,-0.00012704+0.00052602i,-9.6702e-05+0.0010035i,-0.00024665+0.00059883i,7.4294e-06+0.0004403i,0.0001237-1.189e-05i
-0.001685+0.00070991i,-0.00021818+0.0015214i,0.0015593+0.0013276i,0.0028748+0.00048588i,0.0025776+0.0004773i,0.0017549+0.0008221i,0.0015194+0.00050525i,0.0014202+6.7874e-05i,5.9478e-05+1.8035e-05i,-0.00046031-0.00033803i,0.00037585-0.00086975i,-0.0002362-0.00050066i,-0.00097214-7.6123e-05i,-0.0011988+0.00020927i,-0.00055258+0.00083564i,-0.00011502-0.00017304i,-0.00028461-0.0010528i,-0.0003303-0.0010034i,-0.00074833-0.0010716i,-0.00046493-0.00062652i,0.00034596-2.4816e-05i,0.00026135+0.00038605i,-0.00024246+0.00033215i
