-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
0.00024979-0.00013914i,-9.6194e-05-0.001221i,-0.00016154-0.002233i,-0.00061755-0.0020143i,-0.0010753-0.0018997i,-0.00082406-0.0012592i,-0.00016739-0.00045704i,0.00035912+0.0007852i,0.00011406+0.0010772i,-7.3734e-05-0.0002675i,-2.2888e-05-0.00035713i,-0.00017416-0.00043452i,-0.00063848-0.00076724i,-0.00028472-0.00032853i,-0.00012099+8.7771e-05i,-0.00068851+0.00063368i,-0.00056341+0.00087542i,-0.00018935+0.0010562i,9.6892e-05+0.0013221i,3.8507e-05+0.0010287i,0.00061925+0.00015793i,0.00048019+6.7881e-05i,-0.00024416+0.00031536i
0.0010118+0.001368i,0.00043004+0.001365i,0.0011538+0.00040056i,0.00088139-0.00061782i,-0.00013389-0.0010465i,-0.00080035-0.001106i,-0.00082907-0.00047257i,-0.00018131-0.0003795i,0.00033058-8.7424e-05i,0.00011053-0.00015877i,-0.00050091-0.00032799i,-0.00081361+0.00018561i,-0.00088401+0.00042452i,-0.0012271+0.00011937i,-0.0011781-0.00024098i,-0.00082651-0.00024235i,-0.00025285-0.00015851i,-0.00086161-0.00058339i,-0.00058625-0.00043315i,0.00016332+0.00071575i,2.0249e-06+0.00061884i,-0.00014477-0.00032392i,0.00013227-0.00046156i
-0.00036012-0.00019534i,-0.00080637+8.1615e-05i,-0.0019352+0.00027037i,-0.0023586-0.00048438i,-0.0019521-0.00063763i,-0.00089366-0.00064495i,0.00057545-0.00014667i,0.0012276+0.00088206i,0.00035152+0.00027915i,0.00018732-0.00085012i,0.00042441-0.00065255i,0.00013291-0.00024641i,0.00021951-0.0004549i,0.00028659-0.00031727i,-8.989e-05+7.5059e-05i,-0.00023609+5.96e-05i,-1.1347e-05-8.999e-05i,0.00025654-0.00023338i,0.00045351+0.00035831i,0.0012519+0.00049625i,0.0013675+0.0007917i,0.00034232+0.00047655i,-0.00050876-5.9166e-05i
-0.0010335-0.00027781i,-0.00058359-0.00049708i,-0.00045749-0.00064854i,0.0001438-0.00075589i,-0.00014888-0.00093847i,-0.0013167-0.00031635i,-0.0010811-4.4263e-05i,-3.9911e-05-0.00045611i,-0.00025513-0.00060223i,0.00015751-0.00077437i,0.00061626-0.00085338i,0.00029189-0.00050518i,-0.00011886+0.00032598i,-0.00045778+0.00064985i,1.7359e-05+0.00052291i,0.0001655-0.00010925i,0.00065225+1.7921e-05i,0.0013058+0.00063625i,0.0014053+0.0001292i,0.00055747-4.9474e-05i,-5.0304e-05-0.00014183i,1.7882e-05-0.00058516i,-8.6387e-05-0.00020822i
0.0018049-0.00045724i,0.00093461-0.00063279i,0.00084791-0.0015387i,0.00072518-0.0020521i,-0.00037656-0.0020771i,-0.0017532-0.0018685i,-0.0014709-0.00098273i,-0.00061765-0.00037214i,-0.00035011-0.00057806i,-0.00059278-0.0010158i,-0.00057241-0.00053991i,-7.2505e-05+0.0003079i,1.0047e-05+0.0008945i,-0.00025986+0.00077086i,-3.6921e-05-8.0214e-05i,-0.00016933-0.00066724i,-0.00082159-0.00046286i,-0.00029622-0.00058656i,0.00090575-0.00039566i,0.0011986-4.49e-05i,0.00063492+0.00028324i,0.00058981+0.00036631i,0.0011003+0.000134i
6.3225e-05+0.00072124i,-0.0006042+0.00097799i,-0.0010267-7.7996e-06i,-0.00098089-0.001842i,-0.0017081-0.0022749i,-0.0022251-0.0014586i,-0.0017337-0.00026889i,-0.00066399-0.00010647i,-0.00067152-0.00065609i,-0.0010655-0.00069024i,-0.00070432-0.0008751i,-0.00055041-0.00070227i,-0.00056185-0.00031751i,-0.00051609-0.00023204i,-6.2101e-05+3.2232e-05i,-0.00041261+0.00038136i,-0.00089176-0.00025709i,-0.00047119-0.00068851i,-0.00026251-0.00047563i,-0.00069895-0.00041738i,-0.00085164-0.00048912i,-0.00018827-0.00036971i,0.00049249-0.00071296i
-0.0014217+0.00013856i,-0.0015851-0.0009688i,-0.0026473-0.0016151i,-0.0027553-0.00091934i,-0.0018373-0.00036946i,-0.0011116+0.00035654i,-0.00027486+0.0009971i,-0.00016305+0.00042889i,0.00041408+0.00029583i,0.00062591+0.00054118i,0.00012683+0.00011137i,-6.8558e-05-0.00025443i,-0.00038726-0.00063336i,-0.00084232-0.00057605i,-0.0019744+6.5352e-05i,-0.0012495-0.00026737i,0.00042375-0.00051825i,-7.2003e-05+0.00038775i,-0.00056611+0.00076617i,-0.00074778+0.00066301i,-0.00055851+0.00025511i,0.00068189+0.00022365i,0.0010408+8.0752e-05i
0.00070244-0.00031627i,0.00073667+0.0002137i,0.001409-1.813e-05i,0.0018547-0.0010516i,0.0011323-0.0016288i,-0.00022786-0.00185i,0.00018127-0.0011826i,0.00063741-2.3148e-05i,0.00052393+0.00054337i,0.00030703+3.0643e-05i,-7.3026e-05-0.00024782i,-0.0004305-5.4704e-05i,-0.0004633-0.00056712i,-9.5197e-05-0.00067851i,-0.00061548-0.00075084i,-0.00031947-6.0012e-05i,0.00055298+0.00061082i,0.00087032+0.00015951i,0.00071766-0.00018743i,0.00066152+0.00011384i,0.00054177+0.00032157i,0.00021434+0.00016574i,1.581e-05+0.00014732i
-0.00013833+0.00019362i,-0.0018518+0.00057021i,-0.001823-0.00053904i,-0.00093269-0.0024149i,-0.0010558-0.0028169i,-0.001108-0.0020039i,-0.00092206-0.00073996i,-0.0002137-0.00030252i,0.00075219-0.00048155i,0.0010499-0.00086316i,0.00047733-0.00078526i,-0.0003844-0.00035965i,-0.001489-0.00036912i,-0.0018162+7.078e-05i,-0.0012719+0.00021032i,-0.00090809+0.00081295i,-0.00099763+0.00086092i,-0.0007993-7.4322e-05i,-0.00079597-0.00063341i,-0.00077587-0.00048779i,-0.00037041+0.00027486i,5.6385e-05+0.00050207i,1.1152e-05+0.00025043i
0.00084957-0.0017316i,0.00062147-0.0017836i,-0.00042487-0.0023858i,-0.00093886-0.002096i,-0.0011442-0.0021655i,-0.0015978-0.00088291i,-0.00042314+0.0003386i,0.00058945-4.325e-05i,0.0005435-0.00054215i,0.00021164-0.00093997i,-0.00044121-0.00045796i,-0.00037901+0.00011557i,2.4925e-05-0.00012884i,0.00024951+0.00016157i,0.00015554+0.00067209i,0.00035693+0.00052247i,0.0005713+0.00061103i,0.0001364+0.00037814i,0.00010906-0.00038817i,0.00052845-0.0003678i,0.00061222-6.4749e-06i,0.0003507-6.2999e-05i,-9.6476e-05-2.2612e-05i
0.0012179+0.0002334i,0.0010315+0.0013654i,0.0011072+0.00097397i,0.00039084-0.0004566i,-0.00041465-0.0013131i,-0.0014372-0.00048157i,-0.0011091+0.00098456i,6.2515e-05+0.0015915i,0.00088035+0.00055929i,0.0011069-0.00057548i,0.00063193-0.00061287i,0.00028368-0.00050889i,-0.00010614-0.0009867i,-0.00030078-0.0011518i,-0.00051647-0.0011854i,-0.00071493-0.00012825i,-0.00054609+0.00063055i,-0.00084186+0.00020599i,-0.00058127+0.00064192i,-0.00018017+0.00056376i,0.0002821-0.00038534i,0.00071864-0.00019555i,0.00085924+0.00029352i
-0.0015974+9.8405e-05i,-0.0019812-8.5528e-05i,-0.0018228-3.2423e-06i,-0.00089974-0.00031185i,0.00016458-0.001766i,0.00062806-0.0020496i,-5.0076e-05-0.00084783i,-0.00030732-0.00044972i,0.00066054+7.2061e-05i,0.00056251+0.00079508i,1.3793e-05+0.00051368i,0.00037558-1.9146e-05i,0.00064503-0.00034106i,0.00019455-0.00058645i,-0.0010923-0.00065016i,-0.0012454-0.00055412i,-0.00016624-0.00016566i,-0.00031792+0.00021193i,-0.0012072+0.00068141i,-0.0012095+0.00091664i,-0.00079518+0.00034341i,-0.00065384+0.00029589i,-0.00053337+0.00071134i
-0.00095689-0.002715i,0.00056041-0.002662i,0.00031889-0.0024491i,-0.00076033-0.0019413i,-0.0011927-0.0021703i,-0.0011621-0.0014734i,-0.00042835-0.00010458i,0.00034383+6.7907e-05i,0.00048705+0.00011703i,-0.00010207+0.00020433i,-0.00033088+5.9601e-05i,0.00049828-0.00028874i,0.00063229-0.001255i,-9.4267e-05-0.0014363i,-0.00056302-0.00079076i,-0.00039125-0.00028069i,-0.0001298-0.0002412i,0.00032141-1.0477e-05i,-4.9833e-05+7.9023e-05i,-0.00039585-0.00014443i,-9.0706e-05-0.00065646i,-0.00016275-0.0001055i,0.00039755+0.00059928i
-0.00019501+0.00070889i,-0.0001189+3.8464e-05i,0.00045162+0.0003148i,0.00079487-0.00019941i,0.00092389-0.0011237i,0.00079934-0.00067876i,0.00058247-0.00032057i,0.0011998-0.0010166i,0.0015191-0.00094984i,0.00096546-0.00058361i,0.00040311-0.00073125i,3.6098e-05-0.00034064i,-0.00077161+0.00015934i,-0.0013971+4.7246e-05i,-0.00068912-9.9178e-05i,8.1234e-05-8.6987e-05i,4.5912e-05-2.2131e-05i,-0.00087091-0.00020027i,-0.0014257-8.5723e-05i,-0.00094766+0.00019521i,-0.00072585-6.988e-05i,-0.00040117-0.00039072i,-0.00052995+8.9973e-05i
-0.00056111+0.00043755i,-0.0011038+0.0006869i,-0.0016355-2.2555e-05i,-0.00092075-0.0017088i,-0.00032231-0.0018813i,-0.0012708-0.00058853i,-0.0013435-0.00019665i,5.2093e-05-0.0009012i,0.00070664-0.0018697i,0.00042711-0.0014434i,0.0002922-0.00016639i,6.4632e-05+0.00039972i,-0.0005337+0.00011627i,-0.00057174-0.00037521i,3.6515e-06-0.00020316i,0.0001917+5.2058e-05i,0.00067957+0.00015917i,0.00070843+0.00011546i,-5.4695e-05+0.00079111i,6.8568e-05+0.0010566i,0.00017575+0.00031666i,-0.00038759+0.00014794i,-0.0005882+0.00026388i
-0.0010691-0.0021054i,-0.0012761-0.003011i,-0.00093877-0.002999i,-0.00088843-0.0027827i,-0.00022947-0.0025187i,0.00050877-0.0015761i,0.00051701-0.0005135i,0.00051719-0.00012848i,0.00064788-0.00034226i,0.00030593+0.00025818i,-0.00043402+0.0011481i,-0.0010591+0.00040843i,-0.0006642-3.0238e-05i,0.00037474+9.8508e-05i,0.00091493+0.00020396i,0.00034419+0.00056164i,-0.00013326-0.00011251i,-0.00024795-0.00080327i,-0.00063925-0.00096172i,-0.00072228-0.00094796i,0.00015699-3.8553e-05i,0.00034129+0.00081523i,-0.00049154+0.00046821i
0.0012994+4.962e-05i,0.0011591-0.00094132i,0.0010217-0.0014276i,0.0010751-0.0026309i,0.00033263-0.0026112i,-0.0003867-0.00090621i,-0.00058742+0.0002274i,-0.00047302+0.00018766i,0.00020243+0.00047727i,-4.2622e-05+0.0013569i,-0.00026347+0.0010106i,-7.114e-05-0.00034246i,-0.0002587-0.0012756i,-0.00038316-0.0010477i,-0.00080978-0.00060828i,-0.00089245-0.00021424i,-0.00027282-0.00012194i,-6.8242e-06-2.3818e-05i,-0.00021492+0.0001902i,-0.00025196+0.00013789i,3.1537e-06-0.00015639i,9.9993e-05-0.00058177i,0.00017656-0.00078982i
-0.00050674+0.00013656i,-0.00084206-0.0003796i,-0.0010255-0.0004513i,-0.0010371-0.00079916i,-0.0012685-0.0020557i,-0.0011067-0.0019681i,-0.0001119-0.0005626i,0.00058649+0.00031308i,0.00058051+0.00010149i,-0.00012224-0.00026637i,-1.9935e-05-0.00023319i,0.0002751-6.3457e-05i,-0.00031565+8.0942e-05i,-0.00098251+0.00018336i,-0.001177+0.00050421i,-0.0011479+0.00077406i,-0.0008099+0.00098845i,-0.00020692+0.00056869i,0.00029558-0.00036242i,0.0010788-0.00046897i,0.00067285+0.00017198i,-0.00014686+0.00048898i,-0.00011673+0.00039898i
6.0086e-05-0.00155i,-0.00011919-0.0013959i,-0.0010785-0.0010283i,-0.0018505-0.00089491i,-0.0010574-0.0013535i,-0.0010942-0.0012863i,-0.00090171-0.00039837i,0.00046389+4.4913e-05i,0.00078112+0.00027468i,-0.00010565+0.00037704i,-0.00058209-0.00035345i,0.00021775-0.00046629i,0.00036318-0.00051328i,4.9539e-05-0.0010802i,-9.1398e-05-0.00081773i,0.00023699+0.00025329i,0.00043981+0.00079028i,0.00015042+0.00027103i,4.9033e-07+0.00076322i,-9.1336e-05+0.00059282i,0.0007214-6.0483e-05i,0.00074284+0.00014507i,0.00025867-0.00025546i
0.00010493+0.00089519i,-0.0015887+0.00021985i,0.00016494-0.00022397i,0.0015694-0.0015604i,0.00067525-0.0025238i,-9.3941e-05-0.0020016i,0.00024381-0.00047896i,0.00063894+0.0010341i,0.00069746+0.00071901i,0.00089281-0.00010289i,-9.399e-05+0.00026046i,-0.00083134+0.00079353i,-0.00028712+0.00043202i,0.00023421-0.00016557i,0.00042086-0.00046776i,0.00059039+1.4905e-05i,0.00045983+0.00087905i,0.00049638+0.00073973i,0.00018737+0.00033955i,2.9981e-05+0.0007696i,0.00024709+0.00049351i,0.00036322+6.0803e-05i,-0.00028694+6.7093e-05i
0.00068746+0.00065385i,-0.00072391+0.00038141i,-0.0012198-0.00081291i,-0.0013318-0.0024522i,-0.0012926-0.0032177i,-0.0014807-0.0021855i,-0.0013321-0.00067225i,-0.0002616+0.00022043i,0.00011506+0.00030911i,-9.9966e-05-0.00042108i,9.4131e-05+3.6606e-05i,-0.0005032+0.0010033i,-0.00062405+0.00077755i,-0.0001514-9.8125e-05i,0.00051579-0.00062512i,0.00030325-0.00082068i,-6.8501e-05-0.00010381i,0.0004888+0.00074058i,0.00040263+0.00048882i,-0.00041435+0.0001144i,3.144e-05-0.0003046i,3.0037e-05-0.00038627i,-0.00058038+5.7037e-05i
0.00063039-0.00044409i,0.00027876-0.0019633i,0.00050967-0.002568i,5.8869e-05-0.0027821i,-0.00089186-0.0030799i,-0.0013071-0.001908i,5.2641e-05-0.0001498i,0.00064705+0.00035326i,0.00040438+0.00024522i,3.101e-05-0.00029285i,-0.00013817-0.00047514i,-0.00054442-0.00028038i,-0.00070015-0.00043166i,-0.00034837+0.00030628i,-0.00017398+0.00029848i,0.00046045-0.00052631i,0.00094431-0.00026835i,0.00070591+0.00010746i,0.00053444+0.00020771i,0.00078134+0.00080579i,0.00080789+0.00067872i,0.00040922-0.00057542i,0.00042695-0.00098066i
0.00014482+0.0021491i,-0.0010035+0.00040804i,-3.1358e-05-0.0003915i,-0.00010447-0.00095677i,-0.0013435-0.002348i,-0.0022611-0.0022192i,-0.0021325-0.00044469i,-0.00082294+0.0010718i,-0.00035458+0.001087i,-0.00026719+0.00082777i,4.9991e-05+0.00026182i,-0.00017645-0.00032858i,-0.00043056-7.5149e-05i,-0.00082798+0.00020142i,-0.00038582-2.0765e-06i,0.00038146+0.00082914i,0.00066837+0.00085935i,0.00032213-0.00043536i,-0.00024245+0.00010717i,-0.00077423+0.0012151i,-0.0011485+0.00070141i,-0.00030705+0.0004356i,0.00040514+0.00029427i
-0.0012786+0.00039466i,-0.0010159+0.0006407i,-0.0020731+0.00017093i,-0.0020291-0.001125i,4.0051e-05-0.0024116i,0.00068623-0.0026666i,9.2102e-05-0.0018198i,-0.0003176-0.00092163i,-0.00026913-0.00049289i,-0.00037594+4.3726e-05i,-0.0001311+0.00067651i,-0.00012289+0.00026424i,-0.00080005+1.1949e-05i,-0.00069326-0.00015742i,-0.00066363-3.5768e-05i,-0.00031575+0.00090877i,0.00012348+0.00081583i,5.2783e-05+0.00020365i,-0.00059956+0.00027402i,-0.00061768+0.00078773i,-0.00016402+0.00066488i,0.00014547+0.00019575i,1.8461e-05+1.5094e-05i
0.0013171-0.00021948i,0.0021692-3.2263e-05i,0.0018527+1.5599e-05i,0.0005514-0.0011515i,-0.00032842-0.0027244i,-0.00071805-0.0022443i,-0.00058479-0.00061951i,-7.2017e-05-0.0001171i,4.5759e-05-7.7507e-05i,0.00011777-0.00067895i,-4.0344e-05-0.0010752i,-0.00074333-0.00047699i,-0.00073451+0.00011391i,-0.00029836+0.00041424i,0.00039741+0.00045371i,0.00067585-8.7777e-05i,0.00018161+0.00022917i,2.6467e-05+0.00056253i,0.0003027+0.00041332i,0.00021002+0.0001682i,-0.00068792-1.2559e-05i,-0.00073494-0.00043746i,0.00026257-0.00057743i
0.00097709+0.00021626i,0.00023563+0.0008907i,0.00033398+0.0011834i,-0.00016532+0.00044911i,-0.00056903-0.001104i,-0.00084883-0.0015695i,-0.00026426-0.0010285i,0.00067342-0.00010042i,0.00042541-5.9018e-05i,-0.00012641-0.00039363i,-0.00018633-0.00039703i,-0.00021607-0.00053144i,-5.3701e-05-0.00027027i,0.00041407-0.00027799i,-0.0001197-0.00042291i,-0.00034328+0.00043084i,0.00056323+0.0009327i,0.00090969+0.00051381i,-6.1884e-05+0.00024222i,-0.00064122-0.00027389i,-0.00028354+0.00011137i,-0.00047544-7.1354e-05i,-0.00063472+0.00011263i
-0.00034075-0.00065504i,-0.00054301-0.0018544i,-0.00049977-0.003092i,-0.00056386-0.0037673i,-5.4121e-05-0.0031077i,0.00030549-0.0013103i,-5.4068e-05-0.0001756i,0.00042273+0.00058664i,0.00024333+0.00034395i,1.3895e-05-0.00018139i,-3.8933e-05+0.00049068i,-8.0895e-05+0.00099612i,0.00061264+0.00021912i,0.00096504-0.0011132i,-0.00026995-0.0013638i,-0.0011798-0.0010886i,-0.00076357-0.00034218i,-0.0001283-3.682e-05i,0.00017179-3.3776e-05i,-0.00020643+0.00068825i,-0.00014638+7.6066e-05i,0.00035109-0.00075823i,0.00048025-0.00036964i
-4.2105e-05+0.00049991i,-0.00010392-0.00010211i,0.00029632-0.00096953i,0.00022974-0.0014048i,-0.00019155-0.0020709i,0.00057496-0.001819i,0.00037221-0.0003481i,-0.00058257+0.00063405i,-0.00034339+0.00052949i,0.00030102+0.00043634i,0.0006866-1.2553e-06i,0.00014467-0.00062103i,-0.00076344-0.00096717i,-0.0005248-0.00070687i,0.0002419-0.00052556i,-0.00021641-0.0012507i,-3.8935e-05-0.00081141i,0.00099918-0.00019741i,0.0014967-0.00027676i,0.001176-1.8082e-05i,0.00099325+9.1805e-05i,0.00092963-0.00021165i,-0.00011006+1.5551e-05i
-0.00069488-0.0011818i,0.00011871-0.0013824i,-0.00048978-0.00067596i,-0.0005196-0.0011139i,-0.0003369-0.0022189i,-0.00015006-0.0016777i,0.00017943-0.00092225i,0.00051947-0.00097493i,0.00095939-0.00044446i,0.00087536+0.00021601i,2.9177e-05-0.00045411i,-0.00018274-0.0008658i,-0.00034046-0.0007085i,-0.00073598-0.0011309i,-0.0011845-0.00036407i,-0.0013159+0.00043824i,-0.00075972+9.778e-06i,-0.00010691-0.00073051i,5.2325e-05-0.00012491i,0.00020213+0.00041806i,0.0002896+0.00065221i,-0.00032402+0.00056468i,-0.0002959-0.00032041i
-0.0020767+0.00087551i,-0.0010549-0.00025733i,-0.00049457-0.00068505i,-0.00012601-0.00055567i,-0.00025533-0.0011402i,0.00021048-0.0018695i,0.00022072-0.0012094i,-0.00037115-0.00047889i,-0.00036315-4.3436e-05i,-0.00024906+0.00020917i,-0.00022884-0.00047436i,-0.00027986-0.00060861i,-0.00094027-0.00017746i,-0.00081467-0.00048842i,0.00037251+7.7932e-06i,0.00055527+0.00058992i,0.00072763+0.00051503i,0.0012406+0.00063656i,0.00079005+0.00061627i,-0.0004074+0.0001338i,-0.00080323-7.8992e-05i,-0.00021338-7.8368e-05i,0.00027826-0.00051347i
-0.0002941-0.0013327i,7.3962e-06-0.00040308i,-0.0010134+0.00013037i,-0.0012043-0.0010624i,-0.0010113-0.0016826i,-0.00085638-0.00027464i,-0.0012554+0.0002521i,-0.001304-0.00032623i,-0.00086533+2.6268e-05i,-0.00036793+0.00037995i,-0.00098072-0.00024303i,-0.001335-0.00090737i,-0.0005209-0.00026148i,-4.7346e-05+6.894e-05i,-0.00050607-0.00061417i,-0.00093318-0.00069105i,-0.00027175-0.00058697i,0.00069496+0.00013799i,0.00031408+0.00044562i,-0.00026659+6.1213e-05i,-0.00039305+0.0003528i,-0.00028221-2.8899e-05i,0.00034341-0.00036033i
0.00062337+0.00076187i,-0.00063767-0.0007859i,-0.0011959-0.0018135i,-0.00082564-0.00099233i,-0.00024013-0.00039364i,-0.00013104-0.0015083i,-8.8783e-05-0.001005i,0.00011916-0.00012907i,4.7414e-05-1.5423e-05i,-7.691e-06-0.00053065i,-0.00033059-0.00030452i,-0.00029069+0.0004292i,0.0002019+0.00082671i,-1.7869e-06+0.00066775i,-3.7259e-05+0.00080479i,-6.9597e-05+0.0011253i,-1.0746e-05+0.00040225i,0.00033322-5.842e-06i,-4.9939e-05+0.00070782i,6.4586e-05+0.0011659i,0.00046316+0.00092853i,0.00036155+0.00052019i,-7.838e-05+8.7766e-05i
-0.0016969+0.00022864i,-0.00081775-0.0018129i,-0.00021802-0.0023933i,-0.00020098-0.0033908i,-3.6528e-05-0.0036256i,-8.9639e-05-0.0028217i,-0.00020148-0.0012238i,-0.00061421+0.00025799i,-0.00054552+0.00057756i,-2.2851e-05-9.079e-05i,0.00030563-0.00029466i,0.00033758-0.00070188i,0.00045303-0.0007528i,0.00069182-0.00027237i,-0.0002105-0.00049495i,-0.00047047-0.00036924i,-0.00016705+0.00021316i,6.4254e-05+0.00038513i,0.00012573+0.00064485i,-4.4741e-05+0.00070497i,0.00084576+0.00041688i,0.00077446+0.00042608i,0.00017246+7.5051e-06i
0.00020709+0.0010033i,-0.00018521+0.00062145i,-0.00075984-0.00031348i,-0.0010492-0.0018776i,-0.0010522-0.0027959i,-0.00060229-0.0022517i,0.00026996-0.001441i,0.00055564-0.00076222i,0.00037213-0.00027519i,0.00023128-0.00028707i,0.00056209-0.00058646i,0.00031391-0.00077949i,-0.00029355-0.00050829i,-0.00030427+0.00022039i,-0.00048568+0.00059756i,-0.00055231+1.3547e-05i,-0.00037458-0.00064025i,-0.0005227-0.00092413i,-0.000881-3.1974e-05i,-0.00027169+0.0012342i,0.00027371+0.0010242i,-0.00038526-0.00029727i,-0.00087997-0.00058338i
0.00015123-2.4947e-05i,6.9871e-05+0.00063661i,-0.00056339-4.2534e-05i,-0.0010114-0.0011964i,-0.0010538-0.0014047i,-0.00037651-0.0014581i,0.00013321-0.00075987i,0.00013874+0.00026783i,-0.00023664+0.00042472i,-0.00055231+0.00037206i,-0.00028136-2.9059e-05i,-0.00062681-0.00097668i,-0.00084878-0.0014111i,-0.00066742-0.00070281i,-0.00080845+7.7856e-05i,-0.00086814-0.0010675i,-0.0010725-0.0011388i,-0.00066151+0.00061875i,-0.00024444+0.0012284i,0.00024035+0.00064828i,0.00082332+0.0002285i,0.0010052-0.00014785i,0.00073903+0.00014269i
-8.2902e-05-0.0007855i,8.0198e-05-0.0019348i,5.6079e-05-0.0019799i,-0.00059503-0.0017138i,-0.0009658-0.0023682i,-0.0009704-0.0024747i,-0.0010916-0.00059423i,-0.000385+0.00066288i,0.00045049+0.00066809i,0.00034495+0.00062966i,-0.00039025+5.4804e-06i,-0.00086606-0.00054443i,-0.0011874-3.1572e-05i,-0.0014483+0.00014154i,-0.00099413+0.00011437i,-0.00064362+0.00067901i,-0.00071968+0.00088889i,-0.00028967+0.00044366i,0.00079196+0.00056828i,0.001337+0.0019005i,0.00054223+0.0018589i,2.3478e-05+0.00055888i,-0.0007715+0.00023104i
0.00085584+0.001001i,0.00037123+0.0012999i,0.0012556+0.00095591i,0.0018581-0.00051089i,0.0013968-0.0017436i,0.00059731-0.00091392i,0.00027025-0.00012106i,0.00063221-0.00018033i,0.00080707-0.00038036i,0.00064241-0.0010533i,0.00077476-0.0011074i,0.0010101+0.0003216i,0.00066807+0.00134i,-0.00020189+0.001282i,-0.000696+0.00094454i,-0.00031269+0.00074767i,-7.6366e-05-3.5085e-05i,0.0002029+0.00042357i,0.00038573+0.0008598i,-0.00013991+0.0006446i,-0.0002038+0.0006547i,0.0002682-8.9208e-05i,0.00032417-0.00079734i
-0.0023631+0.00025758i,-0.0024492-0.0014022i,-0.0018957-0.002688i,-0.001165-0.0028978i,-0.00066452-0.0026511i,-0.00080794-0.0020473i,-0.0011445-0.00035373i,-0.00086697+0.00087652i,-0.00082378+0.00097899i,-0.00011127-1.6369e-05i,0.0002489-0.00055875i,-0.00070554+0.00026105i,-0.00092219+0.0010166i,-0.00041257+0.001299i,-0.00041364+0.0012217i,-0.00047797+0.00051408i,-0.00024393-0.00048576i,7.0123e-05+0.00012365i,0.00028259+0.00033047i,0.00010465-0.00049243i,-0.00012579-0.00097729i,-0.00010769-0.00039512i,-0.00015613-5.4443e-05i
0.00058118-0.00091056i,0.00050776-0.00070313i,-9.0178e-05-0.00098561i,-0.00031034-0.0016708i,-0.00070055-0.0014975i,-0.00023497-0.0013893i,0.00050227-0.0014078i,0.00032553-0.00044081i,0.00013999+0.00047069i,0.00060303+0.00060573i,0.001156+0.00027691i,0.0012969-0.00067882i,0.00089864-0.00047312i,0.00045415-0.00022403i,0.00023585-0.00045969i,0.0001825+0.00058244i,0.00062297+0.0011909i,0.00031444+0.00018792i,-0.00070086-0.00015101i,-0.00087964+0.00012893i,-0.00031765+0.00010518i,0.00080276-6.2968e-05i,0.0010995-0.00014139i
-0.00055967+0.00028862i,-9.5109e-05-0.0002278i,0.00083877-0.00011642i,0.00031968+0.00033203i,-4.5928e-05-0.00034602i,0.0007849-0.00056311i,0.0012858+0.0002724i,0.0007362+0.00083317i,0.00016762-0.00038603i,0.00022738-0.00073011i,6.898e-05-0.000245i,-0.00046748-0.00092571i,-0.00098225-0.00080345i,-0.0010701-0.00021311i,-0.00039994-0.00025993i,-0.00022979-4.0171e-05i,-0.00016745-6.8144e-05i,-0.00015116-0.00061566i,-0.00049085-0.00034604i,-0.00018676+0.00038097i,8.8599e-05-0.00033146i,7.9449e-05-0.0014264i,0.00054466-0.0011875i
-0.00057396-0.00090516i,-0.0002234-0.00083812i,-0.00063521-0.00049912i,-0.0012288-0.0011511i,-0.0013673-0.0024701i,-0.0012702-0.0019318i,-0.0012635-0.00095911i,-0.00054435-0.00083529i,-1.9052e-05-0.0011895i,0.0003537-0.00083609i,0.00032243-0.00065606i,6.3764e-07-0.00055204i,-0.00069745+0.00021749i,-0.00088062+0.00050682i,-0.00027458+0.00050517i,-0.00075549+0.0004994i,-0.001117+0.00015603i,-0.00075206+0.00034695i,-0.00085343+0.00076099i,-0.00027026+0.00030568i,0.00037213+0.00022352i,0.00035162+2.9e-05i,0.0005589-4.4917e-05i
0.00030806-0.00040281i,-0.00042807+0.00011658i,-0.0015436-0.00075794i,-0.0022973-0.0013675i,-0.00157-0.0025347i,-0.00065872-0.0025392i,-1.9361e-05-0.0011034i,0.00046067-0.0009279i,-8.012e-05-0.0016293i,-0.00017323-0.0017279i,-0.00034634-0.00083672i,-0.00068412-0.00014752i,-0.00066198+0.0002639i,-0.00060456+0.00096643i,1.9183e-05+0.00096608i,8.0264e-05+0.00028447i,-0.00039598-0.00023516i,-0.00042544+0.0001326i,-0.00039688+0.00079633i,0.00058909+0.00070887i,0.00087249+0.0002981i,-0.00015815+0.00034684i,-0.00046555+0.00051333i
