0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
-0.0031095+0.0019493i,-0.002979+0.0028313i,-0.00083592+0.0050061i,0.0010208+0.004445i,0.0022968+0.0016599i,0.0017605-0.00027827i,5.2188e-05-0.00067628i,-0.0002024-0.00014046i,0.00039616+2.5962e-05i,0.00091109+1.7562e-05i,0.00066517+0.00088567i,1.9908e-06+0.00074154i,-0.00036339-0.00043563i,-0.00080402-0.00071677i,-0.00023556-0.0003i,0.00043419+0.00011473i,0.00028529+0.00029962i,-0.00025838+0.00025657i,1.3391e-05+1.6251e-05i,-0.00015142-0.00026432i,-0.00078463+4.4059e-05i,-0.00056176+0.00018605i,0.00011774-0.00039823i
0.0027917-0.00023882i,0.001475+4.068e-05i,0.00062265-0.0007685i,0.00072499-0.00070372i,0.0012348+1.0661e-05i,0.00071542-0.00030704i,-0.00045097-4.4316e-05i,-0.00047446-0.00014892i,0.00095357-0.001119i,0.0012841-0.0015285i,0.00040325-0.00070288i,-0.0007499-0.00022331i,-0.0012885+7.5176e-05i,-0.0012833-0.00032795i,-0.00086106+5.835e-05i,-0.00067925+0.00061296i,-0.00094588+6.5221e-05i,-0.00073405-8.0751e-05i,-0.00030605+0.00037574i,-0.00084101+0.00045284i,-0.0013193+0.0001876i,-0.00061431+0.00024569i,-7.654e-05+0.00022486i
-0.00069274+0.0017778i,-0.00032916+0.002015i,4.3227e-05+0.0028268i,0.00027844+0.0023146i,0.0010321+0.00018267i,0.001325-0.00062233i,4.1462e-05+3.4861e-05i,-0.00049289+0.00040474i,-0.00033162+0.00023545i,0.0001387+0.00013246i,0.00031418-0.00027892i,0.00037174-0.00043912i,0.00015555-6.1231e-05i,-0.00046083+7.6332e-05i,-0.00048095+0.00032831i,-6.8875e-05+0.00033355i,4.0546e-05+0.00050497i,-0.00018296+0.00039156i,0.00027275-9.568e-05i,0.00059295-3.2388e-05i,0.00022057-0.00051114i,3.862e-05-0.00059554i,4.0328e-05+0.0004953i
-0.0045135-0.0022273i,-0.0031476-0.00019357i,-0.0022767+0.0020496i,-0.00045818+0.0030113i,0.00088678+0.0019289i,0.00095376+0.00011353i,0.00041887-0.00034723i,-6.6083e-05-0.00025647i,-0.00019711-0.00072561i,0.00030018-0.00048298i,-0.00025964+0.00037436i,-0.00047373-1.6733e-05i,-0.00037404-0.00069647i,-0.00027054-0.00059709i,-0.00053662-0.00025917i,-0.00041565+0.00024098i,-0.00015874+0.00053543i,0.00022659+0.0002961i,0.00039374+0.00027242i,0.00011357+0.00087222i,0.00037066+0.00024166i,0.00054572-0.00086174i,0.00035259-0.0010636i
0.003166-0.003021i,0.0023768-0.0023639i,0.00092498-0.00026613i,0.00083944+0.00047472i,0.00048285+0.00021158i,-0.0003611-0.00049867i,-9.581e-05-0.00069309i,0.00029863-0.00062961i,-0.00010886-0.00085104i,-0.00015113-0.0011383i,0.00021158-0.0011993i,0.00021723-0.00096105i,-0.00010041-0.0012641i,-0.00066882-0.00083164i,-0.00063561-0.00059338i,-0.00046392-0.00023519i,-0.00049723+0.00021962i,0.00046232+0.00013567i,0.00072411+3.525e-05i,0.00084646-0.00025303i,0.0011012-0.00058104i,0.00056417-0.00036842i,-8.6735e-05-3.4855e-05i
-0.0013432+0.0024048i,-0.0023402+0.0027326i,-0.002242+0.0034245i,-0.00015891+0.0040992i,0.0019305+0.003046i,0.0021412+0.0010203i,0.001155+0.00040368i,0.00066998+0.00070913i,0.00082069+0.00099822i,0.0010018+0.00031291i,0.0012735-0.0003305i,0.0013-3.5281e-05i,0.00028264+7.1529e-06i,-0.00056994-7.8117e-05i,-0.00038587+4.0078e-05i,-0.0004732-8.0047e-05i,-6.6325e-05-0.0006604i,0.00047656-0.0010843i,0.00040536-0.00026482i,-5.8068e-05-8.5393e-05i,-0.00039355+0.00016926i,-0.00056645+0.0010595i,-0.00058223+0.0011935i
-0.00098666-0.00057058i,-0.00046951+7.2653e-05i,-0.00063871+0.0009308i,-5.2388e-06+0.0018615i,0.00034748+0.0013391i,-0.00036527+0.000377i,-0.00038517+6.4031e-05i,0.00041813+0.00036595i,0.00079642+0.00055247i,0.0009077+0.0003629i,-0.00015088+0.00033895i,-0.0013667+0.00030083i,-0.00049677+0.00089081i,0.00087323+0.00020604i,0.00091653-0.00095838i,-0.00010353-0.00050804i,-0.0009634+0.00011352i,-0.00065821+0.00010038i,-0.00032702-0.00058057i,-0.00036766-0.00062751i,-0.00059297+0.00017269i,-0.001122+3.076e-05i,-0.0010648-0.00090252i
0.0017412+0.0013775i,0.0012667+0.0015283i,0.00084065+0.00080973i,0.00022512+0.00087064i,0.00076717+0.00014678i,0.0011997-0.0011411i,0.00068373-0.00090798i,0.00040566-0.00027386i,0.00017536-0.0004328i,-0.0004373-0.00022492i,-0.0010941+0.00023283i,-0.0010081+0.00016807i,-0.00062534-0.00075611i,-0.00022941-0.00069352i,0.00019029+0.00025501i,0.00088623+3.3928e-05i,0.00093221-0.00045378i,-6.5263e-05-3.9259e-05i,-0.00039947+0.00062347i,-5.2994e-05+0.001184i,-6.4429e-05+0.0012041i,-0.00063289+0.00075495i,-0.00068561+5.7423e-05i
-0.0014984-0.00075689i,-0.0010853+0.00021496i,-0.00084553+0.0017986i,-4.276e-05+0.0014976i,0.00025539+0.00018512i,0.00061696-0.00017924i,0.00030526+9.7307e-05i,-0.00033043+0.00075867i,-0.00055934+0.0005923i,-0.00031588-0.00014983i,-0.0007303+0.00043693i,-0.0010498+0.00057402i,-0.0010034-5.8805e-05i,-0.00036531-0.00021478i,0.0003658-0.00043159i,3.8084e-05-0.00030118i,-0.00040439-0.00014342i,-0.00040721-0.00018896i,-0.0004885+0.00079437i,-0.00024952+0.00075682i,6.2896e-06+8.7497e-05i,-3.2894e-05-0.00029363i,0.0001013-5.6238e-05i
0.0020451-0.0027544i,0.00028783-0.0014892i,0.00020682-0.00019542i,0.00077456+0.0005282i,0.00087679+0.00038063i,-9.4192e-06+0.00018183i,-0.0006066+0.00061478i,-0.00041224-5.4128e-05i,0.00038894+4.3199e-05i,0.00072256+0.00074189i,-0.00021406+0.00048117i,-0.00081894-4.2058e-05i,-0.000222+0.00033997i,0.00015602+0.00083893i,-0.0005497+0.00048662i,-0.00067461-0.00043405i,0.00034562-0.00050179i,0.0008361+0.00030023i,0.00083172+0.0006743i,0.00036124+0.00044316i,0.0001174+0.00025331i,0.000549+0.00029571i,0.00035553+0.00010866i
0.00077918-0.001479i,0.00015469-0.00026401i,0.00018403+0.0012775i,0.000659+0.00089358i,0.00052262-0.00027926i,-5.3724e-05+0.00014473i,-1.2214e-05+0.0010874i,0.00058449+0.00039217i,0.00048913-0.00067421i,-0.00068015-0.001089i,-0.001141-0.00092784i,-0.0007025-0.00049879i,-0.0004969-0.00080666i,-0.00046077-0.0006683i,-0.00047325-0.00039466i,-0.00085699-0.00029046i,-0.00043813-0.00012271i,-0.00024707+2.9447e-05i,0.00033441-0.00063441i,0.00058718-0.00088797i,0.00017422-0.00016111i,0.00029552-6.0497e-05i,1.2423e-05-0.00046122i
-0.00089071+6.8019e-05i,-0.00023868-0.00045625i,0.0006581+0.0012283i,0.0010697+0.0021782i,0.0014559+0.00075725i,0.0011913-0.00062717i,0.0007436-0.0010051i,0.00042719-0.0003763i,-0.00026087-0.00017877i,-0.00022055-0.0010145i,0.00020763-0.00096906i,0.00047899-0.00035756i,0.0010061-0.00014491i,0.0002045+6.4266e-05i,-0.0010025-0.00016411i,-0.0012647-0.00083989i,-0.00056568-0.00043989i,0.00052774+5.6166e-05i,0.00095631-0.00026344i,0.00089619-2.1102e-05i,0.00041477+0.00050396i,1.7592e-05+1.8101e-05i,0.0006165-0.0002737i
8.5098e-05+0.00112i,-0.00017987+0.0021055i,-0.00042377+0.0027356i,0.00047457+0.0028731i,0.0015183+0.0017299i,0.00017428+0.00053243i,-0.00090365-0.00018041i,-0.00059578-0.00069217i,-0.00030051-0.00069714i,0.00026246-0.00080344i,0.00051661-0.00087113i,0.00017554-0.00033348i,0.00060511-0.00040368i,0.00021948-0.00029794i,-0.00035036+0.00051839i,-0.00061827+0.00033597i,-0.00039029-0.00048489i,-0.00028025-0.00062515i,-0.00069172-0.00060722i,0.00031138-0.0008247i,0.00093788-2.4983e-06i,7.2353e-05+0.00037756i,0.00028778-0.00042867i
0.0035188-0.0010276i,0.0019971-0.0019391i,0.00063087-0.002299i,0.0004837-0.001213i,0.00060497-0.00047548i,0.00037292-0.00024165i,0.00026082-0.00025997i,0.00044273+0.00012571i,0.00079797+0.00042249i,0.00023641-1.7503e-05i,-0.0005622-1.5045e-05i,-0.00013656+0.00035777i,-0.00035205-0.00023432i,-0.00046431-0.0011667i,-0.00012533-0.00077119i,-0.00040172+0.00029657i,-0.00073428+0.00020066i,-0.00038642-0.00044105i,-0.00011587-0.00049426i,0.00027898-0.00076846i,0.00038779-0.00037502i,0.00027795+0.00033026i,0.00012605+0.00070217i
-0.00096818-0.0013639i,-0.0007066-0.00035103i,-0.00031451+0.0016436i,1.979e-06+0.0033444i,-0.00032197+0.0030569i,-0.00081639+0.0011975i,-0.00072499+0.0001421i,-0.00013952-0.00091431i,-0.00015878-0.0013355i,-0.00039434-0.00051023i,-0.00025482-0.00013822i,-7.4762e-05+7.7516e-05i,0.0002406-0.00020408i,0.00037645-0.00059311i,-0.00020029-0.00089327i,-0.00057255-0.0014932i,-0.00041228-0.00041302i,9.7522e-05+7.634e-05i,0.00059863-0.00019108i,2.299e-05-1.0228e-05i,-0.00027874-0.00025311i,0.00027429-0.00056584i,0.00047165-0.00041546i
-0.0015578-0.0034484i,-0.0029537-0.0013058i,-0.0044586+0.00055813i,-0.0033752+0.0021135i,-0.0016788+0.0026983i,-0.00084643+0.0017265i,-0.00052184+0.0006162i,0.00054801-0.00012489i,0.00087758-0.00091214i,-0.00016821-0.0011996i,-0.0004267-0.0010705i,-0.00063404-0.0012314i,-0.00091896-0.0010212i,-0.0013354-0.00024075i,-0.0013107+0.00075391i,-0.00074251+0.00066333i,-0.00062965-0.00029152i,-0.00061521-0.00059818i,-0.00028755-0.00021513i,3.4537e-05+6.9703e-05i,0.00062575-6.2596e-06i,0.001087-7.4634e-06i,0.00073007+9.6263e-05i
0.0038492+0.0011063i,0.0035993-0.00035063i,0.0029688-0.00030493i,0.0021635-0.00011058i,0.0011336-0.00019279i,0.00020228+0.00011313i,0.00011655+5.3021e-05i,0.0007536-0.00033758i,0.00052122-0.00054578i,0.00032107-0.0006757i,1.0951e-05-0.00028195i,-0.000214-0.00020882i,-0.00019142-7.7682e-05i,-0.00038136+8.9505e-05i,-0.00056031-1.7742e-05i,-0.00080261-0.00030953i,-0.00084103-0.00040155i,-0.00095261-0.00034807i,-0.0010329+0.00018568i,-0.00071306+0.00044135i,-0.00025307+0.00047178i,-0.00013585+0.0010622i,0.00016561+0.0013492i
-0.0054072-0.0016486i,-0.0050256+0.0011359i,-0.0029085+0.0020782i,5.3258e-05+0.0015527i,0.0017885+0.001427i,0.0016968+0.00087465i,0.00060931+0.00038558i,-0.00014544+0.00011958i,0.00057283-0.00039083i,0.00098638-3.7366e-05i,0.0010767+0.00048942i,0.00075614+0.00053466i,-0.00012587-0.00015135i,-3.6964e-05-0.00055816i,0.00013636-0.00013854i,0.00017907+6.5058e-05i,-0.00049061+8.6719e-05i,-0.0012498-0.00023783i,-0.00066846-3.2552e-05i,-0.00013257+0.00044863i,-0.00069595+0.0004602i,-0.00088347-4.9748e-05i,-0.00087844+0.00036686i
0.0041829-0.0040888i,0.0016453-0.0030346i,7.3661e-05-0.0014253i,-0.00044657+7.2004e-05i,-0.00018657+8.4207e-05i,0.00011992-0.00040877i,-0.00013488+0.00065521i,-6.3584e-05+0.001478i,-0.00017894+0.00023667i,-0.00049009-0.00035391i,-0.00032073+0.00071781i,-0.00064512+0.00091519i,-0.00075133-4.1991e-05i,5.0255e-05-0.00046068i,0.00047384+0.00015424i,0.00053712+0.00057825i,0.00012591+7.6282e-05i,-0.00036703-2.6324e-05i,-5.3817e-05-0.00023096i,0.00032046-0.0011656i,0.00020998-0.00060917i,0.00026938+0.00025373i,-2.9951e-05+0.00041615i
0.0018834+0.0029317i,0.0015621+0.002103i,0.0017805+0.0014132i,0.001346+0.00062223i,0.00040219-0.00060407i,5.2846e-05-0.00097787i,-7.3651e-05-0.00046244i,-0.00045208+1.3703e-05i,-0.00064344-0.00030892i,-0.00045913-0.0014151i,-0.00059772-0.0015i,-0.000417-0.00058504i,-1.0536e-05-7.286e-05i,-0.00032028+7.8838e-05i,-0.00067995+0.00028193i,-0.00037791-0.00026569i,1.8929e-06-0.0011826i,0.00043886-0.0010147i,7.6344e-05-0.00036912i,-0.00026327+0.00021834i,-0.00045001+0.00024535i,-0.00070617+0.00049825i,-0.00025481+0.001041i
-0.0031841-0.0025072i,-0.0037615-0.00054103i,-0.0033985+0.0021923i,-0.0021221+0.0033896i,-0.0009457+0.0013489i,-0.00052791-0.00040679i,-0.00011427-0.00015307i,3.2334e-05-0.00022442i,0.00059238-0.0011477i,0.00030618-0.0015114i,-0.00031579-0.00085582i,-0.00016164-0.00079877i,0.00028716-0.00086954i,0.00011366-0.00037485i,-1.9519e-05-0.00057337i,0.00033492-0.00071404i,0.00074609-0.00054929i,0.001129+1.7446e-05i,0.0010532-0.0003657i,0.00034104-0.00051492i,8.8561e-05+0.0005204i,0.00044413+0.00097596i,-0.00018343+0.0012389i
0.0028063+0.0012438i,0.00078148+0.00019864i,-0.00055533+5.3722e-05i,-0.00017893+0.0010522i,0.00015425+0.00095012i,0.00051827+0.00011615i,0.00037108-0.00039921i,0.00017062-0.00061325i,0.00030245-0.00039557i,0.00014095+5.04e-05i,0.00019019-0.00057716i,0.00054042-0.0008565i,0.00020136-0.00065023i,-0.00062046-0.00083566i,-0.00067134-0.00063791i,-0.00026644-0.00054232i,0.00037425-0.00101i,0.00086822-0.0010549i,2.8287e-05-0.00045881i,-0.00018966-0.0002493i,0.00020772+7.4323e-05i,0.0004985-1.4777e-05i,0.00032226-0.00039616i
-0.0029731+0.0015125i,-0.0019879+0.0026748i,-0.0014731+0.0027488i,-0.00025754+0.0029762i,0.00096413+0.0024522i,0.00094543-4.2915e-05i,-0.00028954-0.00039188i,-0.0005202+0.00041133i,0.00077983+0.00038435i,0.0015706+0.00042468i,0.0014094+0.00063182i,0.00083934+0.00034517i,2.7735e-05-3.4042e-05i,-0.00058523-0.00064095i,-0.00025416-0.0013444i,-6.3815e-06-0.00088469i,-0.00040636+0.00036074i,-0.00075217+0.00033333i,-0.00032661-0.00047118i,-5.9612e-06-5.5531e-05i,-0.00058654+0.00022013i,-0.00060836+0.0001682i,-0.00047191+0.00022657i
-7.9826e-06-0.0056564i,-0.0013624-0.0035976i,-0.00084562-0.0019219i,-0.00053149-0.00050615i,-0.00032267-0.00034363i,-0.00033592-0.0008645i,-0.00057103-0.00048862i,0.00024986-0.00018262i,0.00031954+9.457e-05i,-0.00024028-0.00018457i,9.7581e-05-0.00081413i,0.00017677-0.00048114i,9.8101e-05-0.00018282i,0.00057286-0.00018677i,0.00024575-0.00061326i,-0.00035513-0.00026321i,0.00024497+8.4288e-05i,0.0010609+0.00015202i,0.00084095+0.00054599i,5.4518e-05+0.00057936i,-6.8982e-05-0.00041835i,-3.5162e-05-0.0012579i,5.8968e-05-0.00085286i
0.00053454+0.0030569i,-0.00060262+0.0016178i,-0.0010728+0.001356i,-0.00075135+0.0016026i,-0.00014576+0.001073i,-0.00029426+0.00092411i,-0.00028811+0.00091473i,-0.00064383-6.2275e-05i,-0.00092558-0.00092704i,-0.000598-0.00056583i,-0.00021154-0.00057539i,0.00037995-6.352e-05i,0.0007867+0.00017707i,0.0011026-0.00063901i,0.00066289-0.0015863i,-0.00011194-0.0012406i,0.0005218-0.00023446i,0.00098646+0.00015014i,0.00029581+0.00045532i,0.00030762+0.00016964i,-5.186e-05-0.00026793i,-0.00052101-0.00080413i,-0.00014662-0.00090294i
-0.0025299-0.00062887i,-0.0014342-0.00081378i,-0.00025048+6.8553e-05i,-0.00035832+0.0014711i,-0.00034833+0.0014528i,0.00012543+0.0010178i,0.00096335+0.00052389i,0.00013604-9.2106e-05i,-0.00032862-0.00068295i,-6.835e-05-0.00096107i,-0.0004081-0.001193i,0.00054324-0.0012933i,0.0011419-0.00068438i,0.00077449-0.0004164i,0.00051784-0.00095083i,-0.00029836-0.00083405i,-0.00073451-0.00078474i,-0.00034425+0.00024257i,0.00012282+0.00087471i,0.00041408+0.00023706i,0.00084473-0.00015256i,0.00036632+0.00010134i,-0.00014947+0.00090479i
-7.3157e-05-0.0023143i,-0.00010708-0.0008845i,-0.00062405+0.00016372i,-0.00011299+0.001085i,0.00051726+0.0013572i,0.00059341+0.00088003i,0.00031886+0.00063881i,6.8876e-05+0.00045026i,-0.00023031+0.00026443i,-0.00015982+0.00020073i,-4.1808e-05+7.867e-05i,-0.00038071-1.7413e-05i,-2.5527e-06-8.6367e-05i,0.0010166-0.00013443i,0.0006615-0.00062977i,-3.6988e-05-0.0010382i,-0.00026393-0.00056584i,3.6965e-05-0.00021348i,0.00043976+0.00047186i,0.00068509+0.0010084i,0.00036292+0.00041931i,-0.00039599-0.00041307i,-0.00022307-0.00037819i
-0.00052893+0.0022672i,-9.8328e-05+0.0029743i,0.00035417+0.0031545i,0.00072784+0.0020101i,0.0011145+8.3714e-05i,0.00085179-0.00061911i,0.00040421+0.00042861i,0.00037524+0.00075119i,0.00036963+0.00012365i,-3.2838e-05-0.00075338i,-0.00052027-0.00057869i,-0.00057697-0.00039662i,-0.00051294-0.0014851i,5.5757e-05-0.00074688i,0.00023495-0.00036615i,-0.00034236-0.00038592i,-0.00034455+0.00024008i,0.00049054-6.113e-05i,0.00078533+0.00037482i,0.0004812+0.00053618i,0.00059477-0.00025246i,0.00055572-0.0004146i,-0.00010238-0.00020919i
-0.0002016+0.00029102i,-0.00022809+0.00068791i,-0.00030322+0.0021491i,0.0010941+0.0024815i,0.001878+0.0017341i,0.0016648+0.00059012i,0.0008403+5.0608e-05i,0.00032967+0.00078298i,0.00027698+0.0012968i,2.4869e-05+0.00025456i,0.00020316-0.00094014i,0.00051175-0.00059622i,-4.7271e-05+8.8464e-05i,2.9145e-05+0.00016195i,3.6525e-05+0.00038659i,-0.00051166+0.00037641i,-0.00027273+0.00037471i,-0.00024841+0.001134i,-0.00060288+0.00051305i,-0.00014817-0.00072347i,-6.5736e-05-0.00082174i,0.00032956-0.00013861i,9.6932e-05-0.0001454i
-0.0014622+0.0012164i,-0.0017238+0.0014832i,-0.0021968+0.0013474i,-0.0010528+0.0015862i,0.001065+0.0014865i,0.0014526+0.00037682i,0.00096434-0.00013123i,0.0013373+0.00026831i,0.0011626+0.00017468i,0.00053704-0.0005605i,0.00071458-0.0011588i,0.00085445-0.00075231i,0.0001811-0.00097206i,-0.00075133-0.0017253i,-0.0010332-0.0013555i,-0.0011744-0.00060551i,-0.00060987-0.00029192i,-0.00024681+0.00014488i,-0.00048783+6.3189e-05i,-0.0001809-0.00021974i,0.00048312-0.00039247i,0.00026298-0.00044703i,-0.00033796-0.00050861i
-0.00025709-0.0010122i,-0.00094554+0.00063573i,-0.00063575+0.0027478i,0.00031663+0.0027873i,0.0012471+0.0012168i,0.00098766+0.00101i,0.00081123+0.00095094i,0.0010159+0.00024654i,-2.9809e-05+0.00014517i,-0.00052667+0.00030489i,-0.00022826+0.00019096i,-0.00043105+0.00013837i,-0.00050291-0.00015134i,-0.00012261-0.0004862i,0.00045455-0.00064318i,0.00089794-0.00056507i,0.0013248-4.6215e-05i,0.00088406+0.00020816i,-0.00036563+3.5811e-05i,-0.0010257-3.5428e-05i,-0.00061188+0.00015484i,-0.00065697+0.00058234i,-0.00089747+0.00026892i
0.0020585-0.00051947i,0.0014768-0.00051815i,-0.00016825+0.00014023i,-0.00017081+0.00075347i,0.0007914+0.00075812i,0.0001013+0.00055267i,-0.00061133+0.00055625i,0.00023832-4.0778e-05i,0.00083678-0.0013288i,0.000643-0.0014751i,0.00026726-0.00073685i,0.00023188-0.00012984i,7.8435e-06-0.00053509i,-0.00012488-0.0010692i,0.00034917-0.0005097i,0.0004948-0.00036005i,0.00032055-0.00064067i,-0.00028616-0.0010044i,-0.00048753-0.00093586i,0.00014037-0.00027273i,0.00063707-0.00077721i,0.00088689-0.00092166i,0.00036278-0.00081834i
-5.6143e-05+6.6274e-05i,-0.0022614+0.0007013i,-0.0023608+0.0010884i,-0.00060542+0.00097147i,0.0003901+0.00022422i,0.00019379-0.00074895i,6.8221e-05-0.00062966i,0.00040599+0.00010081i,3.931e-05+0.00022439i,-0.0003426-0.00012992i,0.00071061-0.00085751i,0.00039668-0.00098591i,-0.00033159-0.00024383i,-0.00013575-0.00014169i,0.00039547-0.0004421i,0.00031999+9.9788e-05i,-0.00017484+0.00022797i,7.3654e-05-0.00012144i,0.00098783-0.00060747i,0.0015815-0.00046166i,0.00030678-0.0002279i,-0.00064231-0.00036463i,-0.00061226-0.00028797i
0.0031595+0.0014947i,0.0025429+0.00095664i,0.0025063+6.6564e-05i,0.0020128+0.00010548i,0.0011462-6.1622e-05i,0.00019461-0.00071445i,-0.00055151-0.00068324i,-0.00031037+0.00010725i,0.00081723-0.00021356i,0.00078832-0.0010865i,-0.00020069-0.00084587i,-0.00030934-0.00088228i,0.00033376-0.00062302i,0.00060852-0.00034915i,0.0007724-0.00073222i,0.0003092-0.00081265i,-0.0004026+0.00016506i,-0.00025121+0.00095479i,-0.00018426+0.00036065i,-0.00049171-0.00059049i,-5.3688e-05-0.0010697i,0.00038331-0.00047644i,-9.095e-05+0.00020927i
-0.0011334+0.00032296i,-0.00055048+0.0008984i,3.3503e-05+0.0024329i,0.00067014+0.0018546i,0.0013561+0.00016057i,0.0015314-0.00040321i,0.00039799+0.00010508i,0.00015652+0.00067581i,0.00038369+0.00042341i,-0.00043186+5.8352e-05i,-0.0012456+0.00016184i,-0.0015175-9.6921e-05i,-0.00061845-0.0001353i,0.00014997+0.00020243i,4.0811e-06+0.00039323i,-0.00012819+0.00087573i,3.8057e-06+0.00022164i,-0.00016547-8.1379e-05i,-0.00052615+0.00046046i,-0.00051948+0.0005864i,-3.7876e-05+0.0011375i,-0.00027526+0.00072632i,4.1377e-05-0.00013427i
0.001205-0.00049489i,0.00070673+8.0892e-05i,-0.00022042+0.0013918i,0.00023397+0.0015616i,0.0016748+0.00073225i,0.0016925+0.00017223i,0.0002505+3.0659e-05i,-0.00022506+0.00023809i,0.00027982+1.5795e-06i,3.8287e-05-0.00024195i,-0.00013913-0.00044275i,0.00035726-0.00093418i,-2.9871e-05-0.0012112i,-1.156e-05-0.0005715i,0.0002593+0.00024408i,-0.00018848+0.00031555i,-0.0010539-7.7506e-05i,-0.0011179-2.0878e-05i,-6.6424e-05-9.272e-05i,0.0003302-0.00025828i,0.00015411-0.00057474i,0.00056246-0.00023928i,0.00064146+0.0003908i
0.0014359+0.00058526i,0.0015097+0.00025735i,0.0019057+0.0010728i,0.0018558+0.0020729i,0.0010194+0.0011639i,0.00026547+0.00022614i,0.00048164+0.00084865i,0.00051416+0.0009458i,6.6511e-05+0.00026513i,-0.00074044+8.2293e-06i,-0.0011677-0.00011491i,-0.0008535-0.00030127i,-0.00053753+0.00020717i,-0.00024519-0.00073703i,0.0004342-0.00082074i,0.00070256+0.00044101i,2.9969e-05+0.00026412i,-0.00028787-0.00023288i,-0.00030629-0.00051695i,0.00030477+0.00017039i,0.00087708+0.00085057i,0.00042166+0.00085103i,3.8852e-05+0.0013003i
-0.0020447-0.0015588i,-0.0032075-0.00029804i,-0.0035175+0.0012457i,-0.0014936+0.0022224i,0.00022969+0.0016259i,0.00076762+0.00061225i,0.00073321+0.00034816i,0.00092168+0.00026912i,0.00093642-0.00037797i,0.00076702-0.0011347i,0.00084821-0.00095517i,0.000495-5.4662e-05i,-0.00057536-0.000471i,-0.00090478-0.0010265i,-0.00023186-0.00036734i,0.00042826-0.00022229i,0.00057204+0.00035116i,0.0002695+0.00036898i,7.8175e-05-0.00017959i,0.00049019-0.00059318i,0.0012253-0.00035869i,0.0013877+0.00081316i,0.00066826+0.00083706i
0.0020427-0.0015106i,0.0011726-0.00085274i,0.00057039+0.00066571i,0.00031641+0.0015058i,-0.00025551+0.0011945i,-0.00049166+0.00094655i,-0.00035527+0.00053839i,-0.00045839+6.7356e-05i,-0.00046327+0.00038009i,-0.00046498+0.00047344i,-0.00063324-3.045e-05i,-0.00050735-0.00039269i,-0.00046621-0.00048893i,-0.00027816-0.0005624i,1.5105e-05-0.00076887i,0.00025777-0.00079687i,0.00028014-0.0013812i,0.00055016-0.00082775i,0.00069148+0.0003621i,9.1512e-05+0.00037143i,-0.00027335+0.00036619i,-0.00049393-0.00018912i,-0.00029992-0.00012131i
0.0019844+0.0015365i,-0.00025787+0.0012733i,-7.3707e-05+0.00060644i,0.001278-0.00012709i,0.0011607-0.0006805i,0.00011832+5.3557e-05i,-0.00073463+0.00072338i,-0.00025699+0.00047999i,5.2243e-06+0.00034487i,-0.00060753+0.00018161i,-0.00096952-0.00069811i,-0.00055397-0.00073577i,2.8808e-05-4.6632e-05i,0.00015574+0.00075168i,-0.00015756+0.0012224i,0.00013009+0.0004811i,0.0010398-0.00055526i,0.00056646-0.001127i,0.00028397-0.001375i,0.00033864-0.0008954i,6.4772e-05+6.3622e-05i,0.00051538+0.00026959i,0.00027405+0.00033249i
-0.00069211-0.0024959i,-0.00073154-0.0019304i,-0.00087933+7.9651e-05i,-0.0008327+0.0014378i,-0.00020083-7.8927e-05i,0.00030015-0.0010332i,0.00029668+4.3104e-05i,0.00059749+0.00032008i,0.0011684-0.00011694i,0.00094616-0.0007991i,0.00076275-0.0015153i,0.00020896-0.0011257i,-0.00051501-9.7918e-05i,-0.00069475-0.00015266i,-0.00026393-0.00085922i,0.00014374-0.00077595i,8.6444e-05-0.00025745i,-2.5369e-05-0.00037866i,-1.9881e-05-0.0011301i,0.00020481-0.0010505i,0.00049031-0.0004137i,-0.00017553+0.00015364i,-0.00074583+0.00067825i
0.0025399+0.0018033i,0.0013299+0.00095584i,0.0014019+0.0014477i,0.0015297+0.0013563i,0.0013647-0.00039641i,0.00043744-0.001138i,5.1031e-05-0.00047409i,0.00027691-0.0006627i,0.0002136-0.0013362i,8.5072e-05-0.0015783i,-0.00035695-0.0014157i,-0.00096483-0.00076949i,-0.0010359-6.5704e-05i,-0.0005692-3.8464e-05i,0.00040613+0.00021062i,0.00079852+0.00043559i,0.00051195+0.00019946i,0.00050424+0.00037759i,0.00048181+0.00071718i,0.00060067+0.00067681i,0.00045434+0.00025017i,-1.9312e-05+0.00028255i,-0.00042657+0.00090799i
