-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
-0.0014594-0.00024402i,-0.00043776+0.00025916i,0.00040283+0.00094157i,0.00081007+0.0014252i,0.0011809+0.0019225i,0.0018276+0.0016173i,0.0012079+0.00025572i,0.00012393-0.00043145i,2.9316e-05+1.2973e-05i,-0.00012776+0.00022198i,1.5033e-05+0.00011311i,0.00038853+0.0003985i,0.00031801+0.00024539i,0.00019844-0.0005257i,0.0002381+7.8825e-05i,0.00019963+0.00014524i,-0.00027425-0.00039871i,-0.00042179-0.00048525i,0.00016306-0.00049346i,0.00020518-0.00031298i,-4.2118e-05-0.00063245i,-0.00020768-0.0012579i,-0.00045435-0.00054213i
-0.0012319+0.00097049i,-0.0014388+0.00063656i,-0.00096797+0.00018202i,-0.00084808+0.00027837i,-0.00049387+0.00085613i,-0.0003715+0.00063157i,-0.00048583+0.00032972i,-0.00045998+0.00077023i,-0.00049823+0.00058891i,-0.00085051+0.0008033i,-0.00064804+0.0014605i,-5.8483e-05+0.00045776i,0.00017264-0.00022024i,5.5777e-05-5.3172e-05i,8.9576e-06+3.0457e-05i,0.00047567+0.00018431i,0.00077237-0.00036463i,-7.825e-05-0.00032808i,-0.00023237+0.0001955i,0.00084844+0.00021354i,0.0013078+0.00010568i,0.00035506-0.00023221i,-0.00033018-0.00033442i
0.00036325+0.0024291i,0.0018179+0.0029119i,0.0030693+0.0021713i,0.0035263+0.00199i,0.0029223+0.0019591i,0.0018101+0.00052638i,0.0011639+0.00031906i,0.00081822+0.00067082i,-0.00014589+9.2467e-05i,-0.00090469-0.0003483i,-0.00097486-0.00038802i,-0.00024478-0.00083347i,0.00022435-0.00081361i,-4.0599e-05-0.000533i,-1.1585e-05-0.00031782i,-0.00014362+0.00010709i,0.00027009-2.1902e-05i,0.00065398-0.00048203i,0.00043527-0.00073169i,0.00042483+4.0184e-05i,0.00086546+0.00062924i,0.00082253+0.00057419i,0.00029965+0.00014582i
0.00019322-0.00052273i,0.00010493-0.00045171i,0.00039769-0.00053247i,-0.00085733-0.0008172i,-0.0019504-0.00035644i,-0.0010467+0.0007067i,-4.9806e-05+0.000547i,-0.00012485+0.00022814i,-0.001033+0.0003343i,-0.00035208+0.0002372i,0.00033758-0.00016553i,7.607e-05+0.00019707i,0.00012155+0.0012792i,0.00038635+0.00094047i,0.00040182-1.3765e-05i,0.00037486-0.00018455i,8.2352e-05-0.00011834i,0.00019281-9.1651e-05i,0.00087656+0.00057482i,0.0012184+0.00073197i,0.0010904+0.00019771i,0.00067445+9.5315e-05i,0.00050893+0.00029016i
3.7544e-05+0.00062186i,-0.00024766+0.00053125i,-0.00012976+0.00070018i,-0.00051868+0.00058691i,-0.0006266+0.0010863i,0.0006918+0.0013046i,0.00049228+0.00076345i,-0.00094957+0.00031056i,-0.00099388+9.1167e-05i,-0.00095861+0.00044641i,-0.00046834+0.00082736i,0.00030761+0.00070278i,4.5178e-05+0.0006265i,-0.00043701+0.0003931i,-0.00019162-0.00030983i,3.5214e-06-0.00090987i,-0.00028372-0.00091314i,-0.00064663-0.00050921i,-8.2464e-05+7.6246e-05i,0.00079018+0.000644i,0.0010273+0.001138i,0.00046944+0.0010534i,-4.1747e-05+0.00045195i
0.00085127+0.0017i,0.00060066+0.0014895i,0.0016099+0.00053629i,0.0031886+0.00055183i,0.0027117+0.00077983i,0.0013467+8.8308e-06i,0.00038663-9.0907e-07i,-6.6952e-05-5.3277e-06i,2.3844e-05+0.00058847i,-0.00046809+0.00080006i,-0.00028252+0.00028532i,-0.00031628+0.00067114i,-0.00093932+0.00076424i,-0.00057023+0.00010018i,-0.00050784-0.00016245i,-0.00066309-0.00024471i,-0.00074279+0.00016366i,-0.00088114-7.2385e-05i,-0.00065297-0.0005523i,-0.0005412-0.0003309i,-0.00032685-0.00018384i,-0.00046698-0.00020988i,-0.00063579+0.0001685i
0.0015419+0.00086408i,0.0013612+0.00064005i,0.0010755-7.0007e-05i,0.0007539-0.00052449i,0.00083678-0.00056496i,0.00092272+0.00066856i,0.00018614+0.0010478i,-0.00035325+0.00063965i,0.00017804+0.00067954i,0.00031397+0.00035585i,-0.00051134+4.928e-05i,-0.00074655-7.5932e-05i,-1.9295e-05-9.4351e-05i,0.00032715+9.7181e-05i,0.00082197+0.00046962i,0.00058407+0.00035433i,-0.00018845-0.00018108i,-0.00031202-0.00028823i,0.00017654+6.2011e-05i,0.00038921+0.0006056i,0.00054133+0.00071024i,0.00095217+0.0002985i,0.0007485+0.0005459i
0.00092443+0.00099884i,0.0018444+0.0009922i,0.0011361+0.00082333i,-0.00040063+0.00024627i,-0.00043738+0.00016876i,1.9473e-05+3.7645e-05i,-0.00026912-0.00049625i,-0.00083802-0.00030277i,-0.00070127+0.00030698i,-0.00090129+0.00011005i,-0.00087873-0.00032526i,-0.00011334+9.417e-05i,-2.6838e-05+0.00057688i,-0.00043176+0.0005073i,-0.00030299+0.00027131i,0.00053718+0.00045041i,0.00064262+0.00019285i,-0.0001223-0.00037816i,-1.2779e-06-0.00028183i,0.00097851+0.00033761i,0.00068187+0.00013608i,3.3029e-06-0.00011609i,0.00045115-0.0002289i
0.00081628+0.0010242i,0.00048587+0.00098756i,0.0011735+0.0014057i,0.0019038+0.00067796i,0.0013842-0.00053433i,0.00092732-0.0012829i,0.00088308-0.0012389i,0.00061774-0.00017543i,0.00042939+0.00022224i,0.00087735-0.00018563i,0.000797+0.00026013i,0.00076523+0.00061274i,-0.00028009+0.0005453i,-0.0012264+0.00068862i,-8.4209e-05+0.00080384i,0.00063029+0.00087139i,0.00041704+0.00061078i,-0.00010379+8.7713e-05i,-9.1193e-05-0.00030197i,-9.3506e-05-8.3161e-05i,-0.00031541+2.4201e-05i,-0.00041059-6.8522e-06i,-5.6701e-06-0.00080547i
0.0011654+0.00020183i,0.0017428-0.00015025i,0.0025255-0.00019268i,0.0016971-0.00052407i,0.00082127-0.0006154i,0.00016077+0.00032381i,-9.7161e-05+0.00092256i,-0.00018591+0.00073784i,0.00025015+0.00054721i,1.0163e-05-7.3552e-05i,-0.00092894-0.00047925i,-0.0013083+0.0001739i,-0.00050966+0.00012335i,0.00015799-3.385e-05i,0.00013153+0.00049448i,-0.00015708+0.00029677i,0.00014949-0.00073719i,0.00066761-0.0008184i,0.00018934-0.00015851i,-0.00016363+0.00062169i,2.8962e-06+0.00041341i,4.7706e-05-0.00030268i,9.9936e-05-9.6562e-05i
-0.0013753-0.00061944i,-0.0028035-6.8988e-06i,-0.002784+0.00025557i,-0.0016721+0.00060798i,7.3345e-05+0.00028033i,0.00090935+0.00046924i,0.00020836+0.00065806i,-0.00046437+0.00046449i,-0.00073211+0.00025691i,-0.00055119+0.00010614i,-0.00038432+0.00040027i,-0.00084474+0.00016356i,-0.00089874+4.6422e-05i,0.00015582-0.00031593i,0.00062998-0.0011188i,5.6932e-05-0.00088392i,-0.00062603-0.00033318i,-0.00047772+0.00021512i,-0.00029466+0.00012212i,-0.00043135+0.000482i,-0.00035064+0.0012681i,-0.00064807+0.00079289i,-0.00021729+0.00011556i
0.0009181+0.0001315i,0.00052713-0.00080496i,0.00061411-0.0012839i,0.00095619-0.0011438i,0.0010143-0.00038855i,0.0010321+0.00052546i,0.00077822+0.00010291i,3.4847e-05+0.00030739i,-0.00044988+0.0011139i,-0.00016855+0.0005981i,-0.00022263-0.00024296i,-0.000464+0.00021057i,-2.4724e-05+0.00068827i,-9.4881e-05+0.00017458i,-0.00039427+0.00031796i,-0.00025312-1.4095e-05i,-0.00038422-0.00089784i,6.9904e-05-0.0002413i,0.00084446+0.00039922i,0.00031242+0.00039568i,-0.00058099+0.00080407i,-0.0010371+0.00091217i,-0.00086469+0.0003655i
0.00079989+0.00042634i,0.00035505+0.00077697i,-7.2936e-05+0.0011251i,-0.00085031+0.0012465i,-0.0010066+0.00064808i,-0.00013058+0.00076226i,0.00060723+0.0017128i,0.00026125+0.00095463i,-0.00059425-3.4294e-05i,-0.0011638+0.00039017i,-0.00087486+0.00055772i,1.533e-05+0.00043707i,0.00078224+0.00077744i,0.00058976+0.0012216i,-6.9421e-05+0.00049651i,-0.00055545-0.00033199i,-0.00059572-0.00052479i,-0.00012161+0.00018337i,-9.4753e-05+0.00040093i,-0.00064763+9.2169e-05i,-0.00076913+0.00023974i,-0.00090898-6.2001e-05i,-0.00038666-0.00039798i
-0.0014496-0.00066186i,-0.00070701-0.00058933i,-0.00020038-0.00083696i,-1.3383e-05+1.1668e-05i,-0.00028418+0.00087515i,-0.00019974+0.0013444i,1.1702e-05+0.00093264i,-0.00017119+0.00081871i,-0.00065271+0.0011272i,-0.00057281+0.00029785i,4.8805e-06-0.00036754i,2.1378e-05-0.00013066i,6.2552e-05+0.00011351i,-4.5231e-06+0.00013222i,-0.00037867+6.5265e-05i,-0.00068362-6.5283e-05i,-0.00019753-7.3806e-05i,8.3117e-05+0.00011081i,-0.00028273+0.00031633i,-0.00010483+0.00011636i,0.0002601+0.00043911i,9.4223e-05+0.00063886i,-0.00022662+0.00026544i
-0.00099872+0.0022674i,-0.00013165+0.0019997i,0.00058972+0.0013406i,0.0012555+0.00092614i,0.0013516+0.00081135i,0.0013389+0.00029444i,0.00061853-7.4201e-05i,-0.00015324+0.00016019i,-0.00060448+0.00011427i,-0.00083505+2.2939e-05i,-0.00079689-0.00017894i,7.2833e-05-0.00035774i,0.00089202-8.5966e-05i,0.00071609-8.9249e-05i,0.0002585+0.00023814i,0.00026243+0.00071565i,0.00058026+0.00068799i,0.00039504+0.00050052i,4.8544e-05+0.00078169i,0.00053067+0.00040714i,0.00058986-0.00026532i,0.00063937+9.0787e-05i,0.00099644+0.00045257i
-0.0006789+0.00034602i,-0.00080212+0.0010303i,-0.00076244+0.0010738i,0.00094804+0.00021433i,0.001682-0.0002592i,0.0005049+2.3303e-05i,-0.00073945+0.00011623i,-0.001118+0.0004327i,-0.00066213+0.00036068i,3.0952e-05+0.00030132i,0.00016954+0.00066304i,5.0818e-05+0.0010398i,0.00036138+5.6288e-05i,0.0006135-0.00059791i,0.00038689-0.00026765i,-0.0003654+0.00030896i,-0.001183+0.00077985i,-0.0010122+0.00095486i,0.00014093+0.00061075i,0.00087088+0.0001311i,0.00046881+0.00031377i,-0.00018294+2.3034e-05i,0.00021011-0.00049916i
-8.7233e-06+0.0001832i,-0.00010878-0.00033884i,-0.00055509-0.001696i,-0.0010248-0.0010533i,-0.00043832-0.00039758i,-1.7423e-05+5.5499e-05i,0.00017691+0.00039457i,0.00036899+0.00062639i,-0.00045617+0.00036713i,-0.00048515-7.9311e-05i,-0.00039397+9.8795e-05i,-0.0003041-0.00011539i,-0.00033926-0.00027653i,-0.00069001+0.00010463i,-0.00024235+0.00070426i,0.00026388+0.00085532i,-1.1149e-05+2.658e-05i,-0.0003006-0.00046416i,-0.00042386-0.00015599i,-0.00057002+9.3123e-05i,-0.00022518+0.00017197i,0.00076376+0.00028989i,0.0005592+0.00037185i
-0.0011679+0.00081361i,-0.00010893+0.0016399i,-0.00019844+0.0029593i,-0.00075899+0.0024908i,-0.00013212+0.0020382i,0.00063612+0.0014275i,0.00037979+0.00056135i,-8.1907e-05+3.9078e-05i,-0.00068683-0.0001789i,-7.0333e-05-6.2822e-06i,0.00025043+0.00030365i,-0.00026153+0.00016868i,-0.00043061-0.00012181i,-0.00045272-0.0004466i,-0.00024343-0.00075206i,-0.00025403-0.00054276i,0.00010577-0.00036531i,0.00029454-0.00022241i,0.00043794-0.00030118i,0.00037149-0.00031035i,-0.00025014+0.00055402i,-1.1338e-05+0.00026424i,0.00069792-0.00048867i
0.0010939-0.0010518i,0.00071069-0.0021647i,0.001034-0.0018247i,0.0010832-0.00097938i,4.1453e-05-0.0012177i,-0.00034242-0.00097864i,-0.0006652-0.000241i,-0.0010655+0.00035112i,-0.0009283+0.00049083i,-0.00039423+0.0003493i,-0.00079564+0.00048123i,-0.00085044+5.8003e-05i,0.0005415-0.00023125i,0.0011249+0.00023038i,0.00075788+0.00022256i,0.00061861-0.00032853i,0.00041693+0.00020716i,-0.00044309+0.00038466i,-0.00060839-0.00041525i,1.7942e-05-0.00079107i,1.8097e-05-0.00089031i,0.00022383-0.00048876i,-0.00010072+0.00019127i
0.00075392-0.0014386i,-5.1802e-05-0.0014143i,-0.0011149-0.0023055i,-0.0013995-0.0016154i,-0.0014653-0.0004275i,-0.0015646-0.00059534i,-0.0005284-0.00029779i,0.00053425+0.00042277i,0.00011491+0.00015257i,-0.00045966-0.00029002i,-0.00023963+0.00011438i,-5.9041e-05+6.8955e-06i,-0.00024468-0.00046626i,-9.9436e-05-0.00099987i,-0.00020808-0.0010281i,0.00057519-0.0002437i,0.00098723-0.0001927i,0.00022877+3.6147e-06i,-0.00065565+7.3931e-05i,-0.00041864+0.00021208i,0.0001144+0.00049102i,0.00014813-0.00010388i,0.00010997-0.00090351i
0.00024432-0.0015731i,-0.00065371-0.00087391i,-0.0016861-0.0021339i,-0.0021935-0.0021345i,-0.0015314-0.00053811i,-6.786e-05+0.0012066i,0.00093516+0.0013927i,0.00056276+0.00072754i,4.4927e-05+0.00021345i,-0.00019063-0.00052592i,-0.00056948-0.00073504i,7.9546e-05+0.00055704i,0.0010006+0.0013473i,0.00086852+0.0012365i,0.00036536+0.00048538i,0.00048892-0.00025012i,0.0003649-0.00027317i,-1.3334e-06+0.00011864i,-0.00031682+0.00056537i,-0.00012567+0.0010726i,0.00015564+0.0006053i,-6.4184e-05-0.00026313i,8.508e-05+9.4398e-06i
0.00067607+0.0022686i,0.0014754+0.0016764i,0.0031491+0.0019877i,0.0033446+0.0016809i,0.0031291-6.4201e-06i,0.0017322-0.00055033i,5.8762e-05-0.00019988i,0.00031072+0.00036414i,0.00050307+0.0008734i,0.00021512+0.00032052i,9.8707e-05+0.00021613i,-0.00067296+0.00057678i,-0.00065429+0.00024625i,-0.00079641-0.00024176i,-0.0013081-0.00058918i,-0.00049638-0.00037994i,0.00055871-5.9061e-05i,0.0011644-0.00034279i,0.0010941+5.4145e-06i,0.00012045+0.00063974i,-0.00094676+0.00054559i,-0.0011614+1.5077e-05i,-0.00073926-0.000169i
0.00045346+0.00076306i,-0.00052903+0.00056757i,-0.0010424+3.4644e-05i,-0.00033116-0.00061119i,0.00069443-0.00096592i,-1.2969e-05-0.00062319i,-0.00078741+0.00035968i,0.000362+0.00098755i,0.00046668+0.00088681i,0.00020211-1.274e-05i,0.00020561-0.00077948i,-0.00040643-0.00050381i,-0.0012237+0.00031163i,-0.00034975+0.00089577i,0.0005466+0.0013706i,0.00014592+0.0010626i,0.00022909+0.00018678i,-0.00019141-6.3e-05i,-0.00032143+0.00049714i,-0.0002423+0.00044824i,-4.9739e-05+7.696e-05i,-7.6524e-05+0.00027994i,-4.3832e-05+0.00053977i
-2.2829e-05-0.001068i,0.00045777-0.0014496i,0.0011092+0.00013184i,0.0010465+0.0012072i,0.00078517+0.00038352i,0.00075294+0.00011279i,0.00023809-1.6946e-05i,-0.00071974-2.3576e-05i,-0.0018252+0.00036741i,-0.0018112+0.0011802i,-0.00061154+0.0012365i,0.00052118+0.00032415i,0.00088075+8.5607e-05i,6.8117e-06+0.00058743i,-0.00033869+0.00063955i,0.00034025+0.0012841i,0.0005114+0.0007543i,4.3279e-05-0.0007013i,-0.00085034-0.00071167i,-0.00099129+0.00018254i,-0.00056319+0.00027142i,-0.00058973-0.00025566i,-0.00061833-0.00035814i
-0.0014174+0.00074423i,-0.00082766+0.0012318i,-0.00062503+0.0015654i,-0.00014584+0.0010874i,0.00081964+0.0012157i,0.00053009+0.001081i,-0.00035246+0.00092301i,-0.00041186+0.0014117i,-0.00067185+0.0014727i,-0.00034079+0.00045117i,0.0007631-0.00042763i,0.0011365-0.00047057i,0.00065535-7.9648e-05i,-0.00037981-0.00011238i,-0.0011857-6.51e-05i,-0.00026256-0.00023392i,0.00029317-0.00029625i,1.2513e-05+0.00012805i,0.00011709+0.0002073i,0.00057587-7.3055e-05i,0.00039515-0.00038299i,2.738e-05-0.00027833i,-7.8271e-05+0.00038067i
-0.00014261+0.0006747i,-0.00038748+0.00064341i,0.00014633+0.00016889i,0.00045939+0.00031861i,-0.00066036+0.00049849i,-0.00091917-0.00013639i,-0.00012139+0.00056841i,0.00048746+0.0015597i,-2.4785e-05+0.00093047i,-0.00042313+0.00042237i,8.1326e-05+0.0003866i,0.00035369+2.4408e-05i,0.00043196+0.00014532i,0.00039553+0.00016207i,0.00025008-0.00037466i,-0.00028763-0.00030874i,-0.0003269-0.00033653i,0.00044662-0.00040952i,0.00043786-0.00047022i,0.00013533-0.00040893i,0.00039038+7.6254e-05i,-6.893e-05+0.00047902i,-0.00019552+0.00037072i
0.00044987-0.001029i,0.00097009+0.00088611i,0.00052559+0.0014012i,-0.00020607+0.0013958i,2.177e-05+0.0021082i,0.001214+0.002445i,0.0013362+0.0014203i,0.00045178+0.00051387i,0.00023353+3.2736e-05i,0.00027498+9.2137e-05i,8.9446e-05-0.00014479i,0.00053892-0.0003384i,0.00050869+4.0452e-05i,0.00012498-0.00017159i,0.00046066-0.00036813i,0.00043698-0.00037046i,-0.00045225-0.00083682i,-0.00097639-0.00069787i,-0.00045023-0.00030692i,0.00028295+0.00014735i,0.00036153+0.00013162i,-0.0003825+3.0007e-05i,-0.00023669+0.00037954i
-0.00031868+0.00016967i,-0.00059199-0.00063582i,-0.00010523-0.0014626i,0.00065723-0.0017981i,0.00041039-0.00050745i,-0.00049978-0.00014839i,-0.00026509-0.00035285i,-0.00028602-8.715e-05i,-0.0004911-5.6062e-05i,-0.00017773-5.2554e-05i,6.9757e-05+0.00025594i,0.00060184+0.0011672i,0.00078902+0.0013089i,0.00064513+0.001242i,0.00025174+9.2063e-05i,-3.327e-05-0.0010693i,2.5372e-05-0.00083021i,1.1121e-05-0.0002669i,-8.7787e-05-0.00016761i,-7.3164e-05+0.00015965i,7.2525e-05+0.00081135i,1.6761e-05+0.00078117i,0.00046876+1.8793e-07i
-0.0008613-0.0014391i,-0.00017171-0.0001284i,-0.00099391-0.00010021i,-0.0010125-0.00029259i,-0.00027708+0.00068719i,0.00034129+0.0011617i,-0.00068909+0.00032304i,-0.0010174-0.00071821i,-0.00076941-1.4602e-05i,-0.00050258+0.00054279i,-0.00021155+0.00026632i,0.00023607+0.000679i,0.0012569+0.0011284i,0.00055251+0.00045851i,-0.00029511-0.00034633i,-0.00040996-0.0005649i,-0.00059069-0.0011796i,-0.00080438-0.00086518i,-0.00028481+0.00059403i,-5.0192e-05+0.0012277i,-0.00018171+0.00057642i,-0.00088073-0.00029128i,-0.00089004-0.00050883i
-0.0015521+0.0022024i,0.0010444+0.0029846i,0.0019814+0.0038538i,0.00083335+0.0032008i,0.00073367+0.0018308i,0.00069074+0.00048091i,-0.00050331-0.00010611i,-0.00079134+2.6765e-05i,0.00010912+0.00017128i,0.00034897+0.00013281i,0.00015181-0.00012322i,-0.00061125-0.00065645i,-0.0010773-0.00045644i,-0.00078096-0.00012111i,-0.00018214-0.00018713i,0.00028908-0.00010286i,0.00017235-0.00011133i,-0.00052043-0.00033084i,-0.00063196-0.00029018i,0.00013346+0.00013942i,0.00048228-0.00023531i,0.000314-0.00061706i,0.00048215-0.00079909i
0.0014318-0.0010891i,-0.00073359-0.0012515i,-0.0016051-0.0019196i,-0.0010827-0.001192i,-0.0011632-0.00078046i,-0.001117+1.0798e-05i,-0.00046702+0.00011511i,-0.0005776-0.00038458i,-0.00056024-0.00032208i,-0.0005619-5.5765e-05i,-0.00096536+0.00059361i,-0.0005467+0.000997i,-0.00043283+0.00084087i,-0.00016152-9.3141e-05i,0.00041634-0.00083349i,0.00043945-0.00041531i,0.00032288+0.00033165i,0.00039542-2.5945e-05i,0.00034391+0.00024536i,-0.00042398+0.0008059i,-0.00049665+0.0010427i,2.9464e-05+0.0011652i,2.2005e-05+0.00048342i
0.00063898-0.00035378i,0.0019518+0.00052059i,0.0024074+0.0009222i,0.0021006+0.00081526i,0.0014162+0.00033511i,0.00096429+0.00010277i,0.00034086-3.0442e-05i,-1.2822e-05+0.00018833i,-0.00027171+0.00041068i,-0.00038678+0.00010784i,-0.00044236-0.00016229i,-0.00048436-9.9998e-05i,-3.0806e-05+0.00010465i,0.00057773+6.3626e-06i,0.00020099+0.00012098i,8.0561e-05+0.00018118i,0.00096033+0.00022333i,0.0010693+0.00020697i,8.4638e-05+0.00022902i,5.2606e-05-0.00014842i,0.00025162-0.00052235i,0.00025644+8.0297e-05i,0.0003819+3.4402e-05i
0.00098945+0.00063552i,0.00050013+0.00081571i,0.00035962+3.5236e-05i,0.00032369-0.0012854i,0.00044656-0.0012733i,-0.00012891+0.00028745i,-0.00033506+0.00098368i,-0.00018019+0.00093292i,-0.00054203+0.00095276i,-0.00071543+0.00048488i,-0.00038208+0.00053064i,-0.00071957+0.00029i,-0.00092883+8.0689e-05i,-0.00076525+0.00020954i,-0.00043414+0.00018431i,1.3878e-05+2.6478e-05i,0.00010946-0.00057023i,0.00021019-0.0003317i,0.00063723+0.00090478i,0.0004545+0.0013029i,-2.1322e-07+0.00063013i,0.00015197+0.00050366i,-0.00045203+0.00021545i
0.00035859+0.00039779i,0.0007155+0.00038833i,0.0010684+0.00066529i,0.00037283+0.001065i,0.00024627+0.0003559i,0.00017326+3.2648e-05i,-0.00024037+0.00045385i,0.00026238+0.00040031i,-0.00033769-0.00015827i,-0.0009643-0.00070387i,-0.00070491-0.00064681i,-8.5517e-05-0.00033291i,0.00022051-2.9846e-05i,-0.0004795+0.0002857i,-0.00039432-0.00010426i,0.00028289-0.00016371i,7.9938e-05+3.9965e-06i,0.00043282-0.00022051i,0.0011555-8.1584e-05i,0.00069486-0.00034579i,1.3371e-05-9.5444e-05i,-0.00012949+0.00065558i,-0.0001628+0.0005281i
0.00051483+0.00074206i,0.00090807+0.0019245i,0.0016709+0.0012129i,0.0015143+9.8839e-06i,0.0008057-2.7477e-05i,-4.62e-05+0.00056409i,-0.00087498+0.00093505i,-0.00078047+0.00045061i,-0.00075504+0.0003243i,-0.00043364+0.00047267i,-0.00014526+0.00067373i,-0.00062803+0.00049928i,-0.0010558+0.00037449i,-0.00061076+0.00020219i,0.00017616+0.00020239i,0.00051809+0.00036096i,0.00021245+0.00019117i,0.00072162+0.00019884i,0.00071935+0.00013354i,3.1979e-05+0.00067378i,-0.00049908+0.00072865i,-0.00059919+0.00030079i,0.00018436+0.00034267i
-0.00068533+0.00094399i,-0.00093075+0.00040809i,-0.00071354+0.00019424i,0.00049216+0.00016369i,0.0013506-0.00041794i,0.001774+0.0001964i,0.0012792+0.00077663i,0.00012968-0.00021234i,-0.00037069-0.0009615i,0.00027909-0.00031459i,0.00080596+0.00054071i,0.00053053+0.00043834i,0.00027903-5.7571e-05i,-0.0001885-0.00015685i,-6.5744e-05-5.1746e-05i,0.00014773+0.00020747i,0.00021835+0.00015675i,0.0004025-0.00037019i,0.00048535-0.00029576i,0.00054158+0.00019552i,0.00093693+0.0004857i,0.0013733+0.0010113i,0.0010121+0.00053793i
-0.00058843+7.5388e-05i,0.00019509+0.00087743i,0.00038044+0.00073113i,0.0010246-0.00046531i,0.0019051-0.00083449i,0.00083882-9.2848e-06i,-0.00061816+0.00011485i,-0.00074248-3.1609e-05i,-0.00094485+0.00053766i,-0.001196-0.00017111i,-0.0005426-0.0010375i,-0.00072191-0.00063401i,-0.00071324+3.7395e-05i,-0.00013318+0.00043564i,0.00017192+0.00091945i,0.00031107+0.00083381i,-0.00016207+0.00010339i,-9.831e-05-0.0006298i,0.00024665-8.8313e-05i,0.00033113+0.00048082i,0.00068037+0.00034238i,0.00043279+8.6258e-05i,-5.046e-05-8.1468e-05i
-0.0010644+0.0021809i,-0.0015033+0.0023016i,-0.0016535+0.0013573i,-0.00051047+0.0011253i,0.00032265+0.0014892i,0.0008072+0.0013529i,0.0010761+0.00071955i,0.0010204+0.00049468i,0.0010596+0.00070056i,0.00099194+0.0012209i,0.00036442+0.00043565i,-6.9293e-05-0.0011059i,-0.00023794-0.00091712i,-0.00045355-0.00022821i,-0.00037589-4.2776e-05i,-8.9105e-05+0.00019338i,-6.3903e-05+0.00023029i,9.2325e-05-8.6875e-05i,-3.9017e-05+0.00022833i,-0.00066734+0.00052472i,-0.00060583+0.00064858i,-4.0218e-05+0.0010289i,0.00013963+0.00062837i
-0.00064244+0.0010159i,0.00089396+0.0022213i,0.0015204+0.0031719i,0.0019953+0.0024601i,0.0026093+0.0016561i,0.0026316+0.0010202i,0.0013516+0.00053503i,-0.00019485+0.00076537i,-0.00047784+0.0011106i,-0.0005165+0.00078765i,2.3654e-05+0.00018086i,0.00062743-0.00047503i,0.00049414-0.000712i,0.0004929-0.00087339i,3.7185e-05-0.00061095i,-0.00046985-0.0005633i,-0.00027891-0.00043346i,-0.00042725+4.3347e-05i,-0.00059895-0.00023943i,-0.00094741-0.00022595i,-0.00077865-0.00043242i,0.00041828-0.00107i,0.00070734-0.00038314i
1.5572e-05-0.0007476i,0.0010723-0.00016964i,0.0014528-0.00048341i,0.0011749-0.0015531i,0.00051001-0.00066635i,-0.00020823+0.00010422i,-0.00084502-5.9213e-05i,-0.0011138-6.1804e-05i,-0.00068805+0.00039801i,-8.0308e-05+0.0010026i,0.000165+0.0010443i,0.00026439+0.00041949i,0.00039594+1.1914e-05i,0.00050133-0.00028794i,5.1789e-05-0.00022543i,-0.00052964+8.3051e-05i,-0.00050498-0.00054814i,0.00019743-0.0012872i,0.00059507-0.00074208i,0.00045238-0.0003519i,-7.5403e-06-0.00035905i,-9.1396e-05+0.00020711i,-0.00026171+2.6449e-05i
-0.00034475+0.00051474i,-0.00034764+0.00094731i,-0.00069229+0.00048796i,0.00022754+0.00042812i,0.0010689-0.00033561i,0.00069186-0.00090163i,-0.00064056-5.7885e-05i,-0.00084813+0.00042604i,-4.3683e-05+0.00017105i,0.00013043+0.00016195i,-0.00038614+0.00079666i,-0.00092722+0.00092459i,-0.00061149+0.00057718i,-0.00070218+0.00052298i,-0.00089254+0.00085811i,-0.00058279+0.00092915i,-0.00037161-0.00013213i,0.00083275-0.00077326i,0.001494-0.00024975i,0.0004722+0.00036816i,-0.00038708+0.0007537i,-0.00037311+0.0010565i,0.00013715+0.00099571i
0.00098333-0.00065442i,0.001779+0.00030104i,0.0015165+0.001439i,0.001392+0.0015699i,0.0014459+0.0011464i,0.00091862+0.0010527i,-0.0002064+0.0010804i,-0.00097445+0.0009048i,-0.0013454+0.00091745i,-0.0010591+0.00087885i,-0.00023902+0.00048676i,0.0001202+0.00054096i,0.00018484-2.2679e-05i,3.9855e-06-0.00035892i,-0.00031777-6.4808e-05i,-1.0658e-05+0.00015057i,0.00049894+0.00034476i,0.00079623+0.00010849i,0.00076537-3.1849e-05i,0.00032997+0.00031402i,0.00015912+5.9764e-06i,0.00020489-0.00065642i,0.00020717-0.00015656i
