0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
-0.0019056-0.0010471i,-0.0013909-0.00053382i,-0.0019158-0.00021058i,-0.0015199-3.0734e-05i,-0.00024412+0.00057195i,0.00091493+0.00040743i,0.0020397-0.0013489i,0.0010908-0.0017372i,-6.2947e-05-9.4702e-06i,0.00057138+0.00038082i,0.00068751-0.00037781i,0.00037432-0.0004903i,0.00034048-0.00034098i,0.00079907-0.0010237i,0.00087947-0.00076923i,0.0005045+7.7957e-05i,0.00029803+0.00018885i,8.7482e-05+0.00035138i,0.00016766+0.00072862i,5.4993e-05+0.00030126i,8.619e-05-0.0001639i,0.0006421-6.9373e-05i,0.00050639+0.00013063i
8.2276e-05-0.00054115i,-0.00048645-0.00036059i,-0.001053-0.00076919i,-0.00088951-0.0014176i,-6.5121e-05-0.00042152i,0.00075894+0.0007803i,0.00059906-0.0002366i,-9.616e-06-0.0013876i,0.00024817-0.00089628i,0.00026065+8.8973e-05i,-7.5832e-05+0.00039681i,-0.0003224+0.00018946i,0.00014674-0.00067615i,0.0010307-0.00073546i,8.0273e-05+0.00013257i,-0.00089039+0.0001879i,-0.00016885-3.5938e-06i,0.00076148-0.00065196i,0.00073252-0.00093545i,-0.00020217-0.00018662i,-0.00079873+5.5521e-05i,-0.00049311-8.4744e-05i,-1.6397e-05+3.2825e-06i
0.0029158-0.00067844i,0.0031681-0.0013342i,0.0021776-0.0023037i,0.00025818-0.002667i,-0.00027596-0.0012226i,0.00057312+0.00085958i,0.00029369+0.00052318i,0.00012877-0.00075797i,0.00091861-0.0011112i,0.001013+0.0001397i,0.00051273+0.00093645i,0.0003771+0.00022183i,0.00022514-0.00017854i,0.00041883-0.00057939i,0.00060039-0.0010487i,-0.00020501-0.00095147i,-0.00042807-0.00083941i,0.00024962-0.00063579i,0.00068422+9.8291e-05i,0.00078803+0.00046956i,0.00059373-0.00042496i,0.00036481-0.00039579i,0.00022625+0.00045612i
0.00017301+0.00042887i,-0.00033659+0.00051902i,0.00030547+0.0011406i,0.001896+0.0014823i,0.0017597+0.0005634i,0.001288-0.00098691i,0.000656-0.0013038i,-1.9855e-05-0.0010286i,-0.0001568-0.0011151i,4.9019e-05-0.00042633i,0.00053724+0.00034906i,0.00012545+0.00036917i,-9.7983e-05+0.00013123i,4.4799e-05-0.00042345i,0.0001277-0.00033036i,0.00068495+0.00092534i,0.00054659+0.000715i,-0.0001408-0.00025276i,0.00040873-0.00047242i,0.00060658+0.00010609i,-0.0003088+0.00037218i,-0.00083979+0.00047326i,-0.00033853+0.0013216i
0.00010812+0.00081201i,0.00029354-3.8517e-05i,0.0011441+3.8694e-05i,0.0008096+0.00049766i,0.00047923+0.00017577i,0.00055267-0.0003614i,-0.00022687-0.00081615i,-0.00023201-0.00028347i,0.00061329+0.00012426i,0.00062475-0.00071087i,7.5019e-05-0.0013033i,0.0005512-0.00058319i,0.00061334-0.00015343i,-0.0006748-0.00027083i,-0.00068309-0.00087528i,0.00010809-0.00068019i,0.00044085+4.6462e-05i,0.00054298+0.0010099i,0.00024335+0.0013149i,1.7335e-05+0.0001456i,0.00028111-0.00075611i,0.00013802-0.00067089i,0.00037645-0.00057252i
-0.0019548+0.00048664i,-0.0011839+0.0010338i,-0.00061614+0.002045i,0.00060148+0.0014285i,0.001727+0.00054249i,0.0016679+0.00016593i,0.00096706+0.0003428i,0.00078643+5.5531e-05i,0.00076234-0.00068391i,0.00025809-0.0010857i,-0.00018591-0.00090819i,0.00021248-0.00033423i,0.00071982+2.7084e-05i,0.00079668-0.00024099i,0.0013202-0.00073254i,0.00073604-0.0009421i,-9.7649e-05-0.00061342i,0.00030282-2.0273e-05i,-1.4967e-05+0.00031048i,-0.00075505-0.00021416i,-0.00048458-0.00069736i,-7.3511e-05-0.00022251i,-0.00038468-0.00029227i
-0.00040097-3.1659e-05i,-3.3008e-05-0.00019056i,0.00055495-0.0011756i,0.00073239-0.0015945i,0.001481-0.00047424i,0.0023193-0.00066562i,0.0017141-0.001237i,0.00065808-0.0007568i,0.00041012-0.00051082i,-0.00011307+1.12e-05i,-0.00027092+0.00017988i,0.00020826-0.00015896i,0.00031707-0.00033974i,0.00046361-0.00033647i,0.00054583-7.6867e-05i,-6.6978e-05+0.00027845i,-0.00076532+0.00056764i,-0.0005108+0.00075943i,6.9375e-05+0.00032289i,-3.7263e-05-0.00013321i,-0.00015766+0.00054938i,0.0004219+0.0015599i,0.00039047+0.00092673i
0.0020408+0.00043494i,0.0014353+0.00036018i,0.0018992-0.00065055i,0.0018141-0.00083283i,0.0012052-0.00071103i,0.00062056-0.00056964i,9.6624e-06-0.00039409i,-0.00025285-0.00092319i,0.00020814-0.0018598i,0.00068567-0.0019621i,0.00018398-0.0013239i,-0.00043149-0.00048384i,-0.00035161+0.00016283i,-0.00014774+0.0002854i,0.0001863+0.00019676i,0.00079069-0.00020483i,0.00033714+9.9985e-05i,-3.16e-05+0.0003525i,0.00062501-7.856e-05i,0.00062045+0.00018992i,0.00011799+0.00019304i,0.00047137-0.00022712i,0.00032726-0.00039599i
-0.00056721-0.0010642i,-0.00036335-0.00081503i,-0.00098542-0.00091607i,-0.00046252-6.6815e-05i,0.00039065-1.0891e-05i,-2.2485e-05-0.00090257i,-0.00019538-0.00097556i,0.00076733-0.00025967i,0.001333+2.7197e-05i,0.0014576-0.00047356i,0.00093114-0.00090811i,0.00042075-0.00091539i,0.00050688-0.0011183i,0.00047991-0.001745i,0.00041638-0.0013176i,-6.0273e-05-2.8346e-05i,-0.00072086+0.00043142i,-0.00095355-6.6602e-06i,-0.00076035-0.00023567i,0.00010857-0.00022996i,2.8046e-05-9.773e-05i,-0.00010219+8.5334e-05i,0.00024766+3.8864e-05i
-0.00024653+0.0010387i,-0.00087062-0.00016783i,-0.00062254-0.0013138i,0.00036017-0.0015629i,0.0013331-0.00047986i,0.0017608-0.00083066i,0.0013183-0.0012209i,0.00038789-0.00033223i,0.00021157-0.00028361i,0.00084783-0.00075787i,0.0011318-0.00057625i,0.00074789-0.00047768i,9.8577e-05-0.00086766i,-0.00076167-0.00085428i,-0.00043533-0.00080601i,-0.00015274-0.00020992i,-0.00030522+0.00054006i,0.00025742+0.00094083i,2.1449e-05+0.00085478i,-0.00014031-0.00033767i,2.8777e-05-0.0014898i,0.00028173-0.00099553i,0.00058655+0.00021182i
-0.00052956+0.0018374i,0.00029081+0.0026636i,0.0015133+0.0032181i,0.0025063+0.0028409i,0.0027552+0.0018135i,0.0017104+0.00068197i,0.00051054-1.6402e-05i,0.00023706-6.1948e-05i,0.00043688+0.00062128i,0.00048903+0.00035919i,0.00053222-0.00059771i,0.00063936-0.00073748i,-0.00017182-6.404e-05i,-0.00059739+9.9194e-05i,-0.00078201-0.00031278i,-0.0009335-0.00071882i,-0.00068423-0.00066088i,-0.00098229-0.00053961i,-0.0004435-0.00039722i,0.00025963-0.00062657i,6.9541e-06-0.00039862i,-0.00024796+5.8992e-05i,0.00022501-1.0046e-05i
-0.0014679-0.0011079i,-0.00084688-0.0005115i,-0.00078763-0.0012856i,-0.00095609-0.0023406i,-7.4515e-05-0.0014339i,0.00047135-0.001074i,0.00025651-0.00091893i,-9.7535e-05-0.00063597i,0.00033852-0.00023447i,0.00060555+0.00015484i,0.00027892-0.00034423i,0.00053006-0.0010843i,0.00050053-0.0012104i,-0.0001631-0.00093589i,-0.00070998-0.00032397i,-0.0010337+0.00031913i,-0.00099319+9.9432e-06i,-0.0015004-0.00044624i,-0.0011455-0.00075208i,-2.7067e-05-0.0010105i,-2.7027e-05-0.0008358i,-0.00010015-0.0012296i,0.00032933-0.0010053i
9.5096e-05-0.00090768i,0.00039542-0.00071118i,0.00025386-0.0018078i,-0.00024207-0.0023914i,0.0004143-0.0012483i,0.0018476-0.00053209i,0.0015628-0.00086604i,0.00013993-0.0013199i,-0.00032259-0.00043607i,0.00014855+0.00050853i,0.00047748-0.00015465i,0.00033557-0.0010357i,-0.00030587-0.0012441i,-0.00054671-0.0010119i,-9.9065e-05-0.00081621i,-0.00062918-0.00059025i,-0.00083461-0.00060626i,0.00053132-0.00067468i,0.0013276-0.0008175i,0.00069779-0.00052352i,0.00051881+6.2301e-05i,0.00047196+0.00041201i,0.00027293+0.00010318i
0.0006898+0.0012228i,0.00036443+0.001121i,0.0010511+0.0009588i,0.0014873+0.00074488i,0.0020663-0.00011456i,0.0020247+0.00012052i,0.0010445+0.00033727i,0.00036866+0.00022723i,0.0012108+0.00047984i,0.0022109-2.2485e-05i,0.0010163+6.0662e-05i,0.00013848-0.0008124i,0.00036539-0.0018917i,-0.00021219-0.0014443i,3.6948e-05-0.00061048i,-2.5637e-05-0.00041121i,-0.00054525-0.00016747i,-0.00015405+0.00030643i,0.00029245+0.00039389i,0.000298+0.00039396i,-0.00024824-0.00021106i,-0.00077855-0.00047223i,-0.00071553-0.00026468i
-0.00011697-0.0019712i,-7.542e-05-0.0025524i,0.00022743-0.0025928i,0.00054071-0.0021266i,0.00094083-0.0003961i,0.0014067+0.00047504i,0.00096171-0.00029542i,0.00036489-0.00064791i,0.0002274-0.00083946i,0.00037913-3.2594e-05i,-0.00034534+0.00071424i,-0.00071297+0.00089523i,6.0258e-06+0.00082625i,-0.00014411+2.9012e-05i,-0.0010946-0.00051848i,-0.0010371-0.00046836i,0.00010613-9.1458e-05i,0.00070318+0.00021253i,0.00012079-0.00022562i,-0.00083152-0.00033266i,-0.0016269+0.00016619i,-0.00081014+0.00061943i,0.00026776+0.00026436i
0.00064849+0.00080631i,0.0012621-7.2178e-05i,0.0018492-0.00034564i,0.0015162+6.3282e-05i,0.0011619-0.00020894i,0.0013788-0.0010619i,0.0019858-0.0013601i,0.0020543-0.00070339i,0.0011932-6.4727e-05i,0.00030912-0.00020402i,0.00044627-0.00062783i,0.0013416-0.00041406i,0.00106+0.00029144i,0.00025107-7.2763e-05i,-0.00039826-0.00018047i,-0.00049933-0.00023637i,0.00030848-0.00052065i,0.00015849-0.00036179i,-8.921e-05-0.00013312i,0.00067399-0.00025362i,0.00068943-0.00055026i,-0.00012077-0.00072134i,-0.00054741-0.00093931i
-0.0012486+0.0019257i,-0.0013443+0.0012852i,-0.00027519+0.0008007i,0.0015773+0.00033783i,0.0033033+0.00016534i,0.0038274-0.00070349i,0.002515-0.0014456i,0.0013171-0.00046474i,0.001463+0.0004362i,0.00095324+0.00048304i,-0.00012008+0.00011582i,-0.00029087+2.6651e-06i,-0.00069031+0.00027472i,-0.0016649-1.59e-05i,-0.001773-0.00048028i,-0.0010485-0.00090333i,-0.00032095-0.00082765i,0.00042732-0.0002501i,0.0005587-0.00036643i,0.00067432-0.0008045i,0.0011191-0.00059733i,0.00097338-4.909e-05i,0.00022243+0.00034814i
0.0014814-0.0013025i,0.0008126-0.0026717i,-0.00036191-0.0029028i,-0.00052744-0.0015952i,-0.00012643-0.00072434i,0.0011708-0.00054253i,0.00098455-0.00045386i,-0.00067244-0.00054531i,-0.00016937-0.00059999i,0.00029884-0.00095451i,2.8543e-05-0.00053295i,-0.00022313+0.00013372i,-0.00053566+0.0004598i,-7.4048e-05+0.00035095i,6.9132e-05+8.093e-05i,1.8422e-05-0.00026966i,4.9295e-05-1.8615e-05i,-1.1107e-05+0.00060181i,0.00036066-0.00033816i,0.00055099-0.0010142i,-9.602e-05-0.00093869i,-0.000479-0.00049925i,-0.00022037-0.00015122i
-1.8002e-05+0.00057643i,0.00097427-0.001098i,0.0028028-0.0020913i,0.0031598-0.0018037i,0.0020555-0.0014785i,0.0011827-0.00080213i,0.00070996-0.00031747i,0.00038953-0.00095339i,0.00036392-0.0015657i,0.00065219-0.001158i,0.00075908+0.0001133i,0.00016863+0.00036921i,-8.4441e-06-6.6439e-05i,-0.00021613-0.00028742i,-0.00028378+0.00010191i,-1.9387e-05+0.0003881i,-8.3563e-05-0.00015087i,-1.893e-05-4.1926e-05i,0.00081829-0.00010553i,0.0014415-0.00014761i,0.00046132+0.00022054i,-0.00045818+4.6092e-05i,3.5032e-05-8.0393e-05i
-0.00012714-0.0011624i,-0.001836-0.0015106i,-0.0026945-0.00039615i,-0.0022237+0.00069569i,-0.00060661+0.0010681i,0.00056967+0.0011865i,0.00068946+0.00039603i,0.00032255+8.029e-05i,0.00043587+0.00016055i,-0.00035013+5.908e-05i,-0.00071144-0.00032617i,0.00016982-0.00086349i,0.00048168-0.00022839i,-0.00010696+0.00085062i,-0.00098161+0.000714i,-0.00070305+0.00054258i,-0.00047822+0.00024367i,-0.00065787-0.00031745i,4.6513e-05+3.6659e-05i,0.00084488+0.00043461i,0.00035069-5.2067e-05i,-0.00050521-0.00022301i,-0.00070783-0.00043006i
0.0011179+0.0018519i,9.5316e-06+0.00076145i,0.00046951-0.00071098i,0.00091311-0.001172i,0.0015872-0.0010031i,0.0019353-0.00058876i,0.0011255-0.00036758i,0.00029718-0.00037802i,-9.6338e-05-0.00017943i,-6.3499e-05-0.00032354i,-9.5727e-05-8.7417e-05i,-0.00048774-1.818e-05i,-0.00078904-0.00072746i,-0.00085273-0.00036185i,-0.0015063-0.00082634i,-0.0017569-0.00086554i,-0.00068449-0.00015398i,0.00023353-0.00039608i,8.7103e-05-0.00055078i,-0.00022927-0.00077465i,-0.00017132-0.00089229i,-0.00032903-0.00098715i,0.00029436-0.00074991i
-0.00022315-0.00039069i,-0.00072631-0.00032338i,-0.0010192+0.00043953i,-0.00084671+0.00076804i,-5.9918e-05+0.0005386i,0.0009142+0.0010631i,0.000619+0.0010438i,-0.00029366-0.00030634i,-0.00033303-0.00065194i,0.00016067-0.00048598i,0.00015803-0.00053399i,-0.0001829-0.00044881i,0.00014261-0.00068138i,0.00066528-0.0013205i,0.00040757-0.0014528i,7.7868e-05-0.0011399i,-0.00088851-0.0011718i,-0.0012766-0.00057954i,-0.00060388-0.0001542i,-0.00042434-0.00071293i,0.00013045-0.00025991i,0.00028149+0.000931i,-0.00054329+0.00046002i
-0.0014169+0.0013308i,-0.0019605+0.00037117i,-0.0017192+7.8765e-06i,-0.00014215+0.00034708i,0.0010857+0.00098089i,0.00084106+0.00016896i,-0.00039629-0.0014419i,-0.00074604-0.0015713i,-0.00047114-0.00094968i,-1.3511e-05-0.00055498i,0.0001419-0.0012592i,-9.2687e-05-0.0010151i,3.2632e-05-1.688e-05i,-5.0686e-06+0.00033236i,-0.00058701+0.0005486i,-0.00067192-0.00019132i,-9.7979e-05-0.00068691i,0.00025756-0.00019956i,0.0002692-0.00033561i,4.8939e-05-0.00019543i,0.00025456+0.00019163i,0.00011096+0.00023491i,-0.00032543+0.00036594i
0.0016929-0.00062437i,0.0017711-0.001373i,0.0009057-0.0032503i,0.0011054-0.0033825i,0.0011921-0.0017587i,0.0008647-0.0011551i,0.0012427-0.0010277i,0.00083945-0.00083472i,0.00030199-0.00062787i,0.00045283-0.00032453i,0.00066761-0.00028767i,0.00063532-0.0003442i,0.00026435-1.2867e-05i,-5.2044e-05+0.00013675i,-8.0206e-05+9.3663e-05i,-0.00062509+2.3642e-06i,-0.001127+0.00041382i,-0.0002162+0.00065532i,0.00037537+0.00031485i,-0.00050423+0.00068744i,-0.0011392+0.00039439i,-0.00072315-6.4783e-05i,4.9481e-06+0.00023293i
0.00071378-0.00021576i,-2.5912e-05-0.00047935i,0.0010747-0.0010687i,0.0022145-0.0018373i,0.001784-0.0018542i,0.00095123-0.0011293i,0.00035254-0.0012334i,0.00053405-0.00075124i,0.0010882+3.836e-05i,0.00032433+3.5031e-05i,-0.00094474-0.00057131i,-0.0011748-0.00080075i,-0.0003001+0.00057207i,0.00054376+0.0017999i,0.00017963+0.00093847i,0.00013172+9.0331e-05i,0.00051806+0.00060252i,7.052e-05+0.00047227i,-0.00019302+0.00021561i,0.00031601+0.00024455i,8.9231e-05-0.00019507i,-0.00031355-0.001655i,-0.00018077-0.0017802i
-0.0018074-0.0022968i,-0.0017428-0.00085407i,-0.0025668+0.00030493i,-0.0020185+0.00042641i,-0.00037753+0.00097187i,0.0012546+0.00099421i,0.0015359+0.00035436i,0.00084891-0.00094129i,0.000319-0.0015187i,0.0003709-0.00076693i,0.00052524+0.0002883i,0.0001558+0.00093881i,0.00014732+0.00029398i,0.00058772-0.00063704i,0.00032677-0.00043677i,6.9134e-06-0.00045195i,-0.00035574-0.000897i,-0.0011418-0.00035444i,-0.0011386+0.00039885i,-0.00027263+0.00024881i,3.4379e-05-9.5558e-05i,0.00022662+0.00031108i,-0.00021721+0.00037485i
0.00073894-0.0011742i,0.0013387-0.0013413i,0.00011587-0.00095353i,-0.0012856+0.0011008i,-0.0006605+0.0012107i,0.0016501-0.00033812i,0.0020702-0.00095131i,0.00060843-0.00053532i,-0.00023652-0.00073568i,-0.00037676-0.0010507i,-0.00046078+0.00051555i,0.00027388+0.00079324i,0.0015028+7.6933e-06i,0.0013468+0.00014265i,0.0004436+0.00051064i,-0.00022388-0.00017325i,-0.00022039-0.00085683i,0.00045611-0.00084958i,0.00047234-0.0001577i,0.0006901+9.5814e-05i,0.00054686-0.00012853i,-0.00021473+0.00015755i,-0.00032421+0.00023358i
0.0019507+0.00028522i,0.0017971+0.00015011i,0.0026639-0.00075378i,0.0022649-0.00053605i,0.00064307-0.0007974i,0.0012189-0.0013279i,0.001449-0.0015261i,0.00039993-0.0011355i,0.00015858-0.00032343i,0.00042167-0.00059784i,0.00042656-0.00057819i,0.00012153-0.00012065i,-0.00011928-0.00060864i,-0.00016274-0.00093385i,-0.00055649+0.00026088i,-0.00044353+0.00087382i,-0.0002285+0.0005391i,-0.00019032+8.6998e-05i,-0.00020477-4.7155e-05i,-2.025e-05-6.8758e-05i,0.00030834-0.00026444i,0.0004266-0.00013676i,0.00032809-9.2679e-05i
0.0005889-0.0012016i,0.00086729-0.0010471i,0.00073698-0.0010971i,7.6497e-05-0.00095707i,-0.00040424-0.00052359i,-0.0007903+0.00018i,-0.00079379+0.00034296i,-0.00053295-0.00061185i,0.00010754-0.00063277i,1.8085e-05-0.00010855i,2.9446e-05+0.00014813i,0.00015085+0.00043787i,-0.00029236+0.00052856i,-0.00021225+0.00083816i,0.00040492+0.00051558i,0.0010474-0.00028141i,0.0011129-0.00043824i,0.0013916-0.00032197i,0.00099939-8.5161e-05i,-0.00026999-8.4526e-05i,-0.00023523+3.8952e-05i,0.00074887+0.00070821i,0.0012944+0.00030806i
0.00037003-0.0017467i,-0.00020583-0.0019403i,-1.2624e-06-0.0013873i,-0.00080594-0.00056491i,-0.00052277-0.00021207i,0.0015227+0.00012178i,0.0015793+4.6178e-05i,0.00012613-0.00086896i,-0.00061247-0.00091124i,-0.0011046-0.00050798i,-0.0011641+8.1377e-05i,-0.00043459+0.00045772i,0.00046204+0.00023626i,0.00066906-0.00047061i,0.00020959-0.0011563i,0.00013999-0.00060297i,0.00034258-0.00022614i,0.00045033-7.8584e-05i,-0.00066223+0.00013357i,-9.4943e-05-0.00070103i,0.0010194-0.00051354i,0.00018061+0.00085919i,-0.0012511+0.0011061i
0.0015515+0.0001567i,-0.00011375-0.00066127i,-0.00054673-0.00041505i,-7.6143e-05-0.00053158i,0.00048048-0.00041278i,0.00075171+0.00033773i,0.00076912-2.2697e-05i,0.00015592-0.00035485i,-0.00023901-0.0007074i,0.00013352-0.0010375i,2.0247e-05-0.00085644i,0.00023097-0.00012038i,0.00012686+0.00070495i,-0.00065428+0.00019625i,-0.00017506-0.00033426i,0.00067648+0.00055461i,0.00089793+0.00091261i,5.9088e-05+0.00058581i,-0.0002267+0.00052714i,-0.00027903+0.00059894i,-0.0004039+0.00065644i,-0.00017567-0.00044163i,-0.00049801-0.00090915i
-0.00087208-0.00043579i,-0.00024694-0.0010327i,-0.00022693-0.0013589i,0.0001967-0.00061079i,0.00056811+0.00093484i,0.00086746+0.00066207i,0.00053546-0.00018704i,0.00061939-0.0006228i,0.0010428-0.00059811i,0.00030289-0.00050994i,0.00017662-0.000559i,0.0010621-0.00022147i,0.00096801-0.00010269i,0.00062554-0.00046926i,0.0002695-0.00043611i,-0.00050029-0.0003622i,2.7574e-05-0.00013259i,6.5358e-05+0.00066795i,-0.00036594+0.00014849i,5.0549e-05-3.5091e-05i,0.00040584+0.00034975i,0.00033542-0.0002085i,9.7882e-05-0.00058808i
-0.00030462+0.0002521i,-0.00065134+0.00011505i,5.0494e-05-0.00035277i,0.00065153-0.00085433i,0.00076721-0.00112i,0.0013067-0.00098462i,0.0011938-0.0014475i,0.00065481-0.0012865i,0.0011546-0.00021375i,0.0013185-0.00026384i,0.00059528-0.0003751i,0.000554-0.00068008i,0.0003165-0.00071567i,0.00029929-0.00012113i,0.00010372-0.00040409i,0.00021781-0.00045713i,0.00068253+0.00010131i,0.00089104+7.2934e-05i,0.00081062+6.8317e-05i,0.00067351-0.00010432i,0.00027304-0.00080219i,5.8889e-05-0.0010717i,7.5418e-05-0.00058294i
-0.0011206-0.00077884i,-0.00094502+8.4794e-05i,-0.00072882+0.00014409i,-0.00037337+5.4542e-05i,2.2354e-05+0.00044026i,0.00068297-0.00075264i,0.00051667-0.0016249i,-0.00017316-0.00022589i,9.3168e-05+0.00079155i,0.00072367-0.00015597i,0.00097497-0.0012156i,0.00086862-0.00075683i,0.00059909-0.00058506i,0.00051414-0.00087122i,0.00034252-0.0012022i,-0.00031896-0.0012733i,-0.00067777-0.00033784i,-0.00037646-1.1777e-05i,-0.00042383-0.00037421i,-8.2394e-05-0.00034076i,-7.1708e-05+0.00012566i,-0.00032061+0.00048215i,-0.00036726+0.0002598i
-0.00058875+0.00061002i,0.0010178+0.00014484i,0.0021477-0.00057672i,0.0017055+0.00020116i,0.00067582+0.00034788i,0.00095435-0.00035017i,0.0013775-0.00083837i,0.0011509-0.00043432i,0.00083417+0.00016421i,0.00046202-0.00014955i,0.00013245-0.00057732i,9.8542e-05-0.00094471i,0.00013993-0.0008067i,0.00028182-0.00043766i,-2.2449e-05+0.00017864i,-0.0004581+0.00017791i,-0.00097787-0.00018662i,-0.00073149-0.00037377i,-0.00013047-6.0278e-05i,-0.00035668+0.00027196i,3.9471e-05+0.00010517i,7.3453e-05-0.00011815i,-0.00021275-7.2712e-05i
0.0016769+0.00068761i,0.0030623+0.00060565i,0.0029412-0.00012489i,0.0021151-0.0003369i,0.0019141-0.00056907i,0.0016076-0.00051131i,0.0012426-0.00048886i,0.00049139-0.0012783i,0.00015054-0.00071237i,7.043e-05-0.00018416i,0.00016514+0.00032712i,0.00039459+0.00098413i,-8.9249e-05+0.00054689i,-0.00068245-0.00035234i,-0.00014704-0.0010567i,0.00031448-0.00051942i,0.00030658-0.00031335i,0.00030816-0.00045851i,0.00034713-0.0001621i,-0.00048146-0.00022977i,-0.00099319-0.00082397i,-0.00047742-0.0012834i,-0.00039294-0.0012877i
-0.00099187-0.00023881i,-0.00058043+0.00029777i,-0.00064365+0.0012673i,-0.00026022+0.0019886i,0.0010013+0.0018152i,0.0020747+0.0015166i,0.001893+0.00083672i,0.00058541-8.1022e-05i,-0.00059596-0.00067108i,-0.00024593-0.00080543i,0.00045007-0.00060694i,0.00027343-0.00054786i,0.00042976-0.00065105i,0.00033065-0.00045635i,-0.0003942-0.00010428i,-0.0002545+0.00057864i,5.0976e-05+0.0011287i,-0.00041663+0.0005826i,-0.0002802-0.00034167i,0.00032465-0.00029506i,0.00045586-0.00012792i,0.00018246-0.00025631i,-0.00093999+0.00013036i
0.0021079+0.00055493i,0.0019989-0.00065706i,0.0023675-0.0023088i,0.0018812-0.0031214i,0.00080603-0.0025492i,0.00084778-0.0020701i,0.0014317-0.00069732i,0.00060617+0.00067645i,6.1928e-05-0.00013011i,0.00041673-0.0010014i,0.00045364-0.00028943i,0.00018826-0.0001443i,0.00018736-0.00022534i,-0.00018751-0.00025774i,-0.0004017-4.0291e-05i,-0.00037903+0.00014121i,-0.00021871+3.0747e-05i,-0.00036058+0.00020846i,-0.00062608-8.2188e-07i,-0.00019142-0.0001977i,-0.00018313-0.0001249i,-0.00061974-0.00020108i,-0.0007547-0.00022849i
0.0012033-0.00077061i,0.00099457-0.00010009i,0.00060908+0.00024073i,1.6916e-05-8.5577e-05i,0.00012199-7.8875e-05i,0.00064176+6.8302e-05i,5.6707e-05+7.2467e-05i,-0.00014022-0.00046654i,9.0657e-05-0.0010617i,-0.00038914-0.0007671i,-0.00035381-0.00061799i,-0.00041033-0.00073935i,-0.00025517-0.00060599i,0.00030606-0.000393i,0.00056341-0.00058449i,0.00088839-0.00022083i,0.00018073+0.00054696i,-6.4932e-05+0.00061555i,0.00074924+0.00034303i,0.00044494-9.0038e-05i,9.4617e-05-0.00045366i,0.00019713-0.0010448i,-2.2255e-05-0.00098691i
-0.00038169+0.00048047i,-0.00023973-0.0005683i,-0.00059552-0.00030483i,-0.0006417-0.00050759i,0.0010929-0.00078555i,0.0015298-0.00071933i,0.0010739-0.00013915i,0.0016145-0.00018366i,0.001474-0.0006945i,0.00037134-0.00068422i,-0.00023979-0.0012051i,-5.5364e-05-0.0015302i,-0.00019053-0.00094506i,-0.00077433-0.001006i,-5.9477e-05-0.00097516i,0.00023597-0.00028714i,8.2031e-05+0.00068745i,-0.00030947+0.0012511i,-0.001045+0.00062533i,-0.00076236-2.5607e-05i,-0.00091594+3.0491e-05i,-0.00083318-0.00035556i,-0.00053915-0.00079662i
0.00028719-0.0011287i,-0.00031938-0.0021577i,-0.0014525-0.0022637i,-0.0019669-0.0018067i,-0.0016921-0.0010586i,-0.00024682-0.0011043i,0.0010962-0.0016062i,0.0013719-0.00065624i,0.0010377+0.00045809i,0.00028064+0.00041986i,-0.00029471-0.0004297i,-0.00021711-0.00092853i,0.00017405-0.00049568i,0.00083015-0.00010639i,0.00073135+0.000102i,0.00040378+0.00015247i,-0.00024957-8.3343e-05i,-0.00024197-0.00019142i,0.00047186-0.00010209i,0.00085027-0.00016609i,0.00026863+0.00021643i,-0.00021923+0.00067293i,-0.0002254+2.3653e-05i
0.0017094+0.0020095i,0.002265+0.00073037i,0.0029308-0.00018042i,0.0033295-0.00018983i,0.0026705-0.00051123i,0.0017712-0.0011404i,0.0012036-0.00078221i,0.00031773+0.00014384i,0.00012466+0.00086112i,0.00052214+0.00010369i,-0.00013078-0.0010247i,-0.00092922-0.001039i,-0.0005692-0.00095265i,-0.00026248-0.00071685i,-0.00058231-0.00041641i,-0.00081061-8.6341e-05i,-0.00084295-0.00013112i,-0.00059306-0.00017932i,4.6668e-05-0.00021847i,0.0003924-0.00043106i,0.00024129-0.00028856i,8.0469e-05+0.00020202i,0.00062077-0.00013139i
0.00078628+0.0005244i,0.00080024-0.00076952i,-0.00052225-0.00057409i,-0.00072895-0.000567i,0.00076382-0.00035579i,0.0014637+0.0006599i,0.00101+0.00038736i,0.00067742-0.00041513i,0.00043069-0.00023817i,0.00010655-0.00057084i,-2.9678e-05-0.00061699i,-0.00016197-9.327e-05i,-0.0001815+0.00019679i,-0.00026093+1.2584e-05i,9.0928e-05-0.00064316i,0.0011171-0.00058148i,0.0013043-0.00021476i,0.00083381+7.9932e-05i,0.00027434+0.00031283i,-2.7208e-05+0.00019626i,-0.00011599-0.00027447i,0.00012273-8.8195e-05i,0.00085387+0.00047732i
