-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
0.001215+0.00096351i,0.0013063-0.00014228i,0.0020872-0.00058098i,0.002048-0.00058787i,0.001789-0.00097398i,0.0007462-0.001286i,-0.00036172-0.0011729i,-0.00027915-0.00085126i,-0.00066833-0.00012504i,-0.00047329+0.00065082i,-4.0168e-05+6.6663e-05i,0.00028539-0.00041314i,0.00027369+0.00020186i,-0.0001766-0.0001976i,2.0147e-05-0.00033763i,0.00022286+9.4946e-06i,1.7641e-05+0.00040218i,0.0001615+0.00020948i,0.00053366-3.1099e-05i,0.0011513-0.00033682i,0.0011071-0.00090519i,0.00024994-0.00075961i,-7.7011e-05-0.00021397i
-0.00031111+0.00078901i,0.00074596+0.0011778i,0.00076486+0.0003093i,0.0010782-0.001194i,0.0021731-0.0017067i,0.0016214-0.0020053i,0.00052736-0.0019732i,0.00016686-0.000749i,-5.6326e-05+0.00032257i,0.00031325+0.00053177i,0.00095785+0.00019096i,0.0005895-0.0012885i,0.00042386-0.0019207i,0.00045382-0.00088908i,0.0002548-9.9862e-05i,0.00021761+0.00036803i,-4.6421e-05+0.0004154i,-0.00027881+0.00019087i,-0.00042868+0.0001134i,-0.00095122+0.00013789i,-0.0014122+0.00019147i,-0.0013083-0.00016889i,-0.00026208-0.00053944i
-0.002644+0.00090863i,-0.0014627+8.9695e-05i,0.00028571+0.0001204i,0.0030494+0.00010498i,0.0033814+0.00025613i,0.0014771-0.00029304i,8.4181e-05-0.0015866i,-0.00018448-0.0014149i,0.00010394-0.00092356i,0.00035524-0.00035002i,0.00034533+0.00051647i,-8.9659e-05+0.00073311i,-0.0007209+0.00033295i,-0.00084177-0.00018691i,-0.00054086+0.00019703i,-0.00022463+0.00084718i,0.00011455+0.00055567i,0.00036754+2.1897e-06i,0.0002659+0.00016723i,2.3914e-05+0.00065765i,-0.00053598+0.00078875i,-0.0004658-0.00035913i,0.0004726-0.0012846i
0.00077378+0.0017026i,0.0020558+0.0011184i,0.0025225+0.0001503i,0.0038037-0.0010337i,0.0045536-0.0016431i,0.0025576-0.0018653i,0.00042275-0.00099029i,-0.00028402-0.00059487i,5.028e-05-0.00067087i,0.00056965-0.00030323i,0.00064466-4.2144e-05i,0.00031379+0.00026515i,-4.2841e-05+0.00026442i,-8.9211e-05-0.00020995i,-0.00043518-0.00042657i,-0.00047859-0.00041722i,5.3324e-05-7.0806e-05i,8.7508e-05+0.00010667i,0.00027573+2.6528e-05i,0.00027782-0.0003798i,-0.00072004-0.0005303i,-0.00058264-0.00039713i,-6.5623e-05-0.00021899i
0.0018334+0.0024527i,0.0014886+0.0010041i,0.0017186+0.001212i,0.002733+0.0013868i,0.0024259-0.00049603i,0.00035407-0.0025358i,-8.6996e-05-0.0021838i,1.2323e-05-0.0011139i,-2.4385e-05+7.2639e-05i,0.00027075+0.00029635i,-1.2867e-05-0.00077786i,-0.00024243-0.00078488i,-0.00030034-0.00028058i,-0.00022402+0.00010985i,-0.00036057-7.3672e-05i,-0.00038704-0.00067605i,0.00014996-0.00034998i,0.0006968-5.0304e-05i,6.615e-05+0.00014163i,-0.00048483-0.00012537i,4.2587e-06-0.00065946i,8.6212e-05-0.00029858i,-0.00029821+9.1883e-05i
0.0043594-0.00085704i,0.0039056-0.0010086i,0.0036866-0.0025006i,0.0018077-0.0036458i,0.00033549-0.003343i,-0.00056457-0.0024467i,-0.00070518-0.00095845i,-0.0006863-0.00020407i,-0.00034328-0.00039283i,-0.00063721-0.00037629i,-0.0016924-0.00075067i,-0.00065886-0.00090605i,0.00029688-0.00043363i,-0.00020985+0.00020343i,-0.00037639+0.00061207i,-0.00036755+0.0012824i,-0.00024631+0.00079413i,0.0002105-0.00010226i,-0.000302-0.00070703i,-0.0010408-0.001206i,-0.00033484-0.0006352i,0.0001054-0.0001963i,-7.2919e-06-0.00022012i
0.0014293+0.0020543i,0.001293+0.0016212i,0.0024122+0.00037888i,0.0024849-0.0011858i,0.00062493-0.0019548i,-0.0011344-0.0025912i,-0.00093472-0.0019678i,-0.00018802-0.00041348i,0.00010047+3.2204e-06i,0.00032534-0.00075161i,0.00038141-0.0023594i,0.00029777-0.0023406i,-0.00018684-0.0014646i,-0.00063395-0.00063008i,-0.00017232+0.00031895i,1.1145e-05+0.00028764i,-0.00038666+0.00041878i,-0.00033767+0.00030428i,0.00018242-0.00051412i,1.7152e-05-0.00076076i,-0.00048143-0.00038408i,0.00029539-0.00013515i,0.00053398+0.00027371i
0.0029711+0.0017037i,0.0021936-5.9907e-07i,0.0031559-0.0010676i,0.0031462-0.0015265i,0.0020432-0.0017042i,0.00068791-0.0017925i,-0.0003562-0.0018036i,-0.0002607-0.0013473i,0.00032237-0.00073215i,0.00076496-0.00039047i,0.0014197-0.00029828i,0.00032291-0.00014606i,-0.0011228+0.00014794i,-0.0001213+0.00011895i,0.00090833+6.3927e-05i,0.00067174+0.00041478i,4.8594e-05+0.0006176i,0.00011876+7.3807e-05i,0.0005373+7.6807e-05i,-0.00024478-6.9015e-06i,-0.00031795+0.00041387i,-0.00035874-2.616e-05i,7.4437e-05-0.00050485i
-0.00086359+0.0015867i,-0.00044346+0.0026841i,0.0011351+0.0028484i,0.0028689+0.0017741i,0.0029894-0.00024968i,0.001469-0.0017164i,0.00018084-0.0012813i,-0.00078164-0.00035273i,-0.001234+6.4611e-05i,-0.00089768+7.1717e-05i,-0.00020732+4.6516e-05i,-0.00026529+8.5993e-05i,-0.00033051-0.00024551i,0.00096798-4.3148e-05i,0.0012328+0.00065789i,0.00075702+0.00025367i,0.00055685-0.00034947i,-0.00023315-0.0006591i,-0.0011099-0.00035302i,-0.0010254+0.00019326i,-0.00046215+0.00074382i,-0.00029287+0.001156i,0.00030596+0.00073071i
0.00089359-0.00056018i,0.0010665-0.00014184i,0.0008764+0.00026529i,0.0012901-0.00021746i,0.0013041-0.00010737i,-5.1138e-05-4.6559e-05i,-0.0010472+0.00045215i,-0.00087688+0.0013053i,-0.00061145+0.0011626i,1.2054e-05+3.7558e-05i,-0.00040083-0.00029349i,-0.0014179+0.00012737i,-0.00035314+0.00075876i,0.00092153+0.00085207i,0.0011106+0.0006415i,0.0014412+0.0004812i,0.0010518+0.00028408i,6.8401e-05+0.00033665i,-0.00022078+0.000108i,-6.4588e-05-0.00015249i,0.00048021-0.00050275i,0.00017748-0.00076669i,0.00030389-0.00046313i
0.00040567+0.0002283i,-0.00057921+0.0013995i,-6.8586e-05+0.00054713i,0.0010425+2.8864e-05i,0.0014739-4.4515e-05i,0.00091386-0.00011175i,-0.00028561-0.00072844i,-0.00026531-0.0009657i,0.00037147-0.00043345i,0.00045794+3.4932e-05i,0.00057601-0.00036505i,0.00014314-9.6092e-05i,0.00030255+0.00074493i,0.00065296+0.00028414i,0.0012202-0.00036465i,0.0012141+0.0003594i,0.00015764+0.00051967i,-0.00022721-0.0001359i,0.00013628-0.00028116i,0.00024718-0.0005698i,-0.00036937-0.00011191i,-0.00066343+0.00061022i,-4.7779e-05+0.0010347i
-0.001998+0.00063563i,-0.0012397+0.0011472i,-0.00040719+0.0015862i,0.0015258+0.00054415i,0.0019453-0.00048588i,0.0013407-0.0010177i,-8.634e-05-0.00097783i,-0.00128-0.00050571i,-0.00060612+0.000232i,0.00039487+0.00090841i,0.00097404+0.00062124i,0.00057735-5.5346e-06i,0.00052486-0.00042091i,0.0008923-0.00013533i,0.00057865+0.00036393i,0.00040209+0.00045965i,0.00054017+0.00025185i,0.00049338+0.00017555i,0.00027236-1.4131e-06i,-0.00014598-0.00074842i,-0.00053761-0.00075236i,-0.00059642-0.00017052i,-0.00015624+0.00052184i
0.0011499-0.0017837i,0.00081533-0.0011777i,0.0010208+0.00036841i,0.0016032+0.0010424i,0.0008792+0.00060116i,-0.00071559-0.00085462i,-0.0014577-0.001477i,-0.001115-0.0010789i,-0.0004712-0.00030037i,0.00016664+0.00055842i,0.00028565+0.00065886i,-0.00044719+0.00071461i,-0.00049558+0.00084996i,-0.00020373+0.0011221i,-0.00029642+0.0013633i,6.3826e-05+0.0013412i,0.00087341+0.00090338i,0.001033+0.00075643i,0.00048261+0.00061332i,-0.00018672+0.00075819i,-0.00047972+0.000346i,-0.0003709-0.00056287i,-0.00030915-7.9236e-05i
-0.00019458+0.00053183i,7.6741e-05-0.00042737i,0.00077998+0.00036389i,0.0018282+0.00028994i,0.0014812-9.541e-05i,0.00070463-9.9732e-05i,9.9456e-05-0.00057788i,-0.001306-0.00068345i,-0.00079411-0.00054131i,0.00031399-0.00054661i,0.00049255-0.00072619i,0.00029363-0.00035635i,0.00037206+0.00067292i,0.00077991+0.0011315i,0.00028692+0.00093721i,0.00065208+0.00012799i,0.00066169-0.00010499i,-0.00013779+1.2655e-05i,-0.00050273-0.00018454i,-0.00017438+3.4651e-05i,-0.00041388-0.0002702i,-0.00052596-0.0014512i,0.00094069-0.00094225i
-0.0011092+0.00033966i,-0.0010694+0.0009512i,5.2038e-05+0.0015604i,0.0018267+0.00092222i,0.0022968-0.00082044i,0.0014273-0.001485i,-0.00012261-0.0012311i,-0.00092539-0.00073588i,-0.0006701-0.00050027i,-0.00012094-0.00026709i,0.00094697+0.00037968i,0.0014788+0.00050281i,0.00098716+2.0862e-05i,0.00045807-0.00038942i,0.00029027+0.00018605i,0.0007782+0.0006784i,0.00088786+0.00047858i,0.00050973-3.9815e-05i,0.00021899-0.00014523i,0.00026889-9.956e-05i,0.0001666-0.00036213i,-0.00021609-0.0001604i,0.00023139-1.5359e-05i
0.0017004-0.00011599i,0.00017675-0.00032136i,0.00041235-3.8339e-05i,0.001284-6.7813e-05i,0.00055838-0.00041782i,-0.00076737-0.00073828i,-0.0020162-0.00093322i,-0.0020881-0.00094225i,-0.0010947-0.00069079i,8.3705e-05+1.0445e-05i,0.0004673+0.00054706i,0.00021649+0.00051203i,0.00010284+0.00038628i,-0.00021148+0.00018275i,-0.00022763-0.00012934i,0.00013109+0.00014894i,8.0237e-05+0.00076656i,-0.00075099+0.00066761i,-0.00093883+0.00018409i,-0.00028077+0.00039667i,-0.00018186+0.00070983i,-0.0002568+0.00091615i,-0.00029164+0.00021473i
0.0007719+0.00032852i,0.00051874+0.00037291i,0.00086751+0.0012083i,0.0016906+0.0012771i,0.0015552+0.00046279i,0.00076167-0.0012589i,2.1249e-05-0.0019033i,-0.00042572-0.0010616i,-0.00047249-6.2985e-05i,-0.00020675+0.00034569i,6.5727e-05+0.00056561i,0.00044287+0.00039708i,0.00034354-0.0006457i,-0.00013485-0.0010715i,-0.00064839-1.566e-05i,-0.00029375+0.0001337i,0.00061154-0.00019419i,0.000555-0.00015818i,-0.0005088-1.0885e-05i,-0.0011449+0.00054284i,-0.00078458+0.0007075i,-1.7544e-05+0.00097089i,-6.2265e-06+0.0010087i
0.0010957+0.00060284i,0.0011592+0.00038655i,0.00080404-0.0001501i,0.00046934-0.00033648i,0.00073352-0.00087394i,0.0010557-0.001351i,0.00050788-0.0015049i,-0.00028313-0.00094262i,-0.00080014-0.00027781i,-0.00074696-0.00015946i,-0.0010533-0.00022982i,-0.0005649-0.00077525i,-0.00011683-0.00127i,0.00018416-0.0011447i,0.00047744-0.00077381i,0.00058365-0.00099597i,0.00051351-0.00066195i,0.00057846-0.00030516i,0.00048881-4.488e-06i,0.00052273+3.7501e-05i,0.00047486-0.00073016i,0.00018117-0.00068212i,7.2813e-05-0.0011587i
0.0019945+0.0021091i,0.001876+0.0011783i,0.0020192-8.0445e-05i,0.0018548-0.0016119i,0.00089661-0.0020213i,0.0001301-0.0017782i,-6.0616e-05-0.0012803i,4.515e-05-0.00026289i,0.00040921+0.00014009i,-0.0001954-0.00064651i,-0.0011092-0.00097422i,-0.0018057-0.00025568i,-0.0017152+0.00011641i,-0.00059351+0.00023623i,8.4071e-05+7.3629e-05i,0.00017331-0.00042213i,0.00057804-0.00035644i,0.0012914-0.00030956i,0.0011785-0.0005315i,0.00073394-0.0001731i,0.00092223+0.00050027i,0.00079421+0.00057596i,-0.00012734+0.00064886i
-0.00029259-0.0011687i,-0.00010855-0.00019232i,0.00045059+0.00093317i,0.00092816+0.0002883i,0.00049272-0.00085663i,-0.00024234-0.0017517i,-0.0001335-0.0019505i,-0.00011316-0.00062279i,-0.00074434+0.00041891i,-0.00079568+4.4944e-05i,-0.00010727+0.00012643i,-0.00033+0.00075838i,-0.00030741+0.00070919i,-3.5108e-05+0.00073052i,0.00064564+0.00078778i,0.0017291+0.00081203i,0.0014113+8.8598e-05i,0.0010517-0.00077122i,0.00087774-0.00094456i,5.7875e-05-0.00065673i,-0.00016658-5.2168e-07i,8.6042e-06+0.0002634i,-0.00033249+0.00018584i
-0.00056213-0.00090881i,0.00016149-0.00111i,-0.00044658-0.0016437i,0.00045712-0.0016978i,0.0010283-0.0011549i,-0.00048588-0.0014481i,-0.00053296-0.0017897i,-0.00025025-0.00028941i,-0.00055636+0.00034986i,-0.0009746-0.00035185i,-0.00098708-6.507e-06i,-0.00023062+0.00032522i,-9.1937e-05-0.00016152i,-0.00064815+0.00020596i,-0.00098716+0.00062322i,-0.00043686+0.00024803i,0.00045805-0.00043572i,0.00078629-0.0006649i,0.00047311-0.00021363i,0.00016643+0.00034559i,0.00033188+0.00084767i,0.00035485+0.00032903i,2.8213e-05-0.00044381i
0.00038839-0.00048497i,0.00038361-0.00072673i,0.0011796+0.00032355i,0.0017134+0.00038483i,0.0020052-0.00037152i,0.0011061-0.00016989i,-3.4878e-05+0.00048594i,-0.00023042-0.00010351i,0.0001704-0.0010458i,7.9713e-05-0.0010189i,7.939e-05-0.0003873i,0.00031144+0.0003733i,0.00024607+0.0007138i,-0.00019006-8.9728e-05i,2.0661e-05-0.00039766i,0.0004632+0.00049558i,0.00036755+0.00027872i,-0.00037975+6.6625e-05i,-0.00078593+0.00046414i,-0.00028084+0.00072387i,0.00061204+0.00064574i,0.0010419+0.0011921i,0.00067876+0.0011123i
0.00084098+0.0017538i,0.00098511+0.0012178i,0.002376+0.00025064i,0.0025921-0.00053444i,0.0020083-0.00056473i,0.0010232-0.0010706i,-0.00011274-0.0010008i,-4.5991e-05-0.00080455i,4.4472e-05-0.0004673i,-0.00072926+0.00010801i,-0.00064413-0.00031551i,-0.0005839-8.8537e-05i,-0.00071489+0.0006602i,-0.00071339+0.00035418i,-0.00018314-0.00024134i,3.9903e-06-0.00012657i,0.00046243+1.5199e-05i,0.0010987-4.2229e-05i,0.00095185+0.0002795i,0.00047027+0.00036308i,-0.00022798+8.4428e-05i,-0.0010577-7.1437e-05i,-0.0011876-0.00027873i
0.0006665+8.2845e-05i,0.00034575-2.2549e-05i,0.00028594+0.0011292i,0.00011708+0.00025135i,-6.7156e-05-0.0017933i,-0.00065099-0.0021383i,-0.00080273-0.0014067i,-0.0006771-0.0012637i,-0.00039573-0.00084106i,-0.00042539+6.7759e-05i,-0.00049708+0.00028312i,-0.00037925-1.0674e-06i,-8.1532e-05-0.00013948i,0.0005084-7.1096e-05i,0.00072529-0.00041316i,0.00083652-0.00081805i,0.00050272-0.00052899i,-0.00029941-0.0002445i,-0.00026489-0.00019935i,-0.00027079+0.00026433i,-0.00072757+0.00050105i,-0.00025626+0.0003232i,0.00010389-0.00011125i
0.0012709-1.205e-05i,0.0013095-0.0008029i,0.002238-0.0015967i,0.0024457-0.0021497i,0.0011456-0.0020102i,-0.00044371-0.001763i,-0.00087661-0.0017715i,-0.00080951-0.00063759i,-0.00050542-0.0001663i,-0.00034017-7.808e-05i,-0.00066187+7.4218e-05i,-8.2719e-05-0.00014652i,0.0010646+1.1485e-05i,0.0012508+0.00030934i,0.00082611+0.00034915i,0.00068237+0.00033572i,0.0014093+0.000705i,0.00065658+0.00053282i,-0.00018696+0.00022292i,0.00016509+0.0001527i,0.00054193+0.00029289i,0.00067446+0.00052737i,0.00025855+0.00043006i
-0.0013253+5.1563e-05i,-0.00090984+0.0016286i,0.00052056+0.0015487i,0.0015164+0.0012351i,0.0010681+0.00080998i,0.00070781-0.00062657i,-0.00042199-0.00071162i,-0.0012633+0.00012022i,-0.001604+0.00034022i,-0.00070119+0.00066587i,0.00015592+0.00096783i,8.6207e-05+0.00054239i,-8.8666e-05-0.00021183i,0.00050345-0.00041865i,0.001269+0.00024053i,0.00065917+0.00014439i,-0.00069712-0.00050202i,-0.001276-3.9253e-05i,-0.00083694+0.00047546i,-0.00021515+0.00060851i,0.00011232+6.6584e-05i,0.00081708-0.0006447i,0.00073342-0.00031737i
-0.00054836-0.00015075i,0.00035458+0.00052295i,0.00014223+0.0014569i,0.0011492+0.00046451i,0.0024973-0.00070872i,0.001902-0.00041562i,-2.2557e-06-6.9047e-05i,-0.00096888+0.00016808i,-0.00058422+0.00019531i,0.00057691+0.0002251i,0.00099579+0.00014706i,0.00062841-0.0002398i,0.00037128-0.00017915i,-0.00018456-0.0001286i,-0.000437-1.0759e-05i,0.00041937+0.00055228i,0.00016928+0.00027441i,-0.00087648-0.00032654i,-0.00049404+0.00023818i,0.00051679+4.1298e-05i,0.00096072-0.00073067i,0.00052989-0.00095152i,0.00034847-0.0008206i
-0.0014762-0.0020422i,-0.00074184-1.4906e-05i,0.00032532+0.0010213i,0.0015905+0.0019121i,0.0020244+0.0013707i,0.0014433+2.5012e-05i,7.1557e-05-0.00085928i,-0.00079853-0.0013627i,-0.0010306-0.0011534i,-0.00078155-0.0004231i,0.00013351+8.4401e-05i,0.0010539-0.00033919i,0.00084365-0.00069278i,-0.00012862-0.0006962i,1.6479e-05+0.00032247i,0.00016386+0.00093749i,-0.00046513+0.00030044i,-0.00041275-0.00019758i,-0.0002607-0.0010239i,0.00030165-0.00075769i,0.00072765-0.00038693i,0.00050509-0.00065405i,-4.3437e-05-0.00010447i
0.00021572-0.0022441i,-0.00049599-0.0021343i,-0.00020358-0.001556i,-0.00030046-0.00018483i,-0.00061272+2.465e-05i,-0.00022547-0.00070954i,-0.00037019-0.0012929i,-0.00066957-0.001707i,-0.0013066-0.0017227i,-0.0011241-0.00062575i,-0.00045791+0.00084029i,-0.00034139+0.0011477i,-0.00041307+0.0011641i,-0.00059741+0.00078818i,-0.00049113+0.0006228i,7.252e-05+0.00095644i,4.9076e-05+0.00053753i,-0.00087445+0.00029793i,-0.0010671+0.00097072i,-0.00096378+0.0012608i,-0.00059215+0.00091489i,0.00029048+0.00033305i,0.00014304-2.8613e-05i
-0.00064728+0.0014904i,0.00067628+0.00027779i,0.0017078+0.00026893i,0.0024887+0.00059839i,0.0018763+0.00043138i,0.00033049-0.00032245i,-9.1358e-05-0.0007014i,-0.00056933+2.487e-05i,-0.00047564+0.00059676i,0.00019974+0.0011197i,0.00057769+0.0010455i,0.00052862+0.0001277i,0.00019581-0.00058867i,2.3493e-05-0.0011618i,6.2925e-05-0.00094961i,0.00012875-0.00061152i,-6.5553e-06-0.0005468i,-0.00059586-0.00045886i,-0.00067214-0.00056561i,-0.00044159-0.00013862i,-0.00078073+0.00039776i,-0.00089566+0.00027963i,-0.00013884-0.00025189i
-0.001506-0.0006716i,-0.0004276-0.00042226i,0.00082886+0.00011654i,0.0019212+0.00016473i,0.0019617-0.0012704i,0.00050542-0.0026075i,-0.00037313-0.0031508i,6.8143e-05-0.001936i,-2.1815e-05-0.00027077i,-0.00014602+6.8631e-05i,0.00058527+7.538e-05i,0.0010451+0.00041577i,0.00068436+0.00050571i,0.00066195+0.00047056i,0.00082245+0.00069812i,0.00065932+0.00056263i,0.00066642+0.00042409i,0.00071947+0.00022084i,0.00095782+0.00065163i,0.00082149+0.00039899i,0.00030267-0.00045692i,0.00033585-0.00062681i,0.0003638-0.00028133i
0.00059571-0.00039859i,0.0010999-5.7372e-05i,0.0020336+0.00052555i,0.0023359+0.00055595i,0.0012308+0.00014021i,0.00027939+0.0001965i,0.00024355+0.00037082i,6.3655e-05+0.00024805i,-0.00013053+0.00036085i,-0.00014575+3.9163e-06i,6.9814e-05-0.0003416i,9.2647e-05+0.00031978i,0.00030488+0.00088575i,-0.00050108+0.00087567i,-0.00079634+0.00042617i,1.8406e-05-0.00015651i,0.00080196-0.00040853i,0.0006326-0.00049119i,0.0002741-8.0781e-05i,-0.00028519+0.00020114i,-0.0010555-0.0003818i,-0.00080572-0.00059592i,0.00023653+0.00027787i
-0.0022841+0.00090734i,-0.00055757+0.00084292i,3.0596e-06+0.00067157i,0.00038751+0.00025257i,0.0016284-0.0002965i,0.0014453-0.00075269i,-8.4316e-05-0.0010227i,-0.001447-0.00042659i,-0.0011587+0.00077985i,0.00031439+0.00049645i,0.00063002+2.5614e-05i,-0.00014139-0.00042757i,-0.0002058-0.00078555i,0.00016206-0.00050749i,0.00086361-0.00015465i,0.0010118-0.00024015i,0.00065138-0.00046468i,0.00030267-0.00032192i,0.00035608-0.00065694i,-0.0001456-0.00098417i,-0.00069776-0.00058252i,-0.00023756-0.0001967i,0.00020829-0.00022894i
-0.00062297-0.0012209i,7.5832e-05-0.00090498i,0.00035715+0.00011725i,0.0011631+9.1141e-05i,0.0015797-0.0011951i,0.00035215-0.0019873i,-0.00031869-0.0021805i,-0.00016234-0.0022182i,0.00011365-0.00098613i,0.00069083-0.00033179i,0.00059588-0.00045179i,5.7044e-05-0.00050689i,6.3101e-05-0.00038842i,-0.00025529-9.8688e-05i,-0.00012314-0.00055852i,0.00026928-0.00069868i,-1.5682e-05-0.00029932i,0.0004047-0.00071451i,0.00050389-0.0010681i,0.00026039-0.00076126i,-0.00011455+4.3617e-05i,-0.00060873+0.00051532i,-2.7743e-05+0.0006927i
0.0016885-0.00070121i,0.0013541-0.00061024i,0.0014574-0.0011381i,0.00077475-0.0011835i,0.00047296-0.00040675i,0.00076429-0.00043556i,0.000565-0.00099917i,0.00016343-0.0014698i,-5.5057e-05-0.0014718i,-0.00017179-0.00042515i,-0.00084465+0.00034559i,-0.00089742-0.0004867i,8.1973e-06-0.00064453i,1.3187e-05+0.00024005i,-0.00049857+0.00018557i,-0.00077772-0.00038385i,-0.0010843-0.00012085i,-0.00058275+0.00015609i,1.8947e-05+0.0002707i,-0.00027731+0.00057651i,-0.00034188-0.00020999i,-0.00026674-0.00073844i,0.00037843+0.00040856i
0.0016223+0.00086911i,0.0014948+0.0010732i,0.0027208+5.9266e-05i,0.00308-0.00078738i,0.0019181-0.0014268i,0.0009396-0.0024096i,-0.00011061-0.0020199i,-0.00049471-0.0012824i,-5.3262e-05-0.0011072i,-5.6979e-05-0.00036394i,-0.00051131-0.00046421i,-0.00045861-0.00054363i,0.0002222-0.00013241i,0.0011045-0.00073214i,0.0011043-0.00067726i,5.2023e-05+0.00060037i,-0.00042751+0.0012412i,-0.00029426+0.00046257i,3.6659e-05+0.00010859i,0.00021345+0.00066172i,0.00021391+0.00075038i,0.00013837+0.00056849i,0.00054855+0.00065088i
0.00020271-0.0016287i,-0.00092565-0.0014775i,-0.0011504-0.0010149i,-0.00063928-0.00054198i,-0.00053073-0.0007291i,-0.00062062-0.00021976i,-0.00032592-1.294e-06i,-0.00022409-8.7336e-05i,-0.00050496-0.00010878i,-0.00067736-0.00040829i,-0.00018961-0.00015555i,4.5718e-05+0.00072877i,0.00010246+0.0005688i,-3.5422e-06+0.00019997i,-0.00027208+0.00046487i,-0.00024731+0.00023559i,0.00059103+0.00020996i,0.00080048+8.084e-05i,0.00020223-0.00049814i,0.00063778-0.00070043i,0.0014546-0.00016813i,0.0018211+0.00025541i,0.0012675+0.0002832i
0.0011712+1.9038e-05i,0.0011649-8.8866e-05i,0.0016096-0.00077942i,0.0018297-0.0017011i,0.0010146-0.0020266i,-8.3537e-05-0.0016536i,8.756e-06-0.0016i,0.00032559-0.0012214i,0.0012456-0.00079893i,0.0018399-0.0003302i,0.0011599+0.00015134i,-0.00016221+9.8104e-05i,-0.00049255-0.00015715i,-0.00015699+6.6176e-05i,0.00025616-0.00010637i,0.0012995-0.00018087i,0.0015738+0.00037923i,0.0013417+0.00079737i,0.00062626+0.00014981i,-0.0013035-2.2647e-05i,-0.0018748+0.00038185i,-0.00064344+0.00035122i,-5.1365e-05+0.00022885i
0.0026849-0.0016115i,0.0021726-0.00040607i,0.0024548-0.00029831i,0.0017637-0.0005086i,0.00062914-0.0010633i,-1.1988e-05-0.0014467i,-0.00083893-0.00088336i,-0.0015155-0.0010344i,-0.00098117-0.0011317i,0.00010406+0.00011304i,-0.0002289+2.1258e-05i,-0.0011853-0.00068351i,-0.00076021-0.0007128i,6.0617e-05-0.00016795i,0.00020712+5.3079e-05i,0.0005407+0.0003142i,0.00019501+0.00086065i,-0.00036334+0.00035669i,-0.00017617+5.8121e-05i,7.4299e-05+0.00040588i,4.2523e-06-0.00015383i,-0.00056748-0.00067833i,-0.00091534-0.00036583i
0.0011736-0.0013082i,0.00057369-0.00041116i,0.00017701-0.00019387i,0.00039551+6.4279e-05i,0.00010271+0.00043215i,-0.00026599+0.00020444i,-6.9936e-05-0.00023571i,0.00042971-0.00052495i,0.00039967-0.00032098i,0.00020029+0.0008572i,0.0001683+0.0011592i,0.00047544+0.0011415i,0.00069357+0.00094429i,0.00015151+0.00013992i,0.00041517+0.00047244i,0.00069119+0.00086434i,0.00095045+0.00020698i,0.00095449+0.0002004i,0.00067412+0.00024274i,0.00032524-0.00011094i,-0.00042282-0.00033114i,-0.00065535-8.9838e-05i,-0.00062514+0.00030059i
-0.00036206+0.00086602i,0.00054727+0.00040836i,0.0024664+0.00061999i,0.0029952+0.0010823i,0.0022128+0.00011867i,0.0011638-0.0015192i,-0.00078181-0.0011737i,-0.0013168-0.00022985i,-0.00021776+0.00022007i,0.0006454+0.00065181i,-1.8179e-05-0.00038399i,-0.00048116-0.0012784i,-4.9381e-05-0.00010648i,0.0002723+0.00025023i,0.00063698-0.00039349i,-3.0413e-05+0.00043598i,-0.0010094+0.00040075i,-0.0007564-0.00073061i,-0.00023491-0.0006914i,-3.5554e-05+6.9463e-05i,0.00056612+0.00074209i,0.00036797+0.0002162i,0.00019475+0.00010848i
-0.00039902+0.001752i,-0.00043428+0.0017124i,-0.00044335+0.0015776i,0.000991+0.0006707i,0.0011275-0.00074984i,-0.00028332-0.0015237i,-0.00043102-0.00096939i,-0.00069027-0.001221i,-0.0011804-0.0015308i,-0.0004474-0.00037411i,0.0007824+0.00045541i,0.00056665+0.00032291i,-0.00078141-0.00056984i,-0.00094221-0.00080324i,-0.00019273-0.00013604i,0.00015238+0.00046298i,9.0082e-05+0.00053742i,-0.00012604+0.00028671i,8.1318e-05-3.2939e-05i,0.00015458-0.00040052i,9.9918e-05-0.00084919i,-3.7845e-05-0.00065332i,-0.00025026-8.796e-05i
-0.0017543+0.00070215i,-0.0009019+0.0008815i,0.00034503+0.0010306i,0.0011402+0.0019252i,0.0017955+0.0025957i,0.0017639+0.0010441i,0.00025455-0.0009324i,-0.00090229-0.0011066i,-0.00092484+0.000191i,-0.00015405+0.0013242i,8.7137e-05+0.0012567i,-0.00035448+0.00021423i,-0.00046414-0.00073515i,8.3883e-05-0.0010236i,0.0004154+0.00040628i,0.00086312+0.0010634i,0.0012611-6.7184e-05i,0.00047058+5.1471e-07i,0.00017572+0.00037728i,0.00031767+7.635e-05i,0.00025915-0.00045421i,0.0002793-0.00099865i,-0.00023187-0.00086422i
