-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
0.0016185-0.00055493i,0.00060574-0.0015414i,0.0007243-0.003042i,-4.1942e-05-0.0037748i,-0.0015072-0.0024786i,-0.0019704-0.00057279i,-0.00012774-1.9923e-05i,0.0014801+0.00097243i,0.0012438+0.0015738i,0.00058899+0.00042156i,-0.00043639-0.00049474i,-0.0010943-0.00048999i,-0.00052918-0.0002154i,0.00035691+0.00041173i,0.00045173+0.0013108i,0.00050854+0.00072392i,0.00073845-9.7766e-05i,0.0014519-0.00035062i,0.0014864-0.00036097i,0.0008102-0.00037277i,0.00050746-0.00022573i,0.00015403-0.0001216i,1.9536e-05+7.1537e-05i
-0.0013232-0.00085846i,-0.0017557-0.0017318i,-0.0025428-0.00099485i,-0.0024431+0.00030274i,-0.0018975+0.00057709i,-0.0010742+0.00026878i,-0.0006086-0.0001907i,-0.00017649+3.2272e-05i,0.0002463+0.00078032i,0.00063682+0.0011346i,0.00061508+0.00064817i,0.00046121+0.00073154i,0.00036117+0.00025606i,0.00038794-0.0001264i,0.0010772+7.61e-05i,0.00091288+6.2738e-05i,0.00037759+0.00043387i,3.5891e-05+0.00097135i,-0.00074771+0.0015556i,-0.0010075+0.0010382i,-0.00026794-0.00037015i,0.00028332-0.0007643i,0.00019706-0.00018114i
-0.0020224+0.001517i,-0.0021203+0.0010109i,-0.0010672-0.00010851i,0.00095368-0.0011158i,0.001125-0.00091859i,8.8347e-05-0.0005864i,-0.00026824-0.00015253i,-0.00022875+0.00076155i,0.00043596+0.0014445i,0.00095241+0.00089427i,0.00028717+0.00046612i,7.6549e-05+0.00054035i,0.00044715+0.0009298i,0.00030964+0.001027i,-0.00017114+4.3848e-05i,0.00014299-0.00086232i,0.00055677-0.00068327i,0.00023452-0.00076507i,0.00036094-0.00075896i,-1.7918e-07+9.42e-05i,-0.00051493+0.00033054i,-5.7937e-05+0.00041202i,-0.00010711+0.00082679i
0.00024746+0.0010779i,0.00028713-0.00026454i,0.00048981-0.0018088i,-0.00040423-0.002266i,-0.00052653-0.0021446i,-0.00023304-0.0013842i,-5.8185e-05-0.00010986i,0.00073539+0.00067752i,0.00097854+0.0010733i,0.00069813+0.00054635i,0.00031813-5.724e-05i,-0.00020461-0.00039653i,-0.00011231-0.00062366i,0.00020222-0.0009056i,0.00010305-0.00051696i,-0.00025031-0.00017691i,-0.00015921-0.00080795i,-5.4332e-05-0.00051263i,-6.829e-05+0.0002361i,6.7842e-05+0.0010977i,0.00032939+0.00074668i,0.00066261+0.000202i,0.00070515+9.1017e-05i
0.00019117-0.00045882i,0.0013876-0.00063642i,0.00096287-0.0015559i,-0.00019104-0.0016152i,-0.00057736-0.0011594i,0.00014296-0.0014298i,0.00085471-0.0014065i,0.0010336-0.00078448i,0.00034706-4.5231e-05i,0.00021735+0.00063169i,0.00025996+0.00088879i,0.00021682+0.00098645i,0.0001295+0.00032656i,0.0001018-0.00015616i,-0.0001398-0.00012316i,-0.00036965+0.00025733i,-7.8216e-05+0.00059424i,-0.00016584+0.00077489i,-0.00033478+0.00037027i,0.00049466+0.00028692i,0.00078523+0.00051445i,0.0006441-0.00017546i,0.0006903-0.00036273i
0.00082669+7.5471e-06i,-0.00034429-0.00019907i,-0.0019245+0.0004818i,-0.0024323-1.7461e-05i,-0.0019251-0.00082736i,-0.001295-0.00039659i,-0.00041161-0.00043418i,0.00037922-0.00030553i,0.00081415+0.0004961i,0.0010807+0.0011143i,0.0006008+0.00083289i,-6.323e-05+0.00071243i,-0.00014854+0.00062087i,-0.00013828+0.00041645i,-0.00017977+0.00065961i,-0.00024545+0.00064869i,7.602e-05+0.00076826i,-7.1874e-05+0.00090647i,-0.00052743+0.00069839i,-2.4169e-05+5.6352e-06i,0.00054439+0.00019522i,0.00032842+0.00035965i,-0.0004113-0.00015974i
-0.000816-0.0014142i,-0.0020174-0.0026576i,-0.0024449-0.0040267i,-0.0023158-0.0035892i,-0.0023534-0.0020485i,-0.0020076-0.001353i,-0.00090735-0.0006546i,-0.00038278-0.00035277i,-0.0005092-0.00034825i,-0.0006392-8.8338e-05i,-0.0006924+6.667e-05i,-0.0007893+0.00041513i,-0.00083769+0.0013101i,-0.00027062+0.0019115i,0.00057729+0.0010979i,0.00074254+0.0003778i,7.4478e-05-2.8589e-05i,-0.00012616+0.00015987i,0.0001049+0.00099089i,-0.0006501+0.00084262i,-0.001044-0.00064148i,0.00045346-0.0011708i,0.00090851+6.7186e-05i
0.00077373-0.0011436i,2.2571e-06-0.002939i,-0.00050594-0.0031708i,-0.00063062-0.002438i,-0.0014651-0.0015549i,-0.00063061-0.00053604i,-0.00020536+0.00018208i,-0.00035648-0.00011078i,0.00046308+7.2566e-05i,0.00083917+0.00020376i,0.00019241-0.000417i,-0.00032176-0.00035562i,-0.00032124+0.00040515i,2.7618e-05+4.3494e-05i,-9.837e-05+6.5081e-05i,-0.00012182+0.00070423i,0.00055276+0.00084498i,2.3253e-05+0.00064686i,-0.00095332+0.00044471i,-0.00023314+0.00036487i,0.00020075+0.00037437i,-5.2709e-06+0.00036971i,0.00012314+0.00033997i
-0.0020751-0.00047704i,-0.0015987-0.00032748i,-0.00095046+0.00015202i,-0.00010798+0.00047873i,0.00069822-0.00011136i,0.002024-0.0015749i,0.0028652-0.00083146i,0.0015592+0.00045713i,0.00037588-5.4198e-06i,0.0005931-0.000301i,0.00091187+8.4065e-06i,0.00081867-0.00030697i,0.00036404-0.00037979i,-1.2547e-05+4.5979e-05i,-0.00032051+4.6315e-05i,-0.00068551-0.00037994i,-8.2437e-05-0.00088198i,0.00096142-0.00061544i,0.00052769-7.3963e-05i,-0.00051875+8.8866e-05i,-0.00063253-0.00033873i,-0.00014197-0.00065588i,-0.00041148-0.00029554i
0.00044308-0.00082082i,2.6245e-05-0.0017382i,0.00013059-0.0018278i,-0.00010825-0.0019762i,-0.0011214-0.0017117i,-0.0015665-0.00030391i,-0.00084071+0.0010431i,0.00036196+0.0014313i,0.001986+0.0013257i,0.0022524+0.00087961i,0.0011212-0.0004104i,0.00041409-0.00088788i,2.6453e-05-0.00083645i,-0.00019087-0.00070399i,0.00033698-0.00035279i,0.0014007+0.00023348i,0.0013883+0.00074161i,0.00069662+0.0007936i,0.00061827+0.00053131i,4.6174e-05+0.00035515i,-0.00033471-5.4512e-05i,0.0001102-0.00041427i,0.00073011-0.00054564i
-0.00099911+0.00020068i,-0.00066632-0.00054627i,0.00018514-0.00081536i,-0.00041215-0.00060502i,-0.00041332-0.00065245i,0.00022265-0.00052675i,0.00030759-0.00043394i,0.00020506-0.00040057i,0.00052813+0.00094718i,0.00079563+0.0016295i,0.0003383+0.00094643i,0.00012645+3.3799e-05i,0.00013345-1.0268e-05i,-0.00010103-0.00031997i,0.00062641-0.0010312i,0.00099133-0.0003312i,0.00040254+0.00036189i,-0.00016764+0.00052073i,-0.00034002+0.00026159i,0.00021049+7.6876e-05i,-0.00011262-0.00020241i,-0.00028471-0.00018764i,-5.118e-06-0.00032526i
-0.0011523-0.0003754i,-0.00082782-0.0018025i,-0.00057298-0.0016866i,-0.00031507-0.0010714i,-0.00095755-0.00057383i,-0.0015382+9.7451e-05i,-0.00029607+0.0004977i,0.00086746+0.00053731i,0.0011418+0.00058909i,0.0010176+0.00068422i,0.00047482+0.00014185i,0.00049719-0.00025004i,0.00076829+0.00043533i,0.00054063+0.00064572i,0.0003072+0.00043451i,0.0005492+0.00058556i,0.0014072+0.00040023i,0.0016379+0.00050602i,0.0011936+0.0004998i,0.00098437-0.00017438i,0.000569-0.00067438i,0.00083813-0.00021343i,0.00044226+0.00052938i
-0.0016745+0.0016176i,-0.00032526+0.00025071i,0.00061288+0.00038717i,0.0012522+0.00028035i,0.00092903-0.00049655i,0.00071557-0.0017723i,0.0011309-0.0011242i,0.0015784+0.00019519i,0.001306+0.0001235i,0.00050775+0.00063423i,-6.1916e-05+0.0012287i,-0.00058685+0.00043342i,-0.00060151-0.00034736i,-0.00062749+6.9141e-05i,-2.4299e-05-0.00014956i,0.00098725-0.00063967i,0.00080473-0.00012278i,0.00085755+0.00095092i,0.00094996+0.0016011i,0.00036748+0.0014214i,0.00061777+0.00096038i,0.00076152+0.00063847i,0.00025844+0.00069461i
-0.0037656-0.0013076i,-0.0041318-0.001132i,-0.0038432-0.00023907i,-0.0029216+0.00041516i,-0.0014638+0.00080003i,0.00013314+0.00075555i,0.00020505+0.0008777i,-0.00010878+0.00092971i,0.00036957+0.00061665i,0.00042835-1.2668e-05i,0.00018782-0.00061681i,-0.00027717-0.00071447i,-0.00059991-0.00045355i,-0.00017218-0.00027331i,-0.00017255+2.8602e-05i,-0.00014776+0.00075369i,-5.5782e-05+0.0012197i,-6.4283e-05+0.00078047i,-0.00040721-0.00037983i,0.00017491+1.4684e-05i,0.0013319+0.00074374i,0.0008567+0.00079928i,-0.00033242+0.00076442i
0.00083668+0.0022374i,0.0014534+0.00081874i,0.0026944-0.00087648i,0.002814-0.0030407i,0.002052-0.0030601i,0.0013261-0.0016501i,0.00051602-0.00098027i,-0.00024802-0.00030197i,0.00017106+0.00072626i,0.001263+0.0011628i,0.0012219+0.00071711i,0.00026013+0.00050508i,-0.00072903+0.00012771i,-0.0012283-0.00050966i,-0.00024804-0.00063905i,9.8888e-05+0.00033678i,-0.00047017+0.00080131i,-0.00022509+0.00066662i,-0.00012339+0.00048022i,-0.00030963+0.0002868i,-0.00050407+0.0002006i,-0.00027704+0.00048002i,-2.4693e-05+0.00046733i
7.9811e-05-0.00092443i,-0.00020695-0.0010456i,-0.0010237-0.0016495i,-0.0017651-0.0020857i,-0.0011589-0.0020225i,0.00050217-0.00152i,0.00075146-0.00045276i,0.00061869+0.00051029i,3.3515e-05+0.00079076i,-0.00021928+0.00063142i,0.0007237-0.00035143i,0.0010358-0.0011188i,0.0005807-9.3991e-05i,0.00036997+0.00025588i,0.00018767-0.00034493i,0.00017747-0.00021746i,-1.977e-05+0.00055882i,-0.00038799+0.00077415i,-8.063e-05+0.00070066i,7.4794e-05+0.00099323i,0.00022352+0.0003157i,0.0011032-0.00019676i,0.00092821+0.00034299i
0.0023585-0.0032159i,0.0012474-0.0032159i,0.00021588-0.0028526i,-0.0010697-0.0025788i,-0.0017763-0.0012077i,-0.0013269-0.00020405i,-0.00056957+0.0009102i,0.00078175+0.0016576i,0.0014823+0.00093768i,0.00096598+0.00074003i,0.00086168+0.00094974i,0.00089162+0.00020939i,0.00042352+0.00022416i,-0.00049789+0.0011649i,-0.00059129+0.0010825i,-9.852e-05+4.9616e-05i,0.00064332+0.00020813i,0.00093396+0.0010507i,0.00065911+0.00084048i,0.00028283+0.00097727i,-0.0004547+0.0010828i,-0.00031933+0.00033823i,0.00018776-0.000391i
-0.00059943-0.0011355i,-0.0015748-0.002673i,-0.0019255-0.0044799i,-0.0020584-0.0034263i,-0.0025734-0.0020026i,-0.0022845-0.0011036i,-0.00091614-0.00051445i,0.00013892-0.0004688i,0.0001531+0.00055907i,-6.6945e-05+0.0013619i,-8.1343e-05+0.00076848i,0.00010418+9.2253e-05i,0.00016654+0.00054978i,0.00024077+0.0013693i,8.7405e-05+0.00073975i,0.00023132-9.8217e-05i,0.00054926+9.3737e-05i,-5.9073e-05+0.00038619i,-0.00046844+0.0005782i,-0.00066477+0.00053467i,-0.00075055+0.00057868i,-5.8478e-05+0.00060718i,0.00056135+6.739e-05i
-0.00066093-0.0024954i,-0.001352-0.0023747i,-0.0016154-0.0017965i,-0.002501-0.0010548i,-0.0025696-0.00029494i,-0.00099671+0.0015783i,0.00025517+0.0018703i,0.00046952+0.0011184i,-0.00025448+0.00097326i,0.0001928+0.000527i,0.00077175-0.00020772i,0.00082505+0.00017176i,0.0013017+0.00066107i,0.0013258+0.00082993i,0.00074562+0.0005034i,0.00036474-0.00027284i,0.00022881-0.00022498i,0.0003431+0.00068236i,0.00070539+0.00078189i,0.00072518+0.00021383i,0.00042464-2.0251e-06i,-0.00014561-0.00045261i,-7.0793e-05-0.00074707i
-0.00046721-0.00047757i,-0.00019787-0.00047635i,-0.0010024-0.00051863i,-0.0019577-0.00037078i,-0.0025706-0.00030267i,-0.0019181-0.00011262i,-0.00040447+0.00038023i,0.00041888+0.0011028i,0.00068125+0.0017969i,0.00060075+0.0019529i,0.00014104+0.00091526i,-0.00013853+0.00015772i,0.00032141-0.00033052i,0.00051164-0.000834i,0.0002765-0.00056775i,0.00043017-1.0236e-05i,0.00080348+2.073e-05i,0.00094259-0.00015229i,0.00050951+7.5302e-05i,0.00037401+0.00013412i,0.00023668+0.00026869i,0.00035978-0.00021323i,0.0004297-0.00015381i
-0.001584-0.0032201i,-0.0026336-0.0043239i,-0.0018855-0.0047743i,-0.0018597-0.0035596i,-0.0030634-0.0023265i,-0.0021474-0.00076519i,1.6819e-05+0.00023889i,0.00073422+0.00038825i,0.00060952+0.00025195i,0.00086411+0.00014354i,0.00095791+0.00022724i,0.00062238+0.00080041i,0.00044024+0.00090905i,-0.0002121+0.00070057i,0.00019698+0.00054024i,0.00099226-1.2861e-05i,0.00058856-0.00032013i,-1.3643e-05-0.00032174i,-0.00045844-0.00012812i,-0.00063742+0.00031444i,-0.0002533-0.00017495i,0.00043125-0.00010559i,0.00034679+0.00086723i
0.0020045+0.00028253i,0.0012377+0.00044581i,0.0014984-0.0011359i,0.00061072-0.0029324i,-8.1558e-05-0.0020687i,0.00026858-0.00089378i,0.00045379+0.00023742i,0.0007009+0.0011266i,0.001028+0.00088592i,0.00065205+0.00066039i,0.00046114+0.00067085i,0.00039336+0.00028357i,0.00025935+0.00022619i,0.00018962+0.00069533i,-0.00034738+0.0010026i,-0.00063918+0.00061745i,0.00037987-0.00010654i,0.0011925+0.00018133i,0.00076642+0.00053426i,0.00022797+0.0010989i,0.00024236+0.0010824i,0.0005454+0.00030106i,0.00052137+0.00026735i
-0.00046366-0.00051601i,-0.00024606-0.00095531i,-0.0014319-0.0013237i,-0.0014912-0.0022816i,-0.0010726-0.0014955i,-0.00047099-0.0007834i,0.0005148+4.0695e-05i,0.00099449+0.0015251i,0.00030635+0.0018037i,-0.00017687+0.00050179i,0.00020575-0.00029359i,4.4109e-05+1.3353e-06i,-0.00081503+0.00017417i,-0.00066357+0.00017537i,0.00019404+0.0007389i,0.00062516+0.00068679i,0.00042251+0.00055274i,0.0004651+0.00031941i,0.00042758-2.7804e-05i,-0.00038435+0.00026471i,-0.00069552+0.00068973i,-0.00024041+0.0010197i,6.9356e-05+0.00060837i
-0.0011685+0.00050383i,-0.00021193+0.00035127i,0.00042683+0.00092472i,0.00053871+0.00070924i,0.00080841+0.00058697i,0.00089892+1.365e-07i,0.0010205-0.00042738i,0.00045149+0.00067673i,-7.0827e-05+0.00087003i,0.00028557-0.0002639i,0.00053044-0.00039349i,0.00078274+5.4033e-05i,0.00035537+6.9984e-06i,-4.4617e-05-0.00019994i,0.00076036+0.00015424i,0.00086274+0.0011675i,-0.0001703+0.001236i,-0.00036699+0.00068637i,-5.8991e-06+0.00064821i,0.00053025+0.0003117i,0.00099359+5.0342e-05i,0.00034897-0.00055682i,6.6749e-05-0.00065535i
0.00086173+0.00014503i,0.00024764+0.00012916i,-0.00031768-0.00011994i,-0.00015355-0.00093779i,-0.00062336-0.0014339i,-0.0017146-0.0015809i,-0.0011476-0.00032578i,0.00012774+0.0008913i,0.001566+0.0012167i,0.0014807+0.00079417i,0.00014094+0.00010503i,-0.00033246-0.00021432i,-0.00037014-0.00079973i,-0.00022517-0.00028488i,0.00047898+0.0007143i,0.00014279+0.0008407i,-0.00038737+0.0006316i,0.00046828+0.00051481i,0.00061223+0.00063469i,-0.00020279+0.00051287i,-2.8225e-05-6.646e-05i,-6.1021e-05-0.00053826i,-0.00017944+0.00011744i
-0.00075131+0.001475i,-0.00027167+0.00061938i,-0.00039388-0.0001671i,-0.00066295-0.001295i,-0.00024302-0.0019643i,-0.0003296-0.00061396i,-2.2762e-05+0.00054027i,0.00030644+0.0007926i,0.00076514+0.00033929i,0.0007461+5.278e-06i,-0.00029656+0.00016842i,-0.00064967-0.00019992i,-0.00012809-0.00023039i,0.0001884-0.00024268i,0.00067881-0.00043617i,0.00049629+0.00016587i,-0.00056307+0.0006865i,-0.00039677+9.6447e-05i,-0.00032485-0.00051425i,0.00023401-0.00041899i,0.0009405+3.8444e-06i,0.0010385+0.00013127i,0.0011133+3.9826e-05i
5.4737e-05+0.00039206i,-0.00087924-0.0011599i,-0.0017561-0.0023687i,-0.0020421-0.0024444i,-0.00095402-0.0028998i,-0.0008902-0.0024782i,-0.00018198-0.0012707i,-3.2772e-05-0.00032446i,4.9887e-05+0.00032795i,0.00076218+0.00028875i,0.0012957-0.00047244i,0.00057076-0.00061245i,-0.00014791+0.00017863i,0.00052714+0.00045206i,0.00066326+0.0001473i,-0.00048708-0.00050823i,-0.00055641-0.00014152i,0.000151+0.0010529i,-0.00044375+0.0011568i,-0.00091211+0.00094013i,-0.00025856-5.7745e-05i,0.00057541-0.00040591i,0.00056303-9.8964e-05i
-0.0010853-0.00017856i,-0.00049003-0.0010931i,0.001543-0.0014857i,0.0032582-0.00097134i,0.001884-4.6891e-05i,0.00055427+0.00015956i,0.00081244+3.8624e-05i,0.0011506+0.0001816i,0.00059895+0.00043816i,0.00014633+0.00035156i,0.0003034+0.0004893i,0.00061763+0.0009076i,0.0012519+0.00037358i,0.001034+5.053e-05i,0.0005658+0.00042047i,0.0001641+0.00031426i,-9.843e-05+0.00051249i,-0.00025315+0.0008759i,1.7612e-05+0.0001388i,0.00072221-0.00068241i,9.3481e-05-0.00023528i,-0.00029639+0.00055145i,8.3128e-05+0.0001864i
0.000604+0.00010342i,0.0019692-0.0014796i,0.0033526-0.002181i,0.0025795-0.002058i,0.00087663-0.0027625i,-0.00025485-0.0021588i,-0.00015396-0.00070703i,0.00037045+0.00011899i,0.00051972+0.00072347i,0.0010937+0.0011288i,0.001051+0.00080823i,0.00037485+0.00056298i,7.6591e-05+0.00057912i,-0.00050217+0.00045863i,-0.00047619+0.00057779i,0.00064892+0.00043527i,0.0010344-4.7503e-05i,0.00024918-0.00015915i,-0.00085193-8.4193e-05i,4.0223e-05-0.00010635i,0.0010893-0.00088171i,0.00088754-0.0010857i,-4.5669e-05-8.7593e-05i
-0.0010894-0.0011332i,-0.0025909-0.00090183i,-0.0035295-0.00060541i,-0.0026566-0.00011442i,-0.0016958-0.00087256i,-0.0005528-0.00082641i,0.00102+0.00051174i,0.0011487+0.00098943i,0.00022203+0.0011082i,-0.0006134+0.0012554i,-0.00020337+0.00089409i,0.00045549+0.00033711i,0.00039609+4.4048e-05i,6.5928e-05-0.00025829i,-0.00089672-0.00082325i,-0.0008403-0.00078526i,-0.00083141+0.00013458i,-0.001376+0.00067749i,-0.00051884+0.00049406i,-3.9955e-05+0.00013407i,-1.2823e-06-0.00022819i,0.00024987-0.0006689i,-0.00046642-0.00018942i
0.0012813-0.0019814i,0.000693-0.0030871i,0.00080036-0.0037688i,-0.00064586-0.0029634i,-0.0018616-0.0013979i,-0.00084542-0.00075344i,0.00032675-0.00034262i,0.0014171+0.00032775i,0.0020952+0.00054603i,0.0011001-0.00032514i,-0.00023627-0.00055282i,-0.00056466-0.00021927i,-0.00045268-0.00032779i,-7.7304e-05+0.00056661i,-4.6005e-05+0.0010048i,0.00015596+0.00091797i,0.00037098+0.0007825i,-0.00033752+0.000686i,-0.00038391+0.00070137i,0.00010656-0.00015548i,3.1066e-06-0.00053917i,-0.00026848+6.7253e-05i,3.9835e-05+0.00023668i
-0.00011965+0.00063474i,-6.7207e-05+0.0005241i,-0.0007245+2.2979e-05i,-0.00025845-0.0010012i,3.8104e-05-0.0017521i,0.0003558-0.0012984i,0.00024777-0.00090577i,0.00039349+0.00034496i,0.00043783+0.0011515i,-6.976e-05+0.00041883i,-4.8598e-05-4.9305e-05i,0.00048837-0.00029577i,0.00070081-0.00030575i,0.00054332+0.00020639i,0.0012248+0.00012782i,0.00089577+0.00023683i,-0.00022946+0.0010501i,0.00025721+0.0015949i,0.00058912+0.0013927i,-0.00018948+0.0003803i,-0.00050716-0.00066195i,-7.5775e-06-0.00085855i,0.00069193+9.6806e-05i
-0.0010983-0.0014087i,-4.8239e-05-0.0024779i,5.76e-05-0.0033907i,-0.00085952-0.0034443i,-0.00081637-0.0022785i,0.00014925+9.5335e-05i,0.00093614+0.00078175i,0.0011076+0.00048114i,0.00087967+0.00037522i,0.00083461-0.00015275i,0.00038159-0.00024523i,-0.000611-0.00023921i,-0.0002367-2.3974e-05i,0.000826-0.00012654i,0.0006479-0.00042655i,0.00032919-0.00048583i,0.00012153+0.00029964i,-0.00043584+0.00066005i,-0.00037469-0.00018108i,-0.0003974-0.00055632i,-0.00022109-0.00029908i,0.00035821+0.00012123i,0.000266-6.785e-05i
0.00013621+0.00068111i,-0.00021998-0.00010881i,0.00025918-0.00030881i,0.00028117-0.00087871i,0.00038372-0.0016117i,0.00030789-0.0017709i,0.00058385-0.00073277i,0.00098675+0.00048908i,0.00047068+0.00085293i,-0.00032767+0.00085289i,-0.000397+0.00025101i,0.00044346-0.00064858i,0.00061776-0.00014267i,-0.00063139+0.00068723i,-0.0013667+0.00034804i,-0.00031923+0.00043005i,8.1381e-05+0.00068008i,-0.00042879+0.00042622i,-0.00053636+9.0025e-06i,-0.00047287+0.00020052i,-0.00028345+0.00052097i,-0.00092011+5.5276e-05i,-0.0012849-0.00069192i
0.00055275-0.0011821i,-0.0012601-0.0013826i,-0.0019006-0.0015449i,-0.0021746-0.0012178i,-0.002035-0.000845i,-0.0013877+0.00011389i,-0.00078839+0.00057681i,0.0003524-0.00032463i,0.00028602-0.00083221i,-0.00011787-0.00023763i,-0.0002787+0.00031699i,-0.0004371-4.9274e-05i,0.00035584-0.00035417i,0.00083637-0.00039259i,0.00058567+6.8546e-06i,0.00018094+0.00031914i,5.2191e-05+0.00085879i,0.00035657+0.00078897i,0.00055803+0.00071786i,4.9825e-05+0.00018255i,-0.00061046-0.00066858i,-0.00048653-0.00012779i,0.00042062+0.00052025i
-0.0013691-0.00031309i,2.1911e-05-0.00051978i,0.00071333-0.0002944i,-0.00038522+0.00022341i,-0.0016318-0.00058553i,-0.00072459-0.0014505i,0.00073529-0.0011224i,0.00078029-0.00045524i,0.00051553+0.00028653i,0.0005153+0.00098286i,0.0010743+0.0002134i,0.00085732-0.00011114i,-0.00022008+4.1583e-05i,-0.00032505-0.00053239i,-0.00021304-0.00045962i,7.6119e-05+5.3965e-05i,0.0002174+0.0001318i,0.00060992-7.802e-05i,0.00083036-9.2276e-06i,-7.5941e-05+0.00052046i,-0.00033122+0.00016722i,0.00010897-0.00023898i,6.4278e-05+0.00016007i
0.00020977-0.00044363i,-0.0019538-0.0013826i,-0.0014484-0.0031705i,-0.0011348-0.0030671i,-0.0018212-0.0020731i,-0.0018501-0.0011693i,-0.00065161-0.00077913i,0.00013381-7.0773e-05i,0.00014068+0.00078639i,-0.00022481+0.00063962i,-0.00015471+0.0002406i,0.0003072-2.7038e-05i,0.00076384+0.00019148i,0.00042194+1.2192e-05i,-0.00022622-0.00050348i,3.6547e-05-0.0005402i,0.00036366-0.00057742i,4.5703e-05-0.00047181i,-0.00029322+1.279e-05i,-0.00050713+0.00064843i,-0.00011291+0.0007645i,0.00065896+0.00052089i,0.00086063-0.00011848i
-0.00059892+0.00023237i,-0.00066673+0.0006564i,-0.0011937-0.00079503i,-0.0024092-0.0016519i,-0.0021824-0.00096694i,-0.00092912-0.00013134i,-0.00011587+0.00087944i,-0.00022646+0.001309i,-0.00019479+0.0012572i,0.00034778+0.00092992i,0.00026631+0.0007034i,-0.00012494+0.001168i,-0.00029622+0.0011937i,-0.00033221-0.00084028i,0.00011765-0.0018522i,0.00013611-0.00091348i,-0.00021515-0.00077133i,-0.00049428-0.00039885i,-0.00059067-0.00020506i,-0.0002542-0.0006369i,6.8957e-06-0.00039167i,0.00012245+0.00040386i,-0.00016522+0.00045304i
-0.00068791-0.0011141i,-0.00078818-0.0026879i,-0.00059345-0.0032827i,-0.0011134-0.0022722i,-0.00082123-0.0016021i,-0.00013421-0.0010246i,-9.6388e-06-0.00034446i,0.00038678+1.3039e-06i,0.00069327+0.00041338i,0.00079886-6.1576e-05i,0.00027437-0.0004165i,0.00025929-0.00011432i,0.00088296+0.00073158i,8.2168e-05+0.0015488i,-0.00038257+0.0021801i,0.0006641+0.0019698i,0.00039931+0.0010671i,-0.00028444+0.00023438i,-0.00022226-0.00011693i,-0.00064432-0.00036252i,-0.00073117+3.3016e-06i,-9.2404e-05+0.0010192i,0.0005418+0.0001874i
0.00012795+0.00054593i,0.00034566+0.00010243i,0.00078017+0.00012583i,0.00093524-0.00013481i,-0.0001218-0.00059482i,0.00065005-0.0010427i,0.0013513-0.00095323i,0.00060363-0.00018792i,0.00047823+0.00086909i,0.00065071+0.0011946i,0.00044718+0.00036605i,0.00025871+0.0004126i,0.00042922+0.00055334i,0.00030084-9.1512e-05i,2.4664e-05+0.00024916i,0.00014503+0.0010468i,0.00038313+0.0013046i,0.00064008+0.0010624i,0.00082312+0.00089231i,0.00038565+0.00033475i,5.484e-05-0.00018612i,0.00068182-0.00049958i,0.00020075+5.6189e-05i
-0.00032766-0.0021711i,-0.00093264-0.0013609i,-0.0027265-0.001094i,-0.0038339-0.0012958i,-0.0030116-0.0013802i,-0.0011545-0.00093874i,-0.00053612-0.00023254i,0.00044858+0.00039421i,0.00069385+0.0011424i,-0.00018027+0.00068365i,-0.00066654-6.5084e-05i,0.00011061-0.00018986i,0.00058785+8.5956e-05i,0.00093792-8.0457e-06i,0.00025656+0.00010779i,-0.00066251-0.00025858i,-0.00020627+0.0002559i,0.00017887+1.012e-05i,-4.2188e-05-0.00069296i,6.9023e-05-0.00051172i,0.00040559-0.0010082i,-0.00031444-0.0011619i,-0.00057362-0.0007481i
0.0002361-0.0020075i,-0.00015774-0.0024511i,-1.2419e-05-0.0034095i,-0.00025123-0.0023137i,-0.00058714-0.0011174i,6.919e-05-0.00035232i,0.00099106+0.00049865i,0.0011507+0.00038376i,0.00014033+0.00018918i,-0.00058078+2.227e-05i,0.0001566-0.00067394i,0.001166-0.00044764i,0.0010875+0.00025212i,0.00095961+0.00036201i,0.00084796+0.00087749i,0.00045529+0.0012171i,0.00035051+0.00041609i,0.0005238-0.00017477i,0.00073896-0.00048521i,0.00060101-0.00043166i,0.00013734+5.2596e-05i,-0.00013921+0.0003761i,0.00045895+0.00029158i
0.00066372+0.0009705i,0.0013238-0.00093045i,0.00017233-0.00080775i,-0.00044354-0.0020064i,1.995e-05-0.0033898i,0.00019132-0.00211i,0.00013461-0.0010056i,-2.9429e-05+9.1299e-05i,6.0504e-05+0.0012618i,0.00077063+0.0015319i,0.00070176+0.0013067i,-0.00016128+0.00075348i,-0.00040911+0.00024036i,-0.00032453+3.5391e-05i,-9.345e-05-2.268e-05i,-0.00045485-0.00019332i,-0.00043418+7.9318e-05i,-0.00021996+0.00030014i,-0.00023333+8.7766e-05i,-4.5358e-05+0.00015884i,0.00028492+0.00042808i,0.00082684+0.00049843i,0.0008433+0.00047811i
