-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
0.0011633-0.00086224i,0.0013018-0.0010985i,0.0012162-0.0017055i,0.00058017-0.0016987i,-0.00049723-0.00049188i,-0.00087123+0.00026357i,-0.00094543+0.00027936i,-0.00066397+0.00056044i,-0.00013843+0.0015597i,0.00044567+0.0015053i,9.8928e-05+0.00074922i,-0.00044693+0.00032789i,-0.0002528+0.00014039i,-0.00036203+0.00034087i,-0.00083387+0.0003486i,-0.00093296-7.7574e-05i,-0.00090204+0.00020559i,-0.00068036-5.7973e-05i,-7.5802e-05-0.00036292i,0.00011726-0.00027565i,2.5653e-05+0.00030559i,0.00022731+0.00084382i,8.7582e-05+0.00010345i
-0.0020386+0.0015709i,-0.0010031+0.0011553i,0.00069661+0.00077435i,0.0012497+0.00074067i,0.00037222+0.00031695i,-0.00090818+6.4364e-05i,-0.00061568+0.00013781i,-1.5014e-07-2.8448e-05i,-0.00055682+0.00054625i,-0.00057492+0.00077804i,0.00014324+0.00090072i,0.00031294+0.00076374i,0.00024821+0.00020203i,0.00044159+0.00014217i,0.0008309-0.00078759i,0.00056587-0.0016559i,-0.00052315-0.00078677i,-0.0011705-0.0004637i,-0.00064363-0.001215i,0.00016632-0.00081589i,0.00032095-0.00033028i,9.4377e-05-7.0136e-05i,-9.5828e-05-0.00013559i
0.0011745+0.00063345i,0.0014282+0.00015976i,0.0010819-0.0011191i,0.00065078-0.0011111i,-0.00029234-0.00036681i,-0.0010929-8.9018e-05i,-0.00088672+0.00024159i,-0.00020055+0.0004078i,8.3165e-05+0.00092088i,0.00031402+0.0016052i,0.00079239+0.0016432i,0.00045958+0.0014489i,5.3173e-05+0.00080018i,0.00061541-4.6552e-05i,0.0009512+2.3853e-05i,0.00046199+0.00080048i,-0.00074348+0.00080233i,-0.0013264+0.00012528i,-0.00081729-0.00093679i,-0.00024426-0.0010892i,-0.00015035-0.00066357i,0.00022514-0.00051413i,9.2767e-05-0.0006045i
-2.6737e-05+0.0012325i,0.0003203+0.00072381i,0.0010674+0.00049314i,0.0010229+2.1985e-06i,0.00084986-0.00028382i,0.00053115-8.948e-05i,7.3088e-05+0.00026901i,-2.1689e-06+0.00052591i,0.00035229+0.00023465i,-0.00015744+0.00075227i,-0.0010162+0.0009206i,-0.00066405+0.00089522i,-0.00026282+0.0011293i,-0.00050037+0.00061511i,-0.00068037+2.1262e-06i,-0.00092743+0.00020666i,-0.00070954+0.00025575i,0.00020951+0.00011872i,0.00055834+0.00015491i,0.00041656+8.6552e-05i,0.00026974+9.1812e-05i,0.0004776+3.577e-05i,0.00039576+2.3816e-05i
0.0021792+0.00050055i,0.0015633+0.00047091i,0.0021517+0.00015377i,0.0014094-0.00025334i,-1.2735e-05-0.00023557i,-0.0011301+0.00015317i,-0.0015386+0.00017177i,-0.00076262+0.0001795i,3.3593e-05+0.00036966i,0.00019731+0.00066349i,0.00082245+0.00035464i,0.0010261-5.2192e-05i,0.000239-0.00016036i,0.00029687-0.00022262i,0.00067773-0.00011956i,-9.2968e-05-0.0001944i,-0.00050851-0.00022274i,-0.00073263-0.00043561i,-0.0010205-0.0005183i,-0.00089874-0.00055225i,-0.0010321-0.0009334i,-0.0011007-0.0005073i,-0.00051751-0.00026866i
-0.0012048+0.0023084i,-0.00040891+0.00086892i,0.00061619+0.00014572i,0.00027791+0.00096082i,-0.00024108+0.0010696i,0.00018386-0.00010522i,0.00081878-0.00019335i,0.00086393+0.00073383i,0.00047654+0.0011479i,0.00022916+0.00096171i,4.4237e-05+0.00030886i,0.00056342-1.7508e-05i,-0.00030013+0.00059352i,-0.0010266-0.00026936i,0.00011962-0.0008258i,0.0010403-0.00066394i,0.00055373-0.00094858i,-0.00015871-0.00039661i,0.00037639-0.00019048i,0.00078394-0.00045565i,0.00062939-0.0004101i,0.00076175-0.00071354i,-5.3743e-05-0.00062748i
0.00046428-0.0013782i,-0.00019485-0.0019201i,-0.00052658-0.0016681i,-0.00077992-0.00053199i,-0.0019234+0.00041825i,-0.00174+0.00069278i,-0.00044482+0.00095657i,-0.00055886+0.0012179i,-0.00066944+0.0018566i,-0.00044549+0.0021339i,0.00031686+0.0011759i,0.0006445-8.3799e-05i,-0.00022403-0.0008625i,-8.6105e-05-0.00065206i,0.00015861-7.6492e-05i,3.7183e-05-0.00019844i,-0.00017409-0.00065859i,-8.8992e-05-0.00066852i,-3.4836e-05-0.00030734i,-0.000138-0.0004105i,-0.00081213-0.00071502i,-0.0016012-0.00090996i,-0.00047955-0.00031848i
-0.0020703+0.0012678i,-0.0011952+0.0018888i,-0.00049429+0.0029911i,0.0005138+0.0033752i,0.0014858+0.0028381i,0.0012115+0.0017864i,0.00042426+0.00082569i,-0.00013376+0.001011i,5.515e-06+0.0017457i,0.00014117+0.0017612i,0.00031206+0.0019422i,0.00046673+0.0017832i,0.00030446+0.00058932i,0.00039422-0.00019949i,0.0003885+0.00012456i,-0.00039832+0.00024159i,-0.00095866-0.00048499i,-0.00049989-0.0008563i,0.00087032-0.00054309i,0.00079737-0.00029632i,0.0006127-0.00023475i,0.00026476-5.0599e-05i,-0.00032677-0.00048092i
0.00013868+0.00023186i,0.00057113+5.5213e-05i,-0.00011753+0.00034787i,-0.00027178+0.001504i,-0.00052176+0.0017647i,-0.00065366+0.00091i,-0.00047966+0.00067402i,-0.0010119+0.00047745i,-0.0012488+0.00028081i,-0.00075148+0.00062707i,-0.00047761+0.00084622i,-6.948e-05+0.00062896i,0.0002942+0.00054952i,7.8937e-05+0.00051383i,0.00010105+0.00011777i,4.3792e-05+0.00019608i,-0.00050779+0.00055668i,-0.001111+0.00050165i,-0.0012113+0.00098237i,-0.00083372+0.0010185i,0.00014629+0.0010365i,0.00054694+0.00083615i,0.00082838+0.00017946i
9.9404e-05+0.00036508i,0.00083076+0.0010991i,0.00094527+0.0013852i,0.00038822+0.0011919i,-0.00060897+0.0006609i,-0.0018381-9.1699e-06i,-0.0013784+0.00015446i,-8.4202e-05+0.0011157i,0.00045229+0.0012876i,0.0008586+0.0019809i,0.00092932+0.0025428i,0.00077908+0.0015393i,0.00030697+0.00072911i,-0.00070768+0.00013011i,-0.00073355-0.00065239i,0.0004063-0.00098027i,0.00060373-0.00096144i,0.00037567-0.00050149i,4.6018e-05-0.00015057i,-0.00035401-0.00068515i,-7.7687e-06-0.0010199i,6.0994e-05-0.0002149i,6.8647e-05+0.00057149i
0.0013279-0.00034381i,7.9277e-05+0.0003793i,-0.00024356+0.00040633i,-0.000894+0.0003999i,-0.0015157+0.00078423i,-0.00071464+0.0016126i,-0.00030561+0.0011093i,-0.00026474+0.00046498i,0.00011344+0.0011336i,0.00016622+0.0015358i,0.00026828+0.00080433i,0.00030035-0.00028494i,-0.00019788-0.001281i,-0.00029038-0.0017752i,-0.00044033-0.00081344i,-0.00068386-0.00031063i,-0.00082671-0.00078874i,-0.00043887-0.00052359i,-0.00038714+0.00011374i,-0.00064293-5.5037e-05i,-0.00031843-0.00032974i,-0.00049443-0.0003185i,-0.00040085-0.00029916i
1.3365e-06-8.6169e-05i,0.00014554-8.2778e-05i,0.00023219-0.00063351i,2.6426e-05-0.0008663i,-0.00011888-1.2049e-05i,-0.00034763+0.0011175i,-0.00051662+0.0005123i,-0.00038848-0.00020635i,0.00013624+0.00030379i,0.00066837+0.0007186i,0.00067858+0.00046512i,2.7198e-05-0.0001611i,-0.00032479-0.00027082i,0.00015919+0.00023515i,0.00073356+2.0496e-05i,0.00048535-0.00029164i,3.6724e-06-0.00033895i,-0.00066736-0.00055541i,-0.00099805-0.00046172i,-0.00047772-5.4971e-05i,-0.00049273-0.00047406i,-0.00054656-0.00074391i,0.00020735-0.00048784i
-0.0001072-0.00083693i,-0.00069367-0.00055307i,-0.00156-0.0012676i,-0.0031202-0.0015508i,-0.0032359-0.00044813i,-0.0013673+0.00068689i,0.00010161+0.0010961i,0.0003437+0.0011563i,9.2794e-05+0.00057817i,5.7729e-05+0.00026368i,5.1535e-05+0.00070041i,0.00031051+0.00060745i,8.7923e-05+0.0002506i,6.6409e-05+7.5933e-05i,1.5006e-05+0.00015116i,-0.00052258+0.0004962i,-0.00065219+0.00056229i,-0.00088843+0.00043953i,-0.00082266+0.00052221i,-0.00044353+0.00043134i,-0.00010479-0.00052438i,9.4782e-05-0.0012257i,0.00026116-0.00077356i
-0.00049071+0.00050302i,-6.9326e-05-1.6135e-05i,0.00044726-0.00019894i,7.2866e-05+9.4261e-05i,-0.00060172+4.6889e-05i,-0.00067495+0.00017781i,-0.0001648+0.00036775i,3.4244e-06+0.00064575i,0.0002391+0.00078172i,0.0010576+0.00019148i,0.0014453+0.00031897i,0.0017896+0.00059568i,0.0013086+0.00024063i,-0.00023627+0.00021432i,-0.00073744+0.00048269i,-0.00025468+0.00024784i,0.00023097-0.00037898i,0.00020826-0.00051598i,-7.5987e-06-0.00054766i,-0.0005239-0.00083352i,-0.00062162-0.00094711i,-0.00020748-0.00055161i,-2.7342e-05+9.1934e-05i
-0.0023668-0.00035627i,-0.0016672-0.00015709i,-0.0009196+0.00038317i,-0.00056395+0.00025106i,-0.00037222-0.00023519i,-0.00014568-0.00054151i,0.00017151+0.00033059i,-0.00025373+0.00078218i,-0.00043102+0.00088851i,6.5536e-05+0.0011392i,0.00068776+0.0010901i,0.0003582+0.0011924i,-0.00058325+0.0011998i,-0.00038087+0.00056534i,0.00021564+1.5046e-05i,-0.00013782-2.2441e-05i,-0.00044927+0.00047531i,-0.00054111+0.0012488i,-0.00069319+0.00089276i,-0.00047095+5.6613e-05i,-5.1648e-06+0.00012834i,0.00033138+0.00026541i,-0.00056229+8.8573e-05i
-0.00014307+0.00057145i,0.00047893+0.00010599i,0.0010126+0.00030439i,0.00090433+0.00037677i,0.00028473+0.00024206i,-0.00047789+0.00050955i,-0.00068078+0.0014257i,-0.00067265+0.0012488i,-0.00023707+0.00080348i,-1.6733e-05+0.0011081i,-0.00034436+0.001101i,-0.00026925+0.00059074i,-0.00016429-0.00066541i,-0.00026399-0.00069205i,-0.00026599+0.00025773i,-9.6135e-05-0.00014927i,6.0015e-05-9.9602e-05i,-0.00060595+0.00016518i,-0.00033401-7.1538e-05i,0.00018969-0.00037913i,-0.00017554-9.187e-05i,-0.00044116-0.0004143i,0.00039643-0.00095773i
0.0026916+0.00085806i,0.0019892+0.00049696i,0.0013854-0.0014082i,0.00075396-0.0013197i,-0.00018174-0.0002579i,-0.00049157-3.1863e-05i,-0.00091668+0.00042377i,-0.0014233+0.0009989i,-0.00086173+0.0015722i,0.00014478+0.0010182i,0.00073214+0.0002557i,0.00065379-0.00041898i,0.00041218-0.0012522i,-0.00017453-0.0014401i,-0.00054833-0.00072327i,-0.0011827-0.00082097i,-0.0012471-0.0014878i,-0.00021556-0.00078291i,0.00024894-0.00054568i,8.5196e-05-0.00087434i,-0.00073795-0.000187i,-0.0012142+0.00050076i,-0.00068707+0.00056733i
-0.00083151+0.001964i,-0.00041627+0.0018408i,-0.00041991+0.0011634i,0.00047111+0.0014446i,0.00096696+0.0012943i,-0.00060172+0.00039946i,-0.0014605+0.00023008i,-0.00072345+0.00074285i,-0.00040216+0.0012352i,0.00012329+0.0013627i,0.0013702+0.0013354i,0.0019238+0.0015847i,0.0014397+0.001084i,0.00024886+0.00014493i,-0.00040655-0.000117i,-0.00034216-0.00017242i,-0.00080382+5.6605e-05i,-0.0010477+0.00010855i,-0.00060403-0.00036106i,-0.00036651-0.00049839i,-0.00093854-0.00063202i,-0.0016406-0.00028643i,-0.00082721+0.0010459i
2.3751e-06+0.0016316i,0.0012197+0.0010629i,0.0012798+0.00055652i,0.0011094+0.0010025i,0.00066116+0.0018027i,0.00012304+0.0016011i,-0.00024851+0.00083659i,-0.00043202+0.00042419i,-0.00041391+0.00073056i,0.0008483+0.0014088i,0.0016151+0.0017781i,0.0011601+0.00094844i,0.00091819-0.00011671i,0.00038071-0.0004411i,-0.00024717-0.00016809i,-0.00073857-0.00057704i,-0.00085933-0.0010124i,-0.0009532-0.00059124i,-0.0014742+0.00018165i,-0.0012378+0.00049231i,-0.00053897+4.8377e-05i,-7.2483e-05-0.00052885i,-0.00021479-0.0006273i
0.0001889+0.00044339i,-0.00072821+0.0011032i,-0.001176+0.00091035i,-0.00061625+0.00063315i,-0.00080631+0.00062006i,-0.00097248+0.00071122i,-0.00048887+0.0011673i,-0.00029996+0.0019222i,-0.00055295+0.0020039i,-2.1832e-05+0.001202i,0.00013374+0.00030884i,0.00027589+0.00015946i,0.0010998+0.00074226i,0.0011303+0.00038132i,0.00026359+0.00029761i,-0.00057478-0.00024408i,-0.00061001-0.00060263i,-0.0010208+0.000674i,-0.00099407+0.0012165i,-0.00035956+0.00029108i,-0.00017029-0.0001981i,-0.00054803-2.6213e-06i,-0.00077693-0.00043278i
-0.00034739-0.00073899i,2.6736e-05-0.0002546i,0.0010136-0.00020026i,0.00027395-0.00045122i,-0.00064146+6.4152e-05i,-0.00075361+0.00026353i,-0.00091034+0.00060732i,-0.00014902+0.0014232i,-7.988e-05+0.001863i,-0.00047247+0.0017905i,-0.00010966+0.001207i,0.00024946+0.0012077i,0.00025057+0.00087284i,-0.0001554+0.00018605i,0.00012371+0.00085081i,0.00073454+0.00083464i,-0.00022242-0.00026965i,-0.00066458-0.00023796i,-0.00011724+2.7591e-05i,0.00043227+0.00037381i,1.244e-05+0.00045182i,-0.00053798+6.7894e-05i,-0.00056383-5.7304e-06i
0.00056987-0.00017884i,0.0013975-4.5506e-05i,0.0014187-0.00050947i,0.00026333-0.00051909i,-0.00081574+0.00083938i,-0.0011495+0.00063817i,-0.00053807-0.00040987i,-5.2742e-05+0.00023539i,-0.0005997+0.00069015i,-0.00075379+0.00012579i,-0.00024315+0.0004997i,3.8444e-05+0.00074133i,0.0005741+0.0007675i,0.0011247+0.00039757i,0.00023215-0.00018524i,-0.00079395-0.00078709i,-0.00094964-0.00054367i,-0.00071385-0.0004751i,-0.00060648-0.00038964i,-0.00061215+0.00016388i,-0.00081024+0.0007273i,-0.00072031+0.0011742i,-0.00021514+0.00025458i
0.00099237+0.00046051i,0.001762+0.00020324i,0.0020429-1.6024e-05i,0.0013366-0.00022357i,2.2457e-05+0.00025176i,-0.00096495+0.00053937i,-0.0010987+0.00081595i,-0.0011446+0.00049857i,-0.00059877+0.00019609i,0.00052934+0.00042483i,0.00056155+0.0010419i,-0.00017618+0.00058397i,0.00029488+0.00028451i,0.00071884-0.00041034i,0.00040131-0.00084292i,0.00023574-0.00089201i,-0.00012208-0.00098181i,-0.00043401+0.00015121i,-0.00014634+0.0010077i,-0.00043297+0.00016313i,-0.00088039-0.0005824i,-0.00067832-0.0006013i,-0.00068436-5.1121e-05i
-0.001069-0.00077087i,-0.0022616-0.00039693i,-0.0033788+6.3141e-05i,-0.0033044+0.00081541i,-0.0026429+0.001614i,-0.001403+0.0011351i,-0.00051766+0.00027174i,-0.00054849+0.00014941i,2.8297e-05+0.00082223i,8.8642e-05+0.0015381i,-0.00027196+0.0013386i,-0.00035945+0.00093716i,-0.00020874+0.0010135i,0.00083939+0.00044155i,0.00099125-5.7495e-05i,0.00023701-0.00032945i,-0.00043275-0.00067831i,-0.0012349-0.00043199i,-0.0013755-0.00037284i,-0.00098976-0.00081707i,-0.00050387-0.00032996i,-0.00028544+0.00082487i,-0.00058785+0.0007036i
0.00040392+0.0011582i,0.0011271+0.00094762i,0.0015395+4.7624e-05i,0.00051228-0.00031667i,-0.00046879+3.8821e-05i,-0.00033299-0.00012453i,0.00026022+0.00020174i,0.000371+0.0012919i,-7.032e-05+0.001733i,-0.00065347+0.0010186i,-0.00058194+4.4396e-05i,0.00034317-0.00015003i,0.00059239+0.00072553i,0.00013379+0.00041351i,0.00010182-0.00025696i,8.7844e-05-0.00027786i,-0.00033769-0.00011102i,-0.00058115+0.00037694i,4.0274e-05+5.4829e-05i,0.00059559-0.00064642i,0.00035869-0.00060431i,0.00019205-0.00090765i,0.00063048-0.00074905i
-0.001042-0.0011417i,-0.0018562+0.00011821i,-0.0010442-0.00068089i,-0.00083559-0.00088605i,-0.0012704+2.1349e-05i,-0.0010926+0.00079823i,-0.0011787+0.00098465i,-0.00087749+0.00075513i,-0.00066767+0.00087396i,-0.00019987+0.00035944i,0.00032753-0.0003931i,4.9907e-05-0.00030104i,-0.00067944-8.174e-05i,-0.000399-0.00040204i,0.00076753-0.0002913i,0.00058762+2.728e-05i,-0.00020126+6.7192e-05i,-0.00027488-0.00020228i,0.00041355+0.00027165i,0.00072725+0.00071097i,-0.00020377-2.6959e-05i,-0.0001371-0.00023805i,-0.00040474+0.00020842i
0.0021663+0.00074881i,0.0017477+0.00037808i,0.0015422-0.00057405i,0.00042051-0.0010239i,-0.0007904-0.0012414i,-0.00053569-0.00056735i,-0.0008881+9.2337e-05i,-0.00052965+0.00074271i,0.00061308+0.0012597i,0.00027046+0.0007577i,0.00021235-0.00011492i,0.0010743+0.00010214i,0.0013382-0.00019627i,0.0013438-0.00033195i,0.0014767-0.00025905i,0.00083305-0.00068209i,0.00013947-0.00060534i,-0.00031658-0.00036744i,-0.00032878-0.00022273i,0.00011877-0.00082791i,0.00031471-0.0012249i,-0.000222-0.00042822i,-0.00019358-0.00037802i
-0.00051541+0.00013547i,0.00032897-0.00033648i,3.9002e-05-0.0010476i,-0.00039071-0.0015136i,-0.0013346-0.00076731i,-0.0015185-5.4339e-06i,-0.00078474+0.0007898i,-0.00023009+0.0014702i,-8.2612e-05+0.0012017i,-9.8201e-05+0.0010528i,0.00011332+0.0011018i,0.0003318+0.00068742i,0.00019138+0.00035227i,0.00011966-2.8511e-06i,0.00056696-0.00021735i,-0.00019102-0.00014568i,-0.00089719-0.00078306i,-0.00066365-0.0007038i,-0.00056974+4.95e-05i,-0.00063948+0.00030269i,-0.00075765+0.00020065i,-0.0006891-5.3402e-05i,-0.00069015+0.00016006i
0.00011178-0.00056328i,0.0006097-0.00022505i,0.00057948-0.00014823i,0.00013513-0.0011435i,-6.8658e-06-0.0014393i,0.00051118-0.00018924i,9.859e-05+0.00019251i,-0.00030288-0.0001991i,-0.0011303+0.00065363i,-0.0013657+0.0014076i,-0.00052834+0.00095493i,-0.0002246+0.0012411i,-0.00016567+0.0015235i,0.00038447+0.00033522i,0.00087715-0.00031525i,0.00086857-0.00033286i,0.00020906-3.8885e-06i,-0.00068102+0.000738i,-0.00056251+0.00080598i,0.00030597+0.00064536i,0.00046885+0.00024291i,0.00050134+0.00011146i,-0.00014705+0.00011608i
-0.00047279+0.0021031i,0.0002791+0.001412i,0.0013945+0.0019613i,0.001564+0.0019183i,0.00051576+0.0005915i,-0.00072521-0.00044867i,-0.00056605-0.00011667i,0.00027024+0.00046041i,-0.00026391+0.00043911i,3.1218e-06+0.00033517i,0.0009064+0.00045853i,0.00035203+4.944e-05i,0.00020599-6.1792e-05i,0.00030521-0.00035008i,0.00031997-0.00095537i,0.00066734-0.0012238i,0.00092562-0.0011623i,0.00092658-0.00019979i,0.00042382+0.00011719i,0.00020348-4.7037e-07i,-9.5839e-05-0.0002083i,-0.00048827+0.0003825i,-0.0005023+0.00075388i
-0.0011406+0.00028638i,-0.00027226+0.00050503i,-8.4428e-05+0.00091793i,-0.00039322+0.0011598i,-0.00082135+0.0012991i,-0.00098756+0.0014048i,-0.00064089+0.0011784i,-0.0003877+0.0010299i,0.00014652+0.0010137i,0.00027698+0.0009461i,0.00016674+0.00013028i,-3.3058e-05-3.2484e-05i,0.00022714+0.00055547i,0.00045429+2.5179e-05i,-0.00031071-0.00071383i,-0.0005905-0.0012921i,-0.00067736-0.0011578i,-0.00093154-3.0915e-05i,-0.00082427+5.9487e-06i,1.0444e-05-0.00014882i,0.00022927+0.00037347i,-0.0001604-0.00033628i,4.6015e-05-0.0013085i
0.0010271+0.0017861i,0.00098583+0.0012308i,0.0017219+0.00030904i,0.0013468-0.00025184i,0.00015473-0.00029454i,-0.00042763-1.2505e-05i,-0.00065671-0.0003547i,-0.00086356-0.00011707i,-0.00041703+0.00075599i,0.00051382+0.00117i,0.00068018+0.0013281i,-0.00030239+0.0012846i,-0.00073922+0.00094228i,-0.00020967+7.7142e-05i,-0.00010988-0.00082272i,-0.00072845-0.0012984i,-0.00090947-0.00076105i,-0.00063358+0.00013019i,-0.00024642+0.00045826i,-0.0002099-0.00057333i,-0.00040245-0.0015353i,-0.00040505-0.0010943i,4.2186e-05-0.00030145i
0.0019826+0.0014283i,0.0020817+0.00055283i,0.0026025-0.00031607i,0.0028947-0.00012318i,0.0027123-9.3235e-05i,0.0015562-1.996e-05i,0.00056435+0.00027639i,-0.00011286+0.00030793i,-0.00050706+0.00033406i,-0.00048137+0.00066646i,0.00014457+0.000418i,0.00075547-0.00019591i,0.00044616-0.00033037i,9.9289e-05-0.0004066i,0.00044192+0.00022468i,0.00038333+0.00072419i,-6.9698e-05+0.00016004i,-0.00031025-0.00079011i,-0.00040869-0.0011313i,-7.884e-05-0.0006815i,-0.00025686-0.00019659i,0.00012472-0.00040069i,0.00063128-0.00074235i
-0.00015939+0.0015596i,-0.00073935+0.0017626i,-0.00069377+0.00037978i,0.00026642+0.00081478i,-1.0698e-06+0.0012513i,-0.0001112+0.00081917i,0.00043527+0.00025577i,0.00027329+0.00015949i,9.2635e-05+0.00070865i,-0.00020861+0.00054559i,-0.00052823+0.00059658i,0.00012154+0.00087939i,0.00052822+0.0001939i,0.00041724-0.00049926i,0.00019358-0.00057713i,0.00056152-0.00050578i,0.00013089-1.599e-05i,-0.00072396+0.00019355i,-0.00098972+0.00033941i,-0.00067119-0.00042084i,0.00054806-0.00044254i,0.00061359+0.00050435i,-0.0001183+0.00027996i
-0.0013694+0.00013843i,-0.0011459-0.00082866i,-0.0019604-0.00072987i,-0.0021918+0.0010431i,-0.0018888+0.0020759i,-0.0013317+0.0014265i,-0.00064555+0.00081011i,-0.00070132+0.0010687i,-0.0008559+0.0011664i,-0.00046281+0.00091835i,-0.0001121+0.001054i,0.0003585+0.00087378i,0.00097445-4.205e-06i,0.00040895-0.00021182i,-0.00042541+0.00033543i,-0.0003177+0.00024293i,0.00032374-0.00045643i,-5.54e-05-3.6247e-05i,-0.0010398+1.6223e-06i,-0.00065772-0.00077578i,0.00027351+8.871e-05i,0.00011749+0.00077018i,-0.00065697-9.6342e-05i
-0.00080531+8.9465e-05i,0.00058378+0.00094056i,0.0012371+0.0016546i,0.00011435+0.0014193i,-0.00085208+0.0010607i,-0.00058593+0.0011653i,-0.00057888+0.00097698i,-0.00035863+0.0014403i,-0.00025158+0.0019771i,-0.0001876+0.0019156i,-0.00029354+0.0018664i,-0.00028572+0.00075096i,0.00026743-0.00040483i,0.00054542-0.00057259i,0.00041982-0.00021798i,0.00022604+0.00044677i,-0.00040856+0.0008137i,-0.001014+0.00056112i,-0.00072247+0.00045144i,-0.00020909-0.00016985i,-5.7714e-05-0.0011597i,-0.00016207-0.00062589i,-0.00070679+0.00066146i
0.00023751-0.0012364i,-0.0012892-0.0020614i,-0.00081781-0.0019317i,-0.00061208-0.0015869i,-0.0010922-0.0006965i,-0.0014377+0.00062894i,-0.0017706+0.00101i,-0.0011362+0.0009861i,-0.0003539+0.00087875i,-0.00059401+0.0007706i,-0.00085116+0.0007397i,-0.00083336+0.00029213i,-0.00050529-6.8362e-05i,0.00065478+0.00050182i,0.0014815+0.0012206i,0.00064414+0.0010985i,-0.00014726+0.0005425i,-0.0003659+2.8894e-05i,-0.00061088-0.00036806i,-0.00016672-0.00069378i,0.00064099-0.00041273i,7.0051e-05+0.0001004i,-0.00068121+2.7947e-05i
0.0014445-0.00073638i,0.0013693-0.0013271i,0.00030998-0.0015258i,-0.00076124-0.00082962i,-0.0014401-0.00020641i,-0.0024853+0.00050714i,-0.0020694+0.00057533i,-0.00061036+0.00044754i,-0.00022136+0.0010447i,-0.0008901+0.001188i,-0.000725+0.00072366i,-0.0012834+0.00027451i,-0.0018652-0.00018303i,-0.0009905-0.00027774i,-0.00044598-0.00026382i,-0.00017742+0.00019355i,0.00022235-0.000106i,0.00045949-0.00080545i,-0.00036396-0.00050961i,-0.00072602+7.344e-05i,-0.00023056+0.000316i,-0.00025299+0.00011892i,-4.9633e-05+8.3406e-05i
0.0010021+0.00014023i,0.00085652-0.00037244i,0.00046715-0.0008988i,-0.0007053-0.0013569i,-0.0005517-0.00065735i,-0.00019918+0.00041854i,-0.00028526+0.00067535i,-0.00045866+0.00045094i,-0.00046129+0.00038913i,-0.00052126+0.00051412i,-3.5818e-05+0.00064086i,0.00025468+0.00040654i,9.6073e-06+1.2728e-05i,-0.00062378-0.00058186i,-0.0011521-0.0010788i,-0.00078978-0.00084929i,0.00012775-0.00023859i,0.00049833+0.00014749i,0.00026718-0.00044953i,-0.00027856-0.00068673i,-0.00045181+0.00036327i,-0.00034308+0.0013119i,0.0002414+0.00062852i
0.00025337-0.0012099i,2.3237e-05-0.00096558i,-7.9198e-05-0.0014766i,-0.00067746-0.0010084i,-0.0014824+3.5075e-05i,-0.0016676+0.0004444i,-0.0008507-0.00012147i,-0.00032226-0.00046587i,-0.00068676+0.00040222i,-0.0009481+0.00057378i,-0.0010116-0.00012393i,-0.00070828-0.00032044i,-0.00038678-0.00035174i,-0.00042248-0.00033313i,-0.00019895-0.00016398i,0.00023996-0.00098737i,7.2836e-05-0.00098718i,-0.00010345-0.00098973i,-0.00048888-0.001292i,-0.00063255-0.00056631i,-0.00082838+0.00023848i,-0.00061562-5.8583e-05i,0.00054564-0.00050305i
-0.00088279+0.00051579i,0.00073316+0.00064017i,0.00085337+0.00084602i,0.00040634+0.0015384i,0.00088454+0.001969i,0.0017115+0.0010167i,0.00094245+0.00025701i,3.3701e-05+0.00065529i,-0.00060236+0.001239i,-0.00092581+0.0014137i,-0.0001808+0.0014992i,0.00017984+0.0011695i,0.00045606-0.00029803i,0.0003479-0.00051i,0.00014495-0.00056435i,3.9826e-05-0.00082981i,-0.00050285-0.00028223i,-0.0012614+0.00069345i,-0.0015313+0.0011082i,-0.0008845+0.00088799i,-0.00054958+0.001062i,-0.00036304+0.0008906i,-0.00025485+0.0004602i
0.0013806+0.00069705i,0.00062539+0.0010719i,0.00061686+0.00069322i,0.00080416-0.00021034i,-0.00056434-0.00082317i,-0.0013588-0.00033498i,-0.00081124+0.0002567i,-0.00052004+3.3598e-05i,-0.00024379+0.00039361i,0.00046274+0.00096783i,0.00053509+0.0006316i,0.00054874+0.00012051i,0.00033835+0.00016997i,0.00031281-0.00013181i,0.0004905+0.00021916i,0.00069794+0.00041405i,5.7782e-05+3.2101e-05i,-0.00078436+0.00031542i,-0.00036987+0.00053479i,0.00040994+0.00088049i,0.00035599+0.001028i,-6.5593e-06+0.00040877i,-0.00052814+8.1532e-05i
