-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
0.0018841+0.0018134i,0.0014403+0.00050638i,0.0016668-0.00085767i,0.0015773-0.0015657i,0.0012459-0.001954i,-2.3915e-05-0.001859i,-0.0013142+0.00017941i,-0.00083918+0.00098364i,0.00083006-0.00014769i,0.00010563-0.00086135i,-0.0011964-0.00072845i,-0.001792-0.00011277i,-0.0018884-0.00028635i,-0.00071036-0.001369i,1.8529e-05-0.001599i,-0.00015935-0.0016719i,-0.00042588-0.001622i,0.00025764-0.0011434i,0.0010755-0.0011644i,0.00049581-0.00078937i,-0.00086032-0.0002442i,-0.0010737-0.00044402i,-5.1955e-05-0.00073741i
-0.001524+0.0014915i,-0.001704+0.0011503i,-0.0021877+0.0020231i,-0.00068824+0.0027826i,0.0013973+0.0018548i,0.00067142+0.0012001i,-0.00079567+0.0022554i,-0.00093716+0.002177i,-0.0011372+0.00016651i,-0.0013144-0.00035429i,-0.00065578-2.8196e-05i,0.00042197-0.00049517i,0.00084443-0.00090771i,0.00040348-0.00048635i,2.972e-05-8.4122e-05i,-0.00033162-0.00084396i,-0.00026107-0.0010868i,0.00036699-0.00085939i,-1.0631e-05-0.00053003i,-0.00041959+0.00032892i,-0.00068024+9.5311e-05i,-0.0012197-0.00011305i,-0.00086913-0.00035318i
0.0015602+1.1427e-05i,0.00079059-0.001115i,0.0019822-0.0010733i,0.0025476-0.0015251i,0.0013323-0.0016627i,8.789e-05-0.00025386i,-0.00043966+0.0013682i,-0.0010142+0.0010787i,-0.00065896+0.00012483i,-0.00015322-0.0004254i,-0.00056817-0.00089214i,-0.0016356-0.00097976i,-0.001885-0.00040277i,-0.001099+0.00016658i,-0.00020718+0.00031906i,0.00038853-4.269e-05i,0.00019102-0.00091764i,1.4516e-05-0.00073896i,0.00013116-0.00065184i,9.4778e-05-0.0010321i,0.00028536-0.00099392i,0.0003194-0.00062969i,-0.00044525-0.00067593i
0.0012891-0.0021789i,0.00016538-0.00088978i,-0.00081141+0.00061891i,-0.0005076+0.00060801i,0.0012014-0.00015052i,0.00093995+4.4993e-05i,-0.00033302+0.0015192i,0.00028513+0.0014312i,0.0017107-0.00021176i,0.0010738-0.0011293i,0.00020984-0.00055965i,0.00020647+0.00014476i,0.00048948+0.00032557i,0.00020709-1.3684e-06i,-0.00083541+0.00011894i,-0.0011276+0.00052443i,-9.8189e-05+0.00046669i,2.2379e-05+0.00036969i,-0.00031822+0.00035924i,-3.7825e-05+0.0008386i,8.4662e-06+0.00084429i,-0.00010343+0.00052029i,-0.00036497-5.0414e-05i
-6.1886e-05+0.00062041i,0.00017446+0.00028273i,0.00078442+0.00023194i,0.0012945+0.00052074i,0.0012706+0.00079684i,0.00023439+0.00061903i,-0.00072953+0.0011157i,-0.00082587+0.0016877i,-0.00033234+0.0018669i,-0.00029749+0.001444i,-0.00088044+0.00078258i,-0.0014841+0.00014059i,-0.0006764-0.00056412i,7.5335e-05-0.00037896i,0.00013948-0.00024951i,0.00023759-0.00040542i,-0.00044188-0.00053502i,-0.00053667-0.00066963i,-0.0001055-0.00045808i,0.00087341-4.2018e-05i,0.0014036+0.00031001i,0.00074745-4.9331e-07i,6.6034e-05-0.0012542i
0.00014113+0.000427i,0.00018747+0.00033784i,7.9978e-05+0.0011605i,0.0011579+0.0015556i,0.0025799+0.00068431i,0.0019432-0.00050058i,-6.4399e-05+0.00030082i,-0.00033055+0.0012428i,0.00037835+0.00088719i,-0.00038692+0.00051907i,-0.00064419+0.0010774i,-0.00090829+0.0019107i,-0.00062921+0.0017827i,0.00010831+0.00069392i,-0.00043573-0.00097692i,-0.00033409-0.00061071i,0.00038493+0.00035344i,0.00071113-0.00020144i,0.00069499-0.00035374i,-3.1398e-05-0.00011287i,-0.0010721-0.00048736i,-0.00065677-0.00087679i,-0.00027301-0.0005776i
-0.00092208+0.0019465i,-0.0012323+0.0018435i,-0.00054497+0.0013511i,0.00071296+0.00022932i,0.00088684-0.00050228i,-0.00068112-0.00064722i,-0.0014093+0.0010881i,-0.0019352+0.0019225i,-0.0025929+0.00055817i,-0.0018403-9.6552e-05i,-0.0011941-0.0005363i,-0.00049892-0.00097025i,9.3492e-05-0.00042262i,-0.00040189-6.4298e-06i,-0.00021405+0.00034112i,-0.00020893+4.641e-06i,-0.00079983-0.00086374i,-0.00049726-0.00066821i,-0.00025669-0.00014854i,-0.00041816+0.00031844i,-0.00041695-6.9222e-05i,-0.0007983-0.00027494i,-0.0010815+0.00054687i
0.0012103-0.0024388i,-0.0019661-0.0023006i,-0.0031432-0.0014226i,-0.0015978+0.0012446i,0.00032508+0.001777i,0.00025332+0.0012016i,-0.0007219+0.0018791i,-0.00039199+0.0022736i,0.00013722+0.00083705i,-0.00057241-0.00059945i,-0.0016765-0.00037762i,-0.0019299+0.00017763i,-0.0017239-9.4439e-05i,-0.0010889-0.00057809i,-0.00045139-0.00042814i,0.00023728-0.00030011i,0.00055018-0.00038587i,0.00020433+0.0001039i,-0.00017266-7.5601e-05i,0.00023029-0.00017494i,0.00028965+4.5605e-06i,-0.00027165-0.00069073i,-0.00075095-0.0013293i
0.00053632+0.00098853i,0.00027604+0.00050097i,0.00018504+0.000686i,0.0013685+0.00030987i,0.0013971-0.00089895i,-0.00061025-0.0011294i,-0.0017622-0.00012861i,-0.00057283-9.1956e-05i,0.00013887-0.00038276i,0.00013333-0.00057871i,0.00010243-0.0008437i,-0.00013877-0.0015157i,0.00034681-0.001679i,0.00062596-0.0010319i,0.00035569-0.00079098i,7.8807e-05-0.000734i,-0.00028436-0.00064156i,-0.0004378+0.00016009i,-0.00065402+0.00012278i,-0.00051762-0.00056038i,-0.00019817-0.00044574i,0.00029208+0.0001394i,0.00024367+0.00030687i
0.0019281+0.0017499i,0.00034311+0.0011978i,0.00010563+0.0015584i,4.5283e-05+0.00086199i,0.00013284+3.9682e-05i,-4.3681e-05+0.00055865i,-0.00049841+0.0016054i,-0.00048533+0.0026788i,0.0002493+0.0022449i,0.00036093+0.00049354i,0.00033531-0.00053222i,-2.6429e-05+0.00032116i,-0.00061685+0.00014968i,-0.00024148-0.0010865i,5.1547e-05-0.0011612i,-0.0003392-0.00044452i,0.00032139+0.00059887i,0.00043707+0.00061372i,-0.00044412+0.00023767i,-0.00076624+0.00027848i,-0.00011702+0.00031708i,0.00025342+0.0002619i,-0.00075171-0.0004537i
-0.0032076-0.0029282i,-0.0015139-0.0022078i,-0.00079406-0.00062395i,0.00055468-1.6047e-05i,0.00092206-0.001096i,-2.9761e-05-0.0017764i,-0.0013336-0.00064966i,-0.0015086+0.00070168i,-0.00079182+0.00040827i,-0.00056905-0.00019041i,-0.00083054+0.000497i,-0.00082647+0.00098668i,1.9228e-06+0.00029475i,0.00042942+0.00012832i,-0.00033807+0.0003447i,-0.00042866+0.00033446i,1.6565e-05-8.0196e-05i,-0.00010826-0.00031571i,-0.00031196-0.00025145i,-0.00061733-0.00056292i,-0.00029594-0.00035578i,0.00064743+0.00027499i,0.00053287+0.00078081i
0.0010063+0.0014889i,0.00085204+0.0013173i,0.00063255+0.0018745i,-0.00015371+0.0019669i,-0.0006393+0.0011666i,-0.0014464+0.00092218i,-0.001809+0.0015737i,-0.0013068+0.0019493i,-0.00096214+0.0011052i,-0.001049-0.00025101i,-0.00062345-0.00084438i,-0.00070674-0.00069559i,-0.00085816-0.00011558i,-0.00050242+0.00030005i,0.00030563-0.00014308i,0.00054653-0.00025369i,0.00028977+0.00021986i,0.00057505+0.00048863i,-0.00025075-0.00010046i,-0.00066918-0.00082232i,-0.00030645-0.00044506i,8.5217e-05-0.00062722i,0.00069048-0.00038011i
-0.0011835-0.0016751i,-0.00091224-0.0011626i,-0.0004465-0.00039635i,0.00050386-0.00029219i,0.00078088-0.00034139i,0.0003753-0.00038463i,-0.00022324+0.00053906i,-0.00014864+0.0010839i,0.00036468+0.00060035i,-8.5771e-05-0.00073923i,-0.0008308-0.0014669i,-0.00047756-0.00080801i,-0.00047697-0.00035218i,-0.00032848-0.00024661i,0.00032736+2.3593e-06i,0.00051426+0.00035778i,0.00050818-0.00049781i,0.00051723-0.0013349i,0.00023459-0.0011648i,-0.00026892-0.00064339i,0.00017065-0.00029154i,0.00026038-0.00022835i,-0.00015923-0.0001337i
0.003178-0.0021972i,0.0020523-0.0022418i,-0.00038156-0.0022931i,-0.0026366-0.0020264i,-0.0033264-0.0020273i,-0.0040552-0.00053013i,-0.0028657+0.00078518i,-0.00085527+0.0010682i,-0.0007066-0.00035257i,-0.0017856-0.0017426i,-0.0025029-0.0013737i,-0.0019646-0.0013241i,-0.00076156-0.00088902i,0.00019769-0.00030329i,-0.00045375+0.00011933i,-0.0015597+0.00070883i,-0.00099946+0.0001635i,0.00050511-0.00011316i,0.00024392+0.00038666i,-0.00019531+0.00031719i,-0.00031991+0.00031771i,-0.00041991+0.00082986i,-0.00017665+0.0009394i
-0.00053185+0.00096588i,0.00040596+0.00049411i,0.0019123+0.0016752i,0.003139+0.0021943i,0.003703+0.00063978i,0.0015913-0.00024741i,-0.00073678+0.00065878i,-0.00065825+0.0012351i,0.00068456+0.001275i,0.0011203+0.00033127i,0.00082764-0.00043098i,2.9053e-05-0.00035859i,0.00013425+0.00013951i,0.00088189+0.00014001i,0.0005852-0.00052252i,-0.00014275-0.00080079i,0.00072109-0.00073098i,0.0011582-0.00042536i,0.00065575+8.0838e-05i,0.00051266-2.852e-05i,-0.00038891-0.00066745i,-0.00077983-0.00049505i,-0.0004032+0.00018089i
0.00033888-0.00077746i,-0.00046292-1.3561e-05i,-0.0010865+0.00080557i,-0.00084343+8.7375e-05i,-0.00045981-0.00081456i,-0.00022941-0.00062164i,-0.00077551+0.00074678i,-0.00069061+0.0012955i,0.00011071+0.0012335i,0.00015617+0.0010429i,0.0002718-0.00057594i,0.00017609-0.0011207i,0.00024711-8.4787e-05i,-9.5643e-05+0.00099343i,-0.0011805+0.0011284i,-0.00094651+0.00014239i,-0.00026429-0.00080574i,5.1238e-05-0.00065695i,0.00014868-0.00030567i,-0.00027168+0.00011078i,-0.00055125+0.00057519i,-0.00017417+0.00042117i,-0.00037155+0.00011086i
-0.0010465+0.0016786i,-5.1599e-05+0.0014435i,0.00062003+0.0030493i,0.0022067+0.0034785i,0.002913+0.0011027i,0.0020441-0.0007855i,-4.4467e-05+0.00033161i,-0.0008944+0.00093725i,-0.00028658+0.00065648i,-0.00028942+0.00076326i,-0.00042153+0.0011066i,-3.788e-05+0.00048623i,0.0003859-8.5987e-05i,0.0013506-9.709e-05i,0.0011206+6.4239e-05i,-0.00030313+0.00036361i,-0.00068584+0.0001829i,-0.00031153-0.00065289i,0.00010745-0.00046805i,0.00012721+0.00059265i,-9.2589e-05+0.00045716i,-0.00021562-0.00074987i,-6.1969e-05-0.001498i
-0.0018396+0.0024093i,-0.0016959+0.0014982i,-0.00021637+0.0013505i,0.0010089+0.00089681i,0.0011089-0.00041066i,-0.00017059-0.00055508i,-0.0020157+0.0011404i,-0.0014882+0.0016159i,-0.00023225+0.0012486i,0.00012893-0.00012122i,0.00023876-0.0011104i,-0.00013267-0.00090338i,-0.00056853-0.00060522i,-0.00071078-0.00085767i,-0.00026784-0.0011012i,0.00060406-0.0008513i,0.00045508-0.0001958i,0.00010991-0.00021277i,0.00031315-0.00082701i,0.00069305-0.00036144i,0.00012438+8.4375e-05i,-0.00025631-0.00089011i,0.00022172-0.0015019i
-0.0020754+0.00035207i,-0.0010462-0.00019903i,0.00027752+0.0010539i,0.0016227+0.0025876i,0.0018028+0.0029185i,-0.00037797+0.0018411i,-0.0014496+0.00054075i,-0.0012366+0.00051948i,-0.0014368+0.00053676i,-0.0012401-0.00028682i,-0.00046523-0.00063966i,-5.3838e-05-0.00050498i,0.00074777-0.00081082i,0.00071442+3.5221e-05i,0.00046171+0.0011404i,0.0008569+0.00047588i,0.0008381-9.2163e-05i,0.0012741-3.6067e-05i,0.0013108+0.00023708i,0.00071665+0.00020257i,-5.6093e-05-0.00061653i,-0.0003496-0.00082153i,6.3544e-05+7.9127e-05i
-0.0018681+0.002642i,-0.0014736+0.0018155i,-0.00012615+0.0022219i,0.0016166+0.00097722i,0.002311-0.0013325i,0.00088793-0.0015434i,-0.0012281+0.00056483i,-0.0010839+0.0018734i,0.0005865+0.00075597i,0.0011812-0.00034286i,0.0012502-0.00049079i,0.0012013-0.00065464i,0.00073006-0.00079726i,0.00045442-0.00059511i,0.00028628-0.00030784i,0.0001549-0.00017217i,0.00075391-0.00076293i,0.00086389-0.00058367i,8.9125e-05-4.8149e-05i,-6.7823e-05+2.2816e-05i,7.8668e-05+8.8447e-05i,-0.00015043+0.00012567i,-0.00023525+0.00015916i
-0.0019243-0.0018823i,-0.0019805-0.00029032i,-0.0027361+0.0012554i,-0.0027878+0.0024745i,-0.0016755+0.0019063i,-0.00099404+0.00074578i,-0.0010342+0.00082051i,-0.00046747+0.00080659i,0.00030944+0.00023096i,0.00013533-1.635e-05i,0.00022646+0.00023068i,0.00070807+0.00087237i,0.00056435+0.00064118i,0.00028129+0.00012986i,0.00013062+0.00053679i,0.00014132+0.00093435i,4.4866e-07+0.0010462i,-0.00058804+0.00050798i,-0.00051741+0.00028136i,-0.00023778+0.00012385i,0.00014632-8.5702e-05i,0.00044945-0.0002224i,0.0010356-0.00017229i
0.00057336-0.001285i,0.00050667-0.00043995i,0.00098756-0.00075961i,0.0015672-0.0016291i,0.00098802-0.00067438i,-0.00056371+0.00081143i,-0.0018433+0.0012921i,-0.00086109+0.0014897i,0.00023646+0.00038567i,0.00019535-0.00050837i,-0.00042118+0.00015817i,-0.00084419+0.00050723i,-0.00070875+0.00037884i,-0.00079185+0.00034239i,-0.0011193+4.4061e-05i,-0.00074296-0.00092131i,-0.00037755-0.00137i,-0.00033268-0.00088749i,-0.00041618-0.00019479i,-0.00049264-0.00033391i,6.6052e-05-0.00056703i,0.00068702-0.00069765i,0.00034554-0.0013136i
-0.00050764+0.00049038i,-0.0014346+0.002063i,-0.0018008+0.0016278i,-0.0005843+0.0011165i,0.00017148+0.00059367i,-0.00033148+0.00030521i,-0.0011308+0.0015328i,-0.00086321+0.0018618i,6.9864e-05+0.00052857i,-0.0001364-1.7822e-05i,-0.00063944-3.2384e-05i,-0.00098889+0.00015567i,-0.0015111+0.00017677i,-0.001216-0.00025814i,-0.00050935-0.00075024i,-0.00024881-0.00052289i,-0.00011306+0.00021222i,6.7102e-05-0.0001885i,-0.0003365-0.0012331i,-0.00082948-0.0013503i,4.0693e-05-0.0010662i,0.00050143-0.00067599i,-0.00041548-0.00036294i
-0.0016858+0.00022678i,-0.0008985-0.0012435i,0.00054004-0.00014176i,0.0017566+0.0011431i,0.0019687-0.00020409i,-0.0001165-0.00038393i,-0.0022954+0.0015504i,-0.0027205+0.0017744i,-0.0023586+0.00031176i,-0.0017025-0.00072868i,-0.0012332-0.0011901i,-0.0011959-0.0006824i,-0.0013816-0.0001228i,-0.0010852-4.3192e-05i,-0.00084403-0.00014815i,-0.00023232+0.00035984i,0.00036394+0.0009831i,7.2974e-05+0.0006433i,-0.00033843+0.00037485i,-0.00067098+0.00026753i,-2.5353e-05+0.0001238i,0.0011048+0.00030279i,0.00084527+0.0002773i
0.00078881-0.0017486i,-0.00012434-0.0014372i,-0.0011763-0.0017969i,-0.0012062-0.00081046i,-0.0009091-0.0005394i,-0.0012378-0.0007171i,-0.0016208+1.7289e-05i,-0.00072273+0.00012032i,0.00034244-0.00014416i,1.7075e-05-0.00067683i,-5.8359e-06-0.0011221i,-0.00066949-0.00036367i,-0.00074583+1.9137e-05i,0.00013974-0.00054393i,-0.00053311-0.00033984i,-0.00033133+0.00045927i,0.00054666+0.00045335i,9.2085e-05+0.00015392i,1.8922e-05+0.00016708i,-5.577e-05+9.8866e-05i,-0.00075479-0.00032842i,-0.00089429-0.00070143i,-0.00070818-0.00061426i
0.00077501-0.00067157i,0.00022306+0.00038619i,7.3478e-05+0.00032454i,0.00039363+0.00046991i,9.3939e-05+0.00084497i,-0.00089937+0.0010427i,-0.0013551+0.0015319i,-0.00092238+0.0017291i,0.00012247+0.0011719i,0.00058363+0.00016959i,0.00041265+0.00010498i,0.00016378+0.00026267i,-8.1453e-06+0.00029151i,-0.00044053+0.00012268i,-0.0013904-9.0141e-05i,-0.0015236+0.00056538i,-0.0011738+0.0011125i,-0.00038882+0.00077994i,-0.00012988+0.00056805i,-0.00097633+0.00088468i,-0.0012042+0.00029799i,-0.00030866-0.00014793i,0.0001783+0.00057931i
4.8774e-05-0.00065776i,-0.0011073-0.00049429i,-0.0012105+0.00011658i,0.00033997-0.00030755i,0.00093761-0.0014872i,-0.00030794-0.0012033i,-0.0010429+0.00016705i,0.00040916+0.0010522i,0.0013164+0.00098582i,0.00015355+0.0013798i,-0.00017372+0.0016194i,-0.00024358+0.00038334i,-0.00030574-0.00050403i,-0.00036205-0.00040227i,-0.00037181-6.2801e-05i,-0.00045586+0.00036542i,-0.00071044+0.00031239i,5.5372e-05-0.000239i,0.0010136-0.00075637i,0.00089171-0.00011486i,0.00039663+0.00035302i,0.00023762-0.00032215i,0.00029489-0.00011444i
0.00011901+0.0018423i,-0.00044692+0.001088i,-3.4793e-05+0.0018797i,0.0013677+0.0027092i,0.0017434+0.0016856i,-0.00027946+0.00025946i,-0.0015994+0.0011371i,-0.0005512+0.0021244i,9.6995e-05+0.0013106i,-0.00087498+0.00051183i,-0.0020222+9.0218e-05i,-0.0018969+0.00028564i,-0.0016625+0.0008103i,-0.0011869+0.00058119i,-0.00045719-8.7974e-05i,-0.00047184-0.00040742i,-0.0003151-7.8328e-05i,-0.00023064-8.3901e-05i,-0.00053449+1.7886e-06i,-0.0004839-0.00047859i,-0.00028088-0.00033309i,-0.00067744+0.00056838i,0.00010508+0.0007755i
-0.0021513+0.00054385i,-0.0010706+0.00065272i,-0.00067124+0.00059505i,0.00025545+0.00034754i,0.0015855+0.00023794i,0.0011119+0.0009634i,-0.0013724+0.0016088i,-0.0013697+0.0014431i,-0.00060025+0.0012274i,-0.0010002+0.0010846i,-0.00044676+0.0003013i,1.6835e-05-0.00078035i,-0.00031684-0.0011678i,0.00019446-0.00053289i,0.00089664+8.5139e-05i,0.0009677-6.723e-05i,0.0004623-0.00049049i,0.00021391+0.00014642i,-1.2103e-05+0.00095087i,-0.00014232+0.00067058i,-0.00029608-9.3754e-05i,-0.00014992-0.00025207i,0.00065392-0.00030183i
0.00021226+0.00067306i,0.00028056+0.0010879i,-0.00037999+0.0014953i,-0.00086936+0.0017988i,-0.00026286+0.0014773i,-0.00044567+0.0010331i,-0.0014927+0.00087747i,-0.00092678+0.00052618i,0.00015601-0.00044238i,0.00020124-0.0010774i,-0.00010974-0.0010766i,-0.00020041-0.00082349i,-0.00030278-0.00023021i,0.00018377-0.00059104i,0.0010649-0.00067813i,0.00097988-0.00014871i,-8.035e-05+8.0523e-05i,-0.00056068-0.00041858i,-6.9096e-05-0.00081664i,0.00066414-0.00059693i,0.00098533-0.00031342i,0.00012138+0.00022822i,-0.00054457+0.00058733i
-0.0012674+0.0023484i,-0.0016698+0.0017512i,-0.00062325+0.0014491i,0.00035347+0.0011635i,0.00080526+0.00018663i,0.00041846-0.0007928i,4.0392e-05-0.0001652i,1.9233e-06+0.00056574i,0.00050099-0.0002642i,0.00091257-0.00098026i,0.00077017-0.00054819i,0.00067935-0.0002942i,0.00045176-0.00028274i,0.00045734-0.00034318i,0.00031065-0.00013941i,0.00010084-9.8238e-05i,0.00047668+2.4043e-05i,0.0011085+0.000644i,0.00089501+0.00067537i,-3.5378e-05-0.00040533i,-2.3112e-05-0.001342i,0.00093693-0.00089047i,0.00069222-0.00012509i
-0.00017021+0.0011375i,-0.0010638+0.0020543i,6.1803e-05+0.0020306i,0.0017254+0.00074642i,0.0011559-0.0010623i,-0.0011854-0.0013956i,-0.001351+0.00016076i,-0.00014223+0.0020261i,0.00026028+0.0024157i,9.4221e-07+0.0013086i,-5.547e-06+0.00054829i,-3.1149e-05+0.00070505i,-0.00071497+5.3962e-05i,-0.00082173-0.00026136i,-6.6826e-05+0.00011958i,6.5488e-05+3.6023e-05i,0.00015786+0.00029756i,-0.00044565+0.00013704i,-0.00080013-0.00017566i,-0.00076273+0.00042809i,-0.00032784+0.00028505i,0.00033094-0.00073929i,0.00014926-0.00070681i
0.0027724-0.00011279i,0.0016791-0.0011837i,0.0018926-0.0013263i,0.0018229-0.00038985i,0.001193-0.00060826i,0.0004671+0.00033456i,-0.00040647+0.0020425i,-0.00072446+0.0019215i,-6.1785e-05+0.0006897i,-0.00069835-0.00050436i,-0.0017675-0.00067588i,-0.0019927+8.0451e-05i,-0.0012889+0.00085456i,2.5182e-05+0.00069676i,0.00071376-0.00012973i,0.00059208-0.00019334i,0.00059993-5.4161e-05i,0.00018301+0.00040413i,-0.0013438+0.00021277i,-0.0017268-0.00073175i,-0.0011764-0.00077481i,-0.00029099-0.00066077i,0.00031568-0.00022021i
0.00060428+0.00072994i,-2.5867e-05+0.00064133i,0.00017445+0.00066943i,0.0017115+0.00016214i,0.0028566-0.00054771i,0.0015175-0.00065727i,-0.00036543-0.00015703i,-0.00025959-0.00049547i,0.00031485-0.0010227i,-0.00026665-0.0015799i,-0.0010457-0.0021258i,-0.00082618-0.00072686i,-0.00052718+0.00042514i,-0.00041241-0.00026035i,5.4556e-06-0.00042844i,0.00023436+0.00017678i,0.00035035+0.00033615i,-2.8582e-05-0.00032282i,-0.00042998-0.00019431i,-0.00012524-0.00020067i,-5.5908e-06-0.00055703i,-0.00032104-0.00015377i,-0.00035015+0.00013957i
0.00061572+0.0024144i,-0.00014341+0.0019779i,0.00051798+0.0019922i,0.0016594+0.0012368i,0.0021244-0.00021993i,0.00026273-0.00021894i,-0.0016898+0.0011184i,-0.0018203+0.0013906i,-0.00036899+0.00031101i,0.0006043-0.00071674i,1.8765e-05-0.0014184i,-0.00074372-0.0016725i,-0.00090042-0.0014839i,-0.00043198-0.00036474i,-0.00088891+0.0004447i,-0.00085197+0.00012298i,-0.00015418+9.5873e-05i,-0.00032184-0.00013692i,-0.00031186-0.00030819i,0.00043386-0.0004759i,0.0006894-0.00095067i,7.0633e-05-0.00060431i,-0.00076536-0.00030911i
-0.0016244-3.7665e-05i,-0.00173-0.00016906i,-0.0019137+0.00018626i,-0.00067108+0.00091546i,0.00046342-0.00063326i,-0.00022527-0.0011395i,-0.00057368+0.00089812i,0.00021268+0.0018776i,0.00048727+0.0016256i,0.00013525+0.00054657i,0.00034386-0.00033i,0.00019336-0.00029523i,-0.00010724-0.00035546i,3.3713e-05-0.00040973i,0.0001622-0.00046639i,7.8501e-05+3.5596e-05i,-0.00048847+0.00040917i,-0.00030222-0.00031495i,0.00040389-0.00025909i,0.00035086+0.00050343i,-0.0003835+0.00068101i,-0.00030691+1.9367e-05i,0.00050384-0.00077182i
-0.0011838-0.00077702i,-0.0010948-0.00021882i,-0.0013334+0.00099123i,-0.0013728+0.0017099i,-0.00055044+0.0017439i,-0.00031497+0.0011809i,-0.0013708+0.0010467i,-0.0010263+0.0013705i,-0.00045271+0.00092605i,-0.00076087+0.00051283i,-0.00075783+0.00074685i,-0.0005236+0.00052409i,0.00057237-3.1316e-05i,0.00063395-0.00059666i,0.00017175-0.00047845i,3.3496e-06-0.00011078i,2.1072e-06+0.00047237i,-0.00021391+0.00057964i,-0.00016565-0.00019733i,0.00017736+0.00026781i,-0.00033228+0.0014439i,-0.00063223+0.0012966i,-0.00052169+0.0002936i
-0.0017143-0.0010154i,-0.0012844-0.00031831i,-0.00036877-0.00049482i,0.0012527-0.00055539i,0.0019858-0.000213i,0.00037387+0.00038179i,-0.0011034+0.001083i,-0.0005251+0.0016589i,-0.00020428+0.00098323i,-0.00097446-0.00014629i,-0.0012585-0.00042328i,-0.00067012-0.00038307i,-1.6899e-05-0.00014545i,3.2649e-05+0.00014989i,-0.00036183-0.00047202i,7.8213e-05-0.00026043i,8.5048e-05+0.0001687i,-0.00057473-0.00035345i,-0.00034991-0.0004341i,6.2391e-06-0.00020645i,-0.00059861+0.00051685i,-0.00069869+0.00060044i,-0.00016503-7.6672e-05i
-0.00047231+0.0017644i,-0.000203+0.00093697i,0.00040328+0.0015792i,0.001222+0.0014779i,0.002248-0.00021348i,0.0012914-0.0011521i,-0.00075926-0.00048784i,-0.00056532+0.00055421i,0.00032194+0.00019446i,-5.9445e-06-0.00031418i,-0.00038505-0.00029163i,-0.00052365-0.00054658i,-0.00087618+0.00057767i,-0.00021451+0.0015346i,0.00074147+0.00097521i,0.0010118+0.00043165i,0.0010499-0.00013192i,0.00092483+0.00017023i,0.00026852+0.000268i,0.00010456-5.2426e-05i,-0.00010341+0.00027769i,-0.00085818+0.00081071i,-0.00094647+0.00038244i
0.0016563+0.0006249i,0.0007884+0.00061398i,-4.5416e-05-1.0924e-05i,-0.00014484-0.0008155i,-0.00022674-0.00092117i,-0.0013044-0.00019247i,-0.0014897-2.7321e-05i,-0.00073098+0.00081928i,-0.00099389+0.00066448i,-0.00048477-0.001285i,0.0003877-0.0025625i,-0.00046789-0.001402i,-0.00059042+0.00033079i,0.00042852+5.8766e-05i,0.00014282-0.00075574i,-1.3061e-05-0.00064473i,-1.6827e-05-0.000964i,6.2951e-05-0.001229i,0.00013599-0.0010054i,-0.0002831-0.00091699i,-0.0003595-0.0008885i,-0.00038213-9.7993e-05i,-0.00039797+0.00028989i
-0.00032135-0.0016876i,-0.0010423-0.00063149i,-0.0021098-0.00085728i,-0.0014548+0.00052083i,-4.8425e-05+0.0017633i,-0.00021023+0.0017018i,-0.00030979+0.0014566i,0.00016547+0.00055798i,-0.00038838-0.00012634i,-0.001039-0.00043749i,-0.0013629-0.00065509i,-0.0011814-0.00070742i,-0.00042255-0.00072978i,-0.00059484-0.00057042i,-0.0016053-0.0007141i,-0.0010503-0.00052933i,-0.00012308-8.0057e-06i,-0.00081129+0.00014913i,-0.0013628+0.00033095i,-0.00025383+5.981e-05i,0.00051199-0.00020415i,-0.00028574-0.00060751i,-0.00079878-0.00030154i
-0.00068331-0.00092057i,-0.00073025-0.00027413i,-0.00012492-7.4721e-05i,0.00091515-0.00020589i,0.0010887-9.0891e-05i,-5.9953e-05-0.00015724i,-0.00069309+0.00072404i,-0.00082485+0.0011017i,-0.00057083+0.00048239i,-0.00064843-0.00050524i,-0.00029088-0.00075665i,0.00026732-0.00052154i,9.7252e-05+9.6731e-05i,1.6127e-05+0.00065307i,-3.9838e-05+0.00029482i,7.3422e-06+0.00015061i,0.00017328+1.0559e-05i,0.0011137-0.00016185i,0.0017169+0.00041378i,0.0010726+0.00023188i,-9.9036e-05-0.00046429i,-0.00029728-0.00086963i,-0.00060484-0.0002292i
