-0.00058055+0.00070936i,-0.00053697-0.0011452i,-0.0013007-0.0025335i,-0.0024106-0.0015462i,-0.003086+7.7178e-05i,-0.0025101+0.00099661i,-0.0014674+0.00084715i,-0.00020293+0.001061i,0.00055985+0.0010175i,0.00044153+0.00018289i,0.0002597-0.0005351i,0.00031027-0.00076892i,-0.00057422-0.00042396i,-0.00084505+9.2019e-05i,-0.00067135+0.00058934i,-0.00084932+0.00066819i,-0.00078201+0.00098655i,-0.0006662+0.0014206i,-6.8481e-05+0.00016433i,0.00016894-0.00067827i,0.0004694-0.00060731i,0.00035005-0.00089028i,-0.00066566-0.00055533i
0.00091748-0.0014141i,0.0015047-0.0008457i,0.0026339-0.00053442i,0.0013594-0.0014267i,-0.00080728-0.0010135i,-0.0011041-0.00053768i,2.8532e-05-0.00057906i,0.00043599-0.00047243i,0.00018405-0.00036232i,0.00013198-0.00028328i,-0.00020318-0.00064043i,0.00020863-0.00092291i,0.00024691+1.8258e-05i,-0.00098742+0.00034689i,-0.001134-8.0522e-05i,-0.0011092-1.2484e-05i,-0.00088655-0.00069236i,-0.00027606-0.00058957i,-0.00064787+0.00011333i,-0.00091045-0.00020036i,-0.0003521-0.00098949i,0.00049843-0.0013123i,0.00037675-0.0009527i
-0.00037684-0.0020901i,-0.00089761-0.0016901i,-0.002153-0.00020487i,-0.0021553+0.00034038i,-0.0008717+0.00054833i,0.00067245+0.00097516i,0.0016032+0.00066585i,0.001298-0.00012419i,0.00015149-0.00079693i,-0.00081079-0.0012685i,-0.00028705-0.00072964i,0.00034653+0.00041293i,5.8912e-05+0.00038207i,-0.00022936+0.00069466i,0.00026039+0.0011302i,0.00055993+8.0624e-05i,0.00052622-0.00048451i,1.99e-05-3.5432e-05i,-7.3742e-05-0.00015816i,7.8299e-05+2.2209e-05i,-0.00064095+0.00011722i,-0.00090732-0.00030465i,-0.00038416-0.00037885i
-0.0012952-0.0020566i,-0.0030271-0.0016941i,-0.0028188-0.0014729i,-0.0015802-0.0010463i,-0.00061294-0.00030543i,-0.00067729+0.00037325i,-0.00040147+0.00014638i,0.00076773+0.0002691i,0.00061399-9.7509e-05i,-0.00010273-0.0012347i,0.00026224-0.0001021i,0.00061782+0.0012476i,0.00033322+0.0012722i,-1.352e-06+0.0010078i,-0.00021343+0.00074195i,-0.00041187-5.2278e-05i,-0.00030895-0.00016099i,-0.00052197+0.00037472i,-0.00061295+0.0006653i,-0.00035831+0.00084284i,5.4259e-05+0.00069795i,-0.00043128+0.00028406i,-0.00097032-8.289e-05i
-0.0017551+0.00059231i,-0.001454+0.0012139i,-0.0013642+0.00030953i,-0.0013581+0.00024525i,-0.0010523-8.4708e-05i,-9.8944e-05-0.00037648i,0.00071457-6.3275e-05i,0.0012246+0.00048812i,0.0010441+0.0011013i,0.00029863+0.0011509i,0.00037414+0.00064978i,0.00020989+0.00042013i,3.1388e-05+0.00041205i,0.00027761+0.00022348i,0.00019177-3.4837e-05i,-0.00034752-0.0001939i,-0.00042952-0.00069475i,0.00060865-0.0013916i,0.00069819-0.0010361i,0.00027619-0.00051478i,0.00017604+0.00048392i,0.00052443+0.00022478i,0.00057212-0.00055337i
0.0003118+0.0010478i,0.00065984+0.0015549i,0.00041624+0.0015507i,0.0002408+0.0016268i,0.00066643+0.0017285i,0.0012804+0.0014943i,0.00063399+0.00036574i,-0.00013433-6.1775e-05i,-9.8377e-05+0.00030871i,0.0005415+0.00019078i,0.00041889+0.00039241i,-0.00020689+0.00046004i,0.00011337+0.00016182i,0.00015177+0.00031398i,0.00011895+0.00068465i,0.00022844+0.00069792i,0.00037571-0.00048104i,0.00069718-0.0012452i,0.00036733-0.00065865i,-0.00014998+0.00019461i,0.00032851+0.0014617i,0.0004604+0.0016382i,-0.00060377+0.0010201i
5.3368e-05-0.0018281i,-0.00095893-0.0025168i,-0.0011836-0.0017481i,-0.0010907-0.00022185i,-0.0010458+0.00078243i,-0.00078528+0.0013672i,3.6629e-05+0.0011911i,0.00063872+0.00073613i,0.00074643+0.0003662i,0.00044265-0.00059466i,0.00040576-0.0005955i,0.00058408-0.00038369i,0.0003662+0.00012048i,0.00072938+0.00061343i,0.00093023-0.00034207i,0.0010371-0.00087714i,0.00067509-0.00086611i,4.0703e-05-0.00072698i,0.00055484-0.00020923i,0.00057068+1.3006e-05i,0.0006158-0.00011114i,0.00026308+0.00016486i,-0.00044797+0.00019517i
-0.0015643+1.9641e-06i,-0.0022534-0.0004343i,-0.00083201+0.0001144i,-0.00040271+3.3277e-05i,-0.00036024-0.00093052i,-0.00039979-0.0012597i,-0.00076107-0.0014639i,4.4031e-05-0.00087218i,0.00066901-0.00026291i,0.00021347-0.00018218i,-2.1034e-05-0.0003433i,-0.00013178-0.00038979i,-0.00037722+0.00034971i,-0.00033787+0.00098128i,-0.00010041+0.0014067i,-3.3123e-05+0.0011674i,-0.00041127+0.00068746i,-0.00054254+0.00056335i,-0.0007855+0.00019749i,-0.0008266-0.00044003i,-0.00020951-0.00068892i,0.00039678-0.00050906i,9.7943e-05-0.00016576i
-0.00095371-0.0013713i,-0.0021883-0.00099814i,-0.0031576-0.00043864i,-0.0023198-7.6411e-06i,-0.00055601+0.00031763i,0.00055739+0.00061554i,0.00067321+0.00054831i,-0.00029193+0.00026651i,-0.0005452-0.00050364i,-0.00030545-0.00027164i,-0.00018675+0.00050121i,0.00017525+0.00044837i,0.00055643+0.0003617i,0.00059073+0.00072927i,0.00057338+0.001218i,0.00043331+0.0011029i,0.00016837+0.00027466i,0.00010465-0.00032649i,0.0003569-0.00074861i,0.00040311-0.0006898i,-5.4856e-05-0.00044782i,2.6354e-06-0.00015444i,0.00042726-0.00040561i
0.0011364+0.0010627i,0.0020499+0.00074485i,0.0021444+0.00074938i,4.4048e-05+0.00073955i,-0.0016886+0.00059917i,-0.0012112+0.00051141i,-0.00027226-5.498e-06i,-0.00010696-0.0005481i,0.00011301-0.00060205i,0.00066231-0.00050157i,0.00051303-0.00081707i,5.9726e-05-0.00083134i,0.00049962+5.66e-05i,0.00087121+0.00070234i,0.0010049+0.00093557i,0.00087589+0.0010327i,0.000199+0.00052827i,0.00014482+0.0006976i,-7.5359e-06+0.00097915i,-0.00024738-0.00011667i,0.00012825-0.0003363i,0.00026063+0.00045218i,0.00058613+0.00043964i
0.00096216-0.0011055i,-0.0016034-0.00087636i,-0.002126-0.0013488i,-0.00079438-0.0012569i,9.9551e-05-0.00074498i,0.00012651-0.000473i,-0.00017433+0.00041139i,0.00058449+0.00086563i,0.00092866+0.00045226i,0.0003159-0.00036037i,-0.00019235+2.9232e-05i,-0.0007944+0.00040173i,-0.00081724-3.9323e-05i,-0.00078548+0.00043563i,-0.0015953+0.001247i,-0.0011591+0.0013908i,-0.00031896+0.0010012i,-0.00026186+0.00077448i,6.8249e-06+0.00052905i,-0.00030273+0.00021406i,-0.00074987-0.00032274i,-0.00024739-0.00037871i,-3.4568e-05+0.00049577i
-0.0008992-0.001459i,-0.0017702-0.0015973i,-0.0029038-0.00083431i,-0.0023724+5.2972e-05i,-0.0010684+0.00091084i,-7.7774e-06+0.0013883i,6.2716e-05+0.00014399i,-0.00026246-0.0010646i,-0.00025953-0.0005508i,-0.00018524+7.0434e-05i,-0.00047536+0.00029378i,0.00035184+4.6653e-05i,0.00019249+0.00056765i,-0.00040379+0.0012447i,6.3299e-05+0.00083038i,-0.0001235+0.00058132i,0.00017468+0.0013378i,0.00056804+0.00034207i,0.00068509-0.00067749i,0.00040875+0.0002376i,-0.00023253+0.00088839i,-0.00035876+0.00065963i,-0.00080009+7.3882e-05i
-0.00131+0.0018473i,-0.00045019+0.0025228i,0.0002379+0.0014848i,0.00046011+0.00040521i,0.00092499+0.00025541i,0.0013102+0.00027062i,0.001417+0.0001066i,0.00093401-0.00018221i,0.00065824-0.00028521i,0.00058441-0.00010774i,-1.136e-05-0.00037123i,-0.00011867-0.00047508i,-0.00067447-0.00025094i,-0.00065363-0.00059219i,-0.0003177-0.00082909i,0.00023106-0.001021i,0.0011763-0.00052638i,0.00069225+0.00030727i,0.001037+0.00017841i,0.001089-0.00036536i,-0.0002733-0.00010155i,-0.00018263+0.00064568i,0.00067125+0.0009138i
-0.00074884-0.00054414i,-0.00065415-0.00013251i,-0.00086838-3.2683e-05i,-0.00098253+0.00090747i,-0.00074291+0.00091044i,-0.00062496+0.00027549i,3.9052e-05-0.00019833i,0.00082553+1.3288e-05i,0.00050445-0.00015976i,0.00039051-0.00063955i,0.0011886+0.00015398i,0.00089688+0.00037341i,0.00022164-4.8067e-05i,-0.000162-6.3492e-05i,-0.00049621-5.6673e-05i,-0.00052979-1.368e-05i,-0.00038512-0.00061909i,2.8815e-05-0.00055217i,9.1903e-05-0.00020186i,0.00048174-0.00055209i,0.00064615-0.00072182i,-3.8959e-06-4.8566e-05i,-0.00014107+0.00074169i
-0.00063697+0.0010975i,-0.0013282-0.00021851i,-0.00068676-0.0010432i,-0.00045269-0.00065454i,-0.0014504+0.00065765i,-0.0013862+0.0012259i,0.00032781+0.00024652i,0.0009738-0.00046963i,0.00027996-8.2928e-05i,0.00011039+6.9034e-05i,0.00013287+0.00019504i,-0.000935+0.00028648i,-0.0015557-8.1642e-05i,-0.0011236-0.00014356i,-0.00090138+0.00076469i,-0.000773+0.00081847i,-0.00051328-0.00051035i,0.00022469-0.00070366i,0.001161+5.3967e-05i,0.00097677-3.8188e-05i,0.00021082-0.00055777i,-4.1824e-05-0.00077662i,-0.0002771-0.0002735i
0.001119+0.00048281i,0.0013928+0.00029502i,0.0013264-0.0010931i,0.00065379-0.0022033i,0.00086155-0.0018793i,0.0008625-0.0014456i,0.00080171-0.00089826i,0.001042+0.00063006i,0.0010912+0.00057331i,0.00075803-1.2832e-05i,0.00038692+0.00023833i,-0.00032923+0.00066199i,-0.00015225+0.0005827i,-0.00045511+0.00048473i,-0.0017158+0.00016059i,-0.0012777-0.00016886i,-0.00072956-0.00010227i,-0.00019715-0.00045911i,8.4402e-05-0.00038612i,0.0001675+0.00017173i,0.00028614+0.00045018i,-0.00033556+0.00010567i,-0.00039076-0.0002288i
0.0012312-0.00013952i,0.00020494-0.00079086i,-7.0562e-05-0.00054515i,-0.00028308-0.00026197i,-0.0014554-9.0273e-05i,-0.0015061+0.00061699i,-0.0004882+0.00076996i,-0.00047666+5.2606e-05i,-0.00028939-0.00023225i,0.00054735+5.6393e-06i,0.0003707+0.00043394i,6.5258e-05+0.00041558i,4.5182e-05-0.00040999i,-0.00026824-0.00076374i,-7.713e-05-0.00029963i,-0.00022916-0.00036546i,-0.00066349-0.00071178i,-6.4932e-05-9.1691e-05i,0.00077296+9.0144e-05i,0.00017402-0.00076028i,-0.00068269-0.0011122i,-0.00040638-0.00066737i,0.00024815+0.00027068i
0.00027744+0.0019931i,0.0012659+0.0016711i,0.0013569+0.0013702i,0.00042933+0.00060349i,-2.2802e-05+0.00027986i,-0.00092451+0.00012939i,-0.00073074+0.00046037i,0.00013833+0.0010825i,0.00041224+0.00063078i,0.00058618+0.00022804i,0.00054467-9.0823e-05i,0.00026254-0.00060716i,-0.00019467-0.00027852i,9.9542e-06-0.00011015i,-2.4136e-05-0.0001991i,0.00016167+0.00011192i,0.00013691+8.8717e-05i,-0.00024631+0.00023404i,0.00024642+0.0011522i,0.00036382+0.00084113i,-0.00040688-0.0003492i,2.5484e-05-0.00055951i,0.00050447+2.6725e-06i
-0.0028116+0.000227i,-0.002958+3.6762e-05i,-0.0011659-0.00030471i,0.00098059-4.8574e-05i,0.0018111-0.00012367i,0.0011947-0.00046327i,3.9504e-05-0.00012269i,-0.00041153-0.00010625i,0.00019091-0.00036146i,0.0010299-0.00078013i,0.0011603-0.00046271i,-0.00012137-0.00025041i,-0.0007286-0.00076822i,-0.00057126-0.00041596i,-0.00092453+0.00026094i,-0.0011015-0.0001283i,-0.00026245-0.00023888i,-0.00030509+0.00049465i,-4.9455e-05+0.0007685i,0.00040205+0.00086192i,0.00038759+0.00036661i,0.00075695+9.3629e-05i,0.00061909+0.00065467i
0.0016714+0.0019745i,0.0014593+0.0018422i,0.0007018+0.0011003i,0.00025651+0.00016611i,0.00047351-0.0013878i,0.00075418-0.0019152i,0.0011079-0.00017907i,0.00039886+0.0010869i,0.00012454+0.0014728i,-8.4882e-05+0.0012166i,-0.00033885+0.00052796i,0.00028178-3.9132e-05i,0.00063544-0.00042398i,-0.00027234-2.6894e-05i,-0.00096461-0.00094166i,-0.00030235-0.0018428i,6.5145e-05-0.00089677i,0.00012425+0.00015786i,-4.455e-05+0.00030526i,0.00028911+0.0003495i,0.00091949+0.00062116i,0.00068653+0.00032005i,0.00010243+0.00048246i
-0.0018175+0.0047953i,-0.00063179+0.0042082i,0.00033289+0.003592i,0.0017282+0.0025364i,0.0015764+0.001284i,0.0006133+0.00024762i,0.00050624+0.00010523i,0.00059794+0.00015906i,0.00034561+0.00021053i,0.00053527+0.00018173i,0.00141-0.00089906i,0.0014348-0.0013626i,0.00055303-0.0005404i,1.3468e-05-0.00066553i,-0.00016926-0.001316i,-0.00039886-0.0011514i,0.00012773-0.00045057i,0.00043879+0.00057704i,-0.00019524+0.00087872i,-0.00063269+0.00077343i,-0.001238+0.00060735i,-0.001099+0.00016483i,-0.00032679-0.00049941i
-0.00057183-0.0012647i,-0.0012037-0.0015717i,-0.001181-0.00029911i,-0.00074799+0.00082682i,0.00085348+0.00010665i,0.002333+0.00045204i,0.0022471+0.00062532i,0.0013441+0.00035257i,-0.00018086-0.00015926i,-0.00050725-0.00077994i,5.1662e-05-0.00063504i,-0.00048791-0.00081883i,-0.0007199-0.00024566i,-8.3137e-05+0.00069667i,-6.8395e-05+0.00065079i,-0.00064925+4.154e-05i,-0.00098151-0.00070007i,-0.00085585-0.00087549i,-0.00035746+0.00046675i,0.00054446+0.0011444i,0.00084778+0.0010978i,-0.00013948+0.0006911i,-0.00041266+0.00062183i
-0.00030731-0.00036879i,-0.00079741-0.0015122i,-0.0019997-0.0017359i,-0.0014308-0.00062599i,0.00014479+0.00017628i,0.0010752+0.0006828i,0.0011374+0.0011276i,0.0010795+0.0012356i,0.00091562+0.00067652i,-0.00047589-0.00044285i,-0.00084223-0.00015294i,-0.00016284+0.00020629i,-0.00031805+0.00016526i,-0.0012689-0.00026715i,-0.00095593-0.00034012i,0.00011632+0.00033559i,0.00019374+0.00010662i,-2.0032e-05-0.00010174i,-0.00019221-0.00027028i,-0.00031789-0.00045899i,-0.00065015-0.00079527i,-0.0001057-0.00045864i,0.00042542-0.00031226i
-0.00059886+0.00064043i,0.00047342+0.0010542i,0.0016413+0.00087397i,0.001109+1.485e-05i,-0.00044772-0.00084043i,-0.0010052-0.00073247i,-0.00015458-0.00017809i,0.00018536+8.3664e-05i,0.00020849-0.00025229i,0.00010871-0.00067547i,-0.00048878-0.00059725i,-0.0007834+0.00026451i,-0.00068684+0.00093405i,-1.7307e-05+0.0011061i,4.0727e-05+0.00089518i,-0.0008226+0.00041548i,-0.0013256-0.00029611i,-0.0010368-0.00094753i,-0.0003455-0.0010597i,-6.7889e-05-0.0013451i,-9.184e-05-0.00066865i,0.00040648+0.00018395i,0.00038868+0.0005361i
0.0011412+0.00090106i,0.0001471+0.0010973i,-4.1721e-05+0.0015153i,0.0007568+0.0022416i,0.0016498+0.0017249i,0.0015973+3.0764e-05i,0.0012371-0.00019944i,0.0005792+0.00058057i,0.00024671+0.00060025i,0.00035618-0.00019274i,0.00049477-0.00094591i,-0.00040111-0.00039386i,-0.0003417+0.00048085i,0.0001046+0.00050095i,-0.00061953+0.00085973i,-0.00071424+0.00071288i,0.00012277+2.3121e-05i,0.00038504+0.00015417i,-0.00015782+0.000558i,-0.00070597+0.0010604i,-0.00049788+0.00096141i,0.00037562+0.00068086i,0.00037318+0.00032247i
-0.00025733+9.1352e-06i,-0.0018183-0.00038299i,-0.0020674-0.0012683i,-0.0017164-0.0016467i,-0.0011131-0.00094745i,0.00027977+0.00042713i,0.00077381+0.0012626i,0.00020421+0.00067833i,-7.4541e-05+0.00048489i,-3.3575e-05+0.00027335i,-0.00041506+0.00048164i,-9.7483e-05+0.00064984i,0.00040345+0.00058037i,0.00063061+0.00058779i,7.5693e-05+0.00072226i,-0.00076187+0.00036066i,-0.00068708+0.00016334i,1.3379e-05+0.000327i,-7.8801e-05+0.00067508i,-0.00024203+0.00075296i,0.00014185+0.00035147i,0.00018559+0.00010921i,2.2587e-05-0.00069945i
0.00080759+0.0015346i,0.0017869+0.0017561i,0.0023762+0.0017528i,0.0020498+0.0011434i,0.0014743-0.00015681i,0.0004181-0.0007366i,-0.00011142-0.00079348i,0.0001837-0.00071001i,0.00060356-0.00018634i,0.00061151-4.4154e-05i,0.00055749-0.0005405i,0.00053042-0.00065425i,-0.00036494-0.0013332i,-0.0010646-0.0013522i,-0.00099535+2.1445e-05i,9.9896e-05+0.00089023i,0.00099915+0.00084794i,0.00036653+0.00041868i,-0.00026425-0.00029024i,-6.7324e-05+0.00045483i,0.0005589+0.0015487i,0.00056959+0.0011165i,-0.00024674+7.7217e-05i
-0.00036668+0.00076265i,-0.0010841+0.0012481i,-0.00041998+0.0016492i,-0.00015855+0.0014886i,-0.00096659+0.00050807i,-0.0020696-0.00011451i,-0.0019635-0.00039384i,-0.0011904-0.00054644i,-0.00056701-0.00054854i,-0.00020684-0.00020958i,-9.0342e-05-0.00014443i,-0.00030748+8.1816e-05i,0.00029026+4.2929e-06i,0.00081043-0.00019511i,0.00027178-0.00064063i,-0.00046028-0.00054942i,-0.00043604+0.00049601i,-0.0005409+0.00048813i,-0.00028184+0.00018176i,-7.2888e-05+0.0005179i,-0.00023063+0.00074836i,-0.00079782+0.00070955i,-0.0013082+0.00064859i
0.00075777-0.0015468i,-0.001099-0.0030118i,-0.0017126-0.0021831i,-0.00062964-0.00097768i,0.00034739-0.00010819i,0.00060705+0.00054934i,0.00041826+0.00062207i,0.00073869+0.00035176i,0.0006299-0.00039788i,1.482e-05-0.00095719i,-0.00040234-0.00044258i,-0.00042918+0.00038146i,-0.00056983+0.00047065i,-0.00074517+0.00084353i,-0.00055913+0.00096114i,-9.3256e-05+0.00040122i,0.00033188+0.00016556i,0.00037924+0.00062046i,0.0006159+0.0013568i,0.00022012+0.0012141i,0.00011419+0.00026579i,0.00039699+0.00010866i,0.00031283+8.8165e-05i
-0.0014901+0.0024605i,-0.00026819+0.0026579i,-0.00017214+0.0014047i,-0.00012474+0.000472i,0.0002457+0.00036252i,0.00076402+0.00028041i,0.0014037-0.0001113i,0.0012945-0.00028888i,0.00023578-0.0003764i,-0.00012013+3.7595e-05i,-0.0002171+0.00076532i,-0.00031091+0.00022399i,-0.00054013-0.0011999i,-0.00014232-0.0006955i,0.00051889+0.00023459i,-6.2504e-05+0.00077662i,-0.00063942+0.00062531i,0.00011668+5.7628e-05i,0.00091637+1.5738e-06i,0.00044265-0.00052529i,0.0001249-0.00043161i,9.7625e-05+0.00033165i,0.00034349+0.00022343i
-0.00094976-0.0004781i,-0.0019634+0.00041523i,-0.0019874+0.00069744i,-0.0019367+0.00039842i,-0.002209+0.001099i,-0.0021842+0.0015466i,-0.0014997+0.00085807i,-0.00095376+0.00017188i,-0.00089335-0.00043155i,-0.00065784-0.00058229i,0.00039354-9.5638e-05i,0.00027528+0.00062537i,-3.5654e-05+0.00034917i,0.00042093-0.00011126i,3.0396e-05+0.00015182i,-0.0007142+0.00060234i,-0.00086705+0.00011546i,-0.0007542-0.00046307i,0.00053505-0.00014377i,0.0011876-0.00055027i,0.00027967-0.00097971i,7.9454e-06-0.00052064i,0.00033679+0.00018664i
0.0033738-0.0007692i,0.0027015-0.0022274i,0.0022164-0.0019137i,0.001467-0.00019655i,0.0005913+0.00010416i,0.00038206-0.00053753i,-0.00037495-0.0002734i,-0.00050416+0.0005802i,0.00036047+0.00075054i,0.00020996+7.3019e-05i,0.00049163-0.00019975i,-3.7356e-05-0.00018718i,-0.00057428-0.00076204i,-0.00034319-0.00013364i,-0.00032588+0.00034149i,-0.00027178-0.00014982i,-0.00048529+0.00029414i,-0.00031532+0.00029629i,-0.00035163-0.00015105i,-0.00051418-0.00020794i,-0.00064708+0.0001367i,7.1078e-05+0.00022873i,0.00034831+0.00039532i
-0.0027181-0.0013134i,-0.0033504-0.00070693i,-0.0034933+0.00033761i,-0.0022737+0.00097416i,-0.00010037+0.0011034i,0.0014581+0.00078818i,0.0016277+0.00039983i,0.001106-3.9103e-05i,0.00028001-0.00025344i,-0.00013638-0.00024413i,0.00015903+0.00023389i,-0.0001217+0.0010275i,-0.00029397+0.00089775i,0.00017706+0.00047157i,0.00066032+0.0006169i,0.00041222+0.00093911i,-0.00064047+0.00066097i,-0.00044386+0.00019337i,0.00054067+0.00038749i,0.00026757+0.00074195i,-0.00034835+0.00070848i,0.00044592+0.00056128i,0.0010391+0.00090583i
-4.0304e-05-5.3543e-05i,-0.00033859+0.0011258i,0.00049873+0.0018316i,0.00056775+0.0012087i,-0.0007735+4.4829e-05i,-0.0006734+6.3177e-05i,2.8799e-06+0.00065216i,0.00089669+0.00047935i,0.00080014+0.00064329i,0.00038893-0.0002259i,0.00025711-0.0018628i,0.00043792-0.0018037i,0.00057844-0.00053032i,0.00069783-0.00016421i,5.8156e-05-2.3585e-05i,-0.00028543-6.2789e-05i,0.00076645-0.00069868i,0.0011221-8.505e-05i,0.00037592+0.00027087i,-0.00043006-0.00023286i,-0.000533-0.0002887i,-7.4817e-05+0.00047347i,0.0003429+0.00033081i
7.3081e-05+0.0019574i,-4.0982e-05+0.0018132i,-0.0005041+0.0017041i,0.00012162+0.0014017i,0.0007464+0.00074399i,0.00068669-0.00080926i,0.00074261-0.0018258i,-4.5193e-06-0.00036272i,-0.00058704+0.00042402i,-0.00048377-0.00015477i,-0.00058397+7.2748e-05i,0.00017627+9.4382e-05i,0.00050758-0.00085732i,-0.00050825-0.0009807i,-0.00052399+0.00013794i,-0.00046889+0.00094115i,-0.00044464+0.00038375i,-0.00039828-0.00027109i,-0.00043269+0.00030964i,-0.00018362+0.00073797i,-0.00023409+0.00050997i,0.00022222+0.00028334i,0.00081197-0.00023694i
-0.0021607+0.0015172i,-0.002704+0.00091591i,-0.001277-0.00033703i,0.00039101+0.00024408i,0.00052314+0.00096581i,0.00055933+0.0013253i,0.00033633+0.0016549i,7.5423e-05+0.001215i,6.1867e-05+6.4171e-05i,0.00029666-0.00016152i,0.00083141+0.0003653i,0.0011812+0.00014874i,0.00026529-0.00013797i,-0.00052919-0.00071956i,-0.00041228-0.00056723i,-0.00049525+0.00014366i,-0.00070091+0.000972i,-0.0005231+0.0013788i,0.00010542+0.000915i,0.00048035+0.00035877i,0.00043981-0.00039217i,0.00014452-0.0005848i,0.00020908-0.00055585i
0.0012871-0.0021298i,-0.00051114-0.0015599i,-0.0013692-0.0013743i,-0.0014-0.0014058i,-0.0018824-0.00042959i,-0.0014188+0.0003715i,-0.00020587+0.00030174i,0.00010248-0.00033336i,0.00022106-0.00032745i,0.0001226+7.2967e-05i,0.00010831-0.00041656i,-0.00041804-0.00041947i,-0.00059725-0.00062332i,0.00023943-0.00043195i,-0.00043096+0.00051229i,-0.00066833+0.00056107i,-0.00028251+0.00087814i,0.00041601+0.00053117i,0.0013034-0.00015922i,0.00090971-0.00037862i,8.6283e-05-0.00027875i,-0.00030255+0.00049881i,-0.00023287+0.00041465i
-0.00018805+0.0026477i,0.00067007+0.0029155i,0.0018873+0.0028087i,0.0017374+0.0021169i,0.00073082+0.00066962i,-0.0003589-0.00062027i,-0.00082847-0.00010797i,-0.00093391+0.00078846i,-0.00010738+0.00095146i,0.00050998+0.00068399i,0.00031739+0.00056057i,2.5355e-05+0.0010229i,-0.00035982+0.00077586i,-0.00032463+3.2148e-05i,-0.00013042-7.5427e-05i,5.7163e-05-7.1668e-05i,6.6771e-05-0.00010189i,0.0003574+2.4261e-05i,0.00018434+2.657e-05i,-0.00066407-0.00021716i,-0.00075893-0.00026091i,-0.00046366-8.6259e-05i,-0.00031657-0.00017181i
-0.0015067-0.00014209i,-0.0010011-0.0010082i,-0.0013046-0.00054573i,-0.00091841+0.00087396i,-1.5456e-05+0.0023334i,0.00010957+0.0026685i,8.2157e-05+0.0020539i,-0.0004319+0.0010307i,-0.00061475+0.00027611i,-0.00020593+0.00026078i,-0.00013214-0.00015067i,-0.00019428-0.0006888i,0.00024773-0.0008696i,-0.00012523-0.00090885i,-0.00038673-0.00027771i,-6.8915e-05+0.00017432i,0.00012176+0.00010878i,-0.00028692-7.7832e-05i,-0.00072206-0.0010365i,-0.00022263-0.00082488i,-0.00054609-0.00034059i,-0.0010843+0.00025559i,-0.00038472+0.00052444i
0.0028249+0.00017253i,0.00070032+0.00045391i,0.00018552-7.9262e-05i,0.00076954-0.00090288i,9.2491e-05-0.001051i,-0.00021317-0.0014402i,0.00033528-0.0014443i,0.00060781-0.0010228i,0.00056661-0.00076397i,0.00035484-0.00024995i,-0.00055684-3.8182e-05i,-0.0007326-0.00026571i,-0.00092784-2.048e-05i,-0.0011533+0.00019572i,-0.00076024+0.00066167i,-0.00066466+0.00042987i,-3.3403e-05-0.00025695i,0.00029859-0.00082773i,-5.4788e-05-0.00045272i,-0.00048578+4.9907e-05i,-8.2672e-05-9.3825e-05i,0.00022903-0.00038559i,-0.00053277+4.0318e-05i
-0.0033787+0.0022246i,-0.0026031+0.0024195i,-0.0011364+0.00339i,-0.00049847+0.0024493i,-0.00070248+0.00099485i,-0.00052883-0.00019763i,-0.0010755-0.0015243i,-0.0010872-0.0014572i,-0.00037393-0.00022959i,-6.0258e-05+0.00047357i,0.00035565+0.00067823i,0.00047604+0.0010878i,0.00068565+0.00047611i,0.0009136-0.00063274i,0.0010567-0.00081199i,0.00070229-0.00028455i,-0.00026569+7.5295e-05i,-0.00034754-0.00038016i,0.00038279-0.0001786i,0.0001661+1.4138e-05i,-0.00075258-0.00050908i,-0.00091193-0.00065216i,-0.00072066-0.00024589i
7.1657e-05-0.0031922i,-6.8591e-05-0.0035809i,0.0004206-0.0023774i,-0.00048186-0.00055242i,-0.0010871+0.0006002i,-0.00095618+0.00061295i,-0.00023209+0.00053288i,0.00050193+0.00064429i,0.00047521+0.00047065i,-8.021e-05-6.8914e-05i,-0.00088605-0.00093547i,-0.0010393-0.001418i,-0.00076195-0.0013198i,-0.0011256-0.00074117i,-0.001108+0.00031656i,2.293e-05+0.00083734i,-0.0003847+0.00059188i,-0.00060361+0.00042297i,6.9905e-05+0.00059202i,0.0002841+0.00063594i,0.00017332+0.00051938i,-0.00041935+0.00062531i,-0.00015364+0.0001525i
0.001385+0.0013392i,0.0011467-0.00060001i,-4.5586e-05-0.0020544i,-0.00079577-0.0013177i,-0.00085521+0.00011066i,-9.2361e-05+0.0006621i,0.0013229+0.0012171i,0.001872+0.0013915i,0.0010288+0.00063579i,-0.00021013-0.00011523i,-9.1297e-05-4.5625e-05i,0.0003128+0.0010592i,-0.00048914+0.0016997i,-0.0013449+0.0010432i,-0.0010841+0.00019481i,-0.00060386+0.00038827i,-0.00019286+0.00036197i,-0.00022231-0.00045532i,-0.00034244-8.2868e-05i,-0.00037051+0.000562i,-0.00011113+0.00021404i,0.00038609-0.00016866i,0.00026116-0.00024613i
