-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
0.00030496+0.000412i,0.001886+0.0016441i,0.0028381+0.0019962i,0.0023125+0.0016676i,0.0014717+0.0012928i,0.00091127+0.00027142i,0.00043397-0.00067995i,-0.00023966-0.0008897i,-7.7141e-05-0.00047721i,0.00027203-0.00035304i,-2.1304e-05-0.00051071i,-0.00030574-0.00020403i,-0.0006627-0.00037838i,-0.00053135-0.00062045i,-9.8175e-05-0.0002466i,0.00015912-0.00011026i,-0.00011471-0.00043538i,-0.00048092-0.00037026i,-0.00024348-0.00019161i,0.00043649-0.00015317i,0.00072958+1.2921e-05i,-9.3474e-05+0.00010793i,-0.001142+0.0006116i
-0.00070271-0.00064119i,-0.0016103+0.00037998i,-0.0015623+0.0018792i,-0.001163+0.0020859i,-0.00033878+0.0012474i,0.00093979+4.8107e-05i,0.0010759-0.00022169i,0.00022261+0.00014128i,-0.00060696-0.00030094i,-0.00057842-0.00041229i,-0.00042949-0.00018949i,-0.00017398-0.00056844i,0.00077149-0.00089231i,0.00091792-0.00041578i,0.00028607-0.00011707i,-0.00010729+0.00029302i,-0.00067681+0.00028002i,-0.0011003+0.0004073i,-0.00099523+0.0006306i,-0.00012393+0.00031326i,0.00065954+0.00025196i,-0.00010043-0.00084303i,-0.00058158-0.0010891i
0.00030855-0.00028789i,-0.00023674+0.0014976i,-0.00056063+0.0027704i,-0.0012432+0.0023774i,-0.0013591+0.0010508i,-0.00083216+0.00030042i,-0.00037009+0.00047105i,2.8571e-05+0.00042113i,-0.00070531+0.00015844i,-0.0014163+0.00032775i,-0.0013932+0.00041974i,-0.0009193+0.00020164i,-0.00069494+0.00023437i,-0.00091334+0.00072388i,-0.00066488+0.0008421i,-0.000225+0.00023017i,-0.00018813-0.00014451i,0.00041889-0.00022241i,0.00089399+0.00014866i,0.00036605+0.00015894i,0.00042725+0.00014963i,0.00023395+0.00036329i,-0.00086732-0.00018639i
-0.00056501-0.001975i,2.3083e-05-0.0012535i,0.00040335-0.0014087i,0.0001321-0.00075197i,-0.0010904+0.00067389i,-0.0012665+0.0014146i,-0.0011239+0.00084307i,-0.00059655-0.00016356i,0.00045125-0.00027535i,0.00025842+1.3546e-05i,-0.0012227+0.00011907i,-0.0011203+0.00023954i,0.00015694+0.00071063i,0.00034366+0.0013142i,0.00061254+0.0013351i,0.00021909+0.0007147i,4.4983e-05+2.0542e-05i,-0.00012049-0.00029264i,-0.00094372+0.00030963i,-0.0002858+0.00069241i,0.0004946+0.00026105i,0.0011359+7.9748e-05i,0.0012326+0.0002176i
0.0023827-0.00017421i,0.0031454+0.00052356i,0.003076+9.9693e-05i,0.0023256-0.00077215i,0.0016558-0.0005057i,0.0014112-0.00025265i,0.0008196-0.00067043i,0.00057501-0.00071376i,0.00028203-0.00025874i,-9.6084e-05-1.4122e-06i,-0.0004172-9.6713e-05i,-0.00023116-0.00033554i,8.9808e-05-8.4286e-05i,-0.00033498+0.00025495i,-0.00041816-0.00033698i,-0.00027238-0.00038389i,-0.00017439-0.00049182i,0.00033027-0.00028i,-0.00010075+0.00058648i,-0.00054312+0.00041499i,2.8268e-05+8.3051e-05i,0.00053425-0.00025226i,0.00050233-1.8583e-05i
0.0015049-0.00074231i,-0.00053291-0.00082604i,-0.00090564+0.00056598i,-0.00074688+0.00030705i,-0.00086584-0.00025198i,-0.0005621-0.00059193i,0.00028865-0.00043593i,-7.01e-05+6.0316e-05i,-0.00083092-0.00065027i,-0.00038371-0.0014927i,0.00036005-0.00099206i,0.00039658+7.2968e-05i,0.00021659-7.1186e-05i,-0.00012785-0.0010726i,0.00013914-0.00083576i,0.00075451-0.00067049i,0.00050588-0.0011295i,0.00063577-0.00085804i,0.000872+0.00026996i,-0.00036614+0.00036441i,-0.00094846-0.00035126i,9.9853e-05-0.00063544i,0.00022428-0.0008309i
-0.00097307+0.001527i,0.00050604+0.0017871i,0.0018357+0.0024551i,0.0023037+0.0019532i,0.0013656+0.00084204i,9.2326e-05-0.0003659i,0.00046155-0.0011368i,0.00048594-0.0014606i,-0.00016701-0.00090025i,-0.00056052+0.00034277i,-0.00069766+0.00057905i,-1.9951e-05+0.00083147i,0.00053771+0.0012343i,0.00048522+0.0012236i,-0.00025306+0.00092227i,-0.00058993+0.0011009i,-3.6758e-05+0.0013932i,0.00015588+0.00047578i,0.00042742+0.00024579i,0.00063998+0.00042862i,0.00073773+0.00042366i,0.00073522+4.7065e-05i,0.0010445-0.00055005i
-0.0015282-0.0010778i,-0.0017733+0.00012633i,-0.0025205+0.00094177i,-0.0020893+0.00067896i,-0.00078295+0.00074258i,8.5545e-05+0.00058927i,7.3782e-05-0.00061452i,-0.00028322-0.00055995i,-0.0005474+1.6767e-05i,-0.00082767-0.00012546i,0.00036827-0.00055254i,0.0010697+9.2251e-05i,0.00045936+0.00028831i,-0.00026015+0.00022108i,-0.00041684+0.00028086i,0.00017131-2.4042e-05i,0.00026177-0.00026754i,0.00040729-0.0005172i,0.0005973-0.00062632i,0.00031914-0.00035438i,6.2902e-05-8.2907e-05i,0.00049466+0.00015292i,0.0009961+0.00057354i
0.0014525-1.1623e-05i,0.0013284+5.1004e-05i,0.0016345-0.00045932i,0.00098664-9.3336e-05i,-0.00010303+0.00039531i,-0.00061202+0.00087075i,-0.0010081+0.00059291i,-0.0010062+0.00022411i,-0.00044661+0.00058044i,-0.00025389+0.00020775i,-0.00012569-0.00035901i,0.00089782-0.00033847i,0.0010757+0.00041298i,0.00081111+0.00080177i,0.00030107+0.0004898i,-0.00036175+1.4359e-05i,9.7305e-05-1.1001e-05i,-0.00012926+0.00025996i,-0.00051068+5.2116e-05i,5.2069e-05+0.0003209i,0.00023532+0.00073731i,-3.7671e-05+0.0009251i,-0.00034888+0.00046115i
-0.00097723+0.000742i,-0.0013526+0.0017996i,-0.00058936+0.0025872i,-0.00092011+0.0028981i,-0.00075157+0.0011001i,0.00017646+0.00042013i,0.00031399+0.00090734i,0.00048459+0.0013305i,-0.00024685+0.0014333i,-0.00045455+0.00052533i,0.00041083+0.00020128i,0.0012911+0.00045638i,0.0011427+0.00092132i,0.0002775+0.00083715i,-0.00079917-0.00032241i,-0.00068595-0.00031737i,0.00041835-1.5461e-05i,0.00051084-0.00012603i,0.00064207-0.0004049i,0.00051311-0.00046734i,0.0003363-0.00014859i,-8.6663e-05+0.0004879i,-0.00045956+0.00039691i
0.0015298+0.0017475i,0.0017927+0.0018678i,0.0023918+0.0021396i,0.002497+0.00099137i,0.0015439-0.0001639i,1.9251e-05-0.00097097i,-0.0011073-0.0011401i,-0.00098303-0.00032082i,4.9999e-05-0.00049477i,6.6383e-05-0.00036573i,-0.00074564+0.00024192i,-0.00070549+0.00044627i,-0.00016811+0.00051255i,-0.00012208+0.0004567i,-8.8041e-05-6.0269e-05i,0.00038708-0.0010018i,0.0010649-0.00017694i,0.00038466+0.0002187i,-0.00057426+0.00012022i,-0.00037303+0.00024375i,-0.00029714+0.00013974i,-0.0005254+0.00010498i,-6.0071e-05-2.4925e-05i
0.00042716-0.00011246i,0.00062423+0.0022116i,0.00069088+0.0028079i,-0.00051116+0.0020394i,-0.0009241+0.0014684i,-0.00073483+0.0019027i,2.5173e-05+0.0012048i,0.00091577+0.00021456i,0.00035715-0.00021408i,-0.00041709-0.00096765i,-0.00046176-0.0011368i,-0.00044397-0.0014504i,-0.00025684-0.00093538i,0.00045404-0.000174i,0.00034781-0.00016426i,1.6279e-05-0.00039001i,0.00012836-0.00018804i,0.00015789+0.0003897i,0.00040906+8.1432e-05i,0.00072687-0.00058531i,0.00060697-2.1593e-05i,0.00033078+0.00036344i,-5.6308e-05+0.0003615i
0.00080738+0.001883i,0.001609+0.0016142i,0.001683+0.00089673i,0.001995-9.2544e-05i,0.0019592-0.0014523i,0.0011304-0.00126i,-0.00013645-3.0683e-05i,-0.00070312-3.4298e-05i,-7.6576e-05-0.00060129i,0.00051623-0.00041263i,0.00054283-0.00014243i,-0.00018859+0.00018311i,-0.00065197+0.00027554i,-0.00038249-0.0001903i,-0.0004329-0.00015134i,0.00024943-4.9161e-05i,0.00041712-0.00056325i,0.00062294+4.7285e-05i,0.00098449+0.0010993i,0.00099784+0.00096731i,0.00094194+0.0007514i,0.00030422+0.00059792i,0.00028822+0.00067897i
0.0015074+0.0021896i,0.0022168+0.0026343i,0.0031085+0.002858i,0.002104+0.0016907i,0.00094755+0.00024029i,0.00071417+1.9097e-05i,0.00073464+1.9087e-05i,0.00023259-5.2038e-05i,-0.00016138-0.00043353i,0.00055307-0.0017822i,0.00093802-0.0020045i,0.00028043-0.00070409i,-6.2045e-05-3.6987e-05i,-0.00061061+0.00011985i,-0.0009196+0.00032417i,-1.8124e-05+0.00072699i,0.00046931+0.00099351i,0.00037737+0.0010236i,-8.7629e-06+0.00080221i,-4.5433e-05+5.0359e-05i,0.00061431-0.0002529i,0.00038692+0.00069327i,0.00035082+0.0012432i
-0.0017563+0.00022882i,-0.0022845-9.4694e-05i,-0.0019272-0.00034351i,-0.0019196+0.00063897i,-0.0015678+0.00091261i,-0.0011305+0.00013333i,-0.0015247-0.00052483i,-0.0011603-0.00075211i,-0.00026655-0.0011651i,-0.00010984-0.0010205i,-0.00025594-0.00010044i,0.00024413+0.00086781i,0.00060185+0.00061179i,0.00012246+6.0542e-05i,-0.00031633+0.00046369i,-0.00039385+0.001167i,-2.9079e-05+0.0012787i,0.00020585+0.00049118i,0.00029233+0.0001978i,0.00060201+0.00064321i,0.00025351+0.00036718i,0.00054001+0.00039058i,0.00049207+0.0010634i
0.002401+0.00012152i,0.0040368+0.0011316i,0.0046262+0.00089457i,0.0036764+0.00054607i,0.0019858+0.00047368i,0.000231+0.00064882i,-0.00074452+0.00010848i,-0.0010336-4.8586e-05i,-0.0012601+8.0876e-05i,-0.0013251-0.00025561i,-0.00082386-0.00050437i,-0.00062842-0.00028932i,-0.0009691+0.00031406i,-0.0010796+0.00085201i,-0.00022094+0.00070504i,0.00066677-0.00036282i,0.00050954-0.0010901i,3.3145e-05-0.0010942i,-0.00025918-0.00041509i,-0.00056276+0.00033729i,-0.00010748+0.00019307i,0.00014155-0.00014946i,0.00030917+0.00022981i
-0.00042145-0.0016174i,-0.00033754-0.0017154i,-0.00048744-0.0016308i,-0.00079415-0.00077563i,-0.0010604-0.00012978i,-0.00078924-0.00044578i,-0.00044812-0.00037003i,-0.00014187+0.00019661i,0.0002711+2.4433e-05i,0.00034336-7.0023e-05i,0.00011387+0.0002854i,-2.0966e-05-1.7046e-05i,-5.8602e-05-0.00054328i,-9.0991e-06-0.00033285i,-0.00014667+1.1218e-05i,-0.00058379+0.0004612i,-0.0003239+0.00032118i,5.2692e-05-3.1635e-05i,2.8791e-05+6.8485e-05i,-0.00040546-0.00046024i,-0.00070624-0.00012312i,-0.0011332+0.00058818i,-0.0016674+0.00070799i
0.0023607+0.00047274i,0.0031377+0.0016091i,0.0028875+0.0014874i,0.0016617-4.548e-05i,0.00073336-0.0011652i,8.2687e-06-0.0012331i,2.5653e-05-0.001156i,-1.0284e-05-0.00097743i,0.00011324-0.00034414i,0.00037053+0.00013438i,3.6651e-05+6.8422e-05i,-0.00028042-0.00038547i,0.00016607-0.00083814i,0.00066595-0.00051104i,0.00060094+9.6974e-05i,0.00046993+0.00013163i,0.00026548+0.00020013i,-1.4329e-06-1.8383e-05i,-0.00037306-0.00048502i,0.00014644+7.8182e-05i,0.00034092+0.00078355i,-6.1987e-05+0.00076334i,7.4014e-05+0.00032263i
0.00067246-0.00073302i,0.00064902-0.0014777i,-0.00025532-0.0014828i,-0.0015437-0.00019313i,-0.0023098+0.00082281i,-0.0015057+0.0014183i,-0.00074623+0.0012225i,-0.00084276+0.00082498i,-0.00092896+0.00038652i,-0.00092502+0.000482i,-0.00049724+0.00050507i,-0.00045727-0.00019085i,-0.00066515+0.00021137i,-0.00030882+0.00056285i,0.00015561-9.2326e-05i,7.3936e-05+0.0001785i,4.7e-05+0.00057351i,-0.00042958-0.00016006i,3.3138e-05-0.00037612i,0.0003809-0.0002672i,0.00065606+0.00014434i,0.00041412+0.00032251i,-0.00015411-0.0001604i
0.00037487-0.00088982i,1.3396e-06-0.00018632i,7.1903e-05-3.9491e-05i,-0.00086842-5.65e-05i,-0.0014079-0.00032495i,-0.00081778-0.00025207i,-5.1839e-05-0.00028416i,-0.00022096-0.00059129i,-0.00064516-0.00064365i,-0.00071117-0.00012708i,-0.00063272-0.00010937i,-0.00046128-4.7987e-05i,-0.00049074-0.00011876i,7.76e-05-0.00095721i,0.00011695-0.00094544i,0.000369-5.3008e-05i,0.00054121+0.0006469i,0.00062074+0.00033648i,0.00064626-0.00016954i,0.00016957-0.00062149i,-0.00062106-0.00029087i,-0.00048143+0.0004689i,0.00024226+7.8412e-05i
0.0002114-0.00015343i,0.00055702-0.0018098i,0.00028665-0.0030105i,-3.4272e-05-0.0020934i,-5.4078e-05+4.7996e-05i,0.00035679+0.00048921i,6.1133e-05-0.00037454i,-0.00034981-0.00050669i,-0.00058179-0.00026227i,-0.00073811+0.00016387i,-0.00045913+0.00022654i,-0.00010341+0.00037318i,0.00032054+0.00067284i,0.00015067+0.00079513i,-0.00058353+0.00087539i,-0.0013138+0.00043296i,-0.001445-1.9194e-05i,-0.0010587-0.00022959i,-0.00030998-7.332e-05i,-0.00053907+0.00012878i,-0.00032486+0.00043667i,0.00013668+0.00045867i,-0.00031865+0.00038692i
0.0015298+0.00068168i,0.00047204+0.00070517i,0.00048619+0.0011313i,0.00068764+0.0015507i,-0.00048324+0.0013816i,-0.0015501+0.00025633i,-0.0010012-0.00099934i,-0.00049115-0.0012924i,-0.0010279-0.00083357i,-0.0009629-0.00047261i,-6.057e-05-0.00032129i,0.00012856-0.0005287i,-0.00038162-0.00088146i,-0.00050106-0.00091353i,0.00010895-0.00033108i,8.3261e-05-0.0004806i,-0.00034272-0.00086978i,-0.00026099-0.00097941i,-9.687e-05-0.00097259i,0.00011294-0.00018076i,0.00061909+1.9594e-06i,0.00048828-0.00075582i,0.00028559-1.3976e-05i
-0.0022591+0.00054637i,-0.0021193+0.0017433i,-0.00033769+0.0037007i,0.0023577+0.003163i,0.0030646+0.00082301i,0.0016673-0.00061563i,0.00014551-0.00087458i,-0.00082609-0.00018078i,-0.00013463+0.00074218i,0.00060373+0.001199i,-0.00039899+0.00050643i,-0.00051675+3.2614e-05i,0.00040769-0.00068803i,0.00028924-0.0015142i,-0.00022224-0.0013737i,-0.00010229-0.00024412i,-0.00059682+0.00081534i,-0.00057339+0.00095056i,-0.00012519+0.00062568i,-4.2677e-05+0.00016973i,0.00015897-0.00036939i,0.00038351+6.0428e-07i,-0.00020972+0.00042227i
-0.00054737+0.00027694i,-0.00039213+0.00091941i,-0.00030084+0.0013157i,-0.00056696+0.00079778i,0.00012157-8.3958e-05i,0.00026535-0.0001606i,0.00023138-0.00017466i,0.00081097-0.00035506i,0.00052094-0.00031864i,8.899e-05+0.00019499i,-0.0002004+0.00084906i,-0.00048693+0.00043963i,-0.00036741-0.00012338i,-0.00049829-0.00081584i,-0.0004689-0.00021652i,-0.00047471+0.00086085i,-0.00034644+0.00074923i,-0.00032642+3.4262e-05i,-0.00048336-0.00085731i,-0.00026931-0.00026799i,0.00060403+3.0368e-06i,0.00050221-0.0002904i,-0.00058454+1.586e-05i
0.0011546-0.0017782i,0.001736-0.0018185i,0.0014168-0.0016041i,-0.00075593-0.0015285i,-0.0016071-0.00082034i,-0.001038+0.00057833i,-0.0013274+0.00048642i,-0.0011334-0.00012476i,-0.0008403-0.00017744i,-0.00048074+0.00027953i,0.00051283+0.00068879i,0.00052758+0.00038398i,0.0002741-3.3988e-05i,-7.404e-05+2.476e-05i,5.5303e-05-0.00026595i,0.00010337-0.00020691i,-2.4351e-05-0.0002604i,-0.00042335-0.00013998i,-0.00018649+0.00033803i,0.00077616-0.00045987i,0.0006222-0.0008772i,-0.00054814-0.00018525i,-0.00080762+0.00022392i
-0.0020954+0.0002085i,-0.001911+0.0015832i,-0.0021571+0.0029664i,-0.0010269+0.0031292i,0.0011325+0.0022948i,0.0021601+0.0013335i,0.0020757-0.00020727i,0.0010791-0.00067865i,0.00032545-7.3385e-05i,-0.00030017+0.00022227i,-0.0010636-0.00040857i,-0.0007999-0.0006112i,-0.00034967-0.00029953i,-0.00038856-5.7475e-05i,-0.00039121-6.255e-05i,-0.00044974+1.0321e-06i,-4.3702e-05+0.00013145i,2.7081e-05-0.00035711i,-0.00052013-0.0005978i,-0.00099502-0.00029622i,-0.00052153-0.00025506i,0.00060138-6.9442e-05i,0.00012513-5.647e-05i
0.0021004-0.001234i,0.0025901-0.0018218i,0.0014791-0.0031934i,-0.00058035-0.0023781i,-0.0016593-0.00049365i,-0.0012938+0.0010547i,-0.0012545+0.0013797i,-0.00072921+0.00019543i,-6.9737e-05-0.00069885i,-0.0003366-0.00093324i,-0.00039547-0.0005408i,-0.00044217-1.6882e-05i,-0.00066135+0.00070343i,-0.00043338+0.0014467i,0.00065371+0.0015838i,0.00059862+0.0010978i,-0.00030809+0.00013699i,-0.00045427-0.00016433i,-8.177e-05+0.00027737i,0.00016575+0.0003938i,0.00018952+0.00013169i,0.00071669-1.9053e-06i,0.00091038+0.00015611i
-0.00068601+0.00020557i,0.00014499+0.0016889i,0.00027113+0.0022647i,0.00028535+0.0010138i,0.00026338-0.00026781i,-1.0058e-05+0.00032905i,-0.00029755+0.00059856i,-0.00053379-0.00016404i,-0.00083221-0.00058732i,-8.005e-05-0.00061891i,0.00045454+0.00011456i,-2.199e-05+0.00075591i,2.2088e-05+0.00028325i,0.00048453+0.00039953i,0.00024609+0.0006628i,-8.6889e-06+0.0010334i,-0.00060351+0.0014676i,-0.00078125+0.0013831i,-0.00076904+0.0011163i,-0.00062089+0.00025365i,-0.0001493-0.00057086i,0.00036225-0.00017977i,0.00087722+0.00013546i
7.8248e-08+0.00031594i,0.00049543+0.00029116i,0.00030481+0.00026707i,-9.2549e-05+0.00015905i,-0.00022692-1.123e-06i,-0.00034167-0.00076418i,-0.00016737-0.0019609i,-0.00010437-0.0015664i,-0.000202-0.00086406i,-0.00029173-0.0005736i,-0.00053426-0.0001364i,-0.00053355+7.7962e-05i,-0.00031132+0.00054789i,8.7735e-05+0.0010581i,-0.00027891+0.00060019i,-0.00090714-0.00024636i,-0.00031668-0.00043797i,-0.00011998-0.00051639i,-0.00065764-0.00039509i,-0.0007107+0.00038932i,-0.00070338+0.0005736i,-0.00010815+8.6826e-05i,0.00032698-0.00055106i
0.00030621+0.00023959i,0.0011067-0.0003876i,0.0012814-0.00092017i,0.00091635-0.00078285i,0.00085808-3.9963e-05i,-5.9997e-05+0.0006486i,-6.0517e-05+0.00067775i,-0.00052296+0.00042984i,-0.001005-0.00065726i,-0.00065501-0.0011482i,-0.00031023-0.00019192i,-0.00082962+0.00048998i,-0.0012742+0.00010004i,-0.0006318-0.00027201i,-0.00012217-0.00022159i,-0.00019477-9.446e-05i,-1.395e-05+0.00031124i,0.00061219+0.00041261i,0.0004479+0.00012298i,-0.00058742+0.00021821i,-0.00085311+0.00072739i,-0.00044145+0.00047023i,5.2684e-05+0.00029729i
0.00059592-7.5983e-05i,0.00016334+0.0014808i,3.1929e-05+0.0025635i,-0.00045635+0.0017346i,-0.00056734-6.3547e-05i,-0.0001029-0.0011853i,0.00023046-0.00095845i,-0.00017652-0.00077633i,-0.00047151-0.00063465i,-0.00021735-8.1451e-05i,-0.00013014+0.00054356i,0.000422-0.0003775i,0.00038906-0.0012955i,-0.00067281-0.0008633i,-0.0008974+7.1654e-05i,-0.00013598+0.00037563i,0.00010497-0.00021262i,0.00027844-0.00017427i,-0.00015792-0.00017207i,-0.00049207-0.00037344i,-1.1748e-05-0.00041908i,-0.00054031-1.5279e-05i,-0.00089917+0.00036219i
-0.00053891-0.002624i,-0.00045561-0.0016514i,0.00041637-0.0012316i,-0.0004736-0.00046581i,-0.0021119+0.0004382i,-0.0021517+0.00095896i,-0.0015339+0.0007122i,-0.0010406-0.00031174i,-0.00044482-0.00082456i,-0.00058634-0.00071167i,-0.00052324-0.0002709i,0.0001528+4.1514e-05i,0.00033049-0.00027747i,0.00046259-0.00015732i,0.00040293+0.00013274i,-0.00014101-9.9118e-05i,-0.00031037+3.3928e-05i,-0.00072167+3.2756e-05i,-0.0012448-0.00013432i,-0.0004803-0.00087125i,0.00058941-0.00048221i,0.00067012+0.00094349i,0.00076554+0.0016181i
0.00045232+0.00033909i,-0.00013576+0.00048321i,0.00059546-0.0003323i,0.0013716-0.00040379i,0.00080053-9.446e-05i,5.0369e-05-0.00011355i,-0.00095634-0.00066588i,-0.0015158-0.0013909i,-0.0011099-0.0012602i,-0.00042898-0.0008513i,-0.00042836-0.00070547i,-0.0007651-7.0713e-05i,-0.0011583+0.0010267i,-0.00062804+0.0014827i,0.00057187+0.00074528i,0.0010961+0.00030806i,0.00085456+0.00083988i,0.00071006+0.00048817i,0.0007312-0.00016743i,3.401e-05-0.0003419i,-0.00038234-0.00016271i,-0.00022753+0.00012336i,-0.00061852-7.2586e-05i
0.001413+0.00085598i,0.0016585-0.0002315i,0.0012974-0.00011358i,0.00032815-0.0006735i,-0.00025458-0.0010141i,0.00034075-0.00094862i,0.00089195+0.00010884i,0.0007176+0.00095484i,0.00077203+0.00049273i,0.00071898-0.00068201i,0.00060631-0.0013963i,0.00075358-0.00062426i,0.00091022-0.00055982i,0.00077313-0.0001712i,-0.00048134+0.00062174i,-0.00087589+0.00050586i,-0.00065852+0.00022454i,-0.00024829-0.00043207i,-0.00019776-0.00031745i,-0.00034267+3.2757e-05i,-0.00014275-3.3394e-05i,-0.00052353-0.00041486i,-0.00018843-0.00091519i
-0.00053873+0.0022798i,-0.00013058+0.0023892i,0.00061908+0.0028301i,0.0011181+0.00099536i,0.0013393-0.00093102i,0.00065063-0.00030924i,0.00014322-0.0001878i,-2.139e-05-0.00084158i,-0.00030326-0.00096509i,-0.00029337-0.00095773i,-5.261e-05-0.00085338i,-0.00015297-0.00057683i,-0.00041371-0.00041157i,-0.00025653-0.00072754i,0.00028358-0.00046208i,-0.00034687+0.00018113i,-0.00084465+0.0001028i,-8.4297e-05-0.00032507i,-1.0427e-05-8.639e-06i,-0.00070203+0.00055943i,-0.00045845+1.2064e-05i,-3.9354e-05-0.00057899i,-0.00046937-0.00061482i
0.00030918-0.0010691i,0.0010883-0.00041828i,0.00037782-8.4088e-05i,0.00057521-2.4347e-05i,0.00040086+0.0001015i,-0.00011715+0.00035649i,0.00047761+0.00026033i,0.00079485+0.00024514i,0.00051127+0.00011843i,0.00046766+5.8087e-05i,0.00059379-7.0495e-05i,0.00012293+0.00017921i,-4.688e-05+0.00089623i,8.6787e-06+0.00063716i,-0.00075922+0.00031549i,-0.00073659+4.0632e-05i,-0.00029963+0.00040847i,-0.00031389+0.00074215i,9.7497e-05+8.1708e-05i,0.0002405-0.00048459i,-7.7739e-05-0.00014209i,-7.1387e-06-5.9532e-05i,-7.1069e-05-0.0003007i
0.0014103+0.0010045i,0.001041+0.00014635i,0.00064463-9.5494e-05i,0.00021041-0.00042285i,-0.00035857-0.0012491i,-0.00021501-0.0016021i,-1.2387e-05-0.0016036i,-0.00074222-0.0019565i,-0.00064783-0.0019418i,-0.00054219-0.0013065i,-0.00012855-0.0011285i,0.00045714-0.000737i,0.00054024+0.00016224i,2.7587e-05+0.00070771i,-0.00069055+0.00048566i,-0.00064497-0.00036891i,-0.00035334-0.00018698i,-0.00053802+0.00018224i,-0.00088549-2.9997e-05i,-0.00044685-7.724e-05i,-0.00011149-1.0461e-05i,-0.00016613-0.00045159i,0.000679+0.00026642i
0.0011322-0.00047676i,0.0017645-0.00048181i,0.0024566-0.00019214i,0.0013971+0.00010282i,7.0786e-05-0.00027116i,-0.00028762-0.00017856i,-0.0012431+0.00010544i,-0.0017671+4.9831e-05i,-0.0010046+0.00034292i,0.0003899+3.6874e-05i,0.00078266-0.00049464i,0.0002758-0.00036514i,0.00013955+0.00011269i,0.0001134+0.00013304i,-0.00015466-0.00035293i,-0.00041081-5.5163e-05i,-2.1066e-06+1.4237e-05i,0.00045245+4.1429e-05i,0.00063053-3.615e-06i,0.0002623-0.00095614i,9.6192e-05-0.0013413i,-0.00023947-0.00034528i,-0.00043025+0.00023674i
-0.0017828+0.0005009i,-0.0023867+0.0019687i,-0.0010729+0.0022752i,0.00039369+0.0026883i,0.00035543+0.0022347i,0.0012538+0.00040146i,0.0019791-0.00082582i,0.0016055-0.001017i,0.00096489-0.0005844i,0.00030146-1.6795e-05i,-0.0005835-0.00016374i,-0.00092085+5.9838e-05i,-0.00036715+7.9151e-05i,0.00034236-0.00066308i,0.00094182-0.0013664i,0.00081687-0.0011638i,0.00033344-0.00025613i,8.5375e-05+4.8834e-05i,-0.00016979+0.00019916i,-0.00050047+0.00073689i,-0.00024656+5.5716e-05i,0.00017207-0.00068008i,0.00037724-0.00047985i
-0.00016201+0.00047935i,0.00047385-0.00098516i,0.0020908-0.0011214i,0.0023212-0.00075427i,0.001278-0.00080493i,0.0003505-0.00069046i,0.00018149+0.00032511i,-0.00025725+3.6099e-05i,-0.00053444-0.00039329i,-0.00054075-0.00035503i,-0.00038916-0.00062092i,8.5514e-06-0.00063608i,-2.6342e-05-0.0001542i,-0.0005512-0.001172i,-9.0322e-05-0.0014511i,0.00058532-0.00044254i,0.00073025-0.00037104i,0.00063515-0.00024952i,0.0003156-0.00034802i,-8.3702e-05-0.00049608i,0.00080256-0.00031753i,0.00085648-8.5525e-05i,2.3178e-05+5.0259e-05i
-0.00060218-0.00067728i,-0.0012349+0.00036992i,-0.0021304+0.0014413i,-0.0018211+0.0010373i,-0.0012795+0.0013403i,-0.0010885+0.0013187i,-0.00041255+0.00096825i,0.00030076+0.001067i,0.00054042+0.00080207i,0.00045203+0.0010361i,0.00052126+0.00056195i,0.00050915+4.2005e-05i,0.00036671+0.00066579i,0.00039343+0.00053686i,3.6286e-05-9.7282e-05i,-0.00058914+0.00012647i,-0.00094971+0.00041806i,-0.00024232+0.00080248i,0.00036299+0.00058335i,-0.00041218+0.00023361i,-0.00074376+0.00019217i,0.00010635-0.00078555i,-0.00049576-0.0009658i
0.0005436-0.0005021i,0.0012179+0.00074766i,0.00063552+0.0011857i,0.00080953+0.00013625i,0.0010953-0.00038086i,0.00046764+0.0002518i,0.0003011-0.00015487i,0.00048219-0.00064025i,0.00029052-0.00019742i,0.00043838-0.00020271i,0.00045554-5.488e-05i,0.00042282-5.7045e-05i,0.00059599+0.000229i,6.5876e-05+8.6885e-05i,-0.00032121-0.00025641i,-0.00031864-5.677e-05i,-0.00074084+0.00021003i,-0.00037247+3.9564e-05i,4.1529e-06-0.0005162i,-0.00046753-0.0012952i,-0.00076168-0.0005691i,-0.00034669+0.00039467i,0.00038661+0.00039882i
