-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
0.00037852-2.957e-05i,0.00092385+0.001482i,0.0017817+0.0022248i,0.0012361+0.0016802i,-0.00032894+0.00062637i,-0.00043283+3.2858e-05i,0.0001078-0.00028019i,0.00093666-0.00037295i,0.0015854-0.00018087i,0.00042316-0.00028815i,-0.00093746-0.00067202i,-0.00060105-0.00025009i,0.00060363-7.8751e-05i,0.00090611+0.0002872i,0.00041581-0.0002133i,0.00056156-0.00080651i,0.00071075+1.1056e-05i,0.0006641+0.0009156i,0.00029825+0.00052877i,4.5203e-05+8.0259e-05i,-0.00022059-1.6945e-05i,0.00011801-0.0004414i,0.0009428-0.00077258i
-0.00061772-0.0010484i,-0.00053944+0.00046891i,-0.0010257+0.0015333i,-0.00023334+0.0021988i,0.0012652+0.0011346i,0.0013242-9.9324e-05i,0.00071729-0.0011113i,0.00042495-0.0016692i,3.6464e-06-0.001079i,-0.00064573+0.00010219i,-0.00054855+0.00094438i,-0.00036348+0.0010971i,-0.00051009+0.00050506i,0.00012205-0.00010731i,0.00056441-0.00027943i,0.00015047-9.6389e-05i,-0.00037942-0.00010338i,-0.00091994-0.00047527i,-0.0011291-0.00080605i,-0.00040896-0.001125i,-9.1592e-05-0.00078415i,0.00019471-0.00022117i,2.2533e-05-9.4958e-05i
-0.0011526-0.0018045i,-0.0011549-0.0015817i,-0.00021311-0.0010119i,0.0013107-0.00032285i,0.0017511+7.9672e-05i,0.001388+0.00016087i,0.001207+0.0003085i,0.00059012+0.00040631i,0.00036491+0.00067853i,0.00052639+0.00093742i,0.00034588+0.00083104i,0.00015396+0.00020826i,0.00020563-0.00062681i,0.00021181-0.00068553i,0.00045691-0.00024746i,0.00073499-2.5349e-05i,0.00049637-0.00030226i,-0.00019025-0.00035234i,-0.00054455-0.00056439i,-0.00039169-0.0011076i,0.00013501-0.00055397i,-6.8179e-05+0.00068074i,0.00023757+0.00088748i
0.00034262+0.0013252i,0.00092068+0.0010299i,0.0023819+0.00086512i,0.0035252+0.00016353i,0.0028017+5.1355e-05i,0.0013968+0.00048567i,0.0011198+0.0004616i,0.0019009-0.00013363i,0.0015766-0.0007044i,0.000954-0.00044015i,0.00056525-0.00038488i,6.3962e-05-0.00044428i,0.00019769-0.00022064i,7.5837e-05+3.2358e-05i,-0.00024254+0.00048064i,-6.187e-05+0.00060026i,0.0003698+0.00058437i,0.00069875+0.00044405i,0.00082046+0.000154i,3.4756e-05+0.00040913i,-0.00032619+0.00023315i,0.00012522+0.00019008i,0.00039059+0.00017715i
0.0012521+0.00024489i,0.00085713+0.00045535i,0.0013532-0.00034435i,0.0017016-0.0019112i,0.00067457-0.0021663i,-0.00011064-0.00083997i,0.00043416-0.00017603i,0.00074876-0.0004193i,0.00025414-0.00044758i,9.0061e-05+0.00012175i,0.00024408+0.00015484i,0.00063228-0.00051666i,0.00070568-0.00063586i,8.2122e-05+0.00030631i,-0.00010566+0.00075374i,-1.8856e-05+0.0001228i,-0.00033053-0.00047864i,-0.00022793-0.00030133i,0.00041263+7.9389e-05i,0.00091524-0.00033777i,0.0010136-0.00070636i,0.00080254-0.00094259i,0.00012178+5.0166e-05i
-0.000828-5.4824e-05i,0.00025526+0.00071661i,0.00066719+0.00050668i,-6.7395e-05+0.00032817i,6.5541e-06+0.00033852i,7.5437e-06+0.00026401i,-0.00028611+0.00051445i,-0.00023295+0.00067242i,8.895e-05+0.00035147i,0.00015167-0.00043582i,0.00013514-0.00044418i,-5.9955e-05-9.0111e-05i,0.00070537-0.00022721i,0.0016306-0.00012792i,0.001813-0.0002202i,0.0013645+3.6777e-05i,0.00054446+0.00026442i,0.00062468+0.00033226i,0.00094049+0.00013649i,0.00081945+0.00057927i,0.00020682+0.0005126i,0.00015393+0.0001542i,-6.3578e-05+5.8962e-05i
-0.0010746+0.000216i,8.1568e-05+0.0019952i,0.0010763+0.002289i,0.0026062+0.00093633i,0.0031758-0.00047749i,0.0027882-0.00088483i,0.0020857-0.00037582i,0.0016672-0.00056687i,0.0013485-0.00087718i,0.00056452-0.00084655i,0.00026523-0.00059889i,0.00036138-0.00041322i,7.9173e-05-0.00012169i,-0.00098996-0.00082047i,-0.00087517-0.0014023i,-1.174e-05-0.00095989i,0.00029251-5.8258e-05i,4.6154e-05+0.00029331i,-0.00014427+5.2511e-05i,-0.00041161+0.00016235i,7.4606e-05-0.00042607i,0.00021907-0.00082609i,-0.00034189-0.0006186i
-0.0018775-0.00041224i,-0.0017126-2.773e-05i,-0.00067467-0.0005149i,0.00017037-0.00060271i,5.9093e-05-0.00062452i,-0.0001898-0.0011643i,-2.8343e-05-0.0010583i,5.4452e-05-0.00064386i,0.00047584-0.0003572i,0.00056531-0.00017181i,9.5363e-05-0.00052372i,-0.00039561+1.4459e-05i,-0.00032023+0.00063291i,-0.00043956+0.0003985i,0.0001715+2.0084e-05i,0.00038049+0.00017787i,0.00039162+0.00051602i,0.00030695+0.00014587i,-0.00032054+0.0002021i,-0.00032444+0.00059574i,0.00030649+0.00036734i,0.0011383-5.9775e-05i,0.0013428+0.00019627i
-0.0003815-0.00023619i,8.9142e-06+0.00079374i,0.00037203+0.0012125i,0.0010983+0.001277i,0.0015426+0.00095443i,0.00093492+0.0010276i,0.00088152+0.0013139i,0.00089874+0.00096883i,0.00075054+0.00018429i,0.0011096-0.00012972i,0.00072995-0.00012703i,0.00038007-0.00016473i,0.00068724-0.00064272i,0.0013153-0.00073894i,0.00081261+3.8137e-05i,-9.4897e-05+0.00013567i,0.0006891-0.00037279i,0.0014622-0.0005062i,0.0003134-0.00057605i,-0.00065022-0.00040115i,-0.00019916-0.00050288i,-7.4381e-05-0.0010075i,-0.00011184-0.00065933i
0.00061934+0.003673i,0.00094697+0.003119i,0.0024741+0.0019974i,0.0034933-0.00011083i,0.0034312-0.001424i,0.0015075-0.0010351i,-6.9866e-05+0.00016927i,0.00022123+0.000393i,0.0003102-0.00085297i,0.00028888-0.0010798i,-0.00015309-0.0005655i,-0.0012248-0.0010086i,-0.0011425-0.0012048i,-0.00036047-0.00027057i,-0.00071022+0.00021441i,-0.00089754-0.0003867i,-0.00018847-0.0006808i,-0.00051369-0.00038948i,-0.00041267+0.00012847i,-0.00049095+0.00058704i,-0.00041948+0.00022177i,-0.00016097-0.00036985i,-3.3979e-05-0.00061139i
0.00040636+0.00031933i,0.00017315+0.00060791i,-3.9526e-05+0.00087389i,0.00045925-0.00097533i,0.0015624-0.0019881i,0.0008791-0.00029658i,-0.0004627+0.00064i,-0.00054735-0.00012149i,-3.7782e-05-0.00066332i,-1.4828e-05-0.00061586i,-0.00039776-0.00041266i,-0.00028543-0.00055935i,-0.00035769-0.00028316i,-0.0010865+3.8784e-05i,-0.0011398-7.4695e-05i,-0.00077506+0.0004342i,-0.00042266+0.00087447i,8.708e-05+6.5995e-05i,-0.00069804-0.00028306i,-0.0015357-0.00028112i,-0.00076677-0.00037899i,8.9438e-05-0.00010457i,0.00035148-0.00017849i
0.0007648+0.00080702i,0.00059433+0.00058489i,0.00089819+0.00046911i,0.0017755+0.00069473i,0.0015824-0.00016294i,0.00022013-9.4086e-05i,-0.00051598+0.0006147i,0.00016771+0.0010193i,0.00078922+0.00060361i,0.00072428-0.00026926i,0.00022533-0.00027156i,-0.00047998+0.00061882i,-0.00087862+0.0012197i,-0.0012957+0.00090708i,-0.00063391-8.589e-06i,0.00062196-0.00091999i,0.00058512-0.00090197i,0.00032533+0.00013432i,0.00013693+0.00052824i,-0.00070064+0.00063641i,-0.001012-0.00035492i,-0.00039857-0.0011701i,-0.00017881-0.00023384i
-0.00091749+0.0019219i,-4.5305e-05+0.0025734i,0.0016324+0.0025014i,0.001914+0.0011479i,0.0016237-0.00018557i,0.0014318-0.00030185i,0.0015434-0.0011751i,0.0012633-0.0013367i,0.0011557-0.00025035i,0.0010077-0.00032195i,6.5303e-05-0.00096367i,-0.00026234-0.00077247i,0.00056436+0.00023007i,0.00077815+0.00014102i,-1.6349e-05-0.0010245i,-0.00082386-0.0014433i,-0.00088173-0.0008765i,-0.00039178+0.00010471i,-1.6399e-05+0.00064195i,-0.00018245+6.3769e-05i,0.00012935-0.00030423i,0.00039345-0.00028829i,0.00028867-0.00093839i
-0.0011246-0.00056939i,-0.0011527+0.00013983i,-5.9615e-06+0.00030613i,0.0012002-0.00055685i,0.0013358-0.0016563i,0.0011739-0.00098485i,0.00064387+0.00030508i,0.00078548+0.0003113i,0.00089192-0.00028844i,0.00034114-0.0007269i,0.00039335-0.0014273i,0.00091968-0.001185i,0.00082788-0.00065199i,0.00065403-0.00029307i,8.9644e-05+0.00054824i,6.3732e-06+0.00066066i,0.00050237+8.0826e-05i,0.00024129+0.00024854i,-0.00046964+0.00040202i,-0.0008231-0.00024119i,0.00020334-0.00070854i,0.00086866-0.0011497i,-0.00012234-0.0014507i
0.00064972-0.0017671i,0.001117-0.0013594i,0.00039663-9.5923e-05i,0.00056558+0.0012333i,0.0011839+0.0017505i,0.0022691+0.00051484i,0.0023374-0.00047884i,0.0010042-0.00050366i,0.00015389-0.0004328i,-0.00036511-0.0011188i,-0.00059078-0.001635i,-0.00046788-0.0013208i,-0.00036856-0.00055553i,0.00020965-0.00015682i,0.00085082+0.0003261i,0.00045013+0.0003739i,-7.4114e-05-0.00017331i,-0.00025546-0.00058137i,-0.00040325-0.00058875i,-0.00038431+0.00017576i,-0.00032758+0.00031392i,-0.00032409+0.00011419i,-0.00038567+0.00030204i
0.0014297-0.00016864i,0.0017414+0.00027635i,0.0019067-0.0006517i,0.0020223-0.0018493i,0.0016164-0.0016313i,0.0010071-0.00051503i,0.0013163-6.7246e-05i,0.0014995+0.00032613i,0.00088737+0.0003745i,0.00020929-1.5786e-05i,-0.00023418-0.00052846i,-0.00051467-9.9528e-05i,-0.00069619+0.00089274i,-0.0004178+0.00071709i,0.00024098+0.00084056i,0.00061758+0.00092276i,0.00029143+0.00056251i,0.00028898+0.00084653i,0.00039921+0.00056246i,0.00047921+0.00010546i,0.00017226+0.00015937i,1.3088e-05-0.00051017i,-0.00014247-0.0011089i
0.00015692-0.0026374i,-0.00092968-0.0016461i,-0.0004838-0.0020716i,2.3798e-05-0.0020349i,0.00012057-0.00064441i,0.00034169+0.00022273i,0.00088169+0.00012149i,0.0003328-0.00032582i,0.00037595-0.0011614i,0.00072692-0.0014903i,7.3617e-05-0.00041429i,0.00028498+0.0010424i,0.00094175+0.001745i,0.00019825+0.0014135i,-0.000366+0.00063056i,0.00024919-0.00028504i,0.00043601-0.00077816i,0.00070506-0.00048342i,0.00052421+9.2805e-05i,-0.00024333+0.00011572i,0.00011259-0.00016225i,0.00024824+8.1873e-05i,-0.00021281+0.00025305i
-0.00015144-0.00013616i,0.00018568+0.0011392i,0.0010631+0.0013796i,0.0018164+0.00087083i,0.0012763+0.00075502i,0.00024718+0.00012849i,5.8094e-05-0.00063571i,7.5365e-05-0.0011425i,-3.0027e-05-0.0010221i,-0.0002709+1.3451e-05i,-0.00057423-0.00020344i,8.1946e-05-0.00037219i,0.00058356+0.00011883i,-1.6645e-05+0.00014776i,0.00081743+0.00032322i,0.001716+0.00071389i,0.00055864-0.00021141i,-0.00030662-0.0013004i,-0.00070799-0.00085985i,-0.00066713-0.00082213i,-0.00024198-0.0011532i,0.00028218-0.0008486i,7.4866e-05-0.0002445i
0.0006554+0.00074544i,0.0023359+0.0015172i,0.0031865+0.0012652i,0.0039027+0.00096219i,0.0036431-0.00012905i,0.0019479-0.0015345i,0.00078117-0.00097588i,0.00059035-0.0008487i,0.00033101-0.0010978i,0.000467-0.00065599i,0.00089582-0.00045858i,0.00035596-0.001032i,-0.00099089-0.0012577i,-0.0014142-0.00074713i,-0.00055493-0.00048333i,0.00017913-0.00018837i,0.00068193-1.1229e-05i,0.00039961-0.00041007i,-0.00036726-0.00043637i,-0.00022062+0.00056032i,-0.00026851+0.00061666i,-0.00041646-0.00011859i,0.00033776-0.0010396i
0.00069683+0.00036751i,-0.0001172+0.00042648i,9.7076e-05+0.00060698i,0.00087582+4.1082e-05i,0.00017772-0.00049684i,-0.00038563-0.00063662i,8.6564e-05-0.0003425i,0.00051295-0.00018378i,0.00091976-0.00027806i,0.001375-0.0004604i,0.00067906-0.0004685i,-5.8769e-05-0.00049634i,0.00010941-0.00056302i,-0.0002981-0.0006865i,-0.0011909-0.0008887i,-0.0014747-0.00021743i,-0.00081505+0.00017802i,1.3133e-05+1.9329e-05i,1.7599e-05+0.00049177i,-0.00046295+0.00044738i,-0.00074562-0.00024136i,-5.5723e-05-0.00072783i,0.00018481-0.0011655i
-0.00023565-0.00018911i,0.00045262+0.0002922i,0.00035374+0.00077325i,0.00051213+0.0014146i,0.0013215+0.00083969i,0.0014252+0.00066465i,0.00081807+0.0003853i,0.00068773-0.00043031i,0.00054873-0.00050283i,0.00053524-0.00033369i,0.0002494-0.00028909i,-0.00018695+6.4341e-05i,-0.00039458+0.00023459i,-0.00065947-0.00025869i,7.2168e-05-0.00033578i,-6.1537e-05-5.605e-05i,-0.00017394-0.00054002i,2.4568e-05-0.00078084i,0.00019007-0.00045527i,8.636e-05-9.0524e-05i,0.00047113+1.1182e-05i,0.0003851+0.00068396i,-0.00028226+0.00085151i
0.0014486+9.8789e-05i,0.0011687+0.00041066i,0.0020133+0.0010847i,0.0037374+0.00031733i,0.0034856-0.00029326i,0.001068-0.00018701i,1.0601e-06-0.00020792i,2.0736e-05+0.00026391i,0.00029829+0.00044075i,-2.8195e-05-7.9596e-05i,-0.0010693-0.00049513i,-0.0012468-0.00036696i,-0.00028904+4.2181e-05i,-0.00064355+0.00059373i,-0.001306+0.00098095i,-0.00045339+0.0010562i,0.00034066+0.00038138i,0.00082357+0.0001157i,0.00066774-9.329e-05i,0.00020152-0.00016159i,-0.0003197-0.00049918i,-0.0001389-0.0010631i,0.00015303-0.00042767i
0.0014578-0.0015688i,0.0010622-0.0013899i,-0.00018985-0.00089676i,0.00030632-0.0015981i,0.00097323-0.0013138i,0.00069755-0.00059679i,0.00025569-0.00049004i,0.00041891-0.0010459i,0.00047723-0.00095387i,-1.5903e-05-0.00030743i,-0.00040498-0.00055685i,-0.00048922-0.00042248i,8.4404e-05-0.00014176i,0.00081431+0.00018156i,0.00091874+0.00042005i,0.00041254+0.00028611i,-3.9678e-05+0.00043673i,0.00032292-0.00037105i,0.00049215-0.00076891i,0.00046022-0.00063024i,0.00073176-0.00064474i,9.6665e-05-0.00093175i,0.00039326-0.00078275i
7.316e-05+0.0019313i,0.00084993+0.0019698i,0.0017989+0.00081656i,0.0015153+0.00030403i,-0.0002329+0.00040824i,-0.00056866+0.00024167i,0.00024647-0.00019732i,-6.9938e-05-0.00019236i,-7.1462e-05-0.00017977i,0.00027151-0.00013519i,0.00043985+0.00026185i,0.00051109+0.00029985i,0.00062591+0.00021766i,0.00032085+0.00017286i,-0.0001003+6.7677e-05i,0.00032329+0.00017071i,0.0010077+0.0004381i,-6.7676e-05-6.6389e-05i,-0.00099238+0.00026457i,-0.00031252+0.00081642i,0.00025674+0.00042897i,0.00026542+0.00025362i,-8.1533e-05+0.00038497i
-0.00088762-0.0015586i,-0.0010699-0.00032412i,0.00010717+0.00089479i,0.0012424+0.0012465i,0.0013084+0.0004116i,0.00071867-0.00029947i,0.0014742-9.0132e-05i,0.0017129-6.9758e-05i,0.00086215-0.00041315i,-0.00028925-0.0003241i,-0.00065166+0.00015947i,6.0742e-05+0.00081737i,2.8541e-05+0.00050123i,-2.6349e-05+0.00016078i,0.00010573+5.7712e-05i,-0.00030952-5.2496e-05i,-0.00046584-0.00033874i,8.951e-05-0.00056768i,0.00060248-0.00041189i,0.00023874-7.0578e-05i,-0.00039934-0.00038407i,0.00015885-0.0010029i,0.0010473-0.00082743i
0.00034468-0.00024789i,0.00037909+0.0008602i,0.00096796+0.0011417i,0.0021373-0.00010923i,0.0019463-0.0019i,0.00077693-0.0024447i,0.00037264-0.0022133i,0.00055847-0.0014118i,0.00058763-0.00044543i,0.00052616-1.3272e-05i,7.369e-05-0.00031296i,-0.00042077-0.0010761i,-0.00078065-0.0002872i,-0.00066067+0.00046655i,-0.00063312+0.00029102i,-0.00086581-7.0255e-05i,-0.00057024-0.0001472i,-0.00061009-0.00029742i,-0.000147-0.0004819i,-2.185e-07+6.8872e-05i,0.00014722+0.000122i,0.00069072-0.00045877i,0.00064516-0.00083144i
0.0015202+0.0024349i,0.0019199+0.0017516i,0.0017236+0.00093097i,0.0015523+0.00012471i,0.0013557-0.0010406i,0.0012519-0.00038782i,0.0011392+0.00040853i,0.00079441-0.00010254i,5.0103e-05-0.00032878i,-0.00035259-0.00075612i,-0.00016525-0.0014525i,0.00038727-0.0015777i,8.5165e-05-0.00090435i,-0.00076278-7.493e-05i,-0.0005811+0.00039383i,-0.0004542+0.00084682i,-9.8834e-05+0.00069036i,0.00077045+0.00036229i,0.00051919-0.00015114i,-0.00017319-0.00065317i,-0.00016261-0.00017905i,-0.00021656+0.00041706i,0.00028361+0.00024236i
-0.001425+0.0011527i,-0.00010098+0.0016406i,0.00030361+0.0017162i,0.0010096+0.001186i,0.0010902+0.001455i,0.0010171+0.00039889i,0.0012698-0.00050904i,0.00085336-0.00025577i,0.00035657-0.00050218i,0.00059161+0.00026497i,5.2567e-05+0.0005825i,-0.00053493-0.00091203i,-0.00027602-0.0010938i,-0.00016215-0.00033336i,-0.00022966+0.0001206i,-0.0005216+0.00033359i,-2.8468e-06+1.4718e-05i,0.00025642-0.00012783i,-0.00026159+0.00013118i,-0.00072119+0.00047784i,-0.00099557+0.00060103i,-0.0007519+0.00060588i,-0.00051543+7.2055e-05i
-0.00010955-0.0011128i,-0.00069074-0.0010839i,0.00055919-0.0010137i,0.0025591-5.1102e-05i,0.0026553-0.00052986i,0.00096876-0.00033873i,0.00026754+0.00098386i,0.00070658+0.00031354i,0.00056238-0.0002168i,6.4668e-05-0.00016942i,-0.00011793-0.001094i,0.00020088-0.0012388i,-0.0001534+0.00022271i,-0.00039081+0.00074045i,-0.00035792+0.00076633i,-0.0010168+0.00081774i,-0.00050486+8.3701e-05i,0.00035175-0.00057292i,0.00041087-0.00029853i,-0.0001423+8.047e-05i,-0.00025633-0.00035085i,8.5766e-05-0.00038285i,0.00060823-0.00054894i
0.0028978+8.8742e-05i,0.0020456+0.00098901i,0.003187+0.0012417i,0.0033265+0.00021542i,0.0010242-0.00049109i,-0.00073362-6.8471e-05i,-0.00078711+0.00015352i,0.00042773-0.00025572i,0.001257-0.00053373i,0.00090581-0.00056664i,0.00062105-0.00079225i,-0.00012663-0.00018736i,-0.00049535-0.00045951i,0.0001999-0.00029227i,0.00044459+0.00085439i,0.00021014+0.00079361i,0.00030285+5.3973e-05i,0.00017658-0.00036793i,-0.00069817-8.5954e-05i,-0.0010384-0.00010424i,-8.0026e-05+0.00025507i,0.00014704+0.00062172i,-0.0006528+6.5664e-05i
0.0027403+0.0022506i,0.0035671+0.0014729i,0.0036859+0.00044704i,0.0031511-0.00085256i,0.0020807-0.0009605i,0.0012927-0.00057042i,0.0014193-0.00031273i,0.00086657+0.00047412i,0.00072503+0.0009917i,0.00069417+0.00065281i,-0.00046416+4.3273e-07i,-0.00097796-6.1702e-05i,-0.0011926-4.0699e-05i,-0.0014535-0.00048254i,-0.00038271-0.00034226i,4.9484e-05-0.00027112i,0.00023294-0.00058224i,0.00012229-0.00035787i,-1.2159e-05-1.3181e-05i,-0.00021652-0.00011057i,-0.00039442-0.00035715i,0.00052219-0.00038268i,0.00078812-0.00071529i
-0.00029705+0.00056674i,0.00015972+0.0006207i,-0.00019318+0.00067256i,-0.00069595-0.00022545i,-4.2622e-05-0.00066498i,0.001231-0.00044758i,0.0014646-0.00033398i,0.00045932-0.00042456i,0.00061084+0.00033674i,0.00079431+0.00069327i,0.00061289+0.00059393i,0.00053862+0.00037313i,0.00035446-0.00039008i,0.00017682-0.00077736i,3.3315e-05-0.0010385i,-0.00022557-0.001043i,0.00036055-0.00081127i,0.00076323-0.0001542i,7.0642e-05+0.00025524i,-0.00042706+0.00044259i,-0.00065041+0.00057582i,-9.6154e-05+0.00026508i,0.00022612-3.8953e-05i
-0.0015424+0.0023999i,-0.0014016+0.0043935i,0.00078584+0.0045131i,0.0020875+0.0027424i,0.0009-3.8483e-05i,-1.8077e-05-0.0010704i,-0.00019396-0.0010212i,-0.00050096-0.001103i,-0.00060638-0.00033643i,-0.00035155-0.00015927i,3.3623e-05-0.00040982i,0.00015224-0.00014422i,0.00030083+0.000159i,0.00022664-0.00027217i,-0.00036724-0.00099801i,-0.00066862-0.0010846i,-0.00011943-0.00026006i,0.00010467+0.00044866i,-0.001042+0.00048997i,-0.0013634+0.00029855i,-0.00056868-0.00018733i,-7.5293e-07-0.00049299i,0.00054625-0.00054252i
-0.00077255+0.00090601i,-0.0007406+0.00019717i,0.0002904-0.00013284i,0.0023199+7.1583e-05i,0.0021199-0.00029401i,0.00077466-0.00080426i,-0.00025113-0.00029824i,-0.00021216+0.00052037i,0.00028764+0.0002352i,0.00014708-0.00015137i,0.00020882-0.00031386i,0.00030641-0.00047609i,-0.00018678-0.000353i,-0.00059163-0.00065575i,0.00043483-0.00058113i,-4.9252e-05+1.5543e-05i,-0.00081241-0.00032148i,-0.00025252-0.00091716i,0.00012866-0.0010997i,0.00051826-0.0005638i,0.0005075-0.00014045i,0.00049567-0.00055954i,0.00080609-0.00074969i
-0.0025284+0.0006879i,-0.0018325+0.00042476i,-0.00045798-0.00034427i,0.00080875-0.0013903i,0.001898-0.0012331i,0.0017578-0.00092482i,0.00083382-0.00087864i,0.00085251-0.0010778i,0.0007223-0.0014924i,0.00021143-0.0012546i,0.0003719-0.00093217i,-3.1391e-05-0.0012192i,-0.00030404-0.00065404i,-0.0005555-0.0004722i,-0.0011415-0.00064891i,-5.0594e-06-0.00057478i,0.00077118-0.00090155i,0.00032271-0.00060532i,-0.00027869+0.00031713i,-0.00079538+0.00026827i,-0.00060799-7.9686e-05i,0.00012734+0.00011292i,0.00093495-0.00014498i
-0.0016314-0.00046961i,-0.0012372+0.0006287i,-0.00033336+0.0021016i,0.0011026+0.0023687i,0.0014562+0.0011828i,0.0018487+0.00010215i,0.0015311-0.00019508i,0.000788-0.00071889i,0.00061122-0.00036829i,0.00064235+8.463e-05i,0.00052118-9.0136e-05i,-1.2299e-05-5.2141e-05i,-0.0005608-0.00051686i,-6.7815e-05-0.0015833i,0.0015307-0.0011733i,0.0010907+0.00032248i,-0.00015783+0.0005554i,-0.00039395+0.00032467i,-0.00050648+0.0001988i,-0.00066856-0.00012841i,-0.0014241-0.00019136i,-0.00091326+9.197e-05i,-0.00044777+0.00038862i
0.0023609+0.00069625i,0.0034256+0.00063634i,0.0035444-1.3135e-05i,0.0031856-0.00075094i,0.0022384-0.00079828i,0.00068595-0.00084871i,0.00032407+0.00019647i,0.00024482+0.00067189i,0.00035191-0.00033816i,-0.00039826-0.00092509i,-0.001436-0.00097211i,-0.00085236+0.00013173i,-0.0010908+0.00081495i,-0.00094797+8.2687e-05i,-0.00070897+9.1215e-05i,-0.0012413-4.6106e-06i,-0.00029956-0.0006065i,0.00036967-0.00037694i,1.7124e-05+0.00012731i,0.000331+0.00017107i,0.00044353+0.0003053i,6.7453e-05+0.0002104i,2.6348e-05+1.621e-05i
-0.00071957-0.0001312i,-0.0010087-0.0010693i,-0.00022268-0.0018106i,0.0010187-0.0009773i,0.00056589-0.00023397i,-0.00051511-0.00031955i,0.00058111-0.00036041i,0.0011672-7.3212e-05i,0.00030728-0.0004651i,4.67e-05-0.00081024i,-0.00026001-0.00066206i,-4.6454e-05-3.9002e-05i,8.4534e-05+0.00039554i,-0.00046213-0.00012689i,-0.0003094-0.00049449i,-0.00046916+0.0004565i,-0.00065939+0.00061893i,0.00035133+0.00059306i,0.00073405+0.00081436i,0.00012865+0.00042529i,-0.000942-0.0002011i,-0.00050323-0.0010027i,0.00048804-0.00064518i
0.00085737-0.00037506i,0.0023691+0.0014414i,0.002396+0.001113i,0.0012618+7.0024e-05i,0.0005631+0.00019861i,0.00063834+0.00065461i,0.00037299+0.0014449i,0.00017037+0.0012844i,-0.00050482+0.00079084i,-0.001182+0.00023127i,-0.00035797-0.00067524i,0.00017596-0.00061769i,-0.00027018-0.00036897i,-0.00081982-0.00030927i,-0.00078036-0.00019528i,-0.00032185-0.00023972i,0.00024996-0.00034544i,0.0006714-0.00049697i,0.00056128+4.196e-05i,6.6029e-05+0.00046687i,0.00045917-0.00034314i,0.0011637-0.00027939i,0.0011898-0.00019224i
-0.00089264-0.0020232i,-0.00097802-0.0011057i,-0.00052667+0.0009133i,0.00054266+0.0013314i,0.00040206-0.00043698i,-0.00081221-0.0024816i,-0.00054964-0.0025064i,-7.0663e-05-0.0016972i,-0.00073493-0.00094826i,-0.00089566-0.00069126i,-0.00052528-0.00081582i,0.00017094-0.0011083i,0.00054563-0.00088668i,-5.6794e-05-0.00076671i,6.5715e-05-0.00082556i,-2.4707e-05-0.00078453i,-8.9717e-05-0.00065905i,0.00060451-5.4974e-05i,0.00035625+0.00044774i,5.7634e-05+1.05e-05i,2.8251e-06+0.00035802i,0.00026167+0.00097746i,0.00078402+0.00073806i
0.00023837+0.0038733i,0.001101+0.0037135i,0.0023357+0.0036316i,0.0031162+0.0025401i,0.0035485+0.00047516i,0.0029711-0.0013089i,0.0020136-0.0015682i,0.00036837-0.00096376i,-0.00080444-0.00053044i,-0.00039293-0.00068801i,-0.00014713-0.0015481i,-0.00033881-0.001906i,-0.0013332-0.0018588i,-0.0015862-0.0019633i,-0.0013895-0.0012285i,-0.0017159-0.00068i,-0.00076872-0.0011843i,2.1438e-05-0.0013806i,0.00015688-0.00013821i,0.00010616+0.0008344i,-0.00027119+0.00067708i,-9.9833e-06-4.7253e-06i,0.00017585-2.2058e-05i
-0.0013042+0.0057215i,-0.00011987+0.0063126i,0.0046293+0.0053036i,0.0068663+0.0018683i,0.0047181-0.0017395i,0.00093905-0.0032471i,-0.00074285-0.0015742i,-0.00020124-0.00034607i,0.00091319-0.0010808i,0.0021375-0.0024091i,0.001791-0.0022266i,-0.00013572-0.00051416i,-0.0014166-0.00032098i,-0.0019513-0.0016183i,-0.0019058-0.0023459i,-0.0012656-0.0011636i,-0.00044761-0.0002151i,-9.1149e-05+1.9869e-05i,-0.000114+0.00091883i,-0.00039645+0.0012925i,0.00042601+0.0013815i,0.00080317+0.0012339i,0.00043996+0.00015689i
0.0029859-0.0074696i,0.001096-0.0089071i,-0.0023689-0.0081547i,-0.0038615-0.0041572i,-0.0040723+0.00033631i,-0.0017694+0.0038431i,0.0011429+0.0026949i,0.0015578+0.00012834i,0.00079043-0.0012164i,-0.00053304-0.0013132i,-0.00069551-0.00027656i,0.00048881+0.00085815i,0.0011772+0.0018851i,0.0015686+0.002468i,0.0014827+0.0020587i,0.00083996+0.00040083i,-0.00012889-0.0010476i,-0.00029911-0.00072526i,0.00051707-0.00035537i,0.00072479-0.00093469i,5.0674e-05-0.0011708i,-0.0007205-0.00023548i,-0.00082163+0.00050922i
