-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
0.00045198+0.00090624i,0.00065225+0.00087011i,0.00079182+0.00022235i,0.0009176-0.00043621i,0.00097985-0.00087382i,0.00061435-0.0013564i,0.00017791-0.0007598i,0.00058441-0.00013119i,0.0015997+0.0004058i,0.00135+0.00042041i,0.00064196+0.00044746i,0.0003402+0.00060411i,0.00072842+0.00011393i,0.000538-0.00039846i,-0.00043468-0.00094538i,-0.000609-0.00095697i,-0.00044362-0.0010486i,-0.00013229-0.0016045i,-0.00064617-0.0012225i,-0.00037393-4.9927e-05i,0.00013535+0.0003647i,-0.00013912-0.00023313i,9.8475e-05-0.00022813i
-0.0001826-0.00053717i,0.00040658-0.0006201i,0.00063531-0.0013732i,-0.00021241-0.0013354i,-0.0015632-0.00080153i,-0.0013703+0.00080974i,-0.00011276+0.0017726i,0.00062705+0.00053961i,2.2566e-05-0.00014185i,-0.00015402+0.00042983i,0.00021321+0.00062208i,0.00034519+0.00020381i,0.00051701-0.00055344i,0.00035056-0.00087615i,0.00026959+7.0784e-05i,0.00077756+0.00087462i,0.0007876+0.00024017i,9.0848e-05+8.0516e-05i,-0.00011329+0.00045506i,0.00022038+0.00027621i,-0.00030024-0.00037075i,-0.00026699+3.1359e-05i,0.00017444+0.00038188i
-8.2407e-06-0.0013421i,-0.0006053-0.00033612i,-0.001712-0.00057617i,-0.0024904-0.00073828i,-0.0032493+0.00024584i,-0.0027488+0.00020568i,-0.00055399+0.00028053i,0.00012403+0.00034411i,-0.00038809+0.00066402i,-0.00034432+0.0010353i,-9.8285e-06-3.2371e-05i,0.00039044-0.00038328i,0.00047667+0.00092407i,0.00026721+0.00089119i,0.00042686-0.00054379i,0.00077452-0.0007481i,0.00036612+0.00028517i,0.00046709+0.00058757i,0.0005278+0.00098169i,3.956e-05+0.00096948i,1.2686e-05+0.00065387i,0.00041642+0.00048645i,0.00059525+5.7632e-05i
0.0019675+0.00019813i,0.0019085-0.0010813i,0.0016966-0.002563i,0.00089362-0.0028349i,-0.00055532-0.0034082i,-0.00081045-0.0022151i,0.00031659+2.0205e-05i,0.00064107+4.0399e-05i,0.00057851+0.00024886i,0.00046594+0.00096004i,0.00057227+0.00065907i,-5.4321e-05+0.00074399i,-0.00050045+0.0008246i,-9.8473e-05+0.0012043i,-9.9747e-05+0.0010482i,-0.00010651+0.00084352i,0.00052336+0.00018221i,0.00062072-0.00051038i,0.00041752-0.00014859i,8.9865e-05+8.412e-05i,-0.00013811+0.00012583i,0.00023246+0.00039475i,0.00088176+0.00045871i
0.00016085+0.00081685i,-0.00031316-0.00014138i,-0.00014178-0.001293i,6.3022e-05-0.0017998i,-0.00039178-0.0012389i,-0.0007696-0.00048343i,9.7021e-05-0.00041645i,0.0005918-0.00014457i,0.0006993+0.00084183i,0.00052905+0.0015063i,4.9667e-05+0.0011842i,0.00056253+0.00060929i,0.0011813+0.00053896i,0.0008239+0.00057871i,-0.00050236+0.00030137i,-0.00073067+5.7122e-05i,3.8657e-05+0.00023051i,-0.0001133+0.00032538i,-0.00057066-6.391e-05i,-0.00058932+6.9277e-05i,-0.00070733+0.00024344i,-0.00085345-0.00052471i,-0.00069332-0.00052194i
0.00051373-0.00096659i,0.00049216-0.00051763i,0.00014169-0.0004526i,0.00010728-0.00014233i,-0.00042341+0.00028269i,-0.00080482+0.00032828i,-0.00027947+0.00084061i,-0.00022611+0.0013299i,-0.00028224+0.0013637i,-0.00042982+0.0016119i,-0.00042255+0.001252i,0.00011669+0.00033679i,0.0005-0.00023044i,0.00082753+7.1901e-05i,0.0011811+0.00088165i,0.0014653+0.0017242i,0.00099928+0.001701i,0.00033926+0.00034287i,0.00065071-0.00044046i,0.00093955-0.00021699i,-6.4767e-05+0.00016442i,-0.00097487+0.00015492i,-0.00051542-0.00037749i
0.00086096+0.00098797i,0.00051995+0.00012108i,0.0014323+0.00036857i,0.00071756-0.0010906i,-0.00073946-0.002254i,-0.00055378-0.0013903i,-0.00015489-0.00047798i,0.00050507+0.00035112i,0.00076636+0.0011628i,0.00069536+0.0013546i,0.00063269+0.0006942i,0.00017724-8.9432e-05i,0.00010908-8.1032e-06i,0.00035458+0.0002269i,0.00031573+0.00098718i,0.00044357+0.0012507i,0.00073794+0.00096097i,-0.00014445+0.00033657i,-0.00082058-0.00076841i,6.519e-05-0.00062669i,0.00065778-0.00021225i,0.0007311-4.2072e-05i,0.00040223+2.479e-05i
-0.00030228-0.0020062i,-0.00068231-0.0016888i,-0.0014528-0.0011218i,-0.0019212-0.00088313i,-0.0020877+0.00016335i,-0.0017126+0.0017779i,4.6479e-06+0.0014508i,0.0010488+0.00095417i,0.00040968+0.00086748i,0.00012014+0.00019553i,0.00091955+3.8776e-05i,0.00045797+2.1699e-05i,-0.00050864-0.00039879i,-1.8274e-05-0.00064012i,0.00064025-0.00085899i,0.00024213-0.00031643i,-0.00032452-5.0322e-05i,-0.00040404-0.00021293i,-0.00072691-0.00052485i,-0.00075717-0.0001876i,-0.00011599+0.00010108i,0.00081096+0.00019731i,0.00090393+0.00066042i
-0.0021819-0.0012568i,-0.0031347+0.00025023i,-0.0034126+0.00064747i,-0.0025651+0.00091255i,-0.0021114+0.0017846i,-0.00081065+0.0016028i,0.00082892+0.0010379i,0.00071832+0.00075758i,0.00051863+0.00039375i,0.00033402+0.00025465i,0.00082323+3.1437e-05i,0.0015255+0.00024443i,0.00091925+0.00072791i,0.00015262+0.00055225i,-0.00036828+0.0002187i,-0.00050146-0.00017178i,0.00031126-0.00051732i,0.00097367-0.00036172i,0.00047854-0.00029588i,0.00054073-7.8896e-07i,-2.0306e-05+0.00016788i,-0.00081518-0.00057255i,-0.00072402-0.00058142i
-0.00038433+0.00017044i,-0.0005809+0.00062745i,-0.00060104+0.00085544i,-0.00073865+6.3897e-05i,-0.000833-0.00013104i,-0.0008511+0.0012049i,-0.00069402+0.0010182i,-1.1675e-05+0.00046106i,7.7404e-05+0.0002001i,0.00021923+0.00046587i,0.00019493+0.00088408i,0.00011749+0.00040771i,0.00040429-0.0005996i,0.00044472-0.00086221i,8.648e-05-0.00037575i,-0.00013196+0.00034849i,0.00040988+0.00027948i,0.00024682-0.00056858i,-0.0004525-0.00056218i,-0.0003586+0.00016227i,-0.00020041+5.306e-05i,-4.2412e-05-0.00036381i,-2.2812e-06-0.00061154i
3.0875e-05-0.000104i,0.00076329+0.0010316i,0.0010656+0.00069354i,3.4723e-05-0.0001436i,-0.001286-0.00036961i,-0.0020484+5.4969e-05i,-0.001448-8.9797e-05i,8.4324e-05+0.00053497i,0.0006565+0.0014322i,0.00021364+0.0016075i,-0.00027784+0.0016609i,-3.2571e-06+0.0013293i,0.00063933+0.00068786i,0.00080073-4.8786e-05i,0.00072828-0.00045418i,0.00071532-0.00015001i,8.5764e-05-0.0002071i,-0.00026951-0.00053603i,0.00048326-0.00076467i,0.00068782-0.00034402i,0.000821+3.5041e-05i,0.001059-5.9574e-05i,0.000218+4.4826e-05i
0.00095778-0.0012787i,0.00090786-0.0017982i,0.00070413-0.0028111i,-0.0009011-0.0033774i,-0.0017869-0.0024337i,-0.0019477-0.00053487i,-0.0013943+3.5569e-05i,0.00041079-1.5129e-05i,0.00047848+0.00083097i,-0.0010027+0.00093939i,-0.0010793+0.0010898i,-0.00068072+0.0019112i,-0.00057963+0.0017329i,-0.00045365+0.00094732i,-0.00039552+1.7769e-05i,-1.2597e-05-0.00010882i,9.9918e-05+0.00080388i,-0.00022924+0.00071109i,8.5031e-05-0.00032909i,0.00040866-0.0012106i,0.00037373-0.0010395i,0.00073678+3.3672e-05i,0.0011722+0.00061834i
-0.00076342+0.00094047i,-0.00030154+0.001088i,-0.00051548+0.0016789i,-0.00071129+0.0016245i,-0.00045944+0.001088i,0.00010727+0.0010529i,-0.00021243+0.0013979i,-0.00011798+0.0013876i,0.00022938+0.0010862i,-0.00043059+0.0012498i,-0.0012111+0.00078512i,-0.0011973+0.00033554i,-0.00050591+0.0001034i,-0.00053494-0.00031194i,-0.00038619-0.00049838i,-0.00019626+0.00010253i,-0.0014271+0.00053788i,-0.0017186+0.00033167i,-0.0014245+0.00026649i,-0.00099277-0.00023613i,-0.00088795-0.00011529i,-0.0013004+0.00052794i,-0.0007571+0.00026476i
9.0715e-05+0.0012628i,9.3532e-05+0.0016567i,0.0008183+0.00061248i,0.00049355-0.00081916i,-0.00098266-0.0012174i,-0.00070086-0.00091408i,0.00080304+0.00053015i,0.00024682+0.0012681i,-0.0007474+0.0012694i,-0.00057037+0.0010805i,-0.00022996+0.00028463i,-0.00016339-0.00020991i,6.9953e-05+6.3307e-05i,-7.4192e-05-0.00023806i,-0.00088651-0.00078192i,-0.0015433-0.0011405i,-0.0012554-0.00034458i,-0.00062079+0.00033279i,0.00017699+0.00067503i,0.00073194+0.00067938i,3.5561e-05+0.00026115i,4.3245e-07+0.00028256i,0.00060971+0.0007562i
-0.0013158+0.00050695i,-0.00066329+0.001467i,0.00063377+0.0026136i,0.001017+0.0020446i,0.0002906+0.001006i,0.00052792+0.00052382i,0.0011769+0.00048672i,0.0012387+0.0007464i,0.00032199+0.00094823i,-0.0003572+0.0014807i,0.00023094+0.00094544i,0.00099096-0.00019601i,0.00092955-0.00020557i,0.00050263-0.00042695i,0.00029352-0.00043088i,0.00020174-0.00034641i,0.00027453-0.00027951i,0.00021033-1.4365e-07i,0.00044945+0.00044308i,0.00074838-0.00015674i,0.00034748-0.00072213i,-0.00016939-5.1116e-05i,0.00027882+0.00036949i
-0.0031919+0.0010247i,-0.0030412+0.002494i,-0.0032364+0.0033517i,-0.0024523+0.0026657i,-0.0011456+0.0017828i,0.00043412+0.001364i,0.00089227+0.0012345i,0.00054216+0.0014957i,0.00070221+0.001783i,0.00096628+0.0015207i,0.0011101+0.0005277i,0.001347-7.2517e-06i,0.00084774-3.6637e-05i,0.00010295-0.00030222i,-0.00057495-0.0005406i,-0.00058059-0.00047745i,-0.00029815-0.00011521i,3.5621e-05-0.00013403i,0.00044275-0.00020211i,0.00018893+7.915e-05i,0.00046739-0.00027745i,0.00052959-0.00052518i,-0.00018717-0.00038476i
-0.0031673-0.0019663i,-0.0040327-0.00063585i,-0.0046676-0.00020526i,-0.0041296+9.6687e-05i,-0.0027465+0.00083752i,-0.0011509+0.00079733i,0.0002459+0.00016153i,0.00099326+0.00021164i,0.00020295+0.00069611i,-4.4832e-05+0.00094691i,0.00023594+0.00056327i,0.00059219+0.0001307i,0.00070388+0.00020853i,0.00040865+0.00032032i,0.00040174-7.0896e-05i,-0.00037824-0.00035188i,-0.00066499-0.00018583i,-0.00080467-0.00024217i,-0.00054287-0.00035927i,-0.00023331-6.0998e-05i,0.00019348+0.00039736i,0.00063233+0.00074326i,0.00061024+0.0004708i
0.0010486-0.00046167i,0.0019092-0.00042177i,0.0029525+0.00027294i,0.0011312+0.00023868i,-0.0011175-0.00029859i,-0.00040216-0.00064709i,0.0011897-0.00046581i,0.00036282-0.00012329i,-0.00014699+0.00021609i,5.3576e-05+0.00032825i,-0.00035655+0.00032757i,-0.00067434-5.1097e-05i,-0.00016247+0.00025929i,8.0487e-05+0.00045668i,-2.6462e-05-0.00032445i,0.00040072-0.00059041i,0.00057161-0.00085785i,0.00054812-0.00057855i,6.5897e-05-9.2558e-05i,-0.0006602-1.2098e-05i,-0.0011939-0.00028987i,-0.00053131-0.00033408i,0.00036255-6.4619e-05i
-0.0014554+0.00063074i,-0.0009794+0.00051635i,-0.0016835+0.00085076i,-0.0016262+0.001377i,-0.00094279+0.00074748i,-0.00069147+0.00048381i,-1.7123e-05+0.0010847i,0.00053757+0.0014927i,9.8288e-05+0.0018471i,-0.00016047+0.002353i,0.00024835+0.0019141i,0.00052096+0.00064694i,0.00059344+0.00011817i,0.00067183+0.00018808i,0.00067656-0.00038207i,0.00020969-0.00051257i,0.00014238+0.00010379i,-0.00019449-0.00064208i,-0.00098536-0.0007474i,-0.0013576-0.00031755i,-0.0011538-0.00056346i,-0.00055617-0.00086141i,-0.00046447-0.0011539i
0.0005793+0.00013143i,0.00068831-0.00013057i,1.5731e-07+2.7843e-05i,-0.0012916-0.00032957i,-0.0013384-0.00052102i,-0.0010709-0.0001913i,-0.00032774+0.0010239i,0.0001964+0.0018707i,1.8726e-05+0.0016609i,-0.00015035+0.0017126i,-0.00035191+0.0015709i,-0.00074473+0.0012932i,-0.00090962+0.00085495i,-0.00042556+8.3616e-05i,-0.00035663-0.0004813i,-0.00044713-0.00019794i,-0.00026712+0.000223i,0.00019273+0.00010744i,0.00051342-0.0003203i,0.00030048-0.00056498i,0.00013291-0.00037596i,-0.00083622-0.0004494i,-0.0009111-0.00035395i
-0.00011588-0.0013149i,-0.00037413-0.0011831i,-0.0012963-0.00060752i,-0.0014026+4.6619e-05i,-0.00062557+0.00021033i,0.00034424-0.00025089i,0.00020622-0.00018727i,2.7437e-05+0.0003676i,-4.7386e-05+0.00087687i,-0.00012829+0.0011633i,0.0002181+0.00070882i,0.00011863-0.00011285i,-0.00048615-9.7779e-05i,0.0003288+0.00034386i,0.00068302+0.00076332i,-0.00015324+0.00060735i,-4.3294e-05+0.0009857i,0.00043362+0.00092799i,0.00036509-7.6582e-05i,0.00055359-0.00027331i,0.00085567-4.3849e-05i,0.00037969+5.6729e-05i,-1.1698e-05+0.00037873i
0.0003168-0.001632i,0.00046472-0.00033452i,0.00075445-0.00030485i,-1.7095e-05-0.0010013i,-0.0015027-0.00153i,-0.001036-0.0011702i,-0.00034294-0.00053088i,0.00021063-0.00027313i,0.00025004-0.00035711i,-0.00015873-0.00027122i,0.00011605-0.0007254i,0.00080311-0.00068549i,0.001047+0.00011651i,0.00056711-0.0001692i,0.00036647-0.00015928i,0.00049912+0.00068336i,0.00035942+0.00084202i,0.00033012-7.1259e-05i,0.00052828-0.00028863i,0.00027851+0.00036943i,-9.9421e-05+0.00058676i,-0.00023775+6.2128e-05i,-0.00027169-0.00016013i
-0.0010453+0.0015202i,-0.0011316+0.0013473i,-0.0018793+0.0025566i,-0.0019792+0.0020486i,-0.0013765-2.472e-05i,-0.0004096-0.00057868i,0.00069035+0.00025109i,0.0012901+0.00089312i,0.00033483+0.00051493i,-0.00031094-0.00022735i,0.00026644-0.00079931i,0.00057116-0.00073585i,0.00031107-0.00065852i,-0.00017654-0.00086451i,-0.0008469-0.00073965i,-0.00094939-8.7506e-05i,0.00010185+0.00024054i,0.00073298-9.0052e-05i,0.00090368-0.00056008i,0.00082712-0.00041028i,0.0001419+0.00045717i,-1.951e-05+0.0001717i,0.00020984-0.00050569i
-0.00094435+0.0016601i,0.0010519+0.0012959i,0.0017366+0.0010954i,0.00024054+0.00016017i,-0.00031715-0.00027031i,-4.2792e-05-1.8766e-05i,-3.9323e-05+0.00012665i,-0.00012251+0.00049624i,7.2063e-05+0.00094837i,0.00037794+0.00054163i,0.0010442+0.00025456i,0.00058312+0.00033977i,-0.0002732+5.78e-05i,0.00035048-0.00039547i,6.6952e-05-0.00076394i,0.00022347-0.00060525i,0.00048557+0.00022363i,-0.00024822+0.00057751i,-0.00025065+0.00025991i,-0.00021412+0.00043484i,-0.0003138+0.00022609i,0.0002469-9.78e-05i,0.00094331-0.00030134i
0.0008413-0.00088854i,0.00026427-0.0023626i,3.7688e-05-0.0026295i,0.00032358-0.0024842i,-0.00028224-0.0024079i,-0.0010399-0.0020594i,-4.1912e-05-0.0010849i,0.00059368-0.00034914i,0.00012746-0.00022874i,-0.00024071+0.00048095i,-0.0001666+0.00074498i,0.00014014+0.00045859i,-9.4823e-05+0.00083775i,-0.00064651+0.001202i,-0.00048943+0.001196i,-0.00076677+0.0012983i,-0.00042756+0.0008042i,0.00026846+0.00050911i,-0.00033634+0.00069863i,-0.00070161+0.00097131i,-0.00075191+0.00044134i,-0.00047844-0.00052359i,-0.0004081-0.00012431i
0.0013133+3.0983e-05i,0.0017624-0.00033856i,0.0024669-0.0005183i,0.00079411-0.00046752i,-0.0014734-0.00092944i,-0.0025235-0.00080614i,-0.0022044-1.6887e-05i,-0.0012006+0.0001543i,-0.00079305+7.8253e-05i,-0.00010965-9.5854e-05i,0.00015881-0.00019435i,-0.00028783+0.00011643i,-0.000233+0.00014731i,-0.00024336-0.00024908i,-7.9547e-05-0.00040255i,-0.00010517+0.00020567i,1.4889e-05+0.0009645i,-0.00018306+0.00036595i,-0.00059616-0.00025639i,-0.00073074-0.00044291i,-0.00043247-0.0002566i,0.00030243+0.00014007i,0.00048516+0.00042246i
-2.8244e-05-0.0019389i,-0.00054568-0.00030824i,-0.0016445+4.295e-05i,-0.0020786-0.00032823i,-0.0030326+0.00042271i,-0.0022911+0.0013672i,-0.00074954+0.0012594i,0.00022197+0.00051727i,0.00073355+0.00068572i,-0.00026671+0.0015273i,-0.00081064+0.00079596i,-0.00037833-0.00017834i,-0.00023677+0.00015083i,-0.0006407+0.00031726i,-0.00051367-0.00025957i,1.8788e-05-0.0004814i,0.00026134-0.00053834i,0.00061183+2.6751e-05i,0.00068014+0.00047968i,0.00013229+0.0005927i,-0.00028167+0.00032825i,-0.00011404-0.00026423i,-0.00060029-0.00024101i
0.001746-0.002495i,0.0013291-0.003804i,0.0010917-0.004415i,-0.00011087-0.0030328i,-0.0017856-0.0021781i,-0.002682-0.00063932i,-0.001153+0.00052834i,0.00062273+0.0010184i,0.00078436+0.0008444i,0.00034176-3.4094e-05i,-3.5422e-05+5.6592e-05i,-7.7243e-05+0.00049324i,0.00034583+0.00029047i,0.00045468+0.00010558i,-0.00029042+0.00020794i,-0.00023034+0.0010301i,0.00086712+0.00098919i,0.0010587-0.00039978i,9.7315e-05-0.00033109i,-0.0002072+0.00065802i,-0.00010232+0.00042807i,-0.00048195-0.00023411i,-0.00027573-0.00042341i
0.00049272-0.00028424i,-0.00077463-0.00051095i,-0.0007836-0.00049155i,-0.0011524-0.00071119i,-0.0018594-0.00091793i,-0.00092381-0.00050303i,0.00017322-0.00023645i,-0.00015993-0.00011964i,-0.00086692-0.00039995i,-0.00079638-0.00040118i,-0.00011646-9.9701e-05i,0.00018405+0.00029943i,0.00019166+0.00075864i,0.00018217+0.00082543i,8.1633e-06+0.00071755i,0.00042763+0.00019003i,0.00084869-0.00076886i,3.8884e-05-0.001275i,2.5354e-05-0.00051461i,0.00060851+0.00029261i,0.00020727+3.2446e-05i,-0.00026493-0.00014421i,-0.00018224+0.0002994i
-0.0018008-0.0027231i,-0.0026803-0.0014505i,-0.0038375+0.00043756i,-0.0042975+0.0007733i,-0.0035289+0.0010646i,-0.0016312+0.0013575i,0.00029827+0.00084794i,0.0007159+0.0014613i,-0.0004578+0.001615i,-0.0013698+0.00054626i,-0.00098254+0.00026138i,-0.0009389+0.00081342i,5.2478e-05+0.0002169i,0.0014342-0.00027795i,0.0012528+4.7957e-05i,0.00040868+0.00037687i,-0.00061213+0.00061388i,-0.0011247+0.00037224i,-0.00039994+0.00034407i,0.00069342+0.00031799i,0.0010156+4.4335e-05i,0.001142+0.00026408i,0.00074305+0.00073476i
-0.0017213-0.00068263i,-0.0015178+0.0007917i,-0.00051866+0.0013816i,0.00032597+0.0011491i,0.00012187+0.00055441i,1.1269e-05+0.00049342i,0.00090852+0.00054046i,0.00070576+0.001047i,-0.00010075+0.0013393i,-0.00041738+0.0014734i,-0.00024065+0.0016199i,9.2053e-05+0.0015159i,3.9277e-05+0.00076086i,-0.00023433+0.00037379i,-0.00021021-0.0003458i,1.2291e-05-0.0017709i,0.0001116-0.0013592i,0.00045825-0.00060367i,0.00077259-0.0005004i,0.000893-0.00022864i,0.00088411-0.00025782i,0.0016476-0.0008831i,0.0012646-0.00043277i
6.7586e-05+0.00084742i,-0.00023603+0.00010217i,-0.000563+5.8385e-05i,-0.00048458-0.00029838i,-0.0010407-0.00075703i,-0.0015504-0.00082921i,-0.00065653+0.00019839i,0.00030846+0.00030769i,0.00041908+0.00055347i,-0.00013832+0.0013793i,-0.00015323+0.0012129i,-0.00010217+0.00064582i,-0.00022573+0.00060131i,0.00011337+0.00043166i,0.0010003+0.0007425i,0.00085834+0.00045868i,0.00017053-0.00031584i,-8.6396e-05-0.00034393i,-0.00046769-0.00042929i,-0.00030242-3.2032e-05i,-0.00019093-0.000108i,-0.00054465-0.00046617i,-0.00010768-0.00042773i
0.00022316-0.00047048i,0.0012398-0.00065686i,0.0014003-0.00076965i,-0.00018739-0.00026492i,-0.0010782-8.672e-05i,-0.001144+0.00022185i,-0.00099361+0.0013177i,-0.00051086+0.0012176i,0.00026975+0.00038389i,0.00051346+0.00021192i,0.00061786-5.9512e-06i,0.00062574+0.000354i,0.00018119+0.00055679i,-0.00019466+0.00019801i,-0.00049267+0.00024994i,-0.00040563+0.00034991i,0.00041531+0.00034032i,0.00067307+0.00038972i,0.00022533+0.00059648i,0.00012963+0.000346i,0.00012327+0.00016793i,0.00019045-9.9771e-05i,-0.00021478-0.00022018i
-0.00048866+0.00052431i,0.00081762+0.00075638i,0.00033939+0.001948i,-0.00033973+0.0027268i,-0.00066639+0.0022176i,-0.00099385+0.00053303i,-0.0013067-0.00041842i,-0.0011992+0.00075179i,-0.00011529+0.0016334i,0.00084009+0.0012807i,0.0010831+0.00057431i,0.00078609+0.00049547i,-2.8304e-05+0.00015752i,-0.00025435-0.00023959i,-3.1749e-06-0.0004727i,-1.6646e-05-0.00034093i,-0.00019958-0.00012817i,0.00061278-0.0007446i,0.00085553-0.001208i,0.0011852-0.00091138i,0.001223-0.00061722i,-5.8971e-05-8.9517e-05i,-0.00038586-0.00013762i
0.0010013-0.00014119i,0.00012137-0.00039576i,0.00027801-0.00045085i,-8.4097e-05-0.0017457i,-0.0017519-0.0018907i,-0.0024185-0.00081434i,-0.001307+0.00012266i,2.7056e-05+0.00052245i,0.0007831+0.00028987i,0.00075623+0.00027495i,0.0002353+0.00048593i,-0.00025043+0.00029818i,-5.4909e-05-0.00065739i,0.00062527-0.00042514i,0.0010468-2.0755e-05i,0.00040708-0.0001529i,-0.00021846-0.00049356i,-0.00044082+8.3597e-06i,0.00017328+0.00040632i,0.0013186-0.00025832i,0.00097873-0.00052453i,-0.00013808+6.973e-06i,-0.00019772+0.00046757i
0.00019884-0.00056423i,-0.00091288+1.3662e-05i,-0.0019589-0.00076217i,-0.0016893-0.0013111i,-0.0022727-0.00014625i,-0.0014952+0.00039583i,0.00029484+0.00017818i,0.00052628-0.00010798i,-7.3454e-05-0.00013259i,-0.00039233+0.0003291i,0.00039276-3.251e-05i,0.00089112-0.00011866i,0.00066824+0.00070264i,0.00014256+0.00068387i,0.0002532+0.00036013i,0.00045213+0.00019257i,0.0001613-1.6586e-05i,0.00029493-0.00015214i,0.00054627-0.00060504i,0.00045154-0.0002246i,6.3753e-06+0.00039854i,-5.728e-05+2.6566e-05i,0.00039795-0.00034128i
-0.0014845+0.0011643i,-0.00051805+0.0028375i,-0.00061402+0.0024933i,-0.00093384+0.0020157i,-0.00072049+0.0020031i,-0.00034115+0.0018186i,-0.00069357+0.0011794i,-0.00042452+0.00070177i,0.00089599+0.00091437i,0.001481+0.00055554i,0.0011581+0.00029213i,0.0008241+0.00034641i,0.00090319+4.0038e-05i,-8.0455e-05-0.00056595i,-0.00097837-0.0014141i,-0.00041283-0.0010719i,-0.00014575-0.00023654i,0.00014746+0.00040302i,-1.7481e-05+0.0003504i,-0.00072035+0.00021368i,-0.0010168+2.241e-05i,-0.00080982+0.00037053i,0.00027581+0.0002062i
-1.7082e-05-0.0001462i,-0.00025831+0.00053176i,-1.3548e-05+0.00047445i,-6.687e-05-7.5193e-06i,8.7737e-05-0.0012222i,-6.4725e-05-0.0012272i,-0.00043396-0.00078931i,-0.00049891-0.00050479i,2.9013e-05-0.00037779i,0.00049788-0.00016307i,0.00048149+0.00049005i,0.00059471+0.00035468i,0.00035926+0.0002356i,-0.00041417+0.00072708i,-0.00074112+0.00025409i,-0.00017867-0.00053768i,-0.00016084-0.00081192i,-0.00023522-0.0003681i,-1.4415e-05+0.00047169i,-0.00049428+0.00068748i,-0.00072485+0.00054062i,-0.00042338+0.0010376i,-1.5202e-05+0.0010137i
0.00055878+0.00061319i,0.00038312+0.001118i,0.00066565+0.0017679i,7.6883e-05+0.00086497i,-0.0015996-0.00073617i,-0.002283-0.00091441i,-0.0012459-9.6892e-05i,-0.00014253+0.00054529i,-0.00019032+0.00073136i,-0.00039867+0.00099059i,5.4523e-05+0.0018311i,0.00073428+0.0013168i,0.00080393+0.00053604i,0.00016325-7.9407e-05i,-0.00039909-0.00032999i,0.0002007-0.00016771i,0.00068445+0.00011399i,-0.00021451-0.00017596i,-0.00023217-0.0006323i,-7.9437e-05-0.00024881i,-0.00046393+9.587e-05i,0.00025277+0.00036478i,0.00059201+0.00030129i
-0.00080201-0.00039785i,-0.00013248-0.00126i,0.00067834-0.0013563i,0.00091328-0.0012212i,5.4553e-05-0.0010935i,-0.00035546-0.00058493i,0.00034235-0.00047227i,0.00035051-0.00023016i,-0.00034161+0.00041192i,-0.00010504+0.0004406i,2.97e-05+0.00018234i,4.028e-05-6.3346e-05i,0.0001073-3.943e-05i,-0.00044141+5.432e-05i,-0.0001565+0.00020708i,-0.00017248+0.00048405i,-0.00086622+0.00061207i,-0.00073258+0.00029846i,0.00053678+0.00020944i,0.00083625+0.00035197i,0.00014746-0.00052521i,0.0002054-0.00095509i,3.1319e-05-0.00084903i
0.00094458-0.00040626i,0.00080027-0.0015549i,-8.1481e-05-0.0020489i,-0.00070356-0.0023732i,-0.00081658-0.0018331i,-0.00071897-0.0006548i,-0.00045559+0.00019693i,-0.0001101+0.001613i,0.00028158+0.0015325i,0.00034002+0.00047738i,0.00079491+0.00039436i,0.0010852+0.00067533i,0.00045251+0.00067518i,-1.4979e-05-0.00028579i,9.8653e-05-0.00099975i,0.00010689-0.0010669i,0.00049715-0.00022725i,0.00043089-0.00028276i,-1.6493e-06-0.00049019i,-1.8764e-05+4.1099e-05i,0.00013457-0.00027129i,0.00037301-0.00047153i,0.00072616-0.00029226i
-0.00037047+0.00040402i,-0.00046344+0.00021927i,0.00014313+0.0010843i,-8.9914e-05+0.00099446i,-0.00067778-0.00024382i,-0.00046998-0.0013355i,0.00019669-0.0014644i,0.00037942-0.00076443i,0.00042302+0.00010185i,0.00044859+0.00024059i,0.0001634-0.00027118i,-0.0004714-0.00052708i,-0.0002804-0.00077007i,-0.00044109-0.00056266i,-0.00044458-0.00015544i,0.00012386+0.00013361i,0.00038373-0.00021662i,0.00073923-0.00055312i,6.2895e-05-0.00077071i,-0.00087164-0.00088316i,-0.0007694+0.0002041i,-0.00014762+0.00033819i,0.00092704+0.00028235i
