0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
-3.5904e-05-0.0036243i,-9.1998e-05-0.0020545i,-0.00060667-0.0018718i,-0.0013338-0.0016683i,-0.0030677-0.0017219i,-0.0051442-0.0022337i,-0.0056177-0.0026941i,-0.0037393-0.0027566i,-0.0018243-0.0029559i,-0.0017238-0.0030261i,-0.0014943-0.0022083i,-0.0013041-0.00071205i,-0.0011827+0.00038517i,-0.00022767+0.00017001i,0.00056625+0.00017196i,0.0013568-4.8851e-05i,0.0020883-0.00068995i,0.0016005-0.0011702i,0.00062692-0.0015919i,-0.00017363-0.0017274i,-0.00042206-0.00035705i,-0.00033282+0.00095382i,-0.00037225+0.00079618i
-0.0008091-0.0022018i,-0.0011125-0.0020295i,-0.001631-0.00096397i,-0.00027084-0.0010399i,0.00022485-0.0023787i,-0.00037567-0.0038386i,-0.0010932-0.0043851i,-0.00085194-0.0032378i,-6.408e-05-0.0030447i,8.0002e-05-0.0038026i,-0.00013964-0.0031054i,-0.00054126-0.0017578i,-0.00051708-0.00091866i,-0.00043703-0.00012103i,0.0002441+0.00048634i,0.00094187+0.00019584i,0.00083624+0.0001664i,0.00079633+0.0010036i,0.00077796+0.001141i,0.00026549+0.00071486i,-3.9877e-05+0.00016312i,-0.00052909-1.3991e-05i,-0.00076961+4.1794e-05i
0.00015582+0.00133i,0.00024662+0.0012015i,0.00093624+0.00026421i,0.0022997+0.00033428i,0.0035904-0.00085031i,0.0040287-0.0031827i,0.0025611-0.0038147i,0.0017433-0.0028435i,0.0025166-0.0023017i,0.0026421-0.0028547i,0.0017524-0.0033976i,0.00082702-0.0026065i,0.0001552-0.00085262i,-0.0006464+0.00026221i,-0.000657+0.0006151i,-0.00028508+0.00021949i,-0.00023208+0.00028386i,-0.00021909+0.0015376i,-0.00073359+0.0018399i,-0.0010574+0.00073668i,-0.00089096-0.00056477i,-0.00021411-0.00043903i,0.00014649+0.00054004i
-0.0015694+0.00028799i,-0.00026415+0.00068871i,0.00070643+0.0010464i,0.0029261+0.00070174i,0.0048315+0.00015163i,0.0051052-0.0012674i,0.0036598-0.0014467i,0.0018817-0.00085273i,0.0023788+4.671e-05i,0.0024278+0.0007244i,0.0015327-1.0956e-05i,0.0013383-0.00070291i,0.00029384-0.00074538i,-0.00023594-0.00015147i,-0.00031301+0.00048682i,3.4466e-05+0.00065791i,0.00059047+0.001406i,0.00021894+0.0015444i,-0.00013244+0.0015348i,0.00034883+0.0013929i,0.00051799+0.0010898i,0.00017055+0.00073792i,0.00076776+0.0010755i
-0.00023431+0.0011219i,0.0011824+0.0015186i,0.002543+0.0026025i,0.0030934+0.0036798i,0.0038887+0.0029578i,0.0045299+0.0014584i,0.0033245+0.00065336i,0.0018375+0.00079913i,0.0012388+0.0016737i,0.0016433+0.0020367i,0.001817+0.0010603i,0.0010145+0.00079452i,-3.9189e-05+0.00069829i,-0.0006805+0.00036961i,-0.00043607+0.00038506i,-0.00075561-0.00034165i,-0.0009833-0.00074346i,-0.00085147+6.3442e-05i,-0.00051455+0.00053205i,0.00015625+0.00097474i,-0.00023366+0.0013724i,-0.00043096+0.0011709i,-0.00025949+0.0011103i
-0.0019984-0.00048127i,-0.0019348+0.00071064i,-0.00036956+0.0015561i,0.0012326+0.0020263i,0.0013876+0.0028166i,0.00067659+0.0026253i,-0.00028296+0.0012492i,-0.00045386+0.00089657i,0.00036056+0.0017404i,0.00051446+0.0007032i,0.00037988-0.00055292i,-0.00038458-0.00027807i,-0.00075925+0.00015796i,-0.00019469+0.00051977i,-8.1652e-05-0.00012482i,-0.001129-0.00038954i,-0.0015013-0.00093933i,-0.00085296-0.0016632i,-0.0010467-0.00082805i,-0.001088+0.00077979i,-0.00035078+0.0015009i,2.2302e-05+0.0013107i,-0.00013768+0.00068668i
0.0035041-0.002257i,0.0032804-0.0024013i,0.0018017-0.0012035i,0.00019971-0.00023201i,-0.00093527+0.0008149i,-0.0026657+0.0011468i,-0.003563+0.00089698i,-0.0025085+0.0010165i,-0.0016157+0.00080512i,-0.00091315+0.00035271i,-0.00066592+4.04e-05i,-0.00053266-0.00032536i,6.8558e-05-0.00057859i,0.00016852-0.00050908i,-4.7136e-05-0.00051661i,-8.486e-05-0.00069741i,-0.00074133-0.0014982i,-0.00094835-0.0021267i,-0.0012665-0.0012453i,-0.0017287+0.00044842i,-0.0010839+0.00093726i,-0.00058179+0.00026789i,-0.00032581-0.00011341i
0.0021025-0.0034956i,0.0005682-0.0019825i,-0.00077058-0.001168i,-0.0018246-0.00017934i,-0.0029928-0.00015834i,-0.0040637-0.00011921i,-0.003925-0.00019266i,-0.002543+0.00032675i,-0.0010629+0.00078806i,-0.00052445+0.00019028i,-0.00076787-0.00044354i,-0.0006883-0.00049014i,-0.00049376-0.00044298i,-0.0003308-0.00057399i,0.00065863-0.00079228i,0.0013889-0.00081844i,0.0014894-0.001022i,0.0013231-0.00094904i,-9.1989e-05+0.0002797i,-0.0011852+0.00052859i,-0.0006279+0.00046581i,-0.00048579+0.00046667i,-0.00060772+0.00054718i
0.002038-0.0036946i,8.8253e-05-0.0034331i,0.00011422-0.003198i,-0.00077407-0.0025278i,-0.0016484-0.0033243i,-0.0031695-0.0035255i,-0.0039585-0.0030339i,-0.0020274-0.0027241i,0.00040632-0.0017971i,0.0005901-0.0018196i,-0.00060096-0.0018033i,-0.0007959-0.00065881i,-0.00021962+0.0002075i,0.00080362+0.00063254i,0.0013417+0.00069239i,0.0019009+0.001005i,0.002441+0.00094042i,0.00266+0.00019602i,0.0020818+5.5068e-05i,0.00047746+0.00029746i,-0.00068751-0.00054601i,-0.00080714-0.0010326i,-0.0012364+6.0965e-05i
0.00076553-0.0035143i,-4.7996e-05-0.0014543i,2.6564e-05-0.00016663i,0.0012946-0.00055249i,0.0018702-0.0023235i,0.00027765-0.0038807i,-0.00071455-0.0040907i,-0.00038805-0.0027543i,0.00069001-0.0020737i,0.0018189-0.0015619i,0.0013799-0.00077463i,0.00043744-0.00056922i,-4.8579e-05-0.00076358i,-0.00015927-0.0008088i,0.0010493-2.782e-05i,0.0018194+0.00080457i,0.00080398+0.0013141i,0.00072713+0.00069525i,0.0017817+0.00087627i,0.0011535+0.00081254i,8.8408e-05+0.00017891i,6.81e-05-3.9368e-05i,0.00051124-0.00082619i
-0.0018771+0.0019202i,-0.00035172+0.0023548i,0.00061702+0.0025548i,0.0013801+0.00095516i,0.0025875-0.00091552i,0.0032958-0.0022057i,0.0023434-0.002315i,0.0015117-0.0015005i,0.0018181-0.0003141i,0.0017914+0.00011764i,0.0010306-0.00065732i,-0.00011747-0.00057885i,-0.00047791+0.00030193i,0.00022671+0.0010234i,0.00065492+0.00050792i,0.00059089+0.00038404i,0.0008306+0.0013094i,0.0012322+0.0019805i,0.00091772+0.0022325i,0.00067082+0.0015619i,0.00081835+0.00028297i,0.00069013-0.00024646i,0.00044823+0.00026881i
0.0020805-0.00092468i,0.0022377-0.00010978i,0.0017099-0.00045331i,0.0023881-0.00026638i,0.0035406-0.00033174i,0.003247-0.0012858i,0.0029439-0.0011203i,0.0022833-0.00031188i,0.0018582+2.5647e-05i,0.00097203-0.0006932i,-0.00036891-0.0010217i,-0.0011229-0.00035419i,-0.00081409-0.00027291i,-0.00021322-0.00045375i,-0.000546+0.00051883i,-0.0012101+0.00097041i,-0.001716+0.0013354i,-0.0020041+0.0014141i,-0.0011207+0.00081504i,0.00036382+0.00058325i,0.00078984+0.0012324i,0.00046392+0.0019896i,-1.9809e-05+0.0010738i
-0.00074638+0.0011682i,0.00074702+0.0026676i,0.0011127+0.0033188i,0.0014769+0.0032686i,0.0027106+0.0034142i,0.0031785+0.0026982i,0.0017693+0.0014379i,0.00029246+0.00090237i,0.00017507+0.00078443i,0.00034627+0.00041941i,-0.00019512-0.00070405i,0.00010633-0.0017734i,-0.00016643-0.0018276i,-0.0011144-0.00090266i,-0.0011015+0.00048527i,-0.00067969+0.00042435i,-0.0013291-0.00072934i,-0.0019137-0.00085042i,-0.001483+0.00056672i,-0.00072082+0.0024196i,0.00019265+0.0033121i,0.00046883+0.002209i,-0.00017534+0.00025961i
0.001876-0.0025767i,-0.00038679-0.0018178i,-0.00090179-0.0012811i,-0.00077456-0.00044819i,-0.0015393-0.00034216i,-0.0013974+0.00049682i,-0.00075982+0.00031913i,-0.0010331-0.0007204i,-0.00037556-0.00072303i,0.0007274-0.00087034i,0.00061871-0.0017864i,0.00027307-0.0021661i,0.00047575-0.0010798i,0.00045586-0.00028596i,0.00047516+9.0506e-05i,-0.00016139+0.00045783i,-0.00075146+0.00010273i,-0.00073274-6.214e-05i,-0.00069423+0.00062598i,2.4397e-05+0.00083727i,0.00032156+0.00048875i,-0.00060508+0.0001168i,-0.00104-0.00050528i
0.00078865+0.0032925i,0.0010553+0.0034539i,0.0013314+0.0031632i,0.00050231+0.0012189i,-7.2303e-05-0.00016784i,-0.00082087-0.00066873i,-0.002268-0.0010084i,-0.0022381-0.00070495i,-0.0006253+0.00011998i,0.00033512+0.00026371i,0.00029191-0.00061458i,0.00042624-0.001172i,0.0014555-0.0010386i,0.0011734-0.00073964i,0.00018306-0.00074533i,0.00071212-0.00066176i,0.0012617+2.4775e-05i,0.00054648+0.00081204i,-0.00012413+0.001139i,-0.00033712+0.0012077i,-0.00079779+0.00079735i,-0.00039103-1.4923e-05i,0.00043301-6.2484e-05i
-0.0022299-0.002572i,-0.0018472-0.00032722i,-0.00074867+0.00048215i,0.00016467+0.00058566i,-0.00076456-1.134e-05i,-0.0025023-0.0015047i,-0.0028678-0.0025272i,-0.0020458-0.0015911i,-0.00069639-0.00042531i,-0.00052443-0.000642i,0.00053252-0.00060304i,0.0019129-6.4755e-05i,0.0014815+0.00039965i,0.00063157-0.00018055i,0.00082423-0.00033232i,0.0011397-6.9232e-06i,0.0011176+0.00043398i,0.00057436+0.00039738i,-0.00038073+0.00013609i,-0.00049131+0.00071378i,-0.0014846+0.0013853i,-0.0021856+0.00096986i,-0.0012994+0.00036767i
-0.0028361-0.0006604i,-0.0018202+0.00089014i,0.00012339+0.00094772i,0.00072449+0.00077258i,0.00045539-0.00041407i,6.3532e-05-0.0023978i,-2.6437e-05-0.0029221i,0.00016921-0.0017782i,0.0010014-0.00020446i,0.0019241+0.00013587i,0.0014844-0.00028222i,0.00086198+0.00048299i,0.00045945+0.00099974i,0.00054429+0.00051912i,0.00099213+0.00051105i,0.00085951+0.00037384i,0.00053872-0.000191i,6.6979e-05-0.00070109i,-0.00036583-0.00019467i,-0.00032826+0.00077851i,-0.00016663+0.0010042i,-8.2457e-05+0.00043892i,0.00038951-2.7898e-05i
-0.0025669-0.00068289i,-0.00153+0.00042873i,0.00038133+0.0017227i,0.0020268+0.0020332i,0.0021123+9.1275e-05i,0.0016665-0.0019133i,0.0011197-0.0031125i,0.00058072-0.0023814i,0.00080413+0.00020934i,0.00044542+0.0012542i,-0.0003846+0.00086248i,-0.00066692+0.00080635i,-0.00011922+0.0011325i,0.00042005+0.00067042i,0.00093783+0.0005456i,0.0011785+0.00117i,0.0005641+0.00096735i,-0.00044342-0.0002611i,-0.00094326-0.0002838i,-0.00036736+0.0004487i,0.00038367+0.00021292i,0.00054651-0.00028538i,0.00078176-0.0006933i
-0.0017073-0.0025658i,-0.0022877-0.0015936i,-0.0031498-0.00034646i,-0.0017618+0.0011357i,0.00070322+0.00033133i,0.0022178-0.00074781i,0.0022784-0.00045903i,0.00089403-8.1214e-06i,8.8669e-05+0.00022083i,0.00012854+0.00058381i,-0.00026956+0.00034834i,-0.00028807-0.00048295i,-0.00042746-0.00033439i,-0.00065834-1.9105e-05i,-8.6485e-05+0.00038188i,0.00095404+0.0011538i,0.0011116+0.0012503i,-0.00019615+0.00096691i,-0.00079202+0.00083878i,-0.00048914+0.00043343i,9.0704e-05-0.00011723i,9.774e-05+2.663e-05i,-0.00043952+0.00051115i
-0.00091737+0.001048i,-0.00033127+0.0020872i,0.0017329+0.0023711i,0.0031463+0.0016814i,0.0039233+0.00029895i,0.003769-0.00016963i,0.0028464-0.00021086i,0.0018184-0.0001673i,0.0011977-1.3028e-05i,0.00082565-0.00039252i,-0.00050394-0.0006079i,-0.0013121-0.00063914i,-0.00072797-0.00068237i,0.00047199+0.00043763i,0.00051046+0.0012672i,-0.00066728+0.0012412i,-0.0011135+0.00060054i,-0.00080013+0.00026374i,-0.00071549+0.00021327i,4.2017e-05+0.0006857i,0.00048669+0.00058519i,-0.00014317+0.0001274i,-0.00071547+0.00010347i
0.00071888+0.0023622i,0.00093309+0.00036167i,0.00023471+0.00025204i,0.00050732+0.0018125i,0.001306+0.0026782i,0.0015465+0.0014373i,0.00020153+0.00047652i,-0.00045852+0.0010334i,-0.00023748+0.0011211i,-0.00023761-0.00029521i,9.2742e-05-0.00083196i,-5.8329e-05-0.00062696i,-0.00019215-0.00069659i,-0.00030478-0.00033964i,-0.00080814+0.00016249i,-0.0010182+0.00011494i,-7.4112e-05-0.00019721i,0.00018955+0.00041344i,-1.113e-05+0.00084314i,0.00012077+0.00064332i,0.00010364+8.1718e-05i,-4.2802e-05-0.00021703i,-0.0007103+0.00010777i
-9.3416e-05-0.0019192i,0.00035663-0.00071702i,0.0011456+3.8466e-05i,0.00079459+0.0014475i,-0.00023718+0.0019459i,-0.001123+0.0016343i,-0.001894+0.00089722i,-0.0015724+0.00090318i,-0.00060562+0.0014519i,0.00031642+0.0012457i,0.00068756+8.7967e-05i,0.00051842-0.00061789i,0.00055626-0.00061294i,0.00012382-0.00065163i,-0.00028991-0.00026108i,-0.00048414+0.00048745i,-0.00096499+0.00058655i,-0.00052176-0.00014681i,0.00043583-0.00033905i,0.00024281+0.00020173i,9.8279e-06+0.00083i,-0.00032686+0.0011192i,-0.00046422+0.0012502i
0.00041671+0.00034125i,0.00010584-0.00057253i,0.0011246-0.00041659i,0.00074923-0.00045537i,-0.00072994-0.00043038i,-0.0022868-0.00026385i,-0.0034086-0.00037631i,-0.0031862+0.00041438i,-0.00068849+0.001109i,0.00027946-2.727e-05i,0.00022392-0.0010442i,0.00032453-0.00050173i,-0.00016189-0.00024957i,-0.00074058-0.0010096i,-0.0011099-0.0012117i,-0.00046079-0.0010785i,0.00032229-0.00092008i,0.00059438+1.896e-05i,0.00022691+0.00039168i,-0.00032011-2.9742e-05i,-0.00056306+9.1761e-05i,-0.0003766+0.00052972i,0.00031945+0.00038735i
0.0024442-0.0045824i,0.0012355-0.0039598i,-0.0001329-0.002444i,-0.00079118-0.0015438i,-0.002009-0.001889i,-0.0031754-0.0019139i,-0.0029629-0.0017596i,-0.0026837-0.00067676i,-0.0013931-0.00020727i,0.0010183-0.0014159i,0.0012081-0.0011873i,0.00034349-0.00034974i,0.00029943+0.00013052i,-9.08e-05+0.00037268i,0.00035227-4.4326e-05i,0.00046368-0.00028478i,0.00048649-0.00049295i,0.00043412+0.00016956i,-0.00021945+0.00091337i,-0.00061117+0.00083504i,-0.00072302+0.00080726i,-0.00055802+0.00067716i,-0.00018729+0.0006411i
0.0014895+0.0032386i,0.0017485+0.0028318i,0.0011137+0.0017669i,0.00077374-0.00053273i,0.00069431-0.002863i,0.00053327-0.0037446i,-0.00045392-0.0035582i,-0.0016684-0.0025772i,-0.0010461-0.0017799i,0.00028866-0.0014006i,-4.1355e-05-0.00032602i,-0.00032904+0.00041077i,8.4267e-05+0.00026225i,0.00062197-1.2778e-05i,0.0010061-0.0006484i,0.00079217-0.00054152i,0.00026855+0.00060969i,-0.00049775+0.00058959i,-0.00035054+3.8202e-06i,-0.00060073-0.00015932i,-0.00070594-8.4304e-05i,-0.00055651+0.00058664i,-0.00031354+0.00070469i
0.0012056-0.00030354i,0.00091931+0.00053004i,0.0018849+0.00048178i,0.0038474-0.00024379i,0.0038465-0.0021876i,0.0021518-0.0043012i,0.0016922-0.0046337i,0.00085313-0.0025567i,0.00014186-0.00073708i,0.00011133-0.00041891i,0.00011266-0.00055057i,-0.00047956-0.00011815i,-0.00087363+0.00033395i,-0.00054122+0.00029053i,-5.9664e-05+0.00047851i,7.1045e-06+0.00069287i,0.00029319+0.00064353i,3.5833e-05+0.00022669i,-0.00061351+6.8166e-05i,-0.0011248+0.00038661i,-0.0015443+7.9498e-05i,-0.00085586-0.00025337i,-0.00051292+0.00041787i
0.0026014+0.0046155i,0.0029923+0.0032707i,0.003708+0.0019315i,0.0041885+0.00088495i,0.0046992-0.0010931i,0.0043469-0.0032328i,0.0022715-0.002979i,0.00071374-0.0022341i,0.00034467-0.0014366i,-0.00030268-0.001294i,-0.0011591-0.0019919i,-0.00077006-0.0017408i,0.00048695+0.00018854i,0.00067595+0.0012199i,-0.00043546+0.0012396i,-0.0010681+0.00076453i,-0.00027418+0.00021573i,0.00027614+4.0607e-05i,5.7044e-05+0.0003018i,6.7405e-05+0.00024041i,-0.00045239-0.00018669i,-0.00079941+9.4076e-05i,-0.00035043+0.00088422i
6.7249e-05+0.0010633i,-0.0011409+0.00042811i,-0.00031906+1.1695e-05i,0.0023936+0.00014717i,0.0044856+0.00015241i,0.0043734+0.0001383i,0.0028372-0.00025806i,0.0018442-0.00071337i,0.0016844-0.0006284i,0.0007542-0.0015605i,0.00026471-0.0023597i,4.5729e-05-0.0020959i,7.0242e-05-0.0012967i,0.00055714-7.5753e-05i,-0.00022167+0.00033868i,-0.0010517+0.00012766i,-0.00047191-0.00033156i,6.1255e-05-0.00016911i,0.00033212+0.00032714i,0.0002351-0.00014093i,1.2865e-05-0.00013924i,-9.186e-05-0.00038617i,-0.00025468-5.5681e-05i
0.00039614-1.9411e-08i,0.0014338-5.1696e-05i,0.0015836+0.00033852i,0.0016445+0.00099587i,0.0020066+0.0016185i,0.0017224+0.0019738i,0.0015269+0.0024145i,0.0018351+0.0027704i,0.0018591+0.0015892i,0.0010302+0.00013192i,0.00049635-0.00059289i,0.00029656-0.0013081i,-0.00040731-0.0014803i,-0.00079077-0.00083992i,-0.001312-0.00010026i,-0.001256-0.00012129i,-9.1393e-05-0.00018735i,0.00039185+0.00013527i,-8.1677e-05+0.00042802i,0.00044112+0.00074845i,0.00099352+0.00069231i,0.00028449+0.00061076i,-0.0002501+0.00043785i
0.00070241+0.00058642i,0.00037715-0.00040905i,0.00063062+5.3728e-05i,0.00025963+0.0010017i,-0.00023203+0.00094162i,-0.00039483+0.00045942i,-0.0011094+0.0013406i,-0.0012486+0.0023856i,0.00031374+0.0019317i,0.0012271+0.00046049i,0.0008013-0.0007762i,0.00024168-0.00011631i,-0.00029807-0.00013514i,-0.00042151-0.00048835i,0.0002629-0.00024124i,0.00047047-0.00021611i,8.7641e-05-0.00081521i,-0.00019632-0.0014392i,-0.0010676-0.0009414i,-0.00053137-0.00055403i,0.00048732-0.00086886i,0.001004-0.00039126i,0.00089905+0.00020054i
-0.001995-0.0012258i,-0.00060375-0.00048484i,-0.00031871-2.5871e-06i,0.00087214+0.00050746i,0.0010549+0.0018092i,-0.00042095+0.0016932i,-0.0017915+0.001087i,-0.002814+0.0015539i,-0.0021627+0.0017665i,0.00028556+0.00094173i,0.0015316+0.0003455i,0.0011878+0.00040717i,0.0011506+0.00050231i,0.00038073-0.00011148i,-0.00043192-0.0007324i,-0.00016447-0.00091326i,-0.0001211-0.0008314i,-0.00017957+0.0004063i,-0.0010434+0.00052417i,-0.0016955-7.7655e-05i,-0.00096075+0.00024149i,-0.00030166+0.00048432i,0.00030854+2.757e-05i
0.00045611+0.00070128i,0.0011426+0.0016238i,0.0014518+0.0018135i,0.00082202+0.0005508i,-0.00060169-0.00055053i,-0.0019751-0.0014955i,-0.0032061-0.0017498i,-0.0036428-0.00043709i,-0.0025277-0.00049475i,-0.0013803-0.0013418i,-0.00047023-0.0007909i,0.00049103+0.00047141i,0.00016105+0.00098563i,-0.00025998+0.00073777i,0.00060533+0.00022963i,0.00094076+0.00022688i,-2.9424e-06+0.00046222i,-0.00063196+0.00015026i,0.00027427-0.00012798i,0.00067919+0.00073363i,0.00015845+0.0017951i,0.00034446+0.001624i,0.00056471+0.00082163i
-0.0012284-0.00054202i,-0.00099827-0.0012182i,-0.00021104-0.00070751i,0.00061536-0.00087191i,0.00042178-0.0017154i,-0.00063011-0.0026655i,-0.00097643-0.0040835i,-0.0011018-0.004043i,-0.00078168-0.0026962i,0.00041771-0.0016922i,1.8958e-06-0.00050557i,-0.001306+0.0005106i,-0.0013558+0.00054372i,-0.00070547-6.4832e-05i,-0.00030191+4.9732e-05i,-0.00041216+0.00036789i,-0.00017492+0.00047308i,0.00024597+0.00097327i,0.0003306+0.00042375i,-2.024e-05+0.00022819i,-0.00048464+0.0011672i,-0.00095662+0.0015152i,-0.00058718+0.0014037i
0.00016513-0.00032124i,0.0013397+0.0013259i,0.0025762+0.0021077i,0.0021641+0.0004268i,0.001747-0.0024483i,0.0013776-0.0039755i,0.00052246-0.0043806i,0.00029178-0.0042652i,0.00063699-0.0033634i,0.00047246-0.0020162i,-0.00060681-0.0017027i,-0.0013083-0.0013754i,-0.00018645-0.00075453i,0.00063152+0.0001218i,0.00043185+0.00088097i,0.0001065+0.00033462i,4.5052e-05+0.00031118i,0.0005343+0.0011666i,0.00072029+0.0012967i,-0.00030731+0.0011381i,-0.0012105+0.00060262i,-0.0013278+0.00057418i,-0.00091268+0.00056225i
0.0018674+0.00098192i,0.00099364+0.0004586i,0.00084146+0.00053702i,0.0013473+0.0003207i,0.0012819-0.00089273i,0.0015764-0.0025717i,0.0015647-0.0024732i,0.0014315-0.0013915i,0.001438-0.00091924i,0.0016347-0.0005674i,0.00050488-0.0013252i,-0.00014262-0.0017872i,-0.00016592-0.00085659i,-0.00034032-0.00023472i,-0.00016764+0.00021264i,0.00016562+0.00015534i,0.00042477+6.3981e-05i,0.00017646+0.00033848i,-0.00033419+0.00055755i,-0.00054198-3.4895e-06i,0.00014233-0.00014074i,0.00038363+0.00058907i,0.0001304+0.00015332i
-0.00031398-0.0003i,0.00012498-0.00033957i,0.001098+9.2495e-05i,0.0027123+0.00088847i,0.0030616+0.00026078i,0.0022785-0.00076205i,0.0024197-0.00025256i,0.0027394+0.00027294i,0.0027433+0.000351i,0.0017402+5.33e-05i,0.00063992-0.00063314i,0.0002408-0.00097184i,9.374e-05-0.00044446i,9.7983e-05-1.866e-05i,1.1495e-06+0.00028336i,-0.0001953+0.00053087i,7.5561e-05+0.00052387i,9.4312e-06+0.0010808i,-0.00054224+0.0011296i,-0.00059269+0.00040818i,5.9128e-05+8.0916e-05i,0.00039557-6.9914e-05i,2.647e-06-0.00020373i
0.0014385-0.0015371i,0.00094575-1.5321e-05i,0.00080832+0.00078124i,-0.0001902+0.0016353i,-0.00013722+0.0014673i,0.00044859+0.0016309i,-4.885e-05+0.0024205i,0.00049418+0.0024341i,0.0011611+0.0018736i,0.00012663+0.00082713i,0.00058579-0.00057796i,0.0013389-0.00063481i,0.00074089+0.00063619i,0.0004901+0.00097699i,0.00058432+0.0005255i,0.00053453-0.00046319i,-0.00011687-0.0010055i,-0.00067811+3.035e-05i,-0.00047784+0.00061195i,-0.00017318+0.00063762i,-0.00014189+0.00030567i,-0.00040816+0.00027718i,-0.00079661+0.00080361i
-0.0031343-0.00098271i,-0.0024366-0.00029184i,-0.002015+0.00022178i,-0.0016001+0.00084026i,-0.0004014+0.0011059i,0.00010837+0.0011871i,-0.00054302+0.0014936i,-0.0013331+0.0023619i,-0.0015121+0.0021866i,-0.00056999+0.00068088i,-0.00019446+0.00037225i,-0.00037576-9.1562e-05i,0.0001507-0.00077986i,-0.00011033-0.00058908i,-0.00039709-0.00099957i,0.00029302-0.001025i,0.00055831-0.00035138i,0.00010955+0.00013445i,-9.5898e-05+0.00082343i,1.282e-05+0.00097477i,0.00024177+0.00054712i,0.00054693+0.00020446i,0.00019802+0.00052433i
0.001645-0.0030968i,0.00090191-0.0022704i,-6.6656e-05-0.0013849i,-0.00060614-0.00031575i,-0.00094805+0.00026545i,-0.0014734+0.00066527i,-0.0031358+0.00058039i,-0.0041959-4.7996e-05i,-0.0030842-0.00027453i,-0.0015565+0.00035445i,-0.00076289+0.00098701i,-0.00074027+0.00034674i,8.3733e-05-0.00020241i,0.001088-0.00048156i,0.0010265-0.00023164i,0.0012105-0.00060731i,0.0010854-0.00043271i,0.00051954+0.00062101i,0.00054657+0.00074045i,0.00029503+0.0010532i,1.1987e-05+0.0013324i,0.00025161+0.0010427i,0.00049443+0.0004172i
0.00013501-0.0012816i,-0.00051386-0.0011044i,-0.00061529-0.00028995i,-0.00055167-0.00048241i,8.0262e-05-0.0010973i,-0.00052973-0.002018i,-0.0025183-0.0027678i,-0.0028538-0.002644i,-0.0011358-0.001249i,-0.00016109-0.00051107i,-0.0010159-0.0009463i,-0.0016885-0.00021162i,-0.0011487+0.0001444i,0.00051396+0.00064012i,0.00082305+0.00069699i,0.000268-0.00065287i,0.00043882-0.00026354i,-7.4304e-05+0.00086433i,-0.00072478+0.00061595i,-0.00087178+0.00010031i,-0.0004941-0.0003048i,0.00013859+0.00013454i,0.0002549+0.00048603i
0.0033701+0.0034269i,0.0037363+0.00045689i,0.0038252-0.0007441i,0.0033161-0.0013509i,0.0020975-0.0022561i,0.0012618-0.0045973i,0.0002911-0.0057048i,-0.00039399-0.0047191i,0.00013701-0.0036828i,0.00034072-0.0028603i,-0.00048893-0.0019524i,-0.00084031-0.00032532i,-7.5839e-07+0.00097081i,0.00015454+0.0004794i,0.00039375-0.00044717i,0.00054737-0.00020376i,0.00027705+0.00028757i,0.00037241-0.00013691i,0.00031917-0.00059369i,-0.0005062-0.00078804i,-0.0014617-0.00076879i,-0.0012465-0.00032744i,-0.00041136-9.1595e-06i
-0.00051031+0.0041463i,0.0018721+0.002786i,0.0030948+0.0021877i,0.0033382+0.0010796i,0.0035574-0.00057518i,0.0025396-0.0017192i,0.0015742-0.0027651i,0.0011634-0.0027943i,0.0016642-0.0022772i,0.0024284-0.0026909i,0.0012409-0.0025787i,-0.00012687-0.0015729i,-0.00031525-0.00035428i,-0.00014184+0.00059965i,-0.00031753+0.00040461i,0.00012574-0.00018993i,0.0007853-0.00036698i,0.0012062-0.00055185i,0.00054236-0.00053108i,-0.00041398-0.00029188i,-0.00081291-0.00060619i,-0.00099436-0.00056371i,-0.0014569+6.8145e-05i
0.0010762+0.0014718i,0.0020602+0.00058001i,0.0030328-0.00010258i,0.0034551+9.9325e-05i,0.0028762-0.0011459i,0.0017123-0.0026174i,0.0012639-0.0021222i,0.0018424-0.00055035i,0.002777+0.00056328i,0.0032651-0.00043701i,0.0022165-0.0023508i,0.0003163-0.0018964i,-0.00027037-0.00043205i,-0.00024608-0.00037249i,-0.00025686-0.0007098i,0.00023362-0.00052937i,0.00042668-0.00015482i,-0.00018587+0.0008792i,-0.00043031+0.00066309i,-0.00031421-0.00038911i,-0.00054631-0.00037407i,-0.00031244+0.00013081i,0.00014162+0.0011052i
