-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
0.0023475-0.00026889i,-0.00038037+0.00074505i,-0.0016077+0.00088958i,-0.00066669-0.00046889i,0.00017647-0.0012714i,0.00041168-0.00061497i,-0.00021078-0.0001546i,-0.00031425-0.00048065i,1.2543e-05-0.00059078i,-5.5352e-05-0.00045421i,0.00011496-0.00029107i,-5.1324e-07-0.00044011i,-0.0003773-0.00020981i,-0.00058837+0.00048477i,-0.00052488+0.00070172i,1.4434e-05+0.0006279i,0.00058438+9.1782e-05i,0.00099558-0.0005848i,0.0010065-0.00044893i,8.2279e-05+7.7571e-05i,-0.00043204-0.00024777i,5.9135e-05-0.0013162i,0.00017531-0.0013984i
-0.00073399+0.0039125i,0.00012183+0.0028769i,0.0023268+0.0016134i,0.002463+0.00063243i,0.0022163+0.00018246i,0.0023715-0.00018432i,0.00076327+0.00028414i,-0.00036537+0.0010473i,-0.00052114+0.0011146i,-0.00018026+0.00059757i,0.00070167-0.00025402i,0.0012477-0.00098349i,0.0011136-0.00044827i,8.5721e-05-0.00029201i,-0.00062396-0.00051061i,-0.00041767-0.00034278i,-0.00028546-0.00035695i,0.00015961-0.00029726i,0.00029292-0.0003996i,-0.00027878-0.00023899i,-0.00042892+0.00034663i,-0.00036932-9.8532e-05i,-0.00094981-0.00012479i
0.0018823-0.0021558i,0.00077155-0.0018035i,0.00050009-0.00072322i,0.00062511-0.00062489i,-0.00014522-0.00089037i,-0.00083127-0.0011547i,-0.00041546-0.0012552i,0.00024131-0.00050479i,0.00010962-0.00021101i,0.00013799-0.00055094i,0.00030289-0.00016037i,-0.0001363-0.00028456i,-0.00030195-0.00042058i,0.0006734+0.00032006i,0.00054536+0.00062923i,-0.00036224+0.000328i,-0.00054394+0.00021439i,-0.00062459-0.00056546i,-0.0010146-0.0014274i,-0.0011015-0.0013389i,0.0001565-0.00075956i,0.00030466-0.00033414i,-0.0007402+0.0002673i
0.0021055+0.0026379i,0.0022382+0.00034608i,0.0026226-5.1814e-05i,0.0021953-0.00052819i,0.0016641-0.0021348i,0.00091681-0.0022137i,0.00037643-0.0013838i,0.00025937-0.00037717i,-0.0001221+0.00015134i,-0.00052948-2.7217e-05i,-0.00016861-0.00052269i,-7.3384e-05-0.00065137i,1.0008e-05+0.00013898i,0.00043539+0.0003252i,0.00039054-0.00015146i,0.00023589-4.5873e-05i,-6.7177e-05-6.6477e-05i,-1.0112e-06+0.00010396i,0.00042568+0.00013919i,-3.9053e-05-0.00073557i,-0.00052764-0.0010744i,-0.00063927-0.0003619i,-0.00058106-0.00018911i
-0.00084978-0.0010824i,-0.0011307+0.00019108i,-0.00082462+0.0010921i,-0.00032012+0.00049765i,0.00049998-0.00028262i,0.00098182+0.00030411i,0.00014133+0.0009966i,0.00022985+0.00032142i,0.00055545+0.00045701i,-0.00028704+0.00060212i,-0.00079892+0.00044842i,-0.00027677-0.00025007i,0.00037276-0.0014355i,0.00034011-0.00054881i,-0.00015154+0.00041019i,0.00023892-0.00026917i,0.00050073-0.00069274i,0.00050237-0.00014065i,0.00095489+0.0003369i,0.001395+5.3032e-05i,0.00047607-0.00042242i,-0.0010386-0.00071118i,-0.00092076-0.00020986i
0.0046963+0.0014598i,0.0027181+0.0014718i,0.0015842+0.00039916i,0.00057049-0.0010859i,-0.00083085-0.0017415i,-0.00016683-0.0013061i,0.0011946-0.00030258i,0.0011715-0.00025397i,0.00052074+6.0584e-05i,0.00046641+0.00014153i,0.00026054+3.7437e-05i,-0.00035417+0.00025837i,-0.00055805+0.00026833i,-0.00044396-0.00020279i,-0.00049091-0.00024551i,-0.00058917-0.0002162i,-0.00068483-3.2378e-05i,-0.00047866-0.00032633i,-0.00010973-0.0004045i,0.00039959-0.00047416i,0.00019874+0.00011983i,-0.00060441+0.00041576i,-0.00062756+8.473e-05i
-0.0020755+0.0014778i,-0.0017415+0.0013316i,-0.00029501-5.3954e-05i,0.00063658-0.0014172i,-0.0002168-0.0014045i,-0.00051984-0.0014996i,-0.00047456-0.0011692i,-0.00014723-0.00057012i,0.00059969-0.00011363i,0.00089051+0.00083729i,-0.00016143+0.0013385i,-0.00072505+0.00086813i,-9.7878e-05+0.00032574i,0.00029091-0.00077708i,0.00038272-0.0011406i,-7.3814e-05-0.00050238i,-0.00057278-0.00031257i,-0.00051492-0.00018292i,-0.00040238+4.4394e-05i,-0.00033092-0.00056433i,0.00023485-0.00074054i,0.00025305+4.5904e-05i,4.3131e-05+0.00049219i
0.0037058-0.0019507i,0.0020915-0.0017018i,0.0010714-0.0021178i,0.00059986-0.0017514i,-0.00060815-0.00088272i,-0.0014278-0.0011984i,0.00015068-0.00057475i,0.00089052+0.00032045i,4.6217e-05-0.00019013i,-0.00070297-0.00039837i,-0.00036885+6.6462e-05i,0.00026663+0.00010285i,0.00042778+0.00026404i,-0.00015156+0.00060605i,-0.00070112+0.00017434i,-0.00052918+0.00040189i,0.00034482+0.00019925i,0.0004295-0.0010629i,-8.2876e-05-0.0017626i,0.0002177-0.00091185i,6.632e-05-4.2405e-05i,6.464e-07+0.0001553i,0.00010931+4.4264e-05i
-0.0004253+0.0026748i,4.4634e-05+0.0034627i,0.0012247+0.0031388i,0.0024771+0.0014579i,0.0019599+0.00026233i,0.0018601-0.00028235i,0.0016516-0.00044679i,0.0014471-4.2572e-05i,0.0011074+0.00062891i,0.00027755+0.00085245i,-8.5357e-05+0.00061371i,0.00044456+0.0002692i,0.00056722+0.00043346i,0.00029236+0.00066697i,0.0012803+3.0707e-05i,0.0014558+0.00011339i,-9.2558e-05-0.00017624i,-0.00061334-0.00035678i,-0.00037712-0.00017721i,-2.3634e-05-0.00034085i,0.00026352-0.00052355i,0.0003258-0.00092603i,0.00054356-0.0014562i
-0.00085759+0.0030367i,-0.00043145+0.002362i,0.00090002+0.0019299i,0.0014558+0.0012524i,0.00081681+0.0011548i,0.00056403+0.00065004i,0.00073442-0.00037571i,0.0001029-0.00033441i,-0.00067284-8.3236e-05i,-0.0004612+0.00015268i,-0.00033173+0.00026045i,-0.00097316+0.00025912i,-0.0008249-3.7899e-05i,0.00045981+0.00033084i,0.00069517+0.0014722i,0.00041938+0.00080172i,0.00044685-0.00068527i,0.00028389-0.0006354i,0.0009046-0.00017016i,0.001004-0.00063985i,0.0004528-0.001409i,0.0010288-0.00043723i,0.00051566-5.6636e-05i
-0.0016785+0.0021286i,-0.0011963+0.0029526i,-0.00060725+0.0029304i,0.000789+0.0027339i,0.0017241+0.0016846i,0.0018436+0.00056616i,0.00096745+0.00025317i,0.00013938+0.00045748i,-0.00046403+0.00098278i,-0.0003377+0.00087119i,0.00076241+4.9202e-05i,0.0014976-0.00060361i,0.0010349-0.0004027i,0.00021916+0.0003294i,-7.3266e-05-0.00039718i,0.0002257-0.00022638i,-0.000193+0.00035837i,-0.00053646-0.00038122i,-0.00019754-0.00096098i,-0.00014181-0.00053151i,-0.00016485+0.00018185i,-2.7706e-05+0.00063636i,-0.00060974+0.00033884i
0.0004691-0.0022021i,-0.00059575-0.00086087i,-0.0012241-0.00048815i,-0.00081795-0.0003887i,-4.9944e-05-0.00021868i,0.00026031-0.00081007i,-1.3888e-05-0.0012078i,-0.00021361-0.0012513i,-9.4369e-05-0.00083871i,-0.00043575-0.00021346i,-0.00046662-0.00031402i,0.00010591-0.0003497i,0.00047987+4.0984e-05i,0.00041598-0.00011951i,0.00062206-0.0007569i,0.00010805-0.00028744i,-0.00027916+0.00048599i,2.1863e-05+0.00024131i,-0.00019954+2.3886e-05i,-0.00053477-0.0004477i,-0.00033935-0.00063758i,4.8172e-05-0.00047129i,-0.00032312-5.7293e-05i
-0.0003848+0.00048113i,-0.00090316+0.0023283i,-0.00067872+0.0018203i,0.00034114+0.0012458i,0.000822+0.001451i,0.00085559+0.00093759i,0.00059189+0.00055753i,0.00025489+0.00077965i,-1.3522e-05+0.0009046i,-0.00014773+0.00037793i,-0.00011213+0.00043112i,-4.2097e-05+0.00045903i,-3.1024e-05-0.00051607i,-0.00012028-0.0011769i,-0.00011372-0.0010335i,-0.00013588-0.00057876i,-0.00076772-3.6909e-05i,-0.0012819+2.5499e-05i,-0.00023681-0.00030864i,0.00038719-0.00038311i,0.00039986-0.00054345i,0.0005846-0.00079992i,0.00052212-0.00012094i
-0.0033825+0.0023661i,-0.0011474+0.0027106i,-9.4717e-05+0.0032995i,-0.00041782+0.0025447i,0.00057229+0.0014272i,0.0017854+0.00044571i,0.0008202+0.00068572i,-0.00043867+0.00092809i,-0.00098585+0.00080142i,-0.0014879+0.00063242i,-0.00084189+0.00030572i,8.4374e-05+0.00054749i,-0.00012094+0.00076614i,-0.00029897+0.00041619i,-4.3659e-05-0.0001986i,0.00054072-0.00040229i,0.00033872-0.00024626i,-0.00017723-0.00063189i,-0.00023795-0.00083102i,-0.00061189-0.00027643i,-0.00049682-0.00022874i,4.8811e-05-0.00038973i,-1.1251e-05-0.00025308i
0.001675-0.001347i,0.0013734+0.0002605i,0.00074509+0.00097339i,-0.00012219+0.00025936i,0.00028021-0.0011301i,0.00081502-0.0012689i,0.00045423-0.00031094i,0.00024872-0.00026577i,0.000878-0.00025983i,0.0010361+0.00055732i,0.00035058+0.00078952i,0.00016557+0.00054789i,9.668e-05+0.00045163i,-0.00028197+0.00038899i,-0.00041658+8.4517e-05i,-4.2791e-05-2.8128e-05i,0.00040281-3.6724e-05i,0.00021603-0.00036016i,-0.00018777+0.00019785i,-0.00036586+0.00012338i,0.00022765+0.0001828i,0.00017837+0.0004926i,-8.485e-05+0.00044201i
-0.00073538+0.0016366i,-0.0010323+0.0019138i,-0.00078851+0.0023133i,0.0003128+0.0020033i,0.00064561+0.0015723i,0.00068853+0.00098569i,0.00010862+0.00053635i,0.00028562+0.00048167i,0.00059728+9.326e-05i,-2.6237e-05-3.1118e-06i,-0.00042339+4.2687e-06i,-0.0004699-0.00043258i,-2.9314e-06-0.00058138i,0.00057642-0.00075852i,0.0008113-0.00070998i,0.00062662-0.00028009i,0.00081054+0.00052773i,0.0004735+0.0015286i,-5.5692e-05+0.0010792i,0.00016344+7.0306e-05i,0.00029647-0.00067379i,0.00032463-0.00023148i,0.00037467+0.0003932i
0.0016589-0.00019334i,0.00044338-0.00080432i,7.2685e-05-0.00057584i,0.00056064-0.00017238i,0.0005528-0.00098729i,0.00029097-0.0012132i,0.00047417-0.00026074i,0.00054972+0.00071363i,0.00027247+0.00065635i,-0.00045656-0.00042468i,-0.00060956-0.00070981i,-0.00015079-0.0004451i,0.00051844+4.9273e-05i,0.00046614+0.0003835i,-5.3089e-05-9.7091e-05i,-6.1552e-05-0.00012106i,-2.9592e-05-0.0003279i,-2.602e-05+0.00040012i,-2.9443e-05+0.0010636i,-0.000178+0.00051159i,-0.000192+0.00060052i,-0.0001387-6.5539e-05i,4.2937e-05-0.00059474i
0.0012988+0.00089644i,0.0013458+0.002508i,0.00035372+0.0018008i,-4.7499e-05+0.00098786i,0.00096072+0.00022514i,0.0018237-0.00080465i,0.001207-0.00030941i,-0.00039992+0.00049738i,-0.0012315+0.00066797i,-0.00064527+0.00063131i,0.00038256+0.00049464i,0.00087954+0.00010885i,0.00088465-0.0001629i,0.00080381-5.99e-05i,0.00061327-0.00025504i,0.00075824-0.00025409i,0.00064438-0.00045039i,0.00059105-0.00035792i,-0.00018331-0.00025678i,-0.0011095-0.00010194i,-0.00061152-3.3907e-05i,-0.00016784-0.00045216i,-0.00054373-8.1685e-05i
-0.002696-0.0010699i,-0.001352-0.00041349i,0.00030524+0.00010779i,0.00089885+0.0012457i,0.00093605+0.00075833i,0.00029826-0.00063466i,2.8488e-05-0.00051465i,0.00018676+3.8966e-05i,-6.6583e-05+0.00027022i,-0.00041874+0.00067426i,-0.0005339+0.00050617i,2.413e-05-0.00022159i,0.00042268-0.00017075i,0.00053977-0.0001098i,9.3592e-05-0.00010966i,-0.00061292+1.5741e-05i,-0.00055415+0.00026897i,-2.1557e-05+0.00020629i,0.00073719-7.5427e-05i,0.00061863-0.00067924i,-6.7292e-05-0.00058086i,-0.00011736-0.00058139i,0.00063137-0.00084648i
0.0013088+0.00083676i,0.00064421+0.0016591i,0.00027638+0.0015308i,0.00049434+0.00034249i,-7.7707e-06-0.00064151i,-0.00011388-0.0010095i,9.301e-05-0.00033408i,0.00030087+0.00063641i,0.00024695+0.0013222i,7.0694e-05+0.0011218i,0.0001047+0.00028212i,-0.00032974-0.00064993i,-0.00086188-0.0011696i,-0.00091876-0.00035334i,-0.00011765-0.00014011i,0.00048326+8.0305e-05i,-0.000125+0.00028942i,-0.00072982+0.00010276i,-0.0008514+0.00015636i,-0.00070112+0.00020719i,-0.00027401-0.00017108i,1.1566e-05-0.00055688i,-0.0001982-9.2034e-05i
0.0013883+0.0025286i,0.0013414+0.0019444i,0.0014367+0.00010376i,0.0010691-0.00039769i,0.0015691-0.0009588i,0.0015475-0.0016329i,0.0013485-0.0012577i,0.0016048-0.00086884i,0.0005951-0.00030513i,-0.00034466-0.00053073i,-0.00080337-0.00098717i,-0.00078203-0.00011904i,6.9604e-05+0.00018669i,0.0001174+0.00012767i,-0.0010534+0.00083265i,-0.0015737+0.0013863i,-0.00039959+0.0013218i,0.00060996+0.00028008i,0.00087375-1.9002e-05i,0.0012751-0.00022579i,0.00084574-0.00084683i,9.4952e-05-0.00096077i,8.6081e-05-0.00061555i
-0.00081808+0.0015541i,-0.00020121+0.0022011i,0.00082728+0.0024269i,0.00040614+0.0012019i,1.9184e-05-7.2662e-05i,-0.00010606-0.0010496i,-2.4752e-05-0.00073827i,0.00011771+0.00049979i,0.00011139+0.00012403i,-6.2269e-05-0.00023147i,-0.00031432-2.9531e-05i,-0.00036363-0.00015513i,0.00018628-0.00055103i,0.00060696+0.00032271i,0.0002468+0.001427i,0.00010955+0.00075862i,0.00033749+0.00029703i,0.00063535+0.0003893i,0.00033208+0.0011262i,0.00066227+0.0013672i,0.0011833+0.00061824i,0.00051104-0.00026996i,-0.00034692-0.00024986i
5.4192e-05+0.00076934i,0.00071664+0.0014548i,0.001072+0.00099908i,0.00098824+8.9361e-05i,0.001355-0.00071928i,0.0013301-0.00083888i,0.0014584+0.00055648i,0.001105+0.0013201i,9.8143e-05-6.145e-05i,-0.00068366-0.00071031i,-0.00081563-0.00031503i,5.0176e-05+0.00050959i,0.00041163+0.0009327i,0.00023342+0.00083561i,-0.00065082+0.00094802i,-0.00046072+0.00037423i,0.00041711-0.00058388i,0.0002381-0.00098792i,0.00044873-0.00039106i,0.00059344+0.00037575i,0.00011171+0.00010305i,0.00019516-0.00087024i,0.00028287-0.00060747i
0.00021777-0.0011988i,-0.0011129+0.00057572i,-0.0012784+0.0019159i,-0.00074689+0.00134i,-0.00071168+9.7511e-05i,-0.00018358-0.00036366i,6.8622e-05-0.00026711i,-0.00029344+6.4384e-06i,-6.9677e-06+0.00020712i,2.8856e-05+0.00050795i,-0.00097285+7.1585e-05i,-0.0016119-0.00019089i,-0.0010631-0.0003677i,-0.00038269-0.00061727i,-0.00016631-0.00033642i,-0.00011685-0.00015443i,-0.00017034+0.00036594i,-0.00041948+0.0010864i,-0.00049373-5.4822e-05i,0.00010024-0.00089776i,0.00045805-0.00037366i,-0.00049612+0.00027049i,-0.00071024-6.1046e-05i
0.0023665+0.0026973i,0.0016298+0.0024534i,0.0014638+0.0020333i,0.0011605+0.0011827i,0.00041025-0.00046869i,0.00020217-0.00082778i,0.00027667-0.00045604i,-0.0002058-0.00020674i,-0.00055611+0.00031421i,-0.00041711+0.00035637i,-0.00023569-0.00023346i,2.2279e-05+6.789e-06i,0.00061805+8.8775e-05i,0.00056348-0.0002221i,6.8067e-05-9.2665e-05i,0.00037952+0.00015264i,0.00024244+8.3516e-05i,-5.7845e-05-0.00019183i,1.8513e-05-0.00019664i,-0.00010048-0.00045136i,1.5847e-05+0.00027134i,-0.00012837+0.0010552i,-0.0008584+0.0008506i
-0.0035358-0.0021824i,-0.0027818-0.00085902i,-0.0020371-0.00051315i,-0.00074236-0.00025849i,0.00034362-0.00043039i,-1.7101e-05-0.00016765i,-0.00012954+0.00026101i,-0.00019507+0.00013627i,-0.00089302-0.00047731i,-0.0016372-0.00061919i,-0.0010429-0.00021461i,-9.2105e-05+0.00078346i,-0.00050319+0.0015267i,-0.00096045+0.0010554i,-0.00034389+0.00071735i,7.0593e-05+0.00052021i,9.3181e-05-0.00017493i,0.00041122-0.00075822i,0.00023681-0.00071602i,-0.00020185-0.00080318i,-0.00058989+3.1805e-05i,-0.00024212+0.00076433i,-0.00012115-0.0002125i
0.0014565-0.00064154i,0.00091078+0.00033996i,0.00050297+0.00069836i,0.00041563+0.00030404i,0.001052-0.00035564i,0.0014444-0.00089481i,0.0013113-0.00043038i,0.00042093-0.00029473i,3.1254e-05-0.00094614i,0.00016386-0.00092975i,-1.8079e-05-0.00062045i,0.00026834-0.0010438i,0.00014277-0.0012455i,0.00037532-0.00058591i,2.8524e-05-0.0003596i,-0.00037994-9.8314e-05i,0.00020198-5.6744e-05i,-0.00040157+0.00027934i,-0.0012902+0.00049234i,-0.00065014+9.7993e-05i,3.2958e-05+0.00021284i,-0.00018192+0.00015831i,-0.00027959-0.00021919i
7.5137e-05+0.0028758i,0.00013139+0.0022737i,0.00032606+0.0010563i,0.00065113+0.00037186i,0.0013124-0.00020692i,0.001144-0.00032343i,0.000155+4.4819e-05i,3.3552e-05+0.00020148i,0.00019768+0.00031544i,0.00025293+0.0011573i,-0.00019552+0.0011403i,-0.00017871-0.00015433i,0.00041745-0.00022532i,0.00052214+5.1199e-05i,0.00090655-9.1861e-05i,0.0011178+0.0001013i,0.00039022-0.00031975i,-0.00017299-0.00032816i,-0.00034533+9.7307e-05i,-0.00051182+5.7914e-05i,-0.00054352-5.5183e-05i,2.4689e-05-0.00013285i,-3.7681e-05-0.00025233i
0.00050833-0.0019154i,0.00039296-0.0024004i,0.00040502-0.001285i,1.6578e-05+0.00037137i,4.523e-05+0.00036459i,0.00055-0.00061195i,0.0011269-0.00037172i,0.00012428+0.00052957i,-0.00026764+0.0004796i,-0.00016971-9.1405e-05i,6.5049e-05+0.00028577i,5.1569e-05+0.00088117i,-0.00025239+0.00065647i,-0.00031922+0.00043559i,-0.00024859-0.00028155i,0.00027851-0.00045111i,9.1248e-05+0.00031523i,0.00010434+0.00085609i,0.0004195+0.00062726i,-0.00038261-0.00029179i,-0.0011157-0.00081311i,-0.00080651-3.39e-05i,-0.00041401+0.00064584i
0.00091191+0.0047553i,0.00093247+0.0033303i,0.0013373+0.0021575i,0.00083151+0.00055817i,0.0011798-0.0011593i,0.00099832-0.0013769i,0.00027015-0.00044653i,0.00034664+0.0008959i,0.00025423+0.0014465i,0.00036493+0.0012908i,0.00015024+0.00058719i,0.00013422+0.00035186i,0.00053034+0.00017586i,0.0011351-7.96e-05i,0.0013545+0.00014818i,0.0015203+0.0004232i,0.0010367+0.00042637i,0.00026436+0.00033148i,0.00056433-0.00044677i,0.00084162-0.00096659i,0.00050844-0.00032277i,0.00060492-0.00037601i,0.00044205-0.00034954i
0.00099765-0.0022494i,0.00060134-0.0012589i,0.00077156-0.00096778i,0.00064878-0.00030965i,0.00042609-0.00021693i,0.00080129-0.00083565i,0.00045103-0.00099223i,-0.00051179-0.0012863i,-0.00078069-0.00068057i,-0.0008282+0.00032405i,-0.0010206+0.00019706i,-0.00089267-0.00029877i,-0.00060606+3.1495e-06i,-0.00069142+0.00073385i,-0.00026636+0.00078614i,6.5174e-05+0.00072764i,2.1877e-05+0.00030932i,-0.00034721+0.00023529i,-0.00068407-0.0003486i,-0.00044095-0.00067507i,8.0153e-06+1.8491e-05i,0.00041969-1.567e-05i,0.00064011+0.00016291i
0.00082479+0.0022154i,0.00075761+0.0018935i,0.0014891+0.0013773i,0.00076863+0.00056922i,0.00043028-0.00089813i,0.00087639-0.0012946i,0.00062701-0.00082409i,0.0003017-0.00030631i,8.163e-05+0.00029038i,-0.00052846-0.00035756i,-0.0011539-0.0011804i,-0.0015126-9.347e-05i,-0.0011885+0.0010408i,-0.0012034+0.00084623i,-0.0011611+0.00011937i,-0.00040767+1.0163e-05i,-0.00013876+0.00032911i,0.00022778+0.00019724i,0.00048094-0.00050959i,0.00040326-0.00086512i,0.00013038-0.0007671i,-0.00042435-0.000616i,-0.0009329-0.00012245i
-0.0020932+0.00062312i,-0.0013668+0.0011736i,0.00010434+0.0021235i,0.0019445+0.0021148i,0.0020964+0.0012086i,0.0011674+0.00031383i,0.00060146+8.9254e-05i,0.00052906+0.00051173i,-3.2849e-05+0.00023341i,-0.00049325+0.00011108i,-7.8495e-05+0.00011621i,3.3245e-05+9.6675e-05i,-0.00013545+0.00024328i,7.7874e-07+0.00028751i,0.00010812+7.9922e-05i,0.00034685-1.0916e-05i,0.00018669+0.00011535i,-0.00046718-0.00010375i,-0.00048287-0.00032921i,0.000198-0.00063874i,0.00016062-0.0010572i,-0.00037807-0.0012816i,-0.00060975-0.0002446i
0.0011027-0.00078858i,3.3559e-05-0.00075053i,0.00016932-0.0010687i,0.0001336-0.0012403i,-0.00040867-0.00086821i,-0.00053674+0.00013057i,-0.00042291+0.00077759i,8.6179e-05+0.00072512i,0.00012284-0.00035069i,-0.000407-0.00094161i,-0.00066838-0.0003225i,-0.00043688+0.00085697i,0.00017039+0.0013866i,0.00058745+0.0011561i,0.00031675+0.00032306i,0.00034119-4.5437e-05i,0.00013402-0.0003655i,0.00010414-0.0010801i,-0.00012-0.00087456i,0.00016506-0.00063928i,0.00015306-0.00077344i,-0.00012646-0.00090019i,-0.00032344-0.00037495i
0.00037309-0.0016283i,-2.0276e-05+0.00028742i,-0.00145+0.0012127i,-0.0012582+0.001503i,-0.00077787+0.001243i,-0.00084393+0.00027636i,-0.0010301-0.00039424i,-0.0007904-0.00050166i,-0.0011055-0.00015468i,-0.0015432-0.00018717i,-0.00084958-7.0383e-06i,-0.00037031-2.2214e-05i,-0.00057821-0.00018035i,-0.0009226+0.00041833i,-0.0011839+0.00066916i,-0.00070874+7.3879e-05i,-0.00051415-0.00010973i,-0.00050176-0.00019987i,-0.00030125-0.00089661i,3.1856e-05-0.00083282i,0.00048213-0.00079802i,0.00031123-0.0010622i,7.6608e-05-0.00019726i
0.0017208+0.0021827i,0.00084602+0.0015434i,-1.4605e-05+0.00022168i,0.00049014-0.00051299i,0.00076519-0.00081361i,0.0010295-0.0012352i,0.00032279-0.0014574i,-0.00038097-0.0013193i,-0.00048529-0.00033922i,-0.00078567+0.0001873i,-1.9276e-05-0.00035174i,0.00072403-1.0693e-05i,0.00067844+0.00021924i,0.00095609+0.00011816i,0.00051625+0.0003637i,0.00025408+0.00024668i,0.00011801+0.00035713i,-0.00015226+0.00078831i,-0.00047685+0.00050477i,-0.00068209-0.00018669i,-2.1436e-06-0.00052048i,0.00035662-0.00025394i,-0.00019682+9.808e-05i
-0.00054624+0.00069077i,-7.9305e-05+0.0016354i,0.00090336+0.0027135i,0.00085452+0.0022332i,0.00070573+0.0011544i,0.0012385-4.7254e-05i,0.0014825+4.1003e-05i,0.00053643+0.0010808i,-0.00065479+0.00085733i,-0.0012048+4.3692e-05i,-0.00037179-0.00026605i,0.00035109-0.00035373i,0.00015428-0.00071074i,0.00044382-0.001136i,0.00079955-0.00090638i,0.00050582-2.7025e-05i,6.9682e-05+0.00031303i,6.8419e-05-0.00034499i,-0.00036266-0.00084279i,-0.00068975-0.0009542i,-9.231e-05-0.00029293i,-0.00029562+0.00062156i,-0.00058987-0.00016373i
0.0014816-0.0010386i,0.00068725+0.00035069i,-8.7024e-05+0.00059905i,-6.1913e-05-0.00023607i,0.00051838-0.00068623i,0.00082225-8.5085e-05i,0.00079234+0.00065842i,0.0010401+0.0010924i,0.00014003+0.0014565i,-0.00070636+0.0008804i,-0.00054193-0.00027863i,-0.00036683-0.00071071i,1.9345e-05-0.00046572i,2.2839e-05-0.00011037i,-0.00047292-0.00068318i,-0.00034292-0.00083236i,0.00013318-3.4709e-05i,-0.00022286-0.00011362i,-0.00084075-0.00047502i,-0.00070341-0.00012927i,0.00012088-0.00031524i,-0.00047869+0.00010338i,-0.00085736+0.0008664i
-0.0014238+0.0010381i,-0.00209+0.00058758i,-0.0019943+0.00061472i,-0.0011501+0.00097005i,-0.00013581+0.00078323i,-8.159e-05+0.0001745i,-0.00032986-0.00041246i,0.00026033+0.00063521i,-0.00020734+0.00086289i,-0.00094925+0.00023481i,-0.00033525+0.00017958i,-0.00030342+0.00060643i,-9.5574e-05+0.0003509i,0.0002862-0.00036175i,-0.00014031-0.00031912i,-0.00066189-0.00017263i,-0.00050502+0.00024125i,-0.00014429-0.00013223i,0.00024441-0.0008687i,0.00051087-0.00096479i,0.00062683-0.00044797i,0.00038643-0.00012832i,9.8675e-06-0.00073535i
0.0013228-0.0008867i,0.0016983-0.00096057i,0.00086049-0.00064107i,-0.00012005-0.00045173i,9.3196e-05-0.00077421i,0.00085466-0.0009921i,0.0010042-0.00066216i,0.0012123+1.7649e-06i,0.00036411+0.00043151i,-0.00011557+0.00040175i,0.00047933+0.00055248i,0.00055139+0.00082847i,0.00014192+0.00073324i,0.00034817+0.0002779i,0.00072188+4.4176e-05i,0.00063453-0.00028952i,0.0012911+4.8123e-06i,0.00084493+0.00022417i,-0.00020942-0.00011372i,-0.00019318-0.00054015i,0.00021694-0.00063096i,0.00043174-0.00038444i,0.00068212-0.00033944i
0.00095944+0.00030411i,0.00069961+0.00067668i,0.00062021+0.0004958i,0.00071571+0.00034342i,0.00086848+0.00031059i,0.00050344-0.00031194i,-0.00039473-0.00056029i,-0.00098017-5.4818e-05i,-0.0011238+0.00022653i,-0.00093082+0.00095269i,-0.00052701+0.00069148i,0.00015216-0.0007075i,0.00039323-0.00068597i,0.000143-0.00019674i,0.00028147-0.00056234i,0.00073502-0.00017377i,0.00071855+0.00026283i,0.00032146+0.00046593i,0.00020955+0.00042393i,0.00014989+2.2011e-05i,-0.00021217-1.5935e-05i,-8.2552e-05+5.2895e-05i,0.00021551+2.4401e-06i
-0.00066455+0.00082569i,0.00071052+0.00052537i,0.0005881+0.0010234i,0.0008235+0.00057819i,0.001262-0.00018898i,0.0010585-0.00031202i,0.00055393+2.732e-05i,-0.00045657+0.00019741i,-0.00064383+0.00041952i,-0.00016112+0.00065709i,-3.1875e-05+0.00064526i,-0.00016228+0.00079452i,-0.00056784+0.0010881i,-0.00071497+0.00074931i,-0.00055277-3.756e-05i,-0.00034979+4.9638e-05i,-5.7544e-05+0.00051888i,-4.064e-05+0.0001523i,-0.00033142-6.7381e-05i,9.6772e-05-0.00020878i,0.00057364-0.00043668i,0.00056658-0.00048591i,0.00086913-0.00069686i
