-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
0.00057516-0.0001907i,0.001191+0.00030388i,0.001221-0.0012091i,-0.00046477-0.0046374i,-0.0028911-0.0083929i,-0.0010679-0.012132i,0.0012739-0.014141i,-0.0014177-0.0092431i,-0.0041402-0.0006186i,-0.0033709+0.0046431i,-0.00011029+0.004386i,0.0015273+0.0007958i,8.2345e-05-0.00031355i,-0.00053336+0.0016108i,0.00046621+0.0025767i,0.00045646+0.0019562i,-0.00017764+0.00079386i,-8.0407e-05+0.00096424i,0.00028823+0.0017636i,0.00037718+0.00080384i,-0.00018382-0.00012509i,-0.00060445+0.00058174i,-0.00027686+0.002355i
0.0020349-0.0029109i,-0.00040239-0.0033596i,-0.0035439-0.0037831i,-0.0039012-0.0019149i,-0.0032214+0.0017475i,-0.0041672+0.004669i,-0.003461+0.006501i,-0.0010511+0.0082703i,0.0025047+0.008679i,0.0052702+0.0073087i,0.004351+0.0049749i,0.0007985+0.0019827i,-0.0043274+0.0012697i,-0.0070544+0.004189i,-0.0053968+0.0068396i,-0.0018719+0.0057399i,7.9205e-05+0.0022367i,0.00091195-0.00052476i,0.0021269-0.00088591i,0.0025349-0.00070828i,0.0022718-0.0015802i,0.0019379-0.0017772i,0.0019063-0.00071313i
-0.0013636+0.0018151i,-0.0010457+0.0028467i,-9.856e-06+0.0014043i,0.0020213+2.1077e-06i,0.001452+0.00034107i,-0.0036438+0.0056491i,-0.0073914+0.012205i,-0.0070006+0.01173i,-0.0035944+0.0058541i,-0.00055238+0.0019242i,0.00089173+3.9861e-05i,-0.00041393-0.0017265i,-0.0039488-0.0021469i,-0.0054612-0.00098059i,-0.0048395+0.0015804i,-0.0029537+0.0023607i,-0.00069996+0.0015433i,-0.00013517+0.0013455i,-0.00051061+0.00093684i,-0.00093599-0.00074438i,-0.0009858-0.0012375i,-0.00093816+3.5488e-05i,-1.206e-05-9.9593e-05i
-0.001819-0.00015443i,0.001255-0.00054717i,0.0037474-0.0019165i,0.0046375-0.0034523i,0.0040604-0.0012301i,0.00074407+0.0052475i,-0.0030327+0.012188i,-0.0044781+0.012323i,-0.007514+0.0075735i,-0.009268+0.0046914i,-0.0062962+0.0024411i,-0.0023004-0.00064237i,-0.00023424-0.0041227i,0.0002958-0.007664i,-0.0015605-0.0077442i,-0.003873-0.0040336i,-0.0040243-0.00053072i,-0.0051989+0.001064i,-0.0075848+0.0013466i,-0.006548+0.0022374i,-0.0031858+0.0026764i,-0.00048817+0.0026509i,0.00071355+0.0028506i
0.0035617-0.0012399i,0.0034621-0.0013876i,0.0039119-0.0032567i,0.003267-0.0052831i,0.0026103-0.0070627i,0.005038-0.0067222i,0.0079257-0.0067961i,0.0071491-0.0059609i,0.0024016-0.00087921i,-0.0022279+0.0036309i,-0.0034086+0.0050938i,-0.001252+0.0044955i,0.0027149+0.0019189i,0.0027173-0.0025468i,-7.4708e-05-0.0066338i,-0.0028742-0.0070066i,-0.0053251-0.0051707i,-0.0046353-0.0046532i,-0.0027901-0.0036515i,-0.0010594-0.00094084i,0.00034901+0.0012651i,0.00066864+0.0010528i,-0.00017583-0.00020848i
-0.003419-0.0015371i,-0.0032487-0.0006079i,-0.0049593+0.0012698i,-0.0064413+0.0040223i,-0.0028945+0.0046631i,0.0042664-0.004553i,0.0069117-0.01742i,0.0056861-0.019846i,0.0051874-0.011953i,0.0043565-0.0033802i,0.0021805+0.0010606i,0.00091161+0.0045843i,0.0024557+0.0066084i,0.0038167+0.005312i,0.002679+0.0021413i,0.00046214-0.00030319i,-0.00011458-0.0010873i,0.0013882-0.00075279i,0.0023935-0.0012331i,0.0015187-0.0017729i,-0.00033625-0.0018147i,-0.0015722-0.00059786i,-0.001446+0.0003957i
0.0031968+0.0041446i,0.0029803+0.003828i,0.0035823+0.0031928i,0.0048553+0.0023223i,0.0070906-7.1339e-05i,0.0061967-0.0034921i,0.0029137-0.0051137i,-0.00058266-0.0062586i,-0.001363-0.006608i,-0.00027221-0.0059419i,-0.00061006-0.0027888i,-0.0016163+0.0013775i,-0.0023717+0.0048759i,-0.00085655+0.0073885i,0.0027914+0.0065557i,0.0050681+0.0026516i,0.0041764+0.00051241i,0.0026179+0.00109i,0.0015614+0.00027818i,0.00056851-0.0013341i,-0.00039525-0.0021366i,-0.00096837-0.0013907i,5.946e-05+0.00065135i
-0.00033263+0.00046303i,0.0017533+0.00212i,0.0042954+0.0029302i,0.0052985-0.00031601i,0.006599-0.0022636i,0.010588+0.0017252i,0.011419+0.0079784i,0.0066128+0.010285i,-0.0011403+0.0073909i,-0.0051629+0.0039501i,-0.0036362+0.00065906i,-0.0029404-0.0023939i,-0.0044714-0.0029281i,-0.0036745-0.0005262i,0.00021833+0.0019353i,0.0038105+0.0013042i,0.0053019-0.0017383i,0.0057355-0.0027165i,0.0070273-0.0027893i,0.0065905-0.0026939i,0.0031592-0.0015264i,0.00068073-0.00098301i,0.00027138-0.00088427i
0.0021739-0.0025422i,0.0020339-0.0014256i,0.0010276-0.0046105i,-0.0010973-0.0089802i,-0.0040126-0.01267i,-0.0054359-0.009156i,0.00011995-0.00016582i,0.005758+0.0033341i,0.0022401+0.0055442i,-0.0019252+0.0082441i,-0.00083211+0.0061272i,-0.00016361-0.0010458i,-0.0022642-0.006245i,-0.0047688-0.0059946i,-0.0046609-0.0017451i,-0.0021206+0.0026816i,-5.6509e-05+0.0031118i,-1.2212e-05+0.0026984i,-0.00092204+0.0033876i,-0.0023252+0.003075i,-0.0036509+0.0026545i,-0.0041101+0.0029756i,-0.0029642+0.0026429i
-0.0026089+0.0002249i,-0.0042484-0.00020886i,-0.0072867-0.00084966i,-0.01021-0.00067059i,-0.016102+0.002784i,-0.021131+0.0061454i,-0.019596+0.00469i,-0.0099944+0.0026799i,0.00058605+0.0037272i,0.0047624+0.0049964i,0.0059949+0.0034714i,0.0065202-5.0183e-05i,0.0048807-0.0038729i,-0.00010924-0.0061218i,-0.0052705-0.0044738i,-0.0075735-0.00038106i,-0.008971+0.0024942i,-0.011168+0.0038381i,-0.010828+0.004492i,-0.0070168+0.0048341i,-0.0020359+0.0046355i,0.0021771+0.0033772i,0.0031787+0.0022291i
-0.0037943+0.0029278i,-0.0011696+0.0025595i,0.0010542+0.0026157i,0.0057332+0.006125i,0.012233+0.012794i,0.010077+0.014265i,0.0021013+0.010772i,-0.00015793+0.0060239i,0.0031576+0.00044156i,0.0045024-0.003041i,0.0031509-0.0027373i,0.0043067-0.0012867i,0.0046682-0.0011647i,0.0018445-0.0018306i,-0.0030523-0.0015556i,-0.0068617-0.0016824i,-0.0059358-0.0025825i,-0.0027066-0.0036591i,0.00042939-0.0033596i,0.0042016-0.002276i,0.0063418-0.0027482i,0.0049843-0.0035181i,0.0027538-0.0031661i
-6.7506e-05+0.0010374i,0.0026495+0.0007512i,0.0065935+0.00019257i,0.012599-0.0039104i,0.019187-0.010288i,0.024538-0.0138i,0.020849-0.013531i,0.0063295-0.0092255i,-0.0053417-0.0062102i,-0.0092227-0.0040863i,-0.0091292-0.00054903i,-0.0073274+0.0015806i,-0.0051576+0.0037561i,-0.0018319+0.0045336i,0.00043941+0.0019913i,-0.00093906-3.3117e-05i,-0.0013386+0.00013372i,0.0020729+0.00057802i,0.0032662-0.00083523i,0.0003238-0.0030969i,-0.0031035-0.0032262i,-0.0045642-0.0010346i,-0.0031517+0.00056723i
0.00022163-0.0026765i,0.00054369-0.0024539i,0.0009294-0.0027925i,0.0015415-0.0046893i,0.0023806-0.011146i,0.0026001-0.017825i,0.00065041-0.017608i,-0.0069092-0.010047i,-0.016509+0.00067811i,-0.016177+0.0083262i,-0.010698+0.0096341i,-0.01023+0.0093893i,-0.0095079+0.0089947i,-0.0033784+0.0058744i,0.0023439+0.0010357i,0.003522-0.002026i,-3.0278e-05-0.0010384i,-0.004252+0.0014626i,-0.0055606+0.0020647i,-0.0053451+0.0016638i,-0.0040695+0.0016175i,-0.0014474+0.0018705i,0.00042559+0.0013571i
0.00038592+0.00051418i,0.0029424-0.00064721i,0.0034428+0.00043676i,-0.0029363+0.0022116i,-0.013861+0.0032559i,-0.013975+0.0059767i,-0.0030773+0.006762i,0.0029187+0.003977i,0.0025403+0.0074739i,0.002704+0.011963i,0.0042455+0.0091213i,0.0031374+0.0045646i,0.00077412+0.0025191i,0.00065958+0.001158i,0.0037436+0.00057809i,0.0076656-0.0017636i,0.0085235-0.0048698i,0.0074775-0.0059721i,0.0059806-0.0056112i,0.0039892-0.0039869i,0.0027711-0.002738i,0.0013138-0.0030832i,-0.0011168-0.0029548i
-0.0026124+0.00099141i,-0.0020259+0.0010596i,-0.0014138+0.0017211i,0.00040336+0.0069113i,0.004357+0.015588i,0.0079925+0.01568i,0.013004+0.0061138i,0.019118-0.004056i,0.020003-0.0087124i,0.014901-0.0071723i,0.010433-0.0063453i,0.010492-0.0084527i,0.0080055-0.0084165i,0.0017842-0.0055955i,-0.0014346-0.00079687i,0.00011224+0.0025484i,0.0028326+0.0025158i,0.003665+0.0020879i,0.0031526+0.001691i,0.0019207+0.00011908i,-0.0011158-0.00058712i,-0.0045925+4.455e-05i,-0.0049724+0.0011475i
0.0022938-0.0024669i,-0.0018613-0.0025595i,-0.0059631-0.0023088i,-0.0039849-0.0014216i,-0.00059342-0.0018883i,-0.0040435+0.00093445i,-0.0072643+0.0021783i,-0.0029711-0.0029994i,0.0014327-0.01005i,-0.00025979-0.011968i,-0.001097-0.0089699i,0.0013247-0.0093994i,0.00028284-0.010961i,-0.0031482-0.0076628i,-0.005656-0.0020327i,-0.0071433+0.0021434i,-0.0092844+0.0036412i,-0.011258+0.0027884i,-0.0090266+0.0016714i,-0.004469+0.0017535i,-0.00045765+0.0031086i,0.0028524+0.0042605i,0.0042407+0.0035567i
-0.0037289+0.0017923i,-0.0048531+0.0039666i,-0.0050211+0.0038365i,-0.0037053-0.0012373i,0.0010202-0.0054395i,0.0023217-0.0003741i,-0.0053564+0.01258i,-0.01097+0.020427i,-0.011041+0.015479i,-0.0090045+0.0071977i,-0.0057868+0.0034613i,-0.0041819+0.0015122i,-0.0052919+0.00047025i,-0.0061955+0.0004156i,-0.0069489+0.00022378i,-0.0076834+0.0012726i,-0.0050156+0.0018763i,-0.00038246-2.2628e-05i,0.0034268-0.0014913i,0.0061404-0.0012204i,0.0078954-0.0011245i,0.0071372-0.0024435i,0.0045479-0.003033i
0.003872-0.0014769i,0.0051033-0.0047059i,0.0072456-0.010234i,0.0052354-0.016017i,0.0010052-0.019185i,0.007428-0.01685i,0.017588-0.008522i,0.014152+0.0013603i,0.003524+0.0098293i,-0.00091967+0.01254i,-0.0014195+0.0090722i,-0.0037843+0.0065372i,-0.0037173+0.0068638i,-0.0011319+0.005561i,-0.0008354+0.0017063i,-0.0013571-0.00073422i,0.00019134+0.0016131i,0.002944+0.0044692i,0.0024391+0.003291i,-0.0013811+0.0002383i,-0.0049063-0.00091472i,-0.0060087-0.0003678i,-0.0046638+0.00042212i
0.0023761+0.0012592i,0.0037719-0.0028127i,0.0068386-0.0089133i,0.0062274-0.010873i,0.0009211-0.0092554i,-0.00086973-0.020381i,0.00095282-0.037812i,-0.0018169-0.03465i,-0.0031445-0.012952i,0.00024338+0.0033623i,0.00087477+0.0063092i,-0.00018321+0.0053029i,0.0014499+0.0041468i,0.0029328+0.00080562i,0.003724-0.0047321i,0.0023527-0.0092668i,-0.0024917-0.0095603i,-0.0060886-0.0074717i,-0.007174-0.0045803i,-0.0068238-0.0013439i,-0.0057003+0.00027512i,-0.0043097+0.0012999i,-0.0030763+0.00093921i
0.0016362-0.0037093i,0.00035232-0.0064071i,-2.3741e-05-0.00579i,0.0033014+0.0010547i,0.0045902+0.012498i,-0.0065351+0.021656i,-0.02124+0.015231i,-0.021568+0.0026868i,-0.013103-0.0012391i,-0.0061715+0.00095051i,-0.0014457+0.0029612i,0.00082898+0.0027497i,0.00095782+0.0014668i,0.00097423+0.00058852i,0.0019922+0.00069766i,0.0042815-0.00058129i,0.0052343-0.0051019i,0.0047243-0.0090703i,0.0035062-0.0093071i,0.0022566-0.005553i,0.0011035-0.0021248i,-0.0002425-0.001967i,-0.001409-0.0023681i
-0.0003854+0.007067i,0.0034051+0.0097487i,0.0077013+0.011399i,0.014109+0.0068838i,0.023603+0.0016167i,0.026777+0.012375i,0.021393+0.032205i,0.012478+0.03171i,0.0032549+0.015007i,-0.0038709+0.0033404i,-0.0048823-0.00098925i,-0.0030055-0.0039176i,-0.003279-0.0042806i,-0.0045706-0.0005697i,-0.0037687+0.0043965i,-8.4601e-05+0.0085366i,0.0031322+0.0096793i,0.0033146+0.0075281i,0.0022679+0.0051992i,0.0024303+0.0032463i,0.0018719+0.0021454i,0.00068239+0.0030864i,0.0010679+0.0036612i
-0.0032419+0.00014512i,-0.00058944+0.0057114i,0.0035974+0.010122i,0.0037771+0.0024123i,-0.0020642-0.017687i,0.0011842-0.027392i,0.015326-0.016532i,0.023181-0.0049479i,0.014019-0.0034065i,0.00049985-0.00077436i,-0.0044763+0.00058136i,-0.0051807-0.0014178i,-0.0045698-0.0021406i,-0.0024247-0.0021131i,-0.001454-0.0021909i,-0.0028054-0.00090873i,-0.004912+0.00084821i,-0.0060762+0.0029173i,-0.004018+0.0048142i,-0.00050887+0.0037393i,0.0023749+0.0012655i,0.0044189+0.00011723i,0.0050607-0.00053617i
0.0027724+0.0019879i,0.0027749+0.00083787i,0.00086008+0.0012519i,-0.0090483+0.0057679i,-0.024409+0.01114i,-0.032407+0.0051183i,-0.023884-0.010338i,-0.0084957-0.019362i,-0.00039521-0.014495i,0.0040632-0.0045806i,0.0056983+0.0022981i,0.0040446+0.0029146i,0.002125+0.00019731i,1.1083e-05-0.0012598i,-0.0031178-0.0027386i,-0.0053403-0.0040681i,-0.0033033-0.0038303i,0.00066535-0.0038246i,0.0030905-0.0046723i,0.003902-0.0054014i,0.0026984-0.0054451i,0.00049437-0.0054249i,-0.00095361-0.0047757i
-0.0038018-0.0027698i,-0.0087808-0.0054864i,-0.014239-0.0047611i,-0.0074174+0.008051i,0.011276+0.030313i,0.026844+0.03454i,0.02084+0.012098i,0.0025225-0.0041669i,-0.0031719-0.0056389i,0.0026089-0.0054377i,0.0092069-0.0051503i,0.010868-0.0043254i,0.0063758-0.0047483i,0.0012733-0.0035085i,-0.0028535-0.00052027i,-0.0063934+0.0016609i,-0.0070247+0.0038431i,-0.0051711+0.0042814i,-0.003081+0.00072254i,-0.0030311-0.0020247i,-0.0051821-0.0005045i,-0.0062635+0.0027488i,-0.0043605+0.0054091i
0.003695+0.0034686i,0.00021859-0.00050939i,-0.0056186-0.0092338i,0.0003893-0.021916i,0.030402-0.034651i,0.048579-0.042979i,0.032028-0.035627i,0.0092416-0.012041i,-0.00017239+0.0069003i,-0.0033664+0.0072693i,-0.0065491-0.00023527i,-0.0054459-0.0037996i,-0.0026361-0.0028746i,-0.00025519-0.0006365i,0.0033252+4.7191e-05i,0.0039998-0.0021666i,0.00059098-0.0050204i,-0.0044646-0.005624i,-0.0071358-0.0032963i,-0.0056513-0.00096899i,-0.0041502-0.00050708i,-0.0022325+0.00039715i,0.00046876+0.0016063i
0.00087803-0.0027187i,0.0031142-0.0010233i,0.0028316-0.0038779i,-0.0083901-0.021567i,-0.033724-0.049251i,-0.051552-0.046465i,-0.045901-0.011175i,-0.025487+0.01554i,-0.0075406+0.021541i,-0.0050969+0.020617i,-0.0093735+0.017393i,-0.0093461+0.012035i,-0.0048044+0.0064371i,-0.00010437+0.0012459i,0.0028007-0.0020263i,0.0051863-0.0030555i,0.0075821-0.0051894i,0.0080306-0.007759i,0.0051625-0.0077739i,0.00091829-0.0046631i,-0.00027893-0.00057056i,0.0012177+0.0010473i,0.0010933+0.00084688i
0.006525-0.00098687i,0.014742-0.0033308i,0.023551-0.0062918i,0.010002+0.0019248i,-0.027329+0.032598i,-0.048079+0.066988i,-0.027455+0.077821i,0.00016865+0.049656i,0.0038188+0.015463i,0.0024172+0.006643i,0.005161+0.0077571i,0.0033139+0.0060283i,-0.00043082+0.0033761i,-0.0031943+0.00025204i,-0.0059946-0.0033006i,-0.007112-0.0028578i,-0.0070278+0.0020673i,-0.0067676+0.0065936i,-0.0049043+0.0081391i,-0.00191+0.0075912i,0.00077781+0.0064795i,0.0015945+0.004442i,0.0014488+0.0020309i
-0.0036511+0.00058115i,0.0032307-0.00069092i,0.018632-0.00046983i,0.041553+0.0093173i,0.059+0.029413i,0.069201+0.037501i,0.068589+0.0096162i,0.039573-0.021729i,0.0041281-0.024273i,-0.0080536-0.015204i,-0.0041588-0.010663i,-0.0020729-0.0092248i,-0.0047695-0.0057518i,-0.0056376-0.00085245i,-0.0043129+0.000926i,-0.0041859-0.0012702i,-0.0068791-0.0022565i,-0.007739+0.00080704i,-0.0034489+0.0053899i,0.0017516+0.0055878i,0.0034079-0.00044774i,0.0019974-0.005324i,-1.7678e-05-0.0062713i
-0.00042782+0.0029922i,-0.0056965+0.0049038i,-0.0099094+0.0029485i,0.0013843-0.013992i,0.033722-0.044526i,0.04413-0.080392i,0.012492-0.094021i,-0.01141-0.066379i,-0.014077-0.027881i,-0.013946-0.0057007i,-0.012341+0.0016978i,-0.0084684+0.002632i,-0.0052414+0.003483i,-0.0020244+0.0057846i,0.0012844+0.0061449i,0.0042484+0.0044645i,0.0069502+0.0021638i,0.0090298-0.0018286i,0.00861-0.0063517i,0.0064518-0.0092337i,0.0040978-0.0087669i,0.0015404-0.0053486i,-4.6557e-05-0.0012116i
0.0003666+0.004717i,-0.0059303+0.01152i,-0.019644+0.025264i,-0.035913+0.02404i,-0.048951-0.013704i,-0.054372-0.037254i,-0.048756-0.013789i,-0.030072+0.009952i,-0.0050128+0.01174i,0.008255+0.0079252i,0.010426+0.0079428i,0.010435+0.0055702i,0.0087554+0.0012984i,0.0062874-0.00075997i,0.0044054-0.00022266i,0.0029592+0.0024298i,0.0015632+0.0040742i,0.0011799+0.0015579i,0.00067545-0.0042039i,-0.0018674-0.0073569i,-0.0030083-0.0030011i,-0.00048156+0.0046775i,0.0026077+0.0089087i
0.00096312-0.0025661i,0.00084134+0.0016892i,0.0021942+0.012891i,0.0006133+0.034952i,-0.0041458+0.064784i,0.0010585+0.07331i,0.018392+0.060483i,0.027234+0.04457i,0.022286+0.020724i,0.015589+0.00038267i,0.011449-0.0086403i,0.007111-0.010275i,0.003601-0.0088708i,0.0011021-0.0071725i,0.00020828-0.0050677i,0.0012733-0.0035039i,0.0022454-0.0036416i,-0.00033811-0.0035489i,-0.0051803-0.00017486i,-0.0091718+0.0038211i,-0.010355+0.003924i,-0.0073405+0.0016922i,-0.0036547-0.0002351i
0.002022+0.0024829i,0.010637-0.0073147i,0.024111-0.024582i,0.037847-0.035259i,0.046576-0.025776i,0.039839+0.0010472i,0.025753+0.011743i,0.016146+0.0013813i,0.0049113-5.6169e-06i,-0.0063028+0.0042981i,-0.012244+0.0032277i,-0.012319-0.00029226i,-0.011171-0.0023734i,-0.011314-0.0028794i,-0.011962-0.0020573i,-0.0097446+1.2021e-05i,-0.0052683+0.00082223i,-0.0025137+0.00096589i,-0.002502+0.00088395i,-0.0021778+0.0017218i,0.00039409+0.0036958i,0.0022079+0.0031234i,0.00076107+0.0010317i
-0.0023878-0.0033765i,-0.007032-0.014005i,-0.018902-0.037846i,-0.039169-0.05993i,-0.053301-0.05277i,-0.041025-0.029483i,-0.020612-0.013664i,-0.013737-0.005091i,-0.011092+0.0044614i,-0.0059401+0.017565i,0.0010204+0.022417i,0.0034378+0.016528i,0.00028026+0.0097036i,-0.0021911+0.0048501i,-0.0043216-0.00039142i,-0.0097214-0.0036437i,-0.014068-0.0024952i,-0.012055+0.0021057i,-0.0045033+0.0062217i,0.0041935+0.0038889i,0.0079723-0.00079336i,0.0063314-0.0011374i,0.0027493+0.00015203i
0.0050436+0.00073872i,0.0025739+7.3143e-05i,-0.0051842+0.006071i,-0.015502+0.020289i,-0.018965+0.024953i,-0.012914+0.013466i,0.0016916-0.0036962i,0.0098245-0.011509i,0.004177-0.0081398i,0.0047988-0.0062083i,0.0099435-0.0089217i,0.0089104-0.0087467i,0.0056993-0.0032155i,0.0049986+0.0011454i,0.0063046-0.00010894i,0.0058215-0.0042458i,0.0021867-0.0061002i,0.0015226-0.0036776i,0.0044812-0.0017989i,0.0039809-0.0033147i,-0.0024118-0.0074463i,-0.008741-0.0097783i,-0.0081232-0.009205i
-0.0026296+0.0086885i,0.004988+0.021335i,0.026429+0.033001i,0.060342+0.025468i,0.085985-0.0017192i,0.076664-0.032252i,0.034524-0.046452i,-0.0036645-0.034729i,-0.015326-0.018826i,-0.018789-0.016818i,-0.022453-0.015395i,-0.018321-0.0096928i,-0.0092411-0.0058458i,-0.0032699-0.0032885i,-2.7259e-06-0.0017437i,0.0032013-0.00093848i,0.0063399+0.00032406i,0.0066275-0.0020132i,0.0022879-0.00755i,-0.0023224-0.0077791i,-0.00079621-0.0019098i,0.0039917+0.0037086i,0.0050316+0.0058737i
0.0045759-0.0026269i,0.010703+0.0047132i,0.019226+0.0098925i,0.020918-0.0067569i,0.0029454-0.043369i,-0.026049-0.043779i,-0.043165+0.00014314i,-0.035226+0.022377i,-0.02414+0.014984i,-0.021909+0.018082i,-0.017141+0.026812i,-0.0093314+0.022273i,-0.0054843+0.011849i,-0.0044855+0.0072484i,-0.0019936+0.005784i,0.00013453+0.0023201i,-0.0014062-0.001954i,-0.0038801-0.0013701i,-0.003509+0.0024816i,-0.00087861+0.0020143i,0.003152+0.0010312i,0.0062315+0.0034142i,0.0074198+0.0061328i
-0.0045132+0.00029104i,-0.0075095+0.0021803i,-0.013463+0.010321i,-0.031033+0.038268i,-0.058358+0.084236i,-0.053499+0.10611i,-0.0073002+0.08522i,0.02034+0.045938i,0.020569+0.023334i,0.024478+0.022132i,0.031192+0.016862i,0.025156+0.004907i,0.012696+0.00023681i,0.0056173+0.0011936i,0.0029183+0.0015405i,0.0031996+0.0013688i,0.0043401+0.00028572i,0.0034556-0.00013333i,0.0019118+0.0010529i,-0.00094456+0.0029686i,-0.0074154+0.0017599i,-0.013017-0.0023629i,-0.012041-0.0061716i
-0.0022232-0.0084661i,-0.011728-0.02006i,-0.016449-0.025844i,0.011544-0.0050123i,0.068771+0.032209i,0.094607+0.034381i,0.070477-0.0042558i,0.044223-0.025528i,0.031841-0.022846i,0.02035-0.025773i,0.008519-0.031589i,0.00071373-0.026902i,0.00060162-0.016628i,0.0019654-0.011723i,-0.0027557-0.0095359i,-0.0072185-0.0040425i,-0.0074608-1.5071e-05i,-0.0063571-0.0018142i,-0.0051788-0.0054303i,-0.0020941-0.0046835i,0.0040513+0.00061572i,0.0079512+0.0039066i,0.0052713+0.0040302i
0.0018193+0.004739i,-0.0038883-0.0013997i,-0.020864-0.027804i,-0.030631-0.086463i,-0.010784-0.15316i,0.0079214-0.16597i,-0.0023349-0.11094i,-0.012341-0.050647i,-0.014995-0.020967i,-0.026246-0.010097i,-0.030316-0.0026818i,-0.020975+0.0015924i,-0.011899-0.0011943i,-0.0080195-0.0051482i,-0.0054523-0.0042419i,-0.0027455-0.0015327i,-0.0014668-0.0012132i,-0.00055241-0.0012724i,0.0012981+0.00030716i,0.0038671+0.00037621i,0.00506-0.0023072i,0.0044045-0.0018723i,0.0040698+0.0016468i
0.0012317-0.0011984i,-0.00044014+0.0081275i,-0.020798+0.021862i,-0.078605+0.027523i,-0.14574+0.016186i,-0.14637+0.0084631i,-0.081932+0.013012i,-0.033428+0.017368i,-0.021222+0.022103i,-0.011302+0.029121i,0.0026137+0.026559i,0.0081215+0.017358i,0.0043395+0.012414i,-0.00095508+0.012476i,-0.00029903+0.01095i,0.0042997+0.0053834i,0.0072593+0.0020065i,0.0084987+0.0019568i,0.0076963+0.0025442i,0.0016295+0.0022069i,-0.0077806+0.0017642i,-0.013348+0.00099916i,-0.011322-0.00079208i
0.0046842+0.0029783i,0.024041+0.0095555i,0.059254+0.035673i,0.090907+0.099371i,0.093853+0.1778i,0.074284+0.18714i,0.048373+0.11541i,0.017803+0.048723i,0.006145+0.023816i,0.016342+0.0081522i,0.017054-0.0071781i,0.0088323-0.0093232i,0.0043612-0.0014456i,0.0035355+0.0057393i,-0.0013945+0.0053151i,-0.011333+0.00023528i,-0.017109-0.002347i,-0.016543-0.0029057i,-0.014291-0.0044389i,-0.0098154-0.0043146i,0.00098302-0.0004499i,0.010753+0.0033473i,0.010147+0.0056628i
0.0032452-0.00086931i,0.017281-0.013393i,0.064296-0.043949i,0.14414-0.089231i,0.20153-0.1154i,0.17421-0.093059i,0.092094-0.044898i,0.036279-0.013919i,0.013801-0.012393i,-0.0068894-0.015221i,-0.019547-0.0058803i,-0.017052+0.00092977i,-0.009928-0.0014607i,-0.0043168-0.0051116i,-0.0011643-0.005105i,-0.0006647-0.00083662i,-0.0021239+0.0021324i,-0.0038945+0.0028155i,-0.0041758+0.0026098i,-0.0026549-0.0029278i,-0.0038614-0.010576i,-0.0071412-0.012447i,-0.0056164-0.0088158i
-0.0043551+0.0037714i,-0.015348-0.0052858i,-0.048958-0.041194i,-0.1044-0.11401i,-0.14966-0.17764i,-0.14562-0.16181i,-0.088372-0.0884i,-0.028319-0.043085i,-0.014326-0.022889i,-0.021165+0.010561i,-0.010025+0.030254i,0.0017325+0.019817i,-0.0019939+0.0026493i,-0.0078417-0.005676i,-0.0049786-0.0069868i,0.0049684-0.0066838i,0.013234-0.0048247i,0.015125-0.0034425i,0.013678-0.0032948i,0.0071426-0.001568i,-0.0049217+0.0026672i,-0.014342+0.0055585i,-0.014345+0.0025256i
-0.00045055-5.4309e-05i,-0.02419+0.01516i,-0.079089+0.060223i,-0.1471+0.13168i,-0.17592+0.17645i,-0.13818+0.15255i,-0.077096+0.081528i,-0.04471+0.027095i,-0.024864+0.016826i,0.0030773+0.016141i,0.017575+0.0038412i,0.012948-0.0056288i,0.0048207-0.0050602i,-0.0013677-0.0018901i,-0.0065017-0.0018272i,-0.01169-0.0062156i,-0.016315-0.011498i,-0.015878-0.010976i,-0.0084797-0.0059831i,0.0044623-0.0017063i,0.019317+0.0015639i,0.027881+0.0029164i,0.023931+0.0037834i
0.0010601+0.0057358i,0.010067+0.015554i,0.041709+0.054571i,0.11208+0.11534i,0.18726+0.1366i,0.19015+0.081106i,0.11583+0.02436i,0.050212+0.022804i,0.033882+0.017783i,0.022289-0.014913i,0.00022985-0.029141i,-0.0085404-0.017029i,-0.0027104-0.0038666i,0.0049735+0.0035533i,0.0091534+0.0089047i,0.0095232+0.014622i,0.0063867+0.018733i,0.0023249+0.017292i,0.0024683+0.013105i,0.0045599+0.0043196i,0.0038707-0.0090982i,0.00014944-0.017194i,-0.00077882-0.015113i
