-0.0048945+0.0020003i,-0.0027583+0.0018778i,-0.0014268+0.0039481i,0.00011148+0.0043337i,0.0011706+0.0031273i,0.0021052+0.00087887i,0.0018245+0.00080131i,0.0012546+0.0018564i,0.0012635+0.0016962i,0.0011356+0.00068689i,0.00052124-0.00047937i,0.00043545-0.0012727i,0.000791-0.00114i,0.00021724-0.0012491i,0.0002872-0.00080125i,0.00054767+3.0158e-05i,0.000808+0.00092357i,0.0008621+0.00095886i,0.00038581+0.00099775i,0.00019424+0.00057827i,0.00038805-0.00060265i,0.00017156-0.00087048i,-4.5411e-05+2.5385e-05i
-0.0018868+0.00086667i,-0.0024601+0.0011537i,-0.0034076+0.0009142i,-0.0029799-0.00015887i,-0.001227-0.0021377i,-0.00010594-0.0032093i,-0.00025482-0.0022359i,-0.00081883-0.00097023i,-0.0010233+1.825e-05i,-0.00031394+0.00013568i,-9.5366e-05+0.00024444i,-0.00067447+0.00074868i,0.0001922+0.00066138i,0.0013539+4.7688e-05i,0.00092245-0.000425i,0.00049207-0.00061047i,-7.7548e-05-0.00049001i,-0.0010307-9.0392e-05i,-0.00084493-0.00017171i,-0.00030207+3.7688e-05i,-0.00026143+0.0003517i,-0.00048378+0.0010425i,-4.4181e-05+0.0017294i
0.0016378+0.0015261i,0.0023305-8.0031e-05i,0.0029064-0.0013389i,0.0015576-0.001952i,-0.0012341-0.0019957i,-0.0014838-0.0023346i,-5.552e-05-0.0025577i,0.00017913-0.0021148i,0.00031127-0.0016343i,-6.3512e-05-0.0017162i,-0.0011992-0.0012044i,-0.0012767+0.00017406i,-0.00077285+0.0010535i,-0.00074052+0.00071421i,-0.00047571+0.00040949i,0.00018556+0.00053413i,0.00059354+9.8239e-06i,0.00057618-0.00017829i,0.00020543+0.00011294i,-0.00014844-0.00038778i,-9.2928e-05-0.00086885i,0.00038767-0.0007044i,0.00079727-0.00060098i
0.00051152-0.0021201i,0.00037306-0.0015041i,8.1322e-05-0.001704i,-0.00075796-0.0020025i,-0.00079971-0.0011651i,-0.00085523-0.00095706i,-0.00048998-0.0010228i,0.00029647+3.0465e-05i,-4.799e-05+0.00028725i,-0.00028278-0.0011206i,-0.00027782-0.0017309i,-0.00026903-0.0013086i,-0.00037979-0.00038934i,-0.00026161-3.226e-05i,-0.00011204-7.4546e-05i,-0.00057691+0.00042106i,-7.1766e-05+0.00037313i,0.00075396+0.00052242i,-6.7086e-05+0.00065929i,-0.0002236-0.00015453i,-1.9747e-05-0.00012037i,0.00023354+0.0005876i,0.00083369+0.00039065i
0.0010234-0.00061295i,0.00022235+0.00040792i,-0.00015146+0.00042111i,-0.00087293-0.0012349i,-0.0014597-0.0022502i,-0.00080829-0.0013106i,6.1901e-06-0.00087297i,-2.6133e-05-0.00066386i,-0.00046936+0.0001134i,-4.3535e-05+0.00059048i,0.00018731+0.00062978i,0.00010613+0.00092454i,-4.545e-06+0.00053355i,-0.00025374-0.00050487i,0.0006134-0.0008223i,0.00070446-0.00039537i,-0.00048029-0.00020858i,-0.00061917+0.00034096i,-0.00043422+0.00090326i,-3.8738e-05+0.00062986i,0.00061192+0.00013743i,5.6619e-05-0.00029509i,-0.0004469-0.00021675i
-0.0010793+0.0014215i,-0.0012653-0.00060851i,-0.0010314-0.00092972i,-0.00075103-0.0010598i,-0.00011716-0.001216i,0.00028268-0.0011628i,-0.00032283-0.0012262i,-0.00096666-0.00089555i,-0.00072448-0.00060791i,-0.00032503-0.00028706i,0.00041039-0.00014833i,0.00059885+0.00033087i,0.00037001+0.0010057i,-0.00030217+0.0010065i,-0.00088471+0.0005756i,-0.00015994+0.00041186i,0.00075101+0.00032465i,0.0011443+3.7032e-05i,0.00087756-0.00039483i,0.00012025-0.00028479i,0.00057006-0.00020493i,0.0001739+0.00013228i,-0.00095231+0.00044129i
-0.0016832+0.0013285i,-0.00077539+0.0013716i,-0.0012163+0.0022499i,-0.0014317+0.0024259i,-0.000758+0.0016523i,-9.482e-05-1.2946e-06i,-0.00026054-0.0011872i,0.00033653-0.00142i,0.0005917-0.0013072i,0.00022603-0.0017973i,-0.00074033-0.0017627i,-0.0017751-0.00047598i,-0.0014493+0.00051562i,-0.0007379+0.00049328i,-0.00072566-0.00055493i,-0.00063392-0.00081124i,0.00017576+1.8185e-05i,0.00085402+1.2605e-05i,0.000327-5.5408e-05i,-0.00067996+4.5924e-06i,-0.00056553-0.00015459i,0.00013691+0.00037792i,0.0005754+0.00055488i
-0.0018362-0.0013184i,-0.0030466-0.0016974i,-0.0035374-0.0011598i,-0.0019817+0.00097069i,-0.001143+0.0015569i,0.00032147-0.00010995i,0.00074257-0.001218i,-0.00037023-0.0012203i,-0.00024094-0.00034591i,0.0006418+7.6264e-05i,0.00035841-0.00023582i,-0.00030806-0.00094985i,-0.00011012-0.000101i,-4.281e-05+0.00052484i,-0.00033548-0.00023777i,4.8805e-06-0.00074662i,-0.00071605+0.00026631i,-0.0011641+0.00026932i,-0.00046789-0.00060545i,0.00034675-0.00025148i,0.00069815-7.3781e-05i,0.0014272-0.0006798i,0.00098013-0.00083311i
0.0035042+0.0019618i,0.0031881+0.00088i,0.0036027-0.0021331i,0.0027128-0.0041659i,0.0017014-0.0040692i,0.00064833-0.0027292i,0.00076814-0.0014316i,0.0010153-0.00077721i,0.00039183-0.0005073i,0.00050843-0.00042218i,0.0004578-0.00075288i,-0.00049113-0.00082099i,-0.00087045-0.00073327i,-0.00034545-0.00018211i,-3.803e-05+0.00035593i,0.00068155-6.9646e-05i,0.0013132-0.00015161i,0.0011273-4.7844e-05i,0.00059354-0.00035306i,0.00038387-0.00041223i,7.4679e-05+0.0002731i,0.00031488+0.0010667i,0.001115+0.0008347i
0.0018184-0.0016421i,0.00082196-0.00081485i,-0.00048647-0.0013929i,-0.0021981-0.0011809i,-0.0020389-0.0014785i,-0.00026399-0.0010647i,0.00036471-0.00038234i,2.3138e-05-0.00096218i,-0.00049079-0.001209i,-0.00073718-0.0008147i,-0.00092135+2.2851e-05i,-0.0011208+0.0006395i,-0.00023139+0.00090808i,0.00058216+0.00073645i,0.00031753+0.00031744i,-0.00012322+4.0302e-05i,0.00023935-0.00013128i,0.0001759-0.00028095i,0.00046612-0.00017125i,0.00074083+8.2567e-05i,-0.0001171+8.1432e-05i,-0.00024566-0.00029185i,0.000351+0.00035362i
-0.00065305+0.0030651i,-0.00053433+0.0023502i,0.0010512+0.00066414i,0.0015302+0.00069566i,0.00051487+0.00029679i,0.00068389-0.00070227i,0.0015615-0.0002482i,0.0012672+0.00037976i,0.00040431+9.6049e-05i,0.0006466-0.00061814i,0.00042324-0.0011583i,-0.00039101-0.00151i,-0.00094938-0.0016204i,-0.00022889-0.00076938i,0.00065223+0.0002897i,0.00029783+0.00011308i,0.0005682-0.00059624i,0.00031784-0.00010397i,-0.00041047+0.00038988i,0.00042143+8.7063e-05i,0.00099432+0.00023552i,0.00088755+0.00053197i,0.00079763+0.00043404i
-0.0011407+0.001641i,-0.0011356+0.0015743i,-0.0011388+0.0020636i,-0.00028147+0.0019074i,0.00051501+0.00013744i,0.00088388-0.0013982i,0.00069459-0.0019403i,0.00032046-0.0012709i,0.00058887+2.8992e-05i,0.00088557-5.6327e-05i,0.00093641-0.00056493i,0.00093913-0.0008408i,0.00052522-0.00097686i,-0.00012613-0.0012094i,-0.00039295-0.0011456i,7.8117e-05-0.00056309i,0.00037183-0.00064592i,0.00050806-0.00099814i,-3.2477e-05-0.00057784i,-0.00081193-0.00033817i,-0.00026801-0.00036776i,0.00066965-8.0331e-05i,0.00077887-0.00029567i
0.0012614+0.0025862i,0.001179+0.0022365i,0.0024352+0.0012428i,0.0016555+0.00047188i,-2.2459e-06-0.00081086i,-0.00043448-0.0011785i,-0.0002273-0.00073737i,-6.8661e-05-0.00064467i,-0.00036057-3.7732e-05i,-9.4011e-05+0.00010715i,0.00014411-8.2704e-05i,0.00024856+0.00054315i,-9.6496e-05+0.00093822i,-2.2354e-05+0.00054172i,2.418e-06+0.00024174i,-0.00012095-0.00020478i,0.00049064-0.00052444i,0.00074255-0.00019361i,0.00093257-0.00031893i,0.00034929-0.00033908i,-0.00066452+4.624e-05i,-0.0010043+7.4392e-05i,-0.00053166-0.00030837i
-0.00055283+0.0010054i,-0.00060158+0.0025627i,-0.00026144+0.0026572i,0.00040096+0.001908i,0.00029124+0.0015525i,-0.00029025+0.00044958i,-0.00043543-0.00060727i,-5.0086e-05-0.0015703i,-0.00046783-0.0017027i,-0.00063833-0.0016188i,-0.0009867-0.0011606i,-0.001318-0.00035918i,-0.00083125-0.00043005i,-0.00072147-0.00051329i,-0.0010596+5.936e-05i,-0.0012291+4.6554e-06i,-0.00086956+1.154e-05i,-0.00019425+0.00078755i,0.00047324+0.00061237i,0.00077242+0.0002318i,0.00035416-0.00045795i,-0.00016923-0.00097101i,-0.0003725+0.00010101i
0.0014617+0.00064916i,0.0020645+0.00038196i,0.002224-0.0011991i,0.0010246-0.0017453i,0.00011412-0.0015521i,0.00019597-0.0014144i,0.00088615-0.0018057i,0.00044494-0.001842i,0.00023906-0.0012052i,0.0011832-0.0013976i,0.00091073-0.0011438i,8.5568e-05-9.1812e-06i,-0.00032058+0.0003601i,-0.00061576+0.00044766i,-0.00032207+0.00015388i,0.00028554-0.00032166i,0.00028884+0.00011348i,0.00028707+0.00041318i,0.00015793-9.9284e-05i,-0.00019343+0.00012699i,-0.00048375+0.00060187i,-0.00098225+0.0006585i,-0.00072286+0.00090716i
-0.0020266-0.001503i,-0.0017795-0.0022195i,-0.0022244-0.0012955i,-0.0023112-0.00017165i,-0.001984+0.0003792i,-0.00099472-4.1375e-05i,-0.00014528-0.00116i,6.0873e-05-0.00060877i,-0.00032011+0.0005139i,-0.00036702+0.0010515i,0.000467+0.0010269i,0.00058992+0.00059502i,-5.9845e-05-5.96e-05i,0.00029024-0.00072216i,0.00052796-0.00096826i,-0.00036279-0.00071986i,-0.00063876-7.4807e-05i,-0.00013718+0.00022967i,-0.00021113+0.00087778i,-0.00057166+0.0011663i,-0.00034042+0.00085214i,-0.000351+2.4189e-05i,-0.0004622-0.00061327i
-0.0015812-0.00099096i,-0.0022865+7.6311e-05i,-0.0041675+0.000797i,-0.0046647+0.0012207i,-0.0032071+0.0017447i,-0.0014528+0.0014551i,-0.00055694-0.00023219i,-0.00067454-0.00075988i,-0.0010661-0.00036621i,-0.0014963-0.00012492i,-0.0015093+0.00047311i,-0.00063871+0.0003689i,0.00041869-0.00014357i,0.00086783+0.00069486i,0.00032339+0.00078754i,-0.00044247-5.2359e-05i,-0.00049022-0.0005705i,5.9663e-06+5.827e-05i,0.00080014+1.0849e-05i,0.00088461-0.00057643i,0.00047726+0.00016584i,0.00078496+0.000197i,0.00074442-0.00033275i
-0.0014248-0.00023136i,-0.00029834-0.00026805i,0.0011043-0.00031246i,0.0017095-0.00023719i,0.00158+0.00016308i,0.0011827-0.00083465i,0.00092818-0.0029768i,0.00019228-0.0032742i,-0.00065359-0.0020107i,-0.00069607-0.0014256i,-0.0014567-0.0010217i,-0.0019315+4.7217e-05i,-0.0018824+0.00025445i,-0.00099238+5.7787e-05i,0.00065614+8.7742e-05i,0.0011141+0.00023621i,0.00017656-0.00023036i,4.9162e-05-0.00085628i,0.00082567-0.00086587i,0.0012965-0.00048703i,0.00098505-0.00022109i,0.00047718-6.1448e-05i,0.00018041-0.0001279i
0.00045045+0.00085555i,0.0017508+0.00025686i,0.0016223-0.00028653i,7.7637e-05-0.0010849i,-0.00078405-0.001326i,-0.00096969-0.00069353i,-0.0010453-0.00081294i,-0.00076413-0.00072703i,-0.00069613-1.7966e-05i,0.00014971-0.00078285i,0.00073003-0.0013409i,0.00032488-0.00092396i,0.00036911-0.00024247i,0.00023483-0.0004426i,7.8062e-05-0.00094267i,0.00043482-0.00033339i,0.00058036+0.00020336i,-2.3654e-05-0.00019778i,-0.00020206-0.00035509i,8.0176e-05-0.00036737i,0.00042858+0.00014897i,0.00062394+0.00022023i,0.00018349-0.00034319i
0.00069499-0.0028306i,-0.00037649-0.0038512i,-0.0036748-0.004339i,-0.0045485-0.0030801i,-0.0024997-0.00047404i,-0.00053233+0.0003569i,-5.8852e-05-0.00054842i,-0.00033087-0.0010229i,-0.0013118-0.0002858i,-0.0020135+0.00052459i,-0.00063892+0.0008636i,0.00083851+0.00079942i,0.00057224+0.00066865i,-0.00019937-0.00040853i,-1.6244e-05-0.00074846i,-0.00012705-7.4707e-05i,-0.00048931-0.00038358i,-0.00051594-0.00059481i,-0.00052826-0.00040787i,-0.00013733-0.00043487i,0.00011733+0.00023014i,-0.0004085+0.000958i,-0.0012696+0.0011056i
0.00012421+0.00052441i,-0.00045704+0.0005803i,-0.0017671+0.00036007i,-0.0016729-0.00031809i,-0.00092949-0.00075319i,-8.0723e-05-0.001222i,0.00043758-0.00099915i,0.00010744-0.0010879i,-0.00058535-0.0011752i,-0.00082939-0.00037093i,-0.0011485+0.00045297i,-0.0016542+0.00080236i,-0.0011552+0.00039943i,-0.00040685-3.3438e-05i,0.00019538-8.9293e-05i,0.00053978+0.00042215i,0.0001013+0.0013579i,-0.00042243+0.00069714i,-0.00085402-0.00013059i,-0.00078469-0.00036472i,-0.00055928-0.00080875i,-0.00032456+0.00067954i,-0.00060791+0.0017663i
-0.0023272+0.00045979i,-0.0011002+0.0022887i,-0.00016202+0.0030003i,0.00033888+0.0021693i,0.00047457+0.0017209i,0.00076811+0.00038633i,0.00039454-0.00089869i,-0.00026978-0.00075516i,0.00010175-0.00055789i,0.00045302-0.00069417i,-4.0636e-05-0.00080891i,-0.00039523-0.0012769i,-0.00020693-0.001122i,0.00017853-0.00060524i,0.00050563-0.00071804i,-0.00038101-0.00057038i,-4.0489e-05-0.00047533i,0.0006184-0.000394i,-7.0664e-05-6.4036e-05i,-0.0001834+0.00021935i,-0.00022984-0.00026139i,-0.00046024-0.0008811i,0.00036692-0.00017836i
-0.00014531+8.2873e-05i,-0.00022856-0.0011489i,-0.00073716-0.00067069i,-0.00065207+0.00095255i,-0.00036295+0.00079215i,0.00015627-0.00036445i,0.00055822-0.00072546i,0.00063088-0.00035617i,0.00079798-0.00016746i,0.0010785+0.00016135i,0.001417-0.00013214i,0.0016159-0.00095685i,0.00090145-0.0011015i,0.00064796-0.00073098i,0.00065723+0.00024102i,-0.00014909+0.00065284i,-0.0010954+0.0002744i,-0.00080356+2.8746e-05i,0.000262-0.00034019i,0.00072416-0.00053557i,0.00021057-0.00063089i,0.0001123-0.00037453i,8.6094e-05-0.00029435i
0.00090494+0.00056416i,0.00032851-0.00015133i,-4.3549e-05-0.00095999i,-3.3431e-05-0.0015285i,-0.00021284-0.00036571i,2.4258e-05-0.00044746i,0.00050228-0.0013584i,0.00095189-0.0013308i,0.00061932-0.00093631i,-0.00022107-0.00040835i,-0.00063389-0.00063824i,-0.00087761-0.00069865i,-0.00072967-0.00044472i,-0.00036652-0.00026878i,1.0532e-05-0.00015686i,-2.8154e-05-0.0005633i,0.00050821-0.00045845i,0.0012002+0.00081814i,0.00086507+0.0010866i,0.00028823+0.00035749i,6.9968e-05+0.00034038i,0.00043684+0.00055969i,0.00034993+8.9857e-05i
0.00082402-0.0011024i,0.00050092-0.0017233i,-0.00026302-0.0017414i,-0.001197-0.00079145i,-0.0012306+7.0898e-05i,-0.0011092-7.584e-05i,-0.000423-0.00018559i,0.0001927+0.0001661i,-0.00028272-0.00024607i,-0.00067206-0.00098961i,-0.0011032-0.00020156i,-0.0013575+0.00029128i,-0.00092572-0.00041136i,-0.00070112-0.00085816i,-0.00077311-0.001211i,-0.00037998-0.0012755i,7.4709e-05-0.00094329i,1.4925e-05-0.00044325i,-7.0227e-05-0.00057035i,5.5119e-05-0.00075131i,0.00020439-0.00020617i,0.00010172+0.00065792i,-6.4157e-05+0.0010357i
-0.00040176+0.0020347i,-0.0012131+0.0027126i,-0.00012637+0.0024199i,0.0016612-9.2972e-05i,0.0024461-0.0016114i,0.0014362-0.0018649i,0.00080748-0.0016848i,0.00034072-0.0014251i,-0.00013134-0.0008653i,0.0007295-0.00084319i,0.001405-0.0011642i,0.00059308-0.0013061i,-4.5964e-05-0.001553i,-0.00012503-0.00083832i,-0.00027455+0.00059092i,0.00015735+0.00010494i,0.00064413-0.00013389i,0.00025656+0.00041704i,-7.5313e-05-0.0001782i,-0.00016375-0.00071739i,-0.00013927-0.00035155i,-0.00014832-0.00052827i,-0.00027683-0.00056419i
0.00045116+0.0011887i,0.0010802+0.001197i,0.0017851+0.00051033i,0.0007265-0.0010258i,-0.00084448-0.0023722i,-0.001036-0.0028264i,-0.00010217-0.0023088i,0.00013053-0.00083773i,0.00061535+0.00018905i,0.00069156-2.6689e-05i,-0.00012503-0.00062075i,-0.00083904-0.00073358i,-0.00068363-0.00080638i,-0.00039409-0.00098734i,-0.00043952-0.00041847i,-0.00012879+0.00039979i,-0.00026003+0.00080045i,-0.00011695+0.00032758i,0.00067508-3.214e-05i,0.00060452-0.00017128i,0.00020899-0.00024918i,6.5867e-05+0.00010771i,0.00053664+5.5619e-05i
0.00057224+0.00053283i,0.0013092+0.00013674i,0.0016365-0.0012053i,0.0013515-0.0010928i,0.00017415-0.00036304i,-0.00037772-0.00065311i,5.445e-05-0.00091398i,-0.00021355-0.00072147i,-0.00092213-0.00071984i,-0.00049452-0.00042243i,-0.00035178+0.00055721i,-0.0011054+0.0006657i,-0.0014053+0.00064916i,-0.00066374+0.00027673i,-0.00029359-0.00059965i,-0.00045807-0.00085201i,-0.00029598-0.00028729i,6.7476e-05+0.00012548i,9.8786e-05+0.00016579i,-0.00045643-0.0001813i,-0.00044436-0.00023771i,-0.00024557+2.2091e-05i,-7.9992e-05+0.0002099i
-0.00012184-0.0020086i,-0.00012558-0.0022748i,-0.0014088-0.0012059i,-0.002516-8.6401e-05i,-0.0018687-0.00017693i,7.0491e-05-0.00028088i,0.0010129-0.00023812i,0.00052928-0.000597i,1.7026e-05-0.00069271i,-0.00057812-0.00054208i,-0.00047321-0.0012502i,-0.00032353-0.0013565i,0.00012087-0.0010025i,0.00015093-0.00025525i,-0.00025018+0.00073818i,-0.00042688+0.00070401i,-0.00061985-0.00033955i,-0.00039344-0.00019246i,-0.00049062+0.00024578i,-0.00033126+0.00038565i,-7.7789e-05+0.00071856i,0.00018903+0.00071656i,0.00028032+0.00074082i
0.00376+0.0010899i,0.0036475+0.0015981i,0.0040941-0.00011067i,0.0022531-0.0030754i,-0.00018802-0.0038604i,-0.0013976-0.0027741i,-0.0009985-0.0018572i,-0.00048214-0.00099335i,4.3213e-05-0.00043131i,0.00076034-0.0009441i,0.00039579-0.002181i,-0.00023784-0.0014032i,-0.00039706-0.00062255i,-0.00095137-0.00041219i,-0.0014189-0.00047217i,-0.00093416-0.00081198i,-0.00038434+0.00010615i,0.00015946+0.00013368i,0.00020211-0.00068577i,-0.00012786-0.00064071i,0.00020155+2.0866e-05i,0.0007184+0.0002617i,0.00018105-0.00023435i
-0.00052663-0.00016657i,0.00019425+0.00038321i,0.0011132-4.9145e-05i,0.00078162+0.0002857i,-0.00052377+0.00053573i,-0.0011303-0.0001411i,-0.00068677-0.00099606i,-0.00061388-0.0011577i,-0.00027938-0.00020943i,4.5288e-05+0.0003133i,0.00021479-0.00010493i,-2.0947e-05+1.3439e-05i,-0.00017708+0.00049968i,-0.00014015-2.9405e-05i,-0.00033667-0.00099108i,-0.0001492-0.0011114i,-9.0222e-05-0.0003776i,0.00017211+0.00022938i,0.00037661+0.00071055i,0.00022397+0.00079439i,0.00046082+0.00028317i,0.00070812-0.00035554i,0.00050715-9.2105e-05i
0.00096621+0.001892i,0.001095+0.0020206i,0.0016385+0.0019056i,0.0021695+0.00056521i,0.0014947-0.00011917i,0.00030815-0.00037204i,-0.00034881-0.0013871i,-0.0006229-0.0019057i,-0.00082008-0.00067815i,-0.00077153-6.6647e-05i,-0.00084522-0.00030951i,-0.0011014-0.00043707i,-0.00071327-9.4772e-05i,0.00011174+0.0008559i,0.00064939+0.00028429i,0.00061329-0.00099239i,0.00046351-0.00112i,0.00027172-0.00077457i,-0.00011421-2.9391e-05i,0.00044095+0.000245i,0.00071333-9.5981e-05i,0.00025475+0.00038208i,0.00054074+0.0005371i
0.00045587-0.00082547i,-0.00041997-0.0010076i,-0.00070363-0.0021799i,-0.0013653-0.0019599i,-0.00191-0.0011955i,-0.001088-0.00069347i,-0.00033331-0.0015596i,0.00037662-0.002248i,0.00083199-0.0013248i,-4.4636e-05-0.00078777i,-0.0007815-0.001031i,-0.00049939-0.00084069i,3.3162e-07-0.0001507i,-6.9438e-05+0.00039566i,-0.00074194+0.00071578i,-0.00054147+0.0003369i,-0.00010117-7.2824e-05i,-0.00036377-0.00010291i,-0.00018072-0.00080899i,0.0001298-0.00088886i,-0.00022925-0.00022197i,-0.0003619-3.6029e-05i,-0.00040151-3.3126e-05i
-0.0012285+0.00068735i,-0.00093274+0.001237i,-0.0016584+0.0015057i,-0.00045735+0.0019208i,0.0010371+0.0012723i,0.0010495-0.00061616i,0.00067877-0.00089916i,0.0005039-9.1109e-05i,0.00053383-2.0627e-06i,0.00050028+4.1461e-05i,0.00010631+0.00015381i,-0.0003316-0.00035194i,-4.4586e-05-0.00094414i,0.00011273-0.00056061i,-0.00052922+0.00021615i,-0.00096114-4.8529e-05i,-0.00024715-0.00060467i,0.00064235-0.00028696i,0.00038077+0.00038293i,-0.00018444+0.00058354i,-0.00043319+0.00029986i,4.9107e-05+0.00024746i,0.00068081+0.00022873i
2.5908e-05+0.00046618i,-0.00060321+0.00059445i,-0.00064813+9.1261e-05i,-5.6857e-05-0.00042226i,0.00045417-0.00086751i,0.00080733-0.001058i,0.00052598-0.0010586i,-0.00036153-0.00085045i,-0.00080032+2.1481e-05i,-0.00025058+0.00016575i,-0.00013203+0.00026475i,-0.00061141+0.00045783i,-0.0004686-4.17e-05i,-0.00019702-0.00049897i,-6.9502e-05-0.00054462i,-4.5336e-05+0.0001106i,3.208e-05+0.00017904i,-0.00023071+8.2385e-05i,-0.0010854+0.00012014i,-0.00069915-0.00011244i,-3.3896e-06-0.00045697i,-0.0001287-0.00067717i,0.00023738-0.00044478i
0.0013415+0.00050509i,0.0018531+0.00088975i,0.0026109+0.00034132i,0.0025649-0.00052954i,0.0010279-0.0013925i,-0.0010491-0.0027293i,-0.00118-0.0020168i,-7.9845e-05-0.0010044i,-0.00031049-0.0011339i,-0.0014265-0.0014374i,-0.0011904-0.0013003i,-0.00088848-0.0013021i,-0.00081279-0.0011974i,-0.00033083-0.00090835i,0.00041576-0.00075607i,0.00085209-0.00062871i,0.00075057-0.00043683i,0.00047149-0.00080828i,0.00094859-0.00077639i,0.0015133-4.0964e-05i,0.0015864+0.00049297i,0.00093838+0.00058157i,-7.8919e-05+0.0004655i
-0.0011034-0.0012914i,-0.00075143-0.0012891i,-0.00073844-0.0012085i,-0.0014713-0.00056711i,-0.0011392-7.2898e-05i,0.00065193-0.00041855i,0.00064192-0.001247i,-5.0594e-05-0.0012745i,5.4096e-05-0.00075728i,0.00073761-0.00091857i,0.00037944-0.00085553i,-0.00056142-0.00017426i,0.00012009-3.964e-05i,0.00052271+6.4775e-05i,-0.00047615-7.5261e-05i,-0.00035542-0.00049546i,0.00025027-8.0379e-05i,0.00061506+0.0003853i,0.00021901+0.00041203i,2.093e-05+0.0002177i,0.00047026+7.3495e-05i,0.00057487+0.0001326i,0.00056125+0.00046481i
-0.00033972-0.0014724i,-0.00034172-0.0010381i,-0.0017741-0.0012506i,-0.002832-0.0013211i,-0.001962-0.00029924i,-0.00052872-0.00028805i,-0.00027613-0.00059894i,-3.0432e-05+0.00014417i,6.4612e-05+0.0010807i,-1.557e-05+0.00084417i,0.00041965+0.00023695i,0.0011016+2.4516e-05i,0.0010404+0.00031686i,0.00019473+0.00024252i,-0.00048087-0.00053134i,-0.0010064-0.00061222i,-0.00073691-0.0004899i,-0.00029042-0.00037523i,-0.00030495-0.00036363i,-0.00012582-0.0011886i,-0.00057563-0.0014439i,-0.00089773-0.00014804i,0.00026633+0.00057184i
-1.5413e-05-0.0017592i,0.00051633-0.0014003i,0.00014379-0.0012233i,-0.00015696-0.00045793i,-0.00055175-0.00034092i,-0.00086086-0.00031189i,-0.00060659-0.00025704i,7.6314e-05-0.00032762i,-0.00014217-0.00021182i,-0.00023785+0.00016959i,-0.00032321-2.6204e-05i,-0.0006652-6.3823e-05i,-0.00013686-0.00013133i,0.00068549-0.00017055i,0.0005325-0.00026379i,-0.00011906-0.00057777i,0.00023365-0.00064502i,0.0002296+1.8218e-05i,-0.00025805-0.0004481i,0.00014198-0.00081796i,0.00019962+0.00016215i,-0.00051712-0.00016507i,-0.00071213-0.00054769i
-0.0021621+0.00098506i,-0.0020517+0.0011926i,-0.0022839+0.00096617i,-0.0014144+0.00049965i,-0.00048877-0.00072938i,0.00040032-0.0014983i,0.00013233-0.0012365i,-0.0011601-0.0011474i,-0.0011861-0.00022619i,-0.00082547+3.5894e-05i,-0.0013036-0.0010895i,-0.0016033-0.0011169i,-0.0008246-0.00033593i,7.4039e-05-4.0295e-05i,0.00028214-0.00051368i,6.6693e-05-0.00025804i,0.00039289+0.00039663i,0.00088769+0.00028339i,0.00053133+0.00017155i,0.00013833+1.3236e-05i,-9.5499e-05-9.4416e-05i,-0.00033157+6.9592e-05i,-0.00019709+0.00038745i
0.00017084-0.0015422i,-0.0018886-0.00019222i,-0.0025772-0.00015895i,-0.002889-0.00092914i,-0.0021205-0.00036098i,-0.0001431+0.00041543i,0.001473-0.0001424i,0.0017738-0.00069433i,0.0014184-0.00094238i,0.00076677-0.00047416i,-0.00019343+0.00010925i,-0.00080558+0.00016906i,-0.00086007+8.6847e-05i,-5.4743e-05-1.5154e-05i,5.3498e-05+0.00045688i,-0.00010277+0.00011115i,7.2138e-05-0.0002575i,-0.00042885-2.9226e-05i,-0.00088809-0.0008472i,1.584e-05-0.0014098i,3.0434e-05-0.00064985i,4.8111e-05+1.4933e-05i,0.00040395+0.00010126i
0.00038311+0.00059993i,0.001644-0.00019706i,0.0018838-0.00053892i,0.0011912+0.0001207i,-0.00033755-0.00029505i,-0.00073596-0.0013887i,-0.00028754-0.0011403i,-0.00029853-0.00018458i,-0.00050082+0.00026322i,-0.00061337+0.00035009i,-0.00085674-3.6944e-05i,-0.0011547-0.00019051i,-0.0010761+0.00014297i,-0.00034742+0.00016891i,4.6212e-05-1.7537e-05i,0.00017556-0.00027649i,0.00029264-0.00024402i,-1.4877e-05-0.00013809i,-0.00056883+3.0691e-05i,-0.00078107-9.148e-05i,0.00052054-4.0095e-05i,0.0010205+0.00041117i,0.00012924-0.00045388i
-0.0025951+0.00030447i,-0.0023163+0.0011253i,-0.0011199+0.0017178i,0.00051982+0.0024484i,0.0013425+0.0022041i,0.0012035+0.00037731i,0.00049972-0.00059573i,0.00016719-0.00054781i,-0.00028698-0.00026334i,-0.00071798-0.00076115i,-0.00043627-0.00085053i,-2.6273e-05-0.00041858i,9.4581e-05-0.0005453i,-9.7687e-05-0.0012399i,-0.00071923-0.0015591i,-0.001344-0.00096436i,-0.00088453+5.3211e-05i,-0.00070966+0.00078125i,-0.00045159+0.00048008i,6.2637e-05+0.000281i,-0.00014864+0.00082889i,2.4503e-05+0.0011047i,0.000596+0.00010687i
