-0.0022583+0.00041115i,-0.0023767-0.00061959i,-0.0034377-0.00035255i,-0.0035523+0.00052432i,-0.0018879+0.0022384i,-0.00069413+0.0032375i,-0.00023367+0.002616i,0.00034565+0.0019349i,0.00022049+0.001558i,0.00019396+0.0014545i,0.00025567+0.00080282i,0.00028148+0.00030546i,7.2804e-05+0.0005722i,-0.00015038+5.88e-05i,0.00038182-0.00030734i,0.00048222-0.00076207i,0.00019926-0.0013755i,0.00028765-0.00086034i,0.0011096+3.4866e-05i,0.0013355+4.3828e-05i,0.00072064-0.00036533i,0.00057124-0.00050042i,0.0002338+0.00016666i
-0.0016865+0.00060298i,-0.0027199+0.0015154i,-0.0021747+0.0015002i,-0.00052069+0.001572i,-0.00017172+0.0011742i,0.00033036+0.00074141i,0.00080194+0.00075653i,0.00032959+0.00064377i,0.00034227+0.00034271i,0.00080102-0.00011084i,0.00048442-0.00076538i,1.5303e-05-0.00091453i,0.00032773-0.00021072i,0.00033809+0.00023889i,0.00072307-0.00017126i,0.001514-0.0006939i,0.0018106-0.00024562i,0.0014669-0.00021625i,0.0002218-0.00089178i,-0.00054699-0.00074773i,-0.00044801+0.00024545i,-9.7917e-05+0.00043926i,0.00071316+0.0002956i
1.1363e-05+0.00056618i,-0.00050978+2.8177e-05i,-0.00065949-0.00075418i,-0.00041317+5.2378e-06i,-0.000818+0.00054066i,-0.00081636+0.00083782i,-0.00028435+0.00052508i,-0.00048403+0.0002873i,-0.00057503+0.00055461i,-0.00090681+0.00063589i,-0.00038542+0.00066262i,0.00043819+0.0011215i,0.00079278+0.0010529i,0.0012419+0.0005813i,0.0011764+0.00061807i,0.00082297+0.001024i,0.0007161+0.0013198i,0.00029426+0.00042427i,0.00011745-0.00047352i,0.00028938+3.2846e-05i,-0.0002211+0.0001121i,-0.00034091-0.00031219i,0.00047413+6.7221e-05i
0.0012086-0.0018375i,0.0011855-0.0021254i,0.0010015-0.0024824i,0.00014542-0.0017309i,-0.000301-0.00088686i,-0.00017299-0.00052259i,-0.00025703-0.00019494i,0.00034774+0.00041746i,0.00041492+0.00080171i,-0.00041475-0.0001616i,-0.0010041-0.00084504i,-0.0016482-3.6461e-07i,-0.0013045+0.00098593i,-0.00024793+0.00069971i,0.00072406-0.00076562i,0.0012925-0.00072613i,0.00097822+0.00046017i,0.0011403+0.00092515i,0.00072464-3.5808e-05i,-0.00086319-0.0001595i,-0.0011203+0.0003318i,-8.9752e-05-0.00047285i,-1.8477e-05-0.001066i
-0.001827+0.0013061i,-0.0018667+0.0015677i,-0.0010791+0.0025503i,0.00028493+0.0019279i,0.0018156+0.00040642i,0.0012159-0.00011688i,0.00065708-5.6505e-05i,0.0012546+0.00047267i,0.00085256+0.0014985i,4.1288e-05+0.0015799i,-4.2593e-06+0.0012353i,0.00047636+0.0010981i,3.7797e-05+0.00036797i,-0.00051626-0.00025288i,-0.00040274-0.00058282i,2.5359e-05-0.00038397i,-0.00016547-0.00044328i,-0.00019931-0.00072629i,0.00024941-0.00032659i,0.00012736+0.00050903i,-7.7055e-05+0.00068806i,0.00021135+0.00081563i,0.00054343+0.0010102i
0.000661-0.0004931i,-0.00037962+0.00021402i,-0.0016049+0.0002659i,-0.0015719-0.00097948i,-0.00057443-0.00082743i,0.00032785+0.00021483i,0.00042303-1.2585e-05i,0.00018564-0.00033706i,0.0011235-0.0004528i,0.0014762+0.00020069i,0.00056154+0.00018784i,1.6827e-05-0.00059987i,0.00017572-0.00025473i,0.0011393+8.1594e-05i,0.0013406+0.00011436i,0.0011536+0.00012338i,0.00084513+0.00016746i,8.2901e-06+0.00060725i,-0.00025277+0.00065942i,-6.5239e-05+0.00033626i,0.00043435-6.8345e-05i,0.00087437-0.00033114i,0.00044104-0.00056194i
-0.00052394-0.00034381i,-0.00030544-0.00051583i,2.6384e-05-0.00076084i,-0.00030648-0.0004786i,-0.00058438-0.00012059i,-0.00046471+0.00012698i,-0.00010094-0.00019781i,0.00038768-0.00037603i,0.00054761-0.00016643i,0.00023015-0.00062252i,0.0002028-0.0005546i,0.00018854+0.00087782i,3.4127e-06+0.0013419i,0.00016234+0.00051307i,0.00060679-3.467e-05i,0.0010656+0.00013276i,0.00096298+0.00015896i,0.00017754+0.00048354i,-0.00027907+0.0008076i,-0.00047669+0.00094707i,-0.00052001+0.00043197i,-0.00014776-0.00055079i,0.00045347-0.00051732i
0.00074964+0.00078471i,0.00047477+0.0013382i,0.00091729+0.00043854i,5.3269e-05-0.00063659i,-0.00081657-0.00049857i,-0.00083985-0.00029671i,-0.00064323-1.3576e-06i,2.5118e-05+0.00056586i,0.00027754+0.00073863i,0.00033959+0.00056423i,0.0001111-0.00064876i,-0.00052531-0.00026108i,-0.00056335+0.001476i,-0.00053545+0.0018372i,-0.00030003+0.0016363i,-0.00034324+0.00099143i,-0.00050122+0.00026387i,-2.6418e-05+0.00036475i,0.00066651+0.00044379i,0.00022144+0.00030413i,-0.00089528+7.8389e-05i,-0.00088618-0.000463i,5.0576e-05-0.00090488i
0.0015918-0.00090715i,0.0013734-0.0012277i,0.00038103-0.0020609i,-0.00052356-0.0013222i,-0.0008058-0.00035709i,-2.6195e-05+0.00046931i,0.00098691+0.00054082i,0.0011465-7.8236e-05i,0.00068885-0.00059681i,-0.00055675-0.00052302i,-0.0013826-0.00074922i,-0.00059189-0.00048521i,0.00021493+0.0011853i,0.00062028+0.0012461i,0.00073092+0.0005111i,0.00091496+0.00065229i,0.0013835+0.0001251i,0.0011124-0.00084709i,0.00035878-0.00087883i,0.00022366-0.00043523i,-0.00043082-0.00011852i,-0.00088697+0.00010683i,0.00022429-2.1004e-05i
-0.00078653-0.0022161i,-0.00085468-0.00055507i,-0.0012945-0.00088349i,-0.0021278-0.00052795i,-0.0018219+0.00094953i,-0.00021508+0.0018151i,0.00065199+0.0017133i,0.00011164+0.00064697i,-0.00026721+0.00031104i,-0.00054507+0.00025531i,-0.00038031+0.00090537i,0.00029033+0.0019531i,0.00068696+0.0017753i,0.00092549+0.0013894i,0.00065744+0.0013316i,0.00030872+0.0016614i,0.00072019+0.00067174i,0.0012764+6.9113e-06i,0.0006157+0.00023924i,0.0001985-2.2994e-05i,0.00016343-0.00052023i,0.0005841-0.00068708i,0.00038953-0.00063777i
0.00070547-0.00075425i,0.00030597-0.00072438i,-0.00053469-0.00071533i,-0.0010568-0.00040079i,-0.00090056+0.00041635i,0.0001186-0.00020683i,0.0011542-0.00093789i,0.0012782-0.00014864i,0.00070068+0.00039359i,0.00060495-0.00016683i,0.00093041-0.00034886i,0.00060702+0.00032259i,9.7582e-05+0.000697i,0.00024716+0.00071275i,0.00060669+0.00086984i,0.0002037+0.00091994i,-0.00015843-0.0001461i,0.00032075-0.00054011i,0.00039674+0.00014443i,-0.0003336-0.00012749i,-0.00031975-0.00053687i,0.00035125-1.4798e-05i,0.00028318+0.00046629i
-0.00070072+0.001056i,-0.001179+0.0014288i,-0.001118+0.0014056i,-0.00015544+0.00031511i,0.00065115-0.00065122i,0.0014319-0.0003299i,0.0012783-0.00052148i,0.0010455-0.00062512i,0.0013844+0.00052508i,0.00090781+0.00020117i,0.000309-0.0014413i,0.00021203-0.0013417i,-5.1885e-05-0.00059694i,2.8661e-05-7.8428e-05i,-7.5969e-05+0.00044093i,-0.00048043+0.00026409i,0.00017552-0.0001391i,0.00049731-0.0003228i,0.00026109-0.00060496i,0.00029589-0.000573i,-0.00024218-7.965e-05i,-0.00037117+0.0004872i,0.00015866+0.00013099i
0.00031536+0.00041239i,-0.0010628+0.00057116i,-0.0013176+0.00044876i,-0.0014716+0.00025327i,-0.0013997+0.0002747i,-0.0011415+0.00060111i,-0.00070953+0.00097502i,-0.00027504+0.0010563i,-0.00032636+0.0010005i,-0.00052033+0.00047158i,-0.00058158+0.00021232i,-0.00091049+0.00082465i,-0.00075505+0.001011i,-0.00033314+0.0010587i,-0.00018488+0.0014209i,0.00035726+0.00087843i,0.00048033+0.00010704i,0.00019209-0.00020418i,0.000228+0.00020119i,0.00013048+0.00057981i,0.00046385-3.6732e-05i,0.00052795+0.00012186i,0.00091466+0.00076424i
0.0010862-0.00047118i,0.00033155-0.0015669i,-3.8525e-05-0.0018239i,-0.0007955-0.0014741i,-0.001039-0.001033i,-7.0258e-05-0.0001767i,0.00064669+0.00062119i,0.0010132+0.00067845i,0.0003095+0.00045894i,-0.000152+0.00014806i,0.00048421-0.00023088i,-0.00026516-0.00027834i,-0.00094608+0.00047389i,-0.00016513+0.001179i,0.00063388+0.0010673i,0.00069748+0.00023337i,0.00093981-0.00090004i,0.00074965-0.00062962i,0.00015225-0.00041214i,-1.4121e-05-0.00038477i,-3.2848e-05-8.9538e-05i,0.00019025-5.2267e-05i,0.00015892+5.1976e-05i
-0.00028426-0.0026816i,-0.00038641-0.0027847i,-0.0015188-0.0019306i,-0.0018848-0.00060051i,-0.0018111+0.00066784i,-0.0013547+0.0009087i,-0.00064466-0.0001516i,0.00031758-0.00027263i,0.00039438+0.00044525i,-0.00017626+0.0011319i,-0.00033015+0.00090412i,-0.00073494+0.00063418i,0.00016191+0.0011742i,0.0018366+0.0015754i,0.0018354+0.0011648i,0.00085056+0.00042332i,0.0009041+9.7574e-05i,0.00062944-0.00021131i,-9.6639e-05-0.00075809i,-0.00034178-0.0016102i,0.00022387-0.0013054i,0.00086221+0.0002349i,0.00037381+0.0014006i
-0.0032057-0.0011603i,-0.0038281-0.0004114i,-0.0037641-6.6117e-06i,-0.0024645+0.00061318i,-0.0011771+0.00079408i,-0.00041261+0.00018983i,0.00044601-0.00017456i,0.00073208+0.00012921i,-0.00045557+0.0007949i,-0.00084078+0.0010246i,0.00017376+0.00047992i,0.0010502+1.1014e-06i,0.0013831+0.00066323i,0.0013325+0.0011763i,0.0013739+0.00067274i,0.00093853-0.00035459i,0.00056294-0.00035183i,0.00029382-0.00038702i,-0.00084374-0.00074905i,-0.0013771-0.00058486i,-0.00065055-0.00025028i,0.00078502-1.5159e-05i,0.0012866+0.0004492i
-0.0004668-0.0009161i,-0.0003788-0.0014068i,-0.000327-0.0014935i,-0.0001861-0.0016508i,0.00041277-0.00053839i,0.00085968+0.00041103i,0.00045552+0.00028871i,0.00026152-0.00013289i,0.00033016-7.2294e-05i,0.00061146+0.001033i,0.00092655+0.0012336i,-0.0004183+0.00068248i,-8.8289e-05+0.0010301i,0.0011601+0.0013251i,0.0010229+0.00074048i,0.00091679-0.0002214i,0.0013267-1.4361e-05i,0.0013989-5.4271e-05i,0.00072577-0.00028391i,0.00027363-0.00028258i,4.0622e-06-0.00030681i,-6.5441e-05-0.00041917i,-0.00012307-0.00031581i
0.00043062-0.0021814i,0.0003121-0.0025017i,-0.00067263-0.0018061i,-0.0020668-2.1505e-05i,-0.0019012+0.00062129i,-0.00029078+0.00011039i,0.00056215-0.00028349i,-0.00018472-0.00013724i,-0.0011187-0.00024606i,-0.00088545-0.00042834i,-0.00043316+0.00035019i,0.00038838+0.0014249i,0.0012058+0.0017416i,0.00081793+0.0013373i,0.00034287+0.00036983i,-0.00027822-0.00057945i,-1.3788e-05-0.00056805i,0.0009171-2.8321e-05i,0.00098723-0.00012631i,0.0002446+0.00027616i,-0.00020756+0.00043573i,0.00017703+0.00035732i,-0.00052336+0.00083927i
0.00048043+0.0022584i,0.00075549+0.0021151i,0.00024306+0.0010924i,-0.0002046+1.6548e-05i,-1.5592e-05-0.0001443i,2.3722e-05+0.00026438i,0.0010098-2.835e-05i,0.0011268-0.00023838i,0.00064871-2.3187e-06i,0.0010807-0.00021895i,0.00037563-5.6264e-05i,-0.00046848+0.00044812i,-0.00045048+0.00074482i,-0.0011224+0.00082626i,-0.00095303+0.00033411i,4.8892e-05+0.00012532i,-3.7338e-05-0.0002716i,-0.00020382-0.00054867i,5.5175e-05-0.00076873i,-0.00010873-0.0001817i,-0.00019181+0.00028279i,-8.9639e-05-0.0010754i,-1.9739e-06-0.0013941i
-0.00047993+0.00019344i,-0.00038941-0.00017703i,-0.00063517+0.00052648i,-0.00073683+0.0015679i,-0.00052821+0.00071192i,0.00030571-5.8171e-05i,0.00087124+0.00019159i,0.00029991-5.0739e-05i,-0.00014688-0.00056201i,0.00035901-0.0005189i,0.0010016-0.00038463i,0.0008002-0.00044832i,0.00010603+6.1919e-05i,3.7097e-05+0.00051956i,0.00085916+0.00040117i,0.00049144-5.3126e-05i,0.00024673+0.0001054i,0.0017023+0.00050457i,0.00099721+0.00026884i,-0.00051624+0.00051968i,-0.00021401+0.00065654i,0.00023525+5.5368e-05i,0.00064408+0.00023329i
-0.00022499-0.00065845i,-0.0003052-0.00083674i,-0.00039785-0.00080316i,-0.00074619-0.00066606i,-0.00053775+0.00044284i,-0.00029145+0.00031991i,0.00057615-0.00020156i,0.00053962-0.00024159i,-0.00077645+3.7329e-05i,-0.00069035+0.00030655i,7.8444e-05+0.00069706i,-9.0497e-05+0.00056403i,-0.00013022+0.00043967i,-0.00013632+0.0012164i,-0.00044483+0.0011406i,7.0209e-05+0.00037165i,0.00080778-0.00021733i,2.1265e-05-0.00072866i,-0.00052917-0.00091762i,3.2151e-05-0.00055519i,0.00064106+0.00068915i,-0.0001616+0.00090487i,-0.0004394+0.00024346i
0.0013148-0.0012077i,0.0012445-0.00021174i,0.00023273-0.00096461i,-0.00037806-0.0016193i,-0.00072132-0.00015592i,-0.00099616+0.00047423i,-0.00011198+0.00026633i,0.0010257+0.0012459i,0.00042503+0.0014923i,-0.00074729+0.00070092i,-0.00068527+4.6292e-05i,-0.00052725+7.1304e-05i,6.4278e-05+0.00073713i,0.00056804+0.00081618i,0.0008972+0.00025418i,0.00080719-4.7535e-05i,0.00031626-0.00063005i,0.00024045-0.0015607i,0.0005647-0.0015472i,0.00051693-0.00085333i,0.00018611+0.00037254i,1.4748e-05+0.00069374i,-1.0705e-05-4.956e-05i
-0.0022118-0.0028025i,-0.0026935-0.0026429i,-0.0025513-0.002023i,-0.002528-0.002101i,-0.0018586-0.0012322i,-0.00031064+7.7114e-05i,0.00038992+0.00021539i,6.0573e-05-0.00010483i,0.00029478+0.00062744i,0.0004999+0.0012955i,0.00038525+0.0015787i,0.00027056+0.002269i,0.00048912+0.0018771i,0.00091807+0.00129i,0.0010033+0.0009812i,0.0012702+0.00038852i,0.0013577+0.00053618i,0.00078111+0.00070763i,2.3588e-06+0.00030637i,-0.00036716-0.00016533i,-0.00034809+8.5048e-05i,-0.00042725+0.00043225i,6.1891e-05+0.00088952i
-0.0011585-0.00084337i,0.00017065+0.00028027i,0.00026693+0.0018217i,0.000146+0.0016487i,0.00053268+0.00067128i,0.0012291+0.00055224i,0.0019134+0.00036814i,0.0016178+0.00054789i,0.00086966+0.00078043i,0.00057183+0.00086891i,0.00018704+5.1191e-05i,0.00064643-0.00027817i,0.0016072+0.00050676i,0.0014832+0.0010932i,0.00026556+0.00090498i,5.3897e-05+0.00037917i,0.00015158-0.00016613i,8.6831e-05-0.00069717i,-0.00061785-0.0010791i,-0.0001291-0.00088055i,0.00094203-0.00015491i,0.0011255+0.00064524i,0.00054438+0.00076968i
0.00084025+0.001256i,0.00036268+0.0002279i,-0.0003554+0.00012377i,-0.00052207+0.00033751i,5.6359e-05+0.00024486i,0.00060099+0.00024548i,0.00058821+8.7402e-05i,0.00044317+8.3882e-05i,6.4671e-05+0.00077054i,-0.00016884+0.0009348i,-0.00047303+1.0522e-05i,-0.00092569-0.00032205i,-0.00087302-3.1847e-05i,-0.00038806+0.00045386i,-0.00015281+0.00075988i,0.00035349+0.00056197i,0.00076287+0.00023534i,0.00042474+0.00028342i,0.00063506+3.9608e-05i,0.00062457+0.00038034i,0.00042252+0.0005355i,0.00022459-0.00022997i,-0.00014872-7.5636e-05i
-0.00056362-0.00021981i,0.00080473+0.00012291i,0.00055219+0.00098458i,7.8914e-05+0.00024453i,0.0013342-0.00019347i,0.0019425-0.00026911i,0.0023407-0.00065122i,0.0012392-0.00018396i,-6.4374e-05-0.0001923i,0.00028955-4.381e-05i,0.00056284+0.00021232i,0.00067498-4.0392e-05i,-6.6645e-05-0.00013713i,0.00039901-0.00014978i,0.0010821+0.0001669i,0.00041875+0.00053253i,7.6135e-05+0.00027581i,0.00050911-0.00042364i,0.0008055-0.00048744i,0.00016225-0.00054763i,-0.00020643-0.00090077i,-0.00043639-0.00074774i,-0.00044047-0.00047045i
-0.00060531-0.00055924i,-0.00071518-0.0009231i,-0.0012759-0.0015862i,-0.0014661-0.0010264i,-0.001237-0.00084167i,-0.00030921-0.0006244i,0.00032694-4.6243e-05i,0.00023431-0.00033979i,-0.0003187-0.00040357i,-0.00065286+1.0403e-05i,-0.00068565+0.0009431i,-0.00042437+0.0016454i,7.2218e-05+0.0019352i,0.00013458+0.001379i,0.00034874+9.7122e-05i,0.00068837-0.0001499i,0.00081721-0.00046701i,0.00089257-0.001106i,0.00038327-0.0012525i,0.00029584-0.00086375i,-0.00028236+3.2721e-05i,-0.00072513+0.00056308i,0.00016652+0.00069373i
-8.416e-05-0.0018092i,-0.00038579-0.0012124i,-0.0016935+0.00032909i,-0.0024216+0.00097548i,-0.0023457+0.00068034i,-0.00094378+0.0011506i,0.0005079+0.0011746i,0.0005357+0.00048204i,-9.9835e-05-0.00030297i,-0.00095572-0.00027125i,-0.00073614+0.00038633i,-5.0994e-05+0.0009002i,0.00010321+0.00087678i,-0.00012958+0.00063163i,9.3196e-05+0.00022346i,0.00026167+0.00046669i,0.00017223+0.00066627i,7.7527e-06+0.00028377i,-0.00015203-2.5616e-05i,-0.00035825-9.3425e-05i,-5.4707e-05-0.00060962i,0.00043462-0.00069453i,0.00046894+0.00025579i
-0.00061713+0.00094997i,-0.00028166-0.00017458i,0.00040206+0.00063314i,0.00083307+0.0018492i,0.001272+0.0018702i,0.0015473+0.00083197i,0.00098884-0.00016989i,0.00065642-0.00042768i,0.00021105+0.00074871i,0.00044126+0.0011468i,0.0011192+0.00080796i,0.00054411+0.00067372i,-1.1329e-05+0.00091065i,0.00018067+0.0013737i,-1.149e-05+0.0005877i,-0.00062434-1.2446e-05i,-0.00012905+9.5836e-05i,0.00050266+4.839e-05i,0.00041623+0.00013408i,-0.00020536+0.00030563i,-0.00042028+0.00026769i,-0.00054496+0.00045933i,-0.00052667+0.00018398i
-0.0018721-0.00074426i,-0.0020804+0.00092825i,-0.0030796-1.8584e-06i,-0.0028671+0.00022108i,-0.0018068+0.0012961i,-0.0011434+0.0017335i,-0.00057321+0.00038904i,-0.00034291-0.00022289i,6.7817e-05-4.71e-05i,0.00042337-0.00063555i,0.00069629-0.0010691i,0.00082457-0.00041643i,0.00035382+0.00045894i,0.00028915+0.00042318i,0.00013347+0.0012376i,3.3045e-05+0.0014009i,0.00086288+0.00072377i,0.00069822-1.4755e-05i,0.00043948-4.949e-05i,0.00032534+0.00062115i,7.5786e-05+0.00046003i,6.6417e-05-0.00017334i,-9.964e-05-0.00056131i
0.00089448+0.0010116i,0.0014156+0.00056697i,0.00042615-0.0017624i,-1.8332e-05-0.0019019i,0.00011142-0.00091959i,0.00017995-0.00035228i,0.00034972-0.00020041i,0.00039393+0.00021748i,0.00035367+0.00035154i,0.00046599-5.9177e-05i,0.00086319+0.00018366i,0.00050325+0.000363i,0.00011513+0.00014635i,9.9025e-05+0.00046038i,-0.00068419+0.00072529i,-0.00050742+0.00044565i,0.0005133+0.00029681i,0.0010223+0.00031725i,0.0010906+0.00046893i,0.00052614+0.00042247i,-2.6445e-05-4.8964e-05i,-0.00044977-0.00059199i,-0.00039819-0.00060317i
-0.0010826-0.0015861i,-0.0010811-0.0012859i,-0.0016699-0.0010932i,-0.0015874-0.00013275i,-0.0011635+0.00063147i,0.00014556+0.00084136i,0.00083635+0.00012741i,0.00034967-3.0541e-05i,-0.00014198+0.00062456i,-0.00030456+0.00084355i,-0.00042418+0.00048003i,-0.00046868+0.00022959i,-0.00071116+9.6421e-05i,-0.00089831+0.00010677i,-0.00093504+0.00010381i,-0.00080164-0.00013135i,-0.00010682-0.00017912i,0.001095-0.00033268i,0.0014997-0.00028535i,0.00081281-9.5753e-05i,0.00056679+0.00031855i,0.00061478+0.0007133i,0.00040954+0.00019346i
0.00061726+0.0003009i,0.00069453-0.0012179i,0.0013391-0.00187i,0.0021214-0.0018893i,0.0022743-0.0017277i,0.0010783-0.001171i,0.00052747-0.00012215i,0.00056376+0.00095164i,0.00079495+0.0012962i,0.00025066+0.00078487i,-0.00048926-3.7966e-06i,-0.00046514-0.00020414i,-0.00022084-0.00029684i,-0.000386-0.00016317i,-0.00066859-0.00013187i,-0.00052668+0.00052297i,-0.00031611+0.00091839i,-0.00050452+0.00060945i,-0.00053715+0.0001354i,-0.00022838-0.00041077i,-0.00027173-0.00024744i,-0.00030266+0.00056919i,-0.00046446+0.00016567i
-0.00053366-0.00073738i,0.00068915-0.0010939i,0.001302-0.00032107i,0.00025109-0.00072706i,-0.00043284-0.0011521i,-0.00017433-0.00075i,0.00090055-8.4865e-05i,0.001668+0.00054396i,0.0010043+0.00092598i,0.00027613+0.00077625i,0.00020381-8.6376e-05i,-0.00029661-0.00025349i,-0.00067231+0.00062226i,-0.00027682+0.00082421i,-2.27e-05+0.00055332i,-7.0904e-05+0.00084209i,0.00079139+0.0011176i,0.0012492+0.00059692i,0.00047113+0.00014132i,0.00067638-0.00015526i,0.0010594+0.00015091i,0.00025317+0.00033917i,-0.00020097-0.00015772i
0.00026551+0.00062587i,0.00031173+4.9402e-05i,-0.00067819+0.00042971i,-0.0012311+0.00069661i,-0.00097642+0.00047319i,-0.00076962+0.0007698i,0.00027551+0.00089073i,0.0010055+0.00089804i,0.0014437+0.0014511i,0.0010515+0.0015147i,0.00076061+0.00086409i,0.0017535+0.00066546i,0.0014803+0.0007185i,0.00060268+0.00034518i,-0.00023408-0.00045197i,-0.00023744-0.0010096i,0.00030173-0.00061793i,0.00020482-0.00034775i,0.0001383-0.00020638i,0.00046088+9.3103e-05i,0.00022966-0.00021572i,0.00027823-0.00075108i,0.00051663+5.6337e-05i
0.00031588-0.0012902i,0.00081254-0.0019486i,0.00016622-0.0024883i,-0.00055115-0.001827i,-0.00033523-0.0004414i,-3.8213e-05+3.3134e-05i,0.00063189-0.00047778i,0.00098868-0.0011252i,0.00067136-0.00058475i,6.9877e-05-9.2169e-05i,0.00021342-7.4857e-05i,0.00050632+0.00082375i,0.00053815+0.0017186i,0.00090598+0.001479i,0.00097495+0.00042405i,0.00070417-0.00016043i,0.00029614+9.8366e-05i,-0.00010407+0.00046032i,0.0002301+0.00042485i,0.00063075-1.9245e-06i,2.7645e-05-0.00019372i,-0.00033874-0.00014255i,-0.00036637-0.00018713i
-0.00038287+0.00085338i,-6.8068e-05+0.00046368i,-0.00031296+0.00054631i,0.00037036+0.00040498i,0.0015119-0.000531i,0.0018964-0.00082863i,0.0011241+8.5031e-06i,0.0003049+0.0010771i,-0.00031542+0.00080347i,-0.00035221-0.00059137i,0.00015975-0.00078112i,0.00043535-0.00013894i,9.4923e-05+9.628e-05i,-0.00013237-0.0003413i,0.00045114-0.0002672i,0.00065546-0.00014151i,0.00063617-0.00014435i,0.0010204+8.3633e-05i,0.000875+0.00063957i,2.8173e-05+0.0014629i,-1.1506e-05+0.00086001i,0.00017841+0.00026247i,-0.0004277+0.00051524i
0.00081916+0.0011842i,0.0010692+0.00083189i,0.00076024-0.00020348i,-0.00014217-0.00067214i,-0.0009484-0.00077489i,-0.00091525+0.00017219i,-0.00064798+0.00095381i,-0.00020497+0.00083687i,0.00024123+0.00036429i,0.00020651+3.0789e-05i,-0.00017876-0.00047562i,0.00025481-0.00059706i,-0.00021118-9.1817e-05i,-0.00077635+0.00053829i,-7.1146e-05+0.00030816i,-1.5413e-05-0.00036916i,0.00035483-7.0443e-05i,0.00063458+0.0004843i,0.00028102+0.00069183i,-4.4539e-05+1.0223e-05i,-0.00060383-0.00045235i,-0.001083-0.00041153i,-0.0010709-0.00043564i
0.00083745+0.00052183i,-8.7521e-05+0.0013066i,-0.0010979+0.00098286i,-0.00058076+0.00074048i,0.00010523+0.0007859i,-0.00020593-0.00036982i,-0.00014618-0.0010852i,0.00040277-0.00031728i,0.00036836+0.00061877i,-0.0001978+0.00041843i,-0.00017728+0.00037385i,-0.00028209+4.9085e-05i,-0.00089999-0.00046409i,-0.0011081-0.00034675i,-0.00033725-0.00030882i,0.00056223+0.00017266i,0.00053315+0.0003651i,0.00069193-0.00066768i,0.00042783-0.0014679i,-0.00011256-0.0014916i,-0.00016498-0.00060493i,-0.00042564-0.00047698i,0.00039018-0.00048091i
-0.00023713-0.0010868i,-0.00015783-0.00075054i,-0.00037377-0.0001284i,-0.00055076-0.00040838i,-0.00026418-0.00090729i,0.00060309-0.00075929i,0.0015566-0.00032093i,0.0010746+0.00052197i,2.2297e-06+0.00030015i,0.00072198-1.4561e-05i,0.00061931+0.00045479i,-0.00040298+0.0011819i,-0.00045411+0.0013366i,5.9158e-05+0.0012297i,0.0010155+0.0011962i,0.0011138+0.00089814i,0.00065359-0.00022944i,0.00057832-0.00058684i,0.00038983+9.4802e-05i,-0.00020045+0.00013444i,-0.00027141+6.3337e-05i,0.00013153-9.3105e-05i,0.0008736-0.0001359i
-0.00010316-0.0010774i,-0.00045994-0.0011366i,-0.00053768-0.0017163i,-0.00070909-0.0010958i,-0.0010484-0.0001892i,-0.00046947-2.2424e-05i,0.00016794-0.00029251i,0.0001076-0.00064925i,0.00072028+3.4437e-05i,0.0010687+0.00060423i,0.00060819+0.00045378i,0.00018294+0.00081077i,9.6462e-05+0.0012308i,0.0007278+0.001141i,0.0011004+0.00089584i,0.00052004+0.0004066i,0.00039251+6.6132e-05i,8.7657e-05-0.00027511i,-0.00072314-0.00087997i,-0.00085103-0.0017548i,0.00015317-0.00091112i,0.00065245+0.00030499i,6.9172e-05-0.00013658i
-0.0012704-0.00065257i,0.00010296+2.5534e-05i,-2.0942e-05+0.0010948i,-0.00093769+0.0012168i,-0.0005662+0.00091993i,0.00082114+0.0009904i,0.0016014+0.0014748i,0.0016576+0.0017173i,0.0010064+0.0016539i,0.0001084+0.00060231i,3.5677e-06-0.00083046i,0.00055824-0.00038255i,0.00040297+0.00017926i,0.00047308-7.1302e-05i,0.00043801-0.0001287i,0.00026892-0.00012152i,0.00053901+0.00057602i,0.00045249+0.0010941i,0.00040965+0.0012098i,0.00056792+0.0012706i,0.00022487+0.001022i,-0.0003812+0.00050492i,-0.0002451+1.5495e-05i
-0.0017444-0.0010655i,-0.0016686-0.00059221i,-0.0025207-0.00045265i,-0.0019748+0.00015983i,-0.0012801+0.00027256i,-0.00073359-0.00014066i,0.00014289+0.00049694i,0.00066322+0.00052646i,0.0005146-0.00019761i,-0.00063794-3.3609e-05i,-0.00060679+0.00079745i,-8.263e-05+0.00083089i,-0.00029241+0.0009581i,-0.0006623+0.00051234i,-0.00018403-0.00039856i,0.00062143-0.00010745i,0.00109+0.00090779i,0.00037064+0.0009085i,-0.00016893-0.0004117i,0.00090554-0.00064683i,0.0010251-4.8812e-05i,-0.0002264-2.5786e-05i,-0.00052694+0.00010153i
0.00077064+0.00069517i,0.0009284-0.00018797i,0.001651-0.00089309i,0.0006371-0.00085569i,0.0004519-0.00073295i,0.0014649-0.00012988i,0.0012819+0.00040306i,0.00058921+0.00053464i,0.00066314+0.00020695i,0.00047044+7.1994e-05i,-0.00059018-0.00029987i,-0.0007416-0.00082895i,-0.00066779-0.00018313i,-0.00098839+0.00073625i,-0.00084731+0.00054807i,-0.00051761-0.00017983i,-9.2425e-05-2.3284e-06i,0.00024674+0.00027441i,-6.6446e-05-0.00043714i,0.00039004-0.00032472i,0.00097108-0.00054189i,2.2258e-05-0.00084253i,-0.0008084-0.00062004i
