-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
0.0024756-0.00057681i,0.0025335-0.0022779i,0.0016949-0.0030242i,0.00057417-0.0022852i,-8.1595e-05-0.00029848i,6.9883e-05+0.0017422i,0.001142+0.0020619i,0.0016793+0.00081304i,0.0010163-0.00082194i,-0.00011883-0.00035497i,-0.00059676+0.001053i,-0.00079691+0.0013462i,-0.001698-1.8947e-05i,-0.0022091-0.00058264i,-0.0017891-0.00024557i,-0.0015657-0.0002339i,-0.0010125-2.895e-05i,0.00012474+0.0001789i,0.00069325+0.00016817i,3.5581e-05-4.8416e-05i,-0.00055615-0.00040919i,-0.0002152-0.00034378i,9.6234e-06-0.00079819i
-0.002996+0.0018504i,-0.0030743+0.0028486i,-0.0028139+0.0033352i,-0.0016041+0.0023572i,-0.00053853+0.0013302i,-0.00017543+0.00034504i,-0.00015967+0.00019238i,0.00021969-0.00010365i,0.00061653-0.00065208i,0.00023136-0.00028421i,-0.00079547+0.00041105i,-0.00072075+0.00032206i,0.00010971-0.00045108i,0.00048216-0.00058184i,0.00055205-0.0002946i,0.00073042-0.00042254i,0.00052093-0.00035094i,-0.00012106-6.3438e-05i,-0.0011112+0.00043225i,-0.0015319+0.00059552i,-0.00095289+0.000225i,-0.00019844+0.00032729i,0.00038783+0.00042275i
0.00019934-0.0023023i,-0.0001402-0.0021715i,-0.00010237-0.0012703i,0.00035488+0.00026158i,0.00093259+0.00017089i,0.00072036-0.00062283i,0.00065848-0.00060248i,0.00099023-4.9111e-05i,0.00071319-3.745e-05i,-2.2205e-05-0.00024576i,-0.00056363+0.00035055i,-0.00060436+0.00094717i,-0.00030726+0.00058683i,-0.0002476+0.00063904i,-0.0006529+0.00069448i,-0.00065261+0.00037616i,0.00012556+0.00040011i,0.00044032+0.00079859i,-7.7673e-05+0.00042476i,-0.00022705-0.0001064i,0.00037781-0.00011799i,0.0012002+0.00025965i,0.0013019+0.00058664i
0.00059666+0.0014036i,0.00044544+0.00021838i,-0.0002257-1.3501e-06i,-0.00056369-0.0002515i,0.00010427-0.00099828i,0.00015365-0.00012425i,-0.00011654+0.0013951i,-0.0003747+0.0013274i,-0.00062651+0.00084841i,-0.00079277+0.00028165i,-0.00068066-0.00037777i,-0.00064571-0.00052903i,-1.6688e-05+0.00041949i,0.00057113+0.00077525i,-0.00050529+0.00017094i,-0.0010649+0.0006876i,-0.00025744+0.0012813i,0.00048679+0.0012081i,0.00070351+0.0012488i,-0.00039924+0.001467i,-0.0012944+0.00064934i,-0.00048195-0.00077893i,0.00016084-0.00097244i
-0.0054317-0.00081437i,-0.0053098+0.00012384i,-0.0046099+0.00093068i,-0.0021227+0.00088293i,0.00038276+4.3611e-05i,0.0016263-0.00081008i,0.0016572-0.0013094i,0.0005731-0.00135i,-0.00039773-0.00027721i,-0.00040515+0.0008797i,0.00028398+0.00038959i,0.00048135-0.00043279i,0.00056209-0.0012913i,0.00064951-0.0013238i,0.00010273-0.00022785i,-0.00051567+0.00057233i,-0.0015952+0.00015779i,-0.0013572-0.00063963i,-0.00068793+0.00022821i,-0.0012781+0.0005508i,-0.0018534+0.00032393i,-0.00056952+0.00038818i,0.00057341-0.00029811i
0.0038091-0.00023852i,0.0043189-0.0026111i,0.0044264-0.0039013i,0.0023148-0.0028817i,4.7447e-05-0.0016089i,-0.0012246+3.9739e-05i,-0.0014619+0.00099655i,-0.0001142+0.0012225i,0.0008825+0.00088458i,0.00011799+0.000104i,-0.00079214+4.2203e-05i,-0.0013252+0.00056004i,-0.0012224+0.00076855i,-0.001109+0.0004087i,-0.0018973+5.9792e-05i,-0.0019493+0.00033971i,-0.0012706+0.00010261i,-4.0638e-05-0.00011552i,0.0010002+0.0001318i,0.0010852-7.7476e-05i,0.00024232-0.00030126i,-0.000426-0.00074386i,-0.00073474-0.00030847i
-0.00034073+0.0021767i,-0.00027132+0.0021957i,-0.00063474+0.0020618i,-0.00018976+0.00066164i,-0.00040803-0.00097835i,-0.0013412-0.00059739i,-0.0011673-0.00045403i,-0.0010137-0.00068502i,-0.0013973-0.00025691i,-0.00096448-0.00066824i,7.7578e-05-0.00094122i,0.00033019-0.00064892i,2.1978e-05-0.00061431i,-0.00047311-0.00076141i,-0.0012943-0.00044485i,-0.00097671-0.00031499i,-0.00013613-0.00042432i,0.00091374-7.5305e-05i,0.0011807+0.00059605i,0.00055868+0.0003318i,0.00026279-0.00026233i,2.6035e-06-0.00052369i,-0.00019218-0.00017485i
0.00060414-0.0012732i,-0.00068014-0.0011305i,-0.0017154-0.00023283i,-0.00062779-0.00012582i,0.00033266+4.2101e-05i,0.00037266+0.00040009i,0.00017828+0.00085661i,-0.00019559+0.00081758i,-0.00050179-0.00018472i,-0.00057851-0.0005469i,-0.00015371-0.00021042i,0.00040978+2.4507e-05i,0.00052073-0.00032897i,0.0007418+5.0396e-05i,0.00095444+0.000547i,0.0002214+0.00078768i,-0.00083972+0.0011858i,-0.0010039+0.00057714i,-0.00073193+0.00022636i,-0.00021658+0.00010358i,0.0001354-0.00030159i,-0.00027261+0.00016734i,-0.00023666+0.00054684i
0.0022555+0.001516i,0.0023449+0.0013966i,0.0012845+0.00043676i,0.00036601-0.00045993i,0.00039698-0.00094388i,-1.3413e-05-0.0010214i,-5.4857e-05-0.0010144i,0.00027179-0.0018963i,0.00019304-0.0021986i,-0.00010476-0.0016214i,0.0001654-0.00087068i,0.00079338-0.00055201i,0.00022985-0.0003261i,-0.00075088+0.00014798i,-0.00016266+0.00051086i,-2.4848e-05+0.0010097i,-0.00069754+0.0012476i,-0.00052028+0.00062615i,-0.00034501-0.00045359i,-0.00049886-0.00030018i,2.3162e-05+0.0002936i,0.00056298+0.00014753i,0.00061252+0.00026291i
-0.0024095-0.00047456i,-0.0029432-0.00077614i,-0.0030054-0.00010513i,-0.0018138+0.00078213i,-0.00038704+0.0019035i,0.00044903+0.0024114i,0.0012156+0.001222i,0.0014355+0.00031755i,0.001339+0.00015576i,0.00065444+0.00036634i,-0.00021581+0.00056841i,-0.00019067+0.00026175i,0.00047178-0.00020325i,0.0014993-0.00030127i,0.0016122+0.0002826i,0.00033363+0.00036165i,-0.00031065-0.00034503i,-0.00032773-0.00049306i,-0.00025966+0.00010321i,3.1898e-05-0.00027806i,-0.00033189-0.00031052i,-0.00075674+0.00031649i,-0.0010823-0.00010655i
-0.00066848+0.0016743i,-0.00040434+0.0010371i,0.00010525+0.0010368i,-0.00014413+0.00012025i,-0.00091898-0.0018454i,-0.00049619-0.002541i,-0.00097541-0.0018806i,-0.00089166-0.0012969i,0.00026457-0.00086797i,0.00020595-0.00094282i,-0.00017964-0.0011096i,-0.00063998-0.0010994i,-0.00051591-0.00064014i,-0.00043123-0.00022054i,-0.00030479-0.00056042i,0.00033326-0.00068207i,0.00032978+6.8745e-05i,-5.9544e-05+0.00068523i,-0.0012337+0.00069031i,-0.00097194+0.00078267i,-1.6132e-05+0.00061723i,0.00066511-0.00025166i,0.0006509-0.00028371i
0.0027073+0.0010874i,0.0025997-0.0017392i,0.0016972-0.0029735i,0.0011099-0.0026641i,0.0013475-0.001964i,0.00054948-0.0011391i,0.0001795-0.00072748i,0.0010593-0.00078042i,0.0013594-0.00040145i,0.00070787+0.00021467i,-0.00018857+0.00082025i,-0.00092144+0.0010534i,-0.0011088+0.00018878i,-0.00088327-8.8886e-05i,-0.00096814+0.00068192i,-0.0013068+0.00091201i,-0.0011011+0.00081639i,-0.00049411+0.00021764i,-0.00023701-0.00034672i,5.2756e-05-0.0001527i,0.00014881-0.00011238i,-0.00034447-0.00028269i,-0.00089858-0.00044558i
-0.00023804+0.0017772i,-1.7264e-05+0.001601i,0.00028523+0.0010921i,-0.0002933+0.0011342i,-0.00040405+0.00046846i,0.00013862+9.9558e-05i,0.00032066+0.00055905i,0.00060828+0.0002481i,0.0011969+3.839e-05i,0.00096128+0.00022423i,0.00014455-0.00015539i,0.00016815-0.00036188i,-0.00050054+0.00012193i,-0.00089586+0.00028772i,-0.00060087-4.8996e-05i,-0.0010624+0.00019722i,-0.00080888+0.00021393i,-0.00042389+8.2787e-05i,-0.00077907+0.00023581i,-0.00053751+0.0004087i,9.0327e-05+0.00039481i,0.00035419+0.00018364i,0.00042535-0.00071269i
-0.0022188-0.0020312i,-0.0030759-0.0021809i,-0.0038762-0.0021502i,-0.0025723-0.0018483i,-0.00059752-0.0004744i,0.00014436+0.00063035i,0.00093885+0.00080091i,0.0018613+5.1301e-05i,0.001719-0.00086785i,0.00082734-0.00023124i,0.00014879+0.00015505i,0.00069788+0.00020752i,0.0012286+0.0010001i,0.001554+0.001392i,0.0015599+0.0018351i,0.00092247+0.0019179i,0.00032435+0.00035891i,0.00020904-0.00074553i,0.00029775-0.00071723i,0.00070406+1.3937e-05i,0.00051552+0.0003546i,-0.00018749-0.00028705i,-0.00089487-0.0001233i
0.0025832+0.00063158i,0.0026276-0.00012188i,0.0021926-0.00020108i,0.0017559-2.4953e-05i,0.0010096+0.00024814i,0.00016042+0.00077994i,-0.00054172+0.0012971i,-0.0010439+0.00099153i,-0.0010167+0.00056818i,-0.0001241+0.00052398i,0.00044404+0.00064614i,0.00024942+0.00013365i,-0.00012108-0.00043637i,-0.00074169-0.00052485i,-0.0007271-0.00078802i,-0.00073588-0.00092852i,-0.00032441-0.00082846i,0.00020976-0.00049699i,0.00010152+0.00014555i,9.0183e-05+0.00035872i,-0.00021294+6.2518e-05i,-0.0003343-0.00043977i,-0.00031588+7.8188e-05i
-0.0022421-0.0010031i,-0.0035629-0.0015661i,-0.0035922-0.0019178i,-0.002014-0.00046963i,-0.0014204+0.00075175i,-0.00092803+0.00071205i,-0.00040383+0.00047973i,-0.00044324+6.2458e-05i,-0.0005757-3.0625e-05i,-0.00030152+0.00075315i,3.2392e-05+0.0013786i,-0.00043008+0.0011815i,-0.00070232-2.7856e-07i,-0.00012691-0.00055293i,-0.00011115+8.1103e-05i,-9.7431e-05+0.00081221i,4.819e-05+0.00092332i,-0.00027294+0.00058555i,7.1248e-05+0.0002056i,0.00027034+0.00018447i,7.4173e-05+9.9186e-05i,0.00068897+0.00035708i,0.00055554+4.8775e-05i
0.00032885-0.0026325i,-0.00064468-0.0024977i,-0.00073844-0.0018009i,5.9464e-05-0.00039231i,0.00061657+0.00019038i,0.00066397-0.00016304i,0.00024601-0.00030982i,-0.00023866-0.00031871i,-0.00048855-0.00029474i,-0.00073013-0.00051232i,-0.00097279-0.00043388i,-0.00049221-0.00055049i,0.0003844+1.329e-05i,0.00074387+0.0011715i,0.00084689+0.00095062i,0.0010368+0.00012926i,0.00031991+0.00031153i,-5.7109e-05+0.00057518i,-5.2627e-05+0.0002023i,8.1071e-05-0.00020374i,-6.6116e-05-0.00010511i,-0.00042681-0.00024553i,-0.00053952-0.00047273i
0.0014029+0.00080657i,0.00088511+0.000809i,0.00035293-5.1626e-05i,0.00078295+6.6973e-05i,0.00076535+5.8906e-05i,0.00098414+0.00027131i,0.00081095-0.00018396i,3.0402e-05-0.0010173i,0.00013464-0.0006866i,-0.00033556-3.8537e-05i,-0.00016135-0.00021651i,0.0006928-0.00067517i,0.00070669-0.00048062i,7.2143e-05-0.00030775i,-0.00030055+7.7317e-06i,-0.00040657+8.8345e-05i,-5.0358e-05+0.00030759i,-0.00027404+2.4216e-05i,-0.00025769-0.00061646i,0.00033771-0.0001606i,0.00056918+0.00039835i,3.8459e-05+0.00071228i,-0.00022484+0.00034041i
-0.003388-0.00076188i,-0.0044753+0.00015239i,-0.0049384+0.0015401i,-0.0030843+0.0016041i,-0.0011076+0.0011847i,0.00021305+0.00073851i,0.0017441+0.00010184i,0.0014476-0.00044064i,-1.6688e-05-0.0008753i,-0.00078418-0.00018017i,-0.00017028+0.00067926i,0.00073412+0.0002001i,0.0011716-0.00032207i,0.001057+0.00015116i,0.00039647+0.00021563i,-2.9019e-05-0.00053992i,4.6092e-05-0.000484i,-3.6171e-05-1.6472e-06i,0.00022912+2.3151e-05i,0.00016397-0.00022676i,0.00055914-0.00033249i,0.00036871-0.00024555i,-0.00068421-0.00040259i
-0.0012641-0.0014556i,-0.00159-0.0013204i,-0.001116-0.0010655i,-0.00078544-0.00036105i,-6.952e-05+7.4586e-05i,3.9729e-05+0.00010666i,-0.0003271-0.00028337i,0.00025615-0.0010775i,0.00079657-0.001262i,0.00031872-0.00054333i,-0.0006695+0.00010623i,-0.00054323+0.00041247i,-6.8027e-05+0.00018398i,-0.00063984+1.251e-05i,-0.0012025+0.00034161i,-0.0011703+0.00078989i,-0.00056226+0.00091365i,-0.00041188+0.00011509i,-0.00068309-0.00076639i,-0.00038775-0.00088163i,0.00023386-0.00075789i,0.00051769-0.00070299i,0.00059454-0.00034429i
0.0025021+0.0010784i,0.0019928+0.00094862i,0.00093596+0.00066652i,3.6757e-06-0.00030035i,-3.003e-05-0.0013089i,0.000295-0.0012035i,0.0002196+0.00012087i,-0.00050532+0.00022853i,-0.00048213-0.00038183i,0.00038101+0.00039626i,0.00016674+0.0005848i,2.742e-05+6.5611e-05i,0.00011273+0.00016956i,0.00052342+0.00010872i,0.00035496-4.2798e-05i,-0.00037717-0.00030518i,-0.0013934-0.0006618i,-0.0013821-0.00078007i,-0.00014064-0.00030193i,0.000894-3.8768e-05i,0.00062081-0.00063308i,1.465e-05-0.0008658i,-0.00021325-0.00078871i
-0.0031392-0.0021052i,-0.0031748-0.001958i,-0.0027659-0.00071766i,-0.00088478+0.00081544i,0.00078432+0.00099011i,0.00090749+0.00051612i,0.00054345+0.00022319i,0.0002269-3.8732e-05i,0.00010356+0.00012672i,-0.00052753+0.00015631i,-0.00067837+6.6509e-06i,-0.00027492+0.00028736i,0.0010008-0.00012316i,0.0018391-0.00017178i,0.00083212+7.6602e-05i,-0.00023578+0.0004005i,-0.00047453+0.00015519i,-0.00018849-0.00038658i,-0.00032381-0.00019883i,-0.00010401-8.3227e-05i,-0.00030594+0.00046679i,-0.000524+0.00031096i,-0.00041777-0.00020404i
0.00051769-0.00061076i,-3.2141e-05-0.0016556i,-0.0012377-0.002122i,-0.0016352-0.00072449i,-0.00024999+0.00011767i,0.0010059+1.1019e-05i,0.00073705+6.8616e-05i,0.00028685-0.00027383i,0.00030164-0.00067494i,0.00038279-0.00045279i,-0.00031239+0.000196i,-0.0010613+0.00024506i,-0.00081701+0.00052476i,-0.00042935+0.00082502i,-0.00025609+0.00061347i,0.00019957+0.00068495i,0.00021946+0.00082985i,-0.00011243+0.0009818i,0.00012436+0.00059212i,0.00030935-0.00014313i,-2.8989e-05-0.00064634i,2.6547e-05-0.00024918i,0.00039098+0.00051033i
-0.00091531+0.0010692i,-0.00093993+0.0019259i,-0.00089243+0.0017829i,-0.0007827+0.00037203i,-0.00054875-9.1522e-05i,0.00045578-2.5948e-05i,0.0012693-9.8953e-05i,0.00083867+0.00046338i,9.2238e-05+0.00055432i,-0.00014676+0.00052205i,1.0478e-05+0.00042444i,0.00044122+0.00035904i,0.0003175+0.00078643i,-0.00069689+0.00091052i,-0.00087248+0.00053873i,-0.00036809-0.00011109i,-7.9511e-05-0.00034394i,-0.00044785-6.5408e-05i,-0.00025818+0.00054182i,0.00061237+0.00093077i,0.00063118+0.00023012i,0.0004735-2.7157e-05i,0.00016029+0.00061548i
-0.0028785-0.00040751i,-0.0032557-0.0010521i,-0.002849-0.0011344i,-0.0018206+0.00053322i,-0.00032778+0.00068792i,0.0006539+0.00020111i,0.0015778+0.0010981i,0.0013885+0.0014627i,0.00074937+0.00039875i,0.00063895-2.2295e-05i,0.00017209+0.00029681i,0.00048999+0.00050788i,0.00056556+0.00043053i,-8.6645e-05+0.0004891i,-0.00067259+6.6363e-05i,-0.00044017-0.00029219i,0.0004261+0.00029733i,0.0011125+0.00073434i,0.0013143+0.00022548i,0.00058301-0.00054956i,-0.00037139-9.8418e-05i,-0.00035538+0.00097214i,0.00036663+0.00079388i
0.0015028-0.0010366i,0.0024618-0.0013042i,0.0026223-0.0010583i,0.0010986-0.001247i,-0.00061083-0.0012352i,-0.00054374-0.00056362i,0.00044429+0.00028442i,0.00058454+0.00019107i,0.0004762+2.6221e-05i,-0.00022493+8.8811e-05i,-0.00021488+6.9642e-05i,0.00022756-9.4395e-05i,-8.2384e-05-0.00048655i,-0.00011956-0.00052275i,-9.5213e-05-0.00010536i,-3.6875e-05-0.00014838i,-0.0005143-0.00019054i,-0.00082113+0.00017796i,0.00026421+0.00016056i,0.00052016+6.0991e-05i,0.00023776+1.3771e-05i,-0.00075036-0.00036271i,-0.0013571-0.00022898i
0.0021913+0.0018883i,0.0024486+7.9441e-05i,0.0017009+7.5463e-06i,0.0013196+0.00017522i,0.0013218-0.000303i,0.0011719-0.00040808i,0.0012254+0.0002641i,0.00068198+0.0014628i,4.121e-05+0.0011429i,0.00053349+4.4704e-05i,9.3248e-05-0.00051118i,-0.0005108-0.00013429i,-0.00027559-0.00014859i,-1.4701e-05-0.00020842i,-0.00064804-3.4759e-05i,-0.0012895-3.5789e-05i,-0.00097047-0.00017952i,-6.9082e-05+7.8475e-05i,0.00050691+0.00046209i,-4.0592e-05+0.00065096i,-0.00053744+0.00031622i,8.0814e-05+0.00040501i,0.00027179+8.0622e-07i
-0.0024334-0.00062268i,-0.0034838-0.00013523i,-0.0031833+0.00013656i,-0.0019354-0.00042119i,-0.00083022-0.00033762i,-9.1845e-05+0.00052636i,5.4881e-06+0.00048148i,-0.00052743-2.8538e-05i,-4.896e-05+0.00021816i,0.0003025+0.00061446i,-0.00023472+0.00053774i,-0.00049021-0.00026764i,0.00017168-0.0008085i,0.00057697-0.0013888i,-0.00011606-0.0011803i,-7.2633e-05+0.00046043i,8.616e-05+0.0007587i,-0.00013317-0.00010103i,-0.00024652-0.00013473i,9.7434e-05-2.6076e-05i,0.0004724-0.00015703i,0.00013833+0.00018681i,-0.00074496-0.00017151i
0.0016238-0.0031141i,0.0013403-0.0024421i,0.00085739-0.0020037i,0.000273-0.00067953i,-3.1827e-05+0.00014842i,-0.00024104-0.00018529i,-0.00024578-0.0007373i,0.00034485-0.00068075i,-0.00057148-0.00037605i,-0.0013969+0.00063061i,-0.0010235+0.0010938i,-0.00040073+0.00023504i,0.0006468-2.3866e-05i,0.0014661+6.5938e-05i,0.0014688+0.00037446i,0.0010597+0.00062857i,0.00019845+0.00015066i,0.00013537-0.00070112i,0.00016829-0.00044826i,-0.00050029-0.00016145i,-0.00057253-3.1185e-05i,-0.00010498+0.00067354i,7.8314e-05+0.00031416i
-0.00029828+0.00011224i,-0.00031711-3.0536e-05i,-0.0010563+0.00035277i,-0.001403+0.00012097i,-6.6132e-05+0.00066822i,0.00036005+0.0010712i,0.00023591+7.4057e-06i,7.4378e-05-0.00098278i,-0.0012393-0.0012094i,-0.0016571-0.00094979i,-0.00047628-3.631e-06i,0.00068856+0.00070722i,0.00053814+0.00064702i,-3.6121e-05-0.00018203i,-0.00026411-0.0010121i,-0.0004869-0.00016206i,-0.00054713+0.00035736i,-0.00092987+0.00053484i,-0.0010416+0.00054577i,-2.1381e-05+0.00015986i,-0.00033411-8.9062e-05i,-0.00094067-0.00023648i,-0.00034015-0.00028202i
-0.0001681+0.00067646i,-0.00019547-4.3916e-05i,0.00029878-0.0012086i,0.00070985-0.0022733i,0.00014676-0.0021993i,-0.0004681-0.001259i,-4.798e-05-0.00021026i,0.00020584+4.1083e-05i,-0.00026652+7.6437e-05i,-0.00082414-0.0002182i,-0.00044428-0.00080406i,0.00034485-7.0871e-05i,0.00078003-2.9868e-05i,0.00084815-0.00078633i,0.00012001-6.4313e-05i,4.199e-05-0.00032642i,4.1363e-05-0.00080232i,-0.00011316-0.00069263i,0.00046342-0.00012933i,0.00064366-0.00011438i,0.00077963-0.00020497i,0.0014229+0.00050903i,0.0017112+0.00067511i
3.7067e-05+0.00062904i,0.00032878+9.9574e-05i,-5.9923e-05+0.00054039i,-6.6519e-05+0.00051099i,0.00033959-8.6049e-05i,0.00025847-0.00023625i,-0.00018101-0.0002107i,-0.00017603-0.00015264i,1.2027e-05+3.2416e-05i,-0.00051187-0.00016993i,-0.0013564+3.7413e-05i,-0.0017662-7.2964e-05i,-0.0011905-0.00067925i,-0.00038201-0.00066009i,-0.00024274-0.00036982i,-0.00025041-0.00047049i,0.00010848-0.0013083i,0.00070225-0.001129i,0.0006799-0.00056587i,-0.00037536-0.00015805i,-5.3913e-05+0.00049932i,-3.6578e-05+0.0003497i,-0.00070001-0.00073086i
0.00072146+0.0001947i,-5.4792e-05+0.00028371i,-0.0010728+0.0010985i,-0.0011198+0.00053326i,-0.00097203-0.00093742i,-0.00070286-0.0012284i,0.00020754-0.00081179i,0.0012887-0.0004891i,0.001186+8.3352e-05i,0.00065482+0.0002164i,0.00031735-0.00020874i,0.00027306+0.00020544i,-0.00031365+0.00074183i,-0.00052153+0.00021261i,-0.00078752+3.5755e-05i,-0.00085952+0.00029614i,-0.0002674+0.00030301i,-0.00013289-7.8941e-05i,-6.1809e-05-0.0004606i,-9.0389e-05-0.00039113i,0.00023348-1.2014e-05i,0.00086139-2.7562e-05i,0.00014271-0.00059788i
-0.0021068+0.0018354i,-0.0024897+0.0014381i,-0.0019532-0.00023803i,0.00038398-0.00025419i,0.0015577-0.00014071i,0.00045064-0.00094086i,-6.8851e-05-0.00076385i,0.00026105-0.00024031i,0.00036228+0.00044025i,0.00023308+0.00020723i,0.00034446+2.6775e-05i,0.00059151-0.00016364i,0.00065248-0.0002229i,0.00015646+9.5358e-05i,-0.00059795+0.00020577i,-0.00075495-0.00028705i,-0.00071203-0.00081712i,-0.0013823-0.00014285i,-0.0015692+3.0621e-05i,-0.00050687-0.00045743i,0.00013529+0.00025266i,8.2655e-05+0.00033613i,0.00054376-0.00080685i
0.00017722-0.00030533i,0.00016961-4.2399e-05i,0.00060204+0.00032309i,-0.0001989+5.0991e-05i,-0.0010867-0.00014741i,-0.00021403+0.00094519i,0.00038962+0.0015155i,0.00068879+0.00090188i,0.00088274+0.00010274i,0.00029544-5.7422e-05i,-6.6179e-05+0.00043022i,0.00022869+0.0011728i,-0.00030757+0.0010025i,-0.00077084+0.00024977i,-0.00015244+0.00018437i,0.00050049+0.00016218i,-0.00015175+0.00021909i,-0.001104+0.00038574i,-0.00095482+3.714e-05i,-0.00086279-9.5617e-05i,-0.0007593-0.00055926i,-0.00047219-0.00091243i,-0.00037102-0.00075187i
0.0006361+0.00062159i,0.00092732+0.00021984i,0.00081169+0.00043055i,0.0014665-0.00012347i,0.001279-0.00068316i,-0.00024545-0.00086819i,-0.00073265-0.00045866i,-0.00041481+6.8462e-05i,-0.00081861+0.00025858i,-0.0006247+0.00032415i,-5.913e-05-0.0002374i,-0.00054192-0.00030982i,-0.0011242+0.00017154i,-0.0014119+0.00036929i,-0.0017816-0.00030866i,-0.0011345-7.1924e-05i,-0.0001034+0.00013258i,-7.2934e-05+0.00028032i,-0.00033431+0.00059531i,-0.00017655-0.00016862i,-0.00040369-0.00022623i,-0.00058337+0.00028734i,-0.00048379-0.00010658i
0.00092035+0.00021057i,-0.00025697+4.7047e-05i,-0.0011069+0.0010066i,-0.00044127+0.0016835i,0.00029222+0.00101i,0.00056471+0.00047445i,0.00051347-7.1685e-05i,0.00042293-0.00011076i,-0.00020279+0.00025343i,-0.0011118+0.00040694i,-0.00062658-0.00038705i,-0.0007942-0.0011284i,-0.00066413-0.00074019i,0.00029224+0.00022016i,-0.00011201+0.00040196i,-0.00053909+0.00064702i,0.00017048+0.000313i,0.00031614-0.00057974i,0.00017994-0.0012344i,4.6953e-06-0.001252i,-0.00029475-0.00080694i,0.00029364-0.00013464i,0.00048106+0.00024727i
-0.00024818+0.00071746i,-0.00077006-0.0004308i,-0.00050605-0.0012995i,-0.0003846-0.0012139i,-0.00053744-0.0012i,-0.0007653-0.00060377i,-0.00075031-0.00039083i,-0.00025754-0.00027168i,0.00025084+0.0004325i,-0.00018863+0.00064883i,-0.0012377+0.00013535i,-0.001062-0.00060651i,-0.00023029-0.00093597i,-0.00055584-0.0009748i,-0.0010523-0.00064713i,-0.00073502-0.00054286i,-0.00055715-0.00079646i,-0.00049347-0.00078789i,0.000202-0.00028914i,0.0010385+5.657e-05i,0.0013688+0.00015572i,0.0004808+0.00064811i,-0.00088172+0.00036374i
-0.00022083-0.0028275i,-0.0003442-0.002097i,-0.00096863-0.002036i,-0.0012882-0.00098988i,-0.00031175+0.00036674i,0.00094504+0.0011926i,0.0012851+0.0010478i,0.0010979-0.00015845i,0.00087219-0.001225i,0.00021483-0.00088647i,0.00039008+0.00044487i,0.0014644+0.0013048i,0.0017561+0.00055098i,0.0012997-0.00020805i,0.00063067+0.00039625i,0.00040779+0.00085487i,0.00042481+0.00064369i,9.7219e-05+0.000145i,-0.00048994-1.559e-05i,-9.4238e-05-0.00028069i,-5.2375e-05-0.00041081i,-7.2411e-05-0.00016004i,5.6103e-05+0.00073073i
0.00058521+0.00080557i,-0.00010577+0.0014953i,-0.0014229+0.0014597i,-0.0021966+0.0002951i,-0.001555-0.00012587i,-0.00053289-0.00038288i,0.00021138-0.00032806i,8.2428e-05-0.00046648i,-8.3659e-05-0.00024938i,-3.8116e-05+4.1654e-05i,-0.00046261-0.00014799i,-9.2799e-05+0.00026137i,0.0003114+0.00015038i,-5.6432e-05+0.00020286i,0.00043786+0.00055735i,0.00033911+0.0010254i,-0.00065469+0.00077085i,-0.0006689-5.3672e-05i,-0.00018052-3.2331e-05i,-0.00023841+0.00057187i,-0.00019879+0.00031265i,0.00050947-0.00021338i,0.00018962+0.00012224i
0.0012759+0.0024554i,0.00056524+0.0004456i,0.0011144-0.0020305i,0.0015682-0.0026176i,0.0013354-0.0015813i,0.00046307-0.0007965i,-0.00030633-0.00066418i,-0.00069504-0.00023051i,-0.00069446+0.0005468i,0.00012153+0.00075558i,0.00061524+0.00044726i,0.00063452+0.00031017i,0.00026931-0.00046937i,-0.00087766-0.00084632i,-0.0012524-0.00051786i,-0.00080848-0.000634i,-0.0012072-0.00070375i,-0.00099428-0.00042878i,2.557e-05-0.00014244i,0.00038041-0.00016746i,0.00038919-0.000974i,0.0010911-0.0012773i,0.00064468-0.00064657i
-0.0011307-0.0016764i,-0.0022179-0.00084645i,-0.0025285-0.00014598i,-0.0018423-0.00055208i,-0.0010836-0.00060145i,-0.00049056+5.563e-05i,-0.00013114+0.0006228i,0.00037535+0.000497i,-4.8886e-05-0.00026144i,-0.00031871-0.00049736i,-5.7023e-05+0.00053263i,-9.6727e-05+0.00073773i,2.7446e-05+0.0005563i,6.2625e-05+0.00079792i,-0.00069393+0.00037577i,-0.00078546-1.6528e-05i,-0.00027208+0.00015213i,4.4202e-05-0.00042259i,0.00063534-0.00014596i,0.00016197+0.00063078i,-0.00031823+0.00043952i,-2.885e-06+0.00032096i,-0.00042596+0.00013589i
