-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
-0.00024738+0.0023407i,-0.00056348+0.0035814i,0.00046199+0.0029761i,0.00016131+0.001142i,-0.0013504+7.9567e-05i,-0.0015862+0.00054338i,-0.0013116+0.00084042i,-0.00074355+0.00039079i,-0.00015457+0.00013748i,-0.00033365+0.00036247i,-0.00078972+0.00046162i,-0.00057957+0.00018008i,-0.00032654+0.00042823i,-0.00019854+0.00014903i,-0.00048782-0.00053795i,-0.0001927-0.0010874i,0.00029058-0.00075545i,0.00068368-0.00045232i,0.0010765-1.7862e-05i,0.00016474+0.00061488i,-0.00062841+0.00011983i,-0.00041676-0.00048184i,-0.00029465-0.00021319i
0.0013598-0.0022042i,0.00034859-0.0027761i,0.00032274-0.0043576i,0.00036943-0.0039838i,0.00026418-0.0022611i,0.0008062-0.00052467i,0.0010939-0.00023467i,1.973e-05-0.00065182i,-0.00066848-0.00046727i,-0.00071311+0.00012138i,-0.00066187+0.00022951i,-0.00065978+0.0009874i,-0.00049462+0.0012261i,-0.00037967+0.00066934i,-0.00038041+0.00047579i,0.00027837+0.00041402i,-0.00019001+0.00077541i,-0.0014686+0.00026259i,-0.001461-0.00056772i,-0.00019858-0.00027233i,0.00065+0.00011985i,0.00041918+0.00026347i,-0.00049337+0.00044621i
0.00013032-0.00036441i,3.9919e-06-0.0013257i,0.0006734-0.0023996i,0.000792-0.0017168i,-0.00028412+0.00032837i,-0.0006242+0.00075214i,-0.0001619+0.0005094i,-0.00047527+0.00043471i,-0.0013371-0.00018414i,-0.0013409-0.00016083i,-0.000492+5.8483e-05i,-8.2539e-05+0.00019305i,-0.00028929+0.00093963i,-0.00028787+0.00084055i,-0.00075816+0.00070413i,-0.0010979+0.00077952i,2.8878e-05-0.00015919i,0.00084064-0.00091086i,0.001482-0.00059712i,0.00061594-0.00051888i,-0.00018303-0.00097253i,-0.00074322-0.00098515i,-0.00076917-0.0010124i
0.001195-0.00061726i,0.0013192-7.9223e-06i,0.00056945-0.0014471i,-0.00025957-0.0031213i,-0.00034117-0.0021273i,-0.0009718+0.00033026i,-0.0012081+0.00057242i,-0.0013798-0.0003762i,-0.0019087-0.00062763i,-0.0016235-0.0007889i,-0.00085219-0.0011438i,-0.0006036-0.00075882i,-0.00081549+0.00013277i,-0.0011517+0.00063558i,-0.00053494+0.00083386i,0.00021124+0.0006768i,0.00031688+0.00063691i,0.00038316+0.00013291i,0.0005189-0.00034105i,0.00020665-0.00030579i,0.00038355+0.00026738i,0.00046076+0.00056961i,-0.00045541+0.00021171i
0.0011389+0.00099358i,0.0012521-0.00018284i,0.0019736-0.00069875i,0.0015989-0.00072165i,0.00059022-0.0010483i,0.00024021-0.00096401i,0.00081101-1.1165e-05i,0.00068193+0.00043533i,-0.00020641+0.0014787i,-0.00021935+0.0017662i,-0.00053338+8.2505e-05i,-0.00096113-0.00081851i,-0.00042433+5.0653e-05i,-0.00040013+0.00041472i,-0.00023083-6.1381e-05i,0.00029799-0.00061677i,-0.00015283-0.00024294i,-0.00030532-0.0001088i,-0.00013044+0.00017033i,0.00015842-5.6503e-05i,0.00017642-0.00061887i,-9.704e-05-0.00063219i,0.0001647-0.00067072i
0.0007452-0.0030733i,-0.00055111-0.003063i,-0.0013963-0.0027287i,-0.0022571-0.0027227i,-0.0029109-0.0018886i,-0.002959-0.00071186i,-0.001924-0.0003811i,-0.0013377-0.00041807i,-0.0015995+0.00048888i,-0.0015675+0.00084592i,-0.0012116+0.00048942i,-0.00073897+0.00072326i,-0.00051055+0.0018689i,-0.00056098+0.0021895i,-0.00020934+0.0011139i,-7.2281e-06+0.00016193i,-0.00078106-0.00038081i,-0.00041322-0.00044873i,0.00020318-0.00054175i,-0.00052498-0.00041901i,-0.00056334+7.1046e-06i,-0.00018073+0.00073239i,-7.1199e-05+0.001084i
-0.00046485+0.00072386i,0.00070322+0.0003617i,0.0010906+0.00053146i,0.0014183-0.00031615i,0.0011356-0.00062859i,0.00065924+1.3234e-05i,0.00062048-0.00029299i,0.00028385+3.142e-05i,-0.00087002+0.00028613i,-0.0016002-0.00057131i,-0.00062461-0.00077317i,3.8332e-06-0.00098905i,-2.5821e-05-0.00091416i,-0.00018373-0.000817i,-0.00057192-0.0008695i,-0.00088454-0.00029559i,-0.00068782-0.00068338i,0.00023869-0.0012062i,0.00050669-0.00040559i,0.00015344-0.00038646i,-8.9771e-05-0.00095689i,-0.00065676-0.0005709i,-0.0007219-0.00046583i
-0.0020721-0.0013506i,-0.0019176-0.001151i,-0.0018186+4.7826e-05i,-0.0020799-0.00014414i,-0.0017081-0.00088208i,-0.00035561-0.00095457i,0.00015367-0.00091757i,-0.00020764-0.00022283i,-0.00080273+0.00023006i,-0.00070435-1.6417e-05i,-0.00026207+0.00051704i,-0.00019547+0.00042356i,0.00030026-5.9236e-05i,0.0010181-0.00065267i,0.00065237-0.0013393i,-0.00033825-0.00094611i,9.3845e-05-0.00023789i,0.0010067+0.00016557i,0.00080425+0.00047759i,0.0003091+0.00034306i,-0.00018039+0.00028901i,-0.00086822+0.00073461i,-0.00085682+0.0012008i
-0.0011065-0.0014972i,-0.00095578-0.0020589i,-0.0017206-0.0021012i,-0.0015448-0.0014287i,-0.00051408-0.00043353i,-0.00014947-0.00014525i,0.00052356+0.00025795i,0.00051624+0.00071574i,-0.00026971+0.00022995i,-0.00016409+0.00051707i,-5.1627e-05+0.00087844i,-2.4169e-05+0.00072837i,0.00016427+7.6054e-05i,0.00026051-0.00043828i,-0.00016274-0.00056026i,-0.00061915+0.00013983i,-0.00087732+0.00060128i,-0.00060424-0.00058931i,0.00047025-0.0013449i,0.00039252-0.00061332i,-0.00028403+0.00023085i,-0.00060164+0.00028402i,-0.00095673-0.00019174i
0.00079046+0.00417i,0.0022616+0.0033412i,0.0034165+0.0020723i,0.0029069+0.00064014i,0.0017267-0.00031187i,0.0015624-0.00047001i,0.0012089-8.211e-05i,4.8814e-05-0.00040346i,-3.7242e-05-0.00046869i,0.00053811+0.00033456i,0.0007183+1.729e-05i,0.00047918-0.00081597i,-6.536e-05-0.0011026i,-0.00025584-0.0010785i,-0.00086745-0.0010436i,-0.0013358-0.0010952i,-0.00072383-0.00077771i,0.00054086-0.00047415i,0.001581-6.9491e-05i,0.00072558+0.00029438i,0.00021371+0.00021816i,0.00047136+0.00021206i,0.00023436-0.00011638i
-0.0019661-0.00031303i,-0.0015352+0.00037357i,-0.0013402-5.2655e-06i,-0.00094151-0.00018135i,-0.00057768-0.00037124i,-4.1727e-05-0.00033375i,-7.8888e-05+0.00058202i,-0.00027305+0.00079723i,2.6373e-05+0.00077558i,1.8424e-05+0.00092307i,-0.0002427+0.00041325i,0.00067957+4.6546e-05i,0.0014067+0.00012553i,0.00090962-0.00031796i,0.00070612-0.00087063i,0.00041603-0.0008543i,0.00041764-0.00081698i,0.00028745-0.00096725i,-0.00059379-0.0010684i,-0.00083742-0.00042404i,-0.00062506+0.00022012i,-0.00099972+0.00018099i,-0.0013706-5.2925e-05i
-0.0005917-0.00010781i,-0.00017121-0.00023842i,0.00057928-0.0002179i,0.0002543-0.0012289i,-0.00090751-0.00064601i,-0.0012475+0.0014085i,-0.00066097+0.0016853i,-0.00022939+0.00067932i,-0.0011537+0.00017199i,-0.0014326+0.00067138i,-0.00028851+0.00068756i,0.00026231+8.9754e-05i,0.00024596+0.00018856i,-0.00047522+0.00047779i,-0.0009854+0.00023191i,-0.00015624-0.00059446i,0.00077291-0.00049788i,0.00049713+0.00028826i,0.0002572+0.00025155i,5.8465e-05+8.165e-05i,-6.9953e-05+4.7939e-05i,0.00039412+0.00049631i,0.00013217+0.00061249i
-0.00045503+0.00095371i,7.7647e-05+0.00072444i,0.00096561+4.0383e-05i,0.00058329-0.00087972i,-8.7356e-06-0.00073305i,0.00076466-7.1822e-05i,0.00070119+0.00030397i,0.00030834+0.00018109i,0.00024928+0.00018903i,0.00034368+0.00019409i,7.9914e-06+9.1245e-05i,-0.0011187-6.8836e-05i,-0.001084-0.0004076i,-0.00025482-0.00027353i,-1.8854e-05+5.2416e-05i,0.00014073+0.00018796i,0.00021075+0.00077644i,4.8251e-05+0.0011889i,-0.00022306+0.00044592i,-0.00072775-0.00040521i,-0.00077215+0.00016585i,-0.0011527+0.00055539i,-0.0015875+0.00033927i
0.00052186-0.0025537i,-0.00082306-0.0022773i,-0.00049457-0.0019511i,-0.00018717-0.0015845i,-0.00048729-0.0022062i,-0.00056327-0.0018784i,-0.0014677-0.00048619i,-0.0021047-0.0001694i,-0.0016255-0.00043659i,-0.0013505-0.00030376i,-0.00114+0.00056833i,-0.00011576+0.0010344i,2.3292e-05+0.00049946i,-0.00070858+0.00040247i,-0.00090324+0.00070301i,-0.00091659+0.00082189i,-0.00090871+0.0006728i,-0.00023849-0.00015067i,0.0010348-0.0011276i,0.0013027-0.00088683i,0.00060715+1.4361e-05i,0.00049206+2.1858e-06i,0.00037903+0.00069113i
-0.0021681-0.00021623i,-0.0021544+0.00057513i,-0.0020871+0.0010968i,-0.0012187+0.0010237i,-0.00013672+0.0011266i,1.9597e-05+0.0010841i,0.00026136+0.00074253i,0.0012976+0.00074113i,0.00096052+0.0003357i,0.0001247+5.9197e-05i,0.00032221+0.00047543i,0.00045392+0.00080084i,-0.00049367+0.00031781i,-0.00083112-0.00029468i,0.00016108-9.2647e-06i,0.00087332+5.208e-05i,0.00075809+0.00025259i,0.00031083+3.3245e-05i,-0.00062092-0.00059683i,-0.0013805-0.00059458i,-0.0005365-0.00015588i,-0.00030665-3.2626e-05i,-0.00090982+0.00025833i
0.0013431-0.0013837i,0.00046701-0.00076678i,-0.00075279-0.0013477i,-0.00015736-0.0016561i,0.00052955-0.0010911i,-0.00019094-9.206e-05i,-0.0013489+0.00032017i,-0.0015728-9.8681e-05i,-0.0014182-0.00042283i,-0.00080483-0.00033468i,7.009e-05+0.00020587i,3.1569e-05+0.00055707i,-0.00038364+0.00042277i,-0.00082194+0.00061916i,-0.00069943+0.0004606i,-0.00029902-0.00015926i,-0.00024933-5.9758e-05i,9.6401e-06+6.8083e-05i,-0.00028921-0.00084175i,-0.00061076-0.0016737i,0.00024685-0.00070266i,0.00040944-0.00036419i,0.00014789+5.2791e-05i
-0.00044051-0.00092754i,-0.0010548-0.0019077i,-0.00029274-0.002651i,-0.00020136-0.0020861i,-0.0011374-0.00083811i,-0.0014084+0.00072308i,-0.0012038+0.00052023i,-0.0009634-0.00030011i,-0.0014691-9.5338e-05i,-0.0015425+4.5974e-05i,-0.0012075+0.00044989i,-0.00048208+0.00072373i,4.8281e-05-4.325e-05i,-0.00016973-0.00065796i,-0.00036939-0.00077501i,8.5474e-05-0.00080654i,0.00046908-0.0001569i,0.00092209+0.00047257i,0.00041632+0.00064554i,-0.0003694+0.0006661i,-0.00061389+0.00091548i,-0.00073588+0.00072055i,-0.00057346+0.00028773i
-0.00025415-0.00082547i,4.6316e-05-0.00063608i,0.00010267-0.0012181i,-0.00026769-0.0011084i,-0.00019901-0.000127i,0.00016765+0.00053267i,-7.0418e-05+0.00089394i,0.00029762+0.0009818i,-0.0001201+0.00076461i,-0.0012474+0.0011446i,-0.001362+0.00080741i,-0.0012288+3.1139e-05i,-0.00070679+0.00023176i,8.5343e-05+0.00065992i,-0.00022079+0.0011298i,-0.00057352+0.0011201i,3.8685e-05+0.00096427i,-4.0796e-05+0.00076804i,-0.001065-6.7919e-05i,-0.00071243-0.0006436i,-7.1581e-05-0.0010044i,0.00038406-0.00087695i,0.00063052+0.00022745i
0.0018571-0.00064901i,0.00238-0.00070494i,0.0018549-0.0013658i,0.00034498-0.001911i,-0.0013955-0.0020548i,-0.00092792-0.00064445i,-0.00070652-7.7976e-05i,-0.0019745-0.00046605i,-0.0015061-0.00012174i,-0.0012454-5.9261e-05i,-0.0018846-0.00020978i,-0.001602-7.5601e-05i,-0.0013754-0.00020498i,-0.00095752-0.00056951i,-0.00074516-0.00059591i,-0.0014289-0.00065865i,-0.00055395-0.0007989i,0.0010654-0.00097998i,0.0013573-0.00056847i,0.0006375-0.0003823i,-0.00012271-0.00028404i,-0.0012399+0.00024876i,-0.0018234+0.00028636i
-0.0015106+0.0003977i,-0.0012781+0.00010169i,-0.0015752+2.2581e-05i,-0.00067956-0.00040696i,0.00030994-0.00094375i,0.0006762-0.0014621i,0.0007319-0.0018142i,-8.341e-07-0.0018174i,-0.00022771-0.0012806i,-8.8578e-05-0.00038637i,7.8423e-05+0.00093798i,0.0006491+0.0014151i,0.00074646+0.00097095i,0.00041408+0.00027959i,0.00090528+1.6037e-05i,0.0012893+0.00037446i,0.00068078+0.00064032i,3.4023e-05-0.00014801i,-0.0005534-0.00052317i,-0.00054518-0.00034754i,-0.00038775-6.3765e-05i,-0.00044348-7.5491e-05i,-0.00027412-0.00072785i
-0.0019537+0.0014859i,-0.0018237+0.0017953i,-0.00035457+0.0018546i,-2.2652e-05+0.0014091i,-0.00035608+0.00084422i,-0.00026512+0.00080915i,6.5786e-05+0.00076029i,6.2838e-05+0.00061353i,-0.00074315+0.00028995i,-0.00064885+0.00027279i,-0.0003354+0.0006561i,-0.00086612+0.00053328i,-0.00082676-0.000329i,-0.00073476-0.00065341i,-0.0004885-0.00029399i,-0.00015115-0.00026974i,-0.00064038-0.00057084i,-0.0010177-0.00013356i,-0.00063608+0.00031533i,-0.00016424+0.00011824i,-0.00029209-4.3952e-05i,-7.2143e-05-0.00017963i,0.0007223+0.0001225i
-0.00051259+0.0012436i,-0.00076017+0.00032886i,-0.00048795-4.9898e-05i,0.00060654-0.0001099i,0.0016525-0.00081002i,0.0014123-0.0014195i,0.00010551-0.0013548i,-0.00041124-0.0011581i,-0.00083707+3.3754e-05i,-0.00073618+0.0009059i,0.00010568+0.00085624i,0.0004479+0.00043922i,6.2029e-05-0.00015144i,0.00053465-1.2669e-05i,0.0012481+0.00031365i,0.00028512-4.2884e-05i,0.00031122-0.00040765i,0.00033931-0.00039715i,-0.00085525-0.00010958i,-0.0012801-8.596e-05i,-0.0011481-0.00043134i,-0.00079203-0.00078957i,0.00020531-0.00062561i
-0.0019972-0.00095161i,-0.0019896+0.00065785i,-0.00093607+0.0018557i,0.00017748+0.0014447i,0.0014602+0.0011719i,0.0018603+0.00081579i,0.0013003-3.0043e-07i,0.00083438+3.5243e-05i,0.00031627+7.9472e-05i,0.00020765+0.00012583i,0.00077562+0.000242i,0.0011579-0.00013905i,0.00076627-0.00080162i,-0.00039918-0.00073926i,-0.0011076-0.00019752i,-0.00012604-0.00056165i,0.00094779-0.00029006i,0.00055577+0.00023515i,0.00010282+0.0001345i,0.0007236+0.00082047i,0.00079101+0.00097419i,0.00040795+0.00022986i,0.00023288+0.00015637i
-2.0474e-05+0.0022146i,-0.00012371+0.0014552i,-0.00070549+0.00014624i,-9.4782e-05-0.00011743i,-2.2875e-05+0.00017946i,-0.0010055-0.00017965i,-0.001387-0.00068633i,-0.0015959-0.00098504i,-0.001597-0.000293i,-0.00085328-0.00022742i,-0.00019256-0.00014081i,-0.00041511+0.00019326i,-0.00096745-9.2814e-05i,-0.0012884-0.0005112i,-0.0010708-0.0011683i,-8.2228e-05-0.0010961i,0.00035217-0.00064075i,0.00012655-0.00034041i,-0.00012238-0.00096082i,0.0004569-0.0013754i,0.0014397+4.3328e-05i,0.0007368+0.00040314i,-0.00012247-0.00023384i
0.00055367+0.001088i,0.00077398+0.0013967i,0.0014766+0.0007628i,0.002377-0.0013036i,0.0018537-0.0018462i,0.0013631-0.00043882i,0.00069691+0.00023103i,-0.00038738-0.00069091i,-0.0013599-0.00078385i,-0.0010646-0.00064911i,-0.00038916-0.00034766i,-0.00097026+2.8435e-05i,-0.00097782-0.00037809i,-0.00054636-0.0004614i,-0.00060293-0.00057326i,-0.00049407-0.00035692i,-0.00015739+0.00041312i,-7.1016e-05+0.00016432i,-2.1661e-05-0.00077315i,-0.00028672-0.00065055i,-0.00087246-0.00034155i,-0.00039999-0.00043334i,-0.00013822-0.00019739i
-0.00023649-0.0015396i,-0.0008724-0.0014815i,-0.0017475-0.0018324i,-0.0018408-0.0022258i,-0.0017089-0.0012882i,-0.0013615+4.0653e-05i,-0.00020628+0.00016034i,0.00053554-0.00019511i,0.00029479-0.00026409i,7.3101e-06+0.000221i,-8.5155e-05+0.00044726i,-0.00038858+8.555e-06i,-0.00039799+0.00033142i,5.4886e-05+6.1448e-05i,0.00056382-0.00033232i,0.0010089+0.00039155i,0.00051017+0.00055523i,0.00022374+0.00052433i,-0.00013188-0.0005087i,-0.00018762-0.001119i,0.00034433-6.0817e-05i,0.00026146+0.00048373i,-8.1565e-05-0.00025301i
0.0028021+1.4811e-05i,0.0030139-0.00063663i,0.0029472-0.0015632i,0.0017931-0.0030063i,0.00031037-0.0030436i,-0.00070192-0.001987i,-0.00042804-0.0011305i,0.00053939-0.00061775i,0.00088845-0.0011457i,-0.00037483-0.001603i,-0.0015884-0.00075484i,-0.0017417-0.00036899i,-0.0017228-0.00093652i,-0.0014124+0.00016144i,-0.0012991+0.00065969i,-0.00083308-0.00027491i,9.7925e-05-0.00021868i,-0.00028864+0.0001596i,-0.0005451-0.00022543i,-0.00041358-0.00017237i,-0.00074991-0.00013031i,-0.00056957-0.00062272i,-0.00098074-0.00066329i
-0.00048517-0.00034607i,-0.00013879+0.00073159i,0.000929+0.00012692i,0.00058479-0.00092735i,-0.00065933-0.0013706i,-0.0005054-0.00019443i,0.00010404+0.00081975i,-0.00023727+0.0002571i,-0.00075186+0.00031268i,-0.00085445+0.0011729i,-0.0011204+0.00039215i,-0.00084701-0.00031898i,-0.00015496+0.00050287i,-0.00016849+0.0012162i,-0.00056675+0.0012102i,8.8179e-06+0.00028716i,0.00017495-0.00041695i,-0.0001624-0.00022729i,-0.00051975-7.4627e-05i,-0.00096031-0.00027485i,-0.00046304-0.00049034i,-0.00053216-0.00067817i,-0.0004704-0.00096715i
-0.00064437-0.0019646i,-0.00096809-0.0015417i,-0.0017987-0.0023042i,-0.00095359-0.0027453i,0.00043218-0.0017233i,0.00073366-0.00099619i,0.00015071-0.00060656i,0.00013267-0.00060771i,-0.00016417-0.00061808i,-0.00033076+0.00010625i,-0.00011371+4.2951e-05i,-0.00021977+3.1353e-05i,0.00034114+0.00071964i,0.00048923+0.00092339i,0.00082212+0.00030443i,0.0012066-7.0261e-05i,0.00093476+0.00031114i,0.00042861-3.2538e-05i,0.00018404-0.00075234i,8.7041e-05-0.00075518i,4.7937e-05-0.00076728i,-0.0001456-0.00085926i,-0.00076233-0.00079425i
0.00068061-0.00033401i,0.00093124-0.00029384i,0.0008083-0.00064246i,0.00067848-0.00044449i,0.00021868-0.00035791i,-0.0008436-0.00010877i,-0.00085585-0.0002777i,-0.00029912-0.00023076i,-0.00053247-0.00038438i,-0.00055901-0.00028923i,-0.00010329+0.00028932i,-0.00080605+0.00035417i,-0.001641+0.00047849i,-0.0015056+0.00021486i,-0.00065148-0.00065441i,-6.2501e-05-0.00077777i,-0.000213-7.2599e-05i,-0.00017627+0.00042769i,-0.00024407+0.0001311i,-0.00035762-0.00052322i,-2.8809e-05-0.00049327i,-6.2809e-06-0.00018721i,0.00014321-0.00034812i
0.00067999-0.00029194i,-0.00029639-0.00017912i,-0.00069562-0.00089193i,0.00047042-0.0014661i,0.00060582-0.0011268i,-7.4717e-05-0.00029439i,-0.00023819-2.8885e-06i,-0.00023491-2.6731e-05i,-0.00051687+4.0354e-06i,3.5778e-08-0.00066528i,0.0010515-0.0010648i,0.0003079-6.9944e-05i,-0.00056275+0.00070886i,-0.00067044+0.0005941i,-0.00068191-7.0274e-05i,-0.00054716-9.948e-05i,7.0422e-05-0.00019988i,0.00046617-0.00050481i,-8.5432e-05-0.00055864i,-0.00020349-0.00079628i,0.00017831-0.00032512i,0.00032081-0.00019357i,-0.0007828-0.00018809i
-0.0014412-5.1493e-05i,-0.0012219+0.00022244i,-0.0010628-0.00036888i,0.00075993-0.00075945i,0.0016762+1.6325e-05i,0.0015656+0.00037867i,0.0007517+3.528e-05i,-3.5815e-05-9.547e-05i,-0.00031141+0.00097891i,-0.00049607+0.0017124i,-0.00063565+0.0011436i,-0.00013812+0.0011643i,0.00085867+0.00088727i,0.0012289-0.00018621i,0.00066518-0.0009406i,-0.0001118-0.00081955i,8.1293e-05-0.00021385i,0.0005867+0.0004274i,0.00079644+0.00068168i,0.00045296+0.00066446i,0.00066027+1.9694e-05i,0.00069704-0.00073668i,0.00020582-0.00063921i
-0.00084149-0.0003275i,-0.00015007+0.00083528i,-0.000241+0.00089541i,-7.7003e-05+0.00028849i,-9.7596e-05+0.00039692i,-0.00058936+0.00099185i,-0.00077645+0.00074048i,-0.00088611-0.00054578i,-0.001167-0.00093446i,-0.00077838-1.5091e-05i,-0.00073349+0.00031748i,-0.0007762+0.00032611i,1.9911e-06-0.00031883i,0.0012351-0.00082722i,0.0012611-0.00091921i,0.00013071-0.00083881i,-0.00011839-0.00098893i,-0.00013294-0.0011076i,-0.00036013-0.0012227i,-0.00056566-0.0012099i,0.00019462-0.00025075i,0.00090721+0.00012443i,0.00088196-7.837e-05i
0.00095887+0.00093762i,0.00029463+0.00030546i,-6.3718e-05-0.00012912i,-2.6401e-05-0.00059923i,0.0003687-0.0014433i,0.00079218-0.0010634i,0.0009364-0.00042847i,0.0010345-0.00059931i,0.00051936-4.8903e-05i,0.00035528-0.00033609i,0.00037093-0.00084305i,0.00055529-0.00094267i,0.00053188-0.00084552i,-0.00034418-0.00022839i,-0.00052043+0.0006385i,-0.00065727+0.00044965i,-0.00035206-0.00070837i,1.1808e-05-0.0013178i,-0.0004084-0.00089066i,2.8517e-05-0.00020593i,0.00042045+0.00092047i,-0.0008517+0.00093077i,-0.0015917+9.9955e-05i
0.0011853-0.0015526i,0.0013104-0.0011339i,0.0012677-0.00030623i,0.00016557-0.00053717i,-0.0010275-0.00070793i,-0.00077289-0.00017611i,0.00044036-0.00087595i,0.00097961-0.0013219i,-1.4161e-05-0.0013701i,-0.00091137-0.00084563i,-0.00060519-0.00040685i,9.1134e-06-4.3196e-05i,0.0005989+0.00095181i,0.00016752+0.0015199i,-0.00045688+0.00080759i,0.00016281+1.1022e-05i,0.00069633-0.00027438i,0.0013406-0.00078606i,0.0011805-0.0011156i,4.4391e-05-0.00091481i,-0.00012551-0.00028867i,0.00014981-9.8249e-05i,-4.098e-05-0.000277i
-0.00022233+0.00044918i,0.00088918+4.2498e-05i,0.00065449-0.00040006i,-7.3588e-05-0.00088019i,0.00056331+1.0087e-05i,0.00030547+0.00099256i,-0.00065373+0.00060397i,-0.0013911-0.00031576i,-0.0014548-0.00048922i,-0.00062061-0.00025334i,0.00025757-0.00030299i,0.00026228-0.00014415i,-0.0007691+6.2079e-05i,-0.00065084-0.00019349i,0.00022648+0.00053023i,-0.00047118+0.00064766i,-0.00043684-0.00020875i,0.00011376-0.00036699i,0.00067381-0.00079798i,0.0014091-0.00097048i,0.0011271-0.00098073i,0.00069664-0.00054451i,-0.00011034-0.0005008i
0.00047046+6.3798e-06i,0.00027055-0.0006459i,0.00087365-0.00060339i,0.0012517-0.0018894i,0.00058563-0.0016942i,7.3648e-05-0.00095002i,6.0185e-05-0.0010832i,-0.0005518-0.00059282i,-0.00042919+0.00064532i,0.00022298+0.00037186i,0.00046733-0.00035443i,0.00032333-0.00047683i,-0.00033204-0.0013566i,-0.00087428-0.0013001i,-0.00064574-0.0010048i,-0.00043873-0.00065621i,-0.00034051-0.00044241i,0.00040402-0.00083105i,0.00041596+0.0002879i,1.0498e-05+0.00055822i,0.0003636-0.00034259i,6.3352e-05-0.00063748i,7.9153e-05-0.00049367i
0.0002862-0.0021253i,0.00057392-0.0016278i,-0.00052314-0.0019748i,-0.0013176-0.0020181i,-0.00059954-0.001551i,0.00063121-0.0010623i,0.00090777-0.00023784i,-4.0999e-05-0.00014576i,-0.00091608-5.5455e-05i,-0.0011462-3.0393e-05i,-0.00090202+0.00035257i,-0.0010617+0.00039605i,-0.00058688+0.00025509i,-0.00026784+0.0003984i,-0.0009028+0.00015652i,-0.00040738-8.6697e-05i,0.00023085-0.0001718i,0.0003808-0.00053622i,0.00038135-9.7372e-05i,0.00026391+0.00059038i,0.0006969+0.00034659i,0.00027809-2.4522e-05i,-0.00063728-3.6918e-05i
0.001994+0.0003909i,0.0020907-0.00011069i,0.0028241-0.00086397i,0.001781-0.0014739i,0.00058553-0.00090782i,0.0001491+0.00047062i,-0.0001221+0.0015253i,0.00013022+0.00094116i,-5.1197e-05-0.00049227i,-0.00031146-3.2472e-05i,-0.00032767+0.00031421i,-0.00026581-0.00066518i,-0.00010732-0.00056408i,-0.00026144-0.00013589i,-0.00056664+0.00010372i,-0.0010453+0.00035875i,-0.00074709-0.00011112i,-3.467e-06-0.0006513i,-0.0005041+7.8858e-05i,-0.0011907+4.3224e-05i,-0.0008793-0.00077221i,7.3112e-05-0.00084299i,0.0003944-0.00057091i
-0.0013547+0.0017311i,-0.0011384+0.0016319i,-0.00018005+0.001406i,0.0013222+0.00073569i,0.0020137+0.0004557i,0.0014919-0.00051467i,0.0010417-0.0016006i,0.0010764-0.0010868i,0.00053402-0.00026374i,-0.00046028-0.00035992i,-0.00080959-7.6668e-05i,-0.00059057+6.3676e-05i,-0.00025595-0.0003136i,-0.0001885-0.0005303i,-0.00074234-0.00033075i,-0.00052274-0.0001727i,-0.00048622+0.000186i,-0.00032645+0.00022796i,0.00040181+0.0001119i,0.00083406+0.00033689i,0.00048625-0.00031789i,-0.00038665-0.00081692i,-0.00069662-0.00028133i
-0.00075673-0.00054155i,-0.00088629-0.00084869i,-0.00029294-0.0005927i,0.00017394-0.0004027i,-0.0010925-6.8845e-05i,-0.0016069+0.00054045i,-0.00094823+0.0010835i,-0.00066361+0.0001968i,-0.0012833-6.2155e-05i,-0.00070841+0.00062484i,0.00042626+0.00045929i,0.00082852+0.00034437i,0.00042861-3.2307e-05i,0.00030541-0.00045778i,0.00045989+0.00030439i,0.00031545+0.00055741i,0.00068482-0.0001314i,0.00052646-0.00041882i,0.00036803+0.00030874i,0.0008398+0.00019955i,0.00054881-0.00048726i,0.00010503-0.00048919i,-0.0003785-0.00040323i
-0.00085579-0.00096568i,-0.0012241-0.00014748i,-0.00071201+0.00041054i,-0.00033715+0.00039527i,-0.00060244-9.8661e-05i,-0.00048311+0.00031583i,-0.00022573-1.9311e-05i,3.9388e-05-0.00065023i,-0.00059994-0.00032121i,-0.00081703+0.00024379i,-0.00024141+9.014e-05i,-0.00021907+0.00030181i,-0.00034496+0.00074405i,1.6015e-05+0.00039272i,6.3689e-05-0.00076248i,0.00036444-0.0020902i,0.00105-0.0019103i,0.0012035-0.0010392i,0.00081436-0.00086343i,-0.00034766-0.0012855i,-0.00060729-0.0013356i,6.6153e-05-0.00021776i,0.00015638+0.00072395i
