-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
-0.0018739-0.00050558i,-0.0023644-0.0010131i,-0.0016919-0.0013174i,-0.00083798-0.0017955i,-0.00040637-0.0021751i,0.00078806-0.0016426i,0.0019737-0.0013443i,0.0019681-0.0021436i,0.0024583-0.0026044i,0.0029832-0.0015686i,0.0016525-0.00014593i,0.00052021+0.00027846i,0.0010684-7.5491e-05i,0.0014819+3.1904e-05i,0.0010856+0.00026125i,2.2275e-05-0.00045272i,-0.00038647-0.00048027i,0.00039368+0.00014651i,0.00082721+0.00052959i,0.00034334-8.9671e-05i,0.00043001-0.00041648i,0.00044312-0.00022491i,0.00028313-6.687e-05i
0.00094101+0.0011127i,0.00063083-0.00031721i,0.00013981-0.00048697i,-0.0014984-0.0001974i,-0.0019443-0.00024713i,-0.00083311+4.1799e-05i,7.6867e-05+0.00095139i,0.0007258+0.0013372i,0.0018043+0.00084638i,0.0016758+0.00018335i,0.00070489-0.0002573i,0.00041197-0.00037735i,0.00031065+6.4877e-05i,-4.734e-05+0.00081381i,0.00024037+0.0010578i,0.00086751+0.00080999i,-0.00024411+0.00026059i,-0.00098671-6.4283e-05i,-0.00056798-0.00049005i,4.809e-05-0.00014863i,0.0003051+0.00045661i,0.00044884+0.00039355i,0.00046531-3.9768e-05i
0.00033002-0.0014042i,0.00024938-0.0024513i,-0.00014542-0.0038541i,-0.0004165-0.0029764i,-0.00075271-0.0015196i,-3.2363e-05-0.00078061i,0.0014842-0.00041498i,0.0018572+0.00039758i,0.0010304+0.0014146i,0.0008331+0.00084068i,0.0007736+0.00012529i,-4.2175e-06+0.00054551i,-0.00063734+0.00032742i,-0.00040239+0.00063124i,-0.00012898+0.00094343i,-0.00045218+0.00023226i,-0.0008631+0.00039414i,-0.00014955+0.00015852i,0.00075899-1.1398e-05i,0.00087466-5.4363e-05i,0.00042808-0.00037603i,-0.00037523+2.2313e-05i,-0.00028226+0.0004163i
-0.0001402+0.0015138i,4.8113e-05-4.8691e-05i,0.00011649-0.00093552i,-0.0010155-0.0019527i,-0.0016601-0.0014947i,-0.00042098-0.00035738i,0.00040581-0.00024365i,-0.00024702-0.00060681i,-0.00060123-5.2282e-05i,0.0001238+0.00078047i,-6.6992e-05+0.0003986i,-0.0012463-0.00040501i,-0.0017775-0.00097547i,-0.0015326-0.0013817i,-0.00065634-0.00021151i,-0.00050081+0.0010878i,-0.00086641+0.0011565i,-0.00086157+0.00069014i,-0.00018695+3.5425e-05i,0.00025146+0.00016294i,0.00043194+0.00047426i,0.00012143+0.00088876i,-0.00020173+0.00079625i
-0.00096313+0.00099461i,0.00036213-0.00027108i,0.00084038-0.0014305i,0.00025904-0.0015018i,0.00043147-0.0011744i,0.00080875-0.0015034i,0.00041708-0.0013009i,-0.00035766-0.00081258i,-0.00062119-0.00083028i,-0.0015076-0.00049566i,-0.0019946+0.00014724i,-0.00092774-2.282e-05i,-0.00031908-0.00071065i,-0.00028919-0.0010993i,-0.00037639-0.000938i,-0.00097288-0.00090723i,-0.0011447-0.0012105i,-0.00057739-0.0012026i,-9.588e-06-0.00044717i,0.00012419+0.00063683i,7.426e-06+0.0011172i,-0.00024052+0.00029374i,-0.00062111-0.00060745i
-0.0010299+0.00043804i,-0.0016334-4.5428e-05i,-0.0021807-0.00080558i,-0.0016776-0.0013342i,-9.9238e-05-0.00066758i,0.0014654+0.00049983i,0.0017151+0.00017621i,0.0010609-0.0011856i,0.0005291-0.0019974i,0.00066916-0.0019928i,7.595e-05-0.0017811i,-0.00016264-0.0016213i,0.00069861-0.00071693i,0.0011397-0.00025833i,0.00073513-0.00037885i,-0.0002045-0.00049236i,-0.00062029-0.00058843i,-0.00039313-0.00054413i,-0.00087108-0.00075079i,-0.00056965-0.00071431i,7.6553e-05-0.00014364i,6.0993e-05+0.00023139i,0.00025998+0.00038889i
1.9912e-05-0.0013076i,-0.00084402-0.0015705i,-0.0014892-0.0012093i,-0.0023133-0.0010795i,-0.0018766-0.00053027i,-0.00034885+0.00050248i,0.00054779+3.6546e-05i,0.0017157-0.0013017i,0.0022111-0.0020667i,0.0016351-0.0024288i,0.00084596-0.001866i,0.00054858-0.0008191i,0.0010421+0.00041416i,0.00079906+0.00040243i,0.00046456-0.00088345i,0.00057064-0.0012574i,4.0789e-05-0.0005117i,-0.0003887-0.00037622i,6.899e-05-0.00041342i,0.00035706-0.0007529i,5.8694e-05-0.0011643i,1.1545e-06-0.00065291i,-0.00039858-0.00056817i
0.0017164+0.00037264i,0.00034229-0.00055554i,0.00037999-0.00095969i,-0.00046827-0.0020856i,-0.001348-0.0027177i,-0.00049557-0.0017051i,0.00070574-0.00017474i,0.002263+0.00011436i,0.0025854+0.00016752i,0.0015986-0.00019187i,0.0004979-0.00096627i,0.00015696-0.00014635i,0.0010621+0.0012694i,0.0012263+0.00095314i,0.0003577-0.00042474i,-0.00028572-0.00056523i,-0.00026297-0.00018495i,6.1321e-06-0.0003866i,-3.9842e-05-0.00072971i,-1.3223e-05-0.00078984i,0.00047619-0.00067493i,0.00020561-0.0007112i,-0.00033726-0.0011348i
0.0012641-0.0010106i,0.0001267-0.0015044i,-0.00031822-0.0024654i,-0.00077722-0.0029862i,0.00018613-0.0026329i,0.0015271-0.00046747i,0.0014485+0.00027658i,0.00060628-0.00015358i,0.00060374+0.00039213i,0.0014453+0.0011088i,0.0014173+0.0014128i,0.00013884+0.0014417i,-0.00080587+0.001269i,-0.0015054+0.0006441i,-0.00098698-1.8079e-06i,-0.00068232-0.0004757i,-0.0008549-0.00051069i,-0.0007518-0.00026357i,-0.00064422+0.00033649i,-0.00088983+0.00039473i,-0.00061288-0.00089653i,-0.0003432-0.0015208i,4.3544e-05-0.0008507i
-0.0012208+0.00038768i,-0.00083181+0.0010641i,-0.00088636+0.0014866i,-0.00055622+0.00057762i,2.3782e-05+0.00013762i,0.00029302+3.4129e-05i,0.00070858+0.00053785i,0.00081732+7.5364e-05i,-0.00032258-0.00050844i,-0.00083235-0.00027299i,-0.00017253-0.0001772i,-0.00046612-0.00066064i,-0.0012019-0.0010849i,-0.0006385-0.00073722i,8.7221e-05-0.00057037i,-2.9099e-05-0.00047375i,0.00034686-0.00018888i,0.00076243+0.00016203i,0.00069406+0.00034926i,0.00085032+0.00082933i,0.0010328+0.00035503i,-3.3772e-05-0.00059974i,-0.00051131-0.0004946i
-0.00039698-0.0022477i,-2.0195e-05-0.0015788i,-0.0018082-0.001175i,-0.0031483-0.0010467i,-0.0020493+0.00026961i,-0.0003191+0.0011995i,-4.0695e-05+0.0010159i,-0.00050142+0.00013863i,-0.00064594-0.00075678i,-0.0010555-0.000798i,-0.00035704-0.00098801i,0.00056383-0.00072924i,0.00037903-0.00093871i,-0.00011675-0.0020016i,0.00013504-0.0014822i,0.00049281-0.00063577i,0.00035918-0.00054741i,0.00052788-0.000129i,0.00051658-0.00021223i,0.00030447-0.0013491i,0.00081569-0.0010709i,0.0010838+0.00019952i,0.00032881+0.00082545i
-0.00060328-0.00049727i,-0.0011-0.0020585i,-0.0014562-0.0033193i,-0.0013109-0.0031735i,-0.0014145-0.0011464i,-0.0004077+0.0002987i,0.00082593-0.00067632i,0.0015314-0.0019249i,0.001875-0.0022767i,0.0010335-0.0018971i,-0.00036237-0.0010589i,-0.00017236-0.00030504i,0.00056039-0.00039442i,0.00059033+8.1338e-07i,4.7892e-05+0.00060318i,-0.00055832+0.00024204i,-0.00074041+0.00039622i,-0.00020363-3.2909e-05i,4.055e-05+3.4072e-06i,-0.00066933+0.00016906i,-0.0009559+0.00015541i,-0.0010707+6.591e-05i,-0.00062882+1.7606e-05i
0.00085011+0.0010416i,0.0017052+0.00037379i,0.0014451-0.0013691i,0.0011672-0.0021586i,0.00010897-0.0012247i,0.00014807-0.0004064i,0.0006979-0.00050744i,0.001555-0.00042159i,0.0024655-0.00065981i,0.0024331-0.00079367i,0.0017013-7.5996e-05i,0.00026149+0.00086975i,-0.00098092+0.0010769i,-0.0010782+0.00086336i,-0.00093938+0.00061131i,-0.00010259-0.00015456i,0.00035583-0.00039823i,0.0001707+0.00027722i,-0.00061653+0.00022243i,-0.00075948-0.00082675i,-4.9074e-05-0.00082239i,2.3893e-05+0.00059683i,-8.7454e-05+0.00040413i
-7.839e-05-0.0021058i,-0.0017528-0.0012881i,-0.0021818-0.0014185i,-0.0025002-0.00055541i,-0.0025867+0.0014078i,-0.0011655+0.0019951i,0.00070721+0.001319i,0.0018379+0.00093624i,0.0022851+0.0004225i,0.0014335-5.6933e-06i,0.0005079+0.00030306i,0.00021481-6.7024e-05i,0.00067428-0.00045865i,0.0011852+9.7855e-05i,0.00049254-0.00038057i,-4.5496e-05-0.00069009i,-0.0003113-0.00051716i,-0.00020141-0.0010201i,0.00042786-0.00075016i,0.00034308-0.00034261i,0.00036183-0.00016976i,0.00055162+2.542e-05i,0.00026563-0.00044422i
-0.00083821+0.0008466i,-0.0023807+0.00033481i,-0.0032029-0.0014148i,-0.0023927-0.0022419i,-0.0017531-0.0014271i,-0.00065872+4.3045e-05i,0.001175-0.00015828i,0.00077901-0.00076846i,-0.00055461+0.00019764i,-0.00037887+0.0010999i,-0.00049285+0.00094338i,-0.0011742+0.00091862i,-0.0016092+0.0011247i,-0.0013756+6.7804e-05i,-0.00090512-0.00018686i,-0.00073647-4.5004e-06i,-0.00074146-0.00070408i,0.00034636-0.00091063i,0.0014461-0.00037114i,0.0012437-7.1873e-05i,0.00066153-0.00040526i,0.00030814-0.00040336i,-0.00017651-0.00022385i
0.00021478+0.0015295i,0.00042231+0.0003136i,0.00036999-0.00062406i,0.0001844-0.0017302i,7.8427e-05-0.0011562i,0.00042627-0.00042348i,0.00037632-0.00088563i,3.5751e-05-0.00075316i,-0.00051613-0.00047747i,-0.0012162-0.00054275i,-0.0016326-0.00032438i,-0.0021221+0.00058846i,-0.0017149+0.00092577i,-0.00084912+0.00015168i,-0.00072167-0.00065369i,-0.00039857-0.00026409i,-0.00024617+0.00015084i,-0.00019431-0.00032768i,0.00020634-0.00037622i,0.00015883-0.00045069i,0.00038686-0.00035813i,0.00097431-5.1037e-05i,0.0010658-9.0807e-05i
-0.0014563-0.001749i,-0.0014887-0.0014013i,-0.0010799-0.0017845i,-0.0016295-0.0022822i,-0.0018166-0.0014895i,-0.0010309+0.00032637i,6.2061e-05+0.00041655i,0.00063122-0.00069069i,0.00020488-0.0010098i,-0.00059443-0.00159i,-0.0011319-0.0013741i,-0.001338-0.00043692i,-0.00066717+0.00074279i,-0.000628+0.00095085i,-0.00079549-0.00084494i,-0.00027296-0.0015913i,9.1529e-05-0.00078562i,0.00032015-1.3e-05i,-0.00017559-0.00033947i,6.7175e-06-0.00046991i,0.00041926-0.00022638i,5.9196e-05-9.5282e-05i,-6.1289e-05+0.00046692i
1.5284e-05-0.00069014i,-0.0005839-0.00098858i,-0.0017913-0.00061538i,-0.0018393-0.00021959i,-0.00090602+0.00076325i,-8.0345e-05+0.0020239i,0.0012622+0.0011465i,0.001815-0.00026248i,0.0015357-0.0014589i,0.0013048-0.0019291i,0.00082178-0.0016889i,0.00024242-0.0010699i,9.9422e-05-0.00063827i,0.0001487-0.00011411i,0.00057516+7.5032e-05i,0.00058888+0.00011911i,0.00023765+0.0001611i,0.00021524-0.0002162i,0.00038749-0.00061085i,0.00042671-0.00066924i,-0.00022483-0.00056965i,-0.0003299-0.00019496i,0.00022315+7.3167e-05i
0.0010026+0.001525i,0.00054812+0.00086225i,0.0013251-0.00050629i,0.0015496-0.0023168i,0.00095762-0.0024263i,0.00095876-0.00067052i,0.00072346+0.00034637i,0.001061+0.00056764i,0.0011207+0.00074561i,0.00097913-0.00039812i,0.0010989-0.0010778i,0.00055994-0.00096977i,-0.00022807-0.00012674i,-0.0004899+0.0013951i,-0.00037585+0.0012327i,-9.0852e-05+0.00014882i,-0.00011561-0.00018397i,-0.00038858-0.00038308i,0.00029529-0.00094819i,0.00052216-0.0011183i,-7.5389e-05-0.00077105i,-3.5422e-05-0.00067271i,-2.3907e-06-0.00079367i
0.00010834-0.00081639i,0.001229-0.00071946i,0.001277-0.0018793i,0.00028833-0.0027383i,2.7234e-05-0.0015208i,0.0007411-0.00029511i,0.0018346-0.00069921i,0.0017169-0.00098472i,0.0016306-0.00032438i,0.0019336+0.00022448i,0.001806+0.00071807i,0.0012483+0.00083999i,0.00056517+0.0010567i,-0.00015093+0.0016012i,-0.00042835+0.00092945i,-0.00015774+7.9803e-05i,-6.3653e-05-6.9064e-05i,0.00072483-0.00012064i,0.0011642-0.00013753i,0.0011674-0.00066659i,0.00085041-0.00059092i,0.00069082+0.00061177i,0.00053724+0.0012702i
-0.001051-0.0010388i,-0.0011311+0.0003238i,-0.0022113+0.00047432i,-0.0024827-0.00024022i,-0.0011687+0.00022055i,0.0009237+0.0007726i,0.0018132+0.00044957i,0.0016596+0.00017809i,0.0014025+0.00027288i,0.00065787-1.3416e-05i,0.00051323+0.00017432i,0.0010249+0.0012198i,0.0012336+0.0017586i,0.00079469+0.0010952i,0.00046495+0.00035951i,4.1463e-05-0.00014813i,-0.00068249-0.00034226i,-0.00026235-0.00027014i,0.00043673+0.00015868i,0.00014498+0.00067324i,4.5257e-05+0.00029446i,0.00037131-0.00037257i,-2.0852e-06-0.00027303i
0.0015541-0.00071326i,0.00060854-0.0014049i,0.0002515-0.0012598i,-0.0013634-0.0011203i,-0.0016458-0.00066595i,-0.0011604+0.00097477i,-0.00075953+0.0012561i,0.00062516+0.00093588i,0.00075494+0.00021663i,-0.00028823-0.00074882i,-0.0015488-0.00039763i,-0.0021873+0.0001656i,-0.0017297+0.00015945i,-0.0010223-0.00017726i,7.7951e-05-0.00030566i,0.00058077-0.00046408i,9.3835e-05+0.0003288i,-0.00016352+0.0009949i,-0.0004147+0.00054127i,0.0001767-8.0799e-05i,0.00095597-0.0001933i,0.00026862+0.00052649i,-0.00067467+0.00043367i
6.4828e-05-0.00054028i,-0.00060911-0.00098918i,-0.0012806-0.0021514i,-0.0017741-0.0023185i,-0.0018205-0.00088085i,-0.00038277+0.00043926i,0.00090107+0.00025661i,0.0012329-0.00058589i,0.00042625-0.0012524i,-0.00035962-0.0014895i,-0.00077932-0.0010702i,-0.0011297-0.00091235i,-0.00069682-0.00074119i,-0.00031852-0.00043654i,-0.00069947-0.00046495i,-0.0010202-0.00067395i,-0.00059974-0.00066278i,0.00030684+0.00027741i,0.00020539+0.0008506i,8.1947e-05+0.00063556i,0.00054853+5.9245e-05i,0.00011334-0.00045914i,-0.00014232-0.00060377i
-0.0010748-0.00028537i,-0.0013682-0.00020015i,-0.0021234-0.0003963i,-0.0020268-0.00051828i,-0.0014917+0.00031078i,-0.00044533+0.00082987i,0.0011009-0.0001394i,0.0019161-0.0013222i,0.0021094-0.0019162i,0.0015201-0.0022854i,0.00052798-0.0021577i,9.2731e-05-0.0015711i,0.00016542-0.001193i,-0.00014978-8.3487e-05i,-0.00059884+0.0005395i,-0.00021306-0.00011005i,-4.4126e-05-0.00066943i,-0.00071632-0.00049973i,-0.0005761+0.00059252i,-0.00022515+0.0012941i,-0.00032253+0.00065099i,-7.5956e-06+0.00019604i,0.00021573+0.00034175i
1.7235e-06-0.00092182i,-0.00072905-0.0016409i,-0.0010235-0.002489i,-0.00080516-0.0025731i,-0.00055468-0.0015811i,0.00026739-1.3535e-05i,0.0014077-0.0001133i,0.0020654-0.00101i,0.0015983-0.0012084i,0.00097574-0.0013576i,0.00085374-0.0013664i,-3.9381e-05-0.00015742i,-0.00059316+0.00067645i,0.0004123+0.00090879i,0.00053619+0.00076492i,-0.00012304+0.00013136i,-0.00032246+0.00034339i,5.1914e-05+0.00079261i,0.0004384-1.7789e-05i,0.00095276-0.00081945i,0.00085811-0.0002292i,0.00056157+0.00036825i,-9.184e-05+0.00051032i
0.0011276+4.8336e-05i,0.00085917-0.0013225i,-6.3534e-05-0.0032697i,-0.0010211-0.0035535i,-0.0019593-0.0023957i,-0.00093259-0.0005151i,0.0015128+0.00025156i,0.0020076-0.00018871i,0.0010834-0.0005902i,0.00025692-0.00035178i,0.00038704-0.00026149i,0.00013275-0.00035503i,-0.00063626-9.578e-05i,0.00020853-2.028e-05i,0.00094178+0.0001573i,0.00017163+0.00028858i,-0.00013184+0.00018847i,-0.0002145+0.00082059i,-0.0006718+0.0017736i,-0.00019039+0.0014778i,0.00086293+0.00096679i,0.00087797+0.00073223i,0.00017889+0.00029289i
0.00043758+0.0030728i,0.00027198+0.0028925i,-5.0719e-05+0.0020579i,-0.00019795+0.00025474i,-0.0002082-0.00093291i,0.00017884-0.0010817i,0.00065711-0.0008248i,0.00069393+0.00033518i,0.00050588+0.0013474i,0.00026348+0.00058754i,0.00020244+0.00043197i,0.00051994+0.00086973i,-0.00022123+0.00031723i,-0.0009316-0.00021522i,-0.00064927-0.00041215i,-1.278e-05-0.00067746i,9.8592e-06-0.00021344i,-0.00013399+4.6692e-05i,0.00066657+8.7763e-05i,0.0012281-7.223e-05i,0.0011912-0.00054321i,0.0014653-0.0002418i,0.0010085+0.00021614i
0.00050386+0.0010256i,0.001114-0.00022205i,0.00022019-0.0011872i,0.00028595-0.0019626i,0.00044779-0.0015899i,-8.7056e-05-0.00082199i,0.0004621-0.00072331i,0.0011345-0.00069518i,0.0011615-0.001337i,0.00033956-0.0013867i,-0.0012217-0.0011586i,-0.0013764-0.0010258i,-0.0013076-9.5793e-05i,-0.0017685-0.00020098i,-0.0018582+0.00052252i,-0.00087247+0.0014905i,0.00022846+0.00085746i,0.0007631+0.00010661i,0.00039517-0.00043742i,0.00038342+1.9757e-06i,0.001016+0.00047577i,0.00094383+0.0007551i,-0.00043798+0.00044535i
-0.00056354-0.00039557i,-0.001078-0.00063002i,-0.0016255-0.0004531i,-0.00092838-0.00053442i,0.00036379+0.0004236i,0.0010826+0.00087246i,0.0010583+0.0008394i,0.0012577+0.00064991i,0.00081075-0.00083179i,-0.0005594-0.001786i,-0.0007952-0.0014406i,-0.00093629-0.00087007i,-0.00068375-0.0011555i,-2.7795e-05-0.0010774i,-0.00022411-0.00036551i,-0.00052342-0.00011759i,-0.00044884-0.00049256i,-2.2886e-05-0.0001077i,0.00055358+0.0005949i,0.00088447+0.00032836i,0.00012714-9.5434e-05i,-0.00016509-0.00047551i,0.00069021-0.00078317i
3.2554e-05-0.001945i,-0.00063186-0.0019264i,-0.00063976-0.0025918i,-0.0014013-0.0020152i,-0.0021752-0.00067875i,-0.00096684-0.00029769i,0.00052594+0.000113i,0.00039373-0.0005726i,0.00032356-0.0012376i,0.00075594-0.0013066i,0.0010712-0.0018771i,0.0011304-0.00085561i,0.0011469+0.00026133i,0.00054863-0.00045768i,-6.1358e-05-0.00021885i,-0.00033207+0.00095905i,-0.00081042+0.0007234i,-0.00054453+0.00053863i,-5.5598e-05+0.00027285i,0.00041868+0.00039772i,0.00060634+0.00098158i,0.00023817+0.00057488i,0.00017369-0.00012911i
-0.00021837+0.00026453i,0.00048072-0.00056631i,0.0002861-0.0011865i,-0.001029-0.00075605i,-0.0008086+0.00066809i,-8.817e-05+0.00098841i,0.0001624+0.00029356i,4.3526e-05-0.00010987i,0.00096359-0.00064448i,0.0011024-0.00092662i,0.00085467-0.00018627i,0.00095609+0.00023477i,0.001055+0.00047773i,0.00099071+0.00071041i,0.0006324+0.00053134i,0.00089843+0.00023856i,0.0013003+0.00045253i,0.00099007+0.00017931i,0.00067915-0.0004001i,0.00050258-0.00014126i,-0.00045453-0.00020987i,-0.00031341-0.0005612i,0.00029702-0.00026163i
-0.0024018+0.00047646i,-0.0017499+0.0010987i,-0.0017332+0.0017794i,-0.0021049+0.0013388i,-0.0013934+0.0016237i,0.00021701+0.0010226i,0.00077794-0.00018788i,0.00078836+5.6977e-05i,0.00093633+0.00036347i,3.0445e-05+0.00076172i,-0.00050016+0.00094898i,-0.00025503+0.00074126i,0.00010395-0.00010397i,0.00036457-0.0002294i,0.00026204-0.00011021i,-0.00027152+0.00013619i,-0.00037327+0.00024302i,-0.00017085-0.00010914i,0.00039891-0.00037864i,0.00087662-0.00017187i,0.00050477-0.00022644i,-0.00033834+0.00015868i,-0.00040624+0.00020826i
-0.0003463-0.0011268i,-0.0016702-0.0020304i,-0.0022967-0.0022782i,-0.0017369-0.00096577i,-0.00081664-0.00028407i,0.00027787+0.0003745i,0.00040429+0.00050221i,-0.00024685-7.2871e-05i,-0.0010463-0.00039291i,-0.0010823-0.00086126i,-0.00060349-0.00025062i,-0.00048538+0.0011881i,-0.0009902+0.0017049i,-0.0013576+0.00062591i,-0.0010533-0.00023317i,-0.00080261+0.00036504i,-0.0010172+0.00085131i,-0.0004821+0.00083944i,0.00014922+0.0010145i,0.00024699+0.0011575i,0.00027973+0.00082949i,0.00065059+0.00076096i,0.00042066+0.00066484i
-0.00062551+0.00030481i,-0.00039746-0.00034928i,-0.00071928-0.00065585i,-0.0013075-0.0011065i,-0.00075263-0.00027552i,0.00082435+0.0004893i,0.0013564+0.00043061i,0.00069132+0.00046018i,0.00013743+0.00060607i,-0.00012446+0.00033177i,0.0003318-9.6323e-05i,0.0011637-0.00022594i,0.00031535-0.00044999i,-0.00099828+0.00011661i,-0.00087974+8.002e-05i,-0.00058663-0.00068667i,-0.00038526-0.00082211i,0.00053227-0.00034812i,0.0015035+0.00014325i,0.0015302+3.2552e-05i,0.00010592+0.00018619i,-0.00069015+0.00017367i,-0.00047275+0.00027674i
-0.00017356-0.00051627i,-7.8208e-05-0.00070041i,0.00040521-0.0011528i,0.00013954-0.0010881i,-0.00016104-0.000146i,0.00080795+0.0004936i,0.0014228-0.00019577i,0.00061584-0.0013625i,5.7455e-05-0.0014562i,0.00039096-0.001118i,-0.00028771-0.00090327i,-0.0011447-0.00066019i,-0.00075848-0.00050943i,-0.00037483-0.00035892i,-0.00015203-0.00056111i,-0.0003839-0.00052057i,-0.0011026-0.00081788i,-0.00055971-0.0006516i,-1.0295e-05-0.00019036i,0.0002929-0.00032641i,0.00023638+0.00017876i,-0.00036205+0.00053079i,-0.00044095-0.00026845i
0.0014405-0.0014994i,-0.00091858-0.0011906i,-0.0025286-0.0013959i,-0.001714-0.0011621i,-0.0008517-0.00049566i,0.00019446-0.00015116i,0.00058396+3.5753e-05i,0.00047207+0.00023382i,0.00040853-0.00020877i,-0.0002425-0.0013073i,-0.0003587-0.0012369i,0.00014951-0.00022236i,0.0001941+0.0004404i,-0.00043344+6.7381e-06i,-0.00020752-0.00049925i,0.00024458-0.00061028i,0.00036808-0.00054213i,0.00018831-0.00028657i,0.00012535+8.194e-05i,-0.00029235+0.00030106i,-0.00039917+2.085e-05i,0.00035862-0.00013153i,0.00027541-0.0004273i
0.0018742+0.0001865i,0.001064+0.00024781i,0.00096538-0.00092096i,-0.00039198-0.0022531i,-0.0016383-0.0020637i,-0.0010861-0.00084976i,-0.00038386-7.0402e-05i,0.00013884-0.00013237i,0.0014054-0.0012378i,0.0017662-0.0011087i,0.00051436-0.0003708i,-0.00019941-5.2038e-05i,-0.0008151+0.00054868i,-0.0001308+0.00041062i,0.00028959+0.00030413i,-0.00031266+8.8117e-05i,-0.00033033+0.00026309i,0.00056539+0.00030581i,0.0012924-0.00051345i,0.00098778-0.00093152i,0.0007084-0.00057928i,0.00035536-0.00017796i,3.608e-05+0.00013283i
-0.0011633-0.0002167i,-0.00099824-0.00050205i,-0.00055256-0.0013872i,-0.0010013-0.0013901i,-0.0021504-0.00056201i,-0.0017548+0.00023505i,0.00029187+0.00075439i,0.0013103+0.0004434i,0.00056681+0.00072419i,-0.00025828+0.0010448i,-3.2793e-05+0.00047919i,3.9609e-05+0.00019677i,-0.00010694+0.00023354i,-0.00058252+2.852e-05i,-0.0011093-0.00035594i,-0.00073637-8.7967e-05i,0.00015853-7.0763e-05i,-6.107e-06-0.0005586i,-4.659e-05-0.00082712i,0.00067997-0.00010861i,0.00087498+0.00075723i,0.00028378+0.0013909i,1.2913e-05+0.0012613i
0.0012647+0.00033488i,0.0011701-0.00056962i,-0.00016226-0.0013887i,-0.00073219-0.0016748i,-0.00083899-0.0012632i,-0.00026978-0.00034043i,0.00066991+0.0003903i,0.00076386+0.00023699i,0.00061306+7.1148e-05i,-5.295e-05-0.00016519i,-0.00094686-0.00054231i,-0.00097948-0.00055754i,-0.0011873-3.5821e-05i,-0.0016936+0.00093411i,-0.0014024+0.0010114i,-0.00071123+0.00054608i,-0.0003682+0.00074139i,-0.00047206+0.00021393i,-0.00028379-0.00052426i,0.00028564-0.0002663i,0.00068656+0.0003061i,0.00062633+0.00047833i,4.2511e-07-8.5515e-05i
-0.00090598+0.002874i,-0.0011082+0.0029849i,-0.00076641+0.0024006i,0.00034737+0.0012199i,0.0012839-4.7512e-05i,0.0016412-5.1498e-05i,0.0017869+0.00019324i,0.0013828-5.6996e-05i,0.0007764-2.6798e-05i,-0.00019901-2.7826e-05i,-0.00075544-0.00064126i,-0.00090836-0.0010535i,-0.00065599-0.0010494i,-0.00069834-0.0006424i,-0.00088754+0.00012819i,-0.00078343-0.00038119i,-0.00041255-0.00025194i,0.00070771+0.00030825i,0.0011228+0.00042239i,0.0010689+0.00028907i,0.00082022+0.00019938i,0.00018991-0.00055915i,-0.00057832-0.00072775i
-0.00052253-0.0023853i,-0.0013365-0.0016787i,-0.0018467-0.0011481i,-0.0021716+3.3046e-05i,-0.002344+0.0014519i,-0.00079911+0.0010926i,0.0013907-0.0001822i,0.0011046-0.00042315i,-0.00045946-0.00073161i,-0.00062976-0.00091542i,1.5614e-05-0.0008132i,0.00016347-0.00085136i,0.00097374-0.0005966i,0.0011568+4.3625e-05i,0.00028005+0.0003431i,-4.251e-05+0.00014036i,3.027e-06+0.00036424i,0.00011109+0.0010445i,-0.00050504+0.00091298i,-0.00032411+0.0010167i,0.00035717+0.00088867i,8.3275e-05+0.00057967i,5.0804e-05+0.00034712i
0.00097172+0.0012538i,0.0019601+0.00034375i,0.0025759-0.00088498i,0.0013773-0.0020063i,-0.0003303-0.002367i,7.1894e-05-0.0017655i,0.001066-0.0001756i,0.0009871+0.00047011i,0.0011418+2.1758e-05i,0.0010067+9.4964e-05i,0.00053737-8.7799e-05i,0.00033813-0.00058211i,0.00044841-0.00010374i,0.00052186-1.3739e-05i,0.00040992-0.00015554i,-0.00053233-0.00023849i,-0.00051182-0.00092169i,-8.715e-05-0.00074743i,-0.00044904-0.0001774i,-0.00049881-0.00065509i,-0.00064006+0.00010805i,-0.00076867+0.00068402i,-0.00097677+0.0001192i
-0.0022127+0.0012005i,-0.00068372+0.00019599i,-0.00021163-0.001081i,0.00087964-0.0012669i,0.0010253-0.00052383i,0.00083376-0.00055934i,0.0014844-0.00035967i,0.00099897+4.9295e-05i,0.00018281-0.00060088i,0.0008508-0.00054546i,0.00089618+0.00054293i,-0.00032235+0.00050911i,-0.00062791-6.6828e-06i,-0.00010963-0.00033853i,0.00024732-0.00029602i,0.000611-0.00041386i,0.00082872-0.00027317i,0.00049111+0.00041543i,0.00021597+0.00018026i,0.00029346-0.0001035i,0.00046547+0.00034675i,0.00012044+0.0010296i,-0.00019059+0.00059028i
