0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
-7.8085e-05+0.0014827i,-0.00060848+0.00046182i,-0.0011086+0.00029639i,-0.0012875-0.00014948i,-0.00096253-0.00039711i,-0.0010929-0.00066427i,-0.0014747-0.00013482i,-0.0013854+0.00043599i,-0.0004913+0.00020985i,0.00066294+4.853e-05i,0.00034813+0.00022447i,0.00050261+0.00072263i,0.00077123+0.001467i,0.00061347+0.0012977i,0.00047864+0.00039416i,-0.00014419+0.0002269i,0.0001738+0.00017521i,0.0010593+6.4997e-06i,0.00084951+0.00051028i,0.00025484+0.0011412i,0.0001371+0.0010561i,0.00015588+0.00077424i,0.00029086+0.00068963i
-0.00092048+9.8391e-05i,-0.00036583-0.00021188i,0.00067839+0.00058982i,0.0013917+0.000703i,0.0010697+2.6206e-05i,0.00051582+3.0746e-05i,0.0007638+0.00049172i,0.00040411+0.00027795i,0.00097856+0.00026762i,0.0017399+0.00069532i,0.000814+0.00066764i,8.9917e-05+0.00040001i,0.00024486+6.9761e-05i,0.00040073-3.3399e-05i,0.00037551-0.00010949i,0.00088135-0.00017156i,0.0011723+0.00024086i,0.00091465+0.00071902i,0.00027269+0.00093058i,-0.00016383+0.00045147i,-8.9899e-05-0.00013191i,-0.00043516-0.00018966i,0.00023791+0.00019146i
-5.1553e-05+0.00017522i,-0.00023986-8.4907e-05i,0.00077614-0.001088i,0.0014186-0.0022624i,0.00018964-0.0027537i,-0.0015736-0.0022671i,-0.001446-0.0005961i,2.103e-05+0.00018555i,0.00077987-0.00022084i,9.1181e-05-0.00041617i,-0.00026858-3.0521e-05i,-0.00018663+0.0003405i,-0.00051565+5.0624e-05i,-0.00022579-0.00016923i,-4.6239e-05-0.00028061i,-0.00073636+0.00031269i,-0.0010966+0.00064632i,-0.00088718-0.00026249i,3.2939e-05-0.00035195i,0.00056492+0.00046244i,-9.7092e-05+0.00068844i,-0.00035917+0.00037041i,-0.00056987-1.0692e-05i
0.00065949+0.00064093i,0.00021642+0.00086707i,0.00051574-0.00037132i,-0.00043267-0.0011096i,-0.0014504-0.00078451i,-0.0013506-0.00021374i,-0.00067457-0.00041317i,0.00030335-0.00048321i,0.0006437+4.9252e-05i,0.00027725-4.6886e-05i,0.00016225-0.00039047i,0.00035-0.00071238i,0.00049823+0.00018554i,0.00070858+0.00082128i,0.00080001+0.00016993i,0.0008202-0.00010394i,-8.4386e-05-9.6777e-06i,-0.00086742+6.1022e-05i,-0.00023849+7.8991e-05i,-0.00025537-7.9181e-05i,8.6326e-05+0.00041662i,0.00083438+0.00081097i,0.00043749+0.00045758i
-0.00082503-0.0011114i,0.00027008-0.00039027i,-0.0016171+0.00097805i,-0.0031361+0.0016774i,-0.0030585+0.0013034i,-0.001714+0.00046356i,-0.00097151-0.00024558i,-0.001008+0.00010385i,-0.00070179+0.00029528i,-0.00045809+0.00039097i,-0.00017525+0.00062526i,-0.00080289+0.00057095i,-0.00098215+0.00043788i,-0.00032931-0.00027049i,-1.2896e-05-0.00055447i,-6.632e-05+0.00049752i,5.3687e-05+0.00065882i,-0.00024003+7.5165e-05i,-0.00046987+0.00058193i,-0.00063724+0.00026004i,-0.00090294-0.00049704i,2.2183e-05-0.0002305i,0.00058258+6.1359e-05i
-0.00011002-0.00053487i,0.00073405-0.0008596i,0.00046949-0.0016157i,0.00076754-0.0019098i,0.001539-0.0009572i,0.0015009+8.9516e-05i,0.00079226+0.00012193i,0.00041564-0.00073792i,0.00023744-0.00071732i,-0.00021435+9.9229e-05i,-0.000142+0.00057685i,0.00070862+0.00029298i,0.00042823+0.00010348i,-0.0009356-0.00013626i,-0.00090595-0.0011235i,-0.00065576-0.0014422i,-0.000516-0.00060698i,-0.00032295-1.7915e-05i,0.0002176-0.00044738i,0.00073676-0.00056212i,0.00061633-0.00034691i,0.00019857-0.00038983i,-0.00031347+2.3523e-05i
-9.8332e-05+0.00015939i,-0.00019528+0.00048245i,6.4712e-05-0.0001854i,9.5452e-06-0.0017624i,-0.0010857-0.0023459i,-0.0016033-0.0019307i,-0.0012992-0.00076011i,-0.00086297-0.00012668i,-0.00030901-0.00042128i,0.00014107-0.00013055i,-6.2872e-05+0.00039228i,-0.000354+0.00087472i,-0.00032724+0.00073819i,-0.00028645-9.533e-05i,-0.00042937-0.00022623i,-0.00029976+0.00061805i,-0.00042628+0.0011292i,-0.00022689+7.3886e-05i,-7.2384e-05-0.00087176i,-0.00028426-0.0007858i,-0.00038872-0.000307i,-0.00059241-0.00057931i,-0.00043318-0.00050199i
-0.0021318+0.00027132i,-0.001644-0.00076021i,-0.00070548-8.0641e-05i,-0.00054897+0.0016648i,-0.00065943+0.0021723i,0.00025356+0.0012143i,0.0007742+0.00012537i,0.00034913+9.6119e-05i,-9.6944e-05+0.00032584i,-0.00080265-0.00016424i,-0.0011349-2.6509e-05i,-0.00067098+0.00031734i,-0.0002327+0.00041505i,-5.4207e-05+0.00096092i,0.00034331+0.00052288i,8.4544e-05-0.00016206i,-0.00010026-2.3812e-05i,-0.00039888-5.4506e-05i,-0.00083458-0.00044883i,-0.00081927+5.4499e-05i,-0.00014768+0.00032772i,0.001053+0.00016776i,0.0011889+0.00031801i
2.471e-05-0.00030167i,0.00039633-0.0011225i,0.00055311-0.00134i,0.00063241-0.0014682i,0.00086485-0.0014614i,-0.00059869-0.0021395i,-0.0013838-0.0020059i,-0.00069516-0.0010569i,-0.0004301-0.00060391i,-0.00046645+0.00027095i,-0.0001507+0.0010223i,-0.00024519+0.0014455i,-0.00027092+0.00073626i,0.00079612+0.00024696i,0.00087949+0.00045191i,0.0003198-0.00011623i,0.00027373-0.00032688i,-0.00012612-0.00016274i,-0.00045922-0.00024629i,0.00010908-0.00032162i,0.00013803-0.00019978i,-0.00031648-0.00083019i,0.00010781-0.00096688i
0.0010234-8.1238e-05i,0.00047446-4.5552e-05i,0.00045782-0.00091977i,-0.00080643-0.001577i,-0.0019964-0.00053251i,-0.0018842+0.0012878i,-0.00068984+0.0015442i,0.00019258+0.0011761i,0.00057282+0.0005576i,0.0002291-0.00015539i,0.00033131+0.00028983i,0.00032342-3.9988e-05i,0.00043712-0.00015484i,0.00068603-3.6078e-05i,0.00041563-0.00052126i,0.00072764-0.00065917i,0.00053069-0.0003083i,0.00018859+0.00016604i,9.9145e-07+4.5928e-05i,0.00014294+0.00020826i,5.0995e-05-0.00027076i,-0.00048737-0.00088038i,-0.00067035-0.00090004i
0.00029258+0.00086428i,-0.00063963+0.0012919i,-0.00065749+0.0024767i,-0.00059309+0.0028999i,-0.0010023+0.0014297i,-0.00094192-8.2672e-05i,-0.00020032-8.4834e-05i,0.00036811-1.5065e-05i,0.00055927+0.00041454i,-0.00016172+0.00063804i,-0.00059255-0.00014926i,0.00041076-0.00085555i,0.00099309-0.00058567i,0.00084898-7.5981e-05i,0.00054427+0.00032371i,0.00017941-7.1714e-05i,0.00011305-0.00064422i,4.586e-05-4.0489e-05i,-0.00073685+8.3657e-05i,-0.000499-0.00074027i,1.08e-05-0.00081831i,0.00013322+9.9968e-06i,0.00085728+0.00039827i
-0.00031601+9.9842e-05i,0.00089481-0.00062809i,0.00167-0.0013259i,0.0020625-0.00067967i,0.0019836+0.00064627i,0.0015062+0.00071944i,0.00063158-0.00031815i,0.0005199-0.0013267i,0.000791-0.00098037i,0.00052879+0.00043744i,-9.7442e-05+0.00080753i,-0.00013219-0.00022486i,-0.00067505-0.00068974i,-0.0012392-0.00039582i,-0.00064181+8.0538e-05i,-0.00040194+9.2938e-05i,-0.00021146-0.00028598i,-0.00033837-0.00087546i,-0.00046619-0.000936i,0.00011524-0.00073494i,0.00053439-0.00044291i,0.00074725+0.0004211i,0.00066636+0.00042022i
0.00075145-0.0018448i,4.3214e-05-0.00089532i,-0.0015353-0.0012092i,-0.002578-0.0014008i,-0.0019693-0.0015381i,-0.0011178-0.00093332i,7.7186e-05-0.00028241i,0.00086809-0.00018184i,0.00018708+0.00021048i,-0.00054585+0.00069459i,-0.00041788+0.00099475i,-0.00049352+0.00074467i,-0.00077162-0.00019724i,-0.00035917-0.0010039i,4.779e-05-0.0014618i,8.2231e-05-0.0011938i,0.00043148-0.00055937i,0.00072959+0.00027646i,0.00029027+0.0014323i,0.00034651+0.0012896i,0.0003286+0.00032435i,0.00047225-0.00068723i,0.00055051-0.00013608i
-0.00073598-0.00016463i,-0.00083444-3.7455e-05i,-0.001359+0.00059964i,-0.002561+0.0004251i,-0.002711+0.00042185i,-0.00086596+0.00064833i,0.00023393+0.00024285i,-0.00022311-0.00051891i,-0.0006814-0.00040864i,-0.00064062+5.5175e-05i,-0.00042652-0.00014102i,8.074e-06-0.00036249i,0.00040765-7.4994e-05i,9.764e-05-0.00013102i,4.6118e-05-9.6545e-05i,0.00058102-0.0011755i,0.00095858-0.0019132i,0.00023831-0.00051351i,-0.00068947+0.00042399i,-0.00049476+0.00032412i,0.00066235+0.00038863i,0.0011026+0.00074291i,0.00056464+0.0006572i
-4.8571e-05+0.00049944i,0.00039216+0.00070441i,0.0016205-0.00028586i,0.001795-0.00014385i,0.0011666-2.5841e-05i,0.00028122-0.00080792i,-0.00046106-0.0013509i,0.00014234-0.0013275i,0.00090912-0.00095525i,0.0013004-4.787e-05i,0.00059713+0.00075637i,0.00049046+0.00069969i,0.00022804+0.0010638i,-0.00030048+0.00032977i,-0.00037565-0.0007813i,3.8739e-05-0.00038105i,0.00019055-0.00028495i,-0.00028975-0.00073914i,-0.00017121+9.6991e-05i,-0.00025151+0.00068941i,-0.00027161+0.00054044i,-0.00013574+0.00036164i,5.0095e-05-0.00011171i
-0.0010342-0.00018707i,-0.00042095-0.0003541i,-0.00045099-0.00067872i,-0.00092024-0.00092957i,9.332e-05-0.0002934i,0.00011207-0.00045994i,0.0001689-0.00090738i,0.00033576-0.00055188i,-8.9964e-05-0.00019802i,-5.0965e-06+0.00046696i,-9.5719e-05+0.000492i,-8.8467e-05-0.00019949i,0.00018147-0.00045243i,1.9372e-05-0.00059574i,7.4397e-05-0.00051762i,1.9532e-05+9.5801e-05i,-0.00041981+0.00015054i,-0.00042846-0.00055887i,0.00021547-6.5982e-05i,0.00089195+0.00020251i,0.0011036-0.00023229i,0.001395+0.00035775i,0.0017854+0.00034292i
-0.00027813-0.00049458i,-0.0014775+0.00042699i,-0.0022942+0.00087504i,-0.00087548+0.0016696i,8.3233e-05+0.0013939i,-0.00054346+0.00044987i,-0.0011302-3.3364e-05i,-0.00084084-4.3587e-05i,-0.00053445+0.00087534i,2.8915e-05+0.0013932i,5.0371e-05+0.00061558i,0.0001064+0.00051189i,-6.833e-05+0.00044671i,-0.00022779-0.00018202i,3.9891e-05-0.00035021i,0.00023142-0.00056108i,-7.0221e-05-0.00020355i,0.0004939+0.00018561i,0.00073239-0.00033791i,-6.466e-05-0.00093305i,-6.2088e-05-0.0011758i,-7.7074e-06-0.00089052i,-0.00047699-5.7728e-05i
-0.0013537+3.0873e-05i,-0.0012659-0.00062547i,-0.00081691-0.0018701i,-0.0010039-0.0024135i,-0.0013463-0.0010715i,-0.0011127-0.00027325i,-0.0011036-8.3977e-05i,-0.00074503+0.000388i,-0.00075002+0.00091186i,-0.00031006+0.0009226i,0.00082251+0.00052036i,0.00076774+0.00035338i,0.00074068-0.00013515i,0.00039688-0.00070613i,-0.00019668-0.00056224i,-9.5643e-05-0.00031038i,0.0003026-0.00053857i,0.00026773-0.00040711i,-0.00043969-3.325e-05i,-0.00019733+0.00010038i,0.00017273+0.00040333i,-0.00048026+0.00068873i,-0.00066232+0.00029544i
-0.00062118+0.0012686i,0.0010692+0.0011807i,0.0019793+0.0030943i,0.0025586+0.003559i,0.0025074+0.002616i,0.0014245+0.0020403i,0.00014746+0.00097732i,-0.0001286+0.00015016i,6.8901e-05+0.00034963i,0.00014793+0.0010568i,1.6856e-05+0.00044323i,0.00072133-0.00085107i,0.00072205-0.00092241i,1.4195e-05+4.1191e-05i,-0.00028626+0.00042578i,-0.00029974+0.00022283i,0.00047686+0.00057354i,0.0010295+0.00045666i,0.00032088+3.2138e-05i,-5.4303e-05+0.00018307i,0.00079659+0.00020014i,0.0010805+0.0001759i,0.0012064+0.00018833i
0.00050989-0.00021475i,0.00032569-0.00024074i,-0.001193-0.001475i,-0.0029686-0.0019789i,-0.0035724-0.0013899i,-0.0025164-0.00072098i,-0.00076843+7.457e-05i,-5.4684e-05+0.00017596i,0.00072368-1.7541e-05i,0.00050566+0.00070626i,-4.2941e-05+0.0011469i,1.9939e-05+0.00089853i,0.00043986+0.00040696i,0.00063956+0.00011508i,0.0002446+9.1629e-05i,-5.6883e-05-0.0002282i,0.00037256-0.00048489i,-0.00022984-0.00033646i,-0.00074855-0.00039289i,8.3968e-05-0.00028939i,0.00042131-0.00055662i,-0.00023618-0.00041275i,-0.00021909+0.00029367i
0.00084451-0.00052205i,0.0011084-0.0011859i,0.00088693-0.0016584i,-0.00016146-0.00034987i,-0.0010526+0.0010224i,-0.0007306+0.0010586i,-1.8716e-05+0.00046191i,0.00038116-0.00027271i,-0.00053696-0.00084084i,-0.0012645-0.00052936i,-0.00011283+0.00035259i,0.00096656+0.00068044i,0.00098661+0.00034436i,0.00064807+3.5421e-05i,0.00086571-4.4298e-05i,0.00043168-0.00024533i,-0.00023941-0.00047364i,0.00019768-2.1458e-05i,0.0012629+0.00065616i,0.00095883+0.0007806i,-2.2723e-05+0.00044979i,-4.4949e-06+0.00060737i,0.00052555+0.00014616i
0.00056293-0.00067046i,-0.00013483+8.1234e-05i,-5.183e-05-0.0006422i,-0.0021425-0.0013471i,-0.0047478-0.00059888i,-0.0040618+0.0001346i,-0.0021959-3.7926e-05i,-0.00078093+0.00019341i,9.9903e-05-0.00010921i,0.00071032-0.00046012i,0.0013089-0.00016207i,0.00061201+7.7725e-06i,-9.3638e-05+0.00048981i,0.00032422+0.00071142i,0.00061475+0.00073015i,-8.3952e-05+0.00040755i,-0.00050295+4.4192e-05i,-0.00019486+6.2771e-05i,-0.00011377-0.0002471i,-8.01e-05-0.00037078i,-4.2898e-06-1.332e-05i,-6.224e-05+0.00014483i,0.00016862+0.00070342i
-0.00029197-0.0013507i,0.00055075-0.00061741i,4.3331e-05-0.00011709i,0.00017108+0.00042397i,-0.00042908+0.00061124i,-0.00096401+0.00053708i,-0.00011998+0.00022966i,0.00062216-1.8944e-05i,0.0004255+0.00044522i,7.4849e-05+0.00023628i,-0.00037149-0.0010852i,-0.00041829-0.0013131i,-2.3287e-05-0.0006816i,-9.9774e-05-0.0013733i,-0.0005266-0.00076883i,-0.00067695+0.00033076i,-0.00036693+0.00039547i,0.00047864-0.00025494i,0.00048722-7.2848e-05i,-0.00031944+0.00018571i,-0.00016512+0.0001883i,-8.2277e-05+0.0010118i,-0.00043065+0.0012249i
0.00059237+4.4734e-05i,0.00014303-0.00037003i,0.00022861-0.00096248i,1.133e-05-0.0021581i,-8.8666e-05-0.002249i,8.1026e-05-0.0020665i,0.00026866-0.0018426i,0.00085981-0.00063194i,0.00048011-2.325e-05i,0.00040502-0.00011276i,-0.00016648-0.00062463i,-0.00087732-0.0012722i,-0.00029763-0.00065388i,6.6288e-05-0.00052415i,-0.00030904-0.00047411i,-0.00058824+0.00015261i,-0.00043159+5.2769e-05i,-7.9698e-05-9.5053e-05i,0.00021087+0.00024904i,-0.00054446+0.00040394i,-0.00033205+0.00034228i,0.00075318-2.3545e-05i,0.0011634-0.00032137i
0.0013792-0.0015778i,0.00056888-0.00095801i,-0.0010143-0.0016413i,-0.0024176-0.0019522i,-0.0030204-0.0020774i,-0.0016908-0.00037979i,0.00043185+0.0012639i,0.00086665+0.00081661i,0.00029592-0.00090117i,-5.3006e-05-0.00093264i,-0.00056433+0.00031813i,-0.00019748+0.00034697i,0.00048655-0.00031724i,-0.00011496-0.00072994i,-0.00031818-0.0010819i,-0.00037158-7.7153e-05i,-3.0331e-05+0.0007772i,2.0229e-05+0.0004033i,-0.00077518-9.4396e-05i,-0.00094604-0.00019192i,-0.00061656-0.00053546i,0.00029747-0.00039968i,0.00083265+0.00043707i
-2.025e-05+0.00072685i,-0.00081871+0.00049785i,-0.0011545+0.0009548i,-0.0010749+0.0012083i,-0.0014818+0.00083048i,-0.0018104-5.9817e-05i,-0.0016073-0.00063337i,-0.001621-0.0010315i,-0.0017456-0.0015668i,-0.00074743-0.0013307i,-1.7181e-06-0.00045456i,0.00010068+0.00012553i,0.00034343+0.00013644i,0.00020735+2.71e-05i,-0.00048811+3.8625e-05i,0.00014051+0.00024534i,0.0009875+5.0651e-05i,0.00066717-6.3753e-07i,0.00065301-4.9105e-05i,0.00037711-0.0004594i,0.00014725-0.00057585i,0.000414-0.00023326i,0.00056888-0.00065479i
-0.00031827-0.00017851i,-0.00054779-0.00067606i,0.00076427+9.3948e-05i,0.0015348+0.00020011i,0.0019126+5.7826e-05i,0.0017633+8.0952e-05i,0.00045344-0.00037499i,7.7381e-05-0.00017879i,-0.00011206+0.00063218i,-0.00027255+0.00046337i,-0.00010889+0.00055646i,-0.0002665+5.3173e-05i,-0.00083778-0.0011487i,-0.001029-0.001328i,-0.0002261-0.00052098i,8.5761e-05+0.00041124i,0.00013946+0.00081386i,-0.00016291+0.0005828i,-0.00033104+0.00067002i,-0.00018185+0.00077744i,-6.5598e-05+0.00062801i,7.5113e-06+0.00076079i,0.00028194+0.00054356i
-0.00056267+0.00036367i,-0.00036104-0.00010282i,-0.00060374+0.00095065i,-0.00040961+0.0010201i,0.00075791+0.00068078i,0.0016608-0.00081413i,0.0010945-0.0014523i,5.4507e-05-0.00010304i,-0.00011667+0.00084338i,-9.5868e-05+0.0007513i,0.00015989+0.00044022i,-3.5431e-05+0.00026485i,-2.7993e-05+6.1475e-05i,0.00056762-0.0001216i,0.00052237-0.00013518i,-4.2718e-05-6.4708e-05i,-0.00032564-3.406e-05i,-0.00028186+0.00081712i,9.1336e-05+0.00096849i,0.00043441-5.7365e-05i,2.8566e-05-0.0002467i,0.0001375-9.7257e-05i,0.00032711+0.00016118i
-8.6367e-05-0.0008947i,-0.00041134-0.00073463i,-0.0010721-0.00049492i,-0.0012509-6.6754e-06i,-0.0011293-4.7826e-05i,0.00020228+0.00014112i,0.0011557+0.00011726i,0.00077718-0.00036992i,0.00019-0.00053017i,-0.00046121-3.0983e-06i,-0.000324-0.00022482i,-4.2688e-05-0.00034371i,-0.00023562+7.1002e-05i,-0.00025493+0.00024534i,3.4198e-05+7.4427e-05i,0.00044268-0.00020939i,0.00010813-0.00030598i,-0.0004335-0.00015858i,-0.00028343+0.0002191i,0.00057253+0.0004567i,0.00092654-9.5266e-05i,0.00071847-0.00032996i,0.00041929+8.4471e-05i
0.00066817+0.00032457i,-0.00021896+0.00058907i,-0.00011073+0.0002645i,2.3749e-05-0.0001734i,-0.00068714+0.00011863i,-0.0012978-0.00046654i,-0.0012395-0.0010322i,-0.0011592-0.0013462i,-0.00032031-0.0012011i,0.00069061-0.00048053i,0.0009781+0.00020165i,0.0004066+0.00061622i,-0.00085826+0.00048377i,-0.00058872+0.00053422i,0.00019478+0.00053845i,0.00026047-0.00019513i,-0.00056911-0.00011007i,-0.0012187+9.0706e-05i,-0.00022821-0.00012029i,0.00022398+0.00013572i,0.00044069+5.7009e-05i,0.00057838+1.4e-05i,0.00038578+0.00018368i
3.5025e-05-0.0012341i,-8.3214e-05-0.0019744i,-0.00014385-0.00034718i,-9.5609e-05+0.00058446i,0.00030897+0.0015315i,0.00082512+0.0021105i,0.00031385+0.0012708i,-0.00036437+0.00042349i,-0.00028753+0.00061911i,-0.00030547+0.0012018i,-0.00031987+0.0012513i,-0.00016343+0.0007784i,-0.00025798-0.00023268i,-0.00031141-0.00057664i,-0.0003882-0.00068428i,-0.00027236-0.00078222i,-0.00034692+8.2868e-05i,-0.00073419+0.00025819i,-0.00052479-0.00028657i,-0.00019414-0.00029694i,-0.00021608+3.0122e-05i,-0.0001935+0.00012124i,0.00020602+0.00057551i
-0.00056602+0.00052294i,-0.00078339+0.00091048i,-0.00093418+0.0010736i,4.9612e-05+0.00096576i,0.0005459+0.0011591i,-0.00065209+0.00079884i,-0.001142+0.00065182i,-0.00055039+0.00048559i,-0.00024853-8.6327e-05i,-0.00088649-0.00018686i,-0.00067829-0.00040972i,0.00054137-0.00010509i,0.00068181+0.00059833i,0.00035714+0.00064301i,0.00044514+0.00047506i,0.00029536+0.0001272i,1.3046e-05-0.00051544i,-7.659e-05-0.00036484i,0.00029517-0.00010678i,7.9145e-05+0.00044167i,-0.00050439+0.00071165i,0.00032253+0.00069266i,0.0010583+0.00039403i
0.0018103+0.0013573i,0.0014972+0.00070198i,0.0023214-0.001033i,0.0013403-0.0022436i,-0.0012038-0.0024198i,-0.0027141-0.0017649i,-0.0023172-0.00062118i,-0.00040016-0.0002905i,0.0014192-0.00045172i,0.0014734-0.00038531i,0.00061282-0.00011286i,0.00018241-0.00032261i,0.00037835-0.00034823i,2.8757e-06+0.00067986i,-0.00037676+0.00060395i,-0.00029289+0.00012227i,-0.0005734+0.00015125i,-0.00065182+0.00014221i,-0.00043147+0.00061064i,-8.8742e-05+0.00040796i,-0.00022362-0.00024282i,0.00015044-0.00047342i,0.0008713+0.00010416i
0.00036782-0.0011826i,0.00077601-0.00098755i,-0.00070483-0.0017097i,-0.0022035-0.0021279i,-0.0026668-0.0016519i,-0.0022977-0.00077471i,-0.00083065+0.00047586i,0.00042107+0.00039008i,0.0010755-0.00022519i,0.0010762-0.00053765i,0.00056736-0.0010072i,0.00061206-0.0006102i,0.00056653-0.00054799i,0.00056138-0.00021635i,0.00051907+0.00016735i,0.00048771-0.00023135i,0.00013874-0.0005711i,-0.0003133-0.00061283i,-0.00065219-0.00049054i,-0.00040262+0.00011177i,-0.00040123+8.9383e-05i,-0.00046218-0.00020299i,-0.0002931-0.00048031i
0.00056159+0.00089442i,0.00050462-0.00026838i,0.0012543-0.00088109i,0.0014583-0.0002434i,-6.482e-05-2.534e-05i,-0.0012351-0.00073156i,-0.0012762-0.0013976i,-0.0006832-0.0012157i,-0.00010274-0.00073014i,0.00014919-0.00015997i,-0.00014656+0.00054483i,0.00085857+0.00087362i,0.0010719+0.00036584i,2.2558e-05+0.00072606i,0.00018465+0.00066422i,0.00044977-7.6161e-05i,0.00032589-0.00040259i,-7.3598e-05-0.00076867i,-0.0005885-0.00011656i,-0.00081426+9.314e-05i,-0.00048076-6.2007e-05i,-0.00012452+4.2888e-05i,-0.00026461-0.00048512i
-0.00081679+0.0016185i,-0.0017885+0.0012364i,-0.0015064+0.0017176i,-0.00087132+0.0023871i,-0.00025184+0.0013456i,0.00073424+0.00016463i,0.00036604+0.00034804i,-0.00059972+0.00078047i,-0.00084802+0.00055512i,5.6061e-05+0.00032888i,0.00062218+0.00052466i,5.2289e-05+0.00022291i,-0.00043466-5.9898e-05i,-0.00052191-0.00023149i,-7.7184e-05-1.0205e-05i,7.9822e-05+0.00013683i,-0.00011987+4.2115e-05i,7.1102e-05-3.9823e-05i,0.00032288-0.00015467i,0.00032528-7.4575e-06i,3.8422e-05-5.3959e-05i,-6.7256e-05-0.0003036i,0.00033419-0.00049724i
-0.00016949-0.00040413i,-0.00048385-0.00035874i,-8.2436e-05-0.0016504i,0.00032973-0.0026031i,0.00044165-0.0011709i,0.00040451-0.00056858i,0.00029773-0.0010635i,-0.00014265-0.00092759i,7.5647e-06-0.00026802i,9.3371e-05+0.00049866i,-9.1724e-05+0.00053674i,-0.0002001+5.1536e-05i,0.00021117-0.00034539i,0.00052562-0.00045554i,-0.00051073+7.8679e-05i,-0.0011617+0.00032513i,-0.00057933-9.824e-05i,0.00015832-0.00020982i,0.00010244-0.0001304i,-0.0003901-2.1327e-05i,0.00015475-2.648e-05i,0.00054842-0.00018047i,0.00050323-2.6574e-05i
-0.00030699-0.00066449i,-0.00085554-0.0016054i,-0.00099629-0.0008757i,-0.00074338-0.00027562i,-0.00045222+0.00042811i,0.00038029+0.00070324i,9.3196e-05+0.00017605i,-0.00074778-9.0113e-05i,-0.00094357-0.00011492i,0.00048968-0.0003426i,0.0011542-0.0007362i,0.00022938-7.0762e-05i,0.00025453+0.00021533i,0.00055449-0.00051232i,-3.2643e-05-0.00075602i,-0.00062762-0.001078i,-0.0005546-0.0007266i,4.8267e-05-0.00034302i,0.0005247-0.00021941i,0.00038527+0.00025452i,0.00011046+0.00042151i,-0.00052863+0.00011218i,-0.0004388+4.9375e-05i
-0.0013576-8.4056e-05i,-0.0010869-0.00090273i,-0.00030642-0.0001353i,0.00029907+0.00057563i,-9.275e-05+0.00017129i,-0.00018597-0.00084946i,0.00026555-0.00097503i,-0.0003708-0.00010375i,-0.00021618+0.00061771i,0.00090635+0.0013666i,0.0005532+0.0010284i,-0.00067028+7.193e-05i,-0.00065054-0.00020534i,9.6194e-05+0.00020588i,0.0003415+0.00016176i,-0.00014312-0.00071554i,-0.00050454-0.00031112i,7.3404e-05+0.00032711i,0.00081534+0.00051195i,0.00049353+0.00048871i,6.9193e-05-0.00042153i,0.00023034-0.00047865i,-1.5872e-07+0.00078354i
0.00013407-0.00019679i,-0.00026099+0.00015664i,-0.00013095-0.00030911i,-0.00011958-0.00047027i,-0.0008929+0.0001126i,-0.00095107-0.00038675i,-0.00019365-0.00043542i,-6.1759e-05+0.00027595i,-0.00019996-0.00062001i,0.00018126-0.00077873i,7.8375e-05+0.00015761i,-0.00049941+9.1384e-05i,-0.00011372+0.00019525i,0.00054193+0.00054881i,0.00077313+0.00052737i,7.842e-05+0.00050788i,-0.00061174+0.00046998i,4.9822e-05+0.00058269i,0.00022551+0.00055916i,-0.00058181+0.00022049i,-0.00028473-6.3833e-05i,0.00053165-0.00014402i,0.00033893-0.00037971i
0.0002127-0.0012264i,-0.00079738+0.00025026i,-0.00061254+0.0009295i,0.0012613+0.00050258i,0.0012915+0.00059991i,0.00046716+0.00064071i,0.00016875-0.000186i,0.00089265-0.00082569i,0.00082105-0.00023325i,4.0862e-05-0.0001697i,0.00039094-8.6692e-05i,0.00071513+0.00035553i,0.00060386+0.00029286i,-0.00032352-0.00013009i,-0.00059946-0.0014669i,0.0004343-0.0016842i,0.00054394-0.00033106i,-2.5288e-05-0.00020774i,-0.0011057-0.0012598i,-0.00058913-0.00086621i,0.00024392-4.1128e-06i,0.00074706+0.00051759i,0.0011091+0.00088794i
0.001059-0.00041328i,0.0013126-0.0007663i,0.00041458-0.0020877i,-0.0012831-0.0018998i,-0.0025787-0.0013458i,-0.0015159-0.00069353i,-4.9587e-05-0.00039521i,-0.00011565-0.00081879i,-0.0004228-0.00053923i,-0.0004513-3.0528e-06i,-0.00046179+0.00032588i,0.00022596+0.00043742i,-0.00031578+0.00039161i,-0.00067427+0.00013793i,0.00037028-2.213e-05i,0.00021043+0.00032436i,-0.00054294+0.00056474i,-0.00054484+0.00023963i,-0.00014066-0.00057993i,-0.00024577-0.0006181i,-0.00075078-0.00047273i,-0.00039104+0.00028936i,0.0005546+0.0010062i
