-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
-0.00057088-0.0021675i,-0.0015955-0.0020208i,-0.0022337-0.0018993i,-0.0022455-0.0011922i,-0.001913-0.00055111i,-0.00064345+0.0004907i,0.00035283+0.00075632i,0.00063411-0.00052717i,0.0010516-0.00038322i,0.0015595+0.00066368i,0.0014743+1.8397e-05i,0.0011029-0.00037946i,0.00095458+0.00066701i,0.0015728+0.0013024i,0.0023342+0.0013044i,0.0022917+0.00053678i,0.00079353-4.1879e-06i,-0.00036751+0.00037145i,-0.00075529+0.0005571i,-0.00061457+0.00040671i,-0.00050213+0.00042101i,-0.00013434-0.00053907i,0.00027616+4.9667e-05i
0.0026584-0.0019333i,0.0016557-0.0029814i,0.00056527-0.0035464i,0.00023539-0.0034413i,0.00028004-0.0033877i,1.755e-05-0.0026733i,0.00014037-0.0018241i,0.00011001-0.00078754i,0.00053092-0.00046455i,0.00089355-0.00023003i,0.0010717+0.00081534i,0.00075977+0.0012414i,4.746e-05+0.0012585i,8.6233e-05+0.0014619i,5.8722e-05+0.0010495i,0.00049098+0.00045527i,0.0012136+0.00074573i,0.0010578+0.00015863i,0.00029681-0.00087686i,-0.00022219+3.8758e-05i,-4.8697e-05+0.00064881i,0.0003453+0.00018148i,0.00072291+0.00035076i
0.0010663-0.0017099i,-5.3837e-05-0.0016419i,-0.00067828-0.001996i,-0.00084676-0.0019039i,-0.0016208-0.0012788i,-0.0021064-0.00054662i,-0.0013284-0.00072268i,-0.00060062-0.00033372i,-0.00040614+0.00012295i,-0.00045807+0.00050251i,0.00043321+0.001253i,0.00123+0.0014727i,0.00056559+0.0010243i,0.00057298+0.00025754i,0.00039219-3.7236e-05i,-0.0006927+0.00050939i,-0.0011879+0.00079128i,-0.0013206+0.00062615i,-0.00066842+0.00053041i,-8.9481e-05+0.00079599i,-0.00026588+0.00099031i,-7.9292e-05+0.00076273i,0.00014327+0.00089596i
-0.00018107+0.0026818i,0.00017235+0.0020196i,9.7423e-05+0.0017098i,0.00062538+0.0026191i,0.0016479+0.0012355i,0.0017023-0.0012659i,0.0010147-0.002064i,0.0004458-0.0011588i,0.0004852+0.00065699i,0.00093637+0.00080525i,0.00054172-9.3008e-06i,0.00036407-1.2859e-05i,0.00022063+0.00057046i,-0.00067715+0.00055706i,-0.0007996+0.00038834i,-0.00052907+0.00067649i,-0.00020387+0.00059839i,-0.00020542+0.000715i,-0.00028015+0.00056324i,0.00030787+0.00033774i,0.00013984+0.00026551i,0.00044358-8.7808e-05i,0.00042447-0.00030057i
-0.00049674-0.0017853i,-0.00043807-0.00024237i,-0.00043898+0.00026959i,-0.00027559+0.00067321i,-0.00047873+0.0020985i,-0.00034473+0.0021696i,-0.00046118+0.00048979i,-0.00085306-0.0005252i,-0.0011971-0.00094274i,-0.00069882-0.00031351i,-0.00014661-0.00010168i,-0.00040926-0.00034516i,-0.00027948-0.00031731i,0.00028323-0.00088229i,-0.000214-0.00054016i,-0.00028217-0.00034343i,0.00016288-4.4732e-05i,-1.0435e-06+0.00028115i,0.00026532+0.00023202i,0.00058758+0.0002774i,0.00052449+0.00028593i,0.00062883+0.00048546i,0.00045982+0.00047237i
0.0024023-0.0010384i,0.001777-0.0014443i,0.0015056-0.0024255i,0.00083072-0.0030845i,-0.00043498-0.0032015i,-0.00017738-0.0021527i,0.00047727-0.00016243i,0.00075331-1.1146e-06i,0.0018943-0.00067504i,0.0020701-0.00024167i,0.00085567+0.00039769i,0.00019483+0.0015338i,-2.3881e-05+0.0019115i,0.00052168+0.001251i,0.00088063+0.0010892i,0.00090972+0.00062742i,0.0010985+0.00040666i,0.00094122+0.00080776i,-4.9133e-05+0.00032441i,-0.00051108-0.00029453i,-4.3906e-05-0.0001208i,0.00018812-0.00012526i,0.0004755-0.00067894i
0.0018746-0.00081667i,0.0010177-0.00062688i,-0.00016602-0.0020784i,-0.0014754-0.0027262i,-0.0023068-0.0017307i,-0.0027661-0.0015438i,-0.0016311-0.0019411i,-0.00016047-0.00090416i,0.00064132+5.0973e-05i,0.00098406+0.00029487i,0.0009344+0.00072438i,0.00024013+0.00060972i,0.00018651+0.00048157i,0.00076856+0.0009655i,0.0012271+0.0019336i,0.00099605+0.0015349i,0.00052332+0.0010273i,0.00067926+0.00083043i,0.00022504+0.00042271i,-0.00041805-0.0001334i,-0.00099066-0.00051339i,-0.0010663-0.00029551i,0.00035089-0.00033904i
0.00018701+0.0021449i,0.00053757+0.001595i,0.0010771+0.0016163i,0.00067625+0.0016483i,-0.00025215+0.00070907i,-9.675e-05-0.00026444i,0.00035376-0.00015622i,0.00069352+0.00038662i,0.00095306+0.00055616i,0.00075342+0.0003699i,3.6315e-05+6.833e-06i,-0.0011348-7.9306e-05i,-0.0011005+0.00092554i,-0.00016469+0.0018376i,-0.00025594+0.0014736i,-0.00040412+0.00065473i,-0.00044665+0.00053514i,-0.00035039+0.0005046i,-3.268e-05+0.00024652i,0.00046632+3.9067e-05i,0.00059535-4.5772e-05i,-0.00018972+0.00032276i,-0.00055345+0.00053178i
0.0001616-0.0020677i,0.0005617-0.0024857i,0.00022227-0.0028041i,-0.0004371-0.0018715i,-3.4969e-05-0.00085813i,0.00072466-0.0014397i,0.00056483-0.0027541i,0.00064843-0.0025454i,0.00059622-0.00075533i,0.00062603+0.00011574i,0.00018664-0.00011226i,-0.00022797-0.00015932i,0.00065326+0.00045156i,0.0010687+0.00022198i,0.00036813+0.00028599i,1.7381e-05+0.00090766i,0.0003203+0.00057094i,-1.2021e-05+0.00011846i,-0.00079408+0.00026683i,-0.00071357-3.7848e-05i,-0.00056765+0.00023831i,-0.00071099+0.0004778i,-5.7513e-06+0.00064493i
-6.2114e-05+3.8411e-05i,-0.00013756+0.0012637i,-0.00034259+0.0020828i,-0.0014764+0.0014894i,-0.0012728+0.00010463i,-0.00041923-0.00052635i,0.00010266-0.00046368i,0.00035997+0.00013733i,-0.00027112+0.00060096i,-8.834e-06+0.00081927i,0.00053768+0.0012925i,0.00031127+0.0010548i,0.00029964+0.00081773i,0.00063125+0.0012323i,0.0011303+0.0013999i,0.0010927+0.00036527i,-0.00024877-0.00076667i,-0.0011949-0.00030365i,-0.0010639+0.00074417i,-0.00072933+0.00074192i,2.4046e-05+0.00048087i,-3.3389e-05+0.00049114i,-0.00069792+0.00031216i
0.00050763-0.00080662i,-0.00011713+7.7281e-05i,0.0003563+0.00032414i,-2.6269e-05+0.00046061i,0.00041841+7.8599e-05i,0.0011734-0.00038888i,0.0016389-0.00040915i,0.0012261+9.388e-05i,0.00030883+0.00040727i,0.0013274+0.00020756i,0.0021101-0.0005536i,0.00096257-0.00069323i,-5.7038e-05-4.4746e-05i,-7.9679e-05+0.0006034i,-8.9817e-05+0.00095897i,0.00013921+0.0013264i,0.00030822+0.0013574i,0.00027842+0.00074965i,-0.00067107+0.00027955i,-0.0013083+0.00058908i,-0.001181+0.00025202i,-0.0010399-0.00051348i,0.00046029-0.00019834i
0.00011881-0.00073921i,-0.00073623-0.000993i,-0.00158-0.0016868i,-0.0020151-0.0014252i,-0.0015635-0.0014038i,-0.00036807-0.0021902i,-8.3797e-05-0.0023088i,-0.00062095-0.0011476i,0.00023413-0.00039832i,0.00084913-0.00010068i,0.0011773+4.5916e-05i,0.0011362-0.00046573i,0.0011325-0.00044785i,0.0013439+0.00029205i,0.0017855+0.00080867i,0.0016898+0.0010521i,0.00093315+0.00085833i,0.000271+0.00088894i,3.2898e-05+0.00033386i,0.00010718+8.622e-05i,-0.00018798+0.00030606i,-0.00023181+0.00052309i,0.00025775+0.00066897i
0.0027023-0.0021434i,0.0008673-0.0022267i,-0.00076108-0.0015571i,-0.0017982-0.0016178i,-0.0030086-0.0014833i,-0.0023282-0.00052273i,-0.0009325-3.3693e-05i,-0.00051869-0.00035376i,2.7122e-05-0.00035403i,0.00034946-0.00043842i,0.00081316-0.00012205i,0.0007794+0.0010264i,0.00045076+0.0012791i,0.0011771+0.00094428i,0.0012024+0.00064212i,0.00043853+0.00083439i,-0.00018622+0.00055604i,-0.0010211-0.00010434i,-0.00095028-0.00039684i,-0.00049796+0.00030408i,-0.00016251+0.00063328i,-7.8783e-05+0.00062607i,-0.00021741+0.00039891i
0.0016518-0.00013668i,0.00065506-0.001598i,0.00032988-0.001721i,0.00070653-0.0010652i,0.0010394-0.00099934i,0.00089082-0.0011838i,0.00097768-0.0021594i,0.0005443-0.0020341i,-0.00010211-0.00096237i,0.00042304-0.00013529i,0.00078959+0.00043398i,0.00056646+0.00077087i,0.00032418+0.00074582i,-6.5076e-05+0.0014234i,-0.00033904+0.001521i,-0.00033337+0.00065794i,4.9076e-05+0.0003593i,0.00068106+0.00022067i,0.00045638+0.00013341i,0.00015359-2.6592e-05i,0.00065155-0.00019144i,0.00070569-0.0005393i,-3.8693e-05-0.00067997i
0.0005579-0.0026718i,-0.00031273-0.0017488i,-0.0012803-0.00079727i,-0.00086053-3.8222e-05i,-0.00028707+0.00050848i,-0.00051279+0.00086433i,-0.00046329+0.0006693i,-0.00042064-0.00013871i,-0.00045873-0.001204i,0.0011586-0.00081019i,0.0016188+0.00021931i,0.00077408+0.00077856i,0.00033682+0.001093i,0.00021722+0.0006122i,0.00029655+0.00055619i,0.00024637+0.00015261i,0.00019219-0.0002313i,-0.00054194+0.00019841i,-0.00097227+0.00042909i,-0.00076136+0.00048161i,-0.00076015+0.0010568i,-0.00050843+0.00051436i,-0.00028747-0.00018644i
-0.0019912+0.00075685i,-0.0022128+0.0020842i,-0.0024076+0.0022445i,-0.0011609+0.0018358i,0.0010873+0.0011124i,0.0024584-0.00031938i,0.0021755-0.0013622i,0.0012441-0.00096167i,0.00091697+0.00024868i,0.0005673+0.0010801i,-3.5381e-05+0.0012688i,-0.00016902+0.0012414i,0.00038101+0.00035084i,0.00023481-0.0005777i,0.00016074-0.00010033i,0.00053884+4.269e-05i,0.00089454+0.00020233i,0.00051789+0.0006185i,-9.6886e-06+0.00010807i,-0.00054679-6.903e-05i,-0.00092616+0.00038154i,-0.00018098+0.00046835i,0.00011153+0.00058479i
0.0017577-0.0015691i,0.0019979-0.0015336i,0.0012832-0.0012504i,-0.00093255-0.00042874i,-0.0018648-0.00015573i,-0.0013191-0.00038012i,-0.0007049-0.00051669i,0.00031962-0.00086285i,0.0011872-0.00043655i,0.00083681-9.9771e-05i,0.00010045+0.00040469i,-0.00027859+0.00085416i,-1.7353e-06+0.00053821i,0.00050114-0.00058686i,0.0012908-0.0013902i,0.00082199-0.00084696i,-0.00033256-5.3553e-05i,-0.00044833-0.00043545i,-0.00027689-0.00070254i,-3.8083e-05-0.000213i,4.6254e-05-0.00081543i,-0.00062803-0.00094368i,-0.00061415+0.00014888i
-0.0010513-0.0002766i,-0.0018652-0.0011578i,-0.0023951-0.00097956i,-0.001295-0.00034791i,0.00066464+0.00048627i,0.001252-0.00044105i,0.00098662-0.0013669i,0.00081047-0.0004213i,0.00078747+2.5637e-05i,0.001007-0.0003765i,0.0016587+7.5622e-05i,0.001143+0.00031883i,0.00028046+7.9832e-07i,0.00083348-0.00021031i,0.0011783-0.00017071i,0.0010833+0.00027404i,0.00077852+0.00037517i,0.00046798-0.00025869i,-6.3948e-05-0.00021451i,-0.00064453+6.5995e-05i,-0.00049127-0.00045194i,-1.609e-05-0.00038991i,0.00043511+0.00030413i
0.00037155-0.00061094i,-0.00040872-0.00053747i,-0.0012497-0.0003518i,-0.0014034-6.0049e-05i,-0.0007199-0.00038917i,8.9425e-06-0.0008175i,-0.00054196-0.0012762i,-0.00090862-0.002111i,-0.00095005-0.0017214i,-0.00041945-4.1341e-07i,-5.3031e-05+0.0011603i,-0.00018096+0.00090722i,0.00021205-0.00020235i,0.0013546-6.7819e-05i,0.0010276+0.00044089i,0.00051926+0.00058417i,0.00088919+0.00045814i,0.00048083-0.00032397i,0.00026376-0.00081622i,-0.00038599-0.00063323i,-0.0014688-0.00028763i,-0.0014864-0.00093092i,-0.0010137-0.00096228i
0.0013135-0.00070541i,0.0014067-0.0011872i,0.0018573-0.0016203i,0.0011557-0.0018833i,3.5712e-05-0.0010954i,9.7994e-05-0.00052804i,-0.00030414-0.00082011i,3.1331e-05-0.00088055i,0.0002089-0.00022812i,0.00061261+0.00043027i,0.0012448+0.00058069i,0.00087078+0.00033587i,0.00092887+0.00035782i,0.0010971+0.00068201i,0.00082255+0.0010381i,0.00067364+0.00048146i,7.4027e-05-0.00020017i,0.00010431-0.00015322i,0.00039417-0.00019858i,0.00023403-0.00012189i,-0.00051339+0.0004166i,-0.00056122+0.00020228i,0.00026451-0.00061713i
-0.00068458-0.0026419i,-0.0011899-0.0014289i,-0.0020222-0.00055305i,-0.0023328+0.00042389i,-0.0016229+0.00099991i,-0.00042808+0.00063958i,8.4791e-05-0.00021704i,6.2047e-05-0.00076702i,0.0002548-0.00063238i,0.00011257-0.00013649i,-0.00027355+0.00059573i,-7.0954e-05+0.001125i,0.0004334+0.0011536i,0.00057566+0.00020934i,0.00039824-0.0002368i,-7.3309e-05-4.4286e-05i,-0.00079027+0.00024461i,-0.00075349+0.00026839i,8.5021e-05-1.5031e-05i,0.00092574-0.00040517i,0.00078038-0.00076386i,0.00054424-0.00083429i,0.00031433-0.00023842i
8.005e-05+0.0011315i,0.00014256+0.00012399i,0.0002621+0.00037631i,0.0012591+0.0016692i,0.00094021+0.0011673i,0.00022688-0.00078685i,0.00056078-0.0014159i,0.00080373-0.00058258i,0.0009206+0.00024112i,0.0018899+0.00026509i,0.0020881+0.00012334i,0.00082508+0.0008315i,2.7085e-05+0.00035825i,-0.00014221-0.00012188i,0.00029879+0.00091956i,0.00081064+0.0011522i,0.00040833+0.0010561i,-0.000132+0.0013589i,8.407e-05+0.0012077i,0.00072167+0.00095748i,0.00081123+0.00079721i,0.00047266-0.00013337i,0.00031115-0.00051384i
9.6658e-05+0.0024552i,0.0012585+0.0016936i,0.0023526+0.0012007i,0.0014909+0.0010313i,0.0011444-0.00031043i,0.0014246-0.0019704i,0.00054435-0.0025416i,-0.00091895-0.0015278i,-0.00026388+0.00016848i,0.00072485+0.0012362i,0.00013926+0.00036959i,-0.0006373-0.00083028i,-0.00024622+0.00013864i,-0.00025817+0.00048664i,-0.0004348+0.00073361i,-0.0003682+0.0010268i,-0.00017547-0.0001348i,-0.00021032-0.00071029i,-4.7892e-05+0.00035525i,-5.2305e-05+0.0006846i,0.00011641-0.0002958i,0.00020686-0.00074766i,0.00017677-0.00073685i
-0.00099401-0.0020209i,-0.0021809-0.0017423i,-0.0021106-0.0010925i,-0.0019079+0.00099595i,-0.0022672+0.0014607i,-0.0015751+0.00069377i,-0.00081353+8.3542e-05i,-0.000149+4.7549e-05i,-1.2579e-05+0.00056546i,0.00070233+0.00036926i,0.0016457+0.00071453i,0.0015332+0.0010342i,0.0013343+0.00058242i,0.00068797+0.00016399i,-0.00019492-0.00024922i,-0.0012181-0.00041391i,-0.0014302-0.0007102i,-0.00059998-1.3523e-06i,-0.00032788+0.00083478i,-0.00042204+0.00034392i,-0.00090581+2.6203e-05i,-0.00086206+0.00037495i,-0.00011397+0.00041358i
0.00018285-0.0022584i,-0.0015463-0.0019639i,-0.002696-0.0016397i,-0.0026089-0.00071857i,-0.0018006+0.00053081i,-0.00071344+0.00067258i,8.4047e-05-0.00040022i,0.00078622-0.00078473i,0.00051299-0.00018088i,-0.00083531+0.00069501i,-0.00087581+0.00063945i,0.000421+0.0002053i,0.00066447+0.00015229i,0.00085611+2.3469e-06i,0.0016338-0.00013588i,0.0010102+0.00040508i,-0.00046255-0.00020795i,-0.00096377-0.00080576i,0.00016176-0.00034483i,0.00095424-0.00054789i,6.7357e-05-0.0005252i,-0.00032298+0.0002849i,-0.0005855+0.00039172i
0.00052954+0.0010295i,0.0018403+0.0021112i,0.0027526+0.0018339i,0.0017281+0.00074529i,0.00079361-0.00045101i,0.00032416-0.0013835i,-0.0007372-0.0013595i,-0.0007006-0.00044324i,0.00026935-3.5917e-05i,0.0007766+4.3968e-05i,0.00083675-0.00015753i,0.00028698-0.0005472i,-0.00022488+0.00014607i,-0.00019341+0.00029444i,0.00046113+0.00019516i,0.00070569+0.001228i,0.0002461+0.0015413i,0.00024374+0.00094819i,0.00078938+0.00032541i,0.00061096+0.00024261i,-3.5634e-05+0.00056522i,-0.00053128+6.8271e-05i,-0.00022078-0.00036343i
-5.8125e-05-0.00044565i,0.00011025-0.0010084i,0.0016193-0.0011264i,0.0019045-0.001759i,0.00055981-0.0020192i,-0.00044309-0.0011222i,-0.001031-0.00059368i,-0.00090228-0.00035532i,3.8851e-06+0.00044227i,0.00037689+0.0010065i,0.0002+0.0003895i,0.00026639-0.00012418i,0.00024616+7.2388e-05i,0.00081098-1.5235e-06i,0.0010596+3.3479e-05i,0.00032349+0.00040072i,0.00030783+0.00039128i,0.0005942+0.00062025i,0.00033361+0.00028872i,-0.00078281-7.049e-05i,-0.0017512+9.0098e-05i,-0.0011399-2.1414e-05i,-1.9603e-05-0.00039708i
0.00031784+0.00352i,0.0017836+0.0031445i,0.0033049+0.0034249i,0.002781+0.0023146i,0.0018671-0.00034368i,0.0013493-0.0019806i,0.00099135-0.001942i,0.00048906-0.0014267i,0.00069114-0.00049622i,0.001427+0.00023639i,0.0010148-2.7599e-05i,0.00019574-0.00074932i,-7.8055e-05-0.00089437i,0.00012881-2.5325e-06i,-0.0003627+0.00019196i,-0.00062755+8.9083e-05i,-0.00056832+0.00045164i,-0.00081793+0.00082135i,-0.00035602+0.00051008i,-0.00043923+5.1353e-05i,-0.00031075-0.0001339i,-5.7646e-05+0.000209i,-0.00022933+0.00051677i
-0.00012648+0.00011387i,-0.0014799+0.0018691i,-0.0021901+0.0030388i,-0.0019341+0.0024558i,0.00033691+0.001413i,0.0015325-0.0003052i,0.0010069-0.0013509i,6.281e-05-0.00049635i,-0.00027384+0.00063319i,0.00057343+0.00077514i,0.00058434+0.00017732i,0.0002592+0.00015189i,-0.00026597+0.0002839i,-0.00041609-0.00025932i,-0.00017742-0.0013446i,0.00019908-0.0015327i,0.00060246-0.00070193i,0.00050727+0.00012073i,1.6658e-05-2.6783e-05i,1.9518e-05-0.00043482i,-0.00038422-0.00052505i,-0.00032528-0.00045291i,-0.00015653+0.00048317i
0.0017498+0.0013007i,0.00094335+0.00099631i,0.00069607+0.00050374i,0.0011-0.00051017i,0.00054007-0.0019791i,0.00013754-0.0017757i,-0.00042893-0.0013722i,-0.00089346-0.00080583i,-0.00033025+0.00066816i,0.00017382+0.0014165i,-8.1609e-05+0.0010427i,-0.00073924+0.001007i,-0.00087521+0.00080397i,-9.7939e-05-0.00014706i,3.3881e-05-0.00083573i,-0.001098-0.00036052i,-0.0011776+0.00016521i,-0.00059817-0.00053735i,-0.00051038+4.7836e-05i,-0.0003636+0.00016409i,0.00034704-0.00091965i,0.00075785-0.0011455i,-0.00011648-0.00041177i
-0.0005267+3.6687e-06i,-0.00076565+0.0007528i,-0.00039989+0.0021625i,-0.00022152+0.001843i,-0.00040305+0.00045256i,0.00023308-0.00010175i,0.00097073-0.000636i,0.0005198-0.00086242i,0.0003489-0.00046702i,0.000205-0.00051077i,0.00033315-0.00087104i,0.00045597-0.00077024i,0.000469-9.5698e-05i,0.00078952+0.00032024i,0.0011591+5.816e-05i,0.00039074-0.0004477i,3.0784e-05-0.0011127i,-0.00034971-0.00055292i,-0.00077805+0.00025734i,-0.00031132+0.00024086i,-0.00019515+0.00037673i,0.00014093+0.00033534i,0.00022607-0.00048162i
0.00048755-0.0017161i,-0.00092611-0.0011623i,-0.0015253-0.0017168i,-0.0013907-0.0015205i,-0.00046052-0.0008685i,-0.00031104-0.00090035i,-0.00085934-0.00078321i,-0.0010633-0.00023075i,-0.00062197-0.00014953i,0.00044302+1.0699e-05i,0.00091558+0.00085544i,0.00061911+0.00045001i,0.00037748-0.00051394i,0.00050175-0.00059013i,0.0011797-0.00038075i,0.0011341+0.00027266i,0.00013446-9.2962e-05i,-0.00067794-0.00064541i,-0.00019242-0.00064387i,-0.00020401-0.00077165i,-0.00023122-0.00067093i,0.0003014-0.00036129i,-0.00019386-5.046e-05i
0.0011096+0.0009409i,0.001729-0.00024453i,0.0016227-0.00092429i,0.0017404-0.00092928i,0.001366-0.0018191i,0.00096126-0.0020891i,0.00020991-0.0010909i,-0.00049719-0.00076776i,3.868e-05-0.00070291i,0.001124-0.00025374i,0.0015931-0.0004402i,0.00064025-0.00092979i,-1.2152e-05-0.0002549i,-0.00049815+0.00059207i,-0.00083848+0.00090278i,-0.0003293+0.0012927i,-7.1107e-05+0.001228i,1.5588e-05-0.00026106i,3.3864e-05-0.00031958i,1.3201e-05-0.00011884i,0.00045589-0.00060948i,0.00093987-0.00018693i,0.00069476+0.00027934i
-0.001101+0.0018287i,-0.00060446+0.0022806i,0.00051982+0.0031441i,0.0016611+0.0025126i,0.0034053+0.00056126i,0.0028245-0.00084109i,0.00048732-0.001352i,-5.9397e-05-0.00094434i,0.00018659-0.00045227i,0.00031965-0.00018006i,-6.664e-05+0.0003662i,-0.00047772+0.00012384i,-0.00035309+0.00032989i,-0.0002011+0.00048478i,0.0001177+0.00031125i,0.0001955+0.00033992i,0.00027029+0.00052185i,0.00024809-6.5421e-05i,-0.00036279-0.0006484i,-0.00058428+0.00017799i,-0.00024874+0.00079667i,-0.00013472+0.00050072i,-0.00076345-9.2857e-05i
0.0019307+0.0010391i,0.00088486-0.00015606i,-0.00037505-0.00133i,-0.00047408-0.0023672i,-0.0012256-0.0022753i,-0.0015038-0.0016889i,-0.00074121-0.00062771i,-0.0001375-0.00084572i,0.00057953-0.00038046i,0.00079475+0.00098617i,-0.00029078+0.00087248i,-0.00097223+0.00019378i,-0.00073513+0.00031264i,-0.00025449+0.00026081i,0.00080092+0.00027285i,0.00048755+0.00043404i,0.00030253+6.707e-05i,0.00053141+0.00089585i,0.00025742+0.00095189i,0.00018595+5.5994e-05i,-0.00056597+3.4998e-06i,-0.00098388+3.7657e-06i,-0.00017386-0.00059067i
-0.001852+0.00072982i,-0.0013693+0.0001228i,-0.00019759-0.00025622i,0.001344+0.00079989i,0.0030027+0.0010907i,0.00265-0.00094165i,0.0018078-0.0018864i,0.0015606-0.0011605i,0.00089654-6.4575e-06i,0.00046289+0.00044901i,0.00014653+6.5121e-05i,-7.3982e-06-0.00015262i,0.00014271-3.7827e-05i,0.00015982+0.00037674i,0.0004217+0.00093143i,-0.00013395+0.00092781i,-0.00084977+0.00087694i,-0.00098547+0.00037051i,-0.00076624-0.00067312i,-0.00065111-0.0011483i,-0.00052803-0.00077917i,5.8063e-05+4.2149e-05i,0.00029381-0.0002056i
-0.0015196+0.0011658i,-0.00084824+0.0013362i,-0.0010208+0.0012841i,-0.00062489+0.00037572i,0.0014268-0.00030367i,0.0017645-0.00088807i,0.00013135-0.0011279i,-0.00083822-0.00052966i,-0.00049004+0.00059806i,-2.676e-05+0.00066394i,0.00088529+0.00031671i,0.0011824+0.00061323i,0.00032887+0.00069025i,-0.00036491+8.0905e-05i,-0.00028602-0.001038i,-0.00044417-0.0013033i,-0.00077647-0.00068338i,-0.00052891+2.6014e-05i,-0.00032466+0.00032293i,0.0002059+0.00017991i,0.00060142+0.00039422i,0.00030743+0.00019191i,0.000165-8.1618e-05i
-0.0029729-0.0019601i,-0.0050187-0.00085956i,-0.0056443-0.00018331i,-0.0037093+0.0008736i,-0.0016195+0.0017762i,-6.6872e-05+0.00092747i,0.00099691+3.4249e-05i,0.00040294-0.00049876i,-0.000592+0.00027977i,-0.00058693+0.00090961i,-8.0193e-05-1.7689e-05i,7.5624e-05-0.00043598i,0.00052324-7.7218e-05i,0.00034751+0.00025081i,0.00013087-0.00022164i,-4.0979e-05-0.0007487i,-0.00052955+8.5791e-05i,-0.0001352+0.00068718i,0.00037622+0.00056048i,0.00056597+0.00037094i,-0.00024215-4.3426e-05i,-0.00092729-0.00037396i,-0.00064942-0.00013081i
-0.00010625-0.0006558i,0.00037914-0.0011389i,0.0010151-0.00064326i,0.00065027+0.0001513i,0.00036451+0.00019625i,0.00018209-0.00096793i,9.2577e-05-0.0012631i,0.00053416-0.00065075i,0.00056715-0.00042116i,0.00052555+0.00023711i,0.0005149+0.00088407i,0.00030304+0.00077563i,0.00028883+0.00019581i,-0.00017201+0.00039516i,-0.00026772+0.00067461i,0.00064656+0.00061384i,0.00039376+0.00023328i,-0.00047911+0.00037455i,3.8789e-05+0.0004145i,0.0002696+0.00020649i,-0.00017248+0.00026299i,7.511e-06+0.00012364i,0.00074806-0.00037479i
7.9963e-05-0.0033565i,-0.0011611-0.0026472i,-0.0022803-0.001555i,-0.0027146-0.0005956i,-0.0022259-0.00040375i,-0.0005988-0.0012772i,0.0010073-0.0017224i,0.0014039-0.0011559i,0.00090592-0.00028355i,0.00017366+0.00016683i,-0.00021421-7.5048e-05i,-0.00051548-2.4917e-05i,-0.00050964+0.00058736i,-0.00037165+0.00067648i,-0.00036955+0.00040037i,-0.0001635+0.00061159i,0.00012509+0.00077615i,-2.01e-05+0.00038545i,0.00010207-0.0001574i,0.00015471-4.275e-05i,0.00023348+0.00023388i,0.00024828+0.00020296i,-0.00051474-0.00033953i
-0.0018855+0.0017925i,-0.0016519+0.00089951i,-0.00055843+0.00049792i,0.00051347-0.00021997i,0.0012955-0.00080099i,0.0011846-0.001273i,-0.00018322-0.0010413i,-0.0012052-0.00010339i,-0.001065+4.8635e-05i,-0.00050339+0.00015304i,-0.00017429+0.00054005i,-6.7286e-05+0.00028317i,0.00017384-0.00017781i,-8.6292e-06-0.00060813i,-0.00024251-0.00017985i,-0.00060214+0.00027491i,-0.00086389+5.4276e-05i,-0.00054698-0.00040964i,0.00013395-0.00044836i,0.00077769+0.00031399i,0.00052242+0.00047788i,0.00026886-0.00042569i,7.7612e-05-6.8005e-05i
0.00022737+0.00074739i,0.00034149+0.00109i,-0.00043974+0.001773i,-0.0013421+0.0017986i,-0.00087247+0.00073721i,0.00071046-0.00038306i,0.00074398-0.00050908i,-0.00056906-0.00065837i,-0.0006643-0.0010556i,0.00045987-0.00082822i,0.0011731+0.00027696i,0.00026797+0.00058739i,-0.0001134-0.00033738i,0.00041396-0.0006135i,0.00049365-0.0004381i,0.00025633-1.268e-05i,5.6623e-05+0.00047842i,0.00032188+0.00040956i,0.00019589+0.0002974i,-1.486e-05+0.00022686i,-1.932e-05-1.194e-05i,0.00030138-0.00024239i,0.00024186+4.1547e-05i
-0.0020089-0.00028599i,-0.0014297+0.0011908i,-0.0010584+0.0026964i,-0.00063532+0.0026691i,0.0011013+0.0017027i,0.0018663+0.00012479i,0.00055098-0.0013477i,-0.00090349-0.0010486i,-0.0012149+0.00018339i,-0.00070834+0.00023175i,8.8029e-05-0.00024628i,-3.3856e-05-0.00012603i,-0.00020128+0.00025238i,0.0004055+0.00050713i,0.00019683-0.00026078i,-0.00048354-0.00081367i,-7.2173e-05-0.00017449i,0.00025942+0.0003043i,-0.00018171+0.00026622i,-0.00090195+0.00030738i,-0.00042358+0.00020989i,0.00087666-5.0284e-05i,0.00095326-0.00029563i
