6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
-9.1801e-05+0.000538i,0.00020406+0.00020041i,-0.00029012-0.00084721i,-0.0013616-0.00091151i,-0.0023541+0.0011226i,-0.0019495+0.0035693i,-0.00024642+0.0043617i,0.0010183+0.0027416i,0.0011605+0.0014565i,0.00063503+0.0006276i,0.00020003+1.9071e-06i,-0.0006597-0.0003393i,-0.00091364-0.00046229i,3.3248e-05-0.00043447i,0.00030223-0.00081477i,8.1078e-05-0.0012567i,-0.0001177-0.00081099i,-0.00055332+0.00047075i,-0.00053523+0.00089865i,-0.00052763+0.00048779i,-7.6089e-05-0.00013272i,0.00048911-0.00080922i,0.00058949-0.0005076i
-0.0021383+0.0013599i,-0.00093234+0.00088716i,-6.4317e-06+0.0018748i,0.00037414+0.0023501i,-0.00082079+0.0021027i,-0.001309+0.0028455i,-0.0006557+0.0027992i,0.00065637+0.0019096i,0.00058772+0.0017944i,-4.7499e-05+0.0018228i,0.00084203+0.0014095i,0.00053059+0.00046152i,-0.00032399-4.1982e-05i,-0.0006666+0.00031409i,-0.0011718+0.00057966i,-0.0017311+0.00086794i,-0.0011257+0.0010255i,-0.00015394+0.00068749i,0.00011723-0.00024665i,0.00083578-0.00049513i,0.00089779+6.4211e-05i,0.00021071+0.00040827i,0.00022815+0.00053764i
0.00074937+0.001136i,0.00069837+0.0013693i,0.0012332+0.00066811i,0.0009915+0.00041579i,-0.0009113+0.000765i,-0.0025183+0.0017671i,-0.0017159+0.0025386i,-0.0005814+0.002476i,-0.00021875+0.0020017i,0.00044717+0.0015394i,0.0002077+0.00067655i,-0.0012676+0.00038297i,-0.002196+0.00071482i,-0.0019813+0.00022325i,-0.0015653-0.00065582i,-0.0011934-0.00077458i,-0.00081733-0.00062832i,-0.0008279-0.00057483i,-0.00066356-3.7791e-05i,-0.00048173-0.00017622i,-0.00087418-0.00024793i,-0.00065647+0.00054301i,8.9435e-05+0.00077155i
0.00041677+0.00017396i,0.00049025-0.0014986i,-0.00032794-0.002339i,-0.0012871-0.0011342i,-0.0018598+0.00028096i,-0.0021267+0.0015062i,-0.00091747+0.0024506i,0.00037061+0.0026528i,0.000574+0.0016084i,0.00023331+0.00096681i,0.00020566+0.00072383i,0.0001414+0.00026274i,0.00010194+1.1445e-05i,0.00010434-0.0003583i,-0.00042977-0.00054984i,-0.00080016-0.00023807i,-0.00045704+0.00010298i,8.734e-05+0.00011557i,0.00057589+0.0001391i,0.00056213-0.00026692i,0.00069078-0.0004334i,0.00093671-0.00013094i,0.0010088-0.0004737i
0.001807+0.0017245i,0.0019714+0.00090374i,0.0028923+0.00060747i,0.0021209+2.9358e-05i,-0.00014714+0.00022762i,-0.0017726+0.0017268i,-0.00073204+0.0027687i,0.00031764+0.0028493i,0.0005253+0.0018418i,0.00030809+0.00071217i,-0.00013243+0.00012148i,-0.00013118-0.00010497i,0.00021585-0.00026305i,0.00030577+0.00032252i,-1.5439e-05+0.00091399i,-8.3921e-05-1.4458e-05i,-5.6069e-05-0.00081883i,-5.5769e-06+0.0002547i,-0.00031255+0.0015703i,-0.00078931+0.0012325i,-0.00055963+0.00052298i,3.9981e-05+0.00061433i,0.00036752+0.00014839i
0.00043397-0.00081554i,0.00065487-0.00012904i,0.00016833+0.00045617i,-0.00062369+0.0015129i,-0.0017428+0.0013845i,-0.0019042+0.001703i,-0.00067626+0.0024669i,0.00031321+0.0016625i,0.00044305+0.00071337i,0.00032657+0.00026475i,0.00013989-6.8329e-05i,-0.00013492+2.2062e-05i,-3.8451e-05+0.0002184i,0.00021102+0.00034488i,-0.0005034-7.6726e-05i,-0.00065525+3.3969e-05i,-0.0007742+0.00032307i,-0.0011236+0.00025191i,-0.00078451+0.00059121i,-0.00044817+0.0005734i,-0.00014676+0.00045428i,3.3142e-05+0.00037859i,0.000223+0.00012509i
0.0013797-0.00067488i,0.0022756-0.00033446i,0.00094984-0.0010135i,-0.00037094-0.00094324i,-0.00074882+0.00029139i,-0.00053641+0.0021047i,-0.00031343+0.0030618i,0.00011546+0.0027551i,0.00070908+0.00236i,0.00074115+0.0014123i,0.000356+0.00072015i,-0.00025861+0.00085197i,-0.00083385+0.0004771i,-0.00069941-0.00042574i,-0.0003879-0.00053702i,1.1737e-05-0.00023098i,0.00014344+9.8542e-05i,-0.00018929+0.00043843i,-0.00029238+0.00079539i,-0.00020324+0.00094472i,0.00032637+0.00033291i,0.00092268+0.00021781i,0.00069816+0.00060538i
0.00010608-0.00054341i,-0.00018882-0.00078098i,0.0001579-0.00032469i,-7.4245e-06+0.00031516i,-0.00112+0.00049267i,-0.0016407+0.0011878i,-0.0008939+0.0020457i,-0.00042661+0.0022741i,0.00011081+0.0017652i,0.00060135+0.0013564i,0.00047476+0.0011429i,-0.00018193+0.00078541i,-0.00030194+0.00056248i,-0.00010416+0.00072463i,-0.0011907+0.00059257i,-0.0014368+0.00023369i,-8.6099e-05-0.00031158i,0.00026429-0.00016953i,-0.00085077+0.000534i,-0.0013154+0.00089013i,-0.00085686+0.00078785i,-0.00040061+0.00011586i,-0.0010236+1.558e-05i
-0.0010978-0.00039523i,-0.00016294+0.00013505i,-0.00017338+0.0016034i,-0.00083179+0.0028245i,-0.0020142+0.0031849i,-0.0021182+0.003475i,-0.00090809+0.0030408i,-0.00030154+0.0018311i,-0.00032107+0.00095775i,0.00035564+0.00053047i,0.00077144-0.0001102i,-0.00056187+0.00017119i,-0.00095926+0.00032739i,0.00023017+3.18e-05i,0.0001971+0.00015504i,-0.00047584+0.00020249i,-0.00048201+5.1235e-05i,-0.00020585-0.00026923i,3.0472e-05-0.00040877i,-0.00024316-3.0123e-05i,-0.00020693+0.00011678i,-9.6648e-05+0.00011574i,-0.00053399+0.00048382i
0.00066327-0.0012655i,0.00032618-0.00086999i,0.001167-0.0016458i,0.0010931-0.00087694i,-0.00084117+0.00080703i,-0.00088964+0.0022398i,0.00080032+0.0029844i,0.0017286+0.0026735i,0.00083492+0.0015885i,-0.00017251+0.00051364i,-0.00040954-2.1555e-05i,-5.6217e-05-0.00013069i,0.00081715-0.00019095i,0.0010893+0.00085236i,0.00045367+0.0012704i,-5.4588e-05-0.00030316i,-0.0003051-0.001543i,-0.00032746-0.00055785i,0.00014565+0.00084761i,0.00028468+0.00072641i,0.00019914+0.0004045i,-0.0002219+0.00015682i,-0.00032833-0.00023309i
-0.00063662+0.0011392i,-0.00035567+0.00053479i,-8.5657e-05+0.00029912i,0.00040494-0.00054454i,-0.00068594-0.00050683i,-0.0007759+0.00048681i,7.927e-05+0.0015067i,5.0672e-05+0.0022321i,0.00012177+0.0019303i,0.00044778+0.00058825i,0.00086128-2.3146e-05i,0.00036887+0.00027695i,-0.00065903+6.629e-05i,-0.0012334-0.00034485i,-0.0015469-0.00036499i,-0.0010041+0.00047035i,-0.00052988+0.0012322i,-0.00052441+0.00065252i,-0.00089993+3.5572e-05i,-0.00084966-0.00016765i,0.00012484+1.4477e-05i,0.00024946+0.00067244i,-0.00046478+0.00032442i
0.00079878+0.0011811i,-3.9246e-05+0.00084629i,0.00014449+0.0007462i,0.0001093+0.0013838i,-0.00043938+0.0011929i,-0.0013572+0.0015217i,-0.0014038+0.0028199i,-0.00020683+0.0025816i,0.0010779+0.0020108i,0.0010413+0.0014618i,-0.00018656+0.00024942i,-0.0014635-0.00058119i,-0.0016405+3.6923e-05i,-0.0010155+0.00094188i,-0.00074429+0.0015391i,-0.00062685+0.00045758i,-0.00055356-0.0001277i,-0.0010384+4.7797e-05i,-0.0015578-0.00034196i,-0.00095824-0.00015439i,-0.00061138+0.00017536i,-0.0010956-0.00051884i,-0.00074497-0.00071071i
-2.6792e-05+0.00023174i,5.1618e-05+0.00075818i,-0.00032404+0.00072919i,-0.00055933+0.00054947i,-0.0010353+0.00097787i,-0.00058112+0.0016064i,0.00031075+0.0020866i,0.00083732+0.0022521i,0.00046709+0.0016432i,0.00039833-0.00014203i,0.00073489-0.001448i,-6.1746e-05-0.00064363i,-0.00067764-0.00022508i,-0.00071405-0.00057494i,-0.00081154-0.00055787i,-0.00040573-0.00036042i,-0.00011166+0.00050028i,-2.3608e-05+0.00073874i,-0.00019151+3.9218e-05i,6.0449e-05+0.00065263i,4.8189e-06+0.00089473i,-0.0005343+0.00040748i,-0.00056259+0.00070808i
-0.00062412+0.00044792i,-0.0006058+7.6131e-05i,8.7206e-05-0.00063376i,0.00010193-0.00082926i,-0.00075553-5.6848e-05i,-0.0013304+0.0011945i,-0.0011707+0.0019455i,-0.00025446+0.0023498i,0.00085588+0.0018349i,0.0015924+0.00095442i,0.0011527+8.9226e-05i,0.0001269-0.00041778i,-0.00020265-0.00017219i,-0.00036645-8.8767e-05i,-0.00049713-0.00061782i,-0.00049053-0.00067339i,-3.5095e-06-0.00040189i,0.00092064-0.00025113i,0.00070799+0.0002018i,-0.00017589+0.00057652i,-6.11e-05+0.00078799i,0.00062638+0.00094917i,0.00074428+0.00047806i
-0.00074035+0.00054958i,-0.00064914+0.00083708i,-0.00046258+0.000864i,-0.00031778+0.001241i,-0.0010078+0.0014373i,-0.0012829+0.0023391i,-0.00043119+0.0036276i,0.0004474+0.0031242i,0.00092329+0.0018768i,0.00097599+0.0010173i,0.00045337+0.00057165i,-0.00036935+0.00018161i,-0.0004717+0.00011718i,-0.00012833-0.00060222i,0.00016275-0.00078153i,0.00010483-7.7241e-05i,-0.00034894+0.0003965i,-0.0008252+0.00021737i,-0.00035329+0.0004137i,0.00012953+0.00094002i,0.00041038+0.00041868i,0.00086636-1.2811e-05i,0.0006634+8.1788e-05i
0.00041052-0.00046077i,0.00019005-0.00049072i,2.0587e-06-0.00030902i,-0.00075832+0.00020485i,-0.0018928+0.0010088i,-0.0024267+0.0019042i,-0.0013775+0.0023235i,-0.00022461+0.0026906i,0.00022656+0.00208i,0.00014524+0.00099832i,0.00023287-0.00049146i,0.00024503-0.00088797i,-0.00013277+0.00031484i,-0.00026395+0.00044863i,-6.4613e-05+0.00037706i,0.00029267+0.00082571i,-0.00016319+0.00036668i,-0.0012301-0.00025418i,-0.0017839-0.00071249i,-0.0010545-0.00067179i,7.5111e-05-0.00021032i,0.00015006-0.00025478i,-0.00050399-5.7808e-05i
-0.00016598+0.0007507i,0.00075005+0.00054894i,0.00098803+0.00096708i,-6.4431e-06+0.00084577i,-0.001903+0.0016267i,-0.0026935+0.0025262i,-0.0014376+0.0022883i,-4.8405e-05+0.0022313i,0.00031086+0.0021482i,0.00064524+0.0013953i,0.00045044+9.3758e-05i,0.00031688-0.00044771i,0.00091131+0.00043438i,0.00069859+0.00083267i,-0.00017753+0.00084812i,-0.00090528+0.00059447i,-0.00083781-0.00045837i,-0.00048968-0.00067035i,-0.00044509-0.00057963i,0.00011464-0.00019i,0.00080153-2.4442e-05i,0.00060566-6.329e-05i,0.000348+0.00021594i
0.00086774+0.00096957i,0.00060667+0.0017528i,0.0015472+0.0026071i,0.0016574+0.0015291i,0.0004643+0.0011371i,-0.00044344+0.002529i,-0.00040282+0.0032535i,-5.3351e-05+0.0022608i,0.0005741+0.0013158i,0.00018207+0.00077015i,-0.00042219+0.0010703i,-0.00054654+0.0014806i,5.4611e-05+0.00067909i,-7.2128e-05-0.0008437i,-0.00040631-0.001652i,1.4905e-05-0.00077405i,-0.00029087+1.2325e-05i,-0.0011737+0.00021457i,-0.0013639+0.00041148i,-0.00078861+0.0005955i,-0.00010387+0.00055001i,0.00023299+0.00065132i,0.00044768+0.00083469i
-0.00050795-0.00045992i,-0.0011612+0.00044075i,-0.0013263+0.00037278i,-0.0013007+0.00034627i,-0.0015235+0.00086027i,-0.0015776+0.0021427i,-0.00098401+0.0028574i,-0.00039693+0.0029435i,-2.9412e-05+0.0024708i,0.00031308+0.0014333i,0.0002907+0.00076684i,0.00055163-0.00017428i,0.0011065-0.00068702i,0.00014604-0.0002004i,-0.00065062+0.00043956i,-0.00049499+7.799e-05i,-4.3867e-05-8.5091e-05i,0.00021216+0.00051057i,0.00038286+0.00043015i,-9.4467e-05-7.809e-05i,-0.00056809+3.5304e-05i,0.00012747-0.00022683i,0.00075562-0.00016538i
0.0006313+0.00019918i,0.00030958+0.0001961i,0.0007896+0.00023869i,0.00067203+0.000956i,-0.001336+0.001714i,-0.0023167+0.0018959i,-0.0011061+0.0017288i,-0.0002314+0.0012113i,0.00015651+0.0016323i,0.0007756+0.0016731i,0.0008908+0.0010631i,0.0008734+0.00064764i,0.00014655+0.00060356i,-0.00095946-0.00016337i,-0.0014167-0.00093387i,-0.00070036-0.00063259i,0.0005886+5.4255e-05i,0.00072156-0.00021251i,0.00026286-0.000527i,-0.00014093-1.8727e-07i,0.00012428-2.5394e-05i,0.00034065-6.6642e-05i,0.00048289+0.00031807i
0.00019695-0.00085273i,6.4816e-05-0.00057392i,-2.9966e-05+0.00057837i,-0.0017942+0.0019028i,-0.0026093+0.0023364i,-0.0018779+0.0023742i,-0.00011577+0.0022244i,0.00095386+0.0018719i,0.00091235+0.0019138i,0.0003598+0.0014079i,-0.0003982+0.00089122i,-0.0003503+0.0010253i,-0.00026337+0.00023116i,-0.00037313-0.00018923i,-0.00044079-6.7748e-05i,-0.00085502+0.00020933i,-0.0013456+0.00039365i,-0.0007472+0.0007706i,0.00074064+0.0010316i,0.00088111+0.0010747i,4.9944e-05+0.0010618i,0.00020592+0.00083908i,0.00049383+0.00052164i
-0.00048176+0.0011133i,-0.00024572+0.0015749i,-0.00022774+0.0011348i,7.2839e-05-0.00038172i,-0.0002791-0.00048904i,-0.0012279+0.0011836i,-0.00052101+0.0026895i,0.00027435+0.0027895i,-0.00020175+0.0015432i,-1.9101e-05+0.00021815i,3.1344e-05+0.00043747i,-0.00017867+0.0014618i,7.4347e-05+0.0013355i,-0.00011711+0.00036311i,-0.00038872+1.611e-05i,-0.00022408+0.00097099i,-0.00026745+0.00048589i,-0.00070217-0.00063668i,-0.00059976-0.00035759i,-0.00045007-0.00028215i,-0.00059061+5.295e-05i,-0.00020504+0.00092239i,-2.281e-05+0.0011936i
0.0012155-0.0006924i,0.001172-0.00096818i,0.0016436-0.00061799i,0.0008924+0.00026818i,-0.00098121+0.0010695i,-0.0020227+0.0022596i,-0.00098364+0.0032397i,0.0004374+0.00248i,0.00089055+0.001603i,0.0011194+0.00093132i,0.00093468+0.00085124i,0.00038854+0.0013056i,0.0010086+0.00087341i,0.00095861+0.00065709i,-0.00035053+0.00035683i,-0.0010842-0.0008248i,-0.00047278-0.0012282i,-0.00022639-0.001396i,2.2843e-05-0.0018432i,0.00037961-0.0010921i,-5.8512e-05-0.00034411i,-0.00010973-0.00066669i,0.0004432-0.00071865i
0.00093037+0.00031045i,0.00090497-0.00020739i,0.00052779-6.6497e-05i,-0.00092382+0.00085089i,-0.0021244+0.0016198i,-0.00076973+0.0021755i,0.00059544+0.0021606i,0.00060261+0.0011369i,0.00082201+0.00053052i,0.00075+0.00028861i,-0.00033668+0.00016832i,-0.00035827+0.00013425i,0.00049903+0.00011521i,0.00063219-6.5328e-05i,0.00045858+0.00015323i,-0.00018303+0.00041578i,-0.00043002+0.00051864i,-0.00026583+0.00073872i,-0.00029056+0.00067062i,-0.00046856+0.00063342i,-0.00030924+0.00050093i,-9.0176e-06-0.0001673i,0.00032105-0.00073132i
-0.0013392-0.0011341i,-0.0014221-0.00099719i,-0.0025886-0.00035349i,-0.0034281-0.00051626i,-0.0030352+0.00076138i,-0.0024546+0.0020333i,-0.0014414+0.0023079i,5.7351e-05+0.0026404i,0.00093108+0.0022127i,0.0012597+0.0012118i,0.00096519-0.00025022i,8.1149e-05-0.00040425i,-0.00055029+0.00023908i,-0.00025457-0.00063639i,-0.00034206-0.00082881i,-0.00059935-3.5192e-05i,-0.00040163+0.00072782i,-0.00038825+0.0010267i,-0.00030139+0.00044394i,0.00030443-0.00023888i,0.00082517-0.00017375i,0.00064981+0.00034685i,-0.00020326+0.00058603i
-0.0013537-0.0015678i,-0.00098867-0.00063957i,-1.0578e-05+0.00050378i,-0.00048935+0.0010349i,-0.0012124+0.0020009i,-0.0010808+0.0035491i,-0.00055+0.0038973i,-9.7501e-05+0.0024998i,0.00026566+0.0013465i,0.0005982+0.0009593i,-4.6505e-05+0.00093677i,-0.00095437+0.00084506i,-0.00044525+3.1464e-05i,2.8756e-05-0.00011626i,1.7996e-05+0.00027863i,0.00028166-1.3477e-05i,-0.00013064+2.112e-05i,-0.00082417+0.00048428i,-0.00045925+8.3154e-05i,0.00047491-0.0001685i,0.0010016+0.00079574i,0.00034003+0.00041506i,4.4415e-05-4.6869e-05i
-0.00098475-0.00010712i,-0.0016256-0.00060932i,-0.001521+0.00052702i,-0.0013943+0.0012331i,-0.001416+0.0010874i,-0.0011861+0.0018077i,-0.00058619+0.0024869i,-7.0938e-05+0.0023922i,4.2776e-05+0.0020668i,0.00053367+0.0020505i,0.00086339+0.0014345i,0.00031604+0.00087769i,-0.00042038+0.00030396i,-0.00020751-0.00072602i,0.00015196-0.00053314i,-5.2789e-05+0.00020059i,0.0005946+9.4261e-05i,0.00054963-0.00025893i,0.00035932+0.00029224i,0.00025778+0.00048791i,-0.00062014-5.5117e-05i,-0.000992-0.00023641i,-0.0005972+8.9402e-05i
-0.00030941-0.00018551i,-0.00040537+0.00057234i,-0.00031984+0.00043839i,-0.0010046+0.00047706i,-0.0012829+0.0010459i,-0.0012737+0.0020678i,-0.0012168+0.0027516i,-5.9616e-05+0.0023999i,0.000572+0.0018425i,0.00021475+0.0015551i,-0.00023414+0.001057i,-2.67e-05-3.3335e-05i,0.00018734-0.00038589i,0.00043438-0.00023846i,0.00030485-0.00059027i,0.00011719-0.00027374i,-0.00065971+0.00020349i,-0.00084709+0.00014851i,0.00015368-0.0002837i,0.00066098-0.00062385i,2.6877e-05-0.00039312i,4.1182e-05+0.0004513i,0.00066321+0.0015576i
0.00094293+0.00022515i,0.00151+0.0003996i,0.0011052+0.00024981i,0.00011704+0.00032966i,-0.00099867+0.00078235i,-0.0017154+0.0016006i,-0.00099346+0.0022907i,0.00046655+0.0021132i,0.0016085+0.0016726i,0.0013359+0.0014754i,0.0010737+0.0011016i,0.0010004+6.9872e-05i,0.00012698-0.00065685i,-0.00019489-0.00033053i,-0.00043822+7.0671e-05i,-0.00034756+0.00026328i,9.1304e-05+2.3267e-05i,2.3179e-05-0.00040706i,-0.00038885+6.2144e-06i,-0.00029741+0.00066701i,0.00056856+0.0009806i,0.0004314+0.00023654i,6.0154e-05-0.00040078i
-0.0013583-0.00023169i,-0.00090744+0.00022979i,-0.0011758-0.00011155i,-0.0010953-0.00026798i,-0.0017548+0.00048543i,-0.0017117+0.0013214i,-0.00013647+0.0018195i,-0.00011032+0.0022374i,-0.00034501+0.0021194i,0.00029964+0.0011556i,0.00025982+0.00016644i,-8.0962e-05+0.00049809i,4.6702e-05+0.0011687i,-0.00020116+0.00063988i,-0.00078457-2.4321e-05i,-0.00088052-0.00031015i,-0.00082795+0.00011283i,-0.00048321+0.0010382i,-6.5427e-05+0.00029115i,0.00030714-5.4916e-05i,3.3957e-05+0.00039943i,-1.541e-05+0.00043434i,-3.4247e-05+0.00026436i
-4.8471e-05-0.00024638i,0.00023336-0.00010928i,0.00010391-9.343e-05i,-0.00075556+0.00038906i,-0.002481+0.00098598i,-0.0029929+0.0017642i,-0.0015836+0.0021268i,-0.00035704+0.0021739i,2.0857e-05+0.0017677i,-6.2375e-05+0.001537i,0.00010132+0.0011367i,0.00012933+0.00081003i,-0.00010071+0.00090702i,-0.00060932+0.00065672i,-0.00042115-1.2875e-05i,0.00024348-0.00030619i,5.4057e-05-0.00056468i,-0.00058521-1.1455e-05i,-0.00020214+0.00048928i,0.00040932-7.3833e-05i,0.00038978+9.4201e-05i,0.00020133+6.7988e-05i,6.2077e-05-0.00067656i
0.00030018+0.00012072i,6.1688e-05-2.9812e-05i,0.00031684+0.00067198i,3.8661e-05+0.0011829i,-0.00043881+0.0016134i,-0.00078807+0.002649i,-0.00049736+0.002689i,0.00050331+0.0022392i,0.00056187+0.0023015i,-0.00017709+0.0017041i,-0.00037615+0.00053585i,-0.00031305+7.816e-05i,-0.00026285+0.0008198i,-0.00031729+0.0010474i,-0.0007629+0.00018656i,-0.0013725-0.0008184i,-0.0019842-0.00099389i,-0.0012769-0.00027352i,-7.9092e-06+0.00056596i,0.00017842+0.00070381i,0.0001721+9.2e-05i,0.00040243-2.0925e-07i,0.0011284+0.00058234i
0.00093796-0.001015i,0.00065018-0.0012159i,-3.2964e-05-0.00067348i,-0.0008314-0.00031656i,-0.0019664+0.00091461i,-0.0023164+0.0022923i,-0.0010594+0.0017411i,3.2681e-05+0.0016547i,7.39e-05+0.0017303i,0.00063644+0.00076974i,0.0012056+0.00038007i,0.00046215+0.00043799i,-0.00020828+0.00022432i,-0.00023987+0.00013264i,-0.00057073+0.00076752i,-0.00087581+0.0007158i,-0.000695-0.00020033i,-5.6213e-05-0.00016178i,-0.00037535+0.0003082i,-0.00071516-4.5853e-07i,2.2101e-05-0.0005086i,0.00027872-0.00048189i,6.0847e-05-9.9284e-05i
-0.00020314+0.0010899i,2.8072e-06+0.0015047i,0.00084503+0.0021573i,0.00045798+0.0021124i,-0.00070946+0.0017556i,-0.0012053+0.0011964i,-0.00067333+0.0016622i,7.2987e-05+0.0020373i,0.00045168+0.0020041i,0.00038559+0.0018104i,0.00059234+0.00054808i,0.00027488-0.00049743i,-0.00013313-0.00070395i,-0.00060004-4.7878e-05i,-0.0014222+0.00025787i,-0.00063176-0.00031339i,0.00018737-0.00029442i,-0.00029466-0.00011116i,-0.00030515-0.0005386i,-0.00022527+6.0015e-05i,-0.00052459+0.00012238i,-0.00050671-0.00010682i,-0.00029811-0.0002245i
-0.0010721-0.00089144i,-0.0017107-0.00016805i,-0.002169+0.00082597i,-0.002412+0.001723i,-0.0027762+0.0023939i,-0.0023598+0.0033152i,-0.00086409+0.0035692i,-0.0003124+0.0035497i,0.00021107+0.0027168i,0.00075393+0.0015978i,0.00052876+0.00073641i,0.0003355+0.00036932i,-7.1752e-05+0.00013615i,-0.00064184-0.00065111i,-0.00083579-0.00096496i,-0.0013105-0.00086202i,-0.0010825-0.00078188i,-0.00039439-0.00035309i,0.0001581-2.032e-05i,0.00048851-0.00011213i,0.00030133-0.00069369i,-0.00023781-0.00076789i,-0.00013453+0.00023559i
0.00027578-0.00044468i,-0.00044013-0.00016655i,-0.00016451-0.00038413i,-7.6662e-05+0.00076054i,-0.0017295+0.001575i,-0.0022863+0.0016278i,-0.0011961+0.0020806i,-0.00055864+0.0018637i,-0.00055773+0.001326i,-0.00046254+0.00068143i,-0.00046814-0.00019193i,-0.0010803+0.00021388i,-0.0013453+0.00064971i,-0.00076655-0.0003592i,6.6137e-05-0.0012246i,-0.00034291-0.0011824i,-0.00058434-0.00067193i,-0.00036984-0.00024814i,-0.00054615+5.9107e-05i,-0.00017794+0.00042758i,0.00014073+8.9809e-05i,0.00013203-0.00032309i,6.6851e-05+4.0504e-06i
-0.00053362-0.0008529i,-0.00063915-0.00064089i,0.00011576+0.00029662i,-0.0001247+0.00031226i,-0.0011223+0.00048939i,-0.0016159+0.0015763i,-0.0010405+0.0023043i,0.00041523+0.0019951i,0.0010857+0.00099827i,0.0013372+0.0010543i,0.0012713+0.001249i,0.00038862+0.00058886i,0.00036176+8.8635e-05i,0.00017323+0.00036426i,-0.00028965+0.00034675i,-0.00043344-0.00091692i,-0.00052899-0.001282i,-0.0003598-0.00055013i,-0.00038723-0.00020476i,-0.00033787+3.3559e-05i,-0.00025017+0.00051303i,0.00042969+0.00051567i,0.001262-0.00017535i
-0.0016353-0.00073268i,-0.00049846-0.00014593i,-0.0011585-0.00017012i,-0.0018961+0.00012211i,-0.0020476+0.0013054i,-0.0012543+0.0024826i,0.00050387+0.0023849i,0.0010508+0.0016325i,0.00022406+0.001035i,-0.00032821+0.00046526i,-0.00039553+1.359e-05i,3.8822e-05+0.00015367i,0.0002473-0.00010312i,0.00027029-0.0010135i,0.00037464-0.00065121i,0.00050482+0.00020145i,0.00072161-0.00057041i,0.0004256-0.0016146i,-4.5018e-05-0.00071271i,3.0352e-05+0.00038297i,-0.00017455+0.00043952i,-0.00049525-4.854e-05i,-0.00062942-0.00064067i
0.00065963-0.00044755i,0.0005509+0.00010575i,0.00068518+0.0012838i,-0.00023574+0.0013278i,-0.0016188+0.0017899i,-0.0019612+0.0029639i,-0.0015166+0.0026955i,-0.0011344+0.0018116i,-0.00076988+0.0013506i,-0.0004236+0.00077117i,-4.9138e-05-0.00017937i,0.00018863-0.00039991i,0.00061714+0.00056251i,0.00052027+0.00059925i,-0.00049676+0.00026895i,-0.0013512+0.0005307i,-0.0011304+0.00022608i,-0.00043803-0.00016189i,0.00060045+0.00018983i,0.00086057+0.00070679i,-0.00028619+0.00079929i,-0.00075768+0.00058826i,-0.00024926+9.9168e-05i
0.0016748+0.0014786i,0.0017881+0.00082256i,0.0012966-0.00066779i,4.8879e-05-0.0019274i,-0.0010288-0.001449i,-0.0011938+0.00088433i,-0.0011177+0.002552i,-0.00017504+0.0029337i,-2.1071e-05+0.0020485i,-0.00018844+0.00077741i,-0.00017225+0.00023396i,-0.00038279-0.00065797i,-0.00022197-0.00085461i,5.3284e-05-0.00037424i,-0.00067972-0.00031456i,4.2244e-05-0.00037417i,0.00041719+0.00012381i,-0.00022204+0.00063568i,-1.7589e-05-0.00015035i,1.7031e-05-0.00044747i,-1.0298e-05-5.354e-05i,-0.00015122+0.00034213i,-0.00021407+0.00026736i
0.0012357-0.00016508i,0.001622+5.1087e-05i,0.00071016-0.00050493i,-0.0011697-0.00021831i,-0.0027168+0.00021132i,-0.0032275+0.0018297i,-0.0025618+0.0032246i,-0.0009297+0.0028886i,0.00048932+0.0018764i,0.00042273+0.0011002i,-7.7359e-05+0.0010491i,-0.00034771+0.00049919i,-0.00030822-0.00029211i,-1.4345e-05-0.00030021i,0.00043065-0.0002537i,0.00081047-0.00068511i,0.00053295-0.00077787i,-0.00070987-0.00022175i,-0.0006429+0.0011002i,-0.00010466+0.0013644i,-0.00023641+0.0011595i,1.9608e-06+0.00099951i,0.00023529+0.00046828i
0.0001401-0.00046524i,0.001057-0.00045926i,0.00082832+4.0323e-05i,-9.4315e-05+0.00070939i,-0.00089273+0.0021683i,-0.0016292+0.0024348i,-0.0010138+0.0022128i,0.00054047+0.002521i,0.000554+0.002153i,0.00041653+0.001172i,0.0009946+0.00067499i,0.0003283+0.00046996i,-0.00046852+0.00026142i,-0.00063314+0.00038454i,-0.00022881+6.5636e-05i,-0.00021607-0.00037076i,-0.00093936-0.00034931i,-0.0011889-0.0004069i,-0.0010539+4.2541e-05i,-0.00030276+0.00067423i,0.00028929+0.00095319i,0.00011677+0.00035097i,0.00029745-8.1161e-05i
