6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
0.00076592-0.00087022i,-0.0013496-0.0007728i,-0.0024494+0.00021983i,-0.0020475+0.0012217i,-0.0012076+0.00085206i,-0.0005562+0.00015692i,-0.0002791+3.9995e-05i,-0.00057957+0.00043759i,-0.00083282+0.00047837i,-0.00055061-1.9802e-05i,-0.00072298-0.00032243i,-0.0010676-0.00051732i,-0.00041798-0.00026353i,-0.00011059-0.00018256i,6.3945e-05-3.7875e-05i,-0.00027658+0.00054654i,-0.00029952+0.00028488i,0.0004515+0.00010883i,-0.00012651-0.00012105i,-0.00013389-1.235e-05i,0.00044464+0.00073792i,0.00056287+0.00051004i,0.00065241+0.00011614i
0.0030479-0.0014469i,0.0026673-0.00087834i,0.0025384-0.0012661i,0.0016698-0.0010943i,0.00096598-0.0012457i,0.00039621-0.001095i,-0.00020114-7.1045e-05i,-0.00016518-0.00029619i,0.00027238-0.0010489i,0.00015707-0.00099874i,-0.00039582-0.001074i,-0.00021707-0.00079474i,0.00025208+0.00029665i,0.00031317+0.00022514i,0.00015154-0.00039203i,0.00014296-0.00045095i,-6.3888e-05-0.00074142i,-7.2952e-05-0.00098358i,0.0003805-0.0010016i,0.00040581-0.0012082i,0.00047746-0.0008732i,0.00051454-3.0244e-05i,0.00076292+0.00018086i
-0.00059035-0.0014208i,0.00021736-0.00047121i,-0.00018839-0.0001234i,-0.00054075-0.00056658i,-4.5307e-05-0.00054502i,0.00079616-0.00058915i,0.0010889-0.00026659i,0.00068707+0.0006391i,0.0003774+0.00089194i,0.00036991+0.00046662i,0.00022071-8.0592e-05i,8.5566e-05-0.00074021i,-0.00026021-0.0011611i,-3.9779e-05-0.00040483i,0.0010617+0.00024136i,0.0010594-0.00015657i,0.00038993-0.00042783i,-6.3918e-06+0.0002565i,5.4953e-05+0.00049092i,7.5136e-05-0.00014609i,0.00033236-0.00037457i,0.00058879-0.00063687i,0.00062849-0.00026506i
0.002846-0.0012353i,0.0023073-0.0026421i,-0.00047365-0.004206i,-0.0024486-0.0037036i,-0.0023151-0.0021169i,-0.0023754-0.00057496i,-0.0017067-0.00018075i,-0.00057296-0.0010214i,-0.00053794-0.0020702i,-0.00092081-0.0016386i,-0.00068187-0.00084762i,-0.00013552-0.00025623i,0.0002365+4.5582e-05i,0.00033729-2.9708e-05i,6.7477e-05+0.0004308i,-0.00029162-8.0022e-05i,5.8833e-05-0.00036174i,0.00012891-2.4163e-05i,-0.00040663+0.00018779i,-0.00023098+0.00057277i,8.8899e-05+0.00040087i,-0.00041193+3.1313e-06i,-0.00077388-9.4276e-05i
-0.0023212+0.00071275i,-0.0020534+0.0017i,-0.0017859+0.0041237i,-0.00064335+0.004343i,0.00034098+0.0023004i,4.4921e-05+0.00049774i,-0.00055631-8.5348e-05i,-0.00084528+8.4214e-05i,-0.0008877+0.00068635i,-0.0002895+0.00063045i,0.00010781-0.00080493i,-0.00019145-0.0012668i,5.6292e-07-0.0003777i,0.00066933+0.00024099i,0.00085644+0.00038411i,-0.0001584-0.00021292i,-0.00032494-0.00071347i,0.00064829-0.00043242i,0.00085065-1.1868e-05i,0.00033885-0.00047272i,-0.00018969-0.0011781i,-0.00035936-0.0012125i,-0.00098307-0.00079914i
0.0002501-8.5793e-05i,0.00095502+0.00034207i,0.0015422-0.00056241i,0.0015304-0.00057245i,0.00094216-2.636e-06i,0.00031183+0.00020545i,-0.0001181-0.00021724i,-0.00021076-0.00016608i,-3.6857e-05+0.0001708i,2.7467e-05-0.00010039i,0.00032853-0.0006533i,6.9913e-05-0.00039902i,-0.00052825+1.8231e-07i,-0.00039605+6.3052e-05i,-0.00038813+7.9355e-05i,-0.00014582-0.00056158i,7.3509e-06-0.00047962i,-0.00024745+0.00020472i,-0.00050839-0.00058028i,-0.00021604-0.00079465i,-0.00019044-0.00053548i,-0.00054503-0.00094049i,-3.5843e-05-0.0001203i
0.00015543+0.0010079i,0.00036656+0.0013498i,-0.00085244+0.0013754i,-0.0010093+0.0010259i,-8.275e-05+0.00093212i,-0.00041068-6.1549e-06i,-0.00030191-0.00055343i,0.00014444+5.1667e-05i,0.00045721+0.0003046i,0.00042843+0.00040944i,-2.9691e-07+0.00014026i,-0.00037652+1.9651e-05i,-0.00098227-0.0010138i,-0.00076855-0.0014637i,-0.00018927-0.00056414i,0.00026861-0.00023309i,0.0010709-0.00030157i,0.00069948+0.00055993i,5.343e-05+0.0012132i,-6.6927e-05+0.00034763i,-0.00017609-0.00026942i,-0.00026772-1.4689e-05i,0.0003808+0.0002539i
0.00071118-0.0010315i,3.219e-05-0.0012147i,-0.00093154-0.0017091i,-0.0021337-0.00097551i,-0.0018158-0.00019172i,-0.00054012-0.00016783i,-6.4657e-05-0.00070817i,0.00048686-0.00034347i,0.00056835-0.00046107i,-0.00034648-0.00010984i,-0.00048893+0.00057369i,-0.00068554+0.00073168i,-2.1393e-05+0.00079476i,0.00082384+0.001028i,0.00040535+0.0012222i,0.00022476+0.00054887i,0.00036128-0.00033954i,0.00033758-0.00037595i,0.00059761-0.00090377i,0.00037066-0.0010655i,0.00075242-0.00090103i,0.0006914-0.00029044i,-0.00073051+8.1131e-05i
-0.0028601-0.00063188i,-0.0029832+0.0013464i,-0.0019237+0.0030883i,-0.001292+0.0034571i,-0.00038012+0.0018549i,3.7576e-05+0.000363i,-0.0010168+0.00047409i,-0.0010274-0.00035893i,-0.00030861-0.001065i,-6.7915e-05-0.0012494i,0.00013017-0.0011134i,0.00081669+7.1656e-05i,0.00082238+0.00058547i,0.00017461-0.00021829i,-0.00086287-0.00082499i,-0.00076552-0.0011955i,0.00041205-0.0014587i,0.00048378-0.001302i,-5.9799e-05-0.00095983i,0.00036784-0.00059823i,0.00037517-0.00046964i,-0.00029223+2.6055e-05i,-0.00036548+8.0113e-06i
5.0693e-05+0.0011682i,0.00036523+0.00014601i,0.00087145-0.0009313i,0.00074956-0.0015558i,0.00050049-0.0021935i,0.00022339-0.0017517i,-0.00076268-0.00045845i,-0.00086019+0.00010293i,-1.6109e-05-0.00051947i,0.00019096-0.0011258i,0.00019855-0.0010062i,4.9437e-05-0.00047343i,-0.00058825-0.0002788i,-0.0011134-0.00026927i,-0.0013039-0.0002012i,-0.001037-0.00069564i,-0.00065624-0.00089989i,-0.00091765-0.00054686i,-0.00090044-0.00026947i,-0.00047048+0.00014636i,0.00011204+0.00033781i,0.00050231+6.4287e-05i,0.00059187+0.00023296i
-2.2952e-05-0.0025967i,-0.00070364-0.0025706i,-0.0015238-0.0020154i,-0.0028726-0.001941i,-0.0023825-0.00085021i,-0.0011679+0.00065025i,-0.00023718+0.00076646i,8.4037e-05+0.00064535i,-0.00016771+1.343e-05i,-0.00060337-0.00056717i,-0.00078959-0.00071873i,-0.00037443-0.00081014i,0.00010726-0.00036332i,0.0003529-0.00022865i,0.00042633-0.00048542i,0.00064138+0.00014599i,0.00053115+0.00056054i,0.00068791+5.1644e-05i,0.00089248-0.00012848i,0.00085186+7.4221e-05i,0.0003641+0.00046724i,-0.00028875-4.821e-05i,1.979e-05-0.00072554i
0.00041137-2.5998e-05i,-0.0014021+6.3278e-05i,-0.0028452+0.00084283i,-0.0017417+0.0014406i,-6.9207e-05+0.0012686i,-1.2838e-05+0.00027516i,-0.0011454-0.00081143i,-0.0007901-0.0012154i,0.00022453-0.0011436i,0.00069714-0.00025945i,0.00020492+0.00031266i,-0.0006285-0.00038784i,-0.00098414-0.00080664i,-0.00098409-0.00070106i,-0.0006459-0.0002413i,-0.00097383-0.00020676i,-0.0014198-0.00034535i,-0.0016228+6.9554e-05i,-0.0011357+0.00046092i,-0.00040802-7.6658e-05i,-0.00034903-0.00074408i,-0.00083478-0.001117i,-0.00016252-0.00036098i
-0.001554+0.0012043i,-7.4014e-05+0.0024468i,0.0018449+0.0023983i,0.002244+0.0014719i,0.0020268+0.00079653i,0.0011723+0.00033395i,1.117e-05+0.00012394i,-0.0001171-2.9167e-06i,0.00070658-0.00019579i,0.0011566-0.00013847i,0.00012738-0.00042716i,-0.00034844-0.001237i,-0.00035535-0.0014647i,-3.923e-06-0.00031651i,-0.0004948+0.00053617i,-0.0013987-1.8497e-05i,-0.0011919-0.00063347i,-0.00053023-9.9344e-05i,0.00030741+0.00029449i,0.00080299-0.00039531i,0.00038378-6.1334e-05i,-0.00020767+0.0003037i,0.00023646-0.00032007i
-0.00081846-0.0012266i,-0.0018378-0.00021595i,-0.0015647+0.00041521i,-0.00096664+0.00048717i,-0.0007421-0.00039092i,-0.00056844-0.0010964i,-0.0010883-0.00074549i,-0.0012868-0.00025361i,-0.00017926-0.00030459i,0.00034514-0.00017364i,0.00055162-1.464e-05i,0.00038361-0.00046315i,0.00038684+0.00011039i,0.00078888+0.00045849i,7.6604e-05-0.00039993i,-0.00048153-0.00066189i,-0.00070779-0.0004338i,-0.00070388-0.00066457i,-0.00064151-0.00049661i,-0.00032669-0.00042538i,-4.0905e-06-8.015e-05i,-0.00051501+0.00055218i,-0.00077926+0.00043098i
-0.0011532-0.0014986i,-0.0011622-0.00048994i,-0.0021116-8.6221e-05i,-0.0028857+0.0010853i,-0.0021574+0.0017376i,-0.00090013+0.0014557i,-0.00048194+0.00049766i,0.00018522-0.00059176i,0.00021612-0.00067499i,-0.00024884-0.00033724i,-2.9549e-05-0.00054621i,0.00059654-0.00079505i,0.00058992-0.00050697i,0.00035726+0.00012309i,0.00066592+0.00044226i,0.00081831+0.00066519i,0.00016987+0.00054582i,9.0716e-05-0.00012761i,-2.9025e-06-0.00014658i,-0.00017171+0.00050485i,0.00038465+0.00036367i,0.00029093-0.00017429i,-8.4135e-05-0.00028449i
-0.0016717-0.0015991i,-0.0026899-0.00069872i,-0.0033073+0.00089827i,-0.0023615+0.00093512i,-0.00065649+0.0001595i,-4.9677e-05+8.7756e-05i,-3.8258e-05-0.00011883i,0.00028945+0.00019601i,0.00042066+0.00010206i,0.00029374-0.00081895i,-1.2618e-05-0.00036872i,1.1729e-05+2.2216e-05i,0.0001423-0.00085243i,0.00015183-0.00088338i,0.0004232-0.00064664i,0.00042621-0.00090737i,1.9931e-05-0.00032276i,-0.0010409+0.00055831i,-0.00067196+0.00026708i,-0.00013643-0.00029491i,-0.00016617-0.00032912i,-9.667e-05-0.00037662i,-0.00023723-0.0003325i
0.001805-0.0011055i,0.0022012-0.0018493i,0.0018485-0.0024944i,0.00017351-0.0012313i,-0.00087676+6.4518e-06i,-0.0010313+2.8279e-05i,-0.0011615+0.00041412i,-0.0010031+0.0012902i,-0.0006294+0.00088815i,-0.00050125-0.00016367i,-0.00053442-0.00025079i,-0.00049556-0.00045848i,3.8419e-05-0.00042879i,0.00047718-0.00034142i,-0.0006229-0.00017788i,-0.00099801-4.147e-05i,-4.1635e-06-5.2463e-05i,-0.00023977+2.4828e-05i,-0.00044821+0.00010415i,-0.00014156+0.00019687i,-0.00075177+9.7739e-05i,-0.00079413-0.00020078i,-7.1944e-05-0.00034602i
-0.0016719-0.0011922i,-0.002622-0.00091934i,-0.002921-0.0009434i,-0.0023956-0.00061727i,-0.0015193-8.0815e-05i,-0.0010188-0.00057565i,-0.0008384-0.0012105i,-0.00033503-0.00081386i,0.00026803-0.00046211i,-0.00017062-0.00099018i,-0.00018114-0.0011009i,0.00043219-0.00074717i,0.0004625-0.00067351i,-0.0005533-0.00017373i,-0.0010185-0.00011687i,-0.00052522+8.5528e-05i,-8.5844e-05+0.00038405i,-9.3657e-05+0.00033785i,-0.00097381-2.3012e-05i,-0.00038661-0.00070464i,0.00041267-0.00054732i,-3.2744e-05-0.00014213i,-0.00025697-0.00011734i
-0.00052888-0.00015088i,-0.00015232+6.4805e-06i,-0.00080295+0.00051474i,-0.00039786+0.0010903i,0.00091446+0.001295i,0.0010898+0.001091i,0.00049766+0.00032848i,0.00035507-4.7482e-05i,-0.00045517-0.00043265i,-0.00068692-0.0013148i,-0.00040033-0.00055834i,-0.00057051-0.00020031i,0.00011402-0.00065804i,0.00017678-0.00032863i,-0.00019282+0.00013584i,-6.1025e-05+0.00021033i,0.00028639+7.9798e-06i,4.2317e-05+0.00013447i,-0.00027397-0.00081797i,2.2446e-05-0.001648i,0.00014822-0.00087207i,0.00027215-0.00026056i,0.00039307-0.0002305i
-0.0013398+0.00072648i,-0.0023049+0.0014299i,-0.0027272+0.0021542i,-0.001729+0.0013069i,-0.00028319-0.00026356i,0.0010423-0.0011166i,0.00095565-0.00035427i,0.00033524+6.814e-05i,0.00011301-0.00020445i,-0.00031047+3.1465e-06i,-0.00071042-5.5452e-05i,-0.00070226-0.00055103i,-5.4402e-05-0.00076917i,-0.00027405-0.00048098i,-0.00056297-0.00028905i,-0.00029975-0.00063493i,-0.000184+0.00013155i,4.6043e-05+0.00077208i,-0.00018328+0.00022648i,-0.00055358+0.00010346i,-0.00057028+0.0008858i,-0.00042979+0.00077055i,-7.8093e-05-0.00035792i
-0.0011109-0.001162i,-0.00019392-0.00025236i,0.00015406+0.00050173i,-8.7401e-05+0.00078139i,0.00026898+0.00083569i,0.00024565+0.00033109i,-0.00030385+1.9106e-06i,0.00018412+0.00012027i,0.00048883+5.77e-05i,0.00034706-0.00057797i,-6.9084e-06-0.00032217i,-0.00017576-0.00030428i,-0.00027286-0.00093652i,-0.00074274-0.00065353i,-0.00085851-0.00042146i,-0.0011782-8.6619e-05i,-0.00092305+7.9773e-05i,-0.00038876+0.00013953i,7.4778e-05+0.00088618i,9.1649e-06+0.00060305i,-0.00013729+0.00026562i,0.00035923+0.00049235i,0.00055482+0.00047891i
1.165e-06-0.0014296i,-0.0010619-0.0014353i,-0.0013156-0.001115i,-0.0011827+0.0003105i,-0.0012946+0.00065563i,-0.0015677-4.1642e-05i,-0.00089464-0.0004866i,-0.00074627-0.001255i,-0.00091469-0.0019115i,-0.0010263-0.0012354i,-0.0012897-0.00018648i,-0.00086021-0.00041517i,-0.0004303-0.00033434i,-9.5681e-05+0.00024276i,-0.00033409+0.0004533i,-0.00051157+2.7707e-05i,0.00021593-0.00082289i,0.00051437-0.00073532i,9.1568e-05+0.00011398i,-0.00049603-1.3766e-05i,-0.00055078-0.00077403i,0.0003223-0.00018113i,-0.00013065-6.3238e-05i
-9.7326e-05-0.00081239i,0.00078334-0.00083551i,0.00066027-0.00032641i,0.00081998+0.00073096i,0.001199+0.0009898i,0.0004741-0.00011562i,-0.0011114-0.0010022i,-0.0015768-0.00066694i,-0.00098042-0.00027431i,-0.00018371-0.00061484i,0.00056461-0.00077675i,5.1772e-05-0.00076166i,-0.00077803-0.00036943i,-0.00057177-0.00058015i,-0.00056421-0.00052332i,1.9214e-05+0.00015277i,0.00042752+0.00074329i,5.3581e-05+0.00043845i,8.2509e-05+5.0969e-05i,-0.00011711+0.00043818i,-0.00055525+0.00057332i,-0.00020565+0.00058258i,0.00028536+0.00045243i
0.0020579+0.00017035i,0.00075084-0.00056993i,-0.0010128-0.0018821i,-0.001153-0.001525i,-0.00081992-0.00033836i,-0.00098746+0.00016722i,-0.00099017+5.7206e-05i,-0.00042639-0.00023126i,0.00041355-0.00036795i,0.00034004-0.00071491i,-0.00015339-0.00106i,0.00036948-0.00056776i,0.00060113+0.00041845i,-0.00013081+0.00019699i,-0.00044985-4.6988e-05i,-0.00018778-0.00038957i,-0.00034441+1.9047e-06i,-0.00071849+0.00034012i,-0.00095438-0.00022934i,-0.000891-0.00039025i,-0.00098619-0.00046131i,-0.00074981-0.00017251i,0.00016111+0.00040405i
-0.003216+0.0016268i,-0.0021034+0.0017171i,-0.0010488+0.0026711i,7.195e-05+0.0027267i,0.0016969+0.0018812i,0.001741+0.00063984i,0.00046134+6.3901e-05i,0.0001662-0.00031181i,-0.00013715-0.00030892i,0.00045778+0.00052467i,0.00085172+0.00084322i,0.00043776+0.00057764i,-5.5878e-05+0.00027092i,-0.00068683-0.00037505i,-0.00021087-0.00050068i,0.00044686-0.00028014i,0.00050878+4.6058e-05i,0.00052292+0.00014596i,0.001049+0.00024521i,0.0013387+0.00012652i,0.0013964-0.00020936i,0.00056347-0.0001633i,-0.0004008+0.00054383i
-0.00023456+1.6085e-05i,0.00096677+0.0003045i,-0.00011191+0.00051846i,-0.0011129+0.00072864i,-0.0012704-1.8074e-05i,-0.0010045-0.00095875i,-0.00073663-0.00097653i,-0.00070542-0.0011822i,-0.00047413-0.0019138i,5.9448e-05-0.001793i,6.8547e-06-0.00098474i,0.00039855-0.00021116i,0.00048593+0.00031566i,3.8851e-06+0.0003026i,6.0225e-05+2.4746e-05i,0.00050445+0.00019427i,0.00049517+0.00026273i,0.00042048+0.00018042i,0.00047569+0.00024766i,-0.00010208+0.00030507i,-0.00055429-3.7179e-05i,0.00024199-0.00035661i,0.00096816-5.9349e-05i
0.0017027+0.0022011i,0.0014244+0.0010715i,0.0019354+0.00056803i,0.0020349+0.00024123i,0.0020674-0.00024996i,0.00072541-0.0010285i,-0.00057643-0.00071503i,-0.00047091+0.00036361i,-2.8397e-05+0.00010437i,0.00034628-0.00117i,5.001e-05-0.0013104i,-0.00087267-0.00084523i,-0.00053085-0.00054341i,-4.1583e-05-4.5585e-05i,0.0004635+0.0002524i,0.00014996+0.00061758i,-0.00010789+0.00032456i,0.00058799+0.00024595i,0.00079638+0.00015314i,0.00029087+0.00027388i,0.00011643+2.2387e-05i,0.00046093-0.00048662i,0.00045301+7.4846e-05i
0.00042737-0.0031058i,-0.00067008-0.0026942i,-0.0018874-0.0021774i,-0.0022799-0.00098763i,-0.001987-0.00013656i,-0.0011623-0.0003359i,-0.00060574-0.00068755i,-7.2705e-05-7.8432e-05i,0.00014935-6.7781e-05i,-0.0007946-0.00064698i,-0.00096282-0.0010793i,-0.00035947-0.00091285i,0.00047118-0.00062434i,0.0010198-0.001147i,0.0012285-0.0013008i,0.00063484-0.0007944i,-0.00034714-0.0002243i,-0.0006855-0.0004135i,-0.00015583-0.00047487i,0.0005197-0.0002385i,5.1872e-05+1.7523e-05i,-0.00064872-7.1934e-05i,0.00061101-5.111e-05i
-0.0014027-0.00075312i,-0.0012135+0.00065898i,-0.0017168+0.0023957i,-0.0019823+0.0030884i,-0.00045893+0.0020265i,0.0012248+0.0006967i,0.0017771+6.1659e-05i,0.00094061+0.00047026i,-6.7846e-06+0.00039215i,-0.00042223-0.00034088i,-0.0010674-0.00050679i,-0.00045505-0.00018457i,0.00011478-0.00036053i,1.9994e-05-0.00034384i,-6.1793e-05-9.9028e-05i,-0.00011013-0.00022783i,-2.0641e-06+0.00062598i,0.00017578+0.000535i,-5.4509e-05-0.00018371i,-0.00048768+0.00013064i,-2.6187e-05+0.00013638i,0.00050227-0.00041297i,0.00015769-0.00046733i
-0.00092349+0.0013968i,0.00079463+0.0017914i,0.0029017+0.001681i,0.0024685+0.0013497i,0.00083124+0.00018388i,0.00041928-0.0014284i,0.00018572-0.0012415i,-0.00038027-0.00014202i,-0.00051827+0.00064304i,-0.0001478+0.00046823i,0.00015756+0.00013565i,-7.0303e-06+8.529e-05i,-0.00073982-0.0003254i,-0.0012854+7.5305e-05i,-0.0014177+0.00083746i,-0.0011465+0.00030141i,-0.00080681-0.00042813i,-0.00060675+0.00050356i,0.00019015+0.0010511i,0.00075677-4.6011e-05i,0.00048784-0.00041988i,-0.0003004+0.00058438i,-0.00064193+0.00043564i
0.0031566-0.00097871i,0.0019678-0.0014447i,0.0005632-0.0017732i,-0.00037065-0.0020233i,-0.0011095-0.0015612i,-0.0018686-0.0002276i,-0.0010137+0.00039889i,0.00048588-3.5381e-05i,0.00078599-0.00018714i,0.00021343+0.00011434i,-0.00058009+0.0010352i,-0.001244+0.0011072i,-0.00082188+0.00064218i,5.2675e-05+0.00055483i,0.00062791+0.00070122i,0.00037559+0.00060927i,8.3353e-05+0.00026741i,0.00032934+0.00035509i,0.00032071-5.6777e-05i,-0.00030676-0.00064277i,-0.00027306-0.00058082i,0.0001943-8.5487e-05i,0.00063136+0.00018056i
-0.00095354+0.00095313i,-0.00087098+0.00044598i,-0.00049723-0.00064739i,-8.3658e-05-0.0003203i,0.000716+0.00069754i,5.1903e-05+0.00037454i,-0.00093377+5.1619e-06i,-0.00073375+9.9651e-05i,-0.00015312-0.00034285i,0.00024727-0.000942i,-9.7856e-05+0.00014856i,-0.00024588+0.0013539i,7.5298e-05+0.0018159i,-0.00015047+0.001448i,-4.3036e-05+0.00063287i,-0.00025029-0.00019791i,-0.00059071-0.0010344i,-0.00013896-0.0011743i,0.00036614-0.00036338i,0.00023777-0.00041576i,9.259e-05-0.0010669i,0.00032317-0.00046457i,-7.8605e-06+7.2428e-05i
-0.001929-0.00045347i,-0.0015543-2.2848e-05i,-0.0018961+0.000403i,-0.001646+0.00099553i,-0.00022281+0.00091592i,0.00098234+0.00025436i,0.00074325-0.00060821i,0.00042166-0.00054282i,0.0004556+9.7051e-05i,0.00053206-0.00072812i,0.00095805-0.0014184i,0.00049123-0.00074656i,-0.00037462+0.00030903i,0.00014456+0.00129i,0.00084793+0.00080449i,0.00050479-0.00043098i,-0.0003612-0.0001621i,-0.00085374+0.00053615i,-0.00073472-3.9541e-05i,-7.6433e-05-0.0001902i,-0.00028997+0.00045486i,-0.00037012+0.00057461i,-0.00051449+0.00019437i
4.5029e-05+0.00051328i,-0.00039386+0.0015796i,-0.00083181+0.0021886i,-0.00067273+0.0021022i,-0.00027804+0.0013379i,-0.00060634-0.00032774i,-0.0009952-0.0015376i,-0.00042866-0.00080854i,-8.9936e-05+0.00026053i,-0.00075952-5.1697e-05i,-0.00086496-0.00051434i,-0.0002429-0.00015759i,-0.00047244+0.00031577i,-0.00090927-0.00019357i,-0.0006366-0.0006076i,-0.00048737-0.00059003i,-0.00038161-0.00066389i,-6.8584e-05-9.3781e-05i,-0.00015954+0.00055748i,-0.00082404+0.00083878i,-0.00051738+0.00066414i,0.0005348+0.00024026i,0.00069899-0.0001845i
0.0015598+0.00065547i,0.0011779+0.00051745i,0.00013147+0.0010029i,-0.00030752+0.00082989i,0.00026048-0.0003782i,0.00030148-0.0011975i,-0.00042507-0.00096196i,-0.00013831-0.00011724i,4.1042e-05+0.00025367i,0.00050942+0.00014908i,0.00067083+0.00022546i,0.00020392+0.00030323i,-0.00025689+0.00014627i,-0.0010386+0.00032576i,-0.00071057+0.00049286i,5.2425e-05+0.00030836i,0.00021414-0.00021866i,0.00047325-0.00052776i,-0.000113-0.00035033i,-0.0010452-0.0003993i,-0.00067709-0.00010262i,-1.933e-05+0.00045367i,-0.00016191-0.00034606i
0.00017597+0.00064554i,0.00012747+0.0015745i,0.00065862+0.0025029i,0.00067998+0.0019371i,0.00037174+0.0013589i,6.0229e-06+0.0011732i,-8.82e-05+0.00049471i,0.00042972-2.4631e-05i,0.00086179+0.00021535i,0.00042368+7.392e-05i,0.00025006-0.00062848i,-8.6327e-05-0.00030858i,7.1228e-05+0.0004909i,3.9165e-05+0.00032191i,-0.00049937+0.00041925i,-0.00085329+0.0012524i,-0.00081159+0.0014249i,-0.00054761+0.00094234i,-0.00027551+0.00083569i,-0.00051533+1.2748e-05i,-0.00057936-0.00068416i,-0.00021376-0.00039846i,-0.00020389-0.00091753i
-0.0011677+0.00010563i,-0.001998-0.00035893i,-0.0018322+0.00061295i,-0.0014262+0.0007315i,-0.00075266-0.00058423i,-0.00053037-0.0011499i,0.00059319-0.0010504i,0.0011844-0.0001699i,0.00036755-7.4557e-05i,0.00028905-0.0010753i,0.00017041-0.00082234i,-0.00078535-3.505e-05i,-0.0013826+0.00036507i,-0.00055217+0.00032629i,0.00014291+0.00024262i,-0.00026649+0.00042067i,-0.00031247+0.00056695i,2.9954e-05+0.0011485i,-5.6719e-05+0.00062342i,-6.664e-05-0.00038303i,-0.00023019+0.00027445i,0.00011154+0.00072438i,0.00089655+0.00011953i
-0.0012357-0.00011775i,-0.00084874+0.0010931i,-0.00064822+0.0019234i,-0.00033348+0.0022936i,-0.00076758+0.0019411i,-0.00085485+0.00079354i,-0.00043162-0.00066159i,-0.00058404-0.0012747i,-0.00015228-0.0012183i,0.00012317-0.0012658i,-0.00022128-0.00095524i,4.3506e-05-0.00054428i,0.00070521-0.00080039i,0.00081546-0.00064608i,6.7919e-05-9.5157e-05i,-0.00052803+0.00034003i,-0.00090397+0.00053362i,-0.00069693+5.6435e-05i,-0.000204-0.00026387i,-0.00017663+0.00014928i,-0.00073475-8.1224e-05i,-6.4236e-05-0.00034197i,0.00069966-0.00033208i
-0.0020033+0.0010218i,-0.0024206+0.001618i,-0.0024633+0.0028566i,-4.8269e-05+0.0031494i,0.001863+0.0025859i,0.0016422+0.0011394i,-0.00012973-8.5098e-05i,-0.00077927-0.00027067i,-0.00011678-0.00041127i,0.00010777-0.00037053i,0.00026597-0.00056833i,0.00059579-0.00077439i,0.0002745-0.00055158i,-2.589e-06-0.00084474i,-0.00022144-0.0011215i,-0.0011185-0.00062801i,-0.00095976-0.00047133i,6.8316e-05-0.00017104i,0.00014155+0.00028498i,0.00034969+0.00046293i,0.00065309+6.8924e-05i,0.00054128-0.00019883i,0.00039444-0.00032774i
-0.00021927+0.00068486i,0.00030863+0.0017797i,0.00028175+0.0013724i,-0.00053656+0.0010614i,-0.00037209+0.0013292i,-0.00012852+0.00069992i,-0.00090862+0.00032486i,-0.0005799+0.00021365i,-8.575e-05+0.00044275i,5.0089e-05+0.00097878i,9.2129e-05+0.000685i,-1.8384e-05-0.00027791i,6.8051e-05-0.0004798i,-0.00028864+4.7178e-05i,0.00050732-0.0003082i,0.00087799-0.00029401i,-7.3153e-06-0.00028837i,-0.00046858-9.1748e-05i,-0.00032775+0.00060347i,-0.00010073+0.00038214i,-0.0003265-0.00015657i,-0.00050582-0.00032692i,-0.00062048-0.00038439i
-0.00015219+0.00017434i,-0.00088924+0.00079676i,-0.0018701+0.0017417i,-0.0024811+0.0015993i,-0.001508+0.00018423i,-0.00049578-0.00039971i,-0.0010787-0.00016972i,-0.0014944-0.00033075i,-0.00049826-0.0006292i,0.00036163-0.00040515i,0.00068853-0.00020346i,-3.1124e-05+1.2859e-05i,-0.00072974+6.241e-05i,-0.00074121-0.00020308i,-0.00061346+7.8038e-05i,-0.00033477+6.6038e-06i,-0.00023523-0.00027833i,-0.00035152-0.00038239i,-7.9274e-06-0.00026566i,0.00065152+0.00022285i,0.00023006+0.00059503i,-0.00080105+0.00045421i,-0.00064381+0.00038624i
-0.0014372-0.0009133i,-0.0018881-0.00024328i,-0.0028955+0.0010274i,-0.0018796+0.001549i,0.00013764+0.0013959i,0.0011568+0.00017448i,0.00090669-0.00098412i,-0.00019018-0.00076939i,-5.3465e-05+0.00015328i,0.0002174+0.00041131i,6.1525e-05-0.0002003i,0.00052524-0.00058096i,0.00033623-0.00081255i,-0.00076723-7.0925e-05i,-0.00062697+0.00061974i,-8.3348e-05+0.00042773i,-0.0004929-0.0001588i,-0.00075426-0.00091555i,-0.00038779-0.0013932i,-6.6057e-05-0.00094634i,-8.9953e-05+0.00011124i,-0.000175+0.00062988i,-0.00023073+0.000444i
