-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
-0.001966+0.0019294i,-0.0008992+0.0015387i,0.00029502+0.0023994i,0.00074014+0.0033032i,0.0018804+0.0027897i,0.0030578+0.0014179i,0.0026027+0.00016277i,0.0019756-0.00016396i,8.4699e-05+0.00054475i,-0.0018398+0.00063386i,-0.0015442+0.0013538i,-0.0005302+0.0017846i,-0.00039682+0.0012731i,-0.00025589+0.00046567i,-0.00048817+0.00016372i,-0.00038477+0.0006299i,0.00047518+0.00065528i,0.00088559+0.00033835i,0.00062872+5.2951e-05i,0.00070144+0.00077953i,0.0010408+0.0018467i,0.0013901+0.0018181i,0.0014805+0.00047793i
-0.00076489-0.0013432i,-0.00045759-0.00046152i,-0.0011107+2.5871e-05i,-0.00099872+0.0010889i,0.00071882+0.0023083i,0.0017504+0.0023458i,0.0014943+0.001732i,0.0005814+0.0011387i,-0.00090768+0.00054224i,-0.0021288-0.00032747i,-0.0020076-0.00047054i,-0.0013616+0.00012056i,-0.0006219+0.0003255i,-0.00023198+0.00028499i,-0.0008011-0.00031978i,-0.0010345-0.00072525i,-0.00050255-0.00021874i,0.00051619+0.00032553i,0.0010309+0.00029071i,-7.4482e-06+0.00047312i,-0.00058966+0.0010422i,0.00019904+0.00078013i,-3.2212e-05-0.00028058i
-0.00012491-5.3796e-05i,0.00024899+0.0005143i,-0.0002704+0.00054947i,0.00033286+0.00040667i,0.0016708+0.00098348i,0.0018953+0.00096041i,0.0011492+0.0010665i,8.855e-05+0.00099873i,-0.00041625+0.00016056i,-0.00072544-0.00083531i,-0.0008237-0.0010985i,-0.00040498-0.0010902i,-6.8743e-05-0.00088858i,-7.155e-06-0.00043685i,-7.6078e-05-0.00057318i,0.00021406-0.00081931i,0.00028126-0.00032412i,0.00011184-0.00048873i,8.4248e-06-0.00075628i,-0.00019458-0.00049135i,-4.4033e-05-0.0003713i,5.925e-05+2.0314e-05i,3.0392e-05+0.00019114i
0.00081193+0.0017547i,0.0016618+0.00093388i,0.0027266+0.0013924i,0.00318+0.00050816i,0.0027356+8.3572e-05i,0.001165+0.00049315i,5.2393e-05+0.00059531i,0.00073198+0.0013967i,0.0013613+0.0016477i,0.0013299+0.00049718i,0.001175-0.00040463i,0.00069356-0.0007457i,0.00053882-0.00084037i,0.00066388-0.00021609i,0.00066058-0.00026025i,0.0012158-0.00050485i,0.00089611-0.00012204i,0.00062883+0.00013489i,0.0011736+4.4637e-05i,0.00048081+0.00010692i,-0.00050945-0.00020112i,-0.00097027+4.3419e-05i,-0.00081054+0.00037057i
-0.0010734+0.00015041i,-0.00046603-4.4125e-05i,0.00034694+0.001068i,0.0015541+0.0028272i,0.0028227+0.0032314i,0.0039475+0.0022291i,0.0036166+0.00085392i,0.0021648+0.00062501i,0.00083599+0.0015877i,0.0008561+0.0020177i,0.0011918+0.0011867i,0.0012617-1.835e-05i,0.0010367-0.00017769i,0.0003576+0.00037401i,-2.0059e-05+0.00074253i,-3.671e-05+2.5581e-05i,0.00058705-0.00027488i,0.0008338+0.00028235i,-0.00043972+0.00020699i,-0.0016183-0.00026407i,-0.00093186-0.00049842i,0.00010826-0.00060672i,0.00079406-0.00055896i
-0.00038876+0.0011124i,0.00048613+0.0024097i,0.001416+0.0026913i,0.0018196+0.0026601i,0.0022984+0.0016637i,0.0027478+0.00091739i,0.0021739+0.0010102i,0.0013238+0.00036986i,0.00092245+0.00030475i,-5.3059e-05+0.0012947i,-0.00059671+0.0020954i,-0.00034571+0.0019079i,0.00017859+0.00065423i,-0.00029733-6.9626e-05i,-0.0010643+0.00015693i,-0.00052835+0.0002468i,0.00034261+0.00053605i,0.00081577+0.00060767i,0.00036025+0.00015756i,0.0001544-0.00055723i,0.00063535-0.00037271i,0.00091455-0.00035936i,5.6481e-05-0.00082882i
0.00056513-0.002316i,-0.00028361-0.0024153i,-0.00032706-0.0014646i,-0.00036595-0.00054587i,-6.3672e-05+0.00082586i,0.0011591+0.0027796i,0.0015945+0.0027365i,0.0013076+0.0014528i,0.00064002+0.00051549i,-0.0011826+0.00073132i,-0.0019765+0.00083647i,-0.00084026+0.0010992i,-0.00024345+0.00077068i,-0.00047658+0.00028336i,-0.0003695+5.0523e-05i,-0.00051726+2.1026e-05i,-0.000404+0.00042718i,0.00065683+0.00075871i,0.0010972+0.00052721i,0.00062188+1.3754e-05i,1.6254e-05+0.00027873i,-0.00019664+0.00017777i,0.00019717-9.7415e-05i
-0.00055698-0.0010034i,-0.0011212-0.0004866i,-0.0020378-0.0011024i,-0.0018071-0.00031958i,-0.00048026+0.00036276i,0.0002498+0.000864i,0.00088407+0.0019263i,0.0010508+0.0022248i,-1.817e-05+0.00076303i,-0.0011476-0.00099718i,-0.0011862-0.00060941i,-0.0010482+0.00034009i,-0.00076147-0.00020399i,-0.0004408-0.0015555i,9.8959e-05-0.0015979i,0.00052672+0.00024238i,0.00043899+0.0010668i,0.00013428+0.00020009i,-4.9617e-05-0.0001658i,0.00037167-7.9048e-05i,0.0002848+0.00012652i,-0.00023845+0.00022183i,-0.00062221-0.00044252i
-0.0023309+0.0010905i,-0.0012102+0.0022325i,-0.00066813+0.0031245i,0.00049244+0.0036213i,0.0023422+0.0037948i,0.0035411+0.0024771i,0.0029724+0.00095933i,0.0010705+0.0010082i,0.00072119+0.00076348i,0.00067366-0.00026315i,-5.6654e-05-0.00064417i,-0.00018831-0.00070342i,-0.00079991-0.00035731i,-0.0010072-3.8231e-06i,0.00035217+0.00026507i,0.00093984+0.0012355i,0.00072628+0.0016836i,0.0001934+0.001349i,0.00026564+0.00073667i,0.00092483+0.00053816i,0.0011149+0.00045393i,0.00063786+0.00011943i,-5.9107e-05-0.00025749i
0.00084912-0.00022575i,-0.00018654-0.00069063i,0.0005024-0.00090992i,0.0010373+0.00043847i,0.0010348+0.0011647i,0.0012101+0.00092285i,0.001767+0.00173i,0.0018887+0.0019128i,0.0013948+0.0010149i,0.0009294+0.00027186i,0.0014725+2.089e-05i,0.0014647+0.00032646i,0.00025633+0.00023647i,0.00067817-0.00051248i,0.0014839+7.4128e-05i,0.0013963+0.00099581i,0.0012846+0.00088802i,0.0006838+8.6576e-05i,0.0008559-0.00025063i,0.00069361-0.00054537i,0.00022757-0.00016582i,0.00061024+0.00048531i,0.00012765+0.0007687i
-0.00059461+0.00076143i,6.4557e-05+0.0018878i,-0.0004783+0.0023396i,-0.00010752+0.0017451i,0.0013745+0.0016175i,0.0021385+0.0014224i,0.0023007+0.0010047i,0.001707+0.0012599i,0.00023156+0.0012062i,-0.0004983+0.0013239i,-0.00041393+0.0021372i,7.9908e-05+0.0017083i,0.00017229+0.00054834i,-0.00061637-0.00014095i,-0.00089386+0.00051901i,-0.00033281+0.0013144i,0.0001912+0.00010536i,0.00056507-0.0014834i,0.00052277-0.0009515i,0.00023669+0.0002652i,0.00041693-0.00047745i,0.00078548-0.00058408i,0.00044044+0.00033533i
5.1615e-05-0.00024323i,0.00031084+0.00065234i,0.00048846+0.0022257i,0.00063116+0.0032424i,0.0008468+0.003147i,0.0018122+0.0023278i,0.0019752+0.0014334i,0.0016832+0.0008598i,0.00090887+0.00092642i,-0.00054709+0.0014258i,-0.001834+0.001496i,-0.0016431+0.00072978i,-0.00091597+0.00031804i,-0.00083915+0.00026183i,-0.00070212+0.00014933i,-0.00040181+0.00010856i,-2.0623e-05+0.00030205i,0.00029212+0.00015709i,0.00071918+0.0001315i,0.00092957-6.0817e-05i,0.00098955-0.0003009i,0.00099873-0.00036914i,0.00062579-0.00053112i
0.00026931-0.00051265i,0.00044727-0.0012546i,0.00054354-0.0024834i,0.0011348-0.0027959i,0.0020834-0.001837i,0.0023381-0.00050183i,0.0022563+0.00022584i,0.0017552+0.00086952i,0.00068952+0.00059095i,-0.0003977+0.00016563i,-0.002007+0.00018016i,-0.0019029+5.9156e-05i,-0.00051698-0.00032563i,-0.00018114-0.00034038i,-0.00074105+0.00010584i,-0.0010279+0.00030064i,-0.00043375-1.3248e-06i,0.00024891-0.00020653i,0.00037431+0.00014282i,0.00041728+0.00052481i,0.00026437+0.00035692i,0.0003397-0.00040023i,0.00045045-0.00087966i
0.00052039-6.9302e-05i,0.00043281-0.00029642i,0.00057077+5.9784e-05i,0.00056163+0.00086096i,0.00088152+0.0011485i,0.0010926+0.0001928i,0.00065608+0.00010128i,0.00040618+0.00067353i,0.00011376+0.00031948i,-0.00093381-0.00075705i,-0.0012153-0.0010277i,-0.00094884-0.00041714i,-0.00028849-6.9359e-05i,0.00064423-4.1607e-05i,0.0011379-0.00075532i,0.0011981-0.00081859i,0.00070295-0.00025143i,0.00058333-9.4944e-05i,0.00033422-0.00022946i,-0.00014998-0.001066i,3.6076e-05-0.0005594i,1.3111e-05+0.00013474i,-0.00011893-0.00085044i
-0.0009901+0.00050123i,-0.0016028+0.0014084i,-0.0014226+0.0022674i,0.0014372+0.0024387i,0.0032766+0.0013345i,0.0036119+0.001194i,0.0033784+0.0018176i,0.0019784+0.0020472i,0.0010596+0.0019111i,0.00065408+0.0012799i,0.0010904+0.00055981i,0.0013773-0.00078939i,0.00092763-0.0010352i,0.0002088-0.00043909i,0.00016859-0.00057482i,0.00069109-0.00080124i,0.00077409-0.00049919i,0.00048018-0.00018964i,0.00051425-0.00035932i,0.00089354-5.4195e-05i,0.0012561+0.00051298i,0.0008183+0.0005029i,0.00059845-0.00013969i
0.0014993+0.0013367i,0.0018165+0.00026814i,0.001097-0.0011189i,0.0011336-0.00091223i,0.0013928+0.00010386i,0.00052727+0.00048025i,2.2878e-05+0.0010665i,0.00057609+0.00094327i,0.0015727+0.0012334i,0.0015343+0.0021304i,0.00050784+0.0017769i,0.00047003+0.0012863i,0.0011284+0.00060785i,0.0012968+0.0006504i,0.0011665+0.0015464i,0.001228+0.0010255i,0.0013206+0.00074193i,0.00080473+0.00068216i,-0.0002538+6.1541e-05i,-0.0012107-0.00018113i,-0.00099648-0.00013806i,-0.0002075+0.00011818i,-0.00016583+0.00049018i
2.1105e-05-0.0044789i,-0.00069079-0.0027508i,-0.002682-0.0020498i,-0.0040488-0.0011256i,-0.0030746+0.00069946i,-0.00016349+0.0034004i,0.0018225+0.0037242i,0.0022152+0.0015916i,0.0007555+1.583e-05i,-0.0014339+0.00036297i,-0.0017129+0.0023009i,-0.00090446+0.0022926i,-4.0855e-05+0.00075345i,0.00030641-3.2484e-05i,0.00036949+9.0263e-05i,0.00035611+0.00031043i,0.00039727+7.5086e-05i,0.0014005-0.00033415i,0.0012643+0.00049626i,0.0001798+0.00074955i,0.00033635+0.00024315i,0.00068021+0.00029404i,0.00034332-6.8943e-05i
1.1168e-05-0.0015231i,-0.00050566-0.0014594i,-0.00029027-0.00058284i,-0.00026778+0.00075149i,8.8572e-05+0.0011748i,0.00049846+0.00046397i,0.00077863+0.00072365i,0.00035417+0.00015206i,-0.00011368-0.00099889i,-0.0012053-0.00050123i,-0.0018346+0.00093484i,-0.0016551+0.0012509i,-0.0011034+0.00079033i,-0.00052551+0.00037732i,0.00018963-1.0834e-05i,0.00046584+5.5217e-05i,-0.00033663+0.00055069i,-0.00017186+0.00061826i,0.00074629+0.00088647i,0.0010773+0.00074544i,0.0010811-0.00013485i,0.00076339-2.3919e-05i,-0.0002472+0.00021434i
-0.0011196+0.00084968i,-0.00030986+0.0019175i,0.00050321+0.0033066i,0.0012765+0.0036765i,0.0015716+0.003755i,0.0010696+0.0030712i,0.00090031+0.0019817i,0.0010133+0.0011585i,0.0004608+0.00085485i,-0.00079257-2.3612e-05i,-0.0015106-0.00073123i,-0.001786-0.00016152i,-0.0010719-8.4976e-05i,-0.00036971-0.00015841i,-0.00018463-5.3073e-05i,2.3412e-05-0.00025311i,9.5838e-05-0.00053273i,-0.00026516-6.6971e-05i,-0.00042483-0.00014381i,-0.00065999-0.00036198i,-0.00085566-0.00071107i,-0.00062061-0.0010604i,-0.0001597-0.00018648i
0.00094528-0.00017383i,0.0012445-0.00095474i,0.00072887-0.001537i,0.00084471-0.0011897i,0.0011963-0.00079124i,0.00062497+0.00011312i,0.00043436+0.00082441i,0.00039841+0.00070981i,-4.4052e-05-0.00015446i,-0.00034704-0.0010284i,-0.00022897-0.00066779i,0.00020343-0.00012988i,0.00032485+0.00045167i,0.00040389+0.0005668i,0.00085479+0.00069711i,0.00063609+0.00051035i,-0.00020984+0.00031134i,-9.3193e-05+0.00026534i,0.00014478+5.4918e-05i,-0.00070341+0.00052963i,-0.00044474-3.8316e-05i,-1.5392e-05-0.0008051i,1.7647e-05-0.00041365i
-0.00033848-0.0013024i,-0.0010452-0.00040869i,-0.0019162-0.0006374i,-0.0012116+0.00040945i,-0.00062672+0.0026435i,0.00048416+0.0038171i,0.0017713+0.0032645i,0.0017153+0.0021819i,0.0013248+0.0010502i,0.001229+0.0001681i,0.0013499+0.0008732i,0.0015881+0.00066003i,0.00066522-0.00098431i,9.2341e-05-0.001022i,2.6566e-05-1.9103e-05i,0.00059222+0.00018252i,0.0011389+0.00020458i,0.00031687+0.00068813i,-0.00026117+0.0012176i,-4.2758e-05+0.0011554i,0.00026516+0.00085908i,0.00046097+0.00097547i,0.00045264+0.00046428i
-0.00089545+0.0022444i,-0.00078309+0.0024522i,6.4738e-05+0.0030653i,0.0013775+0.0033013i,0.0025489+0.0025847i,0.0027822+0.0016914i,0.0019011+0.0014206i,0.00085594+0.0010777i,-9.5517e-06+0.00093612i,0.00035762+0.00071401i,0.0012627+0.00015578i,0.00069935+0.0010251i,5.6331e-05+0.0013909i,0.00030194+0.00068181i,0.00010863+0.00072883i,0.0001765+0.0012178i,0.0010313+0.0012663i,0.0010576+0.00034776i,0.001213+0.00010383i,0.0010561+0.00038347i,0.0005314+0.00021098i,0.00079515-3.6404e-05i,0.00073704-0.00019573i
0.001832-0.00034876i,0.00061973-0.00056072i,0.00035501+0.00023303i,0.00075216+0.0012769i,0.00094462+0.0011554i,0.00079089+0.0012239i,-4.9517e-05+0.0015877i,0.00037794+0.0013835i,0.00050523+0.00047005i,-0.00047639+0.00085681i,-0.00069575+0.0014676i,-0.000698+0.0013126i,-0.00098353+0.00075214i,-0.00037884-1.1726e-05i,0.00012662+0.00047126i,-0.00012909+0.001304i,0.00031815+0.0009565i,0.0010817-0.00024007i,7.1685e-05-0.00069699i,-0.00057137-0.00047345i,-3.6026e-05-0.00070795i,-0.00021065-0.00047131i,0.00019403+0.00048557i
0.00049005-0.00034386i,0.0005804-0.0015958i,0.0003713-0.0024863i,0.00041936-0.00065817i,0.00069778+0.0014526i,0.0015404+0.0019797i,0.0012617+0.0019763i,-8.4766e-05+0.0018347i,-0.00058619+0.00049427i,-0.0010429-0.00074658i,-0.0016266+0.00014826i,-0.00088223+0.00098034i,0.00015477+0.00027088i,0.00015179-0.00032837i,-0.00073936-1.575e-05i,-0.00071557+0.00042841i,0.00036786+0.00044095i,0.0001342+0.00096813i,-0.00046098+0.00096652i,-0.00074135+0.00061768i,-0.00071822+0.0011918i,-7.3476e-05+0.00065839i,0.00080097-0.00016061i
-0.00044631+0.0021244i,-0.00013707+0.0026947i,-0.00022195+0.0032179i,0.00048278+0.0029757i,0.0017764+0.0027033i,0.0025145+0.0021142i,0.0025732+0.00094027i,0.0020713+0.00034841i,0.0011511-1.7539e-07i,-8.1254e-05-0.00026268i,-0.001074-0.00067484i,-0.0006748-0.00069958i,-0.00048407-4.573e-05i,-0.0010403+0.00059892i,-0.00036602+0.00054342i,0.00077953-0.00020504i,0.00090532-0.00092039i,0.00042941-8.2871e-05i,-0.00030318+0.00021863i,-0.00042639-0.0006476i,0.00032008-0.0003275i,-5.115e-05+0.00051122i,-0.00034087+0.00074533i
0.0016883+0.00060349i,0.00096205-0.00073024i,0.0013554-0.0016641i,0.0014911-0.0011596i,0.00060312-0.00023688i,-0.00042883+0.000922i,-0.00038888+0.0021083i,0.00050009+0.002469i,0.0015497+0.0013461i,0.0017697+0.00035859i,0.00072189+0.00022653i,-0.00040008+0.00046382i,-0.00034197+0.00046749i,0.00022611+0.00077947i,0.0011352+0.00083399i,0.0014432+0.00045837i,0.00047765+3.3884e-06i,0.00012511-0.00039908i,0.00024251-0.00024891i,0.00011918-0.00047598i,0.00033259-0.00048132i,0.00019151-0.00042473i,0.00054007-0.00058761i
-0.00027311-0.0007882i,-0.00018466-0.00028997i,6.7489e-05-0.00047786i,0.0002867+0.00043842i,-0.0001806+0.00075509i,-5.138e-07+0.00093896i,0.0010608+0.0014486i,0.0015046+0.0016966i,0.0012597+0.001457i,0.00070336+2.0154e-05i,0.00028676-0.00085i,0.0006751-0.00055009i,0.0005545-0.00038165i,-0.00011628-0.00025447i,-8.5623e-05-4.7188e-06i,0.00019465+8.7653e-05i,0.00036166+0.0004176i,0.00030196+0.00026459i,0.00030681-0.00031033i,0.00043933-0.00025505i,-0.00044023-0.00053841i,-0.00018623-0.001407i,0.00023784-0.0014768i
0.00046441+0.002036i,-0.00014211+0.0018185i,0.00087736+0.0020672i,0.0017837+0.0014753i,0.0024039+0.0018415i,0.0023728+0.0020188i,0.0012984+0.001653i,0.00039636+0.0017755i,0.0006768+0.0019997i,0.00031512+0.0017869i,-0.00023993+0.0012348i,8.9113e-05+0.00088643i,-2.8099e-05+0.00076138i,-0.0011237+0.00088349i,-0.0013567+0.00033434i,3.7652e-05-0.00013201i,0.00061088-5.169e-06i,0.000645+0.00058874i,0.00071635+0.00075967i,0.00024365+0.00035576i,-0.00021703+1.602e-05i,-0.00044919-0.00069577i,6.9344e-07-0.00081378i
0.0021027+0.0001132i,0.0023532+0.00092833i,0.0028701+0.001169i,0.0036478+0.00083443i,0.0039709+0.00059668i,0.002993+1.9248e-05i,0.0016911+0.00018969i,0.0011072+0.00077956i,0.00036386+0.00047975i,-0.00062551-3.0361e-05i,-0.0010318-0.00036623i,-0.00052625-0.00065125i,0.00010493-0.00050298i,-0.00023342+0.00042667i,-0.00060228+0.0013623i,9.6471e-05+0.0012443i,0.00018075+0.00055122i,-0.0005617+0.00031796i,-0.00040947+0.00019155i,0.00020643+0.00022659i,0.00022149+0.00023125i,0.00012779+0.00043401i,-0.00013057+0.00057662i
-0.0016685+0.00041813i,-0.0012083+0.00055771i,-0.0016995+0.0013728i,-0.0016769+0.0018007i,-0.00035399+0.0018869i,0.00092387+0.0016403i,0.00084007+0.0010019i,1.5035e-05+0.00082626i,-0.00073794+0.00055787i,-0.0010702+0.00022273i,-0.00070563-0.00015412i,-0.00014847-0.00051869i,-0.00021288-0.00077791i,-6.3952e-05-0.00046483i,0.00032254+0.00017376i,0.00052989+0.0008613i,0.00051516+0.0010202i,0.00035691+0.00013563i,-0.00025648-0.00067628i,-0.0008677-0.00038757i,-1.3581e-05+3.0087e-06i,0.00071859-0.00015542i,0.0005533-8.6124e-05i
-0.0019459-0.00047845i,-0.0024432+0.00062504i,-0.0029279+0.0013836i,-0.0021565+0.0027324i,-0.00070837+0.0035149i,0.0013543+0.0028749i,0.0026389+0.0022881i,0.001758+0.0017617i,0.00070789+0.00041192i,-0.00064042+0.00059829i,-0.0013643+0.00098561i,-0.00054266-0.00019948i,-0.00023492-0.00073523i,-0.00020291-0.00031148i,0.00045713-0.00011973i,0.00052402-0.00019672i,-0.00029971-0.00055899i,-0.00030478-0.0003079i,0.00081508+0.00057797i,0.0012747+0.0010248i,0.00098019+0.00097052i,0.00039434+0.00026547i,-0.00050095+8.6165e-06i
7.2645e-05+0.00031659i,0.00040169-0.00027671i,0.0010167-0.0007249i,0.0012573+0.00062352i,0.0022739+0.0019285i,0.0024907+0.0020964i,0.001595+0.0016514i,0.0010456+0.0015843i,0.0011095+0.0014424i,0.00075254+0.00052145i,-0.00053386+1.7978e-05i,-0.0010921+9.1583e-05i,-0.00069307+0.00062233i,-0.00034163+0.00099456i,-0.0002102+0.00096802i,0.00030244+0.00081955i,0.0012401+0.0011671i,0.0015127+0.00080506i,0.00069982-0.00047643i,-6.9837e-06-0.00058801i,-0.00070002-0.00049963i,-0.0013027-0.00042699i,-0.00096314-0.00044481i
0.00076138+0.00094891i,0.00088068-0.00014846i,0.0020723+8.2135e-05i,0.0024516+0.00025873i,0.0018751+8.2413e-06i,0.0014558+0.00064919i,0.0010493+0.0013696i,0.0011676+0.0013611i,0.00096642+0.0011805i,0.00046601+0.0010143i,0.00047934+0.00085916i,0.00099075+0.0007587i,0.00032163+0.00082259i,-0.0009861+0.00064145i,-0.00095762+0.0012722i,0.00023287+0.00079061i,0.0014781-0.00016399i,0.0014569+8.897e-06i,0.00068999-0.00026532i,7.3454e-05-0.00014748i,0.00036035+0.00063357i,-4.8286e-06+0.00078007i,-0.00015161+0.0001472i
-0.00047429-0.001788i,-0.00093875-0.00145i,-0.001525-0.00038092i,-0.0012162+0.0015799i,-0.00084268+0.0029583i,0.00047077+0.002192i,0.0016019+0.0016907i,0.0011182+0.0014639i,0.00025974+0.00071983i,5.5848e-05+0.0011847i,0.00021618+0.0012413i,0.00023713+0.00067298i,0.00016676-0.00033625i,0.00032484-0.00078478i,0.00027056+0.00047939i,8.2163e-05+0.00095893i,9.7916e-06+0.00058362i,0.00029736+0.00063606i,0.00126+0.00054908i,0.0016679-4.4949e-05i,0.00064812-3.4638e-05i,-0.0002655+0.00049504i,-0.0002091+0.00032584i
-0.00075903+0.0015772i,0.00043067+0.0020608i,0.00098333+0.0027666i,0.00073316+0.0028145i,0.0013254+0.0025998i,0.0022867+0.0019597i,0.0022849+0.0015168i,0.0017076+0.00090397i,0.0009377+0.00078524i,-0.0001409+0.00074792i,-0.0010545+0.0009247i,-0.0010175+0.0015462i,-0.00024392+0.00078119i,-5.4841e-05+0.00029158i,3.7091e-05+0.0012062i,0.00043132+0.0013465i,0.00026393+0.00063097i,8.5703e-05-3.7704e-05i,-0.00011577+0.00020295i,0.00016478+0.00043697i,0.00054041-0.00036127i,0.00055975-0.0010054i,0.00099808-0.00051592i
-0.00098951-0.003419i,-0.00090209-0.0023211i,-0.00050131-0.00067578i,-0.0010137+0.00097641i,-0.00062261+0.002376i,0.00064004+0.0028432i,0.0010149+0.0018608i,0.00058699+0.0014312i,0.00011653+0.0011143i,-0.00019616+0.00043795i,-0.000478-5.2342e-05i,-0.00040235+0.00048497i,0.00010785+0.00058599i,0.00058425+0.00051682i,0.00072102+0.00043104i,0.00071972-0.00030799i,0.00040288-3.1779e-05i,0.00056738+0.00037703i,0.00092096+0.00015347i,0.00074437+0.00066787i,0.00041062+0.00081675i,0.00019017+0.00044517i,-0.00039922+0.00099858i
-0.0011662+0.00060609i,4.339e-05+0.0015521i,0.00040706+0.0022098i,0.00073846+0.0018764i,0.00075665+0.0026275i,0.00086802+0.0033405i,0.0010463+0.0030499i,0.0010354+0.0017853i,0.00032564+0.0001249i,-0.00022119-0.00072822i,8.1232e-05-0.00079102i,-0.00015583-0.00017132i,-0.00082641+0.00045006i,-0.00032715+0.00046737i,0.00076753+0.00029822i,0.0011325-8.7088e-05i,0.0014827-0.0010338i,0.00117-0.00088944i,0.00064692+0.00020765i,0.00024717-4.9011e-06i,-0.00041525-0.00027708i,-0.00067108-9.0675e-05i,-0.00041926-0.00029797i
-9.4782e-05+0.0013654i,-1.0933e-05+0.00049955i,-7.5195e-05-0.00027983i,0.0011693-0.00014614i,0.002565+0.00068338i,0.0018587+0.0003512i,0.0010536-0.00049937i,0.0011089-0.00011932i,0.0011994-0.00036732i,0.0010343-0.00037085i,0.00076753+0.00052376i,-0.00029906+0.00068735i,-0.00044889+0.00042791i,-0.00019122+0.00036034i,1.4202e-05-0.00021425i,0.00038601-0.0006069i,0.00013795-0.00024217i,0.00039711-9.2172e-05i,0.0011404-0.00015515i,0.00042795-0.00053108i,7.7837e-05-0.0010463i,0.00079871-0.00037248i,0.00055649+0.00044732i
0.00052732+0.00021369i,0.0011268+0.00089598i,0.0013425+0.0013414i,0.00096411+0.0008527i,0.0013189+0.00036844i,0.0009072+0.00031606i,6.5605e-05+0.0001762i,0.00075476+0.00042861i,0.0014017+0.00071707i,0.00096629+0.00057767i,0.00036999+0.0001954i,-5.3053e-05+0.00035219i,-0.0001565+0.0002315i,0.00011749-0.00011669i,0.00017796+3.8827e-05i,7.8242e-05+0.00041901i,0.00046477+9.2925e-05i,0.00090347+6.9226e-05i,0.00052088+0.00061458i,-6.4758e-05+0.00010703i,0.00017492-0.00047307i,0.00050313-0.00023956i,0.00059553+0.00022498i
0.00063758+0.00026147i,0.00058316+8.806e-05i,0.0013086-0.00090245i,0.001345-0.00061663i,0.00092148+0.00071974i,0.00010195+0.0014468i,4.1992e-05+0.0012613i,0.0014249+0.0015895i,0.0012915+0.00080942i,-0.00062396+0.00015122i,-0.0011671+0.00024786i,-0.00048605+0.00019579i,-0.00017591+0.00035487i,-0.00011135+0.00036737i,9.78e-05+0.00045009i,7.4378e-05+0.00049156i,0.00036562+6.8941e-05i,0.00098332-0.00035399i,0.0011903-0.00061771i,0.0013131-0.00011197i,0.0013438+0.00035597i,0.0008255+0.00031017i,-0.0006721+0.00052279i
-0.00077469-0.00073144i,-0.0021259+0.0011609i,-0.003602+0.0011297i,-0.0025919+0.001252i,-0.0013334+0.001996i,-0.00041756+0.0021388i,0.00091007+0.0019001i,0.0011192+0.0013776i,0.00035368+0.00086164i,-0.00041719+0.00061876i,-0.0006301+0.00055067i,-0.00020214-0.00033234i,0.00018573-0.0006604i,0.00041497+2.3104e-05i,0.00090679+0.00026145i,0.0015423+0.0002138i,0.0020238+0.00012837i,0.000578-7.2309e-05i,-0.00049588+3.8769e-05i,-0.00028612-6.3336e-05i,-0.0004078-0.00023726i,-0.00033734-0.00039489i,0.00013555-0.00033496i
0.0012508+0.00016304i,0.0012119-0.00095308i,0.0013902-0.0023263i,0.00083089-0.0011619i,0.00097413+0.00060777i,0.0011455+0.0012295i,0.001131+0.00076138i,0.0011062+0.00047129i,0.00034467+0.00060818i,-0.00035861+0.0002653i,-0.00064299-8.0443e-05i,-0.00071696-0.00018637i,-0.00098763+8.8663e-06i,-0.00073344+0.00016134i,7.8152e-05+0.00062474i,0.0005049+0.00099521i,0.00014173+0.00049479i,-0.00057721-0.00024158i,-0.00068581-0.00020161i,6.6598e-06+0.00015682i,0.00051622+0.00067049i,0.0005609+0.00047137i,0.00060193-0.00068277i
-3.7581e-06-0.00056016i,-0.00016798-8.3798e-05i,0.00034216+0.0015901i,0.00090398+0.0020559i,0.0018648+0.0017049i,0.0020215+0.0021538i,0.0014886+0.0019936i,0.0013819+0.0015333i,0.0011632+0.0008735i,0.00024979+6.0262e-05i,-0.0002681-0.00025373i,-0.00035138-0.00015578i,-0.00048226-0.00042819i,-0.00052589-0.00023913i,-0.00037224+0.00095345i,-7.963e-05+0.00097916i,0.00034807-0.00024114i,0.00015068-0.00095418i,-7.8489e-05-0.0003651i,0.00040214+0.00060556i,-9.2395e-05+0.00014967i,-0.00022905+0.00025315i,-8.8773e-05+0.00088734i
