-0.0023193+0.0011328i,-0.0014502-1.4128e-05i,-0.0013349-0.00062885i,-0.0017503-0.0010339i,-0.0019906-9.4185e-05i,-0.0017492+0.00077523i,-0.0009242+0.00098115i,-0.00044636+0.0009588i,0.0004632+0.0011443i,0.0014501+0.0014062i,0.0016813+0.00041884i,0.00071435-0.00024942i,-0.00035478-9.2177e-05i,0.00038593+0.00041124i,0.0011869+0.00053204i,0.00086161+0.00020286i,0.00049167-0.00014408i,0.00047227-0.00026743i,0.00023745+0.00036678i,0.0002522+0.0004888i,0.00064137+0.00011889i,0.00021333+0.00019394i,-0.00034085+0.00013262i
0.00058559-0.0015885i,0.0010843-0.0015801i,4.8842e-05-0.0022512i,-0.0017132-0.0019379i,-0.002266-0.00095817i,-0.00044103-0.00073395i,0.0010122-0.00064445i,0.00057559-0.00023473i,-0.0003217+0.00075591i,-0.000622+0.0016465i,-0.00087715+0.0013401i,-0.00058428+0.00078014i,-0.00056942+0.00021806i,-0.0002053-0.00034299i,0.00046967-0.00061314i,0.00067067-0.00065163i,0.00022932-0.00064512i,3.456e-05-0.00079045i,0.0013289-0.00097983i,0.0015225-0.00011271i,0.00037672+0.00026248i,0.00025456+0.00049214i,0.00011615+0.00075937i
0.00069308+0.00027676i,0.0011825+0.00083545i,0.0018628+0.0001073i,0.0016259-0.0010605i,0.00096619-0.0012081i,9.0981e-05+0.00017206i,-0.00014475+0.00048235i,-0.00052999-0.00044562i,-0.00090469-0.00060897i,-0.00026381+0.00011099i,-0.00019342+0.0004771i,-0.00061705+0.00026104i,-0.00091344-7.0053e-05i,-0.00055582+1.9279e-07i,-0.00012361+0.0012218i,3.5138e-05+0.0014187i,0.00041584+1.7352e-05i,0.00095888-0.00074523i,0.00065638-0.00082613i,8.0233e-05-0.0008194i,0.00052467-0.00050933i,0.00038054-0.00028444i,0.00028922+6.8576e-06i
0.00083089+0.0015337i,0.00041865+0.0015924i,0.00073129+0.00093045i,0.00061493-0.0010246i,-0.00031217-0.00091395i,-0.0016919-0.00025638i,-0.0010836-0.00024637i,-2.8181e-05-0.00020303i,-0.0002746+0.00010404i,0.00017326+0.00034123i,0.00088043-0.00049367i,0.00044729-0.00090788i,-0.00085508-0.0004884i,-0.0011492-0.00024504i,-0.00046505+0.00019826i,-0.00011151+0.0013017i,-0.00041769+0.0016106i,-2.1924e-05+0.00032968i,0.0012499-0.00074409i,0.00091008-0.00041829i,-5.7842e-05-0.00031216i,-0.00038778-6.337e-05i,-0.00044336+0.00080511i
0.0030289-0.0025165i,0.002725-0.0025267i,0.0017275-0.0024313i,-0.00081382-0.0025418i,-0.0011829-0.0017013i,-0.00052633-0.00013545i,-0.00011039+8.3894e-05i,0.0004087-3.3845e-05i,3.6589e-05+0.00049298i,-0.0004975+0.0012073i,-0.00038656+0.0018374i,-0.00041299+0.0020105i,-0.00026352+0.0015591i,-0.00052119+0.0016371i,-0.00069458+0.001476i,5.182e-05+0.00071312i,0.00015593+0.00094907i,-0.00024668+0.0013106i,3.9613e-05+0.00097425i,0.00022317+5.057e-05i,0.00062345-0.00046835i,0.00074695+0.00043013i,0.00034876+0.00061407i
2.6543e-05+0.00030684i,-2.5051e-05-0.00050478i,-0.00082741-0.0011607i,-0.00032129-0.0010912i,0.00031381-0.0010637i,0.00041408-0.001068i,0.0011262-0.0016226i,0.0012937-0.00079122i,-3.0732e-05+0.00039458i,-0.00059823+0.00057692i,7.0181e-05+0.00034454i,-2.7556e-05+2.8302e-05i,0.00031732+0.00083786i,0.00076481+0.0013396i,0.00052302+0.00060848i,7.9524e-05+0.0001236i,-0.00011219+2.8268e-05i,0.00018561-0.00051366i,0.00035656-0.00058808i,-0.00013851-0.00032569i,-0.00010829-0.00030918i,8.8773e-05+0.00063772i,0.00025884+0.00099622i
2.1426e-05+0.00041814i,-0.00043687-0.00049613i,-0.0012315-0.00087114i,-0.001565-0.00052857i,-0.0015242+0.00014513i,-0.0017515+0.00032845i,-0.0012171+0.00014888i,-0.00046037+0.00082435i,-0.00052316+0.001251i,-0.00021177+0.00088692i,0.00055636+0.00081761i,0.00036439+0.00081467i,-9.8317e-05+0.00052116i,-0.00027965-0.00041813i,-0.0003662-0.00092323i,-0.00078355-0.00023197i,-0.00099119+0.00061243i,-0.00062845+0.00086704i,-0.00064764+1.6539e-06i,-0.00090946+0.00012893i,-0.00038121+0.00047344i,0.00064411+0.00044183i,0.00097964+0.00092575i
-2.4632e-05-4.6521e-05i,4.4637e-05-0.00097331i,0.0011965-0.0015836i,0.0013054-0.0014229i,0.00017684-0.0011051i,-0.00036088-0.00060115i,-0.00011636+0.0003678i,0.0003122+0.00042723i,-8.1985e-06+6.3029e-05i,0.00025816+0.00041128i,0.00073645+0.00095832i,-0.00045188+0.0012679i,-0.001507+0.00028918i,-0.0017155-0.00015683i,-0.0013954-0.0002904i,-0.00058008-3.8579e-05i,-0.0002629+0.00021648i,-2.5016e-05-0.00013154i,0.00051185+0.00031016i,0.00020943+0.00034688i,0.00025312-0.00017791i,0.00074582-0.00017366i,0.00042249+2.7787e-05i
-0.0017769+0.00022024i,-0.00093004+0.00029929i,-0.00011266+0.00068101i,-0.00065808+0.00073774i,-0.00018778+0.0008617i,0.00031273+0.0011942i,0.00067167+0.00042296i,0.00097743+0.00013911i,0.00036474+0.00079436i,0.00024009+0.00094773i,0.0008108+0.00046723i,0.0010023-1.5543e-05i,0.0010154-0.00049662i,0.00062983-0.00056081i,0.00044038-0.00047459i,0.00088898-0.00047863i,0.00085052+0.00017907i,-3.7861e-05+0.00016359i,-0.00036869+7.1005e-05i,-0.00029781+0.00010455i,-9.6253e-05+0.00013608i,-7.7993e-06+0.00057631i,-0.00045632+0.00033945i
0.00062309+0.00075935i,0.00057651+0.00080068i,7.581e-05+0.00095817i,-0.00049004+0.0006585i,-6.4004e-05-0.00022504i,-0.00064823-0.00082642i,-0.0016309-0.00095438i,-0.0012575-0.00061214i,-0.0011015+0.00026561i,-0.00041764+0.00081639i,0.00078451+8.4496e-05i,0.00074796-0.00092412i,0.00042841-0.00083396i,0.0013444-0.00067867i,0.001771-4.2788e-05i,0.0012417+0.00035378i,0.00036002-0.00025447i,-0.00039248-0.00018697i,-0.00088612+2.1241e-05i,-0.0012086+0.00034252i,-0.00060697+0.00048171i,0.00023686-0.00016416i,0.00043372-0.00033576i
-0.0011575-0.00087803i,-0.0013996-0.00010904i,-0.0015237-0.00048287i,-0.0017528+0.00028703i,-0.0018149+0.0012702i,-0.00083666+0.0011659i,-0.00053738+0.0008094i,-0.00058693+0.0005537i,-0.00052067+0.0012709i,-0.00096537+0.0017751i,-0.0009925+0.00049836i,-2.9961e-05+0.0001065i,0.0011354+0.0011446i,0.0012444+0.0019085i,0.001012+0.002286i,0.00078673+0.0015548i,0.00070285+0.00093546i,0.0005837+0.0010861i,-8.9179e-05+0.00067594i,-0.00077314+0.00028197i,-0.00097311+0.00074644i,-0.00092221+0.00089837i,0.00011626+0.00063072i
-0.00072965+0.00076262i,-0.00028099+0.0018891i,0.00091816+0.0020594i,0.0010301+0.00069938i,0.00034255-0.00071377i,8.2939e-05-0.00038309i,-4.3013e-05+0.00029596i,-0.00031401+0.00096552i,0.00015299+0.0015679i,0.0013063+0.00096095i,0.0016347+0.0002553i,0.00047379+0.00034411i,0.00045298+0.00063043i,0.00090071+0.00077894i,0.00035158+0.001632i,-2.9353e-05+0.0019218i,-0.00038728+0.00066208i,-0.00058848+5.9332e-05i,1.8825e-05+7.5819e-06i,0.00021187-0.00023657i,0.00010854+0.00029307i,0.0006374-0.00011033i,0.0012418-0.00089979i
-0.00097498+0.0010984i,-0.00091091+0.002077i,-9.5872e-05+0.0016622i,0.00052318+0.00091906i,0.00088331+0.00034077i,0.00090368-0.00014231i,0.00051462-0.00015331i,0.00023485+8.2137e-05i,2.1293e-05-6.5749e-05i,0.00052003-0.00029495i,0.001106+6.9957e-06i,0.001376+0.0010105i,0.00063746+0.0010286i,-0.00053109-3.0878e-06i,-0.00068257-0.00043524i,-0.0011148-0.00031842i,-0.0011432-0.00049552i,0.00018592-0.00012173i,0.00046805-0.00031677i,2.2266e-05-0.00074394i,-0.00019129-0.00049454i,-0.0001454+0.00027055i,0.00011027+0.0003211i
0.0028105+0.00010607i,0.0036082-0.00041346i,0.0032058-0.0017593i,0.0017892-0.0029032i,0.00017898-0.0022931i,-0.0010974-0.0010397i,-0.0017387+0.00018935i,-0.00098855+0.00082225i,-0.00016334+0.0012682i,0.00011501+0.0016018i,0.00033101+0.00093903i,-0.0001152+7.0766e-05i,-0.0010702+0.00076673i,-0.0014374+0.00057863i,-0.0014147-0.00022538i,-0.0015629-0.00018215i,-0.00053816-0.00085981i,0.00023158-0.00077642i,-0.00019707-2.3e-05i,0.00018717+0.00032406i,0.00094896+0.00011418i,0.0011832+0.00018642i,0.00079658+0.00094369i
-0.0025002-0.0013617i,-0.0016552-0.00011149i,-0.0021781+0.0011561i,-0.0013387+0.0019549i,-0.00031669+0.0017763i,0.00046482+0.0014743i,0.00097905+0.001467i,0.00047378+0.0010885i,-0.00023286+0.00087861i,-0.00027639+0.0013512i,0.00051626+0.0011326i,0.00077346+0.00082089i,0.00024171+0.00063503i,-0.00028842+0.00023318i,-0.00082153-0.00042232i,-0.0001222-0.00057454i,0.00078025+0.00081196i,0.00040399+0.00097098i,-0.00015508-0.00039217i,0.00025181-0.00075577i,-4.533e-05-0.00078604i,-0.001245-0.00053468i,-0.00080229-0.00039216i
-0.003486+0.00032892i,-0.0037424-0.00015448i,-0.0031338-0.00075261i,-0.0023157-7.1725e-05i,-0.00098434+0.0012127i,0.00014103+0.00065848i,-0.00038325+1.8761e-05i,-0.0010426+0.00065178i,-0.001026+0.0017404i,-0.00050741+0.0014785i,-0.00025242+0.00011283i,-0.00025451-0.00031112i,-0.00036216-0.00046774i,-0.00064273-0.00096381i,-0.00031521-0.00097596i,-0.00010512-0.00030146i,-0.00029249+0.00049768i,0.00013699+0.0010023i,0.00057041+0.00050561i,0.00034469-0.00038799i,-0.00017869-0.00035912i,-0.00071319+0.00070196i,-0.00071671+0.0016736i
-0.00072518+0.00046396i,0.00041386+3.5834e-05i,0.00055616-9.4947e-05i,0.00013892-0.00056147i,-0.00022584-0.00036606i,0.00033572-0.00035235i,0.0014356-0.00078621i,0.0014349+0.00036997i,-1.1539e-05+0.0013123i,-0.00053715+0.0012487i,-0.00021046+0.0011267i,0.00067745+0.00034335i,0.00078249-0.0003599i,0.00067913-0.0011945i,0.0014349-0.001452i,0.0014561-0.0003128i,0.00096211+0.00030909i,0.00072191+0.0003539i,0.00035284+7.5684e-05i,-0.00046182-0.00010078i,-0.00082819-0.00011378i,-0.00016466+0.00019699i,0.00023368+0.00030364i
-0.0011373-0.0013072i,-0.00071682-0.001091i,-0.00099103+0.00017647i,-0.0023217+0.00010076i,-0.0023512-9.8733e-05i,-0.0013062+0.00011747i,-0.00037583+0.00032589i,0.0008373+0.00074666i,0.00054163+0.0012557i,2.7767e-05+0.0014954i,0.00084009+0.0014085i,0.0014297+0.0010638i,0.0010568+7.6399e-05i,0.00087385-0.00048057i,0.0011175+0.0001151i,0.0013305+0.00080119i,0.0010377+0.00058525i,0.0009527-0.0002579i,0.00063391-0.0010464i,-0.0001158-0.0011249i,-0.00046455-0.00034467i,-0.00034954+8.9856e-05i,0.00022535+0.00049499i
-0.0023201-0.00041605i,-0.0026221-0.00066801i,-0.0026057-0.00090668i,-0.0016554-0.00087649i,-0.00023925+3.0417e-05i,0.00033946+0.0010529i,0.00037255+0.0013029i,0.00038675+0.0014216i,-0.00029411+0.0018877i,-0.00060339+0.001639i,-0.00044004+0.001131i,-7.7535e-05+0.00084912i,0.00091098+0.00079958i,0.00155+0.0013139i,0.00052519+0.0018902i,-0.00030284+0.0018607i,-0.00012102+0.00096149i,-2.6471e-05+0.00050933i,0.00018913+0.0007692i,-0.0001801+0.00043862i,-0.00044547+0.00051077i,0.00022004+0.00081973i,0.00071464+3.8218e-05i
0.00061523+0.0010596i,-0.00073104+0.00058481i,-0.00019077+0.000587i,0.00059942+5.7318e-05i,0.00064388-0.00021573i,0.0008163-0.0002639i,0.00018897+2.0297e-05i,-0.001322+0.00047002i,-0.0012392+0.0012571i,0.000401+0.0017149i,0.0020355+0.00078125i,0.0021092+0.00020011i,0.00099173+0.00050341i,0.00033154+0.00037549i,7.4642e-05+0.00055811i,-0.00085965-7.0306e-05i,-0.00089544-0.00059714i,7.5856e-05-1.7512e-05i,0.00070533+0.0010308i,0.00074575+0.001442i,0.0004488+0.00046545i,-4.3643e-05-0.00076157i,-0.00020482+8.3212e-05i
0.00052512-0.0010257i,0.0002588-0.00051921i,2.7096e-05-0.00042054i,-0.00053328-0.0015509i,-0.00084495-0.0016209i,-0.00020687-0.0012331i,0.00092201-0.0011101i,0.00078558-0.00017569i,-0.00037924+0.00065071i,-0.0012307+0.00055114i,-0.00081285+0.00065782i,0.00011985+0.0011238i,0.00018534+0.0017536i,0.00020129+0.0020645i,-0.00016231+0.0014616i,-0.00054166+0.00080881i,0.00021145+0.00091474i,0.00030104+0.0010084i,0.00028275+0.00041095i,0.00021576+1.0628e-05i,5.7847e-05+8.2216e-06i,0.00032266+9.4781e-05i,0.00020557+0.00069286i
-0.00061282+0.00044349i,-0.00090641+0.00020798i,-0.001809+0.00084949i,-0.0012105+0.0012509i,-0.00044088+0.00074505i,-0.00055964+0.00010704i,-0.00050302-0.00025991i,1.9487e-05-0.00048786i,0.00048921+0.00034918i,0.0003295+0.001111i,0.00058449+0.00021445i,0.00016453-0.0001632i,-0.0010302-0.00048998i,-0.001366-0.0011512i,-0.00073481-0.0016611i,-9.0894e-05-0.0013615i,0.00037235-0.00016902i,0.00036402-0.00020565i,-5.6136e-05-0.00077349i,4.4371e-05-0.00052579i,0.00022878-0.00036131i,3.6812e-06-0.00068784i,8.3925e-05-9.0639e-05i
0.00080498-0.00071842i,0.00037039-0.0013443i,-0.0009727-0.001024i,-0.001231-0.00085905i,-0.00091034-0.00035093i,-0.0010341+0.0005869i,-0.00012677+0.0004975i,0.00062954+0.00054357i,3.6272e-05+0.0014464i,-0.00018826+0.0013136i,-0.00019909+0.00031658i,-0.00050034-0.00041346i,-0.0007773-0.00013289i,-0.001362+0.0002773i,-0.0015009+0.00048737i,-0.00079169+7.0791e-05i,-0.00014335-0.0005028i,-0.00062246-0.00076412i,-0.00098975-0.0010521i,-0.00090355-0.00071793i,-0.00042408-0.00010679i,-7.8365e-05+0.0007281i,-0.00013348+0.00061996i
0.00044913+0.0024203i,0.00086287+0.0023784i,0.001491+0.0022323i,0.001379+0.00074143i,0.00073117-0.00070386i,0.0013075-0.00046191i,0.0024587+0.00042476i,0.0016346+0.00083652i,0.0006701+0.0010332i,0.00070941+0.00095281i,0.00025194+0.00043043i,-0.00047164+0.00057662i,-0.0010505+0.00039972i,-0.0010251-4.9789e-05i,-0.00037277-7.3471e-06i,3.7453e-05-0.00043988i,0.00034788-0.00067075i,0.00022151-0.00072973i,-0.00016779-0.0012851i,4.0429e-05-0.0011767i,0.00012374-9.7407e-05i,8.4847e-06+0.00023729i,4.684e-05-0.00048867i
-0.00078389-0.001072i,-0.00040931-0.000109i,-0.0012329-0.0007782i,-0.0010234-0.00073649i,-0.001642-0.00014818i,-0.0016014+0.00040535i,-0.0012062-5.6031e-05i,-0.0010392-0.00022475i,-0.0005225+6.7707e-05i,0.0004581+0.00049894i,0.0010551+0.0010678i,0.00055348+0.00095024i,0.00061036+0.00079739i,0.0017226+0.00081928i,0.0022725+0.00092556i,0.0014717+0.00028718i,0.00033925-0.00070386i,0.00036668-0.00068178i,0.0011962-0.0010365i,0.00062642-0.0012508i,-0.00071124-0.00051448i,-0.0014169-0.000215i,-0.0011677-0.00027518i
0.0021724-5.0877e-05i,0.0022541-0.0009174i,0.0021326-0.0024735i,0.0012625-0.0029705i,0.0005079-0.0022232i,0.00014018-0.0003849i,-0.00043301+0.00029527i,-0.0010053+0.00063739i,-0.00093754+0.00095914i,-0.00067435+0.00076436i,-0.000942+7.3802e-05i,-0.00091832+3.655e-05i,-9.9349e-05+0.0010612i,0.00081973+0.0011673i,0.0019289+0.000531i,0.0017424-0.00026061i,1.5697e-05-0.00039854i,-0.00047458-0.00015833i,0.00036377+0.00011125i,0.00090441+0.0003442i,0.00013139+7.62e-05i,-0.00040845-0.00021316i,5.4351e-05-0.00030992i
0.00090268-0.0013763i,0.00015185-0.0007947i,-0.0011225-0.00070035i,-0.0023715+4.0605e-06i,-0.0023264+0.0011833i,-0.00074263+0.00097665i,0.00024367+4.092e-05i,-0.00034733-0.0004879i,-0.00069183+0.00019741i,-0.00078349+0.00025899i,-0.00059293-0.0002171i,0.00014463-0.00031868i,0.00047943-0.00014374i,0.0010082-0.00027921i,0.0013726-0.00015893i,0.00043688+4.785e-06i,0.00046202+8.2458e-05i,0.0012015+0.00024146i,0.00083797+0.0001732i,0.00084102-0.00026651i,0.00097427-0.00069358i,0.00070519-0.00093361i,0.00028832-0.00074922i
0.00072828+0.00079731i,-0.00028154+0.00061938i,-0.0015083+0.00017878i,-0.00076678-0.00048582i,-0.0001658-0.00024812i,0.00018617+0.00042812i,0.0006547-0.00020169i,0.00042072-0.00061506i,0.00058124-0.00044269i,0.00043762-9.2712e-05i,-7.4191e-05-3.5714e-05i,-0.00028597-0.00053443i,-0.00052242-0.0003631i,-0.00072347+8.7639e-05i,-0.00085139+0.00045611i,-0.00077822+0.00076282i,-0.00026744+0.0014968i,0.00065983+0.0015767i,0.0013816+0.0005114i,0.0013682+0.0003813i,0.00089323-2.889e-05i,0.00051483+0.00045584i,0.00035922+0.0010857i
-0.00011603+0.0015454i,0.00025871+0.001489i,0.0011846+0.0011735i,0.0021392+0.00011114i,0.0019642-0.0003081i,0.0013437-0.00041634i,0.00054025-0.0010812i,-0.00028275-0.00097015i,0.00010394+0.00018958i,0.00052275+0.00069146i,0.00041675+0.0010178i,0.00030194+0.0011545i,-0.00042034+0.00037623i,-0.0015735+6.6084e-05i,-0.0017838+0.0011705i,-0.0011664+0.0017854i,-0.00034263+0.00090496i,0.00011379+0.00014409i,-0.00016567+0.00040009i,2.6247e-06+0.0010902i,0.00073286+0.00087437i,0.0010641+0.00022935i,0.00073412-0.00047804i
-0.0011065-0.0012087i,-0.00074556-0.00052145i,-0.001544+0.00054677i,-0.001631+0.0011873i,-0.00119+0.0013687i,-0.00029623+0.00056101i,-0.00015706+0.00033125i,-0.00014469+0.00094245i,0.00074397+0.0013316i,0.00059003+0.0015197i,0.00048954+0.0018619i,0.0013016+0.00099129i,0.00079434+0.0006805i,-0.00062694+0.0012553i,-0.00030844+0.0019191i,0.0005348+0.0015839i,0.00081935-0.00019492i,0.001108-0.00022942i,0.0010334+0.00087814i,0.00029205+0.0012808i,-0.00030149+0.00074803i,-0.00088576+0.0005148i,-0.00074659+7.4737e-05i
-0.0023994+0.0018382i,-0.0017423+0.00085113i,-0.00062177+0.001036i,-0.00034611+0.0011642i,-0.00033616+0.00054335i,0.00014762-0.00011881i,0.0011292-7.0255e-05i,0.00085258+0.00024748i,-8.9095e-05+0.0015429i,0.0010009+0.001963i,0.0015491+0.0014745i,0.0010852+0.0016799i,0.00068383+0.0010183i,0.00036885-1.9531e-05i,0.00061207-0.00053444i,0.001341-0.0011029i,0.0019645-0.00082927i,0.0010922+0.00012315i,-0.00022716+0.00023486i,-0.00014813-4.0586e-05i,0.00019081+0.00080065i,0.00013319+0.0019692i,-0.00017774+0.001312i
-0.0026155-0.0017384i,-0.0022203-0.0019258i,-0.0021633-0.002466i,-0.0024673-0.0012989i,-0.0020808+0.00032449i,-0.00028724+0.00098513i,0.00052205+0.0006079i,-0.00056999+0.00042478i,-0.001054+0.0011628i,7.3737e-05+0.0018826i,0.0004163+0.0019704i,-0.00012263+0.0018141i,0.00037278+0.0010316i,0.0015996+0.00057225i,0.0023834-0.00015902i,0.0015302-0.00030763i,0.0013147-0.00030461i,0.0011263-0.00091077i,1.3094e-05-0.00080103i,-0.00015955+0.00046575i,-0.00011126+0.00080396i,0.00016944+0.0014544i,0.0008869+0.0015568i
0.00083557+0.002885i,0.0012715+0.002672i,0.0027891+0.0034793i,0.0033811+0.0020002i,0.0033226-0.00053209i,0.0018804-0.001792i,0.00080099-0.0011855i,0.0010194+0.00024521i,0.00039887+0.0005714i,-0.00030505+0.00012489i,-0.0002192-0.00025983i,-0.00063985+3.8224e-05i,-0.00072831+1.9841e-05i,-0.00088246-0.00018612i,-0.00062873-0.0003162i,-0.00048784+4.3284e-05i,-0.00075301+0.00062943i,-0.00053104+0.00067482i,-0.00086095+0.00040267i,-0.0013969-8.9586e-05i,-0.0011608-0.00021503i,-0.00010429-0.00089638i,0.00031669-0.0010358i
-6.9895e-05-0.00064973i,-0.00068804-0.0012951i,-0.0021894-0.0019275i,-0.0025843-0.0015432i,-0.0015652-0.00025322i,-0.00022058+0.00031947i,-1.6609e-05+0.00015262i,-0.0010182+0.00063226i,-0.0020675+0.0020502i,-0.0021632+0.0013899i,-0.001478-6.0256e-05i,-0.0012977-0.00035762i,-0.0011893-0.00065714i,-0.0010352-0.00059045i,-0.0010841+0.00039094i,-0.0011676+0.00046025i,-0.0012439+0.00051078i,-0.00116+0.00030586i,-0.0003661-0.00054173i,0.00044518-0.00021346i,0.00022221+0.00072706i,-0.00042972+0.001861i,-0.00085906+0.001936i
-0.0030502-0.0010438i,-0.0038469-0.00046409i,-0.0041319+0.0016604i,-0.0028758+0.0023696i,-0.0010794+0.0015114i,0.00076332+0.0007761i,0.00119+0.00011854i,0.00047043-9.2949e-05i,-0.00026864-0.00023374i,-0.00033289+0.00038869i,0.00086944+0.0012213i,0.00085383+0.0013545i,0.00031183+0.00096273i,0.00075223+0.0012142i,0.00042699+0.0017582i,-0.00014143+0.0018886i,-0.00058679+0.0010698i,-0.00043038-0.00034312i,0.00022562-0.0010474i,-0.00025659-0.00070188i,-0.00064174-0.00013214i,-0.0003287-0.00056916i,-0.00054645-0.00013697i
-0.0030421+0.00049815i,-0.0033274+0.0012536i,-0.004401+0.0025956i,-0.0036496+0.0022568i,-0.00044444+0.0018441i,0.0012005+0.0012879i,0.0010662-0.00021535i,0.00015476-0.00074488i,-0.00014336+0.00014644i,0.00095442+0.0015217i,0.0015816+0.001449i,0.0010166-0.00013072i,0.00048058-0.0008676i,0.00074103-0.00029844i,0.00037551+0.0012418i,0.00058716+0.0017276i,0.00084001-0.00020235i,0.00058338-0.0015404i,0.00049414-0.00068523i,2.7563e-06-0.00014556i,-0.00019692-0.00030883i,0.00064096+0.00017379i,0.00079118-8.3417e-06i
-0.0007341-0.001192i,-0.00061756-0.0013108i,-0.00048122-0.0010008i,0.00051453-0.001535i,1.8568e-05-0.00076117i,-0.00077991+0.00043296i,-0.00081855+0.00090532i,-0.00040822+0.00052654i,5.8494e-05+0.00037211i,0.00092645+0.0012597i,0.0018473+0.0008296i,0.0021719+9.2772e-05i,0.001459+0.00051796i,0.00087823+0.0010635i,0.0010228+0.00052271i,0.00037121-0.00017976i,-0.00038187-0.00031862i,0.00022125-0.00096242i,0.00060157-0.00087589i,-0.00011521+0.00017249i,0.00020106+0.00092831i,0.001126+0.0005992i,0.0010326-0.00084111i
-0.00076629-0.0019211i,-0.00088605-0.00039606i,-0.0016362-0.00028226i,-0.0015588-0.00037312i,-0.0010656-0.00015914i,-0.00094965+0.00052118i,-5.9308e-05+0.0008555i,0.0005165+0.00059819i,0.00040215+0.0011616i,6.1715e-05+0.002026i,0.00015734+0.002283i,0.00043245+0.0015598i,0.00054758+0.00077746i,-0.0002917+0.00054529i,-0.00067584-0.00013678i,-0.00035531-0.00079836i,-0.00011502-0.00093116i,0.00066284-0.0012762i,0.0014283-0.0016708i,0.0011071-0.0015089i,0.00041802-7.4772e-05i,0.00032762+0.00077646i,0.00038828+7.8376e-05i
0.00048773-0.00087138i,-0.0010729-0.00015782i,-0.0023085+0.00034591i,-0.0024837+0.0012264i,-0.0020211+0.0018515i,-0.00019096+0.0014348i,0.00063117+0.001822i,0.00057152+0.001923i,0.0010439+0.0019257i,0.00097617+0.0024902i,0.00095763+0.0028357i,0.00047891+0.0023412i,-0.00076457+0.0018901i,-0.0014622+0.001077i,-0.0012772-0.00049124i,-0.00036618-0.0011341i,0.00054819-0.00068204i,0.0013687-0.00049745i,0.001157-0.00072539i,8.5191e-05-0.00074518i,-0.00063034-0.00034838i,0.00012407+0.00017212i,0.0010976+0.00045595i
-0.0040749+0.00047122i,-0.0042429+7.3873e-05i,-0.0055806+0.00015049i,-0.0051323+0.00040317i,-0.002368+0.00093305i,0.00028829+0.00082792i,0.0017811+0.00053653i,0.00091966+0.0017607i,-0.00079639+0.0027735i,-6.4568e-05+0.0021601i,0.0014816+0.0013682i,0.0014898+0.00073415i,1.765e-05-0.00031654i,-0.0005198-0.0002108i,0.00038444-0.00045677i,0.0011202-0.0012017i,0.0010072-5.3407e-05i,0.00068283+0.0013804i,0.00022722+0.00093984i,0.00013909+0.00063387i,-0.00016369+0.00097024i,-0.00032273+0.0018588i,-1.5233e-05+0.0020137i
0.0020863-0.0035295i,0.0021175-0.0041675i,0.00094408-0.0067607i,-0.00086923-0.0062356i,-0.0024854-0.0030027i,-0.0017206-0.00077037i,-8.478e-05+0.00052236i,-0.00077884+0.00201i,-0.0014548+0.002069i,-0.0013203+0.001696i,-0.0016379+0.001756i,-0.0018774+0.0023964i,-0.00073253+0.0019206i,0.00052422+0.0014043i,0.0014527+0.001821i,0.0027845+0.0022509i,0.003384+0.002728i,0.0023753+0.002358i,0.0011211+0.0016098i,0.00073381+0.001851i,0.00034519+0.0020978i,-0.00028256+0.0020072i,2.9994e-06+0.0026128i
0.0011399+0.0016771i,0.00078467+0.0019909i,0.0011091+0.0017222i,0.0012316+0.00052694i,0.00078422-0.00067684i,0.00042433-0.0003381i,-0.0003548+0.00066015i,-0.001061+0.000721i,-0.0012647-0.00026659i,-0.00061168-0.00073702i,-0.00010614+0.00038332i,-0.00019944+0.00097891i,-0.00014453+0.00076296i,-0.00012064+0.0013826i,0.00025981+0.0021256i,0.00038612+0.0025738i,-0.00057602+0.0028563i,-0.00090807+0.002363i,-0.00098585+0.0015772i,-0.001429+0.0012683i,-0.0015475+0.00048902i,-0.00096286+0.00011685i,-0.00059244+0.00040305i
-0.0019141+0.00081227i,-0.0016606+0.00049186i,-0.0018296+0.0003244i,-0.00078765+0.00072978i,0.00078035+0.00084157i,0.0020137+0.00049306i,0.0012424-0.00020331i,-0.00045644-0.00040699i,-0.00067502-0.00088764i,-8.7843e-06-0.0015275i,0.00095588-0.0013882i,0.0012431-0.00081748i,0.00061017-0.00025877i,-0.00059295+0.00079648i,-0.0012131+0.0020862i,-0.0012833+0.0023274i,-0.0010155+0.001304i,-0.00042935-3.4629e-05i,-0.00030357-0.00044305i,-0.00028346+2.7369e-05i,-0.00041206+0.00070701i,-0.00080628+0.00034502i,-0.0012215+0.00019466i
-0.0006457+0.0014797i,-0.0010274+0.00027845i,-0.00029366+0.0001509i,-0.00011698+0.001423i,0.00049114+0.0014667i,0.00080651+0.00031875i,-0.00013546-0.0011959i,-0.00039586-0.0021255i,-0.0002399-0.0013728i,0.00082903-0.00061883i,0.0023541-0.00084i,0.002118-0.00019143i,0.0010916+0.0004005i,-0.00021534+0.0008574i,-0.0011414+0.0010227i,-0.0015134+2.7939e-05i,-0.0015891-0.00059977i,-0.0012495-0.00051311i,-0.0010092-0.00023208i,-0.00093095-0.00081108i,-0.0017458-0.00064341i,-0.0016728-0.00042571i,-0.00070204-0.0014928i
