-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
-0.0022091-0.00049517i,-0.003061+0.0013541i,-0.0035946+0.0015941i,-0.0023804-0.00021332i,-0.00085308-0.0015059i,-0.00091565-0.0010658i,-0.00030362-1.4171e-05i,-0.00016061+0.0015875i,-0.00073833+0.0023868i,-0.0012041+0.0027164i,-0.0014504+0.0026417i,-0.0010042+0.0015866i,0.00030452+0.00039611i,-0.00016844-0.00031363i,-0.0012562-0.00024985i,-0.0011948+0.00016792i,-0.0010072+0.00057251i,-0.00043595+0.0009061i,-2.311e-05+0.0010489i,-0.00018896-0.00032837i,-0.00033753-0.00096292i,1.5305e-05+0.00011403i,-0.00024981+0.00035277i
-0.002546-0.002991i,-0.0029028-0.0041895i,-0.0028174-0.0033855i,-0.0021847-0.0016354i,-0.0016637-0.00035422i,-0.0011261-0.00015154i,-0.0012496-0.00045862i,-0.002037-0.00076008i,-0.0021207-9.1945e-05i,-0.0014503+0.0011144i,-0.00070021+0.00080271i,0.00039187+0.00036637i,0.0010688+8.6765e-05i,0.0010901-0.00052584i,0.00044009-0.00070224i,0.00010336-0.00012199i,-0.00011733-0.0001091i,-0.00068592-0.00041999i,-0.0006262+0.00044979i,-0.00045977+0.0012237i,1.4346e-05+0.00086694i,0.0002744+0.00016978i,-7.8638e-05-0.00022352i
0.0037247-0.00085867i,0.0036717-0.0012497i,0.0027911-0.0011216i,0.0022305-0.0025874i,0.001191-0.003596i,-0.00043018-0.0014265i,-0.00089707+0.0011087i,-0.00025398+0.0018692i,-0.00060932+0.0013674i,-0.0009697+0.0012193i,-0.00037475+0.00078194i,0.00023817-2.361e-05i,0.00066261-0.00044i,0.00091873+7.3443e-05i,0.00037571+0.00039258i,-0.00077954+0.00021893i,-0.0012484+0.00035923i,-0.00074508+0.00068145i,0.00011769+0.00036679i,0.00061546+3.3238e-05i,0.00019586-3.7274e-05i,-4.9729e-05+0.0002024i,-0.00012153+9.7337e-05i
0.00095096+0.00088128i,0.0007451+0.00055612i,0.00032265-0.0012374i,-0.00056092-0.0023909i,-0.0019569-0.0024888i,-0.0023381-0.0018946i,-0.0011962-0.001126i,-0.00058933-0.00046874i,-0.0014251+0.00054361i,-0.0015878+0.00054025i,-0.0006847-0.0002847i,-0.00037369-0.00085445i,-0.00048243-0.00074507i,-0.00018959-0.00097804i,0.00036543-0.0012957i,-0.00015786-0.00087142i,-0.00021723+0.00023009i,0.00026034+0.0011089i,-0.00022549+0.00027564i,-0.00033088-0.0010489i,0.00011766-0.00087179i,0.00027698-0.0002577i,0.00023968+8.389e-05i
0.0011749+0.00033894i,-0.00091073+0.00036247i,-0.0016821-0.0016934i,-0.00042994-0.0032278i,-0.00099281-0.0021717i,-0.0028855-0.00032688i,-0.0026222+0.00093784i,-0.00061788+0.0014464i,0.0002638+0.00084208i,0.00028261+0.0005426i,0.00030456+0.00014238i,-0.00037818-0.00045953i,-0.0011679-0.00033457i,-0.0011381-0.00066553i,-0.00031458-0.00084487i,-0.00021517-9.9906e-05i,-0.00089991+0.00073113i,-0.00069338+0.0013401i,-0.00039331+0.00097417i,0.00010473+0.00022066i,0.00028413-0.00069047i,-0.00091899-0.001084i,-0.0014354-0.00062842i
-0.00011993-0.002174i,0.00050612-0.0025484i,-5.9381e-05-0.0030294i,-0.00094783-0.0024653i,-0.0015301-0.0021253i,-0.0013648-0.0018134i,-0.00073129-0.0011178i,0.00029053+0.00030959i,0.00056327+0.0014572i,0.00047473+0.0018154i,0.00023317+0.0011957i,5.0047e-05+0.00015812i,-0.0003685-9.1072e-05i,0.00010185-0.00017534i,0.00012664+0.00024041i,-0.00015218+0.00057667i,0.00055734+0.00034692i,0.00031581+0.00041591i,-2.037e-05+4.4244e-05i,0.00017987-0.00011809i,0.00065215+0.00022029i,0.00085867+0.00013253i,0.00052333-0.00022229i
-0.00060898-5.8779e-07i,0.00012443+0.00151i,-0.0004586+0.0024738i,-0.00010547+0.0017087i,-0.00020772+0.0010332i,-0.00082487+0.001047i,-0.001033+0.001063i,-0.00032927+0.00092157i,5.5316e-05+0.0016915i,-8.456e-05+0.0024054i,-0.00012809+0.0021282i,-3.8177e-05+0.0013568i,-0.0009303+0.00064511i,-0.0016957+0.00015751i,-0.0012286-0.00047364i,-0.0014614-0.0007001i,-0.0020452+0.00053996i,-0.0011527+0.0013783i,0.00013654+0.0011303i,-0.00016568+0.00062816i,-0.00028485+0.00014654i,-0.00062985+0.00011978i,-0.0007466-0.00027949i
0.001446-0.0015425i,0.001061-0.0019664i,-0.00013914-0.0024872i,-0.00054444-0.0024679i,-6.0108e-05-0.0015806i,-0.00026322-0.00052139i,-0.00056738-0.00013792i,-0.00074903+0.00028046i,-0.00040838+0.00070642i,9.1272e-05+0.0010144i,0.00010517+0.00073297i,-3.5435e-05-0.00033651i,-0.00061831-0.00082089i,-0.00075398-9.766e-05i,-0.00068047+0.00024529i,-0.0010897+0.00036576i,-0.0010458+0.00066596i,-0.00036259+0.00052589i,0.00041324+0.00059405i,0.00038677+0.00056016i,0.00011235-0.00032497i,7.681e-05-0.00013326i,-0.00013506+3.2617e-05i
-0.00042171+0.0018435i,-0.00034337+0.0018204i,0.0006619+0.0020809i,0.001955+0.0012324i,0.0015043-0.0008549i,0.00015366-0.0017625i,0.00017726-0.00086994i,0.0001208+0.0006362i,-0.0005087+0.0015852i,-0.00010777+0.0010615i,0.00031269-4.0504e-06i,-9.3461e-05-0.00015552i,-6.8627e-05-0.0003313i,0.00045614-0.0010719i,0.00014586-0.0014994i,-0.00063103-0.00080396i,-0.00044709+0.00041912i,-0.00051054+0.00093176i,-0.00038908+0.00055924i,0.00019928-0.00036404i,-0.00026321-0.00054657i,-7.4997e-05-3.4139e-05i,0.00037022-0.00025862i
0.00035796-3.0405e-05i,0.00034835+4.4318e-05i,0.00066942+0.00020116i,0.0013832-0.00014099i,0.0015562-0.0007483i,0.00058367-0.00061619i,-2.9772e-06-1.2278e-05i,-0.00054803-0.00025656i,-0.0017434+1.8362e-05i,-0.0014796+0.0005691i,0.0002493-8.9954e-05i,0.00083764-0.00034869i,0.00043496+0.00054366i,-3.4394e-05+0.0010013i,-0.00029709+0.00068738i,-0.00028201+0.0001169i,-0.00044743-2.7523e-05i,-0.00096296+0.00071839i,-0.0010918+0.00085683i,5.0842e-05-0.00011164i,0.0010796-0.00066304i,0.0013478-0.00020967i,0.00065563-4.5702e-05i
-6.1846e-05+0.0015665i,-0.00011494+0.00078437i,0.00043559+0.0007281i,0.00011666+0.0005816i,-0.00058502-0.00075954i,-0.00059246-0.0010273i,-0.001707+4.8476e-05i,-0.0013935+0.00073957i,0.00016664+0.001187i,0.00056855+0.00059175i,0.00021402+0.00010371i,0.00011048+0.00018768i,0.00015327+5.1146e-05i,0.00010506+0.00032359i,2.212e-05-8.7693e-05i,-0.00015721-0.00068368i,-0.0004241-0.00054025i,5.7003e-05+0.00049084i,4.1895e-05+0.00083438i,-0.0002828+0.00019119i,-0.00038031-0.00024391i,-0.00081018-9.4634e-05i,-0.000463-7.7498e-05i
0.0017524+0.00030018i,0.0011429+0.00010567i,0.002394-0.0015717i,0.0027542-0.0032864i,0.00072907-0.0042349i,-0.00067278-0.0028756i,-0.00095885-0.00035605i,-0.00093592+0.0010669i,-0.0005147+0.0017185i,9.0766e-05+0.0013183i,0.00014665+0.00030887i,5.5586e-05+0.00013865i,0.00020872+0.00038529i,6.3804e-05-0.00027468i,0.00012711-0.00054441i,0.00031143+0.00031411i,-0.00040801+0.0011858i,-0.00068994+0.0011545i,7.9731e-05+4.4612e-05i,0.00027101+0.00033909i,-0.00032299+0.00028682i,-0.00049117-0.00077133i,-0.00034897-0.0005945i
-0.0033077+0.0024676i,-0.0023917+0.002658i,-0.0016014+0.0025794i,-0.00058221+0.0020504i,-0.00072593+0.00046716i,-0.00086039-0.00079076i,-0.00031625-0.00062245i,-8.3431e-06+0.00033045i,-0.00026086+0.0013559i,-2.5646e-05+0.0017518i,2.9905e-05+0.0015511i,1.9488e-05+0.00056564i,6.9702e-06-0.0003682i,0.00042345-3.4781e-05i,0.00073246+0.00033724i,0.00042084+2.4668e-05i,-0.00038714+0.00012252i,-0.00074221+0.00023761i,-0.00035819+0.00011768i,6.9588e-05+0.00022448i,0.00050986+0.00078158i,-7.6612e-05+0.0010796i,-0.00040233+0.00080865i
0.00038958+0.0019193i,0.00052077+0.0012897i,0.00086414+0.00037647i,0.0018437-0.00014205i,0.0021334+0.00015904i,0.0015497+0.00036915i,0.00055018+0.00022314i,-0.00016211+0.00065158i,-0.00042001+0.0011397i,-0.00058878+0.0011343i,-0.001127+0.0010374i,-0.00041442+0.00049522i,0.0010017-0.00031422i,0.0012048-0.0010503i,0.0010188-0.00021969i,0.00090628+0.00048994i,-0.00036902+0.00011328i,-0.0011034+0.000206i,-0.00064761+0.000334i,0.00014876+0.00027956i,9.2072e-05+0.000283i,7.6477e-05+0.00033416i,0.00068942+0.00062794i
-0.0025247+0.0014571i,-0.0038621+0.002968i,-0.0031119+0.0039142i,-0.0012605+0.0015107i,-1.5229e-05-0.00072487i,0.00060111-0.00037419i,0.00023345+0.00021415i,-0.00026734+0.00019927i,-0.00098844+0.00069779i,-0.0015982+0.00073838i,-0.0012641+0.00071584i,-0.00051843+0.00040445i,0.00017697-0.00053924i,-0.00015057-0.00019098i,-0.00028869+0.00068698i,0.00059561+0.000703i,0.00032136-0.00023002i,0.00021202-0.00047755i,0.00047832+0.00023218i,0.00024046+0.00033102i,0.00027177+0.00046171i,0.0001515+0.00027738i,0.00016484+0.00026137i
0.00021015+0.0003045i,0.00066725-0.00044238i,-0.00030729+0.0008101i,-0.00034651+0.0020366i,0.00033481+0.0020402i,0.00068254+0.0008915i,0.00021295-0.00037109i,-0.00016273-0.00032357i,-0.00059424+0.00050895i,-0.00085899+0.00026588i,-0.00040209-2.1602e-05i,-0.00023774+0.0003688i,-0.00049454+0.00072082i,-0.00043434+0.00030556i,0.00035612+0.00036685i,-0.00024557+0.00075526i,-0.00034851+0.00058036i,0.0001431+0.00069617i,-8.6506e-05+0.00034296i,-0.00016148+3.9534e-05i,-0.0004125+3.3337e-05i,-0.00048223+4.4746e-05i,-0.00024592-6.6846e-05i
-0.0019445+0.0016996i,-0.00077988+0.002259i,-0.00022658+0.0021366i,-0.00042776+0.00057486i,-0.00034648-0.00039885i,-0.00029611-0.0005103i,0.00022938-0.0003711i,0.00044384+0.00033389i,0.00020719+0.0012819i,4.5359e-05+0.0012687i,0.00042322+0.00024016i,0.0004233-0.00031912i,0.00013965-0.00029485i,0.00028977-3.1118e-05i,0.00022602+0.00041801i,-0.00016861+0.00046675i,-0.00010064+3.2924e-05i,0.00043738+0.0008148i,0.00034472+0.00092102i,-0.00028688+0.00010258i,-0.0004272+4.368e-05i,0.00012201+0.00093944i,0.00015934+0.0013536i
-0.00082943-0.00062095i,-0.00074842-0.00093192i,-0.0015667+0.00015034i,-0.0016794+0.00069552i,-0.00084917+0.00032079i,-0.00041776+0.00011247i,-0.0007146+0.00065893i,-0.00088739+0.0012792i,-0.00093634+0.0013851i,-9.8684e-05+0.0013996i,0.00045614+0.001333i,-7.8141e-06+0.0010048i,0.00011926+0.00036927i,0.00045062+0.00017623i,9.6364e-05+0.0002947i,0.00014864+0.0001269i,-2.9801e-05+0.00016057i,-0.0004426+0.00035071i,-0.00023911+0.00028506i,-0.00035532+0.00034931i,-0.00042879+0.00034737i,-0.00039828+0.00029471i,-0.00052182+0.00032042i
0.00082999-0.0016195i,0.0022741-0.0013379i,0.0025496-0.0017976i,0.0010577-0.0022438i,-0.00025678-0.0029775i,-0.00019945-0.003333i,-0.0001392-0.0019196i,-0.00056475+0.00061149i,-0.0011931+0.0017249i,-0.00080672+0.0013796i,-8.3211e-05+0.00042553i,0.00023607-9.9619e-06i,0.00064683-0.00017518i,0.00084496-0.00076308i,-4.7819e-05-0.00041123i,-0.0011031+0.00066785i,-0.0010849+0.0010023i,-3.588e-05+0.00040671i,-8.4486e-05+0.00050241i,-0.00056154+0.00056803i,-0.00031861+0.00037016i,3.3183e-06+0.00044318i,0.00023629+0.00010214i
0.00032122+0.0026169i,0.0010371+0.0032331i,0.0020866+0.0041857i,0.0012833+0.0023695i,-0.00051815-0.0010382i,-0.0013436-0.0017658i,-0.0015232-0.0009551i,-0.0011709-0.00018761i,-0.00086918+0.00065195i,-0.00062764+0.0012696i,-0.00039838+0.0013699i,-0.00025714+0.00090954i,-0.00062401-0.00013098i,0.00017559-0.00042996i,0.00085343-6.1993e-05i,0.00013195+0.00035749i,-0.0003853+0.00012679i,-0.00072825+0.00040301i,-0.00091488+0.0014993i,-0.00039021+0.0015212i,-0.00048086+0.00081914i,-0.00069298+0.00077801i,-8.6302e-05+0.00090765i
0.0012018+0.00055829i,-0.00014736+5.8819e-05i,0.000437-0.00067403i,0.00089083-0.0016904i,0.00024091-0.0027923i,-0.00043386-0.0020308i,-0.0011371-0.00020787i,-0.001714+0.00078629i,-0.0014463+0.00084364i,-0.0008562+0.00069228i,-0.00099112+0.00040289i,-0.0004921+0.00037388i,-0.00062693-0.00042723i,-0.0010155-0.0013419i,-0.00087897-0.0012009i,-0.0014304-0.00049538i,-0.0015219+0.00051184i,-0.0011493+0.00084252i,-0.00026127+0.00027544i,0.00027196-0.0006421i,-8.9964e-05-0.00055115i,8.69e-06-0.00033678i,0.00041994+2.4996e-05i
-0.00074458-0.0017334i,-0.0010936-0.0030293i,-0.0011339-0.0028847i,-0.0010902-0.0020471i,-0.0010419-0.0021107i,-0.00078813-0.0015815i,-0.00045442-5.6755e-05i,-0.00046577+0.0010408i,-0.00057962+0.0011967i,-0.00083253+0.0004181i,-0.00077504-0.00018325i,-0.00056119-0.00013826i,-0.00026895+0.00064725i,0.00042082+0.00096283i,-3.0689e-05+0.00059192i,-0.00093808+0.00073089i,-0.0012915+0.00014785i,-0.001092-0.0008718i,-0.00012892-0.0012261i,0.0007861-0.00067669i,0.0010003-0.00030444i,0.00084319-0.00066849i,0.00058084-0.00066286i
0.00083882-5.9058e-06i,0.0017752+0.00079571i,0.0026355+0.00054604i,0.002137-0.00033309i,0.00083623-0.00049382i,-3.3255e-05-0.00011992i,0.00011158+0.00038476i,0.00012491+0.00081312i,-0.00048047+0.00087844i,-0.00049142+0.00097745i,-0.00022728+0.00046655i,0.00020281-0.00064561i,0.00047008-0.00025715i,0.00024901+6.5179e-05i,0.00042631-0.00073343i,0.00033154-6.3155e-05i,-0.00040651+0.0011841i,-0.00086675+0.0010639i,-0.00012588+0.00022273i,3.4515e-05+5.1221e-05i,0.00030827+0.00039656i,0.0005038+0.00054693i,0.00019203+1.2366e-05i
0.00026566-0.00078399i,-0.00021814-0.00043921i,-0.0009506+6.8226e-05i,-0.001341-0.00035625i,-0.0013765-0.00082189i,-0.0010979-0.0011861i,-0.00079869-0.00046565i,-0.00063626+0.00032027i,-0.00020657+0.0001106i,-7.0011e-05+0.00032736i,0.00010489+0.00014105i,0.00017744-0.00048626i,0.00028497-0.00013151i,2.7518e-05+0.0002626i,-0.00010229-0.00015706i,-0.00022204-0.00020864i,-0.0013691-0.00034569i,-0.0012608-0.00062159i,-1.9785e-05+0.00021495i,0.00033443+0.00053125i,-0.00024375+0.00026767i,-0.0013667+0.00052391i,-0.0013746+0.00088846i
-0.0025482-0.0002247i,-0.001963+0.00068129i,-0.0017805+0.0017187i,-0.0013703+0.0013073i,-0.00099671-0.00064297i,-0.00087806-0.0012517i,-0.00057492-0.0011074i,-4.0836e-05-0.00031114i,4.191e-05+0.00090686i,-0.00047122+0.0014075i,-0.00073506+0.00143i,-0.00047382+0.00091636i,-2.9132e-05+0.0003592i,0.00021192-0.00015386i,2.2702e-05+0.00035431i,-0.00059908+0.00054652i,-0.00012369+0.00023808i,0.00057744+0.00074389i,0.00010017+0.0005794i,0.00018163-0.00060854i,-6.6609e-05-0.00096819i,-0.00044996-0.00042486i,-0.00044599+0.00022138i
0.0001588-5.3685e-05i,0.00092609+0.00016542i,0.0020573-0.00076437i,0.0020617-0.0022513i,0.00030032-0.0021584i,-0.00066721-0.0013571i,-8.8152e-05-0.00061851i,4.7128e-05+0.00036736i,-0.00016158+0.00085611i,-0.00013561+0.0011941i,0.00041742+0.00066176i,0.00073107+0.00019824i,0.00015481+0.00043904i,-0.00050963+0.00048417i,-0.00071201+4.7e-05i,-0.00041197+0.00047261i,-7.9556e-05+0.00093245i,-0.00075661+0.00057317i,-0.00129+1.4957e-05i,-9.5494e-05+0.00014224i,0.00056273+0.00037758i,5.4144e-05-3.1931e-05i,0.00031831-3.4205e-05i
1.5664e-05-0.001883i,-0.00094989-0.0016312i,-0.0027348-0.0015365i,-0.0033606-0.0016642i,-0.0026535-0.0022905i,-0.0016946-0.0014785i,-0.00070733+0.00064557i,-0.00058512+0.0015037i,-0.00061449+0.00085561i,-0.00080716+0.00047067i,-0.0015451+0.00056536i,-0.001279+0.00037474i,-0.00076039+0.0002808i,-0.00097571-0.00058783i,-0.00096227-0.00056401i,-0.001033+0.00040121i,-0.00075164+0.00052815i,-0.00021017+0.00041626i,-7.8548e-05-0.00052323i,-0.00030362-0.00067526i,-0.00016828-0.0001378i,-0.00017639+0.00012218i,-0.00054058+0.00035767i
0.000623-0.00161i,-0.00028997-0.0021769i,8.0287e-06-0.0019703i,0.0002543-0.0012814i,-0.00069274-0.0008529i,-0.0010122-0.00034793i,-0.00078749+0.00085473i,-0.00082638+0.0011704i,-0.0003368+0.0009789i,3.3803e-06+0.00077187i,-0.00055009-1.0009e-05i,-0.0010579-0.00042869i,-0.00060315-0.00012687i,-9.8077e-06-5.4244e-05i,-0.00010333+9.7073e-05i,-0.00082465+0.00016954i,-0.001099-0.00042235i,-0.00069308-0.00015105i,-0.00038478+0.00063535i,3.5966e-05-0.00013436i,-9.4651e-05-0.00096153i,-0.00063093-0.0012738i,-0.00010891-0.00087124i
0.0020938-0.0016373i,0.0014114-0.0026516i,0.00029294-0.0028473i,-0.0017737-0.0033782i,-0.0022724-0.0036475i,-0.0012404-0.0021389i,-0.00058965-0.00066345i,-0.00069041+0.00036938i,-0.0004392+0.00082004i,-0.0004625+0.00058148i,-0.0013656-5.3952e-05i,-0.0012976-0.00031748i,-0.00026013-0.0001667i,8.302e-05-0.00025756i,-0.00035297-0.00025167i,-0.00030665-0.00032501i,3.1547e-05+0.00028984i,-0.00053583+0.0010484i,-0.00055783+0.0014277i,6.7749e-05+0.0016847i,0.00013013+0.0013257i,-3.4716e-07+0.00070852i,-3.7701e-05-4.9122e-05i
-0.00018021+0.00079964i,0.0015334+0.0020518i,0.0023333+0.0023849i,0.0023666+0.0011044i,0.00099203+0.00022049i,-0.00040823-0.0003464i,-0.00089078-0.00021793i,-0.0012754+7.5831e-05i,-0.0015174+0.0012576i,-0.00086654+0.0011681i,0.00028822-6.5318e-07i,0.00073529+0.0002892i,-0.00014778+0.00056015i,-0.00048263+0.00013492i,-0.0002111-0.00024899i,-0.00045191+0.00024326i,-0.00039763-3.8241e-05i,0.00039544+0.00023691i,0.00064778+0.00060781i,0.00022437-4.0086e-05i,-6.6191e-05-0.00045417i,0.00017233-0.00021256i,0.00029336+0.000454i
-0.0011675-0.00016446i,-0.00194-0.00026558i,-0.0015782-0.001397i,1.9543e-05-0.0024164i,0.00046042-0.0022149i,-0.00025633-0.0009898i,-0.00024101+7.5258e-05i,0.00037954+0.00069391i,2.9746e-05+0.0012263i,-0.0005855+0.0018394i,-0.00055076+0.0011078i,0.0005494+4.6852e-05i,0.0013034-0.00043341i,-2.0036e-05-0.0005855i,-0.0010082-0.00014251i,-0.001058-0.00015928i,-0.0010396-0.00013778i,-0.00064323+0.00033579i,-1.5932e-05+0.00016035i,-0.00053546+0.00027036i,-0.00040331+5.3119e-06i,0.0005031-0.00067802i,0.00040159-0.00031927i
-7.1539e-05-0.00092304i,0.00070202-0.00014145i,0.00087817+0.0007927i,-0.00069409+0.00064148i,-0.0021728-0.00030082i,-0.0011386-0.00057763i,-0.00066961+0.00011771i,-0.00099069+0.00060595i,-0.00025388+0.00061887i,0.00015786+0.00082637i,-0.0013069+0.0010919i,-0.0014402+0.0013511i,-0.00047997+0.0010609i,-0.00015974+0.0001371i,-0.0005562+0.0001841i,-0.0012078+0.0014094i,-0.0016986+0.0013907i,-0.00089476+0.00035811i,0.00029281-6.447e-06i,0.00027845-2.1292e-05i,-0.0006836+0.00034481i,-0.0012712+0.00044377i,-0.00036489+0.00029298i
0.00055011+0.00062223i,0.00088331+0.0011953i,0.00065955+0.0020861i,8.2476e-05+0.00083136i,-7.2929e-05-0.0010977i,0.00021994-0.0015347i,0.00039414-0.00033752i,0.00043404+0.00025147i,-0.00039002+0.00053912i,-0.00080627+0.00019825i,-2.9616e-05+9.6218e-05i,0.00052967+0.0009046i,0.00063752+0.00078653i,3.1952e-05+0.00059127i,-0.00065823+0.00090958i,-0.00043011+0.0010767i,6.0978e-05+0.001028i,0.00060112+0.00074549i,0.00085819+0.00045295i,0.00032462+0.00034481i,-0.00035456+0.00064122i,-0.00010016+0.0003691i,0.00017828-0.00039272i
-0.0014185-0.0028659i,-0.0021311-0.0028395i,-0.0027618-0.0025491i,-0.0034443-0.0017856i,-0.0038831-0.00064735i,-0.0014997+0.000237i,0.00019248+0.00073656i,-8.3909e-05+0.0005172i,-0.00060176+0.00066154i,-0.00055088+0.00089483i,-0.00046113+0.00099107i,-0.00078309+0.001141i,-0.00077965+0.00091312i,-0.00057673+0.00028211i,-0.00058745-3.7313e-05i,-0.00010926-0.00015218i,3.4093e-05+0.00067113i,-9.5468e-06+0.0009372i,0.00061383+0.00058346i,0.00044179+0.00043583i,-0.00076712-0.00034828i,-0.0010046-0.0004081i,-0.00036476+5.9612e-05i
0.0017696-0.00098638i,0.0014775-0.00098161i,0.0026233-0.002181i,0.0017751-0.0027322i,-0.00035922-0.0029639i,-0.001075-0.0014834i,-0.00096632+0.00020039i,-0.0010074+0.00098679i,-0.0015859+0.0006205i,-0.00091577+0.00052162i,0.00026211+0.00058766i,0.00015638+0.00043545i,-0.0006421+0.00018583i,-0.00090523+5.6683e-05i,-0.0005929+0.00027673i,-4.9695e-05+6.103e-05i,2.2211e-05-0.00041244i,-5.5033e-05-8.6617e-05i,0.00021125+0.00018751i,0.0001242+0.00018215i,-0.00065671-0.00010445i,-0.00060252-0.00077781i,0.00044632-0.00052551i
0.00068453+0.00067435i,0.0018906+0.0012092i,0.001756+0.0016667i,0.00069746+0.0006457i,-1.9035e-05-0.0015376i,0.00016216-0.0021602i,0.00061887-0.0007554i,0.00019077+7.9547e-05i,-0.0010159+0.00070259i,-0.0014863+0.0012739i,-0.0010441+0.0010183i,-0.00065092-0.00064109i,-0.00058303-0.001076i,-0.00085764+0.00067063i,-0.0010007+0.0015541i,-0.00041116+0.00073794i,-3.5412e-05+0.00064062i,-0.00020079+0.00073856i,-0.00028932+0.00068959i,0.00028734+0.0006268i,0.00033544+0.00028023i,-5.2161e-05-0.00019065i,0.00041903+0.00012651i
-0.0018047+0.0012725i,-0.0019111+0.00094293i,-0.00083737-0.00024121i,0.0011715-0.00090195i,0.0015726-0.0010765i,0.00035161-0.0022457i,0.00024026-0.0018418i,0.00094406-0.00050081i,7.5763e-05+9.3511e-05i,-0.00063327-1.4097e-05i,0.00020169-0.00039942i,0.00032973-0.0010688i,-3.156e-05-0.00092402i,0.00019955-0.00063046i,-0.00015959-0.000234i,-0.00041883-8.0629e-05i,-6.2766e-05-0.0002212i,-4.8948e-05+6.7286e-05i,0.00022591+0.00052374i,0.0005558+0.00047907i,3.7992e-05+0.00011452i,-0.00020918-0.00018647i,3.8346e-05-0.00035047i
-0.0007626+0.00073707i,6.1603e-05-0.00010352i,0.0016001+0.00061306i,0.0018307+0.00013791i,0.0016277-0.00082823i,0.00042203-0.0010424i,-0.00026882-0.0012037i,-0.00017218-0.00065832i,5.1284e-05+0.00069619i,0.00045034+0.0011126i,0.00037391-0.00021922i,0.00079883-0.00016177i,0.00041859+0.00045831i,-0.00034718+0.0001265i,-0.00085511-0.0004066i,-0.00082981-1.206e-05i,-0.00037264+0.00095268i,-0.00043961+0.00077097i,-9.0254e-05+0.00040108i,0.00049429+0.0002802i,0.0005054+0.00053025i,-6.2989e-05+0.00028145i,-0.0008349+4.1589e-05i
0.001032+0.00056076i,0.0012246+0.0015919i,0.00085886+0.0017903i,0.0012495+0.00062574i,0.0006327-0.00044463i,-6.8982e-05-0.00086424i,0.00034058-0.00011651i,0.00050282+0.00033097i,0.00035131+0.00035209i,-0.0003247+0.00039199i,-0.00064947+5.1598e-05i,-0.00027446-0.00077173i,-0.00031487-0.0010968i,-0.00070106-0.00054172i,-0.0011081-0.00015942i,-0.0010985-0.00022443i,-0.00044073+7.4091e-05i,0.00011741+0.00033094i,0.00026826+7.5691e-05i,-1.8908e-05-0.00016836i,-0.0002672+0.00014889i,-0.00022121+0.0004509i,-0.00057121+4.8439e-05i
0.00025403-0.00013402i,-0.000772-0.00051092i,-0.0018-0.00062241i,-0.0019305-0.00074383i,-0.0018303-0.00059428i,-0.0013079+0.00026891i,5.2374e-05+0.000556i,-0.00028031+0.00050916i,-0.0016425+0.0011575i,-0.0019388+0.00081078i,-0.00071096-0.00068776i,0.00015027-0.00064866i,-0.0004513-0.00015837i,-0.00066769-0.00024031i,0.00029356+0.00012919i,0.00047297+0.00055524i,-0.00018646+0.00070112i,-0.00027671+0.00060225i,-8.5481e-05+0.00040335i,-0.00085287+0.00024346i,-0.00074663-0.00033738i,-2.0195e-05-7.4766e-05i,-0.00063698+1.3637e-05i
0.0014747-0.00071291i,0.00052171-0.0012667i,-8.4423e-05-0.0018822i,0.00066716-0.0021648i,0.00070643-0.0024853i,0.0010489-0.0021102i,0.00099982-0.0002921i,0.000119+0.001084i,0.00016114+0.0012108i,0.00050491+0.00036764i,0.00056291-0.00045053i,0.00025487-0.00090848i,2.5488e-05-0.0010833i,0.00010102-0.001096i,-0.00018112-0.0010249i,-0.00048838-0.0005365i,-0.00018046+5.1332e-05i,-1.5011e-07+0.00063642i,2.9473e-05+0.0009112i,1.7493e-05+0.00076711i,-0.00018612+0.00026091i,-0.00061745-0.00016013i,-0.00072755-0.00050832i
-0.00049219+0.0010287i,0.00065961+0.00050133i,0.0022833+0.00033691i,0.0028885-0.00015507i,0.0018758-0.0012931i,-9.5379e-05-0.0018945i,-0.00052993-0.0012861i,0.00014642-0.0006643i,0.00066385+0.00019836i,0.0011341+0.00058659i,0.0010796+0.00066517i,0.00067475+0.00045165i,0.00036388-6.9826e-05i,0.00011834-0.00076896i,-9.1831e-05-0.00086746i,-0.00015262-0.00034465i,-0.00025933+0.00017891i,-0.00049873+0.0010842i,-0.00061032+0.0010209i,-0.0002523+0.00037769i,-0.00039869-0.00031213i,-0.0007656-0.00051648i,6.6512e-05-0.00010438i
