-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
0.00014954+0.0036677i,0.002101+0.0048303i,0.0011891+0.0041349i,0.00017563+0.0023884i,0.00045453+0.0014672i,-4.6981e-05+0.0020404i,-0.00020927+0.0021706i,0.00046265+0.0012975i,0.00061819+0.00038276i,0.00045302-0.00066808i,0.00057914-0.00049457i,0.00038564+0.00021227i,5.1476e-05+4.096e-05i,-0.00015649+0.00010191i,0.00024725+5.0357e-05i,0.00067954+0.00021315i,0.00064055+0.00024612i,0.0010916-4.6529e-05i,0.00086048+0.00068538i,0.00079947+0.0009978i,0.0012314+0.00063631i,0.0004595+9.7327e-05i,-0.0002795-0.00069133i
-0.0020332-0.0015115i,-0.0025971+0.0012428i,-0.0038473+0.0018277i,-0.0044107+0.0018555i,-0.0034422+0.0017985i,-0.0029672+0.0023825i,-0.0024749+0.0018288i,-0.0020765+0.000683i,-0.0018241-0.0001586i,-0.0010698-0.00040762i,-0.00041352-0.00069599i,0.00011885-0.0011353i,0.0006253-0.00019529i,0.0011123-0.00023141i,0.001041-0.00097485i,-0.00022285-0.00068144i,-0.00051228-0.00019831i,-0.00038753-0.00049926i,-0.00022286-0.00033216i,0.00016643-0.00040184i,-0.00023117-0.00098737i,-0.00014531-0.00073223i,0.00020231-9.1804e-05i
-0.0029111-0.0012115i,-0.0054816+0.0016653i,-0.005918+0.0026414i,-0.0046626+0.0017035i,-0.0028471+0.00053403i,-0.0023834-0.0006586i,-0.0023531-0.00083648i,-0.00063807-0.00082772i,0.00039615-0.0014451i,-0.00052065-0.0016181i,2.3786e-05-0.0013209i,0.00083637-0.0011903i,0.00019544-0.00041601i,-0.00020182+0.00072686i,-5.7152e-05+0.0014812i,-0.00016296+0.00079332i,0.00017884-0.00029187i,0.00040088-0.00025018i,1.0545e-05+8.2905e-05i,0.00036628+3.5579e-05i,0.00079198-6.4871e-05i,0.00062198+0.00027304i,0.00023719+6.9743e-05i
0.0001852-0.0015686i,-0.0026084-0.0018474i,-0.003538-0.0017321i,-0.0030989-0.0011966i,-0.0016513-0.0015206i,-0.00029343-0.0021185i,-0.0010395-0.0019785i,-0.0016267-0.0012591i,-0.00010899-0.0015127i,0.00094349-0.0014959i,0.00025406-0.00083646i,-0.00015975-0.00049615i,-0.00024666+0.00013999i,-0.0011376+0.00081738i,-0.0010552+0.0013526i,-0.00015152+0.0013067i,-0.00047625+0.0010806i,-0.00054994+0.00085111i,-0.00027858+0.00061195i,-0.000986+0.0010691i,-0.00075643+0.00092426i,-0.00014923+0.00029873i,-0.00013194+0.00027288i
0.0015122-0.0033175i,-0.0011844-0.0039245i,-0.0037672-0.0030246i,-0.0032516-0.00028157i,-0.00076902+0.00082658i,0.0016006-0.00046146i,0.0020853-0.0017828i,0.0011701-0.0014079i,-1.7743e-05-2.906e-05i,4.2153e-05+0.00049101i,0.00047968+0.00052052i,0.00018631-4.2533e-05i,-0.00035066-0.00062718i,-0.00064865+6.7419e-05i,-0.00088373+0.00010761i,-0.0010907-0.00022191i,-0.0015352+0.000203i,-0.0019688+0.00068716i,-0.0012708+0.00062906i,-0.00010346-0.00041763i,-4.757e-05-0.00092863i,-0.00026917-0.00055346i,0.00063471-0.00058139i
0.0007362+0.0010354i,0.00084434-0.0011403i,-0.00095404-0.00086304i,-0.0015185+4.2704e-05i,0.00054494+0.00065805i,0.0022679+0.0011212i,0.0017529+0.0010248i,0.00038377+0.00084732i,0.00015499-4.194e-05i,0.00045881-0.00049711i,-0.00019464+0.00042264i,-0.00014829+0.00074507i,0.00027363+0.00029976i,-0.00034583-4.386e-05i,-0.00036562-0.00014459i,0.00053536-0.00043217i,0.0005933-0.00098168i,-0.00031375-0.0012028i,-0.00096841-0.001097i,-1.0199e-05-0.00041574i,0.00067497+0.0005471i,-0.00034615+0.00039275i,-0.00018363-0.00026549i
-0.00016994+0.00053646i,0.0005853+0.0001103i,-0.0005756+0.0015057i,-0.001432+0.002595i,-0.00086794+0.0028885i,0.0013296+0.0022901i,0.002308+0.0013527i,0.0016569+7.2946e-05i,0.00074718-0.0001287i,0.00041882+0.0010801i,0.00062675+0.0012195i,-0.00030893+0.00033351i,-0.00056999-9.824e-06i,-0.00011414+0.00023739i,-0.0006441+0.000471i,-0.00095783+0.00033226i,-0.00066822-0.00028799i,-0.00075872-0.00062155i,-0.00043147-0.00023908i,-0.00034729-1.5714e-05i,4.2125e-05-9.7956e-06i,-1.5923e-05-0.0001373i,-0.0001575-8.5236e-05i
0.0016942+0.0043074i,0.0016285+0.002907i,0.00011554+0.00096839i,-0.0021377+0.00042961i,-0.0027672+0.00082413i,-0.0017207+0.0014774i,-0.00099967+0.0026332i,-0.00089849+0.0018675i,0.00028433+0.00049018i,0.00092206+0.00024737i,0.00051792-0.00021265i,-0.00014276-0.00033077i,-0.00032417-7.3521e-05i,0.0002466-0.00049074i,0.00013694-0.00054905i,0.0002923-0.00014757i,0.00057951+0.00028118i,0.00018802+0.00072267i,0.00019567+9.4743e-05i,0.00018381-0.00059464i,-0.00037747-0.0001049i,-9.5126e-05+4.901e-05i,0.0005767-0.00027128i
-0.0038975+0.0011284i,-0.0029688+0.0023507i,-0.0031002+0.0019526i,-0.0036223+0.00068698i,-0.0028716-0.00069629i,-0.002193-0.00069162i,-0.0018851-0.00031143i,-0.0014186-0.00036904i,-0.0010637-0.00058175i,-0.001037-0.00089009i,-0.0010294-0.00049267i,-0.00050409+0.00010198i,0.00055158+0.00020216i,0.00058678+0.00042047i,0.00011724+0.00062665i,-8.3959e-05+0.00037357i,-0.00010653+0.00068686i,0.00037589+0.0010291i,0.00044784+0.00070926i,-0.0004501-3.8774e-05i,-0.0012116-0.00045556i,-0.00095022-0.00021065i,7.3582e-05-0.00056432i
-0.0015058-0.0017917i,-0.002376-0.0010749i,-0.0020278-0.00019467i,-0.0021501-0.00058018i,-0.0024737-0.0021661i,-0.0019464-0.0024494i,-0.0016111-0.0020457i,-0.0010339-0.001747i,-0.0005343-0.001083i,-0.000221-0.0009722i,0.00010274-0.001079i,-0.00046236-0.00067502i,-0.00060908-1.4619e-06i,6.3113e-05+0.00034469i,0.00035763+0.00065756i,0.00051439+0.00091455i,0.00075633+0.00083327i,0.0010679+0.00054679i,0.0012726+0.00027225i,0.00083089+0.00051863i,0.0003445+0.00047379i,0.00028978+0.00039056i,-0.00023089+0.00073443i
0.00050436-0.0033389i,-0.0028419-0.0026316i,-0.003623-0.0026266i,-0.0033181-0.00143i,-0.001986-0.00039165i,0.00011964-0.001066i,0.00073407-0.0017112i,0.0013213-0.0013042i,0.0012761-0.00088938i,0.00036818-0.0010791i,0.00023004-0.00041237i,0.00089379-9.7557e-05i,0.0010063+9.3464e-05i,0.00038659+0.00031042i,8.8588e-05+0.00036385i,-0.00043244+0.00051914i,-0.00036621+0.00083256i,0.00068527+0.0007992i,0.00076777-0.00034911i,-0.00025033-0.00057813i,-0.00024985-0.00018767i,0.00056901-0.00045161i,0.0010821-0.0003008i
0.003041-0.0011125i,0.00063903-0.0015071i,-0.0013665-0.00086099i,-0.0017186+0.00087943i,0.00023403+0.0021628i,0.0019869+0.0009489i,0.0020906-0.00067979i,0.00095449-0.0011654i,0.0004233-0.00072435i,0.0012254-0.0003922i,0.0016396+0.00010884i,0.00083492+0.00054503i,-0.00015406+0.00026587i,-0.00023389+0.00018372i,-0.00067592+0.00047426i,-0.00072988+0.00023506i,-0.00073227+0.00010104i,-0.00076408-0.00034527i,1.944e-05-0.00047214i,0.00077046-0.00012158i,0.00037164-0.00043708i,1.0723e-05-0.00061287i,-0.00037133-7.2159e-05i
0.0019946-0.00094426i,9.3622e-05-0.0010484i,-0.0012944+0.0007549i,-0.0025166+0.00054628i,-0.0021837-0.00042064i,-0.00019069+0.00080413i,0.001474+0.0010143i,0.0020056-0.00025157i,0.0016449-0.00062751i,0.0017187+7.3293e-05i,0.00069891+0.00083904i,-0.00072285+0.0016786i,-0.00036249+0.0013753i,-5.7464e-05+0.00013546i,-0.00055861-0.0006228i,-0.00013433-0.00081876i,0.00037508-0.00052112i,-0.0004105-0.00058908i,-0.0013229-0.00053266i,-0.00070718+0.00011673i,0.00015047+0.00029632i,-0.00016977+0.0002207i,-0.00065041+0.00030769i
0.0018022+0.0036199i,0.0018898+0.0015104i,0.00023319-0.0013502i,-0.001693-0.0015417i,-0.0020697-0.00026474i,-0.00085186+0.0012443i,0.00047269+0.0010653i,0.0011296+5.7774e-05i,0.0015587-0.00012159i,0.0012165-0.0001626i,3.3123e-05+6.3751e-05i,-0.00081728+0.00061357i,-0.00095524+0.00071059i,-0.0010551-0.00012279i,-0.00064894-0.00093309i,0.00021826-0.00045935i,0.00068537+0.00034499i,0.00059663+8.5861e-05i,-6.6965e-05-0.00027019i,-0.00086477-0.00049157i,-0.0006599-0.00070423i,0.00051233-0.00047984i,0.00034798-1.1195e-06i
0.00053313+0.00043245i,-8.6289e-05+7.1197e-05i,-0.0019137-0.0004706i,-0.0041457-0.0010096i,-0.0042935-0.0015567i,-0.0027728-0.0005813i,-0.001542+0.0010584i,-0.0015516+0.00078274i,-0.0015897-0.00037641i,-0.0022768-0.00023701i,-0.0020733+0.00034315i,-0.00094786+9.1602e-05i,0.00046768-0.0003419i,0.00077968-0.00062134i,-0.00013415-0.00065438i,-0.00047578-0.00050112i,0.00057123-0.00067102i,0.00098177-0.00075622i,0.0008289-0.00037995i,0.00053033+0.00014098i,-0.00030669+0.00028636i,-0.00033078+0.00030516i,-0.00048141-0.00024156i
-0.0019411+7.8368e-05i,-0.002951+0.0017637i,-0.0042352+0.00097365i,-0.0035094-0.00018846i,-0.0022834+0.00013525i,-0.0014286+0.00038217i,-0.0012941+0.00029721i,-0.0016516-0.00022761i,-0.0016537-0.0012404i,-0.0019619-0.0015149i,-0.0017519-0.00074743i,-0.00073431-0.00058913i,0.00015238-9.4779e-05i,0.00051485+0.00075227i,-3.1681e-05-0.00017548i,0.00013026-0.00069279i,0.0007734-7.0258e-06i,0.0004605+0.00075983i,0.00026489+0.00028131i,3.4197e-05-0.00066837i,-0.0007868-0.00066065i,-0.0005205-0.00038315i,0.00024257-3.0286e-05i
-0.0021154+7.7461e-05i,-0.00061606+0.00045782i,-0.00031815-2.3844e-05i,2.0047e-05-0.00016165i,0.00083923-0.00061538i,-0.00010479-0.001266i,-0.001555-0.0015088i,-0.0013315-0.0019438i,-0.00014215-0.0019026i,3.8664e-05-0.0011771i,-0.00040256-0.00063666i,0.00016508+6.6568e-05i,0.00085986+0.00061i,0.0011821+0.00058904i,0.00053299+0.00022756i,-0.00033544+0.00042972i,-0.0013446+0.0005834i,-0.00076192+5.3453e-05i,0.00012411+0.00014486i,-0.00059271+0.00039175i,-0.00044104+7.9504e-05i,0.00097668+0.00038267i,0.0008147+0.0011925i
0.00032243-0.0023361i,-0.0018634-0.0017039i,-0.0027361+0.00021418i,-0.0026458+0.0019874i,-0.0012915+0.0017821i,0.00051256+0.00054458i,0.000805-0.00048685i,-0.0002728-0.0017344i,-0.00018039-0.0025125i,0.00052266-0.0019318i,0.00053379-0.00085755i,0.00078794-0.00022913i,7.8976e-05+0.0004355i,-0.00095582+0.0010909i,-0.00069562+0.0010443i,-0.00032711+0.00065414i,-0.00045584+0.0010046i,0.00015679+0.0014891i,0.00055983+0.00062126i,0.00038395-0.00055567i,0.0001766-0.00090951i,9.9993e-05-0.00067859i,0.0002619-0.00020104i
-0.0010205-0.00093013i,-0.00067749-0.00068343i,-0.0014165-8.1996e-06i,-0.001212+0.0020534i,-0.00020439+0.0035091i,0.00048976+0.0019303i,0.00060941+0.00010172i,0.0010554-0.00058858i,0.0014801-0.00048207i,0.0016141-4.354e-05i,0.0013877-9.0494e-05i,0.00062517+0.00060713i,-0.00025654+0.0010688i,-0.00078623+0.00021965i,-0.00098639-0.00048001i,-0.0011265-0.00025271i,-0.00067032+0.00020107i,-9.3941e-05+0.00074432i,0.00030789+0.00029655i,0.00034638+0.00077474i,-0.0001061+0.0005115i,-8.6274e-05-0.0012199i,-0.00028845-0.0013685i
1.5165e-05+0.0012469i,-0.0011305+0.0016574i,-0.0030507+0.0015188i,-0.0038868+0.00126i,-0.0026013+0.0016118i,-0.00081462+0.0022819i,0.00042277+0.0017202i,0.00023023+0.00031798i,-6.9279e-05-1.0476e-05i,0.00010424+0.00087231i,0.00020357+0.00093427i,-2.4382e-05+0.00081929i,-0.00068681+0.00085662i,-0.0014536+5.8686e-05i,-0.00090322-0.0006224i,-8.5071e-06+9.1361e-05i,0.00010436+0.00027695i,0.00048893-0.00036097i,0.00059725-0.0011461i,0.00071961-0.00086756i,0.00070349-0.00042944i,-2.0702e-05-0.00015861i,-0.0010941+0.00039471i
0.0041761+0.0025281i,0.0026492+0.001674i,3.9265e-05+0.00068651i,-0.0017837-0.00028215i,-0.0027774+0.00010773i,-0.0025033+0.00041233i,-0.001219+0.00066317i,-0.00054361+0.001205i,-0.00017806+0.0013803i,0.00010056+0.0009621i,0.0004326+0.00012541i,0.00059573-2.9194e-05i,-0.00022444-0.00023637i,-0.00089285-0.00051066i,-0.00067451-0.00015662i,-0.00013159+0.0001239i,0.00036804-7.1945e-05i,0.00026143+0.00015859i,0.0001144+0.00075502i,-5.9048e-05+0.0005934i,-5.0554e-05+0.00061859i,-0.00028479+0.00077099i,-0.00010444+0.00032416i
-0.0018674+0.0034581i,-0.0020055+0.002826i,-0.0015202+0.0011165i,-0.00062574-0.0012221i,-0.00016974-0.0030257i,-0.00062244-0.0028536i,-0.0011256-0.0008812i,-0.00058011+0.0005973i,3.3312e-05+0.001181i,-0.00038674+0.00076895i,-0.00098115+7.8265e-05i,-0.0011814+5.0839e-05i,-0.00016122+0.00046477i,0.00030031+0.00034419i,-0.00075494-0.00057954i,-0.00058135-0.00040506i,0.00060893+0.00036626i,0.00091279-0.00012427i,0.00057641-0.00030233i,0.00030162+0.00017985i,-0.00021285+0.00064516i,4.2633e-05+5.7027e-05i,0.00061932-0.00072933i
-0.00069946+0.0069611i,0.00093948+0.0038901i,0.001094+0.00057581i,0.0010301-0.00027956i,0.0018998-0.00097877i,0.0019942-0.0017417i,0.00052109-0.0017752i,-0.0001939-0.0013798i,-0.00018522-0.00086572i,7.618e-05-0.00048163i,-0.0005766-0.00039413i,-0.0015327-0.00081039i,-0.0012483-0.00093867i,-0.00059965-0.00062364i,-0.00021546+7.4507e-05i,0.00055102+0.00026743i,0.0013206+0.00018266i,0.0013117-0.00010243i,0.00028244-0.00028197i,-0.00051617+0.0006921i,-4.8428e-05+0.00070056i,0.00064873+0.00017378i,0.00032979+0.00011419i
-0.0023875-0.0021325i,-0.0024982-0.0010719i,-0.0023586-0.00020282i,-0.00080869+0.0009381i,0.0013284+0.0018505i,0.0020418+0.0009118i,0.00059298-0.00068186i,-0.00053248-0.0016317i,-0.00021999-0.0015176i,-3.3574e-05-0.0010595i,-0.00015541-0.00085442i,3.047e-05-0.00091858i,0.000152-0.0004521i,0.00088448-3.7798e-05i,0.0010974+0.000283i,0.00074052+0.00067824i,0.00022432+0.0013025i,0.00028458+0.0007498i,-3.2402e-05-0.00019361i,-0.00043779-0.00048937i,-0.00073421-0.00017284i,-0.00040809+5.546e-05i,0.00025238+4.4854e-05i
-0.00023808-0.00058525i,-0.0010316+0.00082637i,-0.0016655+0.0030421i,-0.0017813+0.0040216i,-8.7567e-05+0.0040396i,0.00108+0.0027002i,0.001194+0.00014608i,0.0012444-0.0011923i,0.0004983-0.0011404i,0.00017629-0.00080565i,0.0010861-0.0002684i,0.00077258+1.8641e-05i,0.00021855+5.0431e-05i,-0.00014848+0.0003244i,-0.00035808+0.00035189i,-0.00033587-0.0002654i,-0.00040569-0.00059345i,-0.00027535+0.00051076i,-6.7138e-05+0.0010944i,-0.00016421+0.00024116i,-0.00092033-0.00045626i,-0.00097076-0.00069664i,-0.00055206-0.00037775i
-0.00042438-0.0011788i,-0.0016242-0.00012183i,-0.0031676+0.0012103i,-0.0049473+0.0029492i,-0.0036771+0.0039023i,-0.0011818+0.0033194i,1.3424e-05+0.001099i,0.00049248-0.00089297i,0.0010084-0.0012071i,0.0010689-0.00097065i,0.0010304-0.00087262i,0.00094667-0.00072093i,0.00090795-3.3037e-05i,0.00040912+0.00061148i,-0.00066107+3.9426e-07i,-0.0012726-0.00054199i,-0.0010158-0.00022606i,-0.00038391+0.00030106i,-0.00019365+5.5303e-06i,-9.4983e-06-0.00066537i,0.00022493-0.00074777i,0.00031803-0.00047106i,0.00015454+0.00011823i
0.00085728+0.0017285i,-0.00088467+0.0010216i,-0.0026924+0.00083434i,-0.0047797+0.0001899i,-0.0049537-0.00085236i,-0.0030558-0.00056929i,-0.00016391-0.00053662i,0.00073859-0.00083024i,1.3056e-05-0.00036605i,-6.5239e-05-0.00026826i,-6.0358e-05-0.00036358i,0.00025213-0.0005874i,0.00027874-0.00063543i,-0.00011488-0.00027028i,-6.1441e-05+0.00061108i,-0.00014471+0.0010903i,0.00017325+0.00057418i,0.00048909+0.00014012i,0.00067627-8.8256e-05i,0.000876-0.0003843i,0.00051323-0.00080668i,-0.00011637-0.00085506i,-0.0010546-0.00028605i
0.00154+0.0017947i,-0.00071715-0.00024404i,-0.0037754-0.00096736i,-0.0041159-0.0013092i,-0.0028812-0.0017164i,-0.0019903-0.0015488i,-0.0005038-0.00090854i,7.7557e-06-0.00086621i,0.00010576-0.00069926i,0.00053622+0.00052271i,0.00037776+0.00057855i,-0.00070526-0.00037459i,-0.00091232-7.4723e-06i,-0.00031735+0.00067864i,8.1888e-05+0.00029604i,-0.00053411-0.00016993i,-0.00040783+0.00032633i,-9.258e-05+0.00034936i,-1.2887e-05-0.00040992i,0.00077104-0.00049188i,0.0006337-0.0010559i,-0.00026365-0.0010692i,-0.00088458-0.0010808i
-0.00061691+0.0014117i,-0.0010918-0.00018516i,-0.002043-0.0007731i,-0.0020642-0.002628i,-0.00015932-0.0028236i,0.00054956-0.00082859i,7.3061e-05-0.00029237i,7.1598e-05-0.00025337i,-0.00070458-0.00010069i,-0.00096074-0.00024883i,-0.000603-0.00035572i,0.00012574-0.00076982i,8.6928e-05-0.00098181i,-5.4511e-05-0.00057832i,0.00069286+6.3217e-05i,0.0014606+0.00047115i,0.0015482-9.2235e-05i,0.0012091-0.00050183i,0.00078715-0.00092305i,-0.00021-0.00099124i,-0.00023697-0.00073257i,0.00045773-0.0004013i,0.0003829-0.00018586i
-0.00099785-0.00048489i,-0.0011066-0.00044727i,-0.00039407-0.0013542i,0.0010961-0.00082131i,0.0017453-0.00085399i,0.0018739-0.0016092i,0.00087724-0.0014129i,-0.00041787-0.0015567i,-0.00072764-0.001649i,-0.00040909-0.0014297i,-0.00022265-0.00053206i,0.00046204+0.00029675i,0.00049603-4.2459e-05i,-0.00085029-0.0007232i,-0.0011384-0.00051659i,-0.00044629-0.00015384i,0.00010819-0.00020792i,6.1299e-06-8.2892e-06i,9.0244e-05-0.00012287i,0.00093404+7.0696e-05i,0.00056994-9.7602e-05i,-0.00010551-0.00017702i,-9.4357e-05+0.00016992i
-0.0029825-0.0026565i,-0.0029127-0.0010385i,-0.0032315+0.00071812i,-0.0023297+0.0029246i,-0.00065339+0.0038243i,0.00016465+0.0022576i,0.00033508+0.00048548i,0.00027955-0.0005401i,-0.00059062-0.0010136i,-0.0012674-0.0013079i,-0.00036338-0.0012544i,0.00047936-0.00031948i,0.00046873-0.0003873i,-3.9547e-05-0.00011702i,-0.00016571+0.00055327i,0.0002202+0.00037457i,0.00026597-7.9742e-05i,0.00011816-0.00059441i,-0.00044296-0.00078876i,-0.00087174-0.00018616i,-0.00040112+0.00014791i,-0.00013773+0.00021836i,0.0001289+0.00051275i
9.9411e-05+9.9181e-05i,0.00071495+0.00065703i,-0.00012243+0.0023194i,-0.0015553+0.0037982i,-0.0017089+0.003919i,-0.00050021+0.0023864i,7.9464e-05+0.0010852i,-0.00060408+0.00056168i,-0.00041171-0.00061617i,0.00051289-0.00076953i,0.00079422+0.00018309i,-0.00013277+0.00045211i,0.00012162+0.00031136i,0.00048598+0.00064584i,0.00021238+0.00060016i,0.00032419+0.00084337i,0.00016577+0.00041655i,-0.00032987+0.00016383i,-0.00040968+0.0002546i,-0.00022169-0.00025621i,6.2415e-06+0.00013786i,0.00065989+0.00010349i,0.00050897+0.00017958i
-0.00085111-0.002961i,-0.0027924-0.00054054i,-0.0064965+0.00026572i,-0.0086236+0.0016086i,-0.0074926+0.0035343i,-0.0035268+0.0035514i,-0.00056235+0.0012874i,0.00016261-0.00018066i,4.1548e-05-0.0002579i,-0.00062543+0.00010573i,-0.0011754+0.00044435i,-0.00096418+0.00040472i,-0.00059964-2.54e-05i,-0.00051294-0.00066888i,-0.00083825-0.00072003i,-0.00055705-0.00035191i,6.6595e-05+4.0687e-05i,-3.6833e-05-0.00030252i,5.3113e-05-0.00070399i,7.1076e-05-0.00048976i,-0.00046869-4.1045e-05i,-0.0013852-7.1805e-05i,-0.001031-0.00023376i
-0.0020898-0.0015379i,-0.0043279-0.001038i,-0.0054753-8.0177e-06i,-0.0061716+0.00048216i,-0.0057891+0.00039505i,-0.0040382-2.7907e-05i,-0.0016802-1.6163e-05i,-0.00072207-0.00037077i,-0.00096323-0.00059514i,-0.00030035-0.00015645i,0.00012375+0.00036789i,-0.00022519+0.00064609i,-0.00089858+8.0937e-05i,-0.0013441-0.00029473i,-0.00064989-0.00015733i,0.00010234+5.172e-05i,-0.00044179+0.00051184i,-0.00037193-5.3718e-05i,-5.297e-05-0.00052555i,-0.00035222-0.00026143i,-0.00070419+0.00019556i,-0.00079972+0.00045002i,-0.00034795+9.6393e-05i
0.0038628+0.00057429i,0.0011465-0.0017229i,-0.0012169-0.0048669i,-0.002604-0.0067233i,-0.0037623-0.0061288i,-0.0036686-0.0033705i,-0.0020132-0.00063602i,-0.0009403-5.6344e-05i,-0.00073602-2.0328e-05i,-0.00050827-0.00041275i,6.6065e-05-0.0012329i,3.1573e-06-0.00021386i,-0.00043124+0.00094827i,-0.00082802-1.3397e-05i,-0.00047886-0.00021032i,0.00053224+0.00050339i,0.00090098+0.00027786i,0.00077687+6.6945e-05i,0.00051769-0.00019557i,0.00061844-0.00041019i,0.00089775-0.00045666i,0.0005966-0.00083445i,-0.00040693-0.00045968i
-0.0012432+0.0022264i,-0.0023008+0.001061i,-0.002474-0.00030538i,-8.6903e-05-0.0020562i,0.0014549-0.0029102i,0.0010576-0.0030549i,0.00015016-0.0017381i,0.00022515+2.9559e-05i,0.00095548-0.00032029i,0.0011799-0.0011458i,0.0010523-0.00090059i,0.00027717-5.1241e-05i,0.00015233+0.00042141i,-0.00013541+0.00022654i,-0.00095058+0.00010377i,-0.00092053-8.0578e-05i,-0.00014454-2.6629e-05i,-0.00029845+0.00013145i,-0.00059498+0.00031748i,0.0001005+0.00014739i,0.00063735-0.00033484i,0.00048547-0.00084411i,0.0005161-0.00097722i
0.0014922+0.0024219i,0.0019646+0.00012105i,0.0021604-0.0015404i,0.0025236-0.0018322i,0.0039578-0.0015464i,0.0036275-0.0013018i,0.0016571-0.00077599i,0.00065353-0.0004214i,0.00058781-0.00047171i,0.00077779-0.00036841i,0.00066653-0.00037634i,0.00027546-0.00011331i,0.00022979-0.00020337i,0.0011551-0.00012677i,0.0012108+0.00021353i,0.00045586+0.00044164i,-0.00049529+0.00037728i,-0.00030811-0.00033084i,0.00025069-0.00021641i,0.0002241-0.00034885i,0.00052048-0.0007603i,0.00035515-0.00035602i,1.682e-05-0.00029116i
-0.0034535+0.0014367i,-0.0024885+0.0015096i,-0.00095261+0.0021389i,0.00026362+0.0035284i,0.0015921+0.0040912i,0.0020684+0.0027419i,0.0011577+0.00083681i,0.0010917+0.00061551i,0.0011218+0.00033476i,0.00016543-0.00051038i,8.0725e-05-0.00046906i,0.00018154+0.00046423i,-2.9619e-05+0.00048605i,-0.00015247-0.00044555i,3.2722e-05-0.00028527i,-0.00025948+0.00026102i,-6.1133e-05+0.00063273i,0.0011279+0.00022891i,0.00098049+0.00011779i,-0.00031957+0.00019563i,-0.00052476-0.00040722i,0.00034655-0.00066757i,0.00088152-0.00093253i
0.00054793-0.00085741i,-0.0001614+0.00049169i,-0.0017203+0.0025106i,-0.0029322+0.0046756i,-0.0018425+0.0050733i,-0.0003434+0.0031898i,-0.00012132+0.0010166i,6.2026e-05+0.00030563i,0.00035712+0.00090941i,0.00065455+0.0010232i,0.00089082+0.00014836i,0.00073888-0.00056748i,0.0011118+0.00019226i,0.0015158+0.00024804i,0.0007941-0.00027614i,0.00017842+5.6712e-05i,0.0006931+0.0005026i,0.00089275+0.00077879i,0.00076958+0.0011793i,0.00092027+0.0010269i,0.00033651+0.00097186i,-0.00038899+0.00093314i,-0.00084291+0.00047062i
0.0017727-0.00071249i,0.00040049-4.9328e-05i,-0.003788+0.00056878i,-0.0073002+0.0013644i,-0.0067609+0.002206i,-0.0038488+0.0021907i,-0.0016257+0.00088553i,-0.0010511-0.00058472i,-0.00020154-0.0003602i,3.4097e-05-1.1416e-05i,-0.0005967-0.00039396i,-0.00065672-0.00048741i,-0.00052485-0.00031167i,-0.00057419+3.3637e-05i,-0.00082496+0.00049487i,0.00022174+0.00037348i,0.00084803-6.0634e-05i,0.00019049+3.7843e-05i,-0.00051257-0.00020265i,-0.00035763-0.00082334i,-0.00091611-0.00049231i,-0.00098278-0.00028393i,-0.00032007-0.00014039i
0.0010198-0.0015876i,-0.0013277-0.00027792i,-0.0036817-0.00085533i,-0.0059766-0.0027812i,-0.0064047-0.0030349i,-0.0036296-0.00096466i,-0.0008132-0.00011963i,7.8947e-05-0.00098122i,0.0002592-0.00064791i,0.00021825-0.00020507i,-0.00035929-0.00051163i,-0.00021889-0.00053113i,-0.00011494-2.8134e-05i,-0.00053094-1.666e-05i,-0.00042668-0.00024446i,-7.382e-05-0.00024965i,0.0001858-0.0006198i,6.5137e-05-0.00083952i,-0.00012554-0.00086748i,0.00014629-0.0012432i,0.00032806-0.00058556i,6.4373e-05-2.534e-05i,1.4015e-05-0.00028179i
0.0022333-0.00049637i,0.00026694-0.0015833i,-0.0012547-0.0034871i,-0.001978-0.0043933i,-0.0025844-0.0036457i,-0.0018666-0.0021777i,-0.00062853-0.0010848i,-0.00036228-0.00095882i,-0.00042725-0.001677i,-0.00095063-0.0018678i,-0.00072651-0.0013803i,0.00034934-9.6203e-05i,0.00072941+0.00039484i,0.0001156+0.00012694i,-0.00041988+0.00023694i,-0.00020657+0.00022542i,-0.00055103+0.00039726i,0.00015118+0.00035408i,0.0014423+4.7027e-05i,0.0010499-2.4265e-05i,0.00092759-0.00019031i,0.00050972-0.00012624i,-0.00041775-0.0004125i
