-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
0.00031577+0.00027463i,-0.00032013+0.0004984i,-3.1666e-06+0.00028156i,0.0011345-0.0010537i,0.001946-0.0020176i,0.0005453-0.0018589i,-0.0003978-9.5811e-05i,0.00051473+0.0012756i,0.001886+0.00077193i,0.0027701-0.00037593i,0.0019099-0.00019861i,0.00079053+8.7594e-05i,0.00041014-6.0409e-05i,0.00033092-0.00018317i,1.9764e-05-0.00042309i,-0.00026907-0.00051098i,-5.0158e-05-0.00059448i,0.00062501-0.00069459i,-8.229e-05-0.0010803i,-0.00068665-0.0014268i,0.00041849-0.00081686i,0.00024808-0.00052094i,-0.00071659-0.001007i
0.0012535-0.00011484i,0.0015984-0.00068688i,0.0014364-0.0011601i,0.0010546-0.00074421i,0.0010832-0.0015806i,0.00068236-0.001675i,0.00020627+3.7593e-05i,0.0012355+0.00089856i,0.0021313+2.3564e-05i,0.0021374-0.00071387i,0.0018317-0.0004428i,0.00091908-0.0006507i,0.00070322-0.0013745i,0.0007313-0.00087896i,0.00016434-6.0477e-05i,-0.0003381-3.0081e-05i,-0.00034447-1.094e-05i,-2.8281e-05+0.00018114i,-0.00010569+0.00066431i,0.00021759+1.6351e-05i,0.00088653-0.00068965i,-3.3678e-05-0.0004716i,-0.00063903+4.6681e-07i
0.0005789+0.00065296i,0.00011891+0.0012928i,0.0013528+0.00098026i,0.0025501-0.0014901i,0.0020474-0.0027183i,-0.00046127-0.0015354i,-0.0010818+1.118e-05i,0.0014869+0.0013066i,0.0028324+0.0011859i,0.0023357+1.8794e-06i,0.0010815-0.00043437i,-0.00090681-0.00015371i,-0.0012938+0.00025092i,-0.00058176-0.00011713i,-0.0003861-0.00030343i,-0.00053205+0.00028337i,-0.00020863+0.00075145i,-3.0996e-05-3.1715e-05i,-0.00011182-0.00027583i,-0.00071732-5.3229e-06i,-0.00066132-5.3227e-05i,-0.00024082+0.00033061i,-0.0003796-0.00011124i
0.00060188+0.00088561i,0.00071054+0.0016382i,0.001898+0.0021324i,0.0022988+0.00080198i,0.0012443-0.0018873i,-0.00020664-0.0025721i,-0.00010841-0.00078869i,0.00096463+0.0013071i,0.0015229+0.0012786i,0.0012835+0.00080436i,0.00059694+0.00026049i,0.00012703-0.00011066i,-9.7823e-05-8.158e-05i,-0.00019721-0.00047084i,-0.00042413-0.00014525i,-0.00055235+0.00083943i,-0.00030777+0.0011615i,0.000319+0.00096582i,0.00036514+0.00087348i,9.4599e-05+0.00058742i,-9.7298e-05+0.00014632i,-0.00077105+0.00028861i,-0.00059552+0.00022981i
-0.00018302-0.00031246i,-0.00025128-0.00073675i,-0.00075656+9.512e-05i,-0.00040016+0.00024723i,-0.00050051+0.00060831i,-0.0012391+0.00076032i,0.00025814+0.00068396i,0.0019296+0.0016998i,0.0022463+0.0018375i,0.0018405+0.00020531i,0.0011283-0.0010664i,0.00072862-0.00053723i,0.00020684+8.4431e-05i,7.9882e-05-0.00040998i,0.00014765-0.00059671i,-0.00024285-0.00033724i,-0.00039951-0.00091272i,1.4919e-05-0.00063788i,0.00046524+0.00013786i,0.00076055+1.6789e-05i,0.00071408-0.0002984i,0.00014392-0.00020051i,-0.0002814+0.00014162i
0.00058778+0.00026192i,0.00019398-0.00068826i,0.0012081-0.00050052i,0.0022838-0.0012786i,0.001921-0.0021042i,0.00018567-0.0018909i,-0.0010445-0.00036312i,0.00017538+0.0011195i,0.0016812+0.00045275i,0.0021197-0.0014014i,0.0015657-0.0020342i,0.00037864-0.0013308i,6.6899e-05+0.0003279i,-0.00016966+0.00045602i,-0.00069972-0.0003913i,-0.00066194-0.00036604i,-0.00074729-8.2987e-05i,-0.00095588-0.00048599i,-0.0011909-0.00092149i,-0.0014153-8.5539e-05i,-0.00092778+0.00020188i,-0.00058685-0.00076613i,-0.00012227-0.0012978i
0.00080399-0.00049768i,0.0015058+8.2471e-05i,0.0017693+0.00029201i,0.0011677-0.00064935i,4.4155e-05-0.0016218i,-0.00097103-0.00051053i,0.00020972+0.00054609i,0.0021004+0.00066411i,0.0023596+0.00014847i,0.0018888-0.00074708i,0.0013203-0.00079784i,0.00079713-0.00057677i,0.00061801-0.00062626i,0.00047642-0.00034899i,0.00043893+0.00025266i,-0.00011594+0.00046726i,-0.00070503+0.00067407i,-0.00096851+0.00022255i,-0.00022524-5.369e-05i,0.00053491-1.8745e-05i,0.0010431-0.00024136i,0.00066791-4.6228e-05i,-3.4648e-06+0.00028462i
-0.00064921+0.00012092i,-0.0013632+0.0004799i,-0.0011283+8.6885e-05i,-3.4732e-05-0.00033034i,0.00018175-0.00075744i,-0.00020347-0.00075738i,-3.4328e-05+0.0005355i,0.00078997+0.0018497i,0.00094765+0.00081888i,0.0010818-0.00041974i,0.00056067-0.00075097i,0.0003143-0.00095701i,0.00084762-0.00078769i,0.00058945-0.00033244i,0.00041353-0.00010844i,4.7582e-05-0.00044555i,-0.00034263-0.00049115i,-0.00071271+3.3971e-05i,-0.001128-0.00029757i,-0.00062282-0.00061704i,3.0712e-05+1.6684e-05i,-5.3875e-05+0.00035435i,3.0519e-05+0.00022543i
0.00052315-0.0009293i,-8.4577e-05-0.00048117i,-6.9718e-05-0.00010332i,-0.00010077-0.00018469i,0.00036724+0.00022869i,0.00059351+0.00074493i,0.0006529+0.00076662i,0.0012455+0.0006616i,0.00147-0.00015872i,0.00095081-0.00080501i,0.00057389-0.00071667i,0.00028559-0.00057712i,0.00038726-0.00044203i,0.00019199-0.00081454i,-0.00033411-0.00081501i,-0.00069002-0.00080465i,-0.0002888-0.00023445i,0.00013579+0.00061539i,-0.00011907+0.00060427i,-0.00017855+0.00010549i,6.8781e-05-0.0006885i,-7.6766e-06-0.0010951i,-0.00073694-0.00087706i
-0.00025001-4.6222e-05i,-0.00053288+0.00043961i,0.00031004-0.00039908i,0.0016463-0.0011802i,0.0011034-0.0017078i,-0.00049548-0.0013751i,-5.1148e-05+9.3857e-05i,0.001724+0.0014846i,0.0032874+0.001199i,0.003295-0.00020469i,0.0020834-0.00038014i,0.00089437-0.00021275i,0.00011675+5.5313e-05i,-6.2003e-05-0.00013464i,-0.00054989-0.00059346i,-0.00099088-0.0004525i,-0.00078831+0.00021793i,-0.0010522+0.0003812i,-0.0011479+0.0004155i,-0.00032719+0.00021021i,0.00063179-0.00090692i,0.0010289-0.0013503i,0.00043576-0.0012015i
-0.0016372+0.0005736i,-0.00035806-0.00067671i,0.00039026-0.0003629i,0.001652-8.337e-05i,0.0022137-0.00057412i,0.0015509-0.00063346i,0.0011647-0.00033765i,0.00094555+0.00089948i,0.0004805+0.0020991i,0.000605+0.0018777i,0.00093946+0.00070593i,0.00029562+0.00029117i,-0.00041969+0.00058697i,-0.00036166+5.3049e-05i,-0.00046962-0.00052681i,-0.00040141-0.00022704i,-0.00036623-0.00013494i,-0.00031547-6.6445e-05i,-0.00052362-0.00056066i,-0.00042071-0.00028417i,-0.00011785+0.00019537i,-0.00034756-0.00019451i,-0.00011026-9.1668e-05i
0.002262+0.0011731i,0.0014695+0.0015241i,0.0015412+0.00047403i,0.0014271-0.00056534i,8.1542e-05-0.001279i,-0.0013003-0.00058837i,-0.00090176+0.00075474i,0.00091939+0.0015994i,0.0019599+0.0012422i,0.0011872+0.0002325i,-5.1081e-05-0.00022139i,-0.00020423-0.0004991i,0.000127-0.00089687i,0.00018227-0.00057284i,-0.00020837-0.00028814i,-0.00070292-6.4253e-05i,-0.00090667-9.5276e-05i,-0.00060378-0.00053563i,-6.6977e-05-0.00065112i,-2.4659e-05-0.00083392i,-0.00030862-0.00041085i,-0.0001438+0.00030058i,0.00036804+2.7426e-05i
-0.0014599-0.00057122i,-0.00056592-0.001047i,0.00070477-0.00036321i,0.00032705-0.00089274i,-0.00050117-0.002342i,-0.0005379-0.0017126i,-0.00022514-1.8655e-05i,0.0012617+0.00094164i,0.0022785+0.00088157i,0.002114+0.00078422i,0.0010075-2.805e-05i,0.00037784-0.00018561i,0.00040099+7.9402e-05i,-0.00041391-0.00044321i,-0.0010558-0.00054387i,-0.00076624-0.00012266i,-0.00038501+0.00019797i,-0.00022211-0.00027643i,2.0837e-05-0.00070574i,-0.00026353-0.00066066i,-0.0004028-0.00042491i,-0.0011243+6.6047e-05i,-0.0016916-0.00018107i
-2.7892e-05-0.00094865i,0.0010207-0.0013852i,0.0017001-0.0016644i,0.0031322-0.00097243i,0.0028843-0.00032788i,0.0007449-0.00039957i,-7.1216e-05+0.00010183i,0.0017533+0.00088278i,0.0028092+0.00089549i,0.0019256-8.9408e-05i,0.001022-0.00057264i,0.0005421-0.00038261i,-0.0001994-0.00040348i,-0.00062975-0.00014631i,-0.00049155-0.00024523i,-0.00083022-0.00049996i,-0.0010822-0.00025441i,-0.00073143-0.00010853i,0.0005449+0.00019481i,0.001233-0.00017457i,0.00041269-0.00076624i,-0.00024795-0.00032247i,0.00040168-0.00010878i
0.0011002-0.0001367i,0.0010209+0.0012275i,0.0012485-9.6356e-07i,0.0017869-0.0021704i,0.00044962-0.0028969i,-0.0013368-0.0014737i,-0.00036537+0.00093359i,0.0019997+0.0014509i,0.0019273+0.00069451i,0.00055296+0.00031383i,0.0003591-0.00016098i,0.00056783-0.00031952i,0.00077575-0.00041829i,0.0006064-0.00025368i,0.00049997-0.00010004i,0.00038804-0.00036678i,0.00030789+0.00032195i,0.00037291+0.00080156i,0.00063726+0.00064131i,0.00086846-0.00012811i,0.00046029-0.00095723i,0.00022988-0.00096792i,-0.00015655-0.00072307i
0.00065318-0.00079279i,-0.001719+0.00048601i,-0.0025898+0.0001498i,-0.0017926-0.001884i,-0.00085269-0.0028555i,-0.00039928-0.0025449i,0.00017002-0.0011418i,0.0015707+0.00048159i,0.0021919+0.0011004i,0.0014607+0.00076446i,0.00038609+2.741e-05i,0.00018699+3.9882e-05i,0.00055779+0.00052407i,0.00037141+5.1836e-05i,0.00025335-0.00060444i,-0.0001822-0.0012295i,-0.00044772-0.00067123i,-0.00014464+2.6144e-05i,0.00034283+6.7102e-05i,0.00023483+0.00032821i,-2.8035e-05-0.00036376i,0.0001466-0.0011479i,-7.0701e-05-0.0012378i
0.0015079+0.0010513i,0.0012946+0.0011391i,0.0020427+0.00059759i,0.0024291-5.7351e-05i,0.0014642-0.00066901i,-0.00065041-0.00036507i,-0.0014876+0.0010965i,0.000865+0.0020235i,0.0024579+0.001537i,0.0015461+0.00038199i,0.0014209+5.654e-05i,0.0011305+0.00072935i,-7.9017e-05+0.00097137i,-0.0003678+0.00033123i,0.00032813-0.00084464i,0.00013101-0.00094069i,-0.00039027-0.00024751i,-0.00038204+5.7707e-05i,0.00068747+7.692e-05i,0.00090852-0.00027981i,0.0005771-0.00082076i,0.0002148-0.00024787i,-2.0956e-05+0.00047678i
0.00032228+0.0013737i,0.00062242+0.0014681i,0.00051997+0.0014405i,0.00062216+0.00020173i,-0.0003001-0.0025149i,-0.0015643-0.0023332i,-0.00049063-5.554e-05i,0.0016886+0.001104i,0.0024341+0.0012671i,0.0018181+0.00035325i,0.0010128-0.00029194i,0.0011133-0.00032437i,0.00093662+0.00024388i,9.6667e-05+0.00026919i,0.00035719+0.00022599i,0.00060914+0.00048721i,0.00038465-0.00010161i,0.0003407-0.00011759i,0.00043005+0.00023753i,0.00035198-0.00019461i,8.5635e-05+3.2541e-05i,-0.00049397+0.00051651i,-0.0008461+1.0004e-05i
-0.00096588-9.1721e-05i,9.0388e-05+0.00076164i,0.0012291-0.00064491i,0.0021295-0.0018716i,0.001892-0.0022095i,0.001168-0.0016461i,0.00086776+0.0002114i,0.0012503+0.0011332i,0.0018336+0.00022174i,0.0015735-0.00033333i,0.0012366-4.351e-05i,0.0011329-5.5039e-05i,0.00077226-0.00060117i,2.3756e-05-0.0013654i,-0.00052976-0.0014835i,-0.0001776-0.00078984i,0.00021183-5.8395e-05i,0.00043638+0.00045915i,0.00033968+0.0011708i,0.0004702+0.0004561i,0.00082839-0.00021772i,0.00072041-0.00013991i,0.00032796-6.2016e-05i
0.0008613-0.0012886i,0.0012551-0.0007554i,0.0012437-0.00091788i,0.00063018-0.00085562i,-0.00036494-0.00076551i,-0.00020995-0.00021779i,0.0003142+0.0011173i,0.00084685+0.0018173i,0.0014827+0.00074485i,0.0010799+0.00015344i,6.6192e-05+0.00020929i,0.00020767+0.00055271i,0.00041405+0.00082548i,0.00022288+0.00010351i,0.00014574-0.00042618i,-0.00015602-0.0005092i,-0.0006624-0.0007364i,-0.00096396-0.00084782i,-0.000438-9.5186e-05i,5.5457e-05-0.00020178i,-0.00018825-0.00049207i,3.4304e-05-0.00011462i,0.00021054-0.0003993i
-0.00066821+0.00070682i,-0.00026738+0.00066895i,0.00070228+0.0012008i,0.0013342+0.00037359i,0.00063478-0.0017406i,-0.00045095-0.0012602i,-0.00044677+0.00075791i,0.00063772+0.0015388i,0.0014684+0.00087126i,0.001231-7.3028e-05i,4.6793e-05-0.0005221i,-0.00065339-0.00050245i,-0.00051996-0.00087406i,-0.0002116-0.001003i,-0.00020606-0.00059935i,-0.00025716-3.4046e-05i,-8.0578e-05+0.00015149i,0.00019628-0.00021584i,0.00013374-0.00033769i,0.00012765-0.00077895i,-0.00032757-0.00086998i,-0.00062173-0.00012758i,-0.00029151+0.00030325i
-0.0013618-0.0016468i,7.3208e-05-0.0014431i,-0.00056292+0.00020635i,-0.00058991+0.0011119i,0.0002139+0.00052358i,0.00054995+0.00031651i,0.00090659+0.00081626i,0.0020238+0.0012486i,0.0018448+0.0014163i,0.00057222+0.00076574i,-5.1694e-05-0.00028563i,-0.00040006-0.00099196i,1.8722e-05-0.00092792i,0.00036202-0.0012684i,0.00015731-0.0013331i,1.5613e-05-0.000512i,-0.00037137+0.00011462i,-0.00059804+0.00029897i,-3.682e-07-0.0007198i,0.00035708-0.001258i,5.622e-06-0.00034917i,-5.5799e-05-7.3844e-05i,0.00013795-0.00066285i
0.00066974-0.0016044i,0.0017582-0.0016209i,0.0028158-0.0015543i,0.0028635-0.0014656i,0.0016806-0.0017914i,-0.000192-0.00086988i,-5.1913e-05+0.0011024i,0.0017471+0.0018172i,0.0014167+0.0012508i,0.00058163+0.00055929i,0.0010947+5.3621e-05i,0.0012942-0.00031483i,0.0012377-0.00032571i,0.00079606-0.00066003i,-0.00018447-0.00069247i,-0.00027386-0.00043885i,-0.00017108-0.00049577i,0.00022506-0.0005268i,0.00089508+8.1667e-05i,0.00095903+0.000212i,0.00059501+0.00016269i,0.00047057+0.00070367i,0.00058664+0.00022018i
-0.00025734+0.0013461i,0.00048308+0.0022578i,2.9124e-05+0.0022132i,-0.00010567+0.00018903i,0.00022968-0.0013111i,-0.00044709-0.001453i,-0.00031835-0.00049587i,0.0011446+0.00036365i,0.0017594-1.9363e-05i,0.0013143-0.00037292i,0.00053339+0.00068594i,-2.0021e-06+0.00065416i,0.00010814-3.1516e-05i,0.00041318-0.00053907i,0.00029994-0.00057749i,0.00045883-0.00035422i,-8.9489e-05+0.00020212i,-0.00081112+0.00028125i,-0.0009962-2.1505e-05i,-0.00087708+2.6489e-05i,-0.00064309-0.00019947i,-0.00070329-0.00027791i,-0.00080523-0.00044415i
-2.6805e-05-0.00012165i,-0.00025433-0.00092824i,0.00033064-0.0017938i,0.00093809-0.0022921i,0.00093-0.00245i,0.00066772-0.0017275i,0.00048326-0.00036704i,0.0010671+0.00080811i,0.0019516+0.00086064i,0.0012702+6.5723e-05i,0.00055181-0.00038368i,0.0005259-0.00019868i,-0.00019501-6.4384e-05i,-0.00016858+0.0002985i,-0.00029692+0.00047531i,-0.00094816+0.00019163i,-0.00018039+0.00046662i,0.00010522+0.00053225i,-0.00064018-0.00018994i,-0.00075468-0.00059388i,-0.00023956-0.0001873i,-0.00046956-6.6753e-05i,-0.0005742-0.00055556i
-0.00061486+0.0007105i,0.00035773+7.4016e-05i,0.0022404-4.0388e-05i,0.0021474-0.00026154i,0.00027474-0.00082796i,3.6774e-05-0.00054034i,0.0012832+0.00019117i,0.0021794+0.00078992i,0.0018743+0.00062038i,0.00054595+0.00048169i,4.4839e-05+0.00015402i,0.0010336+0.00015522i,0.00074908+0.00037114i,-0.00015204+1.1636e-05i,-0.00019606-0.00044726i,1.2258e-05-0.00032273i,-0.00065592+0.00020868i,-0.0010489+0.00042662i,-0.00027372+0.00035639i,1.5455e-05+0.00045007i,-0.00059455+0.0006525i,-0.00043551+4.9968e-05i,-0.00057361-0.00034244i
-0.0010089+0.0011145i,-0.0024295+0.0014774i,-0.002089+0.0015598i,-0.00040348+0.0006243i,0.00088163-0.0016034i,0.00039138-0.0028609i,-0.00032559-0.001167i,0.00060086+0.0003595i,0.0015557+0.00048466i,0.0021136-9.1503e-05i,0.0018368-0.00066879i,0.00055821-0.0012569i,-2.5401e-05-0.0010255i,-0.00020412-0.00052635i,-0.00045757-0.00031437i,-0.00041279-0.00043151i,-2.8954e-05-0.0009277i,0.00056037-0.00083042i,0.00020739-0.00085447i,-0.00056584-0.00067283i,-0.00057284-0.00083828i,0.00010412-0.0011091i,0.00053479-0.00067181i
0.0011554+0.00093823i,0.00074968+0.00044531i,0.0022618+0.00013318i,0.0029584-0.00023709i,0.001975-0.00081872i,0.0011248-0.0011759i,0.00016199+7.065e-05i,0.00043801+0.0010149i,0.0011893+0.00079553i,0.0017309+0.00046647i,0.0019967+7.455e-05i,0.0011252-0.00015147i,0.00027353+0.00015127i,0.00010433+0.00042252i,-0.00086016-2.1105e-05i,-0.00076117-0.00085456i,0.00038408-0.00090226i,0.00029978-0.001047i,0.00088086-0.0010789i,0.0013631-0.00052791i,0.00075364-0.00037951i,0.00075113-0.00079916i,0.00084426-0.0010837i
0.0011777-7.0932e-05i,0.00036206+0.00064311i,0.00024305+0.0004753i,0.00079133-0.00012495i,0.00057757-0.00048295i,-0.00063647-0.00052268i,-0.00014966+0.0003144i,0.00069319+0.00092674i,0.00098754+1.7415e-05i,0.0011702-0.00084685i,0.00062026-0.00036798i,0.00016555+6.6263e-06i,0.00020613-0.00039124i,0.00034338-0.00058138i,0.00019838-0.00050151i,-6.3063e-05-0.00077643i,-0.00031836-0.00046556i,-0.00022193+0.00023836i,0.00019757-0.0003511i,0.00017227-0.0012401i,-0.00035862-0.0011209i,-0.00038156-0.00034361i,-0.00026024+0.00043085i
-0.00050405-0.0017451i,0.00036406-0.0020459i,-2.4476e-05-0.0013164i,4.2793e-05-0.0010309i,0.00060521-0.0013233i,0.00098618-0.00047476i,0.0008654+0.00071251i,0.00085615+0.00088243i,0.0014052+0.00025268i,0.0010372-0.00022739i,0.00051818-0.00017559i,0.0005118-5.1845e-05i,0.00012727-0.00017088i,-0.00012806-0.0013291i,-4.136e-05-0.0016493i,0.00013466-0.00089448i,5.8869e-06-0.00047868i,-4.4888e-05+2.2908e-05i,6.5802e-05+0.00090045i,0.00015627+0.00062565i,0.00047846-0.0006171i,0.00012377-0.0013719i,-0.00013995-0.00080138i
0.0013408+0.00030943i,0.00063275-0.0010543i,0.00097528-0.0015739i,0.0017989-0.0011694i,0.0012153-0.0016347i,-0.00015319-0.0009858i,1.7751e-05+0.00090918i,0.0014756+0.0020564i,0.0023086+0.0014699i,0.0023815+0.00047103i,0.0011897-0.00035554i,8.5192e-05-0.00068421i,0.00016015-0.00050589i,0.00023253-0.00040924i,0.00014906-0.00046537i,0.00014473-0.00030373i,-0.00021716-0.00034459i,-0.00023223-0.00073666i,-9.5892e-05-7.7703e-05i,0.00026614+0.0010156i,0.00017662+0.00090445i,-0.00067386+0.0003049i,-0.00134+0.00022651i
0.00075711-0.0002106i,0.0014323+0.00062331i,0.0015587+0.00025064i,0.0011962-0.0014834i,0.00067623-0.0024186i,0.00031944-0.0019872i,0.00094841-0.00076081i,0.0013627+0.0011409i,0.0010169+0.0016843i,0.001059+0.00034105i,0.001099-0.00018562i,0.00032534+0.00035488i,-0.000417+0.00054477i,-0.00023446+0.00082323i,0.00071672+0.00084426i,0.00018022+0.00010871i,-0.00077575-0.00019898i,-0.0012154-0.00022234i,-0.00081456-8.1513e-06i,0.00050484-0.0010447i,0.00081075-0.001745i,-0.00011484-0.0012i,-0.00031597-0.00090855i
-0.00065057+0.0016137i,-5.7157e-05+0.0012111i,0.0005072+0.0011335i,0.0012596+0.00052667i,0.0016873-0.00055563i,0.0006177-0.00047435i,0.0002743+0.00068433i,0.0014345+0.0012111i,0.0017296+0.00087636i,0.0013021-8.7422e-05i,0.0010583-0.00047265i,0.00094997-0.0005715i,9.0715e-05-0.00067269i,-0.00090423-0.00054698i,-0.00048596-0.00019426i,0.00066294-0.00052301i,0.0012093-0.00066071i,0.00081247-3.1603e-05i,0.00014067-0.00018972i,-0.0005305-0.00046272i,-0.00066034-0.0007633i,-0.00030856-0.00088798i,-0.00026477-0.00032372i
-0.00066167+0.00024098i,-5.3847e-05+0.00019649i,0.00047611-2.6261e-05i,0.0013755-0.0013945i,0.0014675-0.001782i,0.0008477-0.0014206i,0.00051423-0.00036376i,0.00074021+0.00081791i,0.001243+0.0007193i,0.0013614+0.00029155i,0.00025338-0.0003335i,0.00015087-0.00021396i,0.0012968-0.00022721i,0.001289-8.0244e-05i,0.00027678+0.00067205i,-0.00072801+0.00036793i,-0.0011624-0.00040982i,-0.00057347-0.00086099i,8.8517e-05-0.00033243i,4.9265e-05+0.00026083i,-0.00028187-0.00038694i,-7.845e-05-0.00073578i,-0.00044618-0.00044499i
0.00080832+0.00084684i,-5.0639e-05+0.0006322i,-0.00013002+0.00074523i,0.00070143+0.00045073i,0.00034564+2.1139e-05i,-0.00051686-9.5727e-05i,-4.9274e-05+0.00057638i,0.00089762+0.0011222i,0.0010708+0.00077199i,0.0010426+0.00032486i,0.0011804-0.00040599i,0.0010245-0.00079852i,0.00043384-0.00062676i,3.3186e-05-0.00049265i,6.8674e-05-0.0010117i,0.00040929-0.0017115i,3.0292e-05-0.00068652i,-0.00065796+4.9449e-05i,-0.00098626+9.5951e-06i,-0.00047555+0.00050675i,-0.0001409+0.00062902i,-0.00023192+0.00026344i,-0.00042609+0.0001788i
0.00020907-0.00038859i,0.00054686-0.00054649i,0.00022923-0.0014523i,0.0013415-0.0013667i,0.0020111-0.00069036i,0.00095602-0.00096006i,0.00068794-0.00030931i,0.0011889+0.0011325i,0.0013882+0.0014591i,0.0014+0.00084384i,0.00090471+0.00035162i,0.00017226+0.00017681i,-0.00011938-0.00025781i,-1.3621e-05-0.00085612i,-0.00037034-0.00087642i,0.00016276-0.00065709i,0.00040021-0.00040282i,0.00019335-0.00022973i,0.00058111-0.00031992i,0.001176-0.00028645i,0.0011773-0.00021654i,0.000426-0.00026762i,6.7003e-07-0.00044509i
0.00055651-0.00027244i,0.0013917+0.0011897i,0.0024222+0.0020839i,0.0020922+0.0010196i,0.00061819-0.00088158i,-1.5881e-05-0.0014257i,0.00049273-0.0004657i,0.001463+0.00040052i,0.0023801+0.00030959i,0.0017085-4.2015e-06i,0.00071414+8.7485e-06i,0.00089973+5.2353e-05i,0.00044434-0.00016812i,6.5366e-05-0.0004276i,0.00074829-0.0013768i,0.00068218-0.00079826i,0.00037563+0.00015606i,0.00062513-0.00076621i,0.00024658-0.00099164i,0.00019193-0.00058283i,0.00050419-0.0002122i,-3.169e-05+7.0711e-05i,-0.00046982-0.00033644i
-2.4076e-05-8.0576e-05i,-0.0015641-0.00078272i,-0.00084732-0.00078479i,0.00042617-0.0011246i,0.00016062-0.0024556i,-0.00028221-0.0021534i,-0.00019226+0.00023829i,0.00096182+0.0022534i,0.0020391+0.0017461i,0.0017226+0.0011818i,0.001134+0.00095493i,0.00022857+0.00089434i,-0.00025936+0.00032766i,-0.00017028-0.00054914i,0.00030873-0.001222i,0.00063453-0.00039345i,0.0004628+0.00040607i,0.00014983-0.00029567i,-5.0396e-05-0.001032i,-0.00020896-0.0013408i,8.2763e-05-0.0012327i,-0.00017179-0.00073131i,-0.00092419-0.00085241i
0.00046273+0.0010462i,0.0010933+0.00041042i,0.0015408-0.00033814i,0.0013784-0.0013621i,0.00082303-0.0019193i,-0.0014919-0.00099263i,-0.00059301+0.00033972i,0.0016474+0.0021836i,0.0022388+0.0017341i,0.0014415+0.00082167i,0.00065138+0.00048205i,0.00040398-0.00052833i,-0.00024504+0.00017819i,-0.00025124+0.00031054i,-6.0583e-05+0.00083133i,0.00035575+0.00086088i,0.00065351-0.00030306i,0.00041241-0.0010713i,0.00026949-0.0011756i,-0.00039996-0.00051777i,-0.00063753-0.00044587i,-1.6601e-05-0.00042274i,-0.00016141-0.00027746i
-8.361e-05-0.00046058i,0.00062897-0.00052369i,0.0016002+0.00028957i,0.0020608-0.00062925i,0.0017898-0.0011752i,0.0011186-0.0005227i,0.00062054+1.7878e-05i,0.0010254+0.00033955i,0.0015392+0.00017216i,0.0013318-0.00027642i,0.00053946-0.00058979i,0.00020152-0.00042885i,0.00054616-0.00028075i,0.00071666+7.4874e-05i,-0.00014739+0.00052435i,-0.00031732+0.00089143i,0.00033002+0.000185i,0.00064955-0.00014617i,0.00042132-0.00034875i,0.00075055-0.00027643i,0.00056766-5.7677e-05i,-0.00063484+0.00013947i,-0.0012911+0.0009672i
-0.00037982+0.00019947i,-0.0010784+0.00011686i,-0.0013566+0.00029552i,-0.00060693-0.00027996i,-0.00012524-0.0014815i,-0.00051854-0.0020734i,-0.00056843-0.00078855i,0.0008894+2.1553e-05i,0.0019695-0.00044515i,0.0018264-0.00062809i,0.001668-1.4468e-05i,0.00071993+0.00038151i,0.00016536+4.0345e-05i,-0.000314-0.00031083i,-0.00029103-0.00010929i,-0.00014471-0.00013062i,0.00033757-0.00052816i,0.0012455-0.0010342i,0.00043947-0.0009059i,-0.00014235-0.0005538i,-3.0351e-05-0.00070838i,-0.00021219-0.00044159i,-0.00061343+0.00013011i
0.00039996-0.00035385i,0.00096558-0.00070608i,0.0013685-0.00098446i,0.00076132-0.00073478i,0.00035531-0.0016443i,0.00018745-0.0012786i,-0.00011931+0.000645i,0.00062061+0.00148i,0.0015401+0.00095987i,0.001414-4.6925e-05i,0.0007647-0.00036076i,-0.00013732-0.0005347i,-0.00045465-0.0001735i,0.00014423+0.00066425i,0.00018764+0.00027334i,-0.00038214-2.0804e-05i,-0.00094739+0.00018701i,-0.00058917-0.0001146i,-8.5054e-05-0.0004591i,0.00045431-0.00043715i,0.00018441-0.00011512i,-9.7664e-05-3.8973e-05i,-5.2176e-05-0.00028672i
0.00046644+4.4478e-05i,0.0012301+0.00074113i,0.0018072+0.00071838i,0.0020002-0.00046886i,0.0019851-0.001396i,0.00073697-0.0011002i,0.00019988+0.0002924i,0.0015407+0.00098388i,0.0022699+0.0001493i,0.0018539+0.00015362i,0.0010949+0.00056604i,0.00073704-0.0004957i,0.00098046-0.0014139i,0.001042-0.00064961i,0.00011421-0.00058088i,-0.0006153-0.00050803i,-0.0013587-0.0002384i,-0.0016377-0.00058703i,-0.00076217-0.00050756i,0.00048726-0.00020647i,0.00036204-2.0748e-05i,-0.00055864-8.3604e-05i,-0.0010174-0.00045983i
