-0.00096847+0.00039198i,0.00042337-0.00062614i,0.00065498-4.9004e-05i,0.00050988+0.00077971i,0.00028425+0.00037719i,-0.00025528+0.00030054i,-0.0015187+0.00083606i,-0.0010566+0.0014909i,0.00010775+0.0011982i,0.00012121+0.00035032i,0.00075476-0.00012591i,0.00051486+0.00035359i,-0.00035009+0.00081751i,-0.00013246+0.00013997i,0.00032623-0.00089891i,0.00037073-0.00055638i,0.0003017+0.00074051i,0.00031672+0.00068486i,0.00041351+0.00027616i,0.00047521+0.0004286i,-6.1926e-05+0.00084964i,-0.0010029+0.00069923i,-0.001126-0.00062765i
-0.0012891+0.00087522i,-0.0014437+0.00092361i,-0.0011501+0.001469i,7.7173e-06+0.0019007i,0.00046237+0.0012901i,-0.00048235-0.00060609i,-0.0011876+0.00013388i,-0.00071668+0.0017659i,-0.00017412+0.0013072i,0.0005223+0.00031377i,0.00060356+0.00046668i,8.9351e-05+0.0012477i,2.045e-06+0.001343i,8.049e-05+0.0014626i,0.00018591+0.00050854i,-0.00012032-0.00064841i,-0.00055734-3.3859e-05i,4.1624e-05+0.0001742i,0.00061208+5.2333e-05i,0.00058696+0.00049115i,0.00024267+0.00076523i,0.00022968+0.00079805i,-0.00018112+0.00084595i
-0.00026958-0.0016132i,0.00077414-0.0012635i,0.00074899-0.0011919i,0.0016541-0.00050949i,0.0016353+0.00022689i,0.00088296-0.00021766i,0.00048443-0.0001204i,-0.00016947+0.00064345i,-0.00016451+0.00030366i,0.00031466-0.00021732i,-9.1597e-05+0.00021005i,0.00019657+0.00044674i,0.00045826+5.4216e-05i,-0.00066224-0.00072726i,-0.00088988-0.00028365i,-0.00048773+0.00053853i,-0.00037088+0.0012232i,-0.0002339+0.0014066i,0.00054938+0.0011729i,0.00075139+0.00041203i,0.00034923-3.1045e-05i,0.00093937+0.00046345i,0.0008548+0.00078701i
-0.00020414+0.00010048i,0.00085179+0.00019545i,0.0015035-0.00026256i,0.003359-0.00039991i,0.0044724-0.00064793i,0.0030597-0.0013653i,0.00074763-0.00063266i,-0.0009886+0.00049693i,-0.00064596+0.00057118i,0.00052715+0.00056451i,0.00028416+0.00081794i,0.00036568+0.00040652i,0.00047839+0.00024778i,-0.00015482+0.00031498i,-0.00027218+0.0004119i,0.00016601+0.00037294i,0.00076178-0.00021231i,0.00085584-5.5521e-05i,0.00083182+0.0001791i,-5.1588e-05-0.00032341i,-0.00093744-0.00039185i,-0.00075265-0.00031114i,-0.00028812-0.00058233i
-0.00096966+0.0013006i,-0.00134+0.0012207i,0.00039721+0.0015035i,0.00091485+0.00149i,7.7559e-05+0.00054872i,-0.00021887+0.00061168i,-0.00040819+0.00089891i,-0.00037244+0.00070457i,-0.00021791+0.00064366i,0.00034114+0.00052669i,-9.6419e-05+6.2955e-05i,-0.0008827-0.00020662i,4.1304e-06+4.2735e-05i,0.00046293-0.00017963i,0.00023124-0.00043591i,0.00011574-0.00035694i,-3.5036e-05-0.0001231i,0.00029085-0.00039525i,0.0017052-0.0007065i,0.0015854-0.00037399i,-0.00018564+0.00025523i,-0.00077806-6.2202e-05i,-0.00024481-0.00046049i
0.00068926-0.00037408i,0.0016571-0.00051946i,0.0013208-0.0001293i,0.0011964-0.00017499i,0.00142-0.00099916i,0.00087363-0.00068081i,-0.00036987+0.00043203i,-0.0011433+0.00099876i,-0.00045117+0.0011887i,0.00081941+0.0008943i,0.0013926+8.0824e-05i,0.00094185-0.00022722i,0.00036546+0.00026777i,0.00032644+0.00038564i,0.00021499-0.00010038i,-9.2795e-05-0.00050509i,1.6642e-05+0.00044321i,0.00023687+0.00041557i,-0.00020596-6.9717e-05i,-0.00010314+3.6976e-05i,8.44e-05+6.0975e-05i,-5.4303e-05-0.00028705i,0.00024756-0.00066174i
0.00010599+0.0013676i,-1.116e-05+0.0024204i,0.00028719+0.0024592i,0.0012546+0.0014135i,0.0011389+0.00042241i,-0.0010817+0.00078269i,-0.0021178+0.0013634i,-0.00089311+0.0012022i,0.00027076+0.0012784i,0.00033634+0.00036541i,-0.00011313-0.00040078i,-0.00078099+0.00030552i,-0.00015428+0.0002903i,0.00050455-0.00027731i,0.00028545-0.00050171i,0.00032723-0.00027587i,0.00019862-8.3388e-05i,0.00039271-0.00031073i,0.00047938-0.00059578i,5.2042e-05-0.001039i,9.112e-06-0.0003897i,-0.0004602+0.00070418i,-0.0007472+0.00062795i
0.0011737-7.8933e-05i,0.00046947-0.0007586i,0.0022406-0.0016814i,0.003096-0.001826i,0.0022362-0.0019918i,0.00037578-0.0017022i,-0.00088689+2.9099e-05i,-0.00083327+0.00057635i,-0.0004054+9.4468e-05i,0.0003627-0.00030323i,0.00049319-7.6995e-05i,-6.849e-05+0.00042142i,0.00024752+0.00067404i,0.00030131+0.00099036i,1.786e-05+0.00095856i,-5.4435e-05+0.0007411i,5.3729e-05+0.00011925i,8.4114e-05-0.00073374i,0.00012914-1.0732e-05i,-0.00031294+0.0004902i,-0.0003703-0.00030961i,0.00038842-0.00099343i,0.00031707-0.00058082i
0.00088504+0.0011527i,0.001242+0.0018207i,0.0014918+0.0012781i,0.0017104+0.0006934i,0.0013607+0.00011251i,0.00038036+0.00021895i,0.00016937+0.0011141i,0.00062293+0.0011734i,0.00075437+0.00043495i,0.00094544-0.00034062i,0.00073112-0.00015121i,-6.3245e-05+0.00060019i,-0.00031195+0.0002052i,-0.00014336-0.00025397i,-0.00055813+0.00027184i,-0.00095156+0.0006572i,-0.00016264-0.00018648i,0.0008811-0.00084736i,0.0010743-0.00046074i,0.00062755-0.00033271i,0.00020053-0.00069864i,0.00023149-0.00094044i,0.00013011-0.0001388i
-0.0013829-0.0019211i,-0.00048281-0.0012287i,0.00048864+0.00018925i,0.0023749+0.0013215i,0.0029212+0.0012083i,0.0014926+0.00032465i,-0.00037638-0.00033883i,-0.00093082+1.7489e-06i,-0.00015339+0.00033963i,0.00047822+0.00046038i,0.00072216+0.00053365i,0.00035616+0.00051456i,-0.00023471+0.00086055i,-0.00052319+0.00047145i,-0.00031356+0.00019054i,3.1509e-05+0.00030699i,0.00046715+0.00038351i,0.00031701-2.9226e-05i,-0.00016461-0.00032004i,-0.00010246-0.00024032i,0.00029459+0.00040979i,-0.00027341+0.00059131i,-0.00021087-0.00028007i
0.0010825-0.0012792i,0.0012474-0.00089382i,0.00022295-0.00013214i,-0.0003604+0.00042639i,-0.00028175-0.00026165i,-0.0009365-0.0002215i,-0.0016077+0.00056171i,-0.0011229+0.00061143i,-0.00016541+0.0001212i,0.00062708-0.00020636i,0.00085474+8.0794e-05i,0.00065045-0.00012005i,0.00070401+4.2552e-05i,0.00052964+0.00016503i,-9.2564e-05-0.00078377i,0.00046379-0.0011913i,0.00051962-0.00040228i,1.3717e-05+0.00018033i,-0.00027131-0.00025646i,-9.0472e-05-0.00058702i,0.00030167+0.00025658i,-0.00020464+0.00046173i,-0.00036471+9.2191e-05i
-0.00033722+0.0010721i,-0.0012071+0.0012435i,-0.0010308+0.0011312i,-0.00024628+0.0015535i,0.00086599+0.0021234i,0.00020157+0.0016625i,-0.0011114+0.0011954i,-9.4529e-05+0.00078898i,0.0012009+0.00045519i,0.0012472-9.8378e-05i,0.00077753-0.00039472i,0.00069547+1.0853e-05i,0.00075187+0.00052172i,-2.165e-05+0.00071887i,-0.00033264+3.152e-05i,0.00010606-0.00048801i,-0.0005783+0.00011148i,-0.00065786+0.0012009i,-2.4214e-05+0.00083202i,0.00019395-0.00027302i,0.00040607-0.00015888i,0.00054928-0.00039522i,0.00077549-0.00050726i
-0.00053537+0.00032207i,-0.00069137-0.00034074i,0.00075592+0.00074221i,0.0024639+0.0012723i,0.0019564-0.00023592i,0.00011803-0.0012147i,-0.00083091-0.00020996i,-0.00036608+0.00086704i,0.00033816+0.00095717i,0.00023631+0.00030888i,-0.00058363-0.00014035i,-0.0010707+4.1394e-05i,-0.00015513+0.00035492i,0.00041926+0.00039191i,-5.5929e-05+0.00031441i,-0.00038849-0.00062799i,0.00027062-0.0010102i,0.00087844+0.00021897i,-6.4874e-05+0.001054i,-0.00085523+0.00082351i,1.9109e-05+0.0010083i,0.0001627+0.00057058i,-0.00033772+0.00013035i
-0.00018432+0.00056269i,-0.00046455-0.00017769i,0.0003938-0.00042712i,0.001441-0.00024481i,0.0012195+0.00016026i,0.00011757+0.00048038i,-0.0002989+0.00075451i,0.00024437+0.0014676i,-0.00019128+0.0014021i,-0.00050615+9.7461e-05i,0.00036588+0.00016488i,0.00045326+0.001151i,0.00048999+0.00089459i,0.0006039+4.1207e-05i,-0.0002072-0.0011081i,-0.00027159-0.0012183i,-0.00022862+9.6093e-05i,3.9455e-06+0.00077239i,0.00077533+0.00010641i,0.0012706+0.00061872i,0.0012769+0.00090176i,0.00079617+0.00025323i,0.00037126+5.1575e-05i
0.00065473+0.0013257i,0.00075737+0.0033274i,0.0018064+0.0026906i,0.00219+0.0015381i,0.00061356+0.00037854i,-0.0008895-0.00048697i,-0.0010593-0.00023064i,-0.00030387+0.00054493i,0.00015637+0.00089712i,-4.6962e-05+0.00071023i,-0.00017754+0.00050347i,-0.00059866+0.00029093i,-0.00044669+9.3163e-05i,0.00065157-1.9159e-05i,0.0010481+0.00032108i,0.00026028+0.00032332i,0.00025099-0.00047677i,0.00057456+9.1255e-06i,-0.00016969+6.8477e-05i,-0.00079162-0.00037924i,-0.00088263-0.00028909i,-0.00015549+3.3701e-05i,0.00016532+0.00065263i
0.00030733-0.0013868i,0.00044355-0.0007398i,-5.4688e-05+0.00012265i,0.00027119-0.00016977i,0.00043166+0.00035195i,-0.00043903+0.00080263i,-0.0015398+0.00068073i,-0.00098966+0.0012364i,0.00013194+0.0012205i,0.00052871+0.00052919i,0.00061426+0.00029459i,0.00041588+0.00061962i,0.00016645+0.0010213i,-0.00027168+0.0010874i,-0.00044944+0.00059057i,0.00022031-0.0004693i,0.00016611-0.00055166i,-0.00030873+0.00015064i,4.0267e-05+0.00018597i,-1.5919e-06+0.00012956i,-9.5732e-05+0.00011545i,4.6734e-05-4.6589e-05i,-0.00041921+4.073e-05i
0.00028472-0.0014693i,0.0005903-0.0018435i,0.0004605-0.00020897i,0.0011205+0.0013289i,0.0013616+0.0013934i,5.9145e-05+0.00112i,-0.0012325+0.00079363i,-0.00051371+0.0005258i,0.00089826+0.00048906i,0.00095355+0.00044252i,0.00053347+0.00092767i,0.00094708+0.0012766i,0.00085067+0.00021534i,-0.00014709-0.00055174i,-0.00078686-0.00022115i,-0.00036162-2.8445e-05i,0.00048444-0.00025782i,0.00081721-0.0003809i,0.00063603-0.00027786i,0.00041933-0.00020928i,0.00024644-0.00048556i,-0.00030095-0.00030234i,-0.00034198+0.00034697i
-0.0016335+0.0013815i,-0.001211+0.0019103i,0.00025761+0.0017311i,0.0015013+0.0014913i,0.00068559+0.0012247i,6.8953e-05+0.0011658i,-0.00034697+0.00074096i,-0.00049531+0.00060777i,0.00065822+0.00090823i,0.00079369+0.00040726i,0.00025033-0.00023238i,0.00010096-0.00044002i,0.00029847-0.00062177i,0.00065659-0.00090812i,5.5834e-06-0.0006351i,-0.00025086-0.00075428i,0.00019339-0.00051341i,-1.729e-05+0.00053464i,-0.0003673+0.00056915i,7.1115e-05+0.00015153i,0.00067704+0.00015682i,0.00070077-0.00011325i,0.00073146-0.0007735i
-0.00030744-0.0019525i,-7.4579e-05-0.0017025i,0.000732-0.00091248i,0.00093391-8.7234e-05i,0.00054442+0.00047245i,-0.00039045+0.00071419i,-0.0011789+0.00087548i,-0.0014692+0.0011811i,-0.00096283+0.0013834i,-0.00027564+0.0011683i,-0.00041235+0.00027449i,-0.00068395+0.00017193i,-0.0007186+0.00050035i,-0.00013608+0.0008508i,0.00014905+0.00095737i,-0.00026083+0.0003072i,-0.00018389-0.00028212i,0.00012307-5.1203e-06i,5.0824e-05+5.7642e-05i,0.00012422-0.00082654i,0.00015039-0.00094903i,6.3263e-05-0.00018452i,9.5175e-05+0.00070262i
0.0018573-0.0010023i,0.0030412+3.1196e-05i,0.0031106-0.00042374i,0.0035433-0.0010658i,0.0023867-0.00077288i,0.00067224-0.00041761i,-0.00080894+0.00044948i,-0.0013443+0.00074609i,-0.00072078+0.00023949i,-0.00059995-0.00053048i,-0.00018076-0.00033175i,-0.00052155+0.00022905i,-0.00084444+0.00013877i,-0.00029647-0.00039344i,-0.00032929-0.00046093i,-0.00097443-6.5435e-06i,-0.0012091+0.00029482i,-0.00057253+0.00025738i,0.0001568-0.00015467i,0.00058974+0.00047485i,0.00060714+0.00028651i,0.00065885-0.00034368i,0.00020192-0.00015863i
-0.00010109+0.0013343i,0.00017608+0.0016825i,0.00088273+0.001103i,0.0015067+0.00018448i,0.0015345-0.00010142i,0.00078645+0.00033631i,3.3131e-06+0.00083152i,-0.00082005+0.0011111i,-0.0006012+0.00076501i,0.00042372-0.00020016i,0.00068157-0.001027i,0.00010037-0.00067317i,-0.00019831-0.00025989i,-6.4533e-06-0.00026716i,-0.00051121-0.00044491i,-0.00030136-0.00010751i,0.00025138+0.00018733i,0.00040869-1.9913e-05i,0.00035983-0.00026333i,0.00014679-0.00045667i,-0.00021495+4.0412e-05i,-0.00010863+0.00040268i,-0.00035157+0.00012509i
-0.00098084-0.0015442i,-0.0018725-0.0014847i,-0.001421-0.00037483i,0.00020536+0.00029074i,0.00048313+0.00037752i,-0.00030946+0.0003315i,-0.0011246+0.00018385i,-0.0009722+0.00027521i,-0.00026226+0.00029215i,9.4236e-05+0.00026849i,-0.00025786+0.00026729i,-9.7613e-06+0.00043301i,8.6145e-05+0.00053289i,1.9705e-05-0.00027619i,0.00054505-0.00035439i,0.00033495+0.0002642i,0.00048-0.00022345i,0.00023878-0.00054512i,-0.00026193-0.00068027i,-0.00043203-0.00062659i,-0.00050806+0.00049598i,-0.00049167+0.0010349i,-0.00059239+0.00093351i
0.0017859-0.00099306i,0.0018387-0.00021112i,0.0027694+3.6789e-05i,0.0024282+0.00086785i,0.0015625+0.00053579i,0.00024122+0.00043415i,-0.00078129+0.0014429i,-0.00079543+0.0013299i,-0.00025265+0.00041471i,-4.9787e-05+0.00016927i,-8.3242e-05+0.00042221i,8.809e-05+0.0003269i,0.00036786+0.00029586i,0.00078429+0.00054865i,0.0010332-1.0349e-06i,0.00050927-0.00058584i,-0.00024258-0.00060517i,-0.00021894-1.2108e-05i,0.00010878-0.00025071i,-4.2984e-05-0.00075277i,-0.00044198-0.00065612i,-0.00040934-0.00069832i,2.1533e-05-0.00051822i
0.0018611+0.00041601i,0.00037594+0.0010232i,0.00023092+0.00056822i,0.0013988-0.00057564i,0.0012902-0.00086686i,5.0195e-05-0.00021635i,-0.00046632+0.00067672i,-0.00022119+0.00072234i,-0.00019862+0.00079379i,0.00011577+0.00090637i,0.0011182+0.00061874i,0.00073962+0.00089408i,0.00036105+0.00092176i,0.00069844+0.00074419i,0.00087542+0.00029414i,0.00021152+2.1996e-06i,-0.00021816+0.00019843i,-0.00010134+0.00063999i,-0.00071956-5.5415e-05i,-0.00087569-7.0382e-05i,-6.032e-05+0.00040525i,0.00042448-0.00025213i,3.6402e-05-0.00070716i
-0.0018748+0.00016821i,-0.0016352-3.9132e-05i,6.0479e-05+0.0012074i,0.00045685+0.002026i,0.00072053+0.0017097i,0.00052827+0.0007928i,0.00020384-0.00047011i,0.0004966+6.7697e-05i,0.0011224+0.00099905i,0.0011976+0.0003205i,0.00044707-0.00037172i,-2.4126e-06-0.00060177i,-0.0002827-0.00060296i,-0.00062979+6.8818e-05i,-0.00060397+0.00013805i,-0.00019816-1.2667e-05i,-1.6333e-05-2.8638e-05i,0.0001214+0.00020436i,-0.00013946+0.00034273i,-0.00046818+0.00020847i,-0.00041214-0.00012949i,0.0002536-0.00045553i,0.00021363-0.0001786i
0.00077316-0.0010692i,0.0010885-0.00066842i,0.00086428-0.00088041i,0.00083836-0.00072718i,0.00042449+0.00052198i,-0.00063586+0.0007609i,-0.00066356+7.7315e-05i,-0.00051576-0.00014896i,-0.00054656+0.00028977i,-0.00052362+0.0007299i,-4.7705e-05+0.00071378i,0.00076467+0.00068455i,0.00020183-3.8297e-05i,-0.00032406-0.00072788i,0.00055025-0.00067815i,0.0014233-0.00020175i,0.00068732+0.00017047i,0.00011331+0.0002836i,-3.5161e-06-0.00018078i,1.0656e-05-0.00075016i,0.00032834-0.0006212i,0.00038852-0.00032697i,0.00047919+7.7837e-06i
-0.0021196-2.6255e-05i,-0.0001492-0.00014214i,0.00073707-0.00037151i,0.00075654+0.0010495i,-0.0002179+0.0024313i,-0.00058676+0.0022166i,-0.00067635+0.0011161i,-0.00064689+0.00048209i,0.00035859-7.2561e-05i,0.00041994-0.00038916i,-0.00040373-0.00025709i,-0.00039993+4.0814e-05i,0.00043556+0.00091944i,0.00021544+0.00095648i,-0.00040675-0.00017195i,0.00082665-0.00075043i,0.0016248+9.6906e-05i,0.00099988+0.00044697i,0.00030665-0.00010123i,-0.00011202-0.00050354i,0.00033713-0.00033891i,9.1869e-05+0.00026886i,-0.00040954+0.00053838i
-0.00024884-0.0018285i,-0.00083667-0.00017315i,-0.00020549+0.00077866i,0.0015981+0.00034199i,0.0016716+9.7082e-05i,0.0012433+0.0014641i,0.00084203+0.0018188i,0.00054029+0.00094867i,0.00035784+9.7388e-05i,0.00022907-0.00081816i,-0.00064172-0.0014849i,-0.00088483-0.00088208i,-0.00081816+0.00015946i,-0.00094781+0.00019409i,-0.00096163-5.107e-05i,-0.00080331-0.00045147i,-0.00034142-0.0008489i,7.9364e-05-0.00079832i,-5.2112e-06-0.00029791i,0.00066459-8.0767e-05i,0.001242+0.00066423i,0.00087668+0.00084262i,6.0344e-05+0.00079307i
3.1267e-05-0.00034055i,0.0011175-0.00067766i,0.00095171-0.0010588i,0.00054308-0.00064114i,0.00061892-0.00011291i,-4.0771e-05-0.0011002i,-0.0011972-0.00039451i,-0.0016105+0.00066942i,-0.00065057+0.0008103i,0.00094526+0.00069509i,0.00076921+0.00038507i,-0.00045202+0.00029125i,-8.4476e-05+0.00039071i,9.1552e-05+0.00036983i,-0.00029961+0.0003658i,-0.00031176+0.00038043i,0.00034876-0.00033816i,0.0014406-0.00072367i,0.0014059-0.00071359i,0.00077061-0.00044708i,0.00013342+0.00077141i,-0.00034745+0.0010844i,-0.00078437+0.00014436i
0.00067375-0.00059494i,-0.00075347+0.00056368i,-0.00057754+0.00031482i,0.00032457+0.00045081i,0.00027323+0.00033207i,-0.00071387-0.000117i,-0.0010007+0.00056322i,-0.00021618+0.00096874i,0.00020414+0.00020071i,-2.7641e-06-0.00025932i,-0.00038002-8.3144e-05i,-0.00049265+0.00049084i,-0.00055046+0.00093881i,-7.2645e-05+0.00019058i,0.00057578-0.00032267i,0.0010008+0.00078767i,0.001078+0.0012043i,0.00095788+0.00071494i,0.00058106+0.0004219i,0.00026325+0.00026489i,0.00010842+0.00036987i,-0.00012888+0.00094548i,-0.00013558+0.00059888i
0.00011633+0.00072469i,3.3135e-05+0.00019075i,0.00098749+0.0007177i,0.0024508+0.0015828i,0.0024796+0.0016103i,0.00089081+0.00050563i,-0.00064874-0.00059023i,-0.00069068-1.5955e-05i,0.00027677+0.00049897i,0.00064448+0.0005047i,0.00064589+0.00032384i,0.00067092+0.00056962i,-0.0003348+0.00087899i,-0.0010491-0.00024027i,-0.00021789-0.00051195i,0.00012289+7.3512e-05i,-0.0004515+0.00012261i,-0.00024306+0.00047617i,0.00041209+0.00023428i,0.00031346-0.00013608i,-0.000181-5.2072e-05i,-0.00051505-0.00030717i,-0.00063065-0.00085719i
9.3734e-05+0.00090134i,0.0010943+0.00045776i,0.0020088+0.00098093i,0.002632+0.0018845i,0.0032616+0.0012703i,0.0014131-0.00038067i,-0.0011746-0.00068398i,-0.0018337-0.00049593i,-0.0012048+0.00022269i,-0.00044627+0.00084i,3.9687e-05+0.00086131i,-0.00051548+0.00083785i,-0.00031716+0.00080182i,0.00036512+0.00046651i,0.00045462-4.774e-06i,7.2369e-05-0.00017018i,-0.00042666+0.00023436i,-0.00068003+0.00050618i,-0.00019974+0.00039745i,0.00030578+0.00030275i,-0.00038008-0.00024235i,-0.00052362-0.00043505i,-6.6227e-05-0.00017241i
-0.0014156-0.00056258i,-0.0017975-0.00030928i,-0.0012814-0.00028687i,-0.00026538-0.00067811i,-0.00021524-0.0010782i,-0.00096218-0.0013143i,-0.0014516-0.0011246i,-0.0006125+0.00054752i,-3.6741e-05+0.0017344i,0.00069464+0.00083522i,0.0013678+7.894e-05i,0.0005896-0.00045263i,-0.00028515-0.0008253i,-0.00011859-0.00014462i,0.0003332+0.00022749i,9.4415e-05-2.9597e-05i,-4.4411e-05-0.00063999i,-5.4395e-05-0.0010557i,-0.00036734-0.0006597i,-0.00027378-1.9934e-05i,-5.796e-05+0.00064295i,-0.0007579+0.0006657i,-0.0012159-3.171e-05i
0.00067961-0.00048683i,-0.00017543-0.00046397i,-0.00027543+9.649e-05i,0.00041347+0.00098039i,0.0011047+0.0011228i,0.0011208+0.00039603i,0.00064541+0.0003483i,1.3606e-05+0.0014772i,0.00050264+0.0008573i,0.0012723-7.8242e-05i,0.00067739+0.00031064i,0.00024989+0.0010139i,-0.00050146+0.00054704i,-0.00049794-0.00021868i,0.00031613-0.00031172i,-7.1213e-05+0.00028625i,-0.0010601+0.00035674i,-0.00098845-4.5764e-05i,-0.00053113+0.00040803i,-0.00013409+0.0010396i,0.00064544+0.0011048i,0.00043286+0.0013941i,-0.00020518+0.0011248i
0.0011896+0.00061553i,0.0012208+0.00092673i,0.0020118+0.00055474i,0.0020924+0.00025323i,0.00058639-0.00085352i,-0.0010122-0.0011384i,-0.0016213-0.00012955i,-0.000422+0.00036997i,0.00063659+0.000783i,0.00093774+0.00054283i,0.00091194-0.00016751i,-0.00014321+0.00027293i,-0.00020322+0.00057531i,9.1529e-05+0.00039465i,-0.00041809+5.2159e-05i,-0.00099782-0.00035293i,-0.00089871-0.00072932i,-0.00051982-0.00038684i,-3.3069e-05-0.00045048i,0.00052894-0.0004212i,0.00070474+9.2763e-05i,0.00023657-0.00023335i,0.00050761-0.00090513i
-0.0003712+0.0011071i,-0.00084024+0.0010044i,-0.0013508-0.00021403i,-0.00050689-0.0001985i,-5.8882e-05+0.00049254i,-0.00082502+0.00071275i,-0.0018906+0.00038072i,-0.0018701+0.0007784i,-0.00041+0.0016727i,0.0010138+0.00096585i,0.0011352-9.604e-06i,0.00027745+0.00025906i,7.2276e-05+0.00016831i,-0.00018923-0.00012316i,-0.00092256-0.00023368i,-0.00082445-0.00035688i,-0.00026409-0.00016105i,0.00033457-0.00022414i,0.00080956-0.00042392i,-0.00039316-7.0899e-06i,-0.00075724+0.00056639i,0.00011956+0.00091241i,0.00010911-6.8836e-05i
-0.00081191-0.0014474i,-0.001022-0.001776i,-0.00039203+0.00016229i,0.00061049+0.0013371i,0.00033039+0.0011453i,-0.00086365+0.00017293i,-0.0013332+0.00010191i,-0.00083713+0.00060867i,0.00033057+9.8806e-05i,0.00098767-0.0006012i,0.00043945-5.0052e-05i,-0.00010364+0.00052378i,0.00058315+0.00026494i,-2.751e-05+0.0005388i,-0.00060731+0.00024307i,0.00033159+0.00015051i,0.0003192+0.00036105i,-6.5856e-05+0.00029452i,-0.00048508+0.00010144i,-0.00083045-0.00030789i,-0.00035766-0.00011078i,0.00013244+0.00014104i,8.6317e-05+0.0002478i
0.0017802+0.00062885i,0.0012516+0.00079615i,0.0019534-3.8348e-05i,0.0033404-0.0012141i,0.0028661-0.0013877i,0.0013417-0.0012214i,-0.00062845-0.00023402i,-0.0012019+0.00049516i,-0.00028008+0.00096945i,-0.00022383+0.00087824i,-0.00043568+0.00050912i,-0.00038652+0.00074428i,-0.00013832+0.00051646i,0.00072015+0.00020746i,0.0010295-0.00023692i,0.00067263+0.00018586i,0.00028639+0.0012464i,-4.1434e-05+0.00054272i,0.0003248-0.00022285i,0.00039669-0.0002868i,-0.00010745+1.3058e-05i,0.00012077+0.0011023i,-0.00011445+0.00088186i
-9.0034e-05+0.0017996i,0.00058697+0.0013615i,0.0018495+0.00091477i,0.0017569+0.00052762i,0.00064612-0.00084721i,-0.00079464-0.0012456i,-0.001629-0.0006464i,-0.0010133-0.0001751i,-0.00015656+0.00023884i,0.00038+0.00043551i,-0.00014221+0.00061873i,-0.00038571+0.00062224i,0.00014288+0.0015377i,-0.0003168+0.0016479i,9.7972e-05+0.00049678i,0.00086155-0.00019632i,0.0010413-0.00021109i,0.00085826+0.00010666i,-0.00020886+0.00087457i,-0.0010401+0.0010727i,-0.00063207+5.4496e-05i,-6.7039e-05-0.00030266i,-0.00032184+1.7743e-06i
4.6213e-05-0.0013355i,0.00086604-0.00075602i,0.0012309-0.00040067i,0.00041608-0.00022564i,-0.00080615+0.0003188i,-0.00053323+0.00019588i,-0.00023482-0.00015091i,-0.00041564+0.00029956i,0.00016629+0.00027154i,0.00057305-0.00011424i,0.00035823+0.00020165i,-0.00024894+0.00086764i,-0.00030581+0.00055542i,-9.5434e-05-0.00010026i,-0.0003671-0.00021461i,-0.00079183-0.00058035i,-0.00043693-0.00083436i,0.00018914-0.00066844i,0.00081963-0.00039923i,0.00056972-0.00029694i,0.00041142-0.00065625i,0.00045008-0.00055958i,9.3766e-05-0.00033346i
0.0012151+0.0001183i,0.0012286+0.0011017i,0.0015325+0.0017439i,0.0019759+0.0019255i,0.0012711+0.0015283i,0.00038193+0.0008942i,-0.00027849+0.0010427i,-0.00074418+0.001864i,-1.5776e-06+0.0010994i,0.0005322-0.0001559i,0.00090224-4.716e-05i,0.00091635+0.00044036i,0.00016517+0.00061214i,0.00022704+0.00025966i,0.00070675+0.00052962i,0.0010701+0.001136i,0.00067495+0.0010459i,-0.00041887+0.00053375i,8.3553e-05+3.1295e-05i,0.00022945+9.5273e-05i,-0.00030002+0.00040157i,9.7413e-05+0.00097833i,0.00015539+0.0011834i
-6.5686e-05+0.0006336i,0.00085188-8.4954e-05i,0.0016443-0.00068914i,0.0026139-0.00060496i,0.0026571-0.0005557i,0.00071415+7.6962e-05i,-0.00051844+0.00089574i,-0.00070642+0.0011269i,-0.00038947+0.0010933i,0.00034151+0.00057141i,0.00079621+0.00052341i,0.00091693+0.00029899i,0.00090449-0.00067597i,0.0007639-0.00072145i,0.00050449+0.00032477i,0.00047974+0.00099137i,0.00069028+0.00024369i,0.0005402-0.00044063i,0.00048334-0.00033297i,6.7036e-05-0.00014006i,-0.00042389-0.00043134i,0.00031977-0.00080847i,0.00051917-0.00088517i
1.7033e-05-0.00087465i,0.00024576-0.00023269i,0.00058786+0.00042673i,0.0016296+0.0016574i,0.0016506+0.0015333i,0.00023484+0.0004134i,-0.00086712+0.00015122i,-0.00014766+0.0010591i,0.00030851+0.0012351i,-0.00042905+0.00033031i,-0.00030834-0.00051111i,5.5309e-05-0.00054028i,-0.00013854-0.00020519i,-2.7371e-05-0.00068076i,0.00019234-0.00068275i,0.00068238-0.00039544i,0.00037573-1.2008e-05i,5.3506e-05+0.00026901i,8.7102e-05-0.00039489i,0.0008887-0.00050998i,0.0012-0.00023359i,0.00041582-6.5628e-05i,-0.0004027-0.00024159i
-0.0011757-0.00020874i,-0.00079439+0.00012173i,0.00023614+0.0010557i,0.0015881+0.00061467i,0.0012544+0.00013787i,0.00032687+0.00066639i,-0.00059388+0.0012894i,-0.00125+0.0014407i,-0.00089047+0.00085976i,-4.5669e-06+0.00060958i,0.00060373+0.00047761i,0.0010502-5.1785e-05i,0.00074059+0.00018055i,0.00038525+0.00042115i,0.00067381-0.00016031i,0.00096001+0.00010229i,0.00053681+0.0013275i,0.00049301+0.0019594i,0.00053666+0.00054057i,0.00016414-0.00040313i,0.00040909+8.0797e-05i,0.00026282-2.3905e-05i,0.0002515-0.00034244i
