-0.0028514-0.0012952i,-0.0016985-0.0020478i,-0.0019276-0.00031754i,-0.002207+0.0012293i,-0.00097492+0.0018395i,0.00057942+0.0010333i,0.00057836+0.00017502i,-0.00027334+0.00012973i,-0.00017188+2.8682e-05i,0.001051-0.00010033i,0.0017204-0.00017755i,0.0014514-0.00017668i,0.00083093+0.00062802i,0.00039422+0.00054549i,0.00092299-0.00068088i,0.0011928-0.0008569i,0.00034436+6.4533e-05i,0.00058727+0.00052227i,0.00062532-0.00046344i,-0.000312-0.00066016i,-0.00098841+8.1354e-05i,-0.00082222+0.00026351i,0.00028454+1.0478e-05i
-0.00012576+0.0020094i,-0.00072809+0.0014134i,0.00019544+0.0011161i,0.00099213-0.0003161i,0.00049325-0.0014674i,2.726e-05-0.0013162i,-0.00066995-0.0014117i,-0.0014407-0.0013998i,-0.00095299-0.00062742i,-0.00048795-0.00035762i,-0.00049638-0.0009368i,-0.00024852-0.001053i,0.00018744-0.00073851i,0.00058979-0.00029187i,0.00039599+0.00035915i,2.7853e-05-0.00052283i,0.00019617-0.0009988i,0.00062367-0.00062269i,0.00064056+0.00025995i,0.00013913+0.0008412i,0.00062362-0.00012213i,0.00082397-0.00035592i,-0.00010466+0.0011653i
0.00051863-0.0010006i,0.0010391-0.00025351i,0.0011355+0.00070406i,0.0014201+0.00028909i,0.0013756-0.0011938i,0.00095965-0.001844i,-0.00025589-0.0014601i,-0.00071358-0.00075262i,1.8587e-05+0.00013946i,-8.756e-05+0.00025887i,-3.1221e-05-0.00047247i,0.00061881-0.00069914i,0.0003109-0.00027705i,-0.0007288+0.00066727i,-0.00098518+0.00033223i,-0.00035253+2.3234e-05i,0.00050849+0.00012843i,0.00076582-0.00031696i,0.00015177-0.0011057i,0.00026132-0.00098808i,0.00041046-0.00029535i,-1.7317e-05+0.00023017i,0.00034719+0.00051472i
0.00029842+0.0018369i,-0.00059009+0.0018194i,-0.00067054+0.00064515i,-0.00045404-0.00056931i,-0.00048944-0.00089737i,-0.0009721-0.0010489i,-0.00060938-0.00086503i,-0.00037998-0.00031866i,-0.0002295+5.5288e-05i,5.6234e-05+0.00026723i,-0.00033982+0.0004563i,-0.0012908+0.00018381i,-0.0014288+0.00025606i,-0.00028698-0.00016144i,0.00027297-4.6577e-05i,0.00034159+0.00041725i,0.00075237+0.00028674i,0.00060009+0.0010295i,-9.0686e-05+0.00072558i,-0.00059895+7.3513e-05i,-0.00024122+0.00037623i,-8.896e-05+0.00023415i,0.00018436-0.00010639i
-0.0014895-8.3325e-05i,-0.00060826-0.0004552i,0.00015809-0.0012536i,-0.00022887-0.0013488i,-6.7456e-06-0.0017382i,5.4343e-05-0.001947i,-0.00014497-0.001364i,-0.00051903-0.00073415i,-0.00092881-0.00019095i,-0.00024789-0.00013795i,-1.4279e-05-0.00037343i,-0.00039496-0.00052716i,-0.00014822-0.00068132i,5.4552e-05-0.00050154i,-9.4975e-05-0.00036011i,-0.00045311-0.00056893i,-0.00076906-0.00061783i,-0.0005742-0.00033205i,0.00011328-0.00011516i,0.00018578+0.00049509i,0.00031131+0.00082516i,0.00053314+0.00053764i,0.0003213+0.00060644i
-0.0015888-0.00047884i,-0.0014456+0.00068032i,-0.0010453+0.00023078i,-0.00018528-0.0010114i,-0.00016008-0.0017906i,-0.00068628-0.0024798i,-0.00086415-0.0016271i,-0.00035214-0.00087567i,-0.00031358-0.00057718i,-0.00011877-0.00012585i,0.00062971-0.00014811i,0.00048608+0.00074699i,-0.0001052+0.00059603i,0.00024014-0.00049043i,0.00077184-0.00013305i,0.00053925-0.00029659i,0.00039531-0.00052548i,0.00068307-0.00061037i,0.0010871-0.0011243i,0.00090417-0.0011067i,-8.9642e-05-0.00022351i,-0.00020814-0.00041925i,-7.5526e-05-0.00058367i
0.0010076+0.0014799i,0.00048847+0.0023317i,-0.00024576+0.002081i,0.00017097+0.00047455i,0.0007259-0.0011227i,0.00094799-0.0017353i,0.00046805-0.0019796i,-0.00026562-0.0013098i,0.00016732+0.00021727i,0.00057343+0.00067142i,0.00058046-0.0004598i,0.00085222-0.0008412i,-5.0981e-05+0.00010923i,-0.00099422+0.00042621i,-0.00090484-0.00014583i,-0.0010942-0.00058229i,-0.0010222-0.00073134i,-0.00063624-0.00066599i,-5.5049e-05-0.00037999i,9.7816e-05-0.00019442i,-0.00010875-0.00037378i,3.9896e-05-0.00062085i,-0.00010269-0.00042077i
-0.0013076+0.0016632i,-0.0014087+0.0014673i,-7.7022e-05+0.0010896i,0.00080659-2.18e-05i,0.00025902-0.001217i,-0.00055062-0.0014959i,-0.00048025-0.0012699i,0.00012562-0.00041148i,0.00048987+0.00042036i,0.00031232+0.00040414i,3.7609e-05-0.00045526i,-0.00043669-0.0017918i,-0.00041013-0.0016867i,-0.00010047-0.00098799i,0.00019203-0.00029552i,0.00015063+0.00016707i,0.00015493-9.6024e-05i,-0.00017868-0.00034751i,-0.00071933-0.0010732i,-0.00076844-0.0010167i,0.00014831-0.00022896i,0.00051262-0.00010476i,0.00072741-0.00048562i
0.00063901-0.0010214i,0.00092731-0.0020235i,0.00075508-0.0015131i,5.9994e-05-0.00071492i,-0.00058127-0.0008849i,-0.00072621-0.0010863i,-0.00070328-0.0012598i,-0.00061588-0.00081228i,-0.00056999-0.00031015i,-0.00044949-0.00025094i,5.7689e-05+0.0001167i,0.00060513-3.4589e-05i,0.00052395+0.00029958i,0.00028133+0.00057901i,0.00019421+0.00062591i,-1.1934e-05+0.0007844i,-0.00031227+0.00095954i,-7.4153e-05+0.0004997i,0.00029306-6.6417e-06i,0.00012392-0.00062415i,9.6015e-05-0.00050055i,6.8938e-05-0.00025694i,-0.00029984-0.00034543i
-0.0011887+0.0010341i,-0.00083288+0.0017951i,0.00019535+0.0016959i,0.0010078+0.00027856i,0.0010007-0.00074698i,-0.00048296-0.0010802i,-0.00136-0.0011902i,-0.00082912-0.00066548i,-4.4841e-05+0.00035409i,0.00096126+0.00089327i,0.0011821+0.00060583i,0.00061425+0.00027225i,8.5758e-05-0.00020458i,-0.00032411-0.00094233i,0.00042347-0.00046558i,0.00085243-6.1981e-05i,0.00034413-0.00083924i,0.00024687-0.00061068i,0.00010944+0.00040731i,0.00012609+0.00014575i,-0.00018439-0.0006102i,-0.00042632-0.00063964i,-0.00039879-0.00033447i
-0.0025077+0.00057519i,-0.0017452+0.0013362i,-0.0019904+0.0011919i,-0.0016326+0.00071867i,-0.00058999-0.00043174i,0.00059105-0.0011549i,0.0012009-0.001402i,0.00052666-0.0015573i,-0.0005714-0.00044917i,-0.00074878+0.00045478i,-0.00018681+0.00050721i,3.9539e-05+0.00083855i,0.00023076+0.0011776i,0.0016592+0.00092972i,0.0014549+0.00047179i,0.00024493-4.0865e-05i,0.00035124-0.00073484i,0.00032327-0.00061931i,-0.00025832-0.00050176i,-0.00018423-0.0010244i,0.0004038-0.00068498i,0.00063304-1.6938e-05i,-0.00027696+0.00087038i
-0.00074574-0.00027669i,-0.0010816-0.0010832i,-0.00012496-0.0015289i,0.00068006-0.0011213i,0.00076159-0.0012033i,0.00055911-0.001149i,-0.00051713-0.00096045i,-0.0014497-0.00072278i,-0.0013294-0.00020652i,-0.00063041-0.00019531i,-0.00021013-0.00061217i,-8.155e-05-0.00030877i,-0.00092198+0.00073744i,-0.0011366+0.0010284i,-0.00027909+0.0004075i,-0.00018039+0.00041153i,-0.00030414+0.00049632i,0.00036741+0.0005913i,0.00068195+0.00077786i,6.0864e-05+0.00070979i,-0.00063542-0.00018259i,-0.0008063-0.00044358i,-0.00098628+0.00092872i
-0.0005403+0.0013477i,-0.0005049+0.00059296i,0.00014755+0.00031299i,0.0010438-0.00014065i,0.0011652-0.00056284i,0.0005012-0.00074607i,-0.00066806-0.0010196i,-0.0013898-0.00048768i,-0.00060216+0.00016059i,0.00047102+0.00033519i,0.00074871+0.00029177i,0.00055857+0.00029672i,0.00013487+0.00039968i,2.0141e-05-0.00017947i,3.438e-05-0.00038016i,3.4123e-05+0.0001195i,0.00043338+0.00034069i,0.00018978+0.00011778i,-0.00031035+1.8228e-05i,0.00010158-1.1727e-05i,0.00035234-0.00076217i,-5.4564e-06-0.0012558i,5.4052e-06-0.00097884i
0.00013884-0.0010058i,0.00028093-0.00084098i,0.00049537+0.00016408i,0.00077755+0.00015541i,0.0010262-0.0009832i,0.00037169-0.001392i,-0.00014719-0.00091478i,4.6502e-05-8.2915e-05i,-4.6984e-05+0.0003833i,-0.00057738+0.00047646i,-0.00080447+0.00034298i,-0.0010637-0.00013679i,-0.00042521-0.00068599i,0.00071703+2.3821e-05i,0.00026161+0.0006681i,-0.00049356-4.8962e-05i,4.2473e-05-0.00063447i,0.00033198+0.00030764i,6.8458e-05+0.00085674i,-8.7735e-05+0.00023272i,-0.00023604-0.00054518i,-0.00033775-0.0008804i,-0.00035055-0.00085931i
-0.00056778-0.00098986i,-0.0019617-0.00049598i,-0.0026821-0.0010653i,-0.0023123-0.0011594i,-0.0018667-0.00081336i,-0.0014045-0.0004431i,-0.0011505+2.2515e-05i,-0.00090906+0.00039151i,-0.001499-0.00072067i,-0.001803-0.0016786i,-0.0008901-0.0010108i,-0.00034388+0.00029432i,-9.9474e-05+0.0013329i,-0.00023591+0.0015448i,0.00020675+0.00087372i,0.0010572+0.00054811i,0.00084934+0.00037901i,0.00049302+0.00031325i,0.00078158+0.00018335i,0.0011839-0.00015605i,0.0010364-0.00040075i,0.0005775-0.00038788i,0.00034569-0.00047618i
-0.0014704+0.0010865i,-0.0014878+0.0021275i,-0.00095075+0.0013674i,0.00013564+0.00036156i,0.00017758+0.0006383i,0.00012106+0.00013861i,0.00036144-0.00066562i,0.00024527-0.00020527i,-0.00060887+0.00014997i,-0.0011983+0.00015178i,-0.00037939+0.0010175i,0.00022295+0.0011334i,-7.8618e-05+0.00023233i,0.00020329-0.00055713i,0.00056674-0.00021015i,0.00049466-0.00052426i,0.00020823-0.00070203i,-0.00035183+0.00054386i,-0.00075161+0.00077904i,-9.239e-05-5.5115e-05i,0.00027889-0.00030201i,-0.00038432-0.00019925i,0.00011323-0.0005425i
-0.00066814+0.00083663i,-0.0012807+0.00070644i,-0.0014238+0.00052866i,0.00016039+0.00046085i,0.0019872-0.0010026i,0.0014458-0.0016109i,0.00046509-0.00097699i,-2.426e-05-0.00039785i,-0.00065811-0.00046096i,-0.00053378-0.00060829i,8.7197e-05-0.00030538i,0.00033187-0.00020002i,0.00085374-5.8643e-05i,0.0013043+0.00042143i,0.00033423+0.00010539i,-0.00034545+0.00011614i,-0.00095486-0.00043776i,-0.00059462-0.0012336i,0.00020694-0.001015i,0.00049441-0.0003831i,0.00059029+9.2848e-05i,0.00010766-0.0003075i,-0.0010425-3.4053e-05i
-0.00052039+0.00015697i,-0.00073681+0.0006846i,-0.0015682+8.2323e-05i,-0.001684+0.00014043i,-0.0010949+0.00010622i,-0.00016769-0.00038479i,0.00053208-0.00070733i,0.00071925-0.00060548i,0.00057002-0.00030557i,0.00018113+0.00017168i,3.7612e-05+0.00048712i,-0.00051647+0.00059064i,-0.0003578+0.0010188i,8.3741e-06+0.0015601i,7.7999e-05+0.00098977i,-0.00013283+0.00083734i,-0.00019471+0.00064667i,2.1485e-06-0.00037555i,1.7918e-05-8.6773e-05i,-0.00038133+0.00011429i,0.00017228-0.00034104i,0.00060702-0.00056976i,0.00034507-0.00087848i
-0.0023519-0.0012271i,-0.001515-0.00027669i,-0.00081309+0.0017204i,0.00026937+0.0015737i,0.0012294+0.00075676i,0.0012503+0.00014772i,0.00099945-0.00097869i,0.00014533-0.001385i,-0.00053461-0.00010373i,-0.00016154+0.00098041i,0.00026727+0.0010892i,0.00017545-0.0001458i,0.00042497-0.0015027i,0.00045173-0.0013196i,-0.00020847-0.0004081i,-0.00069421+0.000168i,-0.00036019-3.2267e-05i,-3.9399e-05-0.00022702i,0.00017855-0.00035086i,0.00012144-0.00075631i,-0.00052689-0.00031823i,-0.00045686+0.00029255i,9.1286e-05+0.00057212i
-0.00022246+0.0004973i,-0.0010241-0.0008884i,-0.00057854-0.0011353i,0.00079814-0.0007455i,0.0013003-0.0011137i,0.0011797-0.0013035i,0.00098986-0.00094776i,0.00047062-0.00052863i,0.00016162-0.00022668i,0.00019758-0.00071887i,0.00083116-0.00094623i,0.0012629-0.00014198i,-7.9939e-05+9.3181e-06i,-0.00065055-0.00049439i,5.2958e-05-0.00052537i,-0.00047555-0.00017059i,-0.00046443+0.00014344i,0.00050527+0.00017478i,0.0007745+0.00045837i,0.00055826+0.0012035i,0.00018833+0.0010137i,-0.00040565-8.6923e-05i,-0.00012304+0.0003211i
-0.00039603-0.00041058i,-0.00060824-0.0011588i,-0.00099341-0.0017805i,-0.0013824-0.0017797i,-0.0011303-0.0011588i,-0.00069748-0.00048571i,-0.0005729-0.0001981i,4.4203e-05+0.00034587i,0.00049068-2.6056e-05i,0.00019559-0.00014411i,-0.00014683+2.5699e-05i,0.00018963+8.0406e-05i,0.000669+0.001084i,0.00031241+0.00090866i,0.00026887+0.0004692i,0.00024773+0.00080035i,-0.00023596+0.00054038i,-0.00025682+9.991e-05i,0.00061634+8.0119e-05i,0.00092882+0.00065502i,0.00022555+0.00058916i,-0.00091178-7.948e-05i,-0.001441-0.000364i
-0.0017325+0.00089905i,-0.0019156+0.0017552i,-0.00095488+0.0015487i,0.0015172+0.0010551i,0.0021298-8.888e-05i,0.001143-0.0012478i,0.00022076-0.00069816i,-0.00067441+5.5151e-05i,-0.00053649+0.00053341i,0.00074302+0.00046277i,0.0014416-0.00062694i,0.00030897-0.0007615i,-0.00041074-0.00045259i,-8.3121e-05-0.00032517i,0.00010169-0.000326i,0.00022273+0.00011985i,0.00043593+0.00058988i,0.0001445+0.00036306i,-0.00043711-3.0366e-05i,-0.00081821-9.9829e-05i,-0.00045915+0.00029509i,0.00030957+1.476e-05i,0.00077436-0.00036196i
-1.7174e-05+0.00033027i,-0.00047642-0.001101i,-0.00073217-0.0021411i,-0.00057149-0.0027038i,-0.00015167-0.0028203i,3.5124e-05-0.0026927i,0.00010414-0.0020797i,3.8105e-05-0.0014129i,0.00025597-0.0011804i,0.00051334-0.0010515i,-0.00039848-0.00097335i,-0.0012117-0.00067643i,-0.0010846+0.00047363i,-0.00058523+0.00095553i,-0.00012855+0.000499i,-7.1263e-05-9.2738e-05i,0.00019738-0.00012986i,-0.00012034+0.00016255i,1.4434e-05+0.00063863i,0.00033238+0.00058943i,-0.00033726-2.2972e-05i,-0.0006956-0.00093979i,-0.00036874-0.0011232i
0.0026096+0.00028093i,0.0014573+0.00057421i,-0.00072859-0.00021211i,-0.00053551-0.00093684i,-5.5693e-05-0.00090164i,-0.00060737-0.00037717i,-0.0011688-9.1763e-05i,-0.0014506-8.7852e-05i,-0.0010407-0.0006714i,-0.00052841-0.00048621i,-0.00033122-0.00016227i,0.00019542-0.00014676i,-0.00022272+0.00049963i,-0.0012307+0.00065407i,-0.00031898+0.0012921i,0.00023904+0.0011313i,-7.5877e-05+0.00033285i,0.00023482+0.00057865i,0.0012156+0.00044536i,0.0011633+9.3119e-05i,0.0006203-0.00014653i,-0.00028102-7.1178e-05i,-0.001555+0.00058664i
-0.0015039+0.0018901i,-0.0010843+0.001612i,-0.00045214+0.00087009i,0.0009396+0.00042403i,0.00071338+8.896e-05i,-0.0001989-0.00046938i,-0.00081004-0.00078502i,-0.001231+0.00037036i,-0.00070239+0.0012937i,3.5184e-05+0.0005377i,0.00028634-0.00027041i,9.2201e-05+0.0004437i,-0.00031915+0.0006108i,-0.00070992+0.00010181i,-0.0005068-0.00068296i,0.00084324-0.00040407i,0.0010767-7.1647e-05i,0.00022557+0.00064289i,-0.00012084+0.00061284i,3.3887e-05-0.00020588i,0.0002267+0.00018608i,0.00024468+0.00073046i,0.00061159+0.00041219i
-0.00021836-0.0008503i,-0.00021215-0.0015204i,0.0007966-0.0015347i,0.0005915-0.0013319i,-0.00010299-0.0016389i,-0.00046651-0.0026232i,-0.00076566-0.0025627i,-0.0004268-0.0016664i,0.00031574-0.0011222i,0.00066713-0.00082606i,-0.00013888-0.00066672i,-0.0010228+7.8598e-05i,-0.0014079+0.00050931i,-0.0019169-0.00018569i,-0.0012942-0.00066108i,-0.0002848-0.00035607i,-0.00022037+0.00017467i,-0.00053666+0.00022443i,-0.00048344-9.3859e-05i,-0.00025618+0.00024748i,-0.00029177-5.6978e-05i,-0.00057724-0.00050243i,-0.0010779-0.00030748i
-0.00035901+0.00016423i,-0.00041684+0.00077297i,-0.00023815+0.00080896i,-0.00015316+8.487e-05i,0.00033701-0.00085634i,-0.0003685-0.00068597i,-0.0013401-0.00063445i,-0.0013347-0.0009508i,-0.0010632-0.00040457i,-0.00049942-4.9668e-06i,-0.00030382-5.9002e-05i,-0.00047354+0.00041286i,-0.00080835+0.00045493i,-0.00038426-0.00022451i,-1.6724e-05-0.00059596i,-0.00048881-0.00030543i,-0.0012978+0.00038719i,-0.0010212+0.00086952i,-6.2612e-06+0.0011892i,0.00012542+0.00098336i,0.0001549+0.00048877i,0.00030489+0.00035171i,-0.00010741+0.00025596i
0.00096707-0.00031656i,0.0015947-0.00078616i,0.0011891-0.00079388i,-0.00082842-0.00098404i,-0.0018533-0.0014467i,-0.0009908-0.001002i,0.00028531-0.00036519i,0.00040042+0.0002478i,-0.00028678+0.0006797i,-0.0006553+0.00032252i,-0.00079307+0.00068123i,-0.00073542+0.00063407i,0.00026266-0.00013012i,0.00051092+0.00044837i,-0.00012871+0.00072386i,0.00011001-0.00022632i,0.00048629+0.0005328i,0.00033972+0.00091238i,-0.00023077-0.00021274i,-0.0002127-0.00047198i,0.00022824+0.00025881i,-0.00018449+0.00035058i,-0.00066239+6.3488e-05i
-0.00070793-0.00011471i,-0.0013264-0.00016766i,-0.00097714-4.2023e-05i,-0.0003634+0.00035494i,1.2546e-05-1.06e-05i,0.00035828-0.0013946i,0.00034676-0.0016158i,-0.00025499-0.00074013i,-0.00010969-0.000677i,0.00077538-0.00015324i,0.0010431+0.00034477i,0.0014379-0.00011286i,0.0010821-0.0002405i,-0.00016138+0.00016319i,-0.00022895+0.00096347i,-0.00058843+0.00019835i,-0.0010993-0.00063602i,-0.00026227-0.00029018i,0.00026305-0.0001347i,-0.0004801-0.00018658i,-0.00087526+0.00030111i,-0.00069503+0.00099409i,0.0001001+0.00082664i
-0.0011607+0.00074032i,-0.00061791+0.0013939i,-0.00059106+0.0015035i,-0.00028607+0.0010188i,0.00073923-5.4274e-05i,0.00082344-0.0019829i,-3.0658e-05-0.0025896i,4.2999e-05-0.0010597i,0.00039474+0.00062486i,0.00037322+0.00071359i,0.00042205+0.00039786i,0.00027956+0.00036081i,3.7796e-05+0.00010387i,0.00031344-0.00056069i,0.00061008-0.001136i,8.2035e-05-0.00090258i,-0.00036216-0.00020226i,-0.00043841+0.00022188i,-0.00048691+2.3186e-05i,-0.00044943-0.00048128i,-0.00048225-0.00081222i,-0.00023213-0.00096761i,-0.00053202-0.00042262i
-0.00035096-0.00024878i,-0.00046198+0.00085894i,0.00048108+0.00095088i,0.00052226+0.00045367i,0.0001879-0.00024451i,-0.00092535-0.00051222i,-0.0010039-1.9937e-05i,-0.00068742+0.00020631i,-0.00038951+0.00093755i,-0.00038967+0.00081545i,-0.00073613+0.00074518i,-0.00074866+0.0017615i,-0.00041505+0.0009416i,-0.00081867-0.00016568i,-0.001214+0.00011164i,-0.00059476+0.0010024i,-8.4559e-05+0.00097282i,-2.6543e-05+0.00034007i,-0.00031899+0.00017836i,-0.00031932+0.00013342i,-4.3853e-05+5.7942e-05i,0.00020641-0.00041582i,0.00088889-0.00044789i
0.001332-0.0019401i,-0.00017483-0.0011272i,-0.0010382-0.00070589i,-0.0014238+0.00017305i,-0.00096143+0.00031779i,0.00041476+4.6561e-05i,0.0012901-0.00044477i,0.0011202-0.00064159i,0.00034391-0.0002933i,-0.00027969+0.00012459i,-0.0001048+0.00087446i,0.00016258+0.0011715i,-6.0982e-05+0.0014071i,4.2492e-05+0.001764i,0.00014353+0.001075i,-0.00044414+2.9601e-05i,-0.00066502-0.00021768i,-0.00038035+0.00011622i,-0.00022948-0.00048082i,-0.00015749-0.00080735i,-8.5724e-05-0.00016603i,-0.00010107+0.0010155i,2.8208e-05+0.00090784i
-0.0021065-0.0015176i,-0.001668-0.0013209i,-0.0017109-0.00023736i,-0.0020902+0.00021873i,-0.0020086-0.0004715i,-0.0019556-0.0012285i,-0.0013247-0.0017783i,-0.00015669-0.0012321i,-6.1088e-05-0.00041687i,-0.00054016+0.00018066i,-0.00031963+0.00023165i,0.00037682-0.00041915i,0.00030516-0.00014777i,0.00022262-0.00048863i,0.00074183-0.0013887i,0.00099572-0.0010708i,0.0008313-3.8938e-05i,0.00046703+0.00091548i,-0.0001314+0.00069998i,-0.00038976-0.00010374i,-4.2628e-05-8.0305e-05i,-0.00031528-0.00054731i,-2.0225e-05-0.0010197i
-0.00066188+0.0017753i,-0.00081186+0.0014895i,-4.3278e-05+0.00078813i,0.00091096+0.0006392i,0.00065006+0.00030807i,-0.0002392-0.0011599i,-0.0009333-0.002125i,-0.00092175-0.0012971i,-0.00061393+0.00020222i,-0.000127+3.4476e-05i,0.0011763-0.00071327i,0.0018257-0.00098618i,0.00094259-0.00089266i,0.00023117-0.00073442i,-0.0003428+0.00013947i,-0.00029731+0.00027393i,-0.00021961-0.00013201i,-0.00023046+9.2894e-05i,-1.689e-05+0.00037958i,-0.00029548+0.00019275i,-3.6248e-06-9.9226e-06i,7.2376e-05-0.00011872i,0.00031371-0.0002807i
-0.0039892+0.00055557i,-0.0025237+0.0014012i,-0.00054027+0.0015885i,3.484e-05+0.00053774i,0.0003529-0.00031997i,0.0013834-0.0012973i,0.00057234-0.0012828i,-0.00055731-0.00067716i,-0.00068807-0.00063559i,-2.224e-05+2.2521e-05i,0.0002463+0.00041159i,-4.1169e-05-0.00019726i,0.00020727-0.00063299i,0.00026493-0.00076075i,0.00049945+0.00013555i,0.00099978+0.00087716i,0.00061614+0.0005735i,0.00027827-0.0003807i,-0.00018109-0.00023658i,-0.0005184+0.00062346i,-0.00023799+0.00093394i,0.00031628+0.00036443i,0.00070003-0.00020762i
0.00057752+0.00015359i,0.0011697+0.0016236i,0.0012454+0.0012353i,0.0011437-0.0003677i,0.00066907-0.00088891i,-0.00020324-0.00095943i,-0.00024868-0.00091169i,-2.3161e-05-0.00060417i,0.00012747-4.6396e-05i,0.00022847+0.00059435i,0.00039239+0.00092063i,-0.00027527+0.00075034i,-0.00049847+0.00029543i,0.00044307+0.00013077i,0.00053888+0.00054578i,7.1355e-05+0.00086415i,-0.00055757+0.0010867i,-0.0010746+0.00057062i,-0.00061306+0.00050007i,0.00021255+5.0335e-05i,0.00056462-0.00036972i,0.00010373+4.9034e-05i,-0.00020592+0.0006449i
-0.0010221-0.001103i,-0.001304-0.0007292i,-0.0013212-0.00060723i,-0.0011547-0.00045763i,-0.00071067+8.041e-05i,0.00047699-0.00023781i,0.00057151-0.00056452i,0.00013043-0.00055573i,-5.1972e-05-0.00071608i,0.00012687-0.00053669i,0.00044027+2.6597e-05i,0.00043104-0.00011292i,0.0008584-0.00049061i,0.0010403-0.00036048i,0.00059363-0.00013541i,0.0005969+3.9789e-05i,0.0011442+4.1001e-06i,0.00033251+0.0003867i,-0.00064429+0.00012406i,-0.00042679-0.0004333i,0.00030157-8.4158e-05i,0.00060229+0.00036562i,8.3629e-05+0.0004301i
0.00064951+0.00068841i,-0.00040097+0.00060562i,-0.00071951+0.00069778i,-0.00043443+0.00069721i,-0.00010705-0.00048169i,-0.00011339-0.0011747i,-1.9187e-05-0.00097318i,0.00050997-0.00092325i,0.00083939-0.00012061i,0.00036536+0.00034703i,0.0002293-2.8882e-05i,0.00044908+9.4305e-05i,0.00020139+0.00012736i,-0.00065917-7.2447e-05i,-0.00072259+0.00075211i,-0.00047329+0.00043756i,0.0001817-0.0010191i,0.0006061-0.0011059i,0.00032143-0.00042148i,0.00042573-0.00066776i,0.00049928-0.0007902i,0.00036241+9.5579e-05i,0.00033023+0.00035822i
-0.0012956-0.0013053i,-0.0025321-0.00067573i,-0.0029594-0.00028415i,-0.0016926-5.5871e-05i,-0.00061221-0.00054396i,0.00013592-0.0012783i,7.5279e-05-0.0015891i,-0.00022162-0.0016808i,-0.00060366-0.0013414i,-0.0011775-0.00023224i,-0.0010033+0.00011417i,-0.0001083+0.00010438i,-4.7347e-05+0.00073143i,0.00015387+0.00099088i,0.0004548+0.0011627i,0.00046746+0.00046043i,0.00084344-6.2691e-05i,0.001043-0.00013034i,0.00086395-0.00025957i,0.00067731-0.00028414i,0.00037287-0.00017188i,-7.1846e-05+0.00013659i,0.00019766+6.9965e-07i
-0.0013649+0.00093462i,-0.0012827+0.0015594i,-0.0011824+0.0022572i,-0.00050216+0.0022123i,0.00089995+0.0010091i,0.00096779-0.00074829i,0.00011203-0.00088989i,-0.00022915-1.2252e-05i,0.00039627+0.00046216i,0.00050412+0.00043684i,7.2999e-06-0.00011027i,-0.00047818-0.00036489i,-0.00081793-0.00036735i,-0.00070382-0.0009139i,8.586e-05-0.0012378i,0.00029423-0.0005326i,-0.00010885-0.00034882i,-0.00055848-0.00069632i,-0.00046035-0.0007439i,4.0443e-05-0.00076473i,-0.00050585-0.00040141i,-0.00081872-0.00055871i,-0.00041563-0.00040036i
-0.0024474+0.00042423i,-0.0017807+0.00064741i,-0.00094005+0.00082121i,-0.00032007+0.00051673i,0.00053932-0.00040247i,0.00091737-0.0013254i,0.0003083-0.0015121i,0.00026761-0.0010525i,0.00052321-0.00077666i,0.00014402-0.0013965i,-0.00086205-0.00073782i,-0.00103+0.00013593i,-0.00064217+0.00032432i,-3.4275e-05+0.00029571i,0.0006762-4.5562e-05i,0.00020362-0.00032269i,-0.00049069-8.8896e-05i,-0.00034061+0.00012024i,-2.9542e-05-0.00027843i,-0.00045287-0.0003374i,-0.00054896+0.00015339i,-9.6535e-05+0.00057658i,-0.00019879+7.2506e-06i
0.00084047-0.00059312i,0.00012329-0.00057688i,-0.00062283-0.00042403i,-0.00057974-0.0001925i,-0.00061218-5.4343e-05i,-0.0014118-0.0001578i,-0.0019003-0.00043829i,-0.0014819-0.00059365i,-0.00064778-0.00047295i,-0.00031669-8.8284e-05i,-0.0006143-0.0002542i,-0.00021891-0.00053985i,-7.1325e-05+0.0003751i,-0.00024205+0.0008685i,-0.00025653+0.00082374i,-0.00048549+0.0004791i,-0.00041488-0.00034217i,2.2904e-05-0.00042351i,0.00022061-0.00049987i,0.00028467-0.001017i,0.00027315-0.00078582i,-5.3217e-05-0.00035801i,-3.7018e-05-0.00055761i
-0.0012225-0.0010398i,-0.00057274-0.0013592i,-0.00065698-0.00052743i,-2.3451e-05+0.0001049i,-0.0001635-0.00020777i,-0.00047712-0.0010323i,-0.00012878-0.0010274i,-0.00014433-0.00026881i,0.00015912-0.0003792i,0.00050644-0.00016192i,0.00033168-1.6703e-05i,0.00013528-0.00027865i,-9.5484e-05-0.0003787i,0.00045762+0.00012699i,9.2329e-05+0.0005876i,-0.00026613-5.5773e-05i,-2.2238e-05-0.00042031i,0.00017596+0.00014874i,0.0005818+0.00043279i,0.00033646-9.3023e-05i,1.5439e-05+0.00016629i,0.00041642+0.00066945i,0.00015364+0.00095519i
