0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
-0.00087063-0.0012371i,-0.00036563-0.0017861i,-0.0010608-0.0032086i,-0.0021267-0.0026686i,-0.0011838-0.00017758i,0.00089406+0.00066986i,0.0014583-0.0004078i,0.0011786-0.00062475i,0.00080475-0.00028854i,0.0001177+7.3945e-05i,-0.00010474+0.00037821i,0.00032095+0.00031531i,0.00084804+0.00030136i,0.0013254+0.00042219i,0.00074799+0.00070136i,0.00056308+0.00023251i,0.0006357+5.5149e-05i,0.00025872+0.00045426i,-0.00010414+0.00045368i,5.0189e-05+0.0010585i,-0.00012922+0.0015499i,-0.00033415+0.0014233i,-0.00088615+0.00079824i
0.0012231+0.0004651i,0.0013463+0.0011661i,0.0018618+0.0014133i,0.0024649+0.00076793i,0.0016994+0.00021139i,0.0013491+0.0004386i,0.0020863+0.0003966i,0.0012072-0.00028501i,-0.00025058+0.00020056i,-2.1556e-05+0.0010865i,0.00024724+0.00011653i,0.00012595-0.00080803i,0.00047574-0.00040856i,0.00030454+0.0004945i,-0.00071642+0.00075433i,-0.00099857+0.00044296i,-0.00056201+0.00053604i,-7.1835e-05+0.00050745i,0.00050958+0.00013352i,0.00076578+0.00046002i,0.00074708+0.00062979i,0.00054441+0.00037111i,0.00012689+0.00022479i
0.0023073-0.00044064i,0.0025684-0.0013573i,0.0016058-0.0035251i,-0.00051396-0.0034187i,-0.0016517-0.001479i,-0.0012986+0.00058514i,-0.00040993+0.00178i,-0.00015328+0.0014017i,-0.00015957+0.000257i,-0.00026596-0.00014605i,-0.00050766+0.00011777i,-0.00034003+0.00028938i,-0.00046558+0.0003354i,-0.0004175-2.6349e-05i,0.00026061+0.00031789i,0.001128+0.00092974i,0.00095474+0.00097669i,0.00014478+0.0011435i,-0.00024072+0.0014236i,-0.00013477+0.000979i,0.00025629+7.3733e-05i,0.00068847-0.00070208i,0.00054332-0.0010332i
0.003165+0.0004554i,0.0025411+0.00056863i,0.0020551+7.0495e-06i,0.00015484-0.00091062i,-0.00044974-0.00061461i,-0.00015929+0.00057506i,-1.9412e-05+0.00046131i,0.00079412-0.00014977i,0.00094523-0.00050706i,0.00030974-0.00068642i,-0.00027396-0.0004979i,-0.00094707+0.0004021i,-0.00084985+0.00084846i,-0.00024567+0.00074709i,-0.00019944+0.00032308i,-0.00039331-0.00029103i,0.00046745-9.1275e-05i,0.0014121+0.00053156i,0.0011791+0.001748i,2.3636e-05+0.0016571i,-0.00037743+0.00046967i,-0.00031311+0.00014759i,-5.5982e-05-0.00017992i
0.0020236-0.00072504i,0.002607-0.0015534i,0.0022648-0.0020637i,0.0011712-0.0015375i,0.00059925-0.0006553i,0.00076217+0.00063258i,0.00036457+0.00043181i,-0.00011229-5.3006e-05i,0.00012455+0.00042544i,5.0151e-05+0.00024884i,-0.00068829+0.00024377i,-0.00093536+0.00054019i,-0.00032888+3.8959e-05i,-0.00022026+2.2522e-05i,-0.00012085+0.00064157i,0.00067777+0.00056825i,0.00053595+0.00064516i,-0.00026458+0.00097576i,-0.00054616+0.00039525i,-0.00019698-0.00086013i,0.00062161-0.0011624i,0.00026322-0.00060221i,0.00023442+0.00011373i
0.0021326+0.00054955i,0.0015303-0.00015501i,0.0012029-0.0014812i,-0.00061105-0.00090797i,-0.0013311-0.00033664i,-0.0012119+0.00010136i,-0.0016364+0.0010162i,-0.00073783+0.0015968i,-4.207e-05+0.0012571i,-0.00072392+0.00034667i,-0.0010711+0.00036928i,-0.0011918+0.00034413i,-0.0012083-0.00041097i,-0.00056943+0.00035581i,-0.00037638+0.001259i,-0.00066536+0.00099199i,-0.00066593+0.0010352i,-0.00072673+0.0011818i,-0.00049448+0.00034534i,2.7151e-05-0.00038263i,7.0934e-05-0.00046144i,0.0003308-0.00016427i,0.00038556-0.00018106i
0.0085317-0.0014653i,0.0092125-0.003796i,0.007336-0.0088721i,0.0016764-0.0084944i,-0.0040848-0.0053758i,-0.0056609-7.9595e-05i,-0.0028956+0.002679i,-0.00053168+0.0017593i,0.00092609+0.00052351i,0.00026871-0.00041898i,-0.0020329+6.9273e-05i,-0.0024807+0.0012735i,-0.0016788+0.0031465i,-0.0016679+0.0051242i,-0.0017397+0.0049775i,-0.00095586+0.0031111i,-0.00010525+0.0012971i,0.0001724+0.0008023i,0.00063767+0.0014452i,0.0012333+0.0009629i,0.0015972-0.00038397i,0.00064002-0.00087945i,-0.00095666-0.00047375i
-0.0035524+0.00094537i,-0.0024675+0.0016302i,-0.0011541+0.0014918i,-0.00043479+0.00070965i,0.00052987+0.00063032i,0.0011175-0.00039926i,-0.00014032-0.0012146i,-0.00088727-0.00064557i,-0.00046035-0.00018234i,0.00015813+0.00040875i,0.0012273+0.00046313i,0.0020652+4.5502e-05i,0.0014397-0.00024597i,-0.00012065-0.00045007i,-0.00014297-0.0010215i,2.5835e-05-0.00081374i,0.00029449+1.2363e-05i,0.00061845+0.00062877i,9.1509e-05+0.00053403i,-0.00057007+0.00018766i,-0.0011147-0.00021077i,-0.00062768-6.8502e-05i,-0.00012448+0.00046358i
-0.00036307+0.00066172i,-0.00043697+0.0015785i,-0.00076822+0.0015919i,-0.0013189+0.00069126i,-0.00011651+0.00039293i,0.0016721+0.00064444i,0.0028896+0.00017823i,0.0026563-0.00044047i,0.00097983-4.8036e-05i,0.00022664+0.00015233i,0.00074698-0.00018412i,0.00091828-0.00029899i,0.00033961-0.00074663i,-0.00031891-0.0012788i,-0.00097424-0.00035267i,-0.0010841-0.00012052i,-0.00073867+9.1998e-05i,-0.0005496+0.00027163i,-0.00020466-0.00046685i,-0.00038362-0.00012152i,-0.00083665+0.00043559i,-0.00025864+0.00042164i,-8.2879e-05+0.00069099i
-9.4959e-05+0.0004174i,0.00086665+0.00015076i,0.001162+0.00031755i,0.0017961-0.0001536i,0.0021424-0.001043i,0.0012637-0.00096769i,-4.2766e-05-0.00071388i,-0.00023828-0.00020977i,-6.8538e-05-0.00025109i,-0.00071858-0.00048512i,8.8762e-06-0.00013693i,0.00095464-0.00032612i,0.0010968-0.00093937i,0.0013-0.00043592i,0.00114+0.0005575i,0.00092725+0.00029539i,0.00017159+0.00013151i,-0.00016737+0.00058827i,0.00028477+0.00049259i,7.3295e-05-0.00020283i,-0.00051615-0.00032218i,-0.00064001-2.2106e-05i,-3.2553e-05+0.00032033i
0.0014267+0.0001872i,0.00071642+0.00020821i,0.00051027-0.00091495i,0.00010246-0.00093879i,-0.00049231+0.00013867i,-0.00057328+0.00086666i,0.00020578+0.00089752i,0.0002988+0.00087438i,-0.00056034+0.0008638i,-0.00078005+0.00055891i,-0.00039141-9.0256e-05i,-0.00052372-0.0004647i,-0.00063073+9.7773e-05i,-0.00056356+0.0011587i,-0.00053269+0.0014644i,7.0469e-06+0.0011619i,0.00041281+0.00045054i,-9.626e-06+0.00035877i,0.00074138+0.0010026i,0.0012519+0.00035839i,0.00090849-0.00092465i,0.00034666-0.001272i,-0.00069358-0.0013265i
-0.0005738-8.2848e-05i,0.0012381+0.00037158i,0.0024865+0.00097072i,0.0014706+0.00084958i,0.00047694-0.00077987i,0.00058433-0.0017139i,0.00061367-0.001826i,-0.00069069-0.0015718i,-0.00061505-0.00033802i,0.00096445-4.9657e-05i,0.0010778-0.000972i,1.3099e-05-0.0012277i,0.00091643-0.00061417i,0.001386-0.00026311i,0.00019918+9.1396e-05i,-3.6635e-05+0.00048308i,8.8027e-05+0.0007889i,0.00010145+0.00068736i,2.3891e-05+0.0010974i,0.00010561+0.00075341i,0.00057577-0.00041736i,0.00036091-0.00072301i,-6.2931e-05-8.6346e-05i
-0.00076788+0.00086236i,-0.00098437+0.00073439i,-0.0011836+0.00040738i,-0.00067747-0.0004561i,-0.00029106-0.0002092i,0.00028659-0.00057605i,0.00058358-0.0014996i,-0.00029818-0.0012752i,-0.00026628-2.3861e-05i,-0.00015643+0.00048299i,-0.00013091-0.00064093i,0.00068625-0.001059i,0.00087953-0.00083953i,4.8443e-05-0.00070847i,-0.00012678-0.00011324i,-5.1323e-05+0.00055226i,-8.3862e-06+0.00080237i,0.00026266+0.0009623i,0.00033138+0.00010751i,3.914e-05+4.7324e-05i,-0.00015752+0.00076874i,0.00047007+0.00022426i,0.00091874-0.00036832i
-0.00011358+0.0016601i,0.00033528+0.001533i,0.0010068+0.0022025i,0.0011835+0.0018606i,0.00056534+0.00078571i,0.00081257-0.00020842i,0.0011405-0.00060778i,7.9792e-05-1.9675e-05i,-0.00042373-0.00018561i,-0.00048379-0.00034218i,-0.00024782-0.00045214i,-0.00014094-0.00045565i,-0.00044877-0.00036705i,-0.0002214-0.00051596i,8.6896e-05-0.00072101i,-7.1216e-05-0.00027966i,7.6311e-05+7.3534e-05i,0.0010488-9.6788e-05i,0.00091696+5.3776e-05i,-9.7986e-05+0.00034422i,7.0401e-05+0.00023522i,8.1616e-05+5.4011e-05i,-0.000757-0.00026638i
0.00028172-0.00091623i,0.0007374-0.0016621i,0.00011318-0.0016344i,-0.00068487-0.0016345i,-0.00048603-0.0015389i,6.9649e-05-0.0006647i,0.00061447-0.00022705i,-0.00013259+0.00028604i,-0.00068908+0.001154i,-0.00064667+0.00037014i,-0.0004526-0.00068627i,-0.00051854-0.0004733i,-0.00021966-0.00031103i,0.00099908+0.00021645i,0.0013171+0.00093907i,0.00051925+0.0008198i,-0.00027999+0.00066726i,-0.00074883+0.00017848i,-0.00062155-0.00028688i,0.00027454+0.0001734i,0.00081935-3.98e-05i,0.00034449-0.00041734i,-0.00072083-0.00034939i
0.00074692+0.00076243i,0.0018622+0.00037373i,0.0010508-9.5247e-05i,-0.00021125-0.00077021i,0.00011289-0.00077937i,0.0011424-0.00040501i,0.00093145+0.00011155i,-0.00018309-2.5552e-05i,-0.00082512+0.00051732i,-0.00011236+0.00037547i,0.00055809-0.00054071i,0.00015559-0.00030561i,-0.00035496-2.637e-05i,-0.00040451+4.7076e-05i,0.00019099+3.1213e-05i,0.00030186+0.00052066i,-3.3847e-05+0.00067121i,0.00023007+0.00010901i,0.00038867+0.00018453i,0.00011142+3.0891e-05i,-0.00021494+5.1792e-05i,-4.3888e-05+0.00034389i,0.00022947+0.00014507i
-0.00067132-0.0009757i,-0.00044122-0.0017775i,-0.0011292-0.0024553i,-0.0012979-0.0014806i,-0.00015906-6.0796e-05i,0.002021-0.00023364i,0.0018562-0.00044088i,0.00037536-0.00031109i,0.0001726+0.00018505i,0.00045565+0.00064772i,9.9287e-05+0.00028224i,-0.00059951+0.00022939i,-0.0008016+0.00064604i,4.8157e-05+0.00070854i,0.00073675+0.00048457i,0.00080938+0.00084669i,0.00044343+0.00089639i,5.2928e-05+0.00040554i,-0.00019478-0.00028836i,-0.00022004-8.2517e-06i,-3.7709e-05+0.00067042i,-0.0002541+0.00036569i,-0.00035366+0.00045943i
-0.00034895-0.00063376i,0.0012053+0.00061862i,0.0017014+0.0014608i,0.00089017+0.0015016i,0.00097875+0.0015807i,0.0021102+0.0011535i,0.0026272+0.00098823i,0.00065831+0.0010836i,-0.00094758+0.00012175i,-0.00049959-5.6422e-05i,2.2303e-05+4.73e-05i,0.00028911-6.6438e-05i,0.00072624-0.00016911i,0.00086591-0.00014171i,0.00044448-2.4724e-05i,0.00025189+0.00031049i,0.00038249+0.00042355i,0.00032661+9.3509e-05i,0.00023968-0.00020109i,-0.00024704-0.00026814i,-0.00012778+6.8646e-05i,0.00040299+1.5897e-05i,0.00048721+0.00017466i
-0.00063716-0.00095499i,-0.00044578-0.0013658i,-0.00070698-0.0014301i,-0.00050241-0.00055336i,0.00032276+0.00022066i,0.0017008+0.00049612i,0.001958-0.00023162i,0.00082766-0.00013819i,-0.00048846+0.00080393i,-0.00039089+0.00052612i,-0.00056142-8.5692e-05i,-0.00061338+0.00012818i,-0.00058474+0.00064912i,-0.00023067+0.00039386i,0.0006728+0.00048016i,0.00038248+9.5615e-05i,0.00062046-0.00072023i,0.00097219-0.0009927i,0.0004439-0.0011615i,0.0002249-0.0010231i,0.00025299-0.00029089i,0.00028454+0.00075917i,0.0010802+0.0013576i
0.0011744+9.0583e-05i,0.0012776+0.00095341i,0.0010097+0.0012408i,0.001448+0.00073101i,0.0022148-7.4418e-05i,0.0016283+2.1842e-06i,0.00056207+0.00027783i,0.0004166+0.00059858i,0.0004195+0.00056986i,0.00012568+0.00011992i,0.00029946-0.00051907i,0.00070425-3.6487e-05i,0.000669+0.00089855i,0.00049438+0.00052732i,0.00051731-0.00027442i,0.00046846+0.00019517i,6.1117e-06+0.0011106i,-1.8687e-05+0.0010835i,0.00060589+0.0012695i,0.00048932+0.00098805i,7.5264e-06+0.00060326i,-0.00072179+0.0010221i,-0.00095812+0.00069094i
0.0013624+0.00022836i,0.0013173-0.00047312i,0.00071779-0.00096256i,-0.00039328-0.00093121i,-0.0014267-0.00080125i,-0.00061745-0.00032465i,0.00076579+0.00033612i,0.00020089+0.00051505i,-0.00057494+0.00078832i,0.00026538+0.00081631i,-5.3237e-05+0.00010444i,-0.00078304-0.00030839i,-0.00050421+8.3526e-05i,-0.00034493-6.3644e-05i,0.00038813-0.0012201i,0.0010055-0.001404i,0.0007956-0.00019601i,-0.00043594+0.0012776i,-0.0012227+0.0012642i,-0.00083871+0.00042525i,-6.4646e-05-9.3732e-05i,0.00037278+0.00024623i,0.00064736+0.00031618i
-0.00070808+0.0014266i,-0.0012335+0.0012003i,-0.00041508+1.3099e-05i,9.5855e-06+0.00038194i,5.8837e-05+0.00079313i,0.00010793+0.00094567i,0.00015156+0.00032808i,-0.00057244+0.00032974i,-0.00042042+0.00048199i,0.00028026+0.0004167i,-9.3005e-05+0.00023853i,-0.00042698-0.00013077i,-0.00074994-9.5503e-05i,-0.00049725+1.1603e-05i,-0.00017979-0.00021442i,0.00019282-0.00053475i,0.0011267-0.00044475i,0.00096967+0.0003333i,0.0008012+0.00019531i,0.00049199+0.00011113i,-1.9164e-06+2.2187e-05i,0.00057026-0.0014202i,0.00072405-0.0014456i
-0.00014897-0.0013371i,-0.00011611-0.0010886i,-0.00090901-0.00026232i,-0.00020294+0.00035574i,0.0013538+0.0013523i,0.0014185+0.00096092i,0.0013507-0.00013925i,0.00054967-0.00077481i,-0.00058905-0.0011936i,-0.00073465-0.0005632i,-0.00075705+0.00019559i,0.00024621-0.00053615i,0.0014091-0.00033314i,0.0012026+0.00036977i,0.00088374+0.00017073i,0.00061806+0.00047103i,-0.00036484+0.00071289i,3.4594e-05+0.00018016i,0.00099763-0.00010862i,0.00036471+0.00021726i,-0.00018092+0.00027413i,0.00028997+0.00039562i,0.00051132+0.00076959i
0.0015351+0.00073492i,0.00091718+0.00010534i,0.00041071-0.00044895i,3.838e-05-0.00055822i,-9.2239e-05+8.1735e-05i,-0.00035857-0.00013372i,-4.0643e-05-0.00080303i,-0.00063267-0.00071686i,-0.00090438+0.00046233i,-0.00052751+0.00084411i,-0.00074095-2.1201e-05i,-0.001227-0.00031971i,-0.00018704+0.00037689i,0.00024048+0.00091904i,-0.00021037+0.00017597i,7.7598e-05-0.00042741i,0.00047197-5.8612e-05i,0.00017621-8.0563e-05i,-0.00018273+0.00017305i,-0.0001102+0.00029794i,-1.0256e-05-0.00036659i,-0.00022584-0.00030354i,-0.00051061+0.00031742i
-0.00095102+0.00063549i,0.00128+0.00063478i,0.0020262+0.00013197i,0.0017203-0.00085478i,0.0015611-0.0001921i,0.00094129+0.00055608i,0.00037315-9.0028e-05i,0.00048644-0.00069957i,0.00042525-0.00089184i,0.00067051-0.0014526i,0.00099233-0.001777i,0.00030187-0.00088275i,-0.00083889-0.00032265i,-0.00085629-0.00076071i,8.1036e-05-0.00053899i,0.0010263+0.00010213i,0.0014145+0.00085638i,0.00066576+0.0010696i,-0.00032307+0.0009542i,-9.0288e-05+0.00044486i,0.0009399+0.0003109i,0.0015155+0.00038743i,0.00081765-0.00031602i
-0.00017405+0.00062623i,0.00035107+0.00065024i,0.00085492+0.001744i,0.00051277+0.0018638i,0.00038466+0.0016218i,0.00088668+0.00097438i,0.00076739+0.00010273i,3.6527e-05-0.00026188i,-0.0007095+0.0001339i,-0.00084286+0.00095775i,-0.00083096+0.0005034i,-5.5675e-05+0.00043162i,0.00051721+6.552e-06i,0.00028737-0.00082188i,-0.00016101-0.00061502i,-0.00013625-7.4713e-05i,0.00010173+0.0004437i,-2.0171e-05+0.00099205i,-0.00010838+0.00078583i,-5.3241e-05+0.00025099i,0.00027111-0.00042884i,0.00062238-0.00038227i,-0.00024056-0.00080063i
0.00084747+0.0009173i,0.00094282+0.00048179i,9.3935e-05-0.0003805i,-0.0016874-0.00037313i,-0.0016826+9.4663e-05i,-0.00052247+0.00043391i,-0.00020749+0.00048922i,-0.00068591+0.00020449i,-0.00047923+0.00022385i,0.00023148+0.00052814i,-0.00036364+0.00024695i,-0.0007747-0.00012673i,-0.00021058+0.0002674i,8.5746e-05+0.00021944i,0.00022725+0.00039683i,0.00051249+0.00077283i,4.0764e-05-5.897e-05i,9.7485e-05-0.00048731i,0.00056832-0.00025531i,0.00041033-0.00017443i,0.0003315+0.00064851i,-2.5239e-05+0.0014006i,-0.00012919+0.0012205i
-0.00059585+7.1143e-05i,0.00023375+0.00048734i,0.0011726+0.00063904i,0.0014902+0.00032857i,0.0010259+0.00090212i,0.00063465+0.00067213i,0.00025726-0.00043154i,-0.0005804-0.00045358i,0.00015138-1.2983e-05i,0.0009606+0.00034733i,0.00057883+0.00046581i,1.4546e-05+0.00061426i,8.9869e-05+0.00061892i,0.00031665+0.00011492i,0.00062294+7.3422e-06i,0.00014706-1.5028e-05i,-0.00010822-0.00032779i,-0.00030215-0.00090493i,-0.00036668-0.00094229i,0.00021362-0.00023075i,-0.00041696+0.00062593i,-0.00077432+0.00096515i,-0.00018824+0.0003008i
0.00058974+0.00071677i,0.0001191+0.00037372i,-0.00068115+0.00050835i,-0.0011181+0.00084142i,-0.0001356+0.0015082i,0.00045755+0.0013364i,3.6426e-05+0.00040716i,-0.00035824+4.2827e-06i,-0.00081639+0.00015802i,-0.00097372+0.00059313i,-0.00047758+0.00018296i,0.00024901+7.358e-06i,0.0010373+0.00060582i,0.001192+0.00088966i,0.00046491+0.0007103i,0.00019319+0.00039777i,-0.00035912+0.00032894i,-0.00074597+0.00015021i,-0.0001181+0.00016467i,7.5738e-05-0.00028359i,-7.3391e-05-0.00036512i,-0.00072298+1.5723e-05i,-0.00047597+0.00063771i
-0.00099656+0.0023081i,0.00038906+0.0027863i,0.00080266+0.0017379i,0.00016591-0.00058925i,-0.00013476-0.0011375i,0.00045083-0.00065662i,0.00024144-5.795e-05i,-0.00089487+0.00021491i,-0.00086552-0.00018687i,-0.00049994-0.00026401i,-0.00088922-0.00066975i,-0.00071523-0.001008i,-0.00088381-0.0010693i,-0.0013359-0.00084905i,-0.00094557-0.0010743i,-0.00061344-0.0010856i,-0.00077088-0.00027706i,-0.00046102+0.00036003i,0.00012495+0.00024432i,0.00038495+0.00013616i,3.8074e-06+0.00045184i,-0.00043972+0.00038488i,6.2384e-05-0.00046997i
0.00036156-0.00033287i,0.0004992-0.00075909i,0.0013238+5.4103e-05i,0.0019517-0.00043848i,0.0021806-0.0014142i,0.0017363-0.0020637i,0.00032121-0.0014484i,-0.00072306-0.00042287i,-0.0002051-0.00037127i,0.00064865-0.00050857i,0.00063272-0.0007159i,-1.0417e-05-0.00069245i,-0.00023493-0.0003247i,0.00043206+0.00034224i,0.0011028-0.00018748i,0.0008283-0.00092549i,0.00013704-0.00042071i,-0.00020747+6.0766e-05i,-0.00070499+0.00040107i,-0.000505+0.00045799i,0.00028759+0.00017859i,0.00052477+0.00030977i,0.00017092+0.0010979i
0.0026845+0.00080034i,0.0035537+0.00019889i,0.0026293-0.00072342i,0.001166-0.0016569i,0.00050258-0.00084173i,0.00087525-0.00021127i,0.0006801-0.00045566i,-0.00038899-0.00067809i,3.7855e-05-0.00059386i,0.00041969+8.4274e-05i,0.00015604+0.00032055i,0.00016465+0.00020566i,-7.6381e-06+0.0001698i,0.00052023-8.6181e-05i,0.0010209+0.00058365i,0.0012617+0.00078926i,0.0010161+0.00018425i,-0.00021507-0.00013231i,-0.0011044-7.0601e-05i,-0.0014079-0.00035584i,-0.0011698-0.00036686i,-0.00066443+0.00019561i,-0.00033343+0.00067712i
-0.00057179-0.00055282i,-0.00099129-0.00050767i,-0.00021514-0.00023791i,0.00016371-0.00061982i,0.00010114-0.00075473i,0.00095573-0.0005664i,0.0010393-0.00014594i,7.6563e-05+0.00047331i,-9.2622e-05+0.00066302i,-0.00059-0.00014849i,-0.00063048-0.001001i,-0.00027329-0.0011666i,0.00033799-0.00056743i,0.0010845-0.00012449i,0.0011171-0.00016399i,0.0011055-5.7596e-05i,0.0012395+0.00043785i,0.0014845+0.00086907i,0.001127+0.00077056i,0.00012043+0.00019656i,-0.00054693+0.00048222i,-0.00010787+0.00048772i,0.00014774-8.9366e-05i
0.001608-0.00080122i,0.0011468-0.00093617i,0.00086163-0.0010862i,0.0014294-0.00041111i,0.0010449+0.00037627i,0.0011476+0.00064953i,0.0011694+0.00045113i,0.00017915+0.00037089i,-6.2356e-05+0.00069086i,0.00036476+2.7022e-05i,-0.00054113-0.00042645i,-0.0011664-0.00044057i,-4.2303e-05-0.00069131i,0.0004978+0.00031935i,0.00041896+0.00099632i,0.00071413-9.6335e-05i,1.2324e-06-0.00028427i,-0.00017506-4.408e-07i,0.00091124+0.00010199i,0.00065633+0.00035416i,0.00049516+1.506e-05i,0.00093426-0.00041493i,0.00068275-0.00070672i
-0.00022944+0.0012468i,3.3718e-05+0.0015018i,-0.00074368+0.00068213i,-0.00062448-0.0001872i,-0.00032342-0.00044916i,0.00018213-0.00081236i,0.0003076-0.00098911i,-0.0012588-0.00047671i,-0.0019295-0.00036039i,-0.00058911-0.00049507i,0.00023095-0.0004586i,0.00073196-0.00067098i,0.00079886-0.0010128i,-2.4257e-05-0.00036512i,-5.5177e-05-0.00043752i,0.00089079+5.4573e-05i,0.0015516+0.00026249i,0.00068339-0.00035188i,-0.00064931-0.00021907i,-0.00076242+0.00055094i,-0.0006371+0.00098218i,-0.00065918+0.0006363i,-0.00092321+0.0008563i
0.00037181+4.6757e-05i,0.0013432-0.00038222i,0.0028588-0.00025191i,0.0021313+0.0010432i,0.00099499+0.0015795i,0.00083238+0.00069291i,0.0006707+0.00042867i,-0.00036009+0.0011454i,-0.00053363+0.0012057i,0.00074474+0.00054514i,0.0012767+0.00073922i,0.0011443+0.00058825i,0.0013728-0.00040641i,0.0012167-0.00024907i,0.00021642+0.00011102i,0.000135+0.00046436i,3.1998e-05+0.00026627i,-0.00036839-0.00012621i,-0.00068002+0.00052797i,-0.00092885+9.9368e-05i,-0.00036543-0.00015005i,0.00023799+0.00067839i,-0.00034733+0.0010227i
0.00012291+0.00043223i,0.0012136+0.001943i,0.0015976+0.0014462i,0.00023506+0.00017146i,-0.00053097+7.7972e-05i,0.00058407+0.00031466i,0.0012904+0.00038796i,0.0001202+0.00055541i,-0.00038854+0.00098707i,0.00030266+0.0006788i,0.00094613+0.00024521i,0.00037245+0.00043295i,-0.00057152+0.00033422i,-5.5205e-05+0.00032146i,0.00037362+0.0003453i,-0.00020588+4.2596e-05i,-0.00075977+0.00049474i,-0.00072795+0.0011985i,-0.00047133+0.00075651i,0.00011521+0.00027603i,0.0002799+0.00012644i,0.00042245-6.2889e-05i,0.00039912-0.00055233i
0.00021291-0.00011217i,-0.00016484-0.00035154i,-0.00023133-0.00066283i,-0.00038289-0.00067726i,-0.0009581+8.5277e-06i,-0.0015069+0.0008693i,-0.0011499+0.0010593i,-0.00068243+0.0015556i,-0.00045398+0.0011767i,0.00068707-0.00034476i,-2.345e-05-0.00057098i,-0.0011336-2.9511e-05i,-0.00018153+0.00037917i,0.00050039-0.00022655i,0.0005317-0.00092667i,0.0006341-0.00037298i,-0.00028955-1.0524e-05i,-0.0012634-0.00020933i,-0.00090751-0.00033628i,-0.00070494-0.00044362i,-0.00042398-0.00058866i,-0.00021855+7.3801e-05i,-0.00058889+0.0001498i
0.0012202-0.00084781i,0.0018871+0.00020305i,0.0017712+0.00037253i,0.0011032+8.1832e-05i,0.00071661+9.0212e-05i,0.0010086-0.00056054i,0.0011192-0.0012693i,0.00040691-0.0013176i,0.00076433-0.00092442i,0.0012337-0.00049883i,0.000287-0.00011443i,-0.00023378-0.00049981i,0.00024557-0.00079995i,7.5523e-06-0.00045338i,-0.00042335-0.00055508i,-5.4756e-05-0.00041594i,0.00013321-0.00033944i,0.00016985+0.00042334i,1.6834e-05+0.00073173i,-0.00021929+0.00041861i,0.00017511+1.6996e-05i,-0.00011165+0.00029795i,-0.0010365+0.00060147i
-0.0016066+0.0013188i,-0.00054969+0.0025661i,-0.00067342+0.0023855i,-0.0002581+0.00089979i,0.00025252-0.0004393i,0.00090424-0.00048416i,0.0003574-0.00026902i,-0.0012749-0.00064581i,-0.0012216-0.00080312i,-0.00020816+4.1901e-05i,0.00080561+4.6001e-05i,0.0012308-0.00040464i,0.00080557-2.6434e-05i,0.00052977-0.00080042i,0.00062312-0.0015748i,0.00063974-0.0015443i,0.00039052-0.0016577i,0.0005454-0.0012256i,0.00028232-0.00097641i,-0.00053131-0.00041523i,-0.00056609+0.00032217i,2.6074e-05+0.0007042i,-0.00011822+0.00059942i
-0.0011521-0.0010359i,-0.00062031-0.0014791i,0.0007682-0.0025976i,0.00090286-0.0010185i,0.00050509+0.00039588i,0.0012598+0.00037865i,0.0011224-0.00015206i,0.00012471-0.0004594i,1.9981e-05-0.00014903i,0.00027714-1.6363e-05i,0.00011612-0.00036219i,0.00014602+9.4839e-05i,0.00022197+0.00057052i,0.00023975+0.00085717i,0.00057531+0.00061129i,0.00037188+0.00048026i,-0.00042832+0.00079685i,-0.00026556+0.00065214i,0.00032722+0.00037515i,0.0013074-6.3746e-05i,0.0011954-9.9042e-05i,-0.00059306+0.00034623i,-0.0013504+0.00022237i
0.001038-0.00063001i,0.0022072-0.00075757i,0.0021268-0.00079638i,0.0010032-0.00049865i,7.7878e-05+0.0001304i,-0.00022431-6.8049e-05i,-0.00023433+0.00025042i,-0.00040136+0.00061825i,-0.00045499+0.00067477i,-0.0004433+0.00097581i,4.2141e-05+0.00038441i,0.00073258+2.1043e-05i,0.00025437+0.00041737i,-0.00037777+0.00035495i,0.00055291+0.00062251i,0.00099367+0.0013786i,0.00046954+0.0011391i,0.00031617+0.00026315i,-0.00019592-9.9031e-05i,-0.00047747-6.9119e-05i,-0.00024162+0.00015501i,-0.00025558+0.00013585i,-0.00041118+0.00035485i
-0.00086949+0.0015628i,-0.00072549+0.00057194i,1.7733e-05+0.00022432i,0.00043686+0.0004982i,0.00088925+0.00049247i,0.00066002-4.297e-05i,4.5665e-05-2.3454e-05i,-0.00061528+0.00030853i,-0.00050034+0.00074153i,-0.00025849+0.00044546i,-0.00054882-0.00032826i,-0.00033784+4.455e-05i,-0.00067813+7.3677e-05i,-0.00085654+0.00029317i,0.000247+0.00043495i,0.00051172+0.0005011i,-0.00024248+0.00027969i,-0.001104-0.00015021i,-0.00050206+0.00044504i,-0.00013924+0.00090564i,-0.00039543+0.0003038i,3.2128e-05-0.00027895i,-0.00049216-0.00041131i
