-0.0010435+0.0026417i,-0.00064946+0.0012521i,-0.0021907+0.0019144i,-0.002122+0.0016073i,-0.00014919+0.0015293i,0.0012056+0.00075438i,0.00084671+4.7575e-05i,0.0002209-2.2938e-05i,-8.4916e-05-0.0005559i,-0.0002287-0.0011842i,0.00037439-0.0016103i,0.00039368-0.0013556i,5.8947e-05-0.00050619i,0.0007325-0.00024758i,0.0011601+6.7524e-05i,0.0001657+0.00073761i,-0.00044511+0.0010972i,-0.00014525+0.00091184i,0.00010655+0.00022604i,-0.00015942+3.2021e-05i,-0.00086034+0.0010822i,-0.00068643+0.0012642i,2.7951e-05+0.00013115i
0.001837-0.0003617i,0.0026936+0.00014838i,0.0018478+0.00027263i,0.00028604+0.0003564i,-0.00018879-0.00060958i,-0.00023686-0.0021208i,-0.00016201-0.0026844i,8.7597e-05-0.0017578i,-0.00047344-0.00024395i,-0.00050192-2.6712e-05i,-0.00016364+4.392e-05i,0.00055576-0.00013791i,0.00076751+5.3845e-05i,-3.7293e-05+0.00023409i,-0.00045723+0.00064473i,-0.00027662+0.00030812i,0.0010762-0.00019277i,0.0017218+8.6234e-05i,0.00078189+0.0005056i,0.00050004+0.0010681i,0.00040683+0.00090739i,-0.00060304+0.00019619i,-0.00048655+5.1827e-05i
0.00014515-0.002116i,-0.00045019-0.0013567i,-0.00052843-0.00066326i,-0.00034534-0.0015786i,0.00020605-0.0019308i,0.0016059-0.0016734i,0.0013441-0.0012954i,-0.00023637-0.00033209i,-0.00051731+0.00036676i,-8.1634e-05+0.00049907i,-0.00023174+0.00071274i,-0.00015798-0.00013302i,2.8739e-06-0.00035539i,-0.00034219+8.3804e-05i,-5.0931e-05+2.1487e-05i,0.00094068+0.00015229i,0.0006481+7.2385e-05i,9.9169e-05+3.8789e-05i,0.00019908+0.00025976i,6.9828e-05+0.00038558i,-0.00041303+0.00030813i,-0.00036565-0.00033987i,-0.00028048-0.00017527i
0.0024758+0.00055622i,0.0026079+0.00037749i,0.0014855-0.00023168i,0.00038505-0.0010165i,0.00010761-0.0014482i,0.00065092-0.0019495i,0.00078483-0.0022095i,0.00032216-0.0014367i,-3.4048e-05-0.00072206i,-9.4944e-05-0.00032704i,-0.00016492-0.00045725i,-0.00023547-0.00039864i,-0.0011081-9.0306e-05i,-0.0013787+0.00039244i,-0.00074164+0.0010948i,-3.9134e-05+0.0010016i,5.2047e-06+0.00025082i,-1.6621e-05-0.00033869i,0.00011123+0.00012274i,-7.1029e-05+0.00041778i,-0.00033957+0.00048773i,-0.00025603-0.00013083i,7.4343e-05-0.00049097i
-0.0018537+0.00065493i,-0.0018924-0.00035301i,-0.0013384-0.00078444i,-0.00027941-0.00073451i,0.00057061-0.00096041i,0.0014426-0.001337i,0.00078086-0.0016843i,-0.00057293-0.000446i,-0.0006759+3.6393e-05i,-0.00013395-0.00050485i,-0.00039248-4.8579e-05i,-0.00095494+0.00020816i,-0.00037079+0.00013106i,0.00023824-0.00039668i,0.00051489-0.00069177i,0.00069037-9.1637e-06i,0.00059172+0.00045576i,0.00010735+0.00035906i,-0.00062858-0.00044428i,-0.0007621-0.00062543i,-0.00086622-0.00030469i,-0.00068338-0.00047152i,0.00030932-0.00022031i
0.00055686-0.0027804i,-3.1606e-06-0.0039255i,0.00075209-0.0017403i,0.0012173-0.00029418i,0.00089434-0.00060266i,0.00064032-0.0017762i,0.0011331-0.0021278i,0.0003694-0.0011079i,-0.0012745-0.00028671i,-0.0017053+5.7208e-05i,-0.0001843-0.00030933i,0.00065921-0.00055681i,0.00026106-1.8204e-05i,0.00014637-0.00029853i,0.00041232-0.00013367i,-0.00010064+0.0007775i,-0.0005481+0.00075779i,-0.00078012+0.00047836i,-0.0010704+0.00089861i,-0.00093608+0.00078401i,-0.0003371+0.00012168i,0.00029067-2.2648e-05i,0.00025892-1.7145e-05i
0.0023507+0.0013482i,0.0023547+4.3703e-05i,0.0017386-0.0010503i,0.00020796-0.0010929i,-0.00016937-0.00082132i,0.00038715-0.0011696i,0.00030154-0.0014912i,-0.00031484-0.00087752i,-0.0010307+8.339e-05i,-0.00057215+0.00011484i,-0.00066398-0.00051531i,-0.00091331-0.0010644i,-0.00042927-0.00037285i,0.00018942+0.00073976i,0.0006887+0.00062702i,0.00067525-0.00012357i,0.00051976-0.00096143i,7.1905e-05-0.0013388i,-0.00046234-0.0011496i,-0.00038615-0.0011561i,0.00063497-0.00059412i,0.00084286+0.0003573i,0.0005574+0.00042688i
0.0011526-0.00037777i,0.0022567-0.00073478i,0.0021187-0.0015036i,0.00053845-0.002206i,5.5359e-05-0.0018747i,0.0005677-0.0020172i,0.00032357-0.0022115i,-8.4082e-05-0.0014885i,-0.00052428-0.00036492i,-0.0005271+0.00063062i,-0.00055012+0.0012221i,-0.00021841+0.0016126i,0.00021336+0.00085229i,0.00016862+0.00025856i,0.00045402+0.00047472i,0.00055465+0.00077456i,0.00060427-6.646e-05i,0.00073054-0.00077836i,0.00017668-0.00093949i,-0.00016639-0.0005797i,-0.00013571-0.00091715i,0.00024814-0.00065953i,-0.00019729-4.1204e-06i
-0.0016401-0.001477i,-0.0019454+0.00051955i,-0.002221+0.0015114i,-0.00096134+0.00071196i,0.0011186-0.00034126i,0.0021006-0.0011932i,0.0014531-0.0020079i,0.00047463-0.0015417i,-0.00054773-0.0012669i,-0.00059875-0.0012697i,-0.00043974-2.7508e-05i,-0.00056782+0.00066223i,3.4246e-06+0.000601i,0.0010704+0.0012566i,0.0013153+0.0017055i,0.0011171+0.00096248i,0.00094052+0.00019918i,0.00057767+4.8079e-05i,1.3812e-05+8.0579e-05i,0.00014364-4.768e-06i,0.00021414+1.6093e-06i,-0.00013619+0.00033533i,-8.4999e-05+0.00020711i
0.00095192-0.0013261i,0.00045551-0.0031815i,-0.00048247-0.0032949i,-0.00095702-0.0019678i,-0.00048824-0.00081162i,-9.8206e-05-0.00088672i,7.5065e-05-0.0014345i,0.00013955-0.00095658i,9.7608e-05-0.00087443i,0.00052331-0.0008095i,2.6478e-05-0.00058578i,-0.00056698-8.5173e-05i,-0.00084278+0.00048567i,-0.00088738+0.0010267i,-0.00028927+0.0010695i,-0.00050112+0.00088294i,5.411e-05+0.0007686i,0.00069046+0.00042136i,0.0007006+7.9237e-05i,0.0001797+0.00030441i,-0.00048173+0.00053976i,-3.7324e-05-9.8806e-05i,0.0004204+0.00024107i
-0.00079704+2.0659e-05i,-0.00050055-9.6333e-05i,-0.00048338+0.00087158i,-0.00075929+0.0006552i,-0.0001135-0.00039115i,0.00047744-0.0012505i,0.00018665-0.0012684i,-0.0003098-0.00038079i,-0.00065304-0.00037133i,-0.00059633-0.00019221i,-0.00079679+0.00065826i,-0.00014719+1.9284e-05i,-1.3667e-05-0.0013073i,-0.00024938-0.0011019i,9.0609e-05+1.2991e-05i,3.1429e-05+0.00043358i,-0.00034099-2.4021e-05i,-0.00010193-0.00087043i,0.00016661-0.00062639i,-0.00053417-0.00037656i,-0.00099335-0.00045155i,-0.00073052-9.1252e-05i,-8.1794e-05-8.3589e-05i
0.0023901-0.00043114i,0.0026358-0.0016518i,0.0031422-0.002221i,0.0014382-0.0023094i,-0.00018891-0.0027256i,0.00040714-0.0027888i,0.0010058-0.0014092i,0.0010133-9.9915e-05i,0.00036324+0.00043389i,-9.5483e-05-2.6239e-05i,-0.00014883-0.00070929i,-0.00010359-0.00064056i,-0.00019565-0.00010355i,-0.00079357+0.00023101i,-0.00083733-4.0265e-05i,-0.00015501-0.00010699i,0.00090507-6.5299e-06i,0.0011232-0.00029699i,0.0007682-0.0005728i,0.00028194+7.4152e-06i,-1.8839e-05+0.00040298i,-9.9483e-05+7.1788e-06i,-0.00034978-6.1421e-05i
0.0010338+0.0015616i,0.0015608+0.0011344i,0.0016367+0.0014787i,0.0019508+0.0013426i,0.0018239-0.00061308i,0.001797-0.0019649i,0.0014779-0.0027823i,-0.00044208-0.0026168i,-0.0012079-0.0014939i,-0.00082059-0.0010548i,-0.00037977-0.00072228i,0.00034602-0.00084938i,0.00077426-0.0013181i,0.00083963-0.00080439i,0.0002465-0.00043722i,0.00031274-4.3219e-05i,0.00059354+3.5909e-06i,0.00037642-0.00024776i,0.00018012-4.9866e-05i,-0.0001838+0.00019488i,0.0001674+0.0004984i,0.00045038+0.00012267i,0.00053171-0.00016113i
-0.00055345+0.0020924i,-0.00064746+0.0021167i,0.00045621+0.0017108i,0.0020594+0.0019196i,0.0020478+0.0018976i,0.0014325+0.00033245i,0.00073892-0.0010092i,0.00012246-0.0012086i,0.00042912-0.00077901i,0.0001498+0.00021381i,-0.00096874+0.00086452i,-0.0010045+0.00057583i,0.00016759-0.00040665i,0.00056098-0.0009783i,0.00029752-0.00067012i,-3.3735e-05+0.00012585i,-7.6288e-05+0.00083158i,-0.00010158+0.0010877i,0.00011561+0.00096857i,0.00013247+0.0003084i,2.9582e-05-0.00054388i,0.00025752-0.00047217i,-0.00037359+3.2178e-05i
-0.0031515+0.00032673i,-0.0027231+0.0004261i,-0.0017561+0.00051798i,-0.0017289-0.00014882i,-0.0017342-0.00078013i,7.72e-05-0.0015943i,4.2226e-06-0.0019029i,-0.00071845-0.0011335i,-0.0009972-0.0004897i,-0.0012115-0.00037341i,-0.00095649-0.00038491i,-6.1625e-05+0.00014621i,4.408e-06+0.00029508i,-0.0002012-0.00040643i,0.0006484+2.8141e-05i,0.00052957+7.8018e-05i,-6.8583e-05-0.00041936i,-1.2464e-05-0.00034728i,0.00028012+7.7475e-05i,0.00024703+0.00036773i,0.00028839+0.00025605i,0.00072158+0.00012434i,0.0010185+2.2636e-05i
0.00067603-0.004344i,0.00078486-0.0033076i,0.00070169-0.0019992i,0.00058577-0.00063653i,0.001371-0.00092331i,0.0019693-0.0023282i,0.0018505-0.002765i,0.00057254-0.0018623i,-0.00055319-0.00077119i,-0.00076202-0.00039041i,-0.00056799+0.00013029i,-0.00045255+0.00073288i,-0.0004865+0.00012925i,0.00021034-0.00086331i,0.00030361-0.0010121i,-0.00012375-0.0010019i,0.0004042-0.00044317i,-0.00012543+0.00037033i,-0.00099084+0.00027859i,-0.00073629-0.00011503i,-0.00069875+0.00021217i,-0.00055261+0.00032724i,-0.00023458-0.00029233i
0.0045507+0.0023584i,0.0060314+0.0016488i,0.0047871+0.00049706i,0.0030989-0.00070007i,0.0021416-0.00057269i,0.0015269-0.00021061i,0.00078382-0.00074645i,0.00027416-0.0015537i,0.00031745-0.00095634i,0.00043028-0.00038228i,0.00038525-0.00033291i,-0.00039578-0.00063066i,-0.0010626-0.0011834i,-0.0013987-0.00083145i,-0.00072035-0.00056483i,0.00014224-0.0006394i,-5.2517e-05-0.00042039i,-0.00055208-5.0881e-05i,-0.00091791+0.00050947i,-0.00048721+0.00070648i,0.00050532+0.00073171i,0.0007906+0.00093898i,0.00066196+0.00060972i
-0.0013353+0.0044329i,-0.00024037+0.0050673i,0.00047148+0.0055068i,0.0011259+0.0025449i,0.001896-0.0012604i,0.00097461-0.0027504i,-0.0011913-0.0023249i,-0.0017584-0.0012159i,-0.00068719+0.00039341i,0.00033096+0.00070985i,0.00068692-0.00011815i,0.0010605-0.00017777i,0.00014518-3.1667e-05i,-0.00014946-0.0002172i,0.00019449-0.00058836i,0.00017353-0.00020777i,0.00012241+0.00031011i,0.00044078+0.00056555i,0.001043+0.00040584i,0.00087657-8.4443e-05i,0.00041468-0.00022859i,-7.1229e-05-0.00047488i,0.00014756-0.0010998i
-0.0053106+0.0041947i,-0.0043194+0.0058984i,0.00088883+0.0098144i,0.004702+0.0074278i,0.0065639+0.0010779i,0.0052519-0.0040303i,0.0012434-0.0045698i,-0.00085298-0.0024557i,-0.00067305-0.00033387i,0.00088012+0.00044286i,0.0014931-0.00025648i,0.0005071-0.0010173i,-4.0429e-05-0.0023546i,2.0323e-05-0.0047456i,-0.00046817-0.0062204i,-0.00041888-0.003703i,0.00037956-0.00035993i,0.00020891+0.00042233i,-0.00083356+6.819e-05i,-0.00096094+0.00055453i,8.7975e-05+0.0016427i,0.00091195+0.0016353i,0.0014913+0.00036486i
0.0039346-0.0051486i,0.0032811-0.0075779i,0.001197-0.0071393i,-0.00044624-0.003188i,-0.0011052-3.1394e-06i,-0.00088631+0.0016785i,0.00026436+0.00094961i,0.00055743-0.00017081i,-0.00020601+0.00027145i,-0.0013251+0.00067825i,-0.0015242+0.00080623i,-0.0007464+0.00077831i,-1.0953e-05+0.0013865i,0.00073762+0.0020891i,0.00062034+0.0011877i,0.00018864+0.0010483i,0.00025401+0.00041102i,0.00061877-0.00046252i,0.0010409+2.7353e-05i,0.0010415-0.0002778i,0.0010005-0.0011658i,0.00093687-0.00078096i,0.00073672-0.00016656i
0.0061713-0.0015016i,0.0062776-0.0024688i,0.003368-0.0035436i,0.0011544-0.0039579i,-0.00010568-0.0041605i,-0.00090436-0.0036272i,5.1524e-05-0.002461i,0.00040316-0.00065317i,-0.00050913+0.00049282i,-0.0015323+0.00040391i,-0.0011583+0.00031417i,-0.00067824+0.00045899i,-0.00088084+0.00053608i,-0.0012914+0.0014644i,-0.0014057+0.0019856i,-0.00069746+0.0010945i,-0.0002115+5.2426e-06i,0.00032352-0.00031691i,0.00016282+0.00010145i,-8.7921e-05+0.00028901i,-0.00013247+9.0685e-05i,-0.00031058-9.3389e-05i,-0.00062465-0.00026918i
-0.00064156-0.0024987i,-0.00056882-0.0015917i,-0.00031814-0.0010868i,9.4537e-05-0.00091214i,0.00095948-0.00097984i,0.0014505-0.0019598i,0.00074806-0.0035624i,0.00021583-0.0026709i,0.00035809-0.0012922i,0.00026903-0.0015177i,0.00023383-0.0013568i,0.00063366-0.00030565i,0.00082806+0.00035936i,0.00040852+0.00033834i,0.00035828+0.0010656i,-0.00014896+0.0008202i,1.0276e-05+0.00027127i,0.00047932+0.00052929i,0.00025058+0.00078055i,0.00037982-0.00012527i,0.00024692-0.00083779i,-0.00070632-0.00090392i,-0.00097974-0.00059536i
0.0014891+0.00019859i,0.0016074-0.00059683i,0.00085545-0.0018291i,0.00054545-0.0022958i,-0.00017271-0.0025547i,-0.000779-0.0019194i,-0.0003364-0.001379i,-0.00032889-0.0012543i,-0.00087363-0.00039515i,1.7925e-05+0.00044413i,0.00052255+0.00084768i,0.00053481+0.00090768i,0.00067181+0.00096579i,0.00011203+0.00129i,8.6023e-05+0.0013487i,0.00014933+0.00028622i,0.00017699-0.0002937i,0.00053826+0.00053743i,0.00042995+0.0011637i,0.00033307+0.00090507i,0.0004161+0.00014838i,0.00022988+1.8017e-06i,0.00014653+0.00059382i
0.0019791+0.00092631i,0.0021052+8.0901e-05i,0.0021427-0.0016822i,0.0010074-0.0020461i,-7.4187e-05-0.0022135i,-0.00018346-0.0019492i,-0.00040242-0.0010395i,-0.00043141-3.4577e-05i,-0.00035986+0.00024009i,-0.0004992+0.00039735i,-0.0013193+0.00058709i,-0.0014634+0.00050771i,-0.0009821+0.00075674i,-0.0013132+0.00092284i,-0.0010962+0.00070342i,-0.00084845+0.00021336i,-0.00065847-0.00016988i,-0.00039451+0.00018136i,-0.0004811+0.0003953i,1.9924e-05-0.00012931i,0.00050788-0.0001962i,0.0002526-7.5555e-05i,-0.00043334-0.00055495i
-0.0016307-0.0004576i,-0.00094104+0.0010764i,0.00075577+0.0015196i,0.0026252+6.5544e-05i,0.0032758-0.0016653i,0.002612-0.0021951i,0.0013639-0.0019615i,-8.7126e-05-0.0010243i,-0.0010594+0.00023755i,-0.0015527+0.00076095i,-0.00097913+0.00028936i,-0.00017689-0.00016767i,-0.00012514-0.00038343i,-0.00023123-0.00038523i,-0.00051326-7.4306e-05i,-0.0004198+0.00027659i,7.5269e-06+0.00060345i,-0.00011271+0.00074535i,-0.00017188+0.00029925i,-0.00047873-9.5099e-05i,-0.00081323-0.00019479i,-0.00026774-7.3115e-05i,7.2913e-05-0.00056218i
0.0029022-0.0054808i,0.00081387-0.0070979i,-0.0019495-0.006693i,-0.0015845-0.0047191i,-0.00019996-0.0032577i,0.00013626-0.0031198i,0.0010484-0.0024593i,0.0015321-0.00071922i,0.00085403-0.00017327i,1.0521e-06-0.00074139i,-0.00023023-0.00042254i,-0.00019707+0.00039127i,-0.00025911+0.001104i,-0.000609+0.0011865i,-0.00082071+0.0013127i,-0.00061426+0.00072099i,3.193e-05-0.00013947i,0.00022591-0.00037449i,3.6316e-06-0.00031168i,3.0961e-05-0.00037163i,0.00015309-4.1638e-05i,-0.00017534+0.00029905i,-0.00031908-0.00040026i
0.0033961+0.0014129i,0.0040465+0.0015819i,0.0025227+0.00042956i,0.00058091-0.00117i,-0.00022849-0.0017346i,-0.00082444-0.0010715i,-0.00061997-0.00096383i,0.00017535-0.00076307i,-0.00020585+0.00036457i,-0.00094248+0.00087407i,-0.0010941+0.00037301i,-0.00097987+0.00071336i,-0.00093988+0.0012766i,-0.00076706+0.0012171i,-0.00061049+0.00089598i,0.00044384-0.00023748i,0.0012931-0.0011189i,0.00033778-0.00095523i,-0.00046811-0.00056364i,-0.00094972-0.00043863i,-0.00082439-0.00046563i,0.00021743-0.00013351i,0.00088912+0.00045249i
0.00032718-0.0018919i,2.8458e-05-0.0020531i,-0.00077614-0.00081518i,-0.00048002-0.00012069i,0.00051016-0.00057147i,0.0012668-0.00094735i,0.00088633-0.00095082i,0.00013637-0.0010029i,0.00047598-0.00059662i,4.7535e-05-0.00021746i,0.00019695-0.00021983i,0.00051172-0.00012141i,2.7375e-05-0.00040071i,0.00026269-0.00093809i,0.00071995-0.00097185i,0.00096804-0.00039172i,0.0010723+0.00043276i,0.00063337+0.00066561i,-0.00013503+0.00016755i,-0.00013664-0.0004147i,0.0002961-0.00031898i,-0.00019876-0.00018504i,-0.0006051-0.00097678i
0.0025707+0.0019365i,0.0026684+0.0012628i,0.0022777+0.0001304i,0.0014452-0.0011021i,0.00050444-0.0019462i,-6.1192e-05-0.0022262i,3.255e-05-0.0016162i,-1.7617e-05-0.00062951i,-0.00025599-0.00021782i,-0.00019066-0.0005287i,-0.00029455-0.0010367i,-0.00010979-0.0016804i,-7.7425e-05-0.0017892i,-7.7048e-05-0.00067999i,0.00028001+7.2844e-05i,0.00089483-0.0003244i,0.00068214-0.00015303i,5.8514e-06+0.00069186i,-0.0002957+0.0010052i,-0.00033316+0.00028376i,-0.00074162-0.0002354i,-0.00077982-1.581e-05i,-0.0002426+9.1021e-05i
0.0011662-0.00092765i,0.001975-0.002795i,0.0024144-0.0042969i,0.0014405-0.0034459i,0.00067499-0.0027619i,-0.00027027-0.0017941i,0.00019388-0.00097325i,0.0011335-0.00075851i,0.00050835-0.00067311i,1.0375e-05-0.00033556i,-8.781e-05+3.1312e-05i,-0.00041236+0.0004814i,-0.00056164+0.0010013i,-0.00092357+0.0014692i,-0.0013261+0.0014139i,-0.00074902+0.00040776i,-0.00011884+4.6523e-05i,-5.9258e-05+7.5548e-05i,0.00028663-0.00034032i,0.00084238-0.00027722i,0.00079924-0.0001783i,-0.00039306+6.0227e-05i,-0.00047748-0.00012533i
0.0020791-0.0039675i,0.00094422-0.0033363i,-0.00034229-0.0024988i,-0.00076117-0.0018526i,-0.00046685-0.0019748i,-0.00039811-0.0022487i,-0.00057948-0.0017936i,-0.00034373-0.00095814i,0.00041098-0.00087699i,-0.00023099-0.00046204i,-0.0014538+0.00013364i,-0.00070194+0.00062182i,0.00046947+0.00084813i,0.00058387+0.0010104i,0.00043585+0.00074612i,-6.9875e-05+0.00031587i,-0.00073795+0.00035847i,-0.0010807+0.00027919i,-0.00047688-8.2841e-05i,-4.1956e-05-0.00027268i,0.00013033-0.00030223i,0.00014439-0.00076243i,-0.00014133+0.00014381i
0.0012493+0.0013174i,0.0020004+0.00082928i,0.0024227+0.0002599i,0.0023678-0.00044142i,0.0024615-0.0018578i,0.0024529-0.0023698i,0.0014109-0.0019278i,0.00043554-0.00074055i,0.00023836-8.6802e-05i,-0.00021221-0.00074008i,-0.00097867-0.0009358i,-0.00109-5.7277e-05i,-0.00096003+0.00024053i,-0.00077197+9.5884e-05i,0.0003441-0.00013011i,0.00068971-5.125e-05i,0.00039612-0.00043375i,0.00035831-0.00065118i,0.00019642-0.00012471i,-0.0003301+0.00047924i,-0.00098696+0.00036871i,-0.00074528+0.00030668i,3.2462e-05+0.00013662i
0.00039055-0.0019724i,0.00072485-0.0025409i,-0.00021557-0.0018393i,-0.00060436-0.00074512i,0.00051063-0.00096459i,0.00084643-0.0016919i,0.00047631-0.0011499i,0.0001043-0.00044662i,-0.00035404-0.00039325i,-0.00068136-0.00041293i,-0.00091949-0.00072541i,-0.00043482-0.00078876i,0.00036525-0.00086443i,3.2787e-05-0.00076357i,0.00013754-4.2253e-05i,5.0523e-05+0.0004418i,0.00019897+0.00044844i,0.00051062+0.00055281i,6.0794e-06+0.00063719i,3.9934e-05+0.00017262i,-0.00018627+0.0004265i,-0.00044289+0.0010934i,-6.5816e-05+0.00085523i
0.0019314+0.00018422i,0.0025962+0.00067144i,0.002009+0.0012725i,0.002101+0.00066674i,0.0017655-0.0013406i,0.0013157-0.0027444i,0.0010261-0.00256i,0.00060416-0.0013823i,0.00016741-0.00015351i,-0.00025814-0.00049223i,-0.00016715-6.9665e-05i,0.00034124+0.0010228i,0.00056459+0.00077396i,1.7711e-05+0.00060616i,-0.00069102+0.00037599i,-0.00106+0.00018233i,-0.0012988+0.00048792i,-0.0010668+0.0003312i,-0.00039419-0.00041426i,0.00037407-0.0010968i,0.00048939-0.00030867i,0.00045787+0.00081494i,0.00026195+0.00074556i
0.0028001+0.001764i,0.0034314+0.00085009i,0.002722-0.0010511i,0.00024029-0.002095i,-0.001212-0.0017713i,-0.0011876-0.0013651i,-0.0010567-0.00084841i,-0.00014134+0.00026127i,0.0005178+0.0016236i,-0.00045505+0.00061477i,-0.00095047-0.0013834i,2.972e-05-0.0012274i,0.00040461-0.00042572i,0.00016828-0.00024813i,0.00059568+0.00025593i,0.00011732+0.00080125i,-0.00093673+0.00088367i,-0.00071906+0.001019i,-9.5465e-06+0.0010018i,-0.0002812+0.00064217i,-0.00075816+0.00014132i,-0.00049513-0.00059454i,-0.0003421-0.00084556i
-0.00055442+0.00039267i,-0.00062639+0.0004169i,0.00068598+0.00036829i,0.0010776-0.00024816i,0.0014151-0.0014477i,0.0014623-0.002191i,0.0014985-0.0017137i,0.0011705-0.00067535i,0.0011531-0.00030709i,0.00094399-0.0011644i,-9.2014e-05-0.0014604i,-0.00039928-0.0010135i,0.00010059-0.000441i,-0.00013361-0.00010818i,-0.00021225+0.00044081i,-0.00015225+0.00074909i,7.8977e-05+0.00050434i,0.00034169+0.00076673i,-8.3073e-05+0.00098869i,0.000115+0.00061693i,0.00012525+0.00040959i,5.9787e-06+0.00041496i,-0.00020969+0.00010078i
0.0031946-0.0013326i,0.0030548-0.0022769i,0.0024074-0.0024778i,0.0011226-0.0020668i,0.00019749-0.0018363i,0.0002244-0.00223i,-0.00014707-0.0021521i,-0.00021108-0.00080242i,-9.9178e-05-0.00062228i,0.00030652-0.00085826i,4.9018e-05-2.0878e-05i,-0.00098383+0.00017839i,-0.0015007-0.00026945i,-0.00061895-2.7346e-05i,-1.3764e-05+0.00074964i,-6.8533e-05+0.00044252i,-0.00021188-0.00071534i,-0.00011693-0.00096116i,2.5392e-05-0.00053408i,-0.00032987-0.00046238i,-0.00034038-0.00051358i,6.0826e-05-0.00052938i,2.1477e-05-0.00018922i
0.00015083-0.00024442i,0.00068824+0.00014749i,0.00073835+0.00037187i,1.4263e-05-6.1705e-05i,0.00017405-0.00070045i,0.00024655-0.001434i,0.0002467-0.0019844i,3.2166e-05-0.0010261i,-0.00014631-7.8864e-05i,-9.2986e-05-0.00027955i,-0.00044492-0.00030483i,-0.00088784-0.00016299i,-0.00058585+0.00014904i,-0.00010679+0.00014363i,-0.00066628+0.00012494i,-0.0010929+0.00038536i,-0.00066115+3.0533e-05i,0.00010038-0.0004484i,0.0008786-0.00019049i,0.00056897+0.00034057i,-0.00042229+0.0011461i,-0.00035481+0.00060703i,5.6223e-06-0.00022417i
0.0021654-0.0018015i,0.002602-0.0023047i,0.0029427-0.0021182i,0.0016865-0.0015876i,0.00070787-0.0021023i,0.00025307-0.002321i,-0.00029316-0.0013685i,-0.00014845-0.00020837i,-0.00015821+0.00065158i,-0.00017931+0.00043221i,0.000128-2.1429e-05i,0.00024602-2.8739e-05i,0.00030858-0.00040348i,3.9797e-05-0.00041226i,-0.00057855+0.00011831i,-0.00069307+0.00017302i,0.00028831+0.00018938i,0.0011434-0.00010505i,0.00097204-0.0007446i,0.00016046-0.0007145i,-0.00060314-0.00022133i,-0.0003725+0.00032411i,-0.00040915+6.8326e-05i
0.0013125-0.0014672i,-0.00081806-0.0022452i,-0.0014204-0.0012026i,-0.00072575-9.333e-05i,-0.00025188-0.0001301i,-0.00045541-0.0010646i,-0.00056108-0.0017871i,-0.00041763-0.001172i,-0.00015418-0.0010843i,7.9236e-05-0.00096045i,0.00020367+3.683e-05i,0.00020384+0.00050975i,0.00045235+0.00044996i,0.00019905+0.00047374i,-0.00051628-8.9805e-06i,-0.00077334+0.00059139i,-0.00039183+0.0013535i,-0.00012896+0.00047035i,-0.0003594-0.00089576i,-0.0006419-0.00076233i,-0.00027393-0.00058787i,8.8686e-05-0.00048186i,-0.00081292-9.9293e-05i
9.7392e-05-0.00012823i,0.0011088+0.00033339i,0.00087338+4.2444e-05i,0.00016273-0.00030466i,0.00018641-1.8878e-05i,-0.00040433-0.00024843i,-0.00065192-0.0013023i,-0.00075209-0.0015297i,-0.0010432-0.0008159i,-0.001388-0.00011214i,-0.0011803+0.0001456i,-0.00029741-0.00020418i,0.00054563+0.00057847i,4.8116e-05+0.00089922i,0.00049756+0.00053881i,0.001669+0.00020713i,0.00051532+0.00017393i,-0.00067979-0.00020625i,-0.00013307-0.00030544i,0.00027181-5.9512e-05i,0.00012519-0.00022987i,0.00020582+0.00030486i,0.00041643+0.00027232i
0.0012773-0.0031135i,0.00138-0.0022722i,0.00067758-0.0013478i,-0.0001307-0.0014452i,0.00054427-0.0020537i,0.0013363-0.0026319i,0.0012328-0.0024197i,-0.00020187-0.0015503i,-0.00077754-0.0010101i,-0.00051717-0.00049831i,-0.00056722+0.00028365i,-0.00015441+0.0006i,-4.5097e-05+0.00015816i,-0.00026778-0.00011346i,-0.00072759+0.00051157i,-0.00017443+0.00063624i,0.00012675-7.4911e-05i,-2.9954e-05+1.1972e-05i,0.00059495+0.00035118i,0.00039062+0.00047994i,-0.00041731+0.00039504i,-0.00014267+0.0002996i,0.00058785+9.7237e-05i
0.0014906-0.00050519i,0.001963-0.00068554i,0.00070474-0.00066338i,-0.0002035-0.00048874i,0.00056255-0.00031838i,0.0012765-0.0005518i,0.00070349-0.00039292i,0.00048698-2.3494e-06i,0.00034508+0.00013095i,-0.0003566-0.00019048i,-0.00079687+0.00042017i,-0.00023819+0.0011951i,0.00022802+0.0006133i,0.00065712-0.00024232i,0.001271-0.00015264i,0.001269+0.00047024i,0.0005564+0.00066941i,-0.00029517+0.00085297i,-0.00064078+0.00077231i,-0.0001337+0.00026197i,0.00065891-0.00012842i,0.00099011+0.00047319i,7.8646e-07+0.00094057i
0.0021595+0.0011133i,0.0041856-0.00022193i,0.0053627-0.0015757i,0.0035487-0.0017849i,0.0015529-0.0018202i,0.00034118-0.0023584i,8.7365e-05-0.0012914i,-0.00035816-0.00030428i,0.00029148-0.00019856i,0.0003742-0.000505i,-0.00055434-0.00051695i,-0.00057043-0.0010817i,-0.0013784-0.00036335i,-0.0020278+0.00083679i,-0.0020708+0.0001302i,-0.0010819-0.00044676i,-0.0001791-0.00028196i,-0.0002797+0.00025486i,-0.00012959+0.00071515i,-0.00022489+0.00018522i,-0.00054341-0.00018182i,-0.00044973+0.00045894i,0.00048902+0.00029578i
