-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
-0.0031376-0.0019434i,-0.0035942-0.0015965i,-0.0040885-0.00064311i,-0.0042102+0.00055988i,-0.0025855+0.00084196i,-0.00094187+0.00093546i,-0.00027051+0.00027665i,6.3581e-05-0.00072732i,-0.00055213-0.0011477i,-0.00078973-0.00063637i,-0.00079977+0.00020463i,-0.00087907+0.0008395i,-5.6284e-05+0.00099459i,0.00088412+0.00049295i,0.00063193+0.00014383i,0.00029777+0.00068819i,0.00058868+0.00071592i,0.00022154-3.525e-05i,-0.00076778-0.00055901i,-0.0013979-0.00069916i,-0.0012191-0.0010002i,-0.00028131-0.0014568i,-0.00024703-0.00089054i
8.172e-06+0.0025611i,3.8713e-05+0.0022498i,0.0014958+0.00043194i,0.0014959-0.00041671i,0.00085792-0.00016072i,0.00078269-0.00080603i,0.0005731-0.00086366i,0.00030507-0.00020094i,8.4314e-05+5.1651e-05i,7.3092e-05+0.00013757i,-7.2066e-05-4.7559e-05i,-0.00036968-0.00059674i,-0.00074892-0.00095643i,-0.0011767-0.00031461i,-0.0014563+0.00026634i,-0.00097034-3.299e-05i,6.7359e-06-0.00033844i,0.0014021-9.9677e-05i,0.0017283+9.1157e-05i,0.00064212-0.00013881i,0.00051593-6.8085e-05i,0.00051406+2.8845e-05i,0.0002962+4.161e-05i
-0.00016941+0.00014144i,-0.00026318+0.00024569i,0.0004285+0.00070091i,0.00058161+0.00091614i,0.0004777+0.00053189i,0.00011252+0.00041998i,-0.0001223+0.00061234i,-0.00032631-2.7112e-05i,-0.00081429-0.0003377i,0.00027504-4.5129e-05i,0.001231-0.00024363i,0.00082375-0.00078849i,0.00032544-0.00074612i,0.00014046-0.00035484i,-0.00028696+4.6778e-05i,-4.5388e-05+0.00052963i,-7.9133e-05+0.00057815i,-0.00010378+0.00015322i,0.00046695-7.9771e-05i,-0.00017798+0.00031782i,-0.00045327-0.00048205i,7.2025e-05-0.0010916i,0.00027746-0.00057928i
-6.4045e-05-0.00014821i,0.00022486-0.00044942i,0.00040992+0.00028719i,0.00046195+0.0010381i,0.00053969+0.0012153i,-0.00065846+0.00078466i,-0.0012494-0.00012067i,-0.00053784+0.00018514i,-0.00020272+0.00087441i,0.00024756+0.00057037i,-7.8481e-05-0.00096962i,-0.00088066-0.0012555i,-0.0012068-0.00024998i,-0.00072574+0.00020151i,2.0977e-05+0.00069162i,0.00044745+0.00090346i,0.00056185+0.00026731i,0.00084486-0.00058588i,0.00075223-0.0013013i,-4.9575e-05-0.00060757i,7.8084e-05+3.9012e-05i,-5.2776e-05+0.00063899i,7.143e-05+0.00095598i
0.00032734+0.00019526i,6.9794e-05-0.00023805i,-0.0017127-0.00040001i,-0.0026025-0.00064724i,-0.0018703-0.00088203i,-0.00097747-0.00078238i,-0.00056738-0.00071746i,-0.00029752-0.00041169i,-0.00014342+0.00026418i,-0.0001837+0.00051132i,-0.00026737-0.0001289i,-0.00019897-0.00076937i,-0.0004893-0.0004432i,-0.001067+0.00028652i,-0.0012335-0.00028596i,-0.00045297-0.00083804i,0.00073706-0.00074271i,0.00063233-0.00072807i,0.00045419-0.00046631i,0.00030253-0.00037227i,0.00045706-0.00030783i,0.00062456-0.00047985i,-1.0022e-05-0.00047242i
-0.0018581-0.0020319i,-0.0020139-0.0020061i,-0.0020623-0.0013065i,-0.0011619+0.0009364i,-0.00037165+0.0018481i,0.00051226+0.0010095i,0.0005353+0.00071479i,-0.00013493+0.00013229i,0.00044269-5.0954e-05i,0.00073224+0.00018342i,0.00025088+0.00011829i,0.00010396-0.00010411i,-7.6991e-05-0.00037388i,-0.00011886-0.00036749i,3.7793e-05+0.00016407i,9.0313e-05-0.0001384i,0.00089287-0.00045416i,0.0012255-0.00023085i,0.00073854-0.00042268i,0.00068465-2.5779e-05i,0.00060272+0.00070186i,-0.00020704+0.00064837i,-0.00049672+0.00038765i
0.00051293-0.00041497i,1.1729e-05-0.00033673i,-0.0016662-0.00079221i,-0.0017853+0.00020768i,-0.0015046+8.5313e-05i,-0.0016022-2.6674e-05i,-0.00096206-0.00025079i,0.00035851-0.00054178i,0.0011649-0.0005445i,-5.8957e-05+0.00015782i,-0.00098772+0.00021269i,-5.4463e-05-0.000119i,0.00049911+0.00035706i,0.00010114+0.00032246i,-0.00034446-0.0002611i,0.00039938-3.3966e-05i,0.00063442+0.0006611i,0.00022005+0.00032279i,9.3916e-05-0.00041194i,-0.00070381-0.00041807i,-0.001429-7.0367e-05i,-0.0008657-7.9872e-05i,9.5384e-06+0.00012975i
-0.0018979-0.0015779i,-0.00096563-0.0021132i,-0.001409-0.00091763i,-0.0016445+0.00053666i,-0.00024079+0.0011906i,0.00028337+0.00075319i,0.00028818+0.00067327i,0.00031834+0.00069966i,-3.5715e-05+0.00036694i,-0.00061907+0.00065666i,-0.0003894+0.00064112i,-2.7183e-05+0.00052008i,0.00028904+0.0011054i,0.00088788+0.0012603i,0.0016272+1.7525e-05i,0.00095665-0.00074666i,0.0006078-0.00049557i,0.0010926-0.00036916i,0.00059706+0.00013454i,5.9232e-05+0.00072822i,6.0675e-05+0.00088456i,-1.3472e-05+0.0007851i,-0.00013482+0.00010828i
-0.0011665+0.0006585i,-0.00060985+0.00045394i,-0.0009123+0.00047423i,-0.0013139+0.0012032i,-0.00078059+0.0013576i,-0.00031756+0.0017222i,-9.4954e-05+0.0017137i,0.0002258+0.0011755i,-0.00019083+0.0011482i,-0.00072425+0.0012596i,0.00035636+0.0011005i,0.00099625+0.0014426i,-1.3711e-05+0.0013854i,-0.00060934+0.00081609i,-0.00048192+0.00067821i,-0.00063614+0.00070066i,-0.00081697+0.00095319i,-0.00069849+0.0002041i,-0.00022275-0.0003469i,-0.00011945+7.4579e-05i,-0.00034278-1.7564e-05i,-0.00025669+6.856e-05i,-0.00011917+6.4873e-06i
0.0019107+0.00048155i,0.0014035+0.00017147i,0.0020087-0.0010035i,0.0022898-0.0012136i,0.0009992-0.0014061i,-0.00065568-0.0021459i,-0.00033387-0.0018161i,0.00031173-0.0010782i,-0.00019809-0.00099748i,-2.9783e-05-0.0015329i,0.00042303-0.0011273i,-0.00045481+0.00025596i,-0.00080482+0.0005371i,-0.00088542+0.0006279i,-0.00053339+0.00028222i,0.0012203-0.00020725i,0.00092928+0.00019491i,0.00027226-0.00016244i,0.00081199-0.00052073i,0.00057411+0.00015712i,0.0002837+0.00066792i,0.00048818+0.00054049i,0.00027631+0.00076475i
-0.0017456-0.00062701i,-0.0014742-0.00096647i,-0.0010063-0.00058805i,-0.0010142+0.00070036i,-0.000596+0.00098634i,0.00013454+0.0015365i,-4.1643e-05+0.0019189i,-0.00010719+0.0014812i,-0.00020656+0.0012262i,-5.0466e-05+0.0014042i,0.00061503+0.0015152i,0.00054272+0.00098131i,-0.00030299+0.00070989i,-0.00054209+0.00074283i,-0.00032656+0.00021504i,2.3331e-05+3.5314e-05i,8.7949e-05-5.4769e-05i,-0.00071269-0.00068136i,-0.0011366-0.00070185i,-0.00083737+0.00023436i,-0.00073827+0.00068891i,-0.0011088+0.00061715i,-0.00069397+0.00012344i
-0.00041794+0.0022598i,-0.0013492+0.0021962i,-0.00015802+0.0024333i,0.0022447+0.0018386i,0.002197+0.00033228i,3.8353e-06-0.00087329i,-0.0011181-0.00074914i,-0.00062135-0.00036568i,-5.6663e-05-0.00043821i,-0.0002554-0.00063454i,-0.00011496-0.00028717i,0.00034083-0.00028729i,0.00038719-0.0010675i,-4.2688e-05-0.0010032i,-0.00040556-0.00066195i,-0.00010558-0.00039201i,6.8718e-05+1.3021e-05i,0.00019556+0.00046621i,0.00034833+0.00050555i,-0.00016827-0.00018025i,-0.0006969+0.0006138i,-0.00015811+0.0009574i,0.00081893+0.00051197i
-0.0024037+0.00022643i,-0.002748+0.00057957i,-0.0036671+0.0015115i,-0.0031379+0.0015413i,-0.0013317+0.0010757i,0.00025879+0.00037625i,0.0005317+0.00037551i,0.00013115+0.00069961i,-0.00049432+0.00015563i,-0.0007318+0.00071301i,-9.0677e-05+0.0012274i,0.00037949+5.7861e-05i,0.00033637-0.00027676i,0.00065271-0.00033879i,0.001065-0.00096366i,0.00087132-0.00096064i,0.00081128-0.001094i,0.00074302-0.00074935i,0.0005803-0.00018463i,-1.711e-06-1.6169e-05i,-1.7711e-05-0.00037576i,0.00044257+7.0762e-05i,0.00023388+0.00042095i
-0.00078396-0.0005691i,-0.0012033-0.00014838i,-0.0023965+0.0011787i,-0.001933+0.0016271i,0.00013168+0.001415i,0.0011824+0.001131i,0.00083161+0.00013374i,0.00017531-0.0012012i,-0.00036974-0.0010302i,-0.00082323+0.00023987i,-0.00039154+0.0012331i,0.00062722+0.0012525i,2.099e-05+0.00042307i,-0.00034079+0.00013311i,0.00032616+0.00024675i,0.00086676+7.4152e-05i,0.0013029-0.00040811i,0.00079959-0.00033683i,0.00041698-0.00063034i,0.00018793-0.0012629i,-0.00068038-0.0007099i,-0.0001482+0.00017759i,0.00041245+0.00055464i
0.00040113+0.0026503i,6.8966e-05+0.0019574i,0.00039602+0.0013373i,0.0016314+0.000802i,0.0024651+0.00024016i,0.0018163-0.00049133i,0.00084104-0.00091758i,0.00095226-0.0007351i,0.00087094+0.00011687i,0.00040798-0.00015125i,0.00042811-0.00053746i,0.00075003-0.00051259i,0.0006237-0.00055387i,0.00082195-0.00046671i,0.00034662-0.00028827i,-0.00078864-2.4816e-05i,-0.00044076-2.6436e-06i,0.00048355-0.0003627i,0.0016416-0.00082905i,0.0013478-0.00060694i,0.0003495-0.00021225i,-0.00025036+0.0001475i,-0.00021681-9.4517e-05i
0.0016368+0.0005254i,0.0017431+0.0014677i,0.0027405+0.001358i,0.0024509+0.00039952i,0.00079978-0.00033453i,-0.00041876-0.0003256i,-0.00050052-0.00010236i,-0.0002494+0.00032281i,-0.00063689+0.00019157i,-0.0006946-0.000391i,-0.00054398-0.00065875i,-0.00084467-0.00066619i,-0.00090437-0.0011391i,-0.0003523-0.0014155i,3.6534e-05-0.0010876i,5.6934e-05-0.00065551i,5.2094e-05-0.00096205i,-0.00016896-0.0010728i,0.00055181-0.0005092i,0.00098209+0.00035659i,0.00055037+0.0008324i,-0.00025606+0.0005496i,-0.00030579-0.0001954i
-0.00043747-0.0017379i,-0.00066958-0.0019007i,-0.00069994-0.00080618i,-0.00074715-1.7418e-05i,-0.00038835+0.00029334i,0.000319+0.00071391i,0.0010221+0.00078933i,0.0015368+0.0004622i,0.00092937+0.00016721i,-0.00038912+0.00022938i,-0.00085122-0.000184i,8.458e-05-2.0376e-05i,0.00092812+0.00077431i,0.00095447+0.00075334i,0.00038608+0.00051174i,-4.9815e-05+0.00032057i,7.1681e-05-0.00074431i,0.00045607-0.0011994i,0.00056347-0.00054422i,-0.0001175+0.0004605i,-0.00020006+0.00089726i,0.00029946+0.00033073i,0.0002258-0.00024622i
0.00099719+0.0012377i,0.00019142+0.0015444i,0.00069727-6.4486e-05i,0.0013317-0.00069168i,0.00037095-8.5289e-06i,-0.00035258-0.00025517i,-5.8572e-06-0.0011206i,-0.0001804-0.0016134i,-0.00060798-0.0007621i,-0.00087234-0.00039219i,-0.00082701-0.00045489i,-0.0011468+0.00028744i,-0.0016286+0.00072401i,-0.0013576+0.00031136i,-0.00050004+9.8843e-05i,0.00038504+0.00060443i,0.00083363+0.00066691i,7.5327e-05+0.00099323i,-0.00022441+0.00083458i,0.00036788-0.00015624i,0.00058527-0.00085916i,0.00024893-0.00025892i,0.00046398-5.4081e-05i
-0.00041865+0.0031483i,-0.00092003+0.003203i,0.00043458+0.0029148i,0.001409+0.0014223i,0.00060053+0.00056164i,-0.00070681+0.00084199i,-0.00079544+0.00087282i,-0.00032061+0.00021289i,0.00011142-0.00035993i,0.00042738-0.00057926i,0.00010097-0.0004565i,7.6422e-05+0.0003686i,6.2334e-05+0.00093326i,-0.00034399+0.0011826i,-0.00010993+0.00076615i,0.00022471-0.0005476i,0.00040304-0.0010837i,2.9469e-05-0.00037581i,0.00052481+0.00060788i,0.00073161+0.00060323i,0.00028415-0.0001754i,0.00043163+2.0917e-05i,0.00036228+0.00066972i
0.00088779+4.0469e-05i,0.00059277+8.1346e-05i,0.0005019-2.6127e-05i,0.00025136-0.00088872i,0.00014526-0.00073477i,-4.4366e-05+0.00019235i,-0.00034777+0.00031494i,0.00015504+0.00016604i,0.0005855-0.00043142i,-6.0945e-05-0.00069747i,-0.00023974-0.00037698i,8.6733e-05+0.00020181i,0.00018295+0.00093547i,0.00015148+0.00085522i,0.00059279-6.6361e-05i,0.0012067-0.00033139i,0.0006421-2.6635e-05i,0.00040922+0.00026955i,0.00075361+0.00059405i,-0.00020158+0.00080334i,-0.00093743+0.00079872i,-0.00064784+0.00037731i,-1.9398e-05+0.00024047i
0.00068623+0.00042743i,4.9782e-05+0.00035542i,0.0010321+0.0001191i,0.0014616-0.00025495i,0.00087189-0.00048604i,-0.00022899-0.00048735i,-0.00037886-2.6681e-05i,0.00034424+0.0003163i,0.00046235+0.00025484i,0.00023303-0.00055426i,2.8878e-05-0.0011788i,-0.00031911-0.00099018i,-0.00086677-5.6601e-05i,-0.00051201+0.0006919i,0.00026004+0.00075143i,0.00034783+0.0003972i,0.000155-0.00011396i,0.0005961-0.00019877i,0.00021843+0.00044574i,-0.00021032+0.00053022i,-0.00013034+8.2927e-05i,-0.00038798+6.2822e-06i,-0.00010918+0.0001483i
0.002717+0.00022773i,0.0016029-0.00012585i,0.0015417-0.0012563i,0.0009425-0.0018896i,-0.00033916-0.0013702i,-0.0012403+4.9656e-05i,-0.00073028+0.00080885i,0.00019078+0.0007996i,0.00066173+0.00017387i,0.00037059-0.00040906i,-0.00089322-0.00036328i,-0.001015+0.00020643i,-0.00041916+0.00062362i,-0.00071903+0.00080482i,-0.0006686+0.00098276i,-0.00078785+0.00040196i,-0.00041223-0.0003713i,0.00078546-0.00027534i,0.00082911-0.00015669i,0.00043429-0.00053514i,0.00062053-0.0006039i,0.00051506+1.8489e-05i,0.00048268+0.00056456i
-0.0006537-0.0022511i,-0.0008303-0.0013685i,-0.0031041-0.0013276i,-0.0036862-0.00053412i,-0.0027325+0.0010449i,-0.0013059+0.0017917i,-0.00057823+0.0013055i,-0.00055261+0.00056017i,-0.00080324+0.00062133i,-0.0013899+0.00079714i,-0.0014418+0.0011983i,-0.00075449+0.0014932i,-2.4746e-05+0.00084317i,0.00025661+0.00070014i,0.00047631+0.0012247i,0.00071819+0.0002913i,0.00054857-0.00015652i,-6.9298e-05+4.1136e-05i,-0.00076028-0.00035083i,-0.00072499-0.00072417i,-0.00026382-0.00034574i,4.4439e-05-0.00020391i,0.00045814-0.00028613i
-0.000966+0.00012625i,-0.00026781-0.00024504i,0.00038756-0.00012336i,6.9617e-05+9.2594e-05i,-0.00077063+0.00039255i,-0.000363+0.00019191i,0.00025709-0.00048834i,0.00064088-0.00035627i,0.0017609+0.00012123i,0.0013494+0.00013318i,9.6713e-05-0.00012278i,-0.00075959-0.00029249i,-0.00073355-0.00031086i,0.00010756-5.664e-05i,0.00066903+4.8393e-05i,0.0002292+1.0196e-05i,-0.00028444-0.00019216i,0.00015446-0.00012837i,0.00034599-0.00043073i,0.00048967-0.00064575i,0.00040698-0.00032417i,-0.00056686+0.00014116i,-0.00059896-0.00036261i
-8.5183e-06-0.0022798i,-0.00047684-0.0017772i,-0.00028893-0.0013967i,-0.0011474-0.00086618i,-0.0019988-9.5967e-05i,-0.0013325+0.00041268i,-0.00083581+0.00044951i,-0.00044224-6.8788e-05i,-0.00023718-0.00062621i,-5.6927e-05-0.0011043i,0.00017503-0.00092877i,0.00031331-0.00027119i,0.0011267-0.00059645i,0.0014669-7.7592e-05i,0.00083299+0.00058344i,0.0010725+0.00028045i,0.00092477+0.0001665i,6.5875e-05+7.9333e-05i,1.4544e-05-0.00013786i,-3.7112e-05-0.00054327i,0.00014854-0.00085313i,-6.6033e-05-0.00053541i,-0.00077504+0.00031643i
-0.00089057+0.0010131i,-0.00046075+0.00041619i,-0.00042334+5.8542e-05i,-0.00063055+0.0010944i,-4.0249e-05+0.0012512i,-0.000258+0.0008579i,-0.00062683+0.00090866i,-0.00088947+0.00039087i,-0.0010883+0.00027883i,-0.00079052+0.00078066i,-0.00024037+0.00095008i,7.238e-06+0.00074812i,7.5881e-05+0.00022247i,-0.00060358+0.00022422i,-0.00050981+0.00011988i,-0.00037222-3.5188e-05i,-4.7115e-05+0.00013906i,0.00035442+4.5948e-05i,-3.5326e-05+2.8385e-05i,-0.00071871+0.00054425i,-0.00069458+0.00042607i,-0.00033698+0.00039704i,0.00030377+6.2939e-05i
0.002373-0.0013927i,0.0026466-0.0017031i,0.001509-0.0024837i,-0.00040698-0.0019962i,-0.00078819-0.0013487i,-0.00093994-0.0015433i,-0.00016203-0.0014015i,0.00048381-0.0007455i,0.00061799-0.00055456i,-2.8328e-05-0.00072027i,-0.0006257-6.4167e-05i,-0.00029181+0.00066877i,-0.00016611+0.0010829i,-3.7762e-05+0.0012823i,-0.00019199+0.0011787i,-8.8454e-06+0.00038284i,0.00082152-0.00017429i,0.0005974-0.0002055i,4.3008e-05-0.00051676i,-1.2198e-05+1.3579e-05i,0.00042212+0.00039158i,0.0012909+0.00036546i,0.0018461+0.00051607i
6.1187e-05-0.0017246i,-0.00064991-0.0016822i,-0.0017949-0.00067546i,-0.0018683-0.00057908i,-0.0012826-0.00060377i,-0.001225+0.00024845i,-0.0016375+0.0007412i,-0.00059936+0.00055334i,-0.00011762-2.269e-05i,-0.00084733+3.7744e-05i,-0.00083246+0.00037812i,-0.00050797+0.00026626i,0.00029793-0.00028387i,0.00060184-0.00045071i,0.00016244-0.00059659i,0.00048117-0.00058402i,0.00090312-0.00056023i,0.00078436-0.0006138i,1.9834e-06-0.00021623i,-0.00098098+0.00020085i,-0.00099951+0.00010558i,-0.00081317+0.00039021i,-0.00097596+0.00040339i
-0.00010721-0.00012474i,-0.00026004-2.9895e-05i,-0.00092149+0.00018233i,-0.00066473+0.00083263i,-0.00064116+0.00088704i,-0.00030721+0.001282i,-0.00015094+0.0017065i,0.00040879+0.0010969i,0.00035703+0.00057465i,-0.00077088+0.00046144i,-0.00062096+0.00020527i,0.00018243+2.263e-05i,-0.00027008+0.00037509i,-0.00022922+0.00030964i,0.00024005-6.2439e-05i,0.00010588+0.0001064i,6.5588e-05+0.00027921i,5.8417e-05+0.00019246i,-0.00022774-3.8486e-06i,-0.00019489+0.0001646i,0.00034149+0.0004863i,-5.4419e-05+0.00062458i,-0.0003855+0.00078219i
-0.0020497+0.0031244i,-0.002369+0.0035487i,-0.0028727+0.0040747i,-0.00029857+0.0037166i,0.0017637+0.0021586i,0.0010946+0.00078689i,0.00010955-0.00016169i,3.708e-06-0.00034696i,8.9457e-05+0.00017583i,-0.00021628+0.00051526i,-0.0002334-0.00015404i,0.00062503-0.00025311i,0.00068833-0.00023074i,-0.00023099-0.00066696i,-0.00080888-0.00093093i,-0.0004108-0.00098155i,0.00070017-0.00052928i,0.00070734-0.00026799i,0.00054106-0.00066974i,0.00072666-0.00041383i,0.00047094-4.3148e-05i,0.00018252-0.00016537i,-0.00061011-0.00017659i
-0.0010332+0.0010937i,-0.0010421+0.00062353i,-0.0011631+0.0014907i,-0.00068409+0.001611i,-0.00046034+0.0013814i,-0.00089554+0.00060506i,-0.00085718-0.0003955i,-0.00055134-0.00049229i,-0.00039026+0.00047262i,-0.00047117+0.00046981i,-0.00033641-0.0001688i,2.4897e-05-0.00031497i,0.00043692-0.00042161i,0.0004606-0.00033382i,0.0002864-0.00023983i,0.00048589+0.00043894i,7.5625e-05+0.00062008i,-0.00048063+0.00011766i,-0.000685+0.00031463i,-0.00074734+0.00055064i,-8.5807e-05+0.00053859i,0.0011778+0.00060228i,0.0014487+0.00057063i
-0.0017259-0.0013261i,-0.0024521-0.001565i,-0.0027798-0.0017056i,-0.0026504-0.00040442i,-0.0017301+0.00015894i,-0.00024777+0.00014179i,0.0002808+0.00012141i,-0.00010509-0.00038782i,-0.00083179-0.00081612i,-0.0013385+8.8972e-05i,-0.00080917+0.0015536i,-0.00052538+0.001693i,-0.0003626+0.0010838i,-7.8042e-05+0.00040963i,1.6555e-05-0.00038524i,-4.5165e-05-0.00036033i,4.754e-05-4.722e-05i,0.00044986-0.00013667i,0.0010276-0.00057852i,0.00079879-0.00035608i,-8.6954e-05-0.00051496i,-0.00013099-0.00033867i,-0.0001476+0.00063585i
-0.001365+0.0017995i,-0.00104+0.0020082i,-0.0007378+0.0029244i,0.00016193+0.0029021i,0.00012183+0.0014518i,0.00041193+0.00020143i,0.0011473+0.00046287i,0.0011271+0.0012501i,0.00020971+0.00084718i,0.00021163+0.00069129i,0.00062273+0.00085731i,0.00078207+0.00034574i,0.0010665-0.0003297i,0.00096449-0.00048863i,0.00069265-0.00033491i,0.00072333-0.00056954i,0.00021132-0.00069446i,0.00024646-0.00033555i,-0.00016799-8.3736e-05i,-0.00040842+7.4699e-05i,0.00062354+0.00045526i,0.0006216-8.3925e-05i,7.1237e-05-0.00042984i
0.0022994+0.0026597i,0.0021396+0.0024739i,0.0019628+0.0020575i,0.0014978+0.0014984i,0.00078764+0.00022252i,-4.9495e-05+0.0007062i,-0.00061844+0.0011789i,-0.00026335-0.00016274i,0.00071392-0.00022424i,0.00040868+0.0002345i,9.0611e-06-0.00024864i,-0.00043856-0.00062829i,-0.00096933-0.00039489i,-0.00064451-0.00036547i,-0.00089894-0.000443i,-0.0011688-0.00012675i,-0.00022427+0.00048493i,0.00056838+0.00099654i,0.00068582+0.00059898i,-6.2241e-05-0.00037116i,-0.00077405-0.0006849i,-0.00017789+0.00020343i,0.00091525+0.00014044i
-0.00023677+0.0012319i,0.0004637+0.00068477i,0.0011471-0.00013567i,0.00033734-0.00027332i,-0.00036541+3.4227e-05i,0.00021251-0.00016837i,0.00072947-0.00016445i,0.00099157+0.00010619i,0.0014863+0.00021381i,0.0010978+0.000525i,0.00055115+0.00034796i,0.0001332+0.00033231i,-0.00040532+0.00031358i,-0.00093393+0.00024759i,-0.0010932+6.8939e-05i,-1.3675e-05-0.00041118i,0.00057198-0.00059967i,0.0002054-0.00022259i,7.1121e-05-0.00033988i,0.00041698-0.00075104i,0.00055968-0.00032145i,-2.2377e-05+0.00057441i,-0.00019075+0.00034832i
0.0012176-0.00019136i,0.001194-9.9995e-05i,0.0023437-0.0008654i,0.0017669-0.00113i,0.00054278-0.0010453i,-0.00038451-0.0011493i,-0.00029232-0.00070349i,4.5374e-05-0.00051213i,3.756e-07-0.00084209i,0.00057381-0.00078557i,0.0001336-0.00080115i,-0.00075335-0.00021883i,-0.00066573+0.00016616i,8.0911e-05-3.8376e-05i,0.00051487+0.0004274i,6.2096e-05+0.00097384i,7.9568e-05+0.0011941i,-0.00019728+0.0010399i,-0.0004818+0.00079727i,-0.00096811+0.00064146i,-0.0010738+0.00085413i,-0.00039009+0.001041i,0.00025271+0.00099086i
0.0016793+0.00031103i,0.0012798+0.00098714i,0.0018242+5.5148e-05i,0.0015938-0.00071781i,0.00077395-0.001097i,-0.00061597-0.00019101i,-0.0011347+0.00021465i,-0.00032408+0.00034949i,0.00021197+0.00048145i,0.00022413+0.00040685i,0.00010921-0.00026731i,-0.00087122-0.0008802i,-0.0011928-0.00030495i,-0.00019992+8.2315e-05i,5.7953e-05-0.00022029i,3.8654e-05-0.00023905i,0.00066276+0.00044317i,0.00081681+0.00010264i,0.00073033-0.00092308i,0.0012339-0.00030474i,0.00077963+0.0005951i,-2.4555e-05+1.0756e-05i,-1.5122e-05+0.00021719i
-0.00086251+7.9078e-05i,0.0003061+0.00071676i,0.00062237+0.0016444i,-0.00028063+0.0012891i,-0.00033264+0.00032572i,0.00041917-0.00044695i,0.00017144-0.00019312i,-0.00015816+0.000753i,-0.00021744+0.00082096i,-0.0005905-0.00023504i,-0.00043214-0.00021658i,0.00027097+0.00053372i,0.00037588+0.0003375i,0.00012964-0.00017764i,0.00017988-0.00028411i,0.000246-0.00055085i,0.00038869-0.00026907i,0.00030163+0.00025022i,-0.00030296+0.00046885i,-0.0005422+0.00034401i,-1.7703e-05-0.00011886i,-0.00021744-5.1022e-06i,-0.0003013+0.00023068i
0.00031237+8.6228e-05i,-0.00014251-0.0013287i,-0.00052155-0.002244i,-0.00057407-0.0019877i,-0.00015315-0.00014037i,-0.00030794+0.0013703i,-0.00014483+0.00096059i,-0.00031563-0.00030267i,-4.8623e-05-0.00098078i,7.6371e-05+2.9919e-05i,-0.0001167+0.00036607i,0.00027217-0.00052172i,0.00046063-0.00042889i,0.00042086-0.00019496i,0.00030357-0.00040337i,0.00047736-0.00015222i,0.0007424-9.8499e-05i,0.0004775-3.3791e-05i,-9.2811e-05+0.00020736i,-5.2884e-05-0.00033234i,0.00019108-0.00067262i,-0.00010622-0.00052146i,8.6877e-05-0.00034207i
0.00028666-0.0018142i,0.00023718-0.0018495i,-0.00094401-0.0022001i,-0.00082526-0.0007654i,-0.00091972+0.00020531i,-0.00065289+0.00047757i,-0.00061036+0.00073042i,-0.0010709+0.00095625i,-0.00063313+0.00046591i,-0.00032006-6.9673e-05i,-0.00015586+0.00018621i,5.6866e-05+0.0013031i,-9.879e-05+0.0014028i,3.3151e-05+0.00023917i,0.00058838+0.00037875i,0.00094992+0.00054963i,0.0010729+0.00050435i,0.00096605+0.0007082i,0.00048231+0.00038181i,-0.00055058+0.00064407i,-0.0013052+0.00064128i,-0.0010002-0.00014458i,-0.00092459+0.00027691i
-0.0012574+0.00021502i,-0.0010873+0.00022882i,-0.0014589+0.0013945i,-0.00052276+0.0017565i,0.00011901+0.0020897i,-0.00050934+0.0015685i,-8.3008e-05+0.00077959i,-0.00035278+0.00076575i,-0.001036+0.00070225i,4.066e-05+0.001018i,0.0010718+0.0014233i,0.00034379+0.00058448i,-0.0003389-0.00024536i,-0.00074178+0.00039661i,-0.00076124+0.0011975i,-0.00049307+0.0015553i,-4.1256e-05+0.0011914i,0.00076164-0.00021706i,0.00074152-0.00045866i,5.9588e-05+0.00036597i,0.00015718+0.00013967i,0.00066525-4.4305e-06i,0.00053794+0.0006949i
0.00059877+0.0011251i,0.00058833+0.00099942i,0.00012469+0.00092106i,0.00013823+0.00053534i,0.00074605-0.00040211i,0.00024086-0.00091615i,-0.00022825+0.00030364i,7.1907e-05+0.0012943i,0.00041998+0.00012736i,0.00019682-3.4061e-05i,0.00011288+0.00012064i,-0.00013837-0.00055675i,-0.00085527-0.0002239i,-0.00035014+0.00018491i,0.0001428+0.00035589i,2.8298e-05+0.0010629i,-8.8125e-05+0.0011245i,-0.00056213+0.00038143i,-0.00039491-0.00021721i,0.00043984+0.00023151i,0.00048427+0.00033588i,-0.00010248+9.9027e-05i,-0.00018323+1.3278e-05i
