-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
-0.00010457+0.0010638i,-0.0010412+0.00071304i,-0.00029059+0.0010096i,-0.00026625+0.0015156i,0.00034621+0.00088773i,0.0010098-0.00032956i,7.0143e-07-0.0014376i,-0.00087238-0.001547i,-0.0015767-0.0012823i,-0.0013415-0.0013329i,-0.0001692-0.0011398i,-5.9189e-05-0.00011034i,-0.00035802+0.00062311i,6.838e-05+0.00055858i,0.00047456-3.1021e-05i,0.00068083-0.00058223i,0.00023983-0.00054974i,-0.00056426+0.00015329i,-0.0008156+0.00015955i,-0.0010195-0.00021369i,-0.00070697+0.00085409i,0.00043229+0.0015738i,0.0010777+0.00099832i
0.0021364-0.00023804i,0.0014795+0.00057174i,-0.00084834+0.00035966i,-0.0022401+0.00061805i,-0.0010324+0.0011454i,-0.00010474+0.00082261i,-0.00058923-0.00064525i,-0.0012092-0.0016456i,-0.00096985-0.0012237i,-0.00093995-0.00044459i,-0.00082126-0.00018436i,0.00019701+0.00045746i,0.00037672+0.0013358i,-0.00021954+0.0019997i,-0.00015046+0.0019893i,0.00046973+0.00083758i,0.00056268-0.00035815i,-0.00027011-0.00097101i,-0.00040408-0.00027846i,-9.8528e-05+0.00034093i,0.0004896-0.00012711i,0.00066777-0.00014945i,0.00032575+0.00047725i
-9.5069e-05+0.00071174i,0.00014228-0.00076973i,0.0012659-0.0018797i,0.0022298-0.00072143i,0.0015056+0.0010881i,0.00077358+0.00085248i,0.00064036-0.001161i,-0.00010592-0.0013796i,-0.0010428-0.00052808i,-0.0014271+0.00018596i,-0.0004007+0.00047667i,0.00078331+6.1683e-05i,0.00069102-7.5587e-05i,0.00052359+0.00030165i,0.00064328+0.00040364i,0.00055298+0.00032703i,0.00054341+0.00028536i,0.00082717+0.00037064i,0.0005335+0.00037187i,-3.0561e-05-8.1719e-05i,-0.00031685+0.00013704i,-6.1386e-05-2.6287e-05i,0.00031405-0.00081086i
-0.00016411+0.0012746i,-0.0014294+0.00083162i,-0.0021024+0.0012976i,-0.0017509+0.0011527i,-0.0004555+0.00018228i,7.4854e-07-6.4616e-05i,-0.00078816+1.0978e-05i,-0.0014599-0.00078039i,-0.0016667-0.00023049i,-0.0015226+0.00053867i,-0.0010255-0.00045948i,-0.0004499-0.00095015i,-0.0003438-0.00029949i,0.00019722+0.00044716i,0.00094266+0.00065042i,0.0012112+0.00055237i,0.00082295+0.00033523i,0.00037803+0.00018742i,0.0002629+3.6014e-05i,-0.00042855-0.00023596i,-0.00027109+0.000139i,0.00070034+0.00052225i,0.00045578+0.0010578i
-5.5487e-05+0.0010052i,-0.00016328+0.001154i,0.00038457+0.000867i,0.0015505+0.00053287i,0.001865+0.00073165i,0.0011097+6.8916e-05i,-7.7391e-05-0.00051997i,-0.001081-0.0007819i,-0.0014312-0.00084046i,-0.0010621-0.00014766i,0.00050035+3.2522e-06i,0.00058085+6.099e-05i,-0.0003499+0.00073266i,-9.0454e-05+0.00092228i,0.00057855+0.00048534i,0.00082891-0.00043798i,0.00020964-0.00076645i,6.2238e-05-4.4659e-05i,0.00035799+0.00073482i,-0.00026961+0.0006348i,-0.00054035-0.00025388i,-0.0001793-0.00012761i,0.000305+0.00021841i
-0.0010949-0.0017467i,-0.0010759-0.0013173i,-0.0013601-0.00058215i,-0.0017451+0.00082297i,-0.001485+0.0011883i,-5.2948e-05+0.00012471i,4.4616e-05-0.0015683i,-0.001083-0.0023785i,-0.0016006-0.0018612i,-0.0013643-0.0004286i,-0.00074442+2.9874e-05i,-0.00020392-0.0003603i,7.4458e-05+8.8059e-06i,0.00012985+0.00069132i,-0.00015491+0.0009378i,0.00045081+0.00021122i,0.0010033+0.00018894i,0.0014935+0.00051157i,0.0010514+0.00040157i,0.00047956+9.8746e-05i,0.00037469+9.5359e-05i,0.00034168+6.5163e-06i,0.00072338-0.00058218i
0.00053928-4.7854e-05i,0.00091044-0.0007211i,0.001525-0.0010081i,0.00174+0.0002086i,0.0023106+0.00097464i,0.0019651+0.00018014i,0.00049083-0.0011436i,-0.00079583-0.0014903i,-0.0012032-0.00045942i,-0.00129+0.00022005i,-0.00093425+0.00013556i,-0.00084059+0.00040767i,-0.0010612+0.00023181i,-0.00083765+0.00031212i,-0.00035665+0.00035523i,-7.9647e-05+0.00026922i,0.0006169+0.00030797i,0.00081879+0.0002234i,0.00026232+6.9409e-05i,0.0001628-0.00010337i,0.0009177+0.00024497i,0.0012137+0.00060536i,0.0010366+0.00065497i
-0.00090147+0.0004967i,-0.00018045+0.00078674i,-8.5151e-05+0.0011178i,0.000406+0.0015164i,0.0023661+0.00063754i,0.0031138-0.00032369i,0.0017846-0.00065672i,-0.00089525-0.0012579i,-0.0024083-0.00041407i,-0.0023588+0.00047408i,-0.001876+0.00045766i,-0.00095786+0.00093418i,-0.00028306+0.0011662i,3.159e-05+0.001093i,0.00024574+0.00018948i,0.00062525-0.00014168i,0.00034955+0.00058623i,-0.00035755+9.3872e-05i,-0.00076287+0.00010326i,-0.00025283+0.00080205i,-1.9328e-05+0.00049029i,0.00013467+7.816e-05i,0.00033762+0.0001398i
-0.00088207-0.0002462i,-6.4691e-05-0.00077478i,-0.00096616-0.00057355i,-0.0016906-1.9986e-05i,-5.1148e-06+0.00089981i,0.0017855+0.00073852i,0.00087047-0.00069262i,-0.00082042-0.0013494i,-0.0018031-0.0013139i,-0.0021741-2.1763e-05i,-0.0013254+0.00088209i,-0.000356+0.00026243i,0.0002669+0.00058359i,0.00044942+0.00040769i,0.00044443-0.00082432i,0.00062828-0.00071392i,0.00052477-0.00068032i,0.00062282-0.00066966i,0.0013981+2.2142e-05i,0.0011107+0.00079333i,0.00018975+0.00096263i,-0.00050345+0.000608i,-0.00092999+0.00079381i
0.00080272+0.00041097i,-0.00016216+0.00025997i,-0.0014205+0.00024728i,-0.0024744+0.0014346i,-0.0019817+0.0021941i,-0.0012733+0.0011758i,-0.001127-0.00089285i,-0.0016816-0.0015694i,-0.0022013-0.00077316i,-0.001922+0.00019017i,-0.00077684+0.00089124i,-5.7473e-05+0.0010179i,0.00024933+0.00030995i,0.00035616-8.0143e-05i,0.00014404-1.4138e-05i,0.00042308-0.00030549i,-0.00014052-0.00026955i,-0.00046815+0.00025812i,0.00037423+0.00036014i,0.00044816+5.9751e-05i,-0.00011714+0.00033378i,-5.4765e-05+0.00062427i,-0.00027365-0.00012383i
4.8855e-05-0.00022057i,0.00014876+0.00052074i,0.00093295+0.0010779i,0.0018064+0.0016102i,0.0021064+0.0019644i,0.0016616+0.00098268i,0.0011822-0.00040555i,1.0412e-05-0.00084628i,-0.0017377-0.00073108i,-0.0016909-0.00024908i,-0.00069965+8.0019e-06i,-0.00051899+0.00036085i,-0.00019899+0.0011578i,0.00014878+0.0008056i,0.00015696+0.00061337i,0.00045972+0.0006358i,0.00064488-0.00014924i,0.00053812-0.00075295i,0.00036525-0.00043728i,-2.9696e-05-1.4991e-05i,-0.00053129-0.00049746i,3.0671e-05-0.00022213i,0.00031549+0.00041923i
0.00035908+0.00067247i,-0.00061015-0.00031787i,-0.00028099-0.00084677i,-0.00023759-0.00036527i,0.00056448-0.00040291i,0.0014296-0.0011957i,0.0013322-0.0017967i,0.00022082-0.0011614i,-0.0013568-0.00046653i,-0.001281+0.00018641i,-0.00084644+0.00067064i,-0.0011404+0.00045053i,-0.00078948+0.00043013i,-0.00064292+0.0010756i,-0.0010125+0.00078274i,-0.00097346+1.9439e-05i,-0.000162-0.00040526i,0.00027303-0.00059347i,0.00073026-0.00062739i,0.00026705-0.00021376i,-0.00022473+0.00046171i,-0.00039986-0.0002009i,-0.00012009-0.00052657i
0.00064072-0.00018004i,-0.00011307+0.00050453i,-0.00061923+0.00057016i,-0.00076486+0.0012022i,-0.00010144+0.0017736i,0.0013734+0.0011613i,0.0013949-0.00035466i,0.00015005-0.0014338i,-0.00085473-0.0008338i,-0.0010289+0.00023549i,-0.00099309+5.9547e-05i,-0.00066966-0.00031489i,-0.00037814+7.0504e-06i,0.00042715-0.0007463i,0.0014464-0.0013998i,0.00070691-0.0007804i,-0.00036675-0.00010839i,-0.00048625+0.00081216i,-0.00011823+0.0016538i,0.00045979+0.0011187i,0.00071933+0.00096994i,0.00058755+0.001623i,0.00070024+0.0013697i
-0.0010057+0.0017i,-0.00042601+0.0011013i,-6.7104e-05+0.0010282i,-0.0004062+0.0012582i,0.00026287+0.0017379i,0.0011949+0.0011655i,1.6143e-05-0.00024353i,-0.0017015-0.00065192i,-0.0024439-0.00065292i,-0.0019291-0.00048022i,-0.00087973+0.00014531i,9.1232e-05+0.00041723i,0.00051634+0.00025751i,0.00013779+0.00061265i,-7.7311e-05+0.00077786i,-0.00050342+0.00018316i,-0.00042987-0.00030309i,0.00071356+0.00010349i,0.0008493+0.0012566i,0.00021693+0.0011452i,7.5906e-05-0.00031524i,-8.9154e-07-0.00095227i,0.0003181-0.00081492i
-0.00016833+0.00039195i,-0.00025388-0.00034747i,-0.00035959-0.000932i,-0.00019847-0.00025457i,0.00096137+0.00026916i,0.001225-0.00062927i,0.00025858-0.0015056i,-0.00070637-0.0014121i,-0.0014713-0.0017965i,-0.002007-0.0017389i,-0.0014591-0.00048427i,-0.00014432-0.0003354i,0.00049191-0.00062891i,0.000513-0.000364i,0.001483+4.0204e-05i,0.0012803+0.00023563i,-0.0003616+4.3998e-05i,-0.00090318-0.00061001i,-0.00059345-0.00045216i,-0.00041561+0.00076737i,0.0001007+0.00098625i,0.00079073+0.00032567i,0.0011765+0.00014369i
0.00095677-0.00022777i,0.00060305-0.00063825i,-0.00020314-0.00088966i,0.00015957-0.00046705i,0.0014339+2.8917e-05i,0.001881-0.0007354i,0.0011299-0.0014461i,-0.00019177-0.001142i,-0.00078231-0.00063358i,-0.00031286-8.3416e-05i,0.00010644+0.00039832i,-0.00037077+0.00066678i,-0.00041729+0.00070823i,-0.00078788+0.0005609i,-0.00067278+0.0002933i,-0.00013215-0.00024037i,-0.00055463-0.00062387i,-0.00047079-0.00046546i,1.4119e-05-0.00012579i,-0.00019681-2.4418e-05i,-0.00063979+0.00027436i,-0.0002384+0.00018681i,0.00056494+0.00062744i
-0.00077669+0.00011141i,-0.00075896+0.00058744i,-0.0019109+0.0018079i,-0.0014091+0.0032498i,0.00030128+0.0033727i,0.0015179+0.001303i,0.00094679-0.0013708i,-0.0010695-0.0027107i,-0.0020079-0.0020476i,-0.0012097-0.0001853i,-0.00028026+0.0013211i,0.00066382+0.0023413i,0.00056391+0.0021428i,-3.2244e-05+0.00045482i,0.0003032-0.00071159i,-0.00047646-0.00048731i,-0.0010915-8.487e-05i,-0.00065338+0.00010092i,-0.00062862+3.4026e-05i,-0.00092019-6.4728e-05i,-0.00055042-9.8346e-05i,0.00041118+0.00046467i,0.00045267+0.00093674i
-0.00037246+0.0008806i,-0.0011608+0.0009946i,-0.00083984+0.00097961i,-0.00022488+0.00095597i,0.00043333+0.0011019i,0.00074832+0.00049183i,-5.3434e-05-0.00091044i,-0.00090182-0.0016406i,-0.00092498-0.0011906i,-0.00072839-0.00011807i,-0.00093741+0.0003726i,-0.0004317+6e-05i,-4.4245e-05+0.00019356i,-0.00082911+0.00064241i,-0.00024941+0.00090841i,0.00048781+0.0010407i,0.00067284+0.00085687i,0.0010057+0.00071059i,0.00068406+0.00026549i,0.00019102+0.00037425i,0.0001433+0.00037268i,0.00049402-0.0001068i,0.00030985+0.000379i
0.0013344-0.00074745i,0.0017339-0.00079477i,0.00076952-0.00087271i,-0.00051262+1.0107e-05i,-0.00022858+0.0010229i,0.0008994+0.00017798i,0.00026432-0.001644i,-0.0014383-0.0020257i,-0.0017806-0.0016449i,-0.0010772-0.001122i,-0.0007521-0.00051222i,-0.00040579-0.00033982i,-0.00019289+0.00044187i,0.00027338+0.00073363i,0.0011729+0.00070853i,0.00099102+6.2869e-05i,1.5216e-05-0.00059074i,-0.00030759-0.0001089i,-0.00071812+0.00034739i,-0.00088687+0.00020088i,-0.00084923+0.00077053i,-0.00065066+0.00094723i,4.9961e-05-0.00037145i
0.00044573+0.0013999i,0.00065203+0.0021364i,0.00079078+0.0015057i,0.00068198+0.0011633i,0.0012415+0.0011486i,0.0011614+0.00052521i,0.00063372-0.0002989i,-0.00064232-0.00049229i,-0.0018742-0.00084957i,-0.001613-0.00075509i,-0.0010387+0.00039887i,-0.00039475+0.00055843i,-1.7408e-05+0.00027906i,-0.00036964+0.00065484i,-0.0005622+0.00065387i,1.8401e-05+4.2333e-05i,-0.00024564-0.00022181i,-0.00087791-0.0002259i,-0.00083795+0.00026544i,-0.00052104+0.00071692i,0.00011219+0.00029572i,0.0007251+0.00037435i,0.00085443+0.0008049i
-0.0010519-0.0018408i,-0.0013606-0.0033281i,-0.0022908-0.0024336i,-0.0026791+0.000253i,-0.00089494+0.0018069i,0.00079296+0.00079543i,0.00060963-0.00053621i,-0.00078752-0.0017929i,-0.0014581-0.0015014i,-0.0015968-0.00076105i,-0.0010894-0.00024598i,-0.00090507+0.00046003i,-0.00039488+0.00030188i,0.0010689+0.00041644i,0.0021697+0.00061883i,0.0018929-5.4879e-05i,0.00065747+0.00025468i,-3.5104e-05+0.00057887i,-0.00013941+0.0004555i,-0.00037602+0.00095109i,-0.00037165+0.00098i,8.4835e-05+0.00074981i,0.00064072+0.0001297i
0.00065572-0.00076108i,0.0016589-0.0016883i,0.0021642-0.00060498i,0.0027798+0.00054382i,0.002782+0.00050873i,0.0017547-0.00095394i,0.00023187-0.002513i,-0.0016-0.0018089i,-0.0022141-0.00038421i,-0.0013955-0.00018735i,2.0185e-05+0.00035471i,0.00069154+0.0012575i,0.0006811+0.0010387i,0.00067408+0.00077603i,0.00018448+0.00083107i,-0.00044165+0.0010866i,0.00012065+0.0014188i,0.00065402+0.001651i,8.896e-05+0.00097836i,-0.0001486+0.00012413i,0.00039225+0.00026666i,0.00083944+0.00018906i,0.00063022-0.00043727i
-0.00070598+0.0011116i,-0.002329+0.0017021i,-0.002972+0.0029853i,-0.0023409+0.0028841i,-0.00042618+0.0025632i,0.00083607+0.0010111i,-0.00025544-0.0014565i,-0.0017491-0.0019847i,-0.0016772-0.0010181i,-0.00080624+0.00058397i,0.00020775+0.00069542i,0.00065211+3.0081e-05i,0.00013381+0.00023689i,-0.00031887+0.00068942i,-8.4549e-05+0.0015815i,0.00056478+0.0014464i,0.00081339+0.00058362i,0.00051124+0.00017701i,-0.00020203+0.00063026i,-9.8044e-06+0.00073829i,-0.00022329+0.00068575i,-0.0012402+0.00082364i,-0.00084093+0.00019097i
-0.0010878-0.00095175i,-0.0013437-0.00042116i,-0.0010771+0.00064152i,-9.6935e-05+0.0020792i,0.0012623+0.0027816i,0.0024322+0.0019495i,0.0020037-0.0004496i,0.00052504-0.0016827i,-0.0016417-0.0010716i,-0.0018556+0.0002595i,-0.0010416+0.00062046i,-0.0012894+0.00063321i,-0.0011459+0.00049913i,-0.0004505+0.00043461i,4.7048e-05-0.00057203i,0.0014395-0.00049608i,0.0011219-7.9725e-05i,-0.00045141-0.00068227i,-0.0004972-8.7222e-05i,0.00041615+0.00016205i,0.00080903-0.00019148i,0.00024867+8.5862e-05i,-0.00045339+0.00033341i
0.0015719+0.00014686i,0.0017759-0.0005618i,0.00066799-0.0020419i,-0.00025241-0.0019249i,0.00056663-0.0011052i,0.0010908-0.00053455i,0.00036988-0.00078036i,-0.00078303-0.00089473i,-0.0024585-0.00053891i,-0.0024972+8.5291e-05i,-0.0014192+0.00034155i,-5.4705e-05+0.00034605i,0.000513+0.00063334i,-1.2244e-06+0.0011034i,-0.00018917+0.00071958i,0.00014811-0.00055841i,0.0005778-0.00083668i,0.00080792-0.00069683i,0.0002159-0.00050087i,0.0002469-0.00019571i,0.00066942-4.2061e-06i,-7.767e-05-0.00037481i,-0.00067841-0.0008802i
0.00082525+0.0014504i,0.00078543+0.0026869i,0.00075326+0.0034912i,0.00057575+0.0033652i,0.00014181+0.0026511i,0.0010788+0.00050555i,0.001042-0.0017907i,-0.00045129-0.0024382i,-0.0019359-0.00096637i,-0.0016674+0.00032912i,-9.5323e-06+0.00043201i,0.0012083+0.00023449i,0.0011551+6.823e-05i,0.00083728+0.00019183i,0.0009228+0.00018596i,0.00035415-0.00090033i,-0.00028987-0.00095213i,-0.00018692-0.00049229i,0.00023811-0.00076583i,0.00026359-8.9138e-05i,0.00017357+0.00068693i,0.00045462+0.00028826i,0.00094588+0.00013794i
-0.00019359-0.00035873i,-0.0019009-0.00026301i,-0.0031233-0.00027291i,-0.0027939+0.00033008i,-0.0014125+0.00017375i,-0.00044323+0.00032523i,-0.00044315-2.5635e-05i,-0.0012476-0.00082209i,-0.0021486-0.0003936i,-0.0017937+0.00090007i,-0.00066489+0.001404i,-0.00040516+0.00046888i,-0.00036089+0.00046139i,0.00040945+0.0018591i,0.00095998+0.0011235i,0.00081041-2.2908e-05i,0.00061407-8.4464e-05i,4.3189e-06+6.3995e-05i,-0.00028539+0.00019647i,-3.1627e-05+0.0003306i,0.0002562+0.0001802i,8.2325e-05-0.00042743i,-0.00035532-0.00072346i
0.00024476-0.00053535i,-4.3994e-05-0.0016953i,0.0013481-0.001501i,0.002422+0.00022165i,0.0032299+0.0017834i,0.0027026+0.00057226i,0.00058176-0.0006416i,-0.0013945-0.00054984i,-0.0025246-0.00048179i,-0.0018863+0.00030528i,-0.00067864+0.00085043i,-0.00011119+0.0006263i,-0.00027342+0.00065711i,-0.00035857+0.00077377i,-3.2057e-05-1.9952e-05i,0.00014304-0.00054278i,-1.0218e-06+0.00041664i,0.00015848+0.0012257i,8.5849e-05+0.0014402i,-0.00032116+0.0010521i,-0.00045725+0.0010006i,-0.0003075+0.00081569i,-0.00031128-4.192e-05i
-0.00035843+0.00023617i,-0.00090397+0.0010679i,-0.0019117+0.00072135i,-0.0011269+0.00081828i,0.00017054+0.0011998i,0.0011817-2.8308e-05i,0.00071699-0.0014322i,-0.0012757-0.0016711i,-0.0021389-0.0011703i,-0.0016097-0.00046498i,-0.00047271-4.3143e-05i,0.00017704+7.6567e-05i,0.00019539-9.6726e-05i,0.00011787-0.00017202i,0.00038538-0.00040087i,0.00121-0.00029198i,0.00024763+0.00056479i,-0.00096195+0.00056385i,-0.00081922+0.00013424i,-0.00081715+0.00018424i,-0.00065307+0.00054555i,-0.00012861+0.00041252i,0.00052562-5.3662e-05i
0.0016327-0.0018867i,0.00056427-0.0010397i,-0.00049238-0.00075634i,-0.0010723+0.00023653i,-0.00091968+0.0011583i,-0.00053579+0.0010342i,-0.00049611-0.00047736i,-0.0014685-0.0016866i,-0.0025614-0.0019858i,-0.0021264-0.0012129i,-0.0007623-4.3682e-05i,-5.325e-05+0.0002353i,0.00028656+0.00010983i,0.00053415+0.00015245i,0.0005862+0.00022308i,0.00067682+4.8379e-05i,0.0008686+0.00046665i,0.00063783+0.0002218i,0.00025031-0.00010655i,0.00017539+4.6429e-05i,0.00043378+0.00039778i,0.00040168+0.00073846i,0.00044296+0.00039196i
-0.00093592-6.3284e-05i,0.00021-0.00040662i,0.00035763-0.00062526i,0.00015239+7.6876e-05i,0.0004554+0.0013987i,0.00088173+0.0023352i,0.00034523+0.00088262i,-0.0016289-7.7681e-05i,-0.0027279-0.00030892i,-0.0017223-0.00052893i,-0.00030118-0.00031509i,-0.0001216+0.00024886i,-0.00038057+0.00054748i,9.5045e-05-0.00064569i,0.00028503-0.00058301i,0.00029581+0.0003873i,0.00053109+0.0011601i,0.0010453+0.0012769i,0.00046946+0.00064251i,-0.00036228+0.00044333i,-0.00019515+0.00029925i,-0.00023906+0.00086744i,-0.00060196+0.0012398i
-0.0009439-0.00054457i,-0.00076264+0.00078779i,-0.002059+0.0014724i,-0.0021092+0.0020829i,-0.00032951+0.0024224i,0.00087827+0.00042716i,0.00063733-0.001734i,-0.00011242-0.0017836i,-0.0013509-0.00038432i,-0.0017255-0.00024097i,-0.00076681+0.0002995i,-0.00025797+0.0011662i,-0.00029151+0.0012026i,0.0003782+0.0015067i,0.00063557+0.0011869i,0.00025103+0.00058843i,-0.00015386+0.00022533i,0.00037231+0.00010944i,0.00037129+0.00027074i,0.00056825-0.00021545i,0.001059+0.00023909i,0.00044135+0.00056902i,0.00017931+0.00023087i
0.00055002-0.00018585i,-0.00011413+0.00018901i,-0.00020104-0.00052809i,-0.00048773+0.00024027i,3.5982e-05+0.0016214i,0.00011863+0.0006393i,-0.00061851-0.0014485i,-0.0019109-0.00205i,-0.0023161-0.0011996i,-0.0017024-0.00018753i,-0.00080967+0.00015422i,0.00020057-9.8232e-06i,0.00048175+0.00063491i,0.00065807+0.00053701i,0.00081653-7.5281e-05i,0.00068495+0.0002701i,-6.252e-05+1.7798e-05i,-0.00067265+0.00077415i,0.00017345+0.0017574i,0.00072201+0.0011276i,-1.2544e-06+0.00010892i,-1.8213e-05-0.00055925i,0.00028256-0.00029802i
0.0013944-0.00025885i,-0.00028478-0.00038398i,-0.00080966-0.00073583i,-5.4421e-05-0.00052218i,0.00084343+0.00026448i,0.0008496+0.00031548i,7.2039e-05-0.0001197i,-0.00094564-0.00045554i,-0.0015558-0.00034461i,-0.0015898-0.00012543i,-0.0012094-0.00068562i,-0.00055597-0.0008412i,0.000438-5.1338e-05i,0.00074243+0.00062562i,-0.00014163+0.00046415i,-0.00079597+0.00019374i,-0.00091913-0.00036176i,-0.00077464-0.00057705i,0.00057168+0.00044559i,0.0013969+0.00084759i,8.8084e-05+0.00024465i,-0.00034269-0.00061901i,0.00037994-0.00054214i
-0.0013263-0.00056822i,-0.00061298-0.00060895i,-0.00045209-0.00040332i,-0.0013523+0.0013512i,-0.00082079+0.0029179i,0.0012471+0.0021276i,0.0016085-0.00033845i,-0.00073551-0.0014079i,-0.0021965-0.00062967i,-0.0014924+2.3973e-05i,-0.00053208+9.6358e-05i,1.5573e-05+0.00035108i,-2.9401e-05+0.00028i,-0.00013046+0.00079641i,0.00026581+0.001118i,0.0004539+0.00054696i,-0.00044574-0.00040942i,0.00018836-0.00058205i,0.00065056+0.00048703i,-0.00011549+0.001016i,-0.00034642+0.00014021i,7.2095e-06-0.001001i,0.00052753-0.00055844i
0.0016905+0.001567i,0.0007849+0.0024246i,-0.00043349+0.0019717i,-0.0012668+0.0016001i,-0.00081769+0.001173i,0.00030531+0.00067031i,2.9311e-05+0.00032336i,-0.0017647-0.00071092i,-0.0019451-0.00057287i,-0.0010705+0.00038835i,-0.00095672+0.00021115i,-0.00060899-0.00015414i,-0.00022617+0.00052873i,0.00067638+0.0012013i,0.0013494+0.00034668i,0.00076429-0.00070305i,-0.00049521-0.00059789i,-0.00013731+4.3378e-05i,0.00069834-0.00023735i,0.00083444-0.00030397i,0.00081541-9.8176e-05i,0.00011395-0.00039029i,6.3345e-05-0.00054076i
0.00035788-0.00056738i,0.00033923-0.00063615i,0.00072863-0.0010145i,0.0010847-0.00087163i,0.0007172+0.00017556i,0.0011227+0.00056829i,0.0011125-0.0007707i,-0.00070828-0.0017283i,-0.0021353-0.0018348i,-0.0012615-0.0014037i,-0.0012551+0.00011979i,-0.0013233+0.00094491i,-0.00026252+0.0010561i,-0.00033075+0.0012828i,-0.00046626+0.00098617i,-0.00022844+0.00024693i,-0.00026671+0.00027923i,-0.00033088+0.00074952i,-0.00064898+0.00044137i,-0.00027945-6.214e-05i,-0.00021391+0.00025906i,-0.00043523+0.00051752i,-0.00015688+0.00055731i
-0.00093779-0.00029241i,-0.0011021-0.00020228i,-0.0027326+0.001104i,-0.0035604+0.0017084i,-0.0021445+0.0023249i,0.00018362+0.00086712i,0.00011772-0.0015463i,-0.0012162-0.0018181i,-0.0011298-0.00082333i,-0.00093569-1.9825e-05i,-0.00059083+0.00010621i,-0.00039804-0.00048239i,-0.00039905-0.00075964i,-0.00039117+6.4491e-05i,0.00017588+0.00057212i,1.516e-05+0.00071354i,-0.00031583+0.00070382i,0.00015094+0.00014664i,0.00041079-0.00024686i,0.00046939-0.0004137i,0.0004479-0.00018682i,-2.8822e-05+0.00013022i,0.00035919+0.00033164i
0.00085313-0.0017121i,-8.488e-05-0.00026353i,-0.0013447+0.00064727i,-0.0013757+0.001782i,-0.00011091+0.0024815i,0.00037782+0.0015219i,-8.7328e-05-0.00041778i,-0.00068219-0.0014064i,-0.0017813-0.0017802i,-0.0034444-0.0010049i,-0.00265+0.00028211i,-0.0011102+0.0007619i,-0.00039992+0.00042547i,0.00055533-0.00042809i,0.0010965-0.00072494i,0.0009631-0.00090682i,0.00042967-0.00092986i,0.00011659+0.00021949i,0.00027413+0.0011485i,0.00047633+0.0010775i,0.00064044+0.00073593i,0.00038217+0.00045133i,-0.00043902+0.00094645i
0.00088625+0.0013305i,0.0013633-3.8407e-06i,0.001459-0.00076581i,0.0017566-0.00043738i,0.0017718+0.00068748i,0.0011727+0.00046076i,-0.00021277-0.0011859i,-0.0018357-0.0023386i,-0.0023577-0.0014091i,-0.0018329-0.00011277i,-0.0011518-1.735e-05i,-0.00068771-0.00062553i,-0.00054292-0.0011279i,-0.00058133-0.00053776i,-0.00045949+0.00017152i,-0.00030027+0.00032925i,-4.8888e-05+4.2043e-06i,-1.2456e-05+0.00042498i,-2.3716e-05+0.00080262i,-2.5968e-05+0.00036091i,0.00013219-0.00014486i,0.0002225+6.1002e-05i,-3.8107e-05+0.00018253i
-0.00086725+0.0006943i,-0.00078203+0.0020582i,-0.0020059+0.0033445i,-0.0023359+0.0040384i,-0.00098645+0.0036341i,0.00014093+0.002051i,0.00021863-0.0007612i,-0.00010066-0.0027838i,-0.00029269-0.0022421i,-0.00075094-0.00087693i,-0.0010699-0.0002065i,-0.00064142+0.00033432i,-0.00027193+0.00035631i,-0.00026423-0.00023251i,0.00047407-0.00047989i,0.0009169-0.000614i,0.00097965-0.00043885i,0.0003329-0.00071975i,-0.00019102-0.00057712i,0.00010053+0.00016547i,0.00034338+0.00046903i,0.00070384+0.00037136i,0.0012319+8.1881e-05i
0.00038764-0.00083105i,0.00037953-0.0011428i,0.00042674-0.0013265i,0.00019478-0.00063975i,0.00016853+0.00023086i,0.001128+9.4548e-05i,0.0015884-0.0015907i,-9.5881e-05-0.0023069i,-0.0016941-0.00076137i,-0.0014101+0.00018534i,-0.00030573+0.0004379i,-0.00013463+0.00057256i,-0.00038307+0.000889i,2.8806e-05+0.00097515i,0.00031666+0.00086791i,-0.00010454+0.00074163i,-0.00087503+0.00015531i,-0.00087813+0.00042397i,0.00026324+0.00033178i,0.0007832+6.0146e-05i,-0.00013133-3.8227e-05i,-0.00045023-0.00068385i,0.00037156-0.0007268i
-0.0011423+0.0016682i,-0.00089124+0.0021004i,-0.0010691+0.002242i,-0.00069469+0.0025326i,0.00083465+0.0019915i,0.0010552+0.00046328i,-0.00046659-0.00079089i,-0.0019161-0.0012509i,-0.0023802-0.0006187i,-0.0017128+0.00064854i,-0.0014214+0.00093202i,-0.00064973+0.0003584i,-0.00018741+0.00038336i,-0.00093857+0.0011882i,-0.00062336+0.00156i,0.00067454+0.00068168i,0.00067086-2.3836e-05i,0.00075858-0.00012969i,0.0010996+6.3264e-05i,0.00038399+0.00027205i,-0.00015158-2.1322e-06i,-0.00015873-0.00030327i,-0.00012035-4.0694e-06i
