-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
0.0052981-0.001603i,0.0040461+0.0002642i,0.0020632+0.0012566i,0.001218+0.0023194i,0.00068062+0.0017376i,0.00015633-0.00023935i,0.00059821-0.00032371i,0.0008907+0.0011698i,0.0002324+0.00097198i,-0.00055316+0.0009908i,-0.00058683+0.001594i,-0.00080803+0.0011163i,-0.0022171+0.00053226i,-0.0020642+3.2927e-05i,-0.00081782-0.00057691i,-0.00072627-0.0005384i,-0.0010552-0.00025255i,-0.00079862-0.00057927i,0.00014361-0.0011874i,0.00050668-0.0010723i,0.00070859-0.00013562i,0.00070985+0.00040059i,-0.00015585-0.00023385i
-0.00067505+0.00054318i,-0.0026133+0.00248i,-0.0045869+0.0044457i,-0.0040228+0.0061907i,-0.0019786+0.0058284i,-0.00016229+0.0033872i,0.00099351+0.0013254i,0.0009956+0.0006725i,0.00051817+0.00044168i,-0.00063292+9.602e-05i,-0.0015563-0.00059268i,-0.0011189-0.0005736i,-0.00056651-0.00059758i,-0.00023266-0.001117i,0.00059963-0.00086019i,0.00036752-0.0010898i,-0.00071228-0.0011876i,-0.00077426-0.00025042i,-0.00057695-0.00016917i,-0.00099358-0.00021891i,-0.0012998-0.0003265i,-0.00077652-0.0010074i,-0.00035494-0.0011319i
-3.8408e-05+0.002054i,-0.00015131+0.0020712i,-0.0022759+0.0022601i,-0.0029098+0.0042402i,-0.0011417+0.0045727i,0.00058949+0.0036334i,0.00096486+0.0027622i,0.0010418+0.0015592i,0.00066629+0.00018554i,-0.00057796-0.00054502i,-0.0012273-0.00031647i,-0.00029421-0.000718i,8.4233e-05-0.001007i,-0.00075987-0.00047802i,-0.00047461-0.00026033i,0.00046157-0.00032866i,0.00059267+0.00010491i,0.00072956+0.00021527i,0.00037708-0.00051919i,-9.5135e-05-0.00066415i,-0.00037564-0.00025671i,-0.00026493-0.00036999i,-9.3625e-05-0.00078365i
0.0011358+0.0036052i,-0.00069678+0.0047739i,-0.001802+0.0040524i,-0.0018832+0.0039177i,-0.00077744+0.0042484i,-0.00090888+0.0035166i,-0.00077719+0.0028857i,0.00061079+0.0019581i,0.00049116+0.00084231i,-0.00038442+0.00059822i,-0.0004459+0.00033733i,-0.00012179+8.0475e-05i,-7.4063e-05-0.00019269i,-8.2667e-05-0.0010059i,-0.00070254-0.00033513i,-0.0011425+0.0006038i,-0.00032439+7.0706e-05i,-0.00060205-0.00047171i,-0.0013095-0.00019879i,-0.00056254-0.00013087i,-6.7339e-05-0.00027089i,-0.00052488-0.0005763i,-0.00064244-0.0011628i
-0.0085557+0.0028413i,-0.0067782+0.0011012i,-0.0055506+0.00077078i,-0.004001+0.0028035i,-0.0018402+0.003572i,-0.00098355+0.003013i,-0.0011644+0.0026914i,-0.0010899+0.0019447i,-0.00062285+0.0016122i,-0.00014839+0.0013475i,-0.00039621+0.00035077i,-0.00017677-0.00052037i,0.00012405-0.00070793i,-0.00010418-0.0010732i,-0.00019-0.0013241i,-1.294e-05-0.00082062i,-7.2105e-05-0.00081574i,-0.00060338-0.0006685i,-0.0011355+0.00015358i,-0.0014363+0.00074515i,-0.00075728+0.00055399i,-0.00012049-0.00041885i,-0.00021341-0.0010867i
-0.00088455+0.0017313i,0.00092263+0.0015055i,0.0014613+0.0018824i,0.00057475+0.0016704i,0.00029562+0.00050534i,-0.00042187-0.0012536i,-0.00091695-0.001602i,-0.00042331-0.00029955i,2.9836e-05-7.7549e-05i,0.00015259-0.00018176i,-0.00022041+1.4994e-05i,0.00012649+0.0001985i,0.00026758-0.00024302i,0.00017086-0.00010996i,5.2416e-05+0.00054765i,0.00064042-5.8477e-06i,0.00082645-0.00032018i,6.9546e-06-0.00043486i,-0.00051525-0.00043002i,-0.00068632-0.00055446i,-0.00030227-0.00035192i,-0.00045285+0.00034297i,-0.00088448-5.9854e-05i
-0.0010268-0.0031096i,-0.00035072-0.003483i,-0.00042572-0.003381i,-0.001414-0.0025871i,-0.0016698-0.001536i,-0.0021969-0.00078695i,-0.0023336+0.00028909i,-0.00087439+0.000516i,0.00050611-0.0008323i,-0.000461-0.0010026i,-0.0010295-0.00033609i,9.8923e-05+0.00047178i,0.00069515+0.00050199i,-7.72e-05-0.00018442i,-0.00040879-0.00098455i,0.00026857-0.0013566i,0.00013043-0.0005419i,-0.0004677+0.00013006i,-0.00048881+0.00042317i,-0.00015992+0.00066937i,-0.00015446+0.00054712i,0.0004282+4.6205e-05i,0.00087816-0.00037335i
-0.0020761-0.0047598i,-0.00091025-0.0016609i,-0.0014102+0.00058429i,-0.0021424+0.002041i,-0.0014356+0.0021116i,-1.9605e-05+0.0022639i,0.00066697+0.0024736i,0.0013078+0.0014075i,0.0016864-0.00053364i,0.00054865-0.00065762i,2.9152e-05+0.00082037i,0.00047477+0.0010839i,0.00035327+2.9946e-05i,-0.0003604-0.00094336i,-0.00079346-0.00087059i,-0.00030483+6.7577e-05i,-0.00015432+0.00060099i,-8.8401e-05-0.00062088i,0.00017113-0.0016235i,-9.4695e-06-0.00092149i,-6.4064e-05-0.00015282i,0.00019703+0.00067903i,0.00075367+3.9659e-05i
-0.00074941-0.0013214i,-0.002231+0.0012173i,-0.0028945+0.0048902i,-0.00093565+0.0055915i,0.0017499+0.0043244i,0.0024544+0.0026096i,0.0016069+0.0018371i,0.0014844+0.0013287i,0.00057635+9.0073e-05i,-0.00079902-0.00038144i,-0.00050816+0.00053501i,-0.000224+0.00017342i,-0.00047381-9.8827e-05i,-0.00014977+9.4693e-05i,0.00042684+6.322e-05i,5.3903e-06+0.00022304i,-0.00073146+0.00011354i,-0.00072811-0.00016876i,0.0007029-0.00035967i,0.0014007-3.285e-05i,0.001028-9.8098e-05i,0.0014084-5.8879e-05i,0.0013216+0.00022906i
0.0038724-0.0010643i,0.0027917-0.00062377i,0.00062008+0.0004856i,-0.00016636+0.0023409i,0.0010042+0.002468i,0.00084772+0.0020483i,0.00017673+0.0019546i,0.0013301+0.0016651i,0.001148+0.00026742i,-2.3736e-05-0.00052869i,-0.0012455+4.6848e-06i,-0.0010414-0.00024541i,-0.00076861-0.00087516i,-0.00072099-0.00060843i,-0.00054409-0.00093086i,-0.00092283-0.0013882i,-9.9576e-05-0.00040963i,0.00067969-0.00019224i,0.00049136-0.0007177i,0.00038477-0.00071676i,0.00033736-0.00042746i,0.00020703-0.00061531i,0.00063557-0.001439i
0.0041812+0.0029822i,0.0015438+0.0018647i,-0.00064597+0.0031294i,-0.0007066+0.0051386i,-0.00063125+0.0047968i,-0.00070945+0.0030056i,-0.0010563+0.0018757i,0.000305+0.0016047i,0.0013003+0.0012651i,-0.00024217+0.0010698i,-0.0010377+0.00052377i,-0.00046106-4.165e-05i,-0.00036373-0.00064753i,-0.00086-0.0013487i,-0.0010102-0.0015215i,-0.00097618-0.00066515i,-0.00075852+0.00011403i,-0.00024123-8.8489e-05i,0.00027834-0.00013024i,0.00055183+6.901e-05i,0.00070281+0.00028018i,0.00043926+0.00014832i,0.00047181-0.00021888i
0.0021075+3.382e-05i,0.00020165-0.001447i,-0.00056454-0.00040704i,-0.0015859+0.0019685i,-0.0022294+0.0021235i,-0.0026135+0.00060422i,-0.0016996+8.1212e-05i,0.00041289+0.0010472i,0.0013329+0.0017618i,0.00064139+0.0011752i,-0.0003069+0.00066347i,-0.00030562+0.00015956i,4.0916e-05+0.00019805i,4.7627e-05+6.3274e-05i,-0.00058185-0.00024456i,-0.0010431-4.2212e-05i,-0.0010392+0.00069714i,-0.00096131+0.00086548i,-0.00091772-0.00011489i,-0.00048042-0.00012494i,-0.00043531+3.0761e-05i,-0.0003918-0.00047054i,0.00065655-0.00042045i
0.0034948+0.0070161i,0.0025468+0.0046966i,0.00049189+0.0031642i,-0.00072736+0.003336i,-0.00088228+0.0024955i,-0.00058928+0.0005479i,-0.00018321+9.2161e-05i,0.00031485+0.0011449i,0.00076935+0.0011956i,0.0007995+0.00051288i,-7.6244e-05-0.00017803i,-0.00031005-0.0007041i,-3.7726e-05-0.00063531i,0.00025025-0.00033729i,0.00058223-0.00051459i,0.00040854-0.00085524i,-0.00041405-0.00073287i,-0.001672-0.00057773i,-0.0024787+0.00036584i,-0.0014645+0.00042772i,0.0001658-0.00013435i,0.00059789+3.726e-05i,0.00013804-0.00027359i
-0.0074414+0.00019203i,-0.0066362+0.0013229i,-0.0052944+0.0020158i,-0.0033565+0.002425i,-0.0011996+0.0029349i,0.0006618+0.0029893i,0.00038236+0.0022001i,-8.1736e-05+0.0012157i,0.00033728+0.00041075i,-0.00060297+0.0012418i,-0.0010922+0.00092953i,9.2989e-06-0.00029928i,0.0011213-0.00011942i,0.0008422+0.00029016i,0.00058062-0.00026911i,-0.00021371-0.00066948i,-0.0008938-0.00054732i,-0.00086128-1.9926e-05i,-0.00086401+0.00033617i,-0.0009623+3.1607e-05i,-0.00039517-0.000711i,0.00079244-0.0010574i,0.00090748-0.0003825i
-0.0032429+0.00060629i,-0.0013705+0.0012522i,-0.00088676+0.0022933i,-0.00097977+0.003479i,-0.00021075+0.0033967i,0.00022757+0.0017309i,-0.00050908+0.0012762i,-0.00076315+0.001251i,-0.00067382+0.00060569i,-0.0016847+0.00075499i,-0.0013542+0.0010298i,-0.00014019+0.0003484i,0.00031219-0.00056058i,0.00065788-0.000298i,-4.3935e-05-0.0001399i,-0.00037743-0.00084835i,-0.0002945-0.0010306i,-0.0007412-0.00059191i,-0.00048451-0.00072965i,-0.00018777-0.0006257i,-0.00059127-0.00038783i,-0.00022206-0.00020324i,0.00013345-0.00047786i
-0.002036+0.00032188i,-0.0025938-0.00034212i,-0.0022438-0.00069254i,-0.0007112+0.00035598i,0.0006513+0.0013262i,-0.00049632+0.0012028i,-0.001882+0.0016832i,-0.001764+0.0018057i,-0.00059375+0.00074518i,0.00024422+4.9732e-05i,0.00014508-0.00010719i,0.00064827-0.00040208i,0.00060567-0.00024883i,0.00029347-0.00012213i,0.00027315-0.00039422i,-2.9677e-05-0.00035908i,0.00017993-0.00062736i,0.00047925-0.00090453i,0.00048827-0.00033361i,0.00020827+0.00044013i,-0.00067788+0.00058148i,-0.0011183+1.853e-05i,-0.00085371-0.00069907i
-0.0023512-0.0042069i,-0.0022234-0.0032789i,-0.0032617-0.0015557i,-0.0035055+0.00082101i,-0.0023145+0.0021637i,-0.0022551+0.0020754i,-0.0021261+0.0013131i,-0.0011586+0.001093i,-0.0017255+0.00052024i,-0.0011225-0.00058699i,0.00077517+4.7691e-05i,0.00070909+0.00088369i,-4.1293e-05+0.00091909i,0.00010896+0.001053i,0.00011341+0.00034712i,-0.00018295-0.00066074i,-0.00014636-0.00059868i,3.0438e-05-0.00031282i,0.00026281-0.00068799i,-0.00037997-0.00051541i,-0.00019733+0.00052823i,-0.00020975+0.00086395i,-0.00026061+5.013e-05i
0.00071635+0.00016552i,-0.00082449+0.0010706i,-0.00096441+0.0029718i,-0.00032402+0.0030273i,0.00063072+0.0017926i,0.0003246-3.1686e-05i,-0.00058808-0.0010666i,-0.0006075-0.00096068i,-0.00040385-0.00084469i,-0.00027955-0.00053476i,-0.00047501-0.00026192i,-0.00055478+0.00073037i,-0.00071847+0.00069193i,-0.00049211+0.0001652i,-0.00053679+0.00078021i,-0.0013112+0.00057171i,-0.0011124+6.6928e-05i,-0.0010082+0.00033927i,-0.001057+0.00022168i,-0.00049622+0.00043898i,-0.00061604+0.00086925i,-0.00042656+0.00067372i,-0.00024549+0.00040545i
0.0019563-0.00094477i,0.0026344-0.0017167i,0.0018769-0.00060992i,0.00088393+0.0014807i,0.00080982+0.001226i,0.00061395-0.0013808i,-0.00025563-0.0025594i,0.00087087-0.0016676i,0.0014248-0.00050739i,0.00044446+0.00020977i,-0.0002918+0.00028066i,-0.00089529+0.0001438i,-0.001725+0.00011591i,-0.00098875-0.00028254i,0.0003944-0.0003893i,0.00058285-0.00057473i,0.00019853-0.00073798i,7.2455e-05-0.00028352i,0.00049651+9.223e-05i,0.00042047+0.00014363i,5.092e-05+0.00011317i,-0.00017714+0.00067426i,-0.00038737+0.0010424i
0.0019522+0.0031768i,0.0023787+0.0034317i,6.8941e-05+0.0039761i,-0.00015921+0.0041205i,0.0010405+0.0027619i,0.0011824+0.0011318i,0.0016285+0.0011147i,0.001797+0.00053087i,0.0014652-0.00069552i,0.00064081+0.00012332i,-0.000288+0.00075501i,-0.0007986+0.00023727i,-0.0010277-0.00035787i,-0.0010778-0.00031037i,-0.00051561-0.00014917i,-0.00011754-0.00050145i,0.00057856-0.00085033i,0.00039164-0.00038352i,-0.00032082-0.00011518i,-0.00025338+9.7481e-05i,0.00033224-0.00017834i,0.00087811-0.00064377i,0.00038544-0.00013798i
-0.0014374+0.0030822i,-0.0023757+0.0021245i,-0.0011012+0.0022587i,-9.091e-05+0.0034627i,0.00070036+0.003819i,0.0024444+0.0029665i,0.0029556+0.002127i,0.0028711+0.0022193i,0.003013+0.0020931i,0.0020329+0.00069988i,0.00088427-0.0006242i,0.00012129-0.00080111i,-0.00071831-0.00072604i,-0.00083839-0.0012799i,-0.00089621-0.0020142i,-0.00059219-0.0016123i,-0.00050681-0.00035961i,-0.0011638+0.00034286i,-0.0012007+0.00075664i,-0.00082462+0.001047i,-0.00020344+0.00093129i,-0.00063971+0.00071363i,-0.00050121+0.00017103i
0.0020546-0.0016502i,0.00038755-0.00097143i,-0.0016194+0.00050719i,-0.0024789+0.002738i,-0.0019287+0.0038164i,-0.0012579+0.0033394i,0.00016917+0.0032518i,0.001083+0.0026622i,0.00080169+0.0022986i,-0.00063022+0.0019119i,-0.0017451+0.0012959i,-0.0008108+0.0011752i,0.00027933-4.2526e-05i,0.0007491-0.0016171i,0.00048824-0.0011789i,0.00013272-7.5463e-05i,6.6926e-05+2.5797e-05i,-8.5196e-05-0.000544i,-0.00060995-0.00072697i,-0.00062191-0.00077245i,0.00010315-0.00080413i,3.6432e-06-0.0001103i,-0.00040517+0.00038531i
-0.0011012+0.0026007i,-0.0032508+0.002307i,-0.0037497+0.001966i,-0.0025152+0.0033455i,-0.0016979+0.0041282i,-0.00088868+0.0033189i,-0.00041962+0.0028759i,-0.00051692+0.0024329i,-0.00021934+0.0013468i,-0.0002376+0.00026709i,-0.00084355-0.00054674i,-0.00055834-0.00056507i,0.00039705+0.00011437i,0.00031012+0.00025081i,0.00025752-0.00026639i,0.00041005-0.00016525i,0.00018191-3.7451e-05i,-5.1781e-05-9.7978e-06i,-7.5855e-05+0.00031863i,-0.00058922-0.00049178i,-0.0011257-0.00074613i,-0.00060952-0.00023497i,-0.00023535-0.00076052i
-0.0025433+0.00082401i,-0.000933+0.00051463i,-0.00098775+0.00067356i,-0.0020137+0.0012823i,-0.0013037+0.0013216i,-0.00038197+0.00081179i,-0.0011549+0.0011614i,-0.0015388+0.0011649i,-0.0008867+0.00031911i,-5.2099e-05-0.00045706i,-0.00012841-0.00042027i,-0.00032566-0.00015199i,-0.00065131-0.00033887i,-0.00073868-0.00084028i,-0.0003513-0.00045609i,0.00020939+0.00061071i,0.00040895+0.00061467i,0.00051461+0.0003628i,0.00025688+0.000508i,-0.00035444+7.1195e-05i,0.00024023-0.00057509i,0.00028224-0.00065747i,-4.4482e-05-0.00032466i
0.0015185+0.00032559i,0.00039713-0.00065277i,-0.00078363-0.00082515i,-0.0012826-9.434e-06i,-0.0012487-0.00034195i,-0.002723-0.0015497i,-0.0025605-0.00091194i,-0.0008912+0.00043979i,0.00037863-0.00029709i,-0.00053193-0.00093452i,-0.0015532-0.00013016i,-0.0011345+0.0014213i,-0.00083034+0.0019894i,-0.00013815+0.00095085i,-0.00016883+0.00053084i,-0.00065312+0.00011918i,-0.00066681-0.00020786i,-0.00051209-0.00011158i,-0.00030245-0.00015986i,9.9634e-05+9.5649e-05i,0.00041377-6.5271e-05i,0.0012233-0.00018444i,0.0011325-0.00062444i
-0.0034507-0.0026167i,-0.0025519-0.0015796i,-0.0020028+0.0014032i,-0.0014453+0.0037021i,-0.001004+0.0040496i,-0.00064267+0.0027798i,-0.00038244+0.0015396i,-0.00015582+0.0012629i,-0.00061808+0.00054113i,-0.0013542+0.0003334i,-0.0012482+0.0010133i,-0.0011669+0.00041175i,-0.00063999-0.00041152i,-1.1386e-06+2.4148e-05i,9.4593e-06+0.00023571i,-0.00039413-1.0609e-05i,-0.000935-0.0005014i,-0.00041108-0.00031261i,5.9673e-05-0.00018105i,0.00017651-6.8978e-05i,-0.00014314-0.00016162i,-0.00013349-0.00079643i,0.00038888-0.00036997i
-0.004432-0.00022729i,-0.0027092+0.0016203i,-0.0025189+0.0049805i,-0.0018769+0.0052041i,0.00064032+0.0032023i,0.00092675+0.0016904i,-0.00010074+0.00099664i,0.00017732+0.00016645i,0.00016743-0.00071272i,-0.0002784-0.0011574i,-0.00058257-0.00059279i,-0.0015163-0.00020293i,-0.0012921-0.0005041i,-0.00025416-0.00036366i,-0.00030009-0.00052889i,-0.001164-0.00094646i,-0.0013993-0.00040112i,-0.00089399-2.6399e-05i,-0.00032008+0.00029736i,-0.00041323+0.00081988i,-0.00021244-0.00035285i,0.00037083-0.0011163i,0.00024959-0.00095599i
0.00056072-0.0028554i,2.0514e-05-0.001432i,-0.00086622+0.00053104i,-0.0011567+0.0021035i,0.000172+0.0025268i,0.00047531+0.0021399i,-0.00021442+0.0014091i,0.0004392+0.00084552i,0.00056124-0.0001479i,-0.00028373-0.0010602i,5.3447e-06-0.00089899i,0.00035554-0.00013263i,-0.00022264+0.00021483i,-0.00088856-0.00013795i,-0.0010068-0.00034217i,-0.00074629-0.00066143i,-0.00080525-0.00066768i,-0.0006153-0.00078019i,-0.00014831-0.00064127i,-0.00032925-0.00061497i,-0.00053059-0.00086872i,-0.00020044-0.00041393i,-0.00011003-0.00014669i
0.0010941+0.00018549i,0.0019476+0.0016827i,0.00057244+0.0037677i,-0.00091075+0.0044167i,-7.2793e-06+0.0034966i,0.0008171+0.0011719i,0.0010358+0.00029884i,0.0010655+0.00079566i,-3.7082e-05+0.00071291i,-0.0006009+0.00046303i,0.00027794+4.5204e-05i,0.001039-0.00048297i,0.00091728-0.00080059i,0.00015527-0.0010487i,-0.00041961-0.0010915i,-0.00013702-0.0013286i,0.00038699-0.00083451i,4.2035e-05-0.00034901i,-0.00025679-0.00085784i,-0.00034188-0.00042285i,-0.00090108+0.00047113i,-0.00076259+0.00040653i,-0.00028615+0.00020272i
0.0012105-0.00040888i,0.0005549-0.00043287i,-0.00049083+0.00048477i,-0.0010267+0.0019622i,-0.0007021+0.0030475i,-0.00016756+0.0021523i,-0.00039409+0.001254i,0.00036722+0.0012427i,0.0013215+0.00097014i,0.00013449+0.0009551i,-0.00061182+0.00090744i,-0.00038817+0.00022468i,-9.2521e-05-0.00061607i,0.00021125-0.0013779i,6.8614e-05-0.0011862i,-0.0001511-0.00070147i,-0.00023677-0.00090942i,0.00026808-0.00074829i,0.0012301-0.00016075i,0.00046652+0.00028399i,7.9256e-05+2.9499e-05i,0.0001918-0.0001181i,-8.0817e-05-0.00054615i
0.0016317-0.00022972i,0.0028277-0.00028913i,0.0012759+0.00021489i,-0.00078559+0.0016407i,-0.0017086+0.0025685i,-0.0015494+0.0014567i,-0.00065974+0.00094806i,0.00046494+0.0017953i,0.00044898+0.0016033i,-0.00016947+0.0011418i,-0.00023247+0.00099191i,0.00025671-9.6254e-05i,0.00049045-0.00078489i,0.00028262-0.00071612i,0.00063827-0.00079424i,0.0010473-0.00082222i,0.00056855-0.00062016i,0.00060977-0.00032225i,0.00062201-0.00077887i,0.00043738-0.0010596i,-0.00016934-7.2595e-05i,-0.00031401-6.6353e-05i,0.00023293-0.00042884i
-0.00053063+0.0054148i,-0.00027849+0.0050609i,3.1269e-05+0.0040683i,-0.00054139+0.0032916i,-0.00040203+0.0022648i,0.00047215+0.0012007i,0.00066543+0.00076309i,0.00017438+0.00051405i,-3.2852e-06+0.00035225i,-0.00064471+0.00027908i,-0.0014456-3.7385e-05i,-0.00082842+5.5525e-05i,-0.0005269+0.00068446i,-0.00056577+0.00014041i,-0.00028113+1.2495e-06i,-5.2775e-05+0.00020737i,1.6073e-05+0.00011458i,0.00018287+9.3668e-05i,6.522e-05+7.7865e-05i,-1.2353e-05+0.00032007i,-0.00012523+0.00013328i,-0.00049016-0.00041431i,-0.0007083-0.00020264i
-0.0050595+0.0012477i,-0.0043453+0.0014453i,-0.0032948+0.0028489i,-0.001885+0.0045773i,-0.00034166+0.0044382i,0.0010236+0.0030493i,0.00075576+0.0024553i,0.00033717+0.0017553i,-0.0002335+0.0011966i,-0.0010288+0.0015555i,-0.00080872+0.0014648i,0.00010209+0.00044561i,0.00092173-0.00025007i,0.0015662-0.0010114i,0.0014291-0.00083957i,0.0013656-0.00039771i,0.001746-0.00074201i,0.00079772-9.2995e-05i,0.00030189+0.00017528i,0.00025545-0.00037238i,0.0002459-0.00036999i,0.00066911-0.00042066i,0.00060805-0.00067806i
0.00070114+0.0013402i,0.0012678+0.00071506i,0.00022274+0.00098358i,-0.00084419+0.0017324i,-0.00018927+0.0022565i,-0.00034834+0.0018309i,-0.0012355+0.0013091i,-0.00082379+0.0010438i,-0.00061118+0.00019065i,-0.00056533-0.00049611i,-4.8288e-05-0.00062356i,0.00026366-0.00035151i,0.00031339+0.0001721i,-9.7474e-05+6.3568e-05i,-0.00081617-0.00039851i,-0.00083282-0.0006076i,-0.00068828-0.00088009i,-0.0003828-0.00091719i,0.00010887-0.00069677i,-0.0002914-0.0011195i,0.00029441-0.0011936i,0.00092534-0.00083697i,2.0145e-05-0.0010319i
-0.0006733-0.00017236i,-0.0015517-0.0021454i,-0.00069042-0.0016447i,-0.00014389-0.0001561i,0.00043864+7.2152e-05i,0.00010357-0.00018496i,-0.0012852+0.00049301i,-0.0013439+0.00049664i,0.00019041-0.00046132i,0.00086233-0.00042559i,0.00061946+0.00021369i,0.00055077+0.00010798i,0.00046518-3.9915e-05i,0.00013507-0.00053963i,0.00019076-0.00095089i,0.00029003-0.00050994i,-0.00017944-0.00046522i,-0.00043358-0.00012036i,-0.00043597+0.00031246i,-0.00083387+1.9127e-05i,-0.0011668-0.00013698i,-0.00061586-0.00040473i,-0.00026816-0.00035183i
0.0036266+0.00057399i,0.0039178-0.00031434i,0.0029389+0.00056461i,0.00122+0.00022734i,0.00086342-0.00055883i,-0.00018782-0.00040203i,-0.0013646-0.0005548i,-0.00062954-0.00011633i,0.00051472+0.00030047i,0.00063732-0.00061122i,0.0002749-0.0014354i,-0.0001308-0.00065999i,-0.0003574-0.00029528i,-0.00026848-0.00013637i,-0.00065364+0.00019555i,-0.0010649-0.00023878i,-0.00044676-0.00047716i,0.00035353-0.00027767i,0.00099397-6.9269e-05i,0.0013966-0.00029762i,0.00032966-0.0002026i,-0.00039043-0.00033674i,-9.325e-05+6.253e-05i
0.0016969+0.0013678i,0.0019011+0.00040593i,0.0010625+0.00089063i,0.0003224+0.0030054i,0.00050463+0.0034298i,-0.00038094+0.001437i,-0.00082779-0.00043753i,0.00021138-0.00082647i,0.00055389-0.0012317i,0.00053644-0.00086573i,0.00042007-0.00054199i,-0.00016485-0.00046804i,-0.00041763-4.6321e-05i,-8.4376e-05+0.0001416i,-0.00027874-0.0003114i,-0.00031142-0.00082405i,0.00012924-0.00071882i,2.0487e-05-0.0006001i,-0.0007052-0.00066093i,-0.0012387-0.00012858i,-0.0014362+0.00053252i,-0.00048034+2.9779e-05i,0.0010669-0.00064298i
0.00033091+0.0019869i,0.00047074+0.0009778i,0.0015446+0.0018964i,0.0027268+0.0028807i,0.0024677+0.0020818i,0.0017551+0.00016934i,0.0010129-0.00054555i,0.0011404+0.00028391i,0.0020079+0.00015006i,0.0017256-0.00084414i,-7.8037e-05-0.00095052i,-0.00057937+0.00028624i,-0.00061292+0.00056432i,-0.0013478-0.00039528i,-0.001387-0.00042163i,-0.00094466-0.00054693i,-0.00046048-0.00060566i,-0.00025615-0.00027265i,-0.00028065-0.00022892i,-0.00031061-3.3462e-05i,2.13e-05+0.00025745i,0.00067995-0.0001578i,0.0010582-0.00072402i
0.0017272+0.00021271i,0.0014188+0.0010453i,9.6074e-05+0.0014019i,0.00020495+0.0020212i,0.0006778+0.0026971i,3.4113e-05+0.0022662i,-0.00034345+0.0017399i,0.00067265+0.00082023i,0.0010329+9.4767e-05i,-1.9791e-05-0.00042349i,-0.00047334-0.00037933i,-0.00059049-0.00038296i,-0.00017352-0.00039972i,-0.00030008-0.00047391i,-0.00068342-0.00064818i,-0.00055092-0.00090159i,-0.00084094-0.00066104i,-0.00071929+0.00021616i,-0.0002323+0.00012888i,-0.00021302-0.0003793i,-0.00040325+0.00036848i,-0.00072935+0.001128i,-0.00039767+0.00082679i
-0.0020915+0.0011399i,-0.0019325+0.0011496i,-0.0018618+0.0026077i,-0.00097788+0.0041195i,0.0008383+0.0040018i,0.0012205+0.0026472i,0.00039317+0.0020948i,0.00037619+0.0015899i,0.00066638+0.00096856i,0.0006122+0.00035889i,-0.00014949+0.00022681i,-0.00036108-0.00019311i,-0.00022006-0.00043058i,-0.00082564-0.00026588i,-0.0012683-0.00091279i,-0.00080352-0.0011972i,-0.00011454-0.00064217i,0.00033064+6.5109e-06i,-0.00047337-0.00023389i,-0.0011315-0.0009905i,-0.0011884-0.0006111i,-0.00040754-0.00035171i,-9.7946e-05-0.00040113i
0.0003026-0.0031867i,-0.00071178-0.002948i,-0.002021-0.0014243i,-0.0027207+0.00056573i,-0.001164+0.0016329i,-0.00045253+0.0013968i,-0.00063692+0.001233i,-0.00071471+0.0017725i,-0.0014017+0.0010626i,-0.001093+0.00040427i,-0.00031277+0.00055282i,0.00014782+0.00025227i,0.00095214+0.00041077i,0.00095965+0.00071992i,0.00054755+0.00014022i,0.00067553-0.00030644i,0.00049511+8.9597e-05i,0.0003261+0.00010252i,2.4182e-05-7.0946e-05i,-0.00058458-0.00054749i,-0.00076464-0.00029297i,-0.00059924+0.0010111i,-0.00092967+0.0007801i
0.00055169-0.00054444i,0.00055414-0.00061927i,-0.0011732+0.0010181i,-0.0022288+0.0022975i,-0.0015951+0.0017126i,-0.00078066+0.0021584i,-0.00084546+0.0023359i,-0.00086197+0.0018737i,-0.0010841+0.0010631i,-0.0011208+0.00022105i,-0.00034159+2.7365e-06i,-0.00022079+0.00016053i,-0.00039122-0.00021786i,-0.00064471-0.0009142i,6.7607e-06-0.0013393i,0.0015979-0.00124i,0.0020931-0.0012946i,0.0020116-0.0010381i,0.0013944+6.7583e-05i,0.00050701+0.0004428i,0.00038602+0.00014864i,0.00013258-0.00012441i,-0.00038773-0.00022189i
-0.00063995+0.0016019i,0.00037121+0.0021907i,-0.00099256+0.0023449i,-0.0023493+0.0024783i,-0.0019823+0.0016363i,-0.0013112+0.00063998i,-0.0011182+0.00087173i,-0.00074937+0.0019514i,-0.00036594+0.0014535i,-0.00095476+0.00010072i,-0.0010376-0.00027657i,8.3504e-05-0.00011614i,0.00065545+2.8382e-05i,0.0008408+0.00021787i,0.00060324+0.00012448i,0.00013089+3.6616e-05i,0.00044789-0.00080176i,0.00062662-0.0012889i,0.00028475-0.00029477i,6.0831e-05+0.00034924i,9.588e-05-0.00017928i,0.00041518-0.00079815i,0.00013198-0.001135i
