0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
0.0011255+0.0012224i,0.0012019-0.00025364i,0.0020602-0.001926i,0.001599-0.001673i,0.0015815-0.0018124i,0.0022207-0.0021365i,0.0020065-0.001094i,0.00090316-0.00022973i,0.00041893-0.00023991i,0.00091761-0.00017694i,0.00082677+0.00011086i,8.0879e-05+1.1735e-05i,-0.00012051-0.00012516i,0.00037572+0.00038628i,0.00046904+0.0001644i,0.00018148-0.00091847i,0.00074915-0.0011904i,0.0013794-0.00063566i,0.00077137-0.00052513i,0.00036597-0.00065451i,0.00085046-0.00038119i,0.00067171+0.00012826i,0.00040473+0.00064175i
0.0013084-0.00076499i,0.00057741-0.001534i,0.0011895-0.001864i,0.0013861-0.0017282i,0.00057884-0.0017841i,-4.4501e-05-0.0016319i,0.00099778-0.0010503i,0.00057333-0.00013924i,-0.00047475+0.00032277i,-0.00051953-0.00035917i,-0.00078662-0.0013847i,-0.00059784-0.0010681i,-1.6368e-05+0.0003665i,5.0084e-05+0.00039515i,-0.0001267-0.00037496i,-7.7415e-05-0.0004522i,1.0576e-05+3.8342e-05i,5.2725e-06+0.00048569i,0.00018598-3.6558e-05i,-3.6554e-05+0.00020431i,-9.8713e-05+0.001323i,-1.572e-05+0.0016395i,0.00011145+0.0005767i
0.00062-0.0004165i,0.00099618-0.00039242i,0.00085567-0.0011148i,0.0013561-0.0006018i,0.0021856+2.2091e-06i,0.0023553+5.5142e-05i,0.0017944+8.779e-05i,0.00031212-7.4376e-05i,-0.00027903+0.0002146i,0.00015027+0.0002982i,-0.00015418-0.00061193i,-6.0966e-05-0.00097562i,0.00053412-0.00052081i,3.6495e-05-0.00054657i,-0.00040497-0.0010052i,4.4558e-05-0.001094i,0.00057143-0.00057832i,0.00047022-0.00045181i,0.00026742-4.2835e-06i,-0.00028955+0.00099524i,-0.00051842+0.00077134i,-1.3718e-05+0.00056968i,0.00057304+0.00047824i
0.00075015+0.00080697i,0.00048222+3.5797e-05i,-0.00027902+0.0002147i,0.00015758-0.00052508i,0.0014414-0.0010077i,0.0021696-0.0011769i,0.0010388-0.0014431i,0.00018406-0.00046915i,0.00062014+0.00063386i,0.0014378+0.00049886i,0.0014192-0.00011879i,0.00035469-0.00037559i,-0.00035591-0.00048689i,-0.00059376-0.00085873i,-0.00021924-0.00059386i,0.00083127+0.00025911i,0.0010928+0.00055349i,0.00023526+0.00074429i,-0.000317+0.00041759i,-0.00031825-0.00033146i,-3.7562e-06-0.00058253i,0.00035253+6.848e-05i,1.3724e-05+0.0003431i
0.00012985+5.2853e-05i,-0.00061887-0.0002324i,-0.0013519-6.5691e-05i,-0.0012377+4.0303e-05i,-0.00026571-0.0010717i,0.00019882-0.0023798i,0.00041737-0.001783i,0.00053885-0.00036627i,0.00086432+0.00034175i,0.0011398+0.00050408i,0.00069369+6.6727e-05i,0.00015167-0.00055764i,3.3961e-05-0.00082233i,-0.00019674-0.00039059i,-0.00014673-0.00027266i,-0.00011391+0.00011716i,0.00036154+0.00041878i,0.00068931+5.4114e-05i,0.00048987-0.00028516i,0.00065438-0.00099945i,0.0010431-0.0012054i,0.0009643-0.00034399i,0.00027003+0.00044375i
0.0020739+0.00079553i,0.0020252+0.00078655i,0.0015155+0.00025788i,0.0011749-0.00040466i,-0.00028655-0.0013611i,-0.00051392-0.0013532i,0.00026975-0.001393i,0.0013918-0.00070553i,0.0017019+5.7042e-05i,3.7195e-05+0.00027133i,-0.00093143+0.00025257i,-0.00035164-3.4896e-05i,0.00039484-0.0001213i,0.00067722+7.2468e-05i,0.00068245+0.00044219i,0.00079862+0.00014989i,0.00058732-0.00045139i,-8.0981e-05-0.00050383i,-0.00035104+4.1729e-05i,8.9168e-05+0.00010108i,0.00034673-0.0002188i,1.1224e-05+0.00034211i,0.00022963+2.1031e-07i
-0.0047671+0.00020734i,-0.003673+0.00027527i,-0.0022541+0.00071921i,0.00022333+0.0016665i,0.0031045+0.0010008i,0.0040012-0.0012713i,0.0032054-0.002449i,0.0012344-0.00172i,-0.00016586-0.00041205i,0.00022076-0.00037404i,0.00065878-0.0011916i,0.00077159-0.0011353i,-0.00022025-0.00096201i,-0.001222-0.0021353i,-0.00012322-0.0023626i,0.00031294-0.00059435i,0.00044726+0.00030921i,0.00061434+0.00040981i,-2.9604e-06+0.0015536i,-0.00047451+0.0014601i,-0.00012069-2.8112e-05i,0.00039129-0.0010391i,0.0006374-0.00073232i
-0.00037846+0.0003302i,-0.00016651-0.0014086i,-0.00018235-0.0024901i,-0.0001482-0.0016834i,9.5472e-05-0.00089297i,0.0016163-0.0008916i,0.0028286-0.0019715i,0.0020945-0.00219i,0.0011282-0.00072173i,0.00066116-2.5461e-05i,-0.00025583-0.00040237i,-0.00083125-0.00026053i,-0.00035544+0.0004736i,-0.00020904+0.00099503i,-0.00047157+0.0011732i,-0.00039702+0.0003543i,3.5762e-05+3.3109e-05i,0.0010271+0.00016049i,0.00097226+0.00071206i,0.00023334+0.00071123i,0.00019314-3.9304e-05i,0.00034003-0.0003092i,0.00011838-4.9429e-05i
-0.00044157-0.00040968i,-0.00024185-0.00064376i,-0.0013801-0.00079248i,-0.0019086-0.00080796i,-0.00099463+0.00040342i,5.2796e-05+0.0010729i,0.00042564+0.00050361i,0.00036744+0.00032911i,0.00056843+0.00083779i,0.00080193+0.00089246i,-4.1488e-05+1.7855e-05i,-0.00060193-0.0002886i,0.00047522+0.00025634i,0.0010209+0.00065504i,0.00069117+0.00050422i,4.5962e-05-1.7838e-05i,-0.0003461-0.00026453i,9.835e-05-2.4628e-05i,0.00058111-0.00045416i,0.00030598-0.00065583i,3.2672e-05-0.00021776i,7.6382e-05+0.000186i,-5.1376e-05-9.3133e-05i
-0.0002933-0.0025994i,-0.00040144-0.0033465i,-0.0010847-0.0029735i,9.1994e-05-5.3798e-05i,0.0014399+0.0014896i,0.002981+0.00026204i,0.002753-0.00085534i,0.0006744-0.0010086i,8.695e-05-0.00059075i,0.00050387-0.00012572i,0.00079969+3.556e-05i,0.0010147+0.00034305i,0.00087397+9.4909e-06i,0.001317-0.00042692i,0.0010619-0.00052612i,0.00045085-0.00023634i,-7.7883e-05+0.00044149i,-0.00022994+0.00099642i,0.00014697+0.0011788i,0.00014569+0.0010708i,-4.5149e-05+0.00085812i,0.0003399+0.00048473i,0.00019332-0.0002062i
0.00011963-0.00070055i,9.7711e-05-0.00078158i,-0.00099556-0.00072948i,-0.0014366+2.6821e-05i,-0.00044227-0.00016722i,0.0017623-0.00044607i,0.0022045-8.6522e-05i,0.00094954+0.00076222i,-9.9873e-05+0.0012568i,-0.00021464+0.00089813i,0.00014559+0.00099246i,0.00028788+0.00044925i,0.00068211-0.00055048i,0.00073048-0.00065691i,0.0001394-0.00066159i,-0.00010403-0.00043869i,-7.879e-05+0.00048598i,-0.00015046+0.00081378i,0.00060282+0.00066373i,0.0010679+0.00031632i,0.0010624-0.00022215i,0.00050607-0.00053228i,-0.00014532+4.9267e-05i
0.00043818-0.0030123i,-0.00065588-0.0022305i,-0.0023841-0.0014983i,-0.0023723-0.0010095i,-0.0005527-0.00051571i,0.00099678-0.0011727i,0.0011714-0.0021839i,0.0013945-0.0013304i,0.0009099+7.8259e-05i,0.00078397+0.00031446i,0.00095817+0.00057165i,0.0015642+0.0002351i,0.0015318-0.00041896i,0.000869-0.0010262i,0.00056767-0.00090703i,6.7201e-05-0.0006014i,6.6277e-05-0.00046693i,0.00044748+5.4474e-05i,0.00048624-0.00014016i,0.00089937+7.8949e-05i,0.00075596+0.00030107i,-3.4193e-05+3.6362e-05i,-0.00039439-0.00061775i
0.00098781-0.0022057i,0.0015424-0.0025678i,0.0012007-0.0027068i,0.0010143-0.002943i,0.001593-0.0016811i,0.002357-0.00054665i,0.0026255-0.00034559i,0.0018586+0.0002933i,0.00093722+0.00041511i,0.0010813+0.00025544i,0.0010588+0.00027933i,0.0006128+0.00013266i,3.2299e-05+0.00041912i,0.00048485+0.00079478i,0.00068819+0.00060482i,4.5149e-05+4.6994e-05i,0.00042553-0.00044413i,0.00091549-0.0006975i,0.00093825+7.9658e-05i,0.00077691+0.00037741i,0.0013086-0.00017734i,0.0010667-1.5826e-05i,0.00025693+4.3288e-05i
-0.00056005+0.0014061i,0.00016332+0.0018101i,0.00049225+0.001772i,-0.00019176+0.00030993i,0.00063266-0.00040259i,0.0018965-0.00018544i,0.0018124-0.00089795i,0.0010686-0.00082737i,-0.00042834-6.2114e-05i,-0.0011658-0.00032478i,-0.0011721-0.0010983i,-0.00092858-0.0011182i,0.00014875-0.0005344i,0.00044626+0.000111i,0.00047108+8.0868e-05i,0.00095086-0.00033987i,0.00036036-0.00015792i,1.9929e-05+0.00063473i,0.00020763+0.0009025i,-0.0001203+0.00021381i,-0.00024072-4.8556e-05i,-0.00015896+6.444e-06i,-0.00017384-0.00019719i
-0.0010128-0.00010022i,-0.00059096-0.00022058i,-0.00026903-0.0012438i,8.4386e-05-0.00072009i,0.00089692-2.9065e-05i,0.002328-0.00099561i,0.0021274-0.0022779i,0.00093967-0.0017227i,0.00075638+0.00022076i,0.0010297+0.0010313i,0.0005733+0.00036423i,-0.00017518-0.00041337i,-8.9046e-05-0.00040612i,0.00041417-0.00057378i,0.00086183-0.001364i,0.00027026-0.0011981i,-0.00054294-0.00023495i,-0.00059867+0.00033092i,-0.0003484-0.00012246i,-0.00044068-0.00097253i,-0.00069275-0.00079451i,0.0001035+0.00039216i,0.00032086+0.00077827i
-0.00013662-0.00094909i,0.0019602-0.0013713i,0.0023096-0.0020602i,0.00096429-0.0016699i,0.0017173+0.00013559i,0.0039208+0.00079331i,0.0036907-0.00015689i,0.0019032-0.00059284i,0.00081306+0.00065595i,0.0006397+0.001012i,0.00023168+0.00058844i,-3.5795e-05+0.00049323i,0.00031605+0.00059007i,0.00037316+0.0014643i,0.0001059+0.0010701i,0.00017721-0.00024138i,0.0004024-0.00036741i,0.00031195-0.00062249i,-9.8618e-05-0.00059974i,-0.00040156+0.00042381i,5.1311e-05-0.00020962i,0.00055771-0.001287i,0.00026411-0.001065i
-0.0014283+0.00018535i,-0.0006325-0.00034552i,-0.0003639-0.00062099i,-0.00045002-0.0011176i,0.00088877-0.00098238i,0.0018932-0.0013463i,0.0020242-0.0013922i,0.0010892-0.0009678i,-2.3757e-05-0.00050797i,8.5291e-06-0.00093081i,0.00034373-0.0014153i,0.0009218-0.0010736i,0.0012966-0.00086158i,0.00083053-0.00092342i,0.00056079-0.00079103i,0.00072177-0.00045566i,0.00077582-0.00022037i,0.00091894-0.0003253i,0.00092813-0.00048356i,0.00092736-0.00026835i,0.00038603-0.00022838i,-0.00045366-0.00049179i,-3.3961e-05-0.00029086i
0.0012031-0.0013507i,0.0016506-0.0031002i,0.00077788-0.003471i,0.00040287-0.0032266i,0.0010313-0.0022748i,0.0011411-0.0009139i,0.0019805-0.0013688i,0.0017644-0.0015734i,0.00078875-0.00028802i,0.00018292+0.00031861i,-0.00011351+0.00033367i,-0.00036439+9.4503e-05i,-0.00034895-0.00051015i,9.082e-05-0.00096362i,0.00032768-0.00072425i,0.0001828-0.00058754i,4.1781e-05-0.00070728i,0.00040632-0.00025249i,0.00059682+0.00020993i,0.00039305+0.00043217i,0.00061512+0.00061617i,0.0012836+0.00022235i,0.0011233+8.0184e-05i
0.00035737-0.00026661i,0.00076664+0.00090371i,0.0010432+0.00063125i,0.00144+0.00023628i,0.0021767+0.00082492i,0.0026182+0.00063728i,0.002053-0.0002247i,0.00098245-2.7285e-05i,-0.00032482+0.00067036i,-0.00074715+0.00028811i,-5.3543e-05-0.00051717i,8.75e-05-0.000454i,0.00059127-0.00012521i,0.00085035+0.00044114i,0.00096493+0.00066578i,0.000897+0.00069827i,0.00040532+0.00048783i,0.00058837+0.00010486i,0.00043277+0.00056916i,0.00037119+0.00094399i,0.00030746+0.00095863i,-0.00015918+0.00060624i,-8.8702e-05-0.00028667i
0.0020662-0.00087979i,0.0017488-0.0022267i,0.00029316-0.0032726i,-0.00057566-0.0031256i,0.00045346-0.0019914i,0.00094333-0.00060885i,0.0011321-0.00050362i,0.00092206-0.0018896i,0.0007946-0.0020745i,0.0011147-0.00099779i,0.00058624-0.00075339i,-0.00048092-0.00088605i,-0.0007599-0.00051128i,-0.0001505+7.0887e-05i,0.00032206-0.00040408i,0.00064548-0.00050776i,0.00097204-9.9827e-05i,0.00098644+0.00059952i,0.00038342+0.0010635i,-0.00019954+7.4147e-05i,-0.00023926-0.0007316i,-3.9947e-05-0.00018906i,0.00011771+0.00033785i
0.00054289+0.00051535i,0.00062597+0.00050925i,0.00089333-0.00058056i,-0.00082117-0.0022153i,-0.0014363-0.0026189i,-0.00027819-0.0019387i,0.00039678-0.0014129i,0.0006324+0.00011418i,0.00091829+0.0016964i,0.00051864+0.0015312i,-5.3829e-05+0.00084358i,-0.00011512-0.00018667i,2.1757e-05-0.00085316i,-2.9965e-05-0.00027364i,-0.00017507+0.0004893i,-0.00025576+0.00024186i,-7.7779e-05-0.00019559i,0.00028636-0.0002295i,0.0005576-0.00033276i,7.8639e-05+6.1964e-05i,-0.00038315+0.0006202i,0.00013674+0.00052309i,0.00071984-0.00013986i
0.0017967-0.0016352i,0.00016745-0.0019621i,-0.0012056-0.0018386i,-0.00062849-0.0018645i,5.1829e-06-0.0018938i,0.00042984-0.00058563i,0.00073971+0.00010465i,0.00078385-0.00018423i,3.3747e-05-0.00023188i,-0.00027285-0.00046245i,0.00029212-0.00057815i,0.00078735+0.00027324i,0.0011592+0.00072886i,0.001098+0.00012524i,0.00059916-0.00021264i,0.0004591+8.3463e-05i,0.00026083+0.00034246i,-0.00017406+0.00013491i,-0.00010775+0.00034209i,0.00025517+2.65e-05i,8.2998e-05-0.00095136i,0.00012846-0.00072065i,0.00071217-0.00053822i
0.0015335-0.0026424i,0.0018991-0.0019005i,0.0013348-0.0030472i,-0.00015292-0.0029949i,-0.00064993-0.0011104i,0.00028778-7.6991e-05i,0.0010232-0.00049753i,0.0015739+2.4467e-05i,0.00099789+0.0005661i,0.00042958+0.00042948i,-9.8312e-05+0.0011442i,-0.00025269+0.0012539i,0.00027411+0.00019147i,0.00012952-0.00020417i,0.00023411-0.00017803i,0.00053938-4.7191e-05i,0.00043781-0.00057508i,0.00093659-0.00030594i,0.00092264-0.00014587i,0.00024841-0.0010688i,0.00017272-0.0014873i,6.6281e-05-0.0010519i,-0.00045344-0.00083836i
9.1198e-05+0.00052172i,0.0001213+0.0010142i,0.00018127-0.0020223i,-4.8333e-05-0.0037238i,0.00024491-0.0030913i,0.0013557-0.0020895i,0.0016461-0.0014644i,0.0014828-0.00064493i,0.0011591-0.0001733i,0.00019443-0.00054816i,-0.00045793-0.00051597i,-0.0010965+3.215e-05i,-0.001006+0.0002624i,-0.00015075+0.00015046i,-0.00026339-0.00043067i,-0.00099335-0.0001328i,-0.00076147+0.00056215i,2.2424e-05+0.0002418i,0.00056812+0.00022847i,0.00087971+0.00028618i,0.00084405-0.00018072i,0.00095184-0.00071379i,0.0012081-0.00065647i
-0.00072262-0.0014683i,-0.0012007-0.001713i,-0.0018979-0.0021302i,-0.0011121-0.0013047i,0.00023634-0.00010039i,0.00074025+3.632e-05i,0.0012962-0.00096288i,0.0018315-0.0011961i,0.0014473-0.00086621i,0.0015815-0.00010576i,0.001154+0.0004938i,-0.00028663+0.00052928i,-0.00055179+0.00046393i,0.00017352+0.00024941i,0.00030352+0.00021263i,0.00080055+0.0004207i,0.00086271+0.0006679i,0.0006248+0.0004967i,0.00061557+0.00066002i,0.00072635+0.00056286i,0.0013123-0.00026971i,0.00084267+0.00018395i,-0.00021077+0.0012126i
0.0036121+0.00063294i,0.004734+0.00084251i,0.0052732-0.0001572i,0.0046076-0.0013503i,0.00283-0.0010889i,0.0013161-0.00059854i,0.00093113-0.0004158i,0.00067378-0.00038895i,0.00032679-0.00049055i,0.00031183-0.0003867i,0.00059101-7.0931e-06i,0.00037715+0.00040186i,-0.00015179+0.00025939i,-0.00034748+0.00011188i,1.4148e-05-0.00060935i,0.00011423-0.0011121i,-0.00051691-0.00071859i,-0.0005619-8.607e-05i,-0.00036826+0.00051651i,-0.00016628+0.00014263i,-0.00031664-0.00012886i,-5.433e-05-0.00051507i,0.00039856-0.00055058i
0.00042195+0.00065163i,-9.7554e-05-0.00062934i,-9.37e-05-0.0015929i,-0.00028232-0.001913i,4.8692e-07-0.0017941i,0.0013016-0.00077207i,0.0019947-0.00075251i,0.0011759-0.00072662i,0.00048734-0.00013883i,1.0387e-05+0.00044677i,-0.0010925+0.00048157i,-0.0012496+0.00014723i,-0.00030574+0.00017753i,-0.00010065-0.00015783i,-9.6759e-05-0.00071921i,0.00026282-0.0012654i,0.00029192-0.0010194i,6.6343e-05-0.00032636i,0.00030336-8.6797e-05i,0.0004259+0.00056707i,8.0501e-05+0.00067272i,6.8426e-05-0.00036329i,0.0002005-0.00044948i
0.0022086-0.0022255i,0.0025813-0.0036968i,0.00069739-0.0057494i,-0.0021612-0.0041946i,-0.002679-0.0010309i,-3.3063e-05+0.0009898i,0.0024144+0.0012503i,0.0018922-5.7804e-06i,0.00032136-0.00094342i,-0.00052491-0.00063766i,-0.00028082+0.00048936i,0.0007946+0.00063835i,0.001157+8.148e-05i,0.00043725+0.00055754i,0.00058368+0.00059104i,0.00017209+0.00029267i,-0.00057966+8.5885e-05i,-0.00015929+0.00024944i,0.00069355+0.0005003i,0.00060652+0.00041088i,0.00037527+9.3035e-05i,0.00066715-0.00012475i,0.00071647+0.00017006i
0.0095877-0.0014217i,0.011374-0.0019892i,0.0074107-0.0099519i,0.00019798-0.011081i,-0.0052389-0.0077597i,-0.0061799-0.0034529i,-0.0024419-0.0010015i,-0.00029895-0.00069958i,-8.3681e-06-0.0012973i,-0.0013467-0.0025913i,-0.00272-0.0023533i,-0.0021151-0.00025877i,-0.00068429+0.0014679i,0.00037339+0.0024063i,0.00070828+0.0020516i,0.0005501-0.00041536i,0.00033178-0.0020403i,-0.00027828-0.0013525i,-0.00010095+0.00012731i,0.00033581+0.00046352i,0.0004045+0.00066192i,0.00064107+0.00058997i,0.00021632-0.00077096i
-0.0040728-0.00039013i,-0.004415+0.00046176i,-0.0039335+0.0028416i,-0.00097674+0.0038939i,0.0022835+0.0034027i,0.0043059+0.00076459i,0.0033127-0.0011915i,0.0020882-0.0011418i,0.0014346+0.00032974i,0.0019882+0.0016857i,0.0016328+0.0015858i,-5.2931e-05+4.7601e-06i,0.00023722-0.0014012i,0.0011033-0.0023111i,0.00070654-0.0020376i,0.00013814-0.00084344i,0.00053059+0.00010093i,0.00084215+0.00056886i,0.00029764+0.00059713i,-9.2132e-05+0.00012535i,-0.00039964-0.00014276i,-0.00065738-0.00025818i,-0.00038399+8.8932e-05i
-0.0023003-0.0002136i,-0.0028107+0.00027864i,-0.001195+0.0014889i,0.0014963+0.0013037i,0.0024014+0.001007i,0.0024787+0.0003919i,0.0016115-0.00097262i,0.0010306-0.00079414i,0.0010199+0.00093674i,0.0012486+0.0014335i,0.0012728+0.00080294i,0.00030133+0.00075862i,0.0002104+0.00073835i,0.00079864+0.00021509i,0.00026505-0.00044923i,-0.0004015-0.00012176i,-0.000228+0.00038072i,0.00052667+0.00038073i,0.00037834+0.00049791i,-0.00045369+0.00050616i,-0.000573-0.00012115i,-0.00053263-0.00026018i,7.0565e-05+0.00020587i
-0.0013051-0.00073423i,-0.001972-0.00031285i,-0.002537+0.00018318i,-0.0024265+0.00048695i,-0.0011397+0.0005337i,2.2273e-05-6.0043e-06i,-0.00057601+0.00058728i,-0.00014814+0.00081903i,0.00028811+0.00049719i,0.00028756+0.0010099i,0.00053758+0.000891i,0.00069577+0.00010003i,0.00049195-7.1441e-05i,5.9379e-05-0.00042371i,-0.00022436-0.00013566i,-0.00047746+0.0009481i,-0.0007199+0.0008217i,-0.00050598-0.0003653i,0.00028018-0.0005136i,0.00047191-0.00020537i,2.5928e-05-6.9071e-05i,0.00011577+0.00028844i,-0.00040979-3.7321e-05i
-0.0018795-0.00064797i,-0.0012086-0.0010497i,-0.00015383-0.00012634i,0.00099133+0.00044223i,0.002667+0.00094149i,0.0040857+0.000612i,0.0031733-0.00023167i,0.00109-0.0005382i,0.00026161-6.8193e-05i,0.0010055+0.00034214i,0.0014729+0.00016258i,0.00098645-0.00025571i,0.0008205-0.00071366i,0.00096008-0.00079188i,0.0011505-0.00040564i,0.00096499-7.2271e-05i,0.00015426+0.00033535i,-0.00034511-0.00021374i,0.00013691-0.00059486i,0.00072005-0.00035052i,0.0013451-0.00014998i,0.00091532+0.00064291i,-0.00020512+0.001001i
-0.0012184+0.0008283i,-0.0011761+0.00075153i,-4.7205e-05+0.0010529i,0.0012962+0.0003641i,0.0024536-0.000257i,0.002996-0.000802i,0.0024824-0.0018008i,0.00065073-0.0016692i,-0.00039991-0.00036149i,0.0002512+0.00075372i,0.00031424+4.6511e-05i,5.6581e-05-0.00097019i,0.00031333-0.00035617i,0.00061616+0.00045651i,0.00089932-7.0304e-05i,0.0012391-0.00065785i,0.00057823-0.00041741i,-0.00010351+0.00043844i,-0.00071593+0.00081747i,-0.0014827+0.00048255i,-0.0013812+0.00034617i,-0.00025681+2.2777e-05i,0.00073213-4.6233e-05i
-0.0033275+0.00032555i,-0.0036254-5.2236e-05i,-0.0024257+0.00037817i,-0.0011855+0.00041987i,0.00049553-6.1085e-05i,0.0017693-0.0011977i,0.0014147-0.0016565i,0.00048139-3.2054e-05i,0.00026818+0.00043157i,0.00083166-0.0002382i,0.0013638+0.00034604i,0.00099029+0.00022315i,-0.00022597-5.0604e-05i,-0.00045619-0.00055397i,-0.00016064-0.0010521i,-0.00017028-0.00091318i,0.00014892-6.1384e-05i,0.00038756+0.0002017i,0.00011736+0.00038148i,0.00058996+0.00012685i,0.00086263-0.00015356i,0.00013266+7.8097e-05i,0.00059641-0.00021549i
-0.00085787-0.0017647i,0.00027283-0.0022202i,0.0019049-0.0020699i,0.0022241-0.00090932i,0.002222+0.00067324i,0.0026043+0.0012844i,0.0021383+0.0010058i,0.0011694+0.00010272i,0.0010117+1.4487e-05i,0.0010694+0.00026424i,0.00090459-0.00015724i,0.0011045-0.00026508i,0.00078859-4.1714e-06i,0.00033136-3.381e-05i,0.00065021-0.00042634i,0.00038169-0.00081025i,-5.0433e-05-0.00051912i,-7.848e-05-5.4144e-05i,0.00056283-0.0001704i,0.00062823+4.7599e-05i,0.00087882+3.576e-05i,0.001293-0.00043937i,0.00063742-0.00083985i
-0.00086029-0.0016576i,-0.0008656-0.0014896i,-0.00086004-0.0003226i,-0.000878+0.00048878i,0.00010789+0.00075909i,0.0013932+0.00099275i,0.0018461+0.00033224i,0.0018611-1.1971e-05i,0.0013674-0.00015543i,0.00010365-0.00073283i,-0.00064639-0.0008251i,-0.00048469-0.00069047i,0.00029449-0.00056121i,0.00085684-0.00037729i,0.00075722-0.00026722i,-0.00014755+0.00033109i,-0.00092317+0.00083309i,-0.00061992+0.00052368i,0.00028646+0.00036956i,0.00057466+0.00055896i,0.00095897+0.00037893i,0.00059536+0.00049245i,0.00042927-0.00011839i
0.0015163+0.00077844i,-0.00013427-0.00024586i,-0.0018073-0.002946i,-0.0022181-0.0036609i,-0.0011806-0.0025147i,0.0011732-0.0010938i,0.0011937-0.00047248i,0.00079541-0.00090256i,0.0014758-0.00098617i,0.0012522-0.00051718i,0.00050087-0.00014381i,0.00028467-0.00017626i,0.00016925-0.00028409i,0.00020623+0.00049072i,0.00011151+0.00074525i,0.00013919+0.00031299i,0.00063023+0.00073581i,0.00092203+0.00047612i,0.00034779-0.00024651i,-0.00023892-0.00046345i,-0.00049756-6.4173e-05i,-0.00034856+0.00043341i,0.00016809+0.00017249i
-0.0012145+0.0023972i,0.001102+0.0027251i,0.0040743+0.0029188i,0.0046008+0.0019363i,0.0033392-0.00066513i,0.0029225-0.0021302i,0.002425-0.0017726i,0.0010668-0.00090809i,-0.00011594+5.206e-05i,-0.00013482+0.00022652i,5.4832e-05-0.00016904i,-0.00028017-0.00025297i,0.00011659-0.0002493i,0.0008146+0.00025854i,0.0011789+0.00033059i,0.00094053-0.00019605i,0.00066616+0.00013594i,0.00061493+0.0010032i,0.0001152+0.00093211i,0.00013505+0.00063751i,0.00041912+0.00015291i,0.00049976-0.00019975i,0.00044764+0.000485i
-0.002544+0.0025596i,-0.001603+0.0011684i,-0.00048176+0.001039i,0.00093013+0.0010173i,0.0018215+0.00034711i,0.0020402-0.00068034i,0.0019502-0.00062803i,0.00079813-0.0006333i,-0.00032618-0.00028612i,-0.00039545+0.00024087i,0.00059605-6.5619e-05i,0.001495-0.00040206i,0.0015786-0.00064536i,0.00085783-0.00086275i,0.00046281-0.00061971i,0.000543-0.00042634i,0.00030173-0.00016258i,-0.00018708+0.0002348i,-7.3713e-05+0.0012414i,0.00025665+0.0012101i,8.6227e-07+1.9817e-05i,-0.00050896-0.00035218i,0.00020568-0.00012034i
-0.0013301+0.0013504i,-0.0012729+0.0013075i,-0.00082317-0.00049396i,-0.00011822-0.0013688i,0.0012052-0.00061456i,0.0023254-0.0010866i,0.0024723-0.0018906i,0.0015865-0.0015837i,0.0012201-0.00062469i,0.00075401-0.00011683i,-0.00010227-8.1011e-05i,-0.00046893+0.00028226i,-0.00021127-9.67e-05i,0.00042738-0.001017i,-0.00020941-0.00085963i,-0.00074529-0.00027801i,0.00011854+0.00024928i,0.00027696+0.00063687i,-3.6455e-05+0.00085252i,0.00033396-0.00046323i,0.00053205-0.0015688i,0.00025662-0.0011107i,8.5632e-05-0.0011625i
-0.00039162-0.0020362i,-0.00084904-0.0019003i,-0.0010494-0.00098685i,-0.00032234+0.00023593i,0.00068139+0.00052653i,0.0018046-0.00028958i,0.0018927-0.00083996i,0.0016441-0.00044335i,0.00081544+0.00047399i,0.00029955+0.00087939i,0.00039323+0.0004652i,-0.00026227+0.00018976i,-0.00024941-7.7011e-06i,0.00075728-0.00060359i,0.00078721-0.00060974i,-2.1285e-05-0.00042705i,-0.00039946-0.00037287i,-5.1406e-05+0.00018963i,0.0007091+0.00070201i,0.0005791+0.0010419i,-4.8323e-05+0.00069927i,1.5768e-05+0.00013732i,0.00032735+0.00070316i
0.00060251-0.0022849i,0.00030349-0.0026728i,-0.00030476-0.0024081i,-0.00060947-0.0022066i,0.00013828-0.0018384i,0.0021435-0.0013862i,0.0029376-0.00074394i,0.0016442-0.00034697i,0.0011737-0.00086641i,0.0010061-0.00098815i,0.00097068-0.00035074i,0.0011081+0.00029589i,0.00089112+0.00074601i,0.0010278+0.0011796i,0.00076266+0.00040281i,0.00032305-0.00054301i,-0.00018825-0.00032914i,-0.00034901+0.00029554i,-0.00024417+0.00014389i,-0.00035383-0.00025155i,-0.00018731-1.8431e-05i,0.00016354-4.844e-06i,0.00092334-0.00048577i
