-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
-0.057924-0.087015i,-0.25271-0.31947i,-0.65103-0.70984i,-1.0271-0.94156i,-1.0612-0.80704i,-0.81599-0.55259i,-0.56829-0.24756i,-0.31019+0.089602i,-0.0675+0.22525i,0.028509+0.18954i,0.046472+0.14207i,0.062814+0.077558i,0.061076+0.0053353i,0.07051-0.041649i,0.10204-0.074476i,0.10361-0.10588i,0.050497-0.12478i,-0.0076448-0.10708i,-0.027385-0.061767i,-0.026284-0.016835i,-0.032835+0.012022i,-0.036314+0.018424i,-0.028908+0.012784i
0.18275-0.076307i,0.31341-0.079504i,0.47124+0.28048i,0.70772+0.57924i,0.82517+0.36943i,0.64294-0.016664i,0.32566-0.2034i,0.099327-0.23769i,-0.020135-0.22997i,-0.094997-0.19672i,-0.10853-0.12424i,-0.034288-0.035357i,0.060176+0.0085405i,0.082142+0.012826i,0.046436+0.022024i,0.018752+0.039496i,0.012524+0.040911i,0.0076475+0.019061i,-0.0025743-0.0021468i,-0.019795-0.014342i,-0.050694-0.018538i,-0.082721-0.0091691i,-0.084926+0.0051231i
0.85662+8.4433i,3.7716+7.7955i,7.6122+6.4372i,8.4199+2.6319i,6.4176-1.0557i,3.1106-2.7208i,0.62504-1.7694i,-0.045837-0.2172i,0.40901+0.4999i,0.94346+0.23507i,0.61061-0.46343i,-0.32532-0.86569i,-1.1592-0.82944i,-1.5877-0.42049i,-1.4408+0.12145i,-0.94847+0.45742i,-0.45702+0.43096i,-0.10676+0.13601i,0.079705-0.15478i,0.15481-0.26525i,0.21709-0.30685i,0.21624-0.31265i,0.17281-0.19462i
-0.081392-0.39953i,-0.4644-0.91333i,-0.94564-1.0746i,-1.0461-0.7436i,-0.53309-0.3342i,0.080169-0.23564i,0.20873-0.19051i,0.11042+0.033345i,0.12349+0.17631i,0.13534+0.12955i,0.1016+0.072481i,0.10548+0.064097i,0.14013+0.032808i,0.13552-0.03332i,0.092287-0.061252i,0.070335-0.035326i,0.060413-0.015772i,0.026315-0.0093954i,-0.0053272+0.0085272i,-0.014893+0.021583i,-0.020465+0.027847i,-0.020461+0.030305i,-0.020165+0.017487i
0.35178+0.28496i,0.77688+0.53653i,1.0508+0.78711i,0.84575+0.7768i,0.31139+0.61092i,-0.054891+0.52175i,-0.043718+0.34812i,0.024716+0.068844i,-0.0094467-0.036897i,0.01604+0.005949i,0.064591-0.0015262i,0.040135-0.029466i,0.0040389+0.0016728i,-0.0026609+0.048764i,0.016356+0.06471i,0.052588+0.048072i,0.068557+0.024256i,0.045118+0.012541i,0.0028019+0.018593i,-0.0183+0.045292i,-0.0053554+0.063667i,0.0087915+0.048682i,0.017671+0.023067i
-0.3159-0.0090267i,-0.59605-0.12872i,-0.61871-0.39226i,-0.34873-0.60092i,-0.12687-0.56497i,-0.079496-0.37664i,-0.10436-0.15493i,-0.083011+0.06248i,0.022237+0.16328i,0.10113+0.13474i,0.091896+0.09522i,0.058811+0.061127i,0.040071+0.014957i,0.048075-0.024608i,0.049067-0.075904i,-0.0030191-0.12104i,-0.06166-0.12559i,-0.075264-0.096747i,-0.041345-0.050116i,0.014011-0.0073787i,0.041567+0.011561i,0.026696+0.01213i,-0.0087496+0.0099053i
0.30031-0.21507i,0.52129-0.4787i,0.41087-0.57723i,-0.013619-0.3085i,-0.25595+0.042419i,-0.1985+0.097094i,-0.12121-0.025714i,-0.055404-0.070486i,0.069227-0.060519i,0.15817-0.10135i,0.12714-0.1344i,0.051158-0.079289i,0.034802-0.014883i,0.032206-0.010735i,0.0097335-0.0075299i,0.013226+0.0342i,0.03303+0.077473i,0.037447+0.079211i,0.028238+0.038572i,0.02774-0.013417i,0.034891-0.056829i,0.026585-0.069049i,0.0077778-0.039301i
-0.1433+0.34445i,-0.16952+0.88187i,0.077612+1.2597i,0.46121+1.0566i,0.52775+0.53144i,0.29426+0.2001i,0.16183+0.072177i,0.14703-0.045461i,0.089222-0.12678i,0.021086-0.095182i,0.033547-0.0028864i,0.10113+0.028517i,0.10827-0.015975i,0.04952-0.043366i,0.012923-0.031104i,0.027718-0.020308i,0.05782-0.016629i,0.061235+0.0027019i,0.049232+0.036402i,0.043342+0.04363i,0.022412+0.01873i,-0.01237+0.0027993i,-0.017707+0.0078602i
-0.13782-0.33637i,-0.4546-0.77271i,-0.85887-1.0178i,-0.97296-0.70029i,-0.59231-0.14262i,-0.12906+0.11224i,-0.011503+0.071134i,-0.0734+0.048442i,-0.047064+0.052442i,0.021315-0.030116i,0.033512-0.11034i,0.016446-0.13061i,0.0041227-0.10596i,-0.0041479-0.05964i,-0.014595-0.036424i,-0.033777-0.036714i,-0.052643-0.032419i,-0.042646-0.015777i,-0.003715-0.0095542i,0.021055-0.027036i,0.014709-0.032518i,0.0074522-0.017147i,0.0070854-0.011757i
0.23445+0.21112i,0.52253+0.44315i,0.73131+0.57255i,0.62612+0.37623i,0.29037+0.04478i,-0.015169-0.095803i,-0.097296-0.038025i,0.007278-0.032945i,0.0559-0.13002i,-0.017492-0.16778i,-0.073933-0.12671i,-0.075776-0.099868i,-0.082221-0.10123i,-0.089609-0.088544i,-0.081133-0.065015i,-0.070125-0.049178i,-0.060144-0.027638i,-0.042475-0.0015033i,-0.024546+0.0029023i,-0.013771-0.009812i,-0.010969-0.012393i,-0.017405+0.0016096i,-0.017163+0.024235i
-0.10962-0.048636i,-0.18275-0.10523i,-0.065401-0.11368i,0.22553+0.0049768i,0.42002+0.22581i,0.43206+0.35867i,0.34109+0.27709i,0.17232+0.11438i,0.010616+0.029177i,-0.064132+0.024872i,-0.084971+0.062173i,-0.070278+0.11656i,-0.025761+0.13406i,0.0060612+0.097935i,0.0048217+0.049272i,-0.0036033+0.016844i,0.0088932-0.007029i,0.018928-0.02823i,0.0036317-0.02557i,-0.011154-0.0022305i,-0.0063628+0.012962i,0.012255+0.013563i,0.027174-0.0072704i
0.066145-0.040602i,0.12108-0.095169i,0.04763-0.14221i,-0.11256-0.17485i,-0.14554-0.28656i,-0.079765-0.41813i,-0.094414-0.38686i,-0.11306-0.16301i,-0.041822+0.041394i,0.04407+0.097398i,0.096595+0.070306i,0.10272+0.025943i,0.072222+0.0032949i,0.042586+0.0020097i,0.027773-0.002311i,0.0097133-0.016117i,-0.034026-0.024279i,-0.066969-0.0081713i,-0.047104+0.0052115i,-0.019164-0.013569i,-0.012929-0.036735i,-0.0094272-0.042881i,-0.011999-0.037604i
0.040962+0.064948i,0.11807+0.20307i,0.28999+0.32242i,0.45413+0.22832i,0.42444+0.0036139i,0.22081-0.089814i,0.055343-0.028475i,0.02739+0.0049344i,0.047583-0.04091i,0.032599-0.10157i,-0.013287-0.13393i,-0.040036-0.12218i,-0.040777-0.073397i,-0.034024-0.0025883i,-0.024742+0.057259i,-0.017029+0.089773i,0.0049509+0.10616i,0.047912+0.084834i,0.055086+0.022393i,0.011451-0.01549i,-0.025502+0.00040425i,-0.031249+0.025229i,-0.024473+0.027267i
-0.12932-0.014659i,-0.33284-0.12481i,-0.60484-0.32055i,-0.77683-0.3564i,-0.70989-0.15188i,-0.45015-0.0087692i,-0.18054-0.023919i,-0.037919-0.063989i,-0.0024714-0.088324i,-0.014789-0.086913i,-0.032846-0.063733i,-0.044698-0.040936i,-0.05052-0.034804i,-0.047178-0.041277i,-0.044864-0.042398i,-0.052806-0.033577i,-0.05665-0.025154i,-0.055314-0.026851i,-0.053939-0.016462i,-0.033446+0.00455i,0.0068054+0.002582i,0.037212-0.014028i,0.04448-0.025245i
0.0047755-0.14416i,0.039701-0.23992i,0.12183-0.21136i,0.19605-0.06384i,0.18546+0.035766i,0.097764+0.065576i,0.0050574+0.086959i,-0.018147+0.09166i,0.0010753+0.065879i,-0.0016977+0.041235i,-0.0063161+0.053587i,0.016979+0.066034i,0.042422+0.038261i,0.045367-0.00029315i,0.040265-0.0032719i,0.05471+0.021059i,0.07288+0.034671i,0.065037+0.038559i,0.049185+0.042949i,0.032179+0.03497i,-0.0017192+0.014273i,-0.036132-0.00090002i,-0.050087+0.0026426i
0.20268+0.1851i,0.47313+0.31875i,0.67535+0.33982i,0.60842+0.18527i,0.36072+0.06651i,0.19573+0.099035i,0.14156+0.074154i,0.048161-0.033967i,-0.065935-0.050665i,-0.072688+0.011633i,-0.0076463+0.030113i,0.022861+0.0099483i,0.0059441+0.015233i,-0.011144+0.029778i,0.0021959+0.017184i,0.027017-0.016311i,0.028492-0.049934i,0.0070297-0.061768i,-0.012172-0.049386i,-0.015393-0.018688i,-0.0038952+0.018997i,0.014293+0.039649i,0.028914+0.036373i
-0.25026-0.040832i,-0.59812-0.037706i,-0.88802+0.036599i,-0.78768+0.12755i,-0.35724+0.044319i,-0.044086-0.17071i,-0.0070255-0.20421i,-0.038717-0.04683i,-0.021661+0.060167i,-0.013837+0.046029i,-0.027461+0.00035196i,-0.016366-0.022246i,0.021935-0.02256i,0.046005-0.011213i,0.0402-0.0043668i,0.015252-0.0039284i,-0.0082384+0.0068897i,-0.015744+0.023044i,-0.015539+0.020994i,-0.012416+0.0057106i,-0.0048905-0.0059949i,-0.007773-0.016907i,-0.026037-0.020613i
0.18271-0.047239i,0.40467-0.10969i,0.56734-0.19826i,0.41048-0.24569i,-0.0098183-0.15517i,-0.30623+0.0093325i,-0.29712+0.082413i,-0.13449+0.038613i,-0.013686-0.012699i,0.019026-0.011135i,0.0054716+0.0012719i,-0.032984-0.0078137i,-0.066928-0.019136i,-0.064033-0.019988i,-0.052012-0.01669i,-0.049609-0.012327i,-0.032789-0.011848i,-0.0039342-0.018314i,0.0056518-0.022365i,-0.0058798-0.014324i,-0.013712+0.00096671i,-0.0067851+0.019656i,0.010137+0.033661i
-0.17585+0.036036i,-0.38771+0.06371i,-0.51755+0.10751i,-0.3449+0.15912i,-0.00044343+0.17388i,0.19622+0.15046i,0.18014+0.11438i,0.099389+0.075266i,0.065519+0.021894i,0.067239-0.027594i,0.063778-0.028313i,0.06266+0.0063987i,0.067317+0.016905i,0.058725-0.0076046i,0.035749-0.024891i,0.015525-0.012363i,0.009469+0.0040577i,0.010054+0.0049076i,0.016244+0.0083052i,0.029669+0.017089i,0.038252+0.0091963i,0.037183-0.011723i,0.031213-0.024195i
0.15125-0.07991i,0.34367-0.13853i,0.46697-0.13544i,0.36554-0.068698i,0.14308-0.03941i,-0.020006-0.067466i,-0.087902-0.096737i,-0.097868-0.079264i,-0.074163-0.033886i,-0.049792-0.019107i,-0.045874-0.023947i,-0.047457-0.016136i,-0.050011+0.0032822i,-0.051562+0.026482i,-0.03212+0.03656i,0.0024518+0.023551i,0.020524+0.006165i,0.011182-0.00097618i,-0.0020387-0.00053575i,-0.0014667-0.003417i,-0.0017683-0.0123i,-0.010529-0.015572i,-0.014957-0.015897i
-0.037711+0.11654i,-0.041868+0.24335i,-0.011461+0.2524i,0.041382+0.088357i,0.085345-0.057744i,0.1036-0.073253i,0.099551-0.021944i,0.076349+0.00015294i,0.013346-0.015557i,-0.049469-0.0044419i,-0.045357+0.020458i,-0.0078049+0.012344i,0.015689+3.5711e-05i,0.03387-0.001636i,0.037118-0.01058i,0.014527-0.023029i,-0.017214-0.023253i,-0.031635-0.0033627i,-0.027339+0.016462i,-0.021429+0.017633i,-0.014827+0.012598i,-0.012401+0.011889i,-0.021076+0.010923i
-0.037311-0.021978i,-0.13912-0.028455i,-0.26609+0.040308i,-0.29253+0.1655i,-0.20125+0.2309i,-0.09777+0.17639i,-0.038061+0.069928i,-0.020416+0.0079293i,-0.0057698+0.012752i,0.023395+0.016979i,0.020484-0.0031358i,-0.0096373-0.011065i,-0.030615-0.015032i,-0.054652-0.020978i,-0.078273-0.0088116i,-0.080129+0.016118i,-0.063315+0.038488i,-0.036566+0.042726i,-0.010634+0.022767i,-0.0018115+0.0016573i,-0.0077164-0.0013962i,-0.0058906+0.006653i,0.0088086+0.014002i
-0.0053889-0.034249i,0.044695-0.14523i,0.13397-0.32653i,0.16279-0.43356i,0.10819-0.37001i,0.075449-0.2238i,0.059865-0.090786i,0.048603+0.0060627i,0.058296+0.030472i,0.047654+0.0050136i,0.029659-0.0038017i,0.0317-0.0018999i,0.03349-0.0062304i,0.037371-0.0084963i,0.047974-0.0045825i,0.054921-0.00097128i,0.059625-0.012065i,0.052482-0.033589i,0.027587-0.043771i,0.005909-0.032495i,0.0026747-0.012832i,0.0057521-0.0030474i,0.0031005-0.0036156i
0.036827-0.063551i,0.030558-0.088668i,-0.017584+0.014868i,-0.032365+0.18693i,0.0087097+0.23358i,0.0060596+0.14746i,-0.041671+0.04213i,-0.060407-0.038179i,-0.057752-0.075055i,-0.044815-0.063712i,-0.024317-0.044861i,-0.013808-0.034362i,-0.011901-0.016079i,-0.0094154-3.3017e-05i,-0.0071714-0.0086537i,-0.011169-0.030382i,-0.024722-0.038045i,-0.035082-0.022481i,-0.025837+0.0018013i,-0.0069326+0.007811i,-0.00026509-0.005462i,-0.0033487-0.014375i,-0.0059273-0.012493i
0.0065331+0.13227i,0.070477+0.27976i,0.17949+0.31629i,0.21757+0.13802i,0.1239-0.086232i,0.013417-0.14492i,0.001893-0.073185i,0.028961-0.01923i,0.012858-0.010612i,-0.022707+0.0031888i,-0.031647+0.021799i,-0.02664+0.017486i,-0.02581+0.0055086i,-0.018266+0.0084093i,-0.0091993+0.023247i,-0.0040132+0.042575i,0.010525+0.056028i,0.031353+0.049051i,0.03414+0.025153i,0.016135+0.0085925i,0.002035+0.01071i,0.0019778+0.020074i,0.0062332+0.021597i
-0.036965-0.088982i,-0.15929-0.19576i,-0.33761-0.23098i,-0.39876-0.097848i,-0.26492+0.10031i,-0.10088+0.18479i,-0.027512+0.15708i,-0.0032337+0.11192i,0.019954+0.08003i,0.043675+0.039644i,0.043918-0.0030687i,0.029956-0.010611i,0.024894-0.0012719i,0.016635-0.005543i,0.0098485-0.013372i,0.013529-0.020066i,0.014216-0.021279i,0.0070859-0.009942i,0.00024938+0.0016797i,-0.003357+0.0044991i,-0.0055462-0.00059027i,-0.0039734-0.011266i,-0.0016738-0.018861i
0.01555+0.12318i,0.11358+0.26232i,0.27123+0.30141i,0.33877+0.13577i,0.23839-0.075041i,0.13163-0.14824i,0.098171-0.12975i,0.069486-0.084857i,0.042888-0.050718i,0.017304-0.049033i,-0.017274-0.04189i,-0.029513-0.019273i,-0.0189-0.01021i,-0.014395-0.011301i,-0.018654-0.0036108i,-0.018803+0.008799i,-0.011314+0.0072664i,-0.0021774-0.011201i,-0.00096023-0.023437i,-0.0030633-0.014903i,6.4648e-05+0.00053391i,-0.0010381+0.0099007i,-0.0072066+0.014302i
-0.0063412-0.18579i,-0.060077-0.43803i,-0.1638-0.5897i,-0.22812-0.42017i,-0.16547-0.11502i,-0.084414-0.0014833i,-0.11777-0.032465i,-0.16528-0.021468i,-0.12198+0.025118i,-0.046689+0.041989i,-0.0033186+0.037599i,0.012002+0.028079i,0.015378+0.023586i,0.023678+0.021276i,0.034843+0.006908i,0.029946-0.014656i,0.0054132-0.024665i,-0.026031-0.010617i,-0.036258+0.017351i,-0.014704+0.028578i,0.011393+0.012968i,0.022022-0.0038442i,0.01846-0.0055131i
0.055463+0.14784i,0.16566+0.38228i,0.29905+0.55429i,0.32144+0.42868i,0.1663+0.12653i,-0.026567-0.023902i,-0.068791+0.00403i,0.0054886+0.012878i,0.035792-0.02361i,0.0079377-0.018077i,0.0064162+0.007075i,0.014785-0.00040758i,0.00038078-0.013862i,-0.011892-0.014005i,-0.025905-0.013424i,-0.041761-0.0039207i,-0.034941+0.0073095i,-0.0060128+0.0020755i,0.02051-0.012348i,0.021907-0.016967i,0.0072056-0.0067692i,-0.0013985+0.0061644i,0.0021994+0.010243i
-0.050773-0.1122i,-0.1665-0.28822i,-0.32022-0.3991i,-0.35181-0.24349i,-0.18726+0.083321i,0.0082221+0.27884i,0.070838+0.25372i,0.025263+0.13788i,-0.021311+0.058866i,-0.01403+0.028285i,0.0026729+0.007555i,-0.0016585+0.0011417i,-0.0059523+0.006759i,-0.00572+0.011497i,0.0016481+0.020593i,0.0209+0.024412i,0.030993+0.021036i,0.018514+0.018404i,-0.0026635+0.011875i,-0.012785+0.0021281i,-0.0085143-0.0062642i,0.0015588-0.015174i,0.0047036-0.024232i
-0.028982+0.13698i,-0.045957+0.32971i,-0.0096614+0.46039i,0.077517+0.31653i,0.12835-0.019917i,0.11967-0.23993i,0.11139-0.22371i,0.11029-0.095683i,0.084812-0.027308i,0.023554-0.040696i,-0.032261-0.049315i,-0.03887-0.036148i,-0.020144-0.030416i,-0.0072183-0.028468i,0.0010091-0.029158i,0.00087808-0.03617i,-0.00095702-0.039633i,0.0049361-0.035795i,0.0073197-0.028437i,-0.0029465-0.020293i,-0.019894-0.008731i,-0.031679+0.0074386i,-0.030651+0.02183i
0.030871-0.14103i,0.066816-0.35265i,0.090823-0.51552i,0.043333-0.41875i,-0.055772-0.13782i,-0.12308+0.047937i,-0.14589+0.039403i,-0.13175-0.03438i,-0.10014-0.050706i,-0.063447-0.010417i,-0.02422+0.020773i,-0.0025901+0.022969i,-0.00061992+0.017338i,-0.0083291+0.013612i,-0.018251+0.015766i,-0.025033+0.02734i,-0.03085+0.041412i,-0.03755+0.048802i,-0.037807+0.045336i,-0.027191+0.029236i,-0.011314+0.0088913i,0.00051428-0.0050903i,0.0036121-0.012425i
0.0034037+0.13907i,0.016913+0.34952i,0.056042+0.51438i,0.10889+0.40353i,0.13372+0.096192i,0.12395-0.10679i,0.10391-0.11438i,0.068372-0.046735i,0.047761+0.0035067i,0.051131+0.0081508i,0.041451-0.0074743i,0.01895-0.012521i,0.00072075-0.0069728i,-0.0024495-0.00083658i,0.0064729-0.0039396i,0.015452-0.011814i,0.022283-0.012606i,0.033114-0.006749i,0.041847-0.0002375i,0.037356+0.0048161i,0.022684+0.0080171i,0.0092409+0.012248i,0.0027404+0.015881i
0.054752-0.12091i,0.12025-0.28271i,0.13103-0.41587i,0.032419-0.34212i,-0.084864-0.1174i,-0.14083+0.02656i,-0.13622+0.041404i,-0.069748+0.023342i,0.0025801+0.00012387i,0.019931-0.014065i,0.014555+0.000357i,0.019508+0.016787i,0.025669+0.015264i,0.019797+0.0042674i,-0.0044763-0.00019774i,-0.022822+0.0070975i,-0.019146+0.0098251i,-0.011576+0.00098787i,-0.0056592-0.0049866i,0.0036719-0.0029222i,0.012426+0.0019198i,0.017687+0.00022769i,0.018821-0.006404i
-0.056255+0.1014i,-0.15022+0.23328i,-0.23193+0.33185i,-0.18356+0.28342i,-0.036149+0.15327i,0.06791+0.093319i,0.089573+0.10187i,0.050651+0.090206i,0.0006437+0.053127i,-0.018123+0.016183i,-0.020371-0.011986i,-0.019819-0.024121i,-0.013391-0.02203i,6.2193e-05-0.0088338i,0.028468+0.0020777i,0.055741-0.0094496i,0.058548-0.032904i,0.045492-0.044612i,0.029455-0.040189i,0.015681-0.028627i,0.0068188-0.020076i,-0.0033515-0.015135i,-0.011809-0.0062552i
0.025375-0.11265i,0.084902-0.28084i,0.14066-0.41247i,0.1171-0.35156i,0.047838-0.17712i,0.018185-0.087209i,0.00043372-0.085094i,-0.013412-0.063676i,-0.010041-0.027422i,-0.010963-0.0097948i,-0.018181+0.0028539i,-0.019064+0.014745i,-0.014515+0.017158i,-0.012653+0.0041514i,-0.026497-0.012444i,-0.053327-0.012322i,-0.069238-9.0071e-05i,-0.06468+0.0076868i,-0.049607+0.006571i,-0.033564+0.00092487i,-0.01987-0.00065329i,-0.0061283+0.0028343i,0.0041001+0.0036919i
-0.059795+0.061208i,-0.14642+0.17051i,-0.19982+0.27367i,-0.1432+0.25764i,-0.06007+0.15425i,-0.039196+0.093666i,-0.028074+0.075897i,-0.0091663+0.019168i,-0.017623-0.027439i,-0.015403-0.016324i,0.015035-0.0095878i,0.029636-0.023849i,0.020061-0.021388i,0.012278+0.0020428i,0.022541+0.027648i,0.0421+0.040952i,0.045167+0.04115i,0.028593+0.035593i,0.0086652+0.025064i,-0.0039314+0.012924i,-0.0057538+0.0063029i,-0.0031032+0.0021915i,-0.0027273-0.0058729i
0.055432-0.0269i,0.14646-0.063211i,0.21545-0.082605i,0.18689-0.052569i,0.13268-0.0034046i,0.12833-0.00081646i,0.10912-0.033074i,0.050401-0.0203i,0.020654+0.019275i,0.019326+0.022967i,-0.0015118+0.011903i,-0.026089+0.015037i,-0.027529+0.016023i,-0.021684+0.00067696i,-0.031785-0.023234i,-0.050793-0.033181i,-0.051174-0.022068i,-0.03241-0.0038754i,-0.01548+0.01312i,-0.011067+0.022464i,-0.013362+0.022372i,-0.0089833+0.018752i,-0.00080689+0.017185i
-0.053383+0.065995i,-0.13963+0.13992i,-0.22034+0.18083i,-0.20466+0.11791i,-0.14544-0.013072i,-0.15348-0.093553i,-0.16171-0.058606i,-0.096171+0.010253i,-0.025269+0.018246i,-0.0094791-0.0018125i,-0.0050042+0.0013889i,0.020204+0.0053327i,0.034973-0.0064162i,0.031066-0.0069909i,0.035489+0.012249i,0.049928+0.0254i,0.054388+0.019413i,0.044093+0.0049372i,0.031237-0.0050545i,0.026739-0.0058246i,0.025515-0.005977i,0.017139-0.010727i,0.0087345-0.012774i
0.068552-0.035236i,0.16771-0.075463i,0.24853-0.11038i,0.20406-0.08978i,0.084547-0.0029736i,0.028129+0.08914i,0.026759+0.096369i,0.013871+0.041695i,-0.0058497+0.0076965i,-0.014457+0.002611i,-0.023155-0.0032857i,-0.040301-0.0086534i,-0.049403-0.0076836i,-0.043518-0.01683i,-0.041884-0.041498i,-0.04971-0.060659i,-0.046993-0.059756i,-0.028901-0.046347i,-0.011749-0.031634i,-0.0052844-0.022378i,-0.0085644-0.014598i,-0.01445-0.0031319i,-0.019165+0.0081736i
-0.047386+0.004268i,-0.1175-0.00038515i,-0.15477-0.012942i,-0.10238-0.033172i,-0.015347-0.070105i,0.035029-0.1096i,0.043485-0.10366i,0.035124-0.064833i,0.025671-0.042191i,0.01575-0.036454i,0.012297-0.021459i,0.023587+0.00061707i,0.031981+0.013599i,0.025091+0.027082i,0.021551+0.052562i,0.029687+0.069892i,0.030716+0.061714i,0.020227+0.038502i,0.010456+0.012797i,0.0071208-0.0049688i,0.01274-0.0093902i,0.020922-0.0086663i,0.023108-0.010063i
0.062886-0.034114i,0.1448-0.064321i,0.19718-0.070186i,0.14286-0.03419i,0.041295+0.01465i,-0.021499+0.04044i,-0.032511+0.025024i,-0.0082963-0.0052532i,0.0063912-0.014507i,0.0035748-0.0014774i,0.00031598+0.0013676i,-0.012521-0.01206i,-0.025341-0.015649i,-0.020515-0.016301i,-0.013384-0.035696i,-0.016854-0.055767i,-0.020734-0.050133i,-0.018838-0.024636i,-0.015068-0.0017668i,-0.014721+0.0067106i,-0.020499+0.0054313i,-0.023997+0.0042656i,-0.021011+0.0035107i
-0.056195+0.007989i,-0.13149+0.014179i,-0.19118+0.0089759i,-0.15058+0.011668i,-0.039763+0.034817i,0.037808+0.057904i,0.035317+0.064939i,-0.013031+0.057159i,-0.028108+0.049062i,0.0015759+0.034885i,0.025339+0.023977i,0.034889+0.02762i,0.038811+0.028586i,0.028856+0.029506i,0.015875+0.047031i,0.01317+0.066395i,0.013516+0.064129i,0.0099195+0.044648i,0.0056948+0.026983i,0.0055826+0.021283i,0.0099841+0.020419i,0.014694+0.01381i,0.017587+0.0045422i
0.023552+0.0056241i,0.050891+0.018272i,0.060747+0.033637i,0.038135+0.02619i,0.018663-0.013381i,0.016038-0.060318i,0.014285-0.069141i,0.018633-0.03385i,0.023248-0.013106i,0.010044-0.017908i,-0.0044738-0.025071i,-0.011735-0.034785i,-0.017304-0.03917i,-0.012066-0.041i,-0.0014382-0.055868i,-0.0022935-0.071962i,-0.0081968-0.066822i,-0.0088316-0.043076i,-0.0068174-0.0203i,-0.0035174-0.011084i,-0.0020964-0.011554i,-0.0064483-0.010746i,-0.013036-0.0038118i
-0.048528+0.018858i,-0.098118+0.020443i,-0.11682+0.015792i,-0.080422+0.0089024i,-0.054064+0.020789i,-0.061525+0.047015i,-0.050203+0.046019i,-0.028747+0.0018371i,-0.035401-0.028185i,-0.040301-0.018886i,-0.03094-0.0044222i,-0.02156+0.0084947i,-0.010674+0.018595i,-0.0072925+0.023959i,-0.014215+0.038687i,-0.014991+0.057969i,-0.0058718+0.059237i,0.00467+0.035502i,0.0089852+0.0082427i,0.0069795-0.0017333i,0.0072526+0.0017934i,0.012536+0.0043815i,0.015694+0.002733i
0.03442+0.0012275i,0.073403+0.022827i,0.093295+0.058427i,0.079481+0.067484i,0.082049+0.023373i,0.10536-0.034773i,0.09425-0.052545i,0.061317-0.016718i,0.046326+0.01626i,0.027884+0.0085837i,0.0014738-0.0062093i,-0.0069293-0.016546i,-0.0042067-0.024536i,0.0031275-0.026415i,0.017254-0.035298i,0.025125-0.050392i,0.019511-0.052493i,0.0082425-0.035031i,0.0010258-0.014789i,-0.0033291-0.0068268i,-0.0080598-0.0075359i,-0.011004-0.0090872i,-0.01113-0.0087388i
0.0052309+0.0019403i,0.012216-0.012189i,0.031382-0.040684i,0.023515-0.065599i,-0.063629-0.069459i,-0.17037-0.045173i,-0.18592-0.0079042i,-0.1194+0.0044569i,-0.05707-0.006707i,-0.029924-0.002821i,-0.013549+0.018192i,-0.0032384+0.032424i,-0.003764+0.029574i,-0.012397+0.019813i,-0.025646+0.023345i,-0.030846+0.037112i,-0.022841+0.039204i,-0.0099325+0.025536i,-0.0018311+0.010818i,-0.0019995+0.0067936i,-0.0039932+0.010571i,-0.0037314+0.016172i,-0.0013721+0.018542i
0.028905+0.0012222i,0.055549+0.011087i,0.054426+0.023521i,0.027008+0.046331i,0.045762+0.094729i,0.09935+0.128i,0.090834+0.10835i,0.032085+0.077283i,0.0081432+0.057768i,0.023132+0.031721i,0.030729+0.00081717i,0.020975-0.017086i,0.0077807-0.015635i,0.0068377-0.0078539i,0.017174-0.013694i,0.020581-0.028256i,0.0091316-0.032194i,-0.0099442-0.02451i,-0.020176-0.012606i,-0.013407-0.0049997i,-0.0024284-0.0068695i,0.003203-0.011431i,0.0048987-0.009921i
-0.026534-0.012623i,-0.045955-0.028304i,-0.032975-0.048754i,0.017-0.074507i,0.040617-0.12065i,0.022576-0.15821i,0.020471-0.14174i,0.039869-0.1057i,0.032-0.084477i,0.0030548-0.059938i,-0.014233-0.028626i,-0.018417-0.0048327i,-0.013422+0.0063413i,-0.0096766+0.0086353i,-0.019056+0.010862i,-0.027427+0.019362i,-0.019119+0.025928i,-0.0028425+0.024441i,0.0060766+0.01668i,0.0038903+0.0082168i,-0.0017059+0.0043477i,-0.0040832+0.0027958i,-0.0059083+0.00011605i
0.0036346-0.010347i,-0.014329-0.030754i,-0.058809-0.040493i,-0.099606-0.0095725i,-0.085877+0.058701i,-0.035239+0.10871i,-0.0061158+0.088513i,-0.012219+0.041416i,-0.019387+0.031154i,-0.0073453+0.03481i,0.010243+0.020451i,0.020333+0.0028844i,0.022899-0.00034781i,0.024034+0.0049478i,0.030476+0.00551i,0.036538-0.0034611i,0.02997-0.011713i,0.016503-0.011023i,0.010324-0.0069361i,0.010732-0.0049968i,0.010469-0.0050377i,0.006812-0.006548i,0.004665-0.0064144i
