-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
0.00041819-0.0014782i,0.00043242-0.0013516i,-0.00021769-0.00086908i,6.2399e-06-0.00061814i,-0.0010729+0.00026311i,-0.0016431+0.0009477i,-0.0011539+0.0001214i,-0.0013013-0.00060148i,-0.0017483-0.00061124i,-0.0013875-0.00041813i,-0.00090399+0.00012789i,-0.0011676+0.0011262i,-0.0011723+0.0017451i,-0.00047028+0.0010884i,0.0004921+0.00034621i,0.0006058-4.1292e-05i,0.00055307-0.00045325i,0.00088612-0.00086108i,0.0012032-0.0013992i,0.00061716-0.0010463i,-5.6635e-05-5.7757e-05i,0.00023895-0.00025795i,-0.00033792-0.00042539i
0.00048404+0.0017434i,0.00097063+0.00025544i,0.0014775+0.00052841i,0.0016094+0.0018243i,0.00059798+0.00053223i,-0.00043034-0.0011884i,-0.00067795-0.0013852i,-0.0017541-0.0011825i,-0.0021375-0.00054623i,-0.0012304-0.00034302i,-0.00034443-0.0003401i,-6.2594e-05-0.00018625i,-0.00048294+1.7361e-05i,-0.00086341-0.00025668i,-0.00033754-0.00092072i,-8.4677e-05-0.00089127i,-0.00039229-0.00071303i,-0.00028878-0.00067265i,8.4045e-05-0.00032036i,0.00051992-0.00010257i,8.5782e-05-0.00056356i,-0.00010153-0.00034015i,-0.00039182+0.00034709i
0.0011273-5.4139e-05i,-0.00052062-0.00055173i,-0.0016085-0.00090181i,-0.00097039-0.0017743i,-0.00043633-0.0020226i,-0.0011929-0.0014779i,-0.0016184-0.00048805i,-0.00067135-0.00012951i,0.0001703-0.00021088i,-1.8571e-05+0.00025711i,-7.2284e-05+0.00082156i,-1.4283e-05+0.0014124i,-0.00010711+0.0015963i,0.00037391+0.0018416i,0.00035252+0.0013667i,-0.00024814+0.00058492i,-0.00020402+0.00036067i,-0.00017404-0.00033884i,-0.00046487-0.00067228i,-0.00061943+2.3248e-05i,-0.00023743+0.00031415i,0.00013727-0.00013475i,-0.00024506-0.00071919i
-0.0011308+0.001669i,-0.00060845+0.0016587i,-0.00018704+0.0013677i,3.72e-05+0.0014297i,-0.00037051+0.0017817i,-0.00014133+0.0008699i,-9.4534e-05-0.00028386i,-0.0013666-0.00059311i,-0.0013835-0.00070207i,-0.00088015-0.00013758i,-0.0010676+0.00034755i,-0.00067847-0.00022695i,0.00029537+0.00015254i,-2.6722e-05+0.00063543i,-0.00089806+0.00023465i,-0.00091447-0.0006811i,-0.00033778-0.001005i,-0.00027262-0.00072976i,-0.00028081+1.6142e-05i,0.00055695+0.00051118i,0.0010945+0.00046835i,0.00083176+5.7926e-05i,0.00089464-0.00038808i
0.0013296+0.00058198i,0.00068658+0.00083595i,0.00021248+0.00016989i,-0.0012399-0.00025476i,-0.0024128+0.00035757i,-0.0019193+0.00062609i,-0.0014286+9.7013e-05i,-0.0010556-0.00016456i,-0.0013887-0.00018553i,-0.00061881-0.00028394i,0.00033276-0.00045498i,-9.3377e-05-0.00031124i,-0.00055694-0.00021504i,-0.00072728+5.9503e-06i,-7.6193e-05+0.00069832i,0.00026356-0.00052961i,-0.00013359-0.0018529i,-0.00056925-0.0011278i,-0.00077941-0.00038313i,-0.00026035+0.00069025i,0.00020169+0.0015597i,0.00060136+0.0010217i,0.0007157+0.00071617i
-0.00031156+0.0025988i,0.00083365+0.002513i,0.0023657+0.0025737i,0.0025295+0.0012948i,0.0014467-0.00064458i,0.00044139-0.0016738i,-0.00086332-0.0010108i,-0.0015334+0.00031461i,-0.0014342+0.00046381i,-0.0002329+0.00044293i,0.00015262+0.0003306i,-0.00048576+0.00034125i,-0.001376+0.00062433i,-0.001467+0.00019111i,-0.00073339-9.6432e-05i,-0.00022111+0.00019431i,7.1334e-05+0.00016691i,-0.00027992+0.00032865i,-0.00055135+5.444e-05i,-0.00046893-0.00010691i,-0.0004484+8.9407e-05i,-0.00056693-0.00088717i,-0.00029334-0.0014041i
0.0011822-0.0019211i,-8.5489e-05-0.0018484i,-0.0021018-0.0022792i,-0.0026831-0.0014701i,-0.0024246-0.00070757i,-0.0016202-0.00039951i,-0.0014396-0.00044246i,-0.00097344-8.3416e-05i,-0.0010027-0.00029401i,-0.001273-0.00024882i,-0.00032444+0.00044727i,3.8903e-06-4.7198e-05i,8.1929e-06-0.00032733i,-0.00022446-0.00070845i,-6.8885e-06-0.0012769i,0.00093063-0.0014553i,0.00064878-0.0010075i,0.00012872-0.00071809i,-8.4493e-05-0.00065313i,-0.00021181-0.00059982i,-8.5505e-05-0.00041482i,-4.2628e-05-0.00039687i,0.00013023-0.00045488i
-0.00020596-0.00095495i,-0.001188-0.0015483i,-0.0014325-0.0010285i,-0.00016687+0.0010028i,0.00083472+0.0029023i,-3.7349e-05+0.0028912i,-0.00013416+0.0015583i,5.0324e-06+0.00024711i,-0.00026439-7.341e-05i,5.2905e-05+0.00019825i,0.00073405+0.00061898i,0.0011079+0.00041837i,0.001163+1.6416e-05i,0.001134-0.00012662i,0.001338+5.37e-05i,0.00095438+0.00028506i,0.00045836-0.00069436i,0.0002397-0.00073166i,0.00013521+0.0003098i,0.00030129+0.00036473i,0.00013058+0.00048491i,0.00021957+7.6998e-05i,0.00025281-0.00056381i
-0.00038113+0.00050644i,-0.0011469+0.00118i,-0.0017091+0.0011256i,-0.00084352+0.00065205i,0.00029436+0.0013182i,-3.5898e-05+0.0012845i,-0.00052605+0.0002307i,-0.001142-0.0003599i,-0.0015843-0.0004214i,-0.0011588-0.0003162i,-0.00064285+0.00010587i,-0.00043765-9.3524e-05i,0.00021544-0.00027023i,0.00086664+0.00059555i,0.00063029+0.00077694i,0.00051825+0.00010958i,0.00032075-0.00037312i,-0.00025038-0.00021361i,-0.00090601+0.00010373i,-0.00091244+0.00031956i,-0.00030044-0.00040257i,-0.00012777-0.0012332i,1.3264e-05-0.00044677i
0.00068264-0.00083506i,-0.00024977-0.0011301i,-0.00067609-0.00095482i,-0.00058979-0.0017372i,-0.0015682-0.001786i,-0.0026132-0.0013908i,-0.0019257-0.0005129i,-0.0011909-6.9159e-05i,-0.00097387-0.00044725i,-0.0009157-0.0003737i,-0.00063475+0.00012885i,-0.0008974+0.00064977i,-0.0011228+0.00067178i,-0.00022792+0.00036906i,0.00033846+0.00060782i,0.00050566+0.0006896i,0.000967+0.00087691i,0.00039157+0.00048337i,-5.9726e-05-0.00096883i,-0.0003891-0.00097105i,-0.0004139+0.00057188i,-9.4451e-05+0.00082541i,-0.00045173+0.00018891i
-0.00082065-0.0021484i,-0.0015944-0.0019424i,-0.0028445-0.0026316i,-0.0034615-0.0015484i,-0.0032963+0.00053625i,-0.0024786+0.00044273i,-0.00099244-0.00025768i,-0.00058863-3.5267e-05i,-0.001274+0.00042596i,-0.0017784+0.00053118i,-0.00095791+0.00024888i,-0.00030851+0.00058704i,-0.0007674+0.00074448i,-0.00028679+0.00030558i,0.00070345+0.00012378i,0.00039032-0.00049103i,-0.00012658-0.00023998i,-0.00051882+0.00031243i,-0.0009235-0.00043987i,-0.00069101-0.00055307i,-0.00064892+0.00049265i,-0.00075225+0.0012363i,-0.00026358+0.00072074i
0.00012251+0.0011356i,-0.00052894+2.9904e-05i,3.0488e-05-0.00074286i,0.00025352-0.00011697i,0.0002787-0.00037608i,-0.00052325-0.00052835i,-0.0012774-0.00051735i,-0.0013659-0.00079125i,-0.0014373-0.00043741i,-0.00080673+0.00019815i,0.00034623+0.00072021i,0.00058104+0.00051636i,0.00049899+0.00048467i,6.7214e-05+0.00065014i,-0.00048642-9.4169e-05i,-0.00018736-0.00067974i,1.3964e-05-0.00048559i,-0.00048027-0.00061483i,-0.00061507-0.00066113i,-5.8322e-05-0.00044038i,0.00016446-0.00042394i,-0.0001049-1.2464e-05i,0.00036679+1.2893e-05i
-0.00080252-0.0013655i,-0.0010041-0.00095029i,-0.0004067-0.00095789i,-6.745e-05+0.00013523i,8.8497e-05+0.0014553i,8.8931e-05+0.0021764i,-0.00068034+0.0014909i,-0.00087917+0.00036525i,-0.0010924-0.00015155i,-0.0017626+0.00024347i,-0.0014234+0.0012849i,-0.00096905+0.001113i,-0.00084986+0.00055333i,-0.00056343-0.00043933i,-0.00024344-0.00080599i,-0.00040074+0.00016457i,-0.00020814-0.00022484i,0.00035093-0.0010505i,0.00057927-0.00081621i,0.00026607-0.00039862i,-0.00029251-0.0003266i,-0.00066494-0.000267i,-0.000104-0.0003323i
-0.0012143-0.000682i,-0.0021793-0.00095649i,-0.0020718-0.00062367i,-0.0021856+0.00013739i,-0.0022078+0.00063935i,-0.0023182+0.00096488i,-0.0021643+0.00032648i,-0.0011829-0.00036179i,-0.0012802-0.00063019i,-0.0013307-0.00060178i,-0.0009136+0.00010214i,-0.00055983+0.00012583i,-0.00018893-0.0004597i,-0.00034428-0.0001778i,-0.00010392-0.00010369i,0.00038154-0.00012404i,0.00040612-0.00013011i,-0.00020525-0.00014461i,-0.000162-0.00041752i,0.00043019-9.5714e-05i,0.00012452+0.00078021i,-0.00015209+0.00097218i,-0.00064326+0.00026673i
0.0006075-0.0010695i,7.3443e-05-0.0017528i,-0.0010372-0.0023184i,-0.0020888-0.00082167i,-0.002454+0.00041777i,-0.0026598+0.0004823i,-0.0021955+0.00035282i,-0.0017704-0.00024221i,-0.0016522-0.00085433i,-0.0013857-0.00060272i,-0.00050086+5.9438e-05i,0.00037611+0.00054219i,0.00065982+0.00094425i,0.0003886+0.0011119i,0.00023712+0.00030777i,0.00059792-1.7858e-05i,0.00013023-0.00040248i,0.0001587-0.00086995i,0.00083296-8.5569e-05i,0.00099823+0.00056097i,0.00039208+0.00013524i,-0.00021134+8.4926e-05i,-0.00011566+0.00063933i
0.00052647+0.0003337i,0.0011836+0.00074497i,0.0011007+0.00046975i,0.0013776+0.00020194i,0.0001085-7.6313e-05i,-0.0013069-0.00016506i,-0.0014183-0.00031338i,-0.0010262-0.0012201i,-0.00083544-0.0012659i,-0.00081821-0.0005679i,-0.00042193-0.00014509i,0.00034611-0.00013504i,0.0008915-0.00028959i,0.00057477-0.00081644i,0.00010436-0.00086431i,0.00023681-3.3887e-07i,0.00053193-7.224e-05i,0.00021542-0.00053938i,0.0002541+0.00026754i,0.00032089+0.00030591i,-0.00028109+8.7355e-05i,-0.00046553+0.00037783i,0.00036758-0.00021845i
-0.0001978+0.00044244i,0.00021082+0.00030936i,-3.7116e-05-0.00019354i,5.6489e-06-0.00085467i,-0.00033384-0.00024443i,-0.00056562-2.1655e-05i,-0.00055931-0.00087005i,-0.00078756-0.0010658i,-0.0014916-0.0002652i,-0.0014236-8.8107e-07i,-0.00071063-0.00033352i,-0.00011518-3.0938e-05i,-0.0002082+0.00029727i,1.643e-05+0.00031121i,0.00039571+0.00030513i,0.00049114-0.00018249i,8.6473e-05-0.0005906i,7.9149e-05-7.7866e-05i,0.00064184+0.00068438i,0.00076952+0.00052945i,0.00048667+0.00042737i,0.00043878+0.00077484i,0.00015101-0.00020697i
-0.00030059-0.0016414i,-0.0011978-0.0007752i,-0.0018903-0.00040428i,-0.0021848+0.0005774i,-0.0015388+0.0016261i,-0.0012288+0.0017923i,-0.0012695+0.00052372i,-0.0011574-0.00097206i,-0.0012985-0.00072791i,-0.0016968-0.0001915i,-0.0010161+0.00017815i,-0.00029175+0.00053824i,7.8305e-05+0.00050029i,0.00049645-0.00026547i,0.00030774-0.0009723i,6.0777e-05-0.00068738i,-6.798e-07-0.00012345i,-0.00062287-0.00053432i,-0.00077512-0.00025947i,-0.00066811+7.635e-05i,-0.00046526-0.00031439i,0.00042666+6.3933e-05i,0.00070188+0.00087543i
-0.00047423+0.0016591i,-0.00026856+0.0012627i,-0.00033947+0.0014281i,-0.00079955+0.0016241i,-0.00069925+0.00065434i,-0.00088416+0.00021322i,-0.0014844+0.00013343i,-0.0018664+0.00017145i,-0.0018054+0.00052006i,-0.00052522+0.00029846i,0.0001704-0.00014841i,-0.00017502-0.00046766i,-0.00035433-0.00019885i,-0.00010978+0.00036143i,-0.00045335+0.00023068i,-0.00037618+0.00024363i,0.00073112+8.8781e-05i,0.0011079-0.00073035i,-0.00029537-0.0010477i,-0.00073464-0.00010019i,0.00012251+0.00046179i,0.00034875-0.0002003i,8.8824e-05-0.00084798i
0.00048725+0.00054078i,1.7712e-05+0.0013867i,-0.0013992+0.0015513i,-0.0021249+0.0010301i,-0.0022884+0.0010502i,-0.0019233+0.0010301i,-0.0012183+0.00086887i,-0.00060484+0.00035716i,-0.00091584+0.00021034i,-0.0014695+0.00014774i,-0.0011024+0.00012288i,-0.00022668+7.7012e-05i,0.00012075+8.9964e-05i,-2.5779e-05-1.6068e-05i,-0.00023875-0.000534i,-0.00013146-0.00062568i,0.00018075-0.0005253i,-0.00074115-0.00067963i,-0.0010158-0.0010947i,-0.00027718-0.00054663i,5.72e-05+0.00012214i,-6.7639e-05-7.7691e-05i,-5.0902e-05-1.2559e-05i
-0.00068132+0.0026165i,-0.00064117+0.0011167i,0.00076778+0.00029064i,0.0032024+8.4837e-05i,0.0033342-0.00027648i,0.001187-0.0010701i,-0.00039523-0.0016378i,-0.00081839-0.0011141i,-0.00068448-0.00014172i,-0.00020387+0.00033507i,-0.0006723+0.0007125i,-0.0014795+8.2091e-05i,-0.0011455-0.001142i,-0.00055573-0.0011457i,0.00027112-0.00080927i,0.00038332-0.00087292i,0.00011443-0.0010826i,-0.00027927-0.00077302i,-0.00023583-0.00070465i,0.0003468-0.00086233i,0.00025822+4.4914e-06i,-1.8149e-05+0.00026674i,0.00037012+0.00051226i
-0.0012581-0.00058825i,-0.00094775-0.00041601i,-0.0016482+0.00047546i,-0.0018027+0.0014585i,-0.00033576+0.0014824i,0.00071595+0.00059746i,0.00023527-6.1946e-05i,-0.00033428+0.00040586i,-0.0014014+0.0011237i,-0.0016182+0.00088777i,-0.00065312+0.00049785i,5.553e-06-0.00040869i,-0.00018446-0.00108i,-9.8055e-05-0.0011109i,0.00077293-0.00079845i,0.00046971-0.00011969i,-6.5245e-05-1.9336e-05i,8.0633e-05-0.00062698i,0.00059111-0.00067585i,0.0014401+0.00029359i,0.0010896+0.0009437i,2.7335e-05+0.00075338i,-0.00067357+0.00029776i
0.00090415-0.00010922i,0.00030124-0.00038927i,-0.00058989+0.00037193i,-0.00033043+0.00117i,-0.00038176+0.00083633i,-0.00082146+0.00020934i,-0.001123-0.00022659i,-0.0016317+0.00021628i,-0.0016266+0.00072199i,-0.0011535+0.00077243i,-0.00045231+0.0010579i,-0.00014462+0.00086706i,0.00015134-8.3618e-05i,0.00055314-0.00093538i,-5.8298e-05-0.0010712i,-0.00032004-0.0011553i,0.00018283-0.0012814i,-6.6311e-05-0.00052448i,-0.00022133+0.00070385i,-9.7511e-05+0.0007975i,0.00070716+0.00072111i,0.00074705+0.00048411i,5.7927e-05-0.00046907i
-0.00031602-0.0013199i,-0.0015005-0.0012282i,-0.0032748-0.00089939i,-0.0039104-0.00037894i,-0.0031564-0.00048158i,-0.0016887+6.7314e-06i,-0.00070999+9.7839e-05i,-0.00089335+6.9853e-05i,-0.00076068-7.2315e-05i,-0.00027122+0.00033066i,-6.7004e-05+0.00063796i,-0.00016771+0.00030678i,-0.0005246+0.00039522i,-0.0013732+0.00010901i,-0.0012874-0.00053267i,-4.0227e-05-0.00052269i,0.00021231-0.0002002i,-6.5711e-05-0.000294i,-0.00041317-0.0007028i,-0.00032251-0.00021451i,-0.00010055+0.00065229i,-0.00016579+0.00071936i,-0.00016442+0.0001294i
0.00096045+0.00054574i,0.00069852+0.0003037i,0.0012393-8.3647e-05i,0.0012421-0.00067167i,0.00079456-0.0015744i,0.00013821-0.0013736i,-7.9613e-05-0.0016758i,-0.00030402-0.0018792i,-0.0012858-0.0010855i,-0.0016301-0.00022897i,-0.00019632+5.8163e-06i,0.0003311-0.00039003i,-0.00047231-0.00094215i,-0.00021306-0.00041573i,5.1887e-07-0.0001717i,1.3625e-05-0.00075733i,0.00044285-0.00082364i,0.00043211-0.000761i,0.00091127-0.00030088i,0.0010003-9.7177e-05i,0.00015149-3.8785e-05i,-0.00016641+0.00023142i,-0.00021826+0.00053618i
-0.00085583-0.00014409i,-0.00080316+0.00066948i,-0.001213+0.00019988i,-0.0012616+0.00048843i,-0.0013021+0.00066369i,-0.0017206-5.6275e-05i,-0.0015214-0.00064501i,-0.0011773+9.7942e-05i,-0.0013827-0.00012954i,-0.0015106+0.00018516i,-0.0014152+0.00015984i,-0.00078043-0.00080957i,-0.00029691-0.00043921i,-0.00011312+0.00048343i,2.701e-05+0.00064894i,-0.00026086-0.00035165i,-0.00041047-0.00072168i,-0.00014796-0.00085321i,-0.00040948-0.0013202i,-0.00039871-0.0010889i,-0.00028139-0.00048042i,0.00010525-0.00059482i,0.00068992-0.00072213i
0.0014808+0.00097215i,0.001212+0.0002804i,0.00084993+0.00046768i,0.00032246+8.688e-05i,0.00066332+0.00010573i,0.00053417+0.00082414i,-0.00049056+0.00019959i,-0.00069196-0.00065451i,-0.0004032-0.00066986i,-0.00040968-0.00051669i,-0.00016954-0.00055403i,-0.00029628-0.0002446i,-0.00068398-0.00015141i,-0.000964-0.00054875i,-0.00065611-0.00059564i,-0.00021421-0.0005478i,5.3851e-05-0.0007915i,5.9258e-05-0.001262i,-0.00021321-0.0014349i,-4.4045e-05-0.0011142i,0.00072548-0.00049165i,0.00077854-0.0010035i,0.0002814-0.00097776i
-0.0011087-0.00060888i,-0.0013815-0.00041819i,-0.00092605+0.00030363i,-0.00088613+0.0011848i,-0.00062202+0.00078696i,-0.00041724-0.0003659i,-0.00065289-0.00072573i,-0.001475-0.00079499i,-0.0018129-0.00061017i,-0.0011868+0.0001783i,-0.00052977+0.00059599i,0.00020051+0.00057401i,-0.00025607+0.00023716i,-0.00094788+8.1422e-05i,-0.00042045+0.00044116i,-0.00020546+0.00098578i,0.00048654+0.00055873i,0.0007893+0.00020528i,9.9535e-06-0.0001464i,-0.00021797+5.6862e-05i,-0.00047772+0.00070003i,-0.00060727+0.00097019i,4.9725e-05+0.00089175i
0.0022584+0.00045306i,0.0010806-0.00094777i,0.00011447-0.0025703i,-0.0016179-0.0019043i,-0.0018928-0.0016268i,-0.0020284-0.0014946i,-0.0018196-0.00057632i,-0.00060383-0.0011063i,-0.00066574-0.00113i,-0.0015235-0.00030721i,-0.0012671+0.0003612i,-0.00050143-0.00016513i,-0.00031081-0.0011787i,-0.00010363-0.00072872i,0.00029757+0.00015761i,0.00024507-1.0657e-05i,0.00023467-0.00056382i,-9.5441e-05-0.00040804i,0.00027303+8.446e-05i,0.00090109+0.00066673i,0.0010487+0.00073387i,0.00070032-0.00010449i,-0.00078761-0.00055659i
-0.00038377+0.00010344i,-0.0011774-0.00086397i,-0.0010523-0.00028039i,-0.00038836+0.00080812i,-0.00013871+0.00059363i,-0.00071385-0.00013312i,-0.0013876-0.0010815i,-0.0017689-0.00082673i,-0.0021438+4.7719e-05i,-0.0023202-1.8313e-05i,-0.002075-0.00047332i,-0.001383-0.0001162i,-0.00032573+0.00063122i,3.3785e-05+1.7156e-05i,-0.0004149-0.00072723i,-0.00079136-0.00020708i,-0.00055859+0.00023594i,0.00020979-0.00039638i,8.5666e-05-0.00049326i,5.1486e-05+0.00023462i,0.0006216+0.0009061i,0.00039003+0.00069064i,-0.00012445+0.00022783i
-0.0026835+0.001661i,-0.00031996+0.0023718i,0.0011213+0.0034559i,0.0025152+0.0025422i,0.0034925+0.0013076i,0.0025047+0.00084873i,0.00032218+1.9641e-05i,-0.0012289-0.00050339i,-0.00163-0.00027155i,-0.0010356+0.0002966i,-0.00030343-8.853e-05i,0.0002635-0.00077078i,0.00028149-0.001073i,0.00015367-0.0017569i,-0.00035428-0.0014877i,-0.00064757-0.00035605i,-0.00018671-0.00056876i,0.00010869-0.00072223i,0.0002441+0.00052353i,-1.4399e-05+0.0011236i,-0.00069617+0.00028632i,-0.00083266+0.00012169i,-1.2353e-05+0.00015195i
-0.00047217+0.00021076i,-0.00096601-0.0014476i,-0.001901-0.0016574i,-0.0028405-0.00067116i,-0.001927-0.00039525i,-0.0015881-0.00017978i,-0.0015043-0.00036586i,-0.00060807-0.00046327i,-0.00042074+2.8605e-05i,-0.00099737-9.0993e-05i,-0.0011314-0.00030989i,-0.00093464-0.00021125i,-0.00063056+3.1809e-05i,-0.00021993+0.00018073i,0.00061223-0.00012404i,0.0012654-0.00046911i,0.00051194-0.000701i,-0.00072117-0.00072431i,-0.0010029-0.00033881i,-0.00066092+0.00031658i,-0.0001828+0.00062363i,0.0003461+0.00058644i,0.00079627+0.00020725i
0.00013799+0.0013049i,0.00057263-0.00038005i,0.0001663-0.00040183i,0.00030496-4.8441e-05i,-0.00021722+0.00046699i,-0.001085+0.00046228i,-0.0017095-0.00049092i,-0.0022576-0.0010163i,-0.0017785-0.00076424i,-0.0015674-0.0005975i,-0.0015044+6.4765e-05i,-0.00089668+5.4649e-05i,-9.6948e-05-7.9932e-05i,-0.00019431+9.6687e-05i,-0.00012873-0.00024588i,0.00039535+8.9071e-05i,8.9681e-05+0.00023286i,0.00069598+0.00012318i,0.00079137+5.5953e-05i,0.00011158+0.00026741i,-0.00037861-0.00014813i,-9.4032e-05-0.00045572i,-0.00011632-0.00026851i
0.00049595+0.0014016i,0.00015031+0.00066246i,-0.00010185-0.0004082i,-0.00031875-0.0012352i,-0.001177-0.0012685i,-0.0015705-0.00070925i,-0.00074705-5.4106e-05i,-0.00032402-3.1657e-05i,-0.00084077-1.9226e-05i,-0.0010491-0.00024392i,-0.00049814-0.00010542i,0.00020919+7.6566e-05i,0.00042449-6.4436e-06i,0.00065181-0.00010903i,-2.8272e-05-0.00020524i,-0.0010804-0.00069252i,-0.0010759-0.00065599i,-0.0013918-0.00035265i,-0.0010043-0.00098571i,2.5602e-06-0.0005546i,0.00026212+0.00033147i,-0.00022373+0.00037467i,-0.0003187+0.00040629i
0.00063205+0.00041545i,0.0019695-0.00039873i,0.0022852-0.00047886i,0.0016998-0.00083613i,0.00073762-0.0011412i,-0.00088533-0.0013283i,-0.0012905-0.0012668i,-0.0012215-0.001101i,-0.0013223+9.0875e-05i,-0.0017433+0.0011421i,-0.0010604+0.00038409i,8.8482e-05-0.00061164i,0.00046257-0.00061375i,-9.2275e-06+0.00030731i,0.00011448+0.00037208i,4.4177e-05-0.00018974i,-0.00090119-0.00081548i,-0.00099657-0.00026294i,-0.00055346+0.00074447i,0.00014742+0.00028999i,4.7142e-05-0.00023387i,-0.00046892+0.00046977i,-0.0001619+0.00034122i
-0.0019636+0.00037504i,-0.0012005+0.00067213i,-0.0009809+0.0013732i,0.00069796+0.0017683i,0.0016369+0.0015766i,0.0012667+0.00037685i,0.00050802-0.0011586i,-0.0005549-0.0013666i,-0.0019539-0.00067859i,-0.0016391+0.00012583i,-0.00067231+0.00044121i,-0.00084799+0.00047305i,-0.0010241-6.0115e-05i,-0.00084594-0.00074205i,-0.00049902-0.00074028i,0.00032131-0.00033763i,3.628e-05-0.00052149i,-0.00054774-0.00063828i,-0.0005371-0.00031913i,-0.00040838-0.00059386i,-0.00066164-0.000797i,-0.00066591+9.433e-06i,-0.00038608+0.00067648i
0.0012646-0.0010664i,-0.00060602-0.00018083i,-0.001813+0.00022518i,-0.001815-0.00012433i,-0.0016949+0.00015147i,-0.0021149+0.00049679i,-0.0017159-0.00010257i,-0.00092886-0.00082226i,-0.00093972-0.00097079i,-0.0004274-0.00029241i,2.3823e-05+8.0802e-05i,-0.00059183+0.00015187i,-0.0008877+5.2593e-05i,-0.00083843+0.00061955i,-0.00051255+0.0010825i,-0.00016507+0.00018287i,-0.00019017-0.0001915i,-0.00038985-0.00072956i,-0.00057769-0.00098834i,-0.00051712-0.0006429i,-0.00025544-1.9624e-05i,0.00021851+0.00070163i,-0.00021828+0.00016392i
-0.00049779-0.0019146i,-0.0012541-0.0020828i,-0.0016036-0.002347i,-0.0019013-0.00061752i,-0.0019086+0.0010564i,-0.0016666+0.00052555i,-0.0016426+0.00018272i,-0.0010991-0.00042642i,-0.0010161-0.00086742i,-0.00096748-0.00042325i,-0.00041667-0.00052545i,0.00040852-0.00064276i,0.00072868-0.00071586i,0.00049572-0.00041075i,0.00032688+0.00018728i,0.00023464-1.6969e-05i,-7.8793e-05-0.00044179i,-0.00024958-0.00052465i,-0.00065005-0.00041983i,-0.001306-0.0001719i,-0.0010451+4.8598e-05i,-0.00059332+0.00039451i,1.9814e-05-0.00012079i
-0.00080688+0.00078321i,0.00020256+0.0010412i,4.3657e-05+0.0017735i,-0.00011844+0.002014i,6.7699e-05+0.00096115i,0.00038838-0.00014918i,0.00014864-0.00012679i,-0.00072098-5.4262e-05i,-0.00098481+8.6843e-05i,-0.0004707+0.00070933i,-0.00017788+0.00084224i,-0.00035034+6.321e-05i,-0.00039144-0.00065565i,9.1584e-05-0.00052426i,-8.4632e-05-0.00042804i,-0.00051181-0.00026548i,0.00013314-0.00011024i,0.00075965+6.9891e-05i,0.00025882+1.5507e-05i,0.00022548-0.00017506i,0.00046311-0.00015727i,0.00040717-0.00022844i,0.0013157-9.9336e-05i
0.001519-0.0010153i,-0.00010783-1.3762e-05i,-0.001721-0.00032628i,-0.0024459-0.00089356i,-0.0018985-0.0011026i,-0.00099429-0.00081038i,-0.00071685-4.7834e-05i,-0.00096282-0.00022921i,-0.00086017-0.00047011i,-0.00092272+0.00017215i,-0.0015073+0.00014556i,-0.00087683-4.2775e-05i,0.00066515+0.00073804i,0.00074823+0.00088217i,-0.00031155-2.5864e-05i,-0.00051677-0.0002234i,-2.7708e-05-4.2826e-05i,0.00037034+1.6528e-05i,-0.00014571-0.00035387i,-0.00072236-0.00030759i,-0.00049329-0.00059794i,-0.00017312-0.00062768i,-0.00052135+6.169e-05i
-0.00023383+0.00099979i,0.0010815-0.0002276i,0.002649-0.00085427i,0.0027702-0.00066894i,0.0017093-0.00024137i,8.7006e-05-0.00050431i,-0.0015303-0.00050096i,-0.0019555+0.00010685i,-0.0020119+0.00045595i,-0.0018321+0.00042868i,-0.00082732-0.00011208i,4.3628e-05+0.0001539i,-0.00017167+0.00018717i,-0.0007274-0.00018988i,-0.00036697+0.00024663i,-0.00021989+0.00019892i,-0.00021159-0.00017458i,8.3559e-05-0.00036963i,-0.00058429-0.00051666i,-0.00048857-0.00045305i,2.5136e-05-0.00057098i,-0.00046213-0.00061989i,-0.00042336-0.00098551i
-0.00014627-0.0021036i,-0.00064727-0.0012198i,-0.0021566-0.00097146i,-0.0032415+0.00026422i,-0.0025829+0.0020675i,-0.0011993+0.0018936i,-0.0010525+0.00048203i,-0.0019331-0.00023019i,-0.0024268+8.5372e-05i,-0.0015426+0.00091929i,-0.00079608+0.00081153i,-0.00052992-0.00056557i,0.0005542-0.0013251i,0.0011296-0.00095393i,0.00061184-0.00069944i,0.00039861-0.00050154i,-5.4228e-05-8.2193e-05i,-0.00031916-0.00014295i,0.00018794-0.00061948i,0.00031228-0.00045725i,0.00062989+0.00028887i,0.00070966+0.00034129i,0.00032719-2.5509e-05i
