-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
-0.0031303+0.0072397i,-0.00063221+0.0069559i,0.0038382+0.0042885i,0.0039716-3.368e-05i,0.0016175-0.003258i,-0.0019412-0.0039216i,-0.0037284-0.001809i,-0.002591+0.00022147i,-0.00042506+0.0011372i,0.00065912-0.00015617i,0.0012411-0.0013995i,0.0010976-0.0012079i,-0.00079415-0.0016853i,-0.0025795-0.0025361i,-0.0026188-0.0025719i,-0.0015394-0.0013516i,-0.000587+7.2398e-05i,-0.00042449-0.00011245i,-0.00065091-0.00013358i,-0.00024066+0.0002011i,0.00048121+0.00014598i,0.0010934-0.00018873i,0.0008403-0.0004977i
0.0027265+0.0012152i,0.0045246+0.0014634i,0.004967+0.00075693i,0.0038757-0.00062471i,0.00053461-0.0021438i,-0.0028305-0.0022858i,-0.0030745-0.00083722i,-0.0022128+0.00053403i,-0.00095907+0.00067064i,0.00031272-6.8621e-05i,0.00031224-0.00052373i,-0.00062316-0.00016059i,-0.0013532+0.00051946i,-0.0012648+0.00037458i,-0.00096222-0.00043279i,-0.00064624-0.00062049i,1.709e-05-3.9737e-05i,-0.00013562+0.00051415i,-0.00065933+0.00067575i,2.4778e-05+0.00056004i,0.00053297+0.00033862i,0.00042675+6.7517e-05i,0.00038064-1.149e-05i
-0.0017689+0.0049404i,-0.00057752+0.0056887i,0.00013462+0.0055233i,0.00067079+0.0040365i,0.00022603+0.0021156i,-0.0010746+0.00044385i,-0.0015822+0.00026598i,-0.0014213+0.00042027i,-0.00058822+0.0009298i,0.0006602+0.0013225i,0.0012997+0.00058301i,0.00070715-0.00055128i,0.00033381-0.0015145i,0.00043732-0.0016304i,0.0002339-0.001065i,-0.00015024-0.00037941i,4.6731e-05+0.00025688i,0.00057954+0.00029589i,0.00099222-0.000574i,0.00093308-0.00069823i,0.00034222+0.00036603i,-0.00023084+6.1169e-05i,-0.00056831-0.00023734i
0.0015693+0.0016954i,0.0016862+0.0019468i,0.0015583+0.0014487i,0.0013943+3.3002e-05i,0.00029585-0.00077828i,-0.00021644-0.00021387i,-0.00059063+0.00084393i,-0.0010412+0.0013694i,-0.00011086+0.000895i,0.00083238+0.00016975i,0.00070451+0.00023437i,0.00070625+0.00028999i,0.00018159-0.0003161i,0.00025883-0.0012748i,0.00051344-0.0014194i,0.00028218-0.00046634i,0.00035597+0.00014558i,0.00045618-2.2102e-05i,4.8878e-05-0.00095864i,-0.00037592-0.00044005i,-4.866e-06-0.00025545i,2.3818e-05-0.00085988i,3.543e-05-0.00080305i
-0.00070303+0.0018834i,-0.00066846+0.0018443i,-0.00082362+0.0018338i,-0.0012574+0.0015532i,-0.0010008-0.00021048i,-0.0015861-0.00097345i,-0.0019193+0.00055156i,-0.0006316+0.00079286i,0.00050217+0.00015349i,0.00069179+0.00019514i,0.00027058+0.00014387i,0.00016745-0.00055282i,0.00036257-0.0011054i,0.00022835-0.0010084i,4.0872e-05-0.0010034i,0.0001169-0.00053492i,0.00042213-0.00056913i,0.00024005-0.0010444i,-0.00072386-0.00057513i,-0.00075365-0.00025397i,-0.00050168+3.0356e-05i,-0.00055698-5.461e-05i,-0.00021449+0.00025386i
0.0010993+0.0013944i,0.001967+0.00063861i,0.0020846-0.00066038i,0.0010418-0.00073906i,-0.00017479+0.00031951i,-0.0010626+0.0010974i,-0.0011226+0.0012815i,-0.00013163+0.0010088i,0.00032739+0.00034889i,-0.00029429+0.00034217i,-0.0013451+0.00069043i,-0.0017719-0.00014909i,-0.00050958-0.0010309i,-0.00046584-0.0011022i,-0.0012724-0.00071871i,-0.00066145+5.3739e-05i,-0.00068867+2.7046e-05i,-0.00080967+1.2097e-05i,-0.00014744+9.9343e-06i,-2.2627e-05-3.539e-05i,-0.00071138-0.00018426i,-0.00067783-0.00031136i,-0.00040561-0.00044887i
2.7589e-05+0.00080933i,0.00024587+0.00061022i,0.00019141+0.00010045i,0.00093622-0.00093832i,0.001657-0.001499i,0.00025868-0.0010866i,-0.0010199+0.00067594i,-0.00057512+0.0015319i,7.9647e-05+0.00059704i,0.00026433-0.00023339i,-3.8386e-05-0.00051286i,-0.0005004-0.00021684i,0.00040785+0.0003688i,0.00038794-0.00019787i,-0.00071975-0.00037036i,0.00013595-0.00018408i,0.0012991+2.1401e-05i,0.0013206+0.00021326i,0.00080356-0.00057096i,5.6495e-05-0.00065436i,1.7756e-05-0.00013717i,0.00058479+8.6602e-06i,0.00023919+1.0604e-05i
0.0018586+0.0013361i,0.0037297+0.0016279i,0.0028889+0.0015167i,0.00067971+0.00042086i,-0.0010351+0.00020496i,-0.0022588-0.00011463i,-0.0019426-0.00010498i,-0.0011111+0.00016103i,-0.00044585+0.00017556i,0.00040377+0.00075754i,0.00048664+0.00084314i,-1.1517e-05+0.00038062i,-0.0004392+0.00043826i,-0.00040527+0.00019843i,-2.9316e-05-0.00042083i,0.00072624-0.00050803i,0.00054678+0.00019524i,-0.00018581+0.00077073i,-0.00056069+0.00096125i,-0.00059205+0.00084007i,-5.662e-05+0.00045478i,0.00013085+0.00033029i,-0.0002387+5.5448e-05i
-0.0012446+0.0019167i,-0.0013408+0.0019011i,0.000669+0.0021734i,0.0017503+0.00092172i,0.0012897+0.00038123i,-0.00032232+0.0010153i,-0.0011607+0.00094081i,-0.00050795+0.00075955i,0.00023332+0.0008084i,0.00022808+0.00051736i,-0.00011055-0.00032094i,-0.00017492-0.00060749i,-6.3191e-05-0.00026569i,4.3207e-05-0.00067169i,0.00017781-0.00060704i,0.00017108+0.00042747i,0.00033194+0.0010408i,-0.00037651+0.00065507i,-0.00088183-0.00012969i,-0.00018784-0.00032778i,6.4668e-05-0.00013561i,-0.00039693+0.0006379i,-0.00097938+0.00097317i
0.0001014+0.00066951i,0.0013628+0.00059001i,0.0021743+0.001254i,0.0011195+0.0013721i,-0.00019818+0.001277i,-0.0017196+0.0010737i,-0.0018376+0.00047538i,-0.00089753-6.4333e-05i,-0.00064557+0.00037083i,4.6555e-05+0.0012058i,0.00077101+0.0005546i,0.00081777-0.00028753i,0.00029575-0.00027493i,-0.00054786-0.00083984i,-0.00094237-0.0011299i,-0.0010332-0.0010646i,-0.00075674-0.00057971i,-0.0001628+0.00023761i,0.00044523+0.0006927i,0.0012758+0.00029593i,0.0014614+0.00030388i,0.00065276+0.00011338i,0.00012001+5.5493e-05i
0.00021915+0.00033613i,-0.00030604+0.00025213i,0.00062505-0.00095384i,0.0011154-0.0016624i,0.00013307-0.0012946i,-0.0011445+5.8726e-05i,-0.0015062+0.00096614i,-0.00073617+0.001262i,0.00011872+0.00076146i,0.00027028-5.9044e-05i,0.00045818-0.00034258i,0.00035826-0.00045905i,0.00056829+0.00021029i,0.00050393+0.0012965i,-0.00017661+0.0010944i,-0.0004597+0.00036758i,-2.5934e-05-0.00015256i,2.9605e-06-0.0004265i,0.00015787-0.00047156i,0.00091266-3.2261e-05i,0.0010862+0.00048312i,0.00085491+0.00027217i,0.00022826+0.00040225i
-0.00022794-0.00022293i,-0.0012718+2.0942e-05i,-0.0015775+0.00015971i,-0.0012295+0.0013194i,-0.0014093+0.0015219i,-0.001326+0.0014222i,-0.00096862+0.0012942i,-0.00059494+0.00051524i,-0.00035058+8.3659e-05i,0.00024579+0.00026017i,0.00054622+0.00051365i,0.00038139+8.2691e-05i,0.00047244-0.0010278i,0.00042828-0.00081009i,0.00010603+1.6256e-05i,-0.00023724+0.00081066i,0.00030011+0.00088763i,0.0012822+0.00049985i,0.00053701-0.00020041i,-0.00073925-0.00079402i,-0.0010798-0.00045051i,-0.0010028-0.0006519i,-0.00068315-0.00083009i
0.00027761-0.00068745i,0.0020696+0.00023632i,0.0014421+0.0010203i,-0.00021161+0.00053822i,-0.00067978+0.00035158i,-0.0008484+0.00065419i,-0.0012496+0.00065641i,-0.0012127+0.00036559i,-0.00081579+0.00038324i,-0.00034393+0.00085114i,0.00050295+0.00026096i,0.0013856-0.0005168i,0.001359-0.00038139i,0.00064036+0.00029582i,0.00061436+0.00053372i,0.00043206-0.00036996i,6.18e-05-0.0002299i,-4.9428e-05+0.00030905i,-0.00057048+0.00022731i,-0.00040155-0.00054207i,0.00013999-0.00077779i,0.00060242+0.00024715i,0.00035259+0.00096093i
-0.00080697+0.00050007i,-0.0023149+0.0010172i,-0.002138+0.0013359i,-0.0010465+0.0020217i,-0.0010924+0.0019754i,-0.001538+0.0010517i,-0.0015106+0.00065225i,-0.0014577+0.00049718i,-0.00040268+0.00057302i,0.00046213+0.00066116i,0.00030854+0.00042175i,0.00084217-0.00024154i,0.0016434-0.00039331i,0.0013391+0.00021294i,0.00069172-1.741e-05i,0.00025842-0.00054342i,0.00060313-0.00023299i,9.8706e-05-0.00019124i,-0.0006011-0.0010374i,-0.00097198-0.0010219i,-0.0011609-0.0003656i,-0.00020053+0.00030206i,0.00049007+0.00086159i
0.00038099+0.00022111i,0.0016513+1.6549e-06i,0.0017054+0.00033909i,0.00077883+0.00070948i,-0.00030069+0.00049039i,-0.0020094+0.00021655i,-0.002627+0.00055258i,-0.0019521+0.00059319i,-0.0010331+0.00048588i,-8.7743e-05+0.00060596i,0.0002565+0.00033337i,-4.287e-05+0.00058187i,-0.00044696+0.00066063i,0.0001859+0.00063652i,0.00098237+0.00097823i,0.00031649+0.00078194i,2.8757e-05+0.0006839i,-0.00015784+0.0008104i,-0.00033522+0.00058866i,-0.00010484-0.00013601i,-0.00019664-0.00028157i,-0.00019597-0.00043228i,-0.00023938-0.00019438i
0.00076599+9.0224e-06i,0.0009391-0.00030665i,0.00082551-9.5695e-06i,0.00073934+0.00025534i,7.6424e-05-0.00062803i,-0.00088069-0.00073669i,-0.0015337+0.00073621i,-0.0017004+0.0012517i,-0.00097339+0.00060753i,-0.00030394+3.4645e-06i,-0.00016242-6.4449e-05i,0.00031614-0.00012003i,0.00065974-0.00011275i,0.00053924-0.00048324i,0.00047594-0.0012418i,0.0002082-0.0006041i,-0.00012575-5.5299e-05i,6.0436e-05+0.00041729i,0.00043002+0.00049603i,0.00037488-0.00014785i,5.8886e-05-0.00043125i,0.00054944-0.0002323i,0.00096795-9.0741e-05i
-0.00030129-0.00012921i,-0.00052391-0.00068808i,9.8293e-05-0.00016822i,-0.00047817-5.9017e-05i,-0.0016904+0.00032345i,-0.0025495+0.00114i,-0.0023495+0.001275i,-0.0011004+0.0014213i,2.8939e-05+0.00090165i,0.00074074-0.00039612i,0.0010724-0.00099352i,0.00085155-0.00047082i,0.00017517-0.00055038i,-7.2688e-05-8.5266e-05i,6.7651e-06+0.00039882i,-0.00035118+0.00057135i,-0.00060062+0.00084942i,-0.00014856+0.0010188i,-0.00017135+0.00059428i,-0.00042274+0.00014558i,-0.00016529+9.5782e-05i,-8.4431e-05-7.1768e-06i,-0.00015131-7.3566e-05i
0.0019753+0.00018968i,0.001183+0.00049622i,-0.00023997-0.00062793i,0.00047526-0.00051336i,0.00021174+0.00030556i,-0.0011385+0.00097933i,-0.001449+0.0016418i,3.1664e-05+0.0010599i,0.00015723+0.00072273i,-7.3319e-05+0.00068238i,0.00038137+0.00079594i,5.4936e-05+0.0015281i,-0.00016701+0.00089676i,6.513e-05+0.00015005i,0.00018465+0.00036544i,0.00029507+0.00072345i,0.00031808+0.00057626i,-0.00035843+4.8484e-05i,-0.0007708-0.00078208i,-0.00037197-0.0012959i,0.00049235-0.0011992i,0.00031499-0.00055648i,0.0002167+0.00067944i
0.00057073-0.0009102i,-0.00073883+3.6452e-05i,-0.0013166+0.00026597i,-0.0016712+0.00025913i,-0.0017844+0.0011042i,-0.0019762+0.0016211i,-0.0020579+0.0014748i,-0.00065181+0.0010537i,0.00057103+0.00059228i,0.00039127+0.00082967i,0.0009646+0.0015359i,0.0013499+0.00082123i,0.0008612-0.00023455i,0.00095174+0.00042285i,0.0003199+0.00089829i,-0.00058079+0.00069606i,5.1134e-05+0.00015586i,0.00061232-7.1662e-06i,0.00062032-0.00010731i,0.00080028-0.00035217i,0.00020744-0.00020118i,0.00019028-0.00058399i,0.00095616-0.0003309i
0.00086304-0.0024591i,0.0016097-0.003602i,0.0022754-0.0036536i,0.00063504-0.0024178i,-0.00079063-0.00061472i,-0.001507+0.00059151i,-0.0012766+0.00032539i,-0.00011789+0.00026919i,0.00059488+0.00030882i,0.0012194-5.1404e-05i,0.0014482+0.00019387i,0.00058172+0.00044005i,6.0494e-05+0.00037006i,0.00041302+0.00038115i,-0.00014626-0.00041194i,-0.00076888-0.00053091i,-0.00074523-3.3692e-05i,-0.00045679-0.00013663i,6.1316e-05+0.00016902i,9.8488e-05+0.00061135i,0.000569+5.3704e-05i,0.0013305-1.7089e-05i,0.0012415+2.9568e-05i
0.00058333+0.0018307i,0.001125+0.0015102i,2.4609e-05+0.00076146i,-0.00093103-0.00015489i,-0.001049-0.00071614i,-0.0016219-0.00010718i,-0.0013838+0.0008301i,-0.00097365+0.00070047i,-0.00063718-0.00011632i,-0.00046199+0.00015655i,-0.00045792+0.0007942i,-5.7774e-06+0.00058198i,-9.6857e-05+0.00051414i,-0.00016288+7.7446e-05i,4.2114e-05-0.00036145i,4.217e-05-0.00016021i,-0.00054625-0.00018386i,-0.00043888+0.0003037i,-6.5534e-05+0.00085174i,-0.00047708+0.00036533i,-0.00034948+0.00013294i,-0.00042884-0.00012597i,4.457e-06-0.00086687i
-0.0019614+0.0010056i,0.00021747+0.00055774i,0.001403+0.00056127i,0.0010611+0.00020299i,0.0013321+0.00032327i,0.0010135+0.0009378i,1.9151e-05+0.00085269i,-0.0002715+0.000319i,8.1554e-05+0.00057675i,0.00026356+0.00067906i,0.0011465+0.00015467i,0.0019145+0.0004525i,0.0010662-5.889e-05i,0.00026769-0.00043657i,0.0009817+5.8546e-05i,0.00073631-0.00018403i,0.00037368-0.00061379i,0.00014898-0.00022036i,-0.00056928-0.00012562i,-0.00017142-0.00023519i,0.00036847-0.00012338i,-0.00023667+9.2423e-05i,-0.00017757-0.00040949i
0.0015767+0.00023878i,0.00056691-0.00051243i,9.3887e-05-0.00011145i,-0.00061993+0.00069269i,-0.0012111+0.00015789i,-0.0010404+5.3979e-05i,-0.0010547+0.00067277i,-0.00058049+0.00045094i,0.00029978-0.00027069i,0.00068503-0.0009253i,0.00077683-0.0013698i,-0.00012269-0.0011234i,-0.00088395-0.00053524i,-0.0001821+0.00014605i,0.00013497+0.00047299i,3.9007e-05+0.00041551i,-1.8325e-05+0.00028943i,-0.00020039-0.00017776i,-0.00058621-0.00038531i,-0.00066485-0.00036129i,-6.0708e-05+4.7871e-05i,0.00079602+0.00025292i,0.00059558+3.9124e-07i
-0.0010269+0.00059292i,-0.0014327+0.0014184i,-0.00098351+0.0017932i,-0.0010091+0.0019672i,-0.0014436+0.0016784i,-0.001344+0.0014457i,-0.0016971+0.00074443i,-0.0012803+3.9826e-05i,-0.00050032+7.7034e-05i,-0.00024256+0.00024938i,0.00015782+8.3063e-05i,0.00045869+0.00019462i,0.00021481+0.00032478i,0.00068216+0.00029259i,0.0013401+7.5862e-05i,0.0011597-0.00047735i,0.00061123-9.5666e-05i,-5.0323e-05+0.00041903i,-0.00097169+0.00016085i,-0.0013596-0.00010216i,-0.00098352+7.6607e-05i,-0.00040722-0.00055384i,-0.00041402-0.0014995i
-0.00080159+0.00096637i,-0.00071105+0.00053369i,-0.00055503+0.00068796i,-0.00092209+0.00035384i,-0.0011258-9.3085e-05i,-0.0017814+0.00053514i,-0.0019452+0.0010003i,-0.00095587+0.0012864i,0.00014395+0.0015244i,0.00063601+0.0010522i,0.00055869+0.00014696i,0.00014536-0.00065846i,0.00011919-0.00066762i,0.00067573-0.00020086i,0.00044215-0.00024943i,0.00029447-0.00048436i,0.00024189-0.00016498i,-0.00030579-1.6563e-06i,-0.00042383+1.1353e-07i,0.00013378+0.00052787i,0.00060611+0.00054463i,0.00028189+0.0011536i,0.00020856+0.0017284i
-0.00073186+0.001962i,-0.00041708+0.0021993i,0.00096206+0.00058719i,0.00019613-0.00027016i,-0.0014805-0.00022303i,-0.0014741-1.369e-05i,-0.0016266+1.3615e-05i,-0.00096517+0.00038973i,-0.0003655+0.00076068i,8.8989e-05+0.00025595i,0.00097788+0.00028704i,0.00044254+0.00055184i,-0.00049851+0.00080587i,-0.00026183+0.00070453i,-5.9886e-05+0.00030075i,-0.00095794-0.00052024i,-0.00050286-0.00093277i,5.1867e-05-0.00021618i,-0.00068123+0.00059886i,-0.00086038+0.0008045i,-0.00013692+0.00022603i,4.7236e-06-0.00017947i,-0.00021787+0.00045769i
0.0011804-0.0021027i,0.0011023-0.0020205i,-8.9181e-05-0.00063939i,-0.00050131+0.00052538i,-0.0012177+6.7699e-05i,-0.0026663-0.00030723i,-0.0021644+0.00051691i,-0.00084826+0.0016323i,-0.00039048+0.0015354i,0.00024071+0.00084591i,0.00044819+0.00024615i,0.00021282+0.00014451i,0.00035577+0.0001061i,0.00064148-0.0002494i,-4.7385e-05-0.00024074i,-0.0002875-0.00018766i,-0.00010838+0.00025926i,-0.00015191+0.00044959i,0.00039566-0.00038992i,0.00064379+5.3644e-05i,0.00027436+0.0005038i,-0.00013449-1.7465e-05i,0.00036532-9.8801e-05i
-0.0011735+0.0039625i,-5.942e-05+0.0025262i,0.0017648+0.00085141i,0.0023964-0.00087421i,0.00068861-0.0018859i,-0.0016702-0.00090041i,-0.0026436+0.0008953i,-0.0021682+0.0012769i,-0.0011432+0.0006515i,0.00047923+0.0011569i,0.00098123+0.0015617i,0.00088763+0.00019447i,0.00086499-0.00055556i,0.00010419-0.00063147i,-0.00052797-0.00094907i,6.0218e-05-0.00085263i,0.00068226-0.00030925i,0.00017347+7.9619e-05i,-0.00037213-9.9622e-05i,-0.00021337+4.7361e-05i,-0.00023856+0.00031387i,-0.0002994+0.00013052i,-0.00027954-0.00030653i
0.0018903+0.00068216i,0.0017838+0.00086874i,-0.00063496+0.0017675i,-0.0017282+0.0011617i,-0.0013788-0.00048504i,-0.0018776-0.00046131i,-0.0021426+0.001141i,-0.0014637+0.0011733i,-0.00011273+0.00033163i,0.000251+0.00022685i,0.00033179-0.00015841i,0.00061985-0.00011803i,0.00036747-0.00013642i,0.00024301-0.00059057i,-0.00011206-0.00028984i,-0.00065519-3.6179e-05i,-0.00040324-0.00017488i,-3.0825e-05-0.00071824i,-0.0001657-0.00048576i,-0.0004049+3.084e-05i,-0.00052083-0.00063821i,-0.00012898-0.00073102i,0.00031661-0.0003498i
-0.00028076+0.0028208i,-0.00061811+0.0016445i,0.00040314+2.9517e-05i,0.00089296-0.00083599i,3.3182e-05-0.0013022i,-0.0011198-0.00040191i,-0.001933+0.00074632i,-0.0018919+0.0010879i,-0.00029318+0.00070262i,0.0011502+0.00068748i,0.00084614+0.0004036i,0.00016778-0.00039468i,-0.00011008-0.00082222i,-0.00044381-0.0012049i,-0.00077763-0.0015636i,-6.5142e-05-0.0010152i,0.00077602-2.2021e-05i,8.0865e-05+5.0576e-05i,-0.00057733-7.3782e-05i,-0.00069639+0.00026201i,-0.00096857+0.0001019i,-0.00028436-0.0004967i,0.00068676-0.0006i
0.0015213-0.0011385i,0.0032092+0.00039418i,0.0024384+0.0014111i,0.00052239+0.00055261i,6.5196e-05+2.4234e-05i,-0.00094352+0.00037262i,-0.0016666+0.00073129i,-0.001254+0.00093252i,-0.0011416+0.0012641i,-0.00078364+0.00075438i,-0.00036096+0.00022253i,-0.00032485-0.00029682i,0.00031652-0.00082694i,0.00059454+8.4496e-05i,0.00038093+0.00042273i,0.00025983+0.0004678i,-0.00012617+0.00044677i,-1.9496e-05-0.00036674i,-0.00028049-0.00012849i,-0.0003707+0.00026987i,0.00072908+0.00044944i,0.0010938+0.00066369i,0.000308+0.00057354i
-0.00059918+0.001844i,-0.00036833+0.0015123i,0.00014979+0.00056566i,0.00037732+3.7664e-05i,-1.1458e-05-0.00054348i,-0.00065823+0.00012165i,-0.0014089+0.0012395i,-0.0010662+0.00094705i,0.00033112+0.0001227i,0.0008713-0.00016513i,0.00069332-0.00023641i,0.00033126-3.2348e-05i,0.00032904+1.8936e-05i,0.00051095-0.00020612i,0.00063332+0.00013672i,0.00062461+0.00056021i,0.00030313-0.00013973i,0.00026221-0.00052227i,-0.00050289-0.00030829i,-0.00096746-0.00039796i,-0.00038879-0.00019058i,-0.00013336+0.00050967i,0.00088521+0.00019317i
0.00073901-0.0011418i,6.8934e-05+0.00041628i,-0.00038773+0.0012624i,0.00022725+0.0010573i,-0.00013019+0.00079248i,-0.0010128+0.00087536i,-0.0010491+0.00093519i,-0.0013125+0.00075433i,-0.0010746+0.00079259i,-0.00014521+0.00022941i,0.00040319+0.0001891i,9.0683e-05+0.00032836i,-0.00075247+7.9668e-05i,-0.0006035-0.00021137i,0.00020378-0.00018309i,-0.00021068-0.00021697i,-0.0008207-0.00066226i,-0.00029876-0.00086598i,-0.00012365-0.00074519i,-0.00025512-0.00079785i,0.00032528-0.0009339i,0.00060574-0.00080169i,0.0001774+6.3192e-05i
9.7371e-05-0.0012626i,-0.0013365-0.0010083i,-0.002085-0.001222i,-0.0015518-0.0008604i,-0.0018273+6.0366e-05i,-0.001778+0.00095964i,-0.0005773+0.001076i,0.00032706+0.00079213i,-0.00054172+0.00046058i,-0.0011269+6.5982e-05i,-0.00070954+5.5025e-05i,-0.00029053+6.7969e-05i,0.00053964+0.00078117i,0.0010945+0.0010487i,-3.3418e-05+0.0011542i,-0.0013075+0.0013339i,-0.00086817-4.8105e-05i,-0.00013166-0.00081184i,0.00032802-0.00067551i,0.00084105+8.3276e-05i,0.00045706+0.00060039i,5.0278e-05+0.00050527i,-5.4162e-05+0.00046949i
0.00082886-0.0005921i,0.00086214-0.00018189i,0.00052306+0.00053072i,-7.6861e-08+0.00049651i,-0.00024076+0.00062102i,-0.001233+0.00050998i,-0.0017741+8.8285e-05i,-0.00030392+0.00019876i,0.00075292+0.00069991i,0.00040107+0.00051872i,1.1588e-05+0.00031186i,0.00012451+0.00061727i,0.00041233+0.00083687i,0.00047404+4.3475e-05i,0.0010101+5.7397e-06i,0.0011357+9.784e-05i,0.00027074-0.00020233i,-0.00046204-0.00036588i,-0.00088826+7.2565e-05i,-0.00078097+0.00051274i,-0.00022338+0.00031186i,0.00030827+0.00013217i,-0.0001015+0.00013178i
-0.0019442+0.0012205i,-0.0020664+0.00085194i,-0.0015658+0.001481i,-0.0011425+0.0014409i,-0.0014978+0.00024855i,-0.0022616+0.00021959i,-0.0022845+0.00016365i,-0.00098403+0.00069347i,-0.00049836+0.0010832i,-0.00053359+0.00063169i,4.6913e-05+0.00070123i,-5.3897e-05+0.00058956i,0.00030811+0.00090017i,0.00066416+0.00089875i,0.00028644+0.00035214i,0.0001195-6.4851e-05i,0.00017907-0.00047019i,0.00046142-0.00012663i,0.00021191+0.00029919i,-8.7734e-05-8.1955e-06i,-0.00018696+0.00021747i,-1.9302e-05+0.00034423i,0.00022695-0.00046151i
-0.00036871-0.0010516i,0.0012414-0.00017122i,0.00034865+0.00011187i,-0.00029492+0.00078754i,-0.0011329+0.0016511i,-0.001868+0.0013873i,-0.0022077+0.00082491i,-0.0018949+0.00054944i,-0.00037348+0.00031166i,0.00058375+0.00010534i,0.00064835+0.00054868i,0.00041542+0.00080134i,0.00058236+0.00021531i,0.0015277-0.00022714i,0.0016294-0.00078854i,0.00038455-0.00089338i,9.494e-05-0.00031158i,-0.00042017+0.0005326i,-0.00086561+0.00079434i,-0.00036475+0.00047955i,-0.00074465-0.00020897i,-0.00088136-0.00055373i,-0.00078374-0.00022985i
-0.0014099-0.00036825i,-0.0019848+0.00013774i,-0.002155+0.0002205i,-0.0013567+0.00022656i,-0.001107+0.0006596i,-0.0016074+0.00064024i,-0.0017118+0.0005142i,-0.0012524+0.00070374i,-0.00053756+0.00040749i,0.00038307+0.00043575i,0.00042224+0.0013299i,-5.191e-05+0.00071356i,-0.00049812-0.00089015i,-0.00017474-0.00049352i,0.00010792+0.00044187i,0.00069307+8.1556e-05i,0.00066039-0.00054814i,6.8591e-05-0.0012608i,0.00044925-0.0012152i,0.0009106-0.00079393i,0.00015502-0.00035392i,-0.00092662-0.00051704i,-0.00045722-0.00085966i
0.0010085-0.0011775i,0.0012489-0.0010806i,0.00034426-0.0013929i,-0.0013469-0.0010168i,-0.0021518-0.00074932i,-0.0023771-0.0013012i,-0.0020643-0.00047387i,-0.0010885+0.00086945i,-0.00045368+0.0011623i,0.00020043+0.00057081i,6.8896e-05+0.0005335i,-0.00027726+0.00039964i,-0.00043324+0.00011921i,-0.00035195+0.00055729i,1.0385e-05+0.00053326i,0.00036722+3.8639e-05i,0.00047486+1.0677e-05i,1.3032e-05-6.6977e-05i,0.00057252-2.9957e-05i,0.00050662-0.0003171i,-0.00028737-0.00077877i,-0.00043583-0.00051989i,-7.6747e-05-0.00016569i
-0.0014805-0.00058943i,-0.0010744+0.0011486i,-0.00012046+0.0020317i,0.00040449+0.0014745i,-0.00033104+0.00064623i,-0.0013017+0.00045614i,-0.001512+0.00088105i,-0.00072507+0.00050068i,-0.00042323+0.00069607i,-5.5086e-06+0.001195i,0.00093542+0.00081759i,0.0012647+0.000303i,0.0009562+4.8902e-05i,0.00048067+1.3008e-05i,5.998e-05+0.00010264i,-8.9763e-05+0.00050658i,4.3462e-05+0.00044259i,0.00031496-9.0642e-05i,0.00060601-2.3152e-05i,0.00071096-1.6646e-05i,0.00050058-0.0003396i,-6.8122e-05-0.00019215i,-0.00052339-1.7681e-05i
-0.00010045+0.00062689i,0.00012911-0.00039022i,0.00048735-0.0013996i,0.00014973-0.00089872i,-0.00041637-0.00026975i,-0.0010964-0.00054269i,-0.0019137-0.00093709i,-0.0018137+0.00051438i,-0.00058782+0.0018206i,0.00030593+0.00098639i,0.00083386+0.00018765i,0.0012829+0.00019048i,0.0010512+0.00035858i,0.00068223+0.00016946i,5.1885e-05+0.00013017i,-0.0004504-5.6899e-05i,-0.00036029+0.00043772i,-8.6751e-05+0.00045067i,0.00014372-0.00048343i,4.4223e-05-0.00039795i,0.00010936+0.00043764i,0.00042167+0.0002619i,0.00056696-0.00043453i
-0.00073773-0.0004826i,-0.00051066-7.3604e-05i,-0.00036555-0.00072924i,-0.00055184-0.0019589i,-0.0013386-0.0014733i,-0.0023395-0.00052125i,-0.0016572-5.2985e-05i,-0.00011283+0.00028553i,0.00034812-0.00024217i,0.00058412+5.8316e-06i,0.00048133+0.00068716i,-0.00068489+0.0002193i,-0.00090862+0.00035697i,-0.00022207+0.00050887i,7.9157e-05+9.6162e-06i,0.00028744-0.00018895i,0.00027268+0.00020995i,0.00044011+0.00055831i,0.00063511+0.00029462i,0.00046212+3.0866e-05i,8.9095e-05-0.00041672i,-1.6452e-05-0.00010086i,0.00011534+6.3748e-05i
