-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
0.002355-0.00085726i,0.0026879-0.0014478i,0.0030471-0.0020965i,0.0021858-0.0022677i,0.00015415-0.0021525i,-0.00029908-0.0013847i,-0.00024609-0.00032912i,-0.00053541+2.7154e-05i,-0.0011573-0.00066955i,-0.0010785-0.0016461i,-0.0003109-0.0014959i,-0.00014108-0.000575i,-0.00016035+0.00015289i,6.6686e-05+0.00078032i,0.00045119+0.0011092i,0.00019091+0.001133i,-1.5223e-05+0.0017244i,0.000615+0.00085282i,0.0010902-0.00031838i,0.0006164-0.00026283i,0.00015759-0.00047945i,0.00010851-0.00054578i,0.00043575-0.00068064i
0.00048274+0.0013803i,0.00038999+0.00071813i,0.0011258-0.00034603i,0.00085794-0.0015153i,-0.00046437-0.0024582i,-0.0011079-0.0017659i,-0.0011266-0.0012555i,-0.00033658-0.0014936i,0.00045622-0.0011962i,0.00074368-0.00069525i,0.00080791-0.00082217i,0.00071628-0.0007427i,0.00031933-0.00034693i,-0.00011772-0.00060015i,-8.6752e-05-8.912e-05i,-0.00037234-0.00043308i,-0.00017983-0.001043i,0.00083931-0.00010241i,0.00044831+0.00063906i,-0.00025876+3.4894e-05i,5.6711e-05+3.5251e-05i,-3.9505e-06+0.00050237i,-0.00027152+0.0010077i
0.0018981+0.00018334i,0.0012749+0.00013128i,0.0014433-0.00092016i,0.0010534-0.0014416i,0.00034511-0.0009532i,-0.00061118+0.00028037i,-0.0012912+5.3103e-06i,-0.0002493-0.00034664i,0.00093541-0.0007898i,0.0011182-0.0011808i,-1.7006e-05-0.00097729i,-0.00062576-0.00040069i,0.00012994+2.1336e-05i,0.00046437+0.00022119i,0.00069855+1.2077e-06i,0.00079762-9.6807e-05i,0.00026264-2.7312e-05i,0.0004215+0.0002126i,0.00069237+0.00015631i,0.00056557+0.00014312i,9.5802e-05+0.0003492i,-0.00061891+0.00013034i,-0.00059626+0.00013849i
-0.0017944+0.00035832i,-0.00064779+0.00042078i,0.00044791-0.00022869i,0.00029501-0.0011537i,0.00016065-0.00077141i,3.5769e-05+1.341e-05i,0.00020649+0.00072896i,-0.00023275+0.0013485i,-0.0009447+0.00090717i,-0.00091803+0.00067643i,-0.00062454+0.0011335i,-0.00052903+0.0011816i,-0.00050194+0.000362i,-9.6026e-05-0.00018771i,0.00037149+9.7729e-05i,0.00050279+0.00013431i,0.00019849+2.8452e-05i,-8.1907e-05-7.0241e-06i,6.0981e-05-0.00029252i,-0.00011189-0.0006578i,-0.0002235-0.00047873i,-0.00026333+1.8084e-05i,-6.7221e-05-0.00055648i
-0.00093395-0.0019681i,-0.0010369-0.00060543i,-0.0019203+0.00082704i,-0.0025344+0.0018284i,-0.002063+0.0021078i,-0.00049786+0.0014899i,6.2683e-05-0.00013935i,0.00044199-0.00047611i,0.00065182+0.00059706i,-0.00045589+0.00055063i,-0.00046026-0.00027749i,-0.00021129-0.00029425i,-6.9296e-05+2.0192e-05i,-0.00035611-0.00015037i,-0.0011151+0.00043464i,-0.00063757+0.00097253i,0.00094886+0.00064755i,0.0012242-0.00010284i,0.00065549-0.00069333i,0.00034145-0.00082246i,9.7894e-05-0.00024448i,0.0002895-0.00015323i,0.0003018-0.00040586i
0.0020024+0.0003025i,0.0020914-0.00022228i,0.0024618-0.00077424i,0.0017265-0.00071517i,-0.00010349-0.0013168i,-0.0012935-0.0021198i,-0.0008441-0.0014214i,-0.00084988-0.00058391i,-0.00062516-0.00074158i,-0.00019094-0.00094137i,-0.0004193-0.0011976i,-0.00041455-0.0017172i,-0.00069394-0.00052979i,-0.00078015+0.0012149i,-0.0005237+0.0014833i,-0.00032556+0.0008437i,0.00028149+0.00061587i,0.00099611+0.00075214i,0.0013729+0.00064325i,0.0014698+0.0006606i,0.0012364+0.00026891i,0.00091844-0.00028851i,0.0005049-0.00066423i
-8.819e-06+0.00082957i,-0.00036686+0.00035704i,-3.5571e-05+0.00011849i,0.00036359+0.00051571i,0.00069759-0.00020185i,0.00083525-0.00049014i,0.00084875-0.00036732i,0.0005347-0.00062987i,0.00044306-0.00038179i,0.00054049-0.00081267i,-3.3788e-05-0.00091422i,-0.00013208-0.00059833i,-0.00031887-0.00064242i,-0.00094089-3.5489e-05i,-0.00023367+0.00068807i,0.0009496+0.00015189i,0.0014292-0.0005008i,0.0017189-0.00061077i,0.0010484-8.7445e-05i,0.0005422+0.00076821i,-0.00015575+0.00026546i,-0.00085671+0.00014776i,-0.00088213+0.00081171i
-0.0018702+0.00079593i,-0.0006636+0.00026877i,0.00066789+0.00054771i,0.0013281+0.0013793i,0.00078294+0.0017618i,-0.00013237+0.000302i,-0.00033188-0.00025056i,1.5035e-05-0.00014007i,0.00041332-0.000269i,0.0001024-0.00040047i,-0.0001182-0.00054116i,0.00048527-0.00061349i,4.7231e-05-0.00033696i,-0.00026203+0.0002282i,-6.017e-05+0.00078972i,-0.00103+0.0012269i,-0.0015712+0.00082235i,-0.00095971+0.0003432i,-0.0007831-6.0736e-05i,-0.00078545-0.00086614i,-0.00012752-0.00073084i,0.00055124-0.0010884i,0.0008638-0.0013502i
0.00046785+0.00017251i,0.0011255-0.00027264i,0.00098887-0.00041517i,0.0011695-0.0010719i,0.00021314-0.0015228i,-0.0013737-0.0011313i,-0.0015666-0.00025994i,-0.00068081+0.00013885i,0.00022169-0.00057331i,0.0011916-0.00038187i,0.0019885+0.00046959i,0.0014813+0.00030599i,0.00045131+0.00043953i,-0.00021238+0.00039835i,-0.0001812-0.00019556i,0.00027337+8.8735e-05i,0.00054318+0.00054436i,0.00012244+1.3724e-05i,-1.4433e-05-0.00029903i,5.4919e-05-0.00051506i,9.3183e-05-0.00083091i,0.00019635-0.00093184i,0.00024914-0.0007928i
-0.0010142-0.0018067i,-0.0016448-0.0012688i,-0.0020366-0.0011767i,-0.0021326-0.00040541i,-0.0021661+0.00057402i,-0.0014301+0.00040273i,-0.00043766-0.0007923i,0.00078455-0.0010839i,0.00081139-0.0012266i,-3.1424e-05-0.0014915i,-8.3015e-05-0.00087256i,0.0001861+0.00028149i,-3.1431e-05+0.00014124i,-0.00060656-0.00047296i,-0.00033149-9.177e-05i,0.0002315-0.00068557i,0.00052235-0.0009271i,0.00068882-0.00040134i,0.0003967-0.00031069i,0.00076936-0.00033593i,0.0010586-0.00015286i,0.00069075+0.0001068i,-0.0002907+6.4309e-05i
-0.0011153-0.00065411i,-0.0023554+0.00037921i,-0.0020824+4.9442e-05i,-0.00091711-0.00053704i,-0.00069445-0.00034983i,-0.001039+0.00027069i,-0.00064879+0.00046555i,-9.9058e-05-0.00012945i,-0.00035722-0.0010436i,-8.9042e-05-0.0012555i,0.00034461-0.00047289i,0.00042002+0.00049147i,0.000729+7.0556e-05i,-0.00012985+2.1318e-05i,-0.00080575+0.00061527i,-0.0004697+0.00047717i,0.00013783-3.041e-07i,0.00084943-0.00030374i,0.00084783-0.00033112i,-1.7242e-05-0.00028998i,-0.00073961-0.0001549i,-0.00064988-0.0002126i,-2.0596e-05+2.1298e-05i
0.00073397-0.00044682i,0.0001888-0.00082088i,-4.6068e-05-0.001522i,0.00017987-0.0013286i,0.00017773-0.00076484i,-0.00027065+0.00033352i,-0.00040272+0.0010246i,-0.00018124+0.00042856i,-0.00018782-0.0006387i,0.00092081-0.00094239i,0.001356-0.00018385i,0.0010947+5.423e-05i,0.0016159+0.00028015i,0.0012549+0.00089854i,0.00056641+0.0009903i,0.00024352+0.00056323i,-0.00024194+0.00015784i,-0.00025454-0.00039928i,-0.00019917-0.00062895i,-0.00031117-0.00049643i,0.00028171-0.00016895i,0.00068303+3.6858e-05i,-0.000597+0.00012401i
-0.00088485+0.00021547i,-0.0010126+0.00066926i,-0.0012821+0.0010548i,-0.001808+0.00099661i,-0.0017767-0.00025512i,-0.0014469-0.00021208i,-0.0013811+0.00014853i,-0.0007535+9.3733e-05i,0.00018417-0.00023114i,0.00017735-0.00048702i,-0.00015523+0.00040495i,-0.00014495+0.0014889i,-0.00078667+0.0012872i,-0.0015415+0.00046903i,-0.0011093+0.00041145i,-0.00023349+0.00081931i,5.9435e-05+0.00041449i,-0.00027357-0.00090618i,0.00022348-0.0011165i,0.00082355-0.00037425i,0.0011006-0.00014826i,0.0015943-0.00022701i,0.0012953-0.00052899i
-0.0024408-0.00085595i,-0.0014796+0.00055973i,-0.0011759+0.0021713i,-0.0010522+0.0030169i,-0.0005174+0.0028076i,3.0732e-05+0.0016469i,0.00023967-0.00024654i,0.00049502-0.0010701i,0.00025051-0.00085332i,-0.00022425-0.00085235i,-0.00046208-0.001269i,-0.00021205-0.00091554i,-0.00022629-0.00042638i,-0.0011276-0.0005086i,-0.00099175-0.00054471i,-0.00025606-0.00056614i,-7.9943e-05+0.00054219i,-0.00039592+0.00081203i,-0.00025913-7.1837e-05i,9.1015e-05-0.00024396i,0.00046411-0.00074647i,0.00081702-0.00070636i,0.00074363-0.00012133i
-0.00045224+0.00086013i,7.6431e-05+0.0009313i,0.00085963+0.001517i,0.00042673+0.0011582i,-5.9886e-05+0.00035551i,-0.00011373+0.00022799i,1.5718e-06-0.00060037i,0.00055956-0.0009116i,0.00029357-0.00049494i,0.00025649-0.00084607i,0.00029247-0.0012929i,-0.00048687-0.001142i,-0.00030907-0.0010292i,0.00029876-0.00032304i,0.00062733-2.5588e-05i,8.551e-05-0.00042707i,-5.0749e-05-0.00026896i,0.00027883+0.00032007i,-3.1531e-05+0.0011988i,0.00023722+0.0013066i,0.00097955+0.00044506i,0.0007149-2.8462e-05i,0.00023569+2.035e-05i
-0.00086647-0.00098638i,-0.001101-0.0010264i,-0.0016686-0.0014685i,-0.0016408-0.0010528i,-0.0015322+0.00042306i,-0.001152+0.00050122i,-0.00054375-3.5243e-05i,-0.00034436-0.00046709i,0.00023547-0.00051379i,0.001445-0.00053325i,0.0014654-0.00065969i,0.0011523-0.00019517i,0.00067781-0.00023473i,0.00023567-0.00056908i,0.00048504-6.5026e-05i,0.00066663-0.00028718i,0.00051952-0.00019637i,0.00049831+0.00074631i,-0.00011455+0.00048602i,-0.00046268-0.00062803i,-0.00025888-0.0014389i,-0.00027238-0.0012024i,6.7938e-05-0.00048781i
4.7743e-05-0.00028971i,0.00016425+0.00080712i,-0.00017992+0.00086107i,-0.0010849+0.00035403i,-0.001054-0.00011825i,-0.00020897+0.00019114i,0.00022041+0.00029363i,0.00066769-0.00022183i,0.00052859-0.00084007i,-0.00019815-0.00061111i,0.00028066-0.00016675i,0.0011037+0.00023788i,0.0012361+0.0004094i,0.0013585+0.00044486i,0.0010164+0.00025244i,0.00067458-0.00043675i,0.0012067-0.00045959i,0.00091547+0.00021096i,0.00012768+0.00042009i,6.6452e-05-0.00031658i,0.00046728-0.0014204i,0.00047604-0.0014092i,0.00044944-0.0009639i
0.00015834+0.00065119i,-0.00045928+0.00061466i,-0.0013202-0.00067661i,-0.0014284-0.001424i,-0.00078968-0.0010447i,0.00025233-0.00085474i,9.6138e-06-0.0010331i,-0.0009055-0.00080164i,7.9088e-05-0.00081594i,0.00037613-0.00046743i,-0.00035456+1.1052e-06i,-0.00092356+1.8373e-05i,-0.0012453-0.00010549i,-0.00035711-0.00023713i,0.00040452+2.7189e-05i,0.0003177+0.00033532i,-2.3363e-05+0.00076951i,-1.1329e-05+0.0010451i,2.6165e-05+0.00040516i,5.6829e-06+0.00019587i,0.00020759-0.00036976i,0.00063562-0.00063839i,0.00047009-0.00072691i
-0.0012033+0.00055176i,-0.00072394+0.00062637i,0.0010407+0.0011962i,0.0028108+0.0013091i,0.0021958-0.00018501i,0.00097653-0.0013682i,0.00022711-0.0013004i,-0.00040072-0.00059332i,0.00059981+0.00040512i,0.0005927+0.0012202i,-0.00014015+0.00066454i,1.1558e-05-0.0010543i,-0.00036232-0.0016906i,-0.0012014-0.00076945i,-0.0011768+7.5415e-06i,-0.00078792-3.238e-05i,-0.00058698-0.00023855i,-0.00045037+0.00020112i,-0.00071685+0.00057999i,-0.00096982+0.00070055i,-0.00052296+0.0012176i,0.00023271+0.0015883i,0.0003879+0.00074684i
-0.00041236+0.0011749i,0.001574+0.0010566i,0.0017269+0.00097616i,0.00013146+0.001068i,-0.0010158+0.00012396i,-0.0014063-0.0012001i,-0.00047895-0.00071043i,0.00061809+0.00038388i,0.0014815+2.663e-05i,0.0013931-0.00081736i,0.00059285+6.1581e-05i,-0.00028111-2.7415e-05i,-0.00054744-0.00073289i,-4.1399e-05-2.1661e-05i,0.00026442+0.00050416i,0.00010309+0.00046992i,5.6853e-05+3.7048e-05i,0.00049657-0.00018424i,0.00072734-0.00022008i,0.00038339-7.1647e-05i,0.00017423+0.00019072i,0.00056195+0.00018121i,0.00082351+0.00037571i
-0.00082666-0.0016137i,-0.0016069-0.00092334i,-0.0027673-0.00088433i,-0.002966+0.00014848i,-0.0021553+0.001356i,-0.00056158+0.00094281i,7.2955e-05+0.00034284i,-0.00024098-0.00059586i,-6.3076e-05-0.0012849i,0.00027754-0.00021316i,0.00068084+0.00075987i,0.0010888+0.0001961i,0.0013163-0.00057327i,3.1781e-05-9.6038e-05i,-0.00074341+0.00049211i,-0.00027351+0.00014018i,0.00015037+0.00019638i,0.0001378-0.00049977i,9.5534e-05-0.0015846i,0.00074432-0.0012995i,6.847e-05-0.00054262i,-0.0008268-0.00012815i,-0.00081613-2.6496e-05i
0.00068633-0.0015234i,-0.00029586-0.0010726i,0.00052696-4.3257e-05i,0.0010912+0.00026048i,-0.00017526-0.0011676i,-0.0012638-0.00082255i,-0.001108-4.8128e-05i,-0.00066421-0.00035361i,-9.7788e-05-0.00079177i,0.00019082-0.0012494i,-0.00048705-0.00061319i,-0.00088752+0.0003962i,-0.00084683+0.00019692i,-0.00016772-0.00040664i,-5.2822e-05-0.00012576i,-0.00032443-0.00059511i,-0.00011204-0.00076173i,-0.00043283-0.00018375i,-0.00034188+0.00013418i,0.00054892+0.00018281i,0.00064911-0.00046846i,0.00028896-0.00099861i,9.9058e-05+7.7438e-06i
-0.0001567-0.0006872i,-0.0007196-0.00050829i,-0.00025429-0.0011678i,-0.00099477-0.0007395i,-0.0014726-0.00018705i,-0.00059753-0.00019036i,-0.0002357-7.8204e-05i,-0.00037515-0.00066042i,4.7993e-05-0.00095523i,0.0005504-0.00030865i,0.00015937+0.00037861i,-7.7923e-05-2.4553e-05i,0.00062322-0.00085596i,0.00084332-0.00070661i,0.00019902-0.00013501i,-0.00016294+0.00042461i,1.7636e-05+0.0010108i,0.0005854+0.0012412i,0.00034136+0.00072213i,0.00025886-0.00010532i,0.00042427-0.00017264i,0.00056632+0.00050967i,0.00042771+0.00028843i
-0.00052064+0.0011628i,5.6999e-05+0.0016946i,-0.00023704+0.0025187i,0.00011256+0.0026009i,-0.0002226+0.0019268i,-6.4408e-05+0.00089127i,0.00022679-0.00051264i,-0.00017158-0.00099038i,0.00011599-0.0010556i,0.00065732-0.0012388i,0.000361-0.00087825i,0.00028434-0.0005173i,0.00046224+0.00016616i,-0.00019463-7.2947e-05i,-0.00033605-0.00088718i,0.00044062-0.00076369i,0.00026746+2.0113e-05i,-4.6794e-06+0.0003181i,-0.00049128+0.00035104i,-0.0010063+0.00021331i,-0.00035308-0.00027063i,-0.00069191+0.00010877i,-0.0011113+0.00011275i
-0.0020075-0.00062099i,-0.0016812+0.00031952i,-0.00090167+0.00022967i,-0.0007561+0.00062552i,-0.0011302+0.0014086i,-0.0013371+0.00121i,-0.0014995+0.00035488i,-0.00084399-0.00050524i,0.00032972-0.00084496i,0.0009051-0.00073779i,0.00078881-0.00031323i,0.00052616-0.00047735i,0.0006715-0.0010832i,0.00064337-0.0013523i,-0.00034409-0.0006237i,-0.00078211-0.00063848i,-0.0006409-0.00085201i,-0.00029019-0.00047002i,0.00019072-0.00063204i,-1.5256e-05-6.2557e-05i,-0.00013017+0.0004153i,0.00015135-1.0431e-05i,-0.00053975-4.9301e-05i
-0.0022941+0.00065621i,-0.0014991+0.0011294i,-0.00082704+0.0011899i,-0.00097532+0.00057814i,0.00019801+0.00030539i,0.00176+0.00041294i,0.0011309+0.00032685i,-0.00029207+0.00041235i,-0.0010866+0.00080557i,-0.0006239+0.00024417i,0.00034484-0.00040114i,0.001005-0.00082755i,0.0011027-0.00098653i,0.00065538-0.00049238i,0.00018323+0.00049217i,4.6799e-05+0.0011048i,0.00096959+0.00017464i,0.0015648-0.00048178i,0.0011437-0.00017023i,0.000113+8.7138e-05i,0.00031341+0.0002149i,0.0008989-0.00077382i,0.00018387-0.0011164i
-0.00060541-0.00062987i,-6.1657e-06-0.00068283i,0.00034245-0.0012446i,0.0003791-0.00081707i,-0.00039352+8.5089e-05i,-0.00039266-0.00011242i,0.00020111-0.00023496i,-0.00017985-0.00023673i,-0.00012812-0.00046872i,0.00016204-0.0006783i,0.00012324-0.00038977i,0.00037055-3.0426e-05i,0.00034467-0.00047889i,3.6919e-05-0.00069306i,0.00055019-0.00028982i,6.0377e-05+0.00024535i,-0.0012662+0.0007334i,-0.0010171+0.00060061i,-0.00061858+0.00016835i,0.00029746+0.00021867i,0.0012956+0.00074259i,0.00090627+0.00030611i,0.00038858-0.00016897i
0.0014949+0.00049794i,0.0011815+0.0011821i,0.0012889+0.0016916i,0.001104+0.00077903i,0.00082898-0.00045775i,0.00026964-0.0012202i,-0.00074974-0.001053i,-0.00055066-8.5434e-06i,0.00039721+0.00021594i,0.00048875-0.00038954i,0.00061018-0.00015086i,0.00073426+0.00045246i,1.7817e-05-0.00039621i,-0.00054468-0.00024098i,-0.00095906+0.00032837i,-0.00041593+0.00078923i,0.00035739+0.0007499i,0.00047836+0.00022113i,0.00035264+0.00012746i,0.00068061+0.00018076i,0.00081813-0.00010381i,0.00053122-0.00050866i,0.00023871-0.00060786i
0.00071247-0.0012802i,-0.00021387-0.0025888i,-0.00055535-0.0031722i,-0.0011176-0.002059i,-0.0016676-0.0013745i,-0.0015413-0.0007726i,-0.00062669-0.00041618i,0.0003964-0.00035424i,0.00027484-0.00052214i,0.00057612+0.0003188i,0.00093548+0.00089944i,0.00090394+0.00055922i,0.00099879+0.00057497i,0.00073878+0.00055953i,0.00040705-0.00019133i,-3.654e-05-0.00068063i,-0.00021578-0.0010124i,0.00079445-0.0010912i,0.0010592-0.00046789i,0.0010994-7.9701e-05i,0.0010893-3.9618e-05i,0.0004562+0.00016012i,0.00032857+0.00024788i
0.0020805-0.00022563i,0.0007925-0.00079379i,3.5848e-05-0.0022678i,-0.00011138-0.0024964i,-0.00082866-0.0024486i,-0.0010665-0.0020516i,-0.00049743-0.0010525i,-0.00044635-0.00076937i,0.00017183-0.00047657i,0.0010312-0.00014755i,0.00040507+0.0005368i,-1.8575e-05+0.00036068i,0.00057633-0.00022034i,0.00058072+0.00036078i,0.00011382+0.00091181i,0.00014557+0.0018643i,0.00011005+0.0018076i,0.00045006+0.00043275i,0.00079738-0.00028926i,-0.00014028-0.00044965i,-0.00017898-0.00065138i,0.0008425-0.00055266i,0.00066157-9.1604e-05i
0.00040084-0.00031598i,0.00043574+3.1681e-05i,0.00034909+0.001016i,0.00073705+0.00067397i,0.000939-0.00069757i,0.00070968-0.00050295i,0.00027414-0.00023665i,-0.00032029-0.00099442i,-0.00069098-0.00029158i,-0.00070868+0.00049459i,-5.9828e-05+0.0002457i,0.0004314-0.00064096i,-1.923e-05-0.00056621i,-0.00013778+0.00045431i,0.00017268+0.0014144i,0.00015696+0.0013601i,0.0006319+0.00072441i,0.001273-6.8428e-05i,0.0011368-0.00031381i,4.9129e-05-0.0004509i,-0.00048286-0.00066018i,-0.00054987-0.0002208i,-0.00088328-0.00018498i
0.0010553-6.5023e-05i,0.0011333-0.00052655i,0.0013101-0.0013834i,0.00051567-0.00086447i,-0.00022467-0.00014147i,-0.00035094+0.00023922i,-0.00062181-2.0571e-05i,-0.00070654-0.00046788i,0.00017489-0.00089116i,0.00051053-0.0012082i,5.7245e-05-0.0012802i,3.8862e-06-0.000619i,0.00056682-0.00052782i,0.00031784-0.00073454i,-0.0008527-2.074e-05i,-0.00077129-0.0003377i,6.7007e-05-0.00073691i,0.00039988-4.3943e-05i,0.00038403+0.00047711i,-9.9642e-05+0.00013141i,2.3769e-05-0.00011543i,0.00075084+0.00016367i,0.00033471+0.00028875i
-0.00095056-0.00044251i,-0.00077384-0.00095531i,-0.00085843-0.0020981i,-0.00071845-0.0012396i,-0.0003027-0.00019947i,-0.00014755-0.00025943i,-0.0001624+0.00033738i,-7.9249e-05+0.0013184i,0.00055478+0.00045751i,0.00050987-0.00081113i,0.00016187-0.0011218i,0.0003498-0.00048693i,0.00038849+0.00065012i,-0.00023637+0.00084964i,-4.2486e-05-0.00013725i,0.00069119-2.4272e-05i,0.00079034+0.00036678i,0.00046505+0.00055103i,0.00013641+0.00065749i,3.6676e-05+0.00018894i,0.00015224+6.5053e-05i,0.00027577+0.00010783i,0.00049233-0.00018207i
-0.00046056+0.0018931i,0.00059012+0.0019817i,0.0014537+0.00058398i,0.0013273-0.00080591i,0.00060993-0.001189i,0.00048724-0.00025968i,-2.3899e-05+0.00017346i,-0.00029394+0.00023715i,0.00036369+0.00059264i,0.00087421+0.00045832i,0.00058308+0.00046395i,-0.00023247+0.00010189i,-0.00023571-0.00034119i,0.00054126-9.1966e-05i,0.00071205+0.00023629i,0.000493+0.00051945i,0.0005069+0.0013518i,0.00031236+0.001555i,-0.00021321+0.00067952i,-0.00033713+0.00046381i,0.00044889-9.0429e-05i,0.00045644-0.00051562i,4.978e-05-0.00048995i
0.0007845-8.2415e-05i,-9.0452e-05+0.00028383i,-0.0015989+0.0007933i,-0.0017573+0.0011354i,-0.00097273+0.00076446i,-0.00077789+5.4856e-05i,-0.00083311+0.00090326i,-0.00028961+0.0015i,8.8729e-05+0.0006388i,4.2693e-05-0.0004919i,0.00047014-0.00072299i,0.00013441-0.00016634i,0.00025809-0.00036665i,0.00016175-0.00051808i,-0.0008341-0.00030563i,-0.00025248+0.00025261i,0.00030704+0.00094126i,5.9381e-05+0.00081681i,0.00039239+0.00067328i,0.00069203+0.00039709i,0.00079794-0.00010792i,0.00061909-0.00011022i,0.00031385+0.00030049i
0.00094621-0.0009579i,0.00059465-0.00021654i,0.00017567-0.00015487i,0.00013888-0.00090322i,-0.00035777-0.0013163i,-0.0007875-0.0017649i,-0.00034489-0.0018255i,0.00014345-0.0013044i,0.00049371-0.00088761i,0.00061778-0.00079489i,0.00017278-0.00063669i,-0.00037187+0.00057966i,-0.00043632+0.00089432i,-0.00019511+0.00013917i,0.0004077-5.7031e-06i,0.00077919+7.8866e-05i,0.00063441+0.00047835i,0.00054192+0.00084955i,0.00056034+0.00073231i,0.00036412+0.00024627i,0.00053026+0.0003976i,0.00040448+0.00050912i,-4.0749e-05+0.0001479i
-0.0018393+0.00036684i,-0.00067772+0.00053253i,0.00068351+0.0012429i,0.0012121+0.0012617i,0.00086495+0.00033902i,0.00098908-0.00062825i,0.0010984-0.0003174i,0.00029828-0.00014098i,-0.00059719-0.00044301i,0.0001127-0.00054167i,0.00049304-0.00048476i,0.00018855-0.00029741i,0.00026366+9.9765e-05i,-0.00020714+0.00028995i,-0.00021979+0.00062609i,-2.2859e-05+0.00067322i,-0.00026652+0.0002117i,-0.00053401+3.7554e-06i,-0.00022873-2.8314e-05i,0.00029167+8.8255e-05i,0.00052142+0.00038313i,0.00028687+0.00024562i,0.0001657-0.00035336i
0.00046382-0.00056436i,0.00019484-0.0012509i,-0.00018895-0.0016631i,-1.2221e-05-0.0018588i,7.9016e-05-0.0012899i,-0.00043996-0.00047935i,-4.9333e-06-0.00045557i,0.00090473-0.00023544i,0.0013873-0.00019171i,0.0011505-0.001019i,0.00087649-0.00046529i,0.0011574+0.00053112i,0.0012154+0.00072451i,0.00069825+0.00026421i,0.0005294+3.6131e-05i,0.00059021-0.0002938i,0.00030434-0.00090748i,0.00012986-0.00083464i,-0.00027505-0.00017597i,-0.00035357+0.00084009i,-0.00063582+0.0014224i,-0.00059925+0.00057122i,6.6484e-05-0.00082318i
0.0014472-0.0002154i,0.00030018-0.00055264i,-0.00065199-0.0010143i,-0.0012718-0.0016806i,-0.0018537-0.0014858i,-0.00096955-0.0011099i,0.00031601-0.0011735i,0.00018951-0.0008712i,0.00042459-0.0011115i,0.00083401-0.00099882i,0.00060626-0.00027006i,0.0009382-7.2112e-05i,0.00090999+0.00011341i,-0.0003009-7.8902e-05i,-0.00073255+0.00072573i,-0.0010893+0.00081819i,-0.00064872-0.00055994i,-0.00031224-0.00031285i,0.0003633+0.00033624i,0.00096191+4.8085e-05i,0.00062228+6.3763e-05i,0.0009549+0.00033091i,0.0011248+0.00055054i
0.0014215+0.00032466i,0.0015327-0.00084688i,0.0017315-0.00048975i,0.0010423-0.00052681i,0.00042389-0.0013751i,0.0002067-0.00074797i,-0.00083153-7.7896e-05i,-0.00097976+0.0001776i,0.00019029+8.9358e-05i,0.00053557-0.00034436i,-0.00010354+9.13e-05i,-0.00079676+0.0006348i,-0.00073576+0.00036872i,-0.00020827+0.00043018i,0.00023764+0.00078722i,0.00018992+0.00043435i,7.2659e-06+9.869e-05i,0.00053928-0.00022008i,0.0012922+0.00071469i,0.00058407+0.0011504i,-0.00037682-0.00022219i,-0.00045906-0.00068691i,-0.00012248-0.00035601i
2.716e-06+0.0009102i,0.00026408+0.0010239i,0.00089743+0.00099234i,0.00088267+2.8268e-05i,0.00040553-0.00045243i,-0.00020454-0.00073497i,-7.6402e-05-0.00069943i,0.00099656-0.00034107i,0.0011527-0.00044809i,0.00046253-0.00059724i,-0.00050553-0.00018088i,-4.7593e-05-0.00043223i,0.00020591-0.0010257i,-0.00081973-0.00058683i,-0.00051699-6.5059e-05i,0.00061102+0.00025952i,0.00053765+0.00036214i,0.00047228+0.0008249i,0.00017324+0.0012868i,0.00011055+0.00065774i,0.00049748-0.00054873i,0.00021785-0.0015279i,-0.00020067-0.0011121i
-0.000382+0.0010788i,-0.00076031+0.00085443i,-0.001179+0.0007088i,-0.00078858+7.477e-06i,9.796e-06-0.00048727i,6.4066e-05-0.00070785i,-4.5233e-05-0.00089544i,0.00038584-0.00047065i,0.00090617+0.00015936i,0.0011694+0.00011585i,0.0010457-6.2319e-05i,0.0004157+0.00023529i,0.00039862+0.00087717i,0.00075475+0.00056755i,0.00073385+0.00045399i,-0.00026005+0.00054805i,-0.00097847+0.00034876i,-0.00078736+0.00045143i,-0.00047344+0.00016632i,4.8695e-05-0.00062475i,0.00014276-0.0006414i,0.00024111-0.00054021i,0.00086198-0.0004344i
0.0018028-4.8375e-05i,0.0019349-0.00023994i,0.0019111-0.0008938i,0.0015311-0.001253i,0.00078996-0.0010707i,0.00018578-0.00087998i,-4.8041e-05-0.00031406i,0.00053059+6.2524e-05i,0.0011566-0.00012288i,0.001553+0.00021632i,0.0013611+5.0201e-05i,0.00067135+0.00025989i,-0.00041516+0.00054405i,-0.00042367+0.00021983i,0.00049983+0.00043514i,0.00055785+0.00033576i,0.00020312-0.00012591i,0.00059078-0.0001392i,0.0009159-1.1037e-06i,0.00012853-4.6449e-06i,-0.00080849-3.543e-05i,-0.00081448+3.2264e-05i,-0.00049413+0.00024346i
