-0.0010395-0.001144i,-0.0010252-0.0015487i,-0.0015468-0.0009942i,-0.0020106-0.00012265i,-0.0019616+0.00018398i,-0.0017637+0.0011896i,-0.00084784+0.0024494i,-0.00047118+0.0024067i,-0.00040182+0.0013357i,-0.00029995+0.00087321i,-0.00055877+0.00037254i,-0.0011186+0.00010855i,-0.0011784+0.00074014i,-0.00063683+0.00089653i,-0.00082097+0.00028696i,-0.00054926-0.00025873i,-0.00023056-0.00049868i,-0.0001423-0.00093521i,0.00014918-0.0010318i,0.00069835-0.00058602i,0.00065094+0.00010061i,0.00040886+0.00023692i,0.00026187+5.5942e-05i
-0.00021969+0.00099517i,0.00093375-0.00075643i,0.001577-0.0015619i,0.0017158-0.0012164i,0.0013102-0.00055902i,0.00065359+0.00013741i,0.0008014+0.0010359i,0.0008928+0.0017636i,0.00033514+0.0019492i,0.00016791+0.0026667i,-0.00049251+0.0033993i,-0.0006937+0.0027762i,-0.00047592+0.0011147i,-0.0010205+0.00064903i,-0.00083111+0.0013066i,-0.00020826+0.0011465i,-0.00011542+0.000889i,-0.00071426+0.00053031i,-0.0003254+2.3603e-05i,-9.1836e-05-0.00086213i,-0.0010845-0.001057i,-0.0012417+0.00016862i,-0.00037442+0.00063407i
-0.00054585-0.00066694i,-0.00076079-0.00063516i,-0.0014925-1.4035e-05i,-0.0014959+0.0010604i,-0.0014278+0.0024363i,-0.00049586+0.0027018i,0.00052799+0.0015959i,0.00051493+0.00027903i,-0.00066994+0.00047586i,-0.0027113+0.00087735i,-0.0031022+4.9837e-05i,-0.0022094-0.00034689i,-0.0017763+3.3792e-05i,-0.0016738-0.0002401i,-0.0016257-8.8496e-05i,-0.00080158+0.00081498i,-0.00025977-0.00010567i,-0.00032914-0.00094106i,-0.00068578-0.0008243i,-0.00094196-0.0003794i,-0.0013522-0.00056584i,-0.0012399-0.00076512i,-0.0006668-0.00061608i
0.00040577-0.0015083i,6.7564e-05-0.0011229i,-0.00028212-0.001078i,-0.00093148+0.00020533i,-0.00118+0.0019107i,-0.00064398+0.0026097i,0.00026442+0.0016544i,-0.00059248-0.00010618i,-0.00076778-0.00092806i,-0.00058887-0.0006931i,-0.0012314-0.00035164i,-0.0010017-0.00041418i,-0.00075361+6.3817e-05i,-0.00032811+0.00025238i,0.00040339-2.4695e-05i,0.00076856+0.0002397i,0.00087085+0.00028104i,0.00051026+0.00019458i,0.00067138+0.00045746i,0.00064397+0.00082621i,0.00014805+0.0004352i,0.00046533+0.00027173i,0.00020839+0.00053329i
0.00079754-0.00047893i,0.00075464-0.00040061i,-7.4496e-06-0.0010733i,-0.0013066-0.00096599i,-0.0015828-0.00054042i,-0.00088381+0.00065377i,0.0004062+0.0015465i,0.0018205+0.00054882i,0.0014124-0.00090609i,0.00044347-0.00070971i,0.00030798-0.00067191i,-0.00014391-0.0009014i,-0.00026634-7.0656e-05i,0.00038052+0.00070374i,0.00042998+0.00090927i,0.00054918+0.00088863i,0.00020351+0.00042605i,-0.00018414-0.00037845i,-0.00045459-0.00075414i,0.00014988-0.00032405i,0.00071811+0.00095882i,0.00027959+0.0011143i,-0.00035092+0.00076701i
-0.00078673+1.0561e-05i,-0.00037428-0.00013696i,0.00030909+0.0012176i,-0.00021687+0.002565i,-0.00013343+0.0032582i,0.00074939+0.0026751i,0.0010482+0.0017945i,0.00093945+0.00185i,0.0011314+0.0012497i,0.0013896+0.00090003i,0.0017516+0.0010995i,0.0012651+0.0009501i,0.00014039+0.0010195i,-0.00011723+0.0016375i,-0.00029885+0.0020449i,-0.00042841+0.0014128i,-0.00062358+0.0014023i,-0.00050774+0.0019748i,-0.0010983+0.0011841i,-0.00164+0.00041527i,-0.0007325+0.00037571i,-0.0001786+0.00052419i,-0.00045571+0.00096213i
-0.00062312-0.00078342i,-0.00092193-0.00036046i,-0.0013462-0.00073601i,-0.0012159-0.00020374i,-0.0012356+0.0011564i,5.1382e-05+0.0023031i,0.0011966+0.0022384i,0.0006346+0.0010345i,0.00038937+0.0010074i,-0.00010387+0.0023752i,-0.00058642+0.0029349i,-0.00073531+0.0021857i,-0.00086638+0.001238i,-0.00062641+0.0009525i,-0.00056154+0.0007839i,-0.00013286+0.00046266i,0.00057185+0.00012067i,0.00071519-0.00022133i,0.00017399-0.00026427i,-0.00058458+0.00052464i,-0.00068829+0.00011879i,-0.00030967-0.00060053i,0.0001925+0.00083066i
-0.00096097+0.0017571i,-0.00039538+0.0014501i,0.00020803+0.0019533i,0.00041321+0.002197i,0.00077507+0.0013644i,0.0017838+0.00092825i,0.0020321+0.0016251i,0.0013215+0.0013856i,0.00013868+0.0014018i,-0.0012558+0.0019822i,-0.0016223+0.001434i,-0.0013661+0.0010908i,-0.0014124+0.0011485i,-0.0018338+0.00065914i,-0.0010327+0.00061744i,0.00064469+0.00082313i,0.00056637+0.00064083i,-1.3928e-05+0.00065957i,-0.00031378+0.00067416i,0.00027483+0.00014767i,0.00030674+0.00031302i,6.7837e-05+0.00053538i,0.00012665-0.00014253i
-0.00048+0.00042075i,-0.00049906+0.00017046i,0.00040977-6.5228e-05i,8.3577e-05-5.7298e-05i,-0.00026282+0.00026808i,0.0010468+0.0015616i,0.0023259+0.0012518i,0.0013244+0.00049629i,-0.00087179+0.0002227i,-0.0013416-0.00017805i,-0.0010022-0.00096145i,-0.0006717-0.00079142i,-0.00090128-4.6857e-05i,-0.00058063+6.8045e-05i,5.1844e-05+6.1254e-05i,0.00019257-0.00024808i,0.00043912-0.00052016i,0.00056259-0.00027688i,0.00080664-0.00023335i,0.00099049-0.00057217i,0.00037935-0.00011364i,-0.00010096+0.00053544i,-7.712e-05+0.0010273i
0.0018726+0.00066616i,0.00090002-0.00036167i,-0.00029682-0.0015799i,-0.00097433-0.0015625i,-0.0016955+0.00073804i,-0.0018777+0.0026534i,-0.001026+0.0020316i,-0.00014148+0.00017361i,0.00025526-0.00057854i,0.00033331-0.0002789i,0.00033673+0.00061171i,0.00045422+0.00060992i,0.00067007-0.00024756i,0.00034656+8.9676e-05i,0.00037215+0.00048216i,0.00021293+0.00062048i,-8.1723e-05+0.00027606i,-7.7937e-05-5.9137e-05i,-0.00049878+0.00059934i,-0.00079021+0.001001i,-0.00048714+0.0010892i,-0.00067736+0.00088363i,-0.00075087+0.00041704i
0.0013558-0.0018297i,0.0017013-0.0024466i,0.0014901-0.0026154i,0.00049856-0.0027971i,-0.00049495-0.0017583i,-0.0001067+0.00024223i,0.00093744+0.00049527i,0.00088437+0.00041869i,0.0012569+0.00089844i,0.0014524+0.0011901i,0.00063464+0.0021357i,0.00017478+0.0022438i,0.00037332+0.00089482i,0.00053463+0.00046262i,0.00049127+0.00058327i,0.00028554-6.3922e-05i,0.00058375-0.0002981i,0.0003254-0.00014557i,0.00027417-0.00067113i,0.00053236-0.00081465i,0.00023337-0.0004585i,-0.00083519-1.9663e-05i,-0.0014554-0.00015855i
0.00029616+0.00065294i,0.0011003-9.3496e-05i,0.0014262-0.00028622i,-0.00060478-6.5456e-05i,-0.0021645+3.5502e-05i,-0.0011286+0.00072518i,0.0013108+0.0011314i,0.00211+0.00081951i,0.00067938+0.0010235i,-0.0010499+0.0017251i,-0.0018764+0.0024774i,-0.00137+0.0023194i,-0.00071861+0.0014294i,-0.00054402+0.00032703i,-0.00085745+0.00012425i,-0.00079721+0.00039274i,-0.0010278+0.00044074i,-0.0011132+0.00013992i,-0.00078853+7.6467e-05i,-0.0010254+0.00059685i,-0.0005585+0.0009363i,0.00034979+0.00052527i,0.00058379-0.00040514i
-0.00040933-9.0559e-05i,-0.00073594-0.00059616i,-0.00083842-0.0011268i,-0.00091877-0.00036618i,-0.00087814+0.00023292i,0.00032995+0.0010485i,0.0012317+0.0015467i,0.00012437+0.00061755i,-0.0010992+0.00059454i,-0.0014026+0.0010469i,-0.0011213+0.00050158i,-0.0011025+0.00051207i,-0.00080725+0.00067685i,-0.00043237-2.9885e-05i,-0.00055831-0.00019479i,-0.00011533+0.00028128i,0.00017898+0.00018772i,-0.00057164-1.6393e-05i,-0.00086766+4.3505e-05i,-0.00079753+0.00036167i,-0.00051806+0.00025899i,6.4861e-05+0.00049414i,0.00033832+0.0011026i
-0.00012745-0.00038108i,0.00023002-8.1418e-05i,-0.0003623-0.0010212i,-0.001041-0.00028565i,-0.0017189+0.00173i,-0.0011011+0.0024348i,0.00024862+0.0018251i,0.00096345+0.00062798i,-8.1469e-05-0.00021474i,-0.0010447-0.00042684i,-0.00051123-0.00095399i,6.5057e-05-0.00055566i,0.00023503+9.1179e-05i,0.00046324+0.00020625i,0.00069247+0.00018853i,0.0010668-0.00033858i,0.0006971-0.0004662i,-0.00025586-5.6382e-06i,-0.00013769+0.0002932i,-0.00030425+0.00053304i,-0.00043581+0.00059891i,0.00053262+0.00067404i,0.0010505+0.0011048i
0.00020801-0.00038231i,-0.001092+0.00035835i,-0.001804+0.00064356i,-0.0022689+0.00068498i,-0.0017077+0.00058041i,0.00016338+0.00079558i,0.0017789+0.00084493i,0.0014813-0.00010761i,0.00086119-0.00032524i,0.00087502+0.00091959i,0.00050688+0.0018445i,0.00025193+0.0010717i,0.00029296+0.00065879i,5.8075e-05+0.0015764i,0.00064741+0.0015527i,0.0016617+0.00094223i,0.0011004+0.00027073i,-5.4437e-05-0.00072303i,0.0003611-0.00032015i,0.00073024+0.00046311i,0.00033112+0.00096002i,0.00058515+0.00072107i,0.00012303+0.0007315i
-0.0013415+0.00064551i,-0.00069124+0.00080553i,0.00053643+0.00095884i,0.00081721+0.0012317i,0.00045702+0.0015869i,0.0011752+0.0013406i,0.0019551+0.0012636i,0.0014831+0.0013192i,0.0003361+0.0014468i,5.056e-05+0.0016705i,9.312e-05+0.0017723i,0.00071372+0.0020121i,0.00096111+0.0021934i,9.2103e-05+0.0017501i,-0.00073207+0.0012314i,-0.00041707+0.0012726i,0.00016115+0.00062061i,0.00022732+5.5985e-05i,-6.5016e-05+0.00070287i,-0.00076846+0.00079801i,-0.0010249-9.9672e-05i,-6.4274e-05-0.00059451i,0.0010699-0.00037293i
0.00031271-0.00089869i,0.00072812-0.00050434i,0.00027084+0.00017074i,-0.00068911-9.938e-05i,-0.0003377-0.00016151i,0.000758+0.00077281i,0.0011125+0.0013554i,0.0012265+0.0013034i,-3.898e-05+0.0012785i,-0.001224+0.0011549i,-0.0012041+0.0012771i,-0.0011424+0.0012333i,-0.0012862+0.0010956i,-0.0010998+0.00069622i,-0.00020959+4.6758e-05i,-0.00032702-0.00036118i,-0.0015834-0.00028353i,-0.0012481+0.00065562i,-0.00026238+0.00039327i,-0.00026341+6.9695e-05i,7.684e-05+0.00046035i,0.00087274+0.00045723i,0.00035949+0.00096644i
0.0008134-0.0019023i,-0.00079173-0.0021671i,-0.00075408-0.0026684i,-0.0010638-0.0019967i,-0.00063266-0.0010018i,0.00010838+0.0012708i,0.00037507+0.0019772i,-0.00011974+0.00041841i,-0.0010001-0.00011387i,-0.0017732-0.00016687i,-0.001958-0.00024704i,-0.0013883-0.0001315i,-0.0013511-0.00027242i,-0.00090185-0.00036985i,0.00015736+4.2729e-05i,0.00089621+0.00020923i,0.00091129+0.00023667i,-0.0001899-0.00035567i,-0.00057698-0.00031439i,-0.00031904+6.7448e-06i,1.4217e-05+5.1452e-05i,0.00040759+0.00050059i,0.00032424+0.00096935i
0.0012198+0.00016538i,0.00048228-0.00040021i,1.6218e-05-0.00029042i,-0.00026296+0.00048778i,-0.00074009+0.0007289i,-0.0009235+0.001247i,-3.4149e-05+0.0010443i,5.6065e-05+0.00054743i,-0.00061582+0.00037544i,-0.00010171+0.000181i,-8.1173e-06-5.54e-07i,-0.00033224+2.601e-05i,-0.00026113+0.00055942i,-0.00033642+0.0012109i,-7.2448e-05+0.0016132i,0.00036502+0.0011949i,3.3307e-05+0.00046169i,0.00010517+0.00031955i,0.00022598+0.0010242i,-0.00048177+0.00104i,-0.00062827-1.672e-05i,0.00023189-0.00091116i,0.0005569-0.00083825i
-0.0010375-0.0015481i,-0.0015576-0.00056644i,-0.0016764+0.00088416i,-0.0013912+0.0014012i,-0.00095139+0.0021356i,0.00056351+0.0020028i,0.0011599+0.0012385i,0.00032232-0.00039641i,0.00055057-0.0010303i,0.001088+0.00024189i,0.001047+0.00087366i,0.00074238+0.00095198i,0.00048821+0.00086554i,0.00015667+0.0011756i,0.00059751+0.0013425i,0.0004305+0.0010034i,-0.00012259+0.0011291i,-0.00038165+0.00083112i,-0.00067136+0.00011396i,-0.0009199+0.00015943i,-0.001034+0.00043872i,-0.00063266+7.2432e-05i,-0.00010975+0.00051315i
0.00085072-0.000479i,0.00042817-0.0013123i,0.00061747-0.0021059i,0.00067674-0.0019232i,-0.00010277-0.00057038i,-0.00042991+0.0011369i,0.00014889+0.00078415i,0.0010044-0.00047945i,0.00051488+0.00052343i,-0.0010707+0.00095363i,-0.0014278+0.00066887i,-0.00081525+0.0010045i,-0.00039401+0.00093594i,0.00032381+0.0011696i,0.00089747+0.0015839i,0.00049579+0.0015035i,0.00010134+0.0010579i,0.00030387+0.0010518i,0.0003749+0.00029199i,0.00051031+1.5317e-05i,-3.2406e-05+0.00053845i,-6.3798e-05+7.9174e-05i,0.00019601+0.0005096i
0.0013755-0.00018447i,0.0013769+0.00047707i,0.00056631+0.00040474i,-4.989e-05-0.00039646i,9.1854e-05-0.00080135i,0.00047816-0.00044985i,0.0014064+0.00024639i,0.0015449+3.2978e-05i,0.00068582-0.00066716i,-0.00039876+0.00010051i,-0.00091755+0.0009299i,-0.00042641+0.00083351i,-0.00061341+0.00093396i,-0.00031277+0.00069371i,4.216e-06+0.00046288i,-0.00019615+0.00061676i,0.00024688+0.00020479i,0.00035339+0.00024902i,-0.00029694+0.00045361i,-0.00022221+8.4971e-06i,9.0263e-05-0.00069152i,0.00043282-8.2883e-05i,0.00091428+0.00084564i
-0.0021975-0.00034985i,-0.0020882+0.00024735i,-0.001697+0.00034647i,-0.0024412+0.00018357i,-0.0027335+0.00092011i,-0.0010679+0.001269i,0.0010946+0.00075415i,0.00078322+0.00050665i,-0.00028969+0.0011637i,-0.00032897+0.0010201i,-0.00023376+0.00063372i,-0.0010323+0.00033622i,-0.001484-0.00034306i,-0.00080328-0.00037589i,-0.00018966+0.00026368i,0.00024086+0.00083829i,0.00039859+0.00068653i,1.2075e-05+7.6829e-05i,0.00022834+2.0256e-05i,-2.3718e-05-0.00027133i,-0.00019716+0.00010822i,0.00036094+0.00096182i,0.00053545+0.00047732i
-0.0024593-0.0028379i,-0.0030342-0.0016458i,-0.003323-0.0013275i,-0.0032379+0.0003595i,-0.0029973+0.0024512i,-0.00059197+0.003428i,0.0016461+0.0024219i,0.0015867+0.00099138i,0.00056325+0.00052689i,-0.00048768+0.00020063i,-0.00081578+0.00046411i,-0.00037399+0.0011026i,0.00018662+0.0008246i,0.00039018-0.00030781i,0.00036395-0.00093348i,0.00011395-0.00049407i,-5.1148e-06-0.00028998i,-0.00053219-0.00015126i,-0.00033728+0.00066234i,0.00012592+0.00075007i,-6.5662e-05+0.00020149i,5.3028e-05-0.00019196i,0.00068334-0.00045089i
0.0010707+0.0015001i,0.0018742+0.001208i,0.0025699+0.0013246i,0.0023143+0.001166i,0.0020793+0.0016046i,0.0021962+0.0020533i,0.0021578+0.0014481i,0.00088123+4.0463e-05i,0.00042349-0.00032041i,0.0003576+0.00091268i,-3.9534e-05+0.0010598i,-0.00046071+0.00048064i,-0.00013556+0.0002735i,0.00084847+0.00063322i,0.0012819+0.0013155i,0.0011146+0.0012245i,0.00055009+0.00059126i,-0.00046542-8.336e-05i,-0.00039568-0.00036046i,0.00011084+0.00014121i,8.7743e-05+0.0010728i,-0.00016736+0.00074309i,-0.00026368-7.4485e-05i
0.00065537-0.0012944i,-0.00028206-0.0024074i,-0.0010692-0.0023849i,-0.0021805-0.0017979i,-0.002462-0.00076193i,-0.0012815+0.00043047i,0.00060524-0.00022645i,0.0015377-0.00093127i,0.00091008-0.00063983i,-0.00035405+0.00014092i,-0.0017765+0.00078672i,-0.0020867+0.0010486i,-0.0013017+0.0016656i,-0.00074738+0.0019525i,-1.7273e-05+0.0011897i,0.00037338-2.7108e-05i,7.1212e-05-0.00053077i,0.00025759+8.796e-05i,0.00016078+0.00035056i,4.0654e-05+0.00015269i,0.00049441+0.0011649i,0.00058808+0.0013478i,0.0005953-0.0001641i
0.00048822-0.0016208i,-0.00037397-0.00073125i,-0.00031604-0.00041043i,-0.00079002-0.00030305i,-0.0016649-0.00011345i,-0.0010106+0.00053846i,-9.3388e-05+0.00089172i,0.00018318+0.0012688i,0.0003771+0.0006887i,0.00018257-0.00030634i,-0.00032618-0.00042373i,-0.0013344-1.8149e-05i,-0.0017441+0.000695i,-0.00083818+0.00075815i,0.00015094+0.0003595i,6.5878e-05+9.7083e-05i,1.4196e-05-0.00073966i,0.00030675-0.0010261i,0.00057603-0.00059671i,0.00023963-0.00058555i,-0.00028409-0.00015563i,-0.00029273+0.0004298i,-0.00079681+0.00033394i
0.00048697+0.00089968i,0.0012008+0.0012807i,0.00087146+0.001754i,0.00067336+0.0013148i,0.00047363+0.00021574i,7.5844e-05-0.00026377i,0.00053662-0.00037719i,0.00067266-0.00076482i,0.00097251+0.00016418i,0.0010742+0.0010253i,0.00050003-0.00013265i,0.00010694-0.00078248i,-4.148e-05-0.00073248i,-0.0003362-0.00071638i,-0.00078645+0.00030077i,-0.00084583+0.00085982i,-0.00067405+0.00021022i,3.8203e-05-0.00038048i,-0.00011515-0.00017967i,7.9546e-06-0.00030384i,0.00078532-0.00017724i,0.00026435+7.7378e-05i,0.00045446-0.0003443i
0.00039628-0.00040694i,5.2084e-05+0.00042692i,0.00041988+0.00038414i,0.00033381+0.0005572i,-0.00015779+0.0017839i,0.00059204+0.0024133i,0.0014669+0.0020324i,0.0011023+0.0010299i,0.00034854+0.0008225i,0.00042193+0.0010829i,0.00057754+0.0010903i,0.00032124+0.0011358i,0.00047222+0.0011708i,-4.0282e-05+0.00092494i,-0.00034044+3.7639e-05i,0.00036121-0.00054553i,0.00075904-0.00026211i,0.00051136-0.00014432i,-0.0001076+0.00057307i,-0.00027651+0.00095199i,-0.00017104+0.00043369i,-0.00017722+0.00026964i,-0.00032513+0.00069036i
-0.0011473+0.00060191i,-0.0016224+0.0010567i,-0.0017672+0.0012495i,-0.0012771+0.0006442i,-0.0010845+0.00047498i,0.00012487+0.00061115i,0.0013424+4.6678e-05i,0.0010482-0.00013654i,0.00022389+0.00040819i,-1.5464e-05+0.00070465i,5.4516e-05+0.0010743i,-0.00088211+0.0017295i,-0.0012838+0.0016957i,-0.00017434+0.0012666i,0.00036347+0.0013687i,9.5318e-07+0.0014928i,-0.00034973+0.0011245i,-0.00098513+0.00056647i,-0.0015493+0.00015511i,-0.0014844+0.00030717i,-0.0011855+0.000446i,-0.00084321-1.7158e-05i,-0.00054687+6.9706e-05i
0.0004718-0.00021531i,2.3046e-05+1.668e-05i,-0.00072732+9.1582e-05i,-0.0014224-6.8089e-05i,-0.0019158+0.00083757i,-0.0011067+0.0011873i,0.00030038+0.00028503i,0.00087447-0.00070285i,0.00048024-0.00032539i,0.00043139+0.00040599i,-8.8123e-05+0.00094956i,-0.00089438+0.0016043i,-0.0009213+0.0016372i,-0.0012963+0.00098006i,-0.0010716+0.00045688i,-0.00070956+0.00024966i,-0.00054459-0.00027724i,-0.00074127-0.00024172i,-0.00072713-0.00010389i,-0.00036778+0.00022289i,-0.00045137+0.00070152i,-0.00042968+0.00027251i,3.3628e-06-0.00016797i
-0.0016891+0.00024974i,-0.001494+0.0008041i,-0.0017808+0.0023192i,-0.001388+0.0033929i,6.9731e-05+0.0032085i,0.0017728+0.0029464i,0.001325+0.0020164i,0.00020253+0.00058482i,-0.00030754-7.7321e-05i,-0.00049388+0.00011891i,-0.00051676+0.00020909i,-0.00053779+0.00040293i,-0.00074939+0.00084252i,-0.00030167+0.00085665i,0.00088558+0.00041364i,0.0014749-0.00033882i,0.0013684-0.0011457i,0.00062043-0.0010575i,0.00048455-0.00041085i,0.00018118-0.00022332i,-0.00014416+0.00050613i,-0.00031186+0.00059099i,-0.00036988-8.8975e-05i
-0.00033651+0.00010303i,-0.00026728+3.1284e-06i,8.3858e-05-0.00058275i,-0.00046581-0.00039468i,7.6291e-05+0.00065813i,0.00079488+0.0017688i,0.00072859+0.0014715i,0.0013838-8.1897e-05i,0.0016113-0.00021108i,0.0002356+0.00019214i,-0.0011949+1.9381e-06i,-0.00054888+0.00024942i,0.00034154+0.00055962i,0.00010535+0.00064519i,0.00029183+0.00099489i,0.00048996+0.0011297i,0.00070384+0.00051818i,0.00074267-3.6461e-05i,0.00031036-0.00083575i,-0.00038755-0.0010438i,-0.00061145-0.00022531i,-0.00014485+1.9043e-05i,0.00023739-0.00042658i
0.0014513-0.0013853i,0.00060294-0.0014515i,-0.00076388-0.0020236i,-0.001388-0.0026404i,-0.0012739-0.0012018i,-0.00022122+0.001972i,0.00076823+0.0027805i,0.00065936+0.0011747i,0.0002211+0.00038409i,-0.00029982+0.00038435i,-0.00093425+0.00074213i,-0.0011512+0.00083466i,-0.0003715+0.00053835i,0.00041136+0.00090234i,0.00082281+0.0011453i,0.00034787+0.00069934i,-0.00020258+0.00013643i,-0.00011071+0.00022504i,-0.00040887+0.00048626i,-0.00099846+8.4635e-05i,-0.00052288-2.5879e-05i,0.00047175+0.00016978i,0.00098853+0.00013114i
-0.0021686-0.00056424i,-0.0024753-0.00030967i,-0.0029139-0.00041983i,-0.003012+0.0001452i,-0.001434+0.0017302i,0.00040026+0.0030291i,0.00079903+0.001904i,0.00085332-0.0001396i,-9.6963e-05-4.9345e-05i,-0.0011994+0.0007434i,-0.00080786+0.0002008i,-0.00035188-0.00059584i,-0.00049211-0.00027309i,-0.00088672+7.8785e-05i,-0.00053842-0.0002304i,-8.9332e-05-0.00040677i,0.00013435-0.0002144i,0.00071625+0.0001345i,0.00062807+0.00017871i,0.00015558+0.00020596i,5.4411e-06+0.00018963i,0.0003737+0.0001286i,0.0006516-0.00018819i
-0.00020239+0.0016028i,6.4079e-05+0.0013069i,0.00062759+0.0015085i,0.0002652+0.0018409i,-0.00019315+0.0019142i,0.00073889+0.0017926i,0.0015074+0.0018987i,0.00057218+0.0013878i,1.7837e-05+0.00088424i,0.00048033+0.00052698i,0.00016392+0.00063702i,-0.00066308+0.00069391i,-0.0013261+0.0001424i,-0.0010956+0.00013064i,-0.00010104+0.0010512i,0.00073401+0.00097277i,3.847e-05+0.00041897i,-0.00033865+0.00049152i,-0.00024535-3.6732e-07i,-0.0002089-0.00034824i,-4.9051e-05+0.00011521i,-0.00052108+0.00034989i,-0.00069999+0.00018816i
-0.00020208-9.7912e-05i,0.00054246+1.9057e-05i,0.0012344-0.0006515i,0.0011423-0.00067142i,0.00049004+0.0006063i,0.00064462+0.0021545i,0.00078148+0.0016956i,0.00074077-4.3933e-05i,0.0012523-0.00049599i,0.0012959-0.00039419i,0.00056054-0.0011366i,-0.00026358-0.00079749i,-0.00033492+0.00042474i,-0.00049984+0.00099356i,0.00027529+0.00059153i,0.0015184-0.0001246i,0.0012845-0.00029563i,0.00095826+0.00023259i,0.00089761+0.00091905i,0.001049+0.00057592i,0.0014169-0.00029941i,0.0011389-0.0003215i,0.00028409-0.00025857i
0.0011623-0.0015841i,0.00014194-0.002045i,-0.0012178-0.0035634i,-0.0023968-0.0032323i,-0.0022431-0.00049977i,-0.00029617+0.0011562i,0.0010532+0.00079564i,0.00079149-0.00040717i,4.8584e-05-0.0013459i,-0.00037051-0.0014985i,-0.0005803-0.00048188i,-0.00071852+0.00035266i,-0.00064919+0.00061037i,-0.00020286+0.0010318i,9.3791e-05+0.00051439i,-3.3294e-05-0.00070301i,0.0004889-0.00081036i,0.00087826+0.0002304i,0.0002907+0.00076116i,-0.00050077+0.0014458i,-0.0010864+0.0016925i,-0.00093327+0.00077746i,-0.00035927+0.00018764i
-0.0015202+0.00023822i,-0.0017697+0.00053501i,-0.0015097+0.0012876i,-0.00070596+0.0013788i,-0.0012362+0.0013194i,-0.0012741+0.0017874i,-0.00024674+0.0021897i,0.00040017+0.0014119i,0.00074123+0.00045342i,0.00036138+0.00030083i,-0.00018073+0.00047736i,-0.0003218+0.0010185i,-8.1604e-05+0.0010129i,0.00021066+0.00067758i,0.00024227-5.0234e-05i,0.00070379+0.00019711i,0.00061378+0.00075752i,-9.3135e-05-5.627e-05i,0.00023662-0.0012507i,0.00037958-0.00093609i,-2.4602e-05+0.00036095i,0.00078213+0.00045326i,0.0010181+0.00023961i
-0.0016444+0.00030529i,-0.0011366+0.00078638i,-0.00088869+0.0019487i,-0.00021804+0.0024567i,-1.1696e-05+0.0027386i,0.00040031+0.0030987i,0.0010659+0.0021646i,0.00015845+0.00076966i,-0.0010006+0.00030136i,-0.00098409+0.00071086i,-8.1373e-05+0.00046597i,-0.00036638-0.00010962i,-0.0012868-0.00061631i,-0.0010114-0.0003789i,-0.00092383+0.00060356i,-0.00070515+0.0010535i,-0.000553+0.00021267i,-0.00057301-0.00045058i,-0.00050228+0.00025415i,-0.00022941+0.00091967i,-0.00065862+0.00058299i,-0.00075306+0.00022894i,0.00014897+0.00027691i
0.0010932+0.0023465i,0.00065414+0.0017511i,-0.00023288+0.0017754i,-0.00026227+0.0020417i,0.0003186+0.0023826i,0.0019679+0.0012555i,0.002347+0.00012157i,0.0011884+8.3111e-06i,0.00027889-0.00012833i,0.00019611+4.4623e-05i,-0.0004913+0.00043062i,-0.0010193+6.7543e-06i,-0.0012659-0.00020341i,-0.0016993+0.00013446i,-0.0015021-0.00092399i,-0.00064688-0.0011905i,-1.5334e-05-0.00052862i,2.5918e-06-2.6241e-05i,-0.00030151+0.00080736i,-0.00028004+0.00090941i,-0.00017898+0.00017314i,-0.00050264-0.00021019i,-0.00052091+0.00010229i
-0.0010782+8.9885e-06i,-0.000304+0.00061864i,-0.0010641+0.0010345i,-0.0015703+0.0014665i,-0.00029308+0.0019006i,0.0012274+0.0024235i,0.0018701+0.0018268i,0.001194+0.00017708i,0.00035059+0.00010321i,0.00030885+0.0010392i,3.0122e-05+0.0012103i,-0.0002212+0.00075326i,0.0004685+0.00027795i,0.0004489+8.7551e-05i,-1.685e-06-1.7362e-05i,0.00070859+7.2151e-05i,0.00025792+0.00027087i,-0.00075488+0.00031539i,-0.00093477+6.5183e-05i,-0.0012898+0.00046801i,-0.0012082+0.00077579i,-0.00054983+0.0011054i,0.00072994+0.00093807i
-0.0012289-6.6054e-05i,-0.00083479+0.00049054i,-0.00032039+0.00031458i,-0.00042841+0.00063048i,-0.00079958+0.0012763i,-0.00042404+0.0011312i,0.00079644+0.0017003i,0.00077636+0.001597i,-1.7892e-05+0.0008924i,-0.00019979+0.00012341i,-0.00029322-0.00034179i,0.00035075+9.1214e-05i,0.00076722+0.00061172i,6.9899e-05+0.00052133i,-0.00016919+0.00052473i,-0.00015172+0.0009452i,0.00023822+0.00094095i,-9.8472e-06+0.00016512i,-0.00028879-4.2761e-05i,-0.00072064+0.00068325i,-0.0013149+0.001272i,-0.00096342+0.0012483i,-0.00027508+0.0013997i
-0.0001383-0.00044205i,-0.00056154+5.0939e-05i,-0.00021793+0.00085142i,-0.0010997+0.0010785i,-0.0025924+0.0019949i,-0.0017927+0.0028377i,3.082e-05+0.0017531i,0.00081745+0.0011026i,-0.00035298+0.00076572i,-0.001222+0.0013819i,-0.00058758+0.0016296i,-0.00021491+0.00083031i,-0.00070364+0.00064566i,-0.0007095+0.00035576i,0.00061517+0.00031568i,0.00084337+0.00035188i,-4.3677e-05+0.0007046i,0.00015026-0.00010438i,-2.3856e-05-0.0010475i,-0.00051916-0.00097827i,-0.00060153-0.00061682i,-0.00055536-0.00041559i,-0.00072231-0.00086942i
