0.001318-0.00041522i,0.00058052-0.0012128i,0.00041689-0.0026561i,-0.00025694-0.0021645i,-0.0025293+7.3377e-05i,-0.0044631+0.0013291i,-0.0041511+0.001852i,-0.0019847+0.0022106i,-0.00020853+0.0016241i,-4.597e-05+0.0010152i,4.6208e-05+0.00086964i,-1.0425e-05+0.00056983i,-0.00059094-0.00034297i,-0.0009559-0.00025765i,-0.00053464+0.00058983i,0.00026962+0.00071208i,0.00010284+0.00038852i,-0.0004299+0.00011236i,-0.00035821+0.00016667i,-0.00056652+0.00026107i,-0.0010313+4.9413e-05i,-8.1393e-05+5.6833e-05i,0.00022233-0.00026474i
-0.001094-0.00069558i,-0.0013959-0.00029431i,-0.0015702-0.0001151i,-0.00025494+6.7968e-05i,0.0011473+0.00083351i,0.0013075+0.00047456i,0.00088043-0.0001685i,2.2912e-05-0.00023483i,-0.00082238+0.00025401i,-0.0011322+0.00036243i,-0.0005807+0.00010152i,-1.9197e-05+0.00011948i,0.00011583+0.0002998i,6.9952e-05-0.00049855i,0.00056975-0.0010085i,0.00050513+2.4444e-07i,8.7116e-05+0.00056319i,8.1106e-05+0.0005627i,-7.7536e-05+0.00016999i,-0.00025118-0.00018947i,6.2872e-05-0.00032696i,0.00040001-0.00036621i,0.00057193-0.00024589i
-0.00065465-7.7021e-05i,-0.0010049+0.00081245i,-0.0023718+0.0018268i,-0.0026003+0.0015194i,-0.0021438+0.0016771i,-0.0011657+0.0015561i,-0.00097991+0.00046701i,-0.00068941+8.0256e-05i,-0.00096611+0.00021581i,-0.0013609+0.00025473i,-0.0002495-0.00016478i,0.0013361-0.00034668i,0.0019795-0.00028769i,0.0010264+0.00016703i,0.0002876+0.00034336i,1.791e-05-5.3659e-05i,-0.00068871-0.00019154i,-0.00088433+0.00013757i,-0.0003841+0.000753i,0.00014783+0.00084896i,-1.1435e-05+0.00052836i,-0.00069655+0.00017682i,-0.00094352-3.6839e-05i
2.647e-05-0.00021767i,-0.00034312-0.00049464i,0.00057391-0.0004636i,0.00097393+4.5496e-05i,0.00040541+0.00064651i,-0.00094057+0.0010195i,-0.0014034+0.00070535i,-0.0008339+0.00032237i,-0.00012133-0.0003387i,0.00038731-0.00084645i,-0.00026021-0.00066089i,-0.00036203+0.00036828i,1.3861e-05+0.0015206i,5.1458e-05+0.0012991i,0.00016084+0.00054222i,0.0004793-8.135e-05i,4.8541e-05-0.00069545i,-0.00014875-0.0010254i,-7.0356e-06-0.0010454i,0.00011416-0.00023026i,-0.00026562+0.00085372i,-0.00051222+0.0012689i,-0.0010153+0.00081594i
-0.00013373-0.00016396i,0.00051848+0.00016426i,0.00024465+0.0018737i,-4.0317e-05+0.0017152i,0.0010839+0.00030506i,0.00065455+0.00034478i,-0.00067382+0.0010037i,-0.00088634+0.0011516i,-0.0006997+0.00069772i,-6.9498e-05+0.00012379i,0.00015568-0.00034412i,0.00020172-0.00088475i,0.00041218-0.00080597i,0.00036203-0.00015709i,-1.9641e-05-0.00034249i,-0.00010288-0.00038775i,0.00063349-0.00031135i,0.00063766-0.0005302i,-0.00043687-0.00046377i,-0.00071779-0.00026271i,-7.8869e-05+0.00010539i,0.00034036+0.00032443i,0.00022488-0.00038874i
-0.0008118+0.0014915i,0.00016636+0.0015163i,0.0017336+0.00098663i,0.0017-0.00032394i,0.00018486-0.00015907i,-0.00012873-3.256e-05i,0.00014654+0.00048972i,-0.00029518+0.0017547i,0.00031859+0.0023647i,0.0013252+0.0017i,0.001311+0.00021054i,0.0006817-0.00073262i,-0.00016114-0.00087227i,-0.00024035-0.00024119i,-0.00067548+2.2041e-05i,-0.0014252-0.00018714i,-0.0010008-9.7395e-05i,-0.00039068+0.00012535i,-0.00016382+4.3218e-05i,0.00042436+0.00054051i,0.0010355+0.0011513i,0.0008446+0.0010535i,0.00066657+0.0010506i
0.00075722+0.0012668i,0.00064335+0.0014125i,0.0016447+0.001617i,0.0016447+0.0010533i,0.00097571+0.00030681i,0.00051657-7.8973e-05i,0.00011289+0.00052814i,-0.00020649+0.00094834i,-0.00018573+0.0003452i,-0.00026195+0.00013662i,-0.00020987+0.00055903i,-0.00063072+0.0012925i,-0.00043838+0.001571i,0.00042487+0.0013075i,0.00090479+0.0013039i,0.00023726+0.0010091i,-0.00099156+0.00023321i,-0.00087671-0.00047863i,-0.00029888-0.00036538i,-0.0001295+0.00017177i,-0.00053314-0.00011745i,-0.0013158+6.4574e-05i,-0.0014179+0.00082269i
0.00099948+0.0016183i,0.0012852-0.00031007i,0.0018973-0.00043792i,0.0025709-0.00013556i,0.0020891+0.0005008i,0.00030793+0.00018016i,-0.00017594-0.00052975i,0.00026434+0.0001357i,0.00094596+0.00082262i,0.001791+0.00093989i,0.0013481+0.0011254i,0.00032841+0.0010515i,6.7476e-05+0.00063014i,0.000622+0.00089059i,0.0012005+0.0010735i,0.00070253+0.0007042i,-0.00010292+0.00026665i,-0.00012876+5.2349e-05i,6.0895e-05-5.5148e-06i,-0.0004908-0.00073921i,-0.0005709-0.00051869i,-0.00051752+0.001282i,-0.00025938+0.0012967i
-0.0015159+0.00041259i,-0.00036318+0.00046851i,-0.00033688+0.001043i,0.00043594+0.0017839i,0.00064304+0.0028949i,0.00077112+0.0020299i,0.00060227+0.00059868i,-0.0004053+4.1696e-05i,-1.3729e-05-8.598e-05i,0.00097891+5.5205e-05i,0.00097823-3.9621e-05i,0.00063601-0.0007995i,0.0010299-0.0010184i,0.00044389-0.00090195i,-0.0006122-0.00096775i,-0.00063532-0.00061077i,-0.00071306-0.00010928i,-0.00083816+0.00026603i,-0.00025683+0.00096849i,0.00023515+0.0012652i,0.00066608+0.0010041i,0.00095267+0.00087468i,0.0007079+0.00034425i
-0.0027093+8.0427e-05i,-0.0028588+0.00095897i,-0.0027718+0.0025526i,-0.0017145+0.0026201i,-8.7703e-05+0.0019297i,0.00099018+0.0011697i,0.00031843+0.00045755i,-0.00046334+0.00029264i,-0.00059631+0.00067166i,-0.00016202+0.00088021i,0.00034651+0.00037222i,0.00072441+0.00040762i,0.00085809+0.00041068i,0.00049278-0.00019547i,-1.0235e-05-0.00037843i,-0.00069937+0.00017915i,-0.00027692+0.00025558i,0.00048086-0.00048208i,0.00040577-0.00059393i,0.00064464-0.00010868i,0.00071863+0.0004456i,0.00027617+0.00091663i,-0.00025216+0.00058167i
-0.00041912+0.00034778i,-0.00022456+0.00108i,0.00023346+0.0017051i,6.3097e-05+0.0030519i,-0.00081327+0.0031101i,-0.0016302+0.001722i,-0.0014258+0.0011381i,-0.00053393+0.00081741i,-0.00036287+0.00046586i,-0.00040741+0.00018051i,0.00031945+0.000162i,0.00031657+0.00032199i,0.00041884+0.00063156i,0.00060553+0.00046163i,2.3875e-05-0.00078727i,-0.00072911-0.0014128i,-0.0013265-0.00079851i,-0.0013416-0.00032044i,-0.00051242-2.4092e-05i,-0.00013306+0.00053861i,0.00032293+0.00074666i,-0.00013336+0.00076115i,-0.00042957+0.00089196i
0.00092143+0.0010375i,0.00085929+0.00064611i,0.0010577+0.00022882i,0.0005832-6.7843e-05i,-0.0001983+0.00016526i,-0.0010219+0.00083474i,-0.0014301+0.0006421i,-0.00061467+0.00072518i,0.00082559+0.00016974i,0.0011353-0.000463i,0.0004234-9.1962e-05i,0.00037479-0.00013651i,0.00050029+0.00010074i,-2.016e-05+0.00078188i,6.0652e-05+0.00034723i,0.00013433-0.00073204i,-0.00054345-0.00097879i,-0.00012319-0.00012828i,0.0005491+0.00034601i,-0.00027153-1.5512e-05i,-0.00062088-0.00018192i,-0.00039296+0.00050353i,4.2806e-05+0.00012562i
8.8643e-05-9.3557e-06i,0.0006674-0.00080491i,0.00020609-0.00084041i,-0.0006991-0.00014228i,-0.00083024-0.00016387i,-0.0009708-0.00070334i,-0.00058902-0.00066475i,-0.00011508-0.00032902i,0.00040077-1.5166e-05i,0.0007666+0.00029024i,0.00071366-3.2301e-05i,0.00058429-6.4985e-05i,0.00058433+0.00019422i,0.0008655-0.00021724i,0.00028803-0.0007633i,-0.00062299-0.00073953i,-0.00075976+1.1562e-05i,-0.00042506+0.00042048i,-0.00068951+0.00035878i,-0.00095896+0.00051339i,-0.0010878+0.00062112i,-0.00027367+0.00091173i,0.00011895+0.00032081i
-0.00027224+0.0016635i,0.00083427+0.00037709i,0.0018493+3.5375e-05i,0.0010075+0.00040675i,-0.0002295+0.0012838i,-0.0011839+0.0013255i,-0.0013907+0.00052705i,-0.0010539-6.976e-05i,-0.00031596+0.00038838i,0.0006881+0.00087465i,0.00064456+0.0011386i,-0.0003729+0.00099487i,-0.00050826+0.00048748i,-0.00053513+0.00044295i,-0.0012087+0.00077334i,-0.001428+0.00078714i,-0.00030569+0.00053727i,0.00083459+0.00037766i,0.00017426+1.7582e-05i,-4.8456e-05-0.00023608i,0.00052154-0.00033165i,-9.2457e-05+0.00026909i,-0.00047509+0.00016285i
4.1398e-07+0.0013513i,0.00030242+0.00158i,0.00049277+0.0018044i,0.0011452+0.0011691i,0.0015856+0.00061403i,0.001711+0.00024815i,0.00042251-0.00019745i,-0.00092439-0.00046563i,-0.00096024-0.00034043i,-0.00013553+0.00056683i,0.00067605+0.00082985i,0.001245+0.00050858i,0.00068063+9.8426e-05i,0.00057388-0.00033974i,0.00074292-0.00084004i,0.00066366-0.00081449i,0.00026279+0.00019017i,-9.3106e-05+0.00019739i,4.3859e-05-5.0128e-05i,0.00031425-7.315e-05i,0.0003701-0.00031928i,-0.00014113+0.00022635i,0.00016574+0.0011048i
-0.0019566+7.2776e-05i,-0.0023032+0.0005759i,-0.0024989+0.0015644i,-0.001355+0.002404i,3.0366e-05+0.0024157i,0.00048586+0.001531i,0.00019063+0.00073551i,-0.00037241-7.5247e-05i,-0.0014331-0.00065449i,-0.0009218-1.9256e-05i,0.00086485+0.00036183i,0.0020672+0.00013221i,0.0021161-0.00047452i,0.0013088-0.00071426i,0.0004819-0.00049038i,-0.00075607-9.1974e-05i,-0.0013874+0.00028642i,-0.00070346+0.00029366i,9.2355e-05+3.4255e-06i,0.00070438-0.00073755i,0.00026654-0.0011589i,0.00016373-0.0011111i,0.00095771-0.0010958i
-0.0016959-0.00012365i,-0.0012272+0.00063233i,-0.00028114+0.0015679i,0.00025236+0.002094i,0.00031209+0.0028081i,0.00031408+0.0024851i,8.1403e-06+0.00086831i,-0.00057439+0.00059681i,-0.00085372+0.00063578i,-0.00048452+0.00076609i,9.8734e-05+0.00086059i,0.00042122-5.69e-05i,-5.7932e-05-0.00085132i,-0.0004982-8.6727e-05i,-0.00027693+0.0004973i,-0.0007431+0.00021833i,-0.00078811+1.4024e-05i,-0.00097256-8.9999e-05i,-0.0012005-0.00033386i,-0.00069457-0.0011156i,0.0001727-0.00055619i,0.00023779+0.0010045i,-0.00015692+0.0013605i
5.8324e-05-0.0027948i,-0.001439-0.0018938i,-0.0025803-0.0014247i,-0.0039529-0.00043557i,-0.0045185+0.0010289i,-0.0028699+0.0021883i,-0.00078866+0.0017871i,-0.00018674+0.00017107i,-0.00025471-0.00029077i,-0.00041728-6.715e-05i,-8.6266e-05+3.3256e-05i,0.00094123+0.00074118i,0.00097065+0.001153i,0.0009286+0.00086048i,0.00042746+0.00045039i,-0.00078042-0.00023514i,-0.0006757-0.00046298i,-1.1371e-05-0.00034715i,0.00083918-0.00041138i,0.00085374-0.00050459i,-0.00017904-0.00021947i,0.00026491+0.00086938i,0.00085811+0.0015332i
0.00066417-0.00088353i,-0.00042789-0.0017217i,-0.00039637-0.0023826i,-0.000569-0.0021446i,-0.0010846-0.00011238i,-0.0016981+0.0010012i,-0.0018483+0.00074293i,-0.00087559+0.00016117i,0.00052262+0.00027971i,0.001248+0.00093314i,0.00072864+0.00078294i,0.00081018-0.00032749i,0.00061751-0.00023526i,-9.1667e-05+0.00074872i,0.00011686+0.00017701i,0.00053018-0.00086803i,-0.00021695-0.0014429i,-0.00022249-0.0012642i,6.2221e-05-0.00047007i,0.00023768-0.00040693i,0.00044889-0.00035085i,-3.2565e-05-6.504e-05i,4.9544e-05+1.4466e-05i
0.00081972+0.00052666i,0.00081421+0.0010491i,0.00061013+0.0014443i,0.00050445+0.0004805i,0.00064576+0.00015021i,0.00027572+0.00036098i,-0.0002743+0.0002779i,-0.00020282+0.00033131i,-0.00021688-0.00026316i,-1.3865e-05+0.00030242i,0.00035629+0.00061109i,0.00072685-4.5438e-05i,0.001305-7.6881e-05i,0.0011779+0.00082116i,0.00040054+0.00099607i,-0.00022205-0.00034906i,-0.00027246-0.00048069i,-9.3069e-05-0.00046286i,0.00011231-0.00030487i,0.00029375-0.0001125i,0.00078636-0.0001728i,0.00073054-0.00022672i,0.00010669-0.00024234i
0.00017086-0.0019609i,-6.9478e-05-0.0012592i,-0.00084896-0.00079602i,-0.0013398+0.00013133i,-0.00099782+0.0021169i,-0.00087319+0.0029983i,-0.0013122+0.0018455i,-0.0015492+0.00097807i,-0.0014805+0.00042502i,-0.001209-0.00063674i,-0.00012805-0.00037099i,0.00079277+7.9384e-05i,0.00065004-0.00030362i,-6.4956e-05-0.00021638i,-0.00023103+0.00011336i,3.0862e-05-8.0303e-05i,-0.00028588-0.00033037i,-0.0006857-0.00074646i,-2.4903e-05-0.00099456i,0.00062442+9.863e-05i,0.00065628+0.00072252i,0.0001034-2.333e-05i,8.3017e-05+6.8758e-05i
0.00081471-0.00061571i,0.00057478-0.0012162i,9.7878e-05-0.00054946i,-0.00072633+3.3804e-05i,-0.0017366+0.00013841i,-0.0022948+0.00028972i,-0.0015333+0.00038225i,-0.00046264+5.1808e-06i,-0.00035688-0.00054497i,-0.00037475-0.0010466i,0.00031192-0.0010487i,0.0013645-0.0001542i,0.0011225-6.5358e-06i,0.00031332-0.00052848i,4.942e-05-0.0005566i,-0.00072897-0.00028272i,-0.00031401-0.00033143i,9.5545e-05-0.00024797i,-0.00045022-0.00028454i,-0.0011313-0.00032867i,-0.00082168-0.00022037i,0.00011495+9.9155e-05i,-0.00023916+0.00064599i
0.00037267+0.00087346i,0.00075879+0.00099728i,0.0019686+0.0011277i,0.0015596+0.00038471i,0.00079973-0.0008194i,0.00058352-0.0013771i,0.00051735-0.00054515i,0.00060535+0.00021236i,0.00037655+0.00058763i,0.00025262+0.00083821i,0.00081811+0.00066503i,0.00073902+0.00072927i,9.9948e-05+9.848e-05i,-0.00053011-0.00064791i,-0.0010243-0.00072071i,-0.00064236-0.00015159i,-0.00020325+7.6104e-05i,-0.00011855-0.00058997i,0.00031375-0.00054899i,0.00032608+5.6719e-05i,0.00010004+0.00075682i,-1.4781e-05+0.0003621i,3.8942e-05-0.00032711i
-5.9845e-05+0.0030878i,0.0010479+0.0029381i,0.0018053+0.0024404i,0.0016331+0.0026119i,0.00055576+0.0021073i,0.00020212+0.00085067i,0.00012612+0.00033092i,-2.9136e-05+0.00055511i,0.00037472+0.00040147i,0.00033608+5.4218e-05i,-0.00033095+0.00044388i,-0.00057407+0.00056859i,-8.1476e-05+0.00051786i,-0.00033089+0.00057093i,-0.00071243+0.00036234i,-0.00027792+6.4557e-05i,-0.0001894-0.00013663i,-6.0998e-05+0.00052597i,-0.00049818+0.00056613i,-0.0010535-9.6935e-05i,-7.178e-05+2.5422e-05i,0.0001834+0.00027481i,-6.9893e-05+0.00027974i
-0.00049587-0.0020316i,-0.00065033-0.0015927i,-0.0010588-0.001037i,-0.0019862-3.2244e-05i,-0.0026159+0.0015954i,-0.0021018+0.0020708i,-0.00096166+0.0013314i,8.3813e-05+0.00027506i,0.00014693+0.00025658i,0.00012998+0.0011901i,0.00066889+0.0014672i,0.00087896+0.00024649i,0.00017125-2.7254e-05i,-0.00070921+0.00023821i,-0.00099081+0.00016962i,-0.00059436-0.00018644i,-0.00073693-0.00026967i,-0.001082-0.00045211i,-0.00069817+0.00037395i,-0.00030543+0.00090662i,0.0003128-0.00027154i,0.00023848-0.00086485i,0.00019939-0.00010202i
0.00030474-8.0623e-06i,-7.9261e-05+0.0015616i,-0.00042076+0.00090095i,-0.00087001+0.00038443i,-0.00095288+2.8618e-05i,-0.0010789-0.00022486i,-0.0017403+0.00026454i,-0.0012962+0.00052736i,-0.00055101+0.00062936i,-8.2049e-05+0.00016855i,0.00061906-0.00014999i,0.0010064-0.00048861i,0.00036671-7.9092e-05i,-0.00034292+0.00017238i,-0.00083012-0.00036391i,-0.00076131-0.00052741i,-0.00040789-0.00049556i,-0.0005193-0.0006851i,9.4238e-05-0.0010158i,0.00031421-0.00010216i,-0.00020028+0.00082773i,-6.6057e-06+0.00039599i,-0.00012757+5.8119e-05i
0.00069377-0.00050049i,0.00056351-0.00065384i,0.00073404-0.00027506i,-0.00036482-0.00039324i,-0.00094522+0.00018079i,-0.0016823+0.00086611i,-0.0018187+0.0010838i,-0.00086044+0.00098952i,-0.00039537+0.00029602i,-0.00010316-0.00045613i,0.00016221-0.00076528i,0.00075477-0.00074098i,0.0011032-0.0004978i,0.00057229-0.00029829i,0.00046296-0.00067715i,0.00047732-0.0012585i,0.0001028-0.001157i,-0.00050002+2.956e-05i,-0.00012651+0.00059015i,0.00048765+0.00034056i,-0.00028101-0.00031553i,-0.00029764-0.00072593i,0.00069554+0.00019932i
-0.0005266-0.00018582i,-6.9573e-05-0.0005026i,0.0013008-0.00034563i,0.0017251+0.00010625i,0.00054574+0.00092099i,-0.00035972+0.0013971i,-0.00052362+0.00092862i,-0.00060604+0.00066033i,7.6843e-06+0.00048136i,0.0010274+0.00036166i,0.001455+0.00034526i,0.00091377+2.5002e-05i,0.00062351-0.00042039i,0.00077892-3.3078e-05i,0.00036481+0.00025128i,0.00019203-0.00024601i,0.00022248-0.00046288i,3.9383e-05-0.00092234i,-0.00023904-0.0011359i,-4.8261e-05+8.7343e-05i,0.00072697+0.0012399i,0.00063949+0.00087698i,-0.00030884+0.00051013i
-0.00067657-0.00083076i,0.00022696-0.00076808i,0.00049688-0.00015053i,-8.3506e-05+0.00072351i,9.7366e-05+0.0007064i,-0.0003934-5.7935e-05i,-0.0014573+5.1147e-05i,-0.00068066-0.0002833i,-0.00046045-0.00028169i,-0.00041069+0.00019271i,0.00034037+0.0004798i,0.00058086+0.00093274i,0.0002472+0.00047597i,0.00050262+4.0346e-06i,0.00095327-0.0001421i,0.0007421-0.00038059i,-1.6519e-05-0.00040157i,-0.00045374-0.00029734i,-0.00017903-0.00021912i,0.00028457-0.00032727i,0.00049748-0.00022783i,0.00073581+0.00043011i,0.00053228+0.0003619i
0.00072378-0.00044186i,0.00054662-0.00082507i,0.00026888-0.00049019i,-0.00035465+0.00041906i,-0.00073104+0.0013587i,-0.00069367+0.0012061i,-0.00077127+0.00089318i,-0.00050262+0.00025395i,-0.00021219-0.00013956i,0.00049651+0.00094i,0.00080341+0.0019596i,-3.1452e-05+0.0013203i,0.00022532+0.00078563i,0.00070708+0.0010105i,0.00055087+0.00049675i,0.00037119+5.4199e-05i,0.00032797-0.00041686i,0.00035382-1.8136e-05i,0.0003842+7.1867e-05i,0.00060339+0.00048064i,2.8964e-05+0.0010299i,-0.00052866+0.0005879i,-0.00030471+0.00040382i
-0.00029187+0.00013437i,0.00061834-0.00037127i,0.0010676-0.00057095i,0.00092325-5.5881e-05i,0.00082706+0.0015357i,0.00013431+0.0021935i,-0.00024959+0.0013089i,4.5352e-05+0.00093506i,2.948e-05+0.00064511i,-0.0001469+0.0006605i,0.00016285+0.00072862i,0.00035898+0.00017738i,0.00023199+0.00030152i,0.00042503+0.00069233i,0.00025748+0.00071212i,2.8745e-05+0.00080711i,-1.8534e-05+0.00030244i,-0.00017464-0.0002351i,-0.00021358-0.00024554i,-0.00019037-9.6744e-05i,0.00050972+0.00019464i,-0.00041368+0.000404i,-0.0016636+0.00063541i
-0.0013249+0.00050741i,-0.00042404+0.0019259i,-0.0010339+0.0011876i,-0.0013198+0.00013909i,-0.00058052+0.00040843i,-0.00010526+0.0003896i,0.00013601-0.0001498i,-3.0335e-05-0.00027633i,0.0002696+0.0003332i,5.8498e-05+0.00048021i,-0.00045205+0.00026533i,-0.00029954+0.00046531i,0.00023576+0.00037352i,0.00067628+7.3298e-05i,0.00086596-4.4535e-05i,0.00068862-0.00016495i,-0.00019391-0.0002517i,-0.0012227+0.00033857i,-0.0012011+0.00057749i,-0.00082682+8.9674e-05i,-0.00041486+4.4154e-05i,-0.00023801+0.00024196i,9.4353e-05-0.00044175i
0.0019915+0.00055538i,0.001146-0.00041982i,0.00064818+0.00028022i,0.00037527+0.0010939i,-0.00059944+0.0013393i,-0.0013668+0.001166i,-0.0012345+0.00065711i,-0.00081727+0.00018358i,0.0004534+0.00025295i,0.00099962+0.00076139i,0.00072421+0.00050084i,0.0010888+0.00024954i,0.0013218+0.0004822i,0.00068477+0.00031283i,0.00043729+0.00016382i,0.0010382+7.3021e-05i,0.00088133-2.1094e-05i,0.00010281-0.00029158i,-0.00011699-0.00076314i,1.2085e-06-0.00070513i,0.00043301-0.00087369i,0.001014-0.000463i,0.00049002+0.00048i
0.0002542+0.00095895i,0.00031874+0.00098747i,0.0011429+0.00087511i,0.0021279+0.00054722i,0.0012225-0.00021238i,5.2996e-05-0.00080611i,-0.00019479-0.00054369i,0.00011354+0.0002443i,0.00040818+0.00027108i,0.00017853-0.0001572i,2.7216e-05-0.00023129i,0.00053353-0.0003514i,0.00025131-0.00063652i,0.00024001-0.00026857i,0.00073112+0.0001785i,0.00024193-2.6588e-05i,0.00027486-0.00043638i,2.1823e-05-0.00065651i,-0.00032507+7.994e-05i,0.00020991+0.00026797i,0.00049192-0.00043987i,-3.9718e-05-0.00025619i,-0.00046403+0.00025251i
-0.0017363-0.002362i,-0.0014111-0.00076836i,-0.00074407+0.00015519i,-0.0014904+7.3881e-05i,-0.0015562+0.0005737i,-0.00056612+0.0012113i,7.3682e-05+0.00079388i,0.00058608+0.000389i,0.00033338-0.00030406i,0.00057688+0.00018462i,0.0011598+0.00079306i,0.0010778+0.00085988i,0.0013431+0.00077848i,0.0010568-8.0616e-05i,0.00028143-0.000438i,-9.6701e-05+0.00044303i,-0.00056537+0.0012012i,-0.00056778+0.00098623i,-0.00011692-0.00010275i,-0.0001861-0.00071315i,0.00013997-0.00019711i,0.00022547+0.00021695i,-0.00026954-0.00015739i
-0.00094989+0.00018986i,0.0002431+6.3057e-05i,-0.00073813+0.00057917i,-0.0015534+0.0010768i,-0.0013481+0.0019159i,-0.00043622+0.00248i,-0.00011034+0.0012059i,4.807e-05+0.00017136i,2.5023e-05+0.00073158i,-0.00015391+0.00069787i,0.00053211+0.00068435i,0.0010551+0.00091093i,0.00094429+0.00042124i,0.00037759-0.00021233i,-0.00012043-0.00033096i,-5.9235e-05-0.00015437i,-0.00012527-0.00034709i,-0.0007955-0.00020675i,-6.7649e-05+0.00042854i,0.00069968+0.00038484i,-0.00010913-5.4236e-05i,-0.00043818-0.00019675i,-3.5039e-05+2.2107e-05i
0.00025196+0.001064i,0.00046431+0.00099516i,0.00090442+0.0012456i,0.00090962+0.0012947i,-7.2508e-05+0.00050166i,-0.00036455-0.00058764i,-0.00075596+2.0429e-05i,-0.00088081+0.00069275i,-0.00010424+0.00073045i,0.00038529+0.00077207i,0.00056409+0.00017925i,0.00022086-0.00061071i,-0.00019203-0.00077536i,0.00018872-0.00085548i,0.00028641-0.00061175i,0.00056485+0.00010105i,0.00052522-0.00025907i,-0.00060235-0.0011995i,-0.00081723-0.0013521i,-0.00022067-0.00039603i,-0.00031947-3.452e-06i,-0.00038954-0.00033065i,0.00037408-6.1215e-05i
-0.0019681-0.0009674i,-0.0011718-0.00053731i,-0.0020106-0.00075484i,-0.0023218+0.00045708i,-0.00087918+0.002421i,-0.00017215+0.0028504i,-4.5832e-05+0.00090419i,-0.00010823-0.00018547i,-0.00048709-5.0014e-05i,-0.00015736+0.00046198i,0.00011038+0.00055865i,0.0006035-0.000141i,0.00088677-0.00041993i,0.0011958-0.00050196i,0.0013632-0.00041533i,0.0015633-0.00018042i,0.00085526-0.00022771i,-0.00039447-0.0011752i,-0.00029329-0.00089216i,-0.0001685+0.00055802i,-0.00076566+0.00045608i,-0.0005005-0.00011521i,-3.9031e-05+0.00034338i
-0.0019907+0.0025624i,-0.0010205+0.0026503i,-0.00024942+0.0026691i,0.00034606+0.0025551i,0.00054633+0.0015593i,0.0011759+0.00049994i,0.0013572-0.00023175i,0.00084845+0.00033248i,0.00040969+0.00046007i,0.00014792-0.00020824i,-0.00037341-0.00031618i,-1.6475e-05-0.0001907i,0.0010516+0.00025084i,0.00086828+0.00025268i,-0.00010533-9.0558e-05i,-0.00056963+0.00012102i,-0.0011388-2.5079e-05i,-0.000555+0.00023484i,0.00043271+0.00042068i,0.00036545+0.00022361i,-0.00088119+0.0011609i,-0.0010463+0.00090338i,-0.00021483-3.7645e-05i
0.00018156+0.00058303i,-0.00030357-0.00028578i,-0.00037181+0.00023381i,-0.00095229+0.00059839i,-0.0010623-6.8812e-05i,-0.00032403-0.00068081i,-0.00043947-0.00016201i,-0.00071164+0.00049247i,-0.00039705+5.6063e-05i,-8.5386e-05+0.00030022i,-0.00029927+0.00023376i,0.0001589-0.00019078i,0.00025843-0.00046099i,-9.1731e-05-0.00096478i,-0.00046508-2.2009e-05i,-0.0004129+0.0008093i,-8.4251e-08+0.00042175i,-0.000156-1.7525e-05i,-0.00038629-0.00034024i,-0.00056114-0.00033745i,-0.0005897-0.00035329i,-0.0001807-9.8648e-05i,0.00047409+0.00053856i
0.00056645+0.0019143i,0.00067746+0.001278i,0.0021937+0.0010026i,0.0032078-0.00013251i,0.0027193-0.00091654i,0.0013961-0.00022947i,4.6471e-05+0.00086688i,-0.0009879+0.00053894i,-0.00041814+0.00036598i,0.00050873+0.00079839i,0.00012286+0.00042634i,-0.00010764+3.5225e-05i,0.00033012+0.00017086i,0.00034576+0.00057693i,-0.00034543+0.00092224i,-0.00013306+0.0012745i,0.00026184+0.0010275i,0.00033242+0.00094006i,5.7636e-05+0.00092475i,0.00046939+0.00074477i,0.00033947+4.3847e-06i,-0.00025326-0.00067591i,-6.8224e-05+5.2241e-05i
-0.00029184+0.00081344i,0.00063904+3.3673e-05i,0.0013653-0.00038036i,0.0012326+0.00013658i,0.00069182+0.0018065i,0.00038673+0.0019081i,-0.00025201+0.00068426i,-0.00076603+0.0006906i,-0.00060407+0.0005677i,0.000434+0.00022792i,0.0010123+0.00072225i,0.0012907+0.00065165i,0.00032862+0.00014578i,-0.00058625+3.891e-05i,-0.00051629-0.0004294i,-0.00010461-0.0010619i,0.00015588-0.001122i,-0.00065417-0.0011122i,-0.00035677-0.00097925i,0.000584-0.00082774i,0.00046098-0.00022093i,-0.00023866+0.0007756i,-0.00068877+0.00083846i
-0.0020827-0.00019294i,-0.0016315-9.9215e-05i,0.00039486+0.00022196i,0.00017028+0.0004525i,-0.0011293+0.00045682i,-0.0010026+0.00064206i,-0.00049351+0.0004667i,-0.00040011+0.00023486i,0.0001012+0.00058631i,0.0010685+0.00092592i,0.00050114+0.00042561i,0.00029962+0.00022626i,0.00071904-5.7702e-05i,0.00025244-0.00016358i,0.00030382+0.00047307i,0.00046084+0.00071056i,0.0002997+0.00029516i,-0.00014845+8.7283e-05i,-0.00059972+0.00015106i,-0.00094353-0.0001991i,-0.00062916-6.9945e-05i,3.5523e-05+0.00060297i,-6.1405e-05+0.0012315i
