0.0010376-0.0020428i,0.0012003-0.0042998i,-0.0005611-0.0053313i,-0.0021821-0.0038997i,-0.0020438-0.0011897i,-0.0013344+0.001035i,6.3455e-05+0.0014025i,0.00068069+7.468e-05i,0.0010099-0.00066365i,0.0009262-0.00089262i,0.00054364-0.00025264i,0.00067607+0.00048053i,0.00074753+0.00060737i,7.0556e-05+0.0012122i,-0.00021861+0.0013115i,-0.00024046+0.00070942i,-5.3083e-05-1.7752e-05i,0.0006139-0.0004555i,-0.00025491-0.00063445i,-0.0012696-0.00067538i,-0.00065957-0.0002222i,-0.00032182+0.000305i,0.00012877+0.00044411i
-0.0020315-0.0054946i,-0.0044492-0.0056231i,-0.0046509-0.0028926i,-0.0028423-7.5901e-05i,-0.00078172+0.00055564i,0.00057454-0.00038785i,0.0010033-0.00094997i,0.00090683-0.0009178i,0.00033978-0.00098469i,1.0952e-05-4.3762e-05i,-7.535e-05+0.0004969i,-0.00011529+0.00044233i,0.00021891+0.00032904i,0.00084399+0.00081954i,0.0011419+0.00090702i,0.00042529+3.8792e-05i,1.1661e-05-5.9786e-06i,3.985e-05-0.00059122i,-5.6916e-05-0.00087735i,-0.00011798-0.00016735i,-0.00067947+4.404e-05i,-0.00059501+0.00019813i,-0.00048776+8.1172e-05i
0.0012423-0.00035384i,-0.00062225-0.00051398i,-0.0016272-7.6294e-05i,-0.00064436-2.8255e-05i,0.00065507-7.2134e-05i,0.00064387-0.00030775i,-9.4483e-05-0.0008637i,-0.00061704-0.00090674i,-0.00073756-0.00097734i,0.00021204-0.0009288i,0.0009988+2.9166e-05i,0.00057993-8.5513e-05i,0.00052802-0.00084269i,0.00090984-0.00037713i,0.00059628-0.00012288i,0.00068243-0.00013593i,0.00070482-2.6227e-05i,0.00031379-0.00043551i,-0.00071715-0.00082727i,-0.00097257-0.00074121i,-0.00045518-0.00026068i,0.00050566-0.00043943i,0.00085536-0.00041319i
0.00075224+0.0030787i,-0.00055896+0.0024229i,-0.0017196+0.0018303i,-0.00037338+0.0013637i,0.00024326+0.00033836i,-0.00034023-0.00037243i,-0.00021656+0.00027185i,0.00046094+0.00057869i,0.00013674-0.00026107i,-0.00037613+8.2901e-05i,-0.00048644+0.00072064i,0.00014472+0.00035824i,-1.8993e-05+9.6284e-05i,-0.00049097+0.00010592i,-5.6158e-05+0.0002478i,-0.00036418+0.00029956i,0.00015968-0.00017i,0.00068228-0.00037219i,0.00066319+0.00018995i,0.0012536+0.00050234i,0.0010735+0.00086203i,0.00036695+0.00072636i,9.3701e-05-5.0724e-05i
-0.0046873-0.00016065i,-0.0055845-2.014e-05i,-0.0032378-0.0014381i,-0.001985-0.0015911i,-0.0012038-0.00055421i,-0.00017219+0.00033736i,0.00069669+0.00014393i,0.00098509-0.000379i,0.00086535-0.0004925i,0.00014447+0.00035489i,-0.00044784+0.00035337i,-0.00070699-0.00029566i,-0.00038389+0.00021021i,0.00033593+0.0010614i,0.00032905+0.00089228i,0.00045133-3.9937e-05i,0.00031131-0.00066366i,-6.2571e-05-0.00071651i,0.00034793-0.00048396i,0.00096797-0.00067777i,0.00055941-0.0010491i,0.00029446-0.0017057i,0.00052407-0.0015033i
-0.0012359-0.0022582i,-0.0013496-0.0027105i,-0.0010576-0.0012939i,-0.00020901-0.00021484i,0.00055562-0.00038762i,-6.8933e-05-0.00058617i,-0.0009168+0.00038804i,-0.00089401+0.0013059i,-0.0010984+0.0010608i,-0.00075258+0.00036375i,0.00058835+2.3126e-05i,0.00077265-0.00039289i,0.0002277-0.00043855i,-3.2749e-05+0.00026389i,-0.0003473-7.0247e-05i,-0.00022765-0.00056251i,0.00039176-0.00052314i,0.00031243+0.00010855i,-0.00025981+0.0005216i,-0.00018007+0.00032122i,-8.5814e-05+2.5834e-05i,9.4948e-05+4.0827e-05i,-0.00010255+0.00061183i
0.0012284+0.00064044i,0.00045839+0.00019072i,-0.00043594-0.00034179i,-0.00029024+0.00016358i,-2.3432e-05-0.00021668i,7.7517e-05-0.00067017i,-0.00024809-0.00094733i,-0.00020629-0.0011616i,-7.6009e-05-0.00032399i,-0.0001294+5.3201e-05i,-7.3601e-05-0.00034218i,5.1636e-05+0.00028883i,0.0003807+0.00099329i,0.001003+0.0008229i,0.00052197+0.00035631i,2.0106e-05-0.00092312i,0.00052041-0.0020862i,0.00078157-0.0013655i,0.00046869-0.0002721i,0.00052276-6.7749e-05i,0.00030643-0.00040138i,-0.00028989-0.00046439i,0.00014799+0.00061557i
-0.0021455-0.00032283i,-0.0033626+0.0011049i,-0.0027504+0.0014514i,-0.0013002+0.00062489i,-0.00085677+0.00037844i,-4.8673e-05+0.00092753i,0.00017426+0.00086041i,-0.00035074+0.00011129i,-0.00066485-2.1221e-05i,-0.00081197+0.00034076i,-0.00059418+0.00026793i,-3.9684e-05+0.00016426i,0.00046698+0.00053773i,-4.6563e-05+0.00083261i,-0.00028674+0.00045032i,-0.00035067-0.00011006i,-2.7797e-05+0.0001951i,0.00033414+0.000913i,9.7554e-06+0.00063284i,0.00012121-0.00047584i,-0.0001648-0.00052159i,-0.00021405-0.00054353i,0.00012136-0.00021994i
-0.0024425-0.00065749i,-0.0038278-0.0006244i,-0.0031641-7.1915e-05i,-0.0017665+0.00081709i,-0.0011383+0.000708i,-0.0008291-8.0606e-06i,-5.8676e-05+0.00014618i,0.00040902+7.0622e-05i,0.00053492-0.00026811i,0.0008727-1.8865e-05i,0.0013439+0.0001582i,0.0011174+0.00019232i,0.00047156+0.00033705i,0.00074896+2.1896e-06i,0.00082652-0.00067559i,0.00022037-0.00076949i,0.00041875-0.0010662i,0.00062092-0.00087138i,-0.00029046-0.00040317i,-0.00072895-0.00048987i,-0.00044239-0.00047561i,0.00010359+0.00054029i,0.00051714+0.00098127i
-0.00020146-0.00012892i,-0.00058522-0.0010034i,-0.00014705+0.00012768i,-9.0431e-05-0.00049407i,-0.00059579-0.0016939i,-0.00015452-0.0014419i,0.00026257-0.00062155i,0.00022633+0.00014751i,-0.00036254+0.00071999i,-0.00035371+0.00014422i,-0.00036434-0.0005478i,-0.00030483-0.00040813i,0.00016718+0.00024634i,3.5352e-05+0.00075632i,-0.00052852+0.00072174i,-0.00085677+0.00030562i,-0.00090838-0.00028239i,-0.00061793-0.00031606i,-4.0002e-05+0.00034231i,-0.00025903+0.00029128i,-1.5205e-05-8.1126e-06i,0.00084392-8.3044e-05i,0.00053853+2.4037e-05i
8.9442e-05-0.0028132i,-8.0231e-05-0.0027802i,-0.00073879-0.0017745i,-0.0010852+0.00017311i,-0.00040203+0.0006579i,0.00048364-0.00025046i,0.0001895-0.0010046i,-0.0002977-0.00046299i,0.00024409-0.00012324i,0.001075-0.00025653i,0.00096076+0.00055703i,0.00060925+0.00068776i,0.00028373+0.00072066i,0.00032177+0.00054499i,0.0002708-4.1232e-06i,0.00042119+0.00017135i,0.00093191+0.00038697i,0.0003587+1.868e-05i,0.00044876-0.00058026i,0.00066833-0.00068635i,0.0003112-0.0007439i,0.00014502-0.00025581i,-3.9329e-05+0.00025458i
-0.0024453-0.00022367i,-0.0036833+0.00041563i,-0.003566+0.0006904i,-0.0013651+0.00061984i,0.00065341+0.00087539i,0.0010335+0.00073595i,0.00029576+0.00026236i,-0.00016824+0.00017384i,0.00014627-0.00078815i,0.00079506-0.00084002i,0.00051457+0.00022553i,-0.00032808+0.00027471i,0.0001573-0.00011018i,0.0010686-0.00015528i,0.0011838+0.00018378i,0.0013164-0.00022393i,0.0012637-7.2489e-05i,-1.1094e-05-8.9629e-05i,-0.00066877-0.0010767i,-0.0005603-0.0015111i,-0.00060603-0.0016823i,-0.00078478-0.0011942i,-0.00044565-0.00063717i
-0.0023724+0.00052555i,-0.0025057+0.0019023i,-0.0020858+0.0032637i,-0.0011153+0.0032915i,-0.0003171+0.0026774i,-3.7646e-05+0.0011826i,0.00017004+0.00015142i,0.00033682+0.00011718i,-0.0001206+0.00032662i,-0.00030527+0.00036167i,2.823e-05-0.00022313i,0.00061851-0.00014303i,0.00087312-0.00041522i,0.0013808-0.00057669i,0.0018404-0.00018645i,0.0013818+0.00021489i,0.00084898+0.0002965i,0.0005105+0.00028032i,-0.0003796+0.00034781i,-0.00060571+0.00019182i,-0.00022315+0.00054545i,-6.6361e-05+0.00058658i,0.00034438+0.00099607i
8.4905e-05-0.0019035i,-0.000673-0.0016528i,-0.0012269-0.0014212i,-0.00024838-0.0014575i,0.0014279-0.0017203i,0.0015381-0.0016627i,0.0005614-0.0011104i,-0.0004077-0.00042789i,-0.0010315+1.712e-06i,-0.00018347-0.0002759i,1.2343e-05-0.00016466i,-0.00085827+0.00021681i,5.1758e-05+0.00026346i,0.00094752+7.2008e-05i,0.00054237-0.00020885i,-0.00015494-0.00041287i,-0.00014152-0.00022994i,-0.0002416-0.00039592i,-0.00039859-0.00029807i,-7.0162e-05+0.00054114i,0.00014831+0.00031889i,0.00024289-0.00042254i,-0.00020613-0.00060076i
-0.0062382-0.0045978i,-0.0092389-0.0049221i,-0.012288-0.00084549i,-0.0089679+0.0032508i,-0.0048938+0.0043924i,0.00034669+0.0034837i,0.0022882-0.00012388i,0.00090749-0.0015496i,-0.00075313-0.00055999i,-0.0020123+0.00075606i,-0.001909+0.0022758i,0.0001165+0.0019769i,0.0022701+0.0010835i,0.0037618+0.0011429i,0.0042787+0.0013404i,0.002902+0.0007578i,0.0010401-0.00047296i,0.0009094-0.0014487i,0.0012391-0.0012761i,0.00074906-0.0004343i,-0.00013887+0.00018016i,-0.0013121+0.00045607i,-0.00090192+0.0011137i
0.00022992+0.0011605i,0.0011021+0.001062i,0.0029926+0.00030534i,0.0027523-0.00021815i,0.0024191-0.0010363i,0.00073061-0.0024449i,-0.00056858-0.0018826i,-0.00051424-0.00059648i,2.8856e-05-0.00045984i,0.00059723-0.00068396i,-5.1341e-05-0.0008237i,-0.00061425-0.00012515i,-0.00048604+0.00062198i,-0.00093404-0.00026029i,-0.0014492-0.0011005i,-0.00093948-0.00027475i,-3.7501e-05-3.4073e-05i,-5.838e-05-0.00081102i,-3.9547e-05-0.00017465i,4.9863e-05+0.00078943i,0.00025609+0.0005534i,0.00072731-0.00038732i,0.00052761-0.00098479i
-2.6698e-05-0.0010331i,0.00032106-0.00041102i,0.00076912-0.00048617i,0.0010429-0.001274i,0.00077497-0.0014908i,0.00064823-0.00069674i,0.0001791-6.6211e-05i,0.00015877-0.00069624i,0.00086806-0.00078351i,0.00096464-0.0006962i,-0.00023795-6.9364e-05i,-0.0014018+0.0009734i,-0.0017258+0.0014263i,-0.0014399+0.0012188i,-0.00040828+0.00027451i,-0.00014236-0.00017692i,0.00031573+8.6922e-05i,0.00067303+0.00037736i,0.00044871+7.0835e-05i,-5.887e-05+0.00010901i,-0.0002736+0.00064076i,0.00016155+0.00070737i,0.00081107+0.00060603i
-0.00079334+0.0020382i,-0.0011924+0.0019391i,-0.00078169+0.0012815i,0.00011561+0.00063399i,0.00040384+0.00054892i,-0.00037282+0.00021654i,-0.001239-0.0001325i,-0.0011658-0.0001132i,-0.00013006-6.9022e-05i,0.0010074+5.1714e-05i,0.0010748+0.00015978i,4.2835e-05-0.00023794i,-0.00084739+3.4898e-05i,-0.00096069-0.00025519i,-0.00052839-0.00079324i,-0.00097627-0.000728i,-0.0012007-0.00077496i,-0.00038488-0.00017262i,0.00038677+0.00033293i,0.00093934+0.00024772i,0.00085807-0.00017338i,0.0005429-0.00034534i,0.0010184-0.00055383i
-0.0014026+0.00094449i,-0.0010909-6.6233e-05i,-0.001058-0.00051805i,-0.00051823-0.00073142i,0.00056729-0.00072839i,0.0010164-0.00078642i,0.00046713-0.00025997i,-4.4733e-05+0.00015436i,7.0619e-05+6.2808e-05i,-0.00040331-0.00016751i,-0.0010295-0.00046428i,-0.00025875+2.0286e-05i,-0.00015769+0.0007761i,-0.00096321+0.00080734i,-0.00059581-7.404e-05i,-0.00031387-0.00054688i,6.5685e-05-3.8668e-05i,-0.00018917-2.1465e-05i,-0.00065661-0.0002403i,0.00016795+0.00016928i,0.00043004-4.8184e-05i,0.00017095-0.00041715i,0.00035674-0.00051941i
-0.00055871-0.0028724i,-0.00133-0.0025849i,-0.00074249-0.0025019i,-0.00024784-0.0018448i,-0.00024727-0.00069962i,-0.00039741+0.00048988i,-0.00017927+0.0004462i,-0.00022032-0.00011342i,-0.00048354-0.00043043i,0.00036481-0.00086316i,0.00083092-0.00085929i,5.7884e-05+0.00026968i,-0.00046723+0.00096141i,-0.0004581+0.00072122i,0.00039148+0.00064189i,0.0002177+0.00025145i,-0.00022877-1.8563e-05i,-0.00058703+0.00089241i,-0.0011182+0.0012813i,-0.00014151+0.00068968i,7.9e-05+0.00047245i,3.2817e-05+0.00039673i,0.00012798+0.0001414i
0.0010893+0.0018714i,-0.00013303+0.0011357i,-3.035e-06+5.0943e-05i,0.00044108-0.0004379i,0.00060731-0.0011006i,0.00015888-0.0016235i,-0.00061272-0.0013763i,-0.00053573-0.0011314i,0.00038771-0.00066694i,0.00068429+0.00019848i,0.00030978+0.00013987i,0.00055783-0.0001445i,0.00068068-0.00015845i,0.00055822+0.00032147i,-0.00028869+0.0010947i,-0.0004621+0.00076266i,-0.00050606-2.6659e-05i,-0.00066867-0.00049093i,-0.00031366-0.00029959i,-0.00048408-0.00034659i,-2.9439e-05-0.00053803i,0.00094756-0.00077184i,0.00047458-0.001225i
-0.0012789+0.0024396i,-0.00055479+0.0028461i,0.00077956+0.0019949i,0.001673+0.0018206i,0.0014905+0.0011345i,0.0008995-8.349e-05i,0.0003631-0.0011316i,-0.00045605-0.0010548i,-0.0004062+0.00036988i,-0.00029578+0.00017989i,-0.00018293-0.00065964i,0.00051499-0.001154i,0.00074498-0.00092946i,0.00052864-0.00013613i,0.00093452-0.00015634i,0.00017238-0.00071581i,-0.00075973-0.0007821i,-0.0012307-0.00044373i,-0.0013282+3.6354e-05i,-0.001412+6.4954e-05i,-0.00043391-0.00012193i,0.0012104-0.00019392i,0.0012295+0.00013259i
3.8357e-05-0.0018536i,-0.00053469-0.0022682i,-0.00024436-0.00050842i,0.00049806+0.00048313i,0.00087979+0.00023282i,0.00053564-3.3104e-05i,3.6728e-05-0.00056996i,0.00027948-0.00068432i,0.00054496+0.00031971i,0.00057665+0.00043169i,4.1118e-05+6.5778e-05i,0.00024604+0.00012792i,0.00026118-4.0919e-06i,-0.00031759-0.00020294i,-0.00045023-0.0004241i,-0.00097113-0.0008332i,-0.00043195-0.00085817i,0.00029132-0.00012456i,0.00010248+5.7804e-05i,-0.00059593-0.00015316i,-0.00052636+8.6342e-06i,1.0714e-05+0.00048153i,0.00032508+0.00037679i
-0.0011402+0.0025843i,-0.00027499+0.002283i,-9.6676e-05+0.0018808i,-0.00059168+0.00094042i,-0.00044707+0.00010286i,-0.00024364-0.0003448i,-0.00015773-0.00010314i,0.00019506+0.00022759i,-0.00014563-8.3042e-06i,-0.00082406+0.00010515i,-0.00048213-0.00016155i,0.00034504-0.00017299i,0.00024618+0.00012754i,-0.00030952-0.00048962i,-8.022e-05-0.00041403i,-4.2671e-05+0.00010711i,-0.00018722+0.00045111i,0.00013083+0.00015156i,7.3458e-05+0.00050927i,0.00018296+0.00046721i,0.00071982-0.00059612i,0.00070018-0.0013243i,0.00045931-0.0015326i
-0.0025076-0.00061949i,-0.0020698+0.001396i,-0.0013258+0.0023044i,-0.00088156+0.0011959i,8.8737e-05+0.00030309i,0.00053234-0.00015901i,-0.00022161-2.6015e-05i,-0.00088338-0.00050733i,-0.00094021-0.00081931i,-5.3762e-05+5.2639e-05i,0.00078428+0.00031054i,0.00076596-8.5388e-05i,0.0011502-0.00054061i,0.0011288-0.0013071i,-6.8891e-05-0.0015638i,-0.00071952-0.000861i,-0.00071909-0.00051411i,-0.00043039-0.00046331i,-0.00031288-0.00016961i,-0.00022926+0.00038682i,-0.00045075+0.0010011i,-0.00070233+0.00056562i,-0.00086116-0.00030818i
-5.6422e-05-0.0010001i,-0.0012166-0.00088671i,-0.0017742+0.00026985i,6.0131e-05+0.00013512i,0.0016687-0.00061078i,0.001432-0.0011697i,0.00028908-0.0015107i,-0.001142-0.0011911i,-0.0010843-0.00078858i,-2.1549e-05-0.00054851i,0.0004369-0.00037947i,0.00062422-0.00018355i,0.00063181-0.0005504i,0.0010355-0.0004729i,0.00097985-0.00040406i,0.00058924-0.00097795i,0.00017369-0.00078706i,-0.00048998-0.00052026i,-0.00065933-0.00024904i,-5.8031e-06-0.00026546i,0.00073892-0.0003985i,0.0013227+0.00016616i,0.0013861+0.00043483i
-0.0043051+0.002583i,-0.0043997+0.0023773i,-0.0039035+0.001818i,-0.0019323+0.0020312i,0.00017201+0.00097761i,0.00060134-0.00050413i,-0.00020853-0.0010045i,-0.00097387-0.00062748i,-0.0007007-0.00018506i,-0.00067356-8.3318e-05i,-0.00062114-0.00012181i,0.00054205-0.0004125i,0.0018352-0.0005938i,0.0016548+5.9351e-05i,0.00074392-8.0742e-05i,0.00010873-0.0013814i,0.00019249-0.0016598i,0.0010035-0.00097984i,0.00059274+0.00016718i,-0.00011857+0.00030247i,-0.00027457-0.00016022i,-0.00036299-0.00092478i,-0.00012492-0.0012556i
-0.0014316+0.00017809i,-0.00050735+0.00042736i,-1.898e-05-0.00023433i,0.0009478-0.00094166i,0.0010395-0.00065005i,-0.00012091-0.0011051i,-0.00067601-0.00128i,-0.0011243-0.00039362i,-0.00060779+0.00065775i,0.00024599+0.00051936i,0.00086353-0.00029016i,0.0013254-0.00029239i,0.0014731-0.00069152i,0.0010657-0.00081543i,0.00033014-0.00067097i,-0.00024375-0.00094135i,-0.00012761-0.00079235i,0.00033463-5.5118e-06i,0.00029828-1.2881e-05i,-0.00016393-0.00020041i,-0.00047881-0.00034573i,0.00017802-0.00037367i,0.00049893-0.00042217i
0.0015525+0.00051834i,0.00084841+0.00097874i,0.00022138+0.00014856i,0.0005184+0.00048511i,0.00048314+0.0013951i,-0.00049112+0.00054544i,-0.00052166-0.00034766i,-0.00015159-0.00067239i,0.00025562+0.00040471i,0.00031945+0.0012792i,-0.00021702+0.00075304i,-0.00014007+0.00032836i,0.00036606+0.00058849i,0.00026568+0.0012497i,-0.00059843+0.0013075i,-0.00068081+0.00043552i,-0.00024277-0.00019619i,-0.00018092-0.00070395i,-0.0002781-0.0008989i,-0.00019633-0.0005998i,-0.00014757-0.0010196i,-0.00036157-0.00098682i,0.00028164-0.00019351i
-0.0011463-0.0013617i,-0.0021786-0.0024422i,-0.001988-0.0020787i,-0.0014095-0.0011866i,-0.0004515-0.00024381i,-0.00051265+0.00046394i,-0.00076943-0.00015621i,-0.0010392-0.00043093i,-0.00041144-0.00039456i,-0.00027598-0.00067953i,-0.00024797-0.0002098i,0.00035013-5.3896e-05i,0.00054724-0.00028623i,0.000265-0.00014511i,0.00015208+0.00040079i,-5.9105e-05+0.0011285i,-0.0010994+0.0010803i,-0.0010363+0.00047314i,-0.00014276+0.00026405i,-3.1348e-05+0.00012761i,9.3135e-05-0.00012655i,0.0001154-8.8848e-05i,-8.7644e-05+0.00040523i
-0.0014299+0.0012311i,-0.0005712+0.0026799i,-0.0011687+0.0032513i,-0.00045243+0.0035533i,0.0010468+0.0030923i,0.0015448+0.001247i,0.0013256-1.2969e-05i,0.00052066-0.00022756i,-0.00033318-0.0003831i,-0.00042749-0.00022873i,4.7159e-06+4.2225e-05i,-0.00019521-0.00044848i,0.00045512-0.00055224i,0.0010112-6.942e-05i,0.00072811+0.00068474i,0.00042839+0.00068942i,-9.4436e-05-4.2099e-05i,-0.00041497-0.00083269i,-0.00040365-0.00034175i,-0.00093437+0.00025012i,-0.0010647+0.00050173i,-0.00053355+0.00029865i,7.6417e-05-0.00033929i
-0.0017566+0.0009419i,-0.0032725+0.00083317i,-0.0028113+0.001608i,-0.0015899+0.00094011i,-0.0011206-0.00019595i,-0.00079174+2.4984e-05i,-0.00019149-0.00036899i,1.8793e-05-0.0011824i,-0.00066208-0.00093658i,-0.0016792-0.00057034i,-0.0018653-2.3528e-05i,-0.00090474+0.00061734i,-8.0649e-05+0.00049861i,0.00065511+0.00019145i,0.00047735+0.0002895i,-0.00017425+0.00013318i,-0.00047714-0.00073812i,-0.00060539-0.00045682i,-0.00034958+0.00065843i,-0.00060974+0.00088865i,-0.00049263+0.00033356i,-0.00040986-9.746e-05i,6.9511e-05-0.00020608i
0.00092071+0.0018032i,0.0012477+0.00072458i,0.0015479-9.9372e-05i,0.00048812-4.0194e-05i,-0.00032924-0.00077058i,0.00010291-0.0013034i,-5.5907e-05-0.00048234i,-0.00038275+0.00023316i,0.00055335+0.0011011i,0.0010597+0.00072839i,0.00073932-0.00044115i,-1.1372e-05-0.00074277i,-0.00088882-0.00062347i,-0.00097882+0.00018619i,-0.00074711+0.00062951i,-0.00053835-0.0001039i,0.00014307-0.00046948i,0.00074277-0.00031667i,0.001106-2.4347e-05i,0.00066484-5.5437e-05i,-0.00043727-0.00051291i,-0.0003965-0.00045661i,-9.2313e-05-0.00014149i
-0.0016917-0.0012455i,-0.0036426-0.0002264i,-0.0039351+0.00070589i,-0.0018797+0.001302i,-0.00048217+0.0019761i,-0.00087868+0.0013457i,-0.0007502+9.3539e-05i,3.7035e-05+8.1395e-05i,0.00038736-0.00023668i,0.00087589-0.0004466i,0.00084584-0.00012243i,0.001042-0.00075303i,0.00091004-0.0007185i,0.00063461+4.8775e-05i,-5.1764e-05+0.00027182i,-0.001034+0.00034262i,-0.00094377+0.00052686i,-0.00057185+8.046e-06i,7.1807e-05-0.00028645i,0.00018451+3.9335e-05i,-0.00048325-0.00023359i,-0.00052592-0.00023403i,-0.00040012-0.00044865i
0.00011227+0.0015818i,0.0006411+0.0015198i,0.00073357+0.0010942i,0.00083216-2.1489e-06i,0.00058475-0.00087237i,0.00036313-0.0008451i,-8.7905e-05-0.00015889i,-0.00081726-0.00030992i,-0.00043857-0.00055366i,0.00026544-4.115e-05i,0.00062586+0.00027804i,0.00083306+0.0011284i,0.00079884+0.00088709i,0.00096561+3.57e-06i,0.00077368-0.00019741i,0.00043837-0.0005626i,0.00018345-0.00053314i,-0.0002646-0.00042127i,2.3692e-06-8.5428e-05i,8.0978e-05+0.00010399i,-0.00013464+0.00025156i,-0.00020995+0.00039423i,0.00020763+0.00031245i
-0.0024635-0.0002185i,-0.0023906-7.5292e-05i,-0.0022461+0.00034958i,-0.0017121+9.4634e-05i,-0.00029184+1.7477e-05i,0.00087653-4.5938e-05i,0.00080522-0.00074345i,0.00036474-0.00038372i,-0.00030182+0.00032013i,-1.9144e-05+0.00027265i,0.00077403+0.00041216i,0.00038584+0.00056095i,-0.00029057+0.00033977i,-6.273e-06-7.1878e-05i,0.00064603-0.0005111i,0.00037052-9.309e-05i,-0.00025038+5.1511e-05i,2.5886e-05+0.00027066i,0.00071993+0.00027058i,0.00028749+0.00027541i,-0.00045429+0.00031803i,-0.0005297-0.00024974i,-0.0003255-0.00037093i
-0.0013542-0.00033955i,-0.0013721+0.0004991i,-0.0010408+0.0015807i,-0.00029619+0.00082255i,0.00041276-1.0801e-06i,0.00029672-0.00034188i,7.2639e-05-0.00030193i,-6.0752e-05-0.00011204i,-0.00023424+9.1365e-05i,-4.5463e-05-6.3347e-05i,0.00031412-0.00056132i,0.00083812-0.00034041i,0.00070187+0.00017288i,0.00063058+0.00025086i,0.00058388+0.00046367i,-0.0004583-0.00021347i,-0.0012896-0.00093892i,-0.00079245-0.00057497i,-6.7223e-05-0.00031122i,0.00037015-0.00047704i,-0.00011391-0.00041166i,-0.00047711-0.00010605i,0.00011994-0.00057117i
-0.0036339-0.00077329i,-0.0033695+0.00025738i,-0.0026118+0.00048692i,-0.0012982+0.00082538i,0.00015796+0.00037382i,0.00058771-0.00030783i,3.2961e-05-0.00035226i,-0.0006024-0.0010239i,-9.5576e-05-0.00048779i,0.00027392+0.00092566i,0.00019113+0.0012864i,-6.9307e-05+0.001219i,-0.00021651+0.00040413i,-0.00028152-0.00080102i,-0.00032352-0.00083348i,-4.0596e-05-0.00027714i,0.00019399-0.00069252i,2.1681e-05-0.0013765i,-0.00020489-0.0013643i,-0.0013992-0.00073024i,-0.0018998-0.00027333i,-0.0011047-0.00018679i,5.2169e-06+6.6837e-05i
0.0022818-0.00026462i,0.0014735-1.5841e-05i,0.00032652-0.00043265i,-0.00024649-0.00061449i,-0.00090087+2.9351e-05i,-0.0012782+0.00095609i,-0.0015864+0.0015264i,-0.00048709+0.0011263i,0.00075396-0.00017452i,0.00012237-0.00067238i,-0.00089726-0.00041248i,-0.001099-0.00047575i,-0.00044451+3.4339e-05i,0.00053862+0.0003842i,0.00035152+0.00013533i,-0.00022595+3.2759e-05i,-0.00057171+7.9931e-05i,-0.00070175-1.6645e-05i,-0.00040204-1.7416e-06i,4.0189e-05+0.00030028i,0.00057194+0.00024129i,0.00045358+1.5634e-05i,0.00011936-0.00048059i
0.000571+0.0013198i,0.00030187+0.00031102i,0.0003328+9.0092e-05i,5.7533e-05-8.5041e-05i,-0.00072148-1.8541e-05i,-0.00066227-0.0001073i,-0.00022813-0.00014274i,0.00045115-0.00019219i,0.00022991-0.00022968i,-6.6807e-05-9.6845e-05i,-0.00029989-0.00027526i,-0.00023171+0.00051724i,-0.0001027+0.0011003i,-0.00076591+0.00089442i,-0.00097166+0.0012574i,-0.0015443+0.00089514i,-0.0012617-9.3852e-05i,3.5682e-05+0.0002356i,0.00029101+0.00049862i,0.00058169+0.00078966i,0.00068988+0.0010312i,0.00050714+0.00063789i,-4.6084e-05+0.00097334i
-0.00056475-0.0016654i,-0.00088618-0.0021818i,-0.0010195-0.0022634i,-0.00050117-0.001747i,-0.00011272-2.9055e-05i,0.00010174+0.00059473i,0.0011684+0.00045548i,0.0011451-0.00057629i,0.00055893-0.0011062i,5.0915e-05-0.0003346i,-0.00035423+0.00036454i,-0.00022863-0.00043372i,0.00092778-0.00082512i,0.0012211-0.00068583i,0.00018919-0.00026001i,-0.00044029+0.00020697i,-0.00060929+0.00013856i,-0.00056574-0.00031155i,-2.6385e-05-0.00080937i,0.00031856-0.0010456i,0.00061699-0.00078457i,0.0007617+1.5679e-05i,0.00061236+3.4428e-05i
-9.5617e-05-0.0012712i,0.00030104-0.0013441i,-0.00041456-0.0013382i,-0.00098044-0.0007637i,-0.00091195-3.2471e-05i,-0.00059525-0.00022378i,-0.00024198+4.6253e-05i,-0.00020066+0.00020872i,0.000229-0.00043316i,0.00023733-0.00079i,-3.1567e-05-7.6896e-05i,7.0673e-05+0.00040234i,-0.00028362-8.5629e-05i,0.0002084-0.00045381i,0.0011536-6.7706e-05i,0.00091009+0.00064486i,4.6483e-05+0.00038565i,0.00011883-0.00071901i,0.00054255-0.0010471i,0.0004045-0.00088371i,-0.00023843-0.00041003i,-0.00092001-0.0004596i,-0.00051947-0.00031021i
-0.00073851+0.0015262i,-0.00016042+0.0022091i,0.00073455+0.0022676i,0.0012635+0.0010197i,0.0011861+0.00025372i,0.00080063+0.00066146i,0.00081235+0.00045167i,0.00054749-8.2536e-05i,1.5895e-05+0.00036567i,4.2302e-05+0.00066929i,-0.00025578+0.00068473i,-3.7968e-05-6.7709e-05i,0.00027631-0.00045567i,0.00042655+3.3446e-05i,0.00052636-4.261e-06i,0.00052923-0.00041511i,0.00028756-0.00027773i,-8.4114e-06+0.00033657i,-0.00010159+0.00022886i,-0.00061964-0.00016851i,-0.00045202-0.00047448i,-0.00014574-0.0011097i,-0.00020788-0.00030222i
